Orthogroup	Cardamine_amara	Brassica_oleracea
OG0007456	evm.model.RL_2.3020	XP_013597119.1, XP_013587746.1
OG0007457	evm.model.RL_5.2824	XP_013587484.1, XP_013593296.1
OG0007458	evm.model.RL_5.2797.4.687c88bd	XP_013586715.1, XP_013604876.1
OG0007459	evm.model.RL_5.2795.1.687c88bd	XP_013604878.1, XP_013584070.1
OG0007460	evm.model.RL_5.2764.1.687c88bd	XP_013586629.1, XP_013586984.1
OG0007461	evm.model.RL_5.2748	XP_013583958.1
OG0007462	evm.model.RL_5.2743	XP_013602905.1
OG0007463	evm.model.RL_5.2737	XP_013586275.1, XP_013586232.1
OG0007464	evm.model.RL_2.1242	XP_013600048.1, XP_013607634.1
OG0007465	evm.model.RL_2.1220	XP_013592285.1, XP_013605551.1
OG0007466	evm.model.RL_2.1196	XP_013596296.1, XP_013602409.1
OG0007467	evm.model.RL_2.1185	XP_013604378.1
OG0007468	evm.model.RL_3.771.1.687c84bb	XP_013625959.1, XP_013606304.1
OG0007469	evm.model.RL_3.748.2.687c84bb	XP_013606107.1, XP_013612608.1
OG0007470	evm.model.RL_2.1076	XP_013601672.1, XP_013605216.1
OG0007471	evm.model.RL_3.658	XP_013635060.1, XP_013612961.1
OG0007473	evm.model.RL_3.567	XP_013611047.1, XP_013605075.1
OG0007474	evm.model.RL_3.535	XP_013613190.1
OG0007475	evm.model.RL_3.411	XP_013623245.1
OG0007476	evm.model.RL_3.363	XP_013606087.1, XP_013636647.1
OG0007477	evm.model.RL_5.976	XP_013601926.1, XP_013583496.1
OG0007478	evm.model.RL_3.332	XP_013595005.1, XP_013595105.1, XP_013634326.1
OG0007479	evm.model.RL_3.317	XP_013635550.1, XP_013594477.1, XP_013616865.1
OG0007480	evm.model.RL_3.313	XP_013634929.1, XP_013590813.1
OG0007481	evm.model.RL_5.7	XP_013620714.1, XP_013598124.1
OG0007482	evm.model.RL_7.2666	XP_013594258.1
OG0007483	evm.model.RL_7.2675	XP_013595268.1, XP_013619291.1
OG0007484	evm.model.RL_7.2639	XP_013620596.1, XP_013597833.1
OG0007485	evm.model.RL_5.1325	XP_013604736.1, XP_013586371.1
OG0007486	evm.model.RL_7.2565	XP_013621461.1, XP_013599420.1
OG0007487	evm.model.RL_7.2553.2.687c84bd	XP_013594068.1, XP_013612000.1
OG0007488	evm.model.RL_7.2544	XP_013597731.1, XP_013609687.1
OG0007489	evm.model.RL_7.2526	XP_013596079.1, XP_013616663.1, XP_013616172.1
OG0007490	evm.model.RL_7.2514	XP_013606519.1, XP_013618269.1
OG0007492	evm.model.RL_7.2461	XP_013619495.1
OG0007493	evm.model.RL_7.2442	XP_013609905.1, XP_013596362.1
OG0007494	evm.model.RL_7.2428	XP_013597254.1, XP_013619368.1
OG0007495	evm.model.RL_7.2384	XP_013593486.1, XP_013606331.1
OG0007496	evm.model.RL_7.2379	XP_013597548.1, XP_013613376.1
OG0007497	evm.model.RL_7.2347	XP_013597284.1, XP_013613409.1
OG0007498	evm.model.RL_7.2334	XP_013613375.1, XP_013609039.1
OG0007499	evm.model.RL_7.2326	XP_013593645.1, XP_013611941.1
OG0007500	evm.model.RL_2.93	XP_013632283.1, XP_013590300.1
OG0007500	evm.model.RL_7.2322	XP_013618568.1, XP_013615127.1, XP_013595548.1
OG0007501	evm.model.RL_7.2308	XP_013615984.1, XP_013599378.1
OG0007502	evm.model.RL_7.2307	XP_013599376.1, XP_013615983.1
OG0007503	evm.model.RL_7.2280	XP_013595964.1, XP_013618662.1
OG0007504	evm.model.RL_7.2247	XP_013620361.1, XP_013597692.1
OG0007505	evm.model.RL_7.2115.2.687c84bb	XP_013618448.1
OG0007506	evm.model.RL_7.2108	XP_013593750.1, XP_013607090.1
OG0007508	evm.model.RL_7.2075	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013613305.1, XP_013615767.1
OG0007509	evm.model.RL_7.2045	XP_013596925.1, XP_013619539.1, XP_013609592.1
OG0007510	evm.model.RL_3.1097	XP_013621011.1, XP_013591508.1
OG0007511	evm.model.RL_3.1081	XP_013613517.1, XP_013588536.1
OG0007512	evm.model.RL_3.1049	XP_013618944.1, XP_013590691.1
OG0007513	evm.model.RL_3.993	XP_013616138.1
OG0007514	evm.model.RL_3.989	XP_013614779.1, XP_013591289.1
OG0007515	evm.model.RL_3.960	XP_013616340.1, XP_013588084.1
OG0007516	evm.model.RL_3.914	XP_013590131.1, XP_013618256.1
OG0007517	evm.model.RL_4.1864	XP_013606749.1, XP_013630677.1
OG0007518	evm.model.RL_3.20	XP_013610121.1, XP_013610036.1
OG0007519	evm.model.RL_5.3894	XP_013592730.1, XP_013629644.1
OG0007520	evm.model.RL_3.70	XP_013611718.1, XP_013612333.1
OG0007521	evm.model.RL_3.89	XP_013606273.1, XP_013606797.1
OG0007522	evm.model.RL_3.132	XP_013606936.1, XP_013609174.1
OG0007523	evm.model.RL_3.165	XP_013613896.1
OG0007524	evm.model.RL_3.167	XP_013613902.1
OG0007525	evm.model.RL_3.180	XP_013613894.1, XP_013608699.1
OG0007526	evm.model.RL_3.187	XP_013612230.1, XP_013612070.1
OG0007527	evm.model.RL_3.244	XP_013610475.1, XP_013635339.1, XP_013610181.1
OG0007528	evm.model.RL_3.253	XP_013609235.1, XP_013633943.1
OG0007529	evm.model.RL_3.262	XP_013637406.1, XP_013611428.1
OG0007530	evm.model.RL_1.1162	XP_013609511.1, XP_013629411.1
OG0007531	evm.model.RL_1.1160	XP_013587733.1, XP_013590827.1
OG0007532	evm.model.RL_1.1159	XP_013630256.1, XP_013604840.1
OG0007533	evm.model.RL_1.1149	XP_013583996.1
OG0007534	evm.model.RL_2.2314	XP_013595926.1, XP_013601138.1
OG0007535	evm.model.RL_2.2097	XP_013586555.1, XP_013596339.1
OG0007536	evm.model.RL_2.2113	XP_013598491.1, XP_013614961.1
OG0007537	evm.model.RL_2.2122	XP_013596493.1, XP_013585355.1
OG0007538	evm.model.RL_6.2210	XP_013631048.1, XP_013631342.1
OG0007540	evm.model.RL_6.2196	XP_013636898.1, XP_013628906.1
OG0007541	evm.model.RL_1.824	XP_013587363.1, XP_013625744.1
OG0007542	evm.model.RL_1.825	XP_013629773.1, XP_013586892.1
OG0007543	evm.model.RL_1.830	XP_013625336.1, XP_013595546.1, XP_013620259.1, XP_013615811.1
OG0007544	evm.model.RL_1.858	XP_013615165.1, XP_013596315.1
OG0007545	evm.model.RL_1.862	XP_013613220.1, XP_013587178.1
OG0007546	evm.model.RL_1.884	XP_013635597.1, XP_013637710.1
OG0007547	evm.model.RL_1.893.1.687c87eb	XP_013638386.1, XP_013594777.1
OG0007548	evm.model.RL_4.3158	XP_013611348.1, XP_013629528.1
OG0007549	evm.model.RL_1.911	XP_013583561.1, XP_013622550.1
OG0007550	evm.model.RL_1.919, evm.model.RL_1.871	XP_013583560.1, XP_013586632.1
OG0007551	evm.model.RL_1.941	XP_013583658.1, XP_013614951.1
OG0007552	evm.model.RL_1.959	XP_013586554.1, XP_013616078.1
OG0007554	evm.model.RL_1.988	XP_013587518.1, XP_013614510.1
OG0007555	evm.model.RL_1.1027	XP_013584366.1
OG0007556	evm.model.RL_1.1034.1.687c87ec	XP_013622117.1, XP_013583693.1
OG0007557	evm.model.RL_1.1047	XP_013617403.1, XP_013587090.1
OG0007558	evm.model.RL_1.1059	XP_013583956.1
OG0007559	evm.model.RL_1.1068	XP_013628144.1, XP_013585714.1
OG0007560	evm.model.RL_1.1080	XP_013583612.1, XP_013585085.1
OG0007561	evm.model.RL_1.1084	XP_013625392.1, XP_013637659.1
OG0007562	evm.model.RL_1.1091	XP_013628470.1, XP_013638397.1
OG0007563	evm.model.RL_2.2320.1.687c86e5	XP_013597500.1, XP_013604060.1, XP_013601385.1
OG0007564	evm.model.RL_1.1105	XP_013586816.1, XP_013622747.1
OG0007565	evm.model.RL_1.1106	XP_013586814.1, XP_013622230.1
OG0007566	evm.model.RL_1.1110	XP_013585594.1, XP_013584750.1
OG0007567	evm.model.RL_1.1135	XP_013628369.1, XP_013638069.1
OG0007568	evm.model.RL_1.1137	XP_013583774.1, XP_013623430.1
OG0007569	evm.model.RL_7.644, evm.model.RL_4.1094	XP_013595734.1, XP_013620707.1
OG0007570	evm.model.RL_8.1058	XP_013629491.1, XP_013621096.1
OG0007571	evm.model.RL_4.120	XP_013597689.1
OG0007572	evm.model.RL_5.2258	XP_013602002.1, XP_013592426.1
OG0007573	evm.model.RL_8.1174	XP_013627372.1, XP_013619352.1
OG0007574	evm.model.RL_8.1181	XP_013627522.1, XP_013627716.1
OG0007576	evm.model.RL_8.1189	XP_013622791.1, XP_013618314.1
OG0007577	evm.model.RL_2.2848	XP_013617739.1, XP_013628818.1
OG0007578	evm.model.RL_8.1342	XP_013621176.1, XP_013626073.1
OG0007579	evm.model.RL_8.1425, evm.model.RL_8.1427	XP_013606114.1
OG0007581	evm.model.RL_8.1408	XP_013606570.1, XP_013620483.1
OG0007582	evm.model.RL_8.1401.1.687c855b	XP_013620770.1, XP_013613185.1
OG0007583	evm.model.RL_8.1398	XP_013610837.1
OG0007584	evm.model.RL_8.1431.1.687c855b	XP_013627783.1, XP_013611292.1
OG0007585	evm.model.RL_8.1436	XP_013623006.1, XP_013608644.1
OG0007586	evm.model.RL_8.1503	XP_013621672.1, XP_013609785.1
OG0007587	evm.model.RL_8.1485	XP_013619317.1, XP_013606976.1
OG0007588	evm.model.RL_8.1530	XP_013616374.1, XP_013606478.1
OG0007589	evm.model.RL_8.1545	XP_013626445.1, XP_013607323.1
OG0007590	evm.model.RL_8.1584	XP_013606913.1, XP_013626155.1
OG0007591	evm.model.RL_8.1643	XP_013619759.1, XP_013612557.1
OG0007592	evm.model.RL_8.1672	XP_013612637.1
OG0007593	evm.model.RL_8.1687	XP_013608218.1
OG0007594	evm.model.RL_8.1697	XP_013613988.1, XP_013607121.1
OG0007595	evm.model.RL_5.1021	XP_013603999.1, XP_013587317.1
OG0007596	evm.model.RL_8.1763	XP_013611576.1, XP_013620668.1
OG0007597	evm.model.RL_8.1777	XP_013619390.1, XP_013606727.1
OG0007598	evm.model.RL_8.1779	XP_013622022.1, XP_013606172.1
OG0007599	evm.model.RL_8.1784	XP_013606016.1, XP_013613292.1
OG0007600	evm.model.RL_8.1815	XP_013608757.1, XP_013616424.1
OG0007601	evm.model.RL_8.1820	XP_013610756.1, XP_013620009.1
OG0007602	evm.model.RL_8.1841	XP_013612908.1, XP_013621617.1
OG0007603	evm.model.RL_8.1855	XP_013619357.1, XP_013612749.1
OG0007604	evm.model.RL_8.1891	XP_013615914.1, XP_013611392.1
OG0007605	evm.model.RL_4.1040	XP_013617887.1, XP_013612538.1
OG0007606	evm.model.RL_4.2285	XP_013611612.1, XP_013620238.1
OG0007607	evm.model.RL_4.2310	XP_013610217.1, XP_013626913.1
OG0007608	evm.model.RL_4.2316	XP_013609964.1
OG0007609	evm.model.RL_4.2320	XP_013605985.1, XP_013630224.1
OG0007610	evm.model.RL_4.2330	XP_013626103.1, XP_013606014.1
OG0007611	evm.model.RL_4.2346	XP_013620558.1, XP_013607375.1
OG0007612	evm.model.RL_4.2358	XP_013619105.1
OG0007613	evm.model.RL_4.2374	XP_013611488.1, XP_013629064.1
OG0007614	evm.model.RL_4.2381	XP_013625182.1
OG0007615	evm.model.RL_4.2394	XP_013626618.1, XP_013610127.1
OG0007616	evm.model.RL_4.2407	XP_013622633.1, XP_013616334.1
OG0007617	evm.model.RL_4.2442	XP_013623326.1, XP_013606803.1
OG0007618	evm.model.RL_4.2444	XP_013609172.1
OG0007619	evm.model.RL_4.2464	XP_013612355.1
OG0007620	evm.model.RL_4.2484	XP_013609123.1
OG0007621	evm.model.RL_4.2521.1.687c86da	XP_013611910.1
OG0007622	evm.model.RL_4.2660	XP_013610218.1, XP_013618942.1
OG0007623	evm.model.RL_4.2677	XP_013629315.1, XP_013611208.1
OG0007624	evm.model.RL_4.2687	XP_013626621.1, XP_013611481.1
OG0007625	evm.model.RL_4.2694	XP_013629567.1, XP_013609859.1
OG0007626	evm.model.RL_4.2732	XP_013625634.1, XP_013612992.1
OG0007627	evm.model.RL_4.2736	XP_013622922.1, XP_013606136.1
OG0007628	evm.model.RL_4.2762.2.687c86db	XP_013626176.1, XP_013621049.1
OG0007629	evm.model.RL_4.2819	XP_013606944.1, XP_013622218.1
OG0007630	evm.model.RL_4.2824	XP_013622352.1, XP_013612966.1
OG0007631	evm.model.RL_2.1294	XP_013587551.1
OG0007632	evm.model.RL_2.1334	XP_013597532.1, XP_013604423.1
OG0007633	evm.model.RL_2.1352	XP_013603814.1, XP_013605318.1
OG0007634	evm.model.RL_2.1357.6.687c86e2	XP_013618779.1, XP_013592946.1
OG0007635	evm.model.RL_2.1362	XP_013600314.1, XP_013593515.1
OG0007637	evm.model.RL_8.497	XP_013611539.1
OG0007638	evm.model.RL_2.1446	XP_013597106.1, XP_013593572.1
OG0007639	evm.model.RL_2.1454	XP_013597274.1
OG0007640	evm.model.RL_2.1476	XP_013622155.1, XP_013604963.1
OG0007641	evm.model.RL_2.1496	XP_013598561.1, XP_013591310.1
OG0007642	evm.model.RL_2.1546	XP_013597945.1, XP_013614142.1
OG0007644	evm.model.RL_8.2290	XP_013627926.1, XP_013619774.1, XP_013610581.1
OG0007645	evm.model.RL_2.1587	XP_013626828.1, XP_013602421.1
OG0007646	evm.model.RL_2.1605	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0007647	evm.model.RL_8.417	XP_013609722.1, XP_013612620.1
OG0007648	evm.model.RL_2.1646	XP_013599308.1, XP_013607763.1
OG0007649	evm.model.RL_2.1673	XP_013597903.1, XP_013604010.1
OG0007650	evm.model.RL_2.1716	XP_013627061.1, XP_013589140.1
OG0007651	evm.model.RL_2.1721	XP_013622665.1, XP_013601201.1
OG0007652	evm.model.RL_2.1729	XP_013589555.1, XP_013596680.1
OG0007653	evm.model.RL_2.1736	XP_013593374.1, XP_013632237.1
OG0007654	evm.model.RL_2.1758	XP_013630480.1, XP_013598454.1
OG0007655	evm.model.RL_2.1765	XP_013587279.1
OG0007656	evm.model.RL_2.1776	XP_013593596.1
OG0007657	evm.model.RL_2.1795	XP_013593540.1, XP_013634329.1
OG0007659	evm.model.RL_2.1814	XP_013593792.1
OG0007661	evm.model.RL_2.1886	XP_013616539.1, XP_013598127.1
OG0007662	evm.model.RL_2.1908	XP_013593765.1, XP_013599246.1
OG0007663	evm.model.RL_5.2642	XP_013591866.1, XP_013604806.1
OG0007664	evm.model.RL_5.2638	XP_013592909.1
OG0007665	evm.model.RL_5.2626	XP_013637736.1
OG0007666	evm.model.RL_5.2571	XP_013591479.1, XP_013605579.1
OG0007667	evm.model.RL_5.2530, evm.model.RL_5.2528	XP_013584025.1, XP_013589803.1
OG0007668	evm.model.RL_5.2435	XP_013600012.1, XP_013637463.1
OG0007669	evm.model.RL_5.2323	XP_013588682.1, XP_013599924.1
OG0007670	evm.model.RL_5.2245	XP_013638405.1, XP_013599779.1
OG0007671	evm.model.RL_5.2267	XP_013599787.1, XP_013586446.1
OG0007672	evm.model.RL_5.2239	XP_013638746.1, XP_013599578.1
OG0007673	evm.model.RL_1.710	XP_013638654.1, XP_013625906.1
OG0007674	evm.model.RL_5.3086	XP_013598795.1, XP_013613550.1
OG0007675	evm.model.RL_5.3066	XP_013585180.1, XP_013597236.1
OG0007676	evm.model.RL_6.395	XP_013614888.1
OG0007677	evm.model.RL_5.3053	XP_013585498.1, XP_013628720.1
OG0007679	evm.model.RL_5.3005	XP_013622254.1, XP_013594058.1
OG0007680	evm.model.RL_5.2943	XP_013624748.1, XP_013625102.1, XP_013585689.1
OG0007681	evm.model.RL_5.2898	XP_013628872.1, XP_013638361.1
OG0007682	evm.model.RL_5.2865	XP_013586976.1, XP_013598649.1
OG0007683	evm.model.RL_5.2863	XP_013596848.1
OG0007684	evm.model.RL_5.2857	XP_013594239.1, XP_013638161.1
OG0007685	evm.model.RL_2.3075	XP_013593000.1
OG0007686	evm.model.RL_5.1994	XP_013610375.1, XP_013626966.1
OG0007687	evm.model.RL_2.3105	XP_013617141.1, XP_013627895.1
OG0007688	evm.model.RL_2.3121	XP_013598033.1, XP_013638504.1
OG0007689	evm.model.RL_2.3125	XP_013598032.1
OG0007690	evm.model.RL_2.3154	XP_013596368.1, XP_013589684.1
OG0007691	evm.model.RL_2.3171	XP_013595760.1, XP_013625068.1
OG0007693	evm.model.RL_2.3191	XP_013584296.1, XP_013629099.1
OG0007694	evm.model.RL_2.3218	XP_013604448.1, XP_013626760.1
OG0007695	evm.model.RL_6.238	XP_013604942.1, XP_013637595.1
OG0007696	evm.model.RL_2.3231	XP_013595493.1, XP_013617634.1
OG0007697	evm.model.RL_2.3269	XP_013595574.1, XP_013636936.1, XP_013610244.1
OG0007698	evm.model.RL_2.3279.2.687c86e8	XP_013594030.1, XP_013630832.1
OG0007699	evm.model.RL_2.3284	XP_013638165.1, XP_013596376.1
OG0007700	evm.model.RL_2.3285	XP_013594025.1, XP_013621763.1
OG0007701	evm.model.RL_2.3298	XP_013601469.1
OG0007702	evm.model.RL_2.3317	XP_013629701.1
OG0007703	evm.model.RL_2.3325	XP_013622374.1, XP_013584527.1
OG0007704	evm.model.RL_2.3350	XP_013636630.1, XP_013595791.1
OG0007705	evm.model.RL_2.3369	XP_013626060.1, XP_013585873.1
OG0007706	evm.model.RL_2.3386.1.687c86e9	XP_013600822.1, XP_013598775.1
OG0007707	evm.model.RL_2.3474	XP_013598230.1, XP_013630829.1
OG0007708	evm.model.RL_2.629	XP_013615293.1, XP_013615058.1
OG0007709	evm.model.RL_2.483	XP_013635066.1, XP_013634999.1
OG0007710	evm.model.RL_2.333	XP_013631532.1, XP_013635197.1
OG0007711	evm.model.RL_8.2522	XP_013631102.1, XP_013634117.1
OG0007712	evm.model.RL_6.1592	XP_013636009.1, XP_013628306.1
OG0007713	evm.model.RL_6.1600	XP_013629583.1, XP_013636267.1
OG0007714	evm.model.RL_5.878	XP_013602662.1, XP_013585984.1
OG0007715	evm.model.RL_5.2816	XP_013585997.1
OG0007716	evm.model.RL_3.490, evm.model.RL_4.1841	XP_013613051.1, XP_013623157.1
OG0007717	evm.model.RL_6.1612	XP_013622094.1, XP_013631257.1
OG0007718	evm.model.RL_6.1608	XP_013635808.1, XP_013635638.1, XP_013635694.1
OG0007719	evm.model.RL_8.822	XP_013630814.1, XP_013606417.1
OG0007720	evm.model.RL_8.863	XP_013630791.1, XP_013607378.1
OG0007721	evm.model.RL_8.915	XP_013623231.1
OG0007722	evm.model.RL_1.2809, evm.model.RL_1.2810, evm.model.RL_5.2926	XP_013593759.1, XP_013611938.1
OG0007723	evm.model.RL_6.1507	XP_013636944.1, XP_013632269.1
OG0007724	evm.model.RL_6.1793, evm.model.RL_6.1494	XP_013634256.1
OG0007725	evm.model.RL_6.1483	XP_013631127.1, XP_013631443.1
OG0007726	evm.model.RL_6.1477	XP_013623115.1, XP_013637217.1
OG0007727	evm.model.RL_6.1476	XP_013622353.1, XP_013637097.1
OG0007728	evm.model.RL_6.1441	XP_013634192.1, XP_013633643.1
OG0007729	evm.model.RL_6.1435	XP_013637511.1, XP_013630857.1
OG0007730	evm.model.RL_4.620	XP_013612880.1, XP_013637191.1
OG0007731	evm.model.RL_8.748	XP_013627811.1, XP_013612508.1
OG0007732	evm.model.RL_8.680	XP_013627576.1, XP_013624552.1, XP_013615690.1
OG0007733	evm.model.RL_8.659	XP_013630142.1, XP_013611963.1
OG0007734	evm.model.RL_8.611	XP_013611767.1, XP_013622445.1
OG0007735	evm.model.RL_8.545	XP_013627667.1, XP_013610340.1, XP_013627455.1
OG0007736	evm.model.RL_8.519	XP_013606472.1
OG0007737	evm.model.RL_8.480	XP_013609954.1, XP_013623496.1
OG0007738	evm.model.RL_8.439	XP_013611284.1, XP_013630419.1
OG0007739	evm.model.RL_4.1653	XP_013611343.1, XP_013625180.1
OG0007740	evm.model.RL_8.428	XP_013625665.1, XP_013609532.1
OG0007741	evm.model.RL_4.391	XP_013593085.1
OG0007742	evm.model.RL_4.339.3.687c86ce	XP_013598348.1
OG0007743	evm.model.RL_4.297.1.687c86ce	XP_013595404.1, XP_013609049.1
OG0007744	evm.model.RL_4.277	XP_013596088.1, XP_013616627.1
OG0007745	evm.model.RL_3.759	XP_013620302.1
OG0007746	evm.model.RL_4.231	XP_013598835.1, XP_013616590.1
OG0007747	evm.model.RL_4.220	XP_013609433.1, XP_013595997.1
OG0007748	evm.model.RL_4.202	XP_013620181.1, XP_013596035.1
OG0007749	evm.model.RL_4.197	XP_013593052.1, XP_013616677.1
OG0007750	evm.model.RL_4.173	XP_013606148.1, XP_013618968.1
OG0007751	evm.model.RL_4.3081	XP_013609546.1, XP_013619591.1
OG0007752	evm.model.RL_4.168	XP_013617687.1, XP_013596941.1
OG0007753	evm.model.RL_4.157, evm.model.RL_4.159	XP_013596672.1, XP_013610538.1
OG0007754	evm.model.RL_4.106	XP_013607209.1, XP_013615089.1
OG0007755	evm.model.RL_2.1137	XP_013618563.1
OG0007756	evm.model.RL_2.618	XP_013602391.1, XP_013588050.1, XP_013633866.1
OG0007757	evm.model.RL_2.605	XP_013602420.1, XP_013636175.1
OG0007758	evm.model.RL_2.955	XP_013630100.1, XP_013603872.1
OG0007759	evm.model.RL_1.2397	XP_013623041.1, XP_013595620.1
OG0007760	evm.model.RL_1.2364	XP_013625252.1, XP_013593725.1
OG0007761	evm.model.RL_2.840	XP_013613641.1, XP_013637116.1
OG0007762	evm.model.RL_2.891	XP_013631998.1, XP_013600377.1
OG0007763	evm.model.RL_2.953	XP_013636278.1
OG0007765	evm.model.RL_2.98	XP_013587989.1, XP_013632036.1
OG0007766	evm.model.RL_2.172	XP_013633712.1, XP_013590438.1
OG0007767	evm.model.RL_2.194	XP_013633725.1, XP_013590026.1
OG0007769	evm.model.RL_6.2935	XP_013625213.1, XP_013631258.1
OG0007770	evm.model.RL_6.2923	XP_013634680.1, XP_013629016.1
OG0007771	evm.model.RL_6.2918	XP_013633677.1, XP_013634703.1
OG0007772	evm.model.RL_6.2888	XP_013631928.1, XP_013622604.1
OG0007773	evm.model.RL_6.2880	XP_013634028.1, XP_013636457.1
OG0007774	evm.model.RL_6.2872	XP_013614364.1
OG0007775	evm.model.RL_6.2871	XP_013634795.1, XP_013614370.1
OG0007776	evm.model.RL_6.2800	XP_013633891.1, XP_013633549.1
OG0007777	evm.model.RL_6.2793	XP_013629009.1, XP_013637091.1
OG0007778	evm.model.RL_6.2764	XP_013625395.1, XP_013614730.1
OG0007779	evm.model.RL_6.2753	XP_013635676.1, XP_013631633.1, XP_013633475.1
OG0007780	evm.model.RL_6.2751	XP_013636886.1, XP_013635674.1
OG0007781	evm.model.RL_6.2750	XP_013634190.1, XP_013635672.1
OG0007782	evm.model.RL_6.2747	XP_013626085.1, XP_013635527.1
OG0007783	evm.model.RL_6.2746	XP_013626080.1, XP_013635524.1, XP_013593850.1
OG0007784	evm.model.RL_6.2737	XP_013637162.1, XP_013636705.1
OG0007785	evm.model.RL_6.2704	XP_013625964.1, XP_013631243.1
OG0007786	evm.model.RL_6.2675	XP_013634282.1, XP_013634042.1
OG0007787	evm.model.RL_6.2618	XP_013636620.1, XP_013634474.1
OG0007788	evm.model.RL_6.2568	XP_013636827.1, XP_013622879.1
OG0007789	evm.model.RL_6.2537	XP_013637158.1, XP_013623315.1
OG0007790	evm.model.RL_6.2529	XP_013622017.1, XP_013634633.1
OG0007791	evm.model.RL_6.2514	XP_013636709.1
OG0007792	evm.model.RL_6.2415	XP_013637201.1, XP_013629606.1, XP_013615291.1
OG0007793	evm.model.RL_6.2383	XP_013634230.1, XP_013635915.1
OG0007794	evm.model.RL_6.2321	XP_013626059.1
OG0007795	evm.model.RL_6.2341	XP_013637567.1, XP_013637069.1
OG0007796	evm.model.RL_4.3397, evm.model.RL_1.794.1.687c87eb	XP_013628626.1
OG0007797	evm.model.RL_4.3376	XP_013619339.1, XP_013625870.1
OG0007798	evm.model.RL_4.3356	XP_013611876.1, XP_013589105.1
OG0007799	evm.model.RL_4.3340	XP_013630275.1, XP_013616435.1
OG0007800	evm.model.RL_4.3334	XP_013627180.1, XP_013612227.1
OG0007801	evm.model.RL_4.3302	XP_013610614.1, XP_013627738.1
OG0007802	evm.model.RL_4.3290	XP_013610799.1, XP_013630168.1
OG0007803	evm.model.RL_4.3285	XP_013622935.1, XP_013612080.1
OG0007804	evm.model.RL_4.3284	XP_013618783.1, XP_013625743.1
OG0007805	evm.model.RL_4.3264	XP_013612618.1, XP_013621183.1
OG0007806	evm.model.RL_4.3143	XP_013614451.1
OG0007807	evm.model.RL_4.3233.1.687c86dd	XP_013607172.1, XP_013616638.1
OG0007808	evm.model.RL_4.3147	XP_013609779.1, XP_013626452.1
OG0007809	evm.model.RL_4.3133	XP_013620671.1, XP_013610482.1
OG0007810	evm.model.RL_4.3118	XP_013620673.1, XP_013619859.1, XP_013609980.1
OG0007811	evm.model.RL_4.3112	XP_013613023.1, XP_013619563.1
OG0007812	evm.model.RL_4.3106	XP_013623527.1
OG0007813	evm.model.RL_4.3101	XP_013623664.1, XP_013609374.1
OG0007814	evm.model.RL_4.1712	XP_013620497.1, XP_013611249.1
OG0007815	evm.model.RL_4.1678	XP_013616882.1, XP_013611108.1, XP_013630524.1
OG0007817	evm.model.RL_4.1592	XP_013620435.1, XP_013611559.1
OG0007818	evm.model.RL_4.1579	XP_013626352.1, XP_013607120.1
OG0007819	evm.model.RL_4.793, evm.model.RL_4.1557	XP_013630211.1, XP_013607050.1
OG0007820	evm.model.RL_4.1553	XP_013611691.1, XP_013628205.1
OG0007821	evm.model.RL_2.822	XP_013612233.1
OG0007822	evm.model.RL_4.1542	XP_013618326.1, XP_013609379.1
OG0007823	evm.model.RL_4.1524	XP_013621766.1, XP_013606341.1
OG0007824	evm.model.RL_4.1469	XP_013629117.1, XP_013611725.1
OG0007825	evm.model.RL_4.1449	XP_013623562.1, XP_013608990.1
OG0007826	evm.model.RL_8.2147	XP_013620912.1, XP_013628868.1
OG0007827	evm.model.RL_8.2139	XP_013620878.1, XP_013611526.1
OG0007828	evm.model.RL_8.2121	XP_013630121.1, XP_013610120.1
OG0007829	evm.model.RL_8.2098	XP_013610949.1, XP_013625777.1
OG0007830	evm.model.RL_8.2074	XP_013609717.1, XP_013619377.1
OG0007831	evm.model.RL_8.2047.2.687c855f	XP_013621716.1, XP_013621527.1
OG0007833	evm.model.RL_8.1980	XP_013626275.1, XP_013612845.1
OG0007834	evm.model.RL_8.1965	XP_013626308.1, XP_013619362.1
OG0007836	evm.model.RL_8.2392	XP_013620013.1
OG0007837	evm.model.RL_8.2393	XP_013629039.1, XP_013613230.1
OG0007838	evm.model.RL_8.2415	XP_013623350.1, XP_013612957.1
OG0007839	evm.model.RL_8.1771	XP_013620938.1
OG0007840	evm.model.RL_8.2477	XP_013622706.1
OG0007841	evm.model.RL_8.2482	XP_013629955.1, XP_013618318.1
OG0007842	evm.model.RL_8.2537	XP_013624415.1
OG0007843	evm.model.RL_8.2551	XP_013625215.1, XP_013610909.1
OG0007844	evm.model.RL_8.2565	XP_013606197.1, XP_013625238.1
OG0007845	evm.model.RL_8.2567	XP_013630827.1, XP_013620002.1
OG0007846	evm.model.RL_8.2607	XP_013613638.1, XP_013622530.1
OG0007847	evm.model.RL_8.2612	XP_013628737.1, XP_013613636.1
OG0007848	evm.model.RL_8.2617.4.687c8562	XP_013613635.1
OG0007849	evm.model.RL_8.2657	XP_013613182.1, XP_013622030.1
OG0007850	evm.model.RL_8.2658	XP_013623447.1, XP_013618642.1
OG0007851	evm.model.RL_8.2669	XP_013629013.1, XP_013611140.1
OG0007852	evm.model.RL_8.2692	XP_013623261.1, XP_013612578.1
