Orthogroup	Cardamine_amara	Arabidopsis_thaliana
OG0006132	evm.model.RL_2.1779	AT4G22755.1
OG0006133	evm.model.RL_2.1790	AT4G22830.2
OG0006134	evm.model.RL_2.1858	AT4G23440.1
OG0006135	evm.model.RL_2.1879	AT4G23650.1
OG0006136	evm.model.RL_2.1894	AT4G23810.1
OG0006137	evm.model.RL_2.1918	AT4G24050.1
OG0006138	evm.model.RL_8.703	AT4G10790.1
OG0006139	evm.model.RL_5.2570	AT1G34010.2
OG0006140	evm.model.RL_5.2315	AT1G44835.2
OG0006141	evm.model.RL_5.2361	AT1G43890.1
OG0006142	evm.model.RL_2.1930	AT4G24160.1
OG0006143	evm.model.RL_6.2520	AT2G43950.1
OG0006144	evm.model.RL_5.3110	AT1G27850.1
OG0006145	evm.model.RL_5.3092	AT1G28050.1
OG0006146	evm.model.RL_5.2283	AT1G45976.1
OG0006147	evm.model.RL_5.3058	AT1G28380.1
OG0006148	evm.model.RL_5.3056.8.687c88bf	AT1G28395.1
OG0006150	evm.model.RL_5.2996	AT1G29290.1
OG0006151	evm.model.RL_5.2993	AT1G29320.2
OG0006153	evm.model.RL_5.2935	AT1G30050.1
OG0006154	evm.model.RL_5.2944	AT1G30190.1
OG0006155	evm.model.RL_6.1556	AT1G30380.1
OG0006156	evm.model.RL_5.2892	AT1G30440.1
OG0006157	evm.model.RL_2.3099	AT4G35750.1
OG0006158	evm.model.RL_2.3187	AT4G36720.1
OG0006159	evm.model.RL_2.3223	AT4G37050.1
OG0006160	evm.model.RL_3.1857	AT4G37400.1
OG0006161	evm.model.RL_2.3338	AT4G39990.1
OG0006162	evm.model.RL_2.3402	AT4G39300.1
OG0006163	evm.model.RL_2.3462	AT4G38630.1
OG0006164	evm.model.RL_2.477	AT5G37510.2
OG0006165	evm.model.RL_2.370	AT5G38530.1
OG0006166	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350	AT5G38720.2
OG0006167	evm.model.RL_1.454	AT3G05320.1
OG0006168	evm.model.RL_5.2808	AT1G31330.1
OG0006169	evm.model.RL_5.2788	AT1G31730.1
OG0006170	evm.model.RL_6.1706	AT2G36120.1
OG0006171	evm.model.RL_8.820	AT4G09670.1
OG0006172	evm.model.RL_8.917.1.687c8559	AT4G08460.1
OG0006173	evm.model.RL_6.1489	AT2G34000.1
OG0006174	evm.model.RL_6.1474	AT2G33810.1
OG0006175	evm.model.RL_4.690, evm.model.RL_4.688	AT5G42360.1, AT5G42350.1
OG0006176	evm.model.RL_8.792	AT4G09960.4
OG0006177	evm.model.RL_8.749	AT4G10340.1
OG0006179	evm.model.RL_8.621.1.687c8557	AT4G11560.1
OG0006180	evm.model.RL_8.601	AT4G11780.1
OG0006181	evm.model.RL_8.596	AT4G11830.2, AT4G11840.1, AT4G11850.1
OG0006182	evm.model.RL_8.560	AT4G12120.1
OG0006183	evm.model.RL_8.513	AT4G05530.1
OG0006184	evm.model.RL_8.479	AT4G04460.1
OG0006185	evm.model.RL_8.466	AT4G04640.1
OG0006186	evm.model.RL_8.423.1.687c8556	AT4G05090.1
OG0006187	evm.model.RL_4.332	AT5G45140.1
OG0006188	evm.model.RL_4.301	AT5G45320.1
OG0006189	evm.model.RL_4.199	AT5G46240.1
OG0006190	evm.model.RL_4.198	AT5G46250.1
OG0006191	evm.model.RL_4.174, evm.model.RL_4.177	AT5G46460.1
OG0006192	evm.model.RL_4.5	AT5G47780.1
OG0006193	evm.model.RL_1.2573.1.687c87f0	AT5G35360.3
OG0006194	evm.model.RL_5.481	AT1G06220.1, AT5G25230.1
OG0006195	evm.model.RL_2.794	AT4G13010.1
OG0006196	evm.model.RL_2.836	AT4G13350.1
OG0006197	evm.model.RL_2.876	AT4G13720.2
OG0006199	evm.model.RL_2.961	AT4G14410.1
OG0006200	evm.model.RL_2.1041	AT4G15130.1
OG0006201	evm.model.RL_2.1093	AT4G15650.1
OG0006202	evm.model.RL_2.128	AT5G41270.1
OG0006203	evm.model.RL_2.147	AT5G41480.1
OG0006204	evm.model.RL_6.2842	AT2G46940.1
OG0006205	evm.model.RL_6.2822	AT2G46810.1
OG0006206	evm.model.RL_6.2819	AT2G46780.1
OG0006207	evm.model.RL_6.2805	AT2G46600.1
OG0006208	evm.model.RL_6.2798	AT2G46535.1
OG0006209	evm.model.RL_7.201	AT3G61710.1
OG0006210	evm.model.RL_6.2762	AT2G46200.1
OG0006211	evm.model.RL_6.2676	AT2G45410.1
OG0006212	evm.model.RL_6.2665	AT2G45340.1
OG0006213	evm.model.RL_6.2640, evm.model.RL_6.2670	AT2G45060.1
OG0006214	evm.model.RL_6.2630	AT2G44950.1
OG0006216	evm.model.RL_6.2501	AT2G43770.1
OG0006217	evm.model.RL_6.2496	AT2G43710.1
OG0006218	evm.model.RL_5.2663, evm.model.RL_6.2460	AT2G43360.1
OG0006219	evm.model.RL_6.2384	AT2G42580.1
OG0006220	evm.model.RL_7.605	AT3G57560.1
OG0006221	evm.model.RL_7.638	AT3G57290.1
OG0006222	evm.model.RL_6.2281	AT2G41510.2
OG0006223	evm.model.RL_4.3378	AT5G01380.1
OG0006224	evm.model.RL_4.3304	AT5G02370.1
OG0006225	evm.model.RL_4.3259	AT5G02810.1
OG0006226	evm.model.RL_4.2249	AT5G13780.1
OG0006227	evm.model.RL_4.3173	AT5G03560.2
OG0006228	evm.model.RL_4.3125	AT5G04040.1
OG0006229	evm.model.RL_4.1670	AT5G19790.1
OG0006230	evm.model.RL_4.1598	AT5G20540.1
OG0006231	evm.model.RL_4.1588	AT5G20650.1
OG0006232	evm.model.RL_4.1527	AT5G21960.1
OG0006233	evm.model.RL_4.1516	AT5G22070.1
OG0006234	evm.model.RL_4.1512	AT5G22110.1
OG0006235	evm.model.RL_8.2125	AT5G60580.2
OG0006236	evm.model.RL_8.2094.2.687c855f	AT5G60170.2
OG0006237	evm.model.RL_7.1722	AT3G46560.1
OG0006238	evm.model.RL_8.1999.1.687c855e	AT5G59180.1
OG0006239	evm.model.RL_8.1968	AT5G58880.1
OG0006240	evm.model.RL_8.2390	AT5G63135.1
OG0006241	evm.model.RL_8.2419	AT5G63520.1
OG0006242	evm.model.RL_8.2422.2.687c8561	AT5G63550.2
OG0006243	evm.model.RL_8.2476	AT5G63970.1
OG0006244	evm.model.RL_1.2805	AT2G16190.1
OG0006246	evm.model.RL_8.2554	AT5G64700.1
OG0006247	evm.model.RL_8.2619	AT5G65310.1
OG0006248	evm.model.RL_8.2633	AT5G65470.1
OG0006249	evm.model.RL_8.2640	AT5G65530.1
OG0006250	evm.model.RL_8.2651, evm.model.RL_8.2654	AT5G65640.1
OG0006251	evm.model.RL_8.2799	AT5G66600.1
OG0006252	evm.model.RL_8.2819	AT5G66330.1
OG0006253	evm.model.RL_8.33	AT4G00220.1
OG0006254	evm.model.RL_8.104	AT4G01290.1
OG0006255	evm.model.RL_8.219	AT4G01500.1
OG0006256	evm.model.RL_8.175	AT4G01950.2
OG0006257	evm.model.RL_8.258	AT4G02370.1
OG0006258	evm.model.RL_8.280	AT4G02580.1
OG0006259	evm.model.RL_8.282	AT4G02600.1
OG0006260	evm.model.RL_8.284	AT4G02620.1
OG0006261	evm.model.RL_4.477	AT5G43960.1
OG0006262	evm.model.RL_6.1430	AT2G33435.1
OG0006263	evm.model.RL_6.1400	AT2G33160.1
OG0006264	evm.model.RL_6.1384	AT2G32960.1
OG0006265	evm.model.RL_6.1330	AT2G32400.1
OG0006266	evm.model.RL_6.1278	AT2G31865.2
OG0006267	evm.model.RL_6.1273	AT2G31750.2
OG0006268	evm.model.RL_6.1211	AT2G31160.1
OG0006269	evm.model.RL_6.1192	AT2G31035.1
OG0006270	evm.model.RL_6.1132	AT2G30395.1
OG0006271	evm.model.RL_6.1069	AT2G29670.1
OG0006272	evm.model.RL_6.1067	AT2G29660.1
OG0006274	evm.model.RL_6.1055	AT2G29530.3
OG0006275	evm.model.RL_6.946	AT2G28440.1
OG0006276	evm.model.RL_6.877	AT2G27775.2
OG0006277	evm.model.RL_2.2253	AT4G27420.1
OG0006278	evm.model.RL_1.76	AT3G01435.2
OG0006279	evm.model.RL_1.4	AT5G01990.1
OG0006280	evm.model.RL_1.769	AT3G08610.1
OG0006281	evm.model.RL_4.3423	AT5G01860.1
OG0006282	evm.model.RL_2.2169	AT4G26520.1, AT4G26530.1
OG0006283	evm.model.RL_1.104	AT3G01190.1
OG0006284	evm.model.RL_1.116	AT3G01070.1
OG0006285	evm.model.RL_4.2062	AT5G15770.1
OG0006286	evm.model.RL_1.258	AT3G03380.1
OG0006287	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62	AT3G03540.1
OG0006288	evm.model.RL_1.294	AT3G03720.1
OG0006289	evm.model.RL_1.305	AT3G03860.1
OG0006290	evm.model.RL_1.347	AT3G04300.1
OG0006291	evm.model.RL_1.460	AT3G05380.2
OG0006293	evm.model.RL_1.648	AT3G07070.1
OG0006294	evm.model.RL_1.669	AT3G07255.1
OG0006295	evm.model.RL_6.2169	AT2G40470.1
OG0006296	evm.model.RL_6.2168	AT2G40460.1
OG0006297	evm.model.RL_6.2085	AT2G39750.1
OG0006298	evm.model.RL_6.2068	AT2G39560.1
OG0006299	evm.model.RL_6.2026	AT2G39110.1
OG0006300	evm.model.RL_6.1985	AT2G38760.1
OG0006301	evm.model.RL_6.1679	AT2G35910.1
OG0006302	evm.model.RL_6.1725	AT2G36310.1
OG0006303	evm.model.RL_6.1746	AT2G36490.1
OG0006304	evm.model.RL_7.1021	AT3G53630.2
OG0006305	evm.model.RL_6.1830	AT2G37540.1
OG0006306	evm.model.RL_6.1877	AT2G37750.1
OG0006307	evm.model.RL_6.1946	AT2G38400.2
OG0006308	evm.model.RL_5.1436	AT1G15820.1
OG0006309	evm.model.RL_5.1463	AT1G16180.1
OG0006310	evm.model.RL_5.1501	AT1G16560.1
OG0006311	evm.model.RL_5.1502	AT1G16570.2
OG0006312	evm.model.RL_5.1523.1.687c88b5	AT1G16810.1
OG0006314	evm.model.RL_5.1554	AT1G17100.1
OG0006316	evm.model.RL_5.1653	AT1G18290.1
OG0006317	evm.model.RL_5.1640	AT1G18150.1
OG0006318	evm.model.RL_5.1749	AT1G19140.2
OG0006319	evm.model.RL_5.1856	AT1G20270.1
OG0006320	evm.model.RL_5.3693.1.687c88c4	AT1G20410.1
OG0006321	evm.model.RL_3.2043	AT1G76310.3
OG0006322	evm.model.RL_5.3667	AT1G20760.1
OG0006324	evm.model.RL_5.3597	AT1G21580.1
OG0006325	evm.model.RL_5.3485	AT1G22810.1
OG0006326	evm.model.RL_5.3302	AT1G26670.1
OG0006328	evm.model.RL_3.1136	AT1G67570.1
OG0006329	evm.model.RL_5.3163	AT1G24260.2
OG0006330	evm.model.RL_5.3133	AT1G27595.1
OG0006331	evm.model.RL_5.3134	AT1G27530.1
OG0006332	evm.model.RL_5.3140	AT1G27461.1
OG0006334	evm.model.RL_2.1938	AT4G24230.6
OG0006335	evm.model.RL_2.1977	AT4G24620.1
OG0006336	evm.model.RL_2.2001	AT4G24880.1
OG0006337	evm.model.RL_2.2040	AT4G25260.1
OG0006338	evm.model.RL_7.2164	AT3G28740.1
OG0006339	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559	AT2G22400.1
OG0006340	evm.model.RL_6.41	AT2G21340.1
OG0006341	evm.model.RL_5.1365.1.687c88b4	AT1G15140.1
OG0006342	evm.model.RL_5.1335	AT1G14830.1
OG0006343	evm.model.RL_5.1333	AT1G14810.1
OG0006344	evm.model.RL_5.1285	AT1G14420.1
OG0006346	evm.model.RL_5.1120	AT1G12580.1
OG0006347	evm.model.RL_8.744, evm.model.RL_8.743, evm.model.RL_5.1111	AT1G12470.1
OG0006348	evm.model.RL_4.776	AT5G48210.1
OG0006350	evm.model.RL_1.2919, evm.model.RL_5.657	AT1G08080.1
OG0006351	evm.model.RL_5.848	AT1G09870.1
OG0006352	evm.model.RL_5.875	AT1G10140.1
OG0006353	evm.model.RL_5.751	AT1G08910.1
OG0006354	evm.model.RL_5.695	AT1G08370.1
OG0006355	evm.model.RL_3.354, evm.model.RL_5.635	AT1G07840.1
OG0006356	evm.model.RL_5.572	AT1G07210.1
OG0006358	evm.model.RL_5.537	AT1G06850.1
OG0006359	evm.model.RL_7.1258	AT3G51270.1
OG0006360	evm.model.RL_5.485	AT1G06260.1
OG0006361	evm.model.RL_5.472	AT1G06160.1
OG0006362	evm.model.RL_5.367	AT1G05090.1, AT4G20720.1
OG0006363	evm.model.RL_5.260	AT1G04040.1
OG0006364	evm.model.RL_5.194.1.687c88aa	AT1G03330.1
OG0006365	evm.model.RL_5.197	AT1G03350.1
OG0006366	evm.model.RL_8.593, evm.model.RL_5.2620, evm.model.RL_5.111	AT1G02580.1
OG0006367	evm.model.RL_5.80	AT1G02280.1
OG0006368	evm.model.RL_4.2208, evm.model.RL_1.28	AT5G14170.1
OG0006369	evm.model.RL_4.2123, evm.model.RL_4.2122	AT5G15090.1
OG0006370	evm.model.RL_4.2101	AT5G15310.1
OG0006371	evm.model.RL_4.2113	AT5G15190.1
OG0006372	evm.model.RL_4.2009	AT5G16310.1
OG0006373	evm.model.RL_4.1958	AT5G16820.1
OG0006374	evm.model.RL_4.1887	AT5G17560.1
OG0006375	evm.model.RL_3.1145	AT1G67650.1, AT1G67680.1
OG0006376	evm.model.RL_4.1874	AT5G17690.3
OG0006377	evm.model.RL_4.1861	AT5G17820.2
OG0006378	evm.model.RL_4.1795	AT5G18580.1
OG0006379	evm.model.RL_4.791	AT5G48385.1
OG0006380	evm.model.RL_7.1167	AT3G52180.1
OG0006381	evm.model.RL_4.2876	AT5G06700.1
OG0006382	evm.model.RL_4.2929	AT5G06150.1
OG0006383	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc	AT5G06120.1
OG0006384	evm.model.RL_4.2944	AT5G05980.1
OG0006385	evm.model.RL_8.38	AT4G00231.1
OG0006386	evm.model.RL_4.1187	AT5G25510.1
OG0006387	evm.model.RL_4.1200	AT5G25350.1
OG0006388	evm.model.RL_7.904	AT3G54750.3
OG0006389	evm.model.RL_4.1276	AT5G24470.1
OG0006390	evm.model.RL_4.1306	AT5G24230.1
OG0006391	evm.model.RL_4.1336	AT5G23950.2
OG0006392	evm.model.RL_4.1344	AT5G23870.3
OG0006393	evm.model.RL_4.1349	AT5G23810.1
OG0006394	evm.model.RL_8.2175	AT5G61030.1
OG0006395	evm.model.RL_8.2239	AT5G61620.1
OG0006396	evm.model.RL_8.2269	AT5G61960.1
OG0006397	evm.model.RL_8.2285	AT5G62150.1
OG0006398	evm.model.RL_8.2296	AT5G62240.1
OG0006399	evm.model.RL_8.2306	AT5G62350.1
OG0006400	evm.model.RL_8.2330	AT5G62600.1
OG0006401	evm.model.RL_8.2349	AT5G62810.1
OG0006402	evm.model.RL_8.2350	AT5G62820.1
OG0006403	evm.model.RL_8.1952	AT5G58720.1
OG0006404	evm.model.RL_8.1914	AT5G58390.1
OG0006405	evm.model.RL_7.1273.2.687c84b8	AT3G51130.1
OG0006406	evm.model.RL_7.1279	AT3G51060.1
OG0006407	evm.model.RL_7.1284	AT3G51010.1
OG0006408	evm.model.RL_7.1415	AT3G49790.1
OG0006409	evm.model.RL_7.1513	AT3G48750.1
OG0006410	evm.model.RL_7.1586	AT3G47940.1
OG0006412	evm.model.RL_3.1225	AT1G68430.1
OG0006413	evm.model.RL_7.1845	AT3G45020.1
OG0006414	evm.model.RL_3.1155	AT1G67785.1
OG0006415	evm.model.RL_5.3180, evm.model.RL_5.3274	AT1G24460.1
OG0006416	evm.model.RL_3.1158	AT1G67810.1
OG0006417	evm.model.RL_3.1274	AT1G68850.1
OG0006418	evm.model.RL_3.1298	AT1G69160.1
OG0006419	evm.model.RL_3.1347	AT1G69588.1
OG0006420	evm.model.RL_3.1372.1.687c84bc	AT1G69780.1
OG0006421	evm.model.RL_3.1389	AT1G69930.1
OG0006422	evm.model.RL_5.1222, evm.model.RL_2.382, evm.model.RL_5.1332	AT1G14790.1
OG0006423	evm.model.RL_3.1553	AT1G71480.1
OG0006424	evm.model.RL_3.1587	AT1G71920.2, AT5G10330.1
OG0006425	evm.model.RL_3.1595	AT1G72010.1
OG0006426	evm.model.RL_4.2522	AT5G10610.1, AT5G10600.1
OG0006427	evm.model.RL_3.1613	AT1G72200.1
OG0006428	evm.model.RL_3.2213	AT1G78160.2
OG0006429	evm.model.RL_3.2176	AT1G77750.1
OG0006430	evm.model.RL_3.2172	AT1G77710.1
OG0006431	evm.model.RL_3.2121	AT1G77180.1
OG0006432	evm.model.RL_3.1973	AT1G75580.1
OG0006433	evm.model.RL_3.1949	AT1G75350.1
OG0006434	evm.model.RL_3.1896	AT1G74830.1
OG0006435	evm.model.RL_3.1781	AT1G73730.1
OG0006436	evm.model.RL_3.1725	AT1G73200.1
OG0006437	evm.model.RL_3.1646	AT1G72540.1
OG0006438	evm.model.RL_3.2307	AT1G79020.1
OG0006439	evm.model.RL_3.2321	AT1G79180.2
OG0006440	evm.model.RL_3.2340	AT1G79390.1
OG0006441	evm.model.RL_3.2413	AT1G80600.1
OG0006442	evm.model.RL_1.1184	AT3G12870.1
OG0006443	evm.model.RL_1.1333	AT3G14120.1
OG0006444	evm.model.RL_5.3791	AT1G53300.1
OG0006445	evm.model.RL_1.1470	AT3G15430.1
OG0006446	evm.model.RL_1.1484	AT3G15570.1
OG0006447	evm.model.RL_1.1509	AT3G15850.1
OG0006448	evm.model.RL_1.1541	AT3G16180.1
OG0006449	evm.model.RL_1.1635	AT3G17100.1
OG0006450	evm.model.RL_7.1471	AT3G49180.1
OG0006451	evm.model.RL_1.1664	AT3G17420.1
OG0006452	evm.model.RL_1.1669	AT3G17465.1
OG0006453	evm.model.RL_1.1672	AT3G17520.1
OG0006454	evm.model.RL_1.1679	AT3G17611.1
OG0006455	evm.model.RL_1.1693	AT3G17720.1, AT3G17760.1
OG0006457	evm.model.RL_1.1702	AT3G17860.1
OG0006458	evm.model.RL_1.1704	AT3G17900.1
OG0006459	evm.model.RL_1.1712	AT3G18010.1
OG0006460	evm.model.RL_2.1039	AT4G15093.1
OG0006461	evm.model.RL_1.1733	AT3G18215.1
OG0006462	evm.model.RL_1.1754	AT3G18430.1
OG0006463	evm.model.RL_5.2096, evm.model.RL_1.1792	AT3G18800.1
OG0006464	evm.model.RL_1.1795	AT3G18830.1
OG0006465	evm.model.RL_1.1859	AT3G19553.1
OG0006466	evm.model.RL_1.1922.1.687c87ee	AT3G20020.3
OG0006467	evm.model.RL_1.1952	AT3G20340.1
OG0006468	evm.model.RL_1.1995	AT3G20750.1
OG0006469	evm.model.RL_1.2004	AT3G20820.1
OG0006470	evm.model.RL_1.2016	AT3G20910.1
OG0006471	evm.model.RL_1.2080	AT3G21560.1
OG0006472	evm.model.RL_1.2136.1.687c87ef	AT3G22260.2
OG0006473	evm.model.RL_1.2144_evm.model.RL_1.2145.1.687c9a6b	AT3G22370.1
OG0006474	evm.model.RL_1.2176, evm.model.RL_1.2175	AT3G22800.1
OG0006475	evm.model.RL_1.2126, evm.model.RL_8.1362, evm.model.RL_1.2183, evm.model.RL_8.1366	AT3G22880.1
OG0006477	evm.model.RL_1.2222	AT3G23230.1
OG0006478	evm.model.RL_1.2252	AT3G23540.1
OG0006479	evm.model.RL_1.2320	AT3G23980.1
OG0006480	evm.model.RL_1.2471	AT2G04550.1
OG0006481	evm.model.RL_1.2759	AT2G15440.1
OG0006482	evm.model.RL_1.2904	AT2G17240.1
OG0006483	evm.model.RL_1.2941	AT2G17570.1
OG0006484	evm.model.RL_1.2967	AT2G17840.1
OG0006485	evm.model.RL_1.3046	AT2G18660.1
OG0006486	evm.model.RL_1.3023	AT2G18400.1
OG0006487	evm.model.RL_1.3012	AT2G18260.1
OG0006488	evm.model.RL_1.3127.3.687c87f1	AT2G19450.1
OG0006489	evm.model.RL_1.3131.1.687c87f1	AT3G32920.1
OG0006490	evm.model.RL_1.3224	AT2G20490.1
OG0006491	evm.model.RL_1.3243	AT2G20585.6
OG0006492	evm.model.RL_5.3956	AT1G55770.1
OG0006493	evm.model.RL_5.3953	AT1G55750.1
OG0006494	evm.model.RL_5.3919	AT1G55340.1
OG0006495	evm.model.RL_5.3884	AT1G54217.2
OG0006496	evm.model.RL_5.3874	AT1G54140.1
OG0006497	evm.model.RL_5.3872	AT1G54120.1
OG0006498	evm.model.RL_5.3798	AT1G53400.1
OG0006499	evm.model.RL_5.3793	AT1G53320.1
OG0006500	evm.model.RL_5.1872	AT1G52140.1
OG0006501	evm.model.RL_5.1882	AT1G51950.1
OG0006502	evm.model.RL_5.1938	AT1G51260.1
OG0006503	evm.model.RL_5.1927	AT1G51410.1
OG0006504	evm.model.RL_5.2005	AT1G50420.1
OG0006505	evm.model.RL_5.2047	AT1G49850.1
OG0006506	evm.model.RL_5.2061	AT1G49670.2
OG0006507	evm.model.RL_5.2210	AT1G48020.1
OG0006508	evm.model.RL_2.1160	AT4G16146.1
OG0006509	evm.model.RL_6.1552	AT2G34630.2
OG0006510	evm.model.RL_6.1550	AT2G34610.1
OG0006511	evm.model.RL_6.1544	AT2G34560.2
OG0006512	evm.model.RL_6.1543	AT2G34555.1
OG0006513	evm.model.RL_7.1176	AT3G52110.1
OG0006514	evm.model.RL_7.1172	AT3G52140.4
OG0006515	evm.model.RL_7.895	AT3G54826.1
OG0006516	evm.model.RL_7.819	AT3G55440.1
OG0006517	evm.model.RL_7.818	AT3G55450.2
OG0006518	evm.model.RL_7.772	AT3G55890.1
OG0006519	evm.model.RL_7.729	AT3G56360.1
OG0006520	evm.model.RL_7.712	AT3G56590.2
OG0006521	evm.model.RL_7.639	AT3G57280.1
OG0006522	evm.model.RL_7.489	AT3G58730.1
OG0006523	evm.model.RL_7.350	AT3G60140.1
OG0006524	evm.model.RL_7.298	AT3G60670.1
OG0006525	evm.model.RL_6.2711, evm.model.RL_7.264	AT3G61070.1
OG0006526	evm.model.RL_7.197	AT5G36000.1, AT3G61730.1
OG0006527	evm.model.RL_7.171	AT3G61970.1
OG0006528	evm.model.RL_7.67	AT3G62980.1
OG0006529	evm.model.RL_7.41	AT3G63210.1
OG0006530	evm.model.RL_7.40	AT3G63220.2
OG0006531	evm.model.RL_7.16	AT3G63460.1
OG0006532	evm.model.RL_7.1177	AT3G52105.2
OG0006533	evm.model.RL_7.1231	AT3G51560.1
OG0006536	evm.model.RL_1.1589	AT3G16600.1
OG0006538	evm.model.RL_3.2178	AT1G77765.4
OG0006539	evm.model.RL_2.2419	AT4G29030.1
OG0006540	evm.model.RL_5.615	AT1G07640.3
OG0006541	evm.model.RL_5.3639	AT1G21050.2
OG0006542	evm.model.RL_3.1211	AT1G68320.1
OG0006543	evm.model.RL_8.164	AT4G02040.1
OG0006544	evm.model.RL_1.2173	AT3G22760.1
OG0006545	evm.model.RL_1.1839	AT3G19350.1
OG0006546	evm.model.RL_1.2358	AT3G20400.1
OG0006549	evm.model.RL_2.1769	AT4G22680.1
OG0006551	evm.model.RL_7.846, evm.model.RL_7.844, evm.model.RL_7.848, evm.model.RL_7.812	AT5G39640.1
OG0006552	evm.model.RL_5.2387	AT1G43040.2
OG0006553	evm.model.RL_1.2462	AT2G04450.1
OG0006553	evm.model.RL_1.2461	AT2G04430.1
OG0006554	evm.model.RL_7.2665	AT2G01150.2
OG0006556	evm.model.RL_2.1408	AT4G18501.1
OG0006570	evm.model.RL_2.2369	AT4G28520.1
OG0006571	evm.model.RL_2.2378	AT4G28610.1
OG0006572	evm.model.RL_2.2387	AT4G28700.1
OG0006573	evm.model.RL_2.2393	AT4G28730.1
OG0006574	evm.model.RL_2.2441	AT4G29210.1
OG0006575	evm.model.RL_2.2443	AT4G29230.1
OG0006576	evm.model.RL_2.2485	AT4G29670.2
OG0006579	evm.model.RL_2.2560	AT4G30460.1
OG0006580	evm.model.RL_2.2622	AT4G31160.1
OG0006581	evm.model.RL_2.2639	AT4G31330.1
OG0006582	evm.model.RL_2.2656	AT4G31430.2
OG0006583	evm.model.RL_2.2710	AT4G31990.3
OG0006584	evm.model.RL_2.2729	AT4G32250.1
OG0006585	evm.model.RL_2.2771	AT4G32570.1
OG0006586	evm.model.RL_5.1711	AT1G18740.1
OG0006587	evm.model.RL_2.2782	AT4G32680.1
OG0006589	evm.model.RL_2.2889	AT4G33740.1
OG0006590	evm.model.RL_2.2905	AT4G33920.1
OG0006591	evm.model.RL_2.2921	AT4G34060.3
OG0006592	evm.model.RL_2.2994	AT4G34660.1
OG0006593	evm.model.RL_2.3007	AT4G34860.1
OG0006594	evm.model.RL_2.3021	AT4G34980.1
OG0006595	evm.model.RL_2.3022	AT4G34990.1
OG0006596	evm.model.RL_2.3034	AT4G35110.3
OG0006597	evm.model.RL_2.3048	AT4G35240.1
OG0006598	evm.model.RL_5.2830	AT1G31040.1
OG0006599	evm.model.RL_5.2714	AT1G32450.1
OG0006601	evm.model.RL_2.1246	AT4G16830.1
OG0006602	evm.model.RL_2.1245	AT4G16820.1
OG0006603	evm.model.RL_2.1221	AT4G16640.1
OG0006604	evm.model.RL_6.1665	AT2G35760.1
OG0006605	evm.model.RL_4.954	AT1G54770.1, AT5G30495.1
OG0006606	evm.model.RL_5.824	AT1G09660.1
OG0006607	evm.model.RL_3.539	AT1G59590.1
OG0006608	evm.model.RL_5.914	AT1G10510.1
OG0006609	evm.model.RL_3.427, evm.model.RL_3.428	AT1G61080.5
OG0006610	evm.model.RL_5.1002	AT1G11390.1
OG0006611	evm.model.RL_5.1009	AT1G11430.1
OG0006612	evm.model.RL_5.1043	AT1G11755.1
OG0006613	evm.model.RL_5.1361	AT1G15100.1
OG0006615	evm.model.RL_7.2686	AT2G01430.1
OG0006616	evm.model.RL_7.2716.3.687c84be	AT2G01720.1
OG0006617	evm.model.RL_7.2556	AT2G02990.1
OG0006618	evm.model.RL_5.1231	AT1G13870.1
OG0006619	evm.model.RL_5.1217	AT1G13740.1
OG0006620	evm.model.RL_7.2478	AT2G04030.1
OG0006621	evm.model.RL_7.2457	AT3G25640.2
OG0006622	evm.model.RL_7.2436	AT3G25860.1
OG0006623	evm.model.RL_7.2385	AT3G26360.1
OG0006624	evm.model.RL_7.2380	AT3G26410.1
OG0006625	evm.model.RL_7.2357	AT3G26710.1
OG0006626	evm.model.RL_7.2354	AT3G26740.1
OG0006628	evm.model.RL_7.2323	AT3G27025.1
OG0006629	evm.model.RL_7.2261	AT3G27530.1
OG0006630	evm.model.RL_7.2259	AT3G27550.2
OG0006631	evm.model.RL_7.2218	AT3G28040.1
OG0006632	evm.model.RL_7.2183	AT3G28580.1
OG0006633	evm.model.RL_7.267, evm.model.RL_7.2165	AT3G28730.1
OG0006634	evm.model.RL_7.2124	AT3G29060.1
OG0006635	evm.model.RL_8.1546	AT5G54590.2
OG0006636	evm.model.RL_3.853	AT1G65030.1
OG0006637	evm.model.RL_3.867	AT1G65020.1
OG0006638	evm.model.RL_3.871	AT1G64980.2
OG0006639	evm.model.RL_3.786	AT1G64760.1
OG0006639	evm.model.RL_1.3126	AT2G19440.1
OG0006640	evm.model.RL_8.2174	AT5G61020.1
OG0006641	evm.model.RL_3.595	AT1G58030.1
OG0006642	evm.model.RL_2.202	AT5G42090.1
OG0006643	evm.model.RL_2.185	AT5G41940.1
OG0006644	evm.model.RL_3.90	AT1G63970.1
OG0006645	evm.model.RL_3.168	AT1G63220.1
OG0006647	evm.model.RL_6.2189	AT2G40650.1
OG0006648	evm.model.RL_1.814	AT3G09050.1
OG0006649	evm.model.RL_1.820	AT3G09090.1
OG0006650	evm.model.RL_2.3071	AT4G35490.1
OG0006651	evm.model.RL_1.837	AT3G09290.1
