Orthogroup	Cardamine_amara	Euclidium_syriacum
OG0005907	evm.model.RL_3.1275	ESY2_g34397_DN2_SP0_c0.t1
OG0005908	evm.model.RL_3.1382, evm.model.RL_3.1385	ESY2_g35472_DN3_SP0_c0.t1
OG0005909	evm.model.RL_3.1558	ESY2_g35685_DN3_SP0_c0.t1
OG0005909	evm.model.RL_2.256	ESY8_g60623_DN3_SP0_c0.t1
OG0005911	evm.model.RL_3.2199	ESY2_g35053_DN3_SP1_c0.t1
OG0005912	evm.model.RL_3.2138	ESY2_g34628_DN3_SP7_c0.t1
OG0005915	evm.model.RL_3.1937	ESY2_g36001_DN3_SP0_c1.t1
OG0005916	evm.model.RL_3.1914	ESY2_g35970_DN3_SP0_c0.t1
OG0005917	evm.model.RL_3.1878	ESY2_g34990_DN3_SP0_c0.t1
OG0005918	evm.model.RL_5.1564	ESY5_g4351_DN3_SP3_c0.t1
OG0005919	evm.model.RL_3.2258	ESY2_g36124_DN3_SP8_c0.t1
OG0005920	evm.model.RL_3.2267	ESY2_g36137_DN3_SP1_c0.t1
OG0005921	evm.model.RL_3.2395	ESY2_g36625_DN3_SP8_c0.t1
OG0005922	evm.model.RL_3.2451	ESY2_g36546_DN3_SP0_c0.t1
OG0005924	evm.model.RL_1.1189	ESY3_g30130_DN3_SP0_c0.t1
OG0005925	evm.model.RL_1.1225	ESY3_g30174_DN3_SP8_c0.t1
OG0005926	evm.model.RL_1.1307	ESY3_g30297_DN3_SP2_c0.t1
OG0005928	evm.model.RL_1.1395	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1
OG0005929	evm.model.RL_5.3765	ESY2_g36968_DN3_SP8_c18.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36967_DN2_SP0_c34.t1
OG0005930	evm.model.RL_5.3724	ESY2_g37037_DN3_SP7_c0.t1
OG0005931	evm.model.RL_1.1678	ESY3_g29782_DN3_SP7_c0.t1
OG0005932	evm.model.RL_1.1751	ESY3_g29678_DN3_SP4_c0.t1
OG0005933	evm.model.RL_3.342	ESY8_g60168_DN3_SP0_c0.t1
OG0005934	evm.model.RL_1.1869	ESY3_g29387_DN3_SP8_c0.t1, ESY7_g19348_DN3_SP0_c0.t1, ESY5_g5075_DN3_SP0_c0.t1
OG0005935	evm.model.RL_1.1909	ESY3_g29324_DN3_SP1_c0.t1
OG0005936	evm.model.RL_1.1947	ESY3_g29251_DN3_SP8_c0.t1
OG0005937	evm.model.RL_1.2031	ESY2_g36341_DN2_SP0_c0.t1
OG0005939	evm.model.RL_1.2148	ESY3_g28760_DN3_SP0_c0.t1
OG0005940	evm.model.RL_1.2166	ESY3_g28810_DN3_SP0_c0.t1
OG0005941	evm.model.RL_1.2260	ESY3_g28344_DN3_SP0_c0.t1
OG0005942	evm.model.RL_1.2282	ESY3_g28259_DN3_SP0_c0.t1
OG0005943	evm.model.RL_1.2286	ESY3_g28201_DN3_SP0_c0.t1
OG0005944	evm.model.RL_1.2365	ESY3_g27883_DN3_SP8_c0.t1
OG0005945	evm.model.RL_1.2552	ESY7_g18039_DN1_SP0_c0.t1, ESY7_g18170_DN2_SP0_c0.t1, ESY7_g16433_DN2_SP0_c0.t1
OG0005947	evm.model.RL_1.2717	ESY11_g53514_DN3_SP8_c0.t1
OG0005948	evm.model.RL_1.2843	ESY4_g24639_DN3_SP0_c0.t1, ESY11_g53869_DN3_SP8_c0.t1
OG0005949	evm.model.RL_1.2986	ESY11_g54189_DN3_SP8_c0.t1
OG0005950	evm.model.RL_1.3016.2.687c87f0	ESY11_g54266_DN3_SP0_c0.t1
OG0005952	evm.model.RL_1.3139	ESY11_g54642_DN2_SP8_c0.t1
OG0005953	evm.model.RL_1.3180	ESY11_g54806_DN2_SP0_c0.t1, ESY11_g54805_DN1_SP0_c0.t1, ESY11_g54807_DN3_SP0_c0.t1
OG0005953	evm.model.RL_1.3179	ESY11_g54803_DN2_SP0_c0.t1
OG0005954	evm.model.RL_1.3201	ESY11_g54852_DN3_SP8_c0.t1
OG0005955	evm.model.RL_5.3971	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1
OG0005956	evm.model.RL_5.3944	ESY2_g36336_DN3_SP8_c0.t1
OG0005957	evm.model.RL_5.3808.1.687c88c5	ESY2_g36872_DN3_SP0_c0.t1
OG0005958	evm.model.RL_5.3757	ESY10_g14411_DN3_SP1_c0.t1, ESY2_g36978_DN3_SP6_c0.t1
OG0005960	evm.model.RL_5.2138	ESY2_g37930_DN2_SP0_c0.t1, ESY2_g37932_DN3_SP0_c0.t1
OG0005961	evm.model.RL_5.2131	ESY2_g37891_DN3_SP8_c0.t1
OG0005962	evm.model.RL_5.2205	ESY2_g38305_DN3_SP8_c0.t1
OG0005963	evm.model.RL_2.1115	ESY2_g38609_DN3_SP0_c0.t1
OG0005964	evm.model.RL_7.1147	ESY1_g10382_DN3_SP0_c0.t1
OG0005965	evm.model.RL_7.1205.2.687c84b8, evm.model.RL_7.1209	ESY1_g10251_DN3_SP7_c0.t1
OG0005966	evm.model.RL_7.905	ESY1_g10870_DN3_SP0_c0.t1, ESY1_g10871_DN3_SP0_c0.t1
OG0005967	evm.model.RL_7.761, evm.model.RL_6.2139	ESY1_g10614_DN1_SP0_c0.t1
OG0005968	evm.model.RL_7.745.1.687c84b6	ESY1_g10548_DN3_SP0_c0.t1
OG0005969	evm.model.RL_7.670	ESY1_g11773_DN3_SP2_c0.t1
OG0005970	evm.model.RL_7.662	ESY1_g11756_DN3_SP6_c0.t1
OG0005971	evm.model.RL_7.616	ESY1_g11651_DN3_SP0_c0.t1
OG0005972	evm.model.RL_7.614, evm.model.RL_7.615	ESY1_g11650_DN3_SP0_c0.t1, ESY1_g11649_DN3_SP0_c0.t1
OG0005973	evm.model.RL_7.449	ESY1_g11292_DN3_SP7_c7.t1
OG0005974	evm.model.RL_7.238	ESY1_g12271_DN3_SP0_c0.t1
OG0005975	evm.model.RL_7.200	ESY1_g12348_DN3_SP0_c0.t1
OG0005976	evm.model.RL_7.213	ESY1_g12330_DN3_SP0_c0.t1
OG0005977	evm.model.RL_7.21	ESY1_g12579_DN3_SP8_c0.t1
OG0005978	evm.model.RL_7.10.3.687c84b2	ESY1_g12591_DN3_SP8_c0.t1
OG0005979	evm.model.RL_5.1945, evm.model.RL_5.1946, evm.model.RL_5.1944	ESY2_g37302_DN3_SP0_c0.t1, ESY2_g37300_DN2_SP0_c0.t1
OG0005982	evm.model.RL_7.355	ESY1_g11975_DN3_SP0_c0.t1, ESY1_g11973_DN2_SP0_c0.t1
OG0005983	evm.model.RL_4.190	ESY10_g15096_DN3_SP1_c0.t1
OG0005987	evm.model.RL_2.2306	ESY4_g23862_DN1_SP0_c0.t1
OG0005988	evm.model.RL_2.2850	ESY4_g25906_DN3_SP8_c0.t1
OG0005991	evm.model.RL_2.1817	ESY23_g18_DN3_SP0_c0.t1
OG0005992	evm.model.RL_3.1213	ESY2_g34475_DN3_SP0_c0.t1
OG0005993	evm.model.RL_3.1831.1.687c84bd	ESY2_g34933_DN3_SP0_c0.t1, ESY2_g34931_DN3_SP0_c0.t1
OG0005995	evm.model.RL_1.3263	ESY11_g54968_DN2_SP0_c31.t1
OG0005995	evm.model.RL_1.3264	ESY11_g54969_DN3_SP0_c0.t1
OG0005996	evm.model.RL_1.1414	ESY3_g30508_DN3_SP0_c0.t1
OG0005997	evm.model.RL_1.1067	ESY3_g31281_DN3_SP0_c0.t1
OG0005998	evm.model.RL_4.2834	ESY7_g18498_DN3_SP0_c0.t1
OG0005999	evm.model.RL_6.954, evm.model.RL_6.953	ESY8_g58924_DN3_SP6_c0.t1
OG0006000	evm.model.RL_4.2131	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1
OG0006001	evm.model.RL_2.60	ESY8_g60241_DN3_SP0_c0.t1
OG0006002	evm.model.RL_8.875	ESY1_g11166_DN3_SP0_c0.t1
OG0006002	evm.model.RL_8.2577	ESY6_g50591_DN3_SP0_c0.t1
OG0006004	evm.model.RL_4.893, evm.model.RL_1.483, evm.model.RL_1.482	ESY3_g31683_DN3_SP0_c0.t1, ESY3_g31681_DN3_SP0_c0.t1, ESY3_g31685_DN2_SP0_c0.t1
OG0006007	evm.model.RL_2.1209, evm.model.RL_2.486	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1
OG0006009	evm.model.RL_8.1250	ESY6_g46334_DN2_SP3_c0.t1
OG0006016	evm.model.RL_2.2408	ESY4_g24209_DN3_SP3_c0.t1
OG0006017	evm.model.RL_1.3106	ESY11_g54514_DN3_SP0_c0.t1
OG0006018	evm.model.RL_2.2555	ESY4_g24616_DN2_SP0_c0.t1
OG0006019	evm.model.RL_6.268	ESY8_g59522_DN3_SP4_c0.t1
OG0006020	evm.model.RL_2.2583	ESY4_g24720_DN3_SP0_c0.t1
OG0006021	evm.model.RL_5.2319, evm.model.RL_5.683	ESY5_g3104_DN3_SP5_c0.t1
OG0006022	evm.model.RL_2.2618	ESY4_g24821_DN3_SP8_c0.t1
OG0006023	evm.model.RL_2.2630	ESY4_g24847_DN3_SP0_c0.t1, ESY12_g52050_DN3_SP0_c0.t1
OG0006024	evm.model.RL_6.361	ESY8_g59410_DN3_SP1_c0.t1
OG0006025	evm.model.RL_5.2912	ESY4_g23555_DN3_SP0_c0.t1
OG0006026	evm.model.RL_2.2868	ESY4_g25857_DN2_SP0_c0.t1
OG0006027	evm.model.RL_2.2877	ESY4_g25838_DN3_SP5_c0.t1
OG0006028	evm.model.RL_2.2878.2.687c86e7	ESY4_g25835_DN3_SP8_c0.t1
OG0006029	evm.model.RL_1.2721	ESY11_g53522_DN2_SP0_c0.t1
OG0006032	evm.model.RL_2.3006	ESY4_g25545_DN2_SP8_c0.t1
OG0006033	evm.model.RL_8.2129	ESY4_g25433_DN3_SP8_c10.t1
OG0006034	evm.model.RL_5.2806	ESY16_g61927_DN3_SP0_c0.t1
OG0006035	evm.model.RL_5.2736.1.687c88bd	ESY16_g61743_DN3_SP6_c0.t1
OG0006036	evm.model.RL_5.2704.3.687c88bc	ESY16_g61666_DN2_SP8_c0.t1
OG0006037	evm.model.RL_5.2686, evm.model.RL_1.1813	ESY16_g61636_DN3_SP0_c0.t1
OG0006038	evm.model.RL_2.1256	ESY16_g61615_DN3_SP5_c0.t1
OG0006039	evm.model.RL_2.1198	ESY16_g61477_DN3_SP8_c0.t1
OG0006040	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829	ESY2_g34246_DN3_SP1_c0.t1, ESY5_g3223_DN3_SP0_c0.t1
OG0006041	evm.model.RL_3.581	ESY2_g34118_DN3_SP2_c0.t1
OG0006042	evm.model.RL_8.868	ESY2_g34006_DN3_SP8_c0.t1
OG0006043	evm.model.RL_3.466	ESY2_g33989_DN3_SP0_c0.t1
OG0006044	evm.model.RL_5.942	ESY5_g3541_DN3_SP0_c0.t1
OG0006045	evm.model.RL_7.2662	ESY10_g14662_DN3_SP5_c0.t1
OG0006046	evm.model.RL_2.780, evm.model.RL_1.2403, evm.model.RL_1.2548	ESY11_g52423_DN3_SP8_c0.t1
OG0006047	evm.model.RL_7.2688	ESY10_g14622_DN3_SP8_c0.t1
OG0006049	evm.model.RL_7.2612	ESY10_g14470_DN3_SP0_c0.t1
OG0006050	evm.model.RL_3.1548	ESY2_g35672_DN3_SP0_c0.t1, ESY2_g36426_DN3_SP0_c0.t1
OG0006051	evm.model.RL_7.2577	ESY10_g14356_DN3_SP0_c0.t1
OG0006052	evm.model.RL_7.2525	ESY10_g14220_DN3_SP7_c0.t1
OG0006053	evm.model.RL_7.2491	ESY10_g14127_DN3_SP4_c0.t1
OG0006054	evm.model.RL_5.1156	ESY5_g2568_DN3_SP7_c0.t1
OG0006055	evm.model.RL_7.2427	ESY10_g14002_DN3_SP0_c0.t1
OG0006056	evm.model.RL_2.425, evm.model.RL_7.2368	ESY10_g13898_DN3_SP5_c0.t1
OG0006057	evm.model.RL_7.2319	ESY10_g13776_DN3_SP0_c0.t1
OG0006058	evm.model.RL_7.2292	ESY10_g13728_DN3_SP0_c0.t1
OG0006059	evm.model.RL_7.2279	ESY10_g13681_DN3_SP0_c0.t1
OG0006060	evm.model.RL_7.2274	ESY10_g13674_DN3_SP0_c0.t1
OG0006061	evm.model.RL_7.2220	ESY21_g55638_DN3_SP3_c0.t1
OG0006062	evm.model.RL_7.2217	ESY21_g55613_DN3_SP8_c0.t1
OG0006063	evm.model.RL_7.2204	ESY7_g17802_DN3_SP0_c0.t1, ESY7_g17804_DN3_SP0_c0.t1
OG0006063	evm.model.RL_7.2205	ESY7_g17801_DN3_SP0_c0.t1
OG0006064	evm.model.RL_7.2177.2.687c84bc	ESY21_g55311_DN3_SP8_c0.t1
OG0006065	evm.model.RL_2.257	ESY2_g34538_DN3_SP0_c0.t1
OG0006067	evm.model.RL_7.2053	ESY2_g35151_DN3_SP3_c0.t1
OG0006068	evm.model.RL_3.1044, evm.model.RL_3.1043, evm.model.RL_3.1045	ESY2_g35218_DN3_SP0_c0.t1
OG0006069	evm.model.RL_3.971	ESY2_g35289_DN3_SP8_c0.t1
OG0006070	evm.model.RL_3.945	ESY2_g35329_DN3_SP0_c0.t1
OG0006071	evm.model.RL_3.30	ESY2_g33276_DN3_SP7_c0.t1
OG0006072	evm.model.RL_2.196	ESY8_g59974_DN1_SP0_c0.t1
OG0006073	evm.model.RL_3.130.4.687c84b9	ESY2_g33444_DN3_SP0_c0.t1
OG0006074	evm.model.RL_3.154	ESY2_g33486_DN3_SP8_c0.t1
OG0006075	evm.model.RL_3.190	ESY2_g33585_DN3_SP8_c0.t1
OG0006076	evm.model.RL_6.2257	ESY12_g51092_DN3_SP0_c0.t1
OG0006077	evm.model.RL_6.2236	ESY12_g51049_DN3_SP8_c0.t1
OG0006078	evm.model.RL_1.843	ESY3_g30916_DN3_SP6_c0.t1
OG0006079	evm.model.RL_1.945	ESY3_g31078_DN3_SP8_c0.t1
OG0006080	evm.model.RL_1.1004	ESY3_g31179_DN3_SP8_c0.t1
OG0006081	evm.model.RL_4.2906	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1
OG0006082	evm.model.RL_1.1148	ESY3_g30074_DN3_SP6_c0.t1
OG0006085	evm.model.RL_8.1218	ESY6_g45905_DN3_SP0_c0.t1
OG0006086	evm.model.RL_8.1274	ESY6_g46499_DN3_SP0_c0.t1
OG0006087	evm.model.RL_2.2075	ESY13_g56617_DN3_SP0_c0.t1
OG0006088	evm.model.RL_8.1391	ESY6_g47180_DN3_SP0_c0.t1
OG0006089	evm.model.RL_2.2303	ESY4_g23846_DN3_SP0_c0.t1, ESY4_g23824_DN3_SP0_c0.t1
OG0006090	evm.model.RL_8.1452	ESY6_g47460_DN3_SP8_c0.t1
OG0006092	evm.model.RL_8.1463	ESY6_g47501_DN3_SP0_c0.t1
OG0006093	evm.model.RL_8.1520	ESY6_g47624_DN3_SP0_c0.t1, ESY7_g17452_DN3_SP0_c0.t1, ESY6_g47625_DN3_SP8_c0.t1
OG0006094	evm.model.RL_8.1540	ESY6_g47881_DN3_SP0_c0.t1
OG0006095	evm.model.RL_8.1551	ESY6_g47908_DN3_SP5_c0.t1
OG0006096	evm.model.RL_8.1560	ESY6_g47918_DN3_SP0_c0.t1
OG0006097	evm.model.RL_8.1599	ESY6_g47982_DN2_SP0_c0.t1
OG0006098	evm.model.RL_8.1655	ESY6_g48081_DN3_SP0_c0.t1
OG0006099	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2	ESY6_g48298_DN3_SP7_c0.t1
OG0006100	evm.model.RL_8.1828	ESY6_g48443_DN3_SP0_c0.t1
OG0006101	evm.model.RL_8.1837	ESY6_g48472_DN3_SP8_c0.t1
OG0006102	evm.model.RL_5.1397	ESY5_g2922_DN3_SP0_c0.t1
OG0006103	evm.model.RL_8.1873	ESY6_g48538_DN3_SP1_c0.t1
OG0006104	evm.model.RL_5.1225	ESY12_g52041_DN3_SP0_c0.t1, ESY11_g53644_DN3_SP0_c0.t1, ESY5_g2710_DN3_SP0_c0.t1
OG0006105	evm.model.RL_8.1876	ESY6_g48541_DN3_SP5_c0.t1
OG0006106	evm.model.RL_4.2341	ESY7_g18352_DN3_SP0_c0.t1
OG0006107	evm.model.RL_4.2348	ESY7_g18344_DN3_SP8_c0.t1
OG0006108	evm.model.RL_4.2440	ESY7_g18195_DN3_SP8_c0.t1
OG0006109	evm.model.RL_4.2547	ESY7_g18004_DN3_SP1_c0.t1
OG0006110	evm.model.RL_4.2565	ESY7_g17978_DN3_SP0_c0.t1
OG0006111	evm.model.RL_4.2630	ESY7_g17866_DN3_SP8_c15.t1
OG0006112	evm.model.RL_4.2674	ESY7_g17786_DN3_SP8_c0.t1
OG0006113	evm.model.RL_4.2710, evm.model.RL_4.2709	ESY7_g18679_DN3_SP7_c0.t1
OG0006114	evm.model.RL_4.2737	ESY7_g18644_DN3_SP0_c0.t1
OG0006115	evm.model.RL_4.2740	ESY7_g18640_DN3_SP0_c0.t1
OG0006116	evm.model.RL_4.2780	ESY7_g18583_DN3_SP1_c0.t1, ESY7_g17986_DN3_SP1_c0.t1
OG0006117	evm.model.RL_8.2271	ESY6_g49423_DN3_SP8_c0.t1
OG0006118	evm.model.RL_2.1285	ESY3_g32627_DN3_SP0_c0.t1
OG0006119	evm.model.RL_2.1308	ESY9_g42463_DN3_SP0_c0.t1
OG0006120	evm.model.RL_6.2542, evm.model.RL_2.1341	ESY9_g42520_DN3_SP0_c0.t1
OG0006121	evm.model.RL_2.1349	ESY9_g42529_DN3_SP0_c0.t1
OG0006122	evm.model.RL_2.1395	ESY9_g42651_DN3_SP0_c0.t1
OG0006124	evm.model.RL_2.1413	ESY9_g42709_DN3_SP2_c0.t1
OG0006125	evm.model.RL_2.1511	ESY9_g43005_DN3_SP8_c0.t1
OG0006126	evm.model.RL_6.754	ESY8_g59107_DN3_SP1_c0.t1
OG0006127	evm.model.RL_2.1574	ESY9_g43275_DN3_SP8_c0.t1
OG0006128	evm.model.RL_2.1622	ESY9_g43424_DN3_SP1_c0.t1
OG0006129	evm.model.RL_2.1641	ESY9_g43472_DN3_SP0_c0.t1
OG0006130	evm.model.RL_2.1666	ESY9_g43618_DN3_SP0_c0.t1
OG0006131	evm.model.RL_2.1703	ESY9_g43687_DN3_SP0_c0.t1
OG0006132	evm.model.RL_2.1779	ESY26_g42287_DN3_SP2_c0.t1
OG0006133	evm.model.RL_2.1790	ESY26_g42309_DN1_SP0_c0.t1, ESY26_g42308_DN3_SP1_c0.t1
OG0006134	evm.model.RL_2.1858	ESY23_g144_DN2_SP0_c0.t1
OG0006135	evm.model.RL_2.1879	ESY23_g167_DN3_SP7_c0.t1
OG0006136	evm.model.RL_2.1894	ESY23_g237_DN3_SP0_c0.t1
OG0006137	evm.model.RL_2.1918	ESY23_g369_DN3_SP8_c0.t1
OG0006138	evm.model.RL_8.815, evm.model.RL_8.816, evm.model.RL_8.703	ESY18_g63946_DN3_SP8_c0.t1
OG0006139	evm.model.RL_5.2570	ESY14_g20153_DN3_SP0_c0.t1
OG0006140	evm.model.RL_5.2315	ESY14_g21155_DN3_SP1_c0.t1
OG0006141	evm.model.RL_5.2361	ESY14_g20949_DN3_SP8_c0.t1
OG0006142	evm.model.RL_2.1930	ESY4_g22318_DN3_SP7_c0.t1
OG0006143	evm.model.RL_6.2520	ESY12_g52145_DN3_SP6_c0.t1
OG0006144	evm.model.RL_5.3110	ESY4_g22199_DN3_SP0_c0.t1
OG0006145	evm.model.RL_5.3092	ESY4_g22881_DN3_SP0_c0.t1
OG0006146	evm.model.RL_5.2283	ESY4_g22251_DN3_SP0_c0.t1
OG0006147	evm.model.RL_5.3058	ESY4_g22736_DN3_SP4_c0.t1
OG0006148	evm.model.RL_5.3056.8.687c88bf	ESY4_g22741_DN2_SP5_c0.t1
OG0006149	evm.model.RL_5.3007	ESY4_g23077_DN2_SP0_c0.t1
OG0006150	evm.model.RL_5.2996	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1
OG0006151	evm.model.RL_5.2993	ESY4_g23199_DN3_SP0_c0.t1
OG0006152	evm.model.RL_5.2989	ESY4_g23223_DN3_SP1_c0.t1
OG0006153	evm.model.RL_5.2935	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1
OG0006154	evm.model.RL_5.2944	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1
OG0006155	evm.model.RL_6.1556, evm.model.RL_5.2896	ESY4_g23639_DN3_SP8_c0.t1
OG0006156	evm.model.RL_5.2892	ESY4_g23656_DN3_SP8_c20.t1
OG0006157	evm.model.RL_2.3099	ESY4_g26014_DN3_SP6_c0.t1
OG0006158	evm.model.RL_2.3187	ESY4_g26304_DN3_SP0_c0.t1
OG0006159	evm.model.RL_2.3223	ESY4_g26409_DN3_SP0_c0.t1
OG0006161	evm.model.RL_2.3338	ESY4_g26675_DN1_SP3_c0.t1
OG0006161	evm.model.RL_6.139	ESY8_g59700_DN3_SP2_c0.t1
OG0006162	evm.model.RL_2.3402	ESY4_g26772_DN3_SP0_c0.t1
OG0006163	evm.model.RL_2.3462	ESY4_g26910_DN3_SP8_c0.t1
OG0006164	evm.model.RL_2.477	ESY17_g40307_DN3_SP7_c0.t1
OG0006165	evm.model.RL_2.370	ESY8_g61036_DN3_SP8_c0.t1
OG0006166	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350	ESY8_g60984_DN3_SP0_c0.t1
OG0006167	evm.model.RL_1.454	ESY3_g31780_DN3_SP0_c0.t1
OG0006168	evm.model.RL_5.2808	ESY16_g61952_DN3_SP8_c0.t1
OG0006169	evm.model.RL_5.2788	ESY16_g61848_DN3_SP8_c0.t1
OG0006170	evm.model.RL_6.1706	ESY9_g44221_DN2_SP0_c0.t1
OG0006171	evm.model.RL_8.820	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1
OG0006172	evm.model.RL_8.917.1.687c8559	ESY19_g41756_DN3_SP0_c0.t1
OG0006173	evm.model.RL_6.1489	ESY1_g5887_DN2_SP0_c0.t1
OG0006174	evm.model.RL_6.1474	ESY3_g30519_DN3_SP0_c0.t1, ESY1_g6163_DN2_SP1_c0.t1
OG0006175	evm.model.RL_4.690, evm.model.RL_4.688, evm.model.RL_4.689	ESY4_g21742_DN2_SP0_c0.t1
OG0006176	evm.model.RL_8.792	ESY3_g29280_DN3_SP7_c0.t1
OG0006177	evm.model.RL_8.749	ESY25_g62590_DN3_SP8_c0.t1
OG0006178	evm.model.RL_8.559	ESY18_g63002_DN3_SP0_c0.t1
OG0006179	evm.model.RL_8.621.1.687c8557	ESY18_g63318_DN3_SP0_c0.t1
OG0006180	evm.model.RL_8.601	ESY18_g63164_DN3_SP0_c0.t1
OG0006181	evm.model.RL_8.596	ESY18_g63139_DN3_SP8_c0.t1
OG0006182	evm.model.RL_8.560	ESY18_g63003_DN3_SP7_c0.t1
OG0006183	evm.model.RL_8.513	ESY7_g16115_DN3_SP7_c0.t1
OG0006184	evm.model.RL_8.479	ESY7_g16220_DN3_SP0_c0.t1
OG0006185	evm.model.RL_8.466	ESY7_g16325_DN2_SP0_c0.t1
OG0006186	evm.model.RL_8.423.1.687c8556	ESY7_g16442_DN3_SP0_c0.t1
OG0006187	evm.model.RL_1.3182	ESY3_g32309_DN3_SP0_c0.t1
OG0006187	evm.model.RL_4.332	ESY7_g16738_DN3_SP8_c0.t1
OG0006188	evm.model.RL_4.301	ESY7_g16778_DN3_SP0_c0.t1
OG0006189	evm.model.RL_4.199	ESY10_g15125_DN3_SP8_c0.t1
OG0006190	evm.model.RL_4.200, evm.model.RL_4.198	ESY10_g15111_DN3_SP0_c0.t1
OG0006192	evm.model.RL_4.5	ESY10_g14734_DN3_SP8_c0.t1
OG0006193	evm.model.RL_1.2573.1.687c87f0	ESY11_g52794_DN3_SP8_c0.t1
OG0006194	evm.model.RL_5.481	ESY5_g4701_DN3_SP8_c0.t1
OG0006195	evm.model.RL_2.794	ESY2_g38313_DN3_SP8_c0.t1
OG0006196	evm.model.RL_2.836	ESY5_g3715_DN3_SP0_c0.t1
OG0006197	evm.model.RL_2.876, evm.model.RL_2.35	ESY15_g65960_DN3_SP8_c0.t1
OG0006199	evm.model.RL_2.961	ESY22_g40534_DN3_SP1_c0.t1
OG0006200	evm.model.RL_2.1041	ESY22_g41063_DN3_SP8_c0.t1, ESY1_g5785_DN2_SP0_c0.t1
OG0006201	evm.model.RL_2.1093	ESY2_g38738_DN3_SP0_c0.t1
OG0006202	evm.model.RL_2.128	ESY8_g60116_DN3_SP0_c22.t1
OG0006203	evm.model.RL_2.147	ESY8_g60073_DN3_SP1_c0.t1, ESY8_g60117_DN3_SP0_c0.t1
OG0006204	evm.model.RL_6.2842	ESY12_g51593_DN2_SP2_c0.t1
OG0006205	evm.model.RL_6.2822	ESY12_g51613_DN3_SP0_c0.t1
OG0006206	evm.model.RL_6.2819	ESY12_g51616_DN3_SP0_c15.t1
OG0006207	evm.model.RL_6.2805	ESY12_g51662_DN3_SP0_c0.t1
OG0006208	evm.model.RL_6.2798	ESY12_g51672_DN3_SP0_c0.t1
OG0006209	evm.model.RL_7.201	ESY1_g12347_DN3_SP6_c0.t1
OG0006210	evm.model.RL_6.2762	ESY12_g51734_DN3_SP0_c45.t1
OG0006211	evm.model.RL_6.2676	ESY12_g51891_DN3_SP1_c0.t1
OG0006212	evm.model.RL_6.2665	ESY12_g51911_DN3_SP2_c11.t1
OG0006213	evm.model.RL_6.2640, evm.model.RL_6.2670	ESY12_g51973_DN3_SP0_c0.t1
OG0006214	evm.model.RL_6.2630	ESY1_g11005_DN3_SP0_c0.t1, ESY12_g51995_DN3_SP2_c0.t1
OG0006216	evm.model.RL_6.2501	ESY12_g52172_DN1_SP0_c0.t1
OG0006217	evm.model.RL_6.2496	ESY12_g52181_DN3_SP8_c0.t1
OG0006218	evm.model.RL_5.2663, evm.model.RL_6.2460	ESY12_g51482_DN3_SP8_c6.t1
OG0006219	evm.model.RL_6.2384	ESY12_g51358_DN3_SP0_c0.t1
OG0006220	evm.model.RL_7.605, evm.model.RL_7.569	ESY1_g11641_DN3_SP0_c0.t1
OG0006221	evm.model.RL_7.638	ESY1_g11712_DN3_SP8_c0.t1
OG0006223	evm.model.RL_4.3378	ESY7_g19598_DN3_SP0_c0.t1
OG0006224	evm.model.RL_4.3304	ESY7_g19497_DN3_SP0_c0.t1
OG0006225	evm.model.RL_4.3259	ESY7_g19431_DN3_SP2_c0.t1
OG0006226	evm.model.RL_4.2249	ESY7_g17701_DN3_SP7_c0.t1
OG0006227	evm.model.RL_4.3173	ESY5_g3485_DN3_SP0_c0.t1
OG0006227	evm.model.RL_4.3175	ESY7_g19276_DN3_SP0_c0.t1
OG0006228	evm.model.RL_4.3125	ESY7_g19176_DN3_SP8_c10.t1
OG0006230	evm.model.RL_4.1598	ESY6_g49193_DN3_SP8_c0.t1
OG0006231	evm.model.RL_4.1588	ESY6_g49179_DN3_SP0_c0.t1
OG0006232	evm.model.RL_4.1527	ESY6_g49106_DN3_SP0_c0.t1
OG0006233	evm.model.RL_4.1516	ESY6_g49067_DN3_SP0_c0.t1
OG0006234	evm.model.RL_4.1512	ESY6_g49063_DN3_SP0_c0.t1
OG0006234	evm.model.RL_6.803, evm.model.RL_6.1257	ESY8_g58545_DN3_SP0_c0.t1
