Orthogroup	Cardamine_amara	Brassica_rapa
OG0005732	evm.model.RL_6.2555	XP_009143014.1
OG0005733	evm.model.RL_6.2470	XP_033148364.1, XP_009133603.1
OG0005734	evm.model.RL_6.2458	XP_009142190.1, XP_009142927.1, XP_009133597.1
OG0005735	evm.model.RL_6.2371	XP_009142070.1, XP_009133538.2
OG0005736	evm.model.RL_6.2280	XP_009141994.2
OG0005737	evm.model.RL_4.3330	XP_009130679.1, XP_009122813.1
OG0005738	evm.model.RL_4.3310	XP_009122794.1, NP_001288956.1, XP_009130690.1
OG0005739	evm.model.RL_4.1137	XP_009129916.1, XP_009111688.1
OG0005740	evm.model.RL_4.1136	XP_009111690.1, XP_033129694.1
OG0005741	evm.model.RL_4.1697	XP_009126370.1, XP_009120877.1
OG0005742	evm.model.RL_4.1673	XP_033138617.1, XP_009126387.2, XP_009131750.2
OG0005743	evm.model.RL_5.1947	XP_009107189.1
OG0005744	evm.model.RL_4.1581	XP_009120774.1, XP_009131811.1
OG0005745	evm.model.RL_4.1576.2.687c86d4	XP_009131816.1, XP_009120769.1
OG0005746	evm.model.RL_4.1498	XP_009120677.1, XP_009131867.1
OG0005747	evm.model.RL_4.1468	XP_009131881.1, XP_033140831.1, XP_009120656.1
OG0005748	evm.model.RL_4.1461	XP_009126547.1, XP_009120648.2
OG0005749	evm.model.RL_8.2131	XP_009126597.2, XP_009120598.1
OG0005750	evm.model.RL_8.2106, evm.model.RL_4.592	XP_018513359.1, XP_009131923.1, XP_009120566.1
OG0005751	evm.model.RL_8.1972	XP_009126725.1, XP_009132023.1
OG0005752	evm.model.RL_8.2455	XP_009112108.1, XP_009150449.1, XP_009130277.1
OG0005753	evm.model.RL_8.2459	XP_009150458.2, XP_009112112.2
OG0005754	evm.model.RL_8.2545, evm.model.RL_8.2544	XP_009112145.1, XP_009150543.1
OG0005755	evm.model.RL_8.2553	XP_009130465.1, XP_033128206.1, XP_009112151.1
OG0005756	evm.model.RL_8.2601	XP_033137297.1, XP_009130495.1, XP_009150599.1
OG0005757	evm.model.RL_8.2790	XP_009112325.3, XP_033131224.1
OG0005759	evm.model.RL_8.91	XP_009111469.2, XP_009134533.2
OG0005760	evm.model.RL_8.61.1.687c8555	XP_009134553.1, XP_033137123.1
OG0005761	evm.model.RL_8.106	XP_009134524.1, XP_033135209.1
OG0005762	evm.model.RL_8.111	XP_009111425.1, XP_009134518.2
OG0005763	evm.model.RL_8.212	XP_033143209.1, XP_009111355.1
OG0005764	evm.model.RL_8.299	XP_009144542.1, XP_009149713.2
OG0005765	evm.model.RL_8.357	XP_009122006.3, XP_009134367.1
OG0005766	evm.model.RL_8.367	XP_009134350.1, XP_009121906.1
OG0005767	evm.model.RL_4.435.1.687c86ce	XP_009113930.1, XP_009123938.1
OG0005768	evm.model.RL_4.438	XP_009113932.1, XP_009101727.2
OG0005769	evm.model.RL_5.244	XP_009111136.1
OG0005770	evm.model.RL_4.464	XP_033137159.1, XP_009101739.3, XP_033140608.1
OG0005771	evm.model.RL_6.1433	XP_009143858.1, XP_009141318.1
OG0005772	evm.model.RL_6.1432	XP_009141315.1, XP_009143859.1
OG0005773	evm.model.RL_6.1358	XP_018514769.1
OG0005774	evm.model.RL_6.1293	XP_009141202.1, XP_009132829.2, XP_033147651.1
OG0005775	evm.model.RL_6.1114	XP_009144320.1, XP_009141048.1
OG0005777	evm.model.RL_6.989	XP_009133862.1, XP_009103716.1, XP_009140949.1
OG0005778	evm.model.RL_6.1246	XP_009132792.1, XP_009141161.1
OG0005779	evm.model.RL_6.905	XP_033143912.1, XP_033132161.1
OG0005780	evm.model.RL_6.788	XP_033145820.1, XP_033142352.1
OG0005782	evm.model.RL_2.2839	XP_009138176.1, XP_009123672.1, XP_009108810.2
OG0005784	evm.model.RL_4.2224	XP_009125957.1, XP_009121708.1, XP_009131375.2
OG0005785	evm.model.RL_1.110	XP_018514324.1, XP_009117713.1
OG0005787	evm.model.RL_1.146	XP_018510351.2, XP_009134663.1, XP_009134660.1
OG0005788	evm.model.RL_1.152	XP_009118001.1
OG0005789	evm.model.RL_1.255	XP_009130362.1
OG0005791	evm.model.RL_1.595	XP_009147147.1, XP_009124805.1
OG0005792	evm.model.RL_1.614	XP_009147190.2, XP_009124686.2
OG0005793	evm.model.RL_1.622	XP_009147130.1, XP_009135975.2, XP_009124652.1
OG0005794	evm.model.RL_1.629	XP_009124613.1, XP_009147123.1, XP_009134934.1
OG0005795	evm.model.RL_1.704	XP_009124297.1, XP_009147056.1
OG0005796	evm.model.RL_3.340	XP_009113128.1, XP_009104717.1
OG0005797	evm.model.RL_1.732	XP_009134993.1, XP_009124140.1
OG0005798	evm.model.RL_1.768	XP_009146998.1, XP_009135100.1
OG0005799	evm.model.RL_6.2165	XP_009142686.1, XP_009141893.1
OG0005800	evm.model.RL_6.2136	XP_009133418.1, XP_009143240.1
OG0005801	evm.model.RL_6.1834	XP_009141667.1, XP_033147981.1
OG0005802	evm.model.RL_6.2058	XP_009141812.1, XP_009143313.1
OG0005803	evm.model.RL_6.1781	XP_009141615.1, XP_009133102.1, XP_009143547.1
OG0005805	evm.model.RL_6.1843	XP_009141654.1, XP_009143503.1
OG0005806	evm.model.RL_6.1819	XP_009143468.1, XP_009133196.1
OG0005807	evm.model.RL_6.1811	XP_009141685.1, XP_033142650.1
OG0005808	evm.model.RL_6.1934	XP_009141731.1, XP_009143404.1
OG0005809	evm.model.RL_6.1974	XP_009141755.2, XP_009133281.2, XP_009143367.2
OG0005810	evm.model.RL_6.1964	XP_018514662.1, XP_009133264.1
OG0005811	evm.model.RL_6.1956	XP_009141743.1, XP_009143383.1, XP_009133259.1
OG0005812	evm.model.RL_5.1389	XP_009148925.1, XP_009110488.2, XP_009117835.1
OG0005813	evm.model.RL_5.1484	XP_033128774.1, XP_009149070.2
OG0005814	evm.model.RL_5.1488	XP_009149078.1
OG0005815	evm.model.RL_5.1508	XP_009149104.1, XP_009110447.1, XP_009117750.1
OG0005816	evm.model.RL_5.1521	XP_009110773.3, XP_009149114.1
OG0005817	evm.model.RL_5.1557	XP_009117720.1, XP_009149152.1
OG0005818	evm.model.RL_3.1712	XP_018508689.1, XP_033131147.1, XP_033131146.1
OG0005819	evm.model.RL_5.1612	XP_009127587.1
OG0005820	evm.model.RL_5.1795	XP_009103381.1, XP_009149447.1, XP_033133906.1
OG0005821	evm.model.RL_5.3688	XP_009103341.1
OG0005822	evm.model.RL_5.3677	XP_009110221.1, XP_009149539.1, XP_009103334.1
OG0005823	evm.model.RL_5.3572	XP_009103283.1, XP_033133866.1, XP_009149704.1
OG0005825	evm.model.RL_5.3420	XP_009103174.1, XP_009115525.1, XP_009110100.1
OG0005826	evm.model.RL_5.3398	XP_009115500.1, XP_009110081.2
OG0005827	evm.model.RL_5.3380	XP_009115477.1
OG0005828	evm.model.RL_4.2218	XP_009131385.1, XP_009121698.1
OG0005829	evm.model.RL_5.3132	XP_009102966.1, XP_009109794.1
OG0005830	evm.model.RL_5.3144.6.687c88c0	XP_009113762.1, XP_009109802.1
OG0005831	evm.model.RL_2.1955	XP_009138049.2, XP_009109247.1
OG0005832	evm.model.RL_6.484	XP_033134465.1, XP_009117042.1
OG0005833	evm.model.RL_2.2011	XP_009138709.1, XP_009137486.2
OG0005834	evm.model.RL_2.2015	XP_009137490.1, XP_009138776.1
OG0005835	evm.model.RL_2.2044	XP_009137513.1, XP_009139119.1
OG0005836	evm.model.RL_6.297	XP_009117246.1, XP_033146394.1
OG0005837	evm.model.RL_6.271, evm.model.RL_4.1348	XP_033145469.1
OG0005838	evm.model.RL_5.1359	XP_009117851.1, XP_009110507.1
OG0005839	evm.model.RL_5.1323	XP_033133750.1, XP_009117881.1, XP_033130089.1
OG0005840	evm.model.RL_5.1239	XP_009117949.1, XP_009148678.1, XP_033133768.1
OG0005841	evm.model.RL_5.1189	XP_009148524.1
OG0005842	evm.model.RL_5.1140	XP_009110619.1, XP_033135465.1
OG0005843	evm.model.RL_5.1128	XP_009148574.1, XP_009110630.1, XP_009118064.2
OG0005844	evm.model.RL_5.1115	XP_009118077.1, XP_009148583.1
OG0005845	evm.model.RL_5.1094	XP_009110661.2, XP_033128160.1
OG0005846	evm.model.RL_5.1082	XP_009118113.1, XP_009110669.1
OG0005847	evm.model.RL_5.1057	XP_009118168.1, XP_009110690.1
OG0005848	evm.model.RL_5.1031	XP_009110709.1
OG0005849	evm.model.RL_5.994.1.687c88b1	XP_009148458.1, NP_001288934.1
OG0005850	evm.model.RL_5.993	XP_009110726.1
OG0005852	evm.model.RL_5.913, evm.model.RL_3.495	XP_009148378.1, XP_009144438.1
OG0005853	evm.model.RL_5.2181, evm.model.RL_5.859	XP_009148315.1, XP_009118285.1
OG0005854	evm.model.RL_5.819	XP_033133457.1
OG0005855	evm.model.RL_5.792	XP_033133464.1, XP_033130079.1
OG0005856	evm.model.RL_5.726	XP_009110877.1
OG0005857	evm.model.RL_5.696	XP_033133216.1
OG0005858	evm.model.RL_5.646	XP_009148048.1, XP_033132512.1
OG0005859	evm.model.RL_5.623, evm.model.RL_5.622	XP_009148023.1, XP_009110921.1
OG0005860	evm.model.RL_5.605	XP_018510934.1, XP_009118431.1, XP_009118432.1
OG0005861	evm.model.RL_5.558	XP_009118464.1, XP_009110962.1, XP_009118998.1
OG0005862	evm.model.RL_5.322	XP_009119264.1, XP_009111087.1, XP_033131303.1
OG0005863	evm.model.RL_5.321	XP_009119265.2, XP_009118623.2
OG0005864	evm.model.RL_5.317	XP_009119267.1
OG0005865	evm.model.RL_5.163	XP_009118718.1, XP_009111170.1, XP_009119579.1
OG0005866	evm.model.RL_5.95	XP_009119634.1, XP_009118769.2, XP_009111199.1
OG0005867	evm.model.RL_5.71	XP_018509476.2, XP_033138119.1
OG0005868	evm.model.RL_4.824	XP_009101392.1
OG0005869	evm.model.RL_4.2175	XP_009131415.1
OG0005870	evm.model.RL_4.2188	XP_009121672.1
OG0005871	evm.model.RL_4.2213	XP_009121694.1, XP_009125965.1
OG0005872	evm.model.RL_4.2118	NP_001288849.1, XP_009126032.1, XP_009131440.1
OG0005874	evm.model.RL_4.2042	XP_009121531.1, XP_009126079.1
OG0005875	evm.model.RL_4.1892	XP_009126191.1, XP_009107526.1
OG0005876	evm.model.RL_4.1806, evm.model.RL_4.1807	XP_009131670.1, XP_009126255.1
OG0005877	evm.model.RL_4.1741	XP_009120915.1
OG0005878	evm.model.RL_4.1017, evm.model.RL_4.1016, evm.model.RL_4.1015	XP_033136592.1, XP_018508070.1
OG0005879	evm.model.RL_4.953	XP_009151279.1, XP_009111918.1
OG0005880	evm.model.RL_4.934	XP_009151296.2, XP_009111884.1
OG0005881	evm.model.RL_4.921	XP_009151303.1, XP_009111875.2, XP_009129779.2
OG0005882	evm.model.RL_4.885	XP_009129757.2, XP_009151708.1
OG0005883	evm.model.RL_4.846	XP_009151671.1, XP_018509742.1
OG0005884	evm.model.RL_4.2253	XP_009131357.1, XP_009125940.1
OG0005885	evm.model.RL_4.2999	XP_009130881.1, XP_009125600.1, XP_033137774.1
OG0005886	evm.model.RL_4.1167	XP_009151104.2, XP_009111678.2
OG0005887	evm.model.RL_4.1237	XP_009111646.1, XP_009129997.1, XP_009151017.1
OG0005888	evm.model.RL_4.1339	XP_009141810.1, XP_009150914.1
OG0005889	evm.model.RL_8.2169	XP_009136423.1, XP_009130140.1, XP_009111969.1
OG0005890	evm.model.RL_8.2217	XP_009130171.1, XP_009136471.2
OG0005891	evm.model.RL_8.2292	XP_033141845.1, XP_009112011.2
OG0005892	evm.model.RL_7.1637	XP_009149912.1
OG0005893	evm.model.RL_8.2348	XP_009112033.1, XP_009151404.1
OG0005894	evm.model.RL_8.1950	XP_009120385.1, XP_009126743.1
OG0005895	evm.model.RL_8.1941, evm.model.RL_8.1942	XP_009126745.1, XP_009121303.1
OG0005896	evm.model.RL_8.1934	XP_033140118.1, XP_009123174.3, XP_009120373.2, XP_009132036.1
OG0005897	evm.model.RL_8.1927	XP_033144585.1, XP_033138863.1, XP_033137395.1
OG0005898	evm.model.RL_8.1917	XP_009132053.1, XP_009126751.1
OG0005899	evm.model.RL_1.1011	XP_009146785.2, XP_009122489.1, XP_009135140.1
OG0005900	evm.model.RL_8.1897	XP_009126769.1, XP_009120334.1, XP_009132073.2
OG0005901	evm.model.RL_7.1238	XP_009115833.1, XP_009148992.2
OG0005902	evm.model.RL_7.1345	XP_033138244.1, XP_009115716.1, XP_009136544.1
OG0005903	evm.model.RL_7.1469	XP_009150156.2, XP_009149756.1, XP_009151913.2
OG0005904	evm.model.RL_7.1565	XP_009150210.1, XP_009149843.1
OG0005905	evm.model.RL_7.1746, evm.model.RL_7.1744	XP_033128515.1
OG0005906	evm.model.RL_4.1145, evm.model.RL_2.495	XP_033134882.1
OG0005907	evm.model.RL_3.1275	XP_009105437.1
OG0005909	evm.model.RL_3.1558	XP_009105820.1
OG0005910	evm.model.RL_3.1590	XP_009105859.2, XP_009127886.1
OG0005911	evm.model.RL_3.2199	XP_009128272.1, XP_009104591.1, XP_009106449.1
OG0005912	evm.model.RL_3.2138	XP_033128556.1, XP_009103288.1, XP_009110175.1
OG0005915	evm.model.RL_3.1937	XP_009106180.1, XP_009104712.1, XP_009128086.1
OG0005916	evm.model.RL_3.1914	XP_009104729.1, XP_018512357.2
OG0005917	evm.model.RL_3.1878	XP_009106128.1, XP_009128055.1, XP_009104754.1
OG0005918	evm.model.RL_5.1564	XP_009149166.1, XP_009117714.1
OG0005919	evm.model.RL_3.2258	XP_009106578.1, XP_009128304.1
OG0005920	evm.model.RL_3.2267	XP_009106588.2, XP_009128310.1
OG0005921	evm.model.RL_3.2395	XP_009128393.1, XP_009106719.1
OG0005922	evm.model.RL_3.2451	XP_009128440.1
OG0005923	evm.model.RL_5.1390	XP_009117830.1, XP_009148926.1
OG0005924	evm.model.RL_1.1189	XP_009124687.1, XP_009146571.2
OG0005925	evm.model.RL_1.1225	XP_009146543.1, XP_009124724.1
OG0005926	evm.model.RL_1.1307	XP_009135342.1, XP_009135337.1, XP_009146435.1
OG0005927	evm.model.RL_1.1385	XP_009146340.1, XP_033128153.1
OG0005928	evm.model.RL_1.1395	XP_033128170.1, XP_033148717.1, XP_033148718.1
OG0005929	evm.model.RL_5.3765	XP_009144802.1, XP_009107008.2
OG0005930	evm.model.RL_5.3724	XP_033128369.1
OG0005931	evm.model.RL_1.1678	XP_009135537.1, XP_009145999.1, XP_009113925.1
OG0005932	evm.model.RL_1.1751	XP_009112744.2, XP_009135577.1, XP_009145897.2
OG0005933	evm.model.RL_3.342	XP_009114625.1
OG0005934	evm.model.RL_1.1869	XP_033147118.1
OG0005935	evm.model.RL_1.1909	XP_009135652.1, XP_009145731.2
OG0005936	evm.model.RL_1.1947	XP_009111201.1
OG0005937	evm.model.RL_1.2031	XP_009109876.1, XP_009145520.1
OG0005938	evm.model.RL_1.2147	XP_009108895.1, XP_033147579.1
OG0005939	evm.model.RL_1.2148	XP_009108883.1, XP_009145331.1
OG0005940	evm.model.RL_1.2166	XP_009108747.1, XP_009135818.1
OG0005941	evm.model.RL_1.2260	XP_009102597.2, XP_009106554.1
OG0005942	evm.model.RL_1.2282	XP_009102578.1, XP_009106333.1
OG0005943	evm.model.RL_1.2286	XP_009106288.1, XP_009102574.1, XP_009135867.2
OG0005944	evm.model.RL_1.2365	XP_009112680.1, XP_009136081.1, XP_033131782.1
OG0005945	evm.model.RL_1.2552	XP_033131071.1
OG0005947	evm.model.RL_1.2717	XP_009136256.1, XP_009123217.1
OG0005948	evm.model.RL_1.2843	XP_033134162.1, XP_009112397.1, XP_009136322.2
OG0005949	evm.model.RL_1.2986	XP_009150751.1
OG0005950	evm.model.RL_1.3016.2.687c87f0	XP_009102251.1, XP_009112483.1
OG0005952	evm.model.RL_1.3139	XP_009112617.2, XP_009117532.2, XP_009102152.2
OG0005953	evm.model.RL_1.3180, evm.model.RL_1.3179	XP_009117511.1, XP_009123853.2
OG0005954	evm.model.RL_1.3201	XP_009102048.1, XP_009117500.1, XP_009112650.2
OG0005955	evm.model.RL_5.3971	XP_009106820.1, XP_009144731.1
OG0005956	evm.model.RL_5.3944	XP_009147495.1, XP_009106841.1
OG0005957	evm.model.RL_5.3808.1.687c88c5	XP_033142810.1, XP_009121995.1
OG0005958	evm.model.RL_5.3757	XP_009147644.2
OG0005959	evm.model.RL_5.3730, evm.model.RL_5.3710	XP_009147670.1, XP_009144826.1, XP_009107022.1
OG0005960	evm.model.RL_5.2138	XP_009145000.1, XP_009107339.1
OG0005961	evm.model.RL_5.2131	XP_009107334.1, XP_009144998.1
OG0005962	evm.model.RL_5.2205	XP_033132750.1, XP_033133174.1, XP_033128618.1, XP_009147999.2
OG0005963	evm.model.RL_2.1115	XP_009136713.1, XP_009107861.2, XP_009146738.2
OG0005964	evm.model.RL_7.1147	XP_018513028.1, XP_009139460.1
OG0005965	evm.model.RL_7.1205.2.687c84b8, evm.model.RL_7.1209	XP_033146623.1, XP_033146624.1, XP_009115886.1
OG0005966	evm.model.RL_7.905	XP_009103931.1, XP_009139217.1, XP_009116153.1
OG0005967	evm.model.RL_7.761	XP_009139125.1
OG0005968	evm.model.RL_7.745.1.687c84b6	XP_009116324.1, XP_009103994.2
OG0005969	evm.model.RL_7.670	XP_009116396.1, XP_009104031.1, XP_033146559.1
OG0005970	evm.model.RL_7.662	XP_009104039.1, XP_009139049.1, XP_009116409.1
OG0005971	evm.model.RL_7.616	XP_033131656.1, XP_033146476.1, XP_009116450.2
OG0005972	evm.model.RL_7.614, evm.model.RL_7.615	XP_009104062.1, XP_009116451.1
OG0005973	evm.model.RL_7.449	XP_009116584.1, XP_009104186.1
OG0005974	evm.model.RL_7.238	XP_009138779.1, XP_009116795.1, XP_009104301.1
OG0005975	evm.model.RL_7.200	XP_009117213.1
OG0005976	evm.model.RL_7.213	XP_009104320.1, XP_009138766.1, XP_009116823.1
OG0005977	evm.model.RL_7.21	XP_009104414.1
OG0005978	evm.model.RL_7.10.3.687c84b2	XP_009117091.1
OG0005979	evm.model.RL_5.1945, evm.model.RL_5.1946, evm.model.RL_5.1944	XP_009147774.1, XP_033133227.1
OG0005981	evm.model.RL_7.1242	XP_009149060.1, XP_009115819.1, XP_009136615.1
OG0005982	evm.model.RL_7.355	XP_033146203.1, XP_033136054.1, XP_033131439.1
OG0005983	evm.model.RL_4.190	NP_001288911.1, XP_009128857.1, XP_009101520.1
OG0005987	evm.model.RL_2.2306	XP_009109117.1, XP_033144029.1, XP_033140103.1
OG0005988	evm.model.RL_2.2850	XP_009123134.1, XP_009108804.1, XP_009130400.1
OG0005990	evm.model.RL_5.1646	XP_009149080.1
OG0005991	evm.model.RL_2.1817	XP_033143975.1
OG0005992	evm.model.RL_3.1213	XP_009105378.1, XP_009105048.1, XP_009127622.1
OG0005993	evm.model.RL_3.1831.1.687c84bd	XP_033131938.1, XP_033131480.1
OG0005995	evm.model.RL_1.3263, evm.model.RL_1.3262, evm.model.RL_1.3264	XP_009101999.1
OG0005996	evm.model.RL_1.1414	XP_009116557.1, XP_009146302.1
OG0005997	evm.model.RL_1.1067	XP_009135175.1, XP_009121284.1
OG0005998	evm.model.RL_4.2834	XP_009122367.1
OG0005999	evm.model.RL_6.954, evm.model.RL_6.953	XP_009133876.1
OG0006000	evm.model.RL_4.2131	XP_018512297.1
OG0006001	evm.model.RL_2.60	XP_009140035.1, XP_009125155.1
OG0006002	evm.model.RL_8.875	XP_009103020.1
OG0006002	evm.model.RL_8.2577	XP_009112165.1
OG0006004	evm.model.RL_4.893, evm.model.RL_1.483, evm.model.RL_1.482	XP_033148216.1, XP_009110576.2, XP_009124874.1, XP_033132109.1, XP_009124876.2
OG0006007	evm.model.RL_2.1209	XP_033143283.1
OG0006009	evm.model.RL_8.1250	XP_018514655.1
OG0006016	evm.model.RL_2.2408	XP_009129148.1, XP_009137815.1, XP_033133138.1
OG0006017	evm.model.RL_1.3106	XP_009103406.1, XP_009112597.1
OG0006018	evm.model.RL_2.2555	XP_009137915.1, XP_009127847.1
OG0006019	evm.model.RL_6.268	XP_009117264.1, XP_009140501.1
OG0006020	evm.model.RL_2.2583	XP_009127561.2, XP_009137961.1
OG0006021	evm.model.RL_5.683	XP_009148082.1
OG0006022	evm.model.RL_2.2618	XP_033133496.1, XP_009137992.2
OG0006023	evm.model.RL_2.2630	XP_009127126.1, XP_009137997.1
OG0006024	evm.model.RL_6.361	XP_009140568.1, XP_009117107.1
OG0006025	evm.model.RL_5.2912	XP_009109604.2, XP_009115178.1
OG0006026	evm.model.RL_2.2868	XP_009108795.1, XP_009108798.1
OG0006027	evm.model.RL_2.2877	XP_009120943.1, XP_009138199.2
OG0006028	evm.model.RL_2.2878.2.687c86e7	XP_009138201.1, XP_009108781.1
OG0006029	evm.model.RL_1.2721	XP_009102324.1, XP_009123224.2, XP_009136260.2
OG0006031	evm.model.RL_2.3002	XP_009108859.1, XP_033144076.1
OG0006032	evm.model.RL_2.3006	XP_009108194.1, XP_009138330.2, XP_009108697.1
OG0006034	evm.model.RL_5.2806	XP_033135669.1, XP_009108121.2
OG0006035	evm.model.RL_5.2736.1.687c88bd	XP_009114900.1, XP_009145195.1
OG0006036	evm.model.RL_5.2704.3.687c88bc	XP_009151437.1
OG0006037	evm.model.RL_5.2686	XP_009107984.2
OG0006038	evm.model.RL_2.1256	XP_009136818.1, XP_009136814.1
OG0006039	evm.model.RL_2.1198	XP_018512635.1
OG0006040	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829	XP_018513646.2
OG0006041	evm.model.RL_3.581	XP_009113332.2, XP_009102628.1
OG0006043	evm.model.RL_3.466	XP_009103743.1
OG0006044	evm.model.RL_5.942	XP_009148416.1, XP_009118210.1
OG0006045	evm.model.RL_7.2662	XP_009101367.1
OG0006046	evm.model.RL_2.780, evm.model.RL_1.2403, evm.model.RL_1.2548	XP_009136192.2, XP_009136191.1
OG0006047	evm.model.RL_7.2688	XP_009114235.2, XP_009129239.2, XP_009101350.1
OG0006049	evm.model.RL_7.2612	XP_009114211.2, XP_009101282.1
OG0006050	evm.model.RL_3.1548	XP_009127866.1, XP_009105813.1
OG0006051	evm.model.RL_7.2577	XP_009114194.1, XP_009101244.1
OG0006052	evm.model.RL_7.2525	XP_009129094.3, XP_009152199.1
OG0006053	evm.model.RL_7.2491	XP_009152146.1
OG0006054	evm.model.RL_5.1156	XP_009148554.1, XP_009110608.1
OG0006055	evm.model.RL_7.2427	XP_009129577.1, XP_009152097.1
OG0006056	evm.model.RL_7.2368	XP_033128604.1
OG0006058	evm.model.RL_7.2292	XP_033140714.1, XP_033128983.1
OG0006059	evm.model.RL_7.2279	XP_009151969.1, XP_009129422.1
OG0006060	evm.model.RL_7.2274	XP_009129419.1, XP_009151966.1
OG0006061	evm.model.RL_7.2220	XP_009151901.1, XP_009129386.1
OG0006062	evm.model.RL_7.2217	XP_009111588.1, XP_009129384.1
OG0006063	evm.model.RL_7.2205	XP_009151877.1, XP_018515515.1
OG0006064	evm.model.RL_7.2177.2.687c84bc	XP_009129364.1
OG0006067	evm.model.RL_7.2053	XP_009111804.1, XP_009151758.1, XP_009129675.1
OG0006068	evm.model.RL_3.1044, evm.model.RL_3.1043, evm.model.RL_3.1045	XP_009119421.2
OG0006069	evm.model.RL_3.971	XP_009127460.1, XP_009105173.2
OG0006070	evm.model.RL_3.945	XP_009124919.1
OG0006071	evm.model.RL_3.30	XP_009124663.2, XP_009112871.1
OG0006073	evm.model.RL_3.130.4.687c84b9	XP_009112929.1, XP_009112758.2
OG0006074	evm.model.RL_3.154	XP_009112946.1, XP_009119815.1
OG0006075	evm.model.RL_3.190	XP_009113030.2, XP_009112719.1
OG0006076	evm.model.RL_6.2257	XP_009142736.1, XP_009133478.1
OG0006077	evm.model.RL_6.2236	XP_009141971.1, XP_009142723.2
OG0006078	evm.model.RL_1.843	XP_009146934.1
OG0006079	evm.model.RL_1.945	XP_009146846.2, XP_009135105.2, XP_009122939.1
OG0006080	evm.model.RL_1.1004	XP_009122529.2, XP_009146793.1
OG0006081	evm.model.RL_4.2906	XP_009122240.1, XP_009125643.1
OG0006082	evm.model.RL_1.1148	XP_009120653.1
OG0006084	evm.model.RL_8.1146	XP_009134063.1, XP_009117090.1
OG0006085	evm.model.RL_8.1218	XP_009127325.1, XP_009132620.1
OG0006086	evm.model.RL_8.1274	XP_009107217.1
OG0006087	evm.model.RL_2.2075	XP_009139354.1, XP_009137544.2
OG0006088	evm.model.RL_8.1391	XP_009119835.1, XP_009124178.1
OG0006089	evm.model.RL_2.2303	XP_009144009.2, XP_018512910.2
OG0006090	evm.model.RL_8.1452	XP_009119906.1, XP_033143125.1, XP_033143126.1, XP_009127155.1
OG0006092	evm.model.RL_8.1463	XP_009127146.1, XP_009119916.1
OG0006093	evm.model.RL_8.1520	XP_009127107.1, XP_009119956.1
OG0006094	evm.model.RL_8.1540	XP_009127082.1, XP_009119980.1
OG0006095	evm.model.RL_8.1551	XP_009119994.1, XP_009132431.1
OG0006096	evm.model.RL_8.1560	XP_009132428.2, XP_009120004.1
OG0006097	evm.model.RL_8.1599	XP_033138695.1, XP_033143598.1
OG0006098	evm.model.RL_8.1655	XP_009132355.1, XP_009126985.2
OG0006099	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2	XP_009120190.1, XP_009126925.1
OG0006100	evm.model.RL_8.1828	XP_009132121.1, XP_033140791.1
OG0006101	evm.model.RL_8.1837	XP_009126826.1, XP_009132117.1
OG0006102	evm.model.RL_5.1397	XP_033132724.1, XP_009148935.1
OG0006103	evm.model.RL_8.1873	XP_009120315.2, XP_009126799.2
OG0006104	evm.model.RL_5.1225	XP_009118028.3, XP_033134936.1
OG0006105	evm.model.RL_8.1876	XP_009132090.1, XP_009120317.1, XP_009126798.1
OG0006106	evm.model.RL_4.2341	XP_018512615.1, XP_009121847.1
OG0006107	evm.model.RL_4.2348	XP_009131279.1, XP_009121853.1
OG0006108	evm.model.RL_4.2440	XP_009121940.1, XP_009131209.1
OG0006109	evm.model.RL_4.2547	XP_009125306.1, XP_009122068.1
OG0006110	evm.model.RL_4.2565	XP_009122087.1, XP_009125327.1
OG0006111	evm.model.RL_4.2630	XP_033137470.1, XP_033140953.1, XP_009131116.1
OG0006112	evm.model.RL_4.2674	XP_009125741.1, XP_009122483.1
OG0006113	evm.model.RL_4.2710, evm.model.RL_4.2709	XP_009131060.1, XP_033140842.1
OG0006114	evm.model.RL_4.2737	XP_033138659.1, XP_009131033.1
OG0006115	evm.model.RL_4.2740	XP_009122418.2, XP_009122419.1
OG0006116	evm.model.RL_4.2780	XP_033138830.1, XP_009131005.1
OG0006117	evm.model.RL_8.2271	XP_009130186.1, XP_033128991.1
OG0006118	evm.model.RL_2.1285	XP_033132731.1, XP_033132734.1
OG0006119	evm.model.RL_2.1308	XP_009108336.1, XP_009130771.1
OG0006120	evm.model.RL_2.1341	XP_009136881.1, XP_009108344.1
OG0006122	evm.model.RL_2.1395	XP_009136927.1, XP_009131682.1
OG0006124	evm.model.RL_2.1413	XP_009108369.1, XP_009131946.1
OG0006125	evm.model.RL_2.1511	XP_009132889.1, XP_009108436.1
OG0006126	evm.model.RL_6.754	XP_033132185.1, XP_009133920.1
OG0006127	evm.model.RL_2.1574	XP_009133667.1, XP_009137146.1
OG0006128	evm.model.RL_2.1622	XP_009137167.1, XP_009134445.1
OG0006129	evm.model.RL_2.1641	XP_033137313.1
OG0006130	evm.model.RL_2.1666	XP_009137199.1, XP_009108489.1
OG0006131	evm.model.RL_2.1703	XP_009137232.1, XP_009135487.1
OG0006132	evm.model.RL_2.1779	XP_009136100.1
OG0006133	evm.model.RL_2.1790	XP_009136225.1
