Orthogroup	Cardamine_amara	Brassica_napus
OG0006499	evm.model.RL_5.3793	XP_048616651.1, XP_048628176.1, XP_013749002.2, XP_013672954.2, XP_013655464.2
OG0006500	evm.model.RL_5.1872	XP_048606505.1, XP_048594426.1, XP_013752504.2, XP_013721382.2
OG0006501	evm.model.RL_5.1882	XP_048606501.1, XP_013723612.1, XP_048616613.1, XP_013699618.1, XP_048637745.1
OG0006502	evm.model.RL_5.1938	XP_048612893.1, XP_013648815.2, XP_048636965.1
OG0006503	evm.model.RL_5.1927	XP_013685942.2, XP_013740894.2, XP_013740258.1, XP_013740358.1, XP_048631128.1, XP_048636957.1, XP_013714164.2
OG0006504	evm.model.RL_5.2005	XP_048637801.1, XP_013703057.1, XP_013735826.1, XP_013714885.2
OG0006505	evm.model.RL_5.2047	XP_013695275.1, XP_013740905.2, XP_013749104.1, XP_048637026.1, XP_013721180.1
OG0006506	evm.model.RL_5.2061	XP_013735863.2, XP_013715143.1, XP_022569600.2, XP_013702614.2
OG0006507	evm.model.RL_5.2210	XP_022576045.1, XP_013639868.2
OG0006508	evm.model.RL_2.1160	XP_013706056.1, XP_013741349.1, XP_013671756.1, XP_013701207.1
OG0006509	evm.model.RL_6.1552	XP_013691975.2, XP_013744870.1, XP_048636639.1, XP_013729059.1, XP_013734269.1, XP_013702419.2
OG0006510	evm.model.RL_6.1550	XP_013729077.3, XP_022556366.1, XP_013746199.2, XP_048636642.1, XP_013733289.2
OG0006511	evm.model.RL_6.1544	XP_013692342.1, XP_013744877.2, XP_048636645.1, XP_013703064.2, XP_013734266.1
OG0006512	evm.model.RL_6.1543	XP_013700383.1, XP_013739022.2, XP_013729076.2, XP_048610965.1, XP_013747386.2, XP_048630445.1, XP_013691484.1
OG0006513	evm.model.RL_7.1176	XP_013742711.1, XP_013687482.1, XP_013698860.2, XP_013663161.1
OG0006514	evm.model.RL_7.1172	XP_048610184.1, XP_048633987.1, XP_013663157.1, XP_048597030.1
OG0006515	evm.model.RL_7.895	XP_048592976.1, XP_013706232.2, XP_013700694.1, XP_013708402.2
OG0006516	evm.model.RL_7.819	XP_048633911.1, XP_013742343.1, XP_048627925.1, XP_048610605.1, XP_013652725.1
OG0006517	evm.model.RL_7.818	XP_013710399.2, XP_013692890.2
OG0006518	evm.model.RL_7.772	XP_013659884.2, XP_048629201.1, XP_022563280.1, XP_013648007.2, XP_048592985.1
OG0006519	evm.model.RL_7.729	XP_013663426.2, XP_013663291.2, XP_013742314.2, XP_013697524.1
OG0006520	evm.model.RL_7.712	XP_013742196.1, XP_048633896.1, XP_013663309.2, XP_013663407.2
OG0006521	evm.model.RL_7.639	XP_013706320.1, XP_013712601.1, XP_013748983.2
OG0006522	evm.model.RL_7.489	XP_013712509.1
OG0006523	evm.model.RL_7.350	XP_013670630.2, XP_013742069.1, XP_048620806.1, XP_048597277.1
OG0006524	evm.model.RL_7.298, evm.model.RL_7.441	XP_048620817.1, XP_013710688.2, XP_022556625.1, XP_048634260.1
OG0006525	evm.model.RL_7.264	XP_022570668.1, XP_013648424.2
OG0006526	evm.model.RL_7.197	XP_022567803.2, XP_048616253.1, XP_013648478.2, XP_022544662.1, XP_013746319.2
OG0006527	evm.model.RL_7.171	XP_022563398.2, XP_013663925.2, XP_013648492.1, XP_013740548.2, XP_013690509.2
OG0006528	evm.model.RL_7.67	XP_022569406.1, XP_048634218.1, XP_013686311.1, XP_013648526.1, XP_013709616.3, XP_048597349.1
OG0006529	evm.model.RL_7.41	XP_013741832.1, XP_013687205.1, XP_013709986.2, XP_048597363.1
OG0006530	evm.model.RL_7.40	XP_013686136.2, XP_013736451.2, XP_013658481.1, XP_022543037.2
OG0006531	evm.model.RL_7.16	XP_048609777.1, XP_013648531.1, XP_022567395.1, XP_048597370.1, XP_048597371.1, XP_013711393.2
OG0006532	evm.model.RL_7.1177	XP_048620261.1, XP_013745770.1, XP_048620534.1, XP_013698869.1, XP_013742713.1, XP_013687484.1
OG0006533	evm.model.RL_7.1231	XP_013662912.2, XP_048620502.1
OG0006538	evm.model.RL_3.2178	XP_048627439.1, XP_048615940.1, XP_048617495.1, XP_048591587.1, XP_048631271.1, XP_013708658.1, XP_013718931.1
OG0006539	evm.model.RL_2.2419	XP_013681447.1, XP_048621760.1, XP_013670951.1, XP_048637625.1
OG0006540	evm.model.RL_5.615	XP_013708448.2, XP_013657566.2, XP_048621609.1, XP_013716265.2
OG0006541	evm.model.RL_5.3639	XP_013669937.2, XP_013651632.2, XP_013708420.2, XP_013722085.1, XP_013642270.2, XP_048612718.1
OG0006542	evm.model.RL_3.1211	XP_013658803.1, XP_013705685.2, XP_013701292.2, XP_013652287.1, XP_013652245.2, XP_013731631.1
OG0006543	evm.model.RL_8.164	XP_013679621.1, XP_013739202.2, XP_013722773.2, XP_013731949.2
OG0006544	evm.model.RL_1.2173	XP_022559640.1, XP_013751683.1, XP_048635201.1, XP_048632524.1, XP_048609210.1
OG0006545	evm.model.RL_8.438, evm.model.RL_1.1839	XP_022554432.1, XP_013720663.1
OG0006549	evm.model.RL_2.1769	XP_048596775.1, XP_013740433.1, XP_013701026.1, XP_048618624.1, XP_013741428.2
OG0006551	evm.model.RL_7.846, evm.model.RL_7.844, evm.model.RL_7.848, evm.model.RL_7.812	XP_022574297.1
OG0006552	evm.model.RL_5.2387	XP_048593614.1
OG0006554	evm.model.RL_7.2665	XP_048624459.1, XP_013728317.1, XP_013674482.2, XP_022552699.2, XP_013644859.1, XP_013693373.1
OG0006555	evm.model.RL_2.565	XP_048608319.1, XP_048635426.1, XP_048600217.1, XP_013742216.2
OG0006556	evm.model.RL_2.1408	XP_013668878.1, XP_013655380.2, XP_022571120.1, XP_013703783.2, XP_013737234.1
OG0006564	evm.model.RL_4.863	XP_048607072.1
OG0006570	evm.model.RL_2.2369	XP_048593675.1, XP_022554684.1, XP_013734582.1, XP_013696793.2
OG0006571	evm.model.RL_2.2378	XP_048593671.1, XP_013712050.1, XP_022559011.2, NP_001302600.1, XP_013707714.2
OG0006572	evm.model.RL_2.2387	XP_013703370.2, XP_013685578.1, XP_048601381.1, XP_013668247.2
OG0006573	evm.model.RL_2.2393	XP_013711504.1, XP_013656352.1, XP_013670978.2, XP_013670979.2, XP_013706840.1, XP_013685579.1
OG0006574	evm.model.RL_2.2441	XP_013681545.2, XP_013661493.2, XP_013676611.1, XP_048637503.1
OG0006575	evm.model.RL_2.2443	XP_013692396.2, XP_013670819.2, XP_013661494.2, XP_013681554.2
OG0006576	evm.model.RL_2.2485	XP_048637298.1, XP_013696961.1, XP_013681637.2, XP_048620474.1
OG0006577	evm.model.RL_2.2516	XP_013703989.1, XP_048620561.1, XP_013713949.1, XP_013667788.1
OG0006579	evm.model.RL_2.2560	XP_013706456.2, XP_013668574.2, XP_013706457.1, XP_013741634.1
OG0006580	evm.model.RL_2.2622	XP_013705427.2, XP_022562147.2, XP_022555894.2, XP_022545736.2
OG0006581	evm.model.RL_2.2639	XP_022561645.2, XP_013716728.1, XP_013652518.2, XP_013669766.1
OG0006582	evm.model.RL_2.2656	XP_022555893.2, XP_048594865.1, XP_022569279.2, XP_013670772.2
OG0006583	evm.model.RL_2.2710	XP_022572748.1, XP_013751272.1
OG0006584	evm.model.RL_2.2729	XP_013697474.1, XP_013665316.2
OG0006585	evm.model.RL_2.2771	XP_013685812.1, XP_048594847.1, XP_013670680.2, XP_013703474.2
OG0006586	evm.model.RL_5.1711	XP_048614201.1, XP_013641845.2, XP_013664408.1, XP_013664627.1
OG0006587	evm.model.RL_2.2782	XP_013656287.2, XP_022555852.1, XP_048601164.1, XP_013661552.2
OG0006589	evm.model.RL_2.2889	XP_013735205.2, XP_013656012.2, XP_048619293.1, XP_022572765.2
OG0006590	evm.model.RL_2.2905	XP_013738410.2, XP_022562683.1, XP_013656208.1, XP_013656237.1
OG0006591	evm.model.RL_2.2921	XP_013657703.1, XP_013735221.2
OG0006592	evm.model.RL_2.2994	XP_013656174.2, XP_013666765.1, XP_048628412.1, XP_022569991.1, XP_013648908.1
OG0006593	evm.model.RL_2.3007	XP_013731041.1, XP_022550176.2, XP_048606326.1, XP_048594793.1
OG0006594	evm.model.RL_2.3021	XP_013724983.2, XP_022562711.1
OG0006595	evm.model.RL_2.3022	XP_013670604.2, XP_013731020.2, XP_013724995.2, XP_022572803.1
OG0006596	evm.model.RL_2.3034	XP_013717993.2, XP_013732491.1, XP_013670595.1, XP_013750351.1
OG0006597	evm.model.RL_2.3048	XP_013718079.2, XP_013718078.2
OG0006598	evm.model.RL_5.2830	XP_013644569.1, XP_048594561.1, XP_013691232.2, XP_048592544.1, XP_013722674.1
OG0006599	evm.model.RL_5.2714	XP_048635490.1, XP_048614479.1, XP_048635157.1, XP_013656878.1, XP_013662293.1
OG0006601	evm.model.RL_2.1246	XP_048626204.1, XP_048623484.1, XP_013671361.1, XP_013655783.2
OG0006602	evm.model.RL_2.1245	XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2
OG0006603	evm.model.RL_2.1221	XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2
OG0006604	evm.model.RL_6.1665	XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2
OG0006605	evm.model.RL_4.954	XP_022568423.1, XP_022548025.2
OG0006606	evm.model.RL_5.824	XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2
OG0006607	evm.model.RL_3.539	XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1
OG0006608	evm.model.RL_5.914	XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2
OG0006609	evm.model.RL_3.427, evm.model.RL_3.428	XP_013672279.3, XP_013670394.1, XP_048601761.1
OG0006610	evm.model.RL_5.1002	XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2
OG0006611	evm.model.RL_5.1009	XP_048613951.1, XP_048638132.1, XP_013657437.1, XP_013662136.2
OG0006612	evm.model.RL_5.1043	XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2
OG0006613	evm.model.RL_5.1361	XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2
OG0006615	evm.model.RL_7.2686	XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1
OG0006616	evm.model.RL_7.2716.3.687c84be	XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2
OG0006617	evm.model.RL_7.2556	XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1
OG0006618	evm.model.RL_5.1231	XP_013657358.1, XP_013677812.2, XP_013664668.2, XP_013712420.1
OG0006619	evm.model.RL_5.1217	XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2
OG0006620	evm.model.RL_7.2478	XP_013644800.2, XP_013750556.1, XP_013714527.2
OG0006621	evm.model.RL_7.2457	XP_048600321.1, XP_048602866.1, XP_013705352.1, XP_013647531.2
OG0006622	evm.model.RL_7.2436	XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1
OG0006623	evm.model.RL_7.2385	XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1
OG0006624	evm.model.RL_7.2380	XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1
OG0006625	evm.model.RL_7.2357	XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2
OG0006626	evm.model.RL_7.2354	XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1
OG0006627	evm.model.RL_7.2328	XP_013710607.1
OG0006628	evm.model.RL_7.2323	XP_013681198.2, XP_048628346.1, XP_048600635.1, XP_048618049.1, XP_048591351.1
OG0006629	evm.model.RL_7.2261	XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2
OG0006630	evm.model.RL_7.2259	XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1
OG0006631	evm.model.RL_7.2218	XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2
OG0006632	evm.model.RL_7.2183	XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1
OG0006634	evm.model.RL_7.2124	XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2
OG0006635	evm.model.RL_8.1546	XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1
OG0006636	evm.model.RL_3.853	XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1
OG0006637	evm.model.RL_3.867	XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1
OG0006638	evm.model.RL_3.871	XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2
OG0006639	evm.model.RL_1.3126	XP_013744444.1, XP_013670908.1
OG0006640	evm.model.RL_8.2174	XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2
OG0006641	evm.model.RL_3.595	XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1
OG0006642	evm.model.RL_2.202	XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1
OG0006643	evm.model.RL_2.185	XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1
OG0006644	evm.model.RL_3.90	XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1
OG0006645	evm.model.RL_3.168	XP_013659334.1, XP_013673443.1
OG0006646	evm.model.RL_3.184	XP_013716597.1, XP_013726431.1, XP_013673463.1, XP_048625913.1
OG0006647	evm.model.RL_6.2189	XP_013683634.2
OG0006648	evm.model.RL_1.814	XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1
OG0006649	evm.model.RL_1.820	XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1
OG0006650	evm.model.RL_2.3071	XP_013643267.1, XP_022561138.1, XP_048619344.1
OG0006651	evm.model.RL_1.837	XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2
OG0006652	evm.model.RL_1.885, evm.model.RL_4.3228, evm.model.RL_4.3183	XP_013707500.1, XP_013668322.1
OG0006653	evm.model.RL_1.913	XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1
OG0006654	evm.model.RL_1.964	XP_048632326.1, XP_013672776.1, XP_013750225.2
OG0006655	evm.model.RL_1.987	XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2
OG0006656	evm.model.RL_1.1003.2.687c87ec	XP_013750247.2, XP_013750344.1, XP_013714572.1, XP_013730876.2
OG0006657	evm.model.RL_1.1014	XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1
OG0006658	evm.model.RL_1.1013	XP_013647549.2, XP_013640204.2, XP_013640177.1
OG0006659	evm.model.RL_1.1050	XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2
OG0006660	evm.model.RL_1.1071	XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1
OG0006661	evm.model.RL_1.1083	XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1
OG0006662	evm.model.RL_1.1093	XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1
OG0006663	evm.model.RL_1.1117	XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1
OG0006664	evm.model.RL_1.1123	XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1
OG0006665	evm.model.RL_1.1147	XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1
OG0006666	evm.model.RL_8.1067	XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1
OG0006667	evm.model.RL_4.1643	XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1
OG0006668	evm.model.RL_2.2012	XP_013656503.1, XP_013735585.1, XP_013739604.2, XP_013671264.1
OG0006669	evm.model.RL_8.1213	XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2
OG0006670	evm.model.RL_8.1235	XP_013708231.2, XP_048604064.1, XP_048598178.1
OG0006671	evm.model.RL_8.1340	XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2
OG0006672	evm.model.RL_8.1353	XP_013714262.1, XP_013687550.2, XP_013702352.1
OG0006673	evm.model.RL_8.1407	XP_013710479.1, XP_013687878.2, XP_013662781.1
OG0006674	evm.model.RL_8.1406	XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2
OG0006675	evm.model.RL_8.1434	XP_013715030.2, XP_048604525.1, XP_013682790.2, XP_022570427.2
OG0006676	evm.model.RL_8.1509	XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2
OG0006677	evm.model.RL_8.1473	XP_013676258.2, XP_048607686.1, XP_013714574.1, XP_013666774.1
OG0006678	evm.model.RL_8.1533	XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1
OG0006680	evm.model.RL_8.1543	XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1
OG0006681	evm.model.RL_8.1552	XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1
OG0006682	evm.model.RL_8.1592	XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1
OG0006683	evm.model.RL_8.2755	XP_048593601.1
OG0006684	evm.model.RL_8.1657	XP_013714543.2, XP_013666908.1, XP_013686889.1, XP_048621019.1
OG0006685	evm.model.RL_8.1704	XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2
OG0006686	evm.model.RL_8.1727	XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2
OG0006687	evm.model.RL_8.1792	XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1
OG0006688	evm.model.RL_8.1803.1.687c855d	XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2
OG0006689	evm.model.RL_8.1826	XP_013740321.1, XP_022566625.1, XP_013665825.1
OG0006690	evm.model.RL_8.1839.2.687c855e	XP_013693855.1, XP_013656868.1
OG0006691	evm.model.RL_4.745	XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1
OG0006692	evm.model.RL_4.2324	XP_048625840.1, XP_013674566.1, XP_048625198.1, XP_013666230.1, XP_013706050.1, XP_013712665.1
OG0006693	evm.model.RL_4.2328	XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2
OG0006694	evm.model.RL_4.2338	XP_013668031.2, XP_013667992.1, XP_013752219.1, XP_013728244.1
OG0006695	evm.model.RL_4.2344	XP_013668020.1, XP_013720806.2, XP_013716135.2, XP_013752193.1
OG0006696	evm.model.RL_4.2523	XP_013666123.2, XP_013731649.2, XP_048602758.1, XP_013712410.2
OG0006697	evm.model.RL_4.2531	XP_013726515.2, XP_048598387.1, XP_013701925.1
OG0006698	evm.model.RL_4.2561	XP_048603629.1, XP_013712370.1, XP_048602766.1, XP_013680285.1, XP_048607842.1
OG0006699	evm.model.RL_4.2569	XP_013653520.1, XP_048598406.1
OG0006700	evm.model.RL_4.2598	XP_013715557.2, XP_013722876.1, XP_048625230.1, XP_013726807.2, XP_013680300.1
OG0006701	evm.model.RL_8.2492.3.687c8561	XP_013659214.2, XP_013647087.1, XP_013642913.1, XP_048616570.1, XP_013701025.2
OG0006702	evm.model.RL_4.2659	XP_022549482.2, XP_022569883.2
OG0006703	evm.model.RL_4.2689	XP_013680340.1, XP_048625081.1, XP_048623104.1
OG0006704	evm.model.RL_4.2708	XP_048602690.1, XP_013692801.2, XP_013680354.1, XP_022566585.2
OG0006705	evm.model.RL_4.2720	XP_013680479.1, XP_048625018.1, XP_013715472.1, XP_048623117.1
OG0006706	evm.model.RL_4.2745	XP_048623133.1, XP_013715721.1, XP_048603228.1, XP_048602682.1, XP_013680374.1, XP_013680414.2
OG0006707	evm.model.RL_4.2782	XP_013715745.2, XP_048623161.1, XP_013718994.1, XP_048603174.1
OG0006708	evm.model.RL_2.1276	XP_048622101.1, XP_013655804.1, XP_013721644.1, XP_013671329.1
OG0006709	evm.model.RL_2.1283	XP_013655815.2, XP_013733315.1, XP_013676834.1, XP_013721654.2
OG0006710	evm.model.RL_2.1314	XP_048637988.1, XP_048601400.1, XP_013737296.2, XP_022572492.2
OG0006711	evm.model.RL_2.1318	XP_022561926.1, XP_013737295.2, XP_013725815.2, XP_013711203.1
OG0006712	evm.model.RL_2.1356	XP_013737266.2, XP_013707592.2, XP_013723453.2, XP_022574246.2
OG0006713	evm.model.RL_2.1359	XP_013655970.2, XP_013726864.1, XP_048618889.1, XP_013718927.1, XP_013655995.2
OG0006714	evm.model.RL_2.1376	XP_013737244.2, XP_048618893.1, XP_022574234.1, XP_013719829.1
OG0006715	evm.model.RL_2.1407	XP_048601442.1, XP_048638345.1, XP_048632809.1, XP_013703780.2
OG0006716	evm.model.RL_3.1035, evm.model.RL_2.1456	XP_022561692.2, XP_048627625.1, XP_013741350.2, XP_048601462.1, XP_013727873.1
OG0006717	evm.model.RL_2.1482	XP_013678617.1, XP_048629697.1, XP_013672684.1, XP_013730083.1
OG0006718	evm.model.RL_2.1521	XP_013680796.2, XP_013718491.3, XP_048629932.1, XP_013740528.1, XP_013669110.1, XP_013670310.1
OG0006720	evm.model.RL_4.374	XP_013640524.1, XP_013661806.2, XP_013687235.2, XP_022576168.1
OG0006721	evm.model.RL_2.1569	XP_048631600.1, XP_013717493.2, XP_048632907.1, XP_013672014.1, XP_013660923.2
OG0006722	evm.model.RL_2.1575	XP_048595941.1, XP_013668718.1, XP_013717434.1, XP_013741398.2, XP_048631605.1
OG0006723	evm.model.RL_2.1280	XP_013742006.1, XP_013737313.1, XP_013721563.2, XP_013676836.1
OG0006724	evm.model.RL_2.1648	XP_013669699.3, XP_022546601.1, XP_022572589.2, XP_013717210.1
OG0006725	evm.model.RL_2.1680	XP_013647043.1, XP_048601566.1, XP_013695688.2, XP_022561681.2
OG0006726	evm.model.RL_2.1692	XP_013654831.1, XP_013685753.1, XP_013642962.1, XP_013664729.1
OG0006727	evm.model.RL_2.1768	XP_013702616.2, XP_013682678.3, XP_013672082.1, XP_013733979.1
OG0006728	evm.model.RL_2.1861	XP_013697315.2, XP_013738530.1, XP_013694106.1, XP_048618845.1
OG0006729	evm.model.RL_2.1865	XP_048618874.1, XP_013731006.1, XP_013738557.1, XP_013655491.1
OG0006730	evm.model.RL_2.1878	XP_048597189.1, XP_048600056.1
OG0006731	evm.model.RL_2.1889	XP_048619019.1, XP_013739158.2
OG0006732	evm.model.RL_2.1895	XP_048619039.1, XP_022571853.2, XP_013738749.2, XP_013671476.2
OG0006733	evm.model.RL_2.1912	XP_013671492.2, XP_013710272.2, XP_013737711.2, XP_048619049.1
OG0006734	evm.model.RL_2.1915	XP_013710277.2, XP_013671495.2, XP_022561948.1, XP_013737713.2
OG0006735	evm.model.RL_2.1916	XP_013737714.2, XP_022561439.2, XP_013671496.2, XP_013710263.2
OG0006736	evm.model.RL_2.1927	XP_013738031.1, XP_013644244.1, XP_013669928.2, XP_048597375.1
OG0006737	evm.model.RL_2.1929	XP_048619051.1, XP_013738028.2, XP_013671506.2, XP_048597387.1
OG0006738	evm.model.RL_5.2601	XP_013663765.1, XP_048637025.1, XP_013639904.1, XP_013717441.1, XP_013717442.1
OG0006739	evm.model.RL_5.2449	XP_013715149.2, XP_013712169.1, XP_048596195.1, NP_001303102.1, XP_048615450.1
OG0006740	evm.model.RL_6.2430, evm.model.RL_5.1659	XP_022566521.1, XP_013657272.1, XP_013723275.2, XP_013646686.2
OG0006741	evm.model.RL_5.2350	XP_013693701.2, XP_013703985.1, XP_048627982.1, XP_048604965.1, XP_022571218.2
OG0006742	evm.model.RL_5.2371	XP_013640831.2, XP_013701953.1
OG0006743	evm.model.RL_5.1373	XP_013641532.2, XP_013749582.1, XP_013675203.2, XP_013659346.1
OG0006745	evm.model.RL_5.2266	XP_048593584.1, XP_013698719.1, XP_048599491.1, XP_013698411.3
OG0006746	evm.model.RL_5.3106	XP_048606845.1, XP_013656968.1
OG0006747	evm.model.RL_5.613	XP_013716260.2
OG0006748	evm.model.RL_2.1934	XP_048619254.1, XP_013738000.2, XP_013644226.2, XP_013644239.2
OG0006749	evm.model.RL_5.3121	XP_022559120.2, XP_048596090.1, XP_013653229.2, XP_022570682.1
OG0006750	evm.model.RL_5.2284	XP_013718811.2, XP_048599498.1, XP_013667425.2, XP_022559156.1
OG0006751	evm.model.RL_5.3113.1.687c88bf	XP_013685419.1, XP_013662503.1, XP_013727915.1
OG0006752	evm.model.RL_1.2481, evm.model.RL_1.3183	XP_013653137.1, XP_048593082.1, XP_013732475.2
OG0006753	evm.model.RL_5.3047	XP_013651563.2, XP_013690796.1, XP_048593906.1, XP_013685405.1
OG0006754	evm.model.RL_5.3014	XP_048626639.1, XP_048593895.1, XP_022555673.1, XP_048592596.1, XP_048619600.1
OG0006755	evm.model.RL_5.3012	XP_013662630.1, XP_013697720.1, XP_022555674.1, XP_013656905.1, XP_048593896.1
OG0006756	evm.model.RL_5.3008	XP_013695501.1, XP_013655100.2
OG0006757	evm.model.RL_5.2992	XP_013656897.1, XP_022570509.1, XP_022548380.1, XP_013693508.1
OG0006758	evm.model.RL_5.2953	XP_013662604.2, XP_022548377.1, XP_013656853.1, XP_013656838.1
OG0006759	evm.model.RL_5.2937	XP_022555538.1, XP_013655073.1, XP_013708355.1, XP_048596582.1
OG0006760	evm.model.RL_5.2902	XP_013656812.2, XP_013712940.1, XP_013662476.1, XP_048614693.1
OG0006761	evm.model.RL_5.2891	XP_013739530.2, XP_013656805.2, XP_013732822.1, XP_048592566.1
OG0006762	evm.model.RL_5.2864	XP_013703849.2, XP_013703725.1
OG0006763	evm.model.RL_5.2843	XP_013659419.1, XP_013644576.1, XP_013689314.2, XP_048618740.1, XP_013718327.2
OG0006764	evm.model.RL_2.3094	XP_013733033.1, XP_013654945.2, XP_022561475.1, XP_048622909.1
OG0006765	evm.model.RL_2.3150	NP_001302785.1, NP_001303112.1, XP_022575255.2, XP_013704798.2
OG0006766	evm.model.RL_2.3177	XP_013681456.2, XP_048607539.1, XP_013655026.2, XP_013705350.1, XP_048634241.1, XP_013665385.2
OG0006767	evm.model.RL_2.3188	XP_048634204.1, XP_048601005.1, XP_013685616.2, XP_013656627.1
OG0006768	evm.model.RL_2.3230	XP_022550138.2
OG0006769	evm.model.RL_2.3238	XP_048593794.1, XP_022575350.1, XP_022550134.2, XP_013723018.2
OG0006770	evm.model.RL_2.3274	XP_048600964.1, XP_013682869.2, XP_013728989.2, XP_013703201.1
OG0006771	evm.model.RL_2.3277	XP_013706857.1, XP_013656588.1, XP_013723044.1, XP_048630499.1, XP_013707614.1, XP_013728998.1
OG0006773	evm.model.RL_6.163	XP_022563698.2, XP_013664153.1
OG0006774	evm.model.RL_6.117	XP_048621022.1, XP_022548125.2, XP_013671394.2, XP_048633563.1
OG0006775	evm.model.RL_6.36	XP_013712646.2
OG0006777	evm.model.RL_2.3463	XP_013705104.2, XP_013644896.1
OG0006778	evm.model.RL_2.3480	XP_013656761.2, XP_048606265.1, XP_022553321.2, NP_001302568.1
OG0006780	evm.model.RL_2.374	XP_048592861.1, XP_048616553.1, XP_048633360.1, XP_013725646.1
OG0006781	evm.model.RL_6.1632	XP_022556123.2, XP_048629645.1, XP_048610512.1, XP_013659520.2, XP_013747305.1
OG0006782	evm.model.RL_8.869	XP_013712255.1, XP_048631943.1
OG0006783	evm.model.RL_5.2377	XP_013696653.1, XP_013706390.2, XP_013711231.2, XP_048617179.1
OG0006784	evm.model.RL_6.1509	XP_048631198.1, XP_048608430.1, XP_013744904.2, XP_013730198.1, XP_013730200.1
