Orthogroup	Cardamine_amara	Alyssum_gmelinii
OG0008322	evm.model.RL_1.1778	Ag005G453450
OG0008323	evm.model.RL_1.1780	Ag005G453420
OG0008324	evm.model.RL_1.1786	Ag005G453340
OG0008325	evm.model.RL_1.1816	Ag005G451030
OG0008326	evm.model.RL_1.1850	Ag005G449530
OG0008327	evm.model.RL_1.1853	Ag005G449480
OG0008328	evm.model.RL_1.1931	Ag003G230630, Ag003G221040, Ag003G221020
OG0008329	evm.model.RL_7.915	Ag001G075780
OG0008330	evm.model.RL_1.1981	Ag005G445090
OG0008331	evm.model.RL_2.1045	Ag001G034290
OG0008332	evm.model.RL_1.2149	Ag005G438410
OG0008333	evm.model.RL_1.2205	Ag005G436110
OG0008334	evm.model.RL_1.2229	Ag013G741530, Ag005G435240
OG0008335	evm.model.RL_1.2307	Ag005G431370
OG0008336	evm.model.RL_1.2322	Ag005G430970
OG0008337	evm.model.RL_1.2406	Ag007G583490
OG0008338	evm.model.RL_8.1358	Ag008G683550
OG0008339	evm.model.RL_1.3006	Ag005G411310
OG0008340	evm.model.RL_1.2740	Ag005G419550
OG0008341	evm.model.RL_1.2769	Ag005G419200
OG0008342	evm.model.RL_1.2783	Ag005G418800
OG0008343	evm.model.RL_1.2813	Ag005G418040
OG0008344	evm.model.RL_1.2835	Ag005G417790
OG0008345	evm.model.RL_1.2867	Ag005G417230
OG0008346	evm.model.RL_1.2879	Ag002G177790
OG0008347	evm.model.RL_1.2926	Ag005G415970
OG0008348	evm.model.RL_1.2930	Ag005G415830
OG0008349	evm.model.RL_1.2932	Ag005G415780
OG0008350	evm.model.RL_1.2957	Ag005G414350
OG0008351	evm.model.RL_1.3043	Ag005G410170
OG0008352	evm.model.RL_1.3037	Ag005G410440
OG0008353	evm.model.RL_1.3057.1.687c87f1	Ag005G409460
OG0008354	evm.model.RL_7.2201	Ag005G407200
OG0008355	evm.model.RL_1.3141	Ag005G405510
OG0008356	evm.model.RL_1.3212	Ag005G403420
OG0008357	evm.model.RL_5.3974	Ag001G000850
OG0008358	evm.model.RL_5.3964	Ag001G000960
OG0008359	evm.model.RL_5.3917	Ag001G003190, Ag001G002280
OG0008360	evm.model.RL_4.14	Ag002G123630
OG0008361	evm.model.RL_5.3910	Ag001G002470
OG0008362	evm.model.RL_5.3853	Ag001G004390
OG0008364	evm.model.RL_5.3813	Ag001G005790
OG0008365	evm.model.RL_5.3804	Ag001G006150
OG0008366	evm.model.RL_5.3795	Ag001G006290, Ag004G370360, Ag003G262430
OG0008367	evm.model.RL_5.3781.4.687c88c5	Ag001G006710
OG0008369	evm.model.RL_5.3774	Ag001G006920
OG0008370	evm.model.RL_5.3764	Ag001G007030
OG0008371	evm.model.RL_5.1874	Ag001G009600
OG0008372	evm.model.RL_5.1883	Ag001G009960
OG0008373	evm.model.RL_5.1903	Ag001G010550
OG0008374	evm.model.RL_5.1928	Ag001G011200
OG0008375	evm.model.RL_5.1985	Ag001G014320
OG0008376	evm.model.RL_5.2014	Ag007G627580, Ag001G015820
OG0008377	evm.model.RL_5.2019	Ag001G015990
OG0008378	evm.model.RL_5.2097	Ag001G021320
OG0008379	evm.model.RL_5.2115	Ag001G022930
OG0008380	evm.model.RL_2.1166	Ag001G029170
OG0008381	evm.model.RL_2.1151	Ag001G029820, Ag001G031060
OG0008382	evm.model.RL_6.1579	Ag002G161880
OG0008383	evm.model.RL_6.1573	Ag002G161540
OG0008384	evm.model.RL_6.1570	Ag002G161380
OG0008385	evm.model.RL_7.1196	Ag001G065120
OG0008386	evm.model.RL_7.1173	Ag001G064560
OG0008387	evm.model.RL_7.1158	Ag001G064280
OG0008388	evm.model.RL_7.1149	Ag001G068520
OG0008389	evm.model.RL_7.1113	Ag001G069840
OG0008390	evm.model.RL_7.1098	Ag001G070660
OG0008391	evm.model.RL_7.1032	Ag001G072730
OG0008392	evm.model.RL_7.1022	Ag001G072960
OG0008393	evm.model.RL_7.1003	Ag001G073240, Ag002G179370
OG0008394	evm.model.RL_7.991	Ag001G073500
OG0008395	evm.model.RL_7.971	Ag001G074430
OG0008396	evm.model.RL_7.1217	Ag001G066250
OG0008397	evm.model.RL_7.945	Ag001G074910
OG0008398	evm.model.RL_7.944	Ag001G074990
OG0008399	evm.model.RL_7.906.1.687c84b6	Ag001G076020
OG0008400	evm.model.RL_7.948	Ag001G074870
OG0008401	evm.model.RL_7.909	Ag001G075990
OG0008402	evm.model.RL_7.881	Ag001G076500
OG0008403	evm.model.RL_7.821	Ag001G078580
OG0008404	evm.model.RL_7.809	Ag001G080560, Ag001G078720
OG0008405	evm.model.RL_7.758	Ag001G080470
OG0008406	evm.model.RL_7.721	Ag001G081610
OG0008407	evm.model.RL_7.668	Ag001G083390, Ag001G083360
OG0008408	evm.model.RL_7.602	Ag001G085150
OG0008409	evm.model.RL_7.536	Ag001G086370
OG0008410	evm.model.RL_7.518	Ag001G087940
OG0008411	evm.model.RL_7.499	Ag001G088450
OG0008412	evm.model.RL_7.498	Ag001G088460
OG0008413	evm.model.RL_7.491	Ag001G088600
OG0008414	evm.model.RL_7.485	Ag001G088670
OG0008415	evm.model.RL_7.474	Ag001G088830
OG0008416	evm.model.RL_7.473	Ag001G088840
OG0008417	evm.model.RL_6.2414	Ag002G195630
OG0008418	evm.model.RL_2.212	Ag002G130870, Ag007G650460, Ag002G130890
OG0008419	evm.model.RL_7.417	Ag001G090640
OG0008420	evm.model.RL_7.408	Ag001G090790
OG0008421	evm.model.RL_7.406	Ag001G090820
OG0008422	evm.model.RL_7.394	Ag001G091220
OG0008423	evm.model.RL_7.391	Ag001G091290
OG0008424	evm.model.RL_7.382	Ag001G091530
OG0008425	evm.model.RL_7.353	Ag001G092160
OG0008426	evm.model.RL_7.344	Ag001G092450
OG0008427	evm.model.RL_7.325	Ag001G092750
OG0008428	evm.model.RL_7.310	Ag001G093190, Ag001G093200
OG0008429	evm.model.RL_7.300	Ag001G093400
OG0008430	evm.model.RL_7.193	Ag001G095570
OG0008431	evm.model.RL_7.175	Ag001G096180
OG0008432	evm.model.RL_7.172	Ag001G096210, Ag004G338380
OG0008433	evm.model.RL_7.156	Ag001G096540
OG0008434	evm.model.RL_7.146	Ag001G096750
OG0008435	evm.model.RL_7.150	Ag001G096710
OG0008437	evm.model.RL_7.74	Ag001G098210
OG0008438	evm.model.RL_7.71	Ag001G098250
OG0008440	evm.model.RL_7.37	Ag001G098730, Ag001G064480, Ag001G064470
OG0008441	evm.model.RL_5.3877.1.687c88c5	Ag001G003610
OG0008442	evm.model.RL_5.3851	Ag001G004410
OG0008443	evm.model.RL_2.2479	Ag001G084060
OG0008445	evm.model.RL_4.242	Ag002G106620, Ag002G110260
OG0008446	evm.model.RL_8.549	Ag002G143010
OG0008447	evm.model.RL_6.1930	Ag002G175560
OG0008450	evm.model.RL_3.1630	Ag003G239890
OG0008452	evm.model.RL_2.2354, evm.model.RL_2.2353	Ag003G254040, Ag019G742950
OG0008453	evm.model.RL_2.2706	Ag003G272070
OG0008454	evm.model.RL_2.2876	Ag003G275470
OG0008455	evm.model.RL_2.2735	Ag003G279560
OG0008456	evm.model.RL_5.535	Ag004G305970
OG0008457	evm.model.RL_5.668, evm.model.RL_5.667	Ag004G308080
OG0008458	evm.model.RL_5.797	Ag004G309920
OG0008459	evm.model.RL_5.969	Ag004G313070
OG0008460	evm.model.RL_8.885	Ag004G316710
OG0008463	evm.model.RL_3.1492	Ag004G344150
OG0008464	evm.model.RL_3.1222	Ag004G353150
OG0008465	evm.model.RL_3.1217	Ag004G353220
OG0008466	evm.model.RL_3.1052	Ag004G357950
OG0008468	evm.model.RL_1.1024	Ag005G473720
OG0008469	evm.model.RL_4.3224	Ag006G494810
OG0008471	evm.model.RL_6.959	Ag007G595550
OG0008472	evm.model.RL_4.550	Ag007G641180
OG0008473	evm.model.RL_8.2021	Ag007G654270
OG0008474	evm.model.RL_7.2489	Ag008G663150
OG0008475	evm.model.RL_8.1381	Ag008G684280
OG0008476	evm.model.RL_8.1860	Ag008G704550
OG0008477	evm.model.RL_4.1452	Ag008G714140
OG0008478	evm.model.RL_4.1221	Ag008G721260
OG0008479	evm.model.RL_8.2315	Ag008G727650
OG0008480	evm.model.RL_8.2679	Ag008G733690
OG0008504	evm.model.RL_2.2338	Ag003G253790
OG0008505	evm.model.RL_2.2380	Ag003G254910
OG0008506	evm.model.RL_2.2403	Ag003G255630
OG0008507	evm.model.RL_2.2416	Ag003G256070
OG0008508	evm.model.RL_2.2425	Ag003G256220
OG0008509	evm.model.RL_2.2510	Ag003G259190
OG0008510	evm.model.RL_2.2511	Ag003G259350, Ag001G083680
OG0008511	evm.model.RL_2.2515	Ag003G259440
OG0008512	evm.model.RL_2.2517	Ag003G259700
OG0008513	evm.model.RL_2.2525	Ag003G260300
OG0008514	evm.model.RL_2.2542	Ag003G261380
OG0008515	evm.model.RL_2.2547	Ag003G261860
OG0008517	evm.model.RL_2.2558	Ag003G265570, Ag003G266380
OG0008518	evm.model.RL_4.1662	Ag008G719030
OG0008519	evm.model.RL_2.2592	Ag003G266830
OG0008520	evm.model.RL_2.2595	Ag003G266860
OG0008521	evm.model.RL_2.2653	Ag003G268860
OG0008522	evm.model.RL_2.2667	Ag003G269820
OG0008523	evm.model.RL_2.2686	Ag003G270910
OG0008524	evm.model.RL_2.2696	Ag003G271420
OG0008525	evm.model.RL_2.2700	Ag003G271620
OG0008526	evm.model.RL_2.2726	Ag003G273180
OG0008527	evm.model.RL_2.2732.1.687c86e7	Ag003G279740
OG0008528	evm.model.RL_2.2734	Ag003G279610
OG0008529	evm.model.RL_2.2779	Ag003G278500
OG0008530	evm.model.RL_2.2810	Ag003G277660, Ag003G277650
OG0008531	evm.model.RL_2.2807	Ag003G277760
OG0008532	evm.model.RL_2.2808	Ag003G277680
OG0008533	evm.model.RL_2.2833	Ag003G276740
OG0008534	evm.model.RL_2.2784	Ag003G278260
OG0008535	evm.model.RL_2.2844	Ag003G276580
OG0008536	evm.model.RL_2.2845.4.687c86e7	Ag003G276570
OG0008537	evm.model.RL_2.2846	Ag003G276530
OG0008538	evm.model.RL_2.2851	Ag003G276430
OG0008540	evm.model.RL_2.2946	Ag003G281140, Ag003G281160
OG0008541	evm.model.RL_2.2923	Ag003G273510
OG0008542	evm.model.RL_7.1337, evm.model.RL_2.2910	Ag003G273900
OG0008543	evm.model.RL_2.2965	Ag003G281660
OG0008544	evm.model.RL_2.2968	Ag003G281900
OG0008545	evm.model.RL_2.2977	Ag003G282090
OG0008546	evm.model.RL_2.2998	Ag003G282620
OG0008547	evm.model.RL_2.3015	Ag003G283010
OG0008548	evm.model.RL_5.2811	Ag007G579360
OG0008549	evm.model.RL_5.2784	Ag007G578890
OG0008550	evm.model.RL_5.2777	Ag007G578790
OG0008551	evm.model.RL_5.2762	Ag007G578640
OG0008552	evm.model.RL_5.2741	Ag007G578420
OG0008553	evm.model.RL_5.2718	Ag007G578160
OG0008554	evm.model.RL_2.1263	Ag001G101240
OG0008555	evm.model.RL_2.1257	Ag001G101330
OG0008556	evm.model.RL_2.1223	Ag001G101730
OG0008557	evm.model.RL_5.1085	Ag004G315390
OG0008558	evm.model.RL_3.752	Ag004G364900, Ag004G365460
OG0008559	evm.model.RL_3.750	Ag004G365480, Ag004G364940
OG0008560	evm.model.RL_3.674	Ag004G366590
OG0008562	evm.model.RL_3.571	Ag004G368020
OG0008563	evm.model.RL_5.849	Ag004G310800
OG0008564	evm.model.RL_3.557	Ag004G369010
OG0008565	evm.model.RL_3.487	Ag004G370490
OG0008566	evm.model.RL_3.484.2.687c84ba	Ag004G370680
OG0008567	evm.model.RL_3.383	Ag004G372770
OG0008568	evm.model.RL_3.373.1.687c84ba	Ag004G372630
OG0008569	evm.model.RL_1.2303	Ag005G431620
OG0008570	evm.model.RL_3.362	Ag004G374680
OG0008571	evm.model.RL_3.350	Ag004G375170
OG0008572	evm.model.RL_3.346	Ag004G375430
OG0008573	evm.model.RL_3.331	Ag004G376530
OG0008574	evm.model.RL_3.328	Ag004G375720, Ag004G376760, Ag004G375710, Ag007G623930, Ag004G376780
OG0008575	evm.model.RL_3.324	Ag004G376860
OG0008576	evm.model.RL_3.298	Ag004G314290, Ag004G377840
OG0008577	evm.model.RL_5.1051	Ag004G314770
OG0008578	evm.model.RL_5.1367	Ag004G322690
OG0008579	evm.model.RL_7.2705	Ag005G441270
OG0008580	evm.model.RL_7.2641	Ag005G406700, Ag005G406690
OG0008582	evm.model.RL_7.2594	Ag005G455180
OG0008583	evm.model.RL_7.2566	Ag008G661260
OG0008584	evm.model.RL_7.2516	Ag008G662480
OG0008585	evm.model.RL_7.2498	Ag008G662980
OG0008586	evm.model.RL_7.2460	Ag008G663700
OG0008588	evm.model.RL_7.2426	Ag008G665190
OG0008589	evm.model.RL_7.2411	Ag008G665820
OG0008590	evm.model.RL_7.2373	Ag008G666700
OG0008591	evm.model.RL_7.2361	Ag008G667150
OG0008592	evm.model.RL_7.2340	Ag008G667800
OG0008593	evm.model.RL_7.2337	Ag008G667820
OG0008594	evm.model.RL_7.2312	Ag008G668700
OG0008595	evm.model.RL_7.2291	Ag008G668990
OG0008596	evm.model.RL_5.1973	Ag008G669090
OG0008597	evm.model.RL_7.2242	Ag008G671130
OG0008598	evm.model.RL_7.2241	Ag008G671210
OG0008599	evm.model.RL_7.2203	Ag006G513330
OG0008600	evm.model.RL_7.2200	Ag008G672310
OG0008603	evm.model.RL_7.2152	Ag008G679240, Ag008G682460
OG0008604	evm.model.RL_7.2080	Ag007G608060
OG0008605	evm.model.RL_7.2078	Ag006G573590
OG0008606	evm.model.RL_3.1006	Ag004G359520
OG0008608	evm.model.RL_3.957	Ag004G360620
OG0008609	evm.model.RL_3.920	Ag004G364190
OG0008610	evm.model.RL_3.10	Ag004G401990
OG0008611	evm.model.RL_3.14	Ag004G401850
OG0008612	evm.model.RL_3.39	Ag004G400260
OG0008613	evm.model.RL_3.41	Ag004G400190
OG0008614	evm.model.RL_3.77	Ag004G397050
OG0008615	evm.model.RL_3.87	Ag004G390680, Ag004G395410
OG0008616	evm.model.RL_1.2923, evm.model.RL_3.100	Ag004G389700, Ag004G394770
OG0008617	evm.model.RL_3.164	Ag006G519370, Ag004G386020
OG0008618	evm.model.RL_3.163	Ag004G386030, Ag006G519360
OG0008619	evm.model.RL_3.186	Ag004G382290
OG0008620	evm.model.RL_3.228	Ag004G380560
OG0008621	evm.model.RL_1.1163	Ag005G470870
OG0008622	evm.model.RL_8.1823	Ag008G702760
OG0008623	evm.model.RL_6.2253	Ag002G189980
OG0008624	evm.model.RL_6.2225	Ag002G188730
OG0008625	evm.model.RL_6.2232	Ag002G189250
OG0008626	evm.model.RL_1.841	Ag005G477680
OG0008627	evm.model.RL_4.3168	Ag006G496060
OG0008628	evm.model.RL_1.932	Ag005G475810
OG0008629	evm.model.RL_1.980	Ag005G474740
OG0008630	evm.model.RL_1.999	Ag005G474440
OG0008631	evm.model.RL_1.1008	Ag005G474190
OG0008632	evm.model.RL_1.1055	Ag005G472910
OG0008633	evm.model.RL_1.1060	Ag005G472740
OG0008634	evm.model.RL_1.1097	Ag005G472100, Ag005G471990
OG0008635	evm.model.RL_1.1107	Ag005G472020
OG0008636	evm.model.RL_1.1108.1.687c87ec	Ag005G471970, Ag005G472010
OG0008637	evm.model.RL_1.1125	Ag005G471600
OG0008638	evm.model.RL_1.1140	Ag005G471330
OG0008640	evm.model.RL_8.1135	Ag001G041000
OG0008641	evm.model.RL_8.1151, evm.model.RL_2.1745	Ag001G044820, Ag001G047610
OG0008643	evm.model.RL_8.1191	Ag008G675520
OG0008644	evm.model.RL_8.1194	Ag008G677360
OG0008645	evm.model.RL_8.1209	Ag004G301340, Ag008G664640, Ag002G163030
OG0008646	evm.model.RL_8.1269	Ag008G680250
OG0008647	evm.model.RL_8.1281	Ag008G680750
OG0008648	evm.model.RL_8.1367	Ag008G683450
OG0008650	evm.model.RL_8.1413.2.687c855b	Ag008G683070
OG0008651	evm.model.RL_8.1402	Ag008G684890
OG0008652	evm.model.RL_8.1397	Ag008G684830
OG0008653	evm.model.RL_8.1444.1.687c97c0	Ag008G686530
OG0008655	evm.model.RL_8.1453	Ag008G686990
OG0008657	evm.model.RL_8.1502	Ag008G688320, Ag008G690090
OG0008658	evm.model.RL_8.1466	Ag008G687540
OG0008659	evm.model.RL_8.1514	Ag008G689910, Ag008G688580
OG0008660	evm.model.RL_8.1523	Ag008G689610, Ag008G688820
OG0008661	evm.model.RL_8.1528	Ag008G689140, Ag008G689420
OG0008662	evm.model.RL_8.1588	Ag008G694290
OG0008663	evm.model.RL_8.1604	Ag008G694850
OG0008664	evm.model.RL_8.1614	Ag008G694940
OG0008665	evm.model.RL_8.1637	Ag008G695750
OG0008666	evm.model.RL_8.1645	Ag008G696070
OG0008667	evm.model.RL_8.1646	Ag008G696120
OG0008669	evm.model.RL_8.1710	Ag008G698620
OG0008670	evm.model.RL_8.1712	Ag008G698640
OG0008671	evm.model.RL_8.1730	Ag008G699680
OG0008672	evm.model.RL_8.1746	Ag008G699950
OG0008673	evm.model.RL_8.1748	Ag008G700030
OG0008674	evm.model.RL_8.1774	Ag008G700870
OG0008675	evm.model.RL_8.1788	Ag008G701440
OG0008676	evm.model.RL_8.1795	Ag008G701880
OG0008677	evm.model.RL_8.1806	Ag008G702320
OG0008678	evm.model.RL_8.1838	Ag008G703890
OG0008679	evm.model.RL_8.1862	Ag008G704570
OG0008680	evm.model.RL_8.1878	Ag008G705120
OG0008681	evm.model.RL_8.1879	Ag008G705130
OG0008682	evm.model.RL_4.740	Ag007G644200
OG0008683	evm.model.RL_4.750	Ag007G644550
OG0008684	evm.model.RL_4.751	Ag007G644670
OG0008685	evm.model.RL_4.2295	Ag007G611470
OG0008686	evm.model.RL_4.2297	Ag007G611400
OG0008687	evm.model.RL_4.2314	Ag007G610450
OG0008688	evm.model.RL_4.2317	Ag007G610360
OG0008689	evm.model.RL_4.2318	Ag007G610300
OG0008690	evm.model.RL_4.2323	Ag007G610220
OG0008691	evm.model.RL_4.2350	Ag007G609420
OG0008692	evm.model.RL_4.2354	Ag007G609400
OG0008693	evm.model.RL_4.2367	Ag007G609160
OG0008694	evm.model.RL_4.2389	Ag007G608560
OG0008695	evm.model.RL_4.2402	Ag007G608320
OG0008696	evm.model.RL_4.2404	Ag001G091020, Ag005G489340, Ag001G091090, Ag007G608180
OG0008697	evm.model.RL_4.2412	Ag007G608020
OG0008698	evm.model.RL_4.2456	Ag007G607160
OG0008699	evm.model.RL_4.2512	Ag007G605610
OG0008700	evm.model.RL_4.2532	Ag007G604950
OG0008702	evm.model.RL_4.2562	Ag007G604310
OG0008703	evm.model.RL_4.2594	Ag007G603450
OG0008704	evm.model.RL_4.2617	Ag007G602970
OG0008705	evm.model.RL_4.2622	Ag007G602670
OG0008706	evm.model.RL_4.2653	Ag007G602170
OG0008708	evm.model.RL_4.2680	Ag007G601640
OG0008709	evm.model.RL_4.2704	Ag007G601260
OG0008710	evm.model.RL_4.2726	Ag007G600890
OG0008711	evm.model.RL_4.2757	Ag007G600550
OG0008712	evm.model.RL_4.2761	Ag007G600520
OG0008713	evm.model.RL_4.2769	Ag007G600290
OG0008714	evm.model.RL_4.2788	Ag007G599900
OG0008715	evm.model.RL_2.1275	Ag006G577810
OG0008716	evm.model.RL_2.1316	Ag006G577230
OG0008717	evm.model.RL_2.1321	Ag006G577180
OG0008718	evm.model.RL_2.1331	Ag006G576990
OG0008721	evm.model.RL_2.1351	Ag006G576470
OG0008723	evm.model.RL_2.1435	Ag006G573930
OG0008724	evm.model.RL_4.291	Ag002G104070
OG0008725	evm.model.RL_2.1474	Ag006G572020
OG0008726	evm.model.RL_2.1477	Ag006G571880
OG0008727	evm.model.RL_2.1495	Ag006G571200
OG0008728	evm.model.RL_2.1502	Ag006G570890
OG0008729	evm.model.RL_2.1512	Ag006G570700
OG0008730	evm.model.RL_2.1549	Ag006G559300
OG0008731	evm.model.RL_2.1552	Ag006G559360
OG0008732	evm.model.RL_2.1567	Ag006G559880
OG0008733	evm.model.RL_4.415	Ag006G561500
OG0008734	evm.model.RL_2.1611	Ag006G563350
OG0008735	evm.model.RL_2.1627	Ag006G564070, Ag005G404420
OG0008736	evm.model.RL_2.1649	Ag006G565220
OG0008738	evm.model.RL_2.1764	Ag006G552120, Ag008G705610, Ag005G409050
OG0008739	evm.model.RL_8.555	Ag002G143090
OG0008740	evm.model.RL_2.1778.1.687c86e3	Ag006G551410
OG0008741	evm.model.RL_2.1794	Ag006G550910
OG0008743	evm.model.RL_2.1810	Ag006G550270
OG0008744	evm.model.RL_2.1818	Ag006G547510, Ag006G549620
OG0008745	evm.model.RL_2.1862	Ag006G548200, Ag006G546470
OG0008746	evm.model.RL_3.1442.3.687c84bc	Ag004G345020
OG0008747	evm.model.RL_2.1902	Ag006G544450, Ag006G543120
OG0008748	evm.model.RL_8.747	Ag002G147960
OG0008749	evm.model.RL_5.2614	Ag006G539880, Ag006G537400
OG0008750	evm.model.RL_5.2560	Ag006G539190, Ag006G536620
OG0008751	evm.model.RL_5.2549	Ag006G538820, Ag006G536310
OG0008752	evm.model.RL_5.2542	Ag006G536130
OG0008753	evm.model.RL_5.2523	Ag006G535700
OG0008754	evm.model.RL_5.2470	Ag006G535110
OG0008755	evm.model.RL_5.2327	Ag006G532520
OG0008756	evm.model.RL_5.2328	Ag002G203200
OG0008757	evm.model.RL_5.3130	Ag007G584730
OG0008758	evm.model.RL_5.2295	Ag007G584530
OG0008759	evm.model.RL_5.3104	Ag007G583930
OG0008760	evm.model.RL_5.3068	Ag007G583390
OG0008761	evm.model.RL_3.1739	Ag003G236480
OG0008762	evm.model.RL_5.3002	Ag007G582310
OG0008763	evm.model.RL_5.2997	Ag007G582260
OG0008764	evm.model.RL_5.2954	Ag007G581640
OG0008765	evm.model.RL_5.2868	Ag007G580290
OG0008766	evm.model.RL_5.2850	Ag007G579930
OG0008767	evm.model.RL_5.2844	Ag007G579810
OG0008768	evm.model.RL_5.2835	Ag007G579720
OG0008769	evm.model.RL_2.3095	Ag003G286380
OG0008770	evm.model.RL_2.3100	Ag003G286570
OG0008771	evm.model.RL_2.3129	Ag003G287360, Ag003G287700, Ag003G287710
OG0008772	evm.model.RL_2.3169	Ag003G288830
OG0008774	evm.model.RL_2.3221	Ag003G289970
OG0008775	evm.model.RL_2.3233	Ag003G290390
OG0008776	evm.model.RL_2.3239	Ag003G290720
OG0008777	evm.model.RL_2.3243	Ag003G290830
OG0008778	evm.model.RL_2.3292.1.687c86e8	Ag003G292150
OG0008779	evm.model.RL_2.3294	Ag003G292170
OG0008780	evm.model.RL_2.3315.1.687c86e8	Ag003G292660
OG0008781	evm.model.RL_2.3324	Ag003G292860
OG0008782	evm.model.RL_2.3326	Ag003G292880
OG0008783	evm.model.RL_2.3354	Ag003G293490
OG0008784	evm.model.RL_2.3406	Ag003G295140
OG0008785	evm.model.RL_4.2491, evm.model.RL_2.2277.3.687c86e5	Ag003G252450
OG0008786	evm.model.RL_2.569	Ag007G643500
OG0008787	evm.model.RL_2.547	Ag007G644990
OG0008788	evm.model.RL_2.405	Ag007G646550
OG0008789	evm.model.RL_6.2478	Ag002G197380
OG0008790	evm.model.RL_2.300	Ag007G648130
OG0008791	evm.model.RL_8.59, evm.model.RL_5.2836	Ag007G579730
OG0008793	evm.model.RL_5.2747	Ag007G578490
OG0008794	evm.model.RL_6.1656	Ag002G164330
OG0008796	evm.model.RL_6.1485	Ag002G159680
OG0008798	evm.model.RL_4.590.1.687c86cf	Ag002G157820
OG0008800	evm.model.RL_6.2710	Ag002G202240
OG0008801	evm.model.RL_4.705	Ag005G465980
OG0008802	evm.model.RL_8.746	Ag002G147920
OG0008803	evm.model.RL_8.665	Ag004G341360
OG0008804	evm.model.RL_8.574_evm.model.RL_8.577	Ag002G143770
OG0008805	evm.model.RL_8.558.2.687c8557	Ag002G144840
OG0008806	evm.model.RL_8.547	Ag002G142680
OG0008807	evm.model.RL_8.544	Ag002G142450
OG0008809	evm.model.RL_8.451	Ag002G138390, Ag002G137720
OG0008810	evm.model.RL_8.418	Ag002G131390
OG0008811	evm.model.RL_2.1631	Ag002G129640
OG0008812	evm.model.RL_4.414	Ag002G127050
OG0008813	evm.model.RL_4.409	Ag002G126810
OG0008814	evm.model.RL_4.382	Ag002G124940
OG0008815	evm.model.RL_4.351	Ag002G102590
OG0008816	evm.model.RL_4.300	Ag002G103800
OG0008817	evm.model.RL_4.244	Ag002G110150, Ag002G106580
OG0008818	evm.model.RL_4.238	Ag002G110620, Ag002G107120
OG0008819	evm.model.RL_4.138	Ag002G120000
OG0008820	evm.model.RL_4.133	Ag002G120090
OG0008821	evm.model.RL_4.97	Ag002G115530, Ag002G120830
OG0008822	evm.model.RL_4.16	Ag002G123610
OG0008823	evm.model.RL_4.15	Ag002G123620
OG0008824	evm.model.RL_2.614	Ag001G042880
OG0008825	evm.model.RL_2.769	Ag001G043200
OG0008826	evm.model.RL_2.818	Ag001G043780, Ag001G045830
OG0008827	evm.model.RL_2.823.1.687c86e1, evm.model.RL_6.1337	Ag001G039380, Ag001G043920
OG0008829	evm.model.RL_1.2324	Ag005G430930, Ag005G429900
OG0008830	evm.model.RL_2.929	Ag001G037450
OG0008832	evm.model.RL_2.954	Ag001G036890
OG0008833	evm.model.RL_2.1005.1.687c86e2	Ag001G035540
OG0008834	evm.model.RL_2.1042	Ag001G034370
OG0008835	evm.model.RL_2.1047	Ag001G034280
OG0008836	evm.model.RL_1.2900	Ag001G033700
OG0008837	evm.model.RL_2.1078	Ag001G033550
OG0008839	evm.model.RL_7.2103, evm.model.RL_2.96	Ag002G177840
OG0008840	evm.model.RL_2.52	Ag007G653830
OG0008841	evm.model.RL_2.104	Ag007G655710
OG0008842	evm.model.RL_2.102	Ag007G655670
OG0008843	evm.model.RL_2.153	Ag007G656460
OG0008844	evm.model.RL_2.180	Ag006G555220
OG0008845	evm.model.RL_2.188	Ag007G657560
OG0008846	evm.model.RL_6.2952	Ag002G206620
OG0008847	evm.model.RL_6.2945	Ag002G206540
OG0008848	evm.model.RL_6.2941	Ag002G206500
OG0008849	evm.model.RL_6.2814	Ag002G204110
OG0008850	evm.model.RL_6.2807	Ag002G203800
OG0008851	evm.model.RL_6.2795	Ag002G203630
OG0008852	evm.model.RL_6.2759	Ag002G203010
OG0008853	evm.model.RL_6.2752	Ag002G202930
OG0008854	evm.model.RL_6.2712	Ag002G202380
OG0008855	evm.model.RL_6.2677	Ag002G201660
OG0008856	evm.model.RL_6.2654	Ag002G201350
OG0008857	evm.model.RL_6.2646	Ag002G201150
OG0008858	evm.model.RL_6.2639	Ag002G200980
OG0008859	evm.model.RL_7.343	Ag001G092470
OG0008860	evm.model.RL_6.2544	Ag002G198820
OG0008861	evm.model.RL_6.2530	Ag002G198620
OG0008862	evm.model.RL_6.2526	Ag002G198580
OG0008863	evm.model.RL_6.2525	Ag002G198570
OG0008864	evm.model.RL_6.2505	Ag002G198180
OG0008865	evm.model.RL_6.2456	Ag002G196820
OG0008866	evm.model.RL_6.2431	Ag002G196250
OG0008867	evm.model.RL_7.451.5.687c84b4	Ag001G089650
OG0008868	evm.model.RL_6.2394	Ag002G194960, Ag003G251900
OG0008869	evm.model.RL_6.2364	Ag002G193980
OG0008870	evm.model.RL_6.2362	Ag002G193720
OG0008871	evm.model.RL_6.2358	Ag002G193570
OG0008872	evm.model.RL_4.2416	Ag007G607920, Ag007G607960, Ag007G607910, Ag007G607930
OG0008873	evm.model.RL_6.2312	Ag002G191960
OG0008874	evm.model.RL_6.2299	Ag002G192550
OG0008875	evm.model.RL_6.2277	Ag002G190980
OG0008876	evm.model.RL_6.2276	Ag002G190830
