Orthogroup	Cardamine_amara	Arabidopsis_lyrata_Rawat
OG0006004	evm.model.RL_4.893, evm.model.RL_1.483, evm.model.RL_1.482	AL3G16200
OG0006006	evm.model.RL_6.564	AL4G33320, AL4G33400, AL4G34490, AL4G34570, AL4G34290
OG0006006	evm.model.RL_6.152, evm.model.RL_2.994	AL53U10060, AL4G33270
OG0006007	evm.model.RL_2.486	AL7G38280, AL7G38300
OG0006009	evm.model.RL_8.1250	AL8G25790
OG0006016	evm.model.RL_2.2408	AL7G23580
OG0006017	evm.model.RL_1.3106	AL3G52740
OG0006018	evm.model.RL_2.2555	AL7G21750
OG0006019	evm.model.RL_6.268	AL4G13860
OG0006020	evm.model.RL_2.2583	AL7G21410
OG0006021	evm.model.RL_5.2319	AL4G20810, AL4G20650
OG0006021	evm.model.RL_5.683	AL1G18660
OG0006022	evm.model.RL_2.2618	AL7G20950
OG0006023	evm.model.RL_2.2630	AL7G20870
OG0006024	evm.model.RL_6.361	AL4G15310
OG0006025	evm.model.RL_5.2912	AL1G44160
OG0006026	evm.model.RL_2.2868	AL7G17970
OG0006027	evm.model.RL_2.2877	AL7G17880
OG0006028	evm.model.RL_2.2878.2.687c86e7	AL7G17870
OG0006029	evm.model.RL_1.2721	AL3G46720
OG0006031	evm.model.RL_2.3002	AL7G16410
OG0006032	evm.model.RL_2.3006	AL7G16360
OG0006033	evm.model.RL_8.2129	AL8G37210
OG0006034	evm.model.RL_5.2806	AL1G49680
OG0006036	evm.model.RL_5.2704.3.687c88bc	AL1G46790
OG0006037	evm.model.RL_5.2686	AL1G47030
OG0006037	evm.model.RL_1.1813	AL3G32430
OG0006038	evm.model.RL_2.1256	AL7G37690
OG0006039	evm.model.RL_2.1198	AL7G38530
OG0006040	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829	AL1G65310
OG0006041	evm.model.RL_3.581	AL2G18070
OG0006043	evm.model.RL_3.466	AL2G16280
OG0006044	evm.model.RL_5.942	AL1G21700
OG0006045	evm.model.RL_7.2662	AL5G10070
OG0006046	evm.model.RL_2.780, evm.model.RL_1.2403, evm.model.RL_1.2548	AL3G43550
OG0006047	evm.model.RL_7.2688	AL5G10430
OG0006049	evm.model.RL_7.2612	AL5G11260
OG0006050	evm.model.RL_3.1548	AL2G31090
OG0006051	evm.model.RL_7.2577	AL5G11920
OG0006052	evm.model.RL_7.2525	AL5G13070
OG0006053	evm.model.RL_7.2491	AL5G13590, AL3G42500
OG0006054	evm.model.RL_5.1156	AL1G24640
OG0006055	evm.model.RL_7.2427	AL5G14570
OG0006056	evm.model.RL_2.425	AL7G52930
OG0006056	evm.model.RL_7.2368	AL5G15380
OG0006057	evm.model.RL_7.2319	AL7G48620, AL5G16190
OG0006058	evm.model.RL_7.2292	AL5G16420
OG0006059	evm.model.RL_7.2279	AL5G16680
OG0006060	evm.model.RL_7.2274	AL5G16720
OG0006061	evm.model.RL_7.2220	AL5G17520
OG0006062	evm.model.RL_7.2217	AL5G17580
OG0006063	evm.model.RL_7.2205	AL5G17980
OG0006064	evm.model.RL_7.2177.2.687c84bc	AL5G18320
OG0006065	evm.model.RL_2.257	AL5G18810
OG0006067	evm.model.RL_7.2053	AL5G19910
OG0006068	evm.model.RL_3.1044, evm.model.RL_3.1043, evm.model.RL_3.1045	AL2G24930
OG0006070	evm.model.RL_3.945	AL2G22520
OG0006071	evm.model.RL_3.30	AL2G10290
OG0006072	evm.model.RL_2.196	AL7G47100
OG0006073	evm.model.RL_3.130.4.687c84b9	AL2G11560
OG0006074	evm.model.RL_3.154	AL2G11790
OG0006075	evm.model.RL_3.190	AL2G12630
OG0006076	evm.model.RL_6.2257	AL4G39270
OG0006077	evm.model.RL_6.2236	AL4G39100
OG0006078	evm.model.RL_1.843	AL3G20500
OG0006079	evm.model.RL_1.945	AL3G21710
OG0006080	evm.model.RL_1.1004	AL3G22460
OG0006081	evm.model.RL_4.2906	AL6G16440
OG0006082	evm.model.RL_1.1148	AL3G24120
OG0006084	evm.model.RL_8.1146	AL8G24500
OG0006085	evm.model.RL_8.1218	AL8G25390
OG0006086	evm.model.RL_8.1274	AL8G26010
OG0006087	evm.model.RL_2.2075	AL7G27480
OG0006088	evm.model.RL_8.1391	AL8G27520, AL4G21070, AL8G27580
OG0006089	evm.model.RL_2.2303	AL7G24770
OG0006090	evm.model.RL_8.1452	AL8G28290
OG0006092	evm.model.RL_8.1463	AL8G28640
OG0006093	evm.model.RL_8.1520	AL8G29580
OG0006094	evm.model.RL_8.1540	AL8G29910
OG0006095	evm.model.RL_8.1551	AL8G30100
OG0006096	evm.model.RL_8.1560	AL8G30150
OG0006097	evm.model.RL_8.1599	AL8G30590
OG0006098	evm.model.RL_8.1655	AL8G31290
OG0006099	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2	AL8G32630
OG0006100	evm.model.RL_8.1828	AL8G33460, AL675U10010
OG0006101	evm.model.RL_8.1837	AL8G33640
OG0006102	evm.model.RL_5.1397	AL1G27540
OG0006103	evm.model.RL_8.1873	AL8G34080
OG0006104	evm.model.RL_5.1225	AL1G25590
OG0006105	evm.model.RL_8.1876	AL8G34110
OG0006106	evm.model.RL_4.2341	AL6G23260
OG0006107	evm.model.RL_4.2348	AL6G23170
OG0006108	evm.model.RL_4.2440	AL6G22170
OG0006109	evm.model.RL_4.2547	AL6G20810
OG0006110	evm.model.RL_4.2565	AL6G20620
OG0006111	evm.model.RL_4.2630	AL6G19950
OG0006112	evm.model.RL_4.2674	AL6G19390
OG0006113	evm.model.RL_4.2709	AL6G18810
OG0006114	evm.model.RL_4.2737	AL6G18510
OG0006115	evm.model.RL_4.2740	AL6G18470
OG0006116	evm.model.RL_4.2780	AL6G18060
OG0006117	evm.model.RL_8.2271	AL8G38740
OG0006118	evm.model.RL_2.1285	AL7G37390
OG0006119	evm.model.RL_2.1308	AL7G37030
OG0006120	evm.model.RL_2.1341	AL7G36630
OG0006121	evm.model.RL_2.1349	AL7G36580
OG0006122	evm.model.RL_2.1395	AL7G35970
OG0006124	evm.model.RL_2.1413	AL7G35730
OG0006125	evm.model.RL_2.1511	AL7G34590
OG0006126	evm.model.RL_6.754	AL4G20230
OG0006127	evm.model.RL_2.1574	AL7G33580
OG0006128	evm.model.RL_2.1622	AL7G32970
OG0006129	evm.model.RL_2.1641	AL7G32770
OG0006130	evm.model.RL_2.1666	AL7G32380
OG0006131	evm.model.RL_2.1703	AL7G31730
OG0006132	evm.model.RL_2.1779	AL7G30820
OG0006133	evm.model.RL_2.1790	AL7G30690
OG0006134	evm.model.RL_2.1858	AL7G30020
OG0006135	evm.model.RL_2.1879	AL7G29710
OG0006136	evm.model.RL_2.1894	AL7G29540
OG0006137	evm.model.RL_2.1918	AL7G29230
OG0006138	evm.model.RL_8.703	AL6G44840
OG0006139	evm.model.RL_5.2570	AL1G48450
OG0006140	evm.model.RL_5.2315	AL1G52500
OG0006141	evm.model.RL_5.2361	AL1G51970
OG0006142	evm.model.RL_2.1930	AL7G29130
OG0006143	evm.model.RL_6.2520	nbis-gene-1156
OG0006144	evm.model.RL_5.3110	AL1G41340
OG0006145	evm.model.RL_5.3092	AL1G41560
OG0006146	evm.model.RL_5.2283	AL1G53210
OG0006147	evm.model.RL_5.3058	AL1G42000
OG0006148	evm.model.RL_5.3056.8.687c88bf	AL1G42020
OG0006149	evm.model.RL_5.3007	AL1G42940
OG0006150	evm.model.RL_5.2996	AL1G43080
OG0006151	evm.model.RL_5.2993	AL1G43130
OG0006153	evm.model.RL_5.2935	AL1G43950
OG0006154	evm.model.RL_5.2944	AL700U10010, AL1G44090
OG0006155	evm.model.RL_6.1556	AL1G44320
OG0006156	evm.model.RL_5.2892	AL1G44380
OG0006157	evm.model.RL_2.3099	AL7G15350
OG0006158	evm.model.RL_2.3187	AL7G14290
OG0006159	evm.model.RL_2.3223	AL7G13830
OG0006160	evm.model.RL_3.1857	AL7G13420
OG0006161	evm.model.RL_2.3338	AL7G12300
OG0006161	evm.model.RL_6.139	AL4G11890
OG0006162	evm.model.RL_2.3402	AL7G11290
OG0006163	evm.model.RL_2.3462	AL7G10520
OG0006164	evm.model.RL_2.477	AL7G46270
OG0006165	evm.model.RL_2.370	AL7G52040
OG0006166	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350	AL7G51700
OG0006167	evm.model.RL_1.454	AL3G15760
OG0006168	evm.model.RL_5.2808	AL1G49710
OG0006169	evm.model.RL_5.2788	AL1G45800
OG0006170	evm.model.RL_6.1706	AL4G32210
OG0006171	evm.model.RL_8.820	AL6G43300
OG0006172	evm.model.RL_8.917.1.687c8559	AL6G42250
OG0006173	evm.model.RL_6.1489	AL4G29880
OG0006174	evm.model.RL_6.1474	AL4G29580
OG0006175	evm.model.RL_4.690, evm.model.RL_4.688	AL8G19230, AL8G19220
OG0006176	evm.model.RL_8.792	AL6G43650
OG0006177	evm.model.RL_8.749	nbis-gene-1623
OG0006179	evm.model.RL_8.621.1.687c8557	AL6G46080
OG0006180	evm.model.RL_8.601	AL6G46490
OG0006181	evm.model.RL_8.596	AL6G46550, AL6G46540
OG0006182	evm.model.RL_8.560	AL6G47030
OG0006183	evm.model.RL_8.513	nbis-gene-1648
OG0006184	evm.model.RL_8.479	AL6G47930
OG0006185	evm.model.RL_8.466	AL6G48110
OG0006186	evm.model.RL_8.423.1.687c8556	AL6G48690
OG0006187	evm.model.RL_4.332	AL8G14060
OG0006188	evm.model.RL_4.301	AL8G13480, AL8G13540
OG0006189	evm.model.RL_4.199	AL8G12220
OG0006190	evm.model.RL_4.198	AL8G12200
OG0006192	evm.model.RL_4.5	AL3G25830
OG0006193	evm.model.RL_1.2573.1.687c87f0	AL7G44160
OG0006194	evm.model.RL_5.481	AL1G16200
OG0006195	evm.model.RL_2.794	AL7G51750, AL9U11390
OG0006196	evm.model.RL_2.836	AL9U10310
OG0006197	evm.model.RL_2.876	AL7G42780
OG0006197	evm.model.RL_2.35	AL5G12130
OG0006199	evm.model.RL_2.961	AL7G41790, AL7G41760
OG0006200	evm.model.RL_2.1041	AL7G40570
OG0006201	evm.model.RL_2.1093	AL7G39780
OG0006202	evm.model.RL_2.128	AL7G48180
OG0006203	evm.model.RL_2.147	AL7G47930
OG0006204	evm.model.RL_6.2842	AL4G46410
OG0006205	evm.model.RL_6.2822	AL4G46280
OG0006206	evm.model.RL_6.2819	AL4G46250
OG0006207	evm.model.RL_6.2805	AL4G46030
OG0006208	evm.model.RL_6.2798	AL5G41110, AL4G45960
OG0006209	evm.model.RL_7.201	AL5G44220
OG0006210	evm.model.RL_6.2762	AL4G45460
OG0006211	evm.model.RL_6.2676	AL4G44580, nbis-gene-1159
OG0006212	evm.model.RL_6.2665	AL4G44480, AL4G44460, AL4G44440
OG0006213	evm.model.RL_6.2640, evm.model.RL_6.2670	AL4G44150
OG0006214	evm.model.RL_6.2630	AL4G44060
OG0006216	evm.model.RL_6.2501	AL4G42640
OG0006217	evm.model.RL_6.2496	AL4G42540
OG0006218	evm.model.RL_5.2663, evm.model.RL_6.2460	AL4G42040
OG0006219	evm.model.RL_6.2384	AL4G41130
OG0006220	evm.model.RL_7.605	AL5G39140
OG0006221	evm.model.RL_7.638	AL5G38830
OG0006222	evm.model.RL_6.2281	AL4G39600
OG0006223	evm.model.RL_4.3378	AL6G10740
OG0006224	evm.model.RL_4.3304	AL6G11590
OG0006225	evm.model.RL_4.3259	AL6G12070
OG0006226	evm.model.RL_4.2249	AL6G24400
OG0006227	evm.model.RL_4.3173	AL6G13060
OG0006227	evm.model.RL_4.3175	AL6G13050
OG0006228	evm.model.RL_4.3125	AL6G13630
OG0006229	evm.model.RL_4.1670	AL6G31310
OG0006230	evm.model.RL_4.1598	AL6G32060
OG0006231	evm.model.RL_4.1588	AL6G32200
OG0006232	evm.model.RL_4.1527	AL6G32920
OG0006233	evm.model.RL_4.1516	AL6G33040
OG0006234	evm.model.RL_4.1512	AL6G33090
OG0006234	evm.model.RL_6.803, evm.model.RL_6.1257	nbis-gene-1052
OG0006235	evm.model.RL_8.2125	AL8G37170
OG0006236	evm.model.RL_8.2094.2.687c855f	AL8G36780
OG0006237	evm.model.RL_7.1722	AL5G25420
OG0006238	evm.model.RL_8.1999.1.687c855e	AL8G35510
OG0006239	evm.model.RL_8.1968	AL8G35210, AL3G40310
OG0006240	evm.model.RL_8.2390	AL8G40200
OG0006241	evm.model.RL_8.2419	AL8G40600
OG0006242	evm.model.RL_8.2422.2.687c8561	AL8G40630
OG0006243	evm.model.RL_8.2476	AL8G41230
OG0006244	evm.model.RL_1.2805	AL3G52250
OG0006246	evm.model.RL_8.2554	AL8G42150
OG0006247	evm.model.RL_8.2619	AL666U10010, AL8G42890
OG0006248	evm.model.RL_8.2633	AL8G43050
OG0006249	evm.model.RL_8.2640	AL8G43120
OG0006250	evm.model.RL_8.2651, evm.model.RL_8.2654	AL8G43230
OG0006251	evm.model.RL_8.2799	AL8G44910
OG0006252	evm.model.RL_8.2819	AL8G45190, AL5G14770
OG0006253	evm.model.RL_8.33	AL6G53280
OG0006254	evm.model.RL_8.104	AL6G52100
OG0006255	evm.model.RL_8.219	AL6G51880
OG0006256	evm.model.RL_8.175	AL6G51340
OG0006257	evm.model.RL_8.258	AL6G50750
OG0006258	evm.model.RL_8.280	AL6G50470
OG0006259	evm.model.RL_8.282	AL6G50450
OG0006260	evm.model.RL_8.284	AL6G50430
OG0006261	evm.model.RL_4.477	AL8G16150
OG0006262	evm.model.RL_6.1430	AL7G46590, AL4G29110
OG0006263	evm.model.RL_6.1400	AL4G28720
OG0006264	evm.model.RL_6.1384	AL4G28480
OG0006265	evm.model.RL_6.1330	AL4G27790
OG0006266	evm.model.RL_6.1278	AL4G27150
OG0006267	evm.model.RL_6.1273	AL4G27010
OG0006268	evm.model.RL_6.1211	AL163U10020, AL4G26350
OG0006269	evm.model.RL_6.1192	AL4G26060, AL4G26140
OG0006270	evm.model.RL_6.1132	AL4G25260
OG0006271	evm.model.RL_6.1069	AL4G24440
OG0006272	evm.model.RL_6.1067	AL4G24420
OG0006273	evm.model.RL_6.1056	AL4G24250
OG0006274	evm.model.RL_6.1055	AL4G24240
OG0006275	evm.model.RL_6.946	AL4G21580
OG0006276	evm.model.RL_6.877	AL4G22520
OG0006277	evm.model.RL_2.2253	AL7G25370
OG0006278	evm.model.RL_1.76	AL3G10740
OG0006279	evm.model.RL_1.4	AL6G10040
OG0006280	evm.model.RL_1.769	AL3G19590
OG0006281	evm.model.RL_4.3423	AL6G10170
OG0006282	evm.model.RL_2.2169	AL7G26400, AL7G26380
OG0006283	evm.model.RL_1.104	AL3G11050
OG0006284	evm.model.RL_1.116	AL3G11190
OG0006285	evm.model.RL_4.2062	AL6G26610
OG0006286	evm.model.RL_1.258	AL3G13060
OG0006287	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62	AL3G13290
OG0006288	evm.model.RL_1.294	AL3G13520
OG0006289	evm.model.RL_1.305	AL3G13750
OG0006290	evm.model.RL_1.347	AL3G14290
OG0006291	evm.model.RL_1.460	AL3G15930
OG0006293	evm.model.RL_1.648	AL3G18300
OG0006294	evm.model.RL_1.669	AL759U10010, AL3G18550
OG0006295	evm.model.RL_6.2169	AL4G38310
OG0006296	evm.model.RL_6.2168	AL4G38300
OG0006297	evm.model.RL_6.2085	AL4G37220
OG0006298	evm.model.RL_6.2068	AL4G36970
OG0006299	evm.model.RL_6.2026	AL92U10080, AL4G36410
OG0006300	evm.model.RL_6.1985	AL4G36060
OG0006301	evm.model.RL_6.1679	AL4G32010
OG0006302	evm.model.RL_6.1725	AL4G32440
OG0006303	evm.model.RL_6.1746	AL4G32670, AL4G32680
OG0006304	evm.model.RL_7.1021	AL5G34580
OG0006305	evm.model.RL_6.1830	AL4G34030
OG0006306	evm.model.RL_6.1877	AL4G34680
OG0006307	evm.model.RL_6.1946	AL4G35620
OG0006308	evm.model.RL_5.1436	AL1G27970
OG0006309	evm.model.RL_5.1463	AL1G28310
OG0006310	evm.model.RL_5.1501	AL1G28730, AL6G51090
OG0006311	evm.model.RL_5.1502	AL6G51070, AL6G51100, AL1G28740
OG0006312	evm.model.RL_5.1523.1.687c88b5	AL1G28980
OG0006314	evm.model.RL_5.1554	AL1G29300
OG0006316	evm.model.RL_5.1653	AL1G30670
OG0006317	evm.model.RL_5.1640	AL1G30520
OG0006318	evm.model.RL_5.1749	AL1G31720
OG0006319	evm.model.RL_5.1856	AL1G33120
OG0006320	evm.model.RL_5.3693.1.687c88c4	AL1G33330, AL1G33260
OG0006321	evm.model.RL_3.2043	AL2G36410
OG0006322	evm.model.RL_5.3667	AL1G33750
OG0006324	evm.model.RL_5.3597	AL1G34720
OG0006325	evm.model.RL_5.3485	AL1G36360
OG0006326	evm.model.RL_5.3302	AL1G39050
OG0006328	evm.model.RL_3.1136	AL2G26240
OG0006329	evm.model.RL_5.3163	AL1G40680
OG0006330	evm.model.RL_5.3133	AL1G41030
OG0006331	evm.model.RL_5.3134	AL1G40960
OG0006332	evm.model.RL_5.3140	AL1G40890
OG0006334	evm.model.RL_2.1938	AL7G29040
OG0006335	evm.model.RL_2.1977	AL7G28580, AL1G53360
OG0006336	evm.model.RL_2.2001	AL7G28320
OG0006337	evm.model.RL_2.2040	AL7G27880
OG0006338	evm.model.RL_7.2164	AL5G18460
OG0006339	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559	AL4G11900
OG0006340	evm.model.RL_6.41	AL4G10510
OG0006341	evm.model.RL_5.1365.1.687c88b4	AL1G27210
OG0006342	evm.model.RL_5.1335	AL1G32120, AL1G26850
OG0006343	evm.model.RL_5.1333	AL1G26830
OG0006344	evm.model.RL_5.1285	AL1G26310
OG0006346	evm.model.RL_5.1120	AL1G23930
OG0006347	evm.model.RL_8.744, evm.model.RL_8.743, evm.model.RL_5.1111	AL1G23830
OG0006348	evm.model.RL_4.776	AL8G20900
OG0006350	evm.model.RL_1.2919, evm.model.RL_5.657	AL1G18440
OG0006351	evm.model.RL_5.848	AL1G20470
OG0006352	evm.model.RL_5.875	AL1G20830
OG0006353	evm.model.RL_5.751	AL1G19340
OG0006354	evm.model.RL_5.695	AL1G18780
OG0006355	evm.model.RL_3.354, evm.model.RL_5.635	AL1G18120
OG0006356	evm.model.RL_5.572	AL1G17350
OG0006358	evm.model.RL_5.537	AL1G16860
OG0006359	evm.model.RL_7.1258	AL5G31690
OG0006360	evm.model.RL_5.485	AL1G16260
OG0006361	evm.model.RL_5.472	AL1G16120
OG0006362	evm.model.RL_5.367	AL1G14860
OG0006363	evm.model.RL_5.260	AL1G13650
OG0006364	evm.model.RL_5.194.1.687c88aa	AL1G12840
OG0006365	evm.model.RL_5.197	AL1G12870
OG0006366	evm.model.RL_8.593, evm.model.RL_5.2620, evm.model.RL_5.111	AL1G14210, AL1G11910
OG0006367	evm.model.RL_5.80	AL1G11610
OG0006368	evm.model.RL_4.2208, evm.model.RL_1.28	AL6G24850
OG0006369	evm.model.RL_4.2123, evm.model.RL_4.2122	AL6G25910
OG0006370	evm.model.RL_4.2101	AL6G26190
OG0006371	evm.model.RL_4.2113	AL6G26040
OG0006372	evm.model.RL_4.2009	AL6G27210
OG0006373	evm.model.RL_4.1958	AL6G27840
OG0006374	evm.model.RL_4.1887	AL6G28650
OG0006375	evm.model.RL_3.1145	AL2G26340, AL2G26380
OG0006376	evm.model.RL_4.1874	AL6G28780
OG0006377	evm.model.RL_4.1861	AL6G28910
OG0006378	evm.model.RL_4.1795	AL6G29850
OG0006379	evm.model.RL_4.791	AL8G21190
OG0006380	evm.model.RL_7.1167	AL5G32760
OG0006381	evm.model.RL_4.2876	AL6G16790
OG0006382	evm.model.RL_4.2929	AL6G16120
OG0006383	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc	AL6G16070
OG0006384	evm.model.RL_4.2944	AL6G15920
OG0006385	evm.model.RL_8.38	AL6G53250
OG0006386	evm.model.RL_4.1187	AL6G37310
OG0006387	evm.model.RL_4.1200	AL6G37080
OG0006388	evm.model.RL_7.904	AL5G35820
OG0006389	evm.model.RL_4.1276	AL6G36050
OG0006390	evm.model.RL_4.1306	AL6G35650
OG0006391	evm.model.RL_4.1336	AL6G35280
OG0006392	evm.model.RL_4.1344	AL6G35180
OG0006393	evm.model.RL_4.1349	AL6G35090
OG0006394	evm.model.RL_8.2175	AL8G37690
OG0006395	evm.model.RL_8.2239	AL8G38360
OG0006396	evm.model.RL_8.2269	AL8G38720
OG0006397	evm.model.RL_8.2285	AL8G38930
OG0006398	evm.model.RL_8.2296	AL8G39060
OG0006399	evm.model.RL_8.2306	AL8G39180
OG0006400	evm.model.RL_8.2330	AL8G39490
OG0006401	evm.model.RL_8.2349	AL8G39770
OG0006402	evm.model.RL_8.2350	AL8G39780
OG0006403	evm.model.RL_8.1952	AL1010U10020
OG0006404	evm.model.RL_8.1914	AL8G34560, AL8G34550
OG0006405	evm.model.RL_7.1273.2.687c84b8	AL5G31550
OG0006406	evm.model.RL_7.1279	AL5G31480
OG0006407	evm.model.RL_7.1284	AL5G31430
OG0006408	evm.model.RL_7.1415	AL5G29780
OG0006409	evm.model.RL_7.1513	AL5G28250
OG0006410	evm.model.RL_7.1586	AL5G27250
OG0006411	evm.model.RL_7.1811	AL5G24010
OG0006412	evm.model.RL_3.1225	AL2G27290
OG0006413	evm.model.RL_7.1845	AL5G23480
OG0006414	evm.model.RL_3.1155	AL2G26520
OG0006415	evm.model.RL_5.3180, evm.model.RL_5.3274	AL1G40480
OG0006416	evm.model.RL_3.1158	AL2G26560
OG0006417	evm.model.RL_3.1274	AL2G27840
OG0006418	evm.model.RL_3.1298	AL2G28250
OG0006420	evm.model.RL_3.1372.1.687c84bc	AL2G28980
OG0006421	evm.model.RL_3.1389	AL22U10040
OG0006422	evm.model.RL_5.1222, evm.model.RL_2.382, evm.model.RL_5.1332	AL7G45360, AL1G26820
OG0006423	evm.model.RL_3.1553	AL2G31140
OG0006424	evm.model.RL_3.1587	AL2G31530
OG0006425	evm.model.RL_3.1595	AL2G31640
OG0006426	evm.model.RL_4.2522	AL6G21130
OG0006427	evm.model.RL_3.1613	AL2G31870
OG0006428	evm.model.RL_3.2213	AL2G38470
OG0006429	evm.model.RL_3.2176	AL2G37980, AL89U10030
OG0006430	evm.model.RL_3.2172	AL2G37930
OG0006431	evm.model.RL_3.2121	AL2G37350
OG0006432	evm.model.RL_3.1973	AL2G35560
OG0006433	evm.model.RL_3.1949	AL2G35280
OG0006434	evm.model.RL_3.1896	AL2G34710
OG0006435	evm.model.RL_3.1781	AL2G33530
OG0006436	evm.model.RL_3.1725	AL2G32970
OG0006437	evm.model.RL_3.1646	AL2G32230
OG0006438	evm.model.RL_3.2307	AL2G39480
OG0006439	evm.model.RL_3.2321	AL2G39650
OG0006440	evm.model.RL_3.2340	AL2G40000
OG0006441	evm.model.RL_3.2413	AL2G40850
OG0006442	evm.model.RL_1.1184	AL3G24540
OG0006443	evm.model.RL_1.1333	AL3G26350
OG0006444	evm.model.RL_5.3791	AL1G61730
OG0006445	evm.model.RL_1.1470	AL3G27980
OG0006446	evm.model.RL_1.1484	AL3G28190
OG0006447	evm.model.RL_1.1509	AL3G28510
OG0006448	evm.model.RL_1.1541	AL3G28870
OG0006449	evm.model.RL_1.1635	AL3G30080
OG0006450	evm.model.RL_7.1471	AL5G28900
OG0006451	evm.model.RL_1.1664	AL3G30500
OG0006452	evm.model.RL_1.1669	AL3G30550
OG0006453	evm.model.RL_1.1672	AL3G30590
OG0006454	evm.model.RL_1.1679	AL3G30690
OG0006457	evm.model.RL_1.1702	AL3G31030
OG0006458	evm.model.RL_1.1704	AL3G31070
OG0006459	evm.model.RL_1.1712	AL3G31160, AL143U10010
OG0006460	evm.model.RL_2.1039	AL7G40620
OG0006461	evm.model.RL_1.1733	AL3G31420
OG0006462	evm.model.RL_1.1754	AL3G31720
OG0006463	evm.model.RL_5.2096, evm.model.RL_1.1792	AL3G32180
OG0006464	evm.model.RL_1.1795	AL3G32220
OG0006465	evm.model.RL_1.1859	AL3G32970
OG0006466	evm.model.RL_1.1922.1.687c87ee	AL3G33680
OG0006467	evm.model.RL_1.1952	AL3G34060
OG0006468	evm.model.RL_1.1995	AL3G34670
OG0006469	evm.model.RL_1.2004	AL3G34740
OG0006470	evm.model.RL_1.2016	AL3G34870
OG0006471	evm.model.RL_1.2080	AL3G35670
OG0006472	evm.model.RL_1.2136.1.687c87ef	AL3G36520
OG0006473	evm.model.RL_1.2144_evm.model.RL_1.2145.1.687c9a6b	AL3G36650
OG0006474	evm.model.RL_1.2176, evm.model.RL_1.2175	AL3G37120, AL166U10020
OG0006475	evm.model.RL_1.2126, evm.model.RL_8.1362, evm.model.RL_1.2183, evm.model.RL_8.1366	AL3G37220
OG0006476	evm.model.RL_1.2219	nbis-gene-1102, AL8G25240
OG0006477	evm.model.RL_1.2222	AL471U10010, AL3G37880
OG0006478	evm.model.RL_1.2252	AL3G38200
OG0006479	evm.model.RL_1.2320	AL3G39530
OG0006480	evm.model.RL_1.2471	AL3G42190
OG0006481	evm.model.RL_1.2759	AL3G47180
OG0006482	evm.model.RL_1.2904	AL3G50100
OG0006483	evm.model.RL_1.2941	AL3G50540
OG0006484	evm.model.RL_1.2967	AL3G50870
OG0006485	evm.model.RL_1.3046	AL3G52040
OG0006486	evm.model.RL_1.3023	AL3G51680
OG0006487	evm.model.RL_1.3012	AL3G51530
OG0006488	evm.model.RL_1.3127.3.687c87f1	AL3G48800
OG0006490	evm.model.RL_1.3224	AL3G53490
OG0006491	evm.model.RL_1.3243	AL3G53640
OG0006492	evm.model.RL_5.3956	AL1G63880
OG0006493	evm.model.RL_5.3953	AL1G63840
OG0006494	evm.model.RL_5.3919	AL1G63390
OG0006495	evm.model.RL_5.3884	AL1G62940
OG0006496	evm.model.RL_5.3874	AL1G62860, AL1G63010
OG0006497	evm.model.RL_5.3872	AL1G62840
OG0006498	evm.model.RL_5.3798	AL1G61890
OG0006499	evm.model.RL_5.3793	AL1G61780
OG0006500	evm.model.RL_5.1872	AL1G60230
OG0006501	evm.model.RL_5.1882	AL1G59990
OG0006502	evm.model.RL_5.1938	AL1G59100, AL1G59090
OG0006503	evm.model.RL_5.1927	AL1G59270
OG0006504	evm.model.RL_5.2005	AL1G58060
OG0006505	evm.model.RL_5.2047	AL2G15740, AL1G57390
OG0006506	evm.model.RL_5.2061	AL1G57080
OG0006507	evm.model.RL_5.2210	AL1G54590, AL1G54540
OG0006508	evm.model.RL_2.1160	AL7G38990
OG0006509	evm.model.RL_6.1552	AL4G30620
OG0006510	evm.model.RL_6.1550	AL270U10020, AL4G30590
OG0006511	evm.model.RL_6.1544	AL4G30530
OG0006512	evm.model.RL_6.1543	AL4G30520
OG0006513	evm.model.RL_7.1176	AL5G32670
OG0006514	evm.model.RL_7.1172	AL5G32710
OG0006515	evm.model.RL_7.895	AL5G35910
OG0006516	evm.model.RL_7.819	AL5G36590
OG0006517	evm.model.RL_7.818	AL5G36600
OG0006518	evm.model.RL_7.772	AL5G37180
OG0006519	evm.model.RL_7.729	AL5G37690
OG0006520	evm.model.RL_7.712	AL5G37960
OG0006521	evm.model.RL_7.639	AL5G38770
OG0006522	evm.model.RL_7.489	AL5G40500
OG0006523	evm.model.RL_7.350	AL5G42360
OG0006524	evm.model.RL_7.298	AL5G42980
OG0006525	evm.model.RL_7.264	AL5G43280
OG0006526	evm.model.RL_7.197	AL5G44280
OG0006527	evm.model.RL_7.171	AL5G44580
OG0006528	evm.model.RL_7.67	AL5G45760
OG0006529	evm.model.RL_7.41	AL5G46060
OG0006530	evm.model.RL_7.40	AL5G46070
