Orthogroup	Cardamine_amara	Cardamine_glauca
OG0010964	evm.model.RL_2.904	Cg001G028440
OG0010965	evm.model.RL_3.883, evm.model.RL_2.784	Cg007G259120
OG0010966	evm.model.RL_2.989	Cg001G027300
OG0010968	evm.model.RL_2.229	Cg001G040470
OG0010969	evm.model.RL_2.226	Cg001G040510
OG0010970	evm.model.RL_1.2474	Cg004G144310
OG0010971	evm.model.RL_1.2482	Cg004G144370
OG0010972	evm.model.RL_1.2483	Cg004G144400
OG0010973	evm.model.RL_2.209	Cg001G040750
OG0010974	evm.model.RL_2.28	Cg001G041060
OG0010975	evm.model.RL_2.36	Cg001G041150
OG0010976	evm.model.RL_2.47	Cg001G041270
OG0010977	evm.model.RL_2.55	Cg001G041350
OG0010978	evm.model.RL_2.165	Cg001G042640
OG0010979	evm.model.RL_2.197	Cg001G043040
OG0010980	evm.model.RL_6.2939	Cg005G157740
OG0010981	evm.model.RL_6.2932	Cg005G157810
OG0010982	evm.model.RL_6.2931	Cg005G157820
OG0010983	evm.model.RL_6.2899	Cg005G158160
OG0010984	evm.model.RL_6.2892	Cg005G158280
OG0010985	evm.model.RL_6.2838, evm.model.RL_6.2883	Cg005G158380
OG0010986	evm.model.RL_6.2870	Cg005G158510
OG0010987	evm.model.RL_6.2815	Cg005G158960
OG0010988	evm.model.RL_6.2758	Cg005G159600
OG0010990	evm.model.RL_6.2701	Cg005G160120
OG0010991	evm.model.RL_6.2700	Cg005G160130
OG0010992	evm.model.RL_6.2660	Cg005G160530
OG0010993	evm.model.RL_6.2637, evm.model.RL_8.2838	Cg005G160770
OG0010994	evm.model.RL_6.2594	Cg005G161180
OG0010995	evm.model.RL_6.2593	Cg005G161190
OG0010996	evm.model.RL_6.2582	Cg005G161290
OG0010997	evm.model.RL_6.2566	Cg005G161430
OG0010998	evm.model.RL_7.414	Cg002G047060
OG0010999	evm.model.RL_3.1230	Cg007G268610, Cg007G268630, Cg007G268620
OG0011000	evm.model.RL_6.2417	Cg005G162970
OG0011001	evm.model.RL_6.2408	Cg005G163100
OG0011002	evm.model.RL_6.2388	Cg005G163350
OG0011003	evm.model.RL_6.2351	Cg005G163690
OG0011004	evm.model.RL_6.2309	Cg005G164140
OG0011005	evm.model.RL_6.2302	Cg005G164210
OG0011006	evm.model.RL_6.2296	Cg005G164270
OG0011007	evm.model.RL_6.2295	Cg005G164280
OG0011008	evm.model.RL_6.2289	Cg005G164370
OG0011009	evm.model.RL_6.2286	Cg005G164400
OG0011010	evm.model.RL_4.3413	Cg008G282110
OG0011011	evm.model.RL_4.3408	Cg008G282170
OG0011012	evm.model.RL_4.3407	Cg008G282180
OG0011013	evm.model.RL_4.3401	Cg008G282240
OG0011014	evm.model.RL_4.3399	Cg008G282260
OG0011015	evm.model.RL_4.3396	Cg008G282290
OG0011016	evm.model.RL_8.372	Cg003G079600, Cg003G094420
OG0011018	evm.model.RL_4.3286	Cg008G283280
OG0011019	evm.model.RL_4.3278	Cg008G283410
OG0011020	evm.model.RL_4.3272	Cg008G283440
OG0011021	evm.model.RL_4.3255	Cg008G283600
OG0011023	evm.model.RL_4.3193	Cg008G284130
OG0011024	evm.model.RL_4.3132	Cg008G284740
OG0011025	evm.model.RL_4.3126	Cg008G284790
OG0011026	evm.model.RL_4.1134.1.687c86d2	Cg008G305940
OG0011027	evm.model.RL_4.1629	Cg008G300660
OG0011028	evm.model.RL_8.2862	Cg003G115880
OG0011029	evm.model.RL_4.1593	Cg008G301020
OG0011030	evm.model.RL_4.1580	Cg008G301170
OG0011031	evm.model.RL_4.1563	Cg008G301360
OG0011032	evm.model.RL_4.1544	Cg008G301540
OG0011033	evm.model.RL_4.1526	Cg008G301730
OG0011034	evm.model.RL_4.1522	Cg008G301770
OG0011035	evm.model.RL_4.1464	Cg008G302280
OG0011036	evm.model.RL_4.1463	Cg008G302290
OG0011037	evm.model.RL_8.2132	Cg003G108340
OG0011038	evm.model.RL_8.2128	Cg003G108300
OG0011039	evm.model.RL_8.2118	Cg003G108190
OG0011040	evm.model.RL_8.2113	Cg003G108170
OG0011041	evm.model.RL_8.2016	Cg003G106990
OG0011042	evm.model.RL_8.2030	Cg003G107130
OG0011043	evm.model.RL_8.1974	Cg003G106550
OG0011044	evm.model.RL_8.2430	Cg003G111430
OG0011045	evm.model.RL_8.2456	Cg003G111700
OG0011046	evm.model.RL_8.2495	Cg003G112000
OG0011047	evm.model.RL_8.2496	Cg003G112010
OG0011048	evm.model.RL_8.2502	Cg003G112080
OG0011049	evm.model.RL_8.2546	Cg003G112550
OG0011050	evm.model.RL_7.1326, evm.model.RL_7.1006	Cg002G056260
OG0011051	evm.model.RL_8.2785	Cg003G115060
OG0011052	evm.model.RL_8.2786	Cg003G115070
OG0011053	evm.model.RL_8.2807	Cg003G115320
OG0011054	evm.model.RL_8.2832	Cg003G115620
OG0011055	evm.model.RL_8.2854	Cg003G115800
OG0011056	evm.model.RL_3.493	Cg001G006420
OG0011057	evm.model.RL_8.73, evm.model.RL_7.1840	Cg003G076510, Cg014G333060
OG0011058	evm.model.RL_8.72	Cg014G333070, Cg003G076500
OG0011059	evm.model.RL_8.53	Cg003G076270, Cg014G333310
OG0011060	evm.model.RL_8.41	Cg003G076180
OG0011061	evm.model.RL_8.145	Cg014G332400, Cg003G077210
OG0011062	evm.model.RL_8.222	Cg003G077970, Cg014G331690
OG0011063	evm.model.RL_8.214.1.687c8555	Cg003G077900, Cg014G331760
OG0011064	evm.model.RL_8.213	Cg003G077890, Cg014G331770
OG0011065	evm.model.RL_8.210	Cg014G331790, Cg003G077860
OG0011066	evm.model.RL_8.206	Cg003G077820, Cg014G331830
OG0011067	evm.model.RL_8.203	Cg014G331870, Cg003G077770
OG0011069	evm.model.RL_8.180	Cg014G332050, Cg003G077560
OG0011070	evm.model.RL_8.166	Cg003G077430, Cg014G332190
OG0011071	evm.model.RL_8.242	Cg014G331460, Cg003G078190
OG0011072	evm.model.RL_8.265	Cg003G078440, Cg014G331160
OG0011073	evm.model.RL_8.269	Cg014G331120, Cg003G078480
OG0011074	evm.model.RL_8.277	Cg003G078610, Cg014G330940
OG0011075	evm.model.RL_8.313	Cg003G078940, Cg003G095010
OG0011076	evm.model.RL_8.309	Cg003G078900, Cg003G095050
OG0011077	evm.model.RL_8.368	Cg003G094460, Cg003G079550
OG0011078	evm.model.RL_4.486	Cg008G319790
OG0011079	evm.model.RL_6.1387	Cg005G173660
OG0011080	evm.model.RL_7.255	Cg002G045580
OG0011081	evm.model.RL_6.1367	Cg005G173860
OG0011082	evm.model.RL_6.1313	Cg005G174460
OG0011082	evm.model.RL_6.1382	Cg005G173720
OG0011083	evm.model.RL_6.1383	Cg005G173710
OG0011084	evm.model.RL_6.1306	Cg005G174550
OG0011085	evm.model.RL_6.1214	Cg005G175470
OG0011086	evm.model.RL_6.1186	Cg005G175760
OG0011087	evm.model.RL_6.1145	Cg005G176170
OG0011088	evm.model.RL_6.1080	Cg005G177150
OG0011089	evm.model.RL_6.1058	Cg005G177370
OG0011090	evm.model.RL_6.1038	Cg005G177570
OG0011091	evm.model.RL_6.994	Cg005G178150
OG0011092	evm.model.RL_6.1783, evm.model.RL_6.964	Cg005G178610
OG0011093	evm.model.RL_6.935	Cg005G178990
OG0011094	evm.model.RL_6.928	Cg005G179060
OG0011095	evm.model.RL_6.906	Cg005G179300
OG0011096	evm.model.RL_6.849	Cg005G180170
OG0011097	evm.model.RL_6.755	Cg005G182430
OG0011098	evm.model.RL_6.814	Cg005G181460
OG0011099	evm.model.RL_6.749	Cg005G182510
OG0011100	evm.model.RL_6.748	Cg005G182520
OG0011101	evm.model.RL_4.787	Cg008G312540
OG0011102	evm.model.RL_4.2593	Cg008G290290
OG0011103	evm.model.RL_5.3219	Cg006G220030
OG0011104	evm.model.RL_6.489	Cg005G187250
OG0011105	evm.model.RL_2.2213	Cg001G013720
OG0011106	evm.model.RL_1.82	Cg004G116700
OG0011107	evm.model.RL_1.71	Cg004G116590
OG0011108	evm.model.RL_1.45	Cg004G116320
OG0011109	evm.model.RL_6.1108	Cg005G176750
OG0011110	evm.model.RL_1.10	Cg004G115930
OG0011111	evm.model.RL_6.2270	Cg005G164580
OG0011112	evm.model.RL_6.2268	Cg005G164600
OG0011113	evm.model.RL_2.2197	Cg001G013890
OG0011114	evm.model.RL_2.2193	Cg001G013930
OG0011115	evm.model.RL_2.2192	Cg001G013940
OG0011117	evm.model.RL_1.184	Cg004G117810
OG0011118	evm.model.RL_1.194.3.687c87e9	Cg004G117870
OG0011119	evm.model.RL_1.218	Cg004G118130
OG0011120	evm.model.RL_4.1693	Cg008G300090
OG0011121	evm.model.RL_1.297	Cg004G119470
OG0011122	evm.model.RL_1.358	Cg004G120060
OG0011123	evm.model.RL_1.429	Cg004G120830
OG0011124	evm.model.RL_1.419.1.687c87ea	Cg004G120690
OG0011125	evm.model.RL_1.437	Cg004G120910
OG0011126	evm.model.RL_1.466	Cg004G121220
OG0011127	evm.model.RL_1.517.2.687c87ea	Cg004G121680
OG0011128	evm.model.RL_1.540	Cg004G121970
OG0011129	evm.model.RL_1.544	Cg004G122010
OG0011130	evm.model.RL_1.2509	Cg004G145030
OG0011132	evm.model.RL_1.687	Cg004G123530
OG0011133	evm.model.RL_1.750	Cg004G124060
OG0011134	evm.model.RL_1.763	Cg004G124200
OG0011135	evm.model.RL_1.802	Cg004G124600
OG0011136	evm.model.RL_1.803	Cg004G124610
OG0011137	evm.model.RL_6.2172	Cg005G165590
OG0011139	evm.model.RL_6.2082	Cg005G166520
OG0011140	evm.model.RL_6.2011	Cg005G167290
OG0011141	evm.model.RL_6.1993, evm.model.RL_6.1988	Cg005G167500
OG0011142	evm.model.RL_6.1696	Cg005G170550
OG0011143	evm.model.RL_6.1716	Cg005G170340
OG0011144	evm.model.RL_6.1796	Cg005G169540
OG0011145	evm.model.RL_6.1850	Cg005G169180
OG0011146	evm.model.RL_6.1840	Cg005G169070
OG0011147	evm.model.RL_6.1817	Cg005G168830
OG0011148	evm.model.RL_6.1878	Cg005G168710
OG0011149	evm.model.RL_6.1895, evm.model.RL_6.1054	Cg005G168520
OG0011150	evm.model.RL_6.1932	Cg005G168100
OG0011151	evm.model.RL_6.1961	Cg005G167780
OG0011152	evm.model.RL_6.1960	Cg005G167790
OG0011153	evm.model.RL_5.1449	Cg006G229940
OG0011154	evm.model.RL_5.2827	Cg006G229870
OG0011155	evm.model.RL_5.1458	Cg006G229840
OG0011156	evm.model.RL_5.1485	Cg006G229590
OG0011157	evm.model.RL_5.1563	Cg006G228770
OG0011158	evm.model.RL_5.1565	Cg006G228750
OG0011159	evm.model.RL_5.1602	Cg006G228320
OG0011161	evm.model.RL_5.1623	Cg006G228090
OG0011162	evm.model.RL_5.1793	Cg006G226410
OG0011163	evm.model.RL_5.1810	Cg006G226230
OG0011164	evm.model.RL_5.1840	Cg006G225870
OG0011165	evm.model.RL_5.3696	Cg006G225620
OG0011166	evm.model.RL_5.3615	Cg006G224670
OG0011167	evm.model.RL_5.3579	Cg006G224160, Cg006G224250
OG0011168	evm.model.RL_5.3478	Cg006G223010
OG0011169	evm.model.RL_5.3402	Cg006G222090
OG0011170	evm.model.RL_5.3369	Cg006G221700
OG0011171	evm.model.RL_5.3352	Cg006G221480, Cg006G221490
OG0011172	evm.model.RL_5.3317	Cg006G221090
OG0011173	evm.model.RL_5.3287	Cg006G220790
OG0011174	evm.model.RL_1.1176	Cg004G128510
OG0011175	evm.model.RL_5.3230	Cg006G220170
OG0011176	evm.model.RL_5.3226	Cg006G220100
OG0011177	evm.model.RL_5.3214	Cg006G219910
OG0011178	evm.model.RL_5.3199	Cg006G219750
OG0011179	evm.model.RL_5.3195	Cg006G219710
OG0011180	evm.model.RL_5.3172	Cg006G219450
OG0011181	evm.model.RL_5.3151	Cg006G219220
OG0011183	evm.model.RL_8.2869	Cg006G244880
OG0011184	evm.model.RL_5.3139	Cg006G219120
OG0011185	evm.model.RL_2.655	Cg001G033000
OG0011186	evm.model.RL_2.2028	Cg001G015640
OG0011187	evm.model.RL_2.2076	Cg001G015170
OG0011190	evm.model.RL_2.224	Cg001G040520
OG0011191	evm.model.RL_6.298	Cg005G190530
OG0011192	evm.model.RL_6.260	Cg005G191050
OG0011193	evm.model.RL_6.257	Cg005G191080
OG0011194	evm.model.RL_6.196	Cg005G191840
OG0011195	evm.model.RL_6.115	Cg005G192700
OG0011196	evm.model.RL_6.95	Cg005G193000
OG0011197	evm.model.RL_6.73	Cg005G193200
OG0011199	evm.model.RL_5.1276	Cg006G231590
OG0011200	evm.model.RL_5.1267	Cg006G231690
OG0011201	evm.model.RL_5.1256	Cg006G231840
OG0011202	evm.model.RL_5.1235	Cg006G232060
OG0011203	evm.model.RL_5.1215	Cg006G232260
OG0011204	evm.model.RL_5.1152	Cg006G232970
OG0011205	evm.model.RL_5.1142	Cg006G233060
OG0011207	evm.model.RL_5.1065.3.687c88b1	Cg007G256870
OG0011208	evm.model.RL_5.1050	Cg006G234080
OG0011209	evm.model.RL_5.1016.2.687c88b1	Cg006G234450
OG0011210	evm.model.RL_3.394	Cg007G249920
OG0011210	evm.model.RL_5.955	Cg006G235050
OG0011211	evm.model.RL_5.915	Cg006G235520
OG0011212	evm.model.RL_5.893, evm.model.RL_5.905.1.687c88b0	Cg006G235710
OG0011213	evm.model.RL_5.866	Cg006G235940
OG0011214	evm.model.RL_5.765	Cg006G237010
OG0011215	evm.model.RL_2.1229	Cg001G024430
OG0011216	evm.model.RL_5.745	Cg006G237170
OG0011217	evm.model.RL_5.727	Cg006G237370
OG0011218	evm.model.RL_5.2226	Cg006G202010
OG0011219	evm.model.RL_5.660	Cg006G237960
OG0011220	evm.model.RL_5.585	Cg006G238810
OG0011221	evm.model.RL_5.577	Cg006G238890
OG0011222	evm.model.RL_5.541	Cg006G240440, Cg006G239350
OG0011223	evm.model.RL_5.494	Cg006G239850
OG0011224	evm.model.RL_5.464	Cg006G240140
OG0011225	evm.model.RL_5.460	Cg006G240190
OG0011226	evm.model.RL_5.458	Cg006G240220
OG0011227	evm.model.RL_5.453.1.687c88ac	Cg006G240270
OG0011228	evm.model.RL_5.419	Cg006G240740
OG0011229	evm.model.RL_5.410	Cg006G240830
OG0011231	evm.model.RL_5.323	Cg006G241690
OG0011232	evm.model.RL_5.310	Cg006G241840
OG0011233	evm.model.RL_5.251	Cg006G242490
OG0011234	evm.model.RL_5.210	Cg005G181160
OG0011235	evm.model.RL_5.217	Cg006G242830
OG0011236	evm.model.RL_5.233	Cg006G242680
OG0011237	evm.model.RL_5.198	Cg006G243040
OG0011238	evm.model.RL_5.189	Cg006G243110
OG0011239	evm.model.RL_5.180	Cg006G243170
OG0011240	evm.model.RL_5.176	Cg006G243210
OG0011241	evm.model.RL_5.150	Cg006G243450
OG0011243	evm.model.RL_5.120	Cg006G243750
OG0011244	evm.model.RL_5.109	Cg006G243820
OG0011245	evm.model.RL_5.51	Cg006G244450
OG0011246	evm.model.RL_8.2907	Cg006G245260
OG0011247	evm.model.RL_4.2227	Cg008G294110
OG0011248	evm.model.RL_4.2195	Cg008G294470
OG0011249	evm.model.RL_4.2207	Cg008G294340
OG0011251	evm.model.RL_4.2159	Cg008G294920
OG0011252	evm.model.RL_4.2103	Cg008G295580
OG0011253	evm.model.RL_4.2001	Cg008G296650
OG0011254	evm.model.RL_4.1991	Cg008G296740
OG0011255	evm.model.RL_4.1973	Cg008G296940
OG0011256	evm.model.RL_4.1904	Cg008G297680
OG0011257	evm.model.RL_4.1906	Cg008G297650
OG0011258	evm.model.RL_4.1859	Cg008G298140
OG0011259	evm.model.RL_3.687, evm.model.RL_3.1210	Cg007G268400
OG0011260	evm.model.RL_4.1813	Cg008G298710
OG0011261	evm.model.RL_4.1805	Cg008G298830
OG0011262	evm.model.RL_4.1790	Cg008G298960
OG0011263	evm.model.RL_4.1746	Cg008G299480
OG0011264	evm.model.RL_4.1119	Cg008G306100
OG0011265	evm.model.RL_4.1098	Cg008G306310
OG0011266	evm.model.RL_4.1078	Cg008G306520
OG0011267	evm.model.RL_4.1082.1.687c86d1	Cg008G306460
OG0011268	evm.model.RL_4.1068.1.687c86d1	Cg008G306630
OG0011269	evm.model.RL_4.1019	Cg008G307180, Cg007G257170
OG0011270	evm.model.RL_4.967	Cg008G307720
OG0011271	evm.model.RL_4.955	Cg008G307890
OG0011272	evm.model.RL_4.945	Cg008G308030
OG0011273	evm.model.RL_4.924	Cg008G308380
OG0011274	evm.model.RL_4.894	Cg008G310630, Cg008G308990
OG0011275	evm.model.RL_4.909	Cg008G310420, Cg008G308770, Cg008G310430
OG0011276	evm.model.RL_4.807	Cg008G312050
OG0011277	evm.model.RL_4.2272	Cg008G293660
OG0011278	evm.model.RL_4.2856	Cg008G287740
OG0011279	evm.model.RL_4.2921	Cg008G287050
OG0011280	evm.model.RL_4.2951	Cg008G286710
OG0011281	evm.model.RL_5.2455	Cg008G286380
OG0011282	evm.model.RL_4.2993	Cg008G286310
OG0011283	evm.model.RL_4.2996	Cg008G286280
OG0011284	evm.model.RL_4.3001	Cg008G286230
OG0011285	evm.model.RL_1.1130	Cg004G127990
OG0011286	evm.model.RL_4.3086.1.687c86dd	Cg008G285220, Cg008G285270, Cg008G285190
OG0011287	evm.model.RL_2.496, evm.model.RL_4.1146	Cg008G305830, Cg008G305840
OG0011288	evm.model.RL_6.2583, evm.model.RL_4.1180	Cg008G305360
OG0011289	evm.model.RL_4.1179	Cg008G305370
OG0011290	evm.model.RL_4.1203	Cg008G305080
OG0011291	evm.model.RL_4.1215	Cg008G304850
OG0011292	evm.model.RL_4.1241	Cg008G304500
OG0011293	evm.model.RL_4.1258	Cg008G304330
OG0011294	evm.model.RL_4.1305.4.687c86d3	Cg008G303930
OG0011295	evm.model.RL_4.1327	Cg008G303720
OG0011296	evm.model.RL_4.1340	Cg008G303560
OG0011297	evm.model.RL_4.1351.1.687c86d3	Cg008G303440
OG0011298	evm.model.RL_8.2182	Cg003G108830
OG0011299	evm.model.RL_8.2237	Cg003G109330
OG0011300	evm.model.RL_8.2342	Cg003G110490
OG0011301	evm.model.RL_8.1995, evm.model.RL_8.1963	Cg003G106430
OG0011302	evm.model.RL_8.1955	Cg003G106350
OG0011303	evm.model.RL_8.1912	Cg003G105950
OG0011304	evm.model.RL_8.1910	Cg003G105930
OG0011305	evm.model.RL_8.1899	Cg003G105830
OG0011306	evm.model.RL_7.1274	Cg002G055710
OG0011307	evm.model.RL_7.1325	Cg002G056240
OG0011309	evm.model.RL_7.1328	Cg002G056280
OG0011310	evm.model.RL_7.1342	Cg002G056390
OG0011311	evm.model.RL_7.1344	Cg002G056410
OG0011312	evm.model.RL_7.1409.1.687c84b9	Cg002G056990
OG0011313	evm.model.RL_7.1483	Cg002G057880
OG0011314	evm.model.RL_7.1522	Cg002G058350
OG0011315	evm.model.RL_7.1524	Cg002G058380
OG0011316	evm.model.RL_7.1560	Cg002G058810
OG0011317	evm.model.RL_5.1236	Cg006G232050
OG0011318	evm.model.RL_7.1748	Cg002G061030
OG0011319	evm.model.RL_7.1750	Cg002G061050
OG0011321	evm.model.RL_7.1843	Cg002G062400
OG0011322	evm.model.RL_7.1906, evm.model.RL_7.1904	Cg002G063490
OG0011323	evm.model.RL_7.1937	Cg002G063560
OG0011324	evm.model.RL_7.2007	Cg002G066520, Cg002G066670
OG0011325	evm.model.RL_2.75	Cg001G041630
OG0011326	evm.model.RL_3.1200	Cg007G268310
OG0011327	evm.model.RL_3.1195	Cg007G268140
OG0011328	evm.model.RL_3.1169	Cg007G267910
OG0011329	evm.model.RL_3.1245	Cg007G268780
OG0011330	evm.model.RL_3.1252	Cg007G268860
OG0011331	evm.model.RL_3.1348	Cg007G269970
OG0011332	evm.model.RL_3.1360	Cg007G270100
OG0011333	evm.model.RL_3.1597	Cg007G272430
OG0011334	evm.model.RL_3.1437	Cg007G270870
OG0011335	evm.model.RL_3.1445.3.687c84bc	Cg007G270950
OG0011336	evm.model.RL_3.1449	Cg007G271010
OG0011337	evm.model.RL_3.1468	Cg007G271220
OG0011338	evm.model.RL_3.1503	Cg007G271440
OG0011339	evm.model.RL_3.1556	Cg007G272000
OG0011340	evm.model.RL_3.1559	Cg007G272060
OG0011341	evm.model.RL_3.1572	Cg007G272170
OG0011342	evm.model.RL_3.1602	Cg007G272480
OG0011343	evm.model.RL_3.2222	Cg007G278880
OG0011344	evm.model.RL_3.2219	Cg007G278850
OG0011345	evm.model.RL_3.2189	Cg007G278560
OG0011346	evm.model.RL_3.2145	Cg007G278050
OG0011347	evm.model.RL_5.3618	Cg006G224720
OG0011348	evm.model.RL_3.2047	Cg007G277020
OG0011349	evm.model.RL_3.1984	Cg007G276270
OG0011350	evm.model.RL_5.1822	Cg007G276250
OG0011351	evm.model.RL_2.2506	Cg001G010690
OG0011353	evm.model.RL_4.738	Cg008G316930, Cg011G328770
OG0011354	evm.model.RL_3.1948	Cg007G275880
OG0011355	evm.model.RL_3.1929	Cg007G275640
OG0011356	evm.model.RL_3.1898	Cg007G275320
OG0011357	evm.model.RL_3.1861	Cg007G274930
OG0011358	evm.model.RL_3.1853	Cg007G274830
OG0011359	evm.model.RL_3.1809	Cg007G274440
OG0011360	evm.model.RL_3.1804	Cg007G274390
OG0011361	evm.model.RL_3.1663	Cg007G273190
OG0011362	evm.model.RL_3.2414	Cg007G280790
OG0011363	evm.model.RL_3.2415	Cg007G280780
OG0011364	evm.model.RL_3.2435.2.687c84be	Cg007G281110
OG0011365	evm.model.RL_3.2463	Cg007G281420
OG0011366	evm.model.RL_1.1191	Cg004G128680
OG0011367	evm.model.RL_1.1197	Cg004G128740
OG0011368	evm.model.RL_1.1217	Cg004G128940
OG0011369	evm.model.RL_1.1222	Cg004G129000
OG0011370	evm.model.RL_1.1224	Cg004G129020
OG0011371	evm.model.RL_1.1258	Cg004G129340
OG0011372	evm.model.RL_1.1289	Cg004G129630
OG0011373	evm.model.RL_1.1297	Cg004G129710, Cg005G183110
OG0011374	evm.model.RL_1.1322	Cg004G129990
OG0011375	evm.model.RL_1.1328.2.687c87ec	Cg004G130100, Cg004G130180
OG0011376	evm.model.RL_1.1346	Cg004G130340
OG0011377	evm.model.RL_1.1374	Cg004G130630
OG0011378	evm.model.RL_5.3810.1.687c88c5	Cg006G196130
OG0011379	evm.model.RL_1.1410	Cg004G131050
OG0011380	evm.model.RL_1.1417	Cg004G131120
OG0011381	evm.model.RL_1.1428	Cg004G131250
OG0011382	evm.model.RL_1.1445	Cg004G131570
OG0011383	evm.model.RL_1.1454	Cg004G131630
OG0011384	evm.model.RL_1.1462	Cg004G131710
OG0011385	evm.model.RL_1.1474	Cg004G131830
OG0011386	evm.model.RL_1.1551, evm.model.RL_1.1555, evm.model.RL_1.1547	Cg004G132610
OG0011387	evm.model.RL_1.1564	Cg004G132700
OG0011388	evm.model.RL_1.1566	Cg004G132720
OG0011389	evm.model.RL_1.1570	Cg004G132760
OG0011389	evm.model.RL_1.1571	Cg004G132770
OG0011390	evm.model.RL_1.1659	Cg004G133880
OG0011391	evm.model.RL_1.1690	Cg004G134250
OG0011392	evm.model.RL_1.1706	Cg004G134490
OG0011393	evm.model.RL_1.1735	Cg004G134880
OG0011394	evm.model.RL_1.1768	Cg004G135220
OG0011395	evm.model.RL_1.1785	Cg004G135410
OG0011396	evm.model.RL_1.1810	Cg004G135700
OG0011397	evm.model.RL_1.1824	Cg004G135850
OG0011398	evm.model.RL_1.1835	Cg004G135980
OG0011399	evm.model.RL_1.1836.1.687c87ee	Cg004G135990
OG0011400	evm.model.RL_1.1841	Cg004G136040
OG0011402	evm.model.RL_1.1940, evm.model.RL_7.2300	Cg004G137060
OG0011403	evm.model.RL_1.1961	Cg004G137280
OG0011404	evm.model.RL_1.1968	Cg004G137350
OG0011405	evm.model.RL_1.1993	Cg004G137620
OG0011406	evm.model.RL_1.2041.1.687c87ee	Cg004G138180
OG0011407	evm.model.RL_1.2105	Cg004G138820
OG0011408	evm.model.RL_1.2107	Cg004G138870
OG0011409	evm.model.RL_1.2119	Cg004G139240
OG0011410	evm.model.RL_1.2129	Cg004G139410
OG0011411	evm.model.RL_1.2158	Cg004G139720
OG0011412	evm.model.RL_1.2161	Cg004G139750
OG0011413	evm.model.RL_1.2206, evm.model.RL_1.2198	Cg004G140400
OG0011414	evm.model.RL_1.2225	Cg004G140720
OG0011415	evm.model.RL_1.2300	Cg004G141640
OG0011416	evm.model.RL_1.2328	Cg004G142100
OG0011417	evm.model.RL_1.2357	Cg004G142480
OG0011418	evm.model.RL_1.2390	Cg004G142840
OG0011419	evm.model.RL_1.2411	Cg004G143050
OG0011420	evm.model.RL_1.2444	Cg004G143420
OG0011421	evm.model.RL_1.2487	Cg004G144500
OG0011422	evm.model.RL_1.2584	Cg004G146730
OG0011423	evm.model.RL_1.2569	Cg004G146530
OG0011424	evm.model.RL_1.2567	Cg004G146480
OG0011425	evm.model.RL_1.2558	Cg004G146310
OG0011426	evm.model.RL_1.2541	Cg004G145840
OG0011427	evm.model.RL_1.2525	Cg004G145670
OG0011428	evm.model.RL_3.1620	Cg007G272710
OG0011429	evm.model.RL_1.2764	Cg004G150280, Cg004G151170
OG0011430	evm.model.RL_1.2801	Cg004G151790
OG0011431	evm.model.RL_1.2806	Cg004G151970
OG0011432	evm.model.RL_1.2942	Cg004G153670
OG0011433	evm.model.RL_1.2982	Cg004G154110
OG0011434	evm.model.RL_1.3028	Cg004G154650
OG0011435	evm.model.RL_1.3018	Cg004G154530
OG0011436	evm.model.RL_1.3069	Cg004G155190
OG0011437	evm.model.RL_1.3122	Cg004G155710
OG0011438	evm.model.RL_1.3132	Cg004G155830
OG0011439	evm.model.RL_1.3155	Cg004G156130
OG0011440	evm.model.RL_1.3178	Cg004G156340
OG0011441	evm.model.RL_1.3194	Cg004G156540
OG0011442	evm.model.RL_1.3223	Cg004G156850
OG0011443	evm.model.RL_1.3281	Cg004G157270
OG0011444	evm.model.RL_1.3272	Cg004G157210
OG0011445	evm.model.RL_5.3864	Cg006G195500, Cg006G195480
OG0011446	evm.model.RL_5.3821, evm.model.RL_5.3818	Cg006G196000, Cg006G195970
OG0011447	evm.model.RL_5.3802	Cg006G196220
OG0011448	evm.model.RL_5.3794	Cg006G196330
OG0011449	evm.model.RL_5.1881	Cg006G197800
OG0011450	evm.model.RL_5.1888, evm.model.RL_5.1886	Cg006G197860
OG0011451	evm.model.RL_5.1894	Cg006G197980
OG0011452	evm.model.RL_1.1951	Cg004G137200
OG0011453	evm.model.RL_5.2076	Cg006G200130
OG0011454	evm.model.RL_5.2152	Cg006G201320
OG0011455	evm.model.RL_5.2208	Cg006G201810
OG0011457	evm.model.RL_2.1155	Cg001G025160
OG0011458	evm.model.RL_6.1564	Cg005G171860
OG0011459	evm.model.RL_6.1563	Cg005G171870
OG0011460	evm.model.RL_6.1551	Cg005G172000
OG0011462	evm.model.RL_7.1175	Cg002G054690
OG0011463	evm.model.RL_7.1166	Cg002G054590
OG0011464	evm.model.RL_5.2922	Cg006G216500
OG0011465	evm.model.RL_7.1101	Cg002G053880, Cg002G053870, Cg002G053850
OG0011466	evm.model.RL_7.1099.1.687c84b8	Cg002G053820
OG0011468	evm.model.RL_7.1077	Cg002G053470
OG0011469	evm.model.RL_2.2316	Cg001G012630
OG0011470	evm.model.RL_7.984	Cg002G052580
OG0011471	evm.model.RL_7.911	Cg002G051920
OG0011472	evm.model.RL_7.892.1.687c84b6	Cg002G051700
OG0011473	evm.model.RL_7.837	Cg002G051270
OG0011474	evm.model.RL_7.786	Cg002G050660
OG0011475	evm.model.RL_7.775	Cg002G050480
OG0011476	evm.model.RL_7.677	Cg002G049400
OG0011477	evm.model.RL_7.661.2.687c84b5	Cg002G049220
