Orthogroup	Cardamine_amara	Noccaea_praecox
OG0011216	evm.model.RL_5.745	Np004G250370
OG0011217	evm.model.RL_5.727	Np004G250580
OG0011218	evm.model.RL_5.2226	Np004G200240
OG0011219	evm.model.RL_5.660	Np004G251260
OG0011220	evm.model.RL_5.585	Np004G252210
OG0011222	evm.model.RL_5.541	Np004G252750
OG0011223	evm.model.RL_5.494	Np004G253360
OG0011224	evm.model.RL_5.464	Np004G253690, Np004G228270
OG0011226	evm.model.RL_5.458	Np004G253750
OG0011227	evm.model.RL_5.453.1.687c88ac	Np004G253790
OG0011228	evm.model.RL_5.419	Np004G254340
OG0011231	evm.model.RL_5.323	Np004G255500
OG0011232	evm.model.RL_5.310	Np004G255690
OG0011233	evm.model.RL_5.251	Np004G256390
OG0011234	evm.model.RL_5.210	Np004G256890
OG0011235	evm.model.RL_5.217	Np004G256800
OG0011236	evm.model.RL_5.233	Np004G256620
OG0011237	evm.model.RL_5.198	Np004G257050
OG0011238	evm.model.RL_5.189	Np004G257120
OG0011239	evm.model.RL_5.180	Np004G257180
OG0011240	evm.model.RL_5.176	Np004G257220
OG0011241	evm.model.RL_5.150	Np004G257490
OG0011243	evm.model.RL_5.120	Np004G257770
OG0011244	evm.model.RL_5.109	Np004G257860
OG0011245	evm.model.RL_5.51	Np004G258640
OG0011246	evm.model.RL_8.2907	Np004G203180
OG0011247	evm.model.RL_4.2227	Np003G140850
OG0011248	evm.model.RL_4.2195	Np003G141190
OG0011249	evm.model.RL_4.2207	Np003G141060
OG0011251	evm.model.RL_4.2159	Np003G141620
OG0011252	evm.model.RL_4.2103	Np003G142210
OG0011253	evm.model.RL_4.2001	Np003G143450
OG0011254	evm.model.RL_4.1991	Np003G143560
OG0011255	evm.model.RL_4.1973	Np003G143810
OG0011256	evm.model.RL_4.1904	Np003G144720
OG0011257	evm.model.RL_4.1906	Np003G144680
OG0011258	evm.model.RL_4.1859	Np003G145210
OG0011259	evm.model.RL_3.687, evm.model.RL_3.1210	Np002G089610, Np002G089620
OG0011260	evm.model.RL_4.1813	Np003G145950
OG0011261	evm.model.RL_4.1805	Np003G146300, Np003G146060
OG0011262	evm.model.RL_4.1790	Np003G146430
OG0011263	evm.model.RL_4.1746	Np003G146950
OG0011264	evm.model.RL_4.1119	Np001G014020
OG0011265	evm.model.RL_4.1098	Np001G014300
OG0011267	evm.model.RL_4.1082.1.687c86d1	Np001G014460, Np006G367430
OG0011268	evm.model.RL_4.1068.1.687c86d1	Np001G014650, Np001G008890, Np006G343250
OG0011269	evm.model.RL_4.1019	Np001G015270
OG0011270	evm.model.RL_4.967	Np001G015840
OG0011271	evm.model.RL_4.955	Np001G016030, Np001G015910
OG0011272	evm.model.RL_4.945, evm.model.RL_4.942, evm.model.RL_4.940	Np001G016210
OG0011273	evm.model.RL_4.924	Np001G016410
OG0011274	evm.model.RL_4.894	Np001G016710
OG0011275	evm.model.RL_4.909	Np001G016580
OG0011276	evm.model.RL_4.807	Np001G017640
OG0011277	evm.model.RL_4.2272	Np003G140330
OG0011278	evm.model.RL_4.2856	Np003G132620
OG0011279	evm.model.RL_4.2921	Np003G131560
OG0011280	evm.model.RL_4.2951	Np003G131150
OG0011281	evm.model.RL_5.2455	Np003G130590
OG0011282	evm.model.RL_4.2993	Np003G130510
OG0011283	evm.model.RL_4.2996	Np003G130470
OG0011284	evm.model.RL_4.3001	Np003G130400
OG0011285	evm.model.RL_1.1130	Np007G409220, Np003G125580, Np004G236380
OG0011286	evm.model.RL_4.3086.1.687c86dd	Np003G129030
OG0011288	evm.model.RL_6.2583, evm.model.RL_4.1180	Np001G013190
OG0011289	evm.model.RL_4.1179	Np001G013220
OG0011290	evm.model.RL_4.1203	Np001G012850
OG0011291	evm.model.RL_4.1215	Np001G012590
OG0011292	evm.model.RL_4.1241	Np001G012140
OG0011293	evm.model.RL_4.1258	Np001G011990
OG0011294	evm.model.RL_4.1305.4.687c86d3	Np001G011420
OG0011295	evm.model.RL_4.1327	Np001G011220
OG0011297	evm.model.RL_4.1351.1.687c86d3	Np001G010950
OG0011298	evm.model.RL_8.2182	Np001G009590
OG0011299	evm.model.RL_8.2237	Np001G008910
OG0011300	evm.model.RL_8.2342	Np001G007010
OG0011301	evm.model.RL_8.1995, evm.model.RL_8.1963	Np003G153970
OG0011302	evm.model.RL_8.1955	Np003G154060
OG0011303	evm.model.RL_8.1912	Np003G154600
OG0011304	evm.model.RL_8.1910	Np003G154620
OG0011305	evm.model.RL_8.1899	Np003G154750
OG0011306	evm.model.RL_7.1274	Np001G052830
OG0011307	evm.model.RL_7.1325	Np001G052110
OG0011309	evm.model.RL_7.1328	Np004G202630, Np001G052070
OG0011310	evm.model.RL_7.1342	Np001G051900, Np001G051970
OG0011311	evm.model.RL_7.1344	Np001G051940, Np001G051870
OG0011312	evm.model.RL_7.1409.1.687c84b9	Np001G050970
OG0011313	evm.model.RL_7.1483	Np001G049900
OG0011314	evm.model.RL_7.1522	Np001G049180
OG0011315	evm.model.RL_7.1524	Np001G049160
OG0011316	evm.model.RL_7.1560	Np001G048160
OG0011317	evm.model.RL_5.1236	Np004G242920
OG0011318	evm.model.RL_7.1748	Np001G045880
OG0011319	evm.model.RL_7.1750	Np001G045860
OG0011321	evm.model.RL_7.1843	Np001G044740
OG0011322	evm.model.RL_7.1906, evm.model.RL_7.1904	Np001G044140
OG0011323	evm.model.RL_7.1937	Np001G043190
OG0011324	evm.model.RL_7.2007	Np004G190250
OG0011325	evm.model.RL_2.75	Np005G318330
OG0011326	evm.model.RL_3.1200	Np002G089760
OG0011327	evm.model.RL_3.1195	Np002G089870
OG0011328	evm.model.RL_3.1169	Np002G090510
OG0011329	evm.model.RL_3.1245	Np002G088860
OG0011330	evm.model.RL_3.1252	Np002G088780
OG0011331	evm.model.RL_3.1348	Np002G086750
OG0011332	evm.model.RL_3.1360	Np002G086480
OG0011333	evm.model.RL_3.1597	Np002G083100
OG0011334	evm.model.RL_3.1437	Np002G085360
OG0011335	evm.model.RL_3.1445.3.687c84bc	Np002G085190
OG0011336	evm.model.RL_3.1449	Np002G085110
OG0011337	evm.model.RL_3.1468	Np002G084630
OG0011338	evm.model.RL_3.1503	Np002G084300
OG0011339	evm.model.RL_3.1556	Np002G083610
OG0011340	evm.model.RL_3.1559	Np002G083550
OG0011341	evm.model.RL_3.1572	Np002G083430
OG0011342	evm.model.RL_3.1602	Np002G083030
OG0011343	evm.model.RL_3.2222	Np002G073590
OG0011344	evm.model.RL_3.2219	Np002G073670
OG0011345	evm.model.RL_3.2189	Np002G074250
OG0011346	evm.model.RL_3.2145	Np002G075000
OG0011347	evm.model.RL_5.3618	Np004G234140
OG0011348	evm.model.RL_3.2047	Np002G076530
OG0011350	evm.model.RL_5.1822	Np002G077640
OG0011351	evm.model.RL_2.864, evm.model.RL_2.863	Np005G274600
OG0011353	evm.model.RL_4.738	Np006G361470
OG0011354	evm.model.RL_3.1948	Np002G078110
OG0011355	evm.model.RL_3.1929	Np002G078350
OG0011356	evm.model.RL_3.1898	Np002G078810
OG0011357	evm.model.RL_3.1861	Np002G079220
OG0011358	evm.model.RL_3.1853	Np002G079320
OG0011359	evm.model.RL_3.1809	Np002G080020, Np002G080730
OG0011360	evm.model.RL_3.1804	Np002G080680, Np002G080080
OG0011361	evm.model.RL_3.1663	Np002G082030
OG0011362	evm.model.RL_3.2414	Np002G071060
OG0011364	evm.model.RL_3.2435.2.687c84be	Np002G070840
OG0011365	evm.model.RL_3.2463	Np002G070530
OG0011366	evm.model.RL_1.1191	Np007G408390
OG0011367	evm.model.RL_1.1197	Np007G408290
OG0011368	evm.model.RL_1.1217	Np007G408040
OG0011369	evm.model.RL_1.1222	Np007G407970
OG0011370	evm.model.RL_1.1224	Np007G419100
OG0011371	evm.model.RL_1.1258	Np007G407480
OG0011372	evm.model.RL_1.1289	Np007G406800
OG0011373	evm.model.RL_1.1297	Np007G406600
OG0011374	evm.model.RL_1.1322	Np007G406280
OG0011375	evm.model.RL_1.1328.2.687c87ec	Np007G406070
OG0011376	evm.model.RL_1.1346	Np007G405880
OG0011377	evm.model.RL_1.1374	Np007G405490
OG0011378	evm.model.RL_5.3810.1.687c88c5	Np004G192810
OG0011379	evm.model.RL_1.1410	Np007G404930, Np006G323940
OG0011380	evm.model.RL_1.1417	Np007G404820
OG0011381	evm.model.RL_1.1428	Np004G207910, Np007G404660
OG0011382	evm.model.RL_1.1445	Np007G404440
OG0011383	evm.model.RL_1.1454	Np007G404240
OG0011384	evm.model.RL_1.1462	Np007G404010
OG0011385	evm.model.RL_1.1474	Np007G403670
OG0011386	evm.model.RL_1.1551, evm.model.RL_1.1555, evm.model.RL_1.1547	Np007G390480
OG0011387	evm.model.RL_1.1564	Np007G390590
OG0011388	evm.model.RL_1.1566	Np007G390690
OG0011389	evm.model.RL_1.1570, evm.model.RL_1.1571	Np007G390720
OG0011390	evm.model.RL_1.1659	Np007G392510
OG0011391	evm.model.RL_1.1690	Np007G392950
OG0011392	evm.model.RL_1.1706	Np007G393310
OG0011393	evm.model.RL_1.1735	Np007G394030
OG0011394	evm.model.RL_1.1768	Np007G394560
OG0011395	evm.model.RL_1.1785	Np007G394920
OG0011396	evm.model.RL_1.1810	Np007G395520
OG0011397	evm.model.RL_1.1824	Np007G395870
OG0011398	evm.model.RL_1.1835	Np007G396040
OG0011399	evm.model.RL_1.1836.1.687c87ee	Np007G396050, Np006G346150, Np006G346160
OG0011400	evm.model.RL_1.1841	Np007G396130
OG0011402	evm.model.RL_1.1940	Np007G398960
OG0011403	evm.model.RL_1.1961	Np007G400180
OG0011404	evm.model.RL_8.2839, evm.model.RL_1.1968, evm.model.RL_8.2837	Np011G435970
OG0011405	evm.model.RL_1.1993	Np007G380390
OG0011406	evm.model.RL_1.2041.1.687c87ee	Np007G381130
OG0011407	evm.model.RL_1.2105	Np007G382150
OG0011408	evm.model.RL_1.2107	Np007G382240, Np007G381800
OG0011409	evm.model.RL_1.2119	Np007G382600, Np002G096640
OG0011410	evm.model.RL_1.2129	Np007G382730
OG0011411	evm.model.RL_1.2158	Np007G383290
OG0011413	evm.model.RL_1.2206, evm.model.RL_1.2198	Np007G384050, Np007G384060
OG0011414	evm.model.RL_1.2225	Np007G387700
OG0011415	evm.model.RL_1.2300	Np007G385900
OG0011416	evm.model.RL_1.2328	Np007G386770
OG0011417	evm.model.RL_1.2357	Np007G387270
OG0011418	evm.model.RL_1.2390	Np007G387640
OG0011419	evm.model.RL_1.2411	Np007G387860
OG0011421	evm.model.RL_1.2487	Np007G388800
OG0011422	evm.model.RL_1.2584	Np010G434000
OG0011423	evm.model.RL_1.2569	Np002G108590, Np007G389850
OG0011424	evm.model.RL_1.2567	Np001G043250, Np007G389810
OG0011425	evm.model.RL_1.2558	Np007G389690
OG0011426	evm.model.RL_1.2541	Np007G389460
OG0011427	evm.model.RL_1.2525	Np007G389230
OG0011428	evm.model.RL_3.1620	Np003G178630
OG0011429	evm.model.RL_1.2764	Np007G378130
OG0011430	evm.model.RL_1.2801	Np007G377650
OG0011431	evm.model.RL_1.2806	Np007G377550
OG0011432	evm.model.RL_1.2942	Np007G375700
OG0011433	evm.model.RL_1.2982	Np007G375070, Np001G021480
OG0011434	evm.model.RL_1.3028	Np007G374470
OG0011435	evm.model.RL_1.3018	Np007G374620
OG0011436	evm.model.RL_1.3069	Np007G374010
OG0011437	evm.model.RL_1.3122	Np007G373430
OG0011438	evm.model.RL_1.3132	Np007G373300
OG0011439	evm.model.RL_1.3155	Np007G372840
OG0011441	evm.model.RL_1.3194	Np007G372350
OG0011442	evm.model.RL_1.3223	Np007G372030
OG0011443	evm.model.RL_1.3281	Np007G371600
OG0011444	evm.model.RL_1.3272	Np003G144050
OG0011445	evm.model.RL_5.3864	Np004G192050
OG0011447	evm.model.RL_5.3802	Np004G192880, Np004G192980
OG0011448	evm.model.RL_5.3794	Np004G193170
OG0011449	evm.model.RL_5.1881	Np004G194960
OG0011450	evm.model.RL_5.1888, evm.model.RL_5.1886	Np004G195060
OG0011451	evm.model.RL_5.1894	Np004G195170
OG0011452	evm.model.RL_1.1951	Np007G399340, Np003G143080
OG0011453	evm.model.RL_5.2076	Np004G198150
OG0011454	evm.model.RL_5.2152	Np004G199270
OG0011455	evm.model.RL_5.2208	Np004G200040
OG0011457	evm.model.RL_2.1155	Np005G301240
OG0011458	evm.model.RL_6.1564	Np006G341630
OG0011459	evm.model.RL_6.1563	Np006G341640
OG0011460	evm.model.RL_6.1551	Np006G341800
OG0011461	evm.model.RL_6.1533	Np006G342040
OG0011462	evm.model.RL_7.1175	Np001G054060
OG0011463	evm.model.RL_7.1166	Np001G054150
OG0011464	evm.model.RL_5.2922	Np004G213130
OG0011465	evm.model.RL_7.1101	Np001G055090
OG0011466	evm.model.RL_7.1099.1.687c84b8	Np001G055110
OG0011468	evm.model.RL_7.1077	Np001G055890
OG0011469	evm.model.RL_2.2316	Np005G276920
OG0011470	evm.model.RL_7.984	Np001G056920
OG0011471	evm.model.RL_7.911	Np001G057780
OG0011472	evm.model.RL_7.892.1.687c84b6	Np001G058300
OG0011473	evm.model.RL_7.837	Np001G058820
OG0011474	evm.model.RL_7.786	Np001G059640
OG0011475	evm.model.RL_7.775	Np001G059820
OG0011476	evm.model.RL_7.677	Np001G061360
OG0011477	evm.model.RL_7.661.2.687c84b5	Np001G061560
OG0011478	evm.model.RL_7.659	Np001G061590
OG0011479	evm.model.RL_7.618	Np001G062210, Np001G058260
OG0011480	evm.model.RL_7.547	Np001G062890
OG0011481	evm.model.RL_7.535	Np001G063010
OG0011482	evm.model.RL_5.732	Np004G250550, Np004G212970
OG0011483	evm.model.RL_7.410	Np001G064730
OG0011484	evm.model.RL_7.935	Np001G057530
OG0011485	evm.model.RL_7.321	Np001G066210
OG0011486	evm.model.RL_7.299	Np003G147190, Np001G066480
OG0011487	evm.model.RL_7.265	Np001G066830
OG0011488	evm.model.RL_6.2732	Np006G323580
OG0011489	evm.model.RL_7.207	Np001G067570
OG0011490	evm.model.RL_7.196	Np001G067750
OG0011491	evm.model.RL_7.195	Np001G067760
OG0011492	evm.model.RL_7.190	Np001G067870
OG0011493	evm.model.RL_7.173	Np001G068100
OG0011494	evm.model.RL_7.136	Np001G068560
OG0011495	evm.model.RL_7.125	Np001G068680
OG0011496	evm.model.RL_7.121, evm.model.RL_7.115	Np001G068760, Np001G068790
OG0011497	evm.model.RL_7.97	Np001G069120
OG0011498	evm.model.RL_7.64	Np001G069450
OG0011499	evm.model.RL_7.50	Np001G069580
OG0011501	evm.model.RL_7.6	Np007G425520, Np004G190000
OG0011502	evm.model.RL_2.326	Np005G273950, Np005G298440
OG0011503	evm.model.RL_7.1277	Np001G052810
OG0011504	evm.model.RL_7.1304	Np001G052430
OG0011505	evm.model.RL_7.1293	Np001G052520
OG0011506	evm.model.RL_7.1871, evm.model.RL_7.1878	Np004G203040
OG0011506	evm.model.RL_7.1768	Np005G267030, Np001G049260
OG0011509	evm.model.RL_7.347	Np001G065620
OG0011510	evm.model.RL_7.186	Np001G067910
OG0011511	evm.model.RL_4.230	Np001G036420
OG0011513	evm.model.RL_5.1326	Np001G059120, Np001G059140
OG0011514	evm.model.RL_6.1458	Np006G343790
OG0011515	evm.model.RL_7.1979	Np001G043560
OG0011516	evm.model.RL_3.2004	Np002G077160
OG0011518	evm.model.RL_3.1760	Np002G081020
OG0011525	evm.model.RL_5.678	Np004G251100, Np004G233210
OG0011526	evm.model.RL_5.983	Np004G247370
OG0011527	evm.model.RL_3.279	Np002G119360
OG0011528	evm.model.RL_5.1201	Np004G243390
OG0011529	evm.model.RL_5.1314	Np004G241860
OG0011531	evm.model.RL_2.882	Np004G238910
OG0011532	evm.model.RL_5.1580	Np004G238630
OG0011533	evm.model.RL_5.3659	Np004G234580
OG0011534	evm.model.RL_5.3585	Np004G233580
OG0011535	evm.model.RL_5.3550.1.687c88c3	Np004G232670
OG0011536	evm.model.RL_2.585	Np005G310640
OG0011537	evm.model.RL_3.1228	Np002G089170
OG0011539	evm.model.RL_3.1096	Np002G092610
OG0011543	evm.model.RL_5.2698, evm.model.RL_5.2699	Np002G091670
OG0011544	evm.model.RL_1.3202	Np007G372240
OG0011545	evm.model.RL_1.3257	Np007G371800
OG0011548	evm.model.RL_1.1273	Np007G407170
OG0011549	evm.model.RL_1.904	Np007G412700
OG0011550	evm.model.RL_4.3416	Np003G125120
OG0011551	evm.model.RL_4.3138	Np003G128390
OG0011552	evm.model.RL_4.3100.1.687c86dd	Np003G128870
OG0011553	evm.model.RL_8.303_evm.model.RL_8.304	Np003G186140
OG0011554	evm.model.RL_2.1906	Np005G283060
OG0011555	evm.model.RL_2.1811	Np005G284420
OG0011556	evm.model.RL_5.2897	Np004G213740
OG0011557	evm.model.RL_5.3122	Np004G210520
OG0011558	evm.model.RL_6.1203	Np006G348290, Np006G354630
OG0011559	evm.model.RL_4.2486	Np003G137410
OG0011561	evm.model.RL_4.2335	Np003G139520
OG0011563	evm.model.RL_8.1447	Np003G163750
OG0011564	evm.model.RL_8.1608	Np003G160450
OG0011565	evm.model.RL_8.1723	Np003G157570
OG0011566	evm.model.RL_8.1893	Np003G154820
OG0011567	evm.model.RL_4.1641	Np003G148280
OG0011568	evm.model.RL_4.1675	Np003G147810
OG0011569	evm.model.RL_4.1686	Np003G147640
OG0011570	evm.model.RL_4.1705	Np003G147430
OG0011571	evm.model.RL_8.2485	Np001G005070
OG0011573	evm.model.RL_5.1336	Np004G241620
OG0011574	evm.model.RL_5.1439	Np004G240430
OG0011575	evm.model.RL_5.3262	Np004G224750
OG0011578	evm.model.RL_3.1206	Np002G089680
OG0011579	evm.model.RL_1.2202	Np007G384010
OG0011580	evm.model.RL_6.108, evm.model.RL_6.103	Np006G369400
OG0011581	evm.model.RL_6.486	Np006G363500, Np006G363550, Np006G363580
OG0011582	evm.model.RL_6.1093	Np006G351760
OG0011583	evm.model.RL_6.1196	Np006G354480, Np006G348620
OG0011584	evm.model.RL_6.2844	Np002G083350, Np002G083370
OG0011585	evm.model.RL_7.1065	Np001G056030
OG0011586	evm.model.RL_2.2930	Np005G264370
OG0011588	evm.model.RL_2.1939	Np005G282610
OG0011590	evm.model.RL_4.906	Np001G016630
OG0011591	evm.model.RL_2.2514	Np005G274530, Np005G276230, Np005G274690
OG0011603	evm.model.RL_2.2389, evm.model.RL_2.2384	Np005G276030
OG0011604	evm.model.RL_2.2390.2.687c86e5	Np005G276020
OG0011605	evm.model.RL_2.2424	Np005G275560
OG0011607	evm.model.RL_2.2404	Np005G275840
OG0011608	evm.model.RL_2.2459	Np005G275200
OG0011609	evm.model.RL_2.2499	Np005G274670
OG0011610	evm.model.RL_1.3047	Np007G374200
OG0011611	evm.model.RL_2.2554	Np005G273360
OG0011612	evm.model.RL_2.2563	Np005G273220
OG0011613	evm.model.RL_2.2566	Np005G273190
OG0011614	evm.model.RL_2.2568	Np005G273140
OG0011615	evm.model.RL_2.2570	Np005G273120
OG0011616	evm.model.RL_2.2584	Np005G272850
OG0011617	evm.model.RL_2.2603	Np005G272610
OG0011618	evm.model.RL_2.2664	Np005G271680
OG0011619	evm.model.RL_5.736	Np004G250480
OG0011620	evm.model.RL_2.2695	Np005G271300
OG0011621	evm.model.RL_2.2770	Np005G270100, Np005G270060
OG0011622	evm.model.RL_2.2774	Np005G270020
OG0011623	evm.model.RL_6.1553	Np006G341780
OG0011624	evm.model.RL_2.2799.2.687c86e7	Np005G262940
OG0011625	evm.model.RL_4.1530	Np003G149850
OG0011626	evm.model.RL_2.2899	Np005G264070
OG0011626	evm.model.RL_2.2597	Np005G274360
OG0011627	evm.model.RL_3.1542	Np002G083770
OG0011628	evm.model.RL_4.1637	Np003G148320
OG0011629	evm.model.RL_7.1610, evm.model.RL_2.2947	Np005G264530, Np006G348720
OG0011630	evm.model.RL_2.2975	Np005G264840
OG0011631	evm.model.RL_2.3045	Np005G266030
OG0011632	evm.model.RL_5.2819	Np004G215410
OG0011633	evm.model.RL_5.2815	Np004G215500
OG0011634	evm.model.RL_5.2814	Np003G161440, Np004G215510
OG0011635	evm.model.RL_5.2801.1.687c88bd	Np004G215930
OG0011636	evm.model.RL_5.2791	Np004G216270, Np004G216140
OG0011637	evm.model.RL_5.2751	Np004G218130
OG0011638	evm.model.RL_5.2744	Np004G218880
OG0011639	evm.model.RL_5.2742	Np004G218950, Np004G219750
OG0011640	evm.model.RL_5.2715	Np004G205240
OG0011641	evm.model.RL_5.2702	Np004G205430
OG0011643	evm.model.RL_2.1249	Np005G298040
OG0011645	evm.model.RL_2.1224	Np005G298890
OG0011646	evm.model.RL_2.1204	Np005G299540
OG0011647	evm.model.RL_6.128, evm.model.RL_1.2771	Np006G369130
OG0011648	evm.model.RL_3.769	Np002G103470
OG0011649	evm.model.RL_6.554	Np006G362640
OG0011650	evm.model.RL_3.751	Np002G105160
OG0011651	evm.model.RL_3.737	Np002G106310
OG0011652	evm.model.RL_3.726	Np002G106740
OG0011653	evm.model.RL_3.666	Np002G111120
OG0011654	evm.model.RL_3.660	Np002G111250
OG0011655	evm.model.RL_3.625	Np002G112500
OG0011656	evm.model.RL_5.842	Np004G249230
OG0011657	evm.model.RL_3.572	Np002G113150
OG0011659	evm.model.RL_3.533, evm.model.RL_3.482	Np002G115620
OG0011660	evm.model.RL_3.480	Np002G115720
OG0011661	evm.model.RL_2.531	Np005G311160
OG0011662	evm.model.RL_3.448	Np002G116140
OG0011663	evm.model.RL_4.501	Np001G040850
OG0011664	evm.model.RL_3.419	Np002G117300
OG0011665	evm.model.RL_3.319, evm.model.RL_6.124	Np002G118600
OG0011666	evm.model.RL_5.1039	Np004G246430
OG0011667	evm.model.RL_7.2695	Np001G027350
OG0011668	evm.model.RL_7.2715	Np001G026700
OG0011669	evm.model.RL_7.2721	Np001G026640
OG0011670	evm.model.RL_5.3468	Np004G231170
OG0011671	evm.model.RL_7.2638	Np001G026560
OG0011672	evm.model.RL_7.2622	Np001G026310
OG0011673	evm.model.RL_7.2603	Np001G026040
OG0011674	evm.model.RL_7.2585	Np001G025370
OG0011675	evm.model.RL_7.2579	Np001G025260
OG0011676	evm.model.RL_7.2547	Np001G024890
OG0011677	evm.model.RL_7.2521	Np001G024640
OG0011678	evm.model.RL_7.2458	Np001G023640
OG0011679	evm.model.RL_7.2451	Np001G023560
OG0011680	evm.model.RL_7.2447, evm.model.RL_7.2445, evm.model.RL_7.2448	Np001G023500
OG0011681	evm.model.RL_7.2432	Np001G023280
OG0011682	evm.model.RL_7.2375	Np001G022520
OG0011683	evm.model.RL_7.2364	Np001G022350, Np001G022300
OG0011684	evm.model.RL_7.2316	Np001G021390
OG0011685	evm.model.RL_7.2305	Np001G021160
OG0011686	evm.model.RL_2.37	Np005G317790
OG0011687	evm.model.RL_7.2150	Np001G019450
OG0011688	evm.model.RL_7.2054	Np001G018570
OG0011689	evm.model.RL_3.1084	Np002G093300
OG0011690	evm.model.RL_3.1058	Np002G093760
OG0011691	evm.model.RL_3.1051	Np002G093950
OG0011692	evm.model.RL_3.1032	Np002G094450
OG0011693	evm.model.RL_3.1022	Np002G094700
OG0011694	evm.model.RL_3.1019	Np002G094980
OG0011695	evm.model.RL_3.1010	Np002G095200
OG0011696	evm.model.RL_3.999	Np002G095840
OG0011697	evm.model.RL_3.972	Np002G096830
OG0011698	evm.model.RL_5.282	Np004G255990
OG0011699	evm.model.RL_2.331	Np002G096740
OG0011700	evm.model.RL_5.3033	Np002G086580
OG0011701	evm.model.RL_3.17	Np002G124700
OG0011702	evm.model.RL_3.24	Np002G124550
OG0011703	evm.model.RL_3.31	Np002G124390
OG0011704	evm.model.RL_3.35	Np002G124320
OG0011705	evm.model.RL_3.69	Np002G123830
OG0011706	evm.model.RL_3.101	Np002G123300
OG0011707	evm.model.RL_3.131	Np002G122840
OG0011708	evm.model.RL_3.174	Np002G097660, Np002G121770
OG0011709	evm.model.RL_3.191	Np002G121260
OG0011710	evm.model.RL_3.211	Np002G120960
OG0011711	evm.model.RL_3.224	Np002G120730
OG0011712	evm.model.RL_1.1157	Np007G408830
OG0011713	evm.model.RL_2.2125	Np005G279760
OG0011714	evm.model.RL_7.706	Np006G330810
OG0011715	evm.model.RL_6.2223	Np006G330760
OG0011716	evm.model.RL_6.2192	Np006G331170
OG0011717	evm.model.RL_6.2187	Np006G331260
OG0011718	evm.model.RL_1.816	Np007G413780
OG0011720	evm.model.RL_1.856	Np007G413390
OG0011721	evm.model.RL_1.860	Np007G413310
OG0011722	evm.model.RL_1.863	Np007G413280
OG0011723	evm.model.RL_1.900	Np007G412760
OG0011724	evm.model.RL_8.1418	Np003G164340
OG0011725	evm.model.RL_1.925	Np007G412120
OG0011727	evm.model.RL_1.951	Np007G411840
OG0011728	evm.model.RL_1.979	Np007G411440
OG0011729	evm.model.RL_1.985	Np007G411350
OG0011730	evm.model.RL_1.990	Np007G411250
OG0011731	evm.model.RL_1.991	Np007G411240
OG0011732	evm.model.RL_1.997	Np007G411170, Np007G410990
OG0011733	evm.model.RL_1.1002	Np007G411110
OG0011734	evm.model.RL_1.1009	Np007G411050
OG0011735	evm.model.RL_1.1073	Np007G410060
OG0011736	evm.model.RL_1.1116	Np007G409400
OG0011737	evm.model.RL_8.1069	Np003G174370
OG0011738	evm.model.RL_8.1117	Np003G173690
OG0011739	evm.model.RL_8.1115	Np003G173720
OG0011740	evm.model.RL_8.1123	Np003G173550
OG0011741	evm.model.RL_8.1184	Np003G172040
OG0011742	evm.model.RL_8.1192	Np003G171630
OG0011743	evm.model.RL_8.1214	Np003G169620
OG0011744	evm.model.RL_8.1216	Np003G184330
OG0011745	evm.model.RL_8.1225	Np003G184390
OG0011746	evm.model.RL_8.1236	Np003G184510
OG0011748	evm.model.RL_8.1253	Np004G230780, Np004G230750, Np004G230810
OG0011749	evm.model.RL_8.1298	Np003G167070
OG0011750	evm.model.RL_8.1329	Np003G166030
OG0011751	evm.model.RL_8.1335	Np003G165950
OG0011752	evm.model.RL_8.1341	Np003G165920
OG0011753	evm.model.RL_2.941, evm.model.RL_5.2602	Np004G242690
OG0011754	evm.model.RL_2.2292	Np005G277290
OG0011755	evm.model.RL_8.1457	Np003G161280
OG0011756	evm.model.RL_8.1504	Np003G162260
OG0011757	evm.model.RL_8.1489	Np003G162020
OG0011758	evm.model.RL_8.1484	Np003G161980
OG0011759	evm.model.RL_8.1521	Np003G162490
OG0011760	evm.model.RL_8.1539	Np003G163130
OG0011761	evm.model.RL_8.1542.1.687c855c	Np003G163170
OG0011762	evm.model.RL_8.1582	Np003G160920
OG0011763	evm.model.RL_2.2207	Np005G278670
OG0011764	evm.model.RL_8.1624	Np003G160030
OG0011765	evm.model.RL_8.1641	Np003G159420
OG0011766	evm.model.RL_8.1656	Np003G159260
OG0011767	evm.model.RL_8.1660	Np003G159220
OG0011768	evm.model.RL_8.1682	Np003G158410
OG0011769	evm.model.RL_8.1689	Np003G158300
OG0011770	evm.model.RL_8.1696.1.687c855d	Np003G158250
OG0011771	evm.model.RL_8.1735	Np003G157350
OG0011772	evm.model.RL_8.1789	Np003G156430, Np003G156420
OG0011773	evm.model.RL_8.1790	Np003G156390
OG0011774	evm.model.RL_8.1798	Np003G156300
OG0011775	evm.model.RL_8.1836	Np003G155730
OG0011776	evm.model.RL_8.1848	Np003G155400
OG0011777	evm.model.RL_8.1863	Np003G155170
OG0011778	evm.model.RL_8.1865	Np003G155150
OG0011779	evm.model.RL_8.992	Np003G182050
OG0011780	evm.model.RL_8.998, evm.model.RL_8.975	Np003G175020
OG0011781	evm.model.RL_4.2304	Np003G139920
OG0011782	evm.model.RL_4.2401	Np003G138550
OG0011783	evm.model.RL_4.2406	Np003G138500
OG0011784	evm.model.RL_4.2441	Np003G138110
