Orthogroup	Cardamine_amara	Camelina_sativa
OG0008738	evm.model.RL_8.2368	XP_010451261.1
OG0008739	evm.model.RL_8.555	XP_010422190.1, XP_010455665.1, XP_010433651.1
OG0008740	evm.model.RL_2.1778.1.687c86e3	XP_010448848.1, XP_010433998.1, XP_010439292.1
OG0008741	evm.model.RL_2.1794	XP_010448815.1, XP_010433978.1, XP_019086973.1
OG0008743	evm.model.RL_2.1810	XP_010439243.1, XP_010433956.1, XP_010448790.1
OG0008744	evm.model.RL_2.1818	XP_010439228.1, XP_010433943.1, XP_010448772.1
OG0008745	evm.model.RL_2.1862	XP_019088255.1, XP_010433901.1
OG0008746	evm.model.RL_3.1442.3.687c84bc	XP_019093124.1, XP_019085890.1, XP_010415734.1
OG0008747	evm.model.RL_2.1902	XP_010433848.1, XP_019097177.1, XP_010448645.1, XP_010439124.1
OG0008748	evm.model.RL_8.747	XP_010421956.1, XP_010437167.1, XP_010455434.1
OG0008749	evm.model.RL_5.2614	XP_010499902.1, XP_010461187.1, XP_010478777.1
OG0008750	evm.model.RL_5.2560	XP_010461237.1, XP_010499950.1, XP_010478828.2
OG0008751	evm.model.RL_5.2549	XP_010499963.1, XP_019091857.1, XP_010478853.1
OG0008752	evm.model.RL_5.2542	XP_010499978.1, XP_010478865.1, XP_019090859.1, XP_010461261.1
OG0008753	evm.model.RL_5.2523	XP_010478915.1, XP_010461280.1, XP_010500006.1
OG0008754	evm.model.RL_5.2470	XP_010500032.1, XP_010478942.1, XP_010461315.1
OG0008755	evm.model.RL_5.2327	XP_010479054.1, XP_010500153.1, XP_010461446.2
OG0008756	evm.model.RL_5.2328	XP_010461444.1, XP_010479050.1, XP_010500150.1
OG0008757	evm.model.RL_5.3130	XP_010499246.1, XP_010478103.1, XP_010460518.1
OG0008758	evm.model.RL_5.2295	XP_010500194.1, XP_010479079.1, XP_010461481.1
OG0008759	evm.model.RL_5.3104	XP_010460559.1, XP_010478142.1, XP_010499283.1
OG0008760	evm.model.RL_5.3068	XP_010499342.1, XP_010478195.1
OG0008761	evm.model.RL_3.1739	XP_010416141.1, XP_010428261.2
OG0008762	evm.model.RL_5.3002	XP_010478287.1, XP_010460702.1, XP_010499443.1
OG0008763	evm.model.RL_5.2997	XP_010460704.1, XP_010478290.1, XP_010499444.1
OG0008764	evm.model.RL_5.2954	XP_010478344.1, XP_010499492.1, XP_019091314.1
OG0008765	evm.model.RL_5.2868	XP_010460874.1, XP_010478495.1, XP_010499609.1
OG0008766	evm.model.RL_5.2850	XP_010460897.1, XP_010478522.1, XP_010499631.1
OG0008767	evm.model.RL_5.2844	XP_010478528.1, XP_010460903.1, XP_010499640.1
OG0008768	evm.model.RL_5.2835	XP_010478540.1, XP_010460925.1
OG0008769	evm.model.RL_2.3095	XP_010446886.1, XP_010432238.1, XP_010437435.1
OG0008770	evm.model.RL_2.3100	XP_010446882.1, XP_019088201.1, XP_019086874.1
OG0008771	evm.model.RL_2.3129	XP_010437391.1, XP_010432204.1, XP_010446840.1
OG0008772	evm.model.RL_2.3169	XP_010446784.1, XP_010437341.1, XP_010432170.1
OG0008773	evm.model.RL_2.3190	XP_010446747.1, XP_010432140.1, XP_010437309.1
OG0008774	evm.model.RL_2.3221	XP_010432098.1, XP_010446712.1, XP_010437271.1
OG0008775	evm.model.RL_2.3233	XP_019086374.1, XP_010437256.1, XP_010446695.1
OG0008776	evm.model.RL_2.3239	XP_010437250.1, XP_010436227.1
OG0008777	evm.model.RL_2.3243	XP_010437247.1, XP_010446685.1, XP_010432076.1
OG0008778	evm.model.RL_2.3292.1.687c86e8	XP_010437181.1, XP_010432028.1, XP_010446620.1
OG0008779	evm.model.RL_2.3294	XP_010446618.1, XP_010437180.1, XP_010432025.1
OG0008780	evm.model.RL_2.3315.1.687c86e8	XP_010437153.1, XP_010446596.1
OG0008781	evm.model.RL_2.3324	XP_010431993.1, XP_010437142.1, XP_010446566.1, XP_010431994.1
OG0008782	evm.model.RL_2.3326	XP_010437141.1, XP_010446567.1
OG0008783	evm.model.RL_2.3354	XP_010431955.1, XP_010437108.1, XP_010446548.1
OG0008784	evm.model.RL_2.3406	XP_010431895.1, XP_010446462.1
OG0008785	evm.model.RL_4.2491, evm.model.RL_2.2277.3.687c86e5	XP_010433332.1, XP_010438570.1
OG0008786	evm.model.RL_2.569	XP_010450435.1, XP_010435503.1, XP_010440790.1
OG0008787	evm.model.RL_2.547	XP_010467338.1, XP_019084054.1, XP_019092353.1, XP_019086608.1
OG0008788	evm.model.RL_2.405	XP_010450955.1, XP_010435720.1
OG0008789	evm.model.RL_6.2478	XP_010478860.1, XP_010508402.1, XP_010517932.1, XP_010506248.1
OG0008790	evm.model.RL_2.300	XP_010450832.1, XP_010435823.1
OG0008791	evm.model.RL_8.59, evm.model.RL_5.2836	XP_010499649.1, XP_010478539.1, XP_010460927.1
OG0008793	evm.model.RL_5.2747	XP_010478632.1, XP_010499757.1, XP_010461030.1
OG0008794	evm.model.RL_6.1656	XP_010505085.1, XP_010516762.1, XP_010509581.1
OG0008796	evm.model.RL_6.1485	XP_019082947.1, XP_010509812.1, XP_010473852.1
OG0008797	evm.model.RL_4.547	XP_010481875.1, XP_010494309.1, XP_010442042.1
OG0008798	evm.model.RL_4.590.1.687c86cf	XP_010481920.1, XP_010494263.1, XP_010442092.1
OG0008799	evm.model.RL_4.613.1.687c86cf	XP_010481928.1, XP_010494249.1, XP_010442103.1, XP_019087791.1
OG0008800	evm.model.RL_6.2710	XP_010518199.1, XP_010508122.1
OG0008801	evm.model.RL_4.705	XP_010442190.1, XP_010494150.1
OG0008802	evm.model.RL_8.746	XP_010455435.1, XP_010421957.1, XP_010437147.1
OG0008803	evm.model.RL_8.665	XP_019084069.1, XP_019090690.1, XP_010435364.1
OG0008804	evm.model.RL_8.574_evm.model.RL_8.577	XP_010455634.1, XP_010422169.1, XP_010468506.1
OG0008805	evm.model.RL_8.558.2.687c8557	XP_010422187.1, XP_010455657.1, XP_010433706.1
OG0008806	evm.model.RL_8.547	XP_010455677.1, XP_010422204.1, XP_010433531.1
OG0008807	evm.model.RL_8.544	XP_010422207.1, XP_010455683.1, XP_010433470.1
OG0008809	evm.model.RL_8.451	XP_010422319.1, XP_010432131.1, XP_010455787.1
OG0008810	evm.model.RL_8.418	XP_010431694.1, XP_019090625.1, XP_019084138.1
OG0008811	evm.model.RL_2.1631	XP_010439501.1, XP_010434204.1, XP_010449098.1
OG0008812	evm.model.RL_4.414	XP_019087927.1, XP_019095727.1, XP_010494471.1
OG0008813	evm.model.RL_4.409	XP_010481689.1, XP_010494485.1, XP_010441874.1
OG0008814	evm.model.RL_4.382	XP_010494521.1, XP_010441833.1, XP_010481716.1
OG0008815	evm.model.RL_4.351	XP_010494566.1, XP_010441801.1, XP_010481660.1
OG0008816	evm.model.RL_4.300	XP_010441749.1, XP_010481603.1, XP_010494632.1
OG0008817	evm.model.RL_4.244	XP_010481525.1, XP_010494736.1
OG0008818	evm.model.RL_4.238	XP_010494743.1, XP_010441657.1, XP_010481518.1, XP_010481428.1, XP_010441561.1, XP_010445799.1, XP_010494767.1
OG0008819	evm.model.RL_4.138	XP_010494854.1, XP_010481421.1, XP_019086956.1
OG0008820	evm.model.RL_4.133	XP_010441548.1, XP_010481415.1, XP_010494858.1
OG0008821	evm.model.RL_4.97	XP_019095487.1, XP_010445772.1, XP_010494911.1
OG0008822	evm.model.RL_4.16	XP_019098028.1, XP_010497381.1, XP_019098026.1, XP_010441423.1, XP_019095475.1
OG0008823	evm.model.RL_4.15	XP_019095474.1, XP_010495009.1, XP_010441418.1
OG0008824	evm.model.RL_2.614	XP_010450396.1, XP_010435449.1, XP_010440748.1
OG0008825	evm.model.RL_2.769	XP_010435345.1, XP_010440626.1, XP_010450247.1
OG0008826	evm.model.RL_2.818	XP_010435309.1, XP_010440659.1, XP_010450300.1
OG0008827	evm.model.RL_2.823.1.687c86e1, evm.model.RL_6.1337	XP_010440666.1, XP_010450306.1, XP_010435300.1, XP_010480620.1
OG0008828	evm.model.RL_2.851	XP_010440573.1, XP_010435257.1, XP_010450201.1
OG0008829	evm.model.RL_1.2324	XP_010513371.1, XP_010488521.1, XP_010466823.1
OG0008830	evm.model.RL_2.929	XP_010450089.1, XP_010435178.1
OG0008831	evm.model.RL_2.946	XP_010440497.1, XP_019087723.1, XP_010435157.1, XP_010450069.1
OG0008832	evm.model.RL_2.954	XP_010440488.1, XP_010450055.1, XP_010435144.1
OG0008833	evm.model.RL_2.1005.1.687c86e2	XP_010449997.1, XP_010440400.1, XP_010435074.1
OG0008834	evm.model.RL_2.1042	XP_010495896.1, XP_010435023.1, XP_010440339.1
OG0008835	evm.model.RL_2.1047	XP_010449960.1, XP_010440325.1, XP_010435034.1
OG0008836	evm.model.RL_1.2900	XP_010434975.1, XP_010440303.1, XP_010434348.1
OG0008837	evm.model.RL_2.1078	XP_010434482.1, XP_010434962.1, XP_010440293.1
OG0008839	evm.model.RL_7.2103, evm.model.RL_2.96	XP_010436042.1, XP_010450577.1, XP_010441265.1
OG0008840	evm.model.RL_2.52	XP_010450637.1, XP_010441214.1, XP_010435997.1
OG0008841	evm.model.RL_2.104	XP_010450565.1, XP_010436050.1, XP_010441272.1
OG0008842	evm.model.RL_2.102	XP_010441271.1, XP_010450569.1, XP_010436048.1
OG0008843	evm.model.RL_2.153	XP_019086990.1
OG0008844	evm.model.RL_2.180	XP_010448101.1, XP_010436139.1, XP_010441369.1
OG0008845	evm.model.RL_2.188	XP_010446915.1, XP_010436148.1
OG0008846	evm.model.RL_6.2952	XP_019100688.1, XP_010507821.2
OG0008847	evm.model.RL_6.2945	XP_010506841.1, XP_010518514.1, XP_010507830.1
OG0008848	evm.model.RL_6.2941	XP_010506831.1, XP_010507835.1, XP_010518507.1
OG0008849	evm.model.RL_6.2814	XP_010518349.1, XP_010506687.1, XP_010507982.1
OG0008850	evm.model.RL_6.2807	XP_010518341.1, XP_010506676.1, XP_010507990.1
OG0008851	evm.model.RL_6.2795	XP_010506659.1, XP_010518324.1, XP_010508006.1
OG0008852	evm.model.RL_6.2759	XP_010508059.1, XP_019082422.1, XP_010506614.1
OG0008853	evm.model.RL_6.2752	XP_010518269.1, XP_010508065.1, XP_010506604.1
OG0008854	evm.model.RL_6.2712	XP_010518192.1, XP_010506552.1, XP_010508116.1
OG0008855	evm.model.RL_6.2677	XP_010413062.1, XP_010506484.1, XP_010508173.1
OG0008856	evm.model.RL_6.2654	XP_010506458.1, XP_010508201.1, XP_010518133.1
OG0008857	evm.model.RL_6.2646	XP_010518125.1, XP_010508209.1, XP_010506449.1
OG0008858	evm.model.RL_6.2639	XP_010518115.1, XP_010506442.1, XP_010508217.1
OG0008859	evm.model.RL_7.343	XP_010512329.1, XP_010413591.1
OG0008860	evm.model.RL_6.2544	XP_010506332.1, XP_010508325.1, XP_010518011.1
OG0008861	evm.model.RL_6.2530	XP_010517839.1, XP_010506143.1, XP_010508493.1
OG0008862	evm.model.RL_6.2526	XP_010508349.1, XP_010506308.1, XP_010517983.1
OG0008863	evm.model.RL_6.2525	XP_010506305.1, XP_010508350.1
OG0008864	evm.model.RL_6.2505	XP_010506281.1, XP_010508372.1, XP_010517960.1
OG0008865	evm.model.RL_6.2456	XP_010506201.1, XP_010508446.1, XP_010517889.1
OG0008866	evm.model.RL_6.2431	XP_010508475.1, XP_010506161.1
OG0008867	evm.model.RL_7.451.5.687c84b4	XP_010512141.1, XP_010413748.1, XP_010469370.1
OG0008868	evm.model.RL_6.2393	XP_010517806.1, XP_010508539.1, XP_010506105.1
OG0008869	evm.model.RL_6.2364	XP_010508577.1, XP_010517767.1
OG0008870	evm.model.RL_6.2362	XP_010507700.1, XP_010517756.1, XP_010506062.1, XP_010508582.1
OG0008871	evm.model.RL_6.2358	XP_010508584.1, XP_010506058.1, XP_010517755.1
OG0008872	evm.model.RL_4.2416	XP_010419753.1, XP_010491916.1, XP_010453220.1
OG0008873	evm.model.RL_6.2312	XP_010507688.1, XP_010413001.1, XP_010508675.1
OG0008874	evm.model.RL_6.2299	XP_010505961.1, XP_010517665.1, XP_010508684.1
OG0008875	evm.model.RL_6.2277	XP_010508716.1, XP_010517640.1, XP_010505927.1
OG0008876	evm.model.RL_6.2276	XP_010505926.2, XP_019082314.1, XP_010508717.1
OG0008877	evm.model.RL_1.3088, evm.model.RL_4.3373	XP_010423946.1, XP_010490576.1, XP_010451997.1
OG0008878	evm.model.RL_4.3359	XP_010490588.1, XP_010423928.1, XP_010452006.1
OG0008879	evm.model.RL_4.3354	XP_010452011.1, XP_010490595.1, XP_019084601.1
OG0008880	evm.model.RL_4.3341	XP_010423912.1, XP_010452024.1, XP_010490606.1
OG0008881	evm.model.RL_4.3298	XP_010423864.1, XP_010452082.1, XP_010490696.1
OG0008882	evm.model.RL_4.3266	XP_010490735.1, XP_010423832.1, XP_010452120.1
OG0008883	evm.model.RL_4.3225	XP_010452179.1, XP_010490785.1
OG0008884	evm.model.RL_4.3164	XP_010423679.1, XP_010452260.1, XP_010490857.1
OG0008885	evm.model.RL_4.3154	XP_010423663.1, XP_010490868.1, XP_010452272.1
OG0008886	evm.model.RL_4.3137	XP_010423652.1, XP_010452287.1, XP_010490883.1
OG0008887	evm.model.RL_4.3110	XP_010423614.1, XP_010490925.1
OG0008888	evm.model.RL_4.1713.1.687c86d5	XP_010492996.1, XP_010454211.1, XP_010420741.2
OG0008889	evm.model.RL_4.1687	XP_010493036.1, XP_010454244.1
OG0008890	evm.model.RL_4.1682	XP_010493041.1, XP_010420776.1
OG0008891	evm.model.RL_4.1676	XP_010420786.1, XP_010493050.1, XP_010454257.1
OG0008892	evm.model.RL_4.1633	XP_010493120.1, XP_010454316.1, XP_010420852.1
OG0008893	evm.model.RL_4.1631	XP_010420853.1, XP_010493122.1, XP_010454318.1
OG0008894	evm.model.RL_4.1674	XP_010420790.1, XP_010493055.1, XP_010454259.1
OG0008895	evm.model.RL_4.1599	XP_010454357.1, XP_010420889.1, XP_010493157.1
OG0008896	evm.model.RL_8.2154	XP_010443893.1, XP_010456788.1, XP_010483741.1
OG0008897	evm.model.RL_4.1562	XP_010493210.1, XP_010420943.1, XP_010454409.1
OG0008898	evm.model.RL_4.1560	XP_010493212.1, XP_019084755.1, XP_019090077.1
OG0008899	evm.model.RL_4.1540.1.687c86d4	XP_010420964.1, XP_010493238.1, XP_010454438.1
OG0008900	evm.model.RL_4.1534	XP_010420976.1, XP_010454451.1, XP_010493247.1
OG0008901	evm.model.RL_4.1531	XP_010493251.1, XP_010454454.1, XP_010420979.1
OG0008902	evm.model.RL_4.1520	XP_010454466.2, XP_010420992.1, XP_010493261.1
OG0008903	evm.model.RL_4.1480	XP_010421022.1, XP_010454498.1
OG0008904	evm.model.RL_4.1475	XP_010493323.1, XP_010421028.1, XP_010454501.1
OG0008905	evm.model.RL_4.1440	XP_010454562.1, XP_010421081.1, XP_010493398.1
OG0008906	evm.model.RL_4.1422	XP_010493408.1, XP_010454579.1, XP_010421097.1
OG0008907	evm.model.RL_8.2138	XP_010443872.1, XP_010456674.1, XP_010483721.1
OG0008908	evm.model.RL_8.2100	XP_010443813.1, XP_010456108.1
OG0008909	evm.model.RL_8.2458	XP_010461119.1, XP_010444311.1
OG0008910	evm.model.RL_8.2071	XP_010483642.1
OG0008911	evm.model.RL_8.2070	XP_010443783.1
OG0008912	evm.model.RL_8.2065	XP_010483632.1, XP_010443770.1, XP_010455671.1
OG0008913	evm.model.RL_8.2057	XP_010455528.1, XP_010483624.1, XP_019088126.1
OG0008914	evm.model.RL_8.2053	XP_010443753.1, XP_010483621.1, XP_010455489.1
OG0008915	evm.model.RL_8.2002	XP_010483536.1, XP_010454733.1, XP_010443665.1
OG0008916	evm.model.RL_8.1989	XP_010483528.1, XP_010454666.1, XP_010443659.1
OG0008917	evm.model.RL_8.2037	XP_010455175.1, XP_010443717.1, XP_010483597.1
OG0008918	evm.model.RL_8.2008	XP_010443677.1, XP_010454811.1
OG0008919	evm.model.RL_8.1981.1.687c855e	XP_010443652.1, XP_010483518.1
OG0008920	evm.model.RL_8.1977	XP_010454521.1, XP_010483509.1, XP_010443645.1
OG0008921	evm.model.RL_8.1973	XP_010443641.1, XP_010454555.1, XP_010483506.1
OG0008922	evm.model.RL_8.2447	XP_010444296.1, XP_010484133.1, XP_010460987.1
OG0008923	evm.model.RL_8.2453.1.687c8561	XP_019095947.1, XP_010444304.1, XP_010461069.1
OG0008924	evm.model.RL_5.677	XP_010488594.1, XP_010475612.1, XP_010458054.1
OG0008925	evm.model.RL_8.2473	XP_010484157.1, XP_010461177.1, XP_010444315.1
OG0008926	evm.model.RL_8.2500	XP_010461503.1, XP_010484191.1
OG0008926	evm.model.RL_1.2564	XP_010502766.1
OG0008927	evm.model.RL_8.2514	XP_010484212.1, XP_010461672.1
OG0008928	evm.model.RL_8.2547	XP_010484252.1, XP_010444403.1, XP_010462916.1
OG0008929	evm.model.RL_8.2561	XP_010462770.1, XP_019095773.1, XP_010444424.1
OG0008930	evm.model.RL_8.2587	XP_010484307.1, XP_010444468.1, XP_010462444.1
OG0008931	evm.model.RL_8.2595	XP_010462275.1, XP_010484315.1, XP_010444486.1
OG0008932	evm.model.RL_8.2597	XP_010484318.1, XP_010462232.1, XP_010444490.1
OG0008933	evm.model.RL_8.2686	XP_010444616.1, XP_010484447.1, XP_019094449.1
OG0008934	evm.model.RL_8.2696	XP_010463908.1, XP_010484480.1, XP_010444630.1
OG0008935	evm.model.RL_8.2715	XP_010464139.1, XP_010484507.1
OG0008936	evm.model.RL_8.2726	XP_010444673.1, XP_019096046.1, XP_010464277.1
OG0008937	evm.model.RL_8.2762	XP_010444709.1, XP_010484568.1, XP_010464727.1
OG0008938	evm.model.RL_8.2777	XP_010444729.1, XP_010484586.1, XP_010464858.1
OG0008939	evm.model.RL_8.2779	XP_010444731.1, XP_010464881.1, XP_010484591.1, XP_010484587.1
OG0008940	evm.model.RL_8.2791	XP_010465067.1, XP_010444752.1
OG0008941	evm.model.RL_8.2804	XP_010484630.1, XP_010444783.1, XP_010465327.1
OG0008942	evm.model.RL_8.2811	XP_010465469.1, XP_010484638.1, XP_010444793.1
OG0008943	evm.model.RL_8.2813	XP_010444796.1, XP_010484644.1, XP_010465492.1
OG0008944	evm.model.RL_8.2821	XP_010484662.1, XP_010444813.1, XP_010465682.1
OG0008945	evm.model.RL_8.2843	XP_019087703.1, XP_010484678.1, XP_010465855.1
OG0008946	evm.model.RL_8.2863	XP_010484705.1, XP_010466350.1, XP_010444860.1
OG0008947	evm.model.RL_8.85	XP_010456256.1, XP_010466626.1
OG0008948	evm.model.RL_8.2887	XP_010474800.1, XP_010479778.1, XP_010457082.1
OG0008949	evm.model.RL_8.55	XP_010426983.1, XP_010456292.1, XP_010419576.1
OG0008950	evm.model.RL_8.45	XP_010456302.1, XP_010419563.1, XP_010426845.1
OG0008951	evm.model.RL_8.42	XP_019084720.1, XP_010456306.1, XP_010466590.2
OG0008952	evm.model.RL_8.103	XP_010427535.1, XP_010456234.1, XP_010422800.1
OG0008953	evm.model.RL_8.139	XP_010422750.1, XP_010456190.1
OG0008954	evm.model.RL_8.229	XP_010456160.1, XP_010428281.1
OG0008955	evm.model.RL_8.162	XP_010429125.1, XP_010422645.1
OG0008956	evm.model.RL_6.514	XP_010472620.2, XP_010417371.1, XP_010429609.1
OG0008957	evm.model.RL_8.247	XP_010422614.1, XP_010456054.1, XP_010429456.1
OG0008958	evm.model.RL_8.298	XP_010422549.1, XP_010455987.1, XP_010430119.1
OG0008959	evm.model.RL_8.308	XP_010430291.1, XP_010455922.1, XP_010422537.1
OG0008960	evm.model.RL_8.342	XP_019089073.1, XP_010422503.2
OG0008961	evm.model.RL_8.344	XP_010430712.1, XP_019084154.1
OG0008962	evm.model.RL_6.1420	XP_010413883.1, XP_010469486.1, XP_019101330.1
OG0008963	evm.model.RL_4.487	XP_010494370.1, XP_010481815.1, XP_010441973.1
OG0008964	evm.model.RL_4.490	XP_010441978.1, XP_010481817.1, XP_010494368.1
OG0008965	evm.model.RL_4.515	XP_010494336.1, XP_010442007.1, XP_010481848.1
OG0008966	evm.model.RL_4.529	XP_010481851.1, XP_010442011.1, XP_010494335.1
OG0008967	evm.model.RL_6.1415	XP_010413890.1, XP_019085954.1, XP_010469494.1, XP_010509906.1
OG0008968	evm.model.RL_6.1402	XP_010413905.1, XP_010469511.1, XP_010509920.1
OG0008969	evm.model.RL_6.1410	XP_010509912.1, XP_010413895.2, XP_010469501.2
OG0008970	evm.model.RL_6.1372	XP_010413940.1, XP_010509956.1, XP_010469538.1
OG0008971	evm.model.RL_6.1379	XP_019094153.1, XP_010413935.1, XP_010509959.1
OG0008972	evm.model.RL_6.1349	XP_010469567.1, XP_010509994.1, XP_010413974.1, XP_010469568.1
OG0008973	evm.model.RL_6.1345	XP_010469574.1, XP_010413983.1, XP_010510000.1
OG0008974	evm.model.RL_6.1341	XP_010413987.1, XP_010469578.1, XP_019101351.1
OG0008975	evm.model.RL_5.3	XP_010501253.1, XP_010480194.1, XP_010462493.1
OG0008977	evm.model.RL_6.1237	XP_010469707.1, XP_010414130.1, XP_010510199.1
OG0008978	evm.model.RL_6.1223	XP_010414147.1, XP_010469739.1, XP_010510217.1
OG0008979	evm.model.RL_6.1204	XP_010469762.1, XP_010414182.1, XP_010510241.1
OG0008980	evm.model.RL_6.1181, evm.model.RL_6.1224	XP_010469784.1, XP_010414201.1
OG0008981	evm.model.RL_6.1161, evm.model.RL_6.1162	XP_010510304.1, XP_010469812.1
OG0008982	evm.model.RL_6.1121	XP_010469875.1, XP_010510384.1, XP_010442279.1, XP_010493680.1, XP_010482103.1
OG0008983	evm.model.RL_6.1118	XP_010418763.1, XP_010513216.1, XP_010469880.2
OG0008985	evm.model.RL_6.1010	XP_010510543.1, XP_010414448.1, XP_010470002.1
OG0008986	evm.model.RL_6.1008	XP_010414451.2, XP_010510547.1, XP_010470007.2
OG0008987	evm.model.RL_6.995	XP_010510563.1, XP_010470027.1, XP_010414464.1
OG0008988	evm.model.RL_6.992	XP_010470033.1, XP_019083086.1, XP_010510567.1
OG0008989	evm.model.RL_6.968	XP_010510599.1, XP_010470059.1
OG0008991	evm.model.RL_6.940	XP_010470087.1, XP_010414533.1, XP_010510628.1
OG0008992	evm.model.RL_6.931	XP_010510645.1
OG0008993	evm.model.RL_6.910	XP_010470138.1, XP_010414589.1, XP_010510684.1
OG0008994	evm.model.RL_6.874	XP_010510736.1, XP_010417923.1, XP_010473166.1
OG0008995	evm.model.RL_6.872	XP_010473165.1, XP_010417920.1, XP_010510737.1
OG0008996	evm.model.RL_6.804	XP_010417875.1, XP_010473116.1, XP_010510793.1
OG0008997	evm.model.RL_6.816	XP_010417881.1, XP_010510787.1, XP_010473120.1
OG0008998	evm.model.RL_6.823	XP_010473135.1, XP_010510780.1, XP_010417897.1
OG0008999	evm.model.RL_6.837	XP_010510766.1, XP_019094133.1, XP_019093405.1
OG0009000	evm.model.RL_6.795	XP_010510800.1, XP_010417871.1, XP_010473111.1
OG0009001	evm.model.RL_6.575	XP_010429671.1, XP_010417442.1, XP_010472677.1
OG0009002	evm.model.RL_6.491	XP_010429581.1, XP_010472592.1, XP_010417350.1
OG0009003	evm.model.RL_6.490	XP_010472594.1, XP_010429580.1, XP_010417351.1
OG0009004	evm.model.RL_2.2261	XP_010433361.1, XP_010438606.1
OG0009005	evm.model.RL_2.2257	XP_010433366.1, XP_010438613.1, XP_010448133.1
OG0009006	evm.model.RL_2.2223	XP_010433407.1, XP_010438659.1, XP_010448178.1
OG0009007	evm.model.RL_1.75	XP_010485415.1, XP_010463522.1
OG0009008	evm.model.RL_1.73	XP_010417087.1, XP_019092136.1, XP_010489629.1, XP_010496552.1
OG0009009	evm.model.RL_1.72	XP_010496310.1, XP_010485418.1, XP_010435620.1
OG0009010	evm.model.RL_1.48	XP_010496279.1, XP_010435652.1
OG0009011	evm.model.RL_1.49	XP_010496280.1, XP_010435651.1, XP_010485384.1
OG0009012	evm.model.RL_1.37	XP_010496440.1, XP_019096723.1, XP_010435671.1
OG0009013	evm.model.RL_2.2153	XP_010433514.1, XP_010448282.1, XP_010438768.1
OG0009014	evm.model.RL_2.2212	XP_010448191.1, XP_010438676.1, XP_010433422.1
OG0009015	evm.model.RL_2.2199	XP_010448207.1, XP_010438693.1, XP_010433434.1
OG0009016	evm.model.RL_1.111	XP_010463584.1, XP_010485423.1, XP_010429549.1
OG0009017	evm.model.RL_1.129	XP_010463610.1, XP_010485453.1, XP_010451241.1
OG0009018	evm.model.RL_1.171	XP_010485564.1, XP_010463667.1, XP_010498637.1
OG0009019	evm.model.RL_1.178	XP_010485576.1, XP_010463677.1, XP_010499263.1
OG0009020	evm.model.RL_1.205	XP_010502050.1, XP_010485614.1, XP_010463713.1
OG0009021	evm.model.RL_1.214	XP_010463725.1, XP_010503306.1, XP_010485623.1
OG0009022	evm.model.RL_1.229	XP_010485643.1, XP_010463753.1, XP_010506077.1
OG0009023	evm.model.RL_1.236	XP_010485649.1, XP_010506908.1, XP_010463763.1
OG0009024	evm.model.RL_1.237	XP_010506826.1, XP_010485651.1
OG0009025	evm.model.RL_1.261	XP_010463792.1, XP_010510521.1, XP_010485683.1
OG0009026	evm.model.RL_1.286	XP_010467993.1, XP_010463892.1, XP_010463819.1, XP_010513039.1, XP_010489660.1, XP_010467991.1
OG0009027	evm.model.RL_1.320	XP_010485769.1, XP_010463870.1, XP_010517275.1
OG0009028	evm.model.RL_1.327	XP_010518044.1, XP_010463878.1, XP_010485777.1
OG0009029	evm.model.RL_1.328	XP_010485778.1, XP_010518139.1, XP_010463881.1
OG0009030	evm.model.RL_1.346	XP_010463906.1, XP_010485798.1, XP_010413520.1
OG0009031	evm.model.RL_1.360.2.687c87ea	XP_010463925.1, XP_010485824.1, XP_010415376.1
OG0009032	evm.model.RL_1.377.1.687c87ea	XP_019092015.1, XP_019099861.1, XP_019096297.1
OG0009033	evm.model.RL_1.382	XP_010485848.1, XP_010463951.1, XP_010417626.1
OG0009034	evm.model.RL_1.386	XP_010418051.1, XP_010485854.2, XP_010463958.1
OG0009035	evm.model.RL_1.406	XP_010419896.1, XP_010485873.1, XP_010463976.1
OG0009036	evm.model.RL_1.435	XP_010464025.1, XP_010485916.1, XP_010423838.1
OG0009037	evm.model.RL_1.440	XP_010464034.1, XP_010464032.1, XP_010424413.1, XP_010485942.1
OG0009038	evm.model.RL_1.494	XP_010430694.1, XP_010464100.1, XP_010486029.1
OG0009039	evm.model.RL_1.498	XP_019096325.1, XP_010464105.1, XP_010430845.1
OG0009040	evm.model.RL_1.543	XP_010464174.1, XP_010486093.1, XP_010435750.1
OG0009041	evm.model.RL_1.562	XP_010486124.1, XP_019100249.1, XP_010464198.1
OG0009042	evm.model.RL_1.588	XP_010441245.1, XP_010464224.1
OG0009043	evm.model.RL_1.602	XP_010464248.1, XP_010443061.1, XP_010486183.1
OG0009044	evm.model.RL_1.633, evm.model.RL_1.631	XP_019093897.1, XP_010464282.1, XP_010486218.1
OG0009045	evm.model.RL_1.650.2.687c87eb	XP_010448096.1, XP_010464298.2, XP_010486241.1
OG0009046	evm.model.RL_4.858	XP_010482148.1, XP_010439694.1, XP_010442331.1
OG0009047	evm.model.RL_1.673	XP_010450495.1, XP_010464343.1
OG0009048	evm.model.RL_1.676	XP_010464352.1, XP_010451216.1, XP_010486280.1
OG0009049	evm.model.RL_1.678	XP_010486283.1, XP_010464355.1, XP_010451469.1
OG0009050	evm.model.RL_1.746	XP_019096295.1, XP_010459910.1, XP_010464438.1
OG0009051	evm.model.RL_6.555	XP_010429658.1, XP_010472664.1, XP_010417423.1
