Orthogroup	Cardamine_amara	Arabidopsis_arenosa
OG0006393	evm.model.RL_4.1349	jg6232
OG0006394	evm.model.RL_8.2175	jg23047
OG0006395	evm.model.RL_8.2239	jg23110
OG0006396	evm.model.RL_8.2269	jg23142
OG0006397	evm.model.RL_8.2285	jg23164
OG0006398	evm.model.RL_8.2296	jg23176, jg32020
OG0006399	evm.model.RL_8.2306	jg23188
OG0006400	evm.model.RL_8.2330	jg23212
OG0006401	evm.model.RL_8.2349	jg23235
OG0006402	evm.model.RL_8.2350	jg23236
OG0006403	evm.model.RL_8.1952	jg22787
OG0006404	evm.model.RL_8.1914	jg22750
OG0006405	evm.model.RL_7.1273.2.687c84b8	jg14998
OG0006406	evm.model.RL_7.1279	jg14989
OG0006407	evm.model.RL_7.1284	jg14984
OG0006408	evm.model.RL_7.1415	jg14838
OG0006409	evm.model.RL_7.1513	jg14700
OG0006410	evm.model.RL_7.1586	jg14596
OG0006411	evm.model.RL_7.1811	jg14311
OG0006412	evm.model.RL_3.1225	jg2407
OG0006413	evm.model.RL_7.1845	jg14254
OG0006415	evm.model.RL_5.3180, evm.model.RL_5.3274	jg31231
OG0006416	evm.model.RL_3.1158	jg2326
OG0006417	evm.model.RL_3.1274	jg2466
OG0006418	evm.model.RL_3.1298	jg2494
OG0006419	evm.model.RL_3.1347	jg2547
OG0006420	evm.model.RL_3.1372.1.687c84bc	jg2570
OG0006421	evm.model.RL_3.1389	jg2594
OG0006422	evm.model.RL_5.1222, evm.model.RL_2.382, evm.model.RL_5.1332	jg29965
OG0006423	evm.model.RL_3.1553	jg2780
OG0006424	evm.model.RL_3.1587	jg2819
OG0006425	evm.model.RL_3.1595	jg2830
OG0006426	evm.model.RL_4.2522	jg4892, jg4890
OG0006427	evm.model.RL_3.1613	jg2855
OG0006428	evm.model.RL_3.2213	jg3490
OG0006429	evm.model.RL_3.2176	jg3446
OG0006430	evm.model.RL_3.2172	jg3441, jg3442
OG0006431	evm.model.RL_3.2121	jg3385
OG0006432	evm.model.RL_3.1973	jg3214
OG0006433	evm.model.RL_3.1949	jg3191
OG0006434	evm.model.RL_3.1896	jg3134
OG0006435	evm.model.RL_3.1781	jg3015
OG0006436	evm.model.RL_3.1725	jg2962
OG0006437	evm.model.RL_3.1646	jg2888
OG0006438	evm.model.RL_3.2307	jg3589
OG0006439	evm.model.RL_3.2321	jg3604
OG0006440	evm.model.RL_3.2340	jg3628
OG0006441	evm.model.RL_3.2413	jg3704
OG0006442	evm.model.RL_1.1184	jg25241
OG0006443	evm.model.RL_1.1333	jg25420
OG0006444	evm.model.RL_5.3791	jg33535
OG0006445	evm.model.RL_1.1470	jg25585
OG0006446	evm.model.RL_1.1484	jg25601
OG0006447	evm.model.RL_1.1509	jg25629
OG0006448	evm.model.RL_1.1541	jg25664
OG0006449	evm.model.RL_1.1635	jg25791
OG0006450	evm.model.RL_7.1471	jg14757
OG0006451	evm.model.RL_1.1664	jg25846
OG0006452	evm.model.RL_1.1669	jg25851
OG0006453	evm.model.RL_1.1672	jg25855
OG0006454	evm.model.RL_1.1679	jg25863
OG0006455	evm.model.RL_1.1693	jg25885
OG0006457	evm.model.RL_1.1702	jg25902
OG0006458	evm.model.RL_1.1704	jg25910
OG0006459	evm.model.RL_1.1712	jg25919
OG0006460	evm.model.RL_2.1039	jg11219, jg11223
OG0006461	evm.model.RL_1.1733	jg25943
OG0006462	evm.model.RL_1.1754	jg25974
OG0006463	evm.model.RL_5.2096, evm.model.RL_1.1792	jg26014
OG0006464	evm.model.RL_1.1795	jg26017
OG0006465	evm.model.RL_1.1859	jg26097
OG0006466	evm.model.RL_1.1922.1.687c87ee	jg26151
OG0006467	evm.model.RL_1.1952	jg26189
OG0006468	evm.model.RL_1.1995	jg26244
OG0006469	evm.model.RL_1.2004	jg12323, jg26251
OG0006470	evm.model.RL_1.2016	jg26261
OG0006471	evm.model.RL_1.2080	jg26352
OG0006472	evm.model.RL_1.2136.1.687c87ef	jg26452
OG0006473	evm.model.RL_1.2144_evm.model.RL_1.2145.1.687c9a6b	jg26465
OG0006474	evm.model.RL_1.2176, evm.model.RL_1.2175	jg26515
OG0006475	evm.model.RL_1.2126, evm.model.RL_8.1362, evm.model.RL_1.2183, evm.model.RL_8.1366	jg26524
OG0006477	evm.model.RL_1.2222	jg26572
OG0006478	evm.model.RL_1.2252	jg26602
OG0006479	evm.model.RL_1.2320	jg26717
OG0006480	evm.model.RL_1.2471	jg26971
OG0006481	evm.model.RL_1.2759	jg27570
OG0006482	evm.model.RL_1.2904	jg27848
OG0006483	evm.model.RL_1.2941	jg27889
OG0006484	evm.model.RL_1.2967	jg27920
OG0006485	evm.model.RL_1.3046	jg28041
OG0006486	evm.model.RL_1.3023	jg28003
OG0006487	evm.model.RL_1.3012	jg27985
OG0006488	evm.model.RL_1.3127.3.687c87f1	jg28129
OG0006491	evm.model.RL_1.3243	jg28280
OG0006492	evm.model.RL_5.3956	jg33755
OG0006493	evm.model.RL_5.3953	jg33750
OG0006494	evm.model.RL_5.3919	jg33694
OG0006495	evm.model.RL_5.3884	jg33656
OG0006496	evm.model.RL_5.3874	jg33646
OG0006497	evm.model.RL_5.3872	jg33644
OG0006498	evm.model.RL_5.3798	jg33549
OG0006499	evm.model.RL_5.3793	jg33538
OG0006500	evm.model.RL_5.1872	jg33393
OG0006501	evm.model.RL_5.1882	jg33370
OG0006502	evm.model.RL_5.1938	jg33271, jg33269
OG0006503	evm.model.RL_5.1927	jg33285
OG0006504	evm.model.RL_5.2005	jg33179
OG0006505	evm.model.RL_5.2047	jg33112
OG0006506	evm.model.RL_5.2061	jg33088
OG0006507	evm.model.RL_5.2210	jg32877
OG0006508	evm.model.RL_2.1160	jg11049
OG0006509	evm.model.RL_6.1552	jg18566
OG0006510	evm.model.RL_6.1550	jg18564
OG0006511	evm.model.RL_6.1544	jg18558
OG0006512	evm.model.RL_6.1543	jg18557
OG0006513	evm.model.RL_7.1176	jg15121
OG0006515	evm.model.RL_7.895	jg15419
OG0006516	evm.model.RL_7.819	jg15483
OG0006517	evm.model.RL_7.818	jg15484
OG0006518	evm.model.RL_7.772	jg15551, jg15544
OG0006519	evm.model.RL_7.729	jg15607
OG0006520	evm.model.RL_7.712	jg15627
OG0006521	evm.model.RL_7.639	jg15165, jg15731, jg15650
OG0006522	evm.model.RL_7.489	jg15900
OG0006523	evm.model.RL_7.350	jg16070
OG0006524	evm.model.RL_7.298	jg16126
OG0006525	evm.model.RL_7.264	jg16155
OG0006526	evm.model.RL_7.197	jg16237
OG0006527	evm.model.RL_7.171	jg16260
OG0006528	evm.model.RL_7.67	jg16367
OG0006529	evm.model.RL_7.41	jg16409, jg16393
OG0006530	evm.model.RL_7.40	jg16410, jg16394, jg16402
OG0006531	evm.model.RL_7.16	jg16442
OG0006532	evm.model.RL_7.1177	jg15120
OG0006533	evm.model.RL_7.1231	jg15042
OG0006536	evm.model.RL_1.1589	jg25729
OG0006538	evm.model.RL_3.2178	jg3448
OG0006539	evm.model.RL_2.2419	jg9530
OG0006540	evm.model.RL_5.615	jg29116
OG0006541	evm.model.RL_5.3639	jg30647
OG0006542	evm.model.RL_3.1211	jg2392
OG0006543	evm.model.RL_8.164	jg8030
OG0006544	evm.model.RL_1.2173	jg26512
OG0006545	evm.model.RL_1.1839	jg1916, jg26072
OG0006546	evm.model.RL_1.2358	jg26781, jg26783
OG0006549	evm.model.RL_2.1769	jg10261
OG0006551	evm.model.RL_7.846, evm.model.RL_7.844, evm.model.RL_7.848, evm.model.RL_7.812	jg15499
OG0006552	evm.model.RL_5.2387	jg32495
OG0006553	evm.model.RL_1.2462	jg26950
OG0006553	evm.model.RL_1.2461	jg26948
OG0006554	evm.model.RL_7.2665	jg12907
OG0006555	evm.model.RL_2.565	jg9804
OG0006556	evm.model.RL_2.1408	jg10742
OG0006570	evm.model.RL_2.2369	jg9580
OG0006572	evm.model.RL_2.2387	jg9562
OG0006574	evm.model.RL_2.2441	jg9514
OG0006575	evm.model.RL_2.2443	jg9512
OG0006576	evm.model.RL_2.2485	jg9461
OG0006579	evm.model.RL_2.2560	jg9366
OG0006580	evm.model.RL_2.2622	jg9283
OG0006581	evm.model.RL_2.2639	jg9270
OG0006582	evm.model.RL_2.2656	jg9259
OG0006583	evm.model.RL_2.2710	jg9199
OG0006584	evm.model.RL_2.2729	jg9170
OG0006585	evm.model.RL_2.2771	jg9132
OG0006586	evm.model.RL_5.1711	jg30398
OG0006587	evm.model.RL_2.2782	jg9121
OG0006589	evm.model.RL_2.2889	jg8995
OG0006590	evm.model.RL_2.2905	jg8975
OG0006591	evm.model.RL_2.2921	jg8960
OG0006592	evm.model.RL_2.2994	jg8884
OG0006593	evm.model.RL_2.3007	jg8867
OG0006594	evm.model.RL_1.2842	jg27760
OG0006594	evm.model.RL_2.3021	jg8858
OG0006595	evm.model.RL_2.3022	jg8857
OG0006596	evm.model.RL_2.3034	jg8845
OG0006597	evm.model.RL_2.3048	jg8826
OG0006598	evm.model.RL_5.2830	jg31691
OG0006599	evm.model.RL_5.2714	jg31898
OG0006601	evm.model.RL_2.1246	jg10930
OG0006602	evm.model.RL_2.1245	jg10931
OG0006603	evm.model.RL_2.1221	jg10957
OG0006604	evm.model.RL_6.1665	jg18708
OG0006605	evm.model.RL_4.954	jg6906
OG0006606	evm.model.RL_5.824	jg29336
OG0006607	evm.model.RL_3.539	jg1101
OG0006608	evm.model.RL_5.914	jg29442
OG0006609	evm.model.RL_3.427, evm.model.RL_3.428	jg867
OG0006610	evm.model.RL_5.1002	jg29564
OG0006611	evm.model.RL_5.1009	jg29568
OG0006612	evm.model.RL_5.1043	jg29615
OG0006613	evm.model.RL_5.1361	jg29995
OG0006615	evm.model.RL_7.2686	jg12931
OG0006616	evm.model.RL_7.2716.3.687c84be	jg12973
OG0006617	evm.model.RL_7.2556	jg13101
OG0006618	evm.model.RL_5.1231	jg29856
OG0006619	evm.model.RL_5.1217	jg29839
OG0006620	evm.model.RL_7.2478	jg13198
OG0006621	evm.model.RL_7.2457	jg13224
OG0006622	evm.model.RL_7.2436	jg13253
OG0006624	evm.model.RL_7.2380	jg13329
OG0006625	evm.model.RL_7.2357	jg13360
OG0006626	evm.model.RL_7.2354	jg13366
OG0006628	evm.model.RL_7.2323	jg13404
OG0006629	evm.model.RL_7.2261	jg13509
OG0006630	evm.model.RL_7.2259	jg13511
OG0006631	evm.model.RL_7.2218	jg13565
OG0006632	evm.model.RL_7.2183	jg13633
OG0006633	evm.model.RL_7.267, evm.model.RL_7.2165	jg13654
OG0006634	evm.model.RL_7.2124	jg13713
OG0006635	evm.model.RL_8.1546	jg22283
OG0006636	evm.model.RL_3.853	jg1801
OG0006637	evm.model.RL_3.867	jg1798
OG0006638	evm.model.RL_3.871	jg1765
OG0006639	evm.model.RL_3.786	jg1713
OG0006639	evm.model.RL_1.3126	jg28128
OG0006640	evm.model.RL_8.2174	jg23046
OG0006641	evm.model.RL_3.595	jg1214
OG0006642	evm.model.RL_2.202	jg12863
OG0006643	evm.model.RL_2.185	jg12842
OG0006644	evm.model.RL_3.90	jg465
OG0006645	evm.model.RL_3.168	jg554
OG0006646	evm.model.RL_3.184	jg592
OG0006647	evm.model.RL_6.2189	jg19331
OG0006648	evm.model.RL_1.814	jg24826
OG0006649	evm.model.RL_1.820	jg24831
OG0006650	evm.model.RL_2.3071	jg8798
OG0006651	evm.model.RL_1.837	jg24852
OG0006652	evm.model.RL_4.3228, evm.model.RL_4.3183	jg4046
OG0006653	evm.model.RL_1.913	jg24935
OG0006654	evm.model.RL_1.964	jg24997, jg27434
OG0006655	evm.model.RL_1.987	jg25019
OG0006656	evm.model.RL_1.1003.2.687c87ec	jg25037
OG0006657	evm.model.RL_1.1014	jg25051
OG0006658	evm.model.RL_1.1013	jg25049
OG0006659	evm.model.RL_1.1050	jg25095
OG0006660	evm.model.RL_1.1071	jg25116
OG0006661	evm.model.RL_1.1083	jg25125
OG0006662	evm.model.RL_1.1093	jg25135
OG0006663	evm.model.RL_1.1117	jg25159
OG0006664	evm.model.RL_1.1123	jg25171
OG0006665	evm.model.RL_1.1147	jg25202
OG0006666	evm.model.RL_8.1067	jg21644
OG0006667	evm.model.RL_4.1643	jg19377, jg5868
OG0006668	evm.model.RL_2.2012	jg9975
OG0006669	evm.model.RL_8.1213	jg21768
OG0006670	evm.model.RL_8.1235	jg21794
OG0006671	evm.model.RL_8.1340	jg21937
OG0006672	evm.model.RL_8.1353	jg21951
OG0006673	evm.model.RL_8.1407	jg22036
OG0006674	evm.model.RL_8.1406	jg22035
OG0006675	evm.model.RL_8.1434	jg22060
OG0006676	evm.model.RL_8.1509	jg22202
OG0006677	evm.model.RL_8.1473	jg22147
OG0006678	evm.model.RL_8.1533	jg22249, jg22245
OG0006680	evm.model.RL_8.1543	jg22281
OG0006681	evm.model.RL_8.1552	jg22290
OG0006682	evm.model.RL_8.1592	jg22326
OG0006683	evm.model.RL_8.2755	jg23691
OG0006684	evm.model.RL_8.1657	jg22409
OG0006685	evm.model.RL_8.1704	jg22477
OG0006686	evm.model.RL_8.1727	jg22532
OG0006687	evm.model.RL_8.1792	jg22611
OG0006688	evm.model.RL_8.1803.1.687c855d	jg22624, jg22626
OG0006689	evm.model.RL_8.1826	jg22650
OG0006690	evm.model.RL_8.1839.2.687c855e	jg22666
OG0006691	evm.model.RL_4.745	jg21273
OG0006692	evm.model.RL_4.2324	jg5110
OG0006693	evm.model.RL_4.2328	jg5104
OG0006694	evm.model.RL_4.2338	jg5091
OG0006695	evm.model.RL_4.2344	jg5082
OG0006696	evm.model.RL_4.2523	jg4888
OG0006697	evm.model.RL_4.2531	jg4878
OG0006698	evm.model.RL_4.2561	jg4846
OG0006699	evm.model.RL_4.2569	jg4834
OG0006700	evm.model.RL_4.2598	jg4803
OG0006701	evm.model.RL_8.2492.3.687c8561	jg23404
OG0006702	evm.model.RL_4.2659	jg4743
OG0006703	evm.model.RL_4.2689	jg4708
OG0006704	evm.model.RL_4.2708	jg4482, jg4686, jg4467
OG0006706	evm.model.RL_4.2745	jg4652
OG0006707	evm.model.RL_4.2782	jg4610
OG0006708	evm.model.RL_2.1276	jg10896
OG0006709	evm.model.RL_2.1283	jg10889
OG0006710	evm.model.RL_2.1314	jg10853
OG0006711	evm.model.RL_2.1318	jg10849
OG0006712	evm.model.RL_2.1356	jg10807
OG0006713	evm.model.RL_2.1359	jg10804
OG0006714	evm.model.RL_2.1376	jg10782
OG0006715	evm.model.RL_2.1407	jg10743
OG0006716	evm.model.RL_3.1035, evm.model.RL_2.1456	jg10689
OG0006717	evm.model.RL_2.1482	jg8174, jg10656
OG0006718	evm.model.RL_2.1521	jg10615
OG0006720	evm.model.RL_4.374	jg20654
OG0006721	evm.model.RL_2.1569	jg10543
OG0006722	evm.model.RL_2.1575	jg10537
OG0006723	evm.model.RL_2.1280	jg10892
OG0006724	evm.model.RL_2.1648	jg10420
OG0006725	evm.model.RL_2.1680	jg10385
OG0006726	evm.model.RL_2.1692	jg10367
OG0006727	evm.model.RL_2.1768	jg10262
OG0006728	evm.model.RL_2.1861	jg10155
OG0006729	evm.model.RL_2.1865	jg10151
OG0006730	evm.model.RL_2.1878	jg10131
OG0006731	evm.model.RL_2.1889	jg10113
OG0006731	evm.model.RL_8.671	jg7473
OG0006732	evm.model.RL_2.1895	jg10107
OG0006733	evm.model.RL_2.1912	jg10090
OG0006734	evm.model.RL_2.1915	jg10085
OG0006735	evm.model.RL_2.1916	jg10084
OG0006736	evm.model.RL_2.1927	jg10070
OG0006737	evm.model.RL_2.1929	jg10068
OG0006738	evm.model.RL_5.2601	jg32036
OG0006739	evm.model.RL_5.2449	jg32259
OG0006740	evm.model.RL_6.2430, evm.model.RL_5.1659	jg30356
OG0006741	evm.model.RL_5.2350	jg11070, jg32602
OG0006742	evm.model.RL_5.2371	jg32539
OG0006743	evm.model.RL_5.1373	jg30009
OG0006745	evm.model.RL_5.2266	jg32754
OG0006746	evm.model.RL_5.3106	jg31307
OG0006747	evm.model.RL_5.613	jg29114
OG0006748	evm.model.RL_2.1934	jg10062
OG0006749	evm.model.RL_5.3121	jg31294
OG0006750	evm.model.RL_5.2284	jg32728
OG0006751	evm.model.RL_5.3113.1.687c88bf	jg31300
OG0006752	evm.model.RL_1.2481, evm.model.RL_1.3183	jg28217
OG0006753	evm.model.RL_5.3047	jg31380
OG0006754	evm.model.RL_5.3014	jg31425
OG0006755	evm.model.RL_5.3012	jg31427
OG0006756	evm.model.RL_5.3008	jg31437
OG0006757	evm.model.RL_5.2992	jg31458
OG0006758	evm.model.RL_5.2953	jg31517
OG0006759	evm.model.RL_5.2937	jg31550
OG0006760	evm.model.RL_5.2902	jg31579
OG0006761	evm.model.RL_5.2891	jg31589
OG0006762	evm.model.RL_5.2864	jg31628
OG0006763	evm.model.RL_5.2843	jg31661
OG0006764	evm.model.RL_2.3094	jg8771
OG0006765	evm.model.RL_2.3150	jg8708
OG0006766	evm.model.RL_2.3177	jg8675
OG0006767	evm.model.RL_2.3188	jg8664
OG0006768	evm.model.RL_2.3230	jg8625
OG0006769	evm.model.RL_2.3238	jg8617
OG0006770	evm.model.RL_2.3274	jg8573
OG0006771	evm.model.RL_2.3277	jg8569
OG0006773	evm.model.RL_6.163	jg16688
OG0006774	evm.model.RL_6.117	jg16641
OG0006775	evm.model.RL_6.36	jg16540
OG0006777	evm.model.RL_2.3463	jg8327
OG0006778	evm.model.RL_2.3480	jg8302, jg8309
OG0006780	evm.model.RL_2.374	jg1252
OG0006781	evm.model.RL_6.1632	jg18671
OG0006782	evm.model.RL_8.869	jg7199
OG0006783	evm.model.RL_5.2377	jg32570
OG0006784	evm.model.RL_6.1509	jg18521
OG0006785	evm.model.RL_6.1470	jg18484
OG0006786	evm.model.RL_4.614	jg21003
OG0006787	evm.model.RL_4.624	jg21011, jg21013
OG0006788	evm.model.RL_4.672.1.687c86cf	jg21069
OG0006789	evm.model.RL_1.208	jg24110
OG0006790	evm.model.RL_8.793	jg7327, jg7321
OG0006791	evm.model.RL_8.658	jg7491
OG0006792	evm.model.RL_8.617.1.687c8557	jg7549
OG0006794	evm.model.RL_8.605	jg7569
OG0006795	evm.model.RL_8.597.1.687c8557	jg7581
OG0006796	evm.model.RL_8.566	jg7608
OG0006797	evm.model.RL_8.477	jg7701
OG0006798	evm.model.RL_8.455.1.687c8556	jg7732
OG0006799	evm.model.RL_8.386	jg7822
OG0006800	evm.model.RL_4.427	jg20746
OG0006801	evm.model.RL_4.410	jg20704
OG0006802	evm.model.RL_6.794, evm.model.RL_2.2273	jg9685
OG0006803	evm.model.RL_4.245	jg20497
OG0006804	evm.model.RL_4.214	jg20460
OG0006805	evm.model.RL_4.162	jg20398
OG0006806	evm.model.RL_4.141	jg20392
OG0006807	evm.model.RL_4.137	jg20388
OG0006808	evm.model.RL_4.125, evm.model.RL_4.131	jg20382
OG0006809	evm.model.RL_4.119	jg20375
OG0006810	evm.model.RL_4.92	jg20352
OG0006811	evm.model.RL_6.1902	jg18965
OG0006812	evm.model.RL_4.27	jg20276
OG0006813	evm.model.RL_4.11	jg20262
OG0006814	evm.model.RL_1.3044	jg28039
OG0006815	evm.model.RL_1.2450	jg26933
OG0006816	evm.model.RL_1.2404	jg26852
OG0006817	evm.model.RL_1.2370	jg26801
OG0006818	evm.model.RL_2.826	jg11562
OG0006819	evm.model.RL_2.916	jg11380
OG0006820	evm.model.RL_1.2189	jg26532
OG0006821	evm.model.RL_2.534, evm.model.RL_2.1007	jg11276
OG0006822	evm.model.RL_2.1013	jg11260
OG0006823	evm.model.RL_2.1066	jg11171
OG0006825	evm.model.RL_2.1088	jg11147
OG0006826	evm.model.RL_2.65	jg12693
OG0006827	evm.model.RL_2.73.1.687c86df	jg11561, jg12704
OG0006828	evm.model.RL_2.195	jg12857
OG0006830	evm.model.RL_6.2959	jg20224
OG0006831	evm.model.RL_6.2955	jg20220
OG0006832	evm.model.RL_5.2627	jg13342, jg31989
OG0006833	evm.model.RL_6.2895	jg20154
OG0006834	evm.model.RL_6.1540	jg18553
OG0006835	evm.model.RL_6.2823	jg20088
OG0006836	evm.model.RL_6.2811	jg20073
OG0006837	evm.model.RL_6.2782	jg20040
OG0006838	evm.model.RL_6.2773	jg20032
OG0006839	evm.model.RL_6.2748	jg20002
OG0006840	evm.model.RL_6.2743	jg19997
OG0006841	evm.model.RL_6.2729	jg19980
OG0006842	evm.model.RL_6.2705	jg19963
OG0006843	evm.model.RL_6.2703	jg19961
OG0006844	evm.model.RL_6.2678	jg19935
OG0006845	evm.model.RL_6.2616	jg19844
OG0006846	evm.model.RL_6.2461	jg19667
OG0006847	evm.model.RL_6.2439	jg19638
OG0006848	evm.model.RL_6.2410	jg19605
OG0006849	evm.model.RL_6.2407	jg19600
OG0006850	evm.model.RL_6.2363	jg19545
OG0006851	evm.model.RL_6.2348	jg19529
OG0006852	evm.model.RL_6.2306	jg19470
OG0006853	evm.model.RL_6.2273	jg19428
OG0006854	evm.model.RL_4.3324	jg3942
OG0006855	evm.model.RL_4.3308	jg3963
OG0006857	evm.model.RL_4.3291	jg3982
OG0006859	evm.model.RL_4.3229	jg4045
OG0006860	evm.model.RL_4.3216	jg4052
OG0006861	evm.model.RL_4.3203	jg4064
OG0006862	evm.model.RL_4.3139	jg4133
OG0006863	evm.model.RL_4.3136.1.687c86dd	jg4136
OG0006864	evm.model.RL_5.3034	jg31401
OG0006865	evm.model.RL_4.1679.1.687c86d5	jg5830
OG0006866	evm.model.RL_4.1659	jg5852
OG0006867	evm.model.RL_4.1651	jg5859
OG0006868	evm.model.RL_4.1627	jg5883
OG0006869	evm.model.RL_4.1613	jg5896
OG0006870	evm.model.RL_4.1572	jg5948
OG0006871	evm.model.RL_4.1566	jg5955
OG0006872	evm.model.RL_4.1559, evm.model.RL_4.795	jg5963
OG0006873	evm.model.RL_4.1529	jg5992
OG0006874	evm.model.RL_4.1515	jg6010
OG0006875	evm.model.RL_4.1429	jg6129
OG0006876	evm.model.RL_8.2133	jg23005
OG0006878	evm.model.RL_8.2073.1.687c855f	jg22937
OG0006879	evm.model.RL_8.2058	jg22917, jg21624
OG0006880	evm.model.RL_8.2391	jg23287
OG0006881	evm.model.RL_8.2448	jg23356
OG0006882	evm.model.RL_8.2449	jg23357
OG0006883	evm.model.RL_8.2479	jg23391
OG0006884	evm.model.RL_8.2487	jg23399
OG0006885	evm.model.RL_8.2503	jg23415
OG0006886	evm.model.RL_8.2511	jg23421
OG0006887	evm.model.RL_8.2526	jg23446
OG0006888	evm.model.RL_8.2527	jg23447
OG0006889	evm.model.RL_8.2563	jg23486
OG0006890	evm.model.RL_8.2575	jg22815, jg23498
OG0006891	evm.model.RL_8.2585	jg23507
OG0006892	evm.model.RL_8.2592	jg23517
OG0006893	evm.model.RL_8.2621	jg23547
OG0006894	evm.model.RL_8.2637	jg23563
OG0006895	evm.model.RL_8.2704	jg23631
OG0006896	evm.model.RL_8.2707	jg23634
OG0006897	evm.model.RL_8.2718	jg23645
OG0006899	evm.model.RL_8.2814	jg23754
OG0006901	evm.model.RL_8.2820	jg23761
OG0006902	evm.model.RL_8.12	jg8244
OG0006903	evm.model.RL_8.34	jg8223
OG0006904	evm.model.RL_8.88	jg8172
OG0006905	evm.model.RL_8.62	jg8198
OG0006906	evm.model.RL_8.121	jg8120
OG0006907	evm.model.RL_8.150	jg8158
OG0006908	evm.model.RL_5.63	jg28515
OG0006909	evm.model.RL_8.232	jg8014
OG0006910	evm.model.RL_8.318	jg7874
OG0006911	evm.model.RL_8.326	jg7897
OG0006912	evm.model.RL_8.343	jg7907
OG0006913	evm.model.RL_8.359	jg7922
OG0006914	evm.model.RL_5.228	jg28688
OG0006915	evm.model.RL_4.474	jg20799
OG0006916	evm.model.RL_4.480	jg20804
OG0006917	evm.model.RL_4.488	jg20817
OG0006918	evm.model.RL_6.1421	jg18435
OG0006919	evm.model.RL_6.1396	jg18395
OG0006920	evm.model.RL_5.1315, evm.model.RL_6.1312	jg18293
OG0006921	evm.model.RL_6.1356	jg18346
OG0006923	evm.model.RL_6.1360	jg18352
OG0006924	evm.model.RL_6.1373	jg18366
OG0006925	evm.model.RL_6.1342	jg18322
OG0006926	evm.model.RL_6.1336	jg18317
OG0006927	evm.model.RL_6.1310	jg18287
OG0006928	evm.model.RL_6.1298	jg18274
OG0006929	evm.model.RL_6.1269	jg18244
OG0006930	evm.model.RL_6.1272	jg18242
OG0006931	evm.model.RL_6.1253	jg18220
OG0006932	evm.model.RL_6.1190	jg18152
OG0006933	evm.model.RL_6.1164	jg18118
OG0006934	evm.model.RL_6.1143	jg18092
OG0006935	evm.model.RL_6.1127	jg18076
OG0006936	evm.model.RL_5.544	jg29047
OG0006937	evm.model.RL_6.1109	jg18053
OG0006938	evm.model.RL_6.1098	jg18043
OG0006939	evm.model.RL_6.1064	jg17985
OG0006940	evm.model.RL_6.1007	jg17898
OG0006942	evm.model.RL_6.978	jg17850
OG0006943	evm.model.RL_6.960	jg17826
OG0006944	evm.model.RL_6.941	jg17802
OG0006945	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc	jg17555
OG0006946	evm.model.RL_6.771	jg17574
OG0006947	evm.model.RL_6.784	jg17589
OG0006948	evm.model.RL_6.817	jg17635
OG0006949	evm.model.RL_6.831	jg17658
OG0006950	evm.model.RL_6.532	jg17261, jg10823
OG0006951	evm.model.RL_6.517	jg17228
OG0006952	evm.model.RL_6.503	jg17199
OG0006953	evm.model.RL_1.85	jg23962
OG0006954	evm.model.RL_2.2155	jg9815
OG0006955	evm.model.RL_2.2211	jg9757
OG0006956	evm.model.RL_1.93	jg23974
OG0006957	evm.model.RL_1.112	jg23995
OG0006958	evm.model.RL_1.114	jg23998
OG0006959	evm.model.RL_1.127	jg24021
OG0006960	evm.model.RL_1.174	jg24076
OG0006961	evm.model.RL_1.183	jg24086
OG0006962	evm.model.RL_1.206	jg24107
OG0006963	evm.model.RL_1.221	jg24123
OG0006964	evm.model.RL_1.228	jg24134
OG0006965	evm.model.RL_1.281	jg24207
OG0006966	evm.model.RL_1.293	jg24219
OG0006967	evm.model.RL_1.304	jg24234
OG0006968	evm.model.RL_1.324	jg24265
OG0006969	evm.model.RL_1.345	jg24307
OG0006970	evm.model.RL_1.355	jg24316
OG0006971	evm.model.RL_1.369	jg24336
OG0006972	evm.model.RL_1.396	jg24367
OG0006973	evm.model.RL_1.412	jg24382
OG0006974	evm.model.RL_1.456	jg24434
OG0006975	evm.model.RL_1.472	jg24455
OG0006976	evm.model.RL_1.533	jg24528
OG0006977	evm.model.RL_1.534	jg24529
OG0006978	evm.model.RL_1.542	jg24539
OG0006979	evm.model.RL_1.558	jg24556
OG0006980	evm.model.RL_1.561	jg24559
OG0006981	evm.model.RL_4.1802	jg5695
OG0006982	evm.model.RL_1.616	jg24627
OG0006983	evm.model.RL_1.623	jg24629
OG0006984	evm.model.RL_1.643	jg24653
OG0006985	evm.model.RL_1.657.1.687c87eb	jg24668
OG0006986	evm.model.RL_1.684	jg24695
OG0006987	evm.model.RL_1.731	jg24736
OG0006988	evm.model.RL_1.805	jg24816
OG0006989	evm.model.RL_6.2140	jg19270
OG0006990	evm.model.RL_6.2131	jg19254
OG0006991	evm.model.RL_6.2118	jg19243
OG0006992	evm.model.RL_6.2095	jg19212
OG0006993	evm.model.RL_6.2086	jg19198
OG0006994	evm.model.RL_6.2072	jg19183
OG0006995	evm.model.RL_6.2042	jg19125
OG0006996	evm.model.RL_6.2048	jg19115
OG0006997	evm.model.RL_6.1999	jg19068
OG0006998	evm.model.RL_6.1989	jg19063
OG0006999	evm.model.RL_6.1984	jg19059
OG0007000	evm.model.RL_6.1983	jg19058
OG0007001	evm.model.RL_6.1676	jg18721
