Orthogroup	Cardamine_amara	Cardamine_hirsuta
OG0005862	evm.model.RL_5.322	CARHR004070
OG0005863	evm.model.RL_5.321	CARHR004060
OG0005864	evm.model.RL_5.317	CARHR004000
OG0005865	evm.model.RL_5.163	CARHR002390
OG0005866	evm.model.RL_5.95	CARHR001740
OG0005867	evm.model.RL_5.71	CARHR001420
OG0005868	evm.model.RL_8.2875	CARHR000670
OG0005869	evm.model.RL_4.2175	CARHR198790
OG0005870	evm.model.RL_4.2188	CARHR198950
OG0005871	evm.model.RL_4.2213	CARHR199210
OG0005872	evm.model.RL_4.2118	CARHR198180
OG0005873	evm.model.RL_4.2075	CARHR197700
OG0005874	evm.model.RL_4.2042	CARHR197340
OG0005875	evm.model.RL_4.1892	CARHR195670
OG0005876	evm.model.RL_4.1806	CARHR194550
OG0005877	evm.model.RL_4.1741	CARHR193830
OG0005878	evm.model.RL_4.1017	CARHR185860
OG0005878	evm.model.RL_4.1016	CARHR185850
OG0005878	evm.model.RL_4.1015	CARHR185840
OG0005879	evm.model.RL_4.953	CARHR185530
OG0005880	evm.model.RL_4.934	CARHR287830
OG0005881	evm.model.RL_4.921	CARHR182170
OG0005882	evm.model.RL_4.885	CARHR182680
OG0005883	evm.model.RL_4.846	CARHR183170
OG0005884	evm.model.RL_4.2253	CARHR199700
OG0005885	evm.model.RL_4.2999	CARHR207830
OG0005886	evm.model.RL_4.1167	CARHR187600
OG0005887	evm.model.RL_4.1237	CARHR188560
OG0005888	evm.model.RL_4.1339	CARHR189650
OG0005889	evm.model.RL_8.2169	CARHR274690
OG0005890	evm.model.RL_8.2217	CARHR275190
OG0005891	evm.model.RL_8.2292	CARHR275980
OG0005892	evm.model.RL_8.2314	CARHR276220
OG0005892	evm.model.RL_7.1637	CARHR156110
OG0005893	evm.model.RL_8.2348	CARHR276570
OG0005894	evm.model.RL_8.1950	CARHR272610
OG0005895	evm.model.RL_8.1941, evm.model.RL_8.1942	CARHR099100, CARHR272520
OG0005896	evm.model.RL_8.1934	CARHR272430
OG0005897	evm.model.RL_8.1927	CARHR272360
OG0005898	evm.model.RL_8.1917	CARHR272260
OG0005899	evm.model.RL_1.1011	CARHR085570
OG0005900	evm.model.RL_8.1897	CARHR272030
OG0005901	evm.model.RL_7.1238	CARHR161050
OG0005902	evm.model.RL_7.1345	CARHR159920
OG0005903	evm.model.RL_7.1469	CARHR158080
OG0005904	evm.model.RL_7.1565	CARHR156860
OG0005905	evm.model.RL_7.1746	CARHR154690
OG0005906	evm.model.RL_4.1145, evm.model.RL_2.495	CARHR187370
OG0005907	evm.model.RL_3.1275	CARHR061700
OG0005908	evm.model.RL_3.1382, evm.model.RL_3.1385	CARHR062960
OG0005909	evm.model.RL_3.1558	CARHR291150
OG0005909	evm.model.RL_2.256	CARHR262490
OG0005910	evm.model.RL_3.1590	CARHR064760
OG0005911	evm.model.RL_3.2199	CARHR071480
OG0005912	evm.model.RL_3.2138	CARHR070830
OG0005915	evm.model.RL_3.1937	CARHR068570
OG0005916	evm.model.RL_3.1914	CARHR068330
OG0005917	evm.model.RL_3.1878	CARHR067940
OG0005918	evm.model.RL_5.1564	CARHR017780
OG0005919	evm.model.RL_3.2258	CARHR072150
OG0005920	evm.model.RL_3.2267	CARHR072230
OG0005921	evm.model.RL_3.2395	CARHR073740
OG0005922	evm.model.RL_3.2451	CARHR074240
OG0005923	evm.model.RL_5.1390	CARHR015900
OG0005924	evm.model.RL_1.1189	CARHR087430
OG0005925	evm.model.RL_1.1225	CARHR087790
OG0005926	evm.model.RL_1.1307	CARHR088680
OG0005927	evm.model.RL_1.1385	CARHR089590
OG0005928	evm.model.RL_1.1395	CARHR089700
OG0005929	evm.model.RL_5.3765	CARHR043280
OG0005930	evm.model.RL_5.3724	CARHR042750
OG0005931	evm.model.RL_1.1678	CARHR092920
OG0005932	evm.model.RL_1.1751	CARHR093760
OG0005933	evm.model.RL_3.342	CARHR051130
OG0005934	evm.model.RL_1.1869	CARHR095100
OG0005935	evm.model.RL_1.1909	CARHR095450
OG0005936	evm.model.RL_1.1947	CARHR095940
OG0005937	evm.model.RL_1.2031	CARHR096930
OG0005938	evm.model.RL_1.2147	CARHR098290
OG0005939	evm.model.RL_1.2148	CARHR098300
OG0005940	evm.model.RL_1.2166	CARHR098500
OG0005941	evm.model.RL_1.2260	CARHR099550
OG0005942	evm.model.RL_1.2282	CARHR099800
OG0005943	evm.model.RL_1.2286	CARHR099820
OG0005944	evm.model.RL_1.2365	CARHR100930
OG0005945	evm.model.RL_1.2552	CARHR103700
OG0005947	evm.model.RL_1.2717	CARHR284820
OG0005948	evm.model.RL_1.2843	CARHR106940
OG0005949	evm.model.RL_1.2986	CARHR108530
OG0005950	evm.model.RL_1.3016.2.687c87f0	CARHR108890
OG0005952	evm.model.RL_1.3139	CARHR110020
OG0005953	evm.model.RL_1.3180	CARHR110510
OG0005954	evm.model.RL_1.3201	CARHR110770
OG0005955	evm.model.RL_5.3971	CARHR045610
OG0005956	evm.model.RL_5.3944	CARHR045320
OG0005957	evm.model.RL_5.3808.1.687c88c5	CARHR043770
OG0005958	evm.model.RL_5.3757	CARHR043180
OG0005959	evm.model.RL_5.3730, evm.model.RL_5.3710	CARHR042810
OG0005960	evm.model.RL_5.2138	CARHR038680
OG0005961	evm.model.RL_5.2131	CARHR038850
OG0005962	evm.model.RL_5.2205	CARHR037730
OG0005963	evm.model.RL_2.1115	CARHR290260
OG0005964	evm.model.RL_7.1147	CARHR162170
OG0005965	evm.model.RL_7.1205.2.687c84b8, evm.model.RL_7.1209	CARHR161470
OG0005966	evm.model.RL_7.905	CARHR164680
OG0005967	evm.model.RL_7.761	CARHR166090
OG0005968	evm.model.RL_7.745.1.687c84b6	CARHR166410
OG0005969	evm.model.RL_7.670	CARHR167100
OG0005970	evm.model.RL_7.662	CARHR167230
OG0005971	evm.model.RL_7.616	CARHR167710
OG0005972	evm.model.RL_7.614, evm.model.RL_7.615	CARHR167730, CARHR167720
OG0005973	evm.model.RL_7.449	CARHR169530
OG0005974	evm.model.RL_7.238	CARHR171620
OG0005975	evm.model.RL_7.200	CARHR172030
OG0005976	evm.model.RL_7.213	CARHR171900
OG0005977	evm.model.RL_7.21	CARHR291550
OG0005978	evm.model.RL_7.10.3.687c84b2	CARHR291450
OG0005979	evm.model.RL_5.1945, evm.model.RL_5.1946, evm.model.RL_5.1944	CARHR041270
OG0005981	evm.model.RL_7.1242	CARHR161000
OG0005982	evm.model.RL_7.355	CARHR170400
OG0005983	evm.model.RL_4.190	CARHR175450
OG0005984	evm.model.RL_4.407	CARHR179640, CARHR178490, CARHR178510
OG0005987	evm.model.RL_2.2306	CARHR235640
OG0005988	evm.model.RL_2.2850	CARHR241450
OG0005990	evm.model.RL_5.1646	CARHR011770, CARHR018730
OG0005991	evm.model.RL_2.1817	CARHR230170
OG0005992	evm.model.RL_3.1213	CARHR061040
OG0005993	evm.model.RL_3.1831.1.687c84bd	CARHR067290
OG0005995	evm.model.RL_1.3263	CARHR111370
OG0005995	evm.model.RL_1.3262	CARHR111360
OG0005995	evm.model.RL_1.3264	CARHR111390
OG0005996	evm.model.RL_1.1414	CARHR089890
OG0005997	evm.model.RL_1.1067	CARHR086160
OG0005999	evm.model.RL_6.954, evm.model.RL_6.953	CARHR121430
OG0006000	evm.model.RL_4.2131	CARHR198310
OG0006001	evm.model.RL_2.60	CARHR213810
OG0006002	evm.model.RL_8.2577	CARHR278960
OG0006004	evm.model.RL_4.893	CARHR182590
OG0006004	evm.model.RL_1.483	CARHR080000
OG0006004	evm.model.RL_1.482	CARHR079990
OG0006006	evm.model.RL_6.564, evm.model.RL_6.152, evm.model.RL_2.994	CARHR125710
OG0006007	evm.model.RL_2.1209	CARHR223030
OG0006009	evm.model.RL_8.1250	CARHR264260
OG0006016	evm.model.RL_2.2408	CARHR236680
OG0006017	evm.model.RL_1.3106	CARHR109660
OG0006018	evm.model.RL_2.2555	CARHR238300
OG0006019	evm.model.RL_6.268	CARHR184850
OG0006020	evm.model.RL_2.2583	CARHR238590
OG0006021	evm.model.RL_5.683	CARHR008100
OG0006022	evm.model.RL_2.2618	CARHR239030
OG0006023	evm.model.RL_2.2630	CARHR239110
OG0006024	evm.model.RL_6.361	CARHR117290
OG0006025	evm.model.RL_5.2912	CARHR029630
OG0006026	evm.model.RL_2.2868	CARHR241650
OG0006027	evm.model.RL_2.2877	CARHR241720
OG0006028	evm.model.RL_2.2878.2.687c86e7	CARHR241730
OG0006031	evm.model.RL_2.3002	CARHR243090
OG0006032	evm.model.RL_2.3006	CARHR243140
OG0006033	evm.model.RL_8.2129	CARHR274300
OG0006034	evm.model.RL_5.2806	CARHR030830
OG0006035	evm.model.RL_5.2736.1.687c88bd	CARHR031610
OG0006036	evm.model.RL_5.2704.3.687c88bc	CARHR031990
OG0006037	evm.model.RL_5.2686	CARHR032130
OG0006038	evm.model.RL_2.1256	CARHR223590
OG0006039	evm.model.RL_2.1198	CARHR222840
OG0006040	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829	CARHR154190
OG0006041	evm.model.RL_3.581	CARHR053940
OG0006042	evm.model.RL_8.868	CARHR292010
OG0006043	evm.model.RL_3.466	CARHR052630
OG0006044	evm.model.RL_5.942	CARHR010990
OG0006045	evm.model.RL_7.2662	CARHR143670
OG0006046	evm.model.RL_2.780	CARHR218240
OG0006046	evm.model.RL_1.2403, evm.model.RL_1.2548	CARHR103610
OG0006047	evm.model.RL_7.2688	CARHR143970
OG0006049	evm.model.RL_7.2612	CARHR144680
OG0006050	evm.model.RL_3.1548	CARHR291250
OG0006051	evm.model.RL_7.2577	CARHR145160
OG0006052	evm.model.RL_7.2525	CARHR145700
OG0006053	evm.model.RL_7.2491	CARHR146210
OG0006054	evm.model.RL_5.1156	CARHR013330
OG0006055	evm.model.RL_7.2427	CARHR146900
OG0006056	evm.model.RL_2.425	CARHR214740
OG0006056	evm.model.RL_7.2368	CARHR147590
OG0006057	evm.model.RL_7.2319	CARHR148280
OG0006058	evm.model.RL_7.2292	CARHR148510
OG0006059	evm.model.RL_7.2279	CARHR148670
OG0006060	evm.model.RL_7.2274	CARHR148730
OG0006061	evm.model.RL_7.2220	CARHR149640
OG0006062	evm.model.RL_7.2217	CARHR149680
OG0006063	evm.model.RL_7.2205	CARHR292610
OG0006064	evm.model.RL_7.2177.2.687c84bc	CARHR286640
OG0006065	evm.model.RL_2.257	CARHR262500
OG0006067	evm.model.RL_7.2053	CARHR153310
OG0006068	evm.model.RL_3.1044	CARHR058910, CARHR058900
OG0006068	evm.model.RL_3.1043, evm.model.RL_3.1045	CARHR058870, CARHR058860
OG0006069	evm.model.RL_3.971	CARHR057840
OG0006070	evm.model.RL_3.945	CARHR057300
OG0006071	evm.model.RL_3.30	CARHR046440
OG0006072	evm.model.RL_2.196	CARHR212510
OG0006073	evm.model.RL_3.130.4.687c84b9	CARHR047670
OG0006074	evm.model.RL_3.154	CARHR047910
OG0006075	evm.model.RL_3.190	CARHR048650
OG0006076	evm.model.RL_6.2257	CARHR136370
OG0006077	evm.model.RL_6.2236	CARHR136220
OG0006078	evm.model.RL_1.843	CARHR083710
OG0006079	evm.model.RL_1.945	CARHR084860
OG0006080	evm.model.RL_1.1004	CARHR085500
OG0006081	evm.model.RL_4.2906	CARHR207110
OG0006082	evm.model.RL_1.1148	CARHR086990
OG0006084	evm.model.RL_8.1146	CARHR258110
OG0006085	evm.model.RL_8.1218	CARHR256940
OG0006086	evm.model.RL_8.1274	CARHR264600
OG0006087	evm.model.RL_2.2075	CARHR233030
OG0006088	evm.model.RL_8.1391	CARHR265970
OG0006089	evm.model.RL_2.2303	CARHR235570
OG0006092	evm.model.RL_8.1463	CARHR266860
OG0006093	evm.model.RL_8.1520	CARHR267530
OG0006094	evm.model.RL_8.1540	CARHR267820
OG0006095	evm.model.RL_8.1551	CARHR267960
OG0006096	evm.model.RL_8.1560	CARHR268040
OG0006097	evm.model.RL_8.1599	CARHR268430
OG0006098	evm.model.RL_8.1655	CARHR269030
OG0006099	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2	CARHR270540
OG0006100	evm.model.RL_8.1828	CARHR271300
OG0006101	evm.model.RL_8.1837	CARHR271380
OG0006102	evm.model.RL_5.1397	CARHR015980
OG0006103	evm.model.RL_8.1873	CARHR271790
OG0006104	evm.model.RL_5.1225	CARHR014180
OG0006105	evm.model.RL_8.1876	CARHR271820
OG0006106	evm.model.RL_4.2341	CARHR200660
OG0006107	evm.model.RL_4.2348	CARHR200740
OG0006108	evm.model.RL_4.2440	CARHR201720
OG0006109	evm.model.RL_4.2547	CARHR202990
OG0006110	evm.model.RL_4.2565	CARHR203160
OG0006111	evm.model.RL_4.2630	CARHR203840
OG0006112	evm.model.RL_4.2674	CARHR204320
OG0006113	evm.model.RL_4.2710	CARHR204700
OG0006113	evm.model.RL_4.2709	CARHR204680
OG0006114	evm.model.RL_4.2737	CARHR205060
OG0006115	evm.model.RL_4.2740	CARHR205090
OG0006116	evm.model.RL_4.2780	CARHR205480
OG0006117	evm.model.RL_8.2271	CARHR275780
OG0006118	evm.model.RL_2.1285	CARHR223940
OG0006119	evm.model.RL_2.1308	CARHR224280
OG0006120	evm.model.RL_2.1341	CARHR224620
OG0006121	evm.model.RL_2.1349	CARHR224660
OG0006122	evm.model.RL_2.1395	CARHR225190
OG0006124	evm.model.RL_2.1413	CARHR225400
OG0006125	evm.model.RL_2.1511	CARHR226340
OG0006126	evm.model.RL_6.754	CARHR119140
OG0006127	evm.model.RL_2.1574	CARHR227140
OG0006128	evm.model.RL_2.1622	CARHR227730
OG0006129	evm.model.RL_2.1641	CARHR227920
OG0006130	evm.model.RL_2.1666	CARHR228340
OG0006131	evm.model.RL_2.1703	CARHR228780
OG0006132	evm.model.RL_2.1779	CARHR229690
OG0006133	evm.model.RL_2.1790	CARHR229860
OG0006134	evm.model.RL_2.1858	CARHR230770
OG0006135	evm.model.RL_2.1879	CARHR231020
OG0006136	evm.model.RL_2.1894	CARHR231200
OG0006137	evm.model.RL_2.1918	CARHR231450
OG0006138	evm.model.RL_8.703	CARHR255810
OG0006139	evm.model.RL_5.2570	CARHR033390
OG0006140	evm.model.RL_5.2315	CARHR036100
OG0006141	evm.model.RL_5.2361	CARHR035660
OG0006142	evm.model.RL_2.1930	CARHR231560
OG0006143	evm.model.RL_6.2520	CARHR139130
OG0006144	evm.model.RL_5.3110	CARHR027310
OG0006145	evm.model.RL_5.3092	CARHR027500
OG0006146	evm.model.RL_5.2283	CARHR036570
OG0006147	evm.model.RL_5.3058	CARHR027880
OG0006148	evm.model.RL_5.3056.8.687c88bf	CARHR027900
OG0006149	evm.model.RL_5.3007	CARHR028510
OG0006150	evm.model.RL_5.2996	CARHR028610
OG0006151	evm.model.RL_5.2993	CARHR028640
OG0006152	evm.model.RL_5.2989	CARHR028710
OG0006153	evm.model.RL_5.2935	CARHR029350
OG0006154	evm.model.RL_5.2944	CARHR029240
OG0006155	evm.model.RL_5.2896	CARHR029770
OG0006156	evm.model.RL_5.2892	CARHR029810
OG0006157	evm.model.RL_2.3099	CARHR244090
OG0006158	evm.model.RL_2.3187	CARHR245070
OG0006159	evm.model.RL_2.3223	CARHR245460
OG0006160	evm.model.RL_3.1857	CARHR067690
OG0006161	evm.model.RL_2.3338	CARHR246690
OG0006162	evm.model.RL_2.3402	CARHR247400
OG0006163	evm.model.RL_2.3462	CARHR294350
OG0006164	evm.model.RL_2.477	CARHR215400
OG0006165	evm.model.RL_2.370	CARHR213930
OG0006166	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350	CARHR291790
OG0006167	evm.model.RL_1.454	CARHR079660
OG0006168	evm.model.RL_5.2808	CARHR030790
OG0006169	evm.model.RL_5.2788	CARHR031030
OG0006170	evm.model.RL_6.1706	CARHR130360
OG0006171	evm.model.RL_8.820	CARHR260610
OG0006172	evm.model.RL_8.917.1.687c8559	CARHR259520
OG0006173	evm.model.RL_6.1489	CARHR128070
OG0006174	evm.model.RL_6.1474	CARHR127930
OG0006175	evm.model.RL_4.690, evm.model.RL_4.688	CARHR284980
OG0006175	evm.model.RL_4.689	CARHR284990
OG0006176	evm.model.RL_8.792	CARHR260930
OG0006177	evm.model.RL_8.749	CARHR256300
OG0006178	evm.model.RL_8.559	CARHR255880
OG0006179	evm.model.RL_8.621.1.687c8557	CARHR254850, CARHR101260
OG0006180	evm.model.RL_8.601	CARHR254530
OG0006181	evm.model.RL_8.596	CARHR254450
OG0006182	evm.model.RL_8.560	CARHR254060
OG0006183	evm.model.RL_8.513	CARHR264340, CARHR253480
OG0006184	evm.model.RL_8.479	CARHR253050
OG0006185	evm.model.RL_8.466	CARHR252890
OG0006186	evm.model.RL_8.423.1.687c8556	CARHR252470
OG0006187	evm.model.RL_4.332	CARHR177390
OG0006188	evm.model.RL_4.301	CARHR176770
OG0006189	evm.model.RL_4.199	CARHR175540
OG0006190	evm.model.RL_4.198	CARHR175530
OG0006191	evm.model.RL_4.174, evm.model.RL_4.177	CARHR175220, CARHR175320
OG0006192	evm.model.RL_4.5	CARHR173520
OG0006193	evm.model.RL_1.2573.1.687c87f0	CARHR103920
OG0006194	evm.model.RL_5.481	CARHR005750
OG0006195	evm.model.RL_2.794	CARHR218300
OG0006196	evm.model.RL_2.836	CARHR218900
OG0006197	evm.model.RL_2.876	CARHR219510
OG0006199	evm.model.RL_2.961	CARHR220620
OG0006200	evm.model.RL_2.1041	CARHR221870
OG0006201	evm.model.RL_2.1093	CARHR290050
OG0006202	evm.model.RL_2.128	CARHR213060
OG0006203	evm.model.RL_2.147	CARHR213570, CARHR289170
OG0006204	evm.model.RL_6.2842	CARHR142290
OG0006205	evm.model.RL_6.2822	CARHR142150
OG0006206	evm.model.RL_6.2819	CARHR142120
OG0006207	evm.model.RL_6.2805	CARHR141960
OG0006208	evm.model.RL_6.2798	CARHR141870
OG0006209	evm.model.RL_7.201	CARHR172020
OG0006210	evm.model.RL_6.2762	CARHR141470
OG0006211	evm.model.RL_6.2676	CARHR140600
OG0006212	evm.model.RL_6.2665	CARHR140550
OG0006213	evm.model.RL_6.2640	CARHR140310
OG0006214	evm.model.RL_6.2630	CARHR140190
OG0006216	evm.model.RL_6.2501	CARHR138940
OG0006217	evm.model.RL_6.2496	CARHR138900
OG0006218	evm.model.RL_5.2663	CARHR138440
OG0006219	evm.model.RL_6.2384	CARHR137720
OG0006220	evm.model.RL_7.605	CARHR167790
OG0006221	evm.model.RL_7.638	CARHR167490
OG0006223	evm.model.RL_4.3378	CARHR211760
OG0006224	evm.model.RL_4.3304	CARHR211030
OG0006225	evm.model.RL_4.3259	CARHR210520
OG0006226	evm.model.RL_4.2249	CARHR199660
OG0006227	evm.model.RL_4.3173	CARHR209760
OG0006228	evm.model.RL_4.3125	CARHR209240
OG0006229	evm.model.RL_4.1670	CARHR193100
OG0006230	evm.model.RL_4.1598	CARHR192280
OG0006231	evm.model.RL_4.1588	CARHR192160
OG0006232	evm.model.RL_4.1527	CARHR191570
OG0006233	evm.model.RL_4.1516	CARHR191460
OG0006234	evm.model.RL_4.1512	CARHR191420
OG0006235	evm.model.RL_8.2125	CARHR274240
OG0006236	evm.model.RL_8.2094.2.687c855f	CARHR117410, CARHR273820, CARHR273830
OG0006237	evm.model.RL_7.1722	CARHR155240
OG0006238	evm.model.RL_8.1999.1.687c855e	CARHR285370
OG0006239	evm.model.RL_8.1968	CARHR272820
OG0006240	evm.model.RL_8.2390	CARHR276970
OG0006241	evm.model.RL_8.2419	CARHR277380
OG0006242	evm.model.RL_8.2422.2.687c8561	CARHR277410
OG0006243	evm.model.RL_8.2476	CARHR096010, CARHR277890
OG0006244	evm.model.RL_1.2805	CARHR106440
OG0006246	evm.model.RL_8.2554	CARHR278690
OG0006247	evm.model.RL_8.2619	CARHR279270
OG0006248	evm.model.RL_8.2633	CARHR279450
OG0006249	evm.model.RL_8.2640	CARHR279510
OG0006250	evm.model.RL_8.2651, evm.model.RL_8.2654	CARHR279610
OG0006251	evm.model.RL_8.2799	CARHR281140
OG0006252	evm.model.RL_8.2819	CARHR281380
OG0006253	evm.model.RL_8.33	CARHR248270
OG0006254	evm.model.RL_8.104	CARHR249020
OG0006255	evm.model.RL_8.219	CARHR250180
OG0006256	evm.model.RL_8.175	CARHR249730
OG0006257	evm.model.RL_8.258	CARHR250560
OG0006258	evm.model.RL_8.280	CARHR250870
OG0006259	evm.model.RL_8.282	CARHR250890
OG0006260	evm.model.RL_8.284	CARHR250910
OG0006261	evm.model.RL_4.477	CARHR144050, CARHR179440
OG0006262	evm.model.RL_6.1430	CARHR127450
OG0006263	evm.model.RL_6.1400	CARHR127140
OG0006264	evm.model.RL_6.1384	CARHR126900
OG0006265	evm.model.RL_6.1330	CARHR126220
OG0006266	evm.model.RL_6.1278	CARHR125550
OG0006267	evm.model.RL_6.1273	CARHR125440
OG0006268	evm.model.RL_6.1211	CARHR124760
OG0006269	evm.model.RL_6.1192	CARHR124560
OG0006270	evm.model.RL_6.1132	CARHR123750, CARHR123780
OG0006271	evm.model.RL_6.1069	CARHR123000
OG0006272	evm.model.RL_6.1067	CARHR122990
OG0006273	evm.model.RL_6.1056	CARHR122880
OG0006274	evm.model.RL_6.1055	CARHR122870
OG0006275	evm.model.RL_6.946	CARHR121400
OG0006276	evm.model.RL_6.877	CARHR120480
OG0006277	evm.model.RL_2.2253	CARHR235090
OG0006278	evm.model.RL_1.76	CARHR075530
OG0006279	evm.model.RL_1.4	CARHR212340
OG0006280	evm.model.RL_1.769	CARHR082910
OG0006281	evm.model.RL_4.3423	CARHR212210
OG0006282	evm.model.RL_2.2169	CARHR234110
OG0006283	evm.model.RL_1.104	CARHR075850
OG0006284	evm.model.RL_1.116	CARHR076000
OG0006285	evm.model.RL_4.2062	CARHR197560
OG0006286	evm.model.RL_1.258	CARHR077410
OG0006287	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62	CARHR077550
OG0006288	evm.model.RL_1.294	CARHR077780
OG0006289	evm.model.RL_1.305	CARHR077980
OG0006290	evm.model.RL_1.347	CARHR078480
OG0006291	evm.model.RL_1.460	CARHR079720
OG0006293	evm.model.RL_1.648	CARHR081660
OG0006294	evm.model.RL_1.669	CARHR081910
OG0006295	evm.model.RL_6.2169	CARHR135580
OG0006296	evm.model.RL_6.2168	CARHR135570
OG0006297	evm.model.RL_6.2085	CARHR134600
OG0006298	evm.model.RL_6.2068	CARHR134430
OG0006299	evm.model.RL_6.2026	CARHR133880
OG0006300	evm.model.RL_6.1985	CARHR133450
OG0006301	evm.model.RL_6.1679	CARHR130160
OG0006302	evm.model.RL_6.1725	CARHR130600
OG0006303	evm.model.RL_6.1746	CARHR130800
OG0006304	evm.model.RL_7.1021	CARHR163560
OG0006305	evm.model.RL_6.1830	CARHR132070
OG0006306	evm.model.RL_6.1877	CARHR131780
OG0006307	evm.model.RL_6.1946	CARHR133020
OG0006308	evm.model.RL_5.1436	CARHR016330
OG0006309	evm.model.RL_5.1463	CARHR016660
OG0006310	evm.model.RL_5.1501	CARHR017040
OG0006311	evm.model.RL_5.1502	CARHR017050
OG0006312	evm.model.RL_5.1523.1.687c88b5	CARHR017280
OG0006314	evm.model.RL_5.1554	CARHR017640
OG0006316	evm.model.RL_5.1653	CARHR018850
OG0006317	evm.model.RL_5.1640	CARHR018710
OG0006318	evm.model.RL_5.1749	CARHR019740
OG0006319	evm.model.RL_5.1856	CARHR020760
OG0006320	evm.model.RL_5.3693.1.687c88c4	CARHR020860
OG0006321	evm.model.RL_3.2043	CARHR069870
OG0006322	evm.model.RL_5.3667	CARHR021200
OG0006324	evm.model.RL_5.3597	CARHR021940
OG0006325	evm.model.RL_5.3485	CARHR023170
OG0006326	evm.model.RL_5.3302	CARHR025290
OG0006328	evm.model.RL_3.1136	CARHR060150
OG0006329	evm.model.RL_5.3163	CARHR026850
OG0006330	evm.model.RL_5.3133	CARHR134210
OG0006331	evm.model.RL_5.3134	CARHR027130
OG0006332	evm.model.RL_5.3140	CARHR027070
OG0006334	evm.model.RL_2.1938	CARHR231650
OG0006335	evm.model.RL_2.1977	CARHR232010
OG0006336	evm.model.RL_2.2001	CARHR232280
OG0006337	evm.model.RL_2.2040	CARHR232670
OG0006338	evm.model.RL_7.2164	CARHR151720
OG0006339	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559	CARHR113590
OG0006340	evm.model.RL_6.41	CARHR112220
OG0006341	evm.model.RL_5.1365.1.687c88b4	CARHR015680
OG0006342	evm.model.RL_5.1335	CARHR015370
OG0006343	evm.model.RL_5.1333	CARHR015340
OG0006344	evm.model.RL_5.1285	CARHR014860
OG0006346	evm.model.RL_5.1120	CARHR012860
OG0006347	evm.model.RL_5.1111	CARHR012770
OG0006348	evm.model.RL_4.776	CARHR184130
OG0006349	evm.model.RL_5.990	CARHR011500
OG0006350	evm.model.RL_1.2919	CARHR107500
OG0006350	evm.model.RL_5.657	CARHR007900
OG0006351	evm.model.RL_5.848	CARHR009900
OG0006352	evm.model.RL_5.875	CARHR010240
OG0006353	evm.model.RL_5.751	CARHR008810
OG0006354	evm.model.RL_5.695	CARHR008250
OG0006355	evm.model.RL_3.354, evm.model.RL_5.635	CARHR007650
OG0006356	evm.model.RL_5.572	CARHR006930
OG0006358	evm.model.RL_5.537	CARHR006540
OG0006359	evm.model.RL_7.1258	CARHR160850
OG0006360	evm.model.RL_5.485	CARHR005820
OG0006361	evm.model.RL_5.472	CARHR005690
OG0006362	evm.model.RL_5.367	CARHR004550
OG0006363	evm.model.RL_5.260	CARHR003390
OG0006364	evm.model.RL_5.194.1.687c88aa	CARHR002640, CARHR002690
OG0006365	evm.model.RL_5.197	CARHR002720
OG0006366	evm.model.RL_8.593	CARHR256520, CARHR254420
OG0006366	evm.model.RL_5.2620, evm.model.RL_5.111	CARHR001890
OG0006367	evm.model.RL_5.80	CARHR001580
OG0006368	evm.model.RL_4.2208	CARHR199160
OG0006369	evm.model.RL_4.2122	CARHR198230
OG0006370	evm.model.RL_4.2101	CARHR198000
OG0006371	evm.model.RL_4.2113	CARHR198120
OG0006372	evm.model.RL_4.2009	CARHR197000
OG0006373	evm.model.RL_4.1958	CARHR196340
OG0006374	evm.model.RL_4.1887	CARHR195620
OG0006375	evm.model.RL_3.1145	CARHR060270
OG0006376	evm.model.RL_4.1874	CARHR195490
OG0006377	evm.model.RL_4.1861	CARHR195350
OG0006378	evm.model.RL_4.1795	CARHR194440
OG0006379	evm.model.RL_4.791	CARHR183810
OG0006380	evm.model.RL_7.1167	CARHR161940
OG0006381	evm.model.RL_4.2876	CARHR206500
OG0006382	evm.model.RL_4.2929	CARHR206860
OG0006383	evm.model.RL_4.2933.5.687c86dc	CARHR206820
OG0006384	evm.model.RL_4.2944	CARHR207230
OG0006385	evm.model.RL_8.38	CARHR248310
OG0006386	evm.model.RL_4.1187	CARHR187890
OG0006387	evm.model.RL_4.1200	CARHR188070
OG0006388	evm.model.RL_7.904	CARHR164690
OG0006389	evm.model.RL_4.1276	CARHR188940
OG0006390	evm.model.RL_4.1306	CARHR189310
OG0006391	evm.model.RL_4.1336	CARHR189610
OG0006392	evm.model.RL_4.1344	CARHR189690
OG0006393	evm.model.RL_4.1349	CARHR189750
OG0006394	evm.model.RL_8.2175	CARHR274740
OG0006395	evm.model.RL_8.2239	CARHR275420
OG0006396	evm.model.RL_8.2269	CARHR275750
OG0006397	evm.model.RL_8.2285	CARHR275920
OG0006398	evm.model.RL_8.2296	CARHR276020
OG0006399	evm.model.RL_8.2306	CARHR276130
OG0006400	evm.model.RL_8.2330	CARHR276380
OG0006401	evm.model.RL_8.2349	CARHR276590
