Orthogroup	Cardamine_amara	Conringia_planisiliqua
OG0009778	evm.model.RL_8.1303	CP8_g53160_DN3_SP6_c.t1
OG0009779	evm.model.RL_8.1316	CP8_g53173_DN3_SP8_c.t1
OG0009780	evm.model.RL_8.1325	CP8_g53183_DN3_SP4_c.t1
OG0009781	evm.model.RL_8.1333	CP8_g53190_DN3_SP8_c.t1
OG0009782	evm.model.RL_8.1349	CP8_g53201_DN3_SP0_c.t1
OG0009783	evm.model.RL_8.1378	CP8_g53237_DN3_SP0_c.t1
OG0009784	evm.model.RL_8.1384	CP8_g53242_DN3_SP0_c.t1
OG0009785	evm.model.RL_8.1386	CP8_g53244_DN3_SP0_c.t1
OG0009787	evm.model.RL_8.1420	CP8_g53292_DN3_SP0_c.t1
OG0009788	evm.model.RL_8.1415	CP8_g53283_DN3_SP5_c.t1
OG0009790	evm.model.RL_8.1450	CP8_g53324_DN3_SP8_c.t1
OG0009793	evm.model.RL_8.1472	CP8_g53351_DN3_SP0_c.t1
OG0009794	evm.model.RL_8.1464	CP8_g53342_DN3_SP2_c.t1
OG0009795	evm.model.RL_8.1522	CP8_g53403_DN3_SP8_c.t1
OG0009796	evm.model.RL_8.1547	CP8_g53428_DN3_SP8_c.t1
OG0009797	evm.model.RL_8.1564	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0009798	evm.model.RL_8.1597	CP8_g53480_DN3_SP6_c.t1
OG0009799	evm.model.RL_8.1606	CP8_g53490_DN3_SP0_c.t1
OG0009800	evm.model.RL_8.1644	CP8_g53545_DN3_SP2_c.t1
OG0009801	evm.model.RL_8.1654	CP8_g53555_DN3_SP8_c.t1
OG0009802	evm.model.RL_8.1663.1.687c97c1	CP8_g53566_DN3_SP0_c.t1
OG0009803	evm.model.RL_8.1706	CP8_g53614_DN3_SP8_c.t1
OG0009804	evm.model.RL_8.1720	CP8_g53636_DN3_SP8_c.t1
OG0009805	evm.model.RL_8.1731	CP8_g53651_DN3_SP8_c.t1
OG0009808	evm.model.RL_8.1775	CP8_g53690_DN3_SP0_c.t1
OG0009809	evm.model.RL_8.1830	CP8_g53751_DN3_SP7_c.t1
OG0009810	evm.model.RL_8.1846	CP8_g53766_DN3_SP6_c.t1
OG0009811	evm.model.RL_8.1850	CP8_g53771_DN3_SP8_c.t1
OG0009812	evm.model.RL_8.1853	CP8_g53774_DN2_SP0_c.t1
OG0009813	evm.model.RL_8.1877	CP8_g53801_DN3_SP0_c.t1
OG0009814	evm.model.RL_8.1885	CP8_g53810_DN3_SP8_c.t1
OG0009815	evm.model.RL_8.1887	CP8_g53813_DN3_SP8_c.t1
OG0009816	evm.model.RL_7.2	CP3_g13472_DN3_SP6_c.t1
OG0009817	evm.model.RL_5.2312	CP1_g39067_DN3_SP8_c.t1
OG0009818	evm.model.RL_4.2306	CP11_g32647_DN3_SP8_c.t1
OG0009820	evm.model.RL_4.2357	CP11_g32704_DN3_SP6_c.t1
OG0009821	evm.model.RL_4.2359	CP11_g32706_DN3_SP0_c.t1
OG0009822	evm.model.RL_4.2361	CP11_g32708_DN3_SP1_c.t1
OG0009823	evm.model.RL_4.2362	CP11_g32709_DN3_SP0_c.t1
OG0009824	evm.model.RL_4.2373	CP11_g32720_DN3_SP8_c.t1
OG0009825	evm.model.RL_4.2384	CP11_g32730_DN3_SP0_c.t1
OG0009826	evm.model.RL_4.2387	CP11_g32732_DN3_SP8_c.t1
OG0009827	evm.model.RL_4.2397	CP11_g32740_DN3_SP8_c.t1
OG0009828	evm.model.RL_4.2435	CP11_g32778_DN3_SP8_c.t1
OG0009829	evm.model.RL_4.2439	CP11_g32783_DN3_SP0_c.t1
OG0009830	evm.model.RL_4.2481	CP11_g32825_DN3_SP8_c.t1
OG0009831	evm.model.RL_4.2489	CP11_g32834_DN3_SP0_c.t1
OG0009832	evm.model.RL_4.2498	CP11_g32841_DN3_SP0_c.t1
OG0009834	evm.model.RL_4.2539	CP11_g32890_DN2_SP0_c.t1
OG0009835	evm.model.RL_4.2559	CP11_g32911_DN3_SP8_c.t1
OG0009836	evm.model.RL_4.2637	CP11_g32978_DN2_SP0_c.t1
OG0009837	evm.model.RL_8.2517	CP2_g47867_DN3_SP8_c.t1
OG0009838	evm.model.RL_4.2656	CP11_g32997_DN2_SP3_c.t1
OG0009840	evm.model.RL_4.2706	CP11_g33049_DN3_SP7_c.t1
OG0009842	evm.model.RL_4.2756	CP11_g33097_DN3_SP8_c.t1
OG0009843	evm.model.RL_4.2781	CP11_g33127_DN3_SP6_c.t1
OG0009844	evm.model.RL_4.2799	CP11_g33147_DN3_SP0_c.t1
OG0009845	evm.model.RL_7.1619	CP3_g14636_DN3_SP1_c.t1
OG0009847	evm.model.RL_2.1332	CP6_g7046_DN3_SP7_c.t1
OG0009848	evm.model.RL_2.1389	CP6_g6980_DN2_SP0_c.t1
OG0009849	evm.model.RL_2.1391	CP6_g6977_DN3_SP4_c.t1
OG0009850	evm.model.RL_2.1402	CP6_g6967_DN2_SP0_c.t1
OG0009852	evm.model.RL_2.1451.3.687c86e3	CP6_g6913_DN3_SP8_c.t1
OG0009854	evm.model.RL_2.1494	CP6_g6873_DN3_SP8_c.t1
OG0009856	evm.model.RL_2.1615	CP6_g6751_DN3_SP0_c.t1
OG0009857	evm.model.RL_2.1626	CP6_g6740_DN3_SP5_c.t1
OG0009858	evm.model.RL_2.1684	CP19_g18510_DN3_SP4_c.t1
OG0009859	evm.model.RL_2.1699	CP19_g18483_DN3_SP0_c.t1
OG0009860	evm.model.RL_2.1813	CP19_g18367_DN3_SP3_c.t1
OG0009861	evm.model.RL_2.1815	CP19_g18365_DN3_SP6_c.t1
OG0009862	evm.model.RL_2.1856	CP19_g18320_DN3_SP4_c.t1
OG0009863	evm.model.RL_2.1863	CP19_g18313_DN2_SP0_c.t1
OG0009864	evm.model.RL_2.1866	CP19_g18309_DN3_SP0_c.t1
OG0009865	evm.model.RL_2.1924.1.687c86e4	CP19_g18243_DN3_SP6_c.t1
OG0009866	evm.model.RL_5.2684	CP7_g44617_DN3_SP6_c.t1
OG0009867	evm.model.RL_5.2597	CP7_g44515_DN3_SP8_c.t1, CP7_g44512_DN3_SP0_c.t1
OG0009868	evm.model.RL_5.2557	CP7_g44486_DN3_SP8_c.t1
OG0009869	evm.model.RL_5.2546	CP7_g44470_DN3_SP7_c.t1
OG0009870	evm.model.RL_5.2545	CP7_g44465_DN3_SP0_c.t1
OG0009871	evm.model.RL_5.2540	CP7_g44460_DN3_SP0_c.t1
OG0009872	evm.model.RL_5.2458	CP7_g44159_DN3_SP1_c.t1, CP10_g44091_DN2_SP0_c.t1
OG0009873	evm.model.RL_5.2368	CP1_g40633_DN3_SP5_c.t1
OG0009875	evm.model.RL_5.2404	CP4_g25962_DN3_SP8_c.t1
OG0009876	evm.model.RL_5.2270	CP1_g38488_DN3_SP8_c.t1
OG0009877	evm.model.RL_5.3080	CP7_g45078_DN3_SP1_c.t1
OG0009878	evm.model.RL_5.3044	CP7_g45031_DN3_SP1_c.t1
OG0009879	evm.model.RL_5.2995	CP7_g44982_DN3_SP0_c.t1
OG0009880	evm.model.RL_5.2964	CP7_g44947_DN3_SP7_c.t1
OG0009881	evm.model.RL_5.2962	CP7_g44945_DN3_SP8_c.t1
OG0009882	evm.model.RL_5.2916	CP7_g44910_DN3_SP0_c.t1
OG0009883	evm.model.RL_5.2930	CP7_g44897_DN3_SP7_c.t1
OG0009884	evm.model.RL_5.2931	CP7_g44896_DN3_SP8_c.t1
OG0009885	evm.model.RL_5.2907	CP7_g44875_DN3_SP0_c.t1
OG0009886	evm.model.RL_5.2903	CP7_g44871_DN3_SP7_c.t1
OG0009887	evm.model.RL_5.2901.1.687c88be	CP7_g44869_DN3_SP8_c.t1
OG0009888	evm.model.RL_5.2887	CP7_g44855_DN3_SP0_c.t1
OG0009889	evm.model.RL_5.2859	CP7_g44819_DN2_SP0_c.t1
OG0009890	evm.model.RL_5.2845	CP7_g44808_DN2_SP0_c.t1
OG0009892	evm.model.RL_2.3069	CP5_g464_DN3_SP2_c.t1
OG0009893	evm.model.RL_2.3146	CP5_g393_DN3_SP3_c.t1
OG0009894	evm.model.RL_2.3159.1.687c86e8	CP5_g379_DN3_SP7_c.t1
OG0009895	evm.model.RL_2.3183	CP5_g348_DN3_SP0_c.t1
OG0009896	evm.model.RL_2.3185	CP5_g346_DN3_SP1_c.t1
OG0009897	evm.model.RL_2.3193	CP5_g338_DN3_SP8_c.t1
OG0009898	evm.model.RL_2.3202	CP5_g328_DN3_SP2_c.t1
OG0009899	evm.model.RL_2.3220	CP5_g311_DN3_SP0_c.t1
OG0009901	evm.model.RL_6.227	CP16_g54984_DN3_SP6_c.t1
OG0009902	evm.model.RL_2.3249	CP5_g278_DN3_SP1_c.t1
OG0009903	evm.model.RL_6.217	CP16_g54953_DN3_SP8_c.t1
OG0009904	evm.model.RL_2.3265	CP5_g259_DN3_SP3_c.t1
OG0009906	evm.model.RL_2.3288	CP5_g235_DN3_SP8_c.t1
OG0009907	evm.model.RL_2.3296	CP5_g228_DN3_SP3_c.t1
OG0009909	evm.model.RL_2.3313	CP5_g210_DN3_SP1_c.t1
OG0009910	evm.model.RL_2.3318	CP5_g205_DN2_SP0_c.t1
OG0009911	evm.model.RL_2.3339	CP5_g185_DN3_SP8_c.t1
OG0009912	evm.model.RL_2.3367	CP5_g155_DN3_SP0_c.t1
OG0009913	evm.model.RL_2.3373	CP5_g148_DN3_SP0_c.t1
OG0009914	evm.model.RL_2.3394	CP5_g121_DN3_SP8_c.t1
OG0009915	evm.model.RL_2.3427	CP5_g88_DN3_SP8_c.t1
OG0009916	evm.model.RL_2.3438	CP5_g79_DN3_SP8_c.t1
OG0009917	evm.model.RL_5.6	CP10_g43571_DN3_SP1_c.t1
OG0009918	evm.model.RL_2.588	CP5_g2057_DN3_SP1_c.t1
OG0009919	evm.model.RL_2.658.2.687c86e1	CP6_g8888_DN3_SP7_c.t1
OG0009920	evm.model.RL_2.372	CP5_g1634_DN3_SP1_c.t1
OG0009921	evm.model.RL_2.292	CP5_g1536_DN3_SP8_c.t1
OG0009922	evm.model.RL_2.279	CP5_g1529_DN3_SP5_c.t1
OG0009923	evm.model.RL_2.261	CP5_g1505_DN3_SP0_c.t1
OG0009924	evm.model.RL_6.1590	CP4_g25237_DN3_SP7_c.t1, CP18_g11576_DN2_SP0_c.t1
OG0009925	evm.model.RL_6.1650	CP4_g25179_DN3_SP8_c.t1
OG0009926	evm.model.RL_3.334	CP2_g49116_DN3_SP8_c.t1
OG0009927	evm.model.RL_7.235	CP3_g13265_DN3_SP0_c.t1
OG0009928	evm.model.RL_6.1638	CP4_g25191_DN3_SP8_c.t1
OG0009929	evm.model.RL_6.1636	CP4_g25193_DN3_SP0_c.t1
OG0009930	evm.model.RL_6.1626	CP4_g25202_DN3_SP0_c.t1
OG0009931	evm.model.RL_6.1620	CP4_g25209_DN3_SP6_c.t1
OG0009932	evm.model.RL_6.1614	CP4_g25215_DN3_SP0_c.t1
OG0009933	evm.model.RL_8.805	CP20_g4125_DN3_SP7_c.t1
OG0009934	evm.model.RL_8.810	CP20_g4119_DN3_SP8_c.t1
OG0009935	evm.model.RL_8.831	CP20_g4046_DN3_SP0_c.t1
OG0009936	evm.model.RL_8.1355	CP16_g55370_DN3_SP8_c.t1
OG0009937	evm.model.RL_6.1500	CP4_g25332_DN3_SP0_c.t1
OG0009938	evm.model.RL_6.1457, evm.model.RL_6.1456	CP4_g25377_DN3_SP8_c.t1
OG0009939	evm.model.RL_6.1447	CP4_g25387_DN3_SP1_c.t1
OG0009940	evm.model.RL_6.1445	CP4_g25390_DN3_SP4_c.t1
OG0009941	evm.model.RL_4.642.2.687c86cf, evm.model.RL_2.368	CP13_g20636_DN3_SP7_c.t1
OG0009942	evm.model.RL_4.655	CP13_g20777_DN3_SP0_c.t1
OG0009943	evm.model.RL_4.703	CP22_g17448_DN3_SP7_c.t1
OG0009944	evm.model.RL_8.783	CP20_g4154_DN3_SP7_c.t1
OG0009945	evm.model.RL_8.770	CP20_g4165_DN3_SP0_c.t1
OG0009946	evm.model.RL_8.765, evm.model.RL_8.764	CP20_g4187_DN3_SP1_c.t1
OG0009947	evm.model.RL_8.720	CP20_g4234_DN3_SP0_c.t1, CP20_g4233_DN1_SP0_c.t1
OG0009948	evm.model.RL_8.715	CP20_g4242_DN2_SP1_c.t1
OG0009949	evm.model.RL_8.600	CP20_g4388_DN3_SP3_c.t1
OG0009950	evm.model.RL_8.592	CP20_g4394_DN3_SP0_c.t1
OG0009951	evm.model.RL_8.529	CP11_g31777_DN3_SP0_c.t1
OG0009952	evm.model.RL_8.495	CP11_g31823_DN3_SP6_c.t1
OG0009953	evm.model.RL_8.482	CP11_g31830_DN3_SP3_c.t1
OG0009954	evm.model.RL_8.467	CP11_g31861_DN2_SP0_c.t1
OG0009955	evm.model.RL_8.465	CP11_g31863_DN3_SP2_c.t1
OG0009957	evm.model.RL_8.424	CP11_g31900_DN1_SP0_c.t1
OG0009958	evm.model.RL_4.416	CP13_g20154_DN3_SP0_c.t1
OG0009959	evm.model.RL_4.331, evm.model.RL_4.328	CP13_g20042_DN3_SP8_c.t1
OG0009960	evm.model.RL_4.311	CP13_g20001_DN2_SP8_c.t1
OG0009962	evm.model.RL_4.295	CP13_g19989_DN3_SP8_c.t1
OG0009965	evm.model.RL_4.171	CP13_g19849_DN3_SP0_c.t1
OG0009967	evm.model.RL_4.98	CP13_g19792_DN3_SP8_c.t1
OG0009968	evm.model.RL_6.2948	CP4_g23927_DN3_SP7_c.t1
OG0009970	evm.model.RL_4.18	CP13_g19727_DN3_SP0_c.t1
OG0009971	evm.model.RL_4.45.1.687c86cc	CP13_g19746_DN3_SP4_c.t1
OG0009972	evm.model.RL_2.757	CP6_g9625_DN3_SP2_c.t1
OG0009973	evm.model.RL_2.957, evm.model.RL_1.2228, evm.model.RL_1.2227	CP12_g30690_DN3_SP5_c.t1
OG0009974	evm.model.RL_2.3224	CP5_g304_DN3_SP8_c.t1
OG0009975	evm.model.RL_2.832	CP6_g8267_DN3_SP4_c.t1
OG0009976	evm.model.RL_7.959	CP3_g13936_DN3_SP8_c.t1
OG0009977	evm.model.RL_2.857	CP6_g7754_DN3_SP1_c.t1
OG0009978	evm.model.RL_2.874	CP6_g7676_DN3_SP4_c.t1, CP345_g23894_DN3_SP0_c.t1, CP6_g7673_DN3_SP1_c.t1
OG0009979	evm.model.RL_2.930.1.687c86e1	CP6_g7547_DN3_SP8_c.t1
OG0009980	evm.model.RL_2.978	CP6_g7484_DN1_SP0_c.t1
OG0009981	evm.model.RL_2.1008	CP6_g7445_DN3_SP3_c.t1
OG0009982	evm.model.RL_1.2070	CP12_g30512_DN2_SP1_c.t1
OG0009983	evm.model.RL_2.236	CP5_g1467_DN3_SP5_c.t1
OG0009984	evm.model.RL_2.234	CP5_g1466_DN2_SP0_c.t1
OG0009985	evm.model.RL_2.235, evm.model.RL_2.233	CP5_g1464_DN3_SP7_c.t1
OG0009986	evm.model.RL_2.208	CP5_g1407_DN3_SP8_c.t1
OG0009988	evm.model.RL_6.2005	CP4_g24829_DN3_SP7_c.t1
OG0009989	evm.model.RL_2.135	CP19_g17889_DN3_SP5_c.t1
OG0009991	evm.model.RL_2.187	CP19_g17832_DN3_SP5_c.t1
OG0009992	evm.model.RL_8.806	CP20_g4124_DN3_SP2_c.t1, CP5_g3150_DN2_SP0_c.t1, CP5_g3151_DN2_SP0_c.t1
OG0009993	evm.model.RL_6.2953	CP4_g23925_DN3_SP7_c.t1
OG0009994	evm.model.RL_6.2914, evm.model.RL_6.2966	CP4_g23959_DN3_SP1_c.t1
OG0009995	evm.model.RL_6.2889	CP4_g23985_DN2_SP0_c.t1
OG0009996	evm.model.RL_6.2886	CP4_g23987_DN3_SP8_c.t1
OG0009998	evm.model.RL_6.2816	CP4_g24046_DN2_SP0_c.t1
OG0009999	evm.model.RL_6.2809	CP4_g24053_DN3_SP4_c.t1
OG0010000	evm.model.RL_6.2769	CP4_g24096_DN3_SP0_c.t1
OG0010001	evm.model.RL_6.2765	CP4_g24100_DN3_SP8_c.t1
OG0010002	evm.model.RL_6.2724	CP4_g24144_DN3_SP8_c.t1
OG0010003	evm.model.RL_6.2685	CP4_g24180_DN3_SP8_c.t1
OG0010004	evm.model.RL_6.2667	CP4_g24194_DN3_SP5_c.t1
OG0010005	evm.model.RL_6.2659, evm.model.RL_1.495	CP4_g24205_DN3_SP5_c.t1
OG0010006	evm.model.RL_6.2658	CP4_g24206_DN3_SP0_c.t1
OG0010008	evm.model.RL_6.2625	CP4_g24236_DN3_SP1_c.t1
OG0010009	evm.model.RL_1.3286	CP12_g29808_DN3_SP8_c.t1, CP2_g47506_DN2_SP0_c.t1, CP2_g47505_DN1_SP0_c.t1
OG0010010	evm.model.RL_6.2521	CP4_g24330_DN3_SP6_c.t1
OG0010011	evm.model.RL_6.2500	CP4_g24351_DN3_SP0_c.t1
OG0010012	evm.model.RL_6.2499	CP4_g24352_DN3_SP8_c.t1
OG0010013	evm.model.RL_6.2494	CP4_g24359_DN3_SP1_c.t1
OG0010014	evm.model.RL_6.2476	CP4_g24375_DN3_SP2_c.t1
OG0010015	evm.model.RL_6.2438	CP4_g24415_DN3_SP8_c.t1
OG0010016	evm.model.RL_6.2434	CP4_g24419_DN3_SP8_c.t1
OG0010017	evm.model.RL_6.2432	CP4_g24421_DN3_SP0_c.t1
OG0010018	evm.model.RL_6.2429	CP4_g24423_DN3_SP8_c.t1
OG0010019	evm.model.RL_6.2330	CP4_g24515_DN3_SP7_c.t1
OG0010020	evm.model.RL_6.2335	CP4_g24512_DN3_SP8_c.t1
OG0010021	evm.model.RL_7.596	CP3_g13585_DN3_SP2_c.t1
OG0010023	evm.model.RL_6.2300	CP11_g32091_DN3_SP8_c.t1
OG0010024	evm.model.RL_6.2283	CP4_g24567_DN3_SP8_c.t1
OG0010025	evm.model.RL_6.2278	CP4_g24572_DN3_SP8_c.t1
OG0010026	evm.model.RL_4.3322	CP11_g33661_DN3_SP7_c.t1
OG0010027	evm.model.RL_4.3321	CP11_g33660_DN3_SP6_c.t1
OG0010028	evm.model.RL_4.3300	CP11_g33637_DN3_SP1_c.t1
OG0010029	evm.model.RL_4.3280	CP11_g33620_DN2_SP7_c.t1
OG0010030	evm.model.RL_4.3270	CP11_g33611_DN3_SP1_c.t1
OG0010031	evm.model.RL_4.3251.3.687c86dd	CP11_g33593_DN3_SP1_c.t1
OG0010032	evm.model.RL_4.3211.1.687c86dd	CP11_g33567_DN3_SP8_c.t1
OG0010035	evm.model.RL_4.3192	CP11_g33552_DN3_SP8_c.t1
OG0010036	evm.model.RL_4.3180	CP11_g33539_DN3_SP8_c.t1
OG0010038	evm.model.RL_4.3140	CP11_g33503_DN3_SP0_c.t1
OG0010039	evm.model.RL_4.3134	CP11_g33497_DN3_SP8_c.t1
OG0010040	evm.model.RL_4.1715	CP8_g54397_DN3_SP5_c.t1
OG0010041	evm.model.RL_4.1688	CP8_g54373_DN3_SP0_c.t1
OG0010042	evm.model.RL_4.1694	CP8_g54376_DN3_SP4_c.t1
OG0010043	evm.model.RL_4.1636	CP8_g54314_DN3_SP0_c.t1
OG0010044	evm.model.RL_4.1635	CP8_g54313_DN1_SP7_c.t1
OG0010045	evm.model.RL_4.1621	CP8_g54297_DN3_SP6_c.t1
OG0010046	evm.model.RL_4.1625	CP8_g54301_DN3_SP0_c.t1
OG0010047	evm.model.RL_4.1602	CP8_g54275_DN3_SP8_c.t1
OG0010048	evm.model.RL_4.1601	CP8_g54274_DN3_SP4_c.t1
OG0010050	evm.model.RL_4.1583	CP8_g54253_DN3_SP6_c.t1
OG0010051	evm.model.RL_4.1570	CP8_g54241_DN3_SP7_c.t1
OG0010052	evm.model.RL_4.1551	CP8_g54221_DN3_SP8_c.t1
OG0010053	evm.model.RL_4.1547, evm.model.RL_4.1546	CP8_g54217_DN3_SP0_c.t1
OG0010054	evm.model.RL_4.3374, evm.model.RL_1.579, evm.model.RL_2.85	CP19_g17943_DN3_SP0_c.t1
OG0010055	evm.model.RL_4.1459, evm.model.RL_4.1488	CP8_g54142_DN2_SP4_c.t1
OG0010056	evm.model.RL_8.2144	CP8_g54098_DN3_SP8_c.t1
OG0010057	evm.model.RL_8.2126	CP8_g54080_DN3_SP8_c.t1
OG0010058	evm.model.RL_8.2115	CP8_g54068_DN3_SP0_c.t1
OG0010059	evm.model.RL_8.2080	CP8_g54029_DN3_SP0_c.t1
OG0010060	evm.model.RL_8.2041	CP8_g53973_DN3_SP3_c.t1
OG0010061	evm.model.RL_5.3100	CP7_g45091_DN3_SP8_c.t1
OG0010063	evm.model.RL_8.2396	CP2_g47985_DN3_SP7_c.t1
OG0010066	evm.model.RL_8.2407	CP2_g47970_DN3_SP8_c.t1
OG0010068	evm.model.RL_8.2475	CP2_g47909_DN3_SP8_c.t1
OG0010069	evm.model.RL_8.2497	CP2_g47885_DN3_SP8_c.t1
OG0010070	evm.model.RL_8.2508	CP2_g47874_DN3_SP8_c.t1
OG0010071	evm.model.RL_8.2519	CP2_g47864_DN3_SP8_c.t1
OG0010072	evm.model.RL_8.2578	CP2_g47803_DN3_SP0_c.t1
OG0010073	evm.model.RL_8.2594	CP2_g47787_DN3_SP8_c.t1
OG0010075	evm.model.RL_8.2656.2.687c8562	CP2_g47728_DN3_SP8_c.t1
OG0010076	evm.model.RL_8.2659	CP2_g47725_DN3_SP7_c.t1
OG0010078	evm.model.RL_8.2747	CP2_g47632_DN3_SP7_c.t1
OG0010079	evm.model.RL_8.2753	CP2_g47627_DN3_SP0_c.t1
OG0010080	evm.model.RL_8.2760	CP2_g47626_DN2_SP0_c.t1
OG0010081	evm.model.RL_8.2761	CP2_g47624_DN3_SP0_c.t1
OG0010082	evm.model.RL_8.2782	CP2_g47602_DN3_SP3_c.t1
OG0010084	evm.model.RL_8.2815	CP2_g47551_DN3_SP8_c.t1
OG0010085	evm.model.RL_7.1243	CP3_g14227_DN3_SP2_c.t1
OG0010086	evm.model.RL_7.2656	CP2_g47515_DN3_SP0_c.t1
OG0010087	evm.model.RL_8.18	CP8_g54678_DN3_SP0_c.t1
OG0010088	evm.model.RL_8.86	CP8_g54621_DN3_SP0_c.t1
OG0010089	evm.model.RL_8.76, evm.model.RL_4.78, evm.model.RL_8.30	CP8_g54624_DN3_SP1_c.t1
OG0010090	evm.model.RL_5.1657.1.687c9b52	CP7_g45924_DN3_SP0_c.t1
OG0010091	evm.model.RL_8.107	CP8_g54598_DN3_SP6_c.t1
OG0010092	evm.model.RL_8.221	CP8_g54534_DN3_SP0_c.t1
OG0010093	evm.model.RL_8.192	CP11_g32135_DN3_SP2_c.t1
OG0010094	evm.model.RL_8.237	CP11_g32097_DN2_SP0_c.t1
OG0010095	evm.model.RL_8.82, evm.model.RL_8.240	CP11_g32089_DN3_SP8_c.t1
OG0010096	evm.model.RL_8.254	CP11_g32075_DN3_SP0_c.t1
OG0010097	evm.model.RL_8.278.1.687c8556	CP11_g32050_DN3_SP0_c.t1
OG0010098	evm.model.RL_8.294, evm.model.RL_8.311	CP11_g32031_DN3_SP0_c.t1
OG0010099	evm.model.RL_8.345	CP11_g31983_DN3_SP8_c.t1
OG0010101	evm.model.RL_8.355	CP11_g31972_DN3_SP2_c.t1
OG0010102	evm.model.RL_8.358	CP11_g31969_DN3_SP0_c.t1
OG0010103	evm.model.RL_8.361	CP11_g31966_DN3_SP8_c.t1
OG0010104	evm.model.RL_8.380	CP11_g31928_DN3_SP8_c.t1
OG0010105	evm.model.RL_4.511	CP13_g20256_DN3_SP0_c.t1
OG0010106	evm.model.RL_6.1424	CP4_g25410_DN3_SP3_c.t1
OG0010107	evm.model.RL_6.1417	CP4_g25417_DN3_SP0_c.t1
OG0010108	evm.model.RL_6.1329	CP4_g25515_DN3_SP2_c.t1
OG0010109	evm.model.RL_6.1348	CP4_g25531_DN3_SP5_c.t1
OG0010110	evm.model.RL_6.1290, evm.model.RL_3.2285	CP4_g25557_DN3_SP8_c.t1
OG0010111	evm.model.RL_6.1270	CP4_g25574_DN3_SP8_c.t1
OG0010112	evm.model.RL_6.1216	CP4_g25628_DN3_SP1_c.t1
OG0010113	evm.model.RL_6.1197	CP4_g25652_DN3_SP8_c.t1
OG0010114	evm.model.RL_6.1165	CP4_g25687_DN3_SP8_c.t1
OG0010115	evm.model.RL_6.1130	CP4_g25718_DN3_SP0_c.t1
OG0010118	evm.model.RL_6.999	CP4_g25849_DN3_SP8_c.t1
OG0010119	evm.model.RL_6.965	CP4_g25884_DN3_SP3_c.t1
OG0010120	evm.model.RL_6.945	CP4_g25907_DN2_SP2_c.t1
OG0010121	evm.model.RL_6.920	CP4_g25932_DN2_SP0_c.t1
OG0010122	evm.model.RL_6.918	CP4_g25937_DN3_SP0_c.t1, CP4_g25938_DN3_SP0_c.t1
OG0010123	evm.model.RL_6.909	CP4_g25946_DN3_SP3_c.t1
OG0010124	evm.model.RL_6.880	CP4_g25987_DN3_SP8_c.t1
OG0010125	evm.model.RL_6.879	CP4_g25988_DN3_SP1_c.t1
OG0010126	evm.model.RL_6.878	CP14_g23172_DN3_SP1_c.t1, CP14_g23094_DN3_SP1_c.t1, CP14_g23162_DN3_SP3_c.t1
OG0010127	evm.model.RL_6.822	CP4_g26096_DN3_SP4_c.t1
OG0010128	evm.model.RL_6.739	CP4_g26662_DN3_SP8_c.t1
OG0010129	evm.model.RL_5.338	CP8_g53411_DN3_SP8_c.t1
OG0010130	evm.model.RL_6.727	CP24_g47172_DN3_SP8_c.t1
OG0010131	evm.model.RL_6.546	CP18_g12164_DN3_SP3_c.t1
OG0010132	evm.model.RL_2.2255	CP5_g1268_DN3_SP8_c.t1
OG0010133	evm.model.RL_1.26	CP10_g42108_DN3_SP8_c.t1
OG0010134	evm.model.RL_1.770	CP10_g42825_DN3_SP8_c.t1
OG0010135	evm.model.RL_4.3428	CP11_g33760_DN3_SP3_c.t1
OG0010136	evm.model.RL_6.2271	CP4_g24580_DN3_SP0_c.t1
OG0010137	evm.model.RL_6.2266	CP4_g24583_DN3_SP8_c.t1
OG0010138	evm.model.RL_2.2154	CP19_g18003_DN3_SP0_c.t1
OG0010139	evm.model.RL_2.2160.2.687c86e5	CP19_g17997_DN1_SP0_c.t1
OG0010140	evm.model.RL_1.98	CP10_g42174_DN3_SP0_c.t1
OG0010143	evm.model.RL_1.241	CP10_g42316_DN3_SP8_c.t1
OG0010144	evm.model.RL_1.282.3.687c87ea	CP10_g42354_DN3_SP8_c.t1
OG0010145	evm.model.RL_1.287	CP10_g42359_DN3_SP3_c.t1
OG0010146	evm.model.RL_1.295	CP10_g42366_DN3_SP8_c.t1
OG0010147	evm.model.RL_1.303	CP10_g42375_DN3_SP8_c.t1
OG0010148	evm.model.RL_1.351	CP10_g42425_DN3_SP6_c.t1
OG0010149	evm.model.RL_1.362	CP10_g42436_DN3_SP8_c.t1
OG0010150	evm.model.RL_1.395	CP10_g42466_DN3_SP8_c.t1
OG0010151	evm.model.RL_1.504	CP10_g42565_DN3_SP2_c.t1
OG0010152	evm.model.RL_1.609	CP10_g42674_DN3_SP0_c.t1
OG0010153	evm.model.RL_1.608	CP10_g42675_DN3_SP1_c.t1
OG0010154	evm.model.RL_1.635	CP10_g42697_DN3_SP3_c.t1
OG0010155	evm.model.RL_1.641	CP10_g42704_DN3_SP0_c.t1
OG0010156	evm.model.RL_1.649	CP10_g42715_DN3_SP7_c.t1
OG0010157	evm.model.RL_1.729	CP10_g42788_DN3_SP8_c.t1
OG0010158	evm.model.RL_1.749	CP10_g42806_DN3_SP8_c.t1
OG0010159	evm.model.RL_8.2277	CP2_g48100_DN3_SP5_c.t1
