Orthogroup	Cardamine_amara	Capsella_rubella
OG0009986	evm.model.RL_2.208	XP_006283387.1
OG0009988	evm.model.RL_6.2005	XP_006296379.1
OG0009989	evm.model.RL_2.135	XP_023635495.1
OG0009991	evm.model.RL_2.187	XP_023634167.1
OG0009992	evm.model.RL_8.806	XP_023636553.1
OG0009993	evm.model.RL_6.2953	XP_006294213.1
OG0009994	evm.model.RL_6.2914, evm.model.RL_6.2966	XP_006295465.1
OG0009995	evm.model.RL_6.2889	XP_006294734.1
OG0009996	evm.model.RL_6.2886	XP_006293732.1
OG0009998	evm.model.RL_6.2816	XP_006296420.1
OG0009999	evm.model.RL_6.2809	XP_006295223.1
OG0010000	evm.model.RL_6.2769	XP_006294096.1
OG0010001	evm.model.RL_6.2765	XP_006294665.1
OG0010002	evm.model.RL_6.2724	XP_006294469.1
OG0010003	evm.model.RL_6.2685	XP_023639332.1
OG0010004	evm.model.RL_6.2667	XP_006294963.2
OG0010005	evm.model.RL_6.2659	XP_023639687.1
OG0010006	evm.model.RL_6.2658	XP_006295880.1
OG0010007	evm.model.RL_2.1298, evm.model.RL_6.2627	XP_023640804.1
OG0010008	evm.model.RL_6.2625	XP_023640276.1
OG0010009	evm.model.RL_1.3286	XP_023641815.1
OG0010010	evm.model.RL_6.2521	XP_006296119.1
OG0010011	evm.model.RL_6.2500	XP_006296130.1
OG0010012	evm.model.RL_6.2499	XP_006295957.1
OG0010013	evm.model.RL_6.2494	XP_023640204.1
OG0010014	evm.model.RL_6.2476	XP_006295328.1
OG0010015	evm.model.RL_6.2438	XP_006295887.2
OG0010016	evm.model.RL_6.2434	XP_006294750.1
OG0010017	evm.model.RL_6.2432	XP_023640197.1
OG0010018	evm.model.RL_6.2429	XP_006293776.1
OG0010019	evm.model.RL_6.2330	XP_006294754.1
OG0010020	evm.model.RL_6.2335	XP_023640548.1
OG0010021	evm.model.RL_7.596	XP_006290488.1
OG0010023	evm.model.RL_6.2300	XP_023640918.1
OG0010024	evm.model.RL_6.2283	XP_006294747.1
OG0010025	evm.model.RL_6.2278	XP_006294570.1
OG0010026	evm.model.RL_4.3322	XP_006286728.1
OG0010027	evm.model.RL_4.3321	XP_023635907.1
OG0010028	evm.model.RL_4.3300	XP_006287552.1
OG0010029	evm.model.RL_4.3280	XP_006288973.1
OG0010030	evm.model.RL_4.3270	XP_006288557.2
OG0010031	evm.model.RL_4.3251.3.687c86dd	XP_023635896.1
OG0010032	evm.model.RL_4.3211.1.687c86dd	XP_006287320.2
OG0010033	evm.model.RL_4.3205	XP_006287832.1
OG0010035	evm.model.RL_4.3221, evm.model.RL_4.3192	XP_023636453.1
OG0010036	evm.model.RL_4.3180	XP_006289737.1
OG0010037	evm.model.RL_4.3178, evm.model.RL_4.3179	XP_006287255.1
OG0010038	evm.model.RL_4.3140	XP_006287909.1
OG0010039	evm.model.RL_4.3134	XP_006290048.1
OG0010040	evm.model.RL_4.1715	XP_006288340.1
OG0010041	evm.model.RL_4.1688	XP_006288841.1
OG0010042	evm.model.RL_4.1694	XP_006289461.2
OG0010043	evm.model.RL_4.1636	XP_006290058.1
OG0010044	evm.model.RL_4.1635	XP_006288642.1
OG0010045	evm.model.RL_4.1621	XP_023635867.1
OG0010046	evm.model.RL_4.1625	XP_006289959.1
OG0010047	evm.model.RL_4.1602	XP_006286886.1
OG0010048	evm.model.RL_4.1601	XP_023636298.1
OG0010049	evm.model.RL_4.2040	XP_006287253.1
OG0010050	evm.model.RL_4.1583	XP_006288533.1
OG0010051	evm.model.RL_4.1570	XP_006287555.1
OG0010052	evm.model.RL_4.1551	XP_023637138.1
OG0010053	evm.model.RL_4.1547, evm.model.RL_4.1546	XP_006287375.1, XP_006289913.1
OG0010054	evm.model.RL_4.3374, evm.model.RL_1.579, evm.model.RL_2.85	XP_006285902.2
OG0010055	evm.model.RL_4.1459, evm.model.RL_4.1488	XP_006288937.1
OG0010056	evm.model.RL_8.2144	XP_023639858.1
OG0010057	evm.model.RL_8.2126	XP_006281699.1
OG0010058	evm.model.RL_8.2115	XP_006281590.1
OG0010059	evm.model.RL_8.2080	XP_006281434.2
OG0010060	evm.model.RL_8.2041	XP_023633603.1
OG0010061	evm.model.RL_5.3100	XP_006304864.2
OG0010062	evm.model.RL_8.1969	XP_006281804.1
OG0010063	evm.model.RL_8.2396	XP_006281506.1
OG0010066	evm.model.RL_8.2407	XP_006280996.1
OG0010067	evm.model.RL_8.1653	XP_006281480.1
OG0010068	evm.model.RL_8.2475	XP_023636364.1
OG0010069	evm.model.RL_8.2497	XP_006281242.1
OG0010070	evm.model.RL_8.2508	XP_006280257.1
OG0010071	evm.model.RL_8.2519	XP_006282150.1
OG0010072	evm.model.RL_8.2578	XP_006280248.1
OG0010073	evm.model.RL_8.2594	XP_006279585.1
OG0010074	evm.model.RL_8.2596	XP_006280928.1
OG0010075	evm.model.RL_8.2656.2.687c8562	XP_006279648.1
OG0010076	evm.model.RL_8.2659	XP_006280337.2
OG0010077	evm.model.RL_8.2735	XP_006279808.1
OG0010078	evm.model.RL_8.2747	XP_006280131.1
OG0010079	evm.model.RL_8.2753	XP_023632897.1
OG0010080	evm.model.RL_8.2760	XP_006282078.1
OG0010081	evm.model.RL_8.2761	XP_006279753.1
OG0010082	evm.model.RL_8.2782	XP_006280049.1
OG0010083	evm.model.RL_7.1596	XP_006292230.1
OG0010084	evm.model.RL_8.2815	XP_006281424.1
OG0010085	evm.model.RL_7.1243	XP_006291443.1
OG0010086	evm.model.RL_7.2656	XP_006281821.1
OG0010087	evm.model.RL_8.18	XP_006288658.1
OG0010088	evm.model.RL_8.86	XP_006290091.1
OG0010089	evm.model.RL_8.76, evm.model.RL_4.78, evm.model.RL_8.30	XP_006287871.1
OG0010090	evm.model.RL_5.1657.1.687c9b52	XP_006305253.2
OG0010091	evm.model.RL_8.107	XP_006288206.2
OG0010092	evm.model.RL_8.221	XP_006286822.1
OG0010093	evm.model.RL_8.192	XP_006286501.1
OG0010094	evm.model.RL_8.237	XP_006289789.1
OG0010095	evm.model.RL_8.82, evm.model.RL_8.240	XP_006288220.1
OG0010096	evm.model.RL_8.254	XP_023636023.1
OG0010097	evm.model.RL_8.278.1.687c8556	XP_023636982.1
OG0010098	evm.model.RL_8.294, evm.model.RL_8.311	XP_006286918.1
OG0010099	evm.model.RL_8.345	XP_023636980.1
OG0010100	evm.model.RL_8.351	XP_006287352.1
OG0010101	evm.model.RL_8.355	XP_006289383.1
OG0010102	evm.model.RL_8.358	XP_006289467.1
OG0010103	evm.model.RL_8.361	XP_006288579.1
OG0010104	evm.model.RL_8.380	XP_006287141.1
OG0010105	evm.model.RL_4.511	XP_006281612.1
OG0010106	evm.model.RL_6.1424	XP_023640589.1
OG0010107	evm.model.RL_6.1417	XP_006293875.1
OG0010108	evm.model.RL_6.1329	XP_006293634.1
OG0010109	evm.model.RL_6.1348	XP_006293810.1
OG0010110	evm.model.RL_6.1290, evm.model.RL_3.2285	XP_006296168.2
OG0010111	evm.model.RL_6.1270	XP_023639990.1
OG0010112	evm.model.RL_6.1216	XP_006294262.2
OG0010113	evm.model.RL_6.1197	XP_006293809.1
OG0010114	evm.model.RL_6.1165	XP_006294232.1
OG0010115	evm.model.RL_6.1130	XP_006295686.1
OG0010117	evm.model.RL_6.1079	XP_006294115.1
OG0010118	evm.model.RL_6.999	XP_006294844.1
OG0010119	evm.model.RL_6.965	XP_006294914.1
OG0010120	evm.model.RL_6.945	XP_006295281.2
OG0010121	evm.model.RL_6.920	XP_023639937.1
OG0010122	evm.model.RL_6.918	XP_006293415.2
OG0010123	evm.model.RL_6.909	XP_006294207.1
OG0010124	evm.model.RL_6.880	XP_006293456.1
OG0010125	evm.model.RL_6.879	XP_023639993.1
OG0010126	evm.model.RL_6.878	XP_006294958.1
OG0010127	evm.model.RL_6.822	XP_006295919.1
OG0010128	evm.model.RL_6.739	XP_006294144.1
OG0010129	evm.model.RL_5.338	XP_006305064.1
OG0010130	evm.model.RL_6.727	XP_023640220.1
OG0010131	evm.model.RL_6.546	XP_006293907.1
OG0010132	evm.model.RL_2.2255	XP_006284633.1
OG0010133	evm.model.RL_1.26	XP_006297859.1
OG0010134	evm.model.RL_1.770	XP_006298282.1
OG0010135	evm.model.RL_4.3428	XP_006279334.1
OG0010136	evm.model.RL_6.2271	XP_006295474.1
OG0010137	evm.model.RL_6.2266	XP_006296485.1, XP_023639540.1
OG0010138	evm.model.RL_2.2154	XP_006283997.1
OG0010139	evm.model.RL_2.2160.2.687c86e5	XP_006283228.1
OG0010140	evm.model.RL_1.98	XP_006299588.1
OG0010141	evm.model.RL_1.201	XP_006297334.1
OG0010143	evm.model.RL_1.241	XP_006296727.1
OG0010144	evm.model.RL_1.282.3.687c87ea	XP_023641782.1
OG0010145	evm.model.RL_1.287	XP_023641608.1
OG0010146	evm.model.RL_1.295	XP_006297705.1
OG0010147	evm.model.RL_1.303	XP_006299021.1
OG0010148	evm.model.RL_1.351	XP_006300181.1
OG0010150	evm.model.RL_1.395	XP_006298669.1
OG0010151	evm.model.RL_1.504	XP_006300157.1
OG0010152	evm.model.RL_1.609	XP_006298270.1
OG0010153	evm.model.RL_1.608	XP_023641627.1
OG0010154	evm.model.RL_1.635	XP_006296956.1
OG0010155	evm.model.RL_1.641	XP_006297029.1
OG0010156	evm.model.RL_1.649	XP_023641633.1
OG0010157	evm.model.RL_1.729	XP_006299404.1
OG0010158	evm.model.RL_1.749	XP_023641859.1
OG0010159	evm.model.RL_8.2277	XP_006280517.1
OG0010160	evm.model.RL_1.783	XP_006297350.1
OG0010161	evm.model.RL_6.2109	XP_006294541.1
OG0010162	evm.model.RL_6.2096	XP_006294610.1
OG0010163	evm.model.RL_6.2092	XP_023639375.1
OG0010165	evm.model.RL_7.885, evm.model.RL_7.1919	XP_006290981.1
OG0010166	evm.model.RL_6.2017	XP_006285254.1, XP_006294945.1, XP_006294913.1
OG0010167	evm.model.RL_6.1987, evm.model.RL_6.1992	XP_006293560.1
OG0010168	evm.model.RL_6.1736	XP_006293661.2
OG0010169	evm.model.RL_6.1758	XP_006294346.1
OG0010170	evm.model.RL_6.1777	XP_006293554.1
OG0010171	evm.model.RL_6.1870	XP_006294588.1
OG0010172	evm.model.RL_6.1869	XP_006293970.1
OG0010173	evm.model.RL_6.1856	XP_006294277.1
OG0010174	evm.model.RL_6.1880	XP_023640871.1
OG0010175	evm.model.RL_6.1921	XP_023640774.1
OG0010176	evm.model.RL_6.1912	XP_006293932.1
OG0010178	evm.model.RL_5.515	XP_023645293.1
OG0010179	evm.model.RL_6.1977	XP_023639402.1
OG0010180	evm.model.RL_5.1396	XP_006304971.1
OG0010181	evm.model.RL_5.1401	XP_006305313.1
OG0010182	evm.model.RL_5.1522	XP_006306572.1
OG0010183	evm.model.RL_5.1592	XP_006306901.1
OG0010184	evm.model.RL_5.1604	XP_006304882.1
OG0010185	evm.model.RL_4.1640	XP_006288411.2
OG0010186	evm.model.RL_5.1638	XP_006305921.1
OG0010187	evm.model.RL_5.1703	XP_006306905.1
OG0010188	evm.model.RL_5.1710	XP_006305702.1
OG0010189	evm.model.RL_5.1758	XP_023645506.1
OG0010191	evm.model.RL_5.1786	XP_006306884.1
OG0010192	evm.model.RL_5.1823	XP_006305428.1
OG0010193	evm.model.RL_5.1827	XP_023645706.1
OG0010194	evm.model.RL_5.1828	XP_006305349.2
OG0010195	evm.model.RL_5.1833	XP_006304543.1
OG0010196	evm.model.RL_5.1838	XP_023632608.1
OG0010197	evm.model.RL_5.3687	XP_023632599.1
OG0010198	evm.model.RL_5.3666	XP_023645122.1
OG0010199	evm.model.RL_5.3665	XP_006306795.1
OG0010200	evm.model.RL_5.3660	XP_006305193.1
OG0010201	evm.model.RL_5.3636	XP_006303575.2
OG0010202	evm.model.RL_5.3587	XP_023645777.1
OG0010203	evm.model.RL_5.3584	XP_023643873.1, XP_023645193.1
OG0010204	evm.model.RL_3.2173	XP_006300758.1
OG0010205	evm.model.RL_5.3499	XP_006307074.1
OG0010206	evm.model.RL_5.3482.1.687c88c2	XP_006305279.1
OG0010207	evm.model.RL_5.3473	XP_006303297.1
OG0010209	evm.model.RL_5.3440	XP_023632821.1
OG0010210	evm.model.RL_3.1444	XP_006300838.1
OG0010211	evm.model.RL_5.3388	XP_006306743.1
OG0010212	evm.model.RL_5.3332	XP_023645815.1
OG0010213	evm.model.RL_5.3296	XP_006306753.1
OG0010215	evm.model.RL_5.3270, evm.model.RL_5.3295	XP_006304208.2
OG0010216	evm.model.RL_5.3253	XP_006307409.1
OG0010217	evm.model.RL_5.3241	XP_006307543.1
OG0010218	evm.model.RL_3.1201	XP_006302558.1
OG0010219	evm.model.RL_5.3209	XP_006305059.1
OG0010221	evm.model.RL_5.3190	XP_023633285.1
OG0010222	evm.model.RL_5.3152.1.687c88c0	XP_006305633.1
OG0010223	evm.model.RL_2.1980	XP_006286279.1
OG0010224	evm.model.RL_2.2019	XP_006282460.1
OG0010225	evm.model.RL_2.2021	XP_006282692.2
OG0010226	evm.model.RL_2.2033	XP_023635453.1
OG0010227	evm.model.RL_2.2034	XP_006285766.1
OG0010228	evm.model.RL_2.2087	XP_006284146.1
OG0010229	evm.model.RL_6.439	XP_006293557.1
OG0010230	evm.model.RL_6.352	XP_006294856.1
OG0010231	evm.model.RL_6.345	XP_006294695.2
OG0010232	evm.model.RL_6.310	XP_006294420.1
OG0010235	evm.model.RL_6.261	XP_006293851.1
OG0010236	evm.model.RL_6.259	XP_023639596.1
OG0010237	evm.model.RL_6.258	XP_006293563.1
OG0010238	evm.model.RL_6.256	XP_006295130.1
OG0010239	evm.model.RL_6.197	XP_006295757.1
OG0010240	evm.model.RL_6.1442, evm.model.RL_6.76	XP_023639717.1
OG0010241	evm.model.RL_6.25	XP_006294633.1
OG0010242	evm.model.RL_5.1364	XP_006303906.1
OG0010243	evm.model.RL_5.1357	XP_006303664.1
OG0010244	evm.model.RL_5.1324	XP_006305605.1
OG0010245	evm.model.RL_5.1287	XP_006305389.1
OG0010246	evm.model.RL_5.1268	XP_006306018.2
OG0010247	evm.model.RL_5.1237	XP_006306673.1
OG0010248	evm.model.RL_5.1186	XP_006306205.1
OG0010249	evm.model.RL_5.1187	XP_006307668.1
OG0010250	evm.model.RL_5.1172	XP_006307593.1
OG0010251	evm.model.RL_5.1098	XP_006307300.1
OG0010252	evm.model.RL_5.995	XP_006307627.1
OG0010253	evm.model.RL_5.978	XP_023645552.1
OG0010254	evm.model.RL_5.965	XP_006305343.1
OG0010255	evm.model.RL_5.956	XP_006306825.1
OG0010256	evm.model.RL_5.930	XP_006304323.1
OG0010257	evm.model.RL_5.911	XP_006303794.1
OG0010258	evm.model.RL_5.815	XP_006306617.1
OG0010259	evm.model.RL_5.806	XP_006305117.2
OG0010260	evm.model.RL_5.772	XP_006305684.1
OG0010261	evm.model.RL_5.760	XP_023644971.1
OG0010262	evm.model.RL_5.741	XP_006305493.1
OG0010264	evm.model.RL_5.532	XP_006305915.1
OG0010265	evm.model.RL_5.502.3.687c88ad	XP_006304842.2
OG0010266	evm.model.RL_6.2962	XP_006295530.2, XP_006300273.2
OG0010267	evm.model.RL_5.431	XP_006303598.1
OG0010268	evm.model.RL_5.407.1.687c88ac	XP_006304385.1
OG0010269	evm.model.RL_5.405	XP_023632544.1
OG0010270	evm.model.RL_5.379	XP_006304334.2
OG0010271	evm.model.RL_5.378.3.687c88ac	XP_006303896.2
OG0010272	evm.model.RL_5.336	XP_006304447.1
OG0010273	evm.model.RL_5.330	XP_006307005.1
OG0010275	evm.model.RL_5.289	XP_006303772.1
OG0010276	evm.model.RL_5.256	XP_006304640.1
OG0010277	evm.model.RL_5.252	XP_006304565.1
OG0010278	evm.model.RL_5.218	XP_023645835.1
OG0010279	evm.model.RL_5.234	XP_006304480.1
OG0010280	evm.model.RL_5.239	XP_006307283.1
OG0010281	evm.model.RL_5.192	XP_006303226.1
OG0010282	evm.model.RL_5.158	XP_006304497.1
OG0010283	evm.model.RL_5.121	XP_006303365.2
OG0010284	evm.model.RL_5.96	XP_006303227.1
OG0010285	evm.model.RL_5.101	XP_023632962.1
OG0010286	evm.model.RL_5.22	XP_006307598.1
OG0010287	evm.model.RL_4.2230	XP_006287010.1
OG0010288	evm.model.RL_4.2201	XP_023636005.1
OG0010289	evm.model.RL_4.2156	XP_006288442.1
OG0010290	evm.model.RL_4.2077	XP_006288895.1
OG0010291	evm.model.RL_4.2090	XP_006287005.1
OG0010292	evm.model.RL_4.1989	XP_006287232.1
OG0010293	evm.model.RL_4.1974	XP_023637405.1
OG0010294	evm.model.RL_4.1975	XP_006286588.1
OG0010295	evm.model.RL_4.1965	XP_006287043.1
OG0010296	evm.model.RL_4.1924	XP_006289224.1
OG0010297	evm.model.RL_4.1916	XP_006287994.2
OG0010298	evm.model.RL_4.1878	XP_006286395.1
OG0010299	evm.model.RL_1.315	XP_006297729.1
OG0010300	evm.model.RL_4.1818	XP_023636587.1
OG0010301	evm.model.RL_4.1754	XP_006289614.2
OG0010302	evm.model.RL_4.1726	XP_006288364.1
OG0010304	evm.model.RL_4.1001	XP_023635884.1
OG0010305	evm.model.RL_4.983	XP_006287322.1
OG0010308	evm.model.RL_4.968	XP_023636533.1
OG0010309	evm.model.RL_4.925	XP_006279825.1
OG0010310	evm.model.RL_4.923	XP_006280939.1
OG0010311	evm.model.RL_4.890	XP_006282305.1
OG0010312	evm.model.RL_4.917	XP_006280980.1
OG0010313	evm.model.RL_4.814, evm.model.RL_4.813	XP_023639346.1
OG0010314	evm.model.RL_1.680	XP_006298287.1
OG0010315	evm.model.RL_4.2260	XP_006289509.1
OG0010316	evm.model.RL_4.2848	XP_006286550.1
OG0010317	evm.model.RL_5.2408	XP_006285988.1
OG0010318	evm.model.RL_4.2899	XP_006287604.1
OG0010319	evm.model.RL_4.2904	XP_006289850.2
OG0010320	evm.model.RL_4.2914	XP_006288840.1
OG0010321	evm.model.RL_4.2967	XP_006290162.1
OG0010322	evm.model.RL_4.2976	XP_006287674.1
OG0010323	evm.model.RL_4.2986.1.687c86dc	XP_023636697.1
OG0010324	evm.model.RL_4.3000	XP_006287390.1
OG0010325	evm.model.RL_4.3007	XP_006288738.1
OG0010326	evm.model.RL_4.3010	XP_006289507.1
OG0010327	evm.model.RL_4.3018.2.687c86dc	XP_006287452.1
OG0010328	evm.model.RL_4.3020	XP_006289555.1
OG0010329	evm.model.RL_4.3038	XP_023636663.1
OG0010330	evm.model.RL_4.3037, evm.model.RL_8.1090	XP_006287668.1
OG0010331	evm.model.RL_4.1162	XP_006288766.1
OG0010332	evm.model.RL_4.1220	XP_006288624.1
OG0010333	evm.model.RL_4.1268	XP_006289014.1
OG0010334	evm.model.RL_4.1277	XP_006289195.1
OG0010335	evm.model.RL_4.1271	XP_006288115.1
OG0010336	evm.model.RL_4.1325	XP_023637297.1
OG0010337	evm.model.RL_4.1331	XP_006287257.1
OG0010338	evm.model.RL_4.1342.4.687c86d3	XP_006286847.1
OG0010339	evm.model.RL_4.1366	XP_006286666.1
OG0010340	evm.model.RL_4.1419	XP_006288494.1
OG0010341	evm.model.RL_8.2162	XP_023633535.1
OG0010342	evm.model.RL_8.2220	XP_006280989.1
OG0010343	evm.model.RL_8.2232	XP_006280030.1
OG0010344	evm.model.RL_8.2297	XP_006282202.1
OG0010345	evm.model.RL_8.2317.1.687c8560	XP_023638223.1
OG0010346	evm.model.RL_8.2320	XP_006282015.1
OG0010347	evm.model.RL_8.2341	XP_006280205.1
OG0010348	evm.model.RL_8.1901	XP_006279871.1
OG0010349	evm.model.RL_7.1244	XP_006292094.1
OG0010350	evm.model.RL_7.1287	XP_006290590.1
OG0010351	evm.model.RL_7.1303	XP_006291985.1
OG0010352	evm.model.RL_7.1305	XP_006292459.1
OG0010353	evm.model.RL_7.1347	XP_006292247.2
OG0010354	evm.model.RL_7.1430	XP_006290602.1
OG0010355	evm.model.RL_7.1475	XP_006292572.1
OG0010356	evm.model.RL_7.1481	XP_006293152.1
OG0010357	evm.model.RL_7.1520	XP_006290899.1
OG0010358	evm.model.RL_7.1527	XP_006291189.1
OG0010359	evm.model.RL_2.2870, evm.model.RL_7.1532	XP_023638656.1
OG0010360	evm.model.RL_7.1556	XP_006291469.2
OG0010361	evm.model.RL_7.1583	XP_006293069.1
OG0010362	evm.model.RL_7.1605	XP_023638007.1
OG0010363	evm.model.RL_7.1787	XP_023638466.1
OG0010364	evm.model.RL_7.1847	XP_006291596.1
OG0010365	evm.model.RL_7.1891	XP_006279377.1
OG0010366	evm.model.RL_7.1897	XP_006290745.1, XP_006279395.2
OG0010367	evm.model.RL_7.1990	XP_006290507.1
OG0010368	evm.model.RL_7.1983	XP_006293319.2, XP_023638557.1
OG0010369	evm.model.RL_7.2275	XP_006290516.1, XP_006290517.1
OG0010371	evm.model.RL_3.1132	XP_023644076.1
OG0010372	evm.model.RL_3.1204	XP_006302814.1
OG0010373	evm.model.RL_3.1172	XP_006302467.2
OG0010374	evm.model.RL_3.1243	XP_023643527.1
OG0010375	evm.model.RL_3.1249	XP_006300943.1
OG0010376	evm.model.RL_3.1267	XP_006301264.1
OG0010378	evm.model.RL_3.1286	XP_006300685.1
OG0010379	evm.model.RL_3.1300	XP_023644066.1
OG0010380	evm.model.RL_3.1305	XP_006300725.1
OG0010381	evm.model.RL_3.1320	XP_023644113.1
OG0010382	evm.model.RL_3.1417	XP_006302511.1
OG0010383	evm.model.RL_3.1507	XP_006302853.1
OG0010384	evm.model.RL_3.1528	XP_006300960.1
OG0010385	evm.model.RL_3.1569	XP_006301512.1
OG0010386	evm.model.RL_3.1612	XP_006301744.2
OG0010387	evm.model.RL_3.2228	XP_006302488.1
OG0010388	evm.model.RL_3.2200	XP_006302909.1
OG0010390	evm.model.RL_3.2164	XP_006300594.1
OG0010391	evm.model.RL_3.2144	XP_006302756.1
OG0010392	evm.model.RL_7.1235	XP_006292067.1
OG0010393	evm.model.RL_3.2119	XP_006302710.1
OG0010394	evm.model.RL_3.2112	XP_006302708.1
OG0010395	evm.model.RL_5.1841	XP_006307043.1
OG0010397	evm.model.RL_3.1829	XP_006301501.1
OG0010398	evm.model.RL_3.1827	XP_006302618.1
OG0010399	evm.model.RL_3.1795	XP_023643537.1
OG0010400	evm.model.RL_3.1790	XP_006300550.2
OG0010401	evm.model.RL_3.1771	XP_023643675.1
OG0010402	evm.model.RL_3.1762	XP_006300977.2
OG0010403	evm.model.RL_3.1747	XP_023643746.1
OG0010404	evm.model.RL_3.1707	XP_006302030.2
OG0010405	evm.model.RL_3.1698	XP_006302041.1
OG0010407	evm.model.RL_3.1697	XP_023643020.1
OG0010408	evm.model.RL_3.1628	XP_006302359.2
OG0010409	evm.model.RL_3.2314	XP_023643575.1
OG0010410	evm.model.RL_3.2341	XP_006301134.1
OG0010411	evm.model.RL_3.2371	XP_023642902.1
OG0010413	evm.model.RL_3.2409	XP_023642970.1
OG0010414	evm.model.RL_3.2428, evm.model.RL_3.1352	XP_006302247.1
OG0010415	evm.model.RL_3.2455	XP_006301505.1
OG0010416	evm.model.RL_3.2464	XP_023643437.1
OG0010417	evm.model.RL_8.1620	XP_006280511.1
OG0010418	evm.model.RL_1.1218	XP_023641448.1
OG0010419	evm.model.RL_1.1237	XP_006298924.1
OG0010420	evm.model.RL_1.1271	XP_006297574.1
OG0010421	evm.model.RL_1.1355	XP_006298666.2
OG0010422	evm.model.RL_1.1367	XP_023641080.1
OG0010424	evm.model.RL_1.1375	XP_023642533.1
OG0010425	evm.model.RL_1.1401	XP_023642082.1
OG0010426	evm.model.RL_4.1639	XP_006287773.1
OG0010427	evm.model.RL_1.1443	XP_006298258.1
OG0010428	evm.model.RL_1.1459	XP_006298919.1
OG0010429	evm.model.RL_1.1480	XP_006298253.1
OG0010430	evm.model.RL_1.1494	XP_006298689.1
OG0010431	evm.model.RL_1.1568	XP_006298758.1
OG0010432	evm.model.RL_2.1150	XP_006283871.1
OG0010433	evm.model.RL_1.1658	XP_023642311.1
OG0010434	evm.model.RL_1.1677	XP_006299880.1
OG0010435	evm.model.RL_1.1705	XP_006298040.1
OG0010436	evm.model.RL_1.1738	XP_006298494.1
OG0010437	evm.model.RL_1.1746	XP_023641415.1
OG0010438	evm.model.RL_1.1750	XP_006296939.2
OG0010439	evm.model.RL_1.1762	XP_006298927.1
OG0010440	evm.model.RL_1.1775	XP_023641199.1
OG0010441	evm.model.RL_1.1791	XP_006298218.1
OG0010442	evm.model.RL_1.1803	XP_006297775.1
OG0010443	evm.model.RL_1.1806	XP_006299629.1
OG0010444	evm.model.RL_1.1814	XP_006296809.1
OG0010445	evm.model.RL_5.2075	XP_006304157.1
OG0010446	evm.model.RL_1.1870	XP_006298083.2
OG0010447	evm.model.RL_1.1872	XP_006299213.1
OG0010448	evm.model.RL_1.1898, evm.model.RL_1.1894	XP_006296976.1
OG0010449	evm.model.RL_1.1899	XP_006297263.2
OG0010450	evm.model.RL_5.2004.3.687c88b8	XP_006307567.1
OG0010451	evm.model.RL_1.1933	XP_006297576.1
OG0010452	evm.model.RL_1.1935	XP_006298973.1
OG0010453	evm.model.RL_1.1936	XP_006297019.1
OG0010454	evm.model.RL_1.1942	XP_006296919.1
OG0010455	evm.model.RL_1.1943	XP_006297721.1
OG0010456	evm.model.RL_1.1963	XP_006296944.1
OG0010457	evm.model.RL_1.1974	XP_023641571.1
OG0010458	evm.model.RL_1.1978	XP_006300083.2
OG0010459	evm.model.RL_1.1989	XP_006297422.1
OG0010460	evm.model.RL_1.2028.2.687c87ee	XP_006297362.1
OG0010461	evm.model.RL_1.2068	XP_006296594.1
OG0010462	evm.model.RL_1.2100	XP_006298954.1
OG0010463	evm.model.RL_1.2108	XP_006297502.2
OG0010464	evm.model.RL_1.2112	XP_006299664.1
OG0010465	evm.model.RL_1.2118	XP_006299889.1
OG0010466	evm.model.RL_1.2174	XP_006297098.1
OG0010467	evm.model.RL_1.2329	XP_006298290.1
OG0010468	evm.model.RL_1.2188	XP_006298866.1
OG0010469	evm.model.RL_1.2190	XP_006297270.1
OG0010470	evm.model.RL_1.2196	XP_006300104.1
OG0010471	evm.model.RL_1.2210	XP_006299869.1
OG0010472	evm.model.RL_1.2220	XP_006298151.1
OG0010473	evm.model.RL_1.2250	XP_006298691.1
OG0010474	evm.model.RL_1.2293	XP_006299932.1
OG0010475	evm.model.RL_1.2298	XP_006299118.1
OG0010476	evm.model.RL_1.2330	XP_023642552.1
OG0010477	evm.model.RL_1.2431	XP_006299798.1
OG0010478	evm.model.RL_1.2580	XP_006279410.1
OG0010479	evm.model.RL_1.2706	XP_006298172.2
OG0010480	evm.model.RL_1.2763	XP_006297541.1
OG0010481	evm.model.RL_1.2788	XP_023642135.1
OG0010482	evm.model.RL_1.2791	XP_006298607.1
OG0010483	evm.model.RL_1.2820	XP_006297571.1
OG0010484	evm.model.RL_1.2866	XP_006297913.1
OG0010485	evm.model.RL_1.2868	XP_006296865.1
OG0010486	evm.model.RL_1.2880	XP_006297442.2, XP_006279156.2
OG0010487	evm.model.RL_1.2905	XP_006297300.1
OG0010488	evm.model.RL_1.3021	XP_006296733.2
OG0010490	evm.model.RL_1.3137	XP_006297787.1
OG0010491	evm.model.RL_1.3146_evm.model.RL_1.3147	XP_006298772.1
OG0010492	evm.model.RL_1.3154	XP_006298661.2
OG0010493	evm.model.RL_1.3169	XP_006297820.1
OG0010495	evm.model.RL_2.2415	XP_023634187.1
OG0010496	evm.model.RL_1.3192	XP_006299884.1
OG0010497	evm.model.RL_1.3210	XP_006297221.1
OG0010498	evm.model.RL_1.3240	XP_006298913.1
OG0010499	evm.model.RL_1.3241	XP_023642747.1
OG0010500	evm.model.RL_5.4012	XP_006303229.1
