Orthogroup	Cardamine_amara	Eutrema_salsugineum
OG0009714	evm.model.RL_7.2272	XP_006395446.1
OG0009715	evm.model.RL_7.2252	XP_024007352.1
OG0009716	evm.model.RL_7.2146	XP_024007461.1
OG0009717	evm.model.RL_5.2238	XP_006395325.1
OG0009718	evm.model.RL_7.2141	XP_024007011.1
OG0009719	evm.model.RL_7.2196	XP_006395290.1
OG0009720	evm.model.RL_7.2070	XP_024014351.1, XP_006395266.1
OG0009721	evm.model.RL_7.2069	XP_006395265.1
OG0009722	evm.model.RL_2.332	XP_006405686.1
OG0009723	evm.model.RL_2.626	XP_006391480.1
OG0009724	evm.model.RL_3.1090	XP_024010876.1
OG0009725	evm.model.RL_3.1023	XP_024008570.1
OG0009726	evm.model.RL_3.984	XP_006391345.1
OG0009727	evm.model.RL_3.973	XP_006391332.1
OG0009728	evm.model.RL_3.931	XP_006391548.1
OG0009729	evm.model.RL_3.924	XP_024006352.1, XP_024012020.1
OG0009730	evm.model.RL_3.921	XP_006391561.1
OG0009731	evm.model.RL_3.801	XP_024010595.1
OG0009732	evm.model.RL_3.852	XP_024011957.1
OG0009734	evm.model.RL_3.16	XP_024016278.1
OG0009735	evm.model.RL_3.18	XP_024015350.1
OG0009736	evm.model.RL_3.33	XP_006391615.1
OG0009738	evm.model.RL_3.79	XP_006391674.1
OG0009739	evm.model.RL_3.95	XP_006391694.1
OG0009740	evm.model.RL_3.117, evm.model.RL_3.123	XP_006391717.1
OG0009741	evm.model.RL_3.176	XP_006391778.1
OG0009742	evm.model.RL_3.192	XP_006391800.1
OG0009743	evm.model.RL_5.1114.1.687c88b2	XP_006417226.1
OG0009744	evm.model.RL_3.265	XP_006391908.1
OG0009745	evm.model.RL_6.49	XP_006391860.2
OG0009746	evm.model.RL_2.2104	XP_006413259.1
OG0009747	evm.model.RL_2.2118	XP_006413243.1
OG0009749	evm.model.RL_6.2247	XP_024003952.1
OG0009750	evm.model.RL_6.2215	XP_006411355.1
OG0009751	evm.model.RL_6.2213	XP_006411354.1
OG0009752	evm.model.RL_6.2211	XP_006411351.1
OG0009753	evm.model.RL_6.2209	XP_006411349.1
OG0009754	evm.model.RL_6.2205	XP_006411345.1
OG0009755	evm.model.RL_6.2204	XP_006411344.1
OG0009756	evm.model.RL_1.836	XP_006407693.1
OG0009757	evm.model.RL_1.875	XP_024015806.1
OG0009758	evm.model.RL_1.920, evm.model.RL_1.870.1.687c87eb	XP_006407606.1
OG0009759	evm.model.RL_1.967	XP_006407534.1
OG0009761	evm.model.RL_1.1021	XP_006407471.1
OG0009762	evm.model.RL_1.1038	XP_024015082.1
OG0009763	evm.model.RL_1.1098	XP_006407401.1
OG0009764	evm.model.RL_1.1133	XP_006407349.2
OG0009765	evm.model.RL_1.2909	XP_006402248.1
OG0009767	evm.model.RL_8.1120	XP_006402165.1
OG0009768	evm.model.RL_8.1122	XP_006402157.2
OG0009769	evm.model.RL_8.1134	XP_006402140.1
OG0009770	evm.model.RL_8.1140	XP_006402127.1
OG0009771	evm.model.RL_8.1198	XP_006402039.1
OG0009772	evm.model.RL_8.1222	XP_006402011.1
OG0009773	evm.model.RL_8.1223	XP_006402008.1
OG0009774	evm.model.RL_8.1241	XP_006401983.1
OG0009775	evm.model.RL_8.1247.2.687c855a	XP_024012298.1
OG0009776	evm.model.RL_4.2246	XP_006399879.1
OG0009777	evm.model.RL_8.1282	XP_006401907.1
OG0009778	evm.model.RL_8.1303	XP_006401868.1
OG0009779	evm.model.RL_8.1316	XP_024011159.1
OG0009780	evm.model.RL_8.1325	XP_006401841.1
OG0009781	evm.model.RL_8.1333	XP_006401833.1
OG0009782	evm.model.RL_8.1349	XP_006401816.1
OG0009783	evm.model.RL_8.1378	XP_006401768.2
OG0009784	evm.model.RL_8.1384	XP_006401764.1, XP_024009650.1
OG0009785	evm.model.RL_8.1386	XP_006401762.1
OG0009786	evm.model.RL_8.1429	XP_006401718.1
OG0009787	evm.model.RL_8.1420	XP_006401724.1
OG0009788	evm.model.RL_8.1415	XP_006401731.1
OG0009789	evm.model.RL_8.1432	XP_006401715.1
OG0009790	evm.model.RL_8.1450	XP_006401691.1
OG0009792	evm.model.RL_8.1477	XP_006401649.1
OG0009793	evm.model.RL_8.1472	XP_006401657.1
OG0009794	evm.model.RL_8.1464	XP_006401667.1
OG0009795	evm.model.RL_8.1522	XP_006401590.1
OG0009796	evm.model.RL_8.1547	XP_006401555.1
OG0009797	evm.model.RL_8.1564	XP_006391507.1
OG0009798	evm.model.RL_8.1597	XP_006401498.1
OG0009799	evm.model.RL_8.1606	XP_006401490.1
OG0009800	evm.model.RL_8.1644	XP_006401434.1
OG0009801	evm.model.RL_8.1654	XP_006401422.1
OG0009802	evm.model.RL_8.1663.1.687c97c1	XP_024011160.1
OG0009803	evm.model.RL_8.1706	XP_006401353.1
OG0009804	evm.model.RL_8.1720	XP_006401315.2
OG0009805	evm.model.RL_8.1731	XP_006401306.1
OG0009808	evm.model.RL_8.1775	XP_006401260.1
OG0009809	evm.model.RL_8.1830	XP_006401195.2
OG0009810	evm.model.RL_8.1846	XP_006401177.1
OG0009811	evm.model.RL_8.1850	XP_006401171.1
OG0009812	evm.model.RL_8.1853	XP_024012307.1
OG0009813	evm.model.RL_8.1877	XP_006401138.1
OG0009814	evm.model.RL_8.1885	XP_006401129.1
OG0009815	evm.model.RL_8.1887	XP_024011649.1
OG0009816	evm.model.RL_7.2	XP_006402738.1
OG0009817	evm.model.RL_5.2312	XP_006393696.1
OG0009818	evm.model.RL_4.2306	XP_006399808.1
OG0009819	evm.model.RL_4.2309	XP_006399804.1
OG0009820	evm.model.RL_4.2357	XP_024012339.1
OG0009821	evm.model.RL_4.2359	XP_006399741.1
OG0009822	evm.model.RL_4.2361	XP_024012243.1
OG0009823	evm.model.RL_4.2362	XP_006399739.1
OG0009824	evm.model.RL_4.2373	XP_006399730.1
OG0009826	evm.model.RL_4.2387	XP_006399718.1
OG0009827	evm.model.RL_4.2397	XP_006399708.1
OG0009828	evm.model.RL_4.2435	XP_006399663.1
OG0009829	evm.model.RL_4.2439	XP_006399657.1
OG0009830	evm.model.RL_4.2481	XP_006399603.1
OG0009831	evm.model.RL_4.2489	XP_006399590.1
OG0009832	evm.model.RL_4.2498	XP_024012497.1
OG0009833	evm.model.RL_4.2504	XP_006399578.1
OG0009834	evm.model.RL_4.2539	XP_006399535.1
OG0009835	evm.model.RL_4.2559	XP_006399511.1
OG0009836	evm.model.RL_4.2637	XP_006399427.1
OG0009837	evm.model.RL_8.2517	XP_006394163.1
OG0009838	evm.model.RL_4.2656	XP_006399405.1
OG0009840	evm.model.RL_4.2706	XP_006399332.1
OG0009841	evm.model.RL_4.2747	XP_006399291.1
OG0009842	evm.model.RL_4.2756	XP_006399281.1
OG0009843	evm.model.RL_4.2781	XP_006399249.1
OG0009844	evm.model.RL_4.2799	XP_006399230.1
OG0009845	evm.model.RL_7.1619	XP_006404355.1
OG0009846	evm.model.RL_2.1300	XP_006414221.1
OG0009847	evm.model.RL_2.1332	XP_006414186.1
OG0009848	evm.model.RL_2.1389	XP_024005551.1
OG0009849	evm.model.RL_2.1391	XP_006414115.1
OG0009850	evm.model.RL_2.1402	XP_006414101.1
OG0009851	evm.model.RL_2.1430	XP_006414068.1
OG0009852	evm.model.RL_2.1451.3.687c86e3	XP_006414036.1
OG0009853	evm.model.RL_2.1479	XP_006413998.1
OG0009854	evm.model.RL_2.1494	XP_024004698.1
OG0009855	evm.model.RL_2.1539	XP_006413925.1
OG0009856	evm.model.RL_2.1615	XP_024005686.1
OG0009857	evm.model.RL_2.1626	XP_006413807.1
OG0009858	evm.model.RL_2.1684	XP_006413737.1
OG0009859	evm.model.RL_2.1699	XP_006413711.1
OG0009860	evm.model.RL_2.1813	XP_006413585.1
OG0009861	evm.model.RL_2.1815	XP_006413582.1
OG0009862	evm.model.RL_2.1856	XP_006413558.1
OG0009863	evm.model.RL_2.1863	XP_006413550.1
OG0009864	evm.model.RL_2.1866	XP_024004508.1
OG0009865	evm.model.RL_2.1924.1.687c86e4	XP_006413474.2
OG0009866	evm.model.RL_5.2684	XP_006415151.1
OG0009867	evm.model.RL_5.2597	XP_006415056.1
OG0009868	evm.model.RL_5.2557	XP_006415033.1
OG0009869	evm.model.RL_5.2546	XP_006396072.1
OG0009870	evm.model.RL_5.2545	XP_006396071.1
OG0009871	evm.model.RL_5.2540	XP_024009120.1
OG0009872	evm.model.RL_5.2458	XP_006397465.1
OG0009873	evm.model.RL_5.2368	XP_006393774.1
OG0009875	evm.model.RL_5.2404	XP_006409815.2
OG0009876	evm.model.RL_5.2270	XP_006393611.1
OG0009877	evm.model.RL_5.3080	XP_006415690.1
OG0009878	evm.model.RL_5.3044	XP_024008416.1
OG0009879	evm.model.RL_5.2995	XP_006415589.1
OG0009880	evm.model.RL_5.2964	XP_006396086.1, XP_006415557.1
OG0009881	evm.model.RL_5.2962	XP_006415554.1
OG0009882	evm.model.RL_5.2916	XP_006415540.1
OG0009883	evm.model.RL_5.2930	XP_006415524.1
OG0009884	evm.model.RL_5.2931	XP_006415522.1
OG0009885	evm.model.RL_5.2907	XP_006415496.1
OG0009886	evm.model.RL_5.2903	XP_006415488.1
OG0009887	evm.model.RL_5.2901.1.687c88be	XP_006415485.1
OG0009888	evm.model.RL_5.2887	XP_006415467.1
OG0009889	evm.model.RL_5.2859	XP_006415428.1
OG0009890	evm.model.RL_5.2845	XP_024008733.1
OG0009891	evm.model.RL_2.3065	XP_006412106.1
OG0009892	evm.model.RL_2.3069	XP_006412099.1
OG0009893	evm.model.RL_2.3146	XP_006412021.1
OG0009894	evm.model.RL_2.3159.1.687c86e8	XP_006412009.1
OG0009895	evm.model.RL_2.3183	XP_006411973.1
OG0009896	evm.model.RL_2.3185	XP_006411971.1
OG0009897	evm.model.RL_2.3193	XP_006411962.1
OG0009898	evm.model.RL_2.3202	XP_006411954.1
OG0009899	evm.model.RL_2.3220	XP_006411940.1
OG0009901	evm.model.RL_6.227	XP_006404814.2
OG0009902	evm.model.RL_2.3249	XP_006411904.1
OG0009903	evm.model.RL_6.217	XP_006404784.1
OG0009904	evm.model.RL_2.3265	XP_006411880.1
OG0009905	evm.model.RL_2.3273	XP_006411871.1
OG0009906	evm.model.RL_2.3288	XP_006411853.1
OG0009907	evm.model.RL_2.3296	XP_006411846.1
OG0009908	evm.model.RL_2.3304	XP_006411838.1, XP_006401204.1
OG0009909	evm.model.RL_2.3313	XP_006411825.1
OG0009910	evm.model.RL_2.3318	XP_006411820.1
OG0009911	evm.model.RL_2.3339	XP_006411801.1
OG0009912	evm.model.RL_2.3367	XP_006411770.1
OG0009913	evm.model.RL_2.3373	XP_006411762.1
OG0009914	evm.model.RL_2.3394	XP_006411742.1
OG0009915	evm.model.RL_2.3427	XP_006411702.1
OG0009916	evm.model.RL_2.3438	XP_006411690.1
OG0009918	evm.model.RL_2.588	XP_006395927.1
OG0009919	evm.model.RL_2.658.2.687c86e1	XP_024013082.1
OG0009920	evm.model.RL_2.372	XP_006405764.1
OG0009921	evm.model.RL_2.292	XP_006405632.1
OG0009922	evm.model.RL_2.279	XP_006405626.1
OG0009923	evm.model.RL_2.261	XP_006405604.1
OG0009924	evm.model.RL_6.1590	XP_006410660.1
OG0009925	evm.model.RL_6.1650	XP_006410727.1
OG0009926	evm.model.RL_3.334	XP_006391990.1
OG0009927	evm.model.RL_7.235	XP_006402489.1
OG0009928	evm.model.RL_6.1638	XP_006410711.1
OG0009929	evm.model.RL_6.1636	XP_024016800.1
OG0009930	evm.model.RL_6.1626	XP_024003733.1
OG0009931	evm.model.RL_6.1620	XP_006410693.1
OG0009932	evm.model.RL_6.1614	XP_006410688.1
OG0009933	evm.model.RL_8.805	XP_006397139.1
OG0009934	evm.model.RL_8.810	XP_024009820.1
OG0009935	evm.model.RL_8.831	XP_006397186.1
OG0009936	evm.model.RL_8.1355	XP_024014176.1
OG0009937	evm.model.RL_6.1500	XP_024004134.1
OG0009938	evm.model.RL_6.1457, evm.model.RL_6.1456	XP_006410513.1
OG0009940	evm.model.RL_6.1445	XP_006410501.1
OG0009941	evm.model.RL_4.642.2.687c86cf, evm.model.RL_2.368	XP_006403358.1
OG0009942	evm.model.RL_4.655	XP_006403367.1
OG0009943	evm.model.RL_4.703	XP_006405271.1
OG0009944	evm.model.RL_8.783	XP_006397110.1
OG0009945	evm.model.RL_8.770	XP_024010201.1
OG0009946	evm.model.RL_8.765, evm.model.RL_8.764	XP_006397093.1
OG0009947	evm.model.RL_8.720	XP_006397031.2
OG0009948	evm.model.RL_8.715	XP_006397026.1
OG0009949	evm.model.RL_8.600	XP_006396851.1
OG0009950	evm.model.RL_8.592	XP_024010085.1
OG0009951	evm.model.RL_8.529	XP_024010113.1
OG0009952	evm.model.RL_8.495	XP_006396709.1
OG0009953	evm.model.RL_8.482	XP_024009830.1
OG0009954	evm.model.RL_8.467	XP_006396678.1
OG0009955	evm.model.RL_8.465	XP_006396676.1
OG0009957	evm.model.RL_8.424	XP_006396635.1
OG0009958	evm.model.RL_4.416	XP_006398057.1
OG0009959	evm.model.RL_4.331, evm.model.RL_4.328, evm.model.RL_3.305, evm.model.RL_3.306	XP_006398170.1
OG0009960	evm.model.RL_4.311	XP_006398191.1
OG0009961	evm.model.RL_4.296	XP_006398211.1
OG0009962	evm.model.RL_4.295	XP_006398212.1
OG0009963	evm.model.RL_4.215	XP_006398290.1
OG0009965	evm.model.RL_4.171	XP_024011001.1
OG0009967	evm.model.RL_4.98	XP_006398395.1
OG0009968	evm.model.RL_6.2948	XP_006397994.1
OG0009969	evm.model.RL_4.24	XP_006398462.1
OG0009970	evm.model.RL_4.18	XP_006398465.1
OG0009971	evm.model.RL_4.45.1.687c86cc	XP_006398444.1
OG0009972	evm.model.RL_2.757	XP_024005034.1
OG0009973	evm.model.RL_2.957, evm.model.RL_1.2228, evm.model.RL_1.2227	XP_006406051.1
OG0009974	evm.model.RL_2.3224	XP_006411933.1
OG0009975	evm.model.RL_2.832	XP_006414933.1
OG0009976	evm.model.RL_7.959	XP_006403603.1, XP_024015846.1
OG0009977	evm.model.RL_2.857	XP_024005878.1
OG0009978	evm.model.RL_2.874	XP_006414863.2
OG0009979	evm.model.RL_2.930.1.687c86e1	XP_006414767.1
OG0009980	evm.model.RL_2.978	XP_024005091.1, XP_006410619.1
OG0009981	evm.model.RL_2.1008	XP_006414642.1
OG0009982	evm.model.RL_1.2070	XP_006406264.1
OG0009983	evm.model.RL_2.236	XP_024014575.1
OG0009984	evm.model.RL_2.234	XP_024014606.1
OG0009985	evm.model.RL_2.235, evm.model.RL_2.233	XP_006405577.1
OG0009986	evm.model.RL_2.208	XP_006405537.1
OG0009988	evm.model.RL_6.2005	XP_024004197.1
OG0009989	evm.model.RL_2.135	XP_006405360.1
OG0009991	evm.model.RL_2.187	XP_024014678.1
OG0009992	evm.model.RL_8.806	XP_024009789.1
OG0009993	evm.model.RL_6.2953	XP_006397995.1
OG0009994	evm.model.RL_6.2914, evm.model.RL_6.2966	XP_006397958.1
OG0009995	evm.model.RL_6.2889	XP_006397929.2
OG0009996	evm.model.RL_6.2886	XP_006397925.1
OG0009998	evm.model.RL_6.2816	XP_006397864.1
OG0009999	evm.model.RL_6.2809	XP_006397857.1
OG0010000	evm.model.RL_6.2769	XP_006397811.1
OG0010001	evm.model.RL_6.2765	XP_024010821.1
OG0010002	evm.model.RL_6.2724	XP_006397776.1
OG0010003	evm.model.RL_6.2685	XP_006397732.1
OG0010004	evm.model.RL_6.2667	XP_006397717.1
OG0010005	evm.model.RL_6.2659, evm.model.RL_1.495	XP_006397705.1
OG0010006	evm.model.RL_6.2658	XP_006397703.1
OG0010007	evm.model.RL_2.1298, evm.model.RL_6.2627	XP_006397673.2
OG0010008	evm.model.RL_6.2625	XP_006397669.1
OG0010009	evm.model.RL_1.3286	XP_006409024.1
OG0010010	evm.model.RL_6.2521	XP_006397570.1
OG0010011	evm.model.RL_6.2500	XP_024010783.1
OG0010012	evm.model.RL_6.2499	XP_006397550.1
OG0010013	evm.model.RL_6.2494	XP_006397541.1
OG0010014	evm.model.RL_6.2476	XP_006397525.1, XP_006397526.1
OG0010015	evm.model.RL_6.2438	XP_006411587.1
OG0010016	evm.model.RL_6.2434	XP_006411583.1
OG0010017	evm.model.RL_6.2432	XP_006411581.1
OG0010018	evm.model.RL_6.2429	XP_006411579.1
OG0010019	evm.model.RL_6.2330	XP_006411472.1
OG0010020	evm.model.RL_6.2335	XP_024003748.1
OG0010021	evm.model.RL_7.596	XP_024012805.1
OG0010023	evm.model.RL_6.2300	XP_006411439.1
OG0010024	evm.model.RL_6.2283	XP_006411420.1
OG0010025	evm.model.RL_6.2278	XP_006411414.1
OG0010026	evm.model.RL_4.3322	XP_006398676.1
OG0010027	evm.model.RL_4.3321	XP_006398679.1
OG0010028	evm.model.RL_4.3300	XP_006398701.1
OG0010029	evm.model.RL_4.3280	XP_006398715.1
OG0010030	evm.model.RL_4.3270	XP_006398724.1
OG0010031	evm.model.RL_4.3251.3.687c86dd	XP_006398746.1
OG0010032	evm.model.RL_4.3211.1.687c86dd	XP_006398771.1
OG0010033	evm.model.RL_4.3205	XP_006398776.1
OG0010035	evm.model.RL_4.3221, evm.model.RL_4.3192	XP_006398790.1
OG0010036	evm.model.RL_4.3180	XP_006398804.1
OG0010038	evm.model.RL_4.3140	XP_006398847.1
OG0010039	evm.model.RL_4.3134	XP_006398854.1
OG0010040	evm.model.RL_4.1715	XP_006400493.1
OG0010041	evm.model.RL_4.1688	XP_006400520.1
OG0010042	evm.model.RL_4.1694	XP_006400516.2
OG0010043	evm.model.RL_4.1636	XP_006400577.1
OG0010044	evm.model.RL_4.1635	XP_006400578.1
OG0010045	evm.model.RL_4.1621	XP_006400592.2
OG0010046	evm.model.RL_4.1625	XP_024012184.1
OG0010047	evm.model.RL_4.1602	XP_006400612.1
OG0010048	evm.model.RL_4.1601	XP_006400614.1
OG0010049	evm.model.RL_4.2040	XP_006400129.1
OG0010050	evm.model.RL_4.1583	XP_006400639.1
OG0010051	evm.model.RL_4.1570	XP_006400652.1
OG0010052	evm.model.RL_4.1551	XP_006400677.1
OG0010053	evm.model.RL_4.1547, evm.model.RL_4.1546	XP_006400680.1
OG0010054	evm.model.RL_4.3374, evm.model.RL_1.579, evm.model.RL_2.85	XP_006405412.1
OG0010055	evm.model.RL_4.1459, evm.model.RL_4.1488	XP_006400764.1
OG0010056	evm.model.RL_8.2144	XP_006400815.1
OG0010057	evm.model.RL_8.2126	XP_006400832.1
OG0010058	evm.model.RL_8.2115	XP_006400846.1
OG0010059	evm.model.RL_8.2080	XP_006400886.1
OG0010060	evm.model.RL_8.2041	XP_024011839.1
OG0010061	evm.model.RL_5.3100	XP_024008692.1
OG0010062	evm.model.RL_8.1969	XP_006401028.1
OG0010063	evm.model.RL_8.2396	XP_006394300.1
OG0010066	evm.model.RL_8.2407	XP_006394282.1
OG0010067	evm.model.RL_8.1653	XP_006401423.1
OG0010068	evm.model.RL_8.2475	XP_024006762.1
OG0010069	evm.model.RL_8.2497	XP_006394188.1
OG0010070	evm.model.RL_8.2508	XP_006394170.1
OG0010071	evm.model.RL_8.2519	XP_006394159.1
OG0010072	evm.model.RL_8.2578	XP_006394095.1
OG0010073	evm.model.RL_8.2594	XP_006394077.1
OG0010074	evm.model.RL_8.2596	XP_006394075.2
OG0010075	evm.model.RL_8.2656.2.687c8562	XP_006394001.1
OG0010076	evm.model.RL_8.2659	XP_006393997.1
OG0010077	evm.model.RL_8.2735	XP_006393917.1
OG0010078	evm.model.RL_8.2747	XP_006393901.1
OG0010079	evm.model.RL_8.2753	XP_006393897.2
OG0010080	evm.model.RL_8.2760	XP_006393894.1
OG0010081	evm.model.RL_8.2761	XP_006393893.1
OG0010082	evm.model.RL_8.2782	XP_006393870.1
OG0010083	evm.model.RL_7.1596	XP_006393838.2
OG0010084	evm.model.RL_8.2815	XP_006393821.1
OG0010085	evm.model.RL_7.1243	XP_006403920.1
OG0010086	evm.model.RL_7.2656	XP_006393786.1
OG0010087	evm.model.RL_8.18	XP_006396206.1
OG0010088	evm.model.RL_8.86	XP_006396263.1
OG0010089	evm.model.RL_8.76, evm.model.RL_4.78, evm.model.RL_8.30	XP_006396259.1
OG0010090	evm.model.RL_5.1657.1.687c9b52	XP_006416617.1
OG0010091	evm.model.RL_8.107	XP_006396285.1
OG0010092	evm.model.RL_8.221	XP_006396348.1
OG0010093	evm.model.RL_8.192	XP_006396378.1, XP_006396383.1
OG0010094	evm.model.RL_8.237	XP_006396422.1
OG0010095	evm.model.RL_8.82, evm.model.RL_8.240	XP_006396414.1
OG0010096	evm.model.RL_8.254	XP_006396442.2
OG0010097	evm.model.RL_8.278.1.687c8556	XP_006396467.1
OG0010098	evm.model.RL_8.294, evm.model.RL_8.311	XP_024009867.1
OG0010099	evm.model.RL_8.345	XP_006396540.1
OG0010100	evm.model.RL_8.351	XP_006396547.1
OG0010101	evm.model.RL_8.355	XP_006396552.1
OG0010102	evm.model.RL_8.358	XP_006396554.1
OG0010103	evm.model.RL_8.361	XP_006396557.1
OG0010104	evm.model.RL_8.380	XP_024009864.1
OG0010105	evm.model.RL_4.511	XP_006403210.1
OG0010106	evm.model.RL_6.1424	XP_024003828.1
OG0010107	evm.model.RL_6.1417	XP_006410470.1
OG0010108	evm.model.RL_6.1329	XP_024003846.1
OG0010109	evm.model.RL_6.1348	XP_006410390.1
OG0010110	evm.model.RL_6.1290, evm.model.RL_3.2285	XP_006410330.2
OG0010111	evm.model.RL_6.1270	XP_006410307.1
OG0010112	evm.model.RL_6.1216	XP_006410252.1
OG0010113	evm.model.RL_6.1197	XP_024003825.1
OG0010114	evm.model.RL_6.1165	XP_006410173.1
OG0010115	evm.model.RL_6.1130	XP_006410104.1, XP_006410117.1
OG0010118	evm.model.RL_6.999	XP_006409928.1
OG0010119	evm.model.RL_6.965	XP_006409890.1
OG0010120	evm.model.RL_6.945	XP_006409868.1
OG0010121	evm.model.RL_6.920	XP_024004277.1
OG0010122	evm.model.RL_6.918	XP_024003950.1, XP_024003935.1
OG0010123	evm.model.RL_6.909	XP_006409832.1
OG0010124	evm.model.RL_6.880	XP_006409791.1
OG0010125	evm.model.RL_6.879	XP_024016846.1
OG0010126	evm.model.RL_6.878	XP_006409787.1
OG0010127	evm.model.RL_6.822	XP_024016047.1
OG0010128	evm.model.RL_6.739	XP_024010558.1
OG0010129	evm.model.RL_5.338	XP_006401579.1
OG0010130	evm.model.RL_6.727	XP_006408724.1
OG0010131	evm.model.RL_6.546	XP_006408785.1
OG0010132	evm.model.RL_2.2255	XP_006413075.1
OG0010133	evm.model.RL_1.26	XP_006408556.2
OG0010134	evm.model.RL_1.770	XP_006407758.1
OG0010135	evm.model.RL_4.3428	XP_024012297.1
OG0010136	evm.model.RL_6.2271	XP_006411405.1
OG0010137	evm.model.RL_6.2266	XP_006411401.1
OG0010138	evm.model.RL_2.2154	XP_006413189.1
OG0010139	evm.model.RL_2.2160.2.687c86e5	XP_006413181.1
OG0010140	evm.model.RL_1.98	XP_006408479.1
OG0010141	evm.model.RL_1.201	XP_006408381.1
OG0010143	evm.model.RL_1.241	XP_006408328.1
OG0010144	evm.model.RL_1.282.3.687c87ea	XP_006408286.1
OG0010145	evm.model.RL_1.287	XP_006408280.1
OG0010146	evm.model.RL_1.295	XP_006408271.1
OG0010147	evm.model.RL_1.303	XP_024015573.1
OG0010148	evm.model.RL_1.351	XP_006408153.1, XP_024014975.1, XP_006408196.1
OG0010149	evm.model.RL_1.362	XP_024015132.1
OG0010150	evm.model.RL_1.395	XP_006408149.1
OG0010151	evm.model.RL_1.504	XP_006408036.1
OG0010152	evm.model.RL_1.609	XP_006407917.1
OG0010153	evm.model.RL_1.608	XP_006407916.2
OG0010154	evm.model.RL_1.635	XP_006407890.1
OG0010155	evm.model.RL_1.641	XP_006399825.1, XP_006407883.1
OG0010156	evm.model.RL_1.649	XP_006407872.1
OG0010157	evm.model.RL_1.729	XP_006407799.1
OG0010158	evm.model.RL_1.749	XP_024015375.1
OG0010159	evm.model.RL_8.2277	XP_006394440.1
OG0010160	evm.model.RL_1.783	XP_006407745.1
OG0010161	evm.model.RL_6.2109	XP_006411241.1
OG0010162	evm.model.RL_6.2096	XP_006411223.1
OG0010163	evm.model.RL_6.2092	XP_006411218.1
OG0010164	evm.model.RL_6.2060	XP_006411176.1
OG0010165	evm.model.RL_7.885, evm.model.RL_7.1919	XP_006403514.1
OG0010166	evm.model.RL_6.2017	XP_006411125.1
OG0010167	evm.model.RL_6.1987, evm.model.RL_6.1992	XP_006411102.1
OG0010168	evm.model.RL_6.1736	XP_006410816.1
OG0010169	evm.model.RL_6.1758	XP_006410838.2
OG0010170	evm.model.RL_6.1777	XP_006410857.1
OG0010171	evm.model.RL_6.1870	XP_006410893.1
OG0010172	evm.model.RL_6.1869	XP_006410894.1
OG0010173	evm.model.RL_6.1856	XP_024003890.1
OG0010174	evm.model.RL_6.1880	XP_006410970.1
OG0010175	evm.model.RL_6.1921	XP_024003875.1
OG0010176	evm.model.RL_6.1912	XP_006411009.1
OG0010178	evm.model.RL_5.515	XP_006417899.1
OG0010179	evm.model.RL_6.1977	XP_006411091.1
OG0010180	evm.model.RL_5.1396	XP_006416908.1
OG0010181	evm.model.RL_5.1401	XP_006416902.1
OG0010182	evm.model.RL_5.1522	XP_024007882.1
OG0010183	evm.model.RL_5.1592	XP_006416691.1
OG0010184	evm.model.RL_5.1604	XP_024016191.1, XP_006416676.1
OG0010185	evm.model.RL_4.1640	XP_006400572.1
OG0010186	evm.model.RL_5.1638	XP_006416640.1
OG0010187	evm.model.RL_5.1703	XP_006416580.1
OG0010188	evm.model.RL_5.1710	XP_006416571.1
OG0010189	evm.model.RL_5.1758	XP_024008920.1
OG0010191	evm.model.RL_5.1786	XP_006416496.1
OG0010192	evm.model.RL_5.1823	XP_006416448.1
OG0010193	evm.model.RL_5.1827	XP_006416445.1
OG0010194	evm.model.RL_5.1828	XP_006416444.1
OG0010195	evm.model.RL_5.1833	XP_006416443.1
OG0010196	evm.model.RL_5.1838	XP_024008893.1
OG0010197	evm.model.RL_5.3687	XP_024009148.1
OG0010198	evm.model.RL_5.3666	XP_024008601.1
OG0010199	evm.model.RL_5.3665	XP_024007857.1
OG0010200	evm.model.RL_5.3660	XP_006416356.1
OG0010201	evm.model.RL_5.3636	XP_024008128.1
OG0010202	evm.model.RL_5.3587	XP_006416276.1
OG0010203	evm.model.RL_5.3584	XP_006416274.1
OG0010204	evm.model.RL_3.2173	XP_006390063.1
OG0010205	evm.model.RL_5.3499	XP_006416175.1
OG0010206	evm.model.RL_5.3482.1.687c88c2	XP_006416150.1
OG0010207	evm.model.RL_5.3473	XP_024008460.1
OG0010209	evm.model.RL_5.3440	XP_024007851.1
OG0010210	evm.model.RL_3.1444	XP_006390875.1
OG0010211	evm.model.RL_5.3388	XP_006416045.1
OG0010212	evm.model.RL_5.3332	XP_006415980.1
OG0010213	evm.model.RL_5.3296	XP_006415939.1
OG0010215	evm.model.RL_5.3270, evm.model.RL_5.3295	XP_006415913.1
OG0010216	evm.model.RL_5.3253	XP_006415895.1
OG0010217	evm.model.RL_5.3241	XP_006415882.1
OG0010218	evm.model.RL_3.1201	XP_006391172.2
OG0010219	evm.model.RL_5.3209	XP_024008661.1
OG0010221	evm.model.RL_5.3190	XP_006415816.1
OG0010222	evm.model.RL_5.3152.1.687c88c0	XP_006415768.1
OG0010223	evm.model.RL_2.1980	XP_006413402.1
OG0010224	evm.model.RL_2.2019	XP_006413345.1
OG0010225	evm.model.RL_2.2021	XP_006413341.1
OG0010226	evm.model.RL_2.2033	XP_024004503.1
OG0010227	evm.model.RL_2.2034	XP_006413330.1
