Orthogroup	Cardamine_amara	Odontarrhena_muralis
OG0006643	evm.model.RL_2.185	Om007G318450
OG0006644	evm.model.RL_3.90	Om005G227190
OG0006645	evm.model.RL_3.168	Om005G225980
OG0006646	evm.model.RL_3.184	Om005G225620
OG0006647	evm.model.RL_6.2189	Om008G329330
OG0006648	evm.model.RL_1.814	Om002G051570
OG0006649	evm.model.RL_1.820	Om002G051620
OG0006650	evm.model.RL_2.3071	Om001G034740
OG0006651	evm.model.RL_1.837	Om002G051800
OG0006652	evm.model.RL_4.3228, evm.model.RL_4.3183	Om004G174710
OG0006653	evm.model.RL_1.913	Om002G052870
OG0006654	evm.model.RL_1.964	Om002G053610
OG0006655	evm.model.RL_1.987	Om002G053880
OG0006656	evm.model.RL_1.1003.2.687c87ec	Om002G054200
OG0006657	evm.model.RL_1.1014	Om002G054310
OG0006658	evm.model.RL_1.1013	Om002G054300
OG0006659	evm.model.RL_1.1050	Om002G054870
OG0006660	evm.model.RL_1.1071	Om002G055200
OG0006661	evm.model.RL_1.1083	Om002G055290
OG0006662	evm.model.RL_1.1093	Om002G055430
OG0006663	evm.model.RL_1.1117	Om002G055680
OG0006664	evm.model.RL_1.1123	Om002G055780
OG0006665	evm.model.RL_1.1147	Om002G056180
OG0006666	evm.model.RL_8.1067	Om003G109350
OG0006667	evm.model.RL_4.1643	Om006G241740
OG0006668	evm.model.RL_2.2012	Om007G285870
OG0006669	evm.model.RL_8.1213	Om003G112030
OG0006670	evm.model.RL_8.1235	Om003G112450
OG0006671	evm.model.RL_8.1340	Om003G113640
OG0006672	evm.model.RL_8.1353	Om003G113730
OG0006674	evm.model.RL_8.1406	Om003G114380
OG0006675	evm.model.RL_8.1434	Om003G114850
OG0006676	evm.model.RL_8.1509	Om003G115850
OG0006677	evm.model.RL_8.1473	Om003G115440
OG0006678	evm.model.RL_8.1533	Om002G043340
OG0006680	evm.model.RL_8.1543	Om003G116180
OG0006681	evm.model.RL_8.1552	Om003G116340
OG0006682	evm.model.RL_8.1592	Om003G116780
OG0006684	evm.model.RL_8.1657	Om003G117780
OG0006685	evm.model.RL_8.1704	Om003G118550
OG0006686	evm.model.RL_8.1727	Om003G119160
OG0006687	evm.model.RL_8.1792	Om006G249660
OG0006688	evm.model.RL_8.1803.1.687c855d	Om006G249540
OG0006689	evm.model.RL_8.1826	Om006G249250
OG0006691	evm.model.RL_4.745	Om007G313250
OG0006692	evm.model.RL_4.2324	Om004G161990
OG0006693	evm.model.RL_4.2328	Om004G162060
OG0006694	evm.model.RL_4.2338	Om004G162190
OG0006695	evm.model.RL_4.2344	Om004G162270
OG0006696	evm.model.RL_4.2523	Om004G165180
OG0006697	evm.model.RL_4.2531	Om004G165370
OG0006698	evm.model.RL_4.2561	Om004G165860
OG0006699	evm.model.RL_4.2569	Om004G165960
OG0006700	evm.model.RL_4.2598	Om004G166310
OG0006701	evm.model.RL_8.2492.3.687c8561	Om006G233320
OG0006702	evm.model.RL_4.2659	Om004G167010
OG0006703	evm.model.RL_4.2689	Om004G167350
OG0006704	evm.model.RL_4.2708	Om004G167640
OG0006705	evm.model.RL_4.2720	Om004G167760
OG0006706	evm.model.RL_4.2745	Om004G168000
OG0006707	evm.model.RL_4.2782	Om004G168480
OG0006708	evm.model.RL_2.1276	Om001G000070
OG0006709	evm.model.RL_2.1283	Om001G000120
OG0006710	evm.model.RL_2.1314	Om001G000600
OG0006711	evm.model.RL_2.1318	Om001G000640
OG0006712	evm.model.RL_2.1356	Om001G001320
OG0006713	evm.model.RL_2.1359	Om001G001360
OG0006714	evm.model.RL_2.1376	Om001G001840
OG0006716	evm.model.RL_3.1035, evm.model.RL_2.1456	Om001G003210
OG0006717	evm.model.RL_2.1482	Om001G003750
OG0006718	evm.model.RL_2.1521	Om001G004570
OG0006720	evm.model.RL_4.374	Om008G356910
OG0006721	evm.model.RL_2.1569	Om001G005750
OG0006722	evm.model.RL_2.1575	Om001G005840
OG0006723	evm.model.RL_2.1280	Om003G120900, Om001G000090, Om008G353620
OG0006724	evm.model.RL_2.1648	Om001G007270
OG0006725	evm.model.RL_2.1680	Om001G007870
OG0006726	evm.model.RL_2.1692	Om001G008090
OG0006727	evm.model.RL_2.1768	Om001G009350
OG0006728	evm.model.RL_2.1861	Om001G010650
OG0006729	evm.model.RL_2.1865	Om001G010620
OG0006730	evm.model.RL_2.1878	Om001G010840
OG0006731	evm.model.RL_2.1889, evm.model.RL_8.671	Om001G011060
OG0006732	evm.model.RL_2.1895	Om001G011120
OG0006733	evm.model.RL_2.1912	Om001G011300
OG0006734	evm.model.RL_2.1915	Om001G011390
OG0006735	evm.model.RL_2.1916	Om001G011410
OG0006736	evm.model.RL_2.1927	Om001G011640, Om001G011620
OG0006737	evm.model.RL_2.1929	Om001G011660
OG0006739	evm.model.RL_5.2449	Om001G014250
OG0006740	evm.model.RL_6.2430, evm.model.RL_5.1659	Om005G199910
OG0006741	evm.model.RL_5.2350	Om001G015480
OG0006742	evm.model.RL_5.2371	Om001G015820
OG0006743	evm.model.RL_5.1373	Om005G195900
OG0006745	evm.model.RL_5.2266	Om007G287330
OG0006746	evm.model.RL_5.3106	Om007G288170
OG0006747	evm.model.RL_5.613	Om005G185400
OG0006748	evm.model.RL_2.1934	Om001G017120, Om007G302580
OG0006749	evm.model.RL_5.3121	Om007G287970
OG0006750	evm.model.RL_5.2284	Om007G287760
OG0006751	evm.model.RL_5.3113.1.687c88bf	Om007G288090
OG0006752	evm.model.RL_1.2481, evm.model.RL_1.3183	Om002G087850
OG0006753	evm.model.RL_5.3047	Om007G288880
OG0006754	evm.model.RL_5.3014	Om007G289370
OG0006755	evm.model.RL_5.3012	Om007G289390
OG0006756	evm.model.RL_5.3008	Om007G289460
OG0006757	evm.model.RL_5.2992	Om007G289660
OG0006758	evm.model.RL_5.2953	Om007G290200
OG0006759	evm.model.RL_5.2937	Om007G290550
OG0006760	evm.model.RL_5.2902	Om007G290880
OG0006761	evm.model.RL_5.2891	Om007G291000
OG0006763	evm.model.RL_5.2843	Om007G291630
OG0006764	evm.model.RL_2.3094	Om001G035070
OG0006765	evm.model.RL_2.3150	Om001G035920
OG0006766	evm.model.RL_2.3177	Om001G036490
OG0006767	evm.model.RL_2.3188	Om001G036690
OG0006768	evm.model.RL_2.3230	Om001G037370
OG0006769	evm.model.RL_2.3238	Om001G037600
OG0006770	evm.model.RL_2.3274	Om001G038380
OG0006771	evm.model.RL_2.3277	Om001G038430
OG0006773	evm.model.RL_6.163	Om004G154090
OG0006775	evm.model.RL_6.36	Om004G156240
OG0006777	evm.model.RL_2.3463	Om001G041440
OG0006778	evm.model.RL_2.3480	Om001G041660
OG0006781	evm.model.RL_6.1632	Om008G338730
OG0006782	evm.model.RL_8.869	Om006G245500
OG0006783	evm.model.RL_5.2377	Om001G015740
OG0006784	evm.model.RL_6.1509	Om008G340370
OG0006785	evm.model.RL_6.1470	Om001G030510, Om001G030010
OG0006786	evm.model.RL_4.614	Om007G287720, Om008G341850
OG0006787	evm.model.RL_4.624	Om008G341870
OG0006788	evm.model.RL_4.672.1.687c86cf	Om003G124830
OG0006789	evm.model.RL_1.208	Om002G044250
OG0006790	evm.model.RL_8.793	Om008G346280, Om008G346310
OG0006791	evm.model.RL_8.658	Om008G351250
OG0006792	evm.model.RL_8.617.1.687c8557	Om008G351750
OG0006794	evm.model.RL_8.605	Om004G144520
OG0006795	evm.model.RL_8.597.1.687c8557	Om008G352810
OG0006796	evm.model.RL_8.566	Om008G352130
OG0006797	evm.model.RL_8.477	Om008G353930
OG0006798	evm.model.RL_8.455.1.687c8556	Om008G354320
OG0006799	evm.model.RL_8.386	Om008G355720
OG0006800	evm.model.RL_4.427	Om008G355900
OG0006801	evm.model.RL_4.410	Om008G356220
OG0006802	evm.model.RL_6.794, evm.model.RL_2.2273	Om001G021000
OG0006803	evm.model.RL_4.245	Om008G358880
OG0006804	evm.model.RL_4.214	Om008G359550
OG0006805	evm.model.RL_4.162	Om008G360970
OG0006806	evm.model.RL_4.141	Om008G361200
OG0006807	evm.model.RL_4.137	Om008G361430
OG0006808	evm.model.RL_4.125, evm.model.RL_4.131	Om008G361490
OG0006809	evm.model.RL_4.119	Om008G361580
OG0006810	evm.model.RL_4.92	Om008G361910
OG0006811	evm.model.RL_6.1902	Om008G334640
OG0006812	evm.model.RL_4.27	Om008G362750
OG0006813	evm.model.RL_4.11	Om007G302850, Om005G212700
OG0006815	evm.model.RL_1.2450	Om002G075900
OG0006816	evm.model.RL_1.2404	Om002G074880, Om002G074960
OG0006817	evm.model.RL_1.2370	Om002G074420
OG0006818	evm.model.RL_2.826	Om003G104240
OG0006819	evm.model.RL_2.916	Om003G103420
OG0006820	evm.model.RL_1.2189	Om002G071410
OG0006821	evm.model.RL_2.534, evm.model.RL_2.1007	Om003G102420
OG0006822	evm.model.RL_2.1013	Om003G102300
OG0006823	evm.model.RL_2.1066	Om003G101540
OG0006825	evm.model.RL_2.1088	Om001G021070
OG0006826	evm.model.RL_2.65	Om007G317410
OG0006827	evm.model.RL_2.73.1.687c86df	Om007G317670
OG0006828	evm.model.RL_2.195	Om007G318530
OG0006829	evm.model.RL_2.199, evm.model.RL_2.201	Om007G318540
OG0006830	evm.model.RL_6.2959	Om008G318670
OG0006831	evm.model.RL_6.2955	Om008G318720
OG0006832	evm.model.RL_5.2627	Om003G103940
OG0006833	evm.model.RL_6.2895	Om007G317160, Om008G319460
OG0006834	evm.model.RL_6.1540	Om008G340070
OG0006835	evm.model.RL_6.2823	Om008G320280
OG0006836	evm.model.RL_6.2811	Om008G320520
OG0006837	evm.model.RL_6.2782	Om008G320950
OG0006838	evm.model.RL_6.2773	Om008G321050
OG0006839	evm.model.RL_6.2748	Om008G321310
OG0006840	evm.model.RL_6.2743	Om008G321360
OG0006841	evm.model.RL_6.2729	Om008G321540
OG0006842	evm.model.RL_6.2705	Om008G321780
OG0006843	evm.model.RL_6.2703	Om008G321800
OG0006845	evm.model.RL_6.2616	Om008G322920
OG0006846	evm.model.RL_6.2461	Om008G325330, Om008G325300
OG0006847	evm.model.RL_6.2439	Om008G325630
OG0006848	evm.model.RL_6.2410	Om008G326110
OG0006849	evm.model.RL_6.2407	Om008G326140
OG0006850	evm.model.RL_6.2363	Om008G326720
OG0006851	evm.model.RL_6.2348	Om008G326880
OG0006852	evm.model.RL_6.2306	Om008G327450
OG0006853	evm.model.RL_6.2273	Om008G327990
OG0006854	evm.model.RL_4.3324	Om004G175780
OG0006855	evm.model.RL_4.3308	Om004G175990
OG0006857	evm.model.RL_4.3291	Om004G175650
OG0006859	evm.model.RL_4.3229	Om004G174720
OG0006860	evm.model.RL_4.3216	Om008G334550, Om008G334490, Om004G174630
OG0006861	evm.model.RL_4.3203	Om004G174470
OG0006862	evm.model.RL_4.3139	Om004G173640
OG0006863	evm.model.RL_4.3136.1.687c86dd	Om004G173610
OG0006864	evm.model.RL_5.3034	Om007G289140
OG0006865	evm.model.RL_4.1679.1.687c86d5	Om006G241300
OG0006866	evm.model.RL_4.1659	Om006G241570, Om006G241560
OG0006867	evm.model.RL_4.1651	Om006G241670
OG0006868	evm.model.RL_4.1627	Om006G241900
OG0006869	evm.model.RL_4.1613	Om006G242030
OG0006870	evm.model.RL_4.1572	Om006G242600
OG0006871	evm.model.RL_4.1566	Om006G242690
OG0006872	evm.model.RL_4.1559, evm.model.RL_4.795	Om006G242790
OG0006873	evm.model.RL_4.1529	Om006G243230
OG0006874	evm.model.RL_4.1515	Om006G243390
OG0006875	evm.model.RL_4.1429	Om006G244420
OG0006876	evm.model.RL_8.2133	Om006G244680
OG0006877	evm.model.RL_4.594, evm.model.RL_8.2107	Om006G245060
OG0006878	evm.model.RL_8.2073.1.687c855f	Om006G245460
OG0006879	evm.model.RL_8.2058	Om006G245700
OG0006880	evm.model.RL_8.2391	Om006G234530
OG0006881	evm.model.RL_8.2448	Om006G233790
OG0006882	evm.model.RL_8.2449	Om006G233780
OG0006883	evm.model.RL_8.2479	Om006G233550
OG0006884	evm.model.RL_8.2487	Om006G233450
OG0006885	evm.model.RL_8.2503	Om006G233240
OG0006886	evm.model.RL_8.2511	Om003G099990
OG0006887	evm.model.RL_8.2526	Om006G233020
OG0006888	evm.model.RL_8.2527	Om006G232990
OG0006889	evm.model.RL_8.2563	Om006G232590
OG0006890	evm.model.RL_8.2575	Om006G232430
OG0006891	evm.model.RL_8.2585	Om006G232310
OG0006892	evm.model.RL_8.2592	Om006G232180
OG0006893	evm.model.RL_8.2621	Om006G231880
OG0006894	evm.model.RL_8.2637	Om006G231670
OG0006895	evm.model.RL_8.2704	Om006G230900
OG0006896	evm.model.RL_8.2707	Om006G230870
OG0006897	evm.model.RL_8.2718	Om006G230740
OG0006898	evm.model.RL_3.1183	Om005G211570
OG0006899	evm.model.RL_8.2814	Om006G229470
OG0006900	evm.model.RL_4.1917	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140
OG0006901	evm.model.RL_8.2820	Om006G229360
OG0006902	evm.model.RL_8.12	Om004G157050
OG0006903	evm.model.RL_8.34	Om004G157300, Om001G027560
OG0006904	evm.model.RL_8.88	Om004G157820
OG0006905	evm.model.RL_8.62	Om004G157610
OG0006906	evm.model.RL_8.121	Om004G158240
OG0006907	evm.model.RL_8.150	Om004G158550
OG0006908	evm.model.RL_5.63	Om005G178780
OG0006909	evm.model.RL_8.232	Om004G159380
OG0006910	evm.model.RL_8.318	Om004G160480
OG0006911	evm.model.RL_8.326	Om004G160580
OG0006912	evm.model.RL_8.343	Om004G160740
OG0006913	evm.model.RL_8.359	Om007G302230
OG0006914	evm.model.RL_5.228	Om005G180750
OG0006915	evm.model.RL_4.474	Om007G277470
OG0006916	evm.model.RL_4.480	Om007G277530
OG0006917	evm.model.RL_4.488	Om007G277610
OG0006918	evm.model.RL_6.1421	Om007G278340
OG0006919	evm.model.RL_6.1396	Om007G278670
OG0006920	evm.model.RL_6.2451, evm.model.RL_5.1315, evm.model.RL_6.1312	Om007G279180
OG0006921	evm.model.RL_6.1356	Om007G279060
OG0006923	evm.model.RL_6.1360	Om007G279000
OG0006924	evm.model.RL_6.1373	Om007G278850
OG0006925	evm.model.RL_6.1342	Om007G279500
OG0006926	evm.model.RL_6.1336	Om007G279440
OG0006927	evm.model.RL_6.1310, evm.model.RL_6.1309	Om007G279610
OG0006928	evm.model.RL_6.1298	Om007G279780
OG0006929	evm.model.RL_6.1269	Om007G280070
OG0006930	evm.model.RL_6.1272	Om007G280090
OG0006931	evm.model.RL_6.1253	Om007G280300
OG0006932	evm.model.RL_6.1190	Om007G280990
OG0006933	evm.model.RL_6.1164	Om007G281270
OG0006934	evm.model.RL_6.1143	Om007G281520
OG0006935	evm.model.RL_6.1127	Om007G281690
OG0006936	evm.model.RL_5.544	Om005G184420
OG0006937	evm.model.RL_6.1109	Om007G281930
OG0006938	evm.model.RL_6.1098	Om007G281980
OG0006939	evm.model.RL_6.1064	Om007G282320
OG0006940	evm.model.RL_6.1007	Om007G283010
OG0006941	evm.model.RL_6.991	Om007G283180
OG0006942	evm.model.RL_6.978	Om007G283310
OG0006943	evm.model.RL_6.960	Om007G283510
OG0006944	evm.model.RL_6.941	Om007G283670
OG0006945	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc	Om007G285200
OG0006946	evm.model.RL_6.771	Om007G285100
OG0006947	evm.model.RL_6.784	Om007G285020
OG0006948	evm.model.RL_6.817	Om007G284810
OG0006949	evm.model.RL_6.831	Om007G284650
OG0006950	evm.model.RL_6.532	Om004G150400
OG0006951	evm.model.RL_6.517	Om001G030120
OG0006952	evm.model.RL_6.503	Om001G006710
OG0006953	evm.model.RL_1.85	Om002G042850
OG0006954	evm.model.RL_2.2155	Om001G017800
OG0006956	evm.model.RL_1.93	Om002G042930
OG0006957	evm.model.RL_1.112	Om002G043160
OG0006958	evm.model.RL_1.114	Om002G043210
OG0006959	evm.model.RL_1.127	Om002G043440
OG0006960	evm.model.RL_1.174	Om002G043880
OG0006961	evm.model.RL_1.183	Om002G044000
OG0006962	evm.model.RL_1.206	Om002G044230
OG0006963	evm.model.RL_1.221	Om002G044390
OG0006964	evm.model.RL_1.228	Om002G044510
OG0006965	evm.model.RL_1.281	Om002G045130
OG0006966	evm.model.RL_1.293	Om002G045270
OG0006967	evm.model.RL_1.304	Om002G045380
OG0006968	evm.model.RL_1.324	Om002G045730
OG0006969	evm.model.RL_1.345	Om002G045960
OG0006970	evm.model.RL_1.355	Om002G046200
OG0006971	evm.model.RL_1.369	Om002G046310
OG0006972	evm.model.RL_1.396	Om002G046610
OG0006973	evm.model.RL_1.412	Om002G046810, Om002G046820
OG0006974	evm.model.RL_1.456	Om002G047420
OG0006975	evm.model.RL_1.472	Om002G047610
OG0006976	evm.model.RL_1.533	Om002G048360
OG0006977	evm.model.RL_1.534	Om002G048370
OG0006978	evm.model.RL_1.542	Om002G048480
OG0006979	evm.model.RL_1.558	Om002G048730
OG0006980	evm.model.RL_1.561	Om002G048790
OG0006981	evm.model.RL_4.1802	Om007G295720
OG0006982	evm.model.RL_1.616	Om002G049460
OG0006983	evm.model.RL_1.623	Om003G096720, Om002G049490
OG0006984	evm.model.RL_1.643	Om002G049730
OG0006985	evm.model.RL_1.657.1.687c87eb	Om002G049870
OG0006986	evm.model.RL_1.684	Om002G050130
OG0006987	evm.model.RL_1.731	Om002G050590
OG0006988	evm.model.RL_1.805	Om002G051440
OG0006989	evm.model.RL_6.2140	Om008G330280
OG0006990	evm.model.RL_6.2131	Om008G330530
OG0006991	evm.model.RL_6.2118	Om008G330740
OG0006992	evm.model.RL_6.2095	Om008G331110
OG0006993	evm.model.RL_6.2086	Om008G331380
OG0006994	evm.model.RL_6.2072	Om008G331700
OG0006995	evm.model.RL_6.2042	Om008G332150
OG0006996	evm.model.RL_6.2048	Om008G332060
OG0006997	evm.model.RL_6.1999	Om008G333020
OG0006998	evm.model.RL_6.1989	Om008G333090, Om008G333150
OG0006999	evm.model.RL_6.1984	Om008G333190
OG0007000	evm.model.RL_6.1983	Om008G333210
OG0007001	evm.model.RL_6.1676	Om008G338020
OG0007002	evm.model.RL_6.1678	Om008G337990
OG0007003	evm.model.RL_6.1699	Om008G337730
OG0007004	evm.model.RL_6.1703	Om008G337700
OG0007005	evm.model.RL_6.1712	Om008G337560
OG0007006	evm.model.RL_6.1719	Om008G337440
OG0007007	evm.model.RL_6.1740	Om008G337120
OG0007008	evm.model.RL_6.1872	Om008G336090
OG0007009	evm.model.RL_6.1876	Om008G335910
OG0007010	evm.model.RL_6.1849	Om008G335810
OG0007011	evm.model.RL_6.1845	Om008G335770
OG0007012	evm.model.RL_6.1839	Om008G335690
OG0007013	evm.model.RL_6.1892	Om008G334810
OG0007014	evm.model.RL_6.1933	Om008G334070
OG0007015	evm.model.RL_6.1959	Om008G333650, Om008G333620
OG0007016	evm.model.RL_5.1437	Om005G196610
OG0007017	evm.model.RL_3.2404	Om005G196690, Om004G130870
OG0007018	evm.model.RL_5.1479	Om005G197240
OG0007020	evm.model.RL_5.1527	Om005G197830
OG0007021	evm.model.RL_5.1532	Om005G197890
OG0007022	evm.model.RL_5.1555	Om005G198250
OG0007023	evm.model.RL_3.1624	Om004G142720
OG0007024	evm.model.RL_5.1598	Om005G198960
OG0007025	evm.model.RL_5.1603	Om005G199020
OG0007026	evm.model.RL_5.1616	Om005G199350
OG0007027	evm.model.RL_5.1626	Om005G199480
OG0007028	evm.model.RL_5.1696	Om005G200340
OG0007029	evm.model.RL_5.1732, evm.model.RL_5.1734	Om005G200860
OG0007030	evm.model.RL_5.1735	Om005G200870
OG0007031	evm.model.RL_5.1756	Om005G201150
OG0007032	evm.model.RL_5.1757	Om005G201160
OG0007033	evm.model.RL_5.1788	Om005G201520
OG0007034	evm.model.RL_5.1801	Om005G201650
OG0007035	evm.model.RL_5.3673	Om005G202720
OG0007036	evm.model.RL_5.3656	Om006G270700, Om007G286670
OG0007037	evm.model.RL_5.3611	Om005G203650
OG0007038	evm.model.RL_5.3569	Om005G204240
OG0007039	evm.model.RL_5.3563	Om005G204310
OG0007042	evm.model.RL_3.1580	Om005G205880
OG0007043	evm.model.RL_5.3424	Om004G143780
OG0007044	evm.model.RL_5.3400	Om004G144410
OG0007045	evm.model.RL_5.3387	Om004G144510
OG0007046	evm.model.RL_5.3364	Om004G144830
OG0007047	evm.model.RL_5.3276, evm.model.RL_5.3242	Om004G146890
OG0007048	evm.model.RL_5.3193	Om004G147680
OG0007050	evm.model.RL_2.1946	Om006G272670
OG0007051	evm.model.RL_2.1968	Om004G148330
OG0007052	evm.model.RL_2.1982.2.687c86e4	Om007G285590
OG0007053	evm.model.RL_8.1263	Om003G112800
OG0007054	evm.model.RL_2.2278	Om001G021060
OG0007055	evm.model.RL_6.335	Om004G153320, Om018G373990
OG0007056	evm.model.RL_6.243	Om004G152160
OG0007057	evm.model.RL_6.1904	Om008G334620
OG0007058	evm.model.RL_6.185	Om004G154300, Om003G110600
OG0007059	evm.model.RL_6.120	Om004G153640
OG0007060	evm.model.RL_6.14	Om004G156540
OG0007062	evm.model.RL_5.1302	Om005G194780, Om005G194770
OG0007063	evm.model.RL_5.1264	Om005G194310, Om005G194300
OG0007065	evm.model.RL_5.1174	Om005G192890
OG0007066	evm.model.RL_5.1159	Om005G192610
OG0007067	evm.model.RL_5.1153	Om005G192530
OG0007068	evm.model.RL_5.1108	Om005G191900
OG0007069	evm.model.RL_5.1104	Om005G191830
OG0007070	evm.model.RL_5.1056	Om005G208960, Om005G191090
OG0007072	evm.model.RL_5.981	Om005G190010
OG0007073	evm.model.RL_5.979	Om005G189980
OG0007074	evm.model.RL_5.968	Om005G189850
OG0007075	evm.model.RL_5.966	Om005G189810
OG0007076	evm.model.RL_5.894	Om005G188860
OG0007077	evm.model.RL_5.864	Om005G188480
OG0007078	evm.model.RL_5.832	Om005G188020
OG0007079	evm.model.RL_5.831	Om005G188010
OG0007080	evm.model.RL_5.788	Om005G187350
OG0007081	evm.model.RL_5.761	Om005G187020
OG0007082	evm.model.RL_5.740	Om005G186840
OG0007083	evm.model.RL_5.686	Om005G186230
OG0007084	evm.model.RL_6.2794	Om006G262020, Om006G262060, Om008G320750
OG0007085	evm.model.RL_5.601	Om005G185240
OG0007086	evm.model.RL_5.582	Om005G184960
OG0007087	evm.model.RL_5.580	Om005G184930
OG0007088	evm.model.RL_5.540	Om005G184370
OG0007089	evm.model.RL_8.1193	Om003G111600
OG0007090	evm.model.RL_2.2826	Om001G030370
OG0007091	evm.model.RL_5.480	Om005G183660
OG0007092	evm.model.RL_5.466	Om005G183500
OG0007093	evm.model.RL_5.429	Om005G183120
OG0007094	evm.model.RL_5.348.1.687c88ab	Om005G182130
OG0007095	evm.model.RL_5.329	Om005G181900
OG0007096	evm.model.RL_5.319	Om005G181790
OG0007097	evm.model.RL_5.311	Om005G181530
OG0007098	evm.model.RL_5.307	Om005G181570
OG0007099	evm.model.RL_5.281	Om005G181320
OG0007100	evm.model.RL_5.249	Om005G180430
OG0007101	evm.model.RL_5.240	Om005G180850
OG0007102	evm.model.RL_5.155	Om005G179830
OG0007103	evm.model.RL_5.153	Om005G179800
OG0007104	evm.model.RL_5.149	Om005G179710
OG0007105	evm.model.RL_5.147	Om005G179680
OG0007107	evm.model.RL_7.1233	Om006G257210
OG0007108	evm.model.RL_8.2914	Om005G177680
OG0007109	evm.model.RL_4.2189	Om007G301420
OG0007110	evm.model.RL_4.2192	Om007G301470
OG0007111	evm.model.RL_4.2194	Om007G301490
OG0007112	evm.model.RL_4.2205	Om007G301630
OG0007113	evm.model.RL_4.2149	Om007G300780
OG0007114	evm.model.RL_4.2097	Om007G299960
OG0007115	evm.model.RL_4.2114	Om007G300220
OG0007116	evm.model.RL_4.2071	Om007G299500
OG0007117	evm.model.RL_4.2000	Om007G298370
OG0007118	evm.model.RL_4.1981	Om007G298100
OG0007119	evm.model.RL_4.1980	Om007G298090
OG0007120	evm.model.RL_4.1945	Om002G083960, Om007G297540
OG0007121	evm.model.RL_4.1920	Om007G297280
OG0007122	evm.model.RL_4.1901	Om007G297090
OG0007123	evm.model.RL_4.1784.1.687c86d5	Om007G295400
OG0007124	evm.model.RL_4.1735	Om007G294840
OG0007125	evm.model.RL_4.1125	Om007G294610
OG0007126	evm.model.RL_4.1114	Om007G294440
OG0007127	evm.model.RL_4.1072	Om007G294070
OG0007128	evm.model.RL_4.1039	Om007G293640
OG0007129	evm.model.RL_4.966	Om007G303300
OG0007130	evm.model.RL_4.926	Om007G303680
OG0007131	evm.model.RL_4.876	Om007G304570
OG0007133	evm.model.RL_4.790	Om007G308140, Om002G074690
OG0007134	evm.model.RL_4.838	Om007G306390, Om009G363540
OG0007135	evm.model.RL_4.2274	Om004G161330
OG0007136	evm.model.RL_4.2849	Om004G169590
OG0007137	evm.model.RL_4.2870	Om004G169930
OG0007138	evm.model.RL_4.2887	Om004G170130
OG0007139	evm.model.RL_4.2276	Om004G161350
OG0007141	evm.model.RL_4.2910	Om004G170410
OG0007142	evm.model.RL_4.2987	Om004G171430
OG0007143	evm.model.RL_4.3031	Om004G172070
OG0007144	evm.model.RL_4.3051	Om004G172420
OG0007145	evm.model.RL_4.3045	Om008G335020, Om004G172290
OG0007146	evm.model.RL_4.3082	Om004G172820
OG0007147	evm.model.RL_4.1706	Om006G240990, Om006G240980
OG0007148	evm.model.RL_4.1165	Om006G240580
OG0007149	evm.model.RL_4.1168	Om006G240550
OG0007150	evm.model.RL_4.1169	Om006G240520
OG0007151	evm.model.RL_4.1226	Om006G239750
OG0007152	evm.model.RL_4.1229	Om006G239710
OG0007153	evm.model.RL_4.1245	Om006G239450
OG0007154	evm.model.RL_4.1246	Om006G239440
OG0007155	evm.model.RL_4.1303	Om006G238860
OG0007156	evm.model.RL_4.1323	Om006G238730
OG0007157	evm.model.RL_4.1324	Om006G238720
OG0007158	evm.model.RL_7.1497	Om006G261230
OG0007159	evm.model.RL_4.1364	Om006G238160
OG0007160	evm.model.RL_4.1373	Om006G238070
OG0007161	evm.model.RL_4.1396	Om006G237780
OG0007162	evm.model.RL_4.1397	Om006G237770
OG0007163	evm.model.RL_8.2155	Om006G237360
OG0007164	evm.model.RL_8.2161	Om006G237300
OG0007165	evm.model.RL_8.2166	Om006G237230
OG0007167	evm.model.RL_8.2229	Om006G236560
OG0007168	evm.model.RL_8.2313	Om006G235550
OG0007169	evm.model.RL_8.2321	Om006G235440
OG0007170	evm.model.RL_8.2329	Om006G235310
OG0007171	evm.model.RL_8.2347	Om006G235020
OG0007172	evm.model.RL_7.1578	Om006G263410, Om006G263400
OG0007173	evm.model.RL_8.2371	Om006G234820
OG0007174	evm.model.RL_8.1951	Om006G247400
OG0007175	evm.model.RL_7.1296	Om006G258130
OG0007176	evm.model.RL_7.1416	Om006G259740
OG0007177	evm.model.RL_7.1436	Om006G260200
OG0007178	evm.model.RL_7.1564	Om007G306780, Om006G263200
OG0007179	evm.model.RL_7.1585	Om006G235130
OG0007181	evm.model.RL_7.1675	Om006G266570
OG0007182	evm.model.RL_7.1765	Om006G245610
OG0007183	evm.model.RL_7.1836	Om004G176350
OG0007184	evm.model.RL_7.1844	Om006G267660
OG0007185	evm.model.RL_7.1917	Om006G268790
OG0007186	evm.model.RL_7.1971	Om006G268620
OG0007187	evm.model.RL_3.1123	Om005G212360
OG0007188	evm.model.RL_3.1118	Om005G212410, Om005G212680
OG0007190	evm.model.RL_1.796, evm.model.RL_3.1302	Om002G051320
OG0007191	evm.model.RL_3.1322	Om005G209450
OG0007192	evm.model.RL_3.1345	Om005G209220
OG0007193	evm.model.RL_3.1198	Om005G211360
OG0007194	evm.model.RL_3.1383	Om005G208510
OG0007195	evm.model.RL_3.1384	Om005G208500
