Orthogroup	Cardamine_amara	Arabidopsis_lyrata_NCBI
OG0006728	evm.model.RL_2.1861	XP_020873674.1
OG0006729	evm.model.RL_2.1865	XP_002869777.1
OG0006730	evm.model.RL_2.1878	XP_002867698.1
OG0006731	evm.model.RL_2.1889	XP_002869764.2
OG0006731	evm.model.RL_8.671	XP_020878811.1
OG0006732	evm.model.RL_2.1895	XP_020873481.1
OG0006733	evm.model.RL_2.1912	XP_002869750.1
OG0006734	evm.model.RL_2.1915	XP_002867682.1
OG0006735	evm.model.RL_2.1916	XP_002869745.1
OG0006736	evm.model.RL_2.1927	XP_020873787.1
OG0006737	evm.model.RL_2.1929	XP_002869735.1
OG0006738	evm.model.RL_5.2601	XP_020868526.1
OG0006739	evm.model.RL_5.2449	XP_020868074.1
OG0006740	evm.model.RL_6.2430, evm.model.RL_5.1659	XP_020869444.1
OG0006741	evm.model.RL_5.2350	XP_002893979.1
OG0006742	evm.model.RL_5.2371	XP_020870458.1
OG0006743	evm.model.RL_5.1373	XP_020866389.1
OG0006745	evm.model.RL_5.2266	XP_020869358.1
OG0006746	evm.model.RL_5.3106	XP_002893493.1
OG0006747	evm.model.RL_5.613	XP_020868458.1
OG0006748	evm.model.RL_2.1934	XP_020873253.1
OG0006749	evm.model.RL_5.3121	XP_002890746.1
OG0006750	evm.model.RL_5.2284	XP_020868940.1
OG0006751	evm.model.RL_5.3113.1.687c88bf	XP_020870635.1
OG0006752	evm.model.RL_1.2481, evm.model.RL_1.3183	XP_002886003.1
OG0006753	evm.model.RL_5.3047	XP_002890780.1
OG0006754	evm.model.RL_5.3014	XP_020866902.1
OG0006755	evm.model.RL_5.3012	XP_020866903.1
OG0006756	evm.model.RL_5.3008	XP_002893552.1
OG0006757	evm.model.RL_5.2992	XP_002893557.1
OG0006758	evm.model.RL_5.2953	XP_002890828.1
OG0006759	evm.model.RL_5.2937	XP_020866626.1
OG0006760	evm.model.RL_5.2902	XP_020869951.1
OG0006761	evm.model.RL_5.2891	XP_020866910.1
OG0006762	evm.model.RL_5.2864	XP_002890889.2
OG0006763	evm.model.RL_5.2843	XP_020868657.1
OG0006764	evm.model.RL_2.3094	XP_020875053.1
OG0006765	evm.model.RL_2.3150	XP_002867029.1
OG0006766	evm.model.RL_2.3177	XP_002867005.1
OG0006767	evm.model.RL_2.3188	XP_002866995.1
OG0006768	evm.model.RL_2.3230	XP_002866969.1
OG0006769	evm.model.RL_2.3238	XP_002866965.2
OG0006770	evm.model.RL_2.3274	XP_020875165.1
OG0006771	evm.model.RL_2.3277	XP_002868977.2
OG0006773	evm.model.RL_6.163	XP_020884237.1
OG0006774	evm.model.RL_6.117	XP_002878591.1
OG0006775	evm.model.RL_6.36	XP_020884995.1
OG0006777	evm.model.RL_2.3463	XP_020872408.1
OG0006778	evm.model.RL_2.3480	XP_002866800.1
OG0006781	evm.model.RL_6.1632	XP_020885828.1
OG0006782	evm.model.RL_8.869	XP_020877484.1
OG0006783	evm.model.RL_5.2377	XP_002893967.1
OG0006784	evm.model.RL_6.1509	XP_002879483.1
OG0006785	evm.model.RL_6.1470	XP_002879472.1
OG0006786	evm.model.RL_4.614	XP_002863725.1
OG0006787	evm.model.RL_4.624	XP_020871179.1
OG0006788	evm.model.RL_4.672.1.687c86cf	XP_020870282.1
OG0006789	evm.model.RL_1.208	XP_020889319.1
OG0006790	evm.model.RL_8.793	XP_002872480.1
OG0006791	evm.model.RL_8.658	XP_020877941.1
OG0006792	evm.model.RL_8.617.1.687c8557	XP_020878226.1
OG0006794	evm.model.RL_8.605	XP_002872619.1, XP_002872612.1
OG0006795	evm.model.RL_8.597.1.687c8557	XP_002874726.1
OG0006796	evm.model.RL_8.566	XP_020877674.1
OG0006797	evm.model.RL_8.477	XP_020877696.1
OG0006798	evm.model.RL_8.455.1.687c8556	XP_002872709.1
OG0006799	evm.model.RL_8.386	XP_020876501.1
OG0006800	evm.model.RL_4.427	XP_020871686.1
OG0006801	evm.model.RL_4.410	XP_002863567.1
OG0006802	evm.model.RL_6.794, evm.model.RL_2.2273	XP_002867493.1
OG0006803	evm.model.RL_4.245	XP_020879198.1
OG0006804	evm.model.RL_4.214	XP_020881547.1
OG0006805	evm.model.RL_4.162	XP_020871718.1
OG0006806	evm.model.RL_4.141	XP_002865168.1
OG0006807	evm.model.RL_4.137	XP_002863392.1
OG0006808	evm.model.RL_4.125, evm.model.RL_4.131	XP_002863389.1
OG0006809	evm.model.RL_4.119	XP_020866805.1
OG0006810	evm.model.RL_4.92	XP_020885101.1
OG0006811	evm.model.RL_6.1902	XP_020884799.1
OG0006812	evm.model.RL_4.27	XP_020890369.1
OG0006813	evm.model.RL_4.11	XP_020871674.1
OG0006814	evm.model.RL_1.3044	XP_002886186.1
OG0006815	evm.model.RL_1.2450	XP_020888784.1
OG0006816	evm.model.RL_1.2404	XP_002863088.1
OG0006817	evm.model.RL_1.2370	XP_002883543.1
OG0006818	evm.model.RL_2.826	XP_002863155.1
OG0006819	evm.model.RL_2.916	XP_002868313.1
OG0006820	evm.model.RL_1.2189	XP_002885533.1, XP_002862508.1
OG0006821	evm.model.RL_2.534, evm.model.RL_2.1007	XP_020872377.1
OG0006822	evm.model.RL_2.1013	XP_002870279.1
OG0006823	evm.model.RL_2.1066	XP_020874786.1
OG0006825	evm.model.RL_2.1088	XP_020874897.1
OG0006826	evm.model.RL_2.65	XP_002868639.1
OG0006827	evm.model.RL_2.73.1.687c86df	XP_020875222.1
OG0006828	evm.model.RL_2.195	XP_020874352.1
OG0006829	evm.model.RL_2.199, evm.model.RL_2.201	XP_020874915.1
OG0006830	evm.model.RL_6.2959	XP_020884430.1
OG0006831	evm.model.RL_6.2955	XP_020885097.1
OG0006832	evm.model.RL_5.2627	XP_020868768.1, XP_002865336.1
OG0006833	evm.model.RL_6.2895	XP_002880301.1
OG0006834	evm.model.RL_6.1540	XP_020883207.1
OG0006835	evm.model.RL_6.2823	XP_020883298.1
OG0006836	evm.model.RL_6.2811	XP_002882082.1, XP_002882084.1
OG0006837	evm.model.RL_6.2782	XP_020883467.1
OG0006838	evm.model.RL_6.2773	XP_020882878.1
OG0006839	evm.model.RL_6.2748	XP_020885488.1
OG0006840	evm.model.RL_6.2743	XP_002882044.1
OG0006841	evm.model.RL_6.2729	XP_020884872.1
OG0006842	evm.model.RL_6.2705	XP_020884251.1
OG0006843	evm.model.RL_6.2703	XP_002882025.1
OG0006844	evm.model.RL_6.2678	XP_002880179.1
OG0006845	evm.model.RL_6.2616	XP_020885502.1
OG0006846	evm.model.RL_6.2461	XP_020883360.1
OG0006847	evm.model.RL_6.2439	XP_002881887.2
OG0006848	evm.model.RL_6.2410	XP_020884910.1
OG0006849	evm.model.RL_6.2407	XP_020884516.1
OG0006850	evm.model.RL_6.2363	XP_020885340.1, XP_020867124.1
OG0006851	evm.model.RL_6.2348	XP_020885222.1
OG0006852	evm.model.RL_6.2306	XP_002881799.1
OG0006853	evm.model.RL_6.2273	XP_020883866.1
OG0006854	evm.model.RL_4.3324	XP_002870954.1
OG0006855	evm.model.RL_4.3308	XP_002870967.1
OG0006857	evm.model.RL_4.3291	XP_020879310.1
OG0006859	evm.model.RL_4.3229	XP_002871015.1
OG0006860	evm.model.RL_4.3216	XP_002871018.1
OG0006861	evm.model.RL_4.3203	XP_020878458.1
OG0006862	evm.model.RL_4.3139	XP_002873122.1
OG0006863	evm.model.RL_4.3136.1.687c86dd	XP_002871063.1
OG0006864	evm.model.RL_5.3034	XP_002890784.1
OG0006865	evm.model.RL_4.1679.1.687c86d5	XP_020877064.1
OG0006866	evm.model.RL_4.1659	XP_020876097.1
OG0006867	evm.model.RL_4.1651	XP_020878786.1
OG0006868	evm.model.RL_4.1627	XP_020876286.1
OG0006869	evm.model.RL_4.1613	XP_020879156.1
OG0006870	evm.model.RL_4.1572	XP_020876169.1
OG0006871	evm.model.RL_4.1566	XP_002871960.1
OG0006872	evm.model.RL_4.1559, evm.model.RL_4.795	XP_020878922.1
OG0006873	evm.model.RL_4.1529	XP_002874036.1
OG0006874	evm.model.RL_4.1515	XP_020877336.1
OG0006875	evm.model.RL_4.1429	XP_020879342.1
OG0006876	evm.model.RL_8.2133	XP_002866389.1
OG0006877	evm.model.RL_4.594, evm.model.RL_8.2107	XP_020882586.1
OG0006878	evm.model.RL_8.2073.1.687c855f	XP_020871576.1
OG0006879	evm.model.RL_8.2058	XP_020871504.1
OG0006880	evm.model.RL_8.2391	XP_002866538.1
OG0006881	evm.model.RL_8.2448	XP_002866576.1
OG0006882	evm.model.RL_8.2449	XP_020869699.1
OG0006883	evm.model.RL_8.2479	XP_002864882.1
OG0006884	evm.model.RL_8.2487	XP_002866593.1
OG0006885	evm.model.RL_8.2503	XP_020871485.1, XP_020883589.1
OG0006886	evm.model.RL_8.2511	XP_020890584.1
OG0006887	evm.model.RL_8.2526	XP_020871871.1
OG0006888	evm.model.RL_8.2527	XP_002864902.1
OG0006889	evm.model.RL_8.2563	XP_020879267.1
OG0006890	evm.model.RL_8.2575	XP_002864930.1
OG0006891	evm.model.RL_8.2585	XP_002866646.1
OG0006892	evm.model.RL_8.2592	XP_002864939.2
OG0006893	evm.model.RL_8.2621	XP_002866667.2
OG0006894	evm.model.RL_8.2637	XP_020882334.1
OG0006895	evm.model.RL_8.2704	XP_002866702.1
OG0006896	evm.model.RL_8.2707	XP_020891627.1
OG0006897	evm.model.RL_8.2718	XP_002865009.1
OG0006898	evm.model.RL_3.1183	XP_002887158.1
OG0006899	evm.model.RL_8.2814	XP_020881936.1
OG0006901	evm.model.RL_8.2820	XP_020890008.1
OG0006902	evm.model.RL_8.12	XP_020878532.1
OG0006903	evm.model.RL_8.34	XP_020876851.1
OG0006904	evm.model.RL_8.88	XP_020878862.1
OG0006905	evm.model.RL_8.62	XP_020878881.1
OG0006906	evm.model.RL_8.121	XP_002872909.2
OG0006907	evm.model.RL_8.150	XP_002872926.1
OG0006908	evm.model.RL_5.63	XP_002889383.1
OG0006909	evm.model.RL_8.232	XP_020878397.1
OG0006910	evm.model.RL_8.318	XP_020876390.1
OG0006911	evm.model.RL_8.326	XP_002872802.1
OG0006912	evm.model.RL_8.343	XP_020876416.1
OG0006913	evm.model.RL_8.359	XP_020876382.1
OG0006914	evm.model.RL_5.228	XP_002892177.2
OG0006915	evm.model.RL_4.474	XP_020871100.1
OG0006916	evm.model.RL_4.480	XP_020871711.1
OG0006917	evm.model.RL_4.488	XP_020889040.1
OG0006918	evm.model.RL_6.1421	XP_002879447.1
OG0006919	evm.model.RL_6.1396	XP_020883975.1
OG0006920	evm.model.RL_5.1315, evm.model.RL_6.1312	XP_002881217.1
OG0006921	evm.model.RL_6.1356	XP_020883646.1
OG0006923	evm.model.RL_6.1360	XP_020884319.1
OG0006924	evm.model.RL_6.1373	XP_002879420.1
OG0006925	evm.model.RL_6.1342	XP_002881231.2
OG0006926	evm.model.RL_6.1336	XP_020885840.1
OG0006927	evm.model.RL_6.1310	XP_002879368.2
OG0006927	evm.model.RL_6.1309	XP_020884231.1
OG0006928	evm.model.RL_6.1298	XP_002881211.1
OG0006929	evm.model.RL_6.1269	XP_020884471.1
OG0006930	evm.model.RL_6.1272	XP_002879343.1
OG0006931	evm.model.RL_6.1253	XP_002881181.1, XP_002862292.1
OG0006932	evm.model.RL_6.1190	XP_020883090.1
OG0006933	evm.model.RL_6.1164	XP_020884476.1
OG0006934	evm.model.RL_6.1143	XP_020883065.1
OG0006935	evm.model.RL_6.1127	XP_020885697.1
OG0006936	evm.model.RL_5.544	XP_020866669.1
OG0006937	evm.model.RL_6.1109	XP_020884863.1
OG0006938	evm.model.RL_6.1098	XP_002881084.1
OG0006939	evm.model.RL_6.1064	XP_020884702.1
OG0006940	evm.model.RL_6.1007	XP_020872910.1, XP_020885746.1
OG0006941	evm.model.RL_6.991	XP_020884412.1
OG0006942	evm.model.RL_6.978	XP_002879181.1
OG0006943	evm.model.RL_6.960	XP_020884607.1
OG0006944	evm.model.RL_6.941	XP_020884860.1
OG0006945	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc	XP_020885094.1
OG0006946	evm.model.RL_6.771	XP_020885705.1, XP_020883305.1
OG0006947	evm.model.RL_6.784	XP_002880882.1
OG0006948	evm.model.RL_6.817	XP_002880905.1
OG0006949	evm.model.RL_6.831	XP_020883386.1
OG0006950	evm.model.RL_6.532	XP_002880747.1
OG0006951	evm.model.RL_6.517	XP_020883194.1
OG0006952	evm.model.RL_6.503	XP_020883618.1
OG0006953	evm.model.RL_1.85	XP_020886964.1
OG0006954	evm.model.RL_2.2155	XP_002869612.1
OG0006955	evm.model.RL_2.2211	XP_020873520.1
OG0006956	evm.model.RL_1.93	XP_020887569.1
OG0006957	evm.model.RL_1.112	XP_020886315.1
OG0006958	evm.model.RL_1.114	XP_020888684.1
OG0006959	evm.model.RL_1.127	XP_020886906.1
OG0006960	evm.model.RL_1.174	XP_020887146.1
OG0006961	evm.model.RL_1.183	XP_002884331.1
OG0006962	evm.model.RL_1.206	XP_020889326.1
OG0006963	evm.model.RL_1.221	XP_002884349.2
OG0006964	evm.model.RL_1.228	XP_020887941.1
OG0006965	evm.model.RL_1.281	XP_002884398.1
OG0006966	evm.model.RL_1.293	XP_002882303.1
OG0006967	evm.model.RL_1.304	XP_020887012.1
OG0006968	evm.model.RL_1.324	XP_002884424.1
OG0006969	evm.model.RL_1.345	XP_020888788.1
OG0006970	evm.model.RL_1.355	XP_020886791.1
OG0006971	evm.model.RL_1.369	XP_002882363.1
OG0006972	evm.model.RL_1.396	XP_002882374.1
OG0006973	evm.model.RL_1.412	XP_020886434.1
OG0006974	evm.model.RL_1.456	XP_020888111.1, XP_002884503.1
OG0006975	evm.model.RL_1.472	XP_002882419.1
OG0006976	evm.model.RL_1.533	XP_002882443.1
OG0006977	evm.model.RL_1.534	XP_020888592.1
OG0006978	evm.model.RL_1.542	XP_002884557.2
OG0006979	evm.model.RL_1.558	XP_020889519.1
OG0006980	evm.model.RL_1.561	XP_002882459.1
OG0006981	evm.model.RL_4.1802	XP_002871819.1
OG0006982	evm.model.RL_1.616	XP_002862415.1, XP_002884609.1
OG0006983	evm.model.RL_1.623	XP_020888898.1
OG0006984	evm.model.RL_1.643	XP_002884620.1
OG0006985	evm.model.RL_1.657.1.687c87eb	XP_020886979.1
OG0006986	evm.model.RL_1.684	XP_020888989.1
OG0006987	evm.model.RL_1.731	XP_020887692.1
OG0006988	evm.model.RL_1.805	XP_020888740.1
OG0006989	evm.model.RL_6.2140	XP_002879855.1, XP_002862876.2
OG0006990	evm.model.RL_6.2131	XP_020884758.1
OG0006991	evm.model.RL_6.2118	XP_020884620.1, XP_020871371.1
OG0006992	evm.model.RL_6.2095	XP_020883522.1
OG0006993	evm.model.RL_6.2086	XP_002879815.1
OG0006994	evm.model.RL_6.2072	XP_002881666.1
OG0006995	evm.model.RL_6.2042	XP_020879747.1, XP_002879790.1
OG0006996	evm.model.RL_6.2048	XP_020884010.1
OG0006997	evm.model.RL_6.1999	XP_020883834.1
OG0006998	evm.model.RL_6.1989	XP_020885330.1
OG0006999	evm.model.RL_6.1984	XP_020884583.1
OG0007000	evm.model.RL_6.1983	XP_020884582.1
OG0007001	evm.model.RL_6.1676	XP_002881415.1
OG0007002	evm.model.RL_6.1678	XP_002881417.1
OG0007003	evm.model.RL_6.1699	XP_002862872.1, XP_002879590.1
OG0007004	evm.model.RL_6.1703	XP_002881426.2
OG0007005	evm.model.RL_6.1712	XP_020883697.1
OG0007006	evm.model.RL_6.1719	XP_002881435.1
OG0007007	evm.model.RL_6.1740	XP_002879612.1
OG0007008	evm.model.RL_6.1872	XP_002879652.1
OG0007009	evm.model.RL_6.1876, evm.model.RL_6.1858	XP_002879658.1
OG0007010	evm.model.RL_6.1849	XP_002879662.1
OG0007011	evm.model.RL_6.1845	XP_020882818.1, XP_002881531.2
OG0007012	evm.model.RL_6.1839	XP_020884875.1
OG0007013	evm.model.RL_6.1892	XP_020885598.1
OG0007014	evm.model.RL_6.1933	XP_020883343.1
OG0007015	evm.model.RL_6.1959	XP_020882855.1
OG0007016	evm.model.RL_5.1437	XP_020869583.1
OG0007017	evm.model.RL_3.2404	XP_002889279.1
OG0007018	evm.model.RL_5.1479	XP_020869372.1
OG0007019	evm.model.RL_1.1171	XP_002884923.1
OG0007020	evm.model.RL_5.1527	XP_002892924.1
OG0007021	evm.model.RL_5.1532	XP_020867447.1
OG0007022	evm.model.RL_5.1555	XP_020867096.1
OG0007023	evm.model.RL_3.1624	XP_020889689.1
OG0007024	evm.model.RL_5.1598	XP_020869018.1
OG0007025	evm.model.RL_5.1603	XP_020867105.1
OG0007026	evm.model.RL_5.1616	XP_020866821.1
OG0007027	evm.model.RL_5.1626	XP_002890254.1
OG0007028	evm.model.RL_5.1696	XP_020869741.1
OG0007029	evm.model.RL_5.1732, evm.model.RL_5.1734	XP_020870012.1
OG0007030	evm.model.RL_5.1735	XP_020870014.1
OG0007031	evm.model.RL_5.1756	XP_002893033.1
OG0007032	evm.model.RL_5.1757	XP_020870042.1
OG0007033	evm.model.RL_5.1788	XP_020879687.1, XP_020870294.1
OG0007034	evm.model.RL_5.1801	XP_020870163.1
OG0007035	evm.model.RL_5.3673	XP_020869264.1
OG0007036	evm.model.RL_5.3656	XP_002893137.1
OG0007037	evm.model.RL_5.3611	XP_002890441.1
OG0007038	evm.model.RL_5.3569	XP_020869594.1
OG0007039	evm.model.RL_5.3563	XP_002890472.1, XP_002890479.1
OG0007042	evm.model.RL_3.1580	XP_002887395.1
OG0007043	evm.model.RL_5.3424	XP_020869495.1
OG0007044	evm.model.RL_5.3400	XP_002893305.2
OG0007045	evm.model.RL_5.3387	XP_020870851.1
OG0007046	evm.model.RL_5.3364	XP_002890614.1
OG0007047	evm.model.RL_5.3242	XP_020868418.1
OG0007048	evm.model.RL_5.3193	XP_020870569.1
OG0007049	evm.model.RL_5.3178	XP_002893450.1
OG0007050	evm.model.RL_2.1946	XP_020873739.1
OG0007051	evm.model.RL_2.1968	XP_002869712.1
OG0007052	evm.model.RL_2.1982.2.687c86e4	XP_020873225.1
OG0007053	evm.model.RL_8.1263	XP_020871626.1
OG0007054	evm.model.RL_2.2278	XP_020872218.1
OG0007055	evm.model.RL_6.335	XP_002880583.2
OG0007056	evm.model.RL_6.243	XP_020882836.1
OG0007057	evm.model.RL_6.1904	XP_020884788.1
OG0007058	evm.model.RL_6.185	XP_002878634.1
OG0007059	evm.model.RL_6.120	XP_002878602.1
OG0007060	evm.model.RL_6.14	XP_002878531.1
OG0007061	evm.model.RL_4.770	XP_002865612.1
OG0007062	evm.model.RL_5.1302	XP_002892816.1
OG0007063	evm.model.RL_5.1264	XP_002892796.1
OG0007065	evm.model.RL_5.1174	XP_020869892.1
OG0007066	evm.model.RL_5.1159	XP_020867113.1
OG0007067	evm.model.RL_5.1153	XP_020866538.1
OG0007068	evm.model.RL_5.1108	XP_020867627.1
OG0007069	evm.model.RL_5.1104	XP_020868459.1
OG0007070	evm.model.RL_5.1056	XP_020866968.1
OG0007072	evm.model.RL_5.981	XP_002892623.1
OG0007073	evm.model.RL_5.979	XP_002889853.1
OG0007074	evm.model.RL_5.968	XP_020868471.1
OG0007075	evm.model.RL_5.966	XP_002892615.1
OG0007076	evm.model.RL_5.894	XP_002889801.1
OG0007077	evm.model.RL_5.864	XP_002892543.1
OG0007078	evm.model.RL_5.832	XP_020868197.1
OG0007079	evm.model.RL_5.831	XP_020868165.1
OG0007080	evm.model.RL_5.788	XP_002889740.1
OG0007081	evm.model.RL_5.761	XP_020867394.1
OG0007082	evm.model.RL_5.740	XP_020868146.1
OG0007083	evm.model.RL_5.686	XP_002892452.1
OG0007084	evm.model.RL_6.2794	XP_002882072.1
OG0007085	evm.model.RL_5.601	XP_002892401.1, XP_002889650.1
OG0007086	evm.model.RL_5.582	XP_020866492.1
OG0007087	evm.model.RL_5.580	XP_020866078.1
OG0007088	evm.model.RL_5.540	XP_002892364.2
OG0007089	evm.model.RL_8.1193	XP_002864082.1
OG0007090	evm.model.RL_2.2826	XP_002869223.1
OG0007091	evm.model.RL_5.480	XP_002889591.1
OG0007092	evm.model.RL_5.466	XP_002889584.1
OG0007093	evm.model.RL_5.429	XP_020869170.1
OG0007094	evm.model.RL_5.348.1.687c88ab	XP_020870547.1
OG0007095	evm.model.RL_5.329	XP_002892240.1
OG0007096	evm.model.RL_5.319	XP_020866003.1
OG0007097	evm.model.RL_5.311	XP_002892228.1
OG0007098	evm.model.RL_5.307	XP_020869409.1
OG0007099	evm.model.RL_5.281	XP_002892205.1
OG0007100	evm.model.RL_5.249	XP_020869240.1, XP_020868859.1
OG0007101	evm.model.RL_5.240	XP_020866429.1
OG0007102	evm.model.RL_5.155	XP_002892141.1
OG0007103	evm.model.RL_5.153	XP_002889428.1
OG0007104	evm.model.RL_5.149	XP_002892134.2
OG0007105	evm.model.RL_5.147	XP_020870423.1
OG0007106	evm.model.RL_5.19.1.687c88a9	XP_002889363.1
OG0007107	evm.model.RL_7.1233	XP_002876092.1
OG0007108	evm.model.RL_8.2914	XP_020869823.1
OG0007109	evm.model.RL_4.2189	XP_002871615.1
OG0007110	evm.model.RL_4.2192	XP_020876226.1
OG0007111	evm.model.RL_4.2194	XP_020876224.1
OG0007112	evm.model.RL_4.2205	XP_020876332.1
OG0007113	evm.model.RL_4.2149	XP_002873692.1
OG0007114	evm.model.RL_4.2097	XP_002873721.1
OG0007115	evm.model.RL_4.2114	XP_002871652.1
OG0007116	evm.model.RL_4.2071	XP_002873736.1
OG0007117	evm.model.RL_4.2000	XP_002873773.1
OG0007118	evm.model.RL_4.1981	XP_002868800.1
OG0007119	evm.model.RL_4.1980	XP_002871726.1
OG0007120	evm.model.RL_4.1945	XP_002871745.1
OG0007121	evm.model.RL_4.1920	XP_020876528.1
OG0007122	evm.model.RL_4.1901	XP_002873828.1
OG0007123	evm.model.RL_4.1784.1.687c86d5	XP_002871828.1
OG0007124	evm.model.RL_4.1735	XP_002871869.1
OG0007125	evm.model.RL_4.1125	XP_020876781.1
OG0007126	evm.model.RL_4.1114	XP_002872223.1
OG0007127	evm.model.RL_4.1072	XP_002872252.1
OG0007128	evm.model.RL_4.1039	XP_020876935.1
OG0007129	evm.model.RL_4.966	XP_020878365.1
OG0007130	evm.model.RL_4.926	XP_020871920.1
OG0007131	evm.model.RL_4.876	XP_020889885.1
OG0007133	evm.model.RL_4.790	XP_020871585.1
OG0007134	evm.model.RL_4.838	XP_002865659.1
OG0007135	evm.model.RL_4.2274	XP_020876670.1
OG0007136	evm.model.RL_4.2849	XP_020878775.1
OG0007137	evm.model.RL_4.2870	XP_002873277.1
OG0007138	evm.model.RL_4.2887	XP_002873267.1
OG0007139	evm.model.RL_4.2276	XP_020877371.1
OG0007140	evm.model.RL_4.2277	XP_002871569.1
OG0007141	evm.model.RL_4.2910	XP_002873248.1
OG0007142	evm.model.RL_4.2987	XP_020872356.1, XP_020875904.1
OG0007143	evm.model.RL_4.3031	XP_020876025.1
OG0007144	evm.model.RL_4.3051	XP_020875935.1
OG0007145	evm.model.RL_4.3045	XP_002871124.1
OG0007146	evm.model.RL_4.3082	XP_002871097.1
OG0007147	evm.model.RL_4.1706	XP_020879403.1
OG0007148	evm.model.RL_4.1165	XP_020877868.1
OG0007149	evm.model.RL_4.1168	XP_020877872.1
OG0007150	evm.model.RL_4.1169	XP_020877845.1
OG0007151	evm.model.RL_4.1226	XP_002874239.1
OG0007152	evm.model.RL_4.1229	XP_020876679.1, XP_020876678.1
OG0007153	evm.model.RL_4.1245	XP_002874225.1
OG0007154	evm.model.RL_4.1246	XP_002872127.1
OG0007155	evm.model.RL_4.1303	XP_002874180.1
OG0007156	evm.model.RL_4.1323	XP_002874170.1
OG0007157	evm.model.RL_4.1324	XP_020879306.1
OG0007158	evm.model.RL_7.1497	XP_020880789.1
OG0007159	evm.model.RL_4.1364	XP_020876249.1
OG0007160	evm.model.RL_4.1373	XP_020879171.1
OG0007161	evm.model.RL_4.1396	XP_002874123.1
OG0007162	evm.model.RL_4.1397	XP_002872049.1
OG0007163	evm.model.RL_8.2155	XP_002866400.1
OG0007164	evm.model.RL_8.2161	XP_020889023.1
OG0007165	evm.model.RL_8.2166	XP_020878514.1
OG0007166	evm.model.RL_8.2195	XP_020871209.1
OG0007167	evm.model.RL_8.2229	XP_020888823.1
OG0007168	evm.model.RL_8.2313	XP_002864795.1
OG0007169	evm.model.RL_8.2321	XP_020871833.1
OG0007170	evm.model.RL_8.2329	XP_020877884.1
OG0007171	evm.model.RL_8.2347	XP_020871594.1
OG0007172	evm.model.RL_7.1578	XP_020880385.1
OG0007173	evm.model.RL_8.2371	XP_002864828.1
OG0007174	evm.model.RL_8.1951	XP_020889210.1
OG0007175	evm.model.RL_7.1296	XP_002876050.1
OG0007176	evm.model.RL_7.1416	XP_002875996.1
OG0007177	evm.model.RL_7.1436	XP_020882141.1
OG0007178	evm.model.RL_7.1564	XP_020880362.1
OG0007179	evm.model.RL_8.2338	XP_002864812.1
OG0007180	evm.model.RL_7.1620	XP_020880467.1
OG0007181	evm.model.RL_7.1675	XP_002877532.2
OG0007182	evm.model.RL_7.1765	XP_002877450.1
OG0007183	evm.model.RL_7.1836	XP_020882262.1
OG0007184	evm.model.RL_7.1844	XP_020881049.1
OG0007185	evm.model.RL_7.1917	XP_002875659.1
OG0007186	evm.model.RL_7.1971	XP_002875629.1
OG0007187	evm.model.RL_3.1123	XP_002887123.1
OG0007188	evm.model.RL_3.1118	XP_002887120.1
OG0007189	evm.model.RL_7.225	XP_002876615.1
OG0007190	evm.model.RL_1.796	XP_020887192.1
OG0007191	evm.model.RL_3.1322	XP_002887232.1
OG0007192	evm.model.RL_3.1345	XP_020891323.1
OG0007193	evm.model.RL_3.1198	XP_002887165.2
OG0007194	evm.model.RL_3.1383	XP_002863106.1
OG0007195	evm.model.RL_3.1384	XP_020875235.1
OG0007196	evm.model.RL_3.1393	XP_020890159.1
OG0007197	evm.model.RL_3.1481, evm.model.RL_3.1471	XP_002887328.1
OG0007198	evm.model.RL_3.1496	XP_020889607.1
OG0007199	evm.model.RL_3.1504	XP_002887343.1
OG0007200	evm.model.RL_3.1526	XP_020889941.1
OG0007201	evm.model.RL_3.1570	XP_002888847.2
OG0007202	evm.model.RL_3.1589	XP_020891236.1
OG0007203	evm.model.RL_4.1663	XP_002873967.1
OG0007204	evm.model.RL_3.2230	XP_020890612.1
OG0007205	evm.model.RL_3.2170	XP_020865682.1
OG0007206	evm.model.RL_4.322	XP_020871882.1
OG0007207	evm.model.RL_3.2137	XP_020890503.1
OG0007208	evm.model.RL_3.2129	XP_020890262.1
OG0007209	evm.model.RL_3.2083	XP_002887655.1
OG0007210	evm.model.RL_3.2053	XP_002889081.1
OG0007211	evm.model.RL_3.2038	XP_002889071.1
OG0007212	evm.model.RL_3.2019	XP_020890402.1
OG0007213	evm.model.RL_3.1985	XP_020891402.1
OG0007214	evm.model.RL_3.1982	XP_002887608.1
OG0007215	evm.model.RL_3.1910.1.687c84bd	XP_002889003.1
OG0007216	evm.model.RL_3.1904	XP_002888999.1
OG0007217	evm.model.RL_3.1897	XP_020891423.1
OG0007218	evm.model.RL_3.1894	XP_002888991.1
OG0007219	evm.model.RL_3.1863	XP_020889960.1
OG0007220	evm.model.RL_3.1784	XP_020871831.1, XP_020891780.1
OG0007221	evm.model.RL_3.1726	XP_020865615.1
OG0007222	evm.model.RL_6.1225	XP_020883658.1
OG0007223	evm.model.RL_3.1670	XP_020891519.1
OG0007224	evm.model.RL_3.1632	XP_020890564.1
OG0007225	evm.model.RL_3.2235, evm.model.RL_5.1889	XP_020890024.1
OG0007226	evm.model.RL_3.2266	XP_020890471.1
