Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0008163	jg6643	ESY10_g15515_DN3_SP0_c0.t1
OG0008164	jg6664	ESY10_g15594_DN3_SP4_c0.t1
OG0008165	jg6909	ESY10_g15868_DN3_SP8_c0.t1
OG0008166	jg21529	ESY15_g64373_DN3_SP0_c0.t1
OG0008167	jg21547	ESY15_g64334_DN3_SP0_c0.t1
OG0008168	jg21458	ESY15_g64397_DN3_SP0_c0.t1
OG0008169	jg21426	ESY15_g64490_DN3_SP7_c0.t1
OG0008170	jg5186	ESY7_g17705_DN3_SP3_c0.t1
OG0008171	jg21397	ESY15_g64535_DN3_SP5_c0.t1
OG0008172	jg5176	ESY7_g17720_DN3_SP8_c0.t1
OG0008173	jg5169	ESY8_g58920_DN3_SP0_c0.t1, ESY7_g17731_DN3_SP5_c0.t1
OG0008174	jg5164	ESY7_g17739_DN3_SP0_c0.t1
OG0008175	jg4529	ESY7_g18481_DN3_SP8_c17.t1
OG0008176	jg4494, jg17752, jg17751	ESY7_g18441_DN3_SP0_c19.t1
OG0008177	jg4432	ESY7_g18743_DN3_SP8_c3.t1
OG0008178	jg4426	ESY7_g18751_DN1_SP0_c0.t1
OG0008179	jg4398	ESY7_g18771_DN3_SP8_c13.t1
OG0008180	jg4273	ESY7_g18955_DN3_SP0_c0.t1
OG0008181	jg4206	ESY7_g19073_DN3_SP0_c0.t1
OG0008182	jg4204	ESY7_g19075_DN3_SP0_c0.t1
OG0008183	jg5794	ESY6_g49868_DN3_SP5_c0.t1
OG0008184	jg6414	ESY6_g49968_DN3_SP0_c0.t1
OG0008185	jg6378	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1
OG0008186	jg6338	ESY6_g50033_DN3_SP0_c10.t1
OG0008187	jg6331	ESY6_g50038_DN3_SP0_c0.t1, ESY22_g40786_DN3_SP0_c0.t1
OG0008188	jg6327	ESY6_g50043_DN3_SP8_c0.t1
OG0008189	jg6293	ESY6_g50072_DN3_SP3_c0.t1
OG0008190	jg6269	ESY6_g50096_DN3_SP2_c0.t1
OG0008191	jg6225	ESY6_g50136_DN3_SP7_c0.t1
OG0008192	jg6219	ESY6_g50142_DN3_SP0_c0.t1
OG0008193	jg6195	ESY6_g50167_DN3_SP8_c0.t1
OG0008194	jg2368	ESY2_g34517_DN3_SP8_c0.t1
OG0008195	jg6164	ESY6_g50193_DN3_SP8_c0.t1
OG0008196	jg6148	ESY6_g50204_DN3_SP0_c0.t1
OG0008197	jg6146	ESY6_g50206_DN3_SP0_c3.t1
OG0008198	jg23037	ESY6_g49578_DN3_SP0_c0.t1
OG0008199	jg23082	ESY6_g49515_DN3_SP5_c2.t1
OG0008200	jg23114	ESY6_g49470_DN3_SP0_c0.t1
OG0008201	jg23132	ESY6_g49435_DN3_SP6_c0.t1
OG0008202	jg23179	ESY6_g49379_DN3_SP5_c11.t1
OG0008203	jg23181	ESY6_g49377_DN3_SP2_c0.t1
OG0008204	jg23192	ESY6_g49367_DN3_SP0_c0.t1
OG0008205	jg23204	ESY6_g49347_DN3_SP0_c3.t1
OG0008206	jg23208	ESY6_g49340_DN3_SP0_c0.t1
OG0008207	jg23228	ESY6_g49825_DN3_SP8_c0.t1
OG0008208	jg23255	ESY6_g49791_DN3_SP6_c0.t1
OG0008209	jg23278	ESY6_g49750_DN3_SP0_c0.t1
OG0008210	jg22763	ESY6_g48598_DN3_SP4_c0.t1
OG0008211	jg22762	ESY6_g48597_DN3_SP0_c0.t1
OG0008212	jg12118	ESY6_g48590_DN3_SP7_c0.t1
OG0008213	jg15000	ESY1_g10119_DN3_SP0_c0.t1
OG0008214	jg14996	ESY1_g10116_DN3_SP0_c0.t1
OG0008215	jg14992	ESY1_g10114_DN3_SP8_c0.t1
OG0008216	jg14959	ESY1_g10068_DN3_SP1_c0.t1
OG0008217	jg14926	ESY1_g9973_DN3_SP8_c0.t1
OG0008218	jg14870	ESY1_g9839_DN3_SP0_c0.t1
OG0008219	jg14806	ESY1_g9672_DN3_SP0_c0.t1
OG0008220	jg14805	ESY1_g9669_DN3_SP0_c0.t1
OG0008222	jg14656	ESY1_g9177_DN3_SP8_c0.t1
OG0008223	jg14461	ESY1_g8173_DN3_SP0_c0.t1
OG0008224	jg14190, jg14187	ESY5_g5297_DN3_SP1_c0.t1, ESY5_g5302_DN3_SP6_c0.t1
OG0008226	jg2315	ESY19_g41842_DN3_SP7_c0.t1
OG0008227	jg2312	ESY19_g41840_DN3_SP8_c0.t1
OG0008228	jg2310	ESY7_g18706_DN3_SP0_c2.t1, ESY5_g4999_DN3_SP0_c3.t1
OG0008229	jg2308	ESY5_g5118_DN2_SP0_c0.t1
OG0008230	jg2296	ESY19_g41974_DN3_SP6_c0.t1
OG0008231	jg2293	ESY19_g41938_DN3_SP2_c0.t1
OG0008232	jg18603	ESY1_g5641_DN2_SP2_c0.t1
OG0008233	jg2268	ESY7_g19623_DN3_SP0_c0.t1, ESY3_g32487_DN3_SP0_c0.t1
OG0008234	jg2335, jg2330	ESY21_g55171_DN3_SP7_c0.t1
OG0008235	jg2259	ESY2_g33455_DN2_SP0_c0.t1
OG0008236	jg2474	ESY2_g34392_DN3_SP0_c0.t1
OG0008237	jg2475	ESY2_g34391_DN3_SP8_c0.t1
OG0008238	jg2482	ESY2_g35353_DN3_SP0_c0.t1
OG0008239	jg2582	ESY2_g35466_DN3_SP0_c0.t1, ESY2_g35464_DN3_SP8_c0.t1
OG0008240	jg31026	ESY5_g1707_DN3_SP1_c0.t1
OG0008241	jg26375	ESY3_g28981_DN3_SP0_c0.t1
OG0008242	jg2627	ESY2_g35516_DN3_SP8_c0.t1
OG0008243	jg2629	ESY2_g35518_DN3_SP0_c0.t1
OG0008244	jg2635	ESY2_g35528_DN3_SP0_c17.t1
OG0008245	jg2646	ESY2_g35543_DN3_SP0_c0.t1
OG0008246	jg2651	ESY2_g35549_DN3_SP2_c0.t1
OG0008247	jg2721	ESY2_g35631_DN3_SP0_c0.t1
OG0008248	jg2751, jg2753	ESY2_g35662_DN3_SP8_c0.t1
OG0008249	jg2805	ESY2_g35727_DN3_SP8_c0.t1
OG0008250	jg2853	ESY2_g35773_DN3_SP0_c7.t1
OG0008251	jg3488	ESY2_g35038_DN3_SP3_c0.t1
OG0008252	jg3486	ESY2_g35040_DN3_SP0_c0.t1
OG0008253	jg3484	ESY2_g35042_DN3_SP0_c0.t1
OG0008254	jg3455	ESY2_g35072_DN3_SP0_c0.t1
OG0008255	jg3451	ESY2_g35078_DN3_SP0_c0.t1
OG0008256	jg3415	ESY2_g34614_DN3_SP7_c0.t1
OG0008257	jg3386	ESY2_g34647_DN3_SP0_c0.t1
OG0008258	jg3376	ESY2_g34657_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1
OG0008259	jg3353	ESY2_g34684_DN3_SP8_c0.t1
OG0008260	jg3312	ESY2_g34730_DN3_SP8_c0.t1
OG0008261	jg3260	ESY2_g34796_DN3_SP0_c0.t1
OG0008262	jg3253	ESY2_g34808_DN3_SP2_c0.t1
OG0008263	jg3238	ESY2_g34826_DN1_SP0_c0.t1, ESY5_g3990_DN2_SP0_c0.t1
OG0008264	jg3237	ESY2_g34827_DN3_SP4_c0.t1
OG0008265	jg3225	ESY2_g36077_DN3_SP0_c0.t1
OG0008266	jg3221	ESY2_g36069_DN3_SP0_c15.t1
OG0008267	jg3208	ESY2_g36054_DN3_SP2_c0.t1
OG0008268	jg3172	ESY2_g35996_DN3_SP7_c0.t1
OG0008269	jg3146	ESY2_g35957_DN3_SP0_c0.t1
OG0008270	jg3125	ESY2_g35003_DN3_SP2_c0.t1
OG0008271	jg3089	ESY2_g34961_DN2_SP0_c0.t1
OG0008272	jg3062	ESY2_g34928_DN3_SP0_c0.t1
OG0008273	jg3038	ESY2_g34900_DN3_SP0_c0.t1
OG0008274	jg3026	ESY2_g34888_DN3_SP0_c0.t1
OG0008275	jg3021	ESY2_g34882_DN3_SP0_c0.t1
OG0008276	jg3010	ESY2_g34867_DN3_SP8_c0.t1
OG0008277	jg2983	ESY2_g35932_DN3_SP8_c0.t1
OG0008278	jg2977	ESY2_g35925_DN3_SP4_c0.t1
OG0008279	jg2952	ESY2_g35888_DN3_SP7_c0.t1
OG0008280	jg2942	ESY2_g35878_DN3_SP8_c0.t1
OG0008281	jg2885	ESY2_g35822_DN3_SP0_c0.t1
OG0008282	jg2861	ESY2_g35782_DN3_SP0_c0.t1
OG0008283	jg3592	ESY2_g36795_DN3_SP8_c0.t1
OG0008284	jg3636	ESY2_g36690_DN2_SP0_c0.t1
OG0008285	jg3655	ESY2_g36665_DN3_SP8_c0.t1
OG0008286	jg3664	ESY2_g36653_DN3_SP7_c11.t1
OG0008287	jg3686	ESY5_g2982_DN3_SP0_c22.t1, ESY2_g36624_DN3_SP4_c0.t1
OG0008288	jg3699	ESY2_g36612_DN3_SP2_c0.t1
OG0008289	jg3714	ESY2_g36592_DN3_SP0_c0.t1, ESY18_g63338_DN3_SP0_c0.t1
OG0008290	jg3734	ESY2_g36563_DN3_SP8_c0.t1
OG0008291	jg3739, jg12411	ESY2_g36557_DN3_SP0_c0.t1
OG0008292	jg3757	ESY2_g36528_DN3_SP0_c0.t1
OG0008293	jg3783	ESY2_g36482_DN3_SP6_c0.t1
OG0008294	jg25225	ESY3_g30102_DN3_SP8_c0.t1
OG0008295	jg25271	ESY3_g30153_DN3_SP8_c0.t1
OG0008296	jg25276	ESY3_g30157_DN3_SP8_c0.t1
OG0008297	jg25304	ESY3_g30183_DN3_SP8_c0.t1
OG0008298	jg25325	ESY3_g30214_DN2_SP0_c0.t1
OG0008299	jg25392	ESY3_g30298_DN3_SP6_c0.t1
OG0008300	jg27426, jg6455	ESY6_g49933_DN3_SP8_c0.t1
OG0008301	jg25395	ESY3_g30301_DN3_SP0_c0.t1
OG0008302	jg25398	ESY3_g30304_DN3_SP0_c0.t1
OG0008303	jg25401	ESY3_g30307_DN3_SP0_c0.t1
OG0008304	jg25419	ESY3_g30338_DN3_SP6_c0.t1
OG0008305	jg25423	ESY3_g30345_DN3_SP0_c0.t1
OG0008306	jg25427	ESY3_g30351_DN3_SP0_c0.t1
OG0008307	jg25435	ESY3_g30371_DN3_SP0_c0.t1
OG0008308	jg25506	ESY3_g30501_DN3_SP1_c0.t1
OG0008309	jg25530	ESY3_g30524_DN3_SP8_c0.t1
OG0008310	jg25550	ESY3_g30543_DN3_SP1_c0.t1
OG0008311	jg25553	ESY3_g30547_DN3_SP0_c0.t1
OG0008312	jg33470	ESY2_g37016_DN3_SP6_c0.t1
OG0008313	jg25632	ESY3_g30643_DN3_SP8_c0.t1
OG0008314	jg25672	ESY3_g29986_DN3_SP8_c0.t1
OG0008315	jg25681	ESY3_g29981_DN3_SP0_c0.t1
OG0008316	jg25743	ESY3_g29901_DN3_SP0_c0.t1
OG0008318	jg25841	ESY3_g29806_DN3_SP0_c0.t1
OG0008319	jg25890	ESY3_g29753_DN3_SP1_c0.t1
OG0008320	jg25915	ESY3_g29733_DN3_SP0_c0.t1
OG0008321	jg25952	ESY3_g29691_DN3_SP8_c0.t1
OG0008322	jg25997	ESY3_g29636_DN3_SP8_c0.t1
OG0008323	jg26000	ESY3_g29633_DN3_SP7_c0.t1
OG0008325	jg26046	ESY3_g29497_DN3_SP7_c0.t1
OG0008326	jg26087	ESY3_g29425_DN3_SP2_c0.t1
OG0008327	jg26090	ESY3_g29422_DN3_SP0_c0.t1
OG0008328	jg26165	ESY3_g29276_DN3_SP0_c0.t1
OG0008329	jg15398	ESY1_g10891_DN3_SP0_c0.t1, ESY1_g10975_DN1_SP0_c0.t1
OG0008330	jg26217	ESY3_g29206_DN3_SP2_c0.t1
OG0008331	jg11207	ESY22_g41121_DN2_SP0_c0.t1
OG0008332	jg26469	ESY3_g28770_DN3_SP7_c0.t1
OG0008333	jg26551	ESY3_g28629_DN3_SP0_c0.t1
OG0008334	jg26581	ESY3_g28499_DN3_SP8_c0.t1
OG0008335	jg26684	ESY3_g28098_DN3_SP5_c0.t1
OG0008336	jg26724	ESY3_g28084_DN3_SP8_c0.t1
OG0008337	jg26854	ESY3_g27520_DN3_SP6_c0.t1
OG0008338	jg21958	ESY6_g46883_DN3_SP7_c0.t1
OG0008339	jg27982	ESY11_g54251_DN3_SP8_c0.t1
OG0008340	jg27558	ESY11_g53627_DN3_SP6_c0.t1
OG0008341	jg27587	ESY11_g53670_DN3_SP8_c0.t1
OG0008342	jg27621	ESY4_g25680_DN3_SP0_c0.t1, ESY11_g53723_DN3_SP4_c0.t1
OG0008343	jg27686	ESY11_g53790_DN3_SP0_c0.t1
OG0008344	jg27752	ESY11_g53859_DN3_SP0_c0.t1
OG0008345	jg27790	ESY11_g53929_DN3_SP1_c0.t1
OG0008346	jg27804	ESY11_g53830_DN1_SP0_c0.t1, ESY11_g53829_DN2_SP0_c0.t1, ESY11_g53946_DN1_SP0_c0.t1
OG0008347	jg27867	ESY11_g54025_DN3_SP1_c0.t1
OG0008348	jg27870	ESY11_g54044_DN3_SP0_c0.t1
OG0008349	jg27879	ESY11_g54045_DN3_SP5_c0.t1
OG0008350	jg27912	ESY11_g54112_DN3_SP7_c0.t1
OG0008351	jg28038	ESY11_g54326_DN2_SP0_c0.t1
OG0008353	jg28054	ESY11_g54356_DN3_SP8_c0.t1
OG0008354	jg13613	ESY10_g14671_DN3_SP8_c0.t1
OG0008355	jg28157	ESY11_g54654_DN3_SP8_c0.t1
OG0008356	jg28256	ESY11_g54893_DN3_SP0_c0.t1, ESY11_g54894_DN3_SP0_c0.t1
OG0008357	jg33773	ESY2_g36380_DN3_SP0_c0.t1
OG0008358	jg33763	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0008359	jg33692	ESY2_g36281_DN3_SP7_c0.t1
OG0008360	jg20265	ESY10_g14753_DN3_SP7_c0.t1
OG0008361	jg33686	ESY2_g36271_DN1_SP0_c0.t1
OG0008362	jg33619	ESY2_g36196_DN3_SP0_c0.t1
OG0008363	jg33615	ESY2_g36192_DN3_SP5_c0.t1
OG0008364	jg33573, jg33571	ESY2_g36870_DN3_SP8_c0.t1
OG0008365	jg33556	ESY2_g36879_DN3_SP5_c0.t1
OG0008366	jg33544	ESY2_g36907_DN2_SP0_c0.t1
OG0008367	jg33523	ESY2_g36942_DN3_SP1_c0.t1
OG0008368	jg33522	ESY2_g36943_DN3_SP0_c0.t1
OG0008369	jg33517, jg33292	ESY2_g36953_DN3_SP8_c13.t1
OG0008370	jg33506	ESY2_g36971_DN3_SP4_c0.t1
OG0008371	jg33392	ESY2_g37144_DN3_SP0_c0.t1
OG0008372	jg33368	ESY2_g37167_DN3_SP8_c0.t1
OG0008373	jg33329	ESY2_g37220_DN3_SP0_c0.t1
OG0008374	jg33284	ESY2_g37269_DN3_SP0_c0.t1
OG0008375	jg33197	ESY2_g37433_DN3_SP0_c0.t1
OG0008376	jg33165	ESY2_g37483_DN3_SP8_c0.t1
OG0008377	jg33153	ESY2_g37492_DN3_SP8_c0.t1
OG0008378	jg33021	ESY2_g37736_DN2_SP0_c0.t1
OG0008379	jg32991	ESY2_g37852_DN3_SP0_c0.t1
OG0008380	jg11039	ESY2_g38375_DN3_SP8_c0.t1
OG0008381	jg11055	ESY2_g38419_DN3_SP1_c0.t1
OG0008383	jg18599	ESY1_g5642_DN3_SP0_c0.t1
OG0008384	jg18596	ESY4_g26370_DN2_SP8_c0.t1
OG0008385	jg15097	ESY1_g10291_DN3_SP0_c0.t1
OG0008386	jg15124	ESY1_g10328_DN1_SP0_c0.t1
OG0008388	jg15149	ESY1_g10380_DN3_SP0_c0.t1
OG0008389	jg15197	ESY1_g10453_DN2_SP0_c0.t1
OG0008390	jg15212	ESY1_g10489_DN3_SP3_c0.t1
OG0008391	jg15285	ESY1_g11098_DN2_SP2_c0.t1
OG0008392	jg15297	ESY1_g11084_DN3_SP8_c0.t1
OG0008393	jg15314	ESY1_g11048_DN3_SP4_c0.t1
OG0008394	jg15325	ESY1_g11030_DN3_SP7_c0.t1
OG0008395	jg15350	ESY1_g10993_DN3_SP0_c0.t1
OG0008396	jg15074	ESY1_g10229_DN2_SP0_c0.t1
OG0008397	jg15370	ESY1_g10966_DN3_SP2_c15.t1
OG0008398	jg15371	ESY1_g10964_DN3_SP8_c0.t1
OG0008399	jg15407	ESY1_g10874_DN3_SP0_c0.t1
OG0008400	jg15368	ESY1_g10972_DN3_SP2_c0.t1
OG0008401	jg15404	ESY1_g10878_DN3_SP8_c0.t1
OG0008402	jg15432	ESY1_g10813_DN3_SP8_c0.t1
OG0008403	jg15481	ESY1_g10753_DN2_SP0_c0.t1
OG0008404	jg15489	ESY1_g10735_DN3_SP0_c0.t1, ESY1_g10734_DN3_SP0_c0.t1
OG0008405	jg15573	ESY1_g10609_DN3_SP1_c0.t1
OG0008406	jg15620	ESY1_g10518_DN3_SP2_c0.t1
OG0008407	jg15685	ESY1_g11765_DN3_SP0_c0.t1
OG0008408	jg15772	ESY1_g11638_DN3_SP0_c14.t1
OG0008409	jg15836	ESY1_g11501_DN3_SP8_c3.t1
OG0008410	jg15871	ESY1_g11433_DN3_SP1_c0.t1
OG0008411	jg15890	ESY1_g11402_DN1_SP0_c0.t1
OG0008412	jg15891	ESY12_g51589_DN3_SP0_c0.t1
OG0008413	jg15898	ESY1_g11390_DN3_SP7_c0.t1
OG0008414	jg15903	ESY1_g11385_DN3_SP6_c0.t1
OG0008415	jg19608, jg25513, jg15913	ESY1_g11369_DN1_SP0_c0.t1
OG0008416	jg15914	ESY1_g11368_DN3_SP0_c0.t1
OG0008417	jg19610	ESY12_g51561_DN3_SP8_c0.t1
OG0008419	jg15985	ESY1_g11215_DN3_SP0_c0.t1
OG0008420	jg15999	ESY1_g11201_DN1_SP0_c0.t1
OG0008421	jg16000	ESY1_g11198_DN3_SP7_c0.t1
OG0008422	jg16015	ESY1_g11869_DN3_SP1_c0.t1
OG0008423	jg16019	ESY1_g11878_DN3_SP0_c0.t1, ESY8_g58593_DN3_SP0_c0.t1
OG0008424	jg16030	ESY1_g11898_DN3_SP5_c0.t1
OG0008425	jg16067	ESY1_g11978_DN3_SP0_c0.t1
OG0008426	jg16075	ESY1_g12003_DN3_SP0_c0.t1
OG0008427	jg16095	ESY1_g12061_DN3_SP0_c0.t1
OG0008428	jg16115	ESY1_g12116_DN3_SP0_c0.t1
OG0008430	jg16241	ESY1_g12358_DN3_SP7_c0.t1
OG0008431	jg16256	ESY1_g12392_DN3_SP0_c0.t1, ESY1_g12393_DN2_SP0_c0.t1
OG0008432	jg16259	ESY1_g12397_DN3_SP3_c0.t1
OG0008433	jg16278	ESY1_g12414_DN3_SP0_c0.t1
OG0008434	jg16289	ESY1_g12423_DN2_SP0_c0.t1
OG0008435	jg16284	ESY1_g12420_DN3_SP4_c0.t1
OG0008436	jg30657, jg16359	ESY5_g2548_DN2_SP0_c0.t1
OG0008437	jg16360	ESY1_g12521_DN3_SP8_c0.t1
OG0008438	jg16363	ESY1_g12524_DN3_SP0_c0.t1
OG0008439	jg16381	ESY1_g12548_DN3_SP0_c0.t1
OG0008440	jg16414	ESY1_g12564_DN3_SP4_c0.t1
OG0008441	jg33649	ESY2_g36225_DN3_SP0_c0.t1
OG0008442	jg33616, jg33617	ESY2_g36193_DN3_SP0_c0.t1
OG0008445	jg20493, jg20494	ESY7_g16858_DN3_SP0_c0.t1
OG0008446	jg7639	ESY18_g62979_DN3_SP0_c0.t1, ESY18_g62980_DN3_SP0_c0.t1
OG0008447	jg18993	ESY9_g45249_DN3_SP0_c0.t1
OG0008449	jg3359	ESY2_g38716_DN3_SP0_c0.t1, ESY4_g26066_DN2_SP0_c0.t1, ESY4_g26072_DN2_SP0_c0.t1
OG0008451	jg32182, jg32190, jg32185	ESY3_g31417_DN3_SP0_c0.t1
OG0008452	jg9597	ESY4_g23992_DN3_SP0_c0.t1
OG0008453	jg9204, jg9202	ESY4_g25040_DN2_SP0_c0.t1
OG0008454	jg9012	ESY4_g25840_DN3_SP0_c0.t1
OG0008455	jg9164	ESY4_g25272_DN3_SP5_c0.t1
OG0008456	jg29030	ESY5_g4622_DN3_SP0_c0.t1
OG0008458	jg29299	ESY5_g3288_DN3_SP0_c0.t1
OG0008459	jg29516	ESY5_g3591_DN3_SP0_c0.t1
OG0008460	jg7118, jg7116, jg7164	ESY7_g17652_DN3_SP0_c0.t1
OG0008461	jg12939	ESY10_g14613_DN3_SP0_c0.t1
OG0008464	jg2403	ESY2_g34466_DN2_SP0_c0.t1
OG0008465	jg2399	ESY2_g34469_DN1_SP0_c0.t1
OG0008466	jg2177	ESY2_g35212_DN2_SP0_c0.t1
OG0008467	jg27348, jg13711, jg26409	ESY3_g28953_DN3_SP0_c100.t1
OG0008468	jg25065	ESY3_g31219_DN3_SP8_c0.t1
OG0008469	jg4048	ESY7_g19375_DN3_SP0_c0.t1
OG0008471	jg17825	ESY8_g58916_DN3_SP0_c0.t1
OG0008472	jg12861	ESY17_g40051_DN3_SP0_c0.t1
OG0008473	jg22872	ESY2_g34013_DN3_SP0_c0.t1
OG0008474	jg13185	ESY10_g14125_DN2_SP0_c0.t1
OG0008475	jg21998	ESY6_g47143_DN3_SP0_c0.t1
OG0008476	jg22688	ESY6_g48519_DN3_SP7_c0.t1
OG0008477	jg6097	ESY6_g49001_DN3_SP0_c4.t1
OG0008479	jg23196	ESY6_g49362_DN3_SP0_c0.t1
OG0008480	jg23609	ESY6_g50421_DN3_SP0_c0.t1
OG0008481	jg11593, jg14067	ESY1_g11580_DN3_SP0_c0.t1
OG0008481	jg28492	ESY8_g58271_DN2_SP0_c9.t1
OG0008482	jg31097	ESY5_g1367_DN3_SP0_c0.t1
OG0008485	jg18578, jg13795, jg27159, jg27280	ESY22_g40728_DN3_SP0_c0.t1
OG0008487	jg18689	ESY9_g43959_DN3_SP0_c0.t1
OG0008490	jg20458, jg20457	ESY6_g50526_DN3_SP0_c19.t1
OG0008491	jg21358	ESY15_g64554_DN3_SP0_c0.t1
OG0008504	jg9610	ESY4_g23946_DN2_SP0_c0.t1
OG0008505	jg9568	ESY4_g24131_DN3_SP5_c0.t1
OG0008506	jg9548	ESY4_g24199_DN3_SP8_c0.t1
OG0008507	jg9533	ESY4_g24215_DN3_SP0_c0.t1
OG0008509	jg9429	ESY4_g24443_DN3_SP8_c0.t1
OG0008510	jg9428	ESY4_g24445_DN3_SP0_c0.t1
OG0008511	jg9427	ESY4_g24449_DN3_SP0_c7.t1
OG0008512	jg9425	ESY4_g24464_DN3_SP0_c0.t1
OG0008513	jg9410	ESY4_g24486_DN3_SP6_c0.t1
OG0008514	jg9388	ESY4_g24564_DN3_SP0_c0.t1
OG0008515	jg9380	ESY4_g24601_DN3_SP0_c0.t1
OG0008516	jg9371	ESY4_g24618_DN2_SP0_c0.t1
OG0008517	jg9368	ESY4_g24625_DN3_SP0_c0.t1
OG0008518	jg5848	ESY6_g49288_DN3_SP0_c0.t1
OG0008519	jg9322	ESY4_g24733_DN3_SP0_c0.t1
OG0008520	jg9319	ESY4_g24751_DN3_SP4_c0.t1
OG0008521	jg30529, jg9262	ESY4_g24890_DN3_SP0_c0.t1
OG0008522	jg9247	ESY4_g24923_DN3_SP0_c0.t1
OG0008523	jg9225	ESY4_g24995_DN3_SP8_c0.t1
OG0008524	jg9217	ESY4_g25017_DN3_SP0_c0.t1
OG0008525	jg9211	ESY4_g25023_DN3_SP0_c0.t1
OG0008526	jg9183	ESY4_g25080_DN3_SP4_c0.t1
OG0008527	jg9168	ESY4_g25099_DN2_SP8_c7.t1
OG0008528	jg9165	ESY4_g25273_DN3_SP0_c0.t1
OG0008529	jg9125	ESY4_g25178_DN3_SP0_c0.t1
OG0008530	jg9092	ESY4_g25109_DN3_SP0_c0.t1
OG0008531	jg9095	ESY4_g25113_DN3_SP8_c0.t1
OG0008532	jg9094	ESY4_g25111_DN3_SP8_c0.t1
OG0008533	jg9065	ESY4_g25970_DN3_SP3_c0.t1
OG0008534	jg9119	ESY4_g25172_DN3_SP1_c0.t1
OG0008535	jg9050	ESY4_g25943_DN3_SP4_c0.t1
OG0008536	jg9049	ESY4_g25942_DN3_SP8_c0.t1
OG0008537	jg9048	ESY4_g25911_DN3_SP0_c0.t1
OG0008538	jg9041	ESY4_g25904_DN3_SP1_c0.t1
OG0008539	jg3831, jg16569, jg7949, jg25257, jg33168, jg6393, jg8333, jg24453	ESY22_g40902_DN2_SP0_c0.t1
OG0008540	jg8933	ESY4_g25712_DN2_SP0_c0.t1
OG0008541	jg8958	ESY4_g25769_DN3_SP8_c0.t1
OG0008542	jg8970	ESY4_g25676_DN3_SP8_c0.t1
OG0008543	jg8912	ESY4_g25633_DN3_SP0_c0.t1
OG0008544	jg8910	ESY4_g25627_DN3_SP0_c0.t1
OG0008545	jg8900	ESY4_g25587_DN3_SP0_c0.t1
OG0008546	jg8878	ESY4_g25560_DN3_SP4_c0.t1
OG0008547	jg8862	ESY4_g25518_DN3_SP0_c0.t1
OG0008548	jg31744	ESY16_g61956_DN3_SP8_c0.t1
OG0008549	jg31806	ESY16_g61839_DN3_SP8_c0.t1
OG0008550	jg31813	ESY16_g61828_DN3_SP0_c0.t1
OG0008551	jg31832	ESY16_g61792_DN3_SP7_c0.t1
OG0008552	jg31860	ESY16_g61750_DN3_SP7_c0.t1
OG0008553	jg31890	ESY16_g61703_DN3_SP7_c0.t1
OG0008554	jg10911	ESY16_g61625_DN3_SP0_c0.t1
OG0008555	jg10916	ESY16_g61616_DN3_SP8_c0.t1
OG0008556	jg10955	ESY16_g61505_DN3_SP8_c0.t1
OG0008557	jg29658	ESY5_g3770_DN3_SP7_c0.t1
OG0008558	jg18374	ESY2_g34270_DN3_SP0_c0.t1
OG0008559	jg1522	ESY2_g34268_DN3_SP0_c0.t1
OG0008560	jg1409	ESY2_g34203_DN3_SP0_c0.t1
OG0008561	jg9084	ESY4_g25997_DN3_SP8_c0.t1
OG0008562	jg1184	ESY2_g34107_DN1_SP0_c0.t1
OG0008564	jg1139	ESY2_g34087_DN3_SP0_c0.t1
OG0008565	jg998	ESY2_g34023_DN3_SP0_c0.t1
OG0008566	jg995	ESY2_g34018_DN3_SP8_c0.t1
OG0008568	jg922	ESY2_g33956_DN3_SP0_c0.t1
OG0008569	jg26679	ESY3_g28150_DN3_SP0_c0.t1
OG0008570	jg856	ESY2_g33888_DN3_SP8_c0.t1, ESY5_g3597_DN3_SP0_c0.t1, ESY5_g3596_DN3_SP0_c0.t1
OG0008571	jg839	ESY2_g33869_DN3_SP0_c0.t1
OG0008572	jg833	ESY2_g33864_DN3_SP0_c0.t1
OG0008573	jg794	ESY2_g33834_DN3_SP8_c0.t1, ESY5_g3661_DN3_SP0_c0.t1
OG0008574	jg790	ESY2_g33829_DN3_SP0_c0.t1
OG0008575	jg787	ESY2_g33826_DN3_SP3_c0.t1
OG0008576	jg759	ESY2_g33787_DN3_SP8_c0.t1, ESY5_g3698_DN3_SP2_c0.t1
OG0008577	jg29622	ESY5_g3724_DN3_SP7_c0.t1
OG0008578	jg30005	ESY5_g2888_DN3_SP0_c0.t1
OG0008579	jg12962	ESY10_g14597_DN3_SP0_c0.t1
OG0008580	jg12985	ESY10_g14551_DN3_SP0_c0.t1, ESY18_g63747_DN2_SP0_c0.t1
OG0008581	jg12996	ESY10_g14519_DN3_SP0_c0.t1
OG0008582	jg13049	ESY10_g14399_DN3_SP8_c0.t1
OG0008583	jg13082	ESY10_g14336_DN3_SP0_c0.t1
OG0008584	jg13150	ESY10_g14201_DN3_SP7_c0.t1
