Orthogroup	Arabidopsis_arenosa	Conringia_planisiliqua
OG0007843	jg23472	CP2_g47832_DN3_SP8_c.t1
OG0007844	jg23488	CP2_g47816_DN3_SP8_c.t1
OG0007846	jg23532	CP2_g47775_DN3_SP4_c.t1
OG0007847	jg23536	CP2_g47772_DN3_SP1_c.t1
OG0007848	jg23541	CP2_g47767_DN3_SP8_c.t1
OG0007849	jg23583	CP2_g47727_DN2_SP0_c.t1
OG0007850	jg23584	CP2_g47726_DN3_SP8_c.t1
OG0007851	jg23598	CP2_g47715_DN3_SP3_c.t1
OG0007852	jg23620	CP2_g47692_DN3_SP8_c.t1
OG0007853	jg23643	CP2_g47668_DN3_SP8_c.t1
OG0007854	jg23650	CP2_g47660_DN3_SP0_c.t1
OG0007855	jg23659	CP2_g47651_DN3_SP8_c.t1
OG0007856	jg23704	CP2_g47614_DN3_SP1_c.t1
OG0007857	jg23747	CP2_g47568_DN3_SP7_c.t1
OG0007858	jg14999	CP3_g14250_DN3_SP6_c.t1
OG0007859	jg23764	CP2_g47560_DN3_SP5_c.t1
OG0007860	jg8170	CP8_g54614_DN3_SP8_c.t1
OG0007861	jg8183	CP8_g54626_DN3_SP8_c.t1
OG0007862	jg8104	CP8_g54603_DN3_SP8_c.t1
OG0007863	jg8128	CP8_g54577_DN3_SP7_c.t1
OG0007864	jg8135	CP8_g54570_DN3_SP2_c.t1
OG0007865	jg8094	CP8_g54539_DN3_SP6_c.t1
OG0007866	jg8071	CP11_g32154_DN3_SP2_c.t1
OG0007867	jg8016	CP11_g32108_DN3_SP8_c.t1
OG0007868	jg7991	CP11_g32083_DN3_SP8_c.t1
OG0007869	jg7988	CP11_g32080_DN3_SP8_c.t1
OG0007870	jg7984	CP11_g32076_DN3_SP5_c.t1
OG0007871	jg7848	CP11_g32030_DN3_SP0_c.t1
OG0007872	jg7858	CP11_g32020_DN3_SP0_c.t1
OG0007873	jg7902	CP11_g31992_DN3_SP6_c.t1
OG0007874	jg7917	CP11_g31973_DN3_SP8_c.t1
OG0007875	jg20774	CP13_g20189_DN3_SP5_c.t1
OG0007876	jg20808	CP13_g20225_DN3_SP3_c.t1
OG0007877	jg20904	CP13_g20316_DN3_SP2_c.t1
OG0007879	jg18438	CP4_g25409_DN2_SP7_c.t1
OG0007880	jg18301	CP4_g25507_DN2_SP1_c.t1
OG0007881	jg18298	CP4_g25505_DN3_SP8_c.t1
OG0007882	jg18296	CP4_g25503_DN3_SP7_c.t1
OG0007883	jg18380, jg12222	CP4_g25456_DN3_SP3_c.t1
OG0007884	jg18305	CP4_g25512_DN3_SP0_c.t1
OG0007885	jg18245	CP4_g25572_DN3_SP8_c.t1
OG0007886	jg18183, jg18179	CP10_g43258_DN3_SP0_c.t1, CP4_g25625_DN3_SP6_c.t1
OG0007887	jg18165	CP4_g25643_DN3_SP0_c.t1, CP5_g2758_DN1_SP0_c.t1
OG0007888	jg18151	CP4_g25658_DN3_SP0_c.t1
OG0007890	jg29004	CP1_g36939_DN2_SP0_c.t1
OG0007891	jg18136	CP4_g25677_DN3_SP8_c.t1
OG0007892	jg18093	CP4_g25705_DN3_SP8_c.t1
OG0007893	jg18078	CP4_g25719_DN1_SP0_c.t1
OG0007894	jg18075	CP4_g25722_DN3_SP8_c.t1
OG0007895	jg18063	CP4_g25733_DN3_SP0_c.t1
OG0007896	jg29064	CP1_g36997_DN2_SP0_c.t1
OG0007897	jg18041	CP4_g25757_DN3_SP8_c.t1
OG0007898	jg17858	CP4_g25863_DN3_SP0_c.t1
OG0007899	jg17855	CP4_g25864_DN2_SP2_c.t1
OG0007900	jg17811	CP4_g25899_DN3_SP6_c.t1
OG0007901	jg17804	CP4_g25909_DN2_SP0_c.t1
OG0007902	jg17792	CP4_g25922_DN3_SP8_c.t1
OG0007903	jg17726	CP4_g25973_DN3_SP6_c.t1
OG0007904	jg17569	CP4_g26427_DN3_SP5_c.t1
OG0007905	jg17465	CP24_g47484_DN3_SP6_c.t1
OG0007906	jg4422, jg4508	CP11_g33235_DN2_SP2_c.t1
OG0007907	jg17349	CP18_g12077_DN3_SP1_c.t1
OG0007908	jg17310	CP18_g12175_DN3_SP8_c.t1
OG0007909	jg9711	CP5_g1271_DN3_SP8_c.t1
OG0007910	jg9739	CP5_g1295_DN3_SP8_c.t1
OG0007911	jg5298	CP11_g32492_DN3_SP8_c.t1
OG0007912	jg23941	CP10_g42141_DN3_SP2_c.t1
OG0007913	jg5226	CP11_g32556_DN2_SP0_c.t1
OG0007914	jg12155, jg12154	CP21_g11019_DN3_SP7_c.t1, CP7_g44461_DN3_SP1_c.t1
OG0007915	jg9806	CP19_g17993_DN3_SP8_c.t1
OG0007916	jg23983	CP10_g42179_DN3_SP6_c.t1
OG0007917	jg23989	CP10_g42184_DN3_SP0_c.t1
OG0007918	jg5354	CP11_g32442_DN3_SP8_c.t1
OG0007919	jg24020	CP10_g42208_DN3_SP0_c.t1
OG0007922	jg24102	CP10_g42272_DN2_SP0_c.t1, CP10_g42271_DN3_SP0_c.t1
OG0007923	jg24112	CP10_g42281_DN3_SP3_c.t1
OG0007925	jg24186	CP10_g42337_DN3_SP8_c.t1
OG0007926	jg24225	CP10_g42369_DN3_SP8_c.t1
OG0007927	jg24272	CP10_g42408_DN3_SP6_c.t1
OG0007928	jg24353	CP10_g42457_DN3_SP6_c.t1
OG0007929	jg24359	CP10_g42461_DN3_SP8_c.t1
OG0007930	jg24379	CP10_g42476_DN3_SP8_c.t1
OG0007931	jg24404	CP2_g48632_DN3_SP1_c.t1, CP10_g42495_DN3_SP8_c.t1
OG0007932	jg24389, jg24390	CP10_g42485_DN3_SP0_c.t1
OG0007933	jg24415	CP10_g42505_DN3_SP3_c.t1
OG0007934	jg24419	CP10_g42509_DN3_SP0_c.t1, CP3_g15923_DN1_SP0_c.t1
OG0007935	jg24433	CP10_g42522_DN3_SP0_c.t1
OG0007936	jg24460	CP10_g42542_DN3_SP8_c.t1
OG0007937	jg24451	CP10_g42537_DN3_SP6_c.t1
OG0007938	jg24487	CP10_g42560_DN3_SP0_c.t1
OG0007939	jg24521	CP10_g42594_DN3_SP0_c.t1
OG0007940	jg24534	CP10_g42604_DN3_SP0_c.t1
OG0007941	jg24544	CP10_g42615_DN3_SP2_c.t1
OG0007942	jg24592	CP10_g42653_DN3_SP8_c.t1
OG0007943	jg24598	CP10_g42658_DN3_SP1_c.t1
OG0007944	jg24600	CP10_g42659_DN3_SP8_c.t1
OG0007945	jg24603	CP10_g42661_DN3_SP8_c.t1
OG0007946	jg24606	CP10_g42663_DN3_SP0_c.t1
OG0007948	jg21461	CP2_g48742_DN3_SP8_c.t1
OG0007949	jg24664	CP10_g42719_DN3_SP0_c.t1
OG0007950	jg24685	CP10_g42740_DN3_SP6_c.t1
OG0007951	jg24709	CP10_g42763_DN3_SP0_c.t1
OG0007952	jg24724	CP10_g42778_DN3_SP1_c.t1
OG0007953	jg24733	CP10_g42786_DN3_SP8_c.t1
OG0007955	jg24752	CP10_g42805_DN3_SP8_c.t1
OG0007956	jg24765	CP10_g42816_DN3_SP2_c.t1
OG0007957	jg24797	CP10_g42844_DN3_SP3_c.t1, CP2_g49223_DN3_SP1_c.t1
OG0007958	jg19263	CP4_g24701_DN3_SP0_c.t1
OG0007959	jg19259, jg19260	CP4_g24704_DN3_SP5_c.t1
OG0007960	jg19257	CP4_g24706_DN2_SP0_c.t1
OG0007961	jg19230	CP4_g24726_DN2_SP0_c.t1
OG0007962	jg19218	CP4_g24739_DN3_SP1_c.t1
OG0007963	jg19170	CP4_g24773_DN3_SP0_c.t1
OG0007964	jg19066	CP4_g24840_DN3_SP0_c.t1
OG0007965	jg18737	CP4_g25136_DN2_SP0_c.t1
OG0007966	jg18741	CP4_g25134_DN3_SP0_c.t1
OG0007967	jg18753	CP4_g25124_DN1_SP0_c.t1
OG0007968	jg18781	CP4_g25094_DN2_SP0_c.t1
OG0007969	jg18784	CP4_g25091_DN3_SP0_c.t1
OG0007971	jg18835	CP4_g25049_DN3_SP5_c.t1
OG0007973	jg18854	CP4_g25032_DN3_SP5_c.t1
OG0007974	jg18868	CP4_g25020_DN2_SP5_c.t1
OG0007975	jg18919	CP4_g24970_DN3_SP0_c.t1
OG0007976	jg18929	CP4_g24962_DN2_SP0_c.t1
OG0007977	jg18937	CP4_g24954_DN3_SP0_c.t1
OG0007978	jg18952	CP4_g24939_DN3_SP0_c.t1
OG0007979	jg18979	CP4_g24914_DN3_SP8_c.t1
OG0007980	jg18994	CP4_g24902_DN3_SP5_c.t1
OG0007981	jg19014	CP4_g24887_DN3_SP0_c.t1
OG0007982	jg18712	CP4_g25160_DN3_SP1_c.t1
OG0007983	jg30026	CP7_g46189_DN2_SP0_c.t1
OG0007984	jg30113	CP7_g46115_DN3_SP3_c.t1
OG0007985	jg30156, jg30167, jg30179	CP7_g46074_DN3_SP8_c.t1
OG0007986	jg30307	CP7_g45967_DN3_SP1_c.t1
OG0007987	jg30353	CP7_g45925_DN3_SP2_c.t1
OG0007988	jg30343	CP7_g45935_DN3_SP0_c.t1
OG0007989	jg30359	CP7_g45920_DN3_SP8_c.t1
OG0007991	jg6068, jg30370	CP7_g45909_DN3_SP0_c.t1
OG0007992	jg30385	CP7_g45892_DN3_SP0_c.t1
OG0007993	jg30389	CP7_g45888_DN3_SP8_c.t1
OG0007994	jg30412	CP7_g45869_DN3_SP1_c.t1
OG0007995	jg30454	CP7_g45829_DN3_SP7_c.t1
OG0007996	jg30456	CP7_g45826_DN3_SP0_c.t1
OG0007997	jg30472	CP7_g45812_DN3_SP0_c.t1
OG0007998	jg30476	CP7_g45809_DN3_SP2_c.t1
OG0007999	jg30512	CP7_g45776_DN3_SP1_c.t1
OG0008000	jg30513	CP7_g45775_DN3_SP0_c.t1
OG0008001	jg30522	CP7_g45768_DN3_SP0_c.t1
OG0008002	jg30546	CP7_g45742_DN3_SP0_c.t1
OG0008003	jg30556	CP7_g45732_DN3_SP0_c.t1
OG0008004	jg30629	CP7_g45685_DN3_SP8_c.t1
OG0008005	jg3306	CP9_g29287_DN3_SP6_c.t1
OG0008006	jg30644	CP7_g45669_DN3_SP4_c.t1
OG0008007	jg30680	CP7_g45645_DN2_SP0_c.t1
OG0008008	jg30692	CP7_g45635_DN2_SP0_c.t1
OG0008009	jg30695	CP7_g45633_DN3_SP8_c.t1
OG0008010	jg3378	CP9_g29354_DN3_SP8_c.t1
OG0008011	jg30697	CP7_g45631_DN3_SP1_c.t1
OG0008012	jg30706	CP7_g45621_DN3_SP0_c.t1
OG0008013	jg30716	CP7_g45613_DN3_SP6_c.t1
OG0008014	jg30788	CP7_g45560_DN3_SP0_c.t1
OG0008015	jg30795	CP7_g45555_DN3_SP6_c.t1
OG0008016	jg30811, jg30812	CP7_g45534_DN3_SP0_c.t1, CP7_g45536_DN3_SP0_c.t1
OG0008017	jg30822	CP7_g45523_DN3_SP8_c.t1
OG0008018	jg30865	CP7_g45480_DN3_SP0_c.t1
OG0008019	jg30917	CP7_g45439_DN3_SP8_c.t1
OG0008020	jg30948	CP7_g45405_DN3_SP3_c.t1
OG0008021	jg31012	CP1_g39208_DN2_SP0_c.t1, CP7_g45368_DN1_SP0_c.t1, CP1_g39216_DN3_SP0_c.t1
OG0008022	jg31152	CP7_g45251_DN3_SP8_c.t1
OG0008023	jg31154	CP7_g45246_DN3_SP3_c.t1
OG0008024	jg31162	CP7_g45239_DN3_SP0_c.t1
OG0008025	jg2353	CP9_g28389_DN3_SP2_c.t1
OG0008026	jg31227	CP7_g45180_DN3_SP6_c.t1
OG0008027	jg31257	CP7_g45154_DN3_SP0_c.t1
OG0008028	jg31256	CP7_g45155_DN1_SP0_c.t1
OG0008029	jg31271	CP7_g45136_DN3_SP5_c.t1
OG0008030	jg10061	CP19_g18231_DN1_SP1_c.t1
OG0008031	jg10056	CP19_g18226_DN3_SP3_c.t1
OG0008032	jg10050	CP19_g18219_DN3_SP7_c.t1
OG0008033	jg10028	CP19_g18203_DN3_SP1_c.t1
OG0008034	jg10021	CP19_g18193_DN3_SP0_c.t1
OG0008035	jg9968	CP19_g18143_DN3_SP8_c.t1
OG0008037	jg9944	CP19_g18121_DN3_SP0_c.t1
OG0008038	jg9935	CP19_g18113_DN3_SP7_c.t1
OG0008039	jg9933	CP19_g18111_DN3_SP0_c.t1
OG0008040	jg9661	CP5_g1218_DN1_SP1_c.t1
OG0008041	jg9647	CP5_g1207_DN3_SP5_c.t1
OG0008042	jg17015	CP16_g55178_DN3_SP8_c.t1
OG0008043	jg16963	CP16_g55139_DN3_SP8_c.t1
OG0008044	jg21415, jg16908	CP16_g55098_DN3_SP0_c.t1
OG0008045	jg16796	CP16_g54991_DN3_SP0_c.t1
OG0008046	jg3080	CP9_g29067_DN3_SP8_c.t1
OG0008047	jg16705	CP16_g54906_DN3_SP1_c.t1
OG0008048	jg16704	CP16_g54905_DN3_SP0_c.t1
OG0008049	jg16698	CP16_g54901_DN3_SP0_c.t1
OG0008050	jg16687	CP16_g54892_DN3_SP1_c.t1
OG0008051	jg16681	CP16_g54888_DN3_SP6_c.t1
OG0008052	jg16626	CP16_g54827_DN3_SP0_c.t1
OG0008053	jg16603	CP16_g54817_DN3_SP7_c.t1
OG0008054	jg16593	CP16_g54807_DN2_SP0_c.t1
OG0008055	jg16564	CP16_g54774_DN3_SP8_c.t1
OG0008056	jg16543	CP16_g54757_DN3_SP8_c.t1
OG0008057	jg16539	CP6_g8277_DN3_SP0_c.t1
OG0008058	jg16518	CP16_g54740_DN3_SP8_c.t1
OG0008059	jg29997	CP1_g37816_DN3_SP8_c.t1
OG0008060	jg29989	CP1_g37809_DN3_SP4_c.t1
OG0008061	jg29986	CP1_g37807_DN3_SP0_c.t1
OG0008062	jg29975	CP1_g37798_DN3_SP0_c.t1
OG0008063	jg29964	CP1_g37788_DN3_SP8_c.t1
OG0008064	jg29941	CP1_g37767_DN2_SP7_c.t1
OG0008065	jg29918	CP1_g37749_DN3_SP0_c.t1
OG0008066	jg29878	CP1_g37707_DN3_SP0_c.t1
OG0008067	jg29871	CP1_g37702_DN3_SP8_c.t1
OG0008068	jg29837	CP1_g37675_DN3_SP5_c.t1
OG0008070	jg29762	CP1_g37605_DN1_SP0_c.t1
OG0008072	jg29713	CP1_g37564_DN3_SP0_c.t1
OG0008073	jg29694	CP1_g37550_DN3_SP8_c.t1
OG0008074	jg29686	CP1_g37543_DN3_SP8_c.t1
OG0008075	jg29645	CP1_g37511_DN3_SP0_c.t1
OG0008076	jg29625	CP1_g37485_DN3_SP8_c.t1
OG0008077	jg29623	CP1_g37483_DN3_SP6_c.t1
OG0008078	jg29599	CP1_g37458_DN3_SP0_c.t1
OG0008079	jg29586	CP1_g37447_DN3_SP0_c.t1
OG0008080	jg29569	CP1_g37442_DN1_SP0_c.t1
OG0008081	jg29459	CP1_g37358_DN3_SP0_c.t1
OG0008082	jg29428	CP1_g37330_DN3_SP6_c.t1
OG0008083	jg29398	CP1_g37306_DN3_SP8_c.t1
OG0008084	jg29390	CP1_g37298_DN3_SP8_c.t1
OG0008085	jg29350	CP1_g37260_DN3_SP5_c.t1
OG0008086	jg15380	CP3_g13913_DN3_SP8_c.t1
OG0008087	jg29240	CP1_g37161_DN3_SP3_c.t1
OG0008088	jg29217	CP1_g37135_DN3_SP5_c.t1
OG0008089	jg29219	CP1_g37137_DN3_SP7_c.t1
OG0008090	jg29109	CP1_g37035_DN3_SP2_c.t1
OG0008091	jg29075	CP1_g37005_DN3_SP7_c.t1
OG0008092	jg29057	CP1_g36990_DN2_SP1_c.t1
OG0008094	jg29026	CP1_g36966_DN3_SP1_c.t1
OG0008095	jg29014	CP1_g36948_DN3_SP0_c.t1
OG0008096	jg29007	CP1_g36942_DN3_SP5_c.t1
OG0008097	jg29001	CP1_g36936_DN1_SP0_c.t1
OG0008098	jg28999	CP1_g36934_DN3_SP5_c.t1
OG0008099	jg28986	CP8_g53049_DN1_SP0_c.t1, CP8_g53048_DN2_SP0_c.t1
OG0008100	jg28959	CP1_g36900_DN3_SP2_c.t1
OG0008101	jg28934	CP1_g36879_DN3_SP8_c.t1
OG0008102	jg28903	CP10_g44061_DN2_SP0_c.t1, CP1_g36854_DN3_SP7_c.t1
OG0008103	jg28833	CP1_g36572_DN3_SP0_c.t1
OG0008104	jg5183	CP11_g32597_DN3_SP4_c.t1
OG0008105	jg28775	CP1_g36620_DN3_SP8_c.t1
OG0008106	jg28764	CP1_g36632_DN3_SP1_c.t1
OG0008108	jg28738	CP1_g36657_DN3_SP0_c.t1
OG0008109	jg28670	CP1_g36718_DN3_SP8_c.t1
OG0008110	jg28672	CP1_g36716_DN3_SP5_c.t1
OG0008111	jg28673	CP1_g36715_DN3_SP0_c.t1
OG0008112	jg28676	CP1_g36712_DN3_SP8_c.t1
OG0008113	jg28698	CP1_g36695_DN3_SP0_c.t1
OG0008114	jg28642	CP1_g36741_DN3_SP8_c.t1
OG0008115	jg28634	CP1_g36749_DN3_SP0_c.t1
OG0008116	jg28627	CP1_g36755_DN3_SP2_c.t1
OG0008117	jg28598	CP1_g36783_DN3_SP3_c.t1
OG0008118	jg28548	CP1_g36543_DN3_SP8_c.t1
OG0008119	jg15142, jg28552	CP1_g36817_DN3_SP0_c.t1
OG0008120	jg28553	CP1_g36816_DN2_SP0_c.t1
OG0008122	jg28513	CP1_g36503_DN3_SP8_c.t1
OG0008123	jg28455	CP1_g36451_DN3_SP8_c.t1
OG0008124	jg8246	CP8_g54685_DN3_SP0_c.t1
OG0008125	jg28402	CP1_g36401_DN2_SP8_c.t1
OG0008126	jg5263	CP11_g32523_DN3_SP0_c.t1
OG0008127	jg5240	CP11_g32544_DN3_SP8_c.t1
OG0008128	jg5294	CP11_g32496_DN3_SP8_c.t1
OG0008129	jg5295	CP11_g32495_DN3_SP8_c.t1, CP17_g5093_DN2_SP0_c.t1
OG0008130	jg5303	CP11_g32487_DN3_SP5_c.t1
OG0008131	jg5383	CP11_g32411_DN3_SP1_c.t1
OG0008132	jg5380	CP11_g32416_DN3_SP7_c.t1
OG0008133	jg5379	CP11_g32417_DN3_SP2_c.t1
OG0008134	jg5437	CP11_g32360_DN3_SP4_c.t1
OG0008135	jg5471	CP11_g32326_DN3_SP2_c.t1
OG0008136	jg5474	CP11_g32322_DN3_SP3_c.t1
OG0008137	jg5481	CP11_g32317_DN3_SP8_c.t1
OG0008138	jg5489	CP11_g32308_DN3_SP8_c.t1
OG0008139	jg5522	CP11_g32270_DN3_SP8_c.t1
OG0008140	jg5578	CP11_g32226_DN3_SP7_c.t1
OG0008142	jg5622	CP11_g32188_DN3_SP0_c.t1
OG0008143	jg5624	CP11_g32187_DN3_SP0_c.t1
OG0008144	jg32478	CP1_g38237_DN3_SP0_c.t1
OG0008145	jg5666	CP8_g54511_DN3_SP8_c.t1
OG0008146	jg5688	CP8_g54495_DN3_SP0_c.t1
OG0008147	jg5690	CP8_g54493_DN3_SP7_c.t1
OG0008148	jg5701	CP8_g54484_DN3_SP2_c.t1
OG0008149	jg5718	CP8_g54469_DN3_SP8_c.t1
OG0008150	jg5736	CP8_g54459_DN3_SP5_c.t1
OG0008151	jg5755	CP8_g54434_DN2_SP0_c.t1
OG0008153	jg5759	CP8_g54428_DN3_SP3_c.t1
OG0008154	jg5768	CP8_g54419_DN3_SP8_c.t1
OG0008155	jg5793	CP8_g54400_DN2_SP0_c.t1
OG0008156	jg6534	CP2_g48519_DN3_SP0_c.t1
OG0008157	jg6539	CP2_g48524_DN2_SP5_c.t1
OG0008159	jg6547	CP2_g48531_DN3_SP8_c.t1
OG0008160	jg6583	CP2_g48559_DN3_SP8_c.t1
OG0008161	jg6612	CP2_g48580_DN3_SP2_c.t1
OG0008163	jg6643	CP2_g48596_DN3_SP0_c.t1
OG0008164	jg6664	CP2_g48612_DN3_SP5_c.t1
OG0008165	jg6909	CP2_g48674_DN3_SP8_c.t1
OG0008166	jg21529	CP2_g48722_DN2_SP1_c.t1
OG0008167	jg21547	CP2_g48709_DN3_SP0_c.t1
OG0008168	jg21458	CP2_g48745_DN3_SP2_c.t1
OG0008169	jg21426	CP2_g48763_DN3_SP8_c.t1
OG0008171	jg21397	CP2_g48775_DN2_SP6_c.t1
OG0008172	jg5176	CP11_g32605_DN3_SP7_c.t1
OG0008173	jg5169	CP11_g32613_DN3_SP8_c.t1
OG0008174	jg5164	CP11_g32618_DN3_SP0_c.t1
OG0008175	jg4529	CP11_g33295_DN3_SP8_c.t1
OG0008177	jg4432	CP11_g33244_DN3_SP8_c.t1
OG0008178	jg4426	CP11_g33239_DN2_SP0_c.t1
OG0008179	jg4398	CP11_g33223_DN3_SP8_c.t1
OG0008180	jg4273	CP11_g33376_DN3_SP0_c.t1
OG0008181	jg4206	CP11_g33435_DN3_SP0_c.t1
OG0008182	jg4204	CP11_g33437_DN3_SP0_c.t1
OG0008183	jg5794	CP8_g54399_DN3_SP8_c.t1
OG0008184	jg6414	CP2_g48444_DN3_SP8_c.t1
OG0008185	jg6378	CP2_g48416_DN3_SP1_c.t1
OG0008186	jg6338	CP2_g48388_DN3_SP7_c.t1
OG0008187	jg6331	CP2_g48384_DN3_SP0_c.t1
OG0008188	jg6327	CP2_g48381_DN2_SP7_c.t1
OG0008189	jg6293	CP2_g48356_DN3_SP6_c.t1
OG0008190	jg6269	CP2_g48339_DN3_SP8_c.t1
OG0008191	jg6225	CP2_g48303_DN3_SP8_c.t1
OG0008192	jg6219	CP2_g48298_DN2_SP0_c.t1
OG0008193	jg6195	CP2_g48277_DN3_SP8_c.t1
OG0008194	jg2368	CP9_g28371_DN3_SP8_c.t1
OG0008195	jg6164	CP2_g48250_DN3_SP8_c.t1
OG0008196	jg6148	CP2_g48242_DN3_SP0_c.t1
OG0008197	jg6146	CP2_g48240_DN3_SP3_c.t1
OG0008199	jg23082	CP2_g48166_DN3_SP6_c.t1
OG0008200	jg23114	CP2_g48136_DN2_SP0_c.t1
OG0008201	jg23132	CP2_g48117_DN3_SP7_c.t1
OG0008202	jg23179	CP2_g48077_DN3_SP0_c.t1
OG0008203	jg23181	CP2_g48074_DN3_SP7_c.t1
OG0008204	jg23192	CP2_g48066_DN3_SP2_c.t1
OG0008205	jg23204	CP2_g48050_DN3_SP1_c.t1
OG0008206	jg23208	CP2_g48046_DN3_SP0_c.t1
OG0008207	jg23228	CP2_g48031_DN3_SP8_c.t1
OG0008208	jg23255	CP2_g48014_DN3_SP6_c.t1
OG0008209	jg23278	CP2_g48001_DN1_SP0_c.t1
OG0008210	jg22763	CP8_g53851_DN3_SP8_c.t1
OG0008211	jg22762	CP8_g53850_DN3_SP0_c.t1
OG0008213	jg15000	CP3_g14249_DN3_SP1_c.t1
OG0008214	jg14996	CP3_g14252_DN3_SP1_c.t1
OG0008215	jg14992	CP3_g14256_DN3_SP8_c.t1
OG0008216	jg14959	CP3_g14293_DN3_SP3_c.t1
OG0008217	jg14926	CP3_g14320_DN3_SP8_c.t1
OG0008218	jg14870	CP3_g14373_DN3_SP0_c.t1
OG0008219	jg14806	CP3_g14422_DN3_SP0_c.t1
OG0008220	jg14805	CP3_g14424_DN3_SP0_c.t1
OG0008222	jg14656	CP3_g14545_DN3_SP8_c.t1
OG0008223	jg14461	CP3_g14729_DN3_SP0_c.t1
OG0008224	jg14187	CP3_g15139_DN3_SP8_c.t1
OG0008226	jg2315	CP9_g28338_DN3_SP8_c.t1
OG0008227	jg2312	CP9_g28332_DN3_SP6_c.t1
OG0008228	jg2310	CP9_g28330_DN3_SP3_c.t1
OG0008229	jg2308	CP9_g28327_DN2_SP2_c.t1
OG0008230	jg2296	CP9_g28319_DN3_SP7_c.t1
OG0008231	jg2293	CP9_g28315_DN3_SP6_c.t1
OG0008232	jg18603	CP4_g25256_DN3_SP6_c.t1
OG0008233	jg2268	CP9_g28287_DN3_SP4_c.t1
OG0008234	jg2335, jg2330	CP9_g28356_DN3_SP8_c.t1
OG0008235	jg2259	CP9_g28278_DN1_SP0_c.t1
OG0008236	jg2474	CP9_g28482_DN3_SP3_c.t1
OG0008237	jg2475	CP9_g28483_DN3_SP7_c.t1
OG0008238	jg2482	CP9_g28488_DN3_SP1_c.t1
OG0008239	jg2582	CP9_g28592_DN3_SP8_c.t1
OG0008240	jg31026	CP7_g45353_DN3_SP0_c.t1
OG0008241	jg26375	CP12_g30538_DN3_SP2_c.t1
OG0008242	jg2627	CP9_g28627_DN3_SP8_c.t1
OG0008243	jg2629	CP9_g28630_DN3_SP0_c.t1
OG0008245	jg2646	CP9_g28647_DN3_SP1_c.t1, CP9_g28650_DN2_SP1_c.t1
OG0008246	jg2651	CP9_g28655_DN3_SP5_c.t1
OG0008247	jg2721	CP9_g28728_DN3_SP4_c.t1
OG0008248	jg2751, jg2753	CP9_g28757_DN3_SP8_c.t1
OG0008249	jg2805	CP9_g28797_DN3_SP8_c.t1
OG0008250	jg2853	CP9_g28851_DN3_SP1_c.t1
OG0008251	jg3488	CP9_g29455_DN3_SP3_c.t1
OG0008252	jg3486	CP9_g29453_DN3_SP2_c.t1
OG0008253	jg3484	CP9_g29451_DN3_SP0_c.t1, CP5_g2288_DN1_SP0_c.t1
OG0008254	jg3455	CP9_g29426_DN3_SP0_c.t1
OG0008255	jg3451	CP1_g39157_DN2_SP0_c.t1, CP9_g29422_DN3_SP0_c.t1
OG0008256	jg3415	CP9_g29390_DN3_SP8_c.t1
OG0008257	jg3386	CP9_g29362_DN1_SP0_c.t1
OG0008258	jg3376	CP9_g29352_DN3_SP0_c.t1
OG0008259	jg3353	CP9_g29334_DN3_SP8_c.t1
OG0008260	jg3312	CP9_g29292_DN3_SP8_c.t1
OG0008261	jg3260	CP9_g29249_DN3_SP0_c.t1
OG0008262	jg3253	CP9_g29241_DN3_SP7_c.t1
OG0008263	jg3238	CP9_g29226_DN1_SP0_c.t1
OG0008264	jg3237	CP9_g29225_DN2_SP3_c.t1
OG0008265	jg3225	CP9_g29208_DN3_SP6_c.t1
OG0008266	jg3221	CP9_g29201_DN3_SP0_c.t1
OG0008267	jg3208	CP9_g29192_DN3_SP5_c.t1
OG0008268	jg3172	CP9_g29157_DN3_SP7_c.t1
OG0008269	jg3146	CP9_g29131_DN3_SP3_c.t1
OG0008270	jg3125	CP9_g29110_DN3_SP3_c.t1
OG0008271	jg3089	CP9_g29076_DN3_SP0_c.t1
OG0008272	jg3062	CP9_g29052_DN3_SP0_c.t1
OG0008273	jg3038	CP9_g29031_DN3_SP2_c.t1
OG0008274	jg3026	CP9_g29021_DN3_SP4_c.t1
OG0008275	jg3021	CP9_g29016_DN3_SP0_c.t1
OG0008276	jg3010	CP9_g29003_DN3_SP8_c.t1
OG0008277	jg2983	CP9_g28978_DN3_SP8_c.t1
OG0008278	jg2977	CP9_g28972_DN3_SP7_c.t1
OG0008279	jg2952	CP9_g28943_DN3_SP4_c.t1
OG0008281	jg2885	CP9_g28891_DN3_SP0_c.t1
OG0008282	jg2861	CP9_g28858_DN3_SP3_c.t1
OG0008283	jg3592	CP9_g29546_DN3_SP8_c.t1
OG0008284	jg3636	CP9_g29584_DN3_SP4_c.t1
OG0008285	jg3655	CP9_g29602_DN3_SP8_c.t1
OG0008286	jg3664	CP9_g29612_DN3_SP7_c.t1
OG0008287	jg3686	CP9_g29634_DN3_SP2_c.t1
OG0008288	jg3699	CP9_g29645_DN3_SP8_c.t1
OG0008289	jg3714	CP9_g29661_DN3_SP0_c.t1
OG0008290	jg3734	CP9_g29681_DN3_SP8_c.t1
OG0008291	jg12411	CP9_g29685_DN2_SP0_c.t1
OG0008292	jg3757	CP9_g29706_DN3_SP0_c.t1
OG0008293	jg3783	CP9_g29734_DN3_SP7_c.t1
OG0008294	jg25225	CP10_g43227_DN3_SP8_c.t1
