Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0010845	jg10740	XP_002867987.1
OG0010846	jg10734	XP_020873059.1
OG0010847	jg10724	XP_020875453.1
OG0010848	jg10696	XP_020874544.1
OG0010849	jg10669	XP_020874542.1
OG0010850	jg10650	XP_002867945.1
OG0010851	jg10626	XP_020872406.1
OG0010852	jg10597	XP_020875675.1
OG0010853	jg10497	XP_002867875.1
OG0010854	jg10489	XP_020872370.1
OG0010855	jg10437	XP_020872911.1
OG0010856	jg10409	XP_020873289.1
OG0010857	jg10405	XP_020873649.1
OG0010858	jg10387	XP_002869869.1
OG0010859	jg9616	XP_002867461.1
OG0010860	jg10140	XP_020873583.1
OG0010861	jg10074	XP_002869739.1
OG0010862	jg31983	XP_020866631.1
OG0010863	jg32401	XP_020866351.1
OG0010864	jg32024	XP_020867036.1
OG0010865	jg32037	XP_020868512.1
OG0010866	jg32164	XP_020868806.1
OG0010867	jg32171	XP_002893857.1
OG0010868	jg17168	XP_002880700.1
OG0010869	jg32620	XP_020869082.1
OG0010870	jg32556	XP_002891274.1
OG0010871	jg32533	XP_002891265.1
OG0010872	jg32756	XP_002891344.1
OG0010873	jg31327	XP_002890758.2
OG0010874	jg31347	XP_002890766.1
OG0010875	jg31374	XP_002890777.1
OG0010876	jg31375	XP_020870351.1
OG0010877	jg31383	XP_020868887.1
OG0010878	jg31413	XP_020867308.1
OG0010880	jg31603	XP_020866844.1
OG0010881	jg31619	XP_020869406.1
OG0010882	jg31634	XP_020869147.1
OG0010883	jg31664	XP_020868619.1
OG0010884	jg8781	XP_002869072.1
OG0010885	jg8728	XP_020874034.1
OG0010886	jg8699	XP_020873208.1
OG0010887	jg27986	XP_020887199.1
OG0010889	jg8666	XP_020872480.1
OG0010890	jg8590	XP_020874667.1
OG0010891	jg8581	XP_020881400.1, XP_020872732.1
OG0010892	jg8539	XP_020873032.1
OG0010893	jg8500	XP_002866899.1
OG0010894	jg8479	XP_002866884.1
OG0010895	jg8405	XP_020872779.1
OG0010896	jg8376	XP_020872126.1
OG0010897	jg8329	XP_002868851.1
OG0010898	jg8322	XP_020875570.1
OG0010899	jg16497, jg16500	XP_002880352.1
OG0010900	jg16495	XP_002878525.1
OG0010901	jg8286	XP_020872525.1
OG0010902	jg8292	XP_002866793.1
OG0010903	jg8299, jg8306	XP_020874960.1
OG0010904	jg8300, jg8307	XP_020874959.1
OG0010905	jg8274	XP_020872839.1
OG0010906	jg12037	XP_002870472.2
OG0010907	jg12064	XP_020874235.1
OG0010908	jg12159	XP_002870515.1
OG0010909	jg26500	XP_020886737.1
OG0010910	jg12247	XP_020875185.1
OG0010911	jg12407	XP_002868760.1
OG0010912	jg12417	XP_020872190.1
OG0010913	jg12433	XP_002870814.1
OG0010914	jg12465	XP_020872927.1
OG0010915	jg12538	XP_002870770.1
OG0010916	jg18617	XP_002881369.1
OG0010917	jg18622	XP_020883013.1
OG0010918	jg18651	XP_002881387.1
OG0010919	jg31914	XP_020866842.1
OG0010920	jg7272	XP_020879097.1
OG0010921	jg1865	XP_020890901.1
OG0010922	jg7101, jg7138	XP_020877467.1
OG0010923	jg7047	XP_020877532.1
OG0010924	jg7077	XP_020877477.1
OG0010925	jg18528	XP_020882689.1
OG0010926	jg18510	XP_002881320.1
OG0010927	jg18492	XP_020882697.1
OG0010928	jg18486	XP_020884020.1
OG0010929	jg20906, jg20905	XP_002863667.1
OG0010930	jg21023	XP_002865484.1
OG0010931	jg21033	XP_020871193.1
OG0010932	jg21034	XP_020878400.1
OG0010933	jg21046	XP_020871542.1
OG0010934	jg21085	XP_002865515.1
OG0010935	jg7356	XP_002872493.1
OG0010936	jg7429	XP_020876689.1
OG0010937	jg7495	XP_002872570.1
OG0010939	jg7697	XP_002874797.1
OG0010940	jg7740	XP_002874817.1
OG0010941	jg7747	XP_020876346.1
OG0010942	jg7752	XP_020876396.1
OG0010943	jg7759	XP_020876360.1
OG0010945	jg2359	XP_002888639.2
OG0010946	jg20532	XP_002863471.1
OG0010947	jg20510	XP_020871281.1
OG0010948	jg20502	XP_020885905.1
OG0010949	jg20425	XP_020881096.1
OG0010950	jg20393	XP_002865169.1
OG0010951	jg20348	XP_002865145.1
OG0010952	jg17655	XP_020871669.1
OG0010953	jg20304	XP_002865122.1
OG0010954	jg26944	XP_020887411.1
OG0010956	jg11994	XP_002868444.2
OG0010957	jg26921	XP_002883629.1
OG0010958	jg11686	XP_020877018.1
OG0010959	jg19200	XP_002879817.1
OG0010960	jg11520	XP_020877133.1
OG0010961	jg11427	XP_020874748.1
OG0010962	jg11424	XP_020874690.1
OG0010963	jg11404	XP_002868324.1
OG0010964	jg11392	XP_002868321.1
OG0010965	jg1736, jg1727	XP_020890002.1
OG0010966	jg11296	XP_020872584.1
OG0010967	jg11167	XP_020872795.1
OG0010968	jg12579	XP_002870740.1
OG0010969	jg12588	XP_020872949.1
OG0010970	jg26977	XP_020888391.1
OG0010971	jg26987	XP_020889283.1
OG0010972	jg26988	XP_002883656.1
OG0010973	jg12615	XP_002870724.1
OG0010974	jg12654	XP_020874719.1
OG0010975	jg12661	XP_020874699.1
OG0010976	jg12671	XP_020875146.1
OG0010977	jg12680	XP_020873040.1
OG0010978	jg12818	XP_002870621.1
OG0010979	jg12859	XP_002868562.2
OG0010980	jg20204	XP_020874876.1, XP_020884406.1
OG0010981	jg20197	XP_020882912.1
OG0010982	jg20196	XP_020882692.1
OG0010983	jg20159	XP_002880305.1
OG0010984	jg20151	XP_002882118.2
OG0010985	jg20141	XP_020885513.1
OG0010986	jg20126	XP_020883922.1
OG0010987	jg20078	XP_002880261.2
OG0010988	jg20014	XP_020882838.1
OG0010989	jg19968	XP_020883898.1
OG0010990	jg19959	XP_020884706.1
OG0010991	jg19958	XP_002882023.1
OG0010992	jg19920	XP_020885615.1
OG0010993	jg19870	XP_002880152.1
OG0010994	jg19823	XP_020884829.1
OG0010995	jg19820	XP_002880127.1
OG0010996	jg19809	XP_002880124.1
OG0010997	jg19796	XP_002880111.1
OG0010998	jg15988	XP_002878272.1
OG0010999	jg2411	XP_002888666.1
OG0011000	jg19615	XP_020885409.1
OG0011001	jg19601	XP_002881875.1
OG0011002	jg19578	XP_002879997.1
OG0011003	jg19532	XP_020884269.1
OG0011004	jg19477	XP_020884029.1
OG0011005	jg19464	XP_002881795.1
OG0011006	jg19457	XP_002879948.1
OG0011007	jg19456	XP_020884178.1
OG0011008	jg19443	XP_020885525.1
OG0011009	jg19440	XP_020884162.1
OG0011010	jg3839	XP_020878915.1
OG0011010	jg21395	XP_020871318.1
OG0011011	jg3844	XP_020877106.1
OG0011012	jg3845	XP_002870903.1
OG0011013	jg3851	XP_002870908.1
OG0011014	jg3853	XP_020876631.1
OG0011015	jg3856	XP_002873003.1
OG0011016	jg7846	XP_020876351.1
OG0011017	jg3953	XP_002873041.2
OG0011018	jg3988	XP_002870977.1
OG0011019	jg3997	XP_002873063.1
OG0011020	jg4001	XP_002873064.1
OG0011021	jg4018	XP_020879558.1
OG0011022	jg4062	XP_002873086.1
OG0011023	jg14388	XP_002877454.2
OG0011023	jg4078	XP_002871031.1
OG0011024	jg4143	XP_020878879.1
OG0011025	jg4147	XP_020877420.1
OG0011026	jg6532	XP_002874305.1
OG0011027	jg5881	XP_020876287.1
OG0011028	jg23797	XP_002866779.1
OG0011029	jg5925	XP_002874005.1
OG0011030	jg5938	XP_020879050.1
OG0011031	jg5958	XP_020877548.1
OG0011032	jg5977	XP_002871968.2
OG0011033	jg5997	XP_020878556.1
OG0011034	jg6002	XP_020877823.1
OG0011035	jg6061	XP_002872004.1
OG0011036	jg6062	XP_020877230.1
OG0011037	jg23004	XP_002866388.1
OG0011038	jg23000	XP_002866385.1
OG0011039	jg22988	XP_020871538.1
OG0011040	jg22985	XP_020889184.1
OG0011041	jg22867	XP_020868192.1
OG0011042	jg22881	XP_020881164.1
OG0011043	jg22818	XP_020886064.1, XP_020871703.1, XP_002862813.1
OG0011044	jg23335	XP_020889449.1
OG0011045	jg23372	XP_020880340.1, XP_020871140.1
OG0011046	jg23406	XP_020871287.1
OG0011047	jg23407	XP_020871284.1
OG0011048	jg23413	XP_020883582.1, XP_020871562.1
OG0011049	jg23467	XP_020885850.1
OG0011050	jg14929	XP_020879768.1
OG0011051	jg23716	XP_002866743.2
OG0011052	jg23717	XP_020889922.1
OG0011053	jg23743	XP_020890776.1
OG0011054	jg23774	XP_020883882.1
OG0011055	jg23787	XP_020871742.1
OG0011056	jg23803	XP_020881287.1
OG0011057	jg8184	XP_002872941.1
OG0011058	jg8186	XP_020878064.1
OG0011059	jg8208	XP_020878723.1
OG0011060	jg8220	XP_002872959.1
OG0011061	jg8145	XP_020876837.1
OG0011062	jg8092	XP_002874978.1
OG0011063	jg8083	XP_002872885.1
OG0011064	jg8082	XP_002874971.1
OG0011065	jg8078	XP_002874970.2
OG0011066	jg8072	XP_020876672.1
OG0011067	jg8069	XP_002874964.1
OG0011068	jg8052	XP_020876303.1
OG0011070	jg8031	XP_002874945.1
OG0011071	jg7996	XP_020876316.1
OG0011072	jg7973	XP_002872837.1
OG0011073	jg7970	XP_020878258.1
OG0011074	jg4023, jg7962	XP_020879270.1
OG0011075	jg7868	XP_020878327.1
OG0011076	jg7861	XP_020878646.1
OG0011077	jg7936	XP_002872780.1
OG0011078	jg20812	XP_020889093.1
OG0011079	jg18382	XP_020884256.1, XP_002862860.1
OG0011080	jg9295	XP_020873045.1
OG0011081	jg18361	XP_002881245.2
OG0011082	jg18377	XP_002881254.1
OG0011083	jg18378	XP_002879425.1
OG0011084	jg18283	XP_002879365.2
OG0011085	jg18172	XP_020884176.1
OG0011086	jg18148	XP_002881145.1
OG0011087	jg18094	XP_002879266.1
OG0011088	jg17998	XP_002879234.1
OG0011089	jg17973	XP_002879218.1
OG0011090	jg17947	XP_020887023.1, XP_002879214.1
OG0011091	jg17868, jg17869	XP_020885602.1
OG0011092	jg17831	XP_002879168.1
OG0011093	jg17794	XP_020884173.1
OG0011094	jg17786	XP_002880939.1
OG0011095	jg17760	XP_002879115.1
OG0011096	jg17677	XP_020882519.1, XP_020885676.1
OG0011097	jg17548	XP_002880853.1
OG0011098	jg17632	XP_002880901.1
OG0011099	jg17539	XP_020883276.1
OG0011100	jg17537	XP_002880845.1
OG0011101	jg21368	XP_002863889.1
OG0011102	jg4809	XP_020876646.1
OG0011103	jg31183	XP_020867833.1
OG0011104	jg17172	XP_002880703.1
OG0011105	jg9753	XP_020873255.1
OG0011106	jg23959	XP_020886962.1
OG0011107	jg23948	XP_020886092.1
OG0011108	jg23923	XP_020885946.1
OG0011109	jg18050	XP_020874431.1, XP_020885346.1
OG0011110	jg23881	XP_002884244.1
OG0011111	jg19421	XP_002879928.1
OG0011112	jg19420	XP_002881770.1
OG0011113	jg9772	XP_002867541.1
OG0011114	jg9775	XP_002867544.1
OG0011115	jg9776	XP_020873709.1
OG0011117	jg24089	XP_020888064.1
OG0011118	jg24096	XP_020889329.1
OG0011119	jg24120	XP_020888489.1
OG0011120	jg5819	XP_002871895.1
OG0011121	jg24224	XP_002882305.1
OG0011122	jg24319	XP_002882351.1
OG0011123	jg24403	XP_020887059.1
OG0011124	jg24392	XP_020888680.1
OG0011125	jg24412, jg24413	XP_002882397.1
OG0011126	jg24445	XP_020871341.1
OG0011127	jg24509	XP_020887891.1
OG0011128	jg24537	XP_020887654.1
OG0011129	jg24541	XP_020885890.1
OG0011130	jg27042	XP_002885795.1
OG0011131	jg24577	XP_002884578.1
OG0011132	jg24698	XP_020889058.1
OG0011133	jg24754	XP_020888170.1
OG0011134	jg24769	XP_020887908.1
OG0011135	jg24811	XP_020886941.1
OG0011136	jg24812	XP_002884706.1
OG0011137	jg19313	XP_002879873.1
OG0011138	jg19235	XP_020883692.1
OG0011139	jg19194	XP_020884001.1
OG0011140	jg19080	XP_020884556.1
OG0011141	jg19062	XP_002879764.1
OG0011142	jg18733	XP_020866454.1, XP_020883719.1
OG0011143	jg18755	XP_002879598.1
OG0011144	jg18841	XP_020883891.1
OG0011145	jg18881	XP_020883376.1
OG0011146	jg18894, jg18891	XP_020885578.1
OG0011147	jg18923	XP_002879690.2
OG0011148	jg18939	XP_002879707.1
OG0011149	jg18956	XP_020884804.1
OG0011150	jg18996	XP_002881574.1
OG0011151	jg19036	XP_002879750.1
OG0011152	jg19035	XP_002881602.1
OG0011153	jg30086	XP_020867474.1
OG0011154	jg30093	XP_002892892.1
OG0011155	jg30096	XP_020870339.1
OG0011156	jg30124	XP_002892905.1
OG0011157	jg30243	XP_020870978.1
OG0011158	jg30245	XP_002892939.1
OG0011159	jg30292	XP_002892962.2
OG0011160	jg30295	XP_002890244.1
OG0011161	jg30315	XP_020866823.1
OG0011162	jg30487	XP_020869137.1
OG0011163	jg30504	XP_020867749.1
OG0011164	jg30538	XP_020870469.1
OG0011165	jg30573	XP_020866917.1, XP_002893107.1
OG0011166	jg30682	XP_002890438.1
OG0011167	jg30736	XP_020870614.1
OG0011168	jg30848	XP_002890541.1
OG0011169	jg30944	XP_002890593.1
OG0011170	jg30991	XP_020867325.1
OG0011171	jg31025	XP_020868161.1
OG0011172	jg31073, jg31065	XP_020868748.1
OG0011173	jg31100	XP_002893399.1
OG0011174	jg25234	XP_020886586.1
OG0011175	jg31171	XP_002893424.1
OG0011176	jg31176	XP_002890692.1
OG0011177	jg31194	XP_020870039.1
OG0011178	jg31212	XP_020870299.1
OG0011179	jg31216	XP_002890702.1
OG0011180	jg31243	XP_020876880.1, XP_002893455.1
OG0011181	jg31266	XP_002893465.1
OG0011183	jg28457	XP_020866659.1
OG0011184	jg31276	XP_020870878.1
OG0011185	jg11764, jg11865	XP_020874631.1
OG0011186	jg9953	XP_002869687.1
OG0011187	jg9905	XP_020873493.1
OG0011190	jg12603, jg12604	XP_020872936.1
OG0011191	jg16880	XP_002878725.1
OG0011192	jg16838	XP_002880524.2
OG0011193	jg16833	XP_020885400.1
OG0011194	jg16726, jg28205	XP_002878640.1, XP_002886010.1
OG0011195	jg16637	XP_020885785.1
OG0011196	jg16604	XP_020882745.1
OG0011197	jg16580	XP_020884184.1
OG0011198	jg16519	XP_002878536.1
OG0011199	jg29907	XP_020869026.1
OG0011201	jg29887	XP_002890040.1
OG0011202	jg29861	XP_002890028.1
OG0011203	jg29836	XP_002892767.1
OG0011204	jg29752	XP_020870760.1
OG0011205	jg29744	XP_020870525.1
OG0011206	jg29697	XP_020869346.1
OG0011207	jg29638	XP_020869852.1
OG0011208	jg29621	XP_002892657.1
OG0011209	jg29588	XP_020870712.1
OG0011210	jg29498	XP_020868541.1
OG0011211	jg29443	XP_002889814.1
OG0011212	jg29416	XP_020867793.1
OG0011213	jg29381	XP_020870478.1
OG0011214	jg29264	XP_020867301.1
OG0011215	jg10950, jg28045	XP_002870137.1
OG0011216	jg29246	XP_020870849.1
OG0011217	jg29229	XP_002892467.1
OG0011218	jg32832	XP_002894076.1
OG0011219	jg29174	XP_002889680.1
OG0011220	jg29088	XP_002889642.1
OG0011221	jg29079	XP_002892390.1
OG0011222	jg29040	XP_002889623.1
OG0011223	jg25447, jg1090, jg28988	XP_002889600.1
OG0011224	jg28954	XP_020867849.1
OG0011225	jg28949	XP_002889580.1
OG0011226	jg28946	XP_020870588.1
OG0011227	jg28941	XP_020869096.1
OG0011228	jg28897	XP_020866557.1
OG0011229	jg28886	XP_020870560.1
OG0011230	jg28879	XP_002892288.1
OG0011231	jg28792	XP_020867116.1
OG0011232	jg28778	XP_020868535.1
OG0011233	jg28714	XP_002892189.1
OG0011234	jg28667	XP_002892167.1
OG0011235	jg28674	XP_020869931.1
OG0011236	jg28693	XP_002892179.1
OG0011237	jg28652	XP_020870322.1
OG0011238	jg28644	XP_002889451.1
OG0011239	jg28635	XP_020868080.1
OG0011240	jg28631	XP_002889439.2
OG0011241	jg28605	XP_002892135.1
OG0011242	jg28586	XP_020870287.1
OG0011243	jg28573	XP_002892116.1
OG0011244	jg28563	XP_002889406.1
OG0011246	jg28419	XP_020868113.1
OG0011247	jg5212	XP_020875817.1
OG0011248	jg5249	XP_020876223.1
OG0011249	jg5234	XP_002873654.1
OG0011250	jg5219, jg14219	XP_020877914.1
OG0011251	jg5293	XP_020878699.1
OG0011252	jg5356	XP_020876605.1
OG0011253	jg5463	XP_002873772.1
OG0011254	jg5473	XP_020878293.1
OG0011255	jg5499	XP_002871730.1
OG0011256	jg5573	XP_020876268.1
OG0011257	jg5570	XP_020876548.1
OG0011258	jg5621	XP_020877803.1
OG0011259	jg2391	XP_020891208.1
OG0011260	jg5684	XP_020878953.1
OG0011261	jg5692	XP_020879257.1
OG0011262	jg5708	XP_002871824.1
OG0011264	jg6548	XP_020878437.1
OG0011265	jg6574	XP_020879066.1
OG0011266	jg6593	XP_020876872.1
OG0011267	jg6589	XP_002872246.1
OG0011268	jg6609	XP_020876974.1
OG0011269	jg6682	XP_020876867.1
OG0011270	jg6825	XP_002872327.1
OG0011271	jg6875	XP_002872333.1
OG0011272	jg21602	XP_020885565.1
OG0011273	jg21572	XP_002863981.1
OG0011274	jg21530	XP_002863962.2
OG0011275	jg21550	XP_020866359.1
OG0011276	jg21384	XP_002863897.1
OG0011277	jg5165	XP_002873616.1
OG0011278	jg4516	XP_020879447.1
OG0011279	jg4385	XP_002871206.1
OG0011280	jg4347	XP_020876001.1
OG0011281	jg4316	XP_020876017.1
OG0011282	jg4306	XP_002871164.1
OG0011283	jg4240, jg4363, jg4301, jg4392	XP_020875932.1
OG0011284	jg4294	XP_002871155.1
OG0011285	jg25179	XP_020888309.1
OG0011286	jg4196	XP_002871094.1
OG0011288	jg6444	XP_020877862.1
OG0011289	jg6445	XP_002874269.2
OG0011290	jg6416	XP_020876090.1
OG0011291	jg6396	XP_002874246.2
OG0011292	jg6357	XP_002874228.1
OG0011293	jg6337	XP_020878332.1
OG0011294	jg6276	XP_020877345.1
OG0011295	jg6261	XP_020876141.1
OG0011296	jg29122	XP_020870585.1
OG0011297	jg6226	XP_002874147.1
OG0011298	jg23054	XP_020866614.1
OG0011299	jg23108	XP_002866445.2
OG0011300	jg23225	XP_020871805.1
OG0011301	jg22797	XP_002862630.1, XP_002866293.1
OG0011302	jg22790	XP_020866375.1
OG0011303	jg22748	XP_020882236.1
OG0011304	jg22745	XP_002866259.2
OG0011305	jg22731	XP_002864558.1
OG0011306	jg14993	XP_020881522.1
OG0011307	jg14931	XP_020882221.1
OG0011308	jg14930	XP_002877754.2
OG0011309	jg14927	XP_002877752.1
OG0011310	jg14911	XP_002877747.2
OG0011311	jg14907, jg15549	XP_020881880.1
OG0011312	jg14844	XP_020881785.1
OG0011313	jg14735, jg14738	XP_020879990.1
OG0011314	jg14676	XP_002875913.1
OG0011315	jg14674	XP_002877617.1
OG0011316	jg14626	XP_020880357.1
OG0011317	jg29862	XP_002890030.2
OG0011318	jg14404	XP_002875776.1
OG0011319	jg14402	XP_020882529.1
OG0011320	jg14277	XP_002875715.1
OG0011321	jg14267	XP_020882054.1
OG0011322	jg14160	XP_020881451.1
OG0011323	jg13960	XP_002875584.1
OG0011324	jg13942	XP_020879654.1
OG0011325	jg12705	XP_020873878.1
OG0011326	jg2381	XP_020891732.1
OG0011327	jg2354	XP_020891773.1
OG0011328	jg2352	XP_002888635.1
OG0011329	jg2431	XP_002888673.2
OG0011330	jg2438	XP_002888676.1
OG0011331	jg2548	XP_002887246.1
OG0011332	jg2562	XP_020890537.1
OG0011333	jg2832	XP_020891258.1
OG0011334	jg2655	XP_020891129.1
OG0011335	jg2665	XP_002888786.1
OG0011336	jg2669	XP_002887310.1
OG0011337	jg2690	XP_002887327.1
OG0011338	jg2719	XP_020865996.1
OG0011339	jg2783	XP_002887377.1
OG0011340	jg2790	XP_002887381.1
OG0011341	jg2802	XP_020865882.1
OG0011342	jg2837	XP_002887411.1
OG0011343	jg3502	XP_002887731.1
OG0011344	jg3498	XP_002889179.2
OG0011345	jg3464	XP_002887709.1
OG0011346	jg3410	XP_002887681.1
OG0011347	jg30678	XP_020869337.1
OG0011348	jg3297	XP_002889078.1
OG0011349	jg3229	XP_020891392.1
OG0011350	jg3227	XP_002887607.2
OG0011351	jg9433	XP_020872505.1
OG0011352	jg32716	XP_002894022.2
OG0011353	jg21190	XP_002863819.1
OG0011354	jg3190	XP_020891135.1
OG0011355	jg3168	XP_002887574.1
OG0011356	jg3136	XP_020890792.1
OG0011357	jg3098	XP_002887542.2
OG0011358	jg3091	XP_020890836.1
OG0011359	jg3042	XP_002887517.1
OG0011360	jg3037	XP_020889636.1
OG0011361	jg2906	XP_020891088.1
OG0011362	jg3706	XP_020891465.1
OG0011363	jg3707	XP_020891463.1
OG0011364	jg3727	XP_002887830.1
OG0011365	jg3758	XP_002889309.1
OG0011366	jg25252	XP_002882797.1
OG0011367	jg25260	XP_002882799.1
OG0011368	jg25283	XP_002882806.2
OG0011369	jg25288	XP_002884950.1
OG0011370	jg25290	XP_020888501.1
OG0011371	jg25332	XP_020888432.1
OG0011372	jg25367	XP_020872509.1, XP_020888551.1
OG0011373	jg25379	XP_002882849.1
OG0011374	jg25384	XP_002884991.1
OG0011375	jg25415	XP_002885011.1
OG0011376	jg25433	XP_002882873.1
OG0011377	jg25459	XP_002885046.1
OG0011378	jg33569	XP_002894447.1
OG0011379	jg25508	XP_020888815.1
OG0011380	jg25518	XP_020887453.1
OG0011381	jg25532	XP_002885068.1
OG0011382	jg25551	XP_002885077.1
OG0011383	jg25565	XP_020886011.1
OG0011384	jg25574	XP_002882937.1
OG0011385	jg25590	XP_002885089.1
OG0011386	jg25670	XP_020887317.1
OG0011387	jg25683	XP_020888624.1
OG0011388	jg25685	XP_002883000.1
OG0011389	jg25688	XP_020889183.1
OG0011390	jg25840, jg25836	XP_020889081.1
OG0011391	jg25881	XP_002883083.1
OG0011392	jg25912	XP_002883097.1
OG0011393	jg25945	XP_020887520.1
OG0011394	jg25987	XP_002883140.1
OG0011395	jg26007	XP_020886258.1
OG0011396	jg26038	XP_020888402.1
OG0011397	jg26055	XP_020887707.1
OG0011398	jg26067	XP_020887148.1
OG0011399	jg26068	XP_020886191.1
OG0011400	jg26074	XP_002883176.2
OG0011401	jg26119	XP_002885325.1
OG0011402	jg26175	XP_002885358.1
OG0011403	jg26199	XP_002885372.1
OG0011404	jg26205	XP_020889339.1
OG0011405	jg26242	XP_002883266.1
OG0011406	jg26304	XP_020886951.1
OG0011407	jg26380	XP_002883319.1
OG0011408	jg26385	XP_020887137.1
OG0011409	jg26429	XP_020886756.1
OG0011410	jg26442	XP_002885486.1
OG0011411	jg26482	XP_020886729.1
OG0011412	jg26485	XP_002885509.1
OG0011413	jg26552	XP_002883399.1
OG0011414	jg26575	XP_020889512.1
OG0011415	jg26676	XP_020887630.1
OG0011416	jg27088	XP_020887897.1
OG0011417	jg26779	XP_002885656.1
OG0011418	jg26843	XP_002883570.1
OG0011419	jg26859	XP_020888747.1, XP_020888688.1
OG0011420	jg26912	XP_002885736.1
OG0011420	jg26911	XP_020886078.1
OG0011421	jg26997	XP_002883661.1
OG0011422	jg27291	XP_020888901.1
OG0011423	jg27201	XP_002883742.1
OG0011424	jg27183	XP_002885821.1
OG0011425	jg27172	XP_020886548.1
OG0011426	jg27102	XP_020888718.1
OG0011427	jg27081	XP_020888053.1
OG0011428	jg2862	XP_020865776.1
OG0011429	jg27577	XP_020887800.1
OG0011429	jg27580	XP_020889292.1
OG0011431	jg27668	XP_002886213.1
OG0011432	jg27890	XP_002884069.1
OG0011433	jg27940	XP_002884095.2
OG0011434	jg28009	XP_002886173.1
OG0011435	jg27996	XP_002886165.1
OG0011436	jg28066	XP_002886254.1
OG0011437	jg28125	XP_002883994.1
OG0011438	jg28135	XP_002883987.1
OG0011439	jg28175	XP_002883969.1
OG0011440	jg28214	XP_002886005.1
OG0011441	jg28232	XP_020888877.1
OG0011443	jg28314	XP_002886308.1
OG0011444	jg28305	XP_002886305.1
OG0011445	jg33635	XP_002894476.1
OG0011446	jg33578	XP_020869813.1
OG0011447	jg33554	XP_002894443.1
OG0011448	jg33541	XP_002891745.1
OG0011449	jg33371	XP_002891673.1
OG0011450	jg33362	XP_020866555.1
OG0011451	jg33344	XP_020867999.1, XP_020870270.1
OG0011452	jg26188	XP_002885367.1
OG0011454	jg32938	XP_020870686.1
OG0011455	jg32879	XP_002894092.1
OG0011456	jg11044	XP_020874981.1
OG0011457	jg11052	XP_002870180.1
OG0011458	jg18590	XP_002879512.1
OG0011459	jg18588	XP_002862435.2, XP_020885641.1
OG0011460	jg18565	XP_002879507.2, XP_002862643.1
OG0011461	jg18547	XP_020866109.1, XP_020887867.1, XP_020877205.1, XP_020882748.1
OG0011462	jg15122	XP_020880275.1
OG0011463	jg15127	XP_020880639.1
OG0011464	jg31534	XP_020868699.1
OG0011465	jg15209	XP_002877890.1
OG0011466	jg15211	XP_020881382.1
OG0011467	jg15222	XP_020881387.1
OG0011468	jg15245	XP_020881161.1
OG0011469	jg9633	XP_020872772.1
OG0011470	jg15334	XP_020881464.1
OG0011471	jg15401	XP_020880886.1
OG0011472	jg15421	XP_002876273.1
OG0011473	jg15462	XP_020882549.1
OG0011474	jg15523	XP_020881974.1
OG0011475	jg15540	XP_020882246.1
OG0011476	jg15694	XP_002878117.1
OG0011478	jg15676	XP_020881678.1
OG0011479	jg15759	XP_020881486.1
OG0011480	jg15827	XP_020881354.1
OG0011481	jg15837	XP_020880166.1
OG0011482	jg29232	XP_020869693.1
OG0011483	jg15994	XP_020881165.1
OG0011484	jg15378	XP_002876254.1
OG0011485	jg16102	XP_002876557.1
OG0011486	jg16125	XP_020881340.1
OG0011487	jg16154	XP_020882045.1
OG0011488	jg19983	XP_020883212.1
OG0011489	jg16223	XP_020880810.1
OG0011490	jg16238	XP_020880808.1
OG0011491	jg16239	XP_002878410.1
OG0011492	jg16243	XP_020880830.1
OG0011493	jg16258	XP_020880824.1
OG0011494	jg16298	XP_002886995.1, XP_002878447.1
OG0011495	jg16310	XP_020872231.1, XP_020880111.1
OG0011496	jg16320	XP_020880949.1
OG0011497	jg16338	XP_002878473.1
OG0011498	jg16371	XP_020881171.1
OG0011499	jg16385	XP_002876710.1
OG0011500	jg16429	XP_020882095.1
OG0011501	jg16452	XP_002878523.1
OG0011503	jg14991	XP_002876069.1
OG0011505	jg14966	XP_020881625.1
OG0011506	jg14211	XP_002875687.2
OG0011507	jg15056, jg15061, jg15068	XP_020880798.1
OG0011508	jg15495	XP_002878038.1
OG0011509	jg16073	XP_020880777.1
OG0011510	jg16247	XP_020880816.1
OG0011511	jg20477	XP_002865213.1
OG0011512	jg17581, jg8466, jg17499, jg17503, jg17488, jg17482	XP_002879008.1
OG0011513	jg14128	XP_020879742.1
OG0011514	jg18470	XP_020882861.1
OG0011515	jg14033	XP_020881676.1
OG0011516	jg3249	XP_020891721.1
OG0011517	jg2993	XP_002888933.1
OG0011518	jg2992	XP_002888932.1
OG0011519	jg9721	XP_020872368.1
OG0011520	jg9593	XP_020872203.1
OG0011522	jg9311	XP_020872221.1
OG0011523	jg28915	XP_020869837.1
OG0011524	jg29177	XP_020867842.1
OG0011525	jg29185	XP_020870529.1
OG0011526	jg29537	XP_002892624.1
OG0011527	jg730	XP_002886493.1
OG0011528	jg29820	XP_002890007.2
OG0011529	jg29947	XP_002892820.1
OG0011531	jg30248	XP_002892940.2
OG0011532	jg30266	XP_002890224.1
OG0011533	jg30631	XP_002893134.1
OG0011534	jg30721	XP_020866894.1
OG0011535	jg30773	XP_002893213.1
OG0011536	jg12015	XP_002870457.1
OG0011537	jg2410	XP_020889603.1
OG0011538	jg2350	XP_020891330.1
OG0011539	jg2242	XP_002887112.1
OG0011541	jg1758	XP_020890991.1
OG0011543	jg31911	XP_002893730.1
