Orthogroup	Arabidopsis_arenosa	Noccaea_praecox
OG0006531	jg16442	Np001G069930
OG0006532	jg15120	Np001G054000
OG0006533	jg15042	Np001G053350
OG0006535	jg14137, jg14139	Np001G043180
OG0006536	jg25729	Np007G391340
OG0006537	jg19716, jg19718	Np006G326530
OG0006538	jg3448	Np002G074460
OG0006539	jg9530	Np005G275610
OG0006540	jg29116	Np004G251840
OG0006541	jg30647	Np004G234320
OG0006542	jg2392	Np002G089590
OG0006543	jg8030	Np003G187180
OG0006544	jg26512	Np007G383580
OG0006546	jg26596	Np007G396760
OG0006549	jg10261	Np005G284910
OG0006550	jg31237	Np004G209890
OG0006552	jg21108	Np001G042740
OG0006554	jg12907	Np001G028510
OG0006555	jg9804	Np007G383620
OG0006556	jg10742	Np005G291520
OG0006557	jg20946, jg20948	Np001G041860
OG0006570	jg9580	Np005G276320
OG0006572	jg9562	Np005G276050
OG0006574	jg9514	Np005G275370
OG0006575	jg9512	Np005G275340
OG0006576	jg9461	Np005G274890
OG0006578	jg21350	Np001G017960
OG0006579	jg9366	Np005G273250
OG0006580	jg9283	Np005G272280
OG0006581	jg9270	Np005G272110
OG0006582	jg9259	Np005G271780
OG0006583	jg9199	Np005G271040
OG0006584	jg9170	Np005G270580
OG0006585	jg9132	Np005G270050
OG0006586	jg30398	Np004G236960
OG0006587	jg9121	Np005G269930
OG0006589	jg8995	Np005G263960
OG0006590	jg8975	Np005G264120
OG0006592	jg8884	Np005G265260
OG0006593	jg8867	Np005G265480
OG0006594	jg8858	Np005G265650
OG0006595	jg8857	Np005G265660
OG0006596	jg8845	Np005G265860
OG0006598	jg31691	Np004G214990
OG0006599	jg31898	Np004G205250
OG0006600	jg10909	Np005G296190
OG0006601	jg10930	Np005G297380
OG0006602	jg10931	Np005G297180
OG0006603	jg10957	Np005G298960
OG0006604	jg18708	Np006G340020, Np002G117190
OG0006605	jg6906	Np001G016120
OG0006606	jg29336	Np004G249450
OG0006607	jg1101	Np002G114250
OG0006608	jg29442	Np004G248240
OG0006609	jg867	Np002G117350
OG0006610	jg29564	Np004G247020
OG0006611	jg29568	Np004G246940
OG0006612	jg29615	Np004G246380
OG0006613	jg29995	Np004G241310
OG0006614	jg12914	Np001G028120, Np001G028020, Np001G028100
OG0006615	jg12931	Np001G027760
OG0006616	jg12973	Np001G026690
OG0006617	jg13101	Np001G024970
OG0006618	jg29856	Np004G243000
OG0006619	jg29839	Np004G243130
OG0006620	jg13198	Np001G023840
OG0006621	jg13224	Np001G023610
OG0006622	jg13253	Np001G023340
OG0006624	jg13329	Np001G022580
OG0006625	jg13360	Np001G022230
OG0006626	jg13366	Np001G022200
OG0006628	jg13404	Np001G021630
OG0006629	jg13509	Np001G020670
OG0006630	jg13511	Np001G020640
OG0006631	jg13565	Np001G020160
OG0006632	jg13633	Np001G019750
OG0006633	jg13654	Np001G019610
OG0006634	jg13713	Np001G019160, Np001G019270
OG0006635	jg22283	Np003G163220
OG0006636	jg1801	Np002G091650
OG0006637	jg1798	Np002G100440
OG0006638	jg1765	Np007G403190
OG0006639	jg28128	Np007G373250
OG0006640	jg23046	Np005G309400
OG0006641	jg1214	Np007G392390
OG0006642	jg12863	Np002G075490
OG0006643	jg12842	Np005G320150
OG0006644	jg465	Np002G123470
OG0006645	jg554	Np005G301830, Np002G122060
OG0006646	jg592	Np002G121360
OG0006647	jg19331	Np006G331220
OG0006648	jg24826	Np007G413800, Np007G412390
OG0006649	jg24831	Np007G413730
OG0006650	jg8798	Np005G266520
OG0006651	jg24852	Np007G413540
OG0006652	jg4046	Np003G127290
OG0006653	jg24935	Np007G412560
OG0006654	jg24997, jg27434	Np007G411630
OG0006655	jg25019	Np007G411290
OG0006656	jg25037	Np007G411100
OG0006657	jg25051	Np007G410940
OG0006659	jg25095	Np007G410360
OG0006660	jg25116	Np007G410110, Np004G235190
OG0006661	jg25125	Np007G410010
OG0006662	jg25135	Np007G409860
OG0006663	jg25159	Np007G409390
OG0006664	jg25171	Np007G409300
OG0006665	jg25202	Np007G408960
OG0006666	jg21644	Np003G174390
OG0006667	jg19377, jg5868	Np003G148250
OG0006668	jg9975	Np005G281340
OG0006669	jg21768	Np003G169630
OG0006670	jg21794	Np003G184500
OG0006671	jg21937	Np003G165930
OG0006672	jg21951	Np003G165630
OG0006673	jg22036	Np003G164480
OG0006674	jg22035	Np003G164490
OG0006675	jg22060	Np003G163910
OG0006676	jg22202	Np003G162370
OG0006677	jg22147	Np003G161680
OG0006678	jg22249, jg22245	Np003G162970
OG0006679	jg22252	Np001G001400
OG0006680	jg22281	Np003G163180
OG0006681	jg22290	Np003G163350
OG0006682	jg22326	Np003G160690
OG0006685	jg22477	Np003G158110
OG0006686	jg22532	Np003G157480
OG0006687	jg22611	Np003G156370
OG0006688	jg22624, jg22626	Np003G156200
OG0006689	jg22650	Np003G155920
OG0006690	jg22666	Np003G155700
OG0006691	jg21273	Np001G018230
OG0006692	jg5110	Np003G139660
OG0006693	jg5104	Np003G139590
OG0006694	jg5091	Np003G139490
OG0006695	jg5082	Np003G139270
OG0006696	jg4888	Np003G136920
OG0006697	jg4878	Np003G136820
OG0006698	jg4846	Np003G136450
OG0006699	jg4834	Np003G136350
OG0006700	jg4803	Np003G136070
OG0006701	jg23404	Np001G004910
OG0006702	jg4743	Np003G135380
OG0006703	jg4708	Np003G134950
OG0006704	jg4482, jg4686, jg4467	Np003G134660
OG0006706	jg4652	Np003G134220
OG0006707	jg4610	Np003G133660
OG0006708	jg10896	Np005G295930
OG0006709	jg10889	Np005G288530, Np005G295570
OG0006710	jg10853	Np005G293920
OG0006711	jg10849	Np005G293850
OG0006712	jg10807	Np005G292810
OG0006713	jg10804	Np005G292650
OG0006714	jg10782	Np005G292170
OG0006715	jg10743	Np005G291530
OG0006716	jg10689	Np005G290480
OG0006717	jg8174	Np005G290150
OG0006718	jg10615	Np005G289470
OG0006719	jg10609	Np005G289370
OG0006720	jg20654	Np001G038830
OG0006721	jg10543	Np005G288520
OG0006722	jg10537	Np005G288420
OG0006723	jg10892	Np005G295790
OG0006724	jg10420	Np005G288050
OG0006725	jg10385	Np005G286650
OG0006726	jg10367	Np005G286380
OG0006727	jg10262	Np005G284940
OG0006728	jg10155	Np005G283530
OG0006729	jg10151	Np005G283590
OG0006730	jg10131	Np005G283420
OG0006731	jg10113	Np005G283230
OG0006731	jg7473	Np003G179980
OG0006732	jg10107	Np005G283170
OG0006733	jg10090	Np005G283010
OG0006734	jg10085	Np005G282960
OG0006735	jg10084	Np005G282930
OG0006736	jg10070	Np005G282780
OG0006737	jg10068	Np007G394770, Np005G282760
OG0006738	jg32036	Np004G206840
OG0006739	jg32259	Np004G204640
OG0006740	jg30356	Np004G237540
OG0006741	jg11070, jg32602	Np004G202870
OG0006742	jg32538, jg32539	Np004G203140
OG0006743	jg30009	Np004G241140
OG0006744	jg32791, jg32796	Np004G200610
OG0006745	jg32754	Np004G200930
OG0006746	jg31307	Np004G210670
OG0006747	jg29114	Np004G251880
OG0006748	jg10062	Np005G282690
OG0006749	jg31294	Np004G210530
OG0006750	jg32728	Np004G201580
OG0006751	jg31300	Np004G210600
OG0006752	jg28217	Np007G372480
OG0006753	jg31380	Np004G211460
OG0006754	jg31425	Np004G211920
OG0006755	jg31427	Np004G211940
OG0006757	jg31458	Np004G212390
OG0006758	jg31517	Np004G212990
OG0006759	jg31550	Np004G213310
OG0006760	jg31579	Np004G213630
OG0006761	jg31589	Np004G213840
OG0006762	jg31628	Np004G214230
OG0006763	jg31661	Np004G214770
OG0006764	jg8771	Np005G267130, Np005G267170
OG0006765	jg8708	Np005G267880
OG0006766	jg8675	Np005G268270
OG0006767	jg8664	Np005G268420
OG0006768	jg8625	Np007G378390, Np005G268800, Np005G268830
OG0006769	jg8617	Np005G268940
OG0006770	jg8573	Np005G269560
OG0006771	jg8569	Np005G269610
OG0006773	jg16688	Np006G368630
OG0006774	jg16641	Np006G369290
OG0006775	jg16540	Np006G370880
OG0006776	jg8357	Np005G260820
OG0006777	jg8327	Np005G260460
OG0006778	jg8302, jg8309	Np005G260280
OG0006779	jg33023	Np004G198420, Np007G395590
OG0006780	jg1252, jg12380	Np005G313490
OG0006781	jg18671	Np006G340560
OG0006782	jg7199	Np003G175990
OG0006783	jg32570	Np004G203030
OG0006784	jg18521	Np006G342690
OG0006785	jg18484	Np006G343360
OG0006786	jg21003	Np001G042140
OG0006787	jg21011, jg21013	Np001G042200
OG0006788	jg21069	Np001G042590
OG0006789	jg24110	Np007G422930
OG0006790	jg7321	Np003G177700
OG0006791	jg7491	Np003G180300
OG0006792	jg7549	Np003G180940
OG0006793	jg7567, jg7561, jg7476, jg27439, jg2204	Np003G181190
OG0006794	jg7569	Np003G181230
OG0006795	jg7581	Np003G181480
OG0006796	jg7608	Np003G181780
OG0006797	jg7701	Np003G183350
OG0006798	jg7732	Np003G183720
OG0006799	jg7822	Np003G185050
OG0006800	jg20746	Np001G039920
OG0006801	jg20704	Np001G039590
OG0006802	jg9685	Np005G277500
OG0006803	jg20497	Np001G036210
OG0006804	jg20460	Np001G036090
OG0006805	jg20398	Np001G034550
OG0006806	jg20392	Np001G034440
OG0006807	jg20388	Np001G034380
OG0006808	jg20382	Np001G034260
OG0006809	jg20375	Np001G034040
OG0006810	jg20352	Np001G033300
OG0006811	jg18965	Np006G336210
OG0006812	jg20276	Np001G032030
OG0006813	jg20262	Np001G032640
OG0006814	jg28039	Np007G374230, Np002G091110
OG0006815	jg26933	Np007G388510
OG0006816	jg26852	Np007G387810
OG0006817	jg26801	Np007G387390
OG0006818	jg11562	Np005G308490
OG0006819	jg11380	Np005G306220
OG0006820	jg26532	Np007G383900
OG0006821	jg11276	Np005G304250
OG0006822	jg11260	Np005G304080
OG0006823	jg11171	Np005G303000
OG0006825	jg11147	Np002G123420, Np005G302490
OG0006826	jg12693	Np005G318220
OG0006827	jg11561, jg12704	Np005G318320
OG0006828	jg12857	Np005G320250
OG0006830	jg20224	Np006G320470
OG0006831	jg20220	Np006G320540
OG0006832	jg13342, jg31989	Np005G307260
OG0006833	jg20154	Np006G321360
OG0006834	jg18553	Np006G341950
OG0006835	jg20088	Np006G322300
OG0006836	jg20073	Np006G322530
OG0006837	jg20040	Np006G322950
OG0006838	jg20032	Np006G323050
OG0006839	jg20002	Np006G323330
OG0006840	jg19997	Np006G323400
OG0006841	jg19980	Np006G323610
OG0006842	jg19963	Np006G323910
OG0006843	jg19961	Np006G323960
OG0006844	jg19935	Np006G324360, Np006G324370
OG0006845	jg19844	Np006G325140
OG0006846	jg19667	Np006G327060
OG0006847	jg19638	Np006G327470
OG0006848	jg19605	Np006G327900
OG0006849	jg19600	Np006G327940
OG0006850	jg19545	Np006G328640
OG0006851	jg19529	Np004G227100, Np006G328790, Np003G173410
OG0006852	jg19470	Np006G329600
OG0006853	jg19428	Np006G330150
OG0006854	jg3942	Np003G126220
OG0006855	jg3963	Np003G126480
OG0006856	jg3981	Np003G126660
OG0006857	jg3982	Np003G126670
OG0006858	jg4039	Np003G127180
OG0006859	jg4045	Np003G127280
OG0006860	jg4052	Np003G127380
OG0006861	jg4064	Np003G127530
OG0006862	jg4133	Np003G128380
OG0006863	jg4136	Np003G128410
OG0006864	jg31401	Np004G211700
OG0006865	jg5830	Np003G147760
OG0006866	jg5852	Np003G148020
OG0006867	jg5859	Np003G148190
OG0006868	jg5883	Np003G148420
OG0006869	jg5896	Np003G148580
OG0006870	jg5948	Np003G149150
OG0006871	jg5955	Np003G149210
OG0006872	jg5963	Np003G149340
OG0006873	jg5992	Np003G149860
OG0006874	jg6010	Np003G150040
OG0006875	jg6129	Np003G151190
OG0006876	jg23005	Np003G151590
OG0006878	jg22937	Np003G152300
OG0006879	jg22917	Np003G152550
OG0006880	jg23287	Np001G006470
OG0006881	jg23356	Np001G005380
OG0006882	jg23357	Np001G005350
OG0006883	jg23391	Np001G005130
OG0006884	jg23399	Np001G004960
OG0006885	jg23415	Np001G004760
OG0006886	jg23421	Np001G004680
OG0006887	jg23446	Np001G004500
OG0006888	jg23447	Np001G004470
OG0006889	jg23486	Np001G004010
OG0006890	jg22815, jg23498	Np001G003810
OG0006891	jg23507	Np001G003700
OG0006892	jg23517	Np001G003600
OG0006893	jg23547	Np001G003160
OG0006894	jg23563	Np001G002960
OG0006896	jg23634	Np006G353130
OG0006897	jg23645	Np001G002050
OG0006899	jg23754	Np001G000460
OG0006900	jg5556	Np003G144470
OG0006901	jg23761	Np001G000580
OG0006902	jg8244	Np003G189880
OG0006904	jg8172	Np003G189110
OG0006905	jg8198	Np003G189300
OG0006906	jg8120	Np003G188560
OG0006907	jg8158	Np003G188180
OG0006908	jg28515	Np004G258520
OG0006909	jg8014	Np003G187070
OG0006910	jg7874	Np003G185920
OG0006911	jg7897	Np003G185760
OG0006912	jg7907	Np003G185640
OG0006913	jg7922	Np003G185410
OG0006914	jg28688	Np004G256670
OG0006914	jg7823	Np003G185060
OG0006915	jg20799	Np001G040500
OG0006916	jg20804	Np001G040560
OG0006917	jg20817	Np001G040710
OG0006918	jg18435	Np009G431070, Np006G346040
OG0006919	jg18395	Np006G357680
OG0006920	jg18293	Np006G356180
OG0006921	jg18346	Np006G357190
OG0006922	jg18351	Np006G357270
OG0006923	jg18352	Np006G357280
OG0006924	jg18366	Np006G357440
OG0006925	jg18322	Np006G356950
OG0006926	jg18317	Np006G356840
OG0006927	jg18287	Np006G356140
OG0006928	jg18274	Np006G356010
OG0006929	jg18244	Np006G355580
OG0006930	jg18242	Np006G355560
OG0006931	jg18220	Np006G355320
OG0006932	jg18152	Np006G348730, Np006G354260
OG0006933	jg18118	Np006G353740, Np006G347040
OG0006934	jg18092	Np006G347330, Np006G353390
OG0006935	jg18076	Np006G353020, Np006G347790
OG0006936	jg29047	Np004G252710
OG0006937	jg18053	Np006G352380
OG0006938	jg18043	Np006G351520
OG0006940	jg17898	Np006G360110
OG0006942	jg17850	Np006G359800
OG0006943	jg17826	Np006G359520
OG0006944	jg17802	Np006G359200
OG0006945	jg17555	Np006G361560
OG0006946	jg17574	Np006G361440
OG0006947	jg17589	Np006G361300
OG0006948	jg17635	Np006G361010
OG0006949	jg17658	Np006G360750
OG0006950	jg17261, jg10823	Np006G362960
OG0006951	jg17228	Np006G363120
OG0006952	jg17199	Np006G363190
OG0006953	jg5208, jg23962	Np007G424630
OG0006954	jg9815	Np005G279270
OG0006955	jg9757	Np005G278640
OG0006956	jg23974	Np007G424520
OG0006957	jg23995	Np003G159480
OG0006958	jg23998	Np007G424170
OG0006959	jg24021	Np007G423830
OG0006960	jg24076	Np007G423240
OG0006961	jg24086	Np002G123510, Np003G133840, Np007G423160
OG0006962	jg24107	Np007G422950
OG0006963	jg24123	Np007G422790
OG0006964	jg24134	Np007G422640
OG0006965	jg24207	Np007G421900
OG0006966	jg24219	Np007G421660
OG0006967	jg24234	Np007G421530
OG0006968	jg24265	Np007G421220
OG0006969	jg24307	Np007G420810
OG0006970	jg24316	Np007G420590
OG0006971	jg24336	Np007G420450
OG0006972	jg24367	Np007G420050
OG0006973	jg24382	Np007G419580
OG0006974	jg24434	Np003G188990, Np007G419000
OG0006975	jg24455	Np007G418760
OG0006976	jg24528	Np007G417750
OG0006977	jg24529	Np007G417740
OG0006978	jg24539	Np007G417620
OG0006979	jg24556	Np007G417370
OG0006980	jg24559	Np007G417330
OG0006981	jg5695	Np003G146330
OG0006982	jg24627	Np007G416440
OG0006983	jg24629	Np007G416420
OG0006984	jg24653	Np007G416160
OG0006985	jg24668	Np007G415900
OG0006986	jg24695	Np007G415480
OG0006987	jg24736	Np007G414990
OG0006988	jg24816	Np007G413930, Np005G317300
OG0006989	jg19270	Np006G332040
OG0006990	jg19254	Np006G332170
OG0006991	jg19243	Np006G332460
OG0006992	jg19212	Np006G333020
OG0006993	jg19198	Np006G333170
OG0006994	jg19183	Np006G333520, Np006G333470
OG0006995	jg19125	Np006G334010
OG0006996	jg19115	Np006G333880
OG0006998	jg19063	Np006G334870
OG0006999	jg19059	Np006G334930, Np007G391580
OG0007000	jg19058	Np006G334950, Np006G334940
OG0007002	jg18723	Np006G339860
OG0007003	jg18736	Np006G339680
OG0007004	jg18740	Np006G339620
OG0007005	jg18751	Np006G339500
OG0007006	jg18759	Np006G339380
OG0007007	jg18778	Np006G339130
OG0007008	jg18857	Np006G337780
OG0007009	jg18874	Np006G337620
OG0007010	jg18882	Np006G337530
OG0007011	jg18886	Np006G337430
OG0007012	jg18895	Np006G337200
OG0007013	jg18953	Np006G336500
OG0007014	jg19004, jg18997	Np006G335770
OG0007015	jg19034	Np006G335340
OG0007016	jg30073	Np004G240450
OG0007017	jg3695	Np002G071190
OG0007018	jg30119	Np004G239950
OG0007019	jg25229	Np002G109300
OG0007020	jg30203, jg30191	Np004G239350
OG0007021	jg30209	Np004G239300
OG0007023	jg2866	Np002G082630
OG0007024	jg30288	Np004G238390, Np006G333590
OG0007025	jg30293	Np004G238320
OG0007026	jg30309	Np004G238120
OG0007027	jg30321	Np004G237980, Np004G225770
OG0007028	jg30384	Np004G237160
OG0007029	jg30425	Np004G236680
OG0007030	jg30426	Np004G236670
OG0007031	jg30448	Np004G236470
OG0007032	jg30449	Np004G236460
OG0007033	jg13463, jg30482	Np004G235950
OG0007034	jg30495	Np004G235800
OG0007035	jg30605	Np004G234830
OG0007036	jg30634, jg24040	Np004G234550
OG0007037	jg30687	Np004G234030
OG0007038	jg30739	Np004G233290
OG0007039	jg30745	Np005G305580, Np004G232980
OG0007040	jg30766	Np004G232750
OG0007041	jg30771, jg1117	Np004G232720
OG0007043	jg30915, jg32006	Np004G230220
OG0007044	jg30946, jg30947	Np004G229800
OG0007045	jg30962	Np004G229430
OG0007046	jg31011	Np004G228530
OG0007047	jg31158	Np004G209050
OG0007048	jg31217	Np004G209660
OG0007049	jg31233, jg31234	Np004G209850
OG0007050	jg10049, jg10047	Np005G282490
OG0007051	jg10022	Np005G282060
OG0007052	jg10008	Np005G281870
OG0007053	jg21831	Np003G168070
OG0007054	jg9680	Np005G277450
OG0007055	jg16926	Np006G365710
OG0007056	jg16815	Np006G367040
OG0007057	jg18967	Np006G336170
OG0007058	jg16708	Np006G368350
OG0007059	jg16649	Np006G369250
OG0007060	jg16508	Np006G371210
OG0007061	jg21347	Np001G018010
OG0007062	jg29935	Np004G242110
OG0007063	jg29895	Np004G242520, Np004G242510, Np004G242560
OG0007064	jg29859	Np004G242960
OG0007065	jg29781	Np004G244140
OG0007066	jg29760	Np004G244470
OG0007067	jg29753	Np004G244530
OG0007068	jg29688	Np004G245400
OG0007069	jg1304, jg29685	Np004G245460
OG0007070	jg29626	Np004G246220
OG0007071	jg19648	Np004G246610
OG0007071	jg31814	Np005G317170
OG0007072	jg29535	Np004G247390
OG0007073	jg29531	Np004G247410
OG0007074	jg29515	Np004G247560
OG0007075	jg29512	Np004G247580
OG0007076	jg29417	Np004G248510, Np004G248520
OG0007077	jg29379	Np004G248880
OG0007078	jg29344	Np004G249330
OG0007079	jg29343	Np004G249340
OG0007080	jg29289	Np004G249870
OG0007081	jg29259	Np004G250220
OG0007082	jg29241	Np004G250440
OG0007083	jg29191	Np004G251060
OG0007084	jg20057	Np006G322770
OG0007085	jg29101, jg29102	Np004G252040
OG0007086	jg29085	Np004G252240
OG0007087	jg29083	Np004G252270
OG0007088	jg29039	Np004G252760
OG0007089	jg21747	Np003G171570
OG0007090	jg9072	Np005G263220
OG0007091	jg28971	Np004G253550
OG0007092	jg28956	Np004G253670
OG0007093	jg28917	Np004G254160
OG0007094	jg28818	Np004G255240
OG0007095	jg28798	Np004G255430
OG0007096	jg28788	Np004G255560
OG0007097	jg28779	Np004G255680
OG0007098	jg28774	Np004G255720
OG0007099	jg28745	Np004G256000
OG0007100	jg28713	Np004G256400
OG0007101	jg28703	Np004G256520
OG0007102	jg28613	Np004G257420
OG0007103	jg10967	Np004G257440
OG0007104	jg28604	Np004G257500
OG0007105	jg28601	Np004G257520
OG0007106	jg28473	Np004G258920
OG0007107	jg15038	Np001G053320
OG0007108	jg28412	Np004G259790
OG0007109	jg5255	Np003G141250
OG0007110	jg5252	Np003G141220
OG0007111	jg5250	Np003G141200
OG0007112	jg5236	Np003G141090
OG0007113	jg5304	Np003G141720
OG0007114	jg5362	Np003G142300
OG0007115	jg5344, jg5343	Np003G142060
OG0007116	jg5392	Np003G142590
OG0007117	jg5464	Np003G143460
OG0007118	jg12320	Np003G143690
OG0007119	jg5487	Np003G143700
OG0007120	jg5524	Np003G144140
OG0007121	jg5553	Np003G144450
OG0007122	jg5576	Np003G144750
OG0007123	jg5715	Np003G146490
OG0007124	jg5779	Np003G147080
OG0007125	jg6542	Np001G013960
OG0007126	jg6551	Np001G014070
OG0007127	jg6604	Np001G014600
OG0007128	jg6656	Np001G015000
OG0007129	jg6862	Np001G015850
OG0007130	jg21578	Np001G016390
OG0007131	jg21479	Np001G016910
OG0007132	jg21464	Np001G017050
OG0007133	jg21372	Np001G017780
OG0007134	jg21430	Np001G017280
OG0007135	jg5163	Np003G140310
OG0007136	jg4525	Np003G132700
OG0007137	jg4497	Np003G132440
OG0007138	jg4454, jg4437	Np003G132240, Np003G132170
OG0007139	jg5161	Np006G368300, Np003G140290
OG0007140	jg5160	Np003G140280
OG0007141	jg4406	Np003G131720
OG0007142	jg4477, jg4312	Np003G130550
OG0007143	jg4258	Np003G129860
OG0007144	jg4236	Np003G129530
OG0007145	jg4243	Np003G129660
OG0007146	jg4200	Np003G129090
OG0007147	jg5806, jg5805	Np003G147420
OG0007148	jg6467	Np001G013480
OG0007149	jg6461	Np001G013410
OG0007150	jg6458	Np001G013390
OG0007151	jg6379	Np001G012340
OG0007152	jg6375	Np001G012310
OG0007153	jg6351	Np001G012090
OG0007154	jg6350	Np001G012080
OG0007155	jg6278	Np001G011450
OG0007156	jg6264	Np001G011270
OG0007157	jg6263	Np001G011260
OG0007158	jg14713	Np001G049600
OG0007159	jg6211	Np001G010780
OG0007160	jg6201	Np001G010640
OG0007161	jg6179	Np001G010380
OG0007162	jg6178	Np001G010370
OG0007163	jg23028	Np002G106030, Np001G009890
OG0007164	jg23034	Np001G009820
OG0007165	jg23039	Np001G009750
OG0007166	jg23068	Np001G009460
OG0007167	jg23100	Np001G009020
OG0007168	jg23195	Np001G007390
OG0007169	jg23202	Np001G007270
OG0007170	jg23211	Np001G007190
OG0007171	jg23231	Np001G006930
OG0007172	jg14607	Np001G048030
OG0007173	jg23258	Np001G006710
OG0007174	jg22786	Np003G154120
OG0007175	jg14963	Np001G052500
OG0007176	jg14837	Np001G050890
OG0007177	jg14816	Np001G050630
OG0007178	jg14622	Np001G048090
OG0007179	jg14597	Np001G007070
OG0007180	jg14568	Np001G047490
OG0007181	jg14490	Np001G046720
OG0007182	jg14382	Np001G045720
OG0007183	jg14273, jg17675	Np003G126640
OG0007184	jg14266, jg14262	Np001G044730
OG0007185	jg14148	Np001G044000
OG0007186	jg14077	Np001G043660
OG0007187	jg2279	Np002G091770
OG0007188	jg2269	Np002G091910
OG0007189	jg16203	Np001G067330
OG0007191	jg2522	Np002G087110
OG0007192	jg2544	Np002G086790
OG0007193	jg2379	Np002G089780
OG0007194	jg2588, jg13738	Np002G086160
OG0007195	jg2589	Np002G086150
OG0007196	jg2598	Np002G086060
OG0007197	jg2693	Np002G084580
OG0007198	jg2712	Np002G084360
OG0007199	jg2720	Np002G084200
OG0007200	jg2740, jg2742	Np002G083940
OG0007201	jg2800	Np002G083450
OG0007202	jg2821	Np002G083210
OG0007204	jg3507	Np002G073530
OG0007205	jg3439	Np002G074570
OG0007207	jg3401	Np002G075070
OG0007208	jg3391	Np002G075200
OG0007209	jg3338	Np002G075910
OG0007210	jg3304	Np002G076460
OG0007211	jg3285	Np002G076760
OG0007212	jg3262	Np002G077000
OG0007213	jg3230	Np002G077540, Np002G077500
OG0007214	jg3228	Np002G077630
OG0007215	jg3149	Np002G078610
OG0007217	jg3135	Np002G078800
OG0007218	jg3131	Np002G078770
OG0007219	jg3100	Np002G079180
OG0007220	jg3018	Np002G080300
OG0007221	jg2963	Np002G081370
OG0007222	jg20227	Np006G320400
OG0007223	jg2913	Np002G081950
OG0007224	jg2873	Np002G082550
OG0007225	jg3513	Np002G073480
OG0007226	jg3550	Np002G073140
OG0007227	jg24991	Np007G411700
OG0007228	jg3616	Np002G072360
OG0007229	jg3627	Np002G072220
OG0007230	jg3651	Np002G071770
OG0007231	jg30502	Np002G071500
OG0007232	jg3766	Np002G070460
OG0007233	jg3678	Np002G071400
OG0007234	jg3683	Np002G071330
OG0007235	jg3693	Np002G071220
OG0007236	jg17235, jg3708	Np002G071030
OG0007237	jg30068	Np004G240530
OG0007238	jg30597	Np005G309670
OG0007239	jg24631	Np002G070670
OG0007240	jg25264	Np007G408260
OG0007241	jg25270	Np007G408220
OG0007243	jg25366	Np007G406810
OG0007244	jg25387	Np007G406570
OG0007245	jg25425	Np007G405980
OG0007246	jg25430	Np007G405920
OG0007247	jg25475	Np007G405310
OG0007248	jg25575	Np007G403980
OG0007250	jg25600	Np007G403110
OG0007251	jg25620	Np007G389990
OG0007252	jg25625	Np007G390030
OG0007253	jg25649	Np007G390300
OG0007254	jg25650	Np007G390320
OG0007255	jg25660	Np007G390390
OG0007256	jg25666	Np007G390450
OG0007257	jg25955	Np002G105420, Np007G394160
OG0007258	jg25784	Np007G391900
OG0007259	jg25813	Np007G392190
OG0007260	jg25850	Np007G392630
OG0007261	jg25889	Np007G393090
OG0007262	jg25895	Np007G393110
OG0007263	jg25914	Np007G393500, Np007G394610
OG0007264	jg25930, jg26641	Np003G149300, Np004G240220
OG0007265	jg25936	Np007G393880
OG0007266	jg25978	Np007G394380
OG0007267	jg26009	Np007G394940
OG0007268	jg26021	Np007G395170
OG0007269	jg26064	Np007G396000
OG0007270	jg26073	Np007G396120
OG0007271	jg26080	Np007G396370
OG0007272	jg26089	Np007G396430
OG0007273	jg26116	Np007G397070
OG0007274	jg26148	Np007G397930
OG0007275	jg26176	Np007G399140
OG0007276	jg26259	Np007G380630
OG0007277	jg26301	Np007G381100
OG0007278	jg26351	Np007G381680
OG0007279	jg26336	Np007G381460
OG0007280	jg26332	Np007G381440
OG0007281	jg26322	Np007G381310, Np007G381320
OG0007282	jg26436	Np007G382710
OG0007283	jg26440	Np007G382720
OG0007284	jg26455	Np007G382990
OG0007285	jg26456	Np007G383000
OG0007286	jg26479	Np007G383270
OG0007287	jg26495	Np007G383480
OG0007288	jg26511	Np007G383570
OG0007289	jg26614	Np007G385000
OG0007290	jg26632	Np007G385240
OG0007291	jg26638	Np007G385410
OG0007292	jg26677	Np007G385910
OG0007293	jg21323, jg26702	Np007G386090
OG0007294	jg26748	Np007G386930
OG0007295	jg26768	Np007G387150
OG0007296	jg27363	Np007G380100
OG0007297	jg7224	Np006G355850
OG0007298	jg27356	Np007G380160
OG0007299	jg27552	Np007G378370
OG0007301	jg27833	Np007G376280
OG0007302	jg27863	Np007G376020
OG0007303	jg27905	Np007G375520
OG0007304	jg27962	Np007G374900
OG0007305	jg28068	Np007G373990
OG0007306	jg28113	Np007G373630
OG0007307	jg28149	Np007G373140
OG0007308	jg28259	Np007G372090
OG0007309	jg25222	Np007G408720
OG0007310	jg33716	Np004G190920
OG0007311	jg33689	Np004G191250
OG0007312	jg33678	Np004G191420
OG0007313	jg33604	Np004G192430
OG0007314	jg33450	Np004G194260
OG0007315	jg33408	Np004G194670
OG0007316	jg33394	Np004G194810
OG0007317	jg33334	Np004G195220
OG0007318	jg33320	Np004G195420
OG0007319	jg33126, jg33134	Np004G197080
OG0007320	jg33039	Np004G198310
OG0007321	jg32954	Np004G199060
OG0007322	jg32977	Np004G198710
OG0007323	jg32921	Np004G199510
OG0007324	jg32902	Np004G199730
