Orthogroup	Arabidopsis_arenosa	Arabis_alpina
OG0007712	jg18623	Aa_G263940.h1.t1
OG0007713	jg18632	Aa_G296930.h1.t1
OG0007714	jg29394	Aa_G165500.h1.t1
OG0007715	jg2670, jg31733	Aa_G299240.h1.t1
OG0007716	jg5647	Aa_G253720.h1.t1
OG0007717	jg18648	Aa_G52170.h1.t1
OG0007719	jg7277	Aa_G3260.h1.t1
OG0007720	jg7211	Aa_G97680.h1.t1
OG0007721	jg7087, jg7154	Aa_G12590.h1.t1
OG0007722	jg26963, jg31538	Aa_G248890.h1.t1
OG0007723	jg18519	Aa_G339550.h1.t1
OG0007725	jg18496	Aa_G305810.h1.t1
OG0007726	jg18490	Aa_G438730.h1.t1
OG0007727	jg18489	Aa_G438760.h1.t1
OG0007728	jg18452	Aa_G440080.h1.t1
OG0007729	jg18447	Aa_G332150.h1.t1
OG0007730	jg21005	Aa_G581130.h1.t1
OG0007731	jg7381	Aa_G425060.h1.t1
OG0007732	jg7463	Aa_G275350.h1.t1
OG0007733	jg7490	Aa_G6150.h1.t1
OG0007734	jg7558	Aa_G452370.h1.t1
OG0007735	jg7644	Aa_G94120.h1.t1
OG0007736	jg7669, jg11289	Aa_G338010.h1.t1
OG0007737	jg7698	Aa_G320570.h1.t1
OG0007738	jg7750	Aa_G257020.h1.t1
OG0007739	jg5857	Aa_G68390.h1.t1
OG0007740	jg7762	Aa_G798900.h1.t1
OG0007741	jg20670	Aa_G123790.h1.t1
OG0007742	jg20604	Aa_G98790.h1.t1
OG0007743	jg20555	Aa_G290920.h1.t1
OG0007744	jg20527	Aa_G118020.h1.t1
OG0007745	jg20490	Aa_G766740.h1.t1, Aa_G207260.h1.t1
OG0007746	jg20480	Aa_G566490.h1.t1
OG0007748	jg20447	Aa_G58300.h1.t1
OG0007749	jg20441	Aa_G206370.h1.t1
OG0007750	jg20414	Aa_G160480.h1.t1
OG0007751	jg4201	Aa_G73190.h1.t1, Aa_G73160.h1.t1
OG0007752	jg20401	Aa_G160400.h1.t1
OG0007753	jg20395	Aa_G26270.h1.t1
OG0007754	jg20373	Aa_G115050.h1.t1
OG0007755	jg11088	Aa_G714140.h1.t1, Aa_G63550.h1.t1
OG0007756	jg11958	Aa_G584010.h1.t1
OG0007757	jg11964	Aa_G246590.h1.t1
OG0007758	jg11721	Aa_G342540.h1.t1
OG0007759	jg26846	Aa_G76930.h1.t1
OG0007761	jg11525, jg11523	Aa_G66710.h1.t1
OG0007762	jg11428	Aa_G206580.h1.t1
OG0007763	jg11345	Aa_G574810.h1.t1
OG0007764	jg11177	Aa_G295170.h1.t1
OG0007765	jg12724	Aa_G298390.h1.t1
OG0007766	jg12824	Aa_G185090.h1.t1
OG0007767	jg12855	Aa_G184900.h1.t1
OG0007768	jg33045	Aa_G184820.h1.t1
OG0007769	jg20200	Aa_G12920.h1.t1
OG0007770	jg20188	Aa_G206240.h1.t1
OG0007771	jg20182	Aa_G206140.h1.t1
OG0007772	jg20147	Aa_G226110.h1.t1
OG0007773	jg20138	Aa_G249850.h1.t1
OG0007774	jg20130	Aa_G249950.h1.t1
OG0007775	jg20128	Aa_G249960.h1.t1
OG0007776	jg20062	Aa_G332590.h1.t1
OG0007777	jg20056	Aa_G196950.h1.t1
OG0007778	jg20021	Aa_G381080.h1.t1
OG0007779	jg20009	Aa_G16880.h1.t1
OG0007780	jg20007	Aa_G16900.h1.t1
OG0007781	jg20004	Aa_G16910.h1.t1
OG0007782	jg20001	Aa_G16940.h1.t1
OG0007783	jg20000	Aa_G16950.h1.t1
OG0007784	jg19989	Aa_G17070.h1.t1
OG0007785	jg19962	Aa_G15950.h1.t1
OG0007786	jg19932	Aa_G16270.h1.t1
OG0007787	jg19846	Aa_G467070.h1.t1
OG0007788	jg19798	Aa_G288460.h1.t1
OG0007789	jg19760	Aa_G100530.h1.t1
OG0007791	jg27629, jg19736	Aa_G360650.h1.t1
OG0007792	jg19613	Aa_G488920.h1.t1
OG0007793	jg19573	Aa_G415340.h1.t1
OG0007794	jg19491	Aa_G67240.h1.t1
OG0007795	jg19522	Aa_G230760.h1.t1
OG0007796	jg3855, jg24802	Aa_G53890.h1.t1
OG0007797	jg3890	Aa_G54120.h1.t1
OG0007798	jg3904	Aa_G908450.h1.t1, Aa_G654010.h1.t1
OG0007799	jg3923	Aa_G18620.h1.t1
OG0007800	jg3932	Aa_G18710.h1.t1
OG0007801	jg3973	Aa_G85270.h1.t1
OG0007802	jg3983	Aa_G85350.h1.t1
OG0007803	jg3989	Aa_G506880.h1.t1
OG0007804	jg3990	Aa_G506890.h1.t1
OG0007805	jg4009	Aa_G260690.h1.t1
OG0007806	jg4129	Aa_G789610.h1.t1
OG0007807	jg4041	Aa_G456520.h1.t1
OG0007808	jg4125	Aa_G226350.h1.t1
OG0007811	jg4165	Aa_G140730.h1.t1
OG0007812	jg4173	Aa_G191770.h1.t1
OG0007813	jg4180	Aa_G181600.h1.t1
OG0007814	jg5799	Aa_G181380.h1.t1
OG0007815	jg5831	Aa_G181150.h1.t1
OG0007817	jg5926	Aa_G15440.h1.t1
OG0007818	jg5939	Aa_G314260.h1.t1
OG0007819	jg5965	Aa_G404790.h1.t1
OG0007820	jg5970	Aa_G404750.h1.t1
OG0007821	jg5976	Aa_G444280.h1.t1
OG0007822	jg5979	Aa_G444250.h1.t1
OG0007823	jg5999	Aa_G8900.h1.t1, Aa_G8910.h1.t1
OG0007824	jg6055	Aa_G447570.h1.t1
OG0007825	jg6101	Aa_G173760.h1.t1
OG0007826	jg23020	Aa_G127310.h1.t1
OG0007827	jg23011	Aa_G127230.h1.t1, Aa_G127230.h2.t1
OG0007828	jg22992	Aa_G478600.h1.t1
OG0007829	jg22964	Aa_G234740.h1.t1
OG0007830	jg22938	Aa_G33940.h1.t1
OG0007831	jg22907	Aa_G550760.h1.t1
OG0007833	jg22825	Aa_G345590.h1.t1
OG0007834	jg22803	Aa_G246290.h1.t1
OG0007835	jg23282	Aa_G320900.h1.t1
OG0007836	jg23288	Aa_G320830.h1.t1
OG0007837	jg23289	Aa_G472770.h1.t1
OG0007838	jg23319	Aa_G75160.h1.t1
OG0007839	jg22582	Aa_G197830.h1.t1
OG0007840	jg23389	Aa_G268220.h1.t1
OG0007841	jg23394	Aa_G268270.h1.t1
OG0007842	jg23458	Aa_G306120.h1.t1
OG0007843	jg23472	Aa_G21010.h1.t1
OG0007844	jg23488	Aa_G20860.h1.t1
OG0007846	jg23532	Aa_G37230.h1.t1
OG0007847	jg23536	Aa_G37270.h1.t1
OG0007848	jg23541	Aa_G37330.h1.t1
OG0007849	jg23583	Aa_G81340.h1.t1
OG0007850	jg23584	Aa_G81330.h1.t1
OG0007851	jg23598	Aa_G524520.h1.t1, Aa_G500320.h1.t1
OG0007852	jg23620	Aa_G23530.h1.t1
OG0007853	jg23643	Aa_G383060.h1.t1
OG0007854	jg23650	Aa_G383180.h1.t1
OG0007855	jg23659	Aa_G165830.h1.t1
OG0007856	jg23704	Aa_G180720.h1.t1
OG0007857	jg23747	Aa_G43810.h1.t1
OG0007858	jg14999	Aa_G326330.h1.t1
OG0007859	jg23764	Aa_G44060.h1.t1
OG0007860	jg8170	Aa_G724620.h1.t1
OG0007861	jg8183	Aa_G425560.h1.t1
OG0007862	jg8104	Aa_G356870.h1.t1
OG0007863	jg8128	Aa_G67900.h1.t1
OG0007864	jg8135	Aa_G67840.h1.t1
OG0007865	jg8094	Aa_G624600.h1.t1
OG0007866	jg8071	Aa_G46810.h1.t1
OG0007867	jg8016	Aa_G46540.h1.t1
OG0007868	jg7991	Aa_G191650.h1.t1
OG0007869	jg7988	Aa_G577370.h1.t1
OG0007870	jg7984	Aa_G99740.h1.t1
OG0007871	jg7848	Aa_G188770.h1.t1
OG0007872	jg7858	Aa_G188850.h1.t1
OG0007873	jg7902	Aa_G189110.h1.t1
OG0007874	jg7917	Aa_G187700.h1.t1
OG0007875	jg20774	Aa_G215310.h1.t1
OG0007876	jg20808	Aa_G89730.h1.t1
OG0007877	jg20904	Aa_G208550.h1.t1
OG0007879	jg18438	Aa_G208660.h1.t1
OG0007880	jg18301	Aa_G243720.h1.t1
OG0007881	jg18298	Aa_G243740.h1.t1
OG0007882	jg18296	Aa_G424790.h1.t1
OG0007884	jg18305	Aa_G243680.h1.t1
OG0007885	jg18245	Aa_G154800.h1.t1
OG0007886	jg18183, jg18179	Aa_G343120.h1.t1
OG0007887	jg18165	Aa_G589090.h1.t1
OG0007888	jg18151	Aa_G263140.h1.t1
OG0007889	jg18149	Aa_G555100.h1.t1
OG0007890	jg29004	Aa_G22710.h1.t1
OG0007891	jg18136	Aa_G85970.h1.t1
OG0007892	jg18093	Aa_G159340.h1.t1
OG0007893	jg18078	Aa_G249110.h1.t1
OG0007894	jg18075	Aa_G119300.h1.t1
OG0007895	jg18063	Aa_G35420.h1.t1
OG0007896	jg29064	Aa_G441400.h1.t1
OG0007897	jg18041	Aa_G135350.h1.t1
OG0007898	jg17858	Aa_G832170.h1.t1
OG0007899	jg17855	Aa_G324760.h1.t1
OG0007900	jg17811	Aa_G405380.h1.t1
OG0007901	jg17804	Aa_G18170.h1.t1
OG0007902	jg17792	Aa_G18010.h1.t1
OG0007903	jg17726	Aa_G466710.h1.t1
OG0007904	jg17569	Aa_G90650.h1.t1
OG0007905	jg17465	Aa_G2950.h1.t1
OG0007906	jg4422, jg4508	Aa_G414700.h1.t1
OG0007907	jg17349	Aa_G371780.h1.t1
OG0007908	jg17310	Aa_G734340.h1.t1
OG0007909	jg9711	Aa_G107220.h1.t1
OG0007910	jg9739	Aa_G196270.h1.t1
OG0007911	jg5298	Aa_G7920.h1.t1
OG0007912	jg23941	Aa_G553350.h1.t1
OG0007913	jg5226	Aa_G72890.h1.t1
OG0007914	jg12155, jg12154	Aa_G426070.h1.t1, Aa_G442310.h1.t1
OG0007915	jg9806	Aa_G227920.h1.t1
OG0007916	jg23983	Aa_G14720.h1.t1
OG0007917	jg23989	Aa_G14670.h1.t1
OG0007918	jg5354	Aa_G321060.h1.t1
OG0007919	jg24020	Aa_G71680.h1.t1
OG0007921	jg24085	Aa_G42240.h1.t1
OG0007922	jg24102	Aa_G250360.h1.t1
OG0007923	jg24112	Aa_G250260.h1.t1
OG0007924	jg24139	Aa_G111720.h1.t1
OG0007925	jg24186	Aa_G47620.h1.t1
OG0007926	jg24225	Aa_G45090.h1.t1
OG0007927	jg24272	Aa_G553070.h1.t1
OG0007928	jg24353	Aa_G4370.h1.t1
OG0007929	jg24359	Aa_G4420.h1.t1
OG0007930	jg24379	Aa_G4600.h1.t1
OG0007931	jg24404	Aa_G4860.h1.t1
OG0007932	jg24389, jg24390	Aa_G4680.h1.t1
OG0007933	jg24415	Aa_G4950.h1.t1
OG0007934	jg24419	Aa_G5010.h1.t1
OG0007935	jg24433	Aa_G75530.h1.t1
OG0007936	jg24460	Aa_G75790.h1.t1
OG0007937	jg24451	Aa_G75720.h1.t1
OG0007938	jg24487	Aa_G51130.h1.t1
OG0007939	jg24521	Aa_G205820.h1.t1
OG0007940	jg24534	Aa_G205930.h1.t1
OG0007941	jg24544	Aa_G163080.h1.t1
OG0007942	jg24592	Aa_G49920.h1.t1
OG0007943	jg24598	Aa_G43570.h1.t1, Aa_G49990.h1.t1
OG0007944	jg24600	Aa_G50040.h1.t1
OG0007945	jg24603	Aa_G47400.h1.t1
OG0007947	jg24607	Aa_G47370.h1.t1
OG0007948	jg21461	Aa_G680940.h1.t1
OG0007949	jg24664	Aa_G78810.h1.t1
OG0007950	jg24685	Aa_G174710.h1.t1
OG0007951	jg24709	Aa_G174460.h1.t1
OG0007952	jg24724	Aa_G174290.h1.t1
OG0007953	jg24733	Aa_G564490.h1.t1, Aa_G174180.h1.t1
OG0007954	jg24734	Aa_G174170.h1.t1
OG0007955	jg24752	Aa_G258640.h1.t1
OG0007956	jg24765	Aa_G302040.h1.t1
OG0007957	jg24797	Aa_G377210.h1.t1
OG0007958	jg19263	Aa_G494600.h1.t1
OG0007959	jg19259, jg19260	Aa_G499640.h1.t1, Aa_G499630.h1.t1
OG0007960	jg19257	Aa_G677200.h1.t1
OG0007961	jg19230	Aa_G292290.h1.t1
OG0007962	jg19218	Aa_G38240.h1.t1
OG0007964	jg19066	Aa_G269490.h1.t1
OG0007965	jg18737	Aa_G550060.h1.t1
OG0007966	jg18741	Aa_G505630.h1.t1
OG0007967	jg18753	Aa_G177490.h1.t1
OG0007969	jg18784	Aa_G11770.h1.t1
OG0007970	jg18806	Aa_G409390.h1.t1
OG0007971	jg18835	Aa_G231890.h1.t1
OG0007973	jg18854	Aa_G531190.h1.t1
OG0007974	jg18868	Aa_G457200.h1.t1
OG0007975	jg18919	Aa_G576730.h1.t1
OG0007976	jg18929	Aa_G617070.h2.t1, Aa_G617070.h1.t1
OG0007978	jg18952	Aa_G115290.h1.t1
OG0007979	jg18979	Aa_G378850.h1.t1
OG0007980	jg18994	Aa_G66280.h1.t1
OG0007981	jg19014	Aa_G542790.h1.t1
OG0007982	jg18712	Aa_G24580.h1.t1
OG0007983	jg30026	Aa_G163860.h1.t1
OG0007984	jg30113	Aa_G66490.h1.t1
OG0007985	jg30156, jg30167, jg30179	Aa_G103760.h1.t1
OG0007986	jg30307	Aa_G80310.h1.t1
OG0007987	jg30353	Aa_G55250.h1.t1
OG0007988	jg30343	Aa_G379830.h1.t1
OG0007989	jg30359	Aa_G718690.h1.t1
OG0007990	jg30361	Aa_G132310.h1.t1
OG0007991	jg6068, jg30370	Aa_G89010.h1.t1
OG0007992	jg30385	Aa_G119030.h1.t1
OG0007993	jg30389	Aa_G119130.h1.t1
OG0007994	jg30412	Aa_G627750.h1.t1
OG0007995	jg30454	Aa_G407820.h1.t1
OG0007996	jg30456	Aa_G407800.h1.t1
OG0007997	jg30472	Aa_G323710.h1.t1
OG0007998	jg30476	Aa_G323740.h1.t1
OG0007999	jg30512	Aa_G329280.h1.t1
OG0008000	jg30513	Aa_G329290.h1.t1
OG0008001	jg30522	Aa_G266550.h1.t1
OG0008003	jg30556	Aa_G436650.h1.t1
OG0008004	jg30629	Aa_G334130.h1.t1
OG0008005	jg3306	Aa_G111140.h1.t1
OG0008006	jg30644	Aa_G477460.h1.t1
OG0008007	jg30680	Aa_G331060.h1.t1
OG0008008	jg30692	Aa_G374420.h1.t1
OG0008009	jg30695	Aa_G374400.h1.t1
OG0008010	jg3378	Aa_G215640.h1.t1
OG0008011	jg30697	Aa_G374380.h1.t1
OG0008012	jg30706	Aa_G86930.h1.t1
OG0008013	jg30716	Aa_G86830.h1.t1
OG0008014	jg30788	Aa_G292630.h1.t1
OG0008015	jg30795	Aa_G292690.h1.t1
OG0008016	jg30811, jg30812	Aa_G198710.h1.t1
OG0008017	jg30822	Aa_G372730.h1.t1
OG0008018	jg30865	Aa_G367180.h1.t1
OG0008019	jg30917	Aa_G62370.h1.t1
OG0008020	jg30948	Aa_G487270.h1.t1
OG0008021	jg31012	Aa_G352710.h1.t1, Aa_G352720.h1.t1
OG0008022	jg31152	Aa_G587360.h1.t1
OG0008023	jg31154	Aa_G587350.h1.t1
OG0008024	jg31162	Aa_G596270.h1.t1
OG0008025	jg2353	Aa_G218570.h1.t1
OG0008026	jg31227	Aa_G61690.h1.t1
OG0008027	jg31257	Aa_G475510.h1.t1
OG0008028	jg31256	Aa_G475520.h1.t1
OG0008029	jg31271	Aa_G415700.h1.t1
OG0008030	jg10061	Aa_G92290.h1.t1
OG0008031	jg10056	Aa_G320700.h1.t1
OG0008032	jg10050	Aa_G92250.h1.t1
OG0008033	jg10028	Aa_G367130.h1.t1
OG0008034	jg10021	Aa_G92180.h1.t1
OG0008035	jg9968	Aa_G353680.h1.t1
OG0008036	jg9957	Aa_G442030.h1.t1
OG0008038	jg9935	Aa_G90910.h1.t1
OG0008039	jg9933	Aa_G90930.h1.t1
OG0008040	jg9661	Aa_G360390.h1.t1
OG0008041	jg9647	Aa_G1820.h1.t1
OG0008042	jg17015	Aa_G155630.h1.t1
OG0008043	jg16963	Aa_G41500.h1.t1
OG0008044	jg21415, jg16908	Aa_G670620.h1.t1
OG0008045	jg16796	Aa_G253060.h1.t1
OG0008046	jg3080	Aa_G449830.h1.t1
OG0008047	jg16705	Aa_G540290.h1.t1
OG0008049	jg16698	Aa_G224810.h1.t1
OG0008050	jg16687	Aa_G311530.h1.t1
OG0008051	jg16681	Aa_G311490.h1.t1
OG0008052	jg16626	Aa_G100320.h1.t1
OG0008053	jg16603	Aa_G651750.h1.t1
OG0008054	jg16593	Aa_G279310.h1.t1
OG0008055	jg16564	Aa_G50390.h1.t1
OG0008056	jg16543	Aa_G314720.h1.t1
OG0008057	jg16539	Aa_G314680.h1.t1
OG0008058	jg16518	Aa_G10140.h1.t1
OG0008059	jg29997	Aa_G121050.h1.t1
OG0008060	jg29989	Aa_G668540.h1.t1
OG0008061	jg29986	Aa_G668560.h1.t1, Aa_G668570.h1.t1
OG0008062	jg29975	Aa_G375710.h1.t1
OG0008063	jg29964	Aa_G284130.h1.t1
OG0008064	jg29941	Aa_G523760.h1.t1
OG0008065	jg29918	Aa_G117720.h1.t1
OG0008066	jg29878	Aa_G458150.h1.t1
OG0008067	jg29871	Aa_G585800.h1.t1
OG0008068	jg29837	Aa_G118580.h1.t1
OG0008070	jg29762	Aa_G26690.h1.t1
OG0008071	jg29761	Aa_G26680.h1.t1
OG0008072	jg29713	Aa_G319770.h1.t1
OG0008073	jg29694	Aa_G10790.h1.t1
OG0008074	jg29686	Aa_G270640.h1.t1
OG0008075	jg29645	Aa_G298910.h1.t1
OG0008076	jg29625	Aa_G338870.h1.t1
OG0008077	jg29623	Aa_G338890.h1.t1
OG0008078	jg29599	Aa_G594230.h1.t1
OG0008079	jg29586	Aa_G469880.h1.t1
OG0008080	jg29569	Aa_G688390.h1.t1
OG0008081	jg29459	Aa_G535910.h1.t1
OG0008082	jg29428	Aa_G226560.h1.t1, Aa_G226540.h1.t1
OG0008083	jg29398	Aa_G446350.h1.t1
OG0008084	jg29390	Aa_G495660.h1.t1
OG0008085	jg29350	Aa_G160850.h1.t1
OG0008086	jg15380	Aa_G318980.h1.t1
OG0008087	jg29240	Aa_G92620.h1.t1, Aa_G80730.h1.t1
OG0008088	jg29217	Aa_G442640.h1.t1
OG0008089	jg29219	Aa_G442620.h1.t1
OG0008090	jg29109	Aa_G769790.h1.t1
OG0008091	jg29075	Aa_G182210.h1.t1
OG0008092	jg29057	Aa_G663690.h1.t1
OG0008094	jg29026	Aa_G22430.h1.t1
OG0008095	jg29014	Aa_G22560.h1.t1
OG0008096	jg29007	Aa_G22680.h1.t1
OG0008097	jg29001	Aa_G22750.h1.t1
OG0008098	jg28999	Aa_G22770.h1.t1
OG0008099	jg28986	Aa_G22920.h1.t1
OG0008100	jg28959	Aa_G706770.h1.t1
OG0008101	jg28934	Aa_G220660.h1.t1, Aa_G114740.h1.t1
OG0008102	jg28903	Aa_G79460.h1.t1
OG0008103	jg28833	Aa_G493510.h1.t1
OG0008104	jg5183	Aa_G209510.h1.t1
OG0008105	jg28775	Aa_G38880.h1.t1
OG0008106	jg28764	Aa_G38770.h1.t1
OG0008107	jg28761	Aa_G38740.h1.t1
OG0008108	jg28738	Aa_G423550.h1.t1
OG0008109	jg28670	Aa_G134860.h1.t1
OG0008110	jg28672	Aa_G134840.h1.t1
OG0008111	jg28673	Aa_G134830.h1.t1
OG0008112	jg28676	Aa_G134800.h1.t1
OG0008113	jg28698	Aa_G134610.h1.t1
OG0008114	jg28642	Aa_G135120.h1.t1
OG0008115	jg28634	Aa_G358030.h1.t1
OG0008116	jg28627	Aa_G228310.h1.t1
OG0008117	jg28598	Aa_G6770.h1.t1
OG0008118	jg28548	Aa_G6340.h1.t1
OG0008119	jg15142, jg28552	Aa_G6370.h1.t1
OG0008120	jg28553	Aa_G6380.h1.t1
OG0008122	jg28513	Aa_G290650.h1.t1
OG0008123	jg28455	Aa_G291100.h1.t1
OG0008124	jg8246	Aa_G106190.h1.t1
OG0008125	jg28402	Aa_G106280.h1.t1
OG0008126	jg5263	Aa_G258110.h1.t1
OG0008127	jg5240	Aa_G72760.h1.t1
OG0008128	jg5294	Aa_G7870.h1.t1
OG0008129	jg5295	Aa_G7880.h1.t1
OG0008130	jg5303	Aa_G7970.h1.t1
OG0008131	jg5383	Aa_G431370.h1.t1
OG0008132	jg5380	Aa_G133070.h1.t1, Aa_G431430.h1.t1
OG0008133	jg5379	Aa_G431440.h1.t1
OG0008134	jg5437	Aa_G59270.h1.t1
OG0008135	jg5471	Aa_G157930.h1.t1
OG0008136	jg5474	Aa_G157980.h1.t1
OG0008137	jg5481	Aa_G158030.h1.t1
OG0008138	jg5489	Aa_G489990.h1.t1
OG0008139	jg5522	Aa_G162200.h1.t1
OG0008140	jg5578	Aa_G192840.h1.t1
OG0008141	jg5605	Aa_G106630.h1.t1
OG0008142	jg5622	Aa_G106470.h1.t1
OG0008143	jg5624	Aa_G106460.h1.t1
OG0008144	jg32478	Aa_G70400.h1.t1
OG0008145	jg5666	Aa_G411000.h1.t1
OG0008146	jg5688	Aa_G64510.h1.t1, Aa_G276260.h1.t1
OG0008147	jg5690	Aa_G449350.h1.t1
OG0008148	jg5701	Aa_G280240.h1.t1
OG0008149	jg5718	Aa_G43300.h1.t1, Aa_G126280.h1.t1
OG0008150	jg5736	Aa_G126140.h1.t1
OG0008151	jg5755	Aa_G83560.h1.t1
OG0008153	jg5759	Aa_G120360.h1.t1
OG0008154	jg5768	Aa_G128850.h1.t1
OG0008155	jg5793	Aa_G95650.h1.t1
OG0008156	jg6534	Aa_G95630.h1.t1
OG0008157	jg6539	Aa_G112630.h1.t1
OG0008158	jg6540	Aa_G112610.h1.t1
OG0008159	jg6547	Aa_G41020.h1.t1
OG0008160	jg6583	Aa_G122200.h1.t1
OG0008161	jg6612	Aa_G120200.h1.t1
OG0008162	jg6621	Aa_G26010.h1.t1
OG0008163	jg6643	Aa_G25940.h1.t1
OG0008164	jg6664	Aa_G680410.h1.t1
OG0008165	jg6909	Aa_G296810.h1.t1
OG0008168	jg21458	Aa_G138970.h1.t1
OG0008169	jg21426	Aa_G649890.h1.t1
OG0008170	jg5186	Aa_G209550.h1.t1
OG0008171	jg21397	Aa_G28490.h1.t1
OG0008172	jg5176	Aa_G209430.h1.t1
OG0008173	jg5169	Aa_G388310.h1.t1
OG0008174	jg5164	Aa_G717960.h1.t1
OG0008175	jg4529	Aa_G244420.h1.t1
OG0008176	jg4494, jg17752, jg17751	Aa_G386350.h1.t1
OG0008177	jg4432	Aa_G508350.h1.t1
OG0008178	jg4426	Aa_G414660.h1.t1
OG0008179	jg4398	Aa_G414840.h1.t1
OG0008180	jg4273	Aa_G353320.h1.t1
OG0008181	jg4206	Aa_G73250.h1.t1
OG0008182	jg4204	Aa_G73230.h1.t1
OG0008183	jg5794	Aa_G181320.h1.t1
OG0008184	jg6414	Aa_G70650.h1.t1
OG0008185	jg6378	Aa_G398130.h1.t1
OG0008186	jg6338	Aa_G392320.h1.t1
OG0008187	jg6331	Aa_G45230.h1.t1
OG0008188	jg6327	Aa_G45260.h1.t1
OG0008189	jg6293	Aa_G45530.h1.t1
OG0008190	jg6269	Aa_G46170.h1.t1
OG0008191	jg6225	Aa_G630830.h1.t1
OG0008192	jg6219	Aa_G578240.h1.t1
OG0008193	jg6195	Aa_G143310.h1.t1
OG0008194	jg2368	Aa_G545250.h1.t1, Aa_G545250.h2.t1
OG0008195	jg6164	Aa_G97870.h1.t1
OG0008196	jg6148	Aa_G97940.h1.t1
OG0008197	jg6146	Aa_G97960.h1.t1
OG0008198	jg23037	Aa_G94780.h1.t1
OG0008199	jg23082	Aa_G448830.h1.t1
OG0008200	jg23114	Aa_G583360.h1.t1
OG0008201	jg23132	Aa_G61540.h1.t1
OG0008202	jg23179	Aa_G315960.h1.t1
OG0008203	jg23181	Aa_G315980.h1.t1
OG0008204	jg23192	Aa_G13460.h1.t1
OG0008205	jg23204	Aa_G13630.h1.t1
OG0008206	jg23208	Aa_G13680.h1.t1
OG0008207	jg23228	Aa_G621050.h1.t1
OG0008208	jg23255	Aa_G406280.h1.t1
OG0008209	jg23278	Aa_G320940.h1.t1
OG0008210	jg22763	Aa_G93810.h1.t1
OG0008211	jg22762	Aa_G93800.h1.t1
OG0008212	jg12118	Aa_G93750.h1.t1
OG0008213	jg15000	Aa_G326340.h1.t1
OG0008214	jg14996	Aa_G326310.h1.t1
OG0008215	jg14992	Aa_G451310.h1.t1
OG0008216	jg14959	Aa_G113220.h1.t1
OG0008217	jg14926	Aa_G366090.h1.t1
OG0008218	jg14870	Aa_G404270.h1.t1
OG0008219	jg14806	Aa_G225230.h1.t1
OG0008220	jg14805	Aa_G315210.h1.t1
OG0008221	jg14765	Aa_G102560.h1.t1
OG0008222	jg14656	Aa_G253600.h1.t1
OG0008223	jg14461	Aa_G500670.h1.t1
OG0008224	jg14190, jg14187	Aa_G311730.h1.t1
OG0008226	jg2315	Aa_G282900.h1.t1
OG0008227	jg2312	Aa_G282880.h1.t1
OG0008228	jg2310	Aa_G428880.h1.t1
OG0008229	jg2308	Aa_G184430.h1.t1
OG0008230	jg2296	Aa_G7130.h1.t1
OG0008231	jg2293	Aa_G7180.h1.t1
OG0008232	jg18603	Aa_G15160.h1.t1
OG0008233	jg2268	Aa_G39330.h1.t1
OG0008234	jg2335, jg2330	Aa_G490580.h1.t1
OG0008235	jg2259	Aa_G29240.h1.t1
OG0008236	jg2474	Aa_G277820.h1.t1
OG0008237	jg2475	Aa_G305270.h1.t1
OG0008238	jg2482	Aa_G305320.h1.t1
OG0008239	jg2582	Aa_G529220.h1.t1
OG0008240	jg31026	Aa_G126620.h1.t1
OG0008241	jg26375	Aa_G399590.h1.t1
OG0008242	jg2627	Aa_G221940.h1.t1
OG0008243	jg2629	Aa_G221970.h1.t1
OG0008244	jg2635	Aa_G189570.h1.t1
OG0008245	jg2646	Aa_G521040.h1.t1
OG0008246	jg2651	Aa_G101660.h1.t1
OG0008247	jg2721	Aa_G214070.h1.t1
OG0008248	jg2751, jg2753	Aa_G297650.h1.t1
OG0008249	jg2805	Aa_G245810.h1.t1
OG0008250	jg2853	Aa_G252130.h1.t1
OG0008251	jg3488	Aa_G485920.h1.t1
OG0008252	jg3486	Aa_G197910.h1.t1
OG0008253	jg3484	Aa_G197890.h1.t1
OG0008254	jg3455	Aa_G526860.h1.t1
OG0008255	jg3451	Aa_G121610.h1.t1
OG0008256	jg3415	Aa_G129320.h1.t1
OG0008257	jg3386	Aa_G104380.h1.t1
OG0008258	jg3376	Aa_G215620.h1.t1
OG0008259	jg3353	Aa_G164960.h1.t1
OG0008260	jg3312	Aa_G111080.h1.t1
OG0008261	jg3260	Aa_G410740.h1.t1
OG0008262	jg3253	Aa_G410820.h1.t1
OG0008263	jg3238	Aa_G730120.h1.t1
OG0008264	jg3237	Aa_G730110.h1.t1
OG0008265	jg3225	Aa_G64880.h1.t1
OG0008266	jg3221	Aa_G52660.h1.t1, Aa_G64800.h1.t1
OG0008267	jg3208	Aa_G533880.h1.t1
OG0008268	jg3172	Aa_G348880.h1.t1
OG0008269	jg3146	Aa_G477010.h1.t1
OG0008270	jg3125	Aa_G64550.h1.t1
OG0008271	jg3089	Aa_G283740.h1.t1
OG0008272	jg3062	Aa_G98840.h1.t1
OG0008273	jg3038	Aa_G30460.h1.t1
OG0008274	jg3026	Aa_G30350.h1.t1
OG0008275	jg3021	Aa_G567780.h1.t1
OG0008276	jg3010	Aa_G203130.h1.t1
OG0008277	jg2983	Aa_G303520.h1.t1
OG0008278	jg2977	Aa_G303440.h1.t1, Aa_G303420.h1.t1
OG0008279	jg2952	Aa_G341830.h1.t1
OG0008280	jg2942	Aa_G341730.h1.t1
