Orthogroup	Arabidopsis_arenosa	Erysimum_linariifolium
OG0005231	jg29740	El002G096380
OG0005232	jg13397	El001G041570
OG0005233	jg21270	El007G352630, El007G352060
OG0005234	jg13547, jg13600	El001G042900, El001G042910
OG0005235	jg13707	El001G044540
OG0005236	jg2247	El004G217320
OG0005237	jg576	El004G196650
OG0005238	jg629	El004G197510
OG0005239	jg9850	El003G158400
OG0005240	jg19363	El006G288570
OG0005241	jg24978	El005G245760
OG0005242	jg25120	El005G247370
OG0005243	jg25156	El005G247830
OG0005243	jg4445	El001G075260
OG0005244	jg21621, jg21620	El007G345010
OG0005245	jg22044	El007G339950
OG0005246	jg22043	El007G339960
OG0005247	jg10041, jg10039	El003G160370
OG0005248	jg22403	El007G336440
OG0005249	jg16093	El001G032070
OG0005250	jg22419	El007G336310
OG0005251	jg22671	El007G333900
OG0005252	jg22719	El007G333390
OG0005253	jg6961	El001G011580
OG0005253	jg32734	El002G129130
OG0005254	jg5155	El001G068290
OG0005255	jg5067, jg5107	El001G068780
OG0005256	jg5094	El001G068920
OG0005257	jg5047	El001G069450
OG0005258	jg5037	El001G069550
OG0005259	jg5016	El001G069740
OG0005260	jg6376	El001G054090
OG0005261	jg4909	El001G071130
OG0005262	jg4812	El001G072120
OG0005264	jg4673	El001G073520
OG0005265	jg4629	El001G073920
OG0005266	jg4557	El001G074560
OG0005267	jg10805	El003G168690
OG0005268	jg10792	El003G168570
OG0005270	jg10298	El003G163240
OG0005271	jg10071	El003G160710
OG0005272	jg32067	El002G122150
OG0005273	jg32272	El002G125040
OG0005273	jg3479	El004G231340
OG0005274	jg32605	El002G127860
OG0005275	jg26499	El005G261600
OG0005276	jg31297	El002G113370
OG0005277	jg31340	El002G113810
OG0005278	jg31348	El002G113900
OG0005279	jg31362	El002G114110
OG0005280	jg31363	El002G114120
OG0005281	jg31481	El002G115570
OG0005282	jg31498	El002G115630
OG0005283	jg31547	El002G116160
OG0005284	jg31574	El002G116540
OG0005285	jg8604	El003G144840
OG0005286	jg16755	El006G318960
OG0005287	jg8570	El003G144610
OG0005288	jg16677	El006G319690
OG0005289	jg8492	El003G143530
OG0005290	jg8384	El003G142620
OG0005291	jg16347	El007G354970, El007G355100, El007G352110, El007G353190, El001G035090, El007G354900, El001G035040, El007G352400, El007G354910
OG0005292	jg22024, jg17612	El005G262140
OG0005293	jg18611	El006G296160
OG0005294	jg18638	El006G295890
OG0005295	jg3224	El004G228280
OG0005296	jg7432	El001G008200
OG0005297	jg10173	El003G161890
OG0005298	jg7637	El001G006280
OG0005299	jg7808, jg7816	El001G004490
OG0005300	jg20758	El007G360430, El007G360470
OG0005301	jg20462	El007G364680
OG0005302	jg20351	El007G366180
OG0005303	jg11312	El003G174890
OG0005304	jg26848	El005G268580
OG0005305	jg11510	El003G177560
OG0005306	jg11486	El003G177350
OG0005308	jg19849	El006G283670
OG0005310	jg19910	El006G283180
OG0005311	jg19907	El006G283210
OG0005312	jg19882, jg19879	El006G283380
OG0005313	jg19772	El006G284560
OG0005314	jg12665	El007G354990, El007G354940, El007G355070, El003G191480
OG0005315	jg19663	El006G285560
OG0005316	jg19642	El006G285710
OG0005317	jg19577	El006G286400
OG0005318	jg19490	El006G287230
OG0005319	jg19494	El006G287180
OG0005320	jg19503	El006G287140
OG0005321	jg19454	El006G287720
OG0005322	jg3852	El001G081860
OG0005323	jg3933	El001G081100
OG0005324	jg3991	El001G080550
OG0005325	jg4008	El001G080160
OG0005327	jg4081	El001G079350
OG0005328	jg4112	El001G079010
OG0005330	jg6516	El001G051650
OG0005331	jg5889	El001G059900
OG0005332	jg5893	El001G059870
OG0005334	jg5932	El001G059360
OG0005335	jg5945	El001G059250
OG0005336	jg10063	El003G160600
OG0005337	jg5978	El001G058880
OG0005338	jg6001	El001G058580
OG0005339	jg6039	El001G058220
OG0005340	jg5854	El001G060250
OG0005341	jg6047	El001G058150
OG0005342	jg23021	El007G330120
OG0005343	jg22965	El007G330730
OG0005344	jg22909	El007G331260
OG0005345	jg22879	El007G331690
OG0005346	jg23286	El003G184250, El007G327430
OG0005347	jg23349	El007G326830
OG0005348	jg21883	El002G120390, El007G341680
OG0005349	jg18935	El006G292560
OG0005349	jg23393	El007G326520
OG0005350	jg23418	El007G326200
OG0005351	jg23482	El007G325650
OG0005352	jg23487	El007G325570
OG0005353	jg23555	El007G324720
OG0005354	jg23571	El007G324530
OG0005355	jg23617	El007G323980
OG0005356	jg23619	El007G323960
OG0005357	jg23688	El007G323220
OG0005358	jg23739	El007G322600
OG0005359	jg23756	El007G322420, El001G011710
OG0005360	jg7246	El001G010170
OG0005361	jg8240	El001G000090
OG0005362	jg8165	El001G000860
OG0005363	jg8159	El001G001490
OG0005364	jg28518	El002G083790
OG0005365	jg8073	El001G001840
OG0005366	jg7910	El001G003810
OG0005367	jg28758	El002G086390
OG0005368	jg18294	El006G300020
OG0005369	jg18347	El006G299400
OG0005370	jg18227	El006G300730
OG0005371	jg18197	El006G301080
OG0005372	jg18186	El006G301190
OG0005373	jg17769	El006G305660
OG0005374	jg17650	El006G307020
OG0005375	jg17473, jg17474	El006G309630
OG0005376	jg9101	El003G149830
OG0005377	jg541	El001G051750, El004G196310
OG0005377	jg23905	El005G235110
OG0005378	jg24125	El005G237280
OG0005379	jg24148	El005G237450
OG0005380	jg5651	El001G062550
OG0005381	jg24454	El005G240400
OG0005382	jg24515	El005G240940
OG0005383	jg5181	El001G067950
OG0005384	jg24597	El005G241780
OG0005385	jg24636	El005G242150
OG0005386	jg24690	El005G242650
OG0005387	jg24723	El005G243010, El005G243060
OG0005388	jg19246	El006G289650
OG0005389	jg19242, jg19240	El006G289700
OG0005390	jg19186	El006G290200
OG0005391	jg19119	El006G290630
OG0005392	jg19092	El006G290960
OG0005393	jg15397	El001G025410
OG0005394	jg19064	El006G291330
OG0005395	jg18728	El006G294990
OG0005397	jg18899	El006G292950
OG0005398	jg18915	El006G292760
OG0005399	jg18961	El006G292320
OG0005400	jg18980	El006G292130
OG0005401	jg24706	El005G242810
OG0005402	jg19008	El006G291900
OG0005405	jg30386	El002G102820
OG0005406	jg30399	El002G102950
OG0005407	jg30414	El002G103050
OG0005408	jg30416	El002G103080
OG0005409	jg30435	El002G103350
OG0005410	jg30497	El002G104010, El037G374540
OG0005411	jg30535	El002G104390
OG0005412	jg30603	El002G105000
OG0005413	jg30711	El002G106080
OG0005414	jg3449	El004G230910
OG0005415	jg30783	El002G107160
OG0005416	jg30792	El002G107240
OG0005417	jg2807	El004G223630
OG0005418	jg2784	El004G223400
OG0005419	jg31022	El002G109760
OG0005420	jg31040	El002G110120
OG0005421	jg31057	El002G110270
OG0005422	jg31123	El002G111050, El002G111540
OG0005423	jg31218	El002G112530
OG0005424	jg31223	El002G112580
OG0005425	jg31224	El002G112590
OG0005426	jg9969	El003G159610
OG0005427	jg9911	El003G158960
OG0005429	jg16876	El006G317630
OG0005430	jg16654	El006G320070
OG0005431	jg29963	El002G098830
OG0005432	jg29657	El002G095620
OG0005433	jg29649	El002G095510
OG0005434	jg29489	El002G093910
OG0005435	jg29487	El002G093890
OG0005436	jg29380	El002G093010
OG0005437	jg29383	El002G093040
OG0005438	jg29340	El002G092500
OG0005439	jg29300	El002G092160
OG0005440	jg29295	El002G092110
OG0005441	jg29243	El002G091570
OG0005442	jg29183	El002G090930
OG0005442	jg12050	El003G184270
OG0005443	jg29167	El002G090730
OG0005444	jg29020	El002G089100
OG0005445	jg28923	El002G088020
OG0005446	jg28904	El002G087860
OG0005447	jg28506	El001G003450, El002G083660
OG0005448	jg5202	El001G067710
OG0005449	jg5279	El001G066910
OG0005450	jg5221	El001G067520
OG0005451	jg5302	El001G066690
OG0005452	jg5451	El001G065040
OG0005453	jg5484	El001G064430
OG0005454	jg5568	El001G063610
OG0005455	jg5593	El001G063280
OG0005456	jg5614	El001G063060
OG0005457	jg5686	El001G062270
OG0005458	jg6543	El001G051420
OG0005459	jg6642	El001G049670
OG0005460	jg6800	El001G047830, El001G047850
OG0005461	jg21456	El007G347070
OG0005462	jg4501	El001G075080
OG0005463	jg4383	El001G075970
OG0005464	jg4299	El001G076850
OG0005465	jg4269	El001G077160
OG0005467	jg4224	El001G077790
OG0005468	jg4222	El001G077810
OG0005469	jg4198	El001G078060
OG0005470	jg6450	El001G050580, El001G052490
OG0005470	jg6451	El001G052480
OG0005471	jg23148	El007G328710
OG0005473	jg23162	El007G328600
OG0005474	jg23197	El007G328220
OG0005475	jg22740	El007G333180
OG0005476	jg14967	El001G021120
OG0005477	jg23218	El007G328000
OG0005478	jg14508	El001G016460
OG0005479	jg14351	El001G014770, El001G014780
OG0005480	jg5861	El001G060160
OG0005481	jg2316	El004G218160
OG0005482	jg24661	El005G242370
OG0005484	jg2434	El004G219450
OG0005485	jg2510	El004G220360
OG0005486	jg2545	El004G220770
OG0005487	jg2688	El004G222410
OG0005488	jg2728	El004G222960
OG0005489	jg2788	El004G223450
OG0005490	jg3492	El004G231500
OG0005491	jg3481	El004G231370
OG0005492	jg3342	El004G229790
OG0005493	jg30635	El002G105260
OG0005494	jg3247	El004G228700
OG0005495	jg3211	El004G228140
OG0005496	jg3206	El004G228080
OG0005497	jg3198	El004G227980
OG0005498	jg3077	El004G226780
OG0005499	jg3075	El004G226760
OG0005500	jg3032	El004G226300
OG0005501	jg1935, jg6425	El001G052850
OG0005502	jg2917	El004G224920
OG0005503	jg2870	El004G224400
OG0005504	jg3521	El004G231850
OG0005505	jg3676	El004G233480
OG0005506	jg3702	El004G233780
OG0005507	jg3728	El004G234090
OG0005508	jg25232	El005G248570
OG0005509	jg25308	El005G249250
OG0005510	jg25523	El005G251430
OG0005511	jg25580, jg25576	El005G251940
OG0005512	jg25584	El005G251990
OG0005513	jg25689	El005G253130
OG0005514	jg25704	El005G253250
OG0005515	jg25707	El005G253320
OG0005516	jg11099	El003G172160
OG0005517	jg25780	El005G253870
OG0005518	jg25854	El005G254430
OG0005519	jg25939	El005G255350
OG0005520	jg26002	El005G256010
OG0005521	jg26010	El005G256080
OG0005522	jg26022, jg1515	El005G256270
OG0005523	jg26052	El005G256570
OG0005524	jg26096	El005G257050
OG0005525	jg26185	El005G258040
OG0005526	jg26223	El005G258510
OG0005527	jg26481	El005G261380
OG0005527	jg26480	El005G261410
OG0005528	jg8813	El003G146950
OG0005529	jg4169	El001G078360, El005G271460, El001G078370
OG0005530	jg9004	El003G148950
OG0005531	jg27792	El005G274190
OG0005532	jg27808	El005G274340
OG0005533	jg27941	El005G275620
OG0005534	jg8690	El003G145770
OG0005535	jg28187	El005G278350
OG0005536	jg33687	El002G140270
OG0005537	jg33648	El002G139800
OG0005538	jg33647	El002G139790
OG0005539	jg33631	El002G139650
OG0005540	jg33592	El002G139280
OG0005541	jg33529	El002G138390
OG0005542	jg33183	El002G134670
OG0005543	jg33037, jg16758	El002G133310
OG0005544	jg32908	El002G131800
OG0005545	jg32892	El002G131520
OG0005546	jg15307	El001G024370
OG0005547	jg15336	El001G024690
OG0005548	jg15052	El001G021950
OG0005549	jg15045	El001G021860
OG0005550	jg15756	El001G028890
OG0005551	jg15783	El001G029090
OG0005552	jg15823	El001G029550
OG0005553	jg15838	El001G029750
OG0005554	jg16139	El001G032700
OG0005555	jg16276	El001G034340
OG0005556	jg16326	El001G034810
OG0005557	jg16356	El001G035180
OG0005558	jg11241	El003G174050, El006G306840, El001G048990
OG0005559	jg21300, jg13886, jg5384, jg21031, jg21032, jg1842, jg27537, jg762, jg765, jg14855, jg2348, jg20695, jg1989, jg7186, jg32922, jg26540, jg14054, jg6796, jg6921, jg21242, jg1688, jg1687, jg1673, jg6934, jg6935, jg11802	El004G220980
OG0005561	jg19052	El006G291500, El008G368740
OG0005562	jg19538	El006G286760
OG0005563	jg11060	El003G171840, El003G171730, El003G171810
OG0005563	jg19993	El006G282180
OG0005564	jg3313	El004G229420
OG0005565	jg27643, jg27645	El005G273360
OG0005566	jg30021	El002G099400
OG0005567	jg4091	El001G019820, El001G019920, El001G022830
OG0005568	jg25133	El005G247530
OG0005569	jg20797	El007G359970
OG0005571	jg20682	El001G013160, El005G238630, El004G213360
OG0005572	jg5341	El001G066320
OG0005573	jg22129	El007G339040, El007G339050, El007G339060
OG0005574	jg32437	El007G355780
OG0005575	jg13137	El001G038450, El001G038460
OG0005576	jg6177	El001G056790
OG0005577	jg24158	El005G237550
OG0005579	jg27582	El005G272980
OG0005580	jg21965, jg21959	El007G340890
OG0005580	jg17729	El006G306050
OG0005581	jg14303	El001G014300
OG0005581	jg14304	El001G014310
OG0005582	jg7175, jg7173, jg7170	El001G010700, El001G010710
OG0005583	jg9587	El003G155430
OG0005584	jg23295	El007G327340
OG0005584	jg23296	El007G327330
OG0005592	jg9520	El003G154570
OG0005593	jg9397	El003G152990
OG0005594	jg29211	El002G091210
OG0005595	jg9347	El003G152390
OG0005596	jg9331	El003G152240
OG0005597	jg9329	El003G152230
OG0005598	jg9307	El003G152100
OG0005599	jg9304	El003G152060
OG0005600	jg9271	El003G151660
OG0005601	jg9245	El003G151390
OG0005602	jg9163	El003G150550
OG0005603	jg9134	El003G150200
OG0005604	jg9089	El003G149700
OG0005605	jg9099	El003G149810
OG0005606	jg9005	El003G148960
OG0005607	jg8955	El003G148430
OG0005608	jg6012	El001G058430
OG0005609	jg18688	El006G295490
OG0005610	jg10997	El003G171150
OG0005611	jg1309	El004G205820
OG0005613	jg891	El004G200280
OG0005614	jg773	El004G199160
OG0005615	jg12899	El001G036000
OG0005616	jg13033	El001G037260
OG0005617	jg13063	El001G037730
OG0005618	jg13173	El001G038840
OG0005619	jg32994	El002G131250, El002G097240
OG0005619	jg13191, jg13200	El003G190190, El003G190230, El003G190280
OG0005621	jg13188	El001G039050
OG0005622	jg13288, jg13289	El001G040290
OG0005623	jg13293	El001G040350
OG0005624	jg13412	El001G041780
OG0005625	jg13578	El001G043150
OG0005626	jg13751	El001G045140
OG0005627	jg13767	El001G045370
OG0005628	jg2231	El004G217200
OG0005629	jg12022	El003G183920
OG0005630	jg12848	El003G193560
OG0005631	jg480	El004G195440
OG0005632	jg5398	El001G065630
OG0005633	jg547	El004G196340
OG0005634	jg598	El004G197000
OG0005635	jg9873	El003G158580
OG0005637	jg19327	El006G288900
OG0005639	jg24903	El005G244960
OG0005640	jg24927	El005G245220
OG0005641	jg25175	El005G248010
OG0005642	jg21863, jg22275, jg22266	El007G341940
OG0005643	jg22049	El007G339870
OG0005644	jg22029	El007G340170
OG0005645	jg22304	El007G337570
OG0005646	jg22340	El007G337100
OG0005647	jg22434	El007G336200
OG0005648	jg22475	El007G335890
OG0005649	jg22530	El007G335440
OG0005650	jg22601	El007G334740
OG0005651	jg22638	El007G334320
OG0005652	jg22686	El007G333740, El007G333730
OG0005653	jg22710	El007G333490
OG0005654	jg21244	El007G351670
OG0005655	jg5143	El001G068410
OG0005656	jg5139	El001G068450
OG0005657	jg5113	El001G068730
OG0005658	jg5054	El001G069380
OG0005659	jg5011	El001G069820
OG0005660	jg5009	El001G069850
OG0005661	jg5002	El001G069900
OG0005662	jg4965	El001G070340
OG0005663	jg1328, jg1325, jg4751	El001G072700
OG0005664	jg4739, jg4740	El001G072830
OG0005665	jg4662	El001G073650
OG0005666	jg10899	El003G169900
OG0005667	jg10876	El003G169550
OG0005668	jg20371	El007G365910
OG0005669	jg10647	El003G166710
OG0005670	jg10636	El003G166560
OG0005671	jg10596	El003G166050
OG0005672	jg10594	El003G166030
OG0005673	jg10444	El003G164830
OG0005674	jg10306	El003G163380
OG0005675	jg10258	El003G162810
OG0005676	jg10249	El003G162710
OG0005677	jg10129	El003G161400
OG0005678	jg32114	El002G122940
OG0005679	jg32806	El002G130540
OG0005680	jg31355	El002G113960
OG0005681	jg31465	El002G115350
OG0005681	jg31464	El002G115340
OG0005682	jg31488, jg31493, jg31485	El002G115600
OG0005684	jg8766	El003G146490
OG0005684	jg8765	El003G146480
OG0005685	jg8722	El003G146020
OG0005686	jg8693	El003G145790
OG0005687	jg8646	El003G145260
OG0005688	jg16753	El006G318980
OG0005689	jg8555	El003G144300
OG0005690	jg8566, jg8716, jg8719, jg8543	El003G144150
OG0005691	jg8496	El003G143570
OG0005692	jg8481	El003G143410
OG0005693	jg8411	El003G142920
OG0005694	jg8410	El003G142910
OG0005695	jg12355	El003G187160
OG0005696	jg31843	El002G119440
OG0005697	jg18643	El006G295850
OG0005698	jg18536	El006G296950
OG0005699	jg20916	El007G358640
OG0005700	jg5112	El001G068740
OG0005701	jg20920	El007G358600
OG0005702	jg32730	El002G129100
OG0005703	jg7633	El001G006350
OG0005704	jg7667	El001G005960
OG0005705	jg20538	El007G363600, El007G363430, El007G363780
OG0005706	jg20539	El007G363590, El007G363560
OG0005707	jg20464	El007G364430
OG0005708	jg20431	El007G364970, El007G364980
OG0005709	jg20397	El007G365540
OG0005710	jg20282	El007G366720
OG0005711	jg20281	El007G366730
OG0005712	jg20269	El007G366860
OG0005713	jg20272	El007G366820
OG0005714	jg11973	El003G183520
OG0005715	jg11508	El003G177540
OG0005716	jg11279	El003G174410
OG0005717	jg26358	El005G259890
OG0005718	jg20186	El006G280090
OG0005719	jg20158	El006G280360
OG0005720	jg20140	El006G280580
OG0005721	jg20085	El006G281120
OG0005722	jg16250	El001G026350, El001G034080
OG0005723	jg20059	El006G281450
OG0005724	jg16231	El001G033840
OG0005725	jg19964	El006G282650
OG0005726	jg16153	El001G032930
OG0005727	jg19941	El006G313860, El006G282230, El005G247470, El006G282930, El006G282310
OG0005728	jg19861	El006G283520
OG0005729	jg19850	El006G283660
OG0005729	jg16090	El001G032040
OG0005730	jg19825	El006G284020
OG0005731	jg19784	El006G284400
OG0005732	jg19779	El006G284440
OG0005732	jg19780	El006G284430
OG0005733	jg1197, jg19681	El006G285400
OG0005734	jg19664	El006G285550
OG0005735	jg19565	El006G286570
OG0005736	jg19436	El006G287850
OG0005737	jg3935	El001G081060
OG0005738	jg3961	El001G080840
OG0005739	jg6522	El001G051570
OG0005740	jg6530, jg6525, jg6527	El001G051560, El001G051580
OG0005741	jg5815	El001G060740
OG0005742	jg5837	El001G060400
OG0005743	jg33263	El002G135520, El002G135530
OG0005744	jg5937	El001G059300
OG0005745	jg5944	El001G059260
OG0005746	jg6031	El001G058300
OG0005747	jg6056	El001G058040
OG0005748	jg6073	El001G057810, El001G057820
OG0005749	jg23003	El007G330300
OG0005750	jg22978	El007G330610
OG0005751	jg22809	El007G332410
OG0005752	jg23371	El007G326700
OG0005753	jg23375	El007G326660
OG0005754	jg23466	El007G325800
OG0005755	jg23476	El007G325710
OG0005756	jg23526	El007G325080
OG0005757	jg23721	El007G322830
OG0005758	jg23736	El007G322650
OG0005759	jg8169	El001G000820
OG0005760	jg8199	El001G000550
OG0005761	jg8107	El001G000930
OG0005762	jg8113	El001G001060
OG0005763	jg8081	El001G001760
OG0005764	jg7851	El001G003340
OG0005765	jg7920	El001G003950
OG0005766	jg7935	El001G004110
OG0005767	jg20763	El007G360410
OG0005768	jg20766	El007G360360
OG0005769	jg28707	El002G085730
OG0005770	jg20788	El007G360080
OG0005771	jg18445	El006G298470
OG0005772	jg18444	El006G298480
OG0005773	jg18348	El006G299390
OG0005774	jg18266	El006G300280
OG0005775	jg18060	El006G302570
OG0005776	jg18037	El006G302860
OG0005777	jg17864	El006G304460
OG0005778	jg18213	El006G300850
OG0005779	jg17759	El006G305800
OG0005780	jg17597	El006G307560
OG0005781	jg17598	El006G307550
OG0005782	jg9059	El003G149420
OG0005783	jg17355	El006G311820
OG0005783	jg15304	El001G024340
OG0005784	jg5215	El001G067590
OG0005785	jg23992	El005G236020
OG0005786	jg24043, jg26806	El005G236440, El004G212660
OG0005787	jg24050	El005G236510
OG0005788	jg24055	El005G236570
OG0005789	jg24167	El005G237650
OG0005790	jg20792, jg24513	El005G240900
OG0005791	jg24604	El005G241850
OG0005792	jg24622	El005G242030
OG0005793	jg24628	El005G242090
OG0005794	jg24637	El005G242160
OG0005795	jg24714	El005G242900
OG0005796	jg813	El004G199480
OG0005797	jg24737	El005G243260, El007G352500
OG0005798	jg24773	El005G243650
OG0005799	jg19304	El006G289120, El007G331510
OG0005800	jg19262	El006G289470
OG0005801	jg18907	El006G292860
OG0005802	jg19165	El006G290480
OG0005803	jg18829	El006G293650
OG0005805	jg18887	El006G293070
OG0005806	jg18921	El006G292690
OG0005807	jg18931	El006G292590
OG0005808	jg19005	El006G291940
OG0005809	jg19047	El006G291520
OG0005810	jg19040	El006G291620
OG0005811	jg19031	El006G291720
OG0005812	jg30022	El002G099420
OG0005813	jg30123	El002G100360
OG0005814	jg30128	El002G100410
OG0005814	jg29155	El002G090620
OG0005815	jg30148	El002G100640
OG0005816	jg30185, jg30162, jg30173, jg30198	El002G100770
OG0005817	jg30235	El002G101210
OG0005818	jg2950	El004G225210
OG0005820	jg30489	El002G103920
OG0005821	jg30583	El002G104780
OG0005822	jg30601	El002G104980
OG0005823	jg30735	El002G106300
OG0005824	jg30810	El002G107560
OG0005825	jg30919	El002G108790
OG0005826	jg30949	El002G109210
OG0005827	jg21766	El007G343040
OG0005828	jg5223	El001G067480
OG0005829	jg31285	El002G113210
OG0005830	jg31273	El002G113090
OG0005831	jg10033	El003G160310
OG0005832	jg17161	El006G313960
OG0005833	jg9977	El003G159730
OG0005834	jg9970	El003G159620
OG0005835	jg9937	El003G159260, El001G010630
OG0005836	jg16879	El006G317580
OG0005837	jg16849	El006G317950
OG0005838	jg29993	El002G099130
OG0005839	jg29955	El002G098750
OG0005840	jg29865	El002G097810
OG0005841	jg29800	El002G097020
OG0005842	jg29742	El002G096400
OG0005843	jg29721	El002G096220
OG0005844	jg29696	El002G095990
OG0005845	jg29669	El002G095740
OG0005846	jg29654	El002G095580
OG0005847	jg29627	El002G095260
OG0005848	jg29605	El002G094960
OG0005849	jg29555	El002G094550
OG0005850	jg29553, jg29554	El002G094540
OG0005851	jg29453	El002G093590
OG0005852	jg29441	El002G093470
OG0005853	jg29373	El002G092940
OG0005854	jg29326	El002G092410
OG0005855	jg29293	El002G092090
OG0005856	jg29228	El002G091380
OG0005857	jg29200	El002G091110
OG0005858	jg29159	El002G090660
OG0005859	jg29127	El002G090350
OG0005860	jg29107	El002G090090
OG0005861	jg29060	El002G089530
OG0005862	jg28791	El002G086750
OG0005863	jg28790	El002G086730
OG0005864	jg28785	El002G086690, El002G139910
OG0005865	jg28619	El002G084840
OG0005866	jg28550	El002G084110
OG0005867	jg28522	El002G083830
OG0005868	jg28452	El002G083060
OG0005869	jg5274	El001G066960
OG0005870	jg5256	El001G067140
OG0005871	jg5228	El001G067430
OG0005872	jg5338	El001G066350
OG0005873	jg5388	El001G065750
OG0005874	jg5423	El001G065370
OG0005875	jg5585	El001G063420
OG0005876	jg5691	El001G062210
OG0005877	jg5765	El001G061280
OG0005878	jg6687	El001G049050
OG0005879	jg6907	El001G047520
OG0005880	jg21585	El007G345340
OG0005881	jg21569	El007G345520
OG0005882	jg21509	El007G346520
OG0005883	jg21439	El002G112850, El007G347460
OG0005884	jg5184	El001G067920
OG0005885	jg4296	El001G076870
OG0005886	jg6464	El001G052350
OG0005887	jg6362	El001G054380
OG0005888	jg6240	El008G369170, El008G368420, El008G368410, El001G056120
OG0005889	jg23042	El007G329900
OG0005890	jg23088	El007G329390
OG0005891	jg23169	El007G328500
OG0005892	jg14535	El001G016800
OG0005893	jg23233	El007G327830
OG0005894	jg22785	El007G332730
OG0005895	jg22781	El007G332770
OG0005896	jg22772	El007G332870
OG0005897	jg22765	El007G332950
OG0005898	jg22755	El007G333060
OG0005899	jg25046	El005G246410
OG0005900	jg22729	El007G333310
OG0005901	jg15033	El001G021730
OG0005902	jg14906	El001G020510
OG0005903	jg14761	El001G019120
OG0005904	jg14621	El001G017680
OG0005905	jg14410	El001G015490
OG0005906	jg14122	El001G012410
OG0005906	jg6507	El001G051740
OG0005907	jg2467	El004G219800
OG0005908	jg2587	El004G221200
OG0005909	jg2785	El004G223410
OG0005909	jg12544	El003G189610
OG0005910	jg2822	El004G223790
OG0005911	jg3475	El004G231280
OG0005912	jg3403	El004G230420
OG0005913	jg3303	El004G229300
OG0005914	jg3280	El004G229020
OG0005915	jg3177	El004G227780
OG0005916	jg3153	El004G227550
OG0005917	jg3114	El004G227190
OG0005918	jg30244	El002G101300
OG0005919	jg3542	El004G232000
OG0005920	jg3552	El004G232080
OG0005921	jg3685	El004G233600
OG0005922	jg12860	El004G234260
OG0005923	jg30023	El002G099430
OG0005924	jg25246	El005G248700
OG0005925	jg25291	El005G249130
OG0005926	jg25391	El005G249960
OG0005927	jg25477, jg25478	El005G250940
OG0005928	jg25493	El005G251120
OG0005929	jg33507	El002G138070
OG0005930	jg33454	El002G137480
OG0005931	jg25862	El005G254520
OG0005932	jg25971	El005G255700
OG0005933	jg824, jg819, jg822	El001G010360, El004G199530, El004G199550
OG0005934	jg26111	El005G257170
OG0005935	jg26140	El005G257510
OG0005936	jg26184	El005G258030
OG0005937	jg26284	El005G259100
OG0005938	jg26467	El005G261240
OG0005939	jg26468	El005G261260
OG0005940	jg26492	El005G261530
OG0005941	jg26613	El005G265260, El005G265200
OG0005942	jg26646	El005G265860
OG0005943	jg26651	El005G265900
OG0005944	jg26793	El005G268050
OG0005946	jg11835	El003G181550
OG0005947	jg27521	El005G272480
OG0005948	jg27761	El005G273900
OG0005949	jg27949	El005G275670
OG0005950	jg27988	El005G276640
OG0005951	jg28126	El005G277860
OG0005952	jg28148	El005G278040
OG0005953	jg28215	El005G278480
OG0005954	jg28239	El005G278700
OG0005955	jg33771	El002G141040
OG0005956	jg33733, jg33732, jg33736, jg33727	El002G140690
OG0005957	jg33560	El002G138920
OG0005958	jg32348	El002G137920, El002G137950
OG0005959	jg33458	El002G137550
OG0005960	jg32955	El002G132530
OG0005961	jg32969	El002G132620
OG0005962	jg32885	El002G131440
OG0005963	jg11110	El003G172280
OG0005964	jg15151	El001G022750
OG0005965	jg15083	El001G022160
OG0005966	jg15408	El001G025530
OG0005967	jg15570	El001G027290
OG0005968	jg15595	El001G027550
OG0005969	jg15689	El001G028310
OG0005970	jg15679	El001G028430
OG0005971	jg15761	El001G028950
OG0005972	jg15762	El001G028960
OG0005973	jg15952	El001G030700
OG0005974	jg16182	El001G033210
OG0005975	jg16234	El001G033880, El001G033410
OG0005976	jg16215	El001G033630
OG0005977	jg16436	El001G035790
OG0005978	jg16448	El001G035920
OG0005979	jg33264	El002G135540
OG0005981	jg15026	El001G021660
OG0005982	jg16065	El001G031760
OG0005983	jg20433	El007G364960
OG0005986	jg3082, jg3083	El004G226830
OG0005987	jg9646	El003G156090
OG0005988	jg9044	El003G149300
OG0005989	jg29370	El002G092910
OG0005990	jg30344	El002G130570, El001G012950, El001G012870, El001G012900
OG0005991	jg10212	El003G162260, El003G162250
OG0005992	jg2395	El004G219070
OG0005993	jg3065	El004G226690
OG0005995	jg28295	El005G279240
OG0005996	jg25512	El005G251310
OG0005997	jg25112	El005G247270
OG0005998	jg4543	El001G074650
OG0005999	jg17812	El006G305080
OG0006000	jg22566	El007G335110
OG0006000	jg5324, jg5322	El001G066480
OG0006001	jg12689	El003G191730
OG0006002	jg23500	El007G325360
OG0006003	jg33035, jg11610	El004G204470, El001G020990
OG0006004	jg24469	El005G240520
OG0006006	jg18845, jg18844, jg18851	El003G170900
OG0006007	jg10974, jg10976	El003G170870, El003G171010
OG0006008	jg11916	El007G350840, El007G350810, El007G350830, El002G125630, El001G047180
OG0006009	jg21820	El007G342560
OG0006016	jg9542	El003G154920
OG0006017	jg28102	El005G277580
OG0006018	jg9372	El003G152660
OG0006019	jg16846	El006G318040
OG0006020	jg9338	El003G152270
OG0006021	jg17582	El006G305740
OG0006021	jg29188	El002G090980
OG0006022	jg9287	El003G151830
