Orthogroup	Arabidopsis_arenosa	Brassica_oleracea
OG0007481	jg12896	XP_013620714.1, XP_013598124.1
OG0007482	jg12908	XP_013594258.1
OG0007483	jg12918	XP_013595268.1, XP_013619291.1
OG0007484	jg12986	XP_013620596.1, XP_013597833.1
OG0007485	jg29958	XP_013604736.1, XP_013586371.1
OG0007486	jg13083	XP_013621461.1, XP_013599420.1
OG0007487	jg13103	XP_013594068.1, XP_013612000.1
OG0007488	jg13117	XP_013597731.1, XP_013609687.1
OG0007489	jg13135	XP_013596079.1, XP_013616663.1, XP_013616172.1
OG0007490	jg13152	XP_013606519.1, XP_013618269.1
OG0007491	jg30446	XP_013584357.1, XP_013600332.1
OG0007492	jg13220	XP_013596504.1, XP_013619495.1
OG0007493	jg13242	XP_013609905.1, XP_013596362.1
OG0007494	jg13264	XP_013597254.1, XP_013619368.1
OG0007495	jg13325	XP_013593486.1, XP_013606331.1
OG0007496	jg13330	XP_013597548.1, XP_013613376.1
OG0007497	jg13376	XP_013597284.1, XP_013613409.1
OG0007498	jg13396	XP_013613375.1, XP_013609039.1
OG0007499	jg13401	XP_013593645.1, XP_013611941.1
OG0007500	jg13406	XP_013618568.1, XP_013615127.1, XP_013595548.1
OG0007501	jg13425	XP_013615984.1, XP_013599378.1
OG0007502	jg13426	XP_013599376.1, XP_013615983.1
OG0007503	jg13468	XP_013595964.1
OG0007504	jg13527	XP_013620361.1, XP_013597692.1
OG0007506	jg13740	XP_013593750.1, XP_013607090.1
OG0007507	jg12484	XP_013635002.1
OG0007508	jg13805	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013613305.1, XP_013615767.1
OG0007509	jg13864	XP_013596925.1, XP_013619539.1, XP_013609592.1
OG0007510	jg2243	XP_013621011.1, XP_013591508.1
OG0007511	jg2217	XP_013613517.1, XP_013588536.1
OG0007512	jg2174	XP_013618944.1, XP_013590691.1
OG0007513	jg2057	XP_013616138.1
OG0007514	jg2052	XP_013614779.1, XP_013591289.1
OG0007515	jg1984	XP_013616340.1, XP_013588084.1
OG0007516	jg1867	XP_013590131.1, XP_013618256.1
OG0007517	jg5616	XP_013606749.1, XP_013630677.1
OG0007518	jg371	XP_013610121.1, XP_013610036.1
OG0007519	jg33666	XP_013592730.1, XP_013629644.1
OG0007520	jg430	XP_013611718.1, XP_013612333.1
OG0007521	jg464	XP_013606273.1, XP_013606797.1
OG0007522	jg505	XP_013606936.1, XP_013609174.1
OG0007523	jg546	XP_013613896.1
OG0007524	jg548, jg551	XP_013613902.1
OG0007525	jg578	XP_013613894.1, XP_013608699.1
OG0007526	jg595	XP_013612230.1, XP_013612070.1
OG0007527	jg677	XP_013610475.1, XP_013635339.1, XP_013610181.1
OG0007528	jg683	XP_013609235.1, XP_013633943.1
OG0007529	jg693	XP_013637406.1, XP_013611428.1
OG0007530	jg25219	XP_013609511.1, XP_013629411.1
OG0007531	jg25217	XP_013587733.1, XP_013590827.1
OG0007532	jg25216	XP_013630256.1, XP_013604840.1
OG0007533	jg25204	XP_013583996.1
OG0007534	jg9635	XP_013595926.1, XP_013601138.1
OG0007535	jg9881	XP_013586555.1, XP_013596339.1
OG0007536	jg9864	XP_013598491.1, XP_013614961.1
OG0007537	jg9853	XP_013596493.1, XP_013585355.1
OG0007538	jg19352	XP_013631048.1, XP_013631342.1
OG0007540	jg19338	XP_013636898.1, XP_013628906.1
OG0007541	jg24837	XP_013587363.1, XP_013625744.1
OG0007542	jg24841	XP_013629773.1, XP_013586892.1
OG0007543	jg24846	XP_013625336.1, XP_013595546.1, XP_013620259.1, XP_013615811.1
OG0007544	jg24878	XP_013615165.1, XP_013596315.1
OG0007545	jg24882	XP_013613220.1, XP_013587178.1
OG0007546	jg24901	XP_013635597.1, XP_013637710.1
OG0007547	jg24910, jg20316	XP_013638386.1, XP_013594777.1
OG0007548	jg4116	XP_013611348.1, XP_013629528.1
OG0007549	jg24933	XP_013583561.1, XP_013622550.1
OG0007550	jg24948	XP_013583560.1, XP_013586632.1
OG0007551	jg24969	XP_013583658.1
OG0007552	jg24989	XP_013586554.1, XP_013616078.1
OG0007553	jg4209	XP_013613047.1, XP_013619166.1
OG0007554	jg25020	XP_013587518.1, XP_013614510.1
OG0007555	jg25068	XP_013584366.1
OG0007556	jg25075	XP_013622117.1, XP_013583693.1
OG0007557	jg25092	XP_013617403.1, XP_013587090.1
OG0007558	jg25105	XP_013625699.1
OG0007559	jg25113	XP_013628144.1, XP_013585714.1
OG0007560	jg25121	XP_013583612.1, XP_013585085.1
OG0007561	jg25126	XP_013625392.1
OG0007562	jg25134	XP_013628470.1, XP_013638397.1
OG0007563	jg9629	XP_013597500.1, XP_013604060.1, XP_013601385.1
OG0007565	jg25147	XP_013586814.1, XP_013622230.1
OG0007566	jg25150	XP_013585594.1, XP_013584750.1
OG0007567	jg25186	XP_013628369.1, XP_013638069.1
OG0007568	jg25188	XP_013583774.1, XP_013623430.1
OG0007569	jg15725, jg15656	XP_013595734.1, XP_013620707.1
OG0007570	jg21639	XP_013629491.1, XP_013621096.1
OG0007571	jg20376	XP_013597689.1
OG0007572	jg32776	XP_013602002.1, XP_013592426.1
OG0007573	jg21730	XP_013627372.1, XP_013619352.1
OG0007574	jg21735	XP_013627522.1, XP_013627716.1
OG0007575	jg21740	XP_013590968.1, XP_013626227.1
OG0007576	jg21743	XP_013622791.1, XP_013618314.1
OG0007577	jg9046	XP_013617739.1, XP_013628818.1
OG0007578	jg21939	XP_013621176.1, XP_013626073.1
OG0007579	jg22054	XP_013606114.1
OG0007581	jg22037	XP_013606570.1, XP_013620483.1
OG0007582	jg22030	XP_013620770.1, XP_013613185.1
OG0007583	jg22027	XP_013610837.1
OG0007584	jg22056	XP_013627783.1, XP_013611292.1
OG0007585	jg22062	XP_013623006.1, XP_013608644.1
OG0007586	jg22192	XP_013621672.1, XP_013609785.1
OG0007587	jg22163	XP_013619317.1, XP_013606976.1
OG0007588	jg22234	XP_013616374.1, XP_013606478.1
OG0007589	jg22282	XP_013626445.1, XP_013607323.1
OG0007590	jg22319	XP_013606913.1, XP_013626155.1
OG0007591	jg22395	XP_013619759.1, XP_013612557.1
OG0007592	jg22425	XP_013612637.1
OG0007593	jg2115, jg22457	XP_013608218.1
OG0007594	jg22467, jg22468	XP_013613988.1, XP_013607121.1
OG0007596	jg22574	XP_013611576.1, XP_013620668.1
OG0007597	jg22591	XP_013619390.1, XP_013606727.1
OG0007598	jg22594	XP_013622022.1, XP_013606172.1
OG0007599	jg22600	XP_013606016.1, XP_013613292.1
OG0007600	jg22637	XP_013608757.1, XP_013616424.1
OG0007601	jg22644	XP_013610756.1, XP_013620009.1
OG0007602	jg22669	XP_013612908.1, XP_013621617.1
OG0007603	jg22683	XP_013619357.1, XP_013612749.1
OG0007604	jg22721	XP_013615914.1, XP_013611392.1
OG0007605	jg6655	XP_013617887.1, XP_013612538.1
OG0007606	jg5152	XP_013611612.1, XP_013620238.1
OG0007607	jg5129	XP_013610217.1, XP_013626913.1
OG0007608	jg5122	XP_013609964.1
OG0007609	jg5114	XP_013605985.1, XP_013630224.1
OG0007610	jg5100	XP_013626103.1, XP_013606014.1
OG0007611	jg5080	XP_013620558.1, XP_013607375.1
OG0007612	jg5070	XP_013619105.1
OG0007613	jg5051	XP_013611488.1, XP_013629064.1
OG0007614	jg5044	XP_013625182.1
OG0007615	jg5032	XP_013626618.1, XP_013610127.1
OG0007616	jg5013	XP_013622633.1, XP_013616334.1
OG0007617	jg4980	XP_013623326.1, XP_013606803.1
OG0007618	jg4978	XP_013609172.1
OG0007619	jg4952	XP_013612355.1
OG0007620	jg4930	XP_013609123.1
OG0007621	jg4893	XP_013611910.1
OG0007622	jg4742	XP_013610218.1, XP_013618942.1
OG0007623	jg4720	XP_013629315.1, XP_013611208.1
OG0007624	jg4710	XP_013626621.1, XP_013611481.1
OG0007626	jg4664	XP_013625634.1, XP_013612992.1
OG0007627	jg4660	XP_013622922.1, XP_013606136.1
OG0007628	jg4631	XP_013626176.1, XP_013621049.1
OG0007629	jg4567	XP_013606944.1, XP_013622218.1
OG0007630	jg4556	XP_013622352.1, XP_013612966.1
OG0007631	jg10878	XP_013587551.1
OG0007632	jg10828	XP_013597532.1, XP_013604423.1
OG0007633	jg10813	XP_013603814.1, XP_013605318.1
OG0007634	jg10806	XP_013618779.1, XP_013592946.1
OG0007635	jg10801	XP_013600314.1, XP_013593515.1
OG0007637	jg7687	XP_013611539.1
OG0007638	jg10700	XP_013597106.1, XP_013593572.1
OG0007639	jg10691	XP_013597274.1
OG0007640	jg10662	XP_013622155.1, XP_013604963.1
OG0007641	jg10640	XP_013598561.1, XP_013591310.1
OG0007642	jg10571	XP_013597945.1, XP_013614142.1
OG0007643	jg20658	XP_013614991.1
OG0007644	jg23165	XP_013627926.1, XP_013619774.1, XP_013610581.1
OG0007645	jg10502	XP_013626828.1, XP_013602421.1
OG0007646	jg10480	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0007647	jg7780	XP_013609722.1, XP_013612620.1
OG0007648	jg10422	XP_013599308.1, XP_013607763.1
OG0007649	jg10394	XP_013597903.1, XP_013604010.1
OG0007650	jg10332	XP_013627061.1, XP_013589140.1
OG0007651	jg10327	XP_013622665.1, XP_013601201.1
OG0007652	jg10308	XP_013589555.1, XP_013596680.1
OG0007653	jg10299	XP_013593374.1, XP_013632237.1
OG0007654	jg10278	XP_013630480.1, XP_013598454.1
OG0007655	jg10270	XP_013587279.1
OG0007656	jg10255	XP_013593596.1
OG0007657	jg10237	XP_013593540.1, XP_013634329.1
OG0007658	jg10222	XP_013596734.1, XP_013588049.1
OG0007659	jg10219	XP_013593792.1
OG0007660	jg10133	XP_013622907.1, XP_013637030.1
OG0007661	jg10117	XP_013616539.1, XP_013598127.1
OG0007662	jg17253, jg10094	XP_013593765.1, XP_013599246.1
OG0007663	jg31974	XP_013591866.1, XP_013604806.1
OG0007664	jg31978	XP_013592909.1
OG0007665	jg31990	XP_013637736.1
OG0007666	jg32070	XP_013591479.1, XP_013605579.1
OG0007667	jg32139	XP_013584025.1, XP_013589803.1
OG0007668	jg32284	XP_013600012.1, XP_013637463.1
OG0007669	jg32645	XP_013588682.1, XP_013599924.1
OG0007670	jg32809	XP_013638405.1, XP_013599779.1
OG0007671	jg32753	XP_013599787.1, XP_013586446.1
OG0007672	jg32815	XP_013638746.1, XP_013599578.1
OG0007673	jg24721	XP_013638654.1, XP_013625906.1
OG0007674	jg31329	XP_013598795.1, XP_013613550.1
OG0007675	jg31352	XP_013585180.1, XP_013597236.1
OG0007676	jg12163, jg17033	XP_013614888.1
OG0007677	jg31371	XP_013585498.1, XP_013628720.1
OG0007678	jg31381	XP_013587025.1, XP_013629688.1
OG0007679	jg31444	XP_013622254.1, XP_013594058.1
OG0007680	jg31557	XP_013624748.1, XP_013625102.1, XP_013585689.1
OG0007681	jg31582	XP_013628872.1, XP_013638361.1
OG0007682	jg31627	XP_013586976.1, XP_013598649.1
OG0007683	jg31629	XP_013596848.1
OG0007684	jg31635	XP_013594239.1, XP_013638161.1
OG0007685	jg8794	XP_013593000.1
OG0007686	jg4056	XP_013610375.1, XP_013626966.1
OG0007687	jg8758	XP_013617141.1, XP_013627895.1
OG0007688	jg8739	XP_013598033.1, XP_013638504.1
OG0007689	jg8735	XP_013598032.1
OG0007690	jg8704	XP_013596368.1, XP_013589684.1
OG0007691	jg8683	XP_013595760.1, XP_013625068.1
OG0007692	jg8681	XP_013588727.1, XP_013627032.1
OG0007693	jg8661	XP_013584296.1, XP_013629099.1
OG0007694	jg8638	XP_013604448.1, XP_013626760.1
OG0007695	jg16806	XP_013604942.1, XP_013637595.1
OG0007696	jg8624	XP_013595493.1, XP_013617634.1
OG0007697	jg8579	XP_013595574.1, XP_013636936.1, XP_013610244.1
OG0007698	jg8567	XP_013594030.1, XP_013630832.1
OG0007699	jg8561	XP_013638165.1, XP_013596376.1
OG0007700	jg8560	XP_013594025.1, XP_013621763.1
OG0007701	jg8549	XP_013596120.1
OG0007702	jg8526	XP_013629701.1
OG0007703	jg8515	XP_013622374.1, XP_013584527.1
OG0007704	jg8489	XP_013636630.1, XP_013595791.1
OG0007705	jg8468	XP_013626060.1, XP_013585873.1
OG0007706	jg8419	XP_013600822.1, XP_013598775.1
OG0007707	jg8315	XP_013598230.1, XP_013630829.1
OG0007708	jg11935	XP_013615293.1, XP_013615058.1
OG0007710	jg12430	XP_013631532.1, XP_013635197.1
OG0007711	jg18615	XP_013631102.1, XP_013634117.1
OG0007712	jg18623	XP_013636009.1, XP_013628306.1
OG0007713	jg18632	XP_013629583.1, XP_013636267.1
OG0007714	jg29394	XP_013602662.1, XP_013585984.1
OG0007715	jg2670, jg31733	XP_013585997.1
OG0007716	jg5647	XP_013613051.1, XP_013623157.1
OG0007717	jg18648	XP_013622094.1, XP_013631257.1
OG0007718	jg18642	XP_013635808.1, XP_013635638.1, XP_013635694.1
OG0007719	jg7277	XP_013630814.1, XP_013606417.1
OG0007720	jg7211	XP_013630791.1, XP_013607378.1
OG0007721	jg7087, jg7154	XP_013623231.1
OG0007722	jg26963, jg31538	XP_013593759.1, XP_013611938.1
OG0007723	jg18519	XP_013636944.1, XP_013632269.1
OG0007725	jg18496	XP_013631127.1, XP_013631443.1
OG0007726	jg18490	XP_013623115.1, XP_013637217.1
OG0007727	jg18489	XP_013622353.1, XP_013637097.1
OG0007728	jg18452	XP_013634192.1, XP_013633643.1
OG0007729	jg18447	XP_013637511.1, XP_013630857.1
OG0007730	jg21005	XP_013612880.1, XP_013637191.1
OG0007731	jg7381	XP_013627811.1, XP_013612508.1
OG0007732	jg7463	XP_013627576.1, XP_013624552.1, XP_013615690.1
OG0007733	jg7490	XP_013630142.1, XP_013611963.1
OG0007734	jg7558	XP_013611767.1, XP_013622445.1
OG0007735	jg7644	XP_013627667.1, XP_013610340.1, XP_013627455.1
OG0007736	jg7669, jg11289	XP_013606472.1
OG0007737	jg7698	XP_013609954.1, XP_013623496.1
OG0007738	jg7750	XP_013611284.1, XP_013630419.1
OG0007739	jg5857	XP_013611343.1, XP_013625180.1
OG0007740	jg7762	XP_013625665.1, XP_013609532.1
OG0007741	jg20670	XP_013593085.1
OG0007742	jg20604	XP_013598348.1
OG0007743	jg20555	XP_013595404.1, XP_013609049.1
OG0007744	jg20527	XP_013596088.1, XP_013616627.1
OG0007745	jg20490	XP_013620302.1
OG0007746	jg20480	XP_013598835.1, XP_013616590.1
OG0007747	jg20463	XP_013609433.1, XP_013595997.1
OG0007748	jg20447	XP_013620181.1, XP_013596035.1
OG0007749	jg20441	XP_013593052.1, XP_013616677.1
OG0007750	jg20414	XP_013606148.1, XP_013618968.1
OG0007751	jg4201	XP_013609546.1, XP_013619591.1
OG0007752	jg20401	XP_013617687.1, XP_013596941.1
OG0007753	jg20395	XP_013596672.1, XP_013610538.1
OG0007754	jg20373	XP_013607209.1, XP_013615089.1
OG0007755	jg11088	XP_013618563.1
OG0007756	jg11958	XP_013602391.1, XP_013588050.1, XP_013633866.1
OG0007757	jg11964	XP_013602420.1, XP_013636175.1
OG0007758	jg11721	XP_013630100.1, XP_013603872.1
OG0007759	jg26846	XP_013623041.1, XP_013595620.1
OG0007760	jg26792	XP_013625252.1
OG0007761	jg11525, jg11523	XP_013613641.1, XP_013637116.1
OG0007762	jg11428	XP_013631998.1, XP_013600377.1
OG0007763	jg11345	XP_013636278.1
OG0007765	jg12724	XP_013587989.1, XP_013632036.1
OG0007766	jg12824	XP_013633712.1, XP_013590438.1
OG0007767	jg12855	XP_013633725.1, XP_013590026.1
OG0007768	jg33045	XP_013590379.1, XP_013590481.1
OG0007769	jg20200	XP_013625213.1, XP_013631258.1
OG0007770	jg20188	XP_013634680.1, XP_013629016.1
OG0007771	jg20182	XP_013633677.1, XP_013634703.1
OG0007772	jg20147	XP_013631928.1, XP_013622604.1
OG0007773	jg20138	XP_013634028.1, XP_013636457.1
OG0007774	jg20130	XP_013614364.1
OG0007775	jg20128	XP_013634795.1, XP_013614370.1
OG0007776	jg20062	XP_013633891.1, XP_013633549.1
OG0007777	jg20056	XP_013629009.1, XP_013637091.1
OG0007778	jg20021	XP_013625395.1, XP_013614730.1
OG0007779	jg20009	XP_013635676.1, XP_013631633.1, XP_013633475.1
OG0007780	jg20007	XP_013636886.1, XP_013635674.1
OG0007781	jg20004	XP_013634190.1, XP_013635672.1
OG0007782	jg20001	XP_013626085.1, XP_013635527.1
OG0007783	jg20000	XP_013626080.1, XP_013635524.1, XP_013593850.1
OG0007784	jg19989	XP_013637162.1, XP_013636705.1
OG0007785	jg19962	XP_013625964.1, XP_013631243.1
OG0007786	jg19932	XP_013634282.1, XP_013634042.1
OG0007787	jg19846	XP_013636620.1, XP_013634474.1
OG0007788	jg19798	XP_013636827.1, XP_013622879.1
OG0007789	jg19760	XP_013637158.1, XP_013623315.1
OG0007791	jg27629	XP_013633854.1
OG0007791	jg19736	XP_013636709.1
OG0007792	jg19613	XP_013637201.1, XP_013629606.1, XP_013615291.1
OG0007793	jg19573	XP_013634230.1, XP_013635915.1
OG0007794	jg19491	XP_013626059.1
OG0007795	jg19522	XP_013637567.1, XP_013637069.1
OG0007796	jg3855, jg24802	XP_013628626.1
OG0007797	jg3890	XP_013619339.1, XP_013625870.1
OG0007798	jg3904	XP_013611876.1, XP_013589105.1
OG0007799	jg3923	XP_013630275.1, XP_013616435.1
OG0007800	jg3932	XP_013627180.1, XP_013612227.1
OG0007801	jg3973	XP_013610614.1, XP_013627738.1
OG0007802	jg3983	XP_013610799.1, XP_013630168.1
OG0007803	jg3989	XP_013622935.1, XP_013612080.1
OG0007804	jg3990	XP_013618783.1, XP_013625743.1
OG0007805	jg4009	XP_013612618.1, XP_013621183.1
OG0007806	jg4129	XP_013614451.1
OG0007807	jg4041	XP_013607172.1, XP_013616638.1
OG0007808	jg4125	XP_013609779.1, XP_013626452.1
OG0007809	jg4142	XP_013620671.1, XP_013610482.1
OG0007810	jg4159	XP_013620673.1, XP_013619859.1, XP_013609980.1
OG0007811	jg4165	XP_013613023.1, XP_013619563.1
OG0007812	jg4173	XP_013623527.1
OG0007813	jg4180	XP_013623664.1, XP_013609374.1
OG0007814	jg5799	XP_013620497.1, XP_013611249.1
OG0007815	jg5831	XP_013616882.1, XP_013611108.1, XP_013630524.1
OG0007817	jg5926	XP_013620435.1, XP_013611559.1
OG0007818	jg5939	XP_013626352.1, XP_013607120.1
OG0007819	jg5965	XP_013630211.1, XP_013607050.1
OG0007820	jg5970	XP_013611691.1, XP_013628205.1
OG0007822	jg5979	XP_013618326.1, XP_013609379.1
OG0007823	jg5999	XP_013621766.1, XP_013606341.1
OG0007824	jg6055	XP_013629117.1, XP_013611725.1
OG0007825	jg6101	XP_013623562.1, XP_013608990.1
OG0007826	jg23020	XP_013620912.1, XP_013628868.1
OG0007827	jg23011	XP_013620878.1, XP_013611526.1
OG0007828	jg22992	XP_013630121.1, XP_013610120.1
OG0007829	jg22964	XP_013610949.1, XP_013625777.1
OG0007830	jg22938	XP_013609717.1, XP_013619377.1
OG0007831	jg22907	XP_013621716.1, XP_013621527.1
OG0007833	jg22825	XP_013626275.1, XP_013612845.1
OG0007834	jg22803	XP_013626308.1, XP_013619362.1
OG0007835	jg23282	XP_013626813.1, XP_013612753.1
OG0007836	jg23288	XP_013620013.1
OG0007837	jg23289	XP_013629039.1, XP_013613230.1
OG0007838	jg23319	XP_013623350.1, XP_013612957.1
OG0007839	jg22582	XP_013620938.1
OG0007840	jg23389	XP_013622706.1
OG0007841	jg23394	XP_013629955.1, XP_013618318.1
OG0007842	jg23458	XP_013624415.1
OG0007843	jg23472	XP_013625215.1, XP_013610909.1
OG0007844	jg23488	XP_013606197.1, XP_013625238.1
OG0007846	jg23532	XP_013613638.1, XP_013622530.1
OG0007847	jg23536	XP_013628737.1, XP_013613636.1
OG0007848	jg23541	XP_013613635.1
OG0007849	jg23583	XP_013613182.1, XP_013622030.1
OG0007850	jg23584	XP_013623447.1, XP_013618642.1
OG0007851	jg23598	XP_013629013.1, XP_013611140.1
OG0007852	jg23620	XP_013623261.1, XP_013612578.1
OG0007853	jg23643	XP_013618145.1, XP_013606189.1
OG0007854	jg23650	XP_013598572.1, XP_013617841.1, XP_013618146.1
OG0007855	jg23659	XP_013593514.1, XP_013608800.1
OG0007856	jg23704	XP_013607583.1
OG0007857	jg23747	XP_013606647.1, XP_013593796.1
OG0007858	jg14999	XP_013595306.1, XP_013604701.1
OG0007859	jg23764	XP_013607899.1, XP_013607588.1, XP_013595892.1
OG0007860	jg8170	XP_013628272.1, XP_013613083.1
OG0007861	jg8183	XP_013621812.1, XP_013611746.1
OG0007862	jg8104	XP_013625389.1, XP_013612014.1
OG0007863	jg8128	XP_013611415.1, XP_013628632.1
OG0007864	jg8135	XP_013612818.1
OG0007865	jg8094	XP_013619173.1, XP_013607153.1
OG0007866	jg8071	XP_013610620.1, XP_013627338.1
OG0007867	jg8016	XP_013606855.1, XP_013630053.1
OG0007868	jg7991	XP_013621278.1, XP_013612403.1
OG0007869	jg7988	XP_013606548.1, XP_013615943.1
OG0007870	jg7984	XP_013612022.1
OG0007871	jg7848	XP_013606357.1
OG0007872	jg7858	XP_013608747.1
OG0007873	jg7902	XP_013611483.1, XP_013621862.1
OG0007874	jg7917	XP_013628254.1
OG0007875	jg20774	XP_013616661.1, XP_013599405.1
OG0007876	jg20808	XP_013594273.1
OG0007877	jg20904	XP_013597978.1, XP_013621346.1
OG0007879	jg18438	XP_013631467.1, XP_013631762.1
OG0007880	jg18301	XP_013627801.1, XP_013634908.1, XP_013635380.1
OG0007881	jg18298	XP_013626279.1
OG0007882	jg18296	XP_013622580.1, XP_013630914.1
OG0007883	jg18380, jg12222	XP_013630768.1, XP_013637046.1
OG0007884	jg18305	XP_013633346.1, XP_013627818.1
OG0007885	jg18245	XP_013635829.1, XP_013636042.1
OG0007886	jg18183, jg18179	XP_013631334.1
OG0007887	jg18165	XP_013632216.1, XP_013631722.1
OG0007888	jg18151	XP_013636346.1, XP_013631325.1
OG0007889	jg18149	XP_013635897.1, XP_013631015.1
OG0007890	jg29004	XP_013585789.1
OG0007891	jg18136	XP_013622080.1, XP_013636508.1
OG0007892	jg18093	XP_013630782.1, XP_013636511.1
OG0007893	jg18078	XP_013634552.1, XP_013626436.1
OG0007894	jg18075	XP_013634737.1
OG0007895	jg18063	XP_013634780.1, XP_013635199.1
OG0007896	jg29064	XP_013603991.1, XP_013603987.1
OG0007897	jg18041	XP_013622288.1, XP_013637359.1
OG0007898	jg17858	XP_013631757.1, XP_013632142.1
OG0007899	jg17855	XP_013633556.1, XP_013634501.1
OG0007900	jg17811	XP_013628297.1, XP_013635861.1
OG0007901	jg17804	XP_013635865.1, XP_013634157.1
OG0007902	jg17792	XP_013634154.1, XP_013631440.1
OG0007903	jg17726	XP_013636164.1, XP_013629417.1
OG0007904	jg17569	XP_013636695.1, XP_013636662.1
OG0007905	jg17465	XP_013636631.1, XP_013636587.1
OG0007906	jg4422, jg4508	XP_013609340.1
OG0007907	jg17349	XP_013625879.1, XP_013603041.1
OG0007908	jg17310	XP_013604287.1, XP_013636588.1
OG0007909	jg9711	XP_013617682.1, XP_013598751.1
OG0007910	jg9739	XP_013595279.1, XP_013617745.1
OG0007911	jg5298	XP_013620503.1, XP_013610370.1
OG0007912	jg23941	XP_013627077.1, XP_013585517.1
OG0007913	jg5226	XP_013627531.1
OG0007914	jg12155, jg12154	XP_013626160.1
OG0007915	jg9806	XP_013603656.1, XP_013599027.1
OG0007916	jg23983	XP_013635473.1, XP_013637067.1, XP_013584962.1
OG0007917	jg23989	XP_013587697.1
OG0007918	jg5354	XP_013612939.1, XP_013628547.1
OG0007919	jg24020	XP_013584534.1, XP_013625746.1
OG0007921	jg24085	XP_013630061.1, XP_013633437.1
OG0007922	jg24102	XP_013583628.1, XP_013626272.1
OG0007923	jg24112	XP_013584979.1, XP_013632701.1
OG0007924	jg24139	XP_013636103.1, XP_013584096.1
OG0007925	jg24186	XP_013638174.1, XP_013630523.1
OG0007926	jg24225	XP_013630487.1, XP_013586547.1
OG0007927	jg24272	XP_013638750.1, XP_013620023.1
OG0007928	jg24353	XP_013613995.1, XP_013613956.1, XP_013628380.1
OG0007929	jg24359	XP_013616207.1, XP_013613986.1
OG0007930	jg24379	XP_013638061.1, XP_013629271.1
OG0007931	jg24404	XP_013586928.1, XP_013629544.1
OG0007932	jg24389, jg24390	XP_013585526.1
OG0007933	jg24415	XP_013587077.1
OG0007934	jg24419	XP_013584332.1, XP_013623312.1
OG0007935	jg24433	XP_013587749.1, XP_013584754.1
OG0007936	jg24460	XP_013637469.1, XP_013625480.1
OG0007937	jg24451	XP_013629512.1, XP_013638741.1
OG0007938	jg24487	XP_013639359.1, XP_013625432.1
OG0007939	jg24521	XP_013584867.1, XP_013626682.1
OG0007940	jg24534	XP_013626497.1, XP_013584477.1
OG0007941	jg24544	XP_013623636.1, XP_013587506.1
OG0007942	jg24592	XP_013621899.1, XP_013583716.1
OG0007943	jg24598	XP_013585535.1
OG0007944	jg24600	XP_013622548.1, XP_013638150.1
OG0007945	jg24603	XP_013622225.1, XP_013587676.1
OG0007946	jg24606	XP_013621900.1, XP_013584974.1
OG0007947	jg24607	XP_013586781.1, XP_013622007.1
OG0007948	jg21461	XP_013621364.1, XP_013610199.1
OG0007949	jg24664	XP_013589510.1, XP_013583446.1
OG0007950	jg24685	XP_013587238.1, XP_013622282.1
OG0007951	jg24709	XP_013628393.1, XP_013637847.1
OG0007952	jg24724	XP_013586532.1, XP_013619924.1
OG0007953	jg24733	XP_013584589.1, XP_013639383.1
OG0007954	jg24734	XP_013583894.1
OG0007955	jg24752	XP_013636093.1
OG0007956	jg24765	XP_013584763.1, XP_013628391.1
OG0007957	jg24797	XP_013629912.1, XP_013617186.1
OG0007958	jg19263	XP_013627002.1, XP_013634907.1
OG0007959	jg19259, jg19260	XP_013622896.1
OG0007960	jg19257	XP_013621777.1, XP_013636938.1
OG0007961	jg19230	XP_013631632.1, XP_013626697.1
OG0007962	jg19218	XP_013631030.1, XP_013631460.1
OG0007963	jg19170	XP_013596823.1, XP_013635281.1
OG0007964	jg19066	XP_013634743.1, XP_013623248.1
OG0007965	jg18737	XP_013634536.1, XP_013634177.1
OG0007966	jg18741	XP_013634457.1, XP_013614626.1
OG0007967	jg18753	XP_013633954.1, XP_013633747.1
OG0007968	jg18781	XP_013635223.1, XP_013634398.1, XP_013627885.1
OG0007969	jg18784	XP_013636797.1, XP_013636849.1
OG0007970	jg18806	XP_013631954.1, XP_013634732.1
OG0007971	jg18835	XP_013634352.1, XP_013626208.1
OG0007973	jg18854	XP_013630507.1, XP_013636879.1
OG0007974	jg18868	XP_013633400.1, XP_013634407.1
OG0007975	jg18919	XP_013636179.1, XP_013635048.1
OG0007976	jg18929	XP_013634448.1, XP_013632505.1
OG0007977	jg18937	XP_013635335.1, XP_013634943.1
OG0007978	jg18952	XP_013635301.1, XP_013626057.1
OG0007979	jg18979	XP_013637536.1, XP_013631786.1
OG0007980	jg18994	XP_013626879.1, XP_013634279.1
OG0007981	jg19014	XP_013623084.1, XP_013632128.1
OG0007982	jg18712	XP_013633595.1, XP_013623317.1
OG0007983	jg30026	XP_013599820.1, XP_013586695.1
OG0007984	jg30113	XP_013586706.1, XP_013604399.1
OG0007985	jg30156, jg30167, jg30179	XP_013583793.1, XP_013599667.1
OG0007986	jg30307	XP_013613980.1, XP_013599887.1
OG0007987	jg30353	XP_013604772.1, XP_013605719.1
OG0007988	jg30343	XP_013585265.1, XP_013599817.1
OG0007989	jg30359	XP_013638045.1, XP_013605718.1
OG0007990	jg30361	XP_013603846.1
OG0007991	jg6068, jg30370	XP_013600166.1, XP_013586527.1
