Orthogroup	Arabidopsis_arenosa	Cardamine_glauca
OG0010562	jg16207	Cg002G045220
OG0010563	jg16246	Cg002G044860
OG0010564	jg16252	Cg002G044770
OG0010565	jg16253	Cg002G044760
OG0010566	jg16255	Cg002G044700
OG0010567	jg16321	Cg002G044140
OG0010568	jg16361	Cg002G043780
OG0010569	jg31601	Cg006G215970
OG0010570	jg16388	Cg002G043550
OG0010572	jg30014	Cg006G230600
OG0010575	jg15114	Cg002G054770
OG0010578	jg19250	Cg005G166060
OG0010579	jg19339	Cg005G165330
OG0010580	jg9374	Cg001G010110
OG0010581	jg8401	Cg001G001160
OG0010582	jg28615	Cg006G243360
OG0010583	jg28887	Cg006G240820
OG0010585	jg29158	Cg006G238120
OG0010586	jg29320	Cg006G236510
OG0010587	jg29637	Cg006G233910
OG0010589	jg30767	Cg006G223930
OG0010590	jg2650	Cg007G270830
OG0010591	jg2414	Cg007G268660
OG0010592	jg2356	Cg007G268120
OG0010594	jg13331, jg13332	Cg002G072200
OG0010595	jg17736	Cg005G179450
OG0010596	jg26767	Cg004G142400
OG0010597	jg26425	Cg004G139200
OG0010598	jg25871	Cg004G134180
OG0010599	jg25438	Cg004G130390
OG0010600	jg25375	Cg004G129700
OG0010601	jg25227	Cg004G128440
OG0010602	jg25211	Cg004G128270
OG0010603	jg24866	Cg004G125030
OG0010604	jg24820	Cg004G124670
OG0010605	jg24671	Cg004G123270
OG0010608	jg4262	Cg008G285940
OG0010609	jg4428	Cg008G287330
OG0010610	jg19498, jg16780	Cg005G191490
OG0010611	jg16605	Cg005G192990
OG0010612	jg32418	Cg006G211980
OG0010613	jg10688	Cg001G021700
OG0010614	jg10721	Cg001G022080
OG0010615	jg10875	Cg001G023540
OG0010616	jg31537	Cg006G216480
OG0010617	jg18370	Cg005G173770
OG0010618	jg4737, jg33794	Cg008G289630
OG0010621	jg5198	Cg008G294000
OG0010623	jg6774	Cg008G307510
OG0010624	jg9477	Cg001G010990
OG0010625	jg14076	Cg002G064360
OG0010628	jg6470	Cg008G305560
OG0010629	jg6326	Cg008G304260
OG0010630	jg23189	Cg003G110160
OG0010632	jg29847	Cg006G232160
OG0010633	jg31008, jg31010, jg27187, jg27188, jg31000, jg30998	Cg008G295260
OG0010634	jg32612, jg32632	Cg006G204760
OG0010636	jg15647, jg15713	Cg001G034770
OG0010637	jg33265, jg33266	Cg006G198500
OG0010639	jg21321, jg26703	Cg004G141760
OG0010640	jg26916	Cg004G148300
OG0010642	jg17224, jg9538	Cg001G011610
OG0010644	jg6874	Cg008G307880
OG0010645	jg10893	Cg001G023740
OG0010660	jg9615	Cg001G012400
OG0010661	jg9603	Cg001G012260
OG0010662	jg9570	Cg001G011900
OG0010663	jg9500	Cg001G011160
OG0010664	jg9386	Cg001G010230
OG0010665	jg9339	Cg001G009790
OG0010666	jg8277	Cg001G000080
OG0010667	jg9293	Cg001G009460
OG0010668	jg9276	Cg001G009280
OG0010670	jg9223	Cg001G008750
OG0010671	jg9185	Cg001G008330
OG0010672	jg9130	Cg001G007790
OG0010673	jg9114	Cg001G007590
OG0010674	jg9064	Cg001G007130
OG0010675	jg9077	Cg001G007250
OG0010676	jg6034	Cg008G302000
OG0010677	jg8976	Cg001G006410, Cg005G181260
OG0010678	jg18913	Cg005G168930
OG0010679	jg8942, jg21666	Cg001G006080
OG0010680	jg8959	Cg001G006230, Cg003G087410
OG0010681	jg8913	Cg001G005840
OG0010682	jg2256	Cg007G267220
OG0010683	jg8864	Cg001G005360
OG0010684	jg8832	Cg001G005020
OG0010685	jg5190	Cg008G293930
OG0010686	jg31804	Cg006G214500
OG0010687	jg31839	Cg006G214140
OG0010688	jg10908	Cg001G023870
OG0010689	jg10914	Cg001G023930
OG0010690	jg10915	Cg001G024000
OG0010691	jg10963	Cg001G024590
OG0010692	jg10983	Cg001G024660
OG0010694	jg10998	Cg001G024740
OG0010695	jg11007	Cg001G024810
OG0010696	jg11011	Cg001G024850
OG0010697	jg1436	Cg007G254500
OG0010698	jg15623	Cg002G049830
OG0010699	jg1428	Cg007G254440
OG0010700	jg1350	Cg007G253350
OG0010701	jg1334	Cg007G253230
OG0010702	jg1207	Cg007G252470
OG0010703	jg1186	Cg007G252180
OG0010704	jg1152	Cg007G251950
OG0010705	jg1056	Cg007G251370
OG0010706	jg1089	Cg007G251460
OG0010707	jg1016	Cg007G251190
OG0010708	jg1010	Cg007G251130
OG0010709	jg1005	Cg007G251060
OG0010710	jg999	Cg007G250920
OG0010711	jg989	Cg007G250760
OG0010712	jg988	Cg007G250750
OG0010713	jg981	Cg007G250720
OG0010714	jg970	Cg007G250620
OG0010716	jg923	Cg007G250290
OG0010717	jg872	Cg007G250240
OG0010718	jg843	Cg007G249320
OG0010719	jg786	Cg007G248870
OG0010720	jg770	Cg007G248750
OG0010721	jg755	Cg007G248620
OG0010722	jg12905	Cg002G075730
OG0010723	jg12981	Cg002G075050
OG0010725	jg13052	Cg002G074540
OG0010726	jg13059	Cg002G074490
OG0010727	jg13065	Cg002G074430
OG0010728	jg13073	Cg002G074370
OG0010729	jg13080	Cg002G074290
OG0010730	jg13139	Cg002G073780
OG0010731	jg13228	Cg008G319360
OG0010732	jg29801	Cg006G232550
OG0010733	jg13280	Cg002G072690
OG0010734	jg29780	Cg006G232720
OG0010735	jg13296	Cg002G072580
OG0010736	jg13309	Cg002G072480
OG0010737	jg13323	Cg002G072280
OG0010738	jg13513	Cg002G070760
OG0010739	jg13519	Cg002G070710
OG0010740	jg13564	Cg002G068680
OG0010741	jg13599	Cg002G069000
OG0010742	jg13835, jg13831	Cg002G067230
OG0010743	jg2140	Cg007G266180
OG0010744	jg1911	Cg007G262740
OG0010745	jg1751	Cg007G260740
OG0010746	jg24301	Cg004G119880
OG0010747	jg11844	Cg001G032800
OG0010748	jg357	Cg003G090410, Cg003G095880, Cg007G245500
OG0010749	jg360	Cg007G245520
OG0010750	jg370	Cg007G245640
OG0010751	jg391	Cg007G245860
OG0010753	jg399	Cg007G245980
OG0010754	jg426	Cg007G246120
OG0010755	jg468	Cg007G246340
OG0010756	jg500	Cg007G246580
OG0010757	jg625	Cg007G247530
OG0010758	jg25205	Cg004G128220
OG0010759	jg9834	Cg001G014510
OG0010760	jg19401	Cg005G164750
OG0010761	jg19369	Cg005G165060
OG0010762	jg19374	Cg005G165020
OG0010763	jg19328	Cg005G165440
OG0010764	jg24819	Cg004G124660
OG0010765	jg24830	Cg004G124750
OG0010766	jg24870	Cg004G125050
OG0010767	jg24951	Cg004G125760
OG0010768	jg24956	Cg004G125820
OG0010769	jg24957	Cg004G125830
OG0010770	jg10541	Cg001G020490
OG0010771	jg25024	Cg004G126540
OG0010772	jg488	Cg007G246470
OG0010773	jg25053	Cg004G126820
OG0010774	jg9066	Cg001G007150
OG0010775	jg25104	Cg004G127250
OG0010776	jg25144	Cg004G127680
OG0010777	jg25164	Cg004G127860
OG0010779	jg25178	Cg004G127980
OG0010780	jg25193	Cg004G128130
OG0010781	jg25194	Cg004G128140
OG0010782	jg6967	Cg003G088650
OG0010783	jg16799	Cg005G191320
OG0010784	jg21631	Cg003G091410
OG0010785	jg21640	Cg003G091220
OG0010786	jg21708	Cg003G096020, Cg003G090470
OG0010787	jg21697	Cg003G090260, Cg003G095730
OG0010788	jg21700	Cg003G095830, Cg003G090360
OG0010789	jg21710	Cg003G096040, Cg003G090490
OG0010791	jg21760	Cg003G097430
OG0010792	jg21778	Cg003G097700
OG0010793	jg21811	Cg003G097890
OG0010794	jg21821	Cg003G098000
OG0010795	jg21842	Cg003G098160
OG0010796	jg21864, jg22267, jg22276	Cg003G098390
OG0010797	jg21916	Cg003G098890
OG0010798	jg22051	Cg003G100180
OG0010799	jg22039	Cg003G100020
OG0010800	jg22066	Cg003G100340
OG0010801	jg22126	Cg003G100670
OG0010802	jg22204	Cg003G101360
OG0010803	jg22157	Cg003G101020, Cg003G101040
OG0010804	jg22142	Cg003G100820
OG0010805	jg22293	Cg003G101930
OG0010806	jg9740	Cg001G013590
OG0010808	jg22388	Cg003G102790
OG0010809	jg22411	Cg003G103070
OG0010810	jg22438	Cg003G103250
OG0010811	jg22471	Cg003G103510
OG0010812	jg22596	Cg003G104580
OG0010813	jg22614	Cg003G104770
OG0010814	jg22620	Cg003G104820
OG0010815	jg22662	Cg003G105180
OG0010816	jg22685	Cg003G105390
OG0010817	jg22704	Cg003G105570
OG0010818	jg5128	Cg008G293270
OG0010819	jg5084	Cg008G292900
OG0010820	jg5049	Cg008G292550
OG0010821	jg5018	Cg008G292280
OG0010822	jg5003	Cg008G292150
OG0010823	jg4995	Cg008G292080
OG0010824	jg4991	Cg008G292030
OG0010825	jg4987	Cg008G291990
OG0010826	jg4945	Cg008G291620
OG0010827	jg4942	Cg008G291590
OG0010828	jg4929	Cg008G291470
OG0010829	jg4924	Cg008G291400
OG0010830	jg4895	Cg008G291100
OG0010831	jg23567	Cg003G113560
OG0010832	jg4881	Cg008G290980
OG0010833	jg4833	Cg008G290510
OG0010834	jg4832	Cg008G290500
OG0010835	jg4787	Cg008G290100
OG0010836	jg4775	Cg008G289970
OG0010837	jg23410	Cg003G112040
OG0010838	jg4694	Cg008G289300
OG0010839	jg20230	Cg005G157490
OG0010840	jg4580	Cg008G288200
OG0010841	jg10895	Cg001G023760
OG0010842	jg10839	Cg001G023180
OG0010843	jg10810	Cg001G022870
OG0010844	jg10752	Cg001G022440
OG0010845	jg10740	Cg001G022270
OG0010846	jg10734	Cg001G022190
OG0010847	jg10724	Cg001G022140
OG0010848	jg10696	Cg001G021810
OG0010849	jg10669	Cg001G021560
OG0010850	jg10650	Cg001G021390
OG0010851	jg10626	Cg001G021170
OG0010852	jg10597	Cg001G020900
OG0010853	jg10497	Cg001G020270
OG0010854	jg10489	Cg001G020200
OG0010855	jg10437	Cg001G019730
OG0010856	jg10409	Cg001G019490
OG0010857	jg10405	Cg001G019440
OG0010858	jg10387, jg10264	Cg001G019280
OG0010859	jg9616	Cg001G012410
OG0010860	jg10140	Cg001G017320
OG0010861	jg10074	Cg001G016850
OG0010862	jg31983	Cg006G212270
OG0010863	jg32401	Cg006G212010
OG0010864	jg32024	Cg006G211860
OG0010865	jg32037	Cg006G211740
OG0010866	jg32164	Cg006G210070
OG0010867	jg32171	Cg006G209880
OG0010868	jg17168	Cg005G166230
OG0010869	jg32620	Cg006G204720
OG0010870	jg32556	Cg006G206080
OG0010871	jg32533	Cg006G206160
OG0010872	jg32756	Cg006G203010
OG0010873	jg31327	Cg006G218610
OG0010874	jg31347	Cg006G218400
OG0010875	jg31374	Cg006G218120
OG0010876	jg31375	Cg006G218100
OG0010877	jg31383	Cg006G218050
OG0010878	jg31413	Cg006G217790
OG0010880	jg31603	Cg006G215950
OG0010881	jg31619	Cg006G215810
OG0010882	jg31634	Cg006G215660
OG0010883	jg31664	Cg006G215340
OG0010884	jg8781	Cg001G004520, Cg001G004530
OG0010885	jg8728	Cg001G003990
OG0010886	jg8699	Cg001G003790
OG0010887	jg27986	Cg004G154440
OG0010888	jg8671	Cg001G003510
OG0010889	jg8666	Cg001G003460
OG0010890	jg8590	Cg001G002760
OG0010891	jg8581	Cg001G002690
OG0010892	jg8539	Cg001G002200
OG0010893	jg8500	Cg001G001790
OG0010894	jg8479	Cg001G001600
OG0010895	jg8405	Cg001G001210
OG0010896	jg8376	Cg001G000880
OG0010897	jg8329	Cg001G000500
OG0010898	jg8322	Cg001G000450
OG0010899	jg16497, jg16500	Cg005G193960
OG0010900	jg16495	Cg005G193980
OG0010901	jg8286	Cg001G000160
OG0010902	jg8292	Cg001G000220
OG0010903	jg8299, jg8306	Cg001G000280
OG0010904	jg8300, jg8307	Cg001G000290
OG0010905	jg8274	Cg001G000050
OG0010906	jg12037	Cg001G034380
OG0010907	jg12064	Cg001G034650
OG0010908	jg12159	Cg001G035800
OG0010909	jg26500	Cg004G139890
OG0010910	jg12247	Cg001G036780
OG0010911	jg12407	Cg001G038370
OG0010912	jg12417	Cg001G038450
OG0010913	jg12433	Cg001G038670
OG0010914	jg12465	Cg001G038970
OG0010915	jg12538	Cg001G039760
OG0010916	jg18617	Cg005G171610
OG0010917	jg18622	Cg005G171560
OG0010918	jg18651	Cg005G171290
OG0010919	jg31914	Cg006G213280
OG0010920	jg7272	Cg003G085280
OG0010921	jg1865	Cg007G263610, Cg007G262530
OG0010922	jg7101, jg7138	Cg003G087060
OG0010923	jg7047	Cg003G087830
OG0010924	jg7160, jg7077	Cg003G087290
OG0010925	jg18528	Cg005G172320
OG0010926	jg18510	Cg005G172510
OG0010927	jg18492	Cg005G172730
OG0010928	jg18486	Cg005G172790
OG0010929	jg20906, jg20905	Cg008G318860
OG0010930	jg21023	Cg008G314570
OG0010931	jg21033	Cg008G315060
OG0010932	jg21034	Cg008G315070
OG0010933	jg21046	Cg008G315540
OG0010934	jg21085	Cg008G316100, Cg003G087190
OG0010935	jg7356	Cg003G084140
OG0010936	jg7429	Cg003G083240
OG0010937	jg7495	Cg003G082540
OG0010938	jg7598	Cg003G081750
OG0010939	jg7697	Cg003G080640
OG0010940	jg7740	Cg003G093700, Cg003G080280
OG0010941	jg7747	Cg003G080230, Cg003G093740
OG0010942	jg7752	Cg003G093800, Cg003G080200
OG0010943	jg7759	Cg003G080150, Cg003G093850
OG0010945	jg2359	Cg007G268090
OG0010946	jg20771, jg20532	Cg008G322650
OG0010947	jg20510	Cg008G322880
OG0010948	jg20502	Cg008G322970
OG0010949	jg20425	Cg008G323520, Cg008G323810
OG0010950	jg20393	Cg008G324200
OG0010951	jg20348	Cg008G324680
OG0010952	jg17655	Cg008G325360
OG0010953	jg20304	Cg008G324940
OG0010954	jg26944	Cg004G143670
OG0010956	jg11994	Cg001G034040
OG0010957	jg26921	Cg004G143500
OG0010958	jg11686	Cg001G031970
OG0010959	jg19200	Cg005G166460
OG0010960	jg11520	Cg001G029540
OG0010961	jg11427	Cg001G028680
OG0010962	jg11424	Cg001G028600
OG0010963	jg11404	Cg001G028500
OG0010964	jg11392	Cg001G028440
OG0010965	jg1736, jg1727	Cg007G259120
OG0010966	jg11296	Cg001G027300
OG0010967	jg11167	Cg001G026020
OG0010968	jg12579	Cg001G040470
OG0010969	jg12588	Cg001G040510
OG0010970	jg26977	Cg004G144310
OG0010971	jg26987	Cg004G144370
OG0010972	jg26988	Cg004G144400
OG0010973	jg12615	Cg001G040750
OG0010974	jg12654	Cg001G041060
OG0010975	jg12661	Cg001G041150
OG0010976	jg12671	Cg001G041270
OG0010977	jg12680	Cg001G041350
OG0010978	jg12818	Cg001G042640
OG0010979	jg12859	Cg001G043040
OG0010980	jg20204	Cg005G157740
OG0010981	jg20197	Cg005G157810
OG0010982	jg20196	Cg005G157820
OG0010983	jg20159	Cg005G158160
OG0010984	jg20151	Cg005G158280
OG0010985	jg20141	Cg005G158380
OG0010986	jg20126	Cg005G158510
OG0010987	jg20078	Cg005G158960
OG0010988	jg20014	Cg005G159600
OG0010989	jg19968	Cg005G160030
OG0010990	jg19959	Cg005G160120
OG0010991	jg19958	Cg005G160130
OG0010992	jg19920	Cg005G160530
OG0010993	jg19870	Cg005G160770
OG0010994	jg19823	Cg005G161180
OG0010995	jg19820	Cg005G161190
OG0010996	jg19809	Cg005G161290
OG0010997	jg19796	Cg005G161430
OG0010998	jg15988	Cg002G047060
OG0010999	jg2411	Cg007G268610, Cg007G268630, Cg007G268620
OG0011000	jg19615	Cg005G162970
OG0011001	jg19601	Cg005G163100
OG0011002	jg19578	Cg005G163350
OG0011003	jg19532	Cg005G163690
OG0011004	jg19477	Cg005G164140
OG0011005	jg19464	Cg005G164210
OG0011006	jg19457	Cg005G164270
OG0011007	jg19456	Cg005G164280
OG0011008	jg19443	Cg005G164370
OG0011009	jg19440	Cg005G164400
OG0011010	jg3839, jg21395	Cg008G282110
OG0011011	jg3844	Cg008G282170
OG0011012	jg3845	Cg008G282180
OG0011013	jg3851	Cg008G282240
OG0011014	jg3853	Cg008G282260
OG0011015	jg3856	Cg008G282290
OG0011016	jg7846	Cg003G079600, Cg003G094420
OG0011018	jg3988	Cg008G283280
OG0011019	jg3997	Cg008G283410
OG0011020	jg4001	Cg008G283440
OG0011021	jg4018	Cg008G283600
OG0011023	jg14388, jg4078	Cg008G284130
OG0011024	jg4143	Cg008G284740
OG0011025	jg4147	Cg008G284790
OG0011026	jg6532	Cg008G305940
OG0011028	jg23797	Cg003G115880
OG0011029	jg5925	Cg008G301020
OG0011030	jg5938	Cg008G301170
OG0011031	jg5958	Cg008G301360
OG0011032	jg5977	Cg008G301540
OG0011033	jg5997	Cg008G301730
OG0011034	jg6002	Cg008G301770
OG0011035	jg6061	Cg008G302280
OG0011036	jg6062	Cg008G302290
OG0011037	jg23004	Cg003G108340
OG0011038	jg23000	Cg003G108300
OG0011039	jg22988	Cg003G108190
OG0011040	jg22985	Cg003G108170
OG0011041	jg22867	Cg003G106990
OG0011042	jg22881	Cg003G107130
OG0011043	jg22818	Cg003G106550
OG0011044	jg23335	Cg003G111430
OG0011045	jg23372	Cg003G111700
OG0011046	jg23406	Cg003G112000
OG0011047	jg23407	Cg003G112010
OG0011048	jg23413	Cg003G112080
OG0011049	jg23467	Cg003G112550
OG0011050	jg14929	Cg002G056260
OG0011051	jg23716	Cg003G115060
OG0011052	jg23717	Cg003G115070
OG0011053	jg23743	Cg003G115320
OG0011054	jg23774	Cg003G115620
OG0011055	jg23787	Cg003G115800
OG0011056	jg23803	Cg001G006420
OG0011057	jg8184	Cg003G076510, Cg014G333060
OG0011058	jg8186	Cg014G333070, Cg003G076500
OG0011059	jg8208	Cg003G076270, Cg014G333310
OG0011060	jg8220	Cg003G076180
OG0011061	jg8145	Cg014G332400, Cg003G077210
OG0011062	jg8092	Cg003G077970, Cg014G331690
OG0011063	jg8083	Cg003G077900, Cg014G331760
OG0011064	jg8082	Cg003G077890, Cg014G331770
OG0011065	jg8078	Cg014G331790, Cg003G077860
OG0011066	jg8072	Cg003G077820, Cg014G331830
OG0011067	jg8069	Cg014G331870, Cg003G077770
OG0011068	jg8052	Cg003G077610, Cg014G332000
OG0011070	jg8031	Cg003G077430, Cg014G332190
OG0011071	jg7996	Cg014G331460, Cg003G078190
OG0011072	jg7973	Cg003G078440, Cg014G331160
OG0011073	jg7970	Cg014G331120, Cg003G078480
OG0011074	jg4023, jg7962	Cg003G078610, Cg014G330940
OG0011075	jg7868	Cg003G078940, Cg003G095010
OG0011076	jg7861	Cg003G078900, Cg003G095050
OG0011077	jg7936	Cg003G094460, Cg003G079550
OG0011078	jg20812	Cg008G319790
OG0011079	jg18382	Cg005G173660
OG0011080	jg9295	Cg002G045580
OG0011081	jg18361	Cg005G173860
OG0011082	jg18377	Cg005G174460, Cg005G173720
OG0011083	jg18378	Cg005G173710
OG0011084	jg18283	Cg005G174550
OG0011085	jg18172	Cg005G175470
OG0011086	jg18148	Cg005G175760
OG0011087	jg18094	Cg005G176170
OG0011088	jg17998	Cg005G177150
OG0011089	jg17973	Cg005G177370
OG0011090	jg17947	Cg005G177570
OG0011091	jg17868, jg17869	Cg005G178150
OG0011092	jg17831	Cg005G178610
OG0011093	jg17794	Cg005G178990
OG0011094	jg17786	Cg005G179060
OG0011095	jg17760	Cg005G179300
OG0011096	jg17677	Cg005G180170
OG0011097	jg17548	Cg005G182430
OG0011098	jg17632	Cg005G181460
OG0011099	jg17539	Cg005G182510
OG0011100	jg17537	Cg005G182520
OG0011101	jg21368	Cg008G312540
OG0011102	jg4809	Cg008G290290
OG0011103	jg31183	Cg006G220030
OG0011104	jg17172	Cg005G187250
OG0011105	jg9753	Cg001G013720
OG0011106	jg23959	Cg004G116700
OG0011107	jg23948	Cg004G116590
OG0011108	jg23923	Cg004G116320
OG0011109	jg18050	Cg005G176750
OG0011111	jg28197, jg19421	Cg005G164580
OG0011112	jg19420	Cg005G164600
OG0011113	jg9772	Cg001G013890
OG0011114	jg9775	Cg001G013930
OG0011115	jg9776	Cg001G013940
OG0011117	jg24089	Cg004G117810
OG0011118	jg24096	Cg004G117870
OG0011119	jg24120	Cg004G118130
OG0011120	jg5819	Cg008G300090
OG0011121	jg24224	Cg004G119470
OG0011122	jg24319	Cg004G120060
OG0011123	jg24403	Cg004G120830
OG0011124	jg24392	Cg004G120690
OG0011125	jg24412, jg24413	Cg004G120910
OG0011126	jg24445	Cg004G121220
OG0011127	jg24509	Cg004G121680
OG0011128	jg24537	Cg004G121970
OG0011129	jg24541	Cg004G122010
OG0011130	jg27042	Cg004G145030
OG0011131	jg24577	Cg004G122380
OG0011132	jg24698	Cg004G123530
OG0011133	jg24754	Cg004G124060
OG0011134	jg24769	Cg004G124200
OG0011135	jg24811	Cg004G124600
OG0011136	jg24812	Cg004G124610
OG0011137	jg19313	Cg005G165590
OG0011138	jg19235	Cg005G166190
OG0011139	jg19194	Cg005G166520
OG0011140	jg19080	Cg005G167290
OG0011141	jg19062	Cg005G167500
OG0011142	jg18733	Cg005G170550
OG0011143	jg18755	Cg005G170340
OG0011144	jg18841	Cg005G169540
OG0011145	jg18881	Cg005G169180
OG0011146	jg18894, jg18891	Cg005G169070
OG0011147	jg18923	Cg005G168830
OG0011148	jg18939	Cg005G168710
OG0011149	jg18956	Cg005G168520
OG0011150	jg18996	Cg005G168100
OG0011151	jg19036	Cg005G167780
OG0011152	jg19035	Cg005G167790
OG0011153	jg30086	Cg006G229940
OG0011154	jg30093	Cg006G229870
OG0011155	jg30096	Cg006G229840
OG0011156	jg30124	Cg006G229590
OG0011157	jg30243	Cg006G228770
OG0011158	jg30245	Cg006G228750
OG0011159	jg30292	Cg006G228320
OG0011160	jg30295	Cg006G228290
OG0011161	jg30315	Cg006G228090
OG0011162	jg30487	Cg006G226410
OG0011163	jg30504	Cg006G226230
OG0011164	jg30538	Cg006G225870
OG0011165	jg30573	Cg006G225620
OG0011166	jg30682	Cg006G224670
OG0011167	jg17605, jg30736	Cg006G224160, Cg006G224250
OG0011168	jg30848	Cg006G223010
OG0011169	jg30944	Cg006G222090
OG0011170	jg30991	Cg006G221700
OG0011171	jg31025	Cg006G221480, Cg006G221490
OG0011172	jg31073, jg31065	Cg006G221090
OG0011173	jg31100	Cg006G220790
OG0011174	jg25234	Cg004G128510
OG0011175	jg31171	Cg006G220170
OG0011176	jg31176	Cg006G220100
OG0011177	jg31194	Cg006G219910
OG0011178	jg31212	Cg006G219750
OG0011179	jg31216	Cg006G219710
OG0011180	jg31243	Cg006G219450
OG0011181	jg31266	Cg006G219220
OG0011183	jg28457	Cg006G244880
OG0011184	jg31276	Cg006G219120
OG0011185	jg11764, jg11865	Cg001G033000
OG0011186	jg9953	Cg001G015640
OG0011187	jg9905	Cg001G015170
OG0011190	jg12603, jg12604	Cg001G040520
OG0011191	jg16880	Cg005G190530
OG0011192	jg16838	Cg005G191050
OG0011193	jg16833	Cg005G191080
OG0011194	jg16726, jg28205	Cg005G191840
OG0011195	jg16637	Cg005G192700
OG0011196	jg16604	Cg005G193000
OG0011197	jg16580	Cg005G193200
OG0011198	jg16519	Cg005G193770
OG0011199	jg29907	Cg006G231590
OG0011201	jg29887	Cg006G231840
OG0011202	jg29861	Cg006G232060
OG0011203	jg29836	Cg006G232260
OG0011204	jg29752	Cg006G232970
OG0011205	jg29744	Cg006G233060
OG0011206	jg29697	Cg006G218280
OG0011207	jg29638	Cg007G256870
OG0011208	jg29621	Cg006G234080
OG0011209	jg29588	Cg006G234450
OG0011210	jg29498	Cg006G235050
OG0011211	jg29443	Cg006G235520
OG0011212	jg29416	Cg006G235710
OG0011213	jg29381	Cg006G235940
OG0011214	jg29264	Cg006G237010
OG0011215	jg10950, jg28045	Cg001G024430
OG0011216	jg29246	Cg006G237170
OG0011217	jg29229	Cg006G237370
OG0011218	jg32832	Cg006G202010
OG0011219	jg29174	Cg006G237960
OG0011220	jg29088	Cg006G238810
OG0011221	jg29079	Cg006G238890
OG0011222	jg29040	Cg006G240440, Cg006G239350
OG0011223	jg25447, jg1090, jg28988	Cg006G239850
OG0011224	jg28954	Cg006G240140
OG0011225	jg28949	Cg006G240190
OG0011226	jg28946	Cg006G240220
OG0011227	jg28941	Cg006G240270
OG0011228	jg28897	Cg006G240740
OG0011229	jg28886	Cg006G240830
OG0011230	jg28879	Cg006G240890
OG0011231	jg28792	Cg006G241690
OG0011232	jg28778	Cg006G241840
OG0011233	jg28714	Cg006G242490
OG0011234	jg28667	Cg005G181160
OG0011235	jg28674	Cg006G242830
OG0011236	jg28693	Cg006G242680
OG0011237	jg28652	Cg006G243040
OG0011238	jg28644	Cg006G243110
OG0011239	jg28635	Cg006G243170
OG0011240	jg28631	Cg006G243210
OG0011241	jg28605	Cg006G243450
OG0011242	jg28586	Cg006G243640
OG0011243	jg28573	Cg006G243750
OG0011244	jg28563	Cg006G243820
OG0011246	jg28419	Cg006G245260
OG0011247	jg5212	Cg008G294110
OG0011248	jg5249	Cg008G294470
OG0011249	jg5234	Cg008G294340
OG0011250	jg5219, jg14219	Cg008G294190
OG0011251	jg5293	Cg008G294920
OG0011252	jg5356	Cg008G295580
OG0011253	jg5463	Cg008G296650
OG0011254	jg5473	Cg008G296740
OG0011255	jg5499	Cg008G296940
OG0011256	jg5573	Cg008G297680
OG0011257	jg5570	Cg008G297650
OG0011258	jg5621	Cg008G298140
OG0011259	jg2391	Cg007G268400
OG0011260	jg3119, jg5684	Cg008G298710
OG0011261	jg5692	Cg008G298830
OG0011262	jg5708	Cg008G298960
OG0011264	jg6548	Cg008G306100
OG0011265	jg6574	Cg008G306310
OG0011266	jg6593	Cg008G306520
OG0011267	jg6589	Cg008G306460
OG0011268	jg6609	Cg008G306630
OG0011269	jg6682	Cg008G307180, Cg007G257170
OG0011270	jg6825	Cg008G307720
OG0011271	jg6875	Cg008G307890
OG0011272	jg21602	Cg008G308030
OG0011273	jg21572	Cg008G308380
OG0011274	jg21530	Cg008G310630, Cg008G308990
OG0011275	jg21550	Cg008G310420, Cg008G308770, Cg008G310430
OG0011276	jg21384	Cg008G312050
OG0011277	jg5165	Cg008G293660
OG0011278	jg4516	Cg008G287740
OG0011279	jg4385	Cg008G287050
OG0011280	jg4347	Cg008G286710
OG0011281	jg4316	Cg008G286380
OG0011282	jg4306	Cg008G286310
OG0011283	jg4240, jg4363, jg4301, jg4392	Cg008G286280
OG0011284	jg4294	Cg008G286230
OG0011285	jg25179	Cg004G127990
OG0011286	jg4196	Cg008G285220, Cg008G285270, Cg008G285190
OG0011287	jg6502	Cg008G305830, Cg008G305840
OG0011288	jg6444	Cg008G305360
OG0011289	jg6445	Cg008G305370
OG0011290	jg6416	Cg008G305080
OG0011291	jg6396	Cg008G304850
OG0011292	jg6357	Cg008G304500
OG0011293	jg6337	Cg008G304330
OG0011294	jg6276	Cg008G303930
OG0011295	jg6261	Cg008G303720
OG0011297	jg6226	Cg008G303440
OG0011298	jg23054	Cg003G108830
OG0011299	jg23108	Cg003G109330
OG0011300	jg23225	Cg003G110490
OG0011301	jg22797	Cg003G106430
OG0011302	jg22790	Cg003G106350
OG0011303	jg22748	Cg003G105950
OG0011304	jg22745	Cg003G105930
OG0011305	jg22731	Cg003G105830
OG0011306	jg14993	Cg002G055710
OG0011307	jg14931	Cg002G056240
OG0011308	jg14930	Cg002G056250
OG0011309	jg14927	Cg002G056280
OG0011310	jg14911	Cg002G056390
OG0011311	jg14909, jg14907, jg15549	Cg002G056410
OG0011312	jg14844	Cg002G056990
OG0011313	jg14735, jg14738	Cg002G057880
OG0011314	jg14676	Cg002G058350
OG0011315	jg14674	Cg002G058380
OG0011316	jg14626	Cg002G058810
OG0011317	jg29862	Cg006G232050
OG0011318	jg14404	Cg002G061030
OG0011319	jg14402	Cg002G061050
OG0011321	jg14267	Cg002G062400
OG0011322	jg14160	Cg002G063490
