Orthogroup	Arabidopsis_arenosa	Alyssum_gmelinii
OG0009539	jg15839	Ag001G086430
OG0009540	jg15907	Ag001G088800
OG0009541	jg15941	Ag001G089560
OG0009542	jg15974	Ag001G090380
OG0009543	jg15992	Ag001G090710
OG0009544	jg6209	Ag008G723750
OG0009545	jg16111	Ag001G093080
OG0009546	jg16112	Ag001G093120
OG0009547	jg16128	Ag001G093450
OG0009548	jg16164	Ag001G093900
OG0009549	jg16177	Ag001G094250
OG0009550	jg16179	Ag001G094270
OG0009551	jg16217	Ag001G095100
OG0009552	jg16312	Ag001G097430
OG0009553	jg16313	Ag001G097440
OG0009554	jg16382	Ag001G098490
OG0009555	jg16399, jg16392, jg16408, jg16400	Ag001G098630
OG0009556	jg16415	Ag001G098740
OG0009557	jg16140	Ag001G093650
OG0009561	jg33069	Ag002G147310, Ag001G019870
OG0009562	jg8756	Ag003G286790, Ag003G286660, Ag001G028830, Ag003G286670
OG0009563	jg15669	Ag001G083760
OG0009564	jg1950, jg23725, jg23724	Ag001G100100
OG0009565	jg20665	Ag002G125220
OG0009567	jg9832	Ag006G553320
OG0009568	jg18957	Ag002G174760
OG0009569	jg1424	Ag002G176020
OG0009570	jg19394	Ag002G189900
OG0009571	jg20046	Ag002G203510
OG0009572	jg2907	Ag003G238930
OG0009573	jg9632	Ag003G253360
OG0009574	jg8972	Ag003G273920
OG0009575	jg9067	Ag003G276940
OG0009576	jg28864	Ag004G303810
OG0009577	jg29249	Ag004G309090
OG0009578	jg29272	Ag004G309350
OG0009579	jg29369	Ag004G310920
OG0009580	jg29467	Ag004G312320
OG0009581	jg29634	Ag004G315010
OG0009582	jg29650	Ag004G315250
OG0009583	jg30071	Ag004G323910
OG0009584	jg27120	Ag004G328260, Ag004G328220
OG0009585	jg2767	Ag004G343060
OG0009586	jg2418	Ag004G352280
OG0009587	jg28084	Ag005G408510
OG0009588	jg32831, jg32830	Ag005G419840
OG0009594	jg4103	Ag006G495960
OG0009595	jg10872	Ag006G577580
OG0009596	jg31475, jg31476, jg33222	Ag007G582020
OG0009597	jg32745	Ag007G584160
OG0009598	jg32814	Ag007G585300
OG0009600	jg18339	Ag007G589830, Ag007G589800
OG0009601	jg18199	Ag007G591230
OG0009602	jg723, jg9986	Ag007G598540
OG0009603	jg5214	Ag007G613090
OG0009604	jg5316	Ag007G616670
OG0009605	jg5352	Ag007G617790
OG0009606	jg5368	Ag007G618600
OG0009607	jg5507	Ag007G623690
OG0009609	jg12683	Ag007G654100
OG0009610	jg12838, jg19296	Ag007G657410
OG0009612	jg6439	Ag008G720460
OG0009613	jg23107	Ag008G726150
OG0009614	jg23111	Ag008G726190
OG0009615	jg23701	Ag008G734840
OG0009616	jg23708	Ag008G734930
OG0009635	jg28299	Ag006G566750
OG0009636	jg10817	Ag006G576630
OG0009637	jg9494	Ag003G257830
OG0009638	jg9462	Ag002G182740, Ag001G040580, Ag003G258500
OG0009639	jg9441	Ag003G258960
OG0009640	jg9430	Ag003G259180
OG0009641	jg9396	Ag003G260710
OG0009643	jg9353	Ag002G138100, Ag002G134620
OG0009645	jg9328	Ag003G266800
OG0009646	jg9291	Ag003G267860
OG0009647	jg32826	Ag007G585330
OG0009648	jg9229	Ag003G270570
OG0009649	jg9142	Ag003G279060
OG0009650	jg9100	Ag003G277850
OG0009651	jg9107	Ag003G278080
OG0009652	jg9069	Ag003G277040
OG0009653	jg9036	Ag003G276250
OG0009654	jg5988	Ag008G716320
OG0009655	jg8994	Ag003G274540
OG0009656	jg8990	Ag003G274400
OG0009657	jg8965	Ag003G273620
OG0009658	jg27614	Ag005G418920
OG0009659	jg8921	Ag003G281440
OG0009661	jg8850	Ag003G283370
OG0009662	jg6112	Ag008G714040
OG0009663	jg8827	Ag003G284730
OG0009664	jg31687	Ag007G579710, Ag007G580410
OG0009665	jg31799	Ag007G578960
OG0009666	jg31818	Ag007G578740
OG0009667	jg31819	Ag007G578730
OG0009668	jg31831	Ag007G578660
OG0009669	jg31882	Ag007G578240
OG0009670	jg31884	Ag007G578210
OG0009671	jg31899	Ag007G578100
OG0009672	jg31907	Ag007G578000
OG0009673	jg10232	Ag006G550740
OG0009674	jg31915	Ag007G577930
OG0009675	jg31919	Ag007G577900
OG0009676	jg31921	Ag001G101100
OG0009677	jg31927	Ag001G101120
OG0009678	jg10920	Ag001G101370
OG0009679	jg10923	Ag001G101400
OG0009680	jg11005	Ag004G340210
OG0009681	jg11020	Ag001G102080
OG0009682	jg1431	Ag004G366320
OG0009683	jg1342	Ag004G307710, Ag003G209050
OG0009684	jg1335	Ag004G367130
OG0009685	jg1333	Ag006G506460, Ag004G340990
OG0009686	jg1240, jg1215	Ag004G367990
OG0009687	jg1168	Ag004G368490
OG0009688	jg1049	Ag004G369740
OG0009689	jg1053	Ag004G369590
OG0009690	jg1002	Ag004G370350
OG0009691	jg878	Ag004G373940
OG0009692	jg874	Ag004G373970
OG0009693	jg767	Ag004G377500
OG0009694	jg12909	Ag005G449490
OG0009695	jg12927	Ag002G174490
OG0009696	jg12929	Ag005G452890, Ag005G452860
OG0009697	jg12932	Ag002G140880
OG0009698	jg29985	Ag004G322340
OG0009699	jg12938	Ag002G139150
OG0009700	jg12963	Ag004G338840
OG0009701	jg29937	Ag004G321020
OG0009702	jg13032	Ag008G659610, Ag008G658840
OG0009703	jg13105	Ag008G661810
OG0009704	jg13174	Ag008G662870
OG0009705	jg13181	Ag008G663050
OG0009706	jg13183	Ag008G663140
OG0009707	jg13232	Ag008G663940
OG0009708	jg13233	Ag008G664070
OG0009709	jg13271	Ag008G665250
OG0009710	jg13335	Ag002G122660, Ag002G114500, Ag004G387480, Ag004G392830
OG0009711	jg13345	Ag001G034320
OG0009712	jg13369	Ag008G667340
OG0009713	jg13370, jg13372	Ag008G667360
OG0009714	jg13476	Ag008G669540
OG0009717	jg21406	Ag001G022240, Ag003G226170
OG0009718	jg13699	Ag001G048920, Ag010G738410
OG0009719	jg13756	Ag008G674810
OG0009720	jg13827	Ag008G672860
OG0009721	jg13829	Ag010G738290, Ag001G048520
OG0009722	jg12431	Ag007G647730
OG0009724	jg2234	Ag004G356760
OG0009725	jg2116	Ag004G358510
OG0009726	jg2045	Ag001G089490
OG0009727	jg2033	Ag004G360450
OG0009728	jg1932	Ag004G334720
OG0009729	jg1908	Ag004G364270
OG0009730	jg1900	Ag004G309010
OG0009731	jg1810	Ag008G704660
OG0009733	jg1764	Ag004G363550
OG0009735	jg369	Ag004G401740
OG0009735	jg12742	Ag006G556290, Ag002G120160
OG0009736	jg388	Ag004G401080
OG0009737	jg395	Ag004G400200
OG0009738	jg447	Ag004G392150, Ag004G396830, Ag004G396850, Ag004G392180, Ag004G396590
OG0009739	jg470	Ag004G395270, Ag004G390430
OG0009740	jg496	Ag004G394090, Ag004G389100
OG0009741	jg573	Ag004G383200
OG0009742	jg601	Ag004G381950
OG0009743	jg29695	Ag004G315970
OG0009744	jg697	Ag004G378930
OG0009745	jg16561	Ag006G521260
OG0009747	jg9859	Ag003G250140
OG0009748	jg19400	Ag002G189990
OG0009749	jg19398	Ag002G189940
OG0009750	jg19356	Ag002G188430
OG0009751	jg19354	Ag002G188410
OG0009753	jg19351	Ag002G188230
OG0009754	jg19345	Ag002G188160
OG0009755	jg19344	Ag002G188150
OG0009756	jg24851	Ag005G477780
OG0009757	jg24893	Ag005G476740
OG0009758	jg24947	Ag005G475960
OG0009759	jg2068	Ag005G474880
OG0009760	jg25052	Ag005G474120
OG0009761	jg25060	Ag005G473890
OG0009762	jg25080	Ag005G473410
OG0009763	jg25142	Ag005G472090
OG0009764	jg25184	Ag005G471430
OG0009765	jg27853	Ag003G211500
OG0009767	jg21676	Ag001G047750, Ag010G737610
OG0009768	jg21678	Ag007G609110, Ag008G682570, Ag008G679380
OG0009769	jg21693	Ag001G086310
OG0009770	jg21699	Ag001G040510
OG0009771	jg21751	Ag008G677640, Ag004G316610
OG0009772	jg21774	Ag005G403410
OG0009773	jg21775	Ag008G676560
OG0009774	jg21810	Ag008G679810
OG0009776	jg5191	Ag007G612530
OG0009777	jg21860	Ag008G681040
OG0009778	jg21891	Ag008G681250
OG0009779	jg21913	Ag004G308920
OG0009780	jg21921	Ag008G681740
OG0009781	jg21930	Ag008G681900
OG0009783	jg21995	Ag008G684150
OG0009784	jg22004, jg22001	Ag008G684610
OG0009785	jg22008	Ag008G684630
OG0009786	jg22055	Ag008G685880
OG0009787	jg22048	Ag008G685630
OG0009788	jg22042	Ag008G685220
OG0009789	jg22058	Ag008G685900
OG0009790	jg22078	Ag008G686970
OG0009791	jg22175	Ag008G714090
OG0009792	jg22151	Ag008G687830
OG0009793	jg22145	Ag008G687610
OG0009794	jg22133	Ag008G687460
OG0009795	jg22220	Ag008G689620, Ag008G688810
OG0009796	jg22284	Ag001G058050
OG0009797	jg22299	Ag002G157690
OG0009798	jg22330	Ag008G694490
OG0009799	jg22339	Ag008G694870
OG0009800	jg22396	Ag008G696060
OG0009801	jg22406	Ag008G696310
OG0009802	jg22420	Ag007G610780, Ag002G203310
OG0009803	jg22480	Ag008G697940
OG0009804	jg22526	Ag008G699390
OG0009805	jg22540	Ag008G699710
OG0009806	jg22558	Ag008G699960
OG0009807	jg22569	Ag008G700390
OG0009808	jg22586	Ag008G700950
OG0009809	jg22654	Ag008G703360
OG0009810	jg22674	Ag008G704210
OG0009811	jg22679	Ag008G704340
OG0009812	jg22681	Ag008G704410
OG0009813	jg22706	Ag008G705110
OG0009814	jg22715	Ag008G705220
OG0009815	jg22717	Ag008G705270
OG0009816	jg15927	Ag001G089350
OG0009817	jg32656	Ag001G004890
OG0009818	jg5133	Ag007G610830
OG0009819	jg5130	Ag007G610700
OG0009820	jg5071	Ag007G609360
OG0009821	jg5069	Ag007G609290
OG0009822	jg5066	Ag007G609250
OG0009823	jg5065	Ag007G609240
OG0009824	jg5053	Ag007G609090
OG0009825	jg5041	Ag007G608870
OG0009826	jg5038	Ag007G608840
OG0009827	jg5029	Ag007G608400
OG0009828	jg4988	Ag007G607620
OG0009829	jg4983	Ag007G607500
OG0009831	jg4925	Ag007G606090
OG0009832	jg4918	Ag007G605920
OG0009833	jg4912	Ag007G605830
OG0009835	jg4848	Ag007G604350
OG0009836	jg4764	Ag007G602470
OG0009837	jg23427	Ag008G731080
OG0009838	jg4746	Ag007G602130
OG0009840	jg4690	Ag007G601230
OG0009842	jg4636	Ag007G600540
OG0009843	jg4611	Ag007G600030
OG0009844	jg4590	Ag006G508480
OG0009845	jg14569	Ag001G054090
OG0009846	jg10869	Ag006G577530
OG0009847	jg10833	Ag006G576920
OG0009848	jg10761	Ag006G575190
OG0009849	jg10758	Ag006G575150
OG0009850	jg10748	Ag006G574800
OG0009851	jg10717	Ag006G574080
OG0009852	jg10694	Ag006G572810
OG0009853	jg10659	Ag006G571840
OG0009854	jg10644	Ag006G571230
OG0009855	jg10589	Ag006G557020
OG0009856	jg10463	Ag006G563620
OG0009858	jg10382	Ag006G566990, Ag006G566920
OG0009859	jg10356	Ag006G555980, Ag006G555960, Ag006G555970
OG0009860	jg10220	Ag006G547810, Ag006G550020, Ag006G550000, Ag006G547790
OG0009861	jg10218	Ag006G547700, Ag001G028960, Ag006G549930, Ag006G547740, Ag001G028950
OG0009862	jg10162	Ag006G545870, Ag006G548650
OG0009865	jg10073	Ag006G541690, Ag006G543780
OG0009867	jg32042	Ag006G536920, Ag006G539440
OG0009868	jg32090	Ag006G539040, Ag006G536490
OG0009869	jg32105	Ag006G538760, Ag006G536260
OG0009870	jg32106	Ag006G536180
OG0009871	jg32115	Ag006G536060
OG0009872	jg32238	Ag006G534960
OG0009873	jg32535	Ag006G531640
OG0009875	jg32464, jg32451	Ag003G247830
OG0009876	jg32746	Ag007G584150
OG0009877	jg31336	Ag007G583640
OG0009878	jg31385	Ag007G582990
OG0009879	jg31454	Ag007G582240
OG0009880	jg31499	Ag007G581770
OG0009881	jg31501	Ag007G581750
OG0009882	jg31527	Ag007G581500
OG0009883	jg31543	Ag007G581120
OG0009884	jg31544	Ag007G581110
OG0009885	jg31570	Ag007G580860
OG0009886	jg31578	Ag007G580770
OG0009887	jg31580	Ag007G580730
OG0009888	jg31602	Ag007G580570
OG0009889	jg31633	Ag007G580130, Ag007G580140
OG0009890	jg31659	Ag007G579820
OG0009891	jg8804	Ag003G285470
OG0009892	jg8800	Ag003G285530
OG0009893	jg8713	Ag003G288290
OG0009894	jg8698	Ag003G288570
OG0009897	jg8659	Ag003G289340
OG0009898	jg8650	Ag003G289520
OG0009899	jg8636	Ag003G289810, Ag005G448610
OG0009901	jg16789	Ag006G523810
OG0009902	jg8603	Ag003G290930
OG0009904	jg8584	Ag003G291280
OG0009905	jg8575	Ag003G291660
OG0009906	jg8557	Ag003G292050
OG0009907	jg8550	Ag003G292250
OG0009908	jg8542	Ag003G292400
OG0009909	jg8530	Ag003G292570, Ag003G292600, Ag003G292550
OG0009910	jg8525	Ag003G292720
OG0009911	jg8503	Ag003G293250
OG0009912	jg8470	Ag003G293960
OG0009913	jg8464	Ag003G294030
OG0009914	jg8409	Ag003G294940
OG0009915	jg8375	Ag003G295590
OG0009916	jg8364	Ag003G295870
OG0009917	jg8270	Ag003G297180
OG0009918	jg11995	Ag001G041620
OG0009919	jg11861	Ag001G047230, Ag001G045510, Ag006G561470
OG0009920	jg12384	Ag007G647170
OG0009921	jg12505	Ag007G648330
OG0009922	jg12518	Ag007G648620
OG0009923	jg12540	Ag007G648980
OG0009924	jg18621	Ag002G162290
OG0009925	jg18694	Ag002G164220
OG0009926	jg797	Ag004G376370
OG0009927	jg16187, jg32489	Ag001G094430
OG0009929	jg18675	Ag002G163790
OG0009930	jg18664	Ag002G163300
OG0009931	jg18658	Ag002G163190
OG0009932	jg18650	Ag002G163080
OG0009933	jg7302	Ag009G737490, Ag002G152460
OG0009934	jg7291	Ag002G152210, Ag009G737320, Ag009G737260
OG0009935	jg7262	Ag002G156000, Ag002G153470
OG0009936	jg21954	Ag004G310260
OG0009937	jg18514	Ag002G176280, Ag001G094350
OG0009939	jg18456	Ag002G158690
OG0009940	jg18454	Ag002G158620
OG0009941	jg21028	Ag002G157240
OG0009942	jg21050	Ag002G154560, Ag002G157020
OG0009943	jg21186	Ag002G154250, Ag002G156680
OG0009944	jg7338	Ag002G148820
OG0009945	jg28034	Ag005G470990
OG0009946	jg7358, jg7361, jg7360, jg7362	Ag002G148420
OG0009947	jg7409	Ag005G476510, Ag005G466120, Ag007G614510
OG0009948	jg7416	Ag002G147480
OG0009949	jg7578	Ag002G144870
OG0009951	jg7657	Ag002G141920, Ag002G141870, Ag002G141900
OG0009952	jg7689	Ag002G140480
OG0009953	jg7696	Ag002G140310
OG0009954	jg7713	Ag002G139740
OG0009955	jg7720	Ag002G139450
OG0009956	jg7724	Ag002G139140, Ag002G138950, Ag002G138930, Ag002G139160, Ag002G139130, Ag002G138980
OG0009957	jg7770	Ag002G131920
OG0009958	jg20720	Ag002G127200
OG0009959	jg20597	Ag002G103020
OG0009960	jg20568	Ag002G103530
OG0009961	jg20554	Ag002G103890
OG0009962	jg20553	Ag002G103900
OG0009963	jg20461	Ag002G108190, Ag002G111660
OG0009965	jg20404	Ag002G117600
OG0009967	jg20361	Ag005G450010, Ag002G115540, Ag002G120820
OG0009968	jg20213, jg9022	Ag002G206580
OG0009969	jg20273	Ag002G123560
OG0009970	jg20270	Ag002G123590
OG0009971	jg20292	Ag002G123330
OG0009972	jg11687	Ag001G043080
OG0009973	jg26580	Ag005G435250, Ag013G741570
OG0009974	jg8630	Ag003G290200
OG0009975	jg11535	Ag001G039040
OG0009976	jg15362	Ag001G074780
OG0009977	jg11479	Ag004G339800, Ag001G038660
OG0009978	jg11442	Ag001G038280
OG0009979	jg11364	Ag001G037430
OG0009980	jg11304	Ag001G036400
OG0009981	jg11267	Ag001G035340
OG0009982	jg26345	Ag005G441480
OG0009983	jg12571	Ag007G649860
OG0009984	jg12572	Ag007G649880
OG0009985	jg12573	Ag007G649930
OG0009986	jg12622	Ag007G651050
OG0009987	jg12624	Ag002G178230, Ag007G651060
OG0009988	jg19075	Ag002G178940
OG0009989	jg12760	Ag007G656060
OG0009991	jg12844	Ag001G065910
OG0009992	jg7301	Ag009G737400, Ag002G152390
OG0009993	jg20218	Ag002G206630
OG0009995	jg20148	Ag002G205760
OG0009996	jg20144	Ag002G205730
OG0009997	jg20083	Ag002G204210
OG0009998	jg20079	Ag002G204130
OG0010000	jg20026	Ag002G203190
OG0010001	jg20022	Ag002G203100
OG0010002	jg19975	Ag002G202560
OG0010003	jg19942	Ag005G441120, Ag002G201770
OG0010004	jg19929	Ag002G201530
OG0010005	jg19914	Ag002G201450
OG0010006	jg19912	Ag002G201440
OG0010007	jg19857	Ag002G200660, Ag002G200650
OG0010009	jg28319	Ag005G436880
OG0010010	jg19745	Ag002G198540
OG0010011	jg19723	Ag002G198130
OG0010012	jg19722	Ag002G198120
OG0010013	jg19709	Ag002G197780
OG0010014	jg19691	Ag002G197320
OG0010015	jg19637	Ag002G196500
OG0010016	jg19632	Ag002G196320
OG0010017	jg19630	Ag002G196290
OG0010018	jg19628	Ag002G196150
OG0010019	jg19505	Ag002G192960
OG0010020	jg19511	Ag002G193240
OG0010021	jg15784	Ag001G085230
OG0010022	jg19476	Ag002G192000
OG0010023	jg19461	Ag002G192390, Ag002G192380
OG0010024	jg19439	Ag002G191110
OG0010025	jg19434	Ag002G191000
OG0010026	jg3944	Ag006G492770
OG0010027	jg3945	Ag006G492780
OG0010028	jg3975	Ag006G493120
OG0010029	jg3994	Ag006G493470
OG0010030	jg4002	Ag064G744860, Ag002G114080, Ag006G493630, Ag006G493760, Ag006G493710
OG0010031	jg4021	Ag006G494110
OG0010032	jg4057	Ag006G495120
OG0010033	jg4063	Ag006G495250
OG0010034	jg4075, jg4072	Ag006G495450
OG0010035	jg4079	Ag006G495500
OG0010036	jg4095	Ag006G495700
OG0010037	jg4096	Ag006G495720
OG0010038	jg4132	Ag006G496770
OG0010039	jg4141	Ag006G496870
OG0010040	jg5796	Ag008G719500
OG0010041	jg5821	Ag008G719300
OG0010042	jg5818	Ag008G719460
OG0010043	jg5874	Ag008G718430
OG0010044	jg5875	Ag008G718420
OG0010045	jg5890	Ag008G718140
OG0010046	jg5885	Ag008G718220
OG0010047	jg5911	Ag008G717810
OG0010048	jg5912	Ag008G717790
OG0010049	jg5425	Ag007G620760
OG0010050	jg5935	Ag008G717510
OG0010051	jg5951	Ag008G717030
OG0010052	jg5972	Ag008G716530
OG0010053	jg5975	Ag008G716490
OG0010054	jg12713	Ag005G410740, Ag001G042090
OG0010055	jg6074	Ag008G714490
OG0010056	jg23017	Ag008G712930
OG0010057	jg22997	Ag008G712390
OG0010058	jg22986	Ag008G712170
OG0010059	jg22945	Ag008G710640
OG0010060	jg22896	Ag008G709220
OG0010061	jg31315	Ag007G583860
OG0010062	jg22806	Ag008G706990, Ag004G315130
OG0010063	jg23292	Ag008G729140
OG0010064	jg23305	Ag005G450230
OG0010065	jg23307	Ag008G729260
OG0010066	jg23310	Ag008G729350
OG0010067	jg22405	Ag008G696280, Ag007G585670
OG0010068	jg23387	Ag008G730540
OG0010069	jg23408	Ag008G730840
OG0010070	jg23420	Ag008G731030
OG0010071	jg23438	Ag008G731110
OG0010072	jg23501	Ag008G732030
OG0010073	jg23519	Ag008G732430
OG0010074	jg23521	Ag008G732450
OG0010075	jg23580	Ag008G733360
OG0010076	jg23585	Ag004G390790, Ag004G322120, Ag008G733400
OG0010077	jg23662	Ag008G734490
OG0010078	jg23683	Ag008G734690
OG0010079	jg23690	Ag008G734740
OG0010080	jg23693	Ag008G734760
OG0010081	jg23694	Ag008G734770
OG0010082	jg23715	Ag008G735070
OG0010083	jg14588, jg23749	Ag001G099850
OG0010084	jg23755	Ag001G099680
OG0010085	jg15025	Ag001G067230
OG0010087	jg8238	Ag006G518970
OG0010088	jg8175	Ag006G516950
OG0010089	jg8181	Ag006G517010
OG0010090	jg30354	Ag004G329710
OG0010091	jg8108	Ag006G516350
OG0010092	jg8091	Ag006G514350
OG0010093	jg8051	Ag006G513200
OG0010094	jg8006	Ag006G512190
OG0010095	jg7998	Ag006G511850
OG0010096	jg7983	Ag006G511200
OG0010097	jg7960	Ag008G661480, Ag006G510060
OG0010098	jg7939	Ag006G509610
OG0010099	jg7909	Ag007G599230
OG0010100	jg7915	Ag007G599160
OG0010101	jg7918	Ag007G599100
OG0010102	jg7921	Ag007G599060
OG0010103	jg7924	Ag007G598960
OG0010104	jg7835	Ag007G586570
OG0010105	jg20848	Ag007G587540
OG0010106	jg18437, jg12217	Ag007G588180
OG0010107	jg18430	Ag007G588250
OG0010108	jg18310	Ag007G589460
OG0010109	jg18330	Ag007G589720
OG0010110	jg18262	Ag007G590220
OG0010111	jg18243	Ag007G590580
OG0010112	jg18174	Ag007G591460
OG0010113	jg18159	Ag007G591670
OG0010114	jg18119	Ag007G592120
OG0010115	jg18079	Ag007G592510
OG0010116	jg18036	Ag007G593440
OG0010117	jg17997, jg17996	Ag007G593660
OG0010118	jg17874	Ag007G594910
OG0010120	jg17807	Ag007G595730
OG0010121	jg17778	Ag007G596060
OG0010122	jg17770	Ag007G596080
OG0010123	jg17763	Ag007G596140
OG0010124	jg17717	Ag007G596550
OG0010125	jg17715	Ag007G596560
OG0010127	jg17639	Ag007G597070
OG0010128	jg17511	Ag007G597910
OG0010129	jg28810	Ag007G615200
OG0010130	jg17442	Ag007G598100
OG0010131	jg17314	Ag006G527100
OG0010132	jg9707	Ag003G251630
OG0010133	jg23899	Ag001G100870
OG0010134	jg24775	Ag005G478730
OG0010135	jg3818	Ag006G490870
OG0010136	jg19425	Ag002G190750
OG0010137	jg19415	Ag002G190480
OG0010139	jg9810	Ag003G248250
OG0010140	jg23978	Ag005G490420
OG0010141	jg24103	Ag005G488570
OG0010142	jg24152	Ag005G487980
OG0010143	jg24154	Ag005G487960
OG0010144	jg24208	Ag005G487030
OG0010145	jg24213	Ag005G486970
OG0010146	jg24222	Ag005G486840, Ag001G061140
OG0010147	jg24233	Ag005G486680
OG0010148	jg24313	Ag005G485700, Ag005G488520
OG0010150	jg24366	Ag005G484930
OG0010151	jg24491	Ag005G483010
OG0010152	jg24616	Ag005G481110
OG0010153	jg24618	Ag005G481100
OG0010154	jg24641	Ag005G480670
OG0010155	jg24648	Ag005G480600
OG0010156	jg24659	Ag005G480450
OG0010157	jg24735	Ag005G479250
OG0010158	jg24753	Ag005G479040
OG0010159	jg23152	Ag008G726890
OG0010160	jg24789	Ag005G478580
OG0010162	jg19213	Ag002G183960
OG0010163	jg19209	Ag002G183880
OG0010164	jg19167	Ag002G181750
OG0010165	jg15430	Ag001G076480
OG0010166	jg19086	Ag002G179660
OG0010167	jg19061	Ag002G178030
OG0010168	jg18774	Ag002G166970
OG0010169	jg18802	Ag002G168040
OG0010170	jg18825	Ag002G168560
OG0010171	jg18859	Ag002G171130
OG0010172	jg18860	Ag002G171180
OG0010173	jg18875	Ag002G171540
OG0010174	jg18941	Ag002G174050
OG0010175	jg18987, jg18985	Ag002G175460
OG0010176	jg18976	Ag002G175180
OG0010178	jg29009	Ag004G305700
OG0010179	jg19053	Ag002G177820
OG0010180	jg30030	Ag004G322990
OG0010182	jg30186, jg30199, jg30163, jg30174	Ag004G325520
OG0010184	jg30294	Ag004G328020
OG0010185	jg5870	Ag008G718510
OG0010186	jg30333	Ag004G329340
OG0010187	jg30390	Ag004G330410
OG0010188	jg30397	Ag004G330610
OG0010189	jg30450	Ag004G331950
OG0010190	jg30468	Ag004G332140
OG0010191	jg30480	Ag004G332310
OG0010192	jg30521	Ag004G333280
OG0010193	jg30525	Ag004G333360
OG0010194	jg30526	Ag004G333370
OG0010195	jg30530	Ag004G333430
OG0010196	jg30536	Ag004G333590
OG0010197	jg30584	Ag004G334300
OG0010198	jg30620	Ag004G334870
OG0010199	jg30621	Ag004G334880
OG0010200	jg30630	Ag004G335290
OG0010201	jg30649	Ag004G335990
OG0010202	jg30720	Ag004G337710
OG0010203	jg30722	Ag004G337740
OG0010204	jg3443	Ag003G216370
OG0010205	jg30826	Ag004G340190
OG0010206	jg30846	Ag004G340720
OG0010207	jg30850	Ag004G340930
OG0010208	jg30873	Ag004G341500
OG0010209	jg30890	Ag003G241540
OG0010210	jg2664	Ag004G344960
OG0010211	jg30959	Ag003G242690
OG0010212	jg31047	Ag003G244270
OG0010214	jg2502	Ag004G349870
OG0010215	jg31125	Ag003G245600
OG0010216	jg31147	Ag003G247820
OG0010217	jg31160	Ag003G247360
OG0010218	jg2382	Ag004G353910
OG0010220	jg31219	Ag003G281860
OG0010221	jg31220	Ag003G246720
OG0010222	jg31265	Ag006G531270
OG0010223	jg10011	Ag008G719860
OG0010224	jg9966	Ag007G598750
OG0010225	jg9960	Ag007G598790
OG0010226	jg9951	Ag007G586280
OG0010227	jg9950	Ag007G586270
OG0010228	jg9893	Ag005G445330, Ag007G585460
OG0010229	jg17094	Ag006G524950
OG0010231	jg16936	Ag007G647400, Ag007G647460
OG0010232	jg16898, jg16894	Ag003G266810
OG0010235	jg16839	Ag006G524350
OG0010236	jg16835	Ag006G524410
OG0010237	jg16834	Ag006G524400
OG0010239	jg16727, jg28206	Ag006G523650
OG0010240	jg16583	Ag006G521660
OG0010241	jg16520	Ag006G520570
OG0010242	jg29999	Ag004G322640
OG0010243	jg29991	Ag004G322390
OG0010244	jg29957	Ag004G321290
OG0010245	jg29919	Ag004G320740
OG0010246	jg29899	Ag004G320050
OG0010247	jg29863	Ag004G319520
OG0010248	jg29797	Ag004G317900
OG0010249	jg29798	Ag004G317910
OG0010250	jg29779	Ag004G317500
OG0010252	jg29556	Ag004G313600
OG0010253	jg29530	Ag004G313270
OG0010254	jg29511	Ag004G313000
OG0010255	jg29500	Ag004G312860
OG0010256	jg29468	Ag004G312330
OG0010257	jg29438	Ag004G311950
OG0010258	jg29322	Ag004G310370
OG0010259	jg29311	Ag004G310150
OG0010260	jg29271	Ag004G309340
OG0010261	jg29257	Ag004G309190
OG0010262	jg29242	Ag004G308990
OG0010264	jg29027	Ag004G305940
OG0010265	jg28996	Ag004G305580
OG0010266	jg20231	Ag002G206780
OG0010267	jg28922	Ag004G304600
OG0010268	jg28883	Ag004G304090
OG0010269	jg28880	Ag004G304010
OG0010270	jg28855	Ag004G303650
OG0010271	jg28854	Ag004G303640
OG0010272	jg28806	Ag004G303040
OG0010273	jg28801	Ag004G302980
OG0010274	jg28768	Ag004G302540
OG0010275	jg28752	Ag004G302370
OG0010276	jg28720	Ag004G301970
OG0010277	jg28716	Ag004G301930
OG0010278	jg28675	Ag004G301200
OG0010279	jg28695	Ag004G301590
OG0010280	jg28700	Ag004G301630
OG0010281	jg28646	Ag004G300650
OG0010282	jg28614	Ag004G300120
OG0010283	jg28574	Ag004G299660
OG0010284	jg28551	Ag004G299380
OG0010285	jg28555	Ag004G299460
OG0010286	jg28478	Ag004G298350
OG0010287	jg5209	Ag007G613030
OG0010288	jg5241	Ag007G613600
OG0010289	jg5296	Ag007G615340
OG0010290	jg5385	Ag007G619220
OG0010291	jg5370	Ag007G618620
OG0010293	jg5498	Ag007G623110
OG0010294	jg5497	Ag007G623100
OG0010295	jg5505	Ag007G623420
OG0010296	jg5548	Ag007G624640
OG0010297	jg5557	Ag007G624760
OG0010298	jg5599	Ag007G626520
OG0010299	jg24257	Ag005G486320
OG0010300	jg5674	Ag007G631190
OG0010301	jg5752	Ag007G631820
OG0010303	jg9043	Ag003G276450
OG0010304	jg6715	Ag007G637660
OG0010305	jg6775	Ag007G637990
OG0010306	jg6791	Ag007G638830
OG0010307	jg6821	Ag007G614590, Ag003G282030, Ag003G283280
OG0010308	jg6823	Ag007G641590
