Orthogroup	Arabidopsis_arenosa	Eutrema_salsugineum
OG0005917	jg3114	XP_006390404.2
OG0005918	jg30244	XP_006416730.1
OG0005919	jg3542	XP_006389968.1
OG0005920	jg3552	XP_006389963.1
OG0005921	jg3685	XP_006389830.1
OG0005922	jg12860, jg3745	XP_006389773.1
OG0005923	jg30023	XP_006416914.1
OG0005924	jg25246	XP_006407283.1
OG0005925	jg25291	XP_006407251.1
OG0005926	jg25391	XP_024015465.1
OG0005927	jg25477, jg25478	XP_006407061.2
OG0005928	jg25493	XP_006407046.1
OG0005929	jg33507	XP_006392837.1
OG0005930	jg33454	XP_006392898.1
OG0005931	jg25862	XP_006406712.1
OG0005932	jg25971	XP_006406609.1
OG0005933	jg824, jg819, jg822	XP_006405414.1
OG0005934	jg26111	XP_006406476.1, XP_024004387.1
OG0005935	jg26140	XP_024015568.1
OG0005936	jg26184	XP_006406401.1
OG0005938	jg26467	XP_006406169.1
OG0005939	jg26468	XP_006406168.1
OG0005940	jg26492	XP_006406144.1
OG0005941	jg26613	XP_006406004.1
OG0005942	jg26646	XP_006418836.1
OG0005943	jg26651	XP_006418833.1
OG0005944	jg26793	XP_006418711.1
OG0005946	jg11835	XP_006403051.1
OG0005947	jg27521	XP_006409627.1
OG0005948	jg27761	XP_006409409.1
OG0005949	jg27949	XP_006409205.1
OG0005950	jg27988	XP_006409170.1
OG0005951	jg28126	XP_024016524.1
OG0005952	jg28148	XP_006408875.1
OG0005953	jg28215	XP_006408917.2
OG0005954	jg28239	XP_006408943.1
OG0005955	jg33771	XP_006392588.1
OG0005956	jg33733, jg33732, jg33736, jg33727	XP_006392616.1
OG0005957	jg33560	XP_006399609.1
OG0005958	jg32348, jg33496	XP_006392848.1
OG0005959	jg33458	XP_024006360.1
OG0005960	jg32955	XP_006393362.1
OG0005961	jg32969	XP_006393348.1
OG0005962	jg32885	XP_006393484.2
OG0005963	jg11110	XP_006414449.1
OG0005964	jg15151	XP_006403808.1
OG0005965	jg15083	XP_006403876.1
OG0005966	jg15408	XP_006403543.1
OG0005967	jg15570	XP_006403034.1
OG0005968	jg15595	XP_006403005.2
OG0005969	jg15689	XP_006402930.1
OG0005970	jg15679	XP_006402918.1
OG0005971	jg15761	XP_006402871.1
OG0005972	jg15762	XP_006402870.1
OG0005973	jg15952	XP_006402719.1
OG0005975	jg16234	XP_006402451.1
OG0005976	jg16215	XP_024013015.1
OG0005977	jg16436	XP_006402280.1
OG0005979	jg33264	XP_006393070.1
OG0005981	jg15026	XP_006403922.1
OG0005982	jg16065	XP_006402625.1
OG0005983	jg20433	XP_006398330.1
OG0005987	jg9646	XP_006413010.1
OG0005988	jg9044	XP_006412363.1
OG0005989	jg29370	XP_006417514.2
OG0005990	jg30344	XP_024011201.1, XP_024008054.1
OG0005992	jg2395	XP_006391150.1
OG0005993	jg3065	XP_024010934.1
OG0005995	jg28295	XP_006409009.1
OG0005996	jg25512	XP_024015587.1
OG0005997	jg25112	XP_006407430.1
OG0005998	jg4543	XP_006399196.1
OG0005999	jg17812	XP_006409872.2
OG0006000	jg5324, jg5322	XP_024012575.1
OG0006001	jg12689	XP_006405444.1
OG0006002	jg23500	XP_006394096.1
OG0006007	jg10974, jg10976	XP_024004774.1
OG0006009	jg21820	XP_006401970.1
OG0006016	jg9542	XP_006412898.1
OG0006017	jg28102	XP_006409080.1
OG0006018	jg9372	XP_006412710.1
OG0006019	jg16846	XP_006404869.1
OG0006020	jg9338	XP_024004420.1
OG0006021	jg29188	XP_006417712.1
OG0006022	jg9287	XP_006412630.1
OG0006023	jg9279	XP_024005076.1
OG0006024	jg16965	XP_006405001.1
OG0006025	jg31568	XP_006415498.1
OG0006026	jg9020	XP_006412343.1
OG0006027	jg9011	XP_006412334.1, XP_024009460.1
OG0006028	jg9010	XP_006412333.1
OG0006029	jg27531	XP_024016163.1
OG0006030	jg8882	XP_024005886.1
OG0006031	jg8873	XP_006412184.1, XP_006409420.1
OG0006032	jg8868	XP_006412179.1
OG0006034	jg31754	XP_006415336.1
OG0006036	jg31906	XP_006415176.1
OG0006037	jg31929	XP_024009212.1
OG0006038	jg10917	XP_006414282.1
OG0006039	jg10999	XP_006414346.1
OG0006040	jg1500	XP_024003800.1
OG0006041	jg1199	XP_006392344.1, XP_006392331.1
OG0006042	jg986	XP_006392182.1
OG0006043	jg962	XP_006392168.1
OG0006044	jg29481	XP_006417418.1
OG0006045	jg12904	XP_024010962.1
OG0006046	jg27138	XP_006396123.1
OG0006047	jg12933	XP_024010955.1
OG0006048	jg12945	XP_006395882.1
OG0006049	jg13019	XP_006395817.1
OG0006050	jg2775	XP_006390773.1
OG0006051	jg13071	XP_006395763.1
OG0006052	jg13136	XP_006395711.1
OG0006053	jg27007, jg13182	XP_006395672.2
OG0006054	jg29757	XP_006417168.1
OG0006055	jg10943, jg13266	XP_006395610.1
OG0006056	jg13347	XP_006395543.2
OG0006057	jg12714, jg13410	XP_006395487.1
OG0006058	jg13452	XP_006395465.1
OG0006059	jg13469	XP_006395449.1
OG0006060	jg13474	XP_024007428.1
OG0006061	jg13560	XP_006395383.1
OG0006062	jg13566	XP_006395380.1
OG0006063	jg13603, jg13607	XP_006395368.2
OG0006064	jg13642	XP_024006736.1
OG0006065	jg13698	XP_006395318.1
OG0006067	jg13856	XP_006395258.1
OG0006068	jg2166	XP_006391429.1
OG0006069	jg2024	XP_006391329.1
OG0006070	jg1941, jg1943	XP_006391544.1
OG0006071	jg379	XP_006391611.1
OG0006072	jg381	XP_024003804.1
OG0006073	jg503	XP_006391730.1
OG0006074	jg531	XP_006391745.1
OG0006075	jg599	XP_006391797.1
OG0006076	jg19407, jg19409	XP_006411394.1
OG0006077	jg19389	XP_006411379.1
OG0006078	jg24858	XP_006407686.1
OG0006079	jg24972	XP_024015061.1
OG0006080	jg25038	XP_006407489.1
OG0006081	jg4412	XP_006399107.1
OG0006082	jg25203	XP_006407331.1
OG0006084	jg21703	XP_006402119.1
OG0006085	jg21773	XP_006402012.1
OG0006086	jg21851	XP_006401919.1
OG0006087	jg9906	XP_006413290.1
OG0006088	jg22015, jg22022	XP_006401759.1
OG0006089	jg9653	XP_024005168.1
OG0006090	jg22079	XP_006401690.1
OG0006091	jg12902	XP_006398495.1
OG0006092	jg22131	XP_006401669.1
OG0006093	jg22217	XP_006401592.1
OG0006094	jg7895, jg22258	XP_006401561.1
OG0006095	jg22289	XP_006401549.1
OG0006096	jg22295	XP_006401541.2
OG0006097	jg22333	XP_024011188.1
OG0006098	jg22407	XP_006401421.1
OG0006099	jg22562	XP_006401286.1
OG0006100	jg22652	XP_006401197.2
OG0006101	jg22664	XP_006401188.1
OG0006102	jg30031	XP_006416906.1
OG0006104	jg29846	XP_024008638.1
OG0006105	jg22705	XP_006401139.1
OG0006106	jg5085	XP_006399761.1
OG0006107	jg5078	XP_006399754.1
OG0006108	jg4982	XP_006399656.1
OG0006109	jg4861	XP_006399525.1
OG0006110	jg4840, jg4837	XP_006399503.1
OG0006112	jg4723	XP_006399374.1
OG0006113	jg4685	XP_006399328.1
OG0006114	jg4659	XP_006399300.1
OG0006115	jg4655	XP_006399296.1
OG0006116	jg4612	XP_006399250.1
OG0006117	jg23146	XP_006394446.1
OG0006118	jg10887	XP_006414243.1
OG0006119	jg10859	XP_006414213.1
OG0006120	jg10820	XP_024005822.1
OG0006121	jg10815	XP_006414171.1
OG0006122	jg10754	XP_006414109.1
OG0006123	jg10751	XP_006414104.2
OG0006124	jg10737	XP_006414089.1
OG0006125	jg10628	XP_006413964.1
OG0006126	jg17547, jg17543	XP_006408602.2
OG0006127	jg10538	XP_006413883.1
OG0006128	jg10453	XP_006413817.1
OG0006129	jg10433	XP_006413791.1
OG0006130	jg10400	XP_006413753.1
OG0006131	jg10343	XP_006413702.1
OG0006132	jg10253	XP_024005479.1
OG0006133	jg10242	XP_006413613.1
OG0006134	jg10158	XP_006413555.1
OG0006135	jg10130	XP_006413532.1
OG0006136	jg10109	XP_006413515.1
OG0006137	jg10078	XP_006413481.1
OG0006138	jg7430	XP_006397008.1
OG0006139	jg32071	XP_006415049.1
OG0006140	jg32652	XP_006406258.1, XP_006395919.1
OG0006141	jg32573	XP_006393759.1
OG0006143	jg19743	XP_006397569.1
OG0006144	jg31303	XP_006415723.1
OG0006145	jg31324	XP_006415704.1
OG0006146	jg32729	XP_006393634.1
OG0006147	jg31365	XP_006415663.1
OG0006148	jg31368	XP_006415660.1
OG0006149	jg31441	XP_006415603.1
OG0006150	jg31453	XP_006415590.1
OG0006151	jg31457	XP_006415585.1
OG0006152	jg31463	XP_006415580.1
OG0006153	jg31548	XP_006415518.1
OG0006154	jg31563	XP_006415503.1
OG0006155	jg31584	XP_006415479.1
OG0006156	jg31588	XP_006415473.1
OG0006157	jg8764	XP_006412065.1
OG0006158	jg8665	XP_006411969.1
OG0006159	jg8631, jg8633	XP_006411934.1
OG0006160	jg8596	XP_024005823.1
OG0006161	jg8504	XP_006404948.1
OG0006161	jg16666	XP_006404694.1
OG0006162	jg8400	XP_006411732.1
OG0006163	jg8328	XP_006411653.1
OG0006164	jg12201, jg23991	XP_006405867.2
OG0006165	jg12386	XP_006405760.1
OG0006166	jg12416	XP_006405710.2
OG0006167	jg24431	XP_006408090.1
OG0006168	jg31747	XP_006415339.1
OG0006169	jg3877, jg31801	XP_006415310.1
OG0006170	jg18744	XP_024004146.1
OG0006171	jg7282	XP_006397158.1
OG0006172	jg7153, jg7088	XP_006397298.1
OG0006173	jg18503	XP_006410545.1
OG0006174	jg18487	XP_006410530.1
OG0006175	jg21127, jg21129	XP_006403397.1
OG0006176	jg7328	XP_006397127.1
OG0006177	jg7380	XP_006397075.1
OG0006178	jg7424	XP_024010202.1
OG0006179	jg7539	XP_006396889.1
OG0006180	jg7577	XP_006396853.1
OG0006181	jg7583, jg7582	XP_006396843.1
OG0006182	jg7621	XP_006396794.1
OG0006183	jg7675	XP_006396727.1
OG0006184	jg7699	XP_006396693.1
OG0006185	jg7718	XP_024009833.1
OG0006186	jg7772	XP_006396634.1
OG0006187	jg20600	XP_006398163.1
OG0006188	jg20559	XP_006398204.1
OG0006189	jg20445	XP_006398319.1
OG0006190	jg20444	XP_024011025.1
OG0006191	jg20421	XP_006398338.2
OG0006192	jg8249, jg25371	XP_006398488.1
OG0006193	jg11926	XP_006396096.1
OG0006194	jg28972	XP_006417944.1
OG0006195	jg11628	XP_006414981.2
OG0006196	jg11527	XP_006414927.1
OG0006197	jg11440	XP_006414862.1
OG0006198	jg11340	XP_024004545.1, XP_024004544.1
OG0006199	jg11330	XP_006414711.1
OG0006200	jg11215	XP_006414562.2
OG0006201	jg11138	XP_006414477.1
OG0006203	jg12772	XP_006405347.1
OG0006204	jg20100	XP_006397885.1
OG0006205	jg20087	XP_006397873.2
OG0006206	jg20084	XP_006397868.1
OG0006207	jg20067	XP_006397854.2
OG0006208	jg15962, jg20061	XP_006397846.1
OG0006209	jg16233	XP_006402452.1
OG0006210	jg20019	XP_006397804.1, XP_006396963.1
OG0006211	jg19933	XP_006397722.1
OG0006212	jg19927	XP_006397716.1
OG0006213	jg19873	XP_006397686.1
OG0006214	jg19862	XP_006397676.1
OG0006215	jg19835	XP_006397656.1
OG0006217	jg19714	XP_024010729.1
OG0006218	jg19666	XP_006397504.1
OG0006219	jg19574	XP_006411519.1
OG0006220	jg15768	XP_024012804.1
OG0006221	jg15740	XP_024012826.1
OG0006222	jg19437	XP_006411418.2
OG0006223	jg3888	XP_006398620.1
OG0006224	jg3971	XP_006398697.1
OG0006225	jg4014	XP_006398737.1
OG0006226	jg5188	XP_006399875.1
OG0006227	jg4100	XP_024011570.1
OG0006228	jg4149	XP_006398863.1
OG0006229	jg5840	XP_006400539.1
OG0006230	jg5916	XP_006400616.1
OG0006231	jg5930	XP_006400633.1
OG0006232	jg5996	XP_006400701.1
OG0006233	jg6009	XP_006400712.1
OG0006234	jg6013	XP_024016051.1
OG0006235	jg22996	XP_024012335.1
OG0006236	jg22959	XP_024011498.1, XP_006400876.1
OG0006237	jg14437	XP_006391811.1, XP_006418886.1
OG0006238	jg22840	XP_006400998.1
OG0006239	jg22805	XP_024012701.1
OG0006240	jg23284	XP_024004573.1
OG0006241	jg23325	XP_006394266.1
OG0006242	jg23328	XP_024007582.1
OG0006243	jg23388	XP_024006756.1
OG0006244	jg27656, jg27653, jg27654, jg27658	XP_006409468.1
OG0006245	jg27143, jg27147, jg23473	XP_006394124.1
OG0006246	jg23477	XP_006394122.1
OG0006247	jg23543	XP_006394048.1
OG0006249	jg23566	XP_006394019.2
OG0006250	jg23577	XP_006394004.2
OG0006251	jg23734	XP_006393854.1
OG0006252	jg23760, jg13290	XP_006401440.1
OG0006253	jg8224	XP_006396221.1
OG0006254	jg8106	XP_006396281.1
OG0006255	jg8089	XP_006396350.2
OG0006256	jg8043	XP_006396392.1
OG0006257	jg7981	XP_006396444.1
OG0006258	jg7957	XP_006396470.1
OG0006259	jg7955	XP_006396473.1
OG0006260	jg7952	XP_006396475.1
OG0006261	jg20802	XP_006403158.1
OG0006262	jg12218, jg18442	XP_006410488.2
OG0006263	jg18400	XP_006410452.1
OG0006264	jg18379	XP_006410434.1, XP_024013344.1
OG0006265	jg18311	XP_006410372.1
OG0006266	jg18251	XP_024003708.1
OG0006267	jg18239	XP_006410305.1
OG0006268	jg18169	XP_006410244.1
OG0006269	jg18154	XP_024003958.1
OG0006270	jg18081	XP_006410116.1, XP_006410103.2
OG0006271	jg17988	XP_006410030.1
OG0006272	jg17987	XP_006410025.1
OG0006273	jg17971	XP_006410011.1
OG0006274	jg17970	XP_006410010.1
OG0006275	jg17808	XP_006409869.2
OG0006276	jg17708	XP_006409785.1
OG0006277	jg9710	XP_006413078.1
OG0006278	jg23954	XP_006408503.2, XP_006409233.1
OG0006279	jg3807	XP_006398552.1
OG0006281	jg3823	XP_006398573.1
OG0006282	jg9799	XP_006413170.1
OG0006283	jg23984	XP_006408471.1
OG0006284	jg24000	XP_006408458.1
OG0006285	jg5400	XP_006400101.1
OG0006286	jg24180	XP_006408310.1
OG0006287	jg24198	XP_006408293.2
OG0006288	jg24220	XP_006408273.1
OG0006289	jg24242	XP_006408248.1
OG0006290	jg24309	XP_006408199.1
OG0006291	jg24441	XP_006408084.1
OG0006292	jg8494, jg20378	XP_006411792.1
OG0006293	jg24657	XP_006407874.1
OG0006294	jg24678	XP_024015557.1
OG0006295	jg19310	XP_006411310.1
OG0006296	jg19309	XP_006411309.1
OG0006297	jg19197	XP_006411207.1
OG0006298	jg19178	XP_006411184.1
OG0006299	jg19095	XP_006411135.1
OG0006300	jg19060	XP_006411099.1
OG0006301	jg18724	XP_006410761.2
OG0006302	jg18764	XP_006410804.1
OG0006303	jg18785, jg18786	XP_006410826.1, XP_024011897.1
OG0006304	jg15298	XP_006403667.1
OG0006305	jg18911	XP_006410941.1
OG0006306	jg18938	XP_006410966.1
OG0006307	jg19017	XP_006411052.1
OG0006308	jg30072	XP_006416877.1
OG0006309	jg30107	XP_006416842.1
OG0006310	jg8011	XP_006416803.1
OG0006311	jg30141	XP_006416805.1
OG0006312	jg30200, jg30187	XP_006416777.1
OG0006313	jg30218	XP_006416756.1
OG0006314	jg30233	XP_006416742.1
OG0006315	jg30296	XP_006416674.1
OG0006316	jg30351	XP_006416622.1
OG0006317	jg30337	XP_006416638.1
OG0006318	jg30439	XP_006416533.1
OG0006319	jg30554	XP_006416415.2
OG0006320	jg30577	XP_024008370.1
OG0006321	jg3291	XP_006390211.1
OG0006322	jg30619	XP_006416367.1
OG0006323	jg30627	XP_006416360.1
OG0006324	jg30705	XP_006416288.1
OG0006325	jg30843	XP_006416153.1
OG0006326	jg31090	XP_006415946.1
OG0006327	jg31099	XP_006415932.1
OG0006328	jg2294	XP_006391254.1
OG0006329	jg31253	XP_024008380.1
OG0006331	jg31282	XP_006415750.1
OG0006332	jg31275	XP_006415756.1
OG0006333	jg10059	XP_006413460.1
OG0006334	jg10058	XP_006413459.1
OG0006335	jg10016	XP_006413409.1
OG0006336	jg9985	XP_006413375.1
OG0006337	jg9943, jg12017, jg12016	XP_006413324.1
OG0006338	jg13655	XP_006395346.1
OG0006339	jg16667	XP_024013884.1
OG0006340	jg16547	XP_006404573.1
OG0006342	jg29968	XP_006416966.1
OG0006343	jg29966	XP_024008367.1
OG0006344	jg29917	XP_024008304.1
OG0006345	jg3102	XP_006390418.1
OG0006346	jg29701	XP_006417219.1
OG0006347	jg29691	XP_006417228.1
OG0006348	jg21351	XP_006395208.1
OG0006349	jg29542, jg29544	XP_024007753.1
OG0006350	jg29170	XP_006417731.2
OG0006351	jg29362	XP_006408719.2, XP_006417524.1
OG0006352	jg29391	XP_024008687.1
OG0006353	jg29251	XP_024008948.1
OG0006354	jg29199	XP_006417700.1
OG0006355	jg29141	XP_006417760.1
OG0006356	jg29074	XP_006417824.1
OG0006357	jg29051	XP_006417861.1
OG0006358	jg29032	XP_006417873.1
OG0006359	jg15010	XP_006403935.1
OG0006360	jg28978	XP_006417940.1
OG0006361	jg28965	XP_006417952.1
OG0006362	jg28844	XP_006418062.1
OG0006363	jg28724	XP_006418175.1
OG0006364	jg28648	XP_006418245.1
OG0006365	jg28651	XP_006418242.1
OG0006366	jg28566	XP_024008106.1
OG0006367	jg28534	XP_006418361.1, XP_024008848.1
OG0006368	jg5233	XP_006399928.1
OG0006369	jg5334	XP_006400027.1
OG0006370	jg5358	XP_006400051.1
OG0006371	jg5345	XP_024012365.1
OG0006372	jg5454	XP_006400167.1
OG0006373	jg5512	XP_006400223.1
OG0006374	jg5589	XP_006400297.1
OG0006375	jg2307, jg2309	XP_006391237.1
OG0006376	jg5603	XP_006400311.1
OG0006377	jg5619	XP_006400325.1
OG0006378	jg5704	XP_006400407.1
OG0006379	jg21374	XP_006395189.1
OG0006383	jg4373, jg4374	XP_024011598.1
OG0006384	jg4354	XP_006399060.1
OG0006385	jg8222	XP_006413924.1
OG0006386	jg6436	XP_006394804.1
OG0006387	jg6412	XP_006394785.1
OG0006388	jg15409	XP_006403542.2
OG0006389	jg6311	XP_006394703.1
OG0006391	jg6244	XP_006394656.1
OG0006392	jg6236	XP_006394645.1
OG0006393	jg6232	XP_024006672.1
OG0006394	jg23047	XP_024007325.1
OG0006395	jg23110	XP_006394486.1
OG0006396	jg23142	XP_006394448.1
OG0006397	jg23164	XP_006394428.1
OG0006398	jg23176, jg32020	XP_024007587.1
OG0006399	jg23188	XP_006394408.1
OG0006401	jg23235	XP_006394350.1
OG0006402	jg23236	XP_006394348.1
OG0006403	jg22787	XP_006401050.1
OG0006405	jg14998	XP_006403950.1
OG0006406	jg14989	XP_006403958.2
OG0006407	jg14984	XP_006403965.1
OG0006408	jg14838	XP_006404102.1
OG0006409	jg14700	XP_024006942.1, XP_006404220.1
OG0006410	jg14596	XP_006404314.1
OG0006411	jg14311	XP_006419037.1
OG0006412	jg2407	XP_006391141.1
OG0006415	jg31231	XP_024009020.1
OG0006416	jg2326	XP_006391216.1
OG0006417	jg2466	XP_006391087.1
OG0006418	jg2494	XP_006391055.1
OG0006419	jg2547	XP_006390995.1
OG0006420	jg2570	XP_006390971.1
OG0006422	jg29965	XP_006416969.1
OG0006423	jg2780	XP_006390766.1
OG0006424	jg2819	XP_024009029.1
OG0006425	jg2830	XP_006390717.1
OG0006426	jg4892, jg4890	XP_006399557.1
OG0006427	jg2855	XP_006390687.1
OG0006428	jg3490	XP_006390016.2
OG0006429	jg3446	XP_006390059.1
OG0006431	jg3385, jg30364	XP_006390116.1
OG0006432	jg3214	XP_006390291.1
OG0006433	jg3191	XP_006390318.1
OG0006434	jg3134	XP_006390385.1
OG0006435	jg3015	XP_006390517.1
OG0006436	jg2962	XP_006390581.1
OG0006437	jg2888	XP_006390647.1
OG0006438	jg3589	XP_006389930.1
OG0006439	jg3604	XP_006389915.1
OG0006440	jg3628	XP_024006940.1
OG0006441	jg3704	XP_006389814.1, XP_006405081.2
OG0006442	jg25241	XP_006407287.1
OG0006443	jg25420	XP_006407123.1
OG0006444	jg33535	XP_006392803.1
OG0006445	jg25585	XP_006406968.1
OG0006446	jg25601	XP_006406951.1
OG0006447	jg25629	XP_006406909.1
OG0006448	jg25664	XP_006406868.1
OG0006449	jg25791	XP_006406767.1
OG0006450	jg14757	XP_006404167.1
OG0006451	jg25846	XP_006406732.1
OG0006452	jg25851	XP_006406725.1
OG0006453	jg25855	XP_006406719.1
OG0006454	jg25863	XP_006406711.1
OG0006455	jg25885	XP_024015517.1
OG0006456	jg25900	XP_006406685.1
OG0006457	jg25902	XP_006406679.1
OG0006458	jg25910	XP_006406675.1
OG0006459	jg25919	XP_024015601.1
OG0006460	jg11219, jg11223	XP_006414565.1
OG0006461	jg25943	XP_006406635.1
OG0006462	jg25974	XP_006406605.1
OG0006463	jg26014	XP_006406562.1
OG0006464	jg26017	XP_006406559.1
OG0006465	jg26097	XP_006406487.1
OG0006466	jg26151	XP_006406426.1
OG0006467	jg26189	XP_006406395.1
OG0006468	jg26244	XP_024015678.1
OG0006469	jg12323, jg26251	XP_024015363.1
OG0006470	jg26261	XP_006406333.1
OG0006471	jg26352	XP_006406256.1
OG0006472	jg26452	XP_006406190.1
OG0006473	jg26465	XP_006406179.1
OG0006474	jg26515	XP_006406127.1
OG0006475	jg26524	XP_006406121.1
OG0006476	jg26568	XP_006406066.1
OG0006477	jg26572	XP_006406063.1
OG0006478	jg26602	XP_006406019.1
OG0006479	jg26717	XP_006418779.2
OG0006480	jg26971	XP_006418566.1
OG0006481	jg27570	XP_006409555.1
OG0006482	jg27848	XP_006409334.1
OG0006483	jg27889	XP_006409282.1
OG0006484	jg27920	XP_006409240.1
OG0006485	jg28041	XP_006409125.1
OG0006486	jg28003	XP_024016643.1
OG0006487	jg27985	XP_006409173.1
OG0006488	jg28129	XP_006409057.1
OG0006489	jg28134	XP_006409044.1
OG0006491	jg28280	XP_006408989.1
OG0006492	jg33755	XP_006392605.1
OG0006493	jg33750	XP_024006308.1
OG0006494	jg33694	XP_006392646.1
OG0006495	jg33656	XP_006392700.1
OG0006496	jg33646	XP_006392712.1
OG0006497	jg33644	XP_024006297.1
OG0006498	jg33549	XP_006392791.1
OG0006499	jg33538	XP_006392800.1
OG0006500	jg33393	XP_006392954.1
OG0006501	jg33370	XP_006392976.1
OG0006502	jg33271, jg33269	XP_024006283.1
OG0006503	jg33285	XP_006393056.1
OG0006504	jg33179	XP_006393154.1
OG0006505	jg33112	XP_006393209.1
OG0006506	jg33088	XP_006393226.1
OG0006507	jg32877	XP_006393493.1
OG0006508	jg11049	XP_006414385.2
OG0006509	jg18566	XP_006410611.1
OG0006510	jg18564	XP_024004137.1
OG0006511	jg18558	XP_024016689.1
OG0006512	jg18557	XP_006410601.1
OG0006513	jg15121	XP_024013838.1
OG0006515	jg15419	XP_006403530.1
OG0006516	jg15483	XP_006403458.1
OG0006517	jg15484	XP_024013435.1
OG0006518	jg15551, jg15544	XP_006403402.1
OG0006519	jg15607	XP_006402994.1
OG0006520	jg15627	XP_006402972.1
OG0006521	jg15165, jg15731, jg15650	XP_024012827.1
OG0006522	jg15900	XP_006402754.1
OG0006523	jg16070	XP_006402619.1
OG0006524	jg16126	XP_006402556.1
OG0006525	jg16155	XP_006402523.1
OG0006526	jg16237	XP_006402448.1
OG0006527	jg16260	XP_006402424.1
OG0006528	jg16367	XP_006402320.1
OG0006529	jg16409, jg16393	XP_006402297.1
OG0006530	jg16410, jg16394, jg16402	XP_024015783.1
OG0006531	jg16442	XP_006402273.1
OG0006532	jg15120	XP_024013839.1
OG0006533	jg15042	XP_024013559.1
OG0006533	jg10630	XP_024005677.1
OG0006535	jg14137, jg14139	XP_024013612.1
OG0006536	jg25729	XP_024015524.1
OG0006537	jg19716, jg19718	XP_024010845.1
OG0006538	jg3448	XP_006390055.1
OG0006539	jg9530	XP_006412889.1
OG0006540	jg29116	XP_024009023.1
OG0006541	jg30647	XP_006416337.1
OG0006542	jg2392	XP_006391151.1
OG0006543	jg8030	XP_006396403.1
OG0006544	jg26512	XP_024015205.1
OG0006549	jg10261	XP_006413635.1
OG0006550	jg31237	XP_024009194.1, XP_024007695.1
OG0006551	jg15499	XP_024006439.1
OG0006553	jg26949	XP_024009651.1
OG0006554	jg12907	XP_006398500.1
OG0006555	jg9804	XP_006413176.2
OG0006556	jg10742	XP_006414094.1
OG0006557	jg20946, jg20948	XP_006403302.1
OG0006570	jg9580	XP_024010080.1
OG0006572	jg9562	XP_006412923.1
OG0006574	jg9514	XP_006412863.2
OG0006575	jg9512	XP_006412861.1
OG0006576	jg9461	XP_006412820.1
OG0006578	jg21350	XP_006395209.1
OG0006579	jg9366	XP_006412704.2
OG0006580	jg9283	XP_024004362.1
OG0006581	jg9270	XP_006412605.1
OG0006582	jg9259	XP_006412593.1
OG0006583	jg9199	XP_006412532.1
OG0006584	jg9170	XP_006412503.1
OG0006585	jg9132	XP_006412455.1
OG0006586	jg30398	XP_006416570.1
OG0006587	jg9121	XP_006412443.1
OG0006589	jg8995	XP_006412316.1
OG0006590	jg8975	XP_006412299.1
OG0006591	jg8960	XP_024005061.1
OG0006592	jg8884	XP_006412199.2
OG0006593	jg8867	XP_006412178.1
OG0006594	jg8858	XP_006412166.1
OG0006595	jg8857	XP_006412165.1
OG0006596	jg8845	XP_006412150.1
OG0006598	jg31691	XP_006415378.1
OG0006599	jg31898	XP_006415196.1
OG0006600	jg10909	XP_006414272.1
OG0006601	jg10930	XP_006414296.1
OG0006602	jg10931	XP_024005473.1
OG0006603	jg10957	XP_006414320.1
OG0006604	jg18708	XP_006410744.1
OG0006605	jg6906	XP_024006977.1
OG0006606	jg29336	XP_006417550.1
OG0006607	jg1101	XP_006392275.1
OG0006608	jg29442	XP_006417459.1
OG0006609	jg867	XP_024015511.1
OG0006610	jg29564	XP_006417362.1
OG0006611	jg29568	XP_006417357.1
OG0006612	jg29615	XP_006417316.1
OG0006613	jg29995	XP_006416944.1
OG0006614	jg12914	XP_024011139.1
OG0006615	jg12931	XP_006398531.2
OG0006616	jg12973	XP_006395859.1
OG0006617	jg13101	XP_006395743.1
OG0006618	jg29856	XP_024008358.1
OG0006619	jg29839	XP_006417093.1
OG0006620	jg13198	XP_006395659.1
OG0006621	jg13224	XP_006395638.1
OG0006622	jg13253	XP_006395617.1
OG0006624	jg13329	XP_006395559.1
OG0006625	jg13360	XP_006395531.1
OG0006626	jg13366	XP_006395528.1
OG0006628	jg13404	XP_006395491.1
OG0006629	jg13509	XP_006395424.1
OG0006630	jg13511	XP_006395420.2
OG0006631	jg13565	XP_006395381.1
OG0006632	jg13633	XP_024006935.1
OG0006633	jg13654	XP_006395347.1
OG0006634	jg13713	XP_006395311.1
OG0006635	jg22283	XP_006401557.1
OG0006636	jg1801	XP_006391263.1
OG0006637	jg1798	XP_006397395.1
OG0006638	jg1765	XP_006391584.1
OG0006639	jg28128	XP_024016419.1
OG0006640	jg23046	XP_006397414.1
OG0006641	jg1214	XP_006391601.1
OG0006642	jg12863	XP_006405277.1
OG0006643	jg12842	XP_006405293.1
OG0006644	jg465	XP_024004397.1
OG0006645	jg554	XP_006391765.1
OG0006646	jg592	XP_006391788.1
OG0006647	jg19331	XP_024016725.1
OG0006648	jg24826	XP_006407715.1
OG0006649	jg24831	XP_006407710.1
OG0006650	jg8798	XP_006412097.1
OG0006651	jg24852	XP_006407692.1
OG0006652	jg4046	XP_006398763.1
OG0006653	jg24935	XP_006407612.1
OG0006654	jg24997, jg27434	XP_006407538.1
OG0006655	jg25019	XP_024015707.1
OG0006656	jg25037	XP_006407490.1
OG0006657	jg25051	XP_006407478.1
OG0006658	jg25049	XP_006407480.1
OG0006659	jg25095	XP_006407447.1
OG0006660	jg25116	XP_006407426.1
