Orthogroup	Arabidopsis_arenosa	Cardamine_amara
OG0007008	jg18857	evm.model.RL_6.1872
OG0007009	jg18874	evm.model.RL_6.1876, evm.model.RL_6.1858
OG0007010	jg18882	evm.model.RL_6.1849
OG0007011	jg18886	evm.model.RL_6.1845
OG0007012	jg18895	evm.model.RL_6.1839
OG0007013	jg18953	evm.model.RL_6.1892
OG0007014	jg19004, jg18997	evm.model.RL_6.1933
OG0007015	jg19034	evm.model.RL_6.1959
OG0007016	jg30073	evm.model.RL_5.1437
OG0007017	jg3695	evm.model.RL_3.2404
OG0007018	jg30119	evm.model.RL_5.1479
OG0007019	jg25229	evm.model.RL_1.1171
OG0007020	jg30203, jg30191	evm.model.RL_5.1527
OG0007021	jg30209	evm.model.RL_5.1532
OG0007023	jg2866	evm.model.RL_3.1624
OG0007024	jg30288	evm.model.RL_5.1598
OG0007025	jg30293	evm.model.RL_5.1603
OG0007026	jg30309	evm.model.RL_5.1616
OG0007027	jg30321	evm.model.RL_5.1626
OG0007028	jg30384	evm.model.RL_5.1696
OG0007029	jg30425	evm.model.RL_5.1732, evm.model.RL_5.1734
OG0007030	jg30426	evm.model.RL_5.1735
OG0007031	jg30448	evm.model.RL_5.1756
OG0007032	jg30449	evm.model.RL_5.1757
OG0007033	jg13463, jg30482	evm.model.RL_5.1788
OG0007034	jg30495	evm.model.RL_5.1801
OG0007035	jg30605	evm.model.RL_5.3673
OG0007036	jg30634, jg24040	evm.model.RL_5.3656
OG0007037	jg30687	evm.model.RL_5.3611
OG0007038	jg30739	evm.model.RL_5.3569
OG0007039	jg30745	evm.model.RL_5.3563
OG0007043	jg30915, jg32006	evm.model.RL_5.3424
OG0007044	jg30946	evm.model.RL_5.3400
OG0007045	jg30962	evm.model.RL_5.3387
OG0007046	jg31011	evm.model.RL_5.3364
OG0007047	jg31158	evm.model.RL_5.3242
OG0007048	jg31217	evm.model.RL_5.3193
OG0007049	jg31233, jg31234	evm.model.RL_5.3178
OG0007050	jg10049, jg10047	evm.model.RL_2.1946
OG0007051	jg10022	evm.model.RL_2.1968
OG0007052	jg10008	evm.model.RL_2.1982.2.687c86e4
OG0007053	jg21831	evm.model.RL_8.1263
OG0007054	jg9680	evm.model.RL_2.2278
OG0007055	jg16926	evm.model.RL_6.335
OG0007056	jg16815	evm.model.RL_6.243
OG0007057	jg18967	evm.model.RL_6.1904
OG0007058	jg16708	evm.model.RL_6.185
OG0007059	jg16649	evm.model.RL_6.120
OG0007060	jg16508	evm.model.RL_6.14
OG0007061	jg21347	evm.model.RL_4.770
OG0007062	jg29935	evm.model.RL_5.1302
OG0007063	jg29895	evm.model.RL_5.1264
OG0007065	jg29781	evm.model.RL_5.1174
OG0007066	jg29760	evm.model.RL_5.1159
OG0007067	jg29753	evm.model.RL_5.1153
OG0007068	jg29688	evm.model.RL_5.1108
OG0007069	jg29685	evm.model.RL_5.1104
OG0007070	jg29626	evm.model.RL_5.1056
OG0007072	jg29535	evm.model.RL_5.981
OG0007073	jg29531	evm.model.RL_5.979
OG0007074	jg29515	evm.model.RL_5.968
OG0007075	jg29512	evm.model.RL_5.966
OG0007076	jg29417	evm.model.RL_5.894
OG0007077	jg29379	evm.model.RL_5.864
OG0007078	jg29344	evm.model.RL_5.832
OG0007079	jg29343	evm.model.RL_5.831
OG0007080	jg29289	evm.model.RL_5.788
OG0007081	jg29259	evm.model.RL_5.761
OG0007082	jg29241	evm.model.RL_5.740
OG0007083	jg29191	evm.model.RL_5.686
OG0007084	jg20057	evm.model.RL_6.2794
OG0007085	jg29101, jg29102	evm.model.RL_5.601
OG0007086	jg29085	evm.model.RL_5.582
OG0007087	jg29083	evm.model.RL_5.580
OG0007088	jg29039	evm.model.RL_5.540
OG0007089	jg21747	evm.model.RL_8.1193
OG0007090	jg9072	evm.model.RL_2.2826
OG0007091	jg28971	evm.model.RL_5.480
OG0007092	jg28956	evm.model.RL_5.466
OG0007093	jg28917	evm.model.RL_5.429
OG0007094	jg28818	evm.model.RL_5.348.1.687c88ab
OG0007095	jg28798	evm.model.RL_5.329
OG0007096	jg28788	evm.model.RL_5.319
OG0007097	jg28779	evm.model.RL_5.311
OG0007098	jg28774	evm.model.RL_5.307
OG0007099	jg28745	evm.model.RL_5.281
OG0007100	jg28713	evm.model.RL_5.249
OG0007101	jg28703	evm.model.RL_5.240
OG0007102	jg28613	evm.model.RL_5.155
OG0007103	jg10967	evm.model.RL_5.153
OG0007104	jg28604	evm.model.RL_5.149
OG0007105	jg28601	evm.model.RL_5.147
OG0007106	jg28473	evm.model.RL_5.19.1.687c88a9
OG0007107	jg15038	evm.model.RL_7.1233
OG0007108	jg28412	evm.model.RL_8.2914
OG0007109	jg5255	evm.model.RL_4.2189
OG0007110	jg5252	evm.model.RL_4.2192
OG0007111	jg5250	evm.model.RL_4.2194
OG0007112	jg5236	evm.model.RL_4.2205
OG0007113	jg5304	evm.model.RL_4.2149
OG0007114	jg5362	evm.model.RL_4.2097
OG0007115	jg5343	evm.model.RL_4.2114
OG0007116	jg5392	evm.model.RL_4.2071
OG0007117	jg5464	evm.model.RL_4.2000
OG0007118	jg12320	evm.model.RL_4.1981
OG0007119	jg5487	evm.model.RL_4.1980
OG0007120	jg5524	evm.model.RL_4.1945
OG0007121	jg5553	evm.model.RL_4.1920
OG0007122	jg5576	evm.model.RL_4.1901
OG0007123	jg5715	evm.model.RL_4.1784.1.687c86d5
OG0007124	jg5779	evm.model.RL_4.1735
OG0007125	jg6542	evm.model.RL_4.1125
OG0007126	jg6551	evm.model.RL_4.1114
OG0007127	jg6604	evm.model.RL_4.1072
OG0007128	jg6656	evm.model.RL_4.1039
OG0007129	jg6862	evm.model.RL_4.966
OG0007130	jg21578	evm.model.RL_4.926
OG0007131	jg21479	evm.model.RL_4.876
OG0007133	jg21372	evm.model.RL_4.790
OG0007134	jg21430	evm.model.RL_4.838
OG0007135	jg5163	evm.model.RL_4.2274
OG0007136	jg4525	evm.model.RL_4.2849
OG0007137	jg4497	evm.model.RL_4.2870
OG0007138	jg4454, jg4437	evm.model.RL_4.2887
OG0007139	jg5161	evm.model.RL_4.2276
OG0007140	jg5160	evm.model.RL_4.2277
OG0007141	jg4406	evm.model.RL_4.2910
OG0007142	jg4477, jg4312	evm.model.RL_4.2987
OG0007143	jg4258	evm.model.RL_4.3031
OG0007145	jg4243	evm.model.RL_4.3045
OG0007146	jg4200	evm.model.RL_4.3082
OG0007147	jg5806	evm.model.RL_4.1706
OG0007148	jg6467	evm.model.RL_4.1165
OG0007149	jg6461	evm.model.RL_4.1168
OG0007150	jg6458	evm.model.RL_4.1169
OG0007151	jg6379	evm.model.RL_4.1226
OG0007152	jg6375	evm.model.RL_4.1229
OG0007153	jg6351	evm.model.RL_4.1245
OG0007154	jg6350	evm.model.RL_4.1246
OG0007155	jg6278	evm.model.RL_4.1303
OG0007156	jg6264	evm.model.RL_4.1323
OG0007157	jg6263	evm.model.RL_4.1324
OG0007158	jg14713	evm.model.RL_7.1497
OG0007159	jg6211	evm.model.RL_4.1364
OG0007160	jg6201	evm.model.RL_4.1373
OG0007161	jg6179	evm.model.RL_4.1396
OG0007162	jg6178	evm.model.RL_4.1397
OG0007163	jg23028	evm.model.RL_8.2155
OG0007164	jg23034	evm.model.RL_8.2161
OG0007165	jg23039	evm.model.RL_8.2166
OG0007166	jg23068	evm.model.RL_8.2195
OG0007167	jg23100	evm.model.RL_8.2229
OG0007168	jg23195	evm.model.RL_8.2313
OG0007169	jg23202	evm.model.RL_8.2321
OG0007170	jg23211	evm.model.RL_8.2329
OG0007171	jg23231	evm.model.RL_8.2347
OG0007172	jg14607	evm.model.RL_7.1578
OG0007172	jg14608	evm.model.RL_7.1577
OG0007173	jg23258	evm.model.RL_8.2371
OG0007174	jg22786	evm.model.RL_8.1951
OG0007175	jg14963	evm.model.RL_7.1296
OG0007176	jg14837	evm.model.RL_7.1416
OG0007177	jg14816	evm.model.RL_7.1436
OG0007178	jg14622	evm.model.RL_7.1564
OG0007179	jg23221	evm.model.RL_8.2338
OG0007179	jg14597	evm.model.RL_7.1585
OG0007180	jg14568	evm.model.RL_7.1620
OG0007181	jg14490	evm.model.RL_7.1675
OG0007182	jg14382	evm.model.RL_7.1765
OG0007183	jg14273, jg17675	evm.model.RL_7.1836
OG0007184	jg14266, jg14262	evm.model.RL_7.1844
OG0007185	jg14148	evm.model.RL_7.1917
OG0007186	jg14077	evm.model.RL_7.1971
OG0007187	jg2279	evm.model.RL_3.1123
OG0007188	jg2269	evm.model.RL_3.1118
OG0007189	jg16203	evm.model.RL_7.225
OG0007190	jg24804	evm.model.RL_1.796
OG0007191	jg2522	evm.model.RL_3.1322
OG0007192	jg2544	evm.model.RL_3.1345
OG0007193	jg2379	evm.model.RL_3.1198
OG0007194	jg2588, jg13738	evm.model.RL_3.1383
OG0007195	jg2589	evm.model.RL_3.1384
OG0007196	jg2598	evm.model.RL_3.1393
OG0007197	jg2693	evm.model.RL_3.1481, evm.model.RL_3.1471
OG0007198	jg2712	evm.model.RL_3.1496
OG0007199	jg2720	evm.model.RL_3.1504
OG0007200	jg2742	evm.model.RL_3.1526
OG0007201	jg2800	evm.model.RL_3.1570
OG0007202	jg2821	evm.model.RL_3.1589
OG0007204	jg3507	evm.model.RL_3.2230
OG0007205	jg3439	evm.model.RL_3.2170
OG0007206	jg20580	evm.model.RL_4.322
OG0007207	jg3401	evm.model.RL_3.2137
OG0007208	jg3391	evm.model.RL_3.2129
OG0007209	jg3338	evm.model.RL_3.2083
OG0007210	jg3304	evm.model.RL_3.2053
OG0007211	jg3285	evm.model.RL_3.2038
OG0007212	jg3262	evm.model.RL_3.2019
OG0007213	jg3230	evm.model.RL_3.1985
OG0007214	jg3228	evm.model.RL_3.1982
OG0007215	jg3149	evm.model.RL_3.1910.1.687c84bd
OG0007217	jg3135	evm.model.RL_3.1897
OG0007218	jg3131	evm.model.RL_3.1894
OG0007219	jg3100	evm.model.RL_3.1863
OG0007220	jg3018	evm.model.RL_3.1784
OG0007221	jg2963	evm.model.RL_3.1726
OG0007222	jg20227	evm.model.RL_6.1225
OG0007223	jg2913	evm.model.RL_3.1670
OG0007224	jg2873	evm.model.RL_3.1632
OG0007225	jg3513	evm.model.RL_3.2235, evm.model.RL_5.1889
OG0007226	jg3550	evm.model.RL_3.2266
OG0007227	jg24991	evm.model.RL_1.961
OG0007228	jg3616	evm.model.RL_3.2331
OG0007229	jg3627	evm.model.RL_3.2339
OG0007230	jg3651	evm.model.RL_3.2361
OG0007231	jg30090	evm.model.RL_7.1886
OG0007232	jg3766	evm.model.RL_3.2471
OG0007233	jg3678	evm.model.RL_3.2389
OG0007234	jg3683	evm.model.RL_3.2394
OG0007235	jg3693	evm.model.RL_3.2402
OG0007236	jg17235, jg3708	evm.model.RL_3.2416, evm.model.RL_3.2480
OG0007237	jg30068	evm.model.RL_5.1430
OG0007238	jg30597	evm.model.RL_3.2450
OG0007239	jg24631	evm.model.RL_3.2454
OG0007240	jg25264	evm.model.RL_1.1294
OG0007241	jg25270	evm.model.RL_1.1205
OG0007242	jg25342	evm.model.RL_1.1268
OG0007243	jg25366	evm.model.RL_1.1288
OG0007244	jg25387	evm.model.RL_1.1300
OG0007245	jg25425	evm.model.RL_1.1338
OG0007246	jg25430	evm.model.RL_1.1343
OG0007247	jg25475	evm.model.RL_1.1383
OG0007248	jg25575	evm.model.RL_1.1463
OG0007250	jg25600	evm.model.RL_1.1483
OG0007251	jg25620	evm.model.RL_1.1500
OG0007252	jg25625	evm.model.RL_1.1505
OG0007253	jg25649	evm.model.RL_1.1527
OG0007254	jg25650	evm.model.RL_1.1528.1.687c87ed
OG0007255	jg25660	evm.model.RL_1.1537
OG0007256	jg25666	evm.model.RL_1.1543
OG0007257	jg25955	evm.model.RL_1.1745
OG0007258	jg25784	evm.model.RL_1.1632
OG0007259	jg25813	evm.model.RL_1.1644
OG0007260	jg25850	evm.model.RL_1.1668
OG0007261	jg25889	evm.model.RL_1.1696
OG0007262	jg25895	evm.model.RL_1.1698
OG0007263	jg25914	evm.model.RL_1.1707
OG0007264	jg25930, jg26641	evm.model.RL_4.1042
OG0007265	jg25936	evm.model.RL_1.1728
OG0007266	jg25978	evm.model.RL_1.1758
OG0007267	jg26009	evm.model.RL_1.1787
OG0007268	jg26021	evm.model.RL_1.1798
OG0007269	jg26064	evm.model.RL_1.1832
OG0007270	jg26073	evm.model.RL_1.1840
OG0007271	jg26080	evm.model.RL_1.1846
OG0007272	jg26089	evm.model.RL_1.1852
OG0007273	jg26116	evm.model.RL_1.1875
OG0007274	jg26148	evm.model.RL_1.1918
OG0007275	jg26176	evm.model.RL_1.1941
OG0007276	jg26259	evm.model.RL_1.2014
OG0007277	jg26301	evm.model.RL_1.2040
OG0007278	jg26351	evm.model.RL_1.2079
OG0007279	jg26336	evm.model.RL_1.2063
OG0007280	jg26332	evm.model.RL_1.2061
OG0007281	jg26322	evm.model.RL_1.2054
OG0007282	jg26436	evm.model.RL_1.2124
OG0007283	jg26440	evm.model.RL_1.2127
OG0007284	jg26455	evm.model.RL_1.2139
OG0007285	jg26456	evm.model.RL_1.2140
OG0007286	jg26479	evm.model.RL_1.2156
OG0007287	jg26495	evm.model.RL_1.2168
OG0007288	jg26511	evm.model.RL_1.2172
OG0007289	jg26614	evm.model.RL_1.2262
OG0007290	jg26632	evm.model.RL_1.2271
OG0007291	jg26638	evm.model.RL_1.2277
OG0007292	jg26677	evm.model.RL_1.2301
OG0007293	jg21323, jg26702	evm.model.RL_1.2311
OG0007294	jg26748	evm.model.RL_1.2336
OG0007295	jg26768	evm.model.RL_1.2350
OG0007296	jg27363	evm.model.RL_1.2597
OG0007297	jg7224	evm.model.RL_6.925
OG0007298	jg27356	evm.model.RL_1.2591.1.687c87f0
OG0007299	jg27552	evm.model.RL_1.2737
OG0007301	jg27833	evm.model.RL_1.2889
OG0007302	jg27863	evm.model.RL_1.2913
OG0007303	jg27905	evm.model.RL_1.2953
OG0007305	jg28068	evm.model.RL_1.3071
OG0007306	jg28113	evm.model.RL_1.3108
OG0007307	jg28149	evm.model.RL_1.3140
OG0007308	jg28259	evm.model.RL_1.3218
OG0007309	jg25222	evm.model.RL_1.1165
OG0007310	jg33716	evm.model.RL_5.3937
OG0007311	jg33689	evm.model.RL_5.3914
OG0007312	jg33678	evm.model.RL_5.3903
OG0007313	jg33604	evm.model.RL_5.3845
OG0007314	jg33450	evm.model.RL_5.3720
OG0007315	jg33408	evm.model.RL_5.1864
OG0007316	jg33394	evm.model.RL_5.1871.1.687c88b7
OG0007317	jg33334	evm.model.RL_5.1898
OG0007318	jg33320	evm.model.RL_5.1913
OG0007319	jg33134	evm.model.RL_5.2030
OG0007320	jg33039	evm.model.RL_5.2088
OG0007321	jg32954	evm.model.RL_5.2139
OG0007322	jg32977	evm.model.RL_5.2124
OG0007323	jg32921	evm.model.RL_5.2171
OG0007324	jg32902	evm.model.RL_5.2186
OG0007325	jg32852, jg32869	evm.model.RL_5.2219
OG0007326	jg11030, jg11035	evm.model.RL_2.1171
OG0007327	jg11038	evm.model.RL_2.1167
OG0007328	jg11090	evm.model.RL_2.1135
OG0007329	jg18597	evm.model.RL_6.1571
OG0007330	jg18595	evm.model.RL_6.1569
OG0007331	jg26361	evm.model.RL_7.1182
OG0007332	jg15118	evm.model.RL_7.1179
OG0007333	jg15146	evm.model.RL_7.1151
OG0007334	jg15167	evm.model.RL_7.1136
OG0007335	jg15168	evm.model.RL_7.1135
OG0007337	jg15081, jg15066, jg15059	evm.model.RL_7.1207
OG0007338	jg15065, jg15072	evm.model.RL_7.1219
OG0007339	jg15375	evm.model.RL_7.939
OG0007340	jg15396	evm.model.RL_7.917, evm.model.RL_7.920
OG0007341	jg15426	evm.model.RL_7.887
OG0007342	jg15485	evm.model.RL_7.815_evm.model.RL_7.816
OG0007343	jg9141	evm.model.RL_2.2760
OG0007344	jg15535	evm.model.RL_7.778
OG0007345	jg15621	evm.model.RL_7.720
OG0007346	jg15701	evm.model.RL_7.681
OG0007347	jg15894	evm.model.RL_7.495
OG0007348	jg15896	evm.model.RL_7.493
OG0007350	jg16119	evm.model.RL_7.304
OG0007351	jg16129	evm.model.RL_7.295
OG0007352	jg16183	evm.model.RL_7.237
OG0007353	jg16271	evm.model.RL_7.166
OG0007354	jg16281	evm.model.RL_7.153
OG0007355	jg16406, jg16397, jg16390	evm.model.RL_7.44
OG0007356	jg33424	evm.model.RL_5.3703
OG0007357	jg19078	evm.model.RL_6.2008
OG0007358	jg22251	evm.model.RL_8.1535
OG0007359	jg15198	evm.model.RL_7.1111
OG0007360	jg16288	evm.model.RL_7.147
OG0007361	jg20263	evm.model.RL_4.12
OG0007363	jg18541	evm.model.RL_6.1528
OG0007364	jg18560	evm.model.RL_6.1546
OG0007365	jg18609	evm.model.RL_6.1580
OG0007366	jg11059	evm.model.RL_6.2856
OG0007366	jg20117, jg19992	evm.model.RL_6.2859
OG0007367	jg26611	evm.model.RL_1.2258
OG0007368	jg3192	evm.model.RL_3.1950
OG0007370	jg9195	evm.model.RL_2.2715
OG0007371	jg8714	evm.model.RL_2.3145
OG0007372	jg28763	evm.model.RL_5.297, evm.model.RL_6.507
OG0007373	jg29680	evm.model.RL_5.1097
OG0007374	jg25876	evm.model.RL_1.1688
OG0007375	jg11653	evm.model.RL_4.2392
OG0007375	jg12075, jg12093	evm.model.RL_6.786
OG0007376	jg25637	evm.model.RL_1.1519
OG0007380	jg10366	evm.model.RL_2.1693
OG0007381	jg10693	evm.model.RL_2.1452
OG0007382	jg10789	evm.model.RL_2.1372
OG0007383	jg18538	evm.model.RL_2.1792, evm.model.RL_6.1525
OG0007384	jg17647	evm.model.RL_6.826
OG0007385	jg5541	evm.model.RL_4.1936
OG0007386	jg6779	evm.model.RL_4.981
OG0007387	jg22527	evm.model.RL_8.1722
OG0007388	jg22631	evm.model.RL_8.1807
OG0007392	jg31782	evm.model.RL_2.32, evm.model.RL_2.33
OG0007393	jg28027	evm.model.RL_1.3039
OG0007393	jg28028	evm.model.RL_1.3040
OG0007394	jg16679	evm.model.RL_5.2728, evm.model.RL_5.2727, evm.model.RL_6.154
OG0007396	jg13178	evm.model.RL_7.2496
OG0007400	jg21886	evm.model.RL_8.1300
OG0007413	jg9611	evm.model.RL_2.2337
OG0007414	jg9584	evm.model.RL_2.2365
OG0007415	jg9582	evm.model.RL_2.2367
OG0007416	jg9566	evm.model.RL_2.2382
OG0007417	jg9558	evm.model.RL_2.2392
OG0007419	jg9484	evm.model.RL_2.2473
OG0007420	jg9457	evm.model.RL_2.2490
OG0007421	jg9436	evm.model.RL_2.2503
OG0007422	jg9417	evm.model.RL_2.2522
OG0007423	jg9404	evm.model.RL_2.2526
OG0007425	jg9350	evm.model.RL_2.2572
OG0007426	jg9285	evm.model.RL_2.2620
OG0007427	jg9273	evm.model.RL_2.2635
OG0007428	jg9265	evm.model.RL_2.2650
OG0007429	jg9261	evm.model.RL_2.2654
OG0007430	jg9253	evm.model.RL_2.2662
OG0007431	jg9249	evm.model.RL_2.2629, evm.model.RL_2.2665
OG0007432	jg9228	evm.model.RL_2.2683
OG0007433	jg9638	evm.model.RL_2.2312
OG0007434	jg9180	evm.model.RL_2.2727
OG0007435	jg9171	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644
OG0007437	jg9167	evm.model.RL_2.2733
OG0007439	jg9137	evm.model.RL_2.2767
OG0007440	jg9116	evm.model.RL_2.2787
OG0007441	jg9062	evm.model.RL_2.2836
OG0007442	jg9071	evm.model.RL_2.2827
OG0007443	jg9038	evm.model.RL_2.2854
OG0007444	jg9039	evm.model.RL_2.2853
OG0007445	jg8992	evm.model.RL_2.2892
OG0007446	jg8937	evm.model.RL_2.2944
OG0007448	jg8961	evm.model.RL_2.2920
OG0007449	jg8963	evm.model.RL_2.2918
OG0007450	jg8967	evm.model.RL_2.2914
OG0007451	jg8909	evm.model.RL_2.2969
OG0007452	jg8904	evm.model.RL_2.2974
OG0007453	jg8896	evm.model.RL_2.2983
OG0007454	jg8894	evm.model.RL_2.2985
OG0007455	jg8874	evm.model.RL_2.3001
OG0007456	jg8859	evm.model.RL_2.3020
OG0007457	jg31719	evm.model.RL_5.2824
OG0007458	jg31776	evm.model.RL_5.2797.4.687c88bd
OG0007459	jg31778	evm.model.RL_5.2795.1.687c88bd
OG0007460	jg31825	evm.model.RL_5.2764.1.687c88bd
OG0007461	jg31844	evm.model.RL_5.2748
OG0007462	jg31854	evm.model.RL_5.2743
OG0007463	jg31866	evm.model.RL_5.2737
OG0007464	jg10935	evm.model.RL_2.1242
OG0007465	jg10958	evm.model.RL_2.1220
OG0007466	jg11002	evm.model.RL_2.1196
OG0007467	jg11015	evm.model.RL_2.1185
OG0007468	jg6688, jg1554	evm.model.RL_3.771.1.687c84bb
OG0007469	jg1520	evm.model.RL_3.748.2.687c84bb
OG0007470	jg11159	evm.model.RL_2.1076
OG0007471	jg1363	evm.model.RL_3.658
OG0007473	jg1178	evm.model.RL_3.567
OG0007474	jg1091	evm.model.RL_3.535
OG0007475	jg876, jg877	evm.model.RL_3.411
OG0007476	jg857	evm.model.RL_3.363
OG0007477	jg29524	evm.model.RL_5.976
OG0007478	jg795	evm.model.RL_3.332
OG0007479	jg776	evm.model.RL_3.317
OG0007480	jg771	evm.model.RL_3.313
OG0007481	jg12896	evm.model.RL_5.7
OG0007482	jg12908	evm.model.RL_7.2666
OG0007483	jg12918	evm.model.RL_7.2675
OG0007484	jg12986	evm.model.RL_7.2639
OG0007485	jg29958	evm.model.RL_5.1325
OG0007486	jg13083	evm.model.RL_7.2565
OG0007487	jg13103	evm.model.RL_7.2553.2.687c84bd
OG0007488	jg13117	evm.model.RL_7.2544
OG0007489	jg13135	evm.model.RL_7.2526
OG0007490	jg13152	evm.model.RL_7.2514
OG0007492	jg13220	evm.model.RL_7.2461
OG0007493	jg13242	evm.model.RL_7.2442
OG0007494	jg13264	evm.model.RL_7.2428
OG0007495	jg13325	evm.model.RL_7.2384
OG0007496	jg13330	evm.model.RL_7.2379
OG0007497	jg13376	evm.model.RL_7.2347
OG0007498	jg13396	evm.model.RL_7.2334
OG0007499	jg13401	evm.model.RL_7.2326
OG0007500	jg13406	evm.model.RL_7.2322
OG0007501	jg13425	evm.model.RL_7.2308
OG0007502	jg13426	evm.model.RL_7.2307
OG0007503	jg13468	evm.model.RL_7.2280
OG0007504	jg13527	evm.model.RL_7.2247
OG0007506	jg13740	evm.model.RL_7.2108
OG0007508	jg13805	evm.model.RL_7.2075
OG0007509	jg13864	evm.model.RL_7.2045
OG0007510	jg2243	evm.model.RL_3.1097
OG0007511	jg2217	evm.model.RL_3.1081
OG0007512	jg2174	evm.model.RL_3.1049
OG0007513	jg2057	evm.model.RL_3.993
OG0007514	jg2052	evm.model.RL_3.989
OG0007515	jg1984	evm.model.RL_3.960
OG0007516	jg1867	evm.model.RL_3.914
OG0007517	jg5616	evm.model.RL_4.1864
OG0007518	jg371	evm.model.RL_3.20
OG0007519	jg33666	evm.model.RL_5.3894
OG0007520	jg430	evm.model.RL_3.70
OG0007521	jg464	evm.model.RL_3.89
OG0007522	jg505	evm.model.RL_3.132
OG0007523	jg546	evm.model.RL_3.165
OG0007524	jg548, jg551	evm.model.RL_3.167
OG0007525	jg578	evm.model.RL_3.180
OG0007526	jg595	evm.model.RL_3.187
OG0007527	jg677	evm.model.RL_3.244
OG0007528	jg683	evm.model.RL_3.253
OG0007529	jg693	evm.model.RL_3.262
OG0007530	jg25219	evm.model.RL_1.1162
OG0007531	jg25217	evm.model.RL_1.1160
OG0007532	jg25216	evm.model.RL_1.1159
OG0007533	jg25204	evm.model.RL_1.1149
OG0007534	jg9635	evm.model.RL_2.2314
OG0007535	jg9881	evm.model.RL_2.2097
OG0007536	jg9864	evm.model.RL_2.2113
OG0007537	jg9853	evm.model.RL_2.2122
OG0007538	jg19352	evm.model.RL_6.2210
OG0007539	jg19343	evm.model.RL_6.2202
OG0007540	jg19338	evm.model.RL_6.2196
OG0007541	jg24837	evm.model.RL_1.824
OG0007542	jg24841	evm.model.RL_1.825
OG0007543	jg24846	evm.model.RL_1.830
OG0007544	jg24878	evm.model.RL_1.858
OG0007545	jg24882	evm.model.RL_1.862
OG0007546	jg24901	evm.model.RL_1.884
OG0007547	jg24910, jg20316	evm.model.RL_1.893.1.687c87eb
OG0007548	jg4116	evm.model.RL_4.3158
OG0007549	jg24933	evm.model.RL_1.911
OG0007550	jg24948	evm.model.RL_1.919, evm.model.RL_1.871
OG0007551	jg24969	evm.model.RL_1.941
OG0007552	jg24989	evm.model.RL_1.959
OG0007554	jg25020	evm.model.RL_1.988
OG0007555	jg25068	evm.model.RL_1.1027
OG0007556	jg25075	evm.model.RL_1.1034.1.687c87ec
OG0007557	jg25092	evm.model.RL_1.1047
OG0007559	jg25113	evm.model.RL_1.1068
OG0007560	jg25121	evm.model.RL_1.1080
OG0007561	jg25126	evm.model.RL_1.1084
OG0007562	jg25134	evm.model.RL_1.1091
OG0007563	jg9629	evm.model.RL_2.2320.1.687c86e5
OG0007564	jg25146	evm.model.RL_1.1105
OG0007565	jg25147	evm.model.RL_1.1106
OG0007566	jg25150	evm.model.RL_1.1110
OG0007567	jg25186	evm.model.RL_1.1135
OG0007568	jg25188	evm.model.RL_1.1137
OG0007569	jg15725, jg15656	evm.model.RL_7.644
OG0007570	jg21639	evm.model.RL_8.1058
OG0007571	jg20376	evm.model.RL_4.120
OG0007572	jg32776	evm.model.RL_5.2258
OG0007573	jg21730	evm.model.RL_8.1174
OG0007574	jg21735	evm.model.RL_8.1181
OG0007576	jg21743	evm.model.RL_8.1189
OG0007577	jg9046	evm.model.RL_2.2848
OG0007578	jg21939	evm.model.RL_8.1342
OG0007579	jg22054	evm.model.RL_8.1425, evm.model.RL_8.1427
OG0007581	jg22037	evm.model.RL_8.1408
OG0007582	jg22030	evm.model.RL_8.1401.1.687c855b
OG0007583	jg22027	evm.model.RL_8.1398
OG0007584	jg22056	evm.model.RL_8.1431.1.687c855b
OG0007585	jg22062	evm.model.RL_8.1436
OG0007586	jg22192	evm.model.RL_8.1503
OG0007587	jg22163	evm.model.RL_8.1485
OG0007588	jg22234	evm.model.RL_8.1530
OG0007589	jg22282	evm.model.RL_8.1545
OG0007590	jg22319	evm.model.RL_8.1584
OG0007591	jg22395	evm.model.RL_8.1643
OG0007592	jg22425	evm.model.RL_8.1672
OG0007593	jg2115, jg22457	evm.model.RL_8.1687
OG0007594	jg22467, jg22468	evm.model.RL_8.1697
OG0007596	jg22574	evm.model.RL_8.1763
OG0007597	jg22591	evm.model.RL_8.1777
OG0007598	jg22594	evm.model.RL_8.1779
OG0007599	jg22600	evm.model.RL_8.1784
OG0007600	jg22637	evm.model.RL_8.1815
OG0007601	jg22644	evm.model.RL_8.1820
OG0007602	jg22669	evm.model.RL_8.1841
OG0007603	jg22683	evm.model.RL_8.1855
OG0007604	jg22721	evm.model.RL_8.1891
OG0007605	jg6655	evm.model.RL_4.1040
OG0007606	jg5152	evm.model.RL_4.2285
OG0007607	jg5129	evm.model.RL_4.2310
OG0007608	jg5122	evm.model.RL_4.2316
OG0007609	jg5114	evm.model.RL_4.2320
OG0007610	jg5100	evm.model.RL_4.2330
OG0007611	jg5080	evm.model.RL_4.2346
OG0007612	jg5070	evm.model.RL_4.2358
OG0007613	jg5051	evm.model.RL_4.2374
OG0007614	jg5044	evm.model.RL_4.2381
OG0007615	jg5032	evm.model.RL_4.2394
OG0007616	jg5013	evm.model.RL_4.2407
OG0007617	jg4980	evm.model.RL_4.2442
OG0007618	jg4978	evm.model.RL_4.2444
OG0007619	jg4952	evm.model.RL_4.2464
OG0007620	jg4930	evm.model.RL_4.2484
