Orthogroup	Arabidopsis_arenosa	Brassica_napus
OG0005943	jg26651	XP_013730365.1, XP_013670988.1, XP_048592511.1, XP_013706242.2, XP_013685438.2, XP_022570669.1
OG0005944	jg26793	XP_013746487.2, XP_013660170.1, XP_013655141.2, XP_013726554.1, XP_048592474.1
OG0005945	jg27146, jg27151, jg27142	XP_013701405.2, XP_022545224.1
OG0005946	jg11835	XP_013693118.1, XP_013662613.1, XP_048592589.1, XP_013672378.1, XP_013656890.2, XP_013685456.1
OG0005947	jg27521	XP_022561347.1, XP_013736696.1, XP_013707793.1, XP_013729276.1
OG0005948	jg27761	XP_013655846.2, XP_013741198.1, XP_013681933.1
OG0005949	jg27949	XP_013643383.1, XP_013685195.1
OG0005950	jg27988	XP_013729041.1, XP_013652862.2, XP_013680215.1, XP_022566106.2, XP_013652967.1
OG0005951	jg28126	XP_013653484.1, XP_013695864.2, XP_013652734.2, XP_048619735.1
OG0005952	jg28148	XP_013670901.2, XP_013744439.2, XP_013664447.1, XP_013732465.2, XP_013671731.2, XP_013696702.2
OG0005953	jg28215	XP_013732483.2, XP_013701238.1, XP_048618610.1, XP_022545209.1
OG0005954	jg28239	XP_022566032.2, XP_013682646.1, XP_013652634.1, XP_048597533.1, XP_022570779.1, XP_013664355.1
OG0005955	jg33771	XP_013649413.1, XP_013725259.2, XP_048629837.1, XP_013668608.2, XP_013698669.1
OG0005956	jg33733, jg33732, jg33736, jg33727	XP_048637684.1, XP_013692267.2, XP_013714876.1, XP_048594352.1
OG0005957	jg33560	XP_048625429.1, XP_048607853.1, XP_013668094.1, XP_013710032.1
OG0005958	jg32348, jg33496	XP_013702180.2, XP_048637721.1, XP_013721834.2
OG0005959	jg33458	XP_013672175.1, XP_022559810.1, XP_013700358.1, XP_048628499.1, XP_048628206.1, XP_013745471.1, XP_022545759.1
OG0005960	jg32955	XP_013670056.2, XP_048636321.1, XP_022576044.2, XP_013719991.1, XP_013655579.1
OG0005961	jg32969	XP_013655576.2, XP_013719993.2, XP_013727323.1, XP_048635557.1, XP_022575178.1
OG0005962	jg32885	XP_048593560.1, XP_048593625.1, XP_048622189.1, XP_048637981.1, XP_048637984.1, XP_048617751.1
OG0005963	jg11110	XP_013715401.1, XP_013742919.1, XP_013654713.1, XP_013708466.1, XP_013692514.1, XP_013744117.1
OG0005964	jg15151	XP_013705564.2, XP_013672570.1, XP_013686677.1, XP_013742115.2
OG0005965	jg15083	XP_013686715.1, XP_013742694.1, XP_048620518.1, XP_013662963.2
OG0005966	jg15408	XP_048592972.1, XP_013687339.1, XP_013742446.2, XP_013708790.1, XP_013708828.1
OG0005967	jg15570	XP_013742304.1, XP_022557868.1
OG0005968	jg15595	XP_022564617.2, XP_013663434.2, XP_013702749.2, XP_013648022.2
OG0005969	jg15689	XP_013663373.1, XP_013701678.1, XP_013743010.1, XP_048633889.1, XP_013742218.1
OG0005970	jg15679	XP_048593011.1, XP_013746405.1, XP_013695249.1, XP_013708443.2, XP_013663354.2
OG0005971	jg15761	XP_013706108.1, XP_013652023.2, XP_013746399.1, XP_022553981.1, XP_013752487.1, XP_013710383.1
OG0005972	jg15762	NP_001303181.1, NP_001302875.1, XP_048597178.1, XP_048620715.1
OG0005973	jg15952	XP_022564101.2, XP_013643623.2, XP_048626608.1, XP_013648319.2, XP_013724431.2
OG0005974	jg16182	XP_013644352.2, XP_013741935.2, XP_013711191.2, XP_013712421.1, XP_013652041.2
OG0005975	jg16234	XP_013690024.2, XP_013709601.1, XP_048597315.1
OG0005976	jg16215	XP_013699423.2, XP_013648449.2, XP_048609852.1, XP_048634244.1, XP_013663896.2
OG0005977	jg16436	XP_013706563.1, XP_013648530.2
OG0005978	jg16448	XP_013664041.2, XP_013664040.2, XP_013692692.2
OG0005979	jg33264	XP_048637762.1, XP_048637761.1, XP_048616385.1, XP_048606484.1, XP_022546410.2
OG0005980	jg1292, jg2710, jg33151	XP_048617645.1, XP_013696676.2
OG0005981	jg15026	XP_013644378.1, XP_013734406.1, XP_022546792.2, XP_013663023.1, XP_048627775.1, XP_013737144.1, XP_013672420.2
OG0005982	jg16065	XP_013746366.1, XP_048597275.1, XP_048620800.1, XP_048617769.1, XP_048591619.1
OG0005983	jg20433	NP_001302543.1, XP_013662888.1, XP_013704055.1, XP_022571479.1, XP_013698158.2, XP_013704057.2
OG0005986	jg3082, jg3083	XP_048617383.1, XP_048592185.1
OG0005987	jg9646	XP_013708611.1, XP_013656388.2, XP_013705330.1, XP_013741598.1, XP_013669962.1, XP_022548575.2
OG0005988	jg9044	XP_013664212.2, XP_013735171.1, XP_013702143.2, XP_013656253.2, XP_048636187.1, XP_048615442.1
OG0005989	jg29370	XP_013640290.1, XP_022546144.1, XP_048597819.1, XP_022564582.2, XP_013646438.1, XP_022559320.1
OG0005990	jg30344	XP_022570755.1
OG0005990	jg30345	XP_013658521.1, XP_013658522.2, XP_013645275.1
OG0005991	jg10212	XP_022573443.2, XP_048620294.1
OG0005992	jg2395	XP_013652288.1, XP_013700817.1, XP_013652242.2, XP_013705381.1, XP_013716133.2, XP_013663799.1
OG0005993	jg3065	XP_013651282.2, XP_013651281.2, XP_048617373.1, XP_048592194.1
OG0005995	jg28295	XP_013652663.2, XP_013675940.2
OG0005996	jg25512	XP_013644719.2, XP_022550943.1, XP_013695824.1, XP_013719723.2, XP_048628055.1
OG0005997	jg25112	XP_013651952.2, XP_048608947.1, XP_022559448.1, XP_013673303.2, XP_048608046.1, XP_022575922.1, XP_013640151.1
OG0005998	jg4543	XP_013715347.2, XP_013746785.1
OG0005999	jg17812	XP_048631855.1, XP_048608715.1
OG0006001	jg12689	XP_022571013.1, XP_013743320.2, XP_013689969.2, XP_013700950.2, XP_013651862.1
OG0006002	jg23500	XP_048595466.1, XP_048625814.1, XP_013710643.2
OG0006004	jg24469	XP_022564564.2, XP_048626179.1, XP_022566814.2
OG0006009	jg21820	XP_013709423.2, XP_013701359.2
OG0006016	jg9542	XP_013670962.1, XP_048637658.1, XP_013685584.1, XP_013707070.2
OG0006017	jg28102	XP_013730583.1, XP_013653489.1, XP_048620088.1, XP_013732765.1, XP_013670931.1
OG0006018	jg9372	XP_013703750.1, XP_013738279.1, XP_013670811.2, XP_013688866.1
OG0006019	jg16846	XP_048597441.1, XP_013708038.2, XP_022573880.2, XP_013743834.2
OG0006020	jg9338	XP_048636805.1, XP_048601259.1, XP_048619219.1, XP_013738354.1
OG0006021	jg29188	XP_048638013.1, XP_048613840.1
OG0006022	jg9287	XP_013720296.2, XP_048606423.1, XP_013750418.2, XP_013707187.2
OG0006023	jg9279	XP_048636608.1, XP_048601234.1, XP_048621526.1, XP_048619229.1
OG0006024	jg16965	XP_022573885.2, XP_048612353.1, XP_013660742.1, XP_013664051.2
OG0006025	jg31568	XP_013678670.1, XP_048593868.1, XP_013667655.1, XP_013657796.2
OG0006026	jg9020	XP_013654872.1, XP_013700831.1, XP_013655377.1, XP_013701296.2
OG0006027	jg9011	XP_013664195.1, XP_013735198.1, XP_013738429.1, XP_048619292.1
OG0006028	jg9010	XP_048619290.1, XP_013656248.2, XP_013701978.2
OG0006029	jg27531	XP_013656072.1, XP_013704006.1, XP_013729251.2, XP_013712634.1, XP_013736692.2
OG0006030	jg8882	XP_013724977.2, XP_022572799.1, XP_013656170.2, XP_013666769.1, XP_013648406.2, XP_022569997.2
OG0006031	jg8873	XP_013731036.1, XP_013669728.1, XP_048593194.1, XP_013654849.2, XP_048619332.1
OG0006032	jg8868	XP_013670615.2, XP_013707052.2, XP_048622463.1, XP_013725548.2, XP_022570641.1, XP_013656162.2
OG0006034	jg31754	XP_013712713.1, XP_013644548.2, XP_013709127.2, XP_013693313.2
OG0006035	jg31870	XP_013677343.1
OG0006036	jg31906	XP_048615056.1, XP_013742645.1, XP_048635494.1, XP_048614475.1
OG0006037	jg31929	XP_013717881.2, XP_013715101.2
OG0006038	jg10917	XP_048623135.1, XP_048601844.1, XP_013737201.2, XP_013737339.2, XP_013737338.2
OG0006039	jg10999	XP_048625490.1, XP_013688199.1, XP_048626192.1, XP_013743567.2, XP_048628848.1, XP_013703406.1, XP_013737366.1
OG0006040	jg1500	XP_022569142.1, XP_022556507.1
OG0006041	jg1199	XP_048595869.1, XP_013661721.1, XP_013742850.2
OG0006042	jg986	XP_048610431.1, XP_013747184.2, XP_022575371.2
OG0006043	jg962	XP_048600833.1, XP_013747150.1
OG0006044	jg29481	XP_048613929.1, XP_013676284.1, XP_013716311.2, XP_013708620.2
OG0006045	jg12904	XP_048604230.1, XP_013697445.2, XP_048629498.1, XP_013644858.1
OG0006046	jg27138	NP_001302838.1, XP_048607079.1, NP_001303196.1
OG0006047	jg12933	XP_013728357.1, XP_013684412.1, XP_013672293.1, XP_048637296.1, NP_001302878.1
OG0006048	jg12945	XP_013704357.2, XP_013714259.1, XP_022552301.1, XP_013746501.1
OG0006049	jg13019	XP_013736154.1, XP_013714890.1, XP_048624472.1, XP_048599781.1, XP_048630768.1, XP_048628714.1, XP_013664979.2
OG0006050	jg2775	XP_013691756.1, XP_013640143.2, XP_013646562.1, XP_013649492.1, XP_013702718.1
OG0006051	jg13071	XP_013687351.1, XP_013713014.1, XP_013705336.1
OG0006052	jg13136	XP_013675124.1, XP_048630051.1, XP_013686683.1, XP_048631315.1, XP_013641254.1, XP_013706357.1
OG0006053	jg27007, jg13182	XP_048626319.1, XP_013697547.2, XP_022552743.1, XP_022570857.2, XP_048637192.1
OG0006054	jg29757	XP_013641243.1, XP_048613964.1, XP_013657330.1, XP_013677835.2
OG0006055	jg10943, jg13266	XP_022560066.2, XP_022552777.1, XP_013677400.2, XP_013644828.1
OG0006056	jg13347	XP_048618018.1, XP_013644730.3
OG0006057	jg12714, jg13410	XP_013644683.1, XP_013672564.1, XP_013685906.1, XP_013698230.2, XP_013684999.2
OG0006058	jg13452	XP_048600696.1, XP_048628327.1, XP_048628819.1, XP_022560415.2, XP_013670159.2, XP_013668586.1, XP_022563033.1, XP_013644667.2
OG0006059	jg13469	XP_013644650.2, XP_048591337.1, XP_013670876.2, XP_048628263.1, XP_013697941.2
OG0006060	jg13474	XP_013697912.2, XP_048600807.1, XP_013724859.2, XP_022543595.2, XP_013644647.3
OG0006061	jg13560	XP_048618088.1, XP_048591313.1, XP_048628340.1, XP_013720835.2, XP_048602939.1
OG0006062	jg13566	XP_013692211.2, XP_013693186.1, XP_048600950.1, XP_048628338.1, XP_048602940.1
OG0006063	jg13603, jg13607	XP_013726713.1, XP_013711244.2, XP_048591309.1
OG0006064	jg13642	XP_013717908.1, XP_048627529.1, XP_013666627.1
OG0006065	jg13698	XP_013666618.2, XP_048627522.1, XP_013677575.2, XP_048591283.1, XP_013703913.1
OG0006067	jg13856	XP_048595283.1, XP_013696022.1, XP_048618130.1, XP_048591271.1, XP_048601191.1
OG0006068	jg2166	XP_013680983.1, XP_013700714.1
OG0006069	jg2024	XP_013676687.2, XP_013738492.2, XP_013722445.2, XP_022544799.2
OG0006071	jg379	XP_013658927.2, XP_013644781.1, XP_013661517.2, XP_048595682.1
OG0006072	jg381	XP_013644782.1, XP_013659301.2
OG0006073	jg503	XP_013747911.1, XP_013686147.1, XP_013661570.1, XP_013688440.1
OG0006074	jg531	XP_013733383.3, XP_013748077.1, XP_013684388.1, XP_022571057.1, XP_048598726.1
OG0006075	jg599	XP_013726416.1, XP_013661602.1, NP_001302915.1, XP_048625906.1, XP_048609754.1
OG0006076	jg19407, jg19409	XP_013647870.2, XP_048612700.1
OG0006077	jg19389	XP_013687788.1, XP_013727344.1, XP_013647860.2, XP_013752093.2, XP_013690625.2
OG0006078	jg24858	XP_013750357.1, XP_022575592.2
OG0006079	jg24972	XP_022562732.2, XP_048615250.1, XP_048606163.1, XP_048632318.1, XP_013640889.2, XP_048609909.1
OG0006080	jg25038	XP_013714571.1, NP_001302584.1, XP_013750249.2, XP_013750347.1
OG0006081	jg4412	XP_048598526.1, XP_013684191.1, XP_013719041.1, XP_048602969.1
OG0006082	jg25203	XP_048626701.1, XP_022569154.1
OG0006083	jg11792	XP_022549170.1, XP_022549585.1
OG0006084	jg21703	XP_013683955.2, XP_048606859.1, XP_013691061.1, XP_013664039.1
OG0006085	jg21773	XP_048604072.1, XP_048610455.1, XP_013640535.1, XP_013683315.1
OG0006086	jg21851	XP_013720069.1, XP_013644082.2
OG0006087	jg9906	XP_013740029.1, XP_022550487.1, XP_013707697.3, XP_013738074.2
OG0006088	jg22015, jg22022	XP_013709519.1, XP_048598737.1, XP_013650228.1, XP_048609949.1
OG0006089	jg9653	XP_013738039.2, XP_022550541.2, XP_013741594.2, XP_022573462.1
OG0006090	jg22079	XP_048598751.1, XP_013714362.1, XP_013740383.2, XP_013686619.1, XP_013676265.1
OG0006091	jg12902	XP_013677326.2, XP_048626583.1, XP_013698242.2, XP_048629500.1, XP_048620149.1, XP_048626350.1, XP_013752007.2
OG0006092	jg22131	XP_048603185.1, XP_013686680.1, XP_048624711.1, XP_013665736.1
OG0006093	jg22217	XP_013686032.2, XP_048603143.1, XP_013730831.2, XP_022556856.1
OG0006094	jg7895, jg22258	XP_013717222.2, XP_013714742.2, XP_013719418.1, XP_048630382.1, XP_048598783.1
OG0006095	jg22289	XP_013719416.1, XP_048598787.1, XP_013733649.1, XP_013640707.2
OG0006096	jg22295	XP_013642280.1, XP_013640701.1, XP_013686489.1
OG0006097	jg22333	XP_013704156.2, XP_013665152.1, XP_013645080.1, XP_048629414.1, XP_013717199.2, XP_013704741.2
OG0006098	jg22407	XP_013682704.2, XP_048608286.1, XP_048603100.1, XP_013685556.2
OG0006099	jg22562	XP_013667012.2, XP_013729135.1, XP_048603079.1, XP_048603080.1, XP_048603087.1, XP_048606948.1
OG0006100	jg22652	XP_022554540.1, XP_013740323.1
OG0006101	jg22664	XP_013696192.1, XP_013696177.2, XP_013713845.1, XP_013681714.1, XP_013733098.2
OG0006102	jg30031	XP_013699072.1, XP_048594127.1, XP_013641502.2, XP_013749838.2
OG0006104	jg29846	XP_048597736.1, XP_048621272.1, XP_022563145.2, XP_022547195.2
OG0006105	jg22705	XP_022553842.2, XP_013740270.3, XP_048628596.1, XP_013665839.2, XP_013722225.2, XP_022556372.2, XP_013714012.3
OG0006106	jg5085	XP_013752203.1, XP_022567071.2, XP_013667996.1, XP_013668022.1
OG0006107	jg5078	XP_013752175.1, XP_013716529.2, XP_013720840.1, XP_048598336.1
OG0006108	jg4982	XP_013720813.1, XP_013668061.2, XP_013678590.2, XP_048625533.1, XP_013661877.1
OG0006109	jg4861	XP_048602763.1, XP_048626252.1, XP_013712388.2, XP_013714698.2, XP_013666130.1, XP_013701088.1
OG0006110	jg4840, jg4837	XP_013651686.2, XP_048625349.1, XP_048598405.1, XP_013712361.1, XP_048603617.1, XP_048626272.1
OG0006111	jg4771	XP_013680732.2, XP_048603448.1, XP_048598412.1, XP_013741388.2, XP_013681711.1, XP_013740140.2
OG0006112	jg4723	XP_013692111.1, XP_048603353.1, XP_048625376.1, XP_013715561.2
OG0006113	jg4685	XP_022554279.1, XP_013680355.3, XP_013692389.2, XP_048602688.1
OG0006114	jg4659	XP_013692206.1, XP_013715668.2, XP_013680368.1, XP_013680418.2
OG0006115	jg4655	XP_013715619.2, XP_048623131.1, XP_048598468.1, XP_048623130.1
OG0006116	jg4612	XP_048598503.1, XP_022566456.1, XP_013725873.2
OG0006117	jg23146	XP_048629537.1, XP_013678276.2, XP_048629943.1, XP_048637827.1, XP_048629079.1, XP_048627440.1
OG0006118	jg10887	XP_048594650.1, XP_048622115.1, XP_013726585.2, XP_048594647.1
OG0006119	jg10859	XP_013738319.1, XP_022557537.2, XP_013728535.2, XP_013724827.2
OG0006120	jg10820	XP_013703238.1, XP_013737277.3, XP_013726858.1, XP_013655968.2
OG0006121	jg10815	XP_013741322.2, XP_013706078.1, XP_022574622.2, XP_013723433.2
OG0006122	jg10754	XP_048618902.1, XP_048632807.1, XP_048638289.1, XP_013671102.2
OG0006123	jg10751	XP_022569635.1, XP_048601439.1, XP_022570048.2, XP_013654786.2, XP_013741643.2
OG0006124	jg10737	XP_013695553.2, XP_048629130.1, XP_013654783.2, XP_013705616.2, XP_013669830.1, XP_013668891.1
OG0006125	jg10628	XP_013734327.2, XP_013672706.1, XP_048594715.1, XP_048607330.1, XP_013718445.2, XP_048626725.1
OG0006126	jg17547, jg17543	XP_013735104.1, XP_013735009.2
OG0006127	jg10538	XP_048595931.1, XP_048601496.1, XP_048631603.1, XP_013717430.2, XP_013737520.2
OG0006128	jg10453	XP_013737540.2, XP_048618939.1, XP_013717303.2, XP_048601544.1, XP_048596207.1
OG0006129	jg10433	XP_022555811.2, XP_013701375.2, XP_013724568.2, XP_048627138.1, XP_013669714.1
OG0006130	jg10400	XP_022572549.1, XP_013717248.1, XP_013728441.1, XP_048607373.1
OG0006131	jg10343	XP_013741414.2, XP_013717235.2, XP_013647040.1, XP_013731859.2
OG0006132	jg10253	XP_013738129.1, XP_022550404.1
OG0006133	jg10242	XP_013738056.2, XP_013669871.1
OG0006134	jg10158	XP_048597110.1, XP_048600291.1, XP_013737666.2, XP_013694124.1
OG0006135	jg10130	XP_048597196.1, NP_001302929.1, XP_022562103.2, XP_048618957.1
OG0006136	jg10109	NP_001303233.2, NP_001302722.1, XP_048619024.1, XP_013740732.2
OG0006137	jg10078	XP_013710276.2, XP_013669925.2, XP_013737717.2, XP_022561234.1
OG0006138	jg7430	XP_013736885.1, XP_013687915.2, XP_013671764.2, XP_013684083.1
OG0006139	jg32071	XP_048636313.1, XP_013639876.1, XP_022550660.1, XP_048617707.1, XP_013717520.1
OG0006140	jg32652	XP_022561221.2, XP_013667442.2, XP_013675690.1, XP_013671038.2
OG0006141	jg32573	XP_013693144.1, XP_013703286.1, XP_048637120.1, XP_013732589.1, XP_013708280.2, XP_013707710.2
OG0006143	jg19743	XP_013725398.2, XP_048611224.1, XP_013734750.2, XP_048631783.1
OG0006144	jg31303	XP_022575197.1, XP_013685319.2, XP_013727926.2, XP_013662501.1
OG0006145	jg31324	XP_013656964.1, XP_013685305.1, XP_013662492.1, XP_013685410.1, XP_048592605.1
OG0006146	jg32729	XP_048615506.1, XP_048629820.1, XP_048616899.1, XP_013749630.2, XP_013667424.2, XP_048621779.1
OG0006147	jg31365	XP_013677026.1, XP_013656944.1, XP_022548396.1, XP_022564136.1
OG0006148	jg31368	XP_013656939.1, XP_013677021.1, XP_013718300.1
OG0006149	jg31441	NP_001303043.1, XP_013698341.1, XP_022555676.1, XP_013656902.2
OG0006150	jg31453	XP_022562354.2, XP_013651538.1, XP_048606217.1, XP_013655097.2, XP_013659673.1, XP_048614873.1
OG0006151	jg31457	XP_013693506.1, XP_013662620.1, XP_022570508.1, XP_013656896.2
OG0006152	jg31463	XP_013696300.2, XP_013697147.1, XP_013655096.2, XP_048606228.1
OG0006153	jg31548	XP_013669916.2, XP_013655074.1, XP_013718457.2, XP_022548373.1
OG0006154	jg31563	XP_048626673.1, XP_013657790.1, XP_013665986.1, XP_013651512.1
OG0006155	jg31584	XP_013662469.1, XP_013707219.1
OG0006156	jg31588	XP_013662463.1, XP_013706488.1
OG0006157	jg8764	XP_013733037.1, XP_048607255.1, XP_013656466.2, XP_013641458.1, XP_013646552.2
OG0006158	jg8665	XP_048619372.1, XP_013656630.1, XP_048607306.1, XP_048601008.1, XP_013739326.2
OG0006159	jg8631, jg8633	XP_013648895.3, XP_048623155.1, XP_048631372.1, XP_013705689.1
OG0006160	jg8596	XP_013655015.1, XP_013691158.1, XP_013723052.2, XP_013737025.2
OG0006161	jg8504	XP_013733570.1, XP_048600955.1
OG0006162	jg26583, jg8400	XP_013691034.1, XP_013647551.1, XP_013707059.1
OG0006163	jg8328	XP_013652822.2, XP_048630625.1, XP_013685715.1, XP_013656743.1, XP_013706073.1, XP_013644895.1
OG0006164	jg12201, jg23991	XP_013706105.2, XP_013741954.2
OG0006165	jg12386	XP_013732792.1, XP_013672587.1, XP_048592864.1, XP_013742992.2, XP_013703694.1, XP_013672044.1
OG0006166	jg12416	XP_013675263.1, XP_013743041.2, XP_013703805.1
OG0006167	jg24431	XP_048620006.1, XP_013732406.2, XP_048636114.1, XP_013750710.1
OG0006168	jg31747	XP_013696049.2, XP_013711290.2, XP_013644549.1, XP_013697569.1
OG0006169	jg31801	XP_048595019.1, XP_048612577.1, XP_013642099.1, XP_013694755.2
OG0006170	jg18744	XP_048632916.1, XP_048631483.1, XP_013679426.1, XP_013692491.1, XP_048631420.1, XP_022557485.2, XP_013752277.2, XP_048628888.1
OG0006171	jg7282	XP_013719759.1, XP_013735130.3
OG0006172	jg7153, jg7088	XP_048606868.1, XP_048631930.1, XP_022576142.2
OG0006173	jg18503	XP_048636662.1, XP_013752310.1, XP_048609526.1, XP_048636661.1
OG0006174	jg18487	XP_013719171.1, XP_048634396.1, XP_013680760.1, XP_013734250.1
OG0006175	jg21127, jg21129	XP_013750265.2, XP_013727851.2
OG0006176	jg7328	XP_013719732.1, XP_013732865.2, XP_048624498.1, XP_013656087.2
OG0006177	jg7380	XP_013735564.1, XP_013719766.2
OG0006178	jg7424	XP_022569867.1, XP_013669582.1
OG0006179	jg7539	XP_013735531.1, XP_048606926.1, XP_048631149.1, XP_013698160.2
OG0006180	jg7577	XP_048612754.1, XP_013730700.2, XP_048630818.1, XP_013714032.1, XP_048596782.1
OG0006181	jg7583, jg7582	XP_013714248.1, XP_013662153.2
OG0006182	jg7621	XP_013712882.1, XP_048596761.1, XP_048632010.1, XP_013680954.2
OG0006183	jg7675	XP_013676960.1, XP_013661133.1, XP_013656123.1, XP_013678651.2
OG0006184	jg7699	XP_022555036.1, XP_013735484.2, XP_013672593.2, XP_013662059.1
OG0006185	jg7718	XP_013676798.2, XP_013735473.1, XP_013726303.2, XP_048596740.1, XP_013662022.2
OG0006186	jg7772	XP_013671917.1, XP_013661984.2
OG0006187	jg20600	XP_013681684.2, XP_013687382.1, XP_048603809.1
OG0006188	jg20559	XP_013721724.2, XP_013654926.1, XP_013681040.2, XP_013674836.1
OG0006189	jg20445	XP_048623084.1, XP_013662898.2, XP_013707212.2, XP_013698009.2
OG0006190	jg20444	XP_048623027.1, XP_013662894.2, XP_048637364.1, XP_013707176.2
OG0006192	jg8249, jg25371	XP_013677330.1, XP_048626346.1, XP_013751954.2, XP_013706031.1, XP_048637312.1
OG0006193	jg11926	XP_048612510.1, XP_013640932.2, XP_013714313.1, XP_013716504.1
OG0006194	jg28972	XP_013664928.2, XP_048594266.1, XP_048621568.1
OG0006195	jg11628	XP_013642857.2, XP_022543562.1
OG0006196	jg11527	XP_013664117.2, XP_022573751.2, XP_013702670.1, XP_013719848.2
OG0006197	jg11440	XP_048610665.1, XP_048634311.1
OG0006198	jg11340	XP_013677950.1, XP_013647745.2
OG0006199	jg11330	XP_013686726.1, XP_013742813.2
OG0006200	jg11215	XP_013744282.1, XP_048600872.1, XP_022575109.1, XP_048616711.1, XP_048628103.1, XP_048629608.1
OG0006201	jg11138	XP_013654041.1, XP_048622757.1, XP_022568701.1, XP_022548785.2
OG0006203	jg12772	XP_013693155.2, XP_013706861.1
OG0006204	jg20100	XP_013740664.2, XP_013734876.1, XP_013751990.1, XP_013687009.2
OG0006205	jg20087	XP_013708609.1, XP_013747589.2, XP_013688176.2, XP_048611285.1
OG0006206	jg20084	XP_022557342.1, XP_048634801.1, XP_013747594.2, XP_013708577.2
OG0006207	jg20067	XP_013734874.2, XP_013734851.2, XP_013717107.2, XP_013750953.2, XP_013747616.1
OG0006208	jg15962, jg20061	XP_013750947.1, XP_013717044.1, XP_013710493.2, XP_013747625.2
OG0006209	jg16233	XP_013648465.1, XP_048627086.1, XP_048616244.1, XP_048616242.1
OG0006210	jg20019	XP_048610377.1, XP_048610383.1, XP_048610374.1, XP_048610372.1, XP_048635442.1
OG0006211	jg19933	XP_013752185.1, XP_013687463.1, XP_022570845.2, XP_022574611.1
OG0006212	jg19927	XP_013666690.2, XP_013688125.2, XP_013691950.1, XP_013748159.2
OG0006213	jg19873	XP_013734788.2, XP_013683702.1, XP_013688142.2, XP_013666705.2
OG0006214	jg19862	XP_048634761.1, XP_013666708.2, XP_013692234.1, XP_022574771.1
OG0006215	jg19835	XP_013687958.1, XP_013665713.2, XP_013691090.1, XP_013752141.1, XP_022573290.2
OG0006217	jg19714	NP_001302885.1, XP_022554884.1, XP_013744476.1, XP_013692042.1
OG0006218	jg19666	XP_022574051.2, XP_013683817.2, XP_013717517.1, XP_013692617.1
OG0006219	jg19574	XP_013688156.1, XP_013747761.2, XP_048608603.1, XP_013724359.2
OG0006220	jg15768	XP_013692806.1, XP_013678354.2, XP_013712560.2, XP_013663566.1
OG0006221	jg15740	XP_048597172.1, XP_048620701.1, XP_022573634.1, XP_013742172.3
OG0006222	jg19437	XP_048634641.1, XP_013691116.2, XP_022575956.2, XP_048635457.1, NP_001302834.1
OG0006223	jg3888	XP_013732747.2, XP_048630771.1, XP_013740024.1, XP_013730093.1, XP_013731790.2
OG0006224	jg3971	XP_048607712.1, XP_048628899.1, XP_013729837.2, XP_048624370.1
OG0006225	jg4014	XP_048602624.1, XP_013747648.3, XP_013668301.1, XP_048598638.1
OG0006226	jg5188	XP_048598293.1, XP_013667901.1, XP_013679856.1
OG0006228	jg4149	XP_013673142.2, XP_048624170.1, XP_013668194.2, XP_013668385.1
OG0006229	jg5840	XP_013736368.1, XP_013667343.2, XP_013740238.2, XP_013682010.2, XP_013676020.2
OG0006230	jg5916	XP_013721866.2, XP_013731142.2, XP_013682287.1
OG0006231	jg5930	XP_013738798.2, XP_013679076.2, XP_048602466.1, XP_013667270.2, XP_013707164.1
OG0006232	jg5996	XP_013717613.2, XP_013717612.2, XP_013723509.2, XP_048608092.1, XP_013680698.2
OG0006233	jg6009	XP_013731074.2, XP_013682236.2
OG0006234	jg6013	XP_048631865.1, XP_013693824.1
OG0006235	jg22996	XP_013660683.1, XP_048598989.1
OG0006236	jg22959	XP_013682139.2, XP_013715979.2, XP_013682142.1, XP_048628153.1
OG0006237	jg14437	XP_013661604.1, XP_013726414.1, XP_013690530.1, XP_013687054.1
OG0006238	jg22840	XP_048602843.1, XP_013682513.2, XP_013716643.2, XP_013740284.2
OG0006239	jg22805	XP_048605302.1, XP_048620973.1, XP_048598941.1, XP_048624903.1
OG0006240	jg23284	XP_013659204.2, XP_048637865.1, XP_013718857.1, XP_013705577.1
OG0006241	jg23325	XP_013701303.2, XP_048611572.1, XP_048628366.1, XP_048631235.1
OG0006242	jg23328	XP_048603226.1, XP_013707690.2, XP_013661232.2, XP_048637875.1, XP_022555511.2
OG0006243	jg23388	XP_048616509.1, XP_013701127.2, XP_048630907.1, XP_013643112.2, XP_013643034.2
OG0006244	jg27656, jg27653, jg27654, jg27658	XP_022564872.1, XP_013745999.2
OG0006245	jg27143, jg27147, jg23473	XP_048606622.1, XP_048623558.1, XP_048617374.1, XP_048603258.1, XP_048630960.1, XP_048616646.1
OG0006246	jg23477	XP_013702597.1, XP_013665904.1, XP_013713119.1, XP_048590932.1
OG0006247	jg23543	XP_013678412.2, XP_048631248.1, XP_013678431.1, XP_022570130.1, XP_013643074.2
OG0006249	jg23566	XP_048616862.1, XP_013701814.1, XP_013678493.2, XP_048606589.1, XP_013728155.2
OG0006250	jg23577	XP_013642879.1, XP_013643226.1, XP_013675469.1, XP_013722397.1, XP_048631253.1
OG0006251	jg23734	XP_013653764.1, XP_013686282.1, XP_048623848.1, XP_013661319.1
OG0006252	jg23760, jg13290	XP_048624606.1, XP_048598810.1, XP_048607226.1, XP_013676183.1
OG0006253	jg8224	XP_048630983.1, XP_013681231.1, XP_013715157.1, XP_048624307.1, XP_013731251.1
OG0006254	jg8106	XP_013684322.2, XP_013735301.2, XP_013660562.2, XP_048625463.1
