Orthogroup	Arabidopsis_arenosa	Aethionema_saxatile
OG0006365	jg28651	As008G197200
OG0006366	jg28566	As008G197900
OG0006367	jg28534	As008G198210
OG0006368	jg5233	As009G200220
OG0006369	jg5334	As009G200790
OG0006370	jg5358	As009G201250
OG0006371	jg5345	As009G201410
OG0006372	jg5454	As009G202250
OG0006373	jg5512	As009G202780
OG0006374	jg5589	As009G203490
OG0006375	jg2307, jg2309	As010G228010, As009G203520
OG0006376	jg5603	As009G203630
OG0006377	jg5619	As009G203760
OG0006378	jg5704	As009G204460
OG0006379	jg21374	As009G209250
OG0006380	jg15126	As009G210400
OG0006382	jg4377	As009G212580
OG0006383	jg4373, jg4374	As009G212610
OG0006384	jg4354	As009G212720
OG0006385	jg8222	As009G214490
OG0006386	jg6436	As009G215270
OG0006387	jg6412	As009G215350
OG0006388	jg15409	As009G215970
OG0006389	jg6311	As009G216260
OG0006390	jg6275	As009G216410
OG0006392	jg6236	As009G216790
OG0006393	jg6232	As009G216840
OG0006394	jg23047	As009G217730
OG0006395	jg23110	As009G218220
OG0006396	jg23142	As009G218480
OG0006397	jg23164	As009G218620
OG0006398	jg23176	As009G218710
OG0006399	jg23188	As009G218820
OG0006400	jg23212	As009G219050
OG0006401	jg23235	As009G219210
OG0006402	jg23236	As009G219220
OG0006403	jg22787	As009G219630
OG0006404	jg22750	As009G219980
OG0006405	jg14998	As010G220440
OG0006407	jg14984	As010G220540
OG0006408	jg14838	As010G221460
OG0006409	jg14700	As010G222440
OG0006410	jg14596	As010G223260
OG0006411	jg4608, jg14311	As010G225240
OG0006412	jg2407	As010G225310
OG0006413	jg14254	As010G225700
OG0006415	jg31231	As010G227860
OG0006416	jg2326	As010G228720
OG0006417	jg2466	As010G231690
OG0006418	jg2494	As010G232090
OG0006419	jg2547	As010G232690
OG0006420	jg2570	As010G232840
OG0006421	jg2594	As010G233000
OG0006422	jg29965	As010G233440
OG0006424	jg2819	As010G234760
OG0006425	jg2830	As010G234850
OG0006426	jg4892, jg4890	As010G235020
OG0006427	jg2855	As010G235090
OG0006428	jg3490	As010G235280
OG0006429	jg3446	As010G235680
OG0006431	jg3385, jg30364	As010G236280
OG0006432	jg3214	As010G237930
OG0006433	jg3191	As010G238220
OG0006434	jg3134	As010G238720
OG0006435	jg3015	As010G239820
OG0006436	jg2962	As010G240500
OG0006437	jg2888	As010G241220
OG0006438	jg3589	As010G242400
OG0006439	jg3604	As010G242540
OG0006440	jg3628	As010G242760
OG0006441	jg3704	As010G243550
OG0006442	jg25241	As011G244710
OG0006443	jg25420	As011G246180
OG0006444	jg33535	As012G269830, As011G247090
OG0006445	jg25585	As011G247610
OG0006446	jg25601	As011G247760
OG0006447	jg25629	As011G248040
OG0006448	jg25664	As011G248340
OG0006449	jg25791	As011G249260
OG0006450	jg14757	As011G249430, As012G276940
OG0006451	jg25846	As011G249520
OG0006452	jg25851	As011G249570
OG0006454	jg25863	As011G249680
OG0006455	jg25885	As011G249820
OG0006456	jg25900	As011G249900
OG0006457	jg25902	As011G249930, As012G273690
OG0006458	jg25910	As011G249960
OG0006459	jg25919	As011G250050
OG0006460	jg11219, jg11223	As011G250220
OG0006461	jg25943	As011G250300
OG0006462	jg25974	As011G250490
OG0006463	jg26014	As011G250920
OG0006464	jg26017	As011G250950
OG0006465	jg26097	As011G251630
OG0006466	jg26151	As011G252140
OG0006467	jg26189	As011G252600
OG0006468	jg26244	As011G253000, As011G252990
OG0006469	jg12323, jg26251	As011G253080
OG0006470	jg26261	As011G253170
OG0006471	jg26352	As011G253390
OG0006472	jg26452	As011G254260
OG0006473	jg26465	As011G254330
OG0006474	jg26515	As011G254730
OG0006475	jg26524	As011G254800
OG0006476	jg26568	As011G255180
OG0006477	jg26572	As011G255220
OG0006478	jg26602	As011G255430
OG0006479	jg26717	As011G256270
OG0006480	jg26971	As011G258950
OG0006481	jg27570	As011G262730
OG0006482	jg27848	As011G264260
OG0006483	jg27889	As011G264540
OG0006484	jg27920	As011G264810
OG0006485	jg28041	As011G265110
OG0006486	jg28003	As011G265320
OG0006487	jg27985	As011G265450
OG0006488	jg28129	As011G266100
OG0006489	jg28134	As011G266150
OG0006491	jg28280	As011G267230
OG0006492	jg33755	As012G268100
OG0006493	jg33750	As012G268150
OG0006494	jg33694	As012G268640
OG0006495	jg33656	As012G269050
OG0006496	jg33646	As012G269140
OG0006497	jg33644	As012G269160
OG0006498	jg33549	As012G269760
OG0006499	jg33538	As012G269810
OG0006500	jg33393	As012G270930
OG0006501	jg33370	As012G271050
OG0006503	jg33285	As012G271890
OG0006504	jg33179	As012G272200
OG0006505	jg33112	As012G272590
OG0006506	jg33088	As012G272720
OG0006507	jg32877	As012G274130
OG0006508	jg11049	As012G274360
OG0006509	jg18566	As012G275160
OG0006510	jg18564	As012G275210
OG0006511	jg18558	As012G275270
OG0006512	jg18557	As012G275290
OG0006513	jg15121	As012G275660
OG0006515	jg15419	As012G280650
OG0006517	jg15484	As012G281920, As012G281910, As012G281900
OG0006518	jg15551, jg15544	As012G282380
OG0006519	jg15607	As012G282850
OG0006520	jg15627	As012G283040
OG0006521	jg15165, jg15731, jg15650	As012G283810
OG0006522	jg15900	As012G285020
OG0006523	jg16070	As012G286080
OG0006524	jg16126	As012G286790
OG0006526	jg16237	As012G287740
OG0006528	jg16367	As012G288830, As012G288820
OG0006529	jg16409, jg16393	As012G289090
OG0006530	jg16410, jg16394, jg16402	As012G289100
OG0006531	jg16442	As012G289390
OG0006570	jg9580	As001G000410
OG0006572	jg9562	As001G000600
OG0006574	jg9514	As001G001050
OG0006575	jg9512	As001G001070
OG0006576	jg9461	As001G001440
OG0006577	jg9426	As001G001830
OG0006578	jg21350	As001G002150
OG0006579	jg9366	As001G002480
OG0006580	jg9283	As001G003400
OG0006581	jg9270	As001G003550
OG0006582	jg9259	As001G003720
OG0006583	jg9199	As001G004460
OG0006584	jg9170	As001G004680
OG0006585	jg9132	As001G005280
OG0006586	jg30398	As001G006560, As007G155190
OG0006587	jg9121	As001G006590
OG0006589	jg8995	As001G012220
OG0006590	jg8975	As001G012600
OG0006592	jg8884	As001G014380
OG0006594	jg27760, jg8858	As001G014780
OG0006595	jg8857	As001G014790
OG0006596	jg8845	As001G014890
OG0006597	jg8826	As001G015510
OG0006598	jg31691	As001G015690
OG0006599	jg31898	As001G016970
OG0006600	jg10909	As001G017270
OG0006601	jg10930	As001G017490
OG0006602	jg10931	As001G017500
OG0006603	jg10957	As001G017750
OG0006604	jg18708	As001G018080
OG0006605	jg6906	As001G018550
OG0006606	jg29336	As008G188090, As001G019370
OG0006607	jg1101	As001G020130
OG0006608	jg29442	As001G020480
OG0006609	jg867	As001G021440
OG0006610	jg29564	As008G186060
OG0006611	jg29568	As008G186020, As001G021810
OG0006612	jg29615	As008G185620, As001G022110
OG0006613	jg29995	As001G022290
OG0006614	jg12914	As001G022360
OG0006615	jg12931	As001G022520
OG0006616	jg12973	As001G022850
OG0006617	jg13101	As001G023830
OG0006618	jg29856	As001G024100, As008G183520
OG0006619	jg29839	As001G024260
OG0006620	jg13198	As001G024470
OG0006621	jg13224	As001G024660
OG0006622	jg13253	As001G024870
OG0006624	jg13329	As001G025340
OG0006625	jg13360	As001G025580
OG0006626	jg13366	As001G025610
OG0006628	jg13404	As001G025920
OG0006629	jg13509	As001G026460
OG0006630	jg13511	As001G026510
OG0006631	jg13565	As001G026870
OG0006632	jg13633	As001G027140
OG0006633	jg13654	As001G027240
OG0006634	jg13713	As001G027600
OG0006635	jg22283	As002G046370, As001G028960
OG0006636	jg1801	As001G029710
OG0006637	jg1798	As001G029720
OG0006638	jg1765	As001G029760
OG0006639	jg1713, jg28128	As001G029950
OG0006640	jg23046	As001G029990
OG0006641	jg1214	As001G030110
OG0006642	jg12863	As001G030210
OG0006643	jg12842	As001G030270
OG0006644	jg465	As001G030990
OG0006645	jg554	As001G031490
OG0006646	jg592	As001G031640
OG0006647	jg19331	As002G033810
OG0006648	jg24826	As002G033930
OG0006649	jg24831	As002G033980
OG0006650	jg8798	As003G071750, As003G071770, As002G034130
OG0006651	jg24852	As002G034160
OG0006652	jg4046	As005G108050
OG0006653	jg24935	As002G035210
OG0006654	jg24997, jg27434	As002G036010
OG0006655	jg25019	As009G214000, As002G036340
OG0006656	jg25037	As002G036500
OG0006657	jg25051	As002G036660
OG0006658	jg25049	As002G036670
OG0006659	jg25095	As002G037230
OG0006660	jg25116	As002G037480
OG0006661	jg25125	As002G037560
OG0006662	jg25135	As002G037690, As002G037660
OG0006663	jg25159	As002G038360, As002G038470
OG0006664	jg25171	As002G038680
OG0006665	jg25202	As002G039060
OG0006666	jg21644	As002G040680
OG0006667	jg19377, jg5868	As002G041760
OG0006668	jg9975	As002G042490, As007G164030
OG0006669	jg21768	As002G042890
OG0006670	jg21794	As002G043320
OG0006671	jg21937	As002G044250
OG0006672	jg21951	As002G044320, As007G164900
OG0006673	jg22036	As002G044890
OG0006674	jg22035	As002G044900
OG0006675	jg22060	As002G045140
OG0006676	jg22202	As002G045430
OG0006677	jg22147	As002G045750
OG0006678	jg22249, jg22245	As002G046180
OG0006679	jg22252	As002G046240
OG0006680	jg22281	As002G046340
OG0006681	jg22290	As002G046420
OG0006682	jg22326	As002G046760
OG0006683	jg23691	As002G046950, As002G046930
OG0006684	jg22409	As002G047510
OG0006685	jg22477	As002G048030
OG0006686	jg22532	As002G048230
OG0006687	jg22611	As002G048860
OG0006688	jg22624, jg22626	As002G048980
OG0006689	jg22650	As002G049180
OG0006691	jg21273	As002G050140
OG0006692	jg5110	As002G050670
OG0006693	jg5104	As002G050730
OG0006694	jg5091	As002G050820
OG0006695	jg5082	As002G050860
OG0006696	jg4888	As002G052620
OG0006697	jg4878	As005G118560, As002G052780
OG0006698	jg4846	As002G053150
OG0006699	jg4834	As002G053210
OG0006700	jg4803	As002G053480
OG0006701	jg23404	As002G053890
OG0006703	jg4708	As002G054280
OG0006704	jg4482, jg4686, jg4467	As002G054510
OG0006706	jg4652	As002G054800
OG0006707	jg4610	As002G055120
OG0006708	jg10896	As003G055630
OG0006709	jg10889	As003G055670
OG0006710	jg10853	As004G079890, As003G055990
OG0006711	jg10849	As003G056030
OG0006712	jg10807	As003G056400
OG0006713	jg10804	As003G056430
OG0006714	jg10782	As003G056600
OG0006715	jg10743	As003G056970
OG0006716	jg10689	As003G057430
OG0006717	jg8174	As003G057670
OG0006718	jg10615	As003G057930
OG0006719	jg10609	As003G057980
OG0006720	jg20654	As004G087180, As003G058180
OG0006721	jg10543	As003G058470, As004G087010
OG0006722	jg10537	As003G058530
OG0006723	jg10892	As003G058790
OG0006724	jg10420	As003G059470
OG0006726	jg10367	As003G059940
OG0006727	jg10262	As003G060610
OG0006728	jg10155	As003G061480
OG0006729	jg10151	As003G061520
OG0006731	jg10113, jg7473	As003G061870
OG0006732	jg10107	As003G061910
OG0006733	jg10090	As004G084060, As003G062050
OG0006734	jg10085	As003G062070
OG0006735	jg10084	As003G062100
OG0006736	jg10070	As003G062230
OG0006737	jg10068	As003G062270
OG0006738	jg32036	As003G062960
OG0006739	jg32259	As003G063990
OG0006740	jg30356	As003G064520
OG0006741	jg11070, jg32602	As003G064610
OG0006742	jg32538, jg32539	As003G064760
OG0006743	jg30009	As003G065070
OG0006745	jg32754	As003G065830
OG0006746	jg31307	As003G066870
OG0006747	jg29114	As003G067040, As008G191580
OG0006748	jg10062	As003G067370
OG0006749	jg31294	As004G082010, As003G067930
OG0006750	jg32728	As003G068020, As004G082250
OG0006751	jg31300	As003G068280
OG0006752	jg28217	As003G068710, As011G266700
OG0006753	jg31380	As003G069180
OG0006754	jg31425	As003G069720
OG0006755	jg31427	As003G069780
OG0006756	jg31437	As003G069810
OG0006757	jg31458	As003G069950
OG0006758	jg31517	As003G070240
OG0006759	jg31550	As003G070660
OG0006760	jg31579	As003G070850
OG0006761	jg31589	As012G275100, As003G071050
OG0006762	jg31628	As003G071270
OG0006763	jg31661	As003G071560
OG0006764	jg8771	As003G072010
OG0006765	jg8708	As003G072480
OG0006766	jg8675	As003G072800
OG0006767	jg8664	As003G072930
OG0006768	jg8625	As003G073330
OG0006769	jg8617	As003G073410
OG0006770	jg8573	As003G073900
OG0006771	jg8569	As003G073960
OG0006774	jg16641	As007G180490
OG0006775	jg16540	As007G181790, As003G075940
OG0006776	jg8357	As003G075980, As007G181820, As007G181830
OG0006777	jg8327	As003G076210
OG0006778	jg8302, jg8309	As003G076560
OG0006779	jg33023	As004G076800
OG0006781	jg18671	As004G079510
OG0006782	jg7188, jg7199	As004G080490
OG0006783	jg32570	As004G080960, As004G080980
OG0006784	jg18521	As004G081170
OG0006785	jg18484	As004G081470
OG0006786	jg21003	As004G082220
OG0006787	jg21011, jg21013	As004G082270
OG0006788	jg21069	As004G082580
OG0006789	jg24110	As004G083030
OG0006790	jg7321	As004G083220, As004G083210, As004G083200
OG0006791	jg7491	As004G084410
OG0006792	jg7549	As004G084610
OG0006793	jg7567, jg7561, jg7476, jg27439, jg2204	As004G084680
OG0006794	jg7569	As004G084690
OG0006795	jg7581	As004G084750
OG0006796	jg7608	As004G084970
OG0006797	jg7701	As004G085670
OG0006798	jg7732	As004G085800, As004G085830
OG0006799	jg7822	As004G086480
OG0006800	jg20746	As004G086550
OG0006801	jg20704	As004G086740
OG0006802	jg9685	As004G087410
OG0006803	jg20497	As004G088300
OG0006804	jg20460	As004G088620
OG0006805	jg20398	As004G089090
OG0006806	jg20392	As004G089140
OG0006807	jg20388	As004G089200
OG0006808	jg20382	As004G089260
OG0006809	jg20375	As004G089480
OG0006810	jg20352	As004G089660
OG0006811	jg18965	As006G147080, As004G089740
OG0006812	jg20276	As004G090250
OG0006813	jg20262	As004G090510
OG0006815	jg26933	As011G258230
OG0006816	jg26852	As011G257610, As004G093430
OG0006817	jg26801	As004G093730
OG0006818	jg11562	As004G093800
OG0006819	jg11380	As004G095140
OG0006820	jg26532	As011G254890
OG0006821	jg11276	As004G095880
OG0006822	jg11260	As004G095960
OG0006823	jg11171	As004G096490
OG0006824	jg11164	As004G096570
OG0006825	jg11147	As004G096660
OG0006826	jg12693	As004G097580
OG0006827	jg11561, jg12704	As004G097700
OG0006828	jg12857	As004G098440
OG0006830	jg20224	As005G098620
OG0006831	jg20220	As012G288890, As005G098650
OG0006832	jg13342, jg31989	As005G099380
OG0006833	jg20154	As005G099490
OG0006834	jg18553	As005G100190
OG0006835	jg20088	As005G100210
OG0006836	jg20073	As005G100340
OG0006837	jg20040	As005G100720
OG0006838	jg20032	As005G100810
OG0006839	jg20002	As005G101060
OG0006840	jg19997	As005G101110
OG0006841	jg19980	As005G101240
OG0006842	jg19963	As005G101380
OG0006843	jg19961	As005G101400
OG0006844	jg19935	As005G101700
OG0006845	jg19844	As005G102320, As012G286240
OG0006846	jg19667	As005G104040
OG0006847	jg19638	As005G104180
OG0006848	jg19605	As005G104510
OG0006849	jg19600	As005G104560
OG0006850	jg19545	As005G104900
OG0006851	jg19529	As005G105250
OG0006852	jg19470	As005G105510
OG0006853	jg19428	As005G106170
OG0006854	jg3942	As005G107190
OG0006855	jg3963	As005G107380
OG0006856	jg3981	As005G107520
OG0006857	jg3982	As005G107530
OG0006858	jg4039	As005G107980
OG0006859	jg4045	As005G108040
OG0006860	jg4052	As005G108130
OG0006861	jg4064	As005G108230
OG0006862	jg4133	As005G108860
OG0006863	jg4136	As005G108890
OG0006864	jg31401	As005G109710
OG0006865	jg5830	As007G179320, As005G110070
OG0006866	jg5852	As005G110630
OG0006867	jg5859	As005G110650
OG0006868	jg5883	As005G111390
OG0006869	jg5896	As005G111480
OG0006870	jg5948	As005G112320, As005G112310
OG0006871	jg5955	As010G226880, As005G112370
OG0006872	jg5963	As005G112470, As005G112460
OG0006873	jg5992	As005G112970
OG0006874	jg6010	As005G113160
OG0006875	jg6129	As005G113830, As010G225760
OG0006876	jg23005	As005G114080, As006G129840
OG0006878	jg22937	As006G145260, As005G114640
OG0006879	jg22917	As005G114810
OG0006880	jg23287	As005G116100
OG0006881	jg23356	As005G116730
OG0006882	jg23357	As005G116740
OG0006883	jg23391	As005G116950
OG0006884	jg23399	As005G117040
OG0006885	jg23415	As005G117230
OG0006886	jg23421	As005G117300
OG0006887	jg23446	As005G117450
OG0006888	jg23447	As005G117460
OG0006889	jg23486	As005G117810
OG0006890	jg22815, jg23498	As005G117940
OG0006891	jg23507	As005G118110
OG0006892	jg23517	As005G118180
OG0006893	jg23547	As005G118440
OG0006894	jg23563	As005G118600
OG0006895	jg23631	As005G119140
OG0006896	jg23634	As005G119180
OG0006897	jg23645	As005G119280
OG0006899	jg23754	As005G120400
OG0006900	jg5556	As005G120470
OG0006901	jg23761	As005G120500
OG0006902	jg8244	As006G121020
OG0006903	jg8223	As006G121180, As009G214500
OG0006904	jg8172	As006G121280
OG0006905	jg8198	As008G199070, As006G121520
OG0006906	jg8120	As006G121980
OG0006907	jg8158	As006G122240
OG0006908	jg28515	As008G198460
OG0006909	jg8014	As006G122930
OG0006910	jg7874	As006G123720
OG0006911	jg7897	As006G123770
OG0006912	jg7907	As006G123870
OG0006913	jg7922	As006G124040
OG0006914	jg28688, jg7823	As008G196910, As006G124250
OG0006915	jg20799	As006G124580
OG0006916	jg20804	As006G124640
OG0006917	jg20817	As006G124750
OG0006918	jg18435	As006G125360
OG0006919	jg18395	As008G195830
OG0006920	jg18293	As006G125740
OG0006921	jg18346	As006G125780, As008G195760
OG0006922	jg18351	As006G125820
OG0006923	jg18352	As006G125830
OG0006924	jg18366	As008G195570, As006G125950
OG0006925	jg18322	As006G126260
OG0006926	jg18317	As006G126300
OG0006927	jg18287	As006G126360
OG0006928	jg18274	As006G126460
OG0006929	jg18244	As006G126940
OG0006930	jg18242	As006G126960
OG0006931	jg18220	As006G127100
OG0006932	jg18152	As006G127640
OG0006933	jg18118	As006G127900
OG0006934	jg18092	As006G128040
OG0006935	jg18076	As006G128160
OG0006936	jg29047	As006G128190
OG0006937	jg18053	As006G128370
OG0006938	jg18043	As006G128420
OG0006939	jg17985	As006G128720
OG0006940	jg17898	As006G129170, As006G129150
OG0006942	jg17850	As006G129530
OG0006943	jg17826	As006G129700
OG0006944	jg17802	As006G129870
OG0006945	jg17555	As006G130520
OG0006946	jg17574	As006G130590
OG0006947	jg17589	As006G130660
OG0006948	jg17635	As006G130830
OG0006949	jg17658	As006G130910
OG0006950	jg17261, jg10823	As006G131860
OG0006951	jg17228	As006G131980
OG0006952	jg17199	As006G132060
OG0006953	jg5208, jg23962	As006G132730
OG0006954	jg9815	As006G134110
OG0006955	jg9757	As006G134400
OG0006956	jg23974	As006G134760
OG0006957	jg23995	As006G134930
OG0006958	jg23998	As006G134980
OG0006959	jg24021	As006G135150
OG0006960	jg24076	As006G135590
OG0006961	jg24086	As006G135660
OG0006962	jg24107	As006G135850
OG0006963	jg24123	As006G135990
OG0006964	jg24134	As006G136070
OG0006965	jg24207	As006G136660
OG0006966	jg24219	As006G136820
OG0006967	jg24234	As006G136960
OG0006968	jg24265	As006G137300
OG0006969	jg24307	As006G137460
OG0006970	jg24316	As006G137560
OG0006971	jg24336	As006G137740, As009G207040
OG0006972	jg24367	As006G138010
OG0006973	jg24382	As006G138160
OG0006974	jg24434	As006G138620
OG0006975	jg24455	As006G138800
OG0006976	jg24528	As006G139480
OG0006977	jg24529	As006G139490
OG0006978	jg24539	As006G139580
OG0006979	jg24557, jg24556	As006G139790
OG0006980	jg24559	As006G139840
OG0006981	jg5695	As009G204370, As006G140050
OG0006982	jg24627	As006G140420
OG0006983	jg24629	As006G140440
OG0006984	jg24653	As006G140680
OG0006985	jg24668	As006G140850
OG0006986	jg24695	As006G141150
OG0006987	jg24736	As006G141530
OG0006988	jg24816	As006G142260
OG0006989	jg19270	As006G142740
OG0006990	jg19254	As006G142830
OG0006991	jg19243	As006G142920
OG0006992	jg19212	As006G143200
OG0006993	jg19198	As006G143280
OG0006994	jg19183	As006G143430
OG0006995	jg19125	As006G143770
OG0006996	jg19115	As006G143830
OG0006997	jg19068	As006G144250
OG0006998	jg19063	As006G144300
OG0006999	jg19059	As006G144340
OG0007000	jg19058	As006G144350
OG0007001	jg18721	As006G144420
OG0007002	jg18723	As006G144450
OG0007003	jg18736	As006G144600
OG0007004	jg18740	As006G144630
OG0007005	jg18751	As012G276150, As006G144710
OG0007007	jg18778	As006G145050
OG0007008	jg18857	As006G145730
OG0007009	jg18874	As006G145910
OG0007010	jg18882	As006G146000, As006G145980, As006G146010
OG0007011	jg18886	As006G146070
OG0007012	jg18895	As006G146180
OG0007013	jg18953	As006G146970
OG0007014	jg19004, jg18997	As006G147100
OG0007015	jg19034	As006G148290
OG0007016	jg30073	As007G152300
OG0007017	jg3695	As007G152320
OG0007018	jg30119	As007G152820
OG0007019	jg25229	As007G152840
OG0007020	jg30203, jg30191	As007G153260
OG0007021	jg30209	As007G153310
OG0007023	jg2866	As010G241460, As007G153710
OG0007024	jg30288	As007G154030
OG0007025	jg30293	As007G154110, As007G154050
OG0007026	jg30309	As007G154310
OG0007027	jg30321	As007G154400
OG0007028	jg30384	As007G155040
OG0007029	jg30425	As007G155400
OG0007030	jg30426	As007G155410
OG0007031	jg30448	As007G155580
OG0007032	jg30449	As007G155590
OG0007033	jg13463, jg30482	As007G155860
OG0007034	jg30495	As007G155960
OG0007035	jg30605	As007G156760
OG0007036	jg30634, jg24040	As007G156930, As010G231390
OG0007037	jg30687	As007G157330
OG0007038	jg30739	As007G157890
OG0007039	jg3436, jg30745	As007G157990
OG0007040	jg30766	As007G158110
OG0007041	jg30771, jg1117	As007G158120
OG0007043	jg30915, jg32006	As007G159580
OG0007044	jg30946, jg30947	As007G159730
OG0007045	jg30962	As007G159830, As010G233240
OG0007046	jg31011	As007G160090
OG0007047	jg31158	As007G161190
OG0007048	jg31217	As007G161740
OG0007049	jg31233, jg31234	As007G161880
OG0007050	jg10049, jg10047	As007G162770
OG0007051	jg10022	As007G163030
OG0007052	jg10008	As007G163140
OG0007053	jg21831	As007G164680
OG0007054	jg9680	As007G177630, As007G177120
OG0007055	jg16926	As007G178080
OG0007056	jg16815	As007G179390
OG0007057	jg18967	As007G179500
OG0007058	jg16708	As007G179940
OG0007059	jg16649	As007G180460
OG0007060	jg16508	As007G182010
OG0007061	jg21347	As007G182190
OG0007062	jg29935	As008G182850
OG0007063	jg29895	As008G183210, As008G183220
OG0007064	jg29859	As008G183500
OG0007065	jg29781	As008G184150
OG0007066	jg29760	As008G184310
OG0007067	jg29753	As008G184370
OG0007068	jg29688	As008G184760
OG0007069	jg1304, jg29685	As008G184820
OG0007070	jg29626	As008G185510
OG0007071	jg19648, jg31814	As008G185780
OG0007072	jg29535	As008G186290
OG0007073	jg29531	As008G186320
OG0007074	jg29515	As008G186540
OG0007075	jg29512	As008G186560
OG0007076	jg29417	As008G187300
OG0007077	jg29379	As008G187760
OG0007078	jg29344	As008G188030
OG0007079	jg29343	As008G188040
OG0007080	jg29289	As008G188520
OG0007081	jg29259	As008G189030
OG0007082	jg29241	As008G189480
OG0007083	jg29191	As008G191030
OG0007084	jg20057	As008G192230
OG0007085	jg29101, jg29102	As008G192660
OG0007086	jg29085	As008G192910
OG0007087	jg29083	As008G192930
OG0007088	jg29039	As008G193230
OG0007089	jg21747	As008G193280
OG0007091	jg28971	As008G193950
OG0007092	jg28956	As008G194130, As008G194120
OG0007093	jg28917	As008G194500
OG0007094	jg28818	As008G195580
OG0007095	jg28798	As008G195810
OG0007096	jg28788	As008G195920
OG0007097	jg28779	As008G195990
OG0007098	jg28774	As008G196030
OG0007099	jg28745	As008G196320
OG0007100	jg28713	As008G196750
OG0007101	jg28703	As008G197010
OG0007102	jg28613	As008G197520
OG0007103	jg10967	As008G197540
OG0007104	jg28604	As008G197590
OG0007105	jg28601	As008G197600
OG0007106	jg28473	As008G198770
OG0007107	jg15038	As008G199340
OG0007108	jg28412	As008G199480
OG0007109	jg5255	As009G200050
OG0007110	jg5252	As009G200070
OG0007111	jg5250	As009G200090
OG0007112	jg5236	As009G200190
OG0007113	jg5304	As009G200580
OG0007114	jg5362	As009G201200
OG0007115	jg5344, jg5343	As009G201420
OG0007116	jg5392	As009G201470
OG0007117	jg5464	As009G202360
OG0007118	jg12320	As009G202540
OG0007119	jg5487	As009G202550
OG0007120	jg5524	As009G202930
OG0007121	jg5553	As009G203160
OG0007122	jg5576	As009G203260
OG0007123	jg5715	As009G204540
OG0007124	jg5779	As009G205050
OG0007125	jg6542	As009G205370
OG0007126	jg6551	As009G205450
OG0007127	jg6604	As009G205890
OG0007128	jg6656	As009G206330
OG0007129	jg6862	As009G207190
OG0007130	jg21578	As009G207530
OG0007131	jg21479	As009G208100
OG0007132	jg21464	As009G208300
OG0007133	jg21372	As009G209190
OG0007134	jg21430	As009G209550
OG0007135	jg5163	As009G210540
OG0007136	jg4525	As009G211320
OG0007137	jg4497	As009G211560
OG0007138	jg4454, jg4437	As009G211900
OG0007139	jg5161	As009G212000
OG0007140	jg5160	As009G212180
OG0007141	jg4406	As009G212340
OG0007142	jg4477, jg4312	As009G213140
OG0007143	jg4258	As009G214010
OG0007144	jg4236	As009G214070
OG0007145	jg4243	As009G214130
OG0007146	jg4200	As009G214570
OG0007147	jg5806, jg5805	As009G214770
OG0007148	jg6467	As009G214980
OG0007149	jg6461	As009G215010
OG0007150	jg6458	As009G215080
OG0007151	jg6379	As009G215570
OG0007152	jg6375	As009G215590
OG0007153	jg6351	As009G215790
OG0007154	jg6350	As009G215800
OG0007155	jg6278	As009G216380
OG0007156	jg6264	As009G216500
OG0007157	jg6263	As009G216510
OG0007158	jg14713	As010G222330, As009G216880
OG0007159	jg6211	As009G216960
OG0007160	jg6201	As009G217050
OG0007161	jg6179	As009G217200
OG0007162	jg6178	As009G217210
OG0007163	jg23028	As009G217590
OG0007164	jg23034	As009G217610
OG0007165	jg23039	As009G217670
OG0007166	jg23068	As009G217870
OG0007167	jg23100	As009G218150
OG0007168	jg23195	As009G218880
OG0007169	jg23202	As009G218970
OG0007170	jg23211	As009G219040
OG0007171	jg23231	As009G219190
OG0007172	jg14607	As009G219270
OG0007172	jg14608	As010G223100
OG0007173	jg23258	As009G219390
OG0007174	jg22786	As009G219640
OG0007175	jg14963	As010G220670
OG0007176	jg14837	As010G221470
OG0007178	jg14622	As010G223040
OG0007179	jg14597	As010G223220
OG0007181	jg14490	As010G224110
OG0007182	jg14382	As010G224850
OG0007183	jg14273, jg17675	As010G225630
OG0007184	jg14266, jg14262	As010G225690
OG0007185	jg14148	As010G226260
OG0007186	jg14077	As010G226490
OG0007187	jg2279	As010G228540, As010G229140
OG0007188	jg2269	As010G228820
OG0007190	jg24804	As010G232180
OG0007191	jg2522	As010G232470
OG0007192	jg2544	As010G232670
OG0007193	jg2379	As010G232810
OG0007194	jg2588, jg13738	As010G232960
OG0007195	jg2589	As010G232970
OG0007196	jg2598	As010G233010
OG0007198	jg2712	As010G233840
OG0007199	jg2720	As010G233930
OG0007200	jg2742	As010G234090
OG0007201	jg2800	As010G234560
OG0007202	jg2821	As010G234780
OG0007204	jg3507	As010G235140
OG0007205	jg3439	As010G235730
OG0007206	jg20580, jg20582	As010G235790
OG0007207	jg3401	As010G236130
OG0007208	jg3391	As010G236220
OG0007209	jg3338	As010G236700
OG0007210	jg3304	As010G237060
OG0007211	jg3285	As010G237260
OG0007212	jg3262	As010G237440
OG0007213	jg3230	As010G237760
OG0007214	jg3228	As010G237790
OG0007215	jg3149	As010G238570
OG0007217	jg3135	As010G238710
OG0007218	jg3131	As010G238730
OG0007219	jg3100	As010G239040
OG0007220	jg3018	As010G239790
OG0007221	jg2963	As010G240490
OG0007222	jg20227	As010G240770
OG0007223	jg2913	As010G240990
OG0007224	jg2873	As010G241380
