Orthogroup	Arabidopsis_arenosa	Cardamine_hirsuta
OG0009211	jg28804	CARHR004220
OG0009212	jg28800	CARHR004170
OG0009213	jg28772	CARHR003880
OG0009214	jg28748	CARHR003640
OG0009215	jg28721	CARHR003360
OG0009216	jg28662	CARHR002840
OG0009217	jg28623	CARHR002430
OG0009218	jg28616	CARHR002360
OG0009219	jg28592	CARHR002130
OG0009220	jg28565, jg28564	CARHR001880
OG0009221	jg28554	CARHR001780
OG0009222	jg28533	CARHR001560
OG0009223	jg28525	CARHR001480
OG0009224	jg28520	CARHR001380, CARHR259900
OG0009225	jg28508	CARHR001280
OG0009226	jg28502	CARHR001210
OG0009227	jg28496	CARHR001130
OG0009228	jg28462	CARHR000770
OG0009229	jg8190	CARHR248690
OG0009230	jg28413	CARHR000270
OG0009231	jg28401	CARHR000180
OG0009232	jg5210	CARHR199440
OG0009233	jg5216	CARHR199360
OG0009234	jg5239	CARHR199110
OG0009235	jg5225	CARHR199240
OG0009236	jg5312	CARHR198430
OG0009237	jg5317	CARHR198360
OG0009238	jg5326	CARHR198290
OG0009240	jg5365	CARHR197910
OG0009241	jg5349	CARHR198080
OG0009242	jg5401	CARHR197550
OG0009243	jg5439	CARHR197150
OG0009244	jg5446	CARHR197090
OG0009246	jg5506	CARHR196400
OG0009247	jg5537	CARHR196110
OG0009248	jg5547	CARHR196000
OG0009249	jg5591, jg5592	CARHR195600
OG0009250	jg5652	CARHR194950
OG0009251	jg5742	CARHR194110
OG0009252	jg5748	CARHR194030
OG0009253	jg5788	CARHR193690
OG0009254	jg5789	CARHR193680
OG0009255	jg6659	CARHR186030
OG0009256	jg6822	CARHR185320
OG0009257	jg21533	CARHR286000
OG0009258	jg21594	CARHR287970
OG0009260	jg21478	CARHR284570
OG0009261	jg21472	CARHR284640
OG0009263	jg5168	CARHR199880
OG0009264	jg4504	CARHR206350
OG0009265	jg4506	CARHR206330
OG0009267	jg5192	CARHR199620
OG0009268	jg4491	CARHR206490
OG0009270	jg5148	CARHR200100
OG0009271	jg4387	CARHR206970
OG0009272	jg4386	CARHR206950
OG0009273	jg4367	CARHR206770
OG0009274	jg4356	CARHR207220
OG0009275	jg4339	CARHR207420
OG0009276	jg4291	CARHR207880
OG0009277	jg4279	CARHR207990
OG0009278	jg4276	CARHR208030
OG0009279	jg4251	CARHR208260
OG0009280	jg4229	CARHR208460
OG0009281	jg6434	CARHR187900
OG0009283	jg6438	CARHR187850
OG0009284	jg6411	CARHR188060
OG0009285	jg6399	CARHR188220
OG0009286	jg6387	CARHR188340
OG0009287	jg6372	CARHR188460, CARHR188480, CARHR150640
OG0009288	jg6367	CARHR188510
OG0009289	jg6339	CARHR188770
OG0009290	jg6330	CARHR188830
OG0009291	jg15411	CARHR164720
OG0009292	jg6324	CARHR188870
OG0009293	jg6304	CARHR189020
OG0009294	jg6243	CARHR189620
OG0009295	jg6198	CARHR190030
OG0009296	jg6189	CARHR190100
OG0009297	jg6182	CARHR190200
OG0009298	jg6180	CARHR190230
OG0009299	jg6160	CARHR190380
OG0009300	jg23057	CARHR274840
OG0009301	jg23125	CARHR275530
OG0009302	jg23136	CARHR275660
OG0009303	jg23243	CARHR276660
OG0009304	jg14623	CARHR156880
OG0009305	jg23264	CARHR276820
OG0009306	jg22792	CARHR272680
OG0009308	jg15012	CARHR160870
OG0009309	jg15007	CARHR160820
OG0009310	jg15005	CARHR160800
OG0009311	jg14986	CARHR160610
OG0009313	jg14935	CARHR160170
OG0009314	jg14922	CARHR160030
OG0009315	jg14853	CARHR159010
OG0009316	jg14850	CARHR158980
OG0009317	jg14848	CARHR158960
OG0009318	jg14815	CARHR158620
OG0009319	jg14767	CARHR158130
OG0009320	jg14742	CARHR157930
OG0009321	jg14701	CARHR157520
OG0009322	jg14673	CARHR157350
OG0009323	jg14662	CARHR157220
OG0009324	jg14654	CARHR157160
OG0009325	jg14601	CARHR156720
OG0009326	jg14592	CARHR156610
OG0009327	jg14524	CARHR156000
OG0009328	jg14151	CARHR104500
OG0009329	jg13991	CARHR152450
OG0009330	jg9074	CARHR241120
OG0009331	jg13898	CARHR153570
OG0009332	jg2255	CARHR059790
OG0009333	jg2258	CARHR059820
OG0009334	jg2430	CARHR061380
OG0009335	jg2459	CARHR061640
OG0009336	jg2446	CARHR061550
OG0009337	jg2485	CARHR061910
OG0009338	jg2505	CARHR062150
OG0009339	jg2513	CARHR062210
OG0009340	jg2533	CARHR062420
OG0009341	jg17438	CARHR118570
OG0009342	jg2574	CARHR062870
OG0009343	jg2575	CARHR062880
OG0009344	jg2601	CARHR063100
OG0009345	jg2649	CARHR063580
OG0009346	jg2683	CARHR063950
OG0009347	jg2739	CARHR064470
OG0009348	jg2755	CARHR064610
OG0009349	jg2787	CARHR291130
OG0009350	jg2811	CARHR064680
OG0009351	jg2820	CARHR064750
OG0009352	jg2849	CARHR065010
OG0009353	jg2858	CARHR065080
OG0009354	jg2859	CARHR065090
OG0009355	jg2860	CARHR065100
OG0009356	jg3500	CARHR071690
OG0009357	jg3396	CARHR070770
OG0009358	jg3388	CARHR070690, CARHR256330
OG0009359	jg3366	CARHR070530
OG0009360	jg26312	CARHR097160
OG0009361	jg3357	CARHR070450
OG0009362	jg3351	CARHR070400
OG0009363	jg3226	CARHR069090
OG0009364	jg3173	CARHR068540
OG0009365	jg3147	CARHR068270
OG0009366	jg3145	CARHR068250
OG0009367	jg3105	CARHR067800
OG0009368	jg3101	CARHR067760
OG0009369	jg3099	CARHR067740
OG0009370	jg3025	CARHR066920
OG0009371	jg2998	CARHR066610
OG0009372	jg30352	CARHR018870
OG0009373	jg2991	CARHR066530
OG0009374	jg2987	CARHR066510
OG0009375	jg2976	CARHR066400
OG0009376	jg22957	CARHR273800
OG0009377	jg2941	CARHR065980
OG0009378	jg2899	CARHR065570
OG0009379	jg2893	CARHR065520
OG0009380	jg2887	CARHR065470
OG0009381	jg2879	CARHR065390
OG0009382	jg2865	CARHR065190
OG0009383	jg3510	CARHR071810, CARHR251930, CARHR071790
OG0009384	jg3515	CARHR071900
OG0009385	jg3519	CARHR071940
OG0009386	jg3538	CARHR072080
OG0009387	jg3541	CARHR072140
OG0009388	jg3546	CARHR072180
OG0009389	jg3559	CARHR072340
OG0009390	jg3581	CARHR072550
OG0009391	jg3598	CARHR072770
OG0009392	jg3663	CARHR073490
OG0009393	jg3665	CARHR073510
OG0009394	jg3675	CARHR073620
OG0009395	jg3713	CARHR074060
OG0009396	jg3746	CARHR074250
OG0009397	jg3755	CARHR074340
OG0009398	jg3772	CARHR074500
OG0009399	jg3774	CARHR074530
OG0009400	jg3785	CARHR074660
OG0009401	jg25236	CARHR087330
OG0009402	jg25261	CARHR087520
OG0009403	jg25273	CARHR087620
OG0009404	jg25275	CARHR087640
OG0009405	jg25297	CARHR087850
OG0009406	jg25315	CARHR087980
OG0009407	jg25337	CARHR088210
OG0009408	jg25368	CARHR088480
OG0009409	jg25436	CARHR089160
OG0009410	jg25439	CARHR089200
OG0009411	jg25446	CARHR089440
OG0009412	jg25453	CARHR089380
OG0009413	jg25471	CARHR089520
OG0009414	jg25489	CARHR089660
OG0009415	jg25491	CARHR089680
OG0009416	jg25528	CARHR090030
OG0009417	jg25531	CARHR090060
OG0009418	jg25533	CARHR090090
OG0009419	jg25614	CARHR090770
OG0009420	jg25622	CARHR090870
OG0009421	jg25624	CARHR090890
OG0009422	jg25628	CARHR090930
OG0009423	jg25630	CARHR090960
OG0009424	jg25658	CARHR091290
OG0009425	jg25662	CARHR091330
OG0009426	jg25668	CARHR091400
OG0009427	jg25751	CARHR092050
OG0009428	jg25762	CARHR092110
OG0009429	jg25763	CARHR092120
OG0009430	jg25814	CARHR092480
OG0009431	jg25828	CARHR092600
OG0009432	jg25829	CARHR092610
OG0009433	jg8168	CARHR248910
OG0009434	jg25868	CARHR092970
OG0009435	jg25926	CARHR093370
OG0009436	jg25946	CARHR093590
OG0009437	jg25969	CARHR093730
OG0009438	jg25989	CARHR093940
OG0009439	jg25993	CARHR094000
OG0009440	jg26032	CARHR094360
OG0009441	jg26081	CARHR094830
OG0009442	jg26091	CARHR094930
OG0009443	jg26092	CARHR094940
OG0009444	jg26139	CARHR095440
OG0009445	jg26146	CARHR095500
OG0009446	jg26187	CARHR095970
OG0009447	jg26202	CARHR096190
OG0009449	jg26212, jg16924	CARHR096320
OG0009450	jg26258	CARHR096760
OG0009451	jg26292	CARHR097010
OG0009452	jg26364	CARHR097610
OG0009453	jg26454	CARHR098180
OG0009454	jg26474	CARHR098340
OG0009455	jg26527	CARHR098860
OG0009456	jg26595	CARHR099380
OG0009457	jg26597	CARHR099390
OG0009458	jg26857, jg26856	CARHR101520
OG0009459	jg21812	CARHR264160
OG0009460	jg27273	CARHR104050
OG0009461	jg27266	CARHR103980
OG0009462	jg27359	CARHR105010
OG0009463	jg27391	CARHR105170
OG0009464	jg27392	CARHR105160
OG0009466	jg5030	CARHR201250
OG0009467	jg27600	CARHR106040
OG0009468	jg27602	CARHR106070
OG0009469	jg27606	CARHR106090
OG0009470	jg27610	CARHR106150
OG0009471	jg27845	CARHR293520
OG0009472	jg27869	CARHR107610
OG0009473	jg27880	CARHR107660
OG0009474	jg27925	CARHR108390
OG0009475	jg28011	CARHR109110
OG0009476	jg28092	CARHR109610
OG0009477	jg28143	CARHR109970
OG0009478	jg28246	CARHR110800
OG0009479	jg28247	CARHR110850
OG0009480	jg28252	CARHR110890
OG0009481	jg28267	CARHR111020
OG0009482	jg28312	CARHR111520
OG0009483	jg33782	CARHR045730
OG0009484	jg33688	CARHR044940
OG0009485	jg33673	CARHR044760
OG0009486	jg33637	CARHR044400
OG0009487	jg33601	CARHR044070
OG0009488	jg33599	CARHR044040
OG0009491	jg33500	CARHR043220
OG0009492	jg33485	CARHR043120
OG0009493	jg33433	CARHR042550
OG0009494	jg33227	CARHR040960
OG0009495	jg33260	CARHR041190
OG0009496	jg33176	CARHR040400
OG0009497	jg33146	CARHR040180
OG0009498	jg33135	CARHR040140
OG0009499	jg22414, jg5182	CARHR199710
OG0009500	jg33098	CARHR039780
OG0009501	jg33078	CARHR039640
OG0009502	jg33075	CARHR039600
OG0009503	jg16334	CARHR172940
OG0009504	jg32995	CARHR039050
OG0009505	jg32988	CARHR039000
OG0009506	jg32980	CARHR038970
OG0009507	jg18568	CARHR128750
OG0009508	jg18563	CARHR128700
OG0009509	jg18542	CARHR128480
OG0009510	jg15094	CARHR161530
OG0009511	jg15119	CARHR161810
OG0009513	jg15210	CARHR162740
OG0009514	jg15250	CARHR163110
OG0009515	jg15246	CARHR163000
OG0009516	jg15281	CARHR163390
OG0009517	jg15321	CARHR163770
OG0009518	jg15341	CARHR163950
OG0009519	jg15351	CARHR164010
OG0009520	jg15355	CARHR164060, CARHR164070
OG0009521	jg15053	CARHR161280
OG0009522	jg15357	CARHR082370
OG0009523	jg21139	CARHR285010
OG0009524	jg15403	CARHR164600
OG0009525	jg15402	CARHR164590
OG0009526	jg19071	CARHR133610
OG0009527	jg15413	CARHR164730
OG0009528	jg15429	CARHR164900
OG0009529	jg15475	CARHR165380
OG0009530	jg15565	CARHR166050
OG0009531	jg15567	CARHR166200, CARHR166070
OG0009532	jg15590	CARHR166350
OG0009533	jg15599	CARHR166450
OG0009534	jg15690	CARHR167090
OG0009535	jg15684	CARHR167150
OG0009536	jg15678	CARHR167250
OG0009537	jg15819	CARHR168320
OG0009538	jg15834	CARHR168500
OG0009539	jg15839	CARHR168570
OG0009540	jg15907	CARHR169180
OG0009541	jg15941	CARHR169430
OG0009542	jg15974	CARHR169680
OG0009543	jg15992	CARHR169850
OG0009544	jg6209	CARHR189980
OG0009545	jg16111	CARHR170920
OG0009546	jg16112	CARHR170930
OG0009547	jg16128	CARHR171090
OG0009548	jg16164	CARHR171410
OG0009549	jg16177	CARHR171550
OG0009550	jg16179	CARHR171570
OG0009551	jg16217	CARHR171920
OG0009552	jg16312	CARHR172760
OG0009553	jg16313	CARHR172750
OG0009554	jg16382	CARHR173420
OG0009555	jg16399, jg16392, jg16408, jg16400	CARHR291740
OG0009556	jg16415	CARHR291690
OG0009557	jg16140	CARHR171220
OG0009559	jg33447	CARHR042690
OG0009561	jg33069	CARHR039490
OG0009562	jg8756	CARHR244200
OG0009563	jg15669	CARHR167310
OG0009564	jg1950, jg23725, jg23724	CARHR281060
OG0009565	jg20665	CARHR178200
OG0009567	jg9832	CARHR233750
OG0009568	jg18957	CARHR132480
OG0009569	jg1424	CARHR132910
OG0009570	jg19394	CARHR136270
OG0009572	jg2907	CARHR065640
OG0009573	jg9632	CARHR235750
OG0009574	jg8972	CARHR242040
OG0009575	jg9067	CARHR241190
OG0009576	jg28864	CARHR004770
OG0009577	jg29249, jg29250	CARHR008800
OG0009578	jg29272	CARHR009080, CARHR009070
OG0009579	jg29369	CARHR010000
OG0009580	jg29467	CARHR010820
OG0009581	jg29634	CARHR012270
OG0009582	jg29650	CARHR012440
OG0009583	jg30071	CARHR016320
OG0009584	jg27120	CARHR103510, CARHR103480
OG0009585	jg2767	CARHR064640
OG0009586	jg2418	CARHR061300
OG0009587	jg28084	CARHR109520
OG0009588	jg32831, jg32830	CARHR037440
OG0009593	jg19158, jg19109	CARHR219050
OG0009594	jg4103	CARHR209730
OG0009595	jg10872	CARHR224110, CARHR224130
OG0009597	jg32745	CARHR036790
OG0009598	jg32814	CARHR037340
OG0009599	jg32838	CARHR037490
OG0009600	jg18339	CARHR126520
OG0009601	jg18199	CARHR125010
OG0009602	jg723, jg9986	CARHR232270
OG0009603	jg5214	CARHR199380
OG0009604	jg5316	CARHR198370
OG0009605	jg5352	CARHR198060
OG0009606	jg5368	CARHR197890
OG0009607	jg5507	CARHR196390
OG0009609	jg12683	CARHR261310
OG0009610	jg12838, jg19296	CARHR212660
OG0009612	jg6439	CARHR187840
OG0009613	jg23107	CARHR275380
OG0009614	jg23111	CARHR275430
OG0009615	jg23701	CARHR280800
OG0009616	jg23708	CARHR280870
OG0009618	jg6644, jg1837, jg301, jg1039, jg17279	CARHR114830, CARHR035010, CARHR114620, CARHR119360, CARHR293180, CARHR108110, CARHR055480, CARHR106380
OG0009619	jg11524, jg11522, jg1268	CARHR054350
OG0009621	jg18132	CARHR124290
OG0009622	jg15051	CARHR161260
OG0009624	jg22513, jg22512, jg23340, jg23345, jg23259	CARHR269970, CARHR105970, CARHR270160, CARHR269980
OG0009624	jg4968	CARHR269960
OG0009625	jg21404	CARHR183430
OG0009635	jg28299	CARHR111430
OG0009636	jg10817	CARHR224640
OG0009637	jg9494	CARHR237220
OG0009638	jg9462	CARHR237500
OG0009639	jg9441	CARHR237680
OG0009640	jg9430	CARHR237790
OG0009641	jg9396	CARHR238050
OG0009642	jg9376	CARHR238250
OG0009645	jg9328	CARHR238660
OG0009646	jg9291	CARHR238970
OG0009647	jg32826	CARHR037420
OG0009648	jg9229	CARHR239610
OG0009649	jg9142	CARHR240430
OG0009650	jg9100	CARHR240880
OG0009651	jg9107	CARHR240810
OG0009652	jg9069	CARHR241160
OG0009653	jg9036	CARHR241540
OG0009654	jg5988	CARHR191640
OG0009655	jg8994	CARHR241850
OG0009656	jg8990	CARHR241890
OG0009657	jg8965	CARHR242140
OG0009658	jg27614	CARHR106170
OG0009659	jg8921	CARHR242430
OG0009660	jg8860	CARHR243240
OG0009661	jg8850	CARHR243340
OG0009662	jg6112	CARHR190770
OG0009663	jg8827	CARHR243550
OG0009664	jg31687	CARHR030540
OG0009665	jg31799	CARHR031020
OG0009666	jg31818	CARHR031190
OG0009667	jg31819	CARHR031200
OG0009668	jg31831	CARHR031290
OG0009669	jg31882	CARHR031710
OG0009670	jg31884	CARHR031730
OG0009671	jg31899	CARHR031930
OG0009672	jg31907	CARHR032000
OG0009673	jg10232	CARHR229970
OG0009674	jg31915	CARHR032070
OG0009675	jg31919	CARHR032080
OG0009676	jg31921	CARHR032090
OG0009677	jg31927	CARHR032110
OG0009678	jg10920	CARHR223560
OG0009679	jg10923	CARHR223550, CARHR290510
OG0009680	jg11005	CARHR222800
OG0009681	jg11020	CARHR222690
OG0009682	jg1431	CARHR289840
OG0009683	jg1342	CARHR288700
OG0009684	jg1335	CARHR054730
OG0009685	jg1333	CARHR054670
OG0009686	jg1240, jg1215	CARHR054180
OG0009687	jg1168	CARHR053640
OG0009688	jg1049	CARHR053360
OG0009689	jg1053	CARHR053410
OG0009690	jg1002	CARHR053050
OG0009691	jg878	CARHR052050
OG0009692	jg874	CARHR052150
OG0009693	jg767	CARHR050540
OG0009694	jg12909	CARHR143720
OG0009695	jg12927	CARHR143900
OG0009696	jg12929	CARHR143920
OG0009697	jg12932	CARHR143960
OG0009698	jg29985	CARHR015530
OG0009699	jg12938	CARHR144010
OG0009700	jg12963	CARHR144190
OG0009701	jg29937	CARHR015070
OG0009702	jg13032	CARHR144830
OG0009703	jg13105	CARHR145440
OG0009704	jg13174	CARHR146040
OG0009705	jg13181	CARHR146190
OG0009706	jg13183	CARHR146220
OG0009707	jg13232	CARHR288560
OG0009708	jg13233	CARHR146640
OG0009709	jg13271	CARHR146920
OG0009710	jg13335	CARHR147460
OG0009711	jg13345	CARHR147580
OG0009712	jg13369	CARHR147830
OG0009713	jg13370	CARHR147840
OG0009714	jg13476	CARHR148750
OG0009715	jg13522	CARHR149080, CARHR149090
OG0009716	jg13683	CARHR151950
OG0009717	jg21406	CARHR037400
OG0009718	jg13699	CARHR152070
OG0009719	jg13756	CARHR292480
OG0009720	jg13827	CARHR153160
OG0009721	jg13829	CARHR153180
OG0009722	jg12431	CARHR263670
OG0009724	jg2234	CARHR059590, CARHR059600
OG0009725	jg2116	CARHR058440
OG0009726	jg2045	CARHR058040
OG0009727	jg2033	CARHR057910
OG0009728	jg1932	CARHR057230
OG0009729	jg1908	CARHR057100
OG0009730	jg1900	CARHR057080
OG0009731	jg1810	CARHR056570
OG0009733	jg1764	CARHR056370
OG0009735	jg369	CARHR046310
OG0009736	jg388	CARHR046470
OG0009737	jg395	CARHR046560
OG0009738	jg447	CARHR046870
OG0009739	jg470	CARHR047050
OG0009740	jg496	CARHR047610
OG0009741	jg573	CARHR048380
OG0009742	jg601	CARHR048670
OG0009743	jg29695	CARHR012800
OG0009744	jg697	CARHR049820
OG0009745	jg16561	CARHR112350
OG0009746	jg9872	CARHR233350
OG0009747	jg9859	CARHR233510
OG0009748	jg19400	CARHR136330
OG0009749	jg19398	CARHR136310
OG0009750	jg19356	CARHR135990
OG0009751	jg19354	CARHR135970
OG0009753	jg19351	CARHR135930
OG0009755	jg19344	CARHR135870
OG0009756	jg24851	CARHR083640
OG0009757	jg24893	CARHR084090
OG0009758	jg24947	CARHR084610
OG0009760	jg25052	CARHR085610
OG0009761	jg25060	CARHR085690
OG0009762	jg25080	CARHR085880
OG0009763	jg25142	CARHR149420, CARHR086430
OG0009764	jg25184	CARHR086820
OG0009765	jg27853	CARHR293670, CARHR293680
OG0009767	jg21676	CARHR258410
OG0009768	jg21678	CARHR258380
OG0009769	jg21693	CARHR258210
OG0009770	jg21699	CARHR258130
OG0009771	jg21751	CARHR257290
OG0009772	jg21774	CARHR256910
OG0009773	jg21775	CARHR256900
OG0009774	jg21810	CARHR264120
OG0009775	jg21817	CARHR264190
OG0009776	jg5191	CARHR199630
OG0009777	jg21860	CARHR264690
OG0009778	jg21891	CARHR265000
OG0009779	jg21913	CARHR265130
OG0009780	jg21921	CARHR265260
OG0009781	jg21930	CARHR265330
OG0009782	jg21946	CARHR265480
OG0009783	jg21995	CARHR265820
OG0009784	jg22004	CARHR265900
OG0009785	jg22008	CARHR265920
OG0009786	jg22055	CARHR266400
OG0009787	jg22048	CARHR266320
OG0009788	jg22042	CARHR266260
OG0009789	jg22058	CARHR266490
OG0009790	jg22078	CARHR266690
OG0009791	jg22175	CARHR267210
OG0009792	jg22151	CARHR267010
OG0009793	jg22145	CARHR266970
OG0009794	jg22133	CARHR266900
OG0009795	jg22220	CARHR267560
OG0009796	jg22284	CARHR267890
OG0009797	jg22299	CARHR268090
OG0009798	jg22330	CARHR268410
OG0009799	jg22339	CARHR268490
OG0009800	jg22396	CARHR268910
OG0009801	jg22406	CARHR269020
OG0009802	jg22420	CARHR269190
OG0009803	jg22480	CARHR269690
OG0009804	jg22526	CARHR270100
OG0009805	jg22540	CARHR270270
OG0009806	jg22558	CARHR270500
OG0009807	jg22569	CARHR270590
OG0009808	jg22586	CARHR270720
OG0009809	jg22654	CARHR271320
OG0009810	jg22674	CARHR271460
OG0009811	jg22679	CARHR271500
OG0009812	jg22681	CARHR271530
OG0009813	jg22706	CARHR271830
OG0009814	jg22715	CARHR271910
OG0009815	jg22717	CARHR271940
OG0009816	jg15927	CARHR169330
OG0009817	jg32656	CARHR036120
OG0009818	jg5133	CARHR200280
OG0009819	jg5130	CARHR200310
OG0009820	jg5071	CARHR200820
OG0009821	jg5069	CARHR200840
OG0009822	jg5066	CARHR200870
OG0009823	jg5065	CARHR200880
OG0009824	jg5053	CARHR200990
OG0009825	jg5041	CARHR201120
OG0009826	jg5038	CARHR201150
OG0009827	jg5029	CARHR201260
OG0009828	jg4988	CARHR201660
OG0009829	jg4983	CARHR201710
OG0009830	jg4934	CARHR202250
OG0009831	jg4925	CARHR202330
OG0009832	jg4918	CARHR202400
OG0009833	jg4912	CARHR202480
OG0009835	jg4848	CARHR203110
OG0009836	jg4764	CARHR203900
OG0009837	jg23427	CARHR278290
OG0009838	jg4746	CARHR204090
OG0009839	jg4700	CARHR204530
OG0009840	jg4690	CARHR204640
OG0009842	jg4636	CARHR205230
OG0009843	jg4611	CARHR205490
OG0009844	jg4590	CARHR205660
OG0009845	jg14569	CARHR156330
OG0009846	jg10869	CARHR224170
OG0009847	jg10833	CARHR224520
OG0009848	jg10761	CARHR225120
OG0009849	jg10758	CARHR225140
OG0009850	jg10748	CARHR225280
OG0009851	jg10717	CARHR225560
OG0009852	jg10694	CARHR225830
OG0009853	jg10659	CARHR226060
OG0009854	jg10644	CARHR226200
OG0009855	jg10589	CARHR226680
OG0009856	jg10463	CARHR227660
OG0009857	jg10449	CARHR227770
OG0009858	jg10382	CARHR228510
OG0009859	jg10356	CARHR228720
OG0009860	jg10220	CARHR230110
OG0009861	jg10218	CARHR230130
OG0009862	jg10162	CARHR230750
OG0009863	jg10153	CARHR230820
OG0009864	jg10148	CARHR230870
OG0009865	jg10073	CARHR231500
OG0009866	jg31931	CARHR032150
OG0009867	jg32042	CARHR033220
OG0009868	jg32090	CARHR033630
OG0009869	jg32105	CARHR033760
OG0009870	jg32106	CARHR033770
OG0009871	jg32115	CARHR033810
OG0009872	jg32238	CARHR034440
OG0009873	jg32535	CARHR035540
OG0009875	jg32464, jg32451	CARHR292420
OG0009876	jg32746	CARHR036780
OG0009877	jg31336	CARHR027620
OG0009878	jg31385	CARHR028060
OG0009879	jg31454	CARHR028620
OG0009880	jg31499	CARHR029020
OG0009881	jg31501	CARHR029030
OG0009882	jg31527	CARHR029580, CARHR029570
OG0009883	jg31543	CARHR029400
OG0009884	jg31544	CARHR029390
OG0009885	jg31570	CARHR029650
OG0009886	jg31578	CARHR029690
OG0009887	jg31580	CARHR029710
OG0009888	jg31602	CARHR029880
OG0009889	jg31633	CARHR030200
OG0009890	jg31659	CARHR030340
OG0009891	jg8804	CARHR243740
OG0009892	jg8800	CARHR243800
OG0009893	jg8713	CARHR244580
OG0009894	jg8698	CARHR244710
OG0009895	jg8669	CARHR245040
OG0009896	jg8667	CARHR245050
OG0009897	jg8659	CARHR245140
OG0009898	jg8650	CARHR245240
OG0009899	jg8636	CARHR245410
OG0009901	jg16789	CARHR292950
OG0009902	jg8603	CARHR245700
OG0009903	jg16763	CARHR114360
OG0009904	jg8584	CARHR245890
OG0009905	jg8575	CARHR245980
OG0009906	jg8557	CARHR246160
OG0009907	jg8550	CARHR246230
OG0009908	jg8542	CARHR246320
OG0009909	jg8530	CARHR246430
OG0009910	jg8525	CARHR246480
OG0009911	jg8503	CARHR246700
OG0009912	jg8470	CARHR246980
OG0009913	jg8464	CARHR247040
OG0009914	jg8409	CARHR247320
OG0009915	jg8375	CARHR247700
OG0009916	jg8364	CARHR247810
OG0009917	jg8270	CARHR143600
OG0009918	jg11995	CARHR216730
OG0009919	jg11861	CARHR217060
OG0009920	jg12384	CARHR213910
OG0009921	jg12505	CARHR262960
OG0009922	jg12518	CARHR262830
OG0009923	jg12540	CARHR262610
OG0009924	jg18621	CARHR129200
OG0009925	jg18694	CARHR129850
OG0009926	jg797	CARHR050790
OG0009927	jg16187, jg32489	CARHR171700
OG0009928	jg18678	CARHR129700
OG0009929	jg18675	CARHR129680
OG0009930	jg18664	CARHR129580
OG0009931	jg18658	CARHR129510
OG0009932	jg18650	CARHR129440
OG0009933	jg7302	CARHR260830
OG0009934	jg7291	CARHR260740
OG0009935	jg7262	CARHR260430
OG0009936	jg21954	CARHR265560
OG0009937	jg18514	CARHR128210
OG0009938	jg18468	CARHR127700
OG0009939	jg18456	CARHR127610
OG0009940	jg18454	CARHR127590
OG0009941	jg21028	CARHR204890, CARHR213980
OG0009942	jg21050	CARHR181560
OG0009943	jg21186	CARHR284720
OG0009944	jg7338	CARHR261030
OG0009945	jg28034	CARHR261140
OG0009946	jg7358, jg7361, jg7360, jg7362	CARHR261240, CARHR256690
OG0009947	jg7409	CARHR256000
OG0009948	jg7416	CARHR255940
OG0009949	jg7578	CARHR254520
OG0009950	jg7587	CARHR254410
OG0009951	jg7657	CARHR253650
OG0009952	jg7689	CARHR253300
OG0009953	jg7696	CARHR253070
OG0009954	jg7713	CARHR252900
OG0009955	jg7720	CARHR252870, CARHR252880
OG0009956	jg7724	CARHR252830, CARHR252840
OG0009957	jg7770	CARHR252480
OG0009958	jg20720	CARHR178620
OG0009959	jg20597	CARHR177370
OG0009960	jg20568	CARHR176880
OG0009961	jg20554	CARHR176700
OG0009962	jg20553	CARHR176690
OG0009963	jg20461	CARHR175750
OG0009964	jg20429	CARHR175390, CARHR044550
OG0009965	jg20404	CARHR175020
OG0009967	jg20361	CARHR174460
OG0009968	jg20213, jg9022	CARHR143360
OG0009969	jg20273	CARHR173680
OG0009970	jg20270	CARHR173650
OG0009971	jg20292	CARHR173890
OG0009972	jg11687	CARHR218120
OG0009973	jg26580	CARHR099240
OG0009975	jg11535	CARHR218870
OG0009976	jg15362	CARHR164140
OG0009977	jg11479	CARHR219200
OG0009978	jg11442	CARHR219490
OG0009979	jg11364	CARHR220290
OG0009980	jg11304	CARHR220820
OG0009981	jg11267	CARHR221330
OG0009982	jg26345	CARHR097430
OG0009983	jg12571	CARHR262240
OG0009984	jg12572	CARHR262230
OG0009985	jg12573	CARHR262220
OG0009986	jg12622	CARHR261960
OG0009987	jg12624	CARHR261910
OG0009988	jg19075	CARHR133650
OG0009989	jg12760	CARHR212970
OG0009990	jg12790	CARHR272980
OG0009991	jg12844	CARHR212600
OG0009992	jg7301	CARHR260810
OG0009993	jg20218	CARHR143420
OG0009995	jg20148	CARHR142760
OG0009996	jg20144	CARHR142720
OG0009997	jg20083	CARHR142110
OG0009998	jg20079	CARHR142080
OG0010000	jg20026	CARHR141520
OG0010001	jg20022	CARHR141510
OG0010002	jg19975	CARHR141050
OG0010003	jg19942	CARHR140690
OG0010004	jg19929	CARHR140570
OG0010005	jg19914	CARHR140480
OG0010006	jg19912	CARHR140470
OG0010007	jg19857	CARHR224150
OG0010008	jg19854	CARHR140150
OG0010009	jg28319	CARHR111600
OG0010010	jg19745	CARHR139140
OG0010011	jg19723	CARHR138950
OG0010012	jg19722	CARHR138930
OG0010013	jg19709	CARHR138870
OG0010014	jg19691	CARHR138680
OG0010015	jg19637	CARHR138190
OG0010017	jg19630	CARHR138130
OG0010018	jg19628	CARHR138090
OG0010019	jg19505	CARHR137150
