Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0007003	jg18736	AL110U10020, AL4G32130
OG0007004	jg18740	AL4G32170
OG0007005	jg18751	AL4G32300
OG0007006	jg18759	AL4G32370
OG0007007	jg18778	AL4G32610
OG0007008	jg18857	AL4G33460
OG0007009	jg18874	AL4G33630
OG0007010	jg18882	AL4G33710
OG0007011	jg18886	AL4G33760, AL4G34370
OG0007012	jg18895	AL4G33830
OG0007013	jg18953	AL4G34830
OG0007014	jg18997	AL4G35320
OG0007015	jg19034	AL4G35780
OG0007016	jg30073	AL1G27980
OG0007017	jg3695	AL2G40760
OG0007018	jg30119	AL1G28450
OG0007019	jg25229	AL3G24410
OG0007020	jg30203, jg30191	AL1G29020
OG0007021	jg30196	nbis-gene-96
OG0007023	jg2866	AL2G31990
OG0007024	jg30288	AL1G29950
OG0007025	jg30293	AL1G30030
OG0007026	jg30309	AL1G30200
OG0007027	jg30321	AL1G30310
OG0007028	jg30384	AL1G31050
OG0007029	jg30425	AL1G31550
OG0007030	jg30426	AL1G31560
OG0007031	jg30448	AL1G31790
OG0007032	jg30449	AL1G31800
OG0007033	jg13463	AL5G16560
OG0007033	jg30482	AL1G32290
OG0007034	jg30495	AL1G32420
OG0007035	jg30605	AL1G33640
OG0007036	jg30634, jg24040	AL1G33910
OG0007037	jg30687	AL1G34510
OG0007038	jg30739	AL1G35080
OG0007039	jg30745	AL1G35150, AL1G35290
OG0007040	jg30766	AL1G35500
OG0007041	jg30771	AL1G35540
OG0007041	jg1117	AL2G17640
OG0007043	jg30915, jg32006	AL1G37210
OG0007044	jg30946	nbis-gene-144
OG0007044	jg30947	AL1G37530
OG0007045	jg30962	AL1G37740
OG0007046	jg31011	AL1G38240
OG0007047	jg31158	AL1G39760
OG0007048	jg31217	AL1G40340
OG0007049	jg31233, jg31234	AL1G40500
OG0007050	jg10047	AL7G28910
OG0007051	jg10022	AL7G28660
OG0007052	jg10008	AL7G28520
OG0007053	jg21831	AL8G25880
OG0007054	jg9680	AL7G25070
OG0007055	jg16926	AL4G14860
OG0007056	jg16815	AL4G13530
OG0007057	jg18967	AL4G34990
OG0007058	jg16708	AL4G12320
OG0007059	jg16649	AL4G11660
OG0007060	jg16508	AL4G10140
OG0007061	jg21347	AL8G20810
OG0007062	jg29935	AL1G26510
OG0007063	jg29895	AL1G26110
OG0007064	jg29859	AL1G25730
OG0007065	jg29781	AL1G24880
OG0007066	jg29760	AL1G24680
OG0007067	jg29753	AL1G24590
OG0007068	jg29688	AL1G23790
OG0007069	jg29685	AL1G23740
OG0007070	jg29626	AL1G23040
OG0007072	jg29535	AL1G22220
OG0007073	jg29531	AL1G22190
OG0007074	jg29515	AL1G22040
OG0007075	jg29512	AL1G22020
OG0007076	jg29417	AL1G21070
OG0007077	jg29379	AL1G20720
OG0007078	jg29344	AL1G20290
OG0007079	jg29343	AL1G20280
OG0007080	jg29289	AL1G19760
OG0007081	jg29259	AL1G19440
OG0007082	jg29241	AL1G19230
OG0007083	jg29191	AL1G18690
OG0007084	jg20057	AL4G45920
OG0007085	jg29101	AL1G17630
OG0007085	jg29102	AL1G17640
OG0007086	jg29085	AL1G17460
OG0007087	jg29083	AL1G17440
OG0007088	jg29039	AL1G16920
OG0007089	jg21747	AL8G25080
OG0007090	jg9072	AL7G18460
OG0007091	jg28971	AL1G16190
OG0007092	jg28956	AL1G16030
OG0007093	jg28917	AL1G15630
OG0007094	jg28818	AL1G14670
OG0007095	jg28798	AL1G14480
OG0007096	jg28788	AL1G14370
OG0007097	jg28779	AL1G14270
OG0007098	jg28774	AL1G14230
OG0007099	jg28745	AL1G13880
OG0007100	jg28713	AL1G13540, AL1G13000
OG0007101	jg28703	AL1G13430
OG0007102	jg28613	AL1G12440
OG0007103	jg10967	AL1G12410
OG0007104	jg28604	AL1G12340
OG0007105	jg28601	AL1G12300
OG0007106	jg28473	AL1G10920
OG0007107	jg15038	AL5G31960
OG0007108	jg28412	AL1G10200
OG0007109	jg5255	AL6G25070
OG0007110	jg5252	AL6G25040
OG0007111	jg5250	AL8G44270
OG0007112	jg5236	AL6G24880
OG0007113	jg5304	nbis-gene-1517
OG0007114	jg5362	AL6G26230
OG0007115	jg5344	AL6G26030
OG0007115	jg5343	AL6G26010
OG0007116	jg5392	AL6G26520
OG0007117	jg5464	AL6G27320
OG0007118	jg12320	AL7G52670, AL7G52680
OG0007119	jg5487	AL6G27560
OG0007120	jg5524	AL6G27950
OG0007121	jg5553	AL6G28310
OG0007122	jg5576	AL6G28500
OG0007123	jg5715	AL6G29950
OG0007124	jg5779	AL6G30630
OG0007125	jg6542	AL6G38320
OG0007126	jg6551	AL6G38460
OG0007127	jg6604	AL6G39000
OG0007128	jg6656	AL6G39560
OG0007129	jg6862	AL6G40840
OG0007130	jg21578	AL8G23180
OG0007131	jg21479	AL8G22220
OG0007132	jg21464	AL8G22070
OG0007133	jg21372	AL8G21150
OG0007134	jg21430	AL8G21710
OG0007135	jg5163	AL6G24120
OG0007136	jg4525	AL6G17150
OG0007137	jg4497	AL6G16870
OG0007138	jg4454, jg4437	AL6G16660
OG0007139	jg5161	AL6G24100
OG0007140	jg5160	nbis-gene-1513
OG0007141	jg4406	AL6G16360
OG0007142	jg4312	AL6G15450
OG0007143	jg4258	AL6G14860
OG0007145	jg4243	AL6G14630
OG0007146	jg4200	AL6G14130
OG0007147	jg5806	AL6G30960
OG0007147	jg5805	AL6G30950
OG0007148	jg6467	AL6G37780
OG0007149	jg6461	AL6G37680
OG0007150	jg6458	AL6G37660
OG0007151	jg6379	AL6G36720
OG0007152	jg6375	AL6G36680
OG0007153	jg6351	AL6G36450
OG0007154	jg6350	AL6G36440
OG0007155	jg6278	AL6G35680
OG0007156	jg6264	AL6G35480
OG0007157	jg6263	AL6G35470
OG0007158	jg14713	AL5G28400
OG0007159	jg6211	AL6G34910
OG0007160	jg6201	AL6G34800
OG0007161	jg6179	AL6G34560
OG0007162	jg6178	AL6G34550
OG0007163	jg23028	AL8G37500
OG0007164	jg23034	AL8G37540
OG0007165	jg23039	AL8G37610
OG0007166	jg23068	AL8G37890
OG0007167	jg23100	AL8G38230
OG0007168	jg23195	AL8G39300
OG0007169	jg23202	AL8G39390
OG0007170	jg23211	AL8G39480
OG0007171	jg23231	AL8G39740
OG0007172	jg14607	AL5G27350
OG0007172	jg14608	AL5G27360
OG0007173	jg23258	AL8G39980
OG0007174	jg22786	AL8G34990
OG0007175	jg14963	AL5G31220
OG0007176	jg14837	AL5G29770
OG0007177	jg14816	AL5G29450
OG0007178	jg14622	AL5G27480
OG0007179	jg23221	AL8G39650
OG0007180	jg14568	AL5G26930
OG0007181	jg14490	AL5G26160
OG0007182	jg14382	AL5G24740
OG0007183	jg14273, jg17675	AL5G23600
OG0007184	jg14266, jg14262	AL5G23530
OG0007185	jg14148	AL5G22480
OG0007186	jg14077	AL5G21900
OG0007187	jg2279	AL2G26050
OG0007188	jg2269	AL2G25990
OG0007189	jg16203	AL5G43770
OG0007190	jg24804	AL3G19890
OG0007191	jg2522	AL2G28500
OG0007192	jg2544	AL2G28710
OG0007193	jg2379	AL2G27000
OG0007194	jg2588, jg13738	AL22U10090
OG0007195	jg2589	AL22U10080
OG0007196	jg2598	AL2G29210
OG0007197	jg2693	AL2G30240
OG0007198	jg2712	AL2G30450
OG0007199	jg2720	AL2G30570
OG0007200	jg2740	AL2G30780
OG0007200	jg2742	AL2G30790
OG0007201	jg2800	AL2G31350
OG0007202	jg2821	AL2G31550
OG0007204	jg3507	AL2G38660
OG0007206	jg20580	AL8G13830
OG0007206	jg20582	AL8G13870
OG0007207	jg3401	AL2G37530
OG0007208	jg3391	AL2G37430
OG0007209	jg3338	AL2G36900
OG0007210	jg3304	AL2G36530
OG0007211	jg3285	AL2G36330
OG0007212	jg3262	AL2G36110
OG0007213	jg3230	AL2G35720
OG0007214	jg3228	AL2G35690
OG0007215	jg3149	AL2G34860
OG0007217	jg3135	AL2G34720
OG0007218	jg3131	AL2G34680
OG0007219	jg3100	AL2G34350
OG0007220	jg3018	AL2G33570
OG0007221	jg2963	AL2G32980
OG0007222	jg20227	AL4G47720
OG0007223	jg2913	AL2G32470
OG0007224	jg2873	AL2G32060
OG0007225	jg3513	AL2G38740
OG0007226	jg3550	AL262U10020, AL2G39090
OG0007227	jg24991	AL3G21930
OG0007228	jg3616	AL2G39880
OG0007229	jg3627	AL2G39990
OG0007230	jg3651	AL2G40290
OG0007231	jg30090	AL1G28150
OG0007231	jg30502	AL1G32490
OG0007232	jg3766	AL2G41500
OG0007233	jg3678	AL2G40570
OG0007234	jg3683	AL2G40620
OG0007235	jg3693	AL2G40740
OG0007236	jg17235	AL4G18160
OG0007236	jg3708	AL2G40890
OG0007237	jg30068	AL1G27930
OG0007238	jg30597	AL1G33500
OG0007239	jg24631	AL2G41300, AL3G17940
OG0007240	jg25264	AL3G24720
OG0007241	jg25270	AL3G24750
OG0007242	jg25342	AL3G25500
OG0007243	jg25366	AL3G25780, AL180U10020
OG0007244	jg25387	AL3G26010
OG0007245	jg25425	AL3G26410
OG0007246	jg25430	AL3G26470
OG0007247	jg25475	AL3G26930
OG0007248	jg25575	AL3G27870
OG0007249	jg25597	AL3G28090
OG0007250	jg25600	AL3G28180
OG0007251	jg25620	AL3G28420
OG0007252	jg25625	AL3G28470
OG0007253	jg25649	AL810U10030, AL3G28700
OG0007254	jg25650	AL3G28710
OG0007255	jg25660	AL3G28830
OG0007256	jg25666	AL3G28890
OG0007257	jg25955	AL3G31560
OG0007258	jg25784	AL3G30040
OG0007259	jg25813	AL3G30230
OG0007260	jg25850	AL3G30540
OG0007261	jg25889	AL3G30950
OG0007262	jg25895	AL3G30970
OG0007263	jg25914	AL3G31110
OG0007264	jg25930	AL3G31250
OG0007265	jg25936	AL3G31340
OG0007266	jg25978	AL3G31770
OG0007267	jg26009	AL3G32120
OG0007268	jg26021	AL3G32240
OG0007269	jg26064	AL3G32670
OG0007270	jg26073	AL3G32760
OG0007271	jg26080	AL3G32830
OG0007272	jg26089	AL3G32890
OG0007273	jg26116	AL3G33150
OG0007274	jg26148	AL3G33640
OG0007275	jg26176	AL3G33940
OG0007276	jg26259	AL3G34850
OG0007277	jg26301	AL3G35200
OG0007278	jg26351	AL3G35660
OG0007279	jg26336	AL3G35500
OG0007280	jg26332	AL3G35480
OG0007281	jg26322	AL3G35390
OG0007282	jg26436	AL3G36350
OG0007283	jg26440	AL3G36380
OG0007284	jg26455	AL3G36560
OG0007285	jg26456	AL3G36570
OG0007286	jg26479	AL3G36790
OG0007287	jg26495	AL3G36950
OG0007288	jg26511	AL3G37060
OG0007289	jg26614	AL3G38310
OG0007290	jg26632	AL3G38560
OG0007291	jg26638	AL3G38650
OG0007292	jg26677	AL3G39090
OG0007293	jg21323	AL8G20560
OG0007293	jg26702	AL3G39270
OG0007294	jg26748	AL3G39850
OG0007295	jg26768	AL3G40060
OG0007296	jg27363	AL3G44920
OG0007297	jg17783	AL4G21890
OG0007298	jg27356	AL3G44830
OG0007299	jg27552	nbis-gene-852
OG0007300	jg27705	AL3G52680
OG0007301	jg27833	AL3G49970
OG0007302	jg27863	AL3G50230
OG0007303	jg27905	AL3G50710
OG0007304	jg27962	AL3G51340
OG0007305	jg28068	AL3G53010
OG0007306	jg28113	AL3G49030
OG0007307	jg28149	AL3G48650
OG0007308	jg28259	AL3G53400
OG0007309	jg25222	AL3G24340
OG0007310	jg33716	AL1G63600
OG0007311	jg33689	AL1G63340
OG0007312	jg33678	AL1G63230
OG0007313	jg33604	AL1G62470
OG0007314	jg33450	AL1G60860
OG0007315	jg33408	AL1G60410
OG0007316	jg33394	AL1G60240
OG0007317	jg33334	AL1G59690
OG0007318	jg33320	AL1G59520
OG0007319	jg33134	AL1G57590
OG0007320	jg33039	AL1G56310
OG0007321	jg32954	AL1G55450
OG0007322	jg32977	AL1G55760
OG0007323	jg32921	AL1G55040
OG0007324	jg32902	AL1G54840
OG0007325	jg32852, jg32869	AL1G54460
OG0007326	jg11030	nbis-gene-1173
OG0007326	jg11035	AL7G38860
OG0007327	jg11038	AL7G38900
OG0007328	jg11090	AL7G39340
OG0007329	jg18597	AL4G30790
OG0007330	jg18595	AL4G30770
OG0007331	jg26361	AL3G35760
OG0007332	jg15118	AL5G32640
OG0007333	jg15146	AL5G33010
OG0007334	jg15167	AL5G33200
OG0007335	jg15168	AL5G33210
OG0007336	jg15249	AL5G34060
OG0007337	jg15081	AL5G32280
OG0007338	jg15065, jg15072	AL5G32190
OG0007339	jg15375	AL5G35450
OG0007340	jg15396	AL5G35690
OG0007341	jg15426	AL5G36000
OG0007342	jg15485	AL5G36620
OG0007343	jg9141	AL7G19290
OG0007344	jg15535	AL5G37090
OG0007345	jg15621	AL5G37840
OG0007346	jg15701	AL5G38230
OG0007347	jg15894	AL5G40430
OG0007348	jg15896	AL5G40460
OG0007349	jg16009	AL5G41640
OG0007350	jg16119	AL5G42910
OG0007351	jg16129	AL5G43020
OG0007352	jg16183	AL5G43590
OG0007353	jg16271	AL5G44680
OG0007354	jg16281	AL5G29560, AL5G44850
OG0007355	jg16406, jg16397, jg16390	AL5G46030
OG0007356	jg33424	AL1G60560
OG0007357	jg19078	AL4G20400, AL4G36260
OG0007358	jg22251	AL8G29820
OG0007359	jg2012, jg2011	AL2G23220
OG0007359	jg15198	AL5G33510
OG0007360	jg16288	AL5G44920
OG0007361	jg20263	AL8G10220
OG0007363	jg18541	AL4G30360
OG0007364	jg18560	AL4G30550
OG0007365	jg18609	AL4G30930
OG0007366	jg20117	AL4G46610
OG0007367	jg26611	nbis-gene-765
OG0007368	jg3192	AL2G35290
OG0007369	jg3103	AL2G34380
OG0007370	jg9195	AL7G19850
OG0007371	jg8714	AL7G14890
OG0007372	jg28763	AL1G14090
OG0007373	jg29680	AL1G23650
OG0007374	jg25876	AL3G30810
OG0007375	jg11653	AL9U11610
OG0007376	jg25637	AL3G28590
OG0007377	jg17861	AL4G23360
OG0007378	jg24057	AL5G13650
OG0007378	jg24056	AL3G11720
OG0007379	jg5127	AL6G23730
OG0007380	jg10366	AL7G32020
OG0007381	jg10693	AL7G35210
OG0007382	jg10789	AL7G36240
OG0007383	jg31507	AL1G43540
OG0007383	jg18538	nbis-gene-1078
OG0007384	jg17647	AL4G21350
OG0007385	jg5541	AL6G28200
OG0007386	jg6779	AL6G40530
OG0007387	jg22527	AL8G32230
OG0007388	jg22631	AL8G33280
OG0007391	jg11502, jg11503	AL9U10040
OG0007391	jg11501	AL9U10030
OG0007391	jg27559	AL3G47040
OG0007391	jg27555	AL3G46980
OG0007392	jg31782	AL1G49500, AL1G49490
OG0007393	jg28027	AL3G51930
OG0007393	jg28028	AL3G51950
OG0007396	jg13178	AL5G13540
OG0007398	jg14418	AL5G25210
OG0007398	jg14417	AL5G25200
OG0007399	jg14498	AL5G26240
OG0007399	jg14499	AL5G26250
OG0007399	jg14500	AL5G26260
OG0007399	jg14501	AL5G26270
OG0007400	jg21886	AL8G26360
OG0007413	jg9611	AL7G24350
OG0007414	jg9584	AL7G24070
OG0007415	jg9582	AL7G24050
OG0007416	jg9566	AL7G23880
OG0007417	jg9558	AL7G23780
OG0007418	jg9549	AL7G23670
OG0007419	jg9484	AL7G22880
OG0007420	jg9457	AL7G22590
OG0007421	jg9436	AL7G22420
OG0007422	jg9417	AL7G22230
OG0007423	jg9404	AL7G22120
OG0007424	jg9384	AL7G21880
OG0007425	jg9350	AL7G21540
OG0007426	jg9285	AL7G20930
OG0007427	jg9273	AL7G20790
OG0007428	jg9265	AL7G20700
OG0007429	jg9261	AL7G20650
OG0007430	jg9253	AL7G20550
OG0007431	jg9249	AL7G20500
OG0007432	jg9228	AL7G20290
OG0007433	jg9638	AL7G24620
OG0007434	jg9180	AL7G19670
OG0007435	jg9171	AL7G19640
OG0007437	jg9167	AL7G19570
OG0007438	jg9158	AL7G19480
OG0007439	jg9137	AL7G19220
OG0007440	jg9116	AL7G19020
OG0007441	jg9062	AL7G18340
OG0007442	jg9071	AL7G18450
OG0007443	jg9038	AL7G18120
OG0007444	jg9039	AL7G18130
OG0007445	jg8992	AL7G17680
OG0007446	jg8937	AL7G17080
OG0007448	jg8961	AL7G17330
OG0007449	jg8963	AL7G17360
OG0007450	jg8967	AL7G17400
OG0007451	jg8909	AL7G16790
OG0007452	jg8904	AL7G16740
OG0007453	jg8896	AL7G16650
OG0007454	jg8894	AL7G16630
OG0007455	jg8874	AL7G16430
OG0007456	jg8859	AL7G16250
OG0007458	jg31776	AL1G49570
OG0007459	jg31778	AL1G49550
OG0007460	jg31825	AL1G46020
OG0007461	jg31844	AL1G46200
OG0007462	jg31854	AL1G46250
OG0007463	jg31866	AL1G46370
OG0007464	jg10935	AL7G37860
OG0007465	jg10958	AL7G38120
OG0007466	jg11002	AL7G38550
OG0007467	jg11015	AL7G38680
OG0007468	jg1554	AL1G64870
OG0007469	jg1520	AL1G65130
OG0007470	jg11159	AL7G40010
OG0007471	jg1363	AL1G66470
OG0007472	jg4588	AL6G17760
OG0007473	jg1178	AL2G18260
OG0007474	jg1091	AL2G17350
OG0007475	jg876	AL2G15450
OG0007476	jg857	AL2G15230
OG0007477	jg29524	AL1G22130
OG0007478	jg795	AL2G14630
OG0007479	jg776	AL2G14400
OG0007480	jg771	AL2G14350
OG0007481	jg12896	AL5G10010
OG0007482	jg12908	AL5G10120
OG0007483	jg12918	AL5G10230
OG0007484	jg12986	AL5G10940
OG0007485	jg29958	AL1G26750
OG0007486	jg13083	AL5G12410
OG0007487	jg13103	AL5G12640
OG0007488	jg13117	AL5G12850
OG0007489	jg13135	AL5G13050
OG0007490	jg13152	AL5G13280
OG0007491	jg30446	AL1G31770
OG0007492	jg13220	AL5G14110
OG0007493	jg13242	AL5G14360
OG0007494	jg13264	AL5G14560
OG0007495	jg13325	AL5G15140
OG0007496	jg13330	AL5G15190
OG0007497	jg13376	AL5G15680
OG0007498	jg13396	AL5G15950
OG0007499	jg13401	AL5G16020
OG0007501	jg13425	AL5G16320
OG0007502	jg13426	AL5G16340
OG0007503	jg13468	AL5G16660
OG0007504	jg13527	AL5G17140
OG0007506	jg13740	AL5G19120
OG0007507	jg13782	AL5G19460
OG0007507	jg12484	AL7G51220
OG0007508	jg13805	AL5G19600
OG0007509	jg13864	AL5G20010
OG0007510	jg2243	AL2G25750
OG0007511	jg2217	AL2G25380
OG0007512	jg2174	AL2G25030
OG0007513	jg2057	AL2G23810
OG0007514	jg2052	AL2G23740
OG0007515	jg1984	AL2G22850
OG0007516	jg1867	AL2G20420
OG0007517	jg5616	AL6G28880
OG0007518	jg371	AL2G10170
OG0007519	jg33666	AL1G63080
OG0007520	jg430	AL2G10890
OG0007521	jg464	AL2G11130
OG0007522	jg505	AL2G11580
OG0007523	jg546	AL2G11980, AL2G12020
OG0007524	jg548, jg551	AL2G12140, AL2G12040
OG0007525	jg578	AL2G12430
OG0007526	jg595	AL2G12590
OG0007527	jg677	AL2G13420
OG0007528	jg683	nbis-gene-386
OG0007529	jg693	AL2G13600
OG0007530	jg25219	AL3G24310
OG0007531	jg25217	AL3G24290
OG0007532	jg25216	AL3G24280
OG0007533	jg25204	AL3G24130
OG0007534	jg9635	AL7G24590
OG0007535	jg9881	AL7G27220
OG0007536	jg9864	AL7G27050
OG0007537	jg9853	AL7G26940
OG0007538	jg19352	AL4G38770
OG0007539	jg19343	AL4G34430, AL4G38640
OG0007540	jg19338	AL4G38590
OG0007541	jg24837	AL3G20230
OG0007542	jg24841	AL3G20290
OG0007543	jg24846	AL3G20340
OG0007544	jg24878	AL3G20700
OG0007545	jg24882	AL3G20730
OG0007546	jg24901	AL3G20970
OG0007547	jg24910, jg20316	AL3G21060
OG0007548	jg4116	AL6G13260
OG0007549	jg24933	AL3G21330
OG0007550	jg24948	AL3G21460
OG0007551	jg24969	AL3G21680
OG0007552	jg24989	AL3G21900
OG0007553	jg4209	AL6G14230
OG0007554	jg25020	AL3G22270
OG0007555	jg25068	AL3G22730
OG0007556	jg25075	AL3G22800
OG0007557	jg25092	AL3G22940
OG0007559	jg25113	AL3G23170
OG0007560	jg25121	AL3G23250
OG0007561	jg25126	AL3G23290
OG0007562	jg25134	AL3G23370
OG0007563	jg9629	AL7G24530
OG0007564	jg25146	nbis-gene-694
OG0007565	jg25147	AL3G23550
OG0007566	jg25150	AL3G23590
OG0007567	jg25186	AL3G23950
OG0007568	jg25188	AL3G23970
OG0007569	jg15725, jg15656	AL5G38720
OG0007570	jg21639	AL8G23830
OG0007571	jg20376	AL8G11450
OG0007572	jg32776	AL1G53710
OG0007573	jg21730	AL8G24860
OG0007574	jg21735	AL8G24920
OG0007575	jg21740	AL8G24980
OG0007576	jg21743	AL8G25010
OG0007577	jg9046	AL7G18190
OG0007578	jg21939	AL8G26870
OG0007579	jg22054	AL8G28040
OG0007581	jg22037	AL8G27780
OG0007582	jg22030	AL8G27690
OG0007583	jg22027	AL8G27660
OG0007584	jg22056	AL8G28060
OG0007585	jg22062	AL8G28120
OG0007586	jg22192	AL8G29250
OG0007587	jg22163	AL8G29090
OG0007588	jg22234	AL8G29730
OG0007589	jg22282	AL8G30040
OG0007590	jg22319	AL8G30400
OG0007591	jg22395	AL8G31160
OG0007592	jg22425	AL236U10010, AL8G31440
OG0007593	jg2115	AL2G24490, AL2G22990
OG0007593	jg22457	AL8G31670
OG0007594	jg22467, jg22468	AL8G31820
OG0007596	jg22574	AL8G32740
OG0007597	jg22591	AL8G32900
OG0007598	jg22594	AL8G32930
OG0007599	jg22600	AL8G32980
OG0007600	jg22637	AL8G33350
OG0007601	jg22644	AL8G33400
OG0007602	jg22669	nbis-gene-2165
OG0007603	jg22683	AL8G33850
OG0007604	jg22721	AL8G34260
OG0007605	jg6655	AL6G39550
OG0007606	jg5152	AL6G24010
OG0007607	jg5129	AL6G23750
OG0007608	jg5122	AL6G23680
OG0007609	jg5114	AL6G23620
OG0007610	jg5100	AL6G23460
OG0007611	jg5080	AL6G23190
OG0007612	jg5070	AL6G23080
OG0007613	jg5051	AL6G22900
OG0007614	jg5044	AL6G22830
OG0007615	jg5032	AL6G22690
OG0007616	jg5013	AL6G22540
OG0007617	jg4980	AL6G22150
OG0007618	jg4978	AL6G22120
OG0007619	jg4952	AL6G21870
OG0007620	jg4930	AL6G21610
OG0007621	jg4893	AL6G21140
OG0007622	jg4742	AL6G19660
OG0007623	jg4720	AL6G19360
OG0007624	jg4710	AL6G19250
OG0007626	jg4664	AL6G18560
OG0007627	jg4660	AL6G18520
OG0007628	jg4631	AL6G18240
OG0007629	jg4567	AL6G17540
OG0007630	jg4556	AL6G17490
OG0007631	jg10878	AL7G37290
OG0007632	jg10828	AL7G36690
OG0007633	jg10813	AL7G36560
OG0007634	jg10806	AL7G36430
OG0007635	jg10801	AL7G36360
OG0007637	jg7687	AL6G47810
OG0007638	jg10700	AL7G35290
OG0007639	jg10691	AL7G35190
OG0007640	jg10662	AL7G34930
OG0007641	jg10640	AL7G34680
OG0007642	jg10571	AL7G33930
OG0007643	jg10559	AL7G33770
OG0007643	jg20658	nbis-gene-1996
OG0007644	jg23165	AL8G38940
OG0007645	jg10502	AL7G33410
OG0007646	jg10480	AL7G33210
OG0007647	jg7780	AL6G48760
OG0007648	jg10422	AL7G32650
OG0007649	jg10394	AL7G32290
OG0007650	jg10332	AL7G31610
OG0007651	jg10327	AL7G31560
OG0007652	jg10308	AL7G31380
OG0007653	jg10299	AL7G31290
OG0007654	jg10278	AL7G31070
OG0007655	jg10270	AL7G30970
OG0007656	jg10255	AL7G30850
OG0007657	jg10237	AL7G30640
OG0007658	jg10222	AL7G30470
OG0007659	jg10219	AL7G30440
OG0007660	jg10133	AL7G29750
OG0007661	jg10117	AL7G29620
OG0007662	jg17253, jg10094	AL7G29380
OG0007663	jg31974	AL1G47610
OG0007664	jg31978	AL1G47670
OG0007665	jg31990	AL1G47780
OG0007666	jg32070	AL1G48440
OG0007667	jg32139	AL1G49100
OG0007668	jg32284	AL1G50930
OG0007669	jg32645	AL1G52460
OG0007670	jg32809	AL1G54060
OG0007671	jg32753	AL1G53400
OG0007672	jg32815	AL1G54110
OG0007673	jg24721	AL3G18990
OG0007674	jg31329	AL1G41620
OG0007675	jg31352	AL1G41860
OG0007676	jg12163	AL7G45930
OG0007676	jg17033	AL4G16080
OG0007677	jg31371	AL1G42050
OG0007678	jg31381	AL1G42140
OG0007679	jg31444	AL1G42960
OG0007680	jg31557	AL1G44040
OG0007681	jg31582	AL1G44290
OG0007682	jg31627	AL1G44750
OG0007683	jg31629	AL1G44770
OG0007684	jg31635	AL1G44850
OG0007685	jg8794	AL7G15630
OG0007686	jg4056	AL6G12560
OG0007687	jg8758	AL7G15270
OG0007688	jg8739	AL7G15100
OG0007689	jg8735	AL7G15060
OG0007690	jg8704	AL7G14770
OG0007691	jg8683	AL7G14530
OG0007692	jg8681	AL7G14500
OG0007693	jg8661	AL7G14240
OG0007694	jg8638	AL7G13910
OG0007695	jg16806	AL4G13440
OG0007696	jg8624	AL7G13760
OG0007697	jg8579	AL7G13220
OG0007698	jg8567	AL7G13090
OG0007699	jg8561	AL7G12950
OG0007700	jg8560	AL7G12940
OG0007702	jg8526	AL7G12580
OG0007703	jg8515	AL7G12440
OG0007704	jg8489	AL7G12120
OG0007705	jg8468	AL7G11920
OG0007706	jg8419	AL7G11520
OG0007707	jg8315	AL7G10390
OG0007708	jg11935	AL7G44290
OG0007710	jg12430	AL7G51560
OG0007711	jg18615	AL4G30990
OG0007712	jg18623	AL4G31080
OG0007713	jg18632	AL4G31170
OG0007714	jg29394	AL1G20860
OG0007715	jg2670	AL2G29970
OG0007715	jg31733	AL1G49260
OG0007716	jg5647	AL6G29260
OG0007717	jg18648	AL716U10010, AL4G31300
OG0007718	jg18642	AL4G31240
OG0007719	jg7277	AL6G43270
OG0007720	jg7211	AL6G41550
OG0007721	jg7087, jg7154	AL6G42240
OG0007722	jg31538	AL1G43820
OG0007723	jg18519	AL4G30080
OG0007725	jg18496	nbis-gene-1076
OG0007726	jg18490	AL4G29610
OG0007727	jg18489	AL4G29600
OG0007728	jg18452	AL4G29220
OG0007729	jg18447	AL4G29160
OG0007730	jg21005	AL8G18080
OG0007731	jg7381	AL6G44220
OG0007732	jg7463	AL6G45180
OG0007733	jg7490	AL6G45460
OG0007734	jg7558	AL6G46260
OG0007735	jg7644	AL6G47290
OG0007736	jg7669	AL6G47620
OG0007736	jg11289	AL7G41290
OG0007737	jg7698	AL6G47910
OG0007738	jg7750	AL6G48460
OG0007739	jg5857	AL6G31470
OG0007740	jg7762	AL6G48600
OG0007741	jg20670	AL8G14890
OG0007742	jg20604	AL8G14110
OG0007743	jg20555	AL8G13440
OG0007744	jg20527	AL8G13090
OG0007745	jg20490	AL8G12660
OG0007746	jg20480	AL8G12550
OG0007747	jg20463	AL8G12430
OG0007748	jg20447	AL8G12240
OG0007749	jg20441	AL8G12180
OG0007750	jg20414	AL8G11890
OG0007751	jg4201	AL6G14140
OG0007752	jg20401	AL8G11760
OG0007753	jg20395	AL8G11690
OG0007754	jg20373	AL8G11400
OG0007755	jg11088	AL7G39320
OG0007756	jg11958	AL7G44470
OG0007757	jg11964	AL7G44560
OG0007758	jg11721	AL9U12240
OG0007759	jg26846	AL3G40780
OG0007760	jg26792	AL3G40200
OG0007761	jg11525	AL9U10290
OG0007762	jg11428	AL7G42690
OG0007763	jg11345	AL7G41920
OG0007764	jg11177	AL7G40170
OG0007765	jg12724	AL7G48510
OG0007766	jg12824	AL7G47460
OG0007767	jg12855	AL7G47130
OG0007768	jg33045	AL1G56360
OG0007768	jg798	AL2G14680
OG0007769	jg20200	AL4G47430
OG0007770	jg20188	AL4G47300
OG0007771	jg20182	AL4G47240
