Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0009757	jg24893	g13058, g12396
OG0009758	jg24947	g12383
OG0009759	jg2068	g13102, g7423
OG0009760	jg25052	g12339
OG0009762	jg25080	g13115, g7387
OG0009763	jg25142	g7346
OG0009764	jg25184	g7318
OG0009765	jg27853	g1502
OG0009767	jg21676	g41154
OG0009768	jg21678	g41155
OG0009769	jg21693	g1409
OG0009770	jg21699	g28253
OG0009771	jg21751	g1351
OG0009772	jg21774	g28320
OG0009773	jg21775	g28321
OG0009774	jg21810	g41162
OG0009775	jg21817	g41164
OG0009776	jg5191	g29335
OG0009777	jg21860	g28351
OG0009778	jg21891	g1301, g28359
OG0009779	jg21913	g41208
OG0009780	jg21921	g28364
OG0009781	jg21930	g880
OG0009782	jg21946	g28374, g41225
OG0009783	jg21995	g41242
OG0009784	jg22004, jg22001	g41246
OG0009785	jg22008	g41249
OG0009786	jg22055	g41281
OG0009787	jg22048	g41275, g913
OG0009788	jg22042	g911
OG0009789	jg22058	g41284
OG0009790	jg22078	g28430
OG0009791	jg22175	g28450
OG0009792	jg22151	g28442
OG0009793	jg22145	g933
OG0009794	jg22133	g28440
OG0009795	jg22220	g39428
OG0009796	jg22284	g39406
OG0009797	jg22299	g37054
OG0009798	jg22330	g992, g39386
OG0009799	jg22339	g39384, g39388
OG0009800	jg22396	g39366
OG0009801	jg22406	g39365
OG0009802	jg22420	g39361
OG0009803	jg22480	g1061
OG0009806	jg22558	g28564
OG0009807	jg22569	g28571
OG0009808	jg22586	g1093
OG0009809	jg22654	g1112
OG0009810	jg22674	g28655
OG0009811	jg22679	g1134
OG0009812	jg22681	g1136
OG0009813	jg22706	g28679
OG0009814	jg22715	g28685
OG0009815	jg22717	g39282
OG0009816	jg15927	g2001
OG0009817	jg32656	g28143
OG0009818	jg5133	g5286
OG0009819	jg5130	g29380, g45615
OG0009820	jg5071	g5314
OG0009821	jg5069	g5315, g29400
OG0009822	jg5066	g5317
OG0009824	jg5053	g29406
OG0009825	jg5041	g29413
OG0009826	jg5038	g5333
OG0009827	jg5029	g5339
OG0009828	jg4988	g29437
OG0009829	jg4983	g5369
OG0009830	jg4934	g29464
OG0009832	jg4918	g5396, g45555
OG0009833	jg4912	g5398
OG0009835	jg4848	g5424
OG0009836	jg4764	g29558
OG0009837	jg23427	g238
OG0009838	jg4746	g5467
OG0009840	jg4690	g45500
OG0009843	jg4611	g45485, g29614
OG0009844	jg4590	g29626
OG0009845	jg14569	g2733, g19505
OG0009846	jg10869	g47212
OG0009847	jg10833	g24234
OG0009849	jg10758	g24191
OG0009850	jg10748	g47273
OG0009851	jg10717	g17465
OG0009852	jg10694	g24154
OG0009853	jg10659	g24141
OG0009854	jg10644	g17429
OG0009855	jg10589	g24085
OG0009856	jg10463	g24035
OG0009857	jg10449	g24032
OG0009858	jg10382	g47400
OG0009859	jg10356	g17317
OG0009860	jg10220	g23919
OG0009861	jg10218	g23917
OG0009862	jg10162	g23898
OG0009864	jg10148	g23895
OG0009865	jg10073	g47487, g23850
OG0009866	jg31931	g50662
OG0009867	jg32042	g27804
OG0009868	jg32090	g32742, g50739
OG0009869	jg32105	g32766
OG0009870	jg32106	g50747
OG0009871	jg32115	g27852
OG0009872	jg32238	g32973
OG0009873	jg32535	g53740
OG0009874	jg32785	g54005
OG0009875	jg32464, jg32451	g11667
OG0009876	jg32746	g36227
OG0009877	jg31336	g32320
OG0009878	jg31385	g32358
OG0009879	jg31454	g50504
OG0009880	jg31499	g32408
OG0009881	jg31501	g27688, g32410
OG0009882	jg31527	g27691
OG0009883	jg31543	g32429, g27693
OG0009884	jg31544	g32430
OG0009885	jg31570	g32451
OG0009886	jg31578	g27698
OG0009887	jg31580	g32457
OG0009888	jg31602	g27703
OG0009890	jg31659	g50567
OG0009891	jg8804	g23004
OG0009892	jg8800	g23000
OG0009893	jg8713	g22948
OG0009894	jg8698	g22933
OG0009895	jg8669	g22911
OG0009896	jg8667	g22909
OG0009897	jg8659	g22900
OG0009898	jg8650	g22892
OG0009899	jg8636	g22882
OG0009901	jg16789	g36912
OG0009902	jg8603	g22844
OG0009903	jg16763	g50943
OG0009904	jg8584	g22829
OG0009905	jg8575	g47993
OG0009906	jg8557	g22809
OG0009907	jg8550	g22802
OG0009909	jg8530	g22791
OG0009910	jg8525	g18295, g52911
OG0009911	jg8503	g22764
OG0009912	jg8470	g22733
OG0009913	jg8464	g22724
OG0009914	jg8409	g22705
OG0009915	jg8375	g18312
OG0009916	jg8364	g18321
OG0009917	jg8270	g18384
OG0009918	jg11995	g47433, g46857
OG0009919	jg11861	g46929
OG0009920	jg12384	g46741
OG0009921	jg12505	g46702
OG0009922	jg12518	g46700
OG0009923	jg12540	g46690
OG0009924	jg18621	g51494
OG0009925	jg18694, jg939	g38006
OG0009926	jg797	g40963
OG0009927	jg16187, jg32489	g1867
OG0009928	jg18678	g51527
OG0009929	jg18675	g51526
OG0009930	jg18664	g51519, g37136
OG0009932	jg18650	g38000
OG0009934	jg7291	g40271
OG0009935	jg7262	g40262
OG0009936	jg21954	g38331
OG0009937	jg18514	g37089
OG0009938	jg18468	g51382
OG0009939	jg18456	g51370
OG0009940	jg18454	g51368
OG0009941	jg21028	g37026
OG0009942	jg21050	g37015
OG0009943	jg21186	g37137
OG0009944	jg7338	g25839
OG0009946	jg7358, jg7361, jg7360, jg7362	g40295
OG0009947	jg7409	g40321
OG0009948	jg7416	g40327
OG0009949	jg7578	g40382
OG0009950	jg7587	g25675
OG0009951	jg7657	g40410
OG0009952	jg7689	g40430
OG0009953	jg7696	g40435, g16067, g25593
OG0009954	jg7713	g40445, g25585
OG0009955	jg7720	g40447
OG0009956	jg7724	g40448
OG0009957	jg7770	g40461
OG0009958	jg20720	g40492
OG0009959	jg20597	g40538
OG0009960	jg20568	g10997
OG0009961	jg20554	g10985
OG0009962	jg20553	g10984
OG0009963	jg20461	g40602
OG0009964	jg20429	g40627
OG0009965	jg20404	g40635
OG0009967	jg20361	g40672, g10908
OG0009968	jg20213, jg9022	g37770
OG0009969	jg20273	g10851, g40717
OG0009970	jg20270	g40719
OG0009971	jg20292	g40706, g10865
OG0009972	jg11687	g46940
OG0009973	jg26580	g6538
OG0009974	jg8630	g18267
OG0009975	jg11535	g24705
OG0009976	jg15362	g2304
OG0009977	jg11479	g47004
OG0009978	jg11442	g47009
OG0009979	jg11364	g47039
OG0009980	jg11304	g24522
OG0009981	jg11267	g47077
OG0009982	jg26345	g6665
OG0009983	jg12571	g43419, g43418
OG0009984	jg12572	g16872, g16873
OG0009985	jg12573	g16871
OG0009986	jg12622	g16850
OG0009987	jg12624	g4318
OG0009988	jg19075	g37301
OG0009989	jg12760	g16787
OG0009990	jg12790	g50169
OG0009991	jg12844	g16765
OG0009992	jg7301	g40274
OG0009993	jg20218	g37771
OG0009995	jg20148	g50824
OG0009996	jg20144	g50822
OG0009997	jg20083	g37695
OG0009998	jg20079	g37688
OG0010000	jg20026	g37651
OG0010001	jg20022	g37650
OG0010002	jg19975	g52278
OG0010003	jg19942	g52254
OG0010004	jg19929	g37606
OG0010005	jg19914	g52224
OG0010006	jg19912	g52225
OG0010007	jg19857	g52208, g38239, g976
OG0010008	jg19854	g52198
OG0010009	jg28319	g13838
OG0010010	jg19745	g52146
OG0010011	jg19723	g52130
OG0010012	jg19722	g52129
OG0010013	jg19709	g52126
OG0010015	jg19637	g52106
OG0010016	jg19632	g38203
OG0010017	jg19630	g52095
OG0010018	jg19628	g52093
OG0010019	jg19505	g52027
OG0010020	jg19511	g52031, g37435
OG0010021	jg15784	g18979
OG0010022	jg19476	g37411
OG0010023	jg19461	g38168
OG0010024	jg19439	g37394
OG0010025	jg19434	g51996
OG0010026	jg3944	g5798
OG0010027	jg3945	g5797
OG0010028	jg3975	g5790
OG0010029	jg3994	g45329
OG0010030	jg4002	g45337
OG0010031	jg4021	g5766
OG0010033	jg4063	g29836
OG0010034	jg4075, jg4072	g5738
OG0010035	jg4079	g5734
OG0010036	jg4095	g5725
OG0010038	jg4132	g29811
OG0010039	jg4141	g45376
OG0010040	jg5796	g29110
OG0010041	jg5821	g657
OG0010042	jg5818	g29123
OG0010043	jg5874	g703
OG0010045	jg5890	g711
OG0010046	jg5885	g28946
OG0010047	jg5911	g28932
OG0010048	jg5912	g28931, g41402
OG0010049	jg5425	g5072, g29206
OG0010050	jg5935	g734
OG0010051	jg5951	g41386
OG0010052	jg5972	g748, g28906
OG0010053	jg5975	g755
OG0010054	jg12713	g16809
OG0010055	jg6074	g41353
OG0010056	jg23017	g28849
OG0010057	jg22997	g843, g28828
OG0010058	jg22986	g41327
OG0010059	jg22945	g861
OG0010060	jg22896	g1276
OG0010061	jg31315	g27644
OG0010062	jg22806	g28710
OG0010063	jg23292	g312
OG0010064	jg23305	g9819
OG0010065	jg23307	g305
OG0010066	jg23310	g302
OG0010067	jg22405	g1028
OG0010068	jg23387	g260
OG0010069	jg23408	g9781
OG0010070	jg23420	g9774
OG0010071	jg23438	g236
OG0010072	jg23501	g200
OG0010073	jg23519	g178, g9725
OG0010074	jg23521	g176
OG0010075	jg23580	g9700
OG0010076	jg23585	g140, g9698
OG0010077	jg23662	g72
OG0010078	jg23683	g61
OG0010079	jg23690	g59
OG0010080	jg23693	g54
OG0010081	jg23694	g9661
OG0010082	jg23715	g41, g19652
OG0010083	jg14588, jg23749	g26
OG0010084	jg23755	g19642
OG0010085	jg15025	g2476, g19313
OG0010087	jg8238	g25339
OG0010089	jg8181	g45271
OG0010090	jg30354	g31767
OG0010091	jg8108	g39482
OG0010092	jg8091	g25415, g25418, g45221
OG0010093	jg8051	g25433
OG0010094	jg8006	g39547
OG0010095	jg7998	g39549
OG0010096	jg7983	g45233
OG0010097	jg7960	g25471
OG0010098	jg7939	g25479
OG0010099	jg7909	g25501
OG0010100	jg7915	g39636
OG0010101	jg7918	g25511
OG0010102	jg7921	g39639
OG0010103	jg7924	g39643, g45192
OG0010104	jg7835	g39668
OG0010105	jg20848	g11102
OG0010106	jg18437, jg12217	g51351
OG0010107	jg18430	g51342
OG0010109	jg18330	g51305, g35972
OG0010110	jg18262	g51278
OG0010111	jg18243	g37915
OG0010112	jg18174	g39858
OG0010113	jg18159, jg18180	g51233, g39873
OG0010114	jg18119	g39895
OG0010115	jg18079	g39916
OG0010116	jg18036	g39957
OG0010118	jg17874	g40013
OG0010120	jg17807	g51077, g40034
OG0010121	jg17778	g40059
OG0010122	jg17770	g40063
OG0010123	jg17763	g40067
OG0010124	jg17717	g40084
OG0010125	jg17715	g40085
OG0010127	jg17639	g40116
OG0010128	jg17511	g40158
OG0010129	jg28810	g40178
OG0010130	jg17442	g40185
OG0010131	jg17314	g38288
OG0010132	jg9707	g23634
OG0010133	jg23899	g12721
OG0010134	jg24775	g7546
OG0010135	jg3818	g3249
OG0010136	jg19425	g37389
OG0010138	jg9816	g23703
OG0010139	jg9810	g17131
OG0010140	jg23978	g12703
OG0010141	jg24103	g7856
OG0010142	jg24152	g12655
OG0010143	jg24154	g12653
OG0010144	jg24208	g7818
OG0010145	jg24213	g12781
OG0010146	jg24222	g7812
OG0010147	jg24233	g12620
OG0010148	jg24313	g7778, g7769
OG0010149	jg24292, jg24326	g7762
OG0010150	jg24366	g12822
OG0010151	jg24491	g12533
OG0010152	jg24616	g12938
OG0010153	jg24618	g7630
OG0010154	jg24641	g7620
OG0010155	jg24648	g7615, g7324
OG0010156	jg24659	g12456
OG0010157	jg24735	g12982
OG0010158	jg24753	g12425
OG0010159	jg23152	g9874, g382
OG0010160	jg24789	g13000
OG0010162	jg19213	g51820
OG0010163	jg19209	g51813, g37335
OG0010164	jg19167	g51778
OG0010165	jg15430	g2252
OG0010166	jg19086	g51748
OG0010167	jg19061	g37293
OG0010169	jg18802	g38045
OG0010170	jg18825	g51608
OG0010171	jg18859	g38062
OG0010172	jg18860	g37197
OG0010173	jg18875	g38069
OG0010174	jg18941	g51670, g51669
OG0010175	jg18987, jg18985	g51703
OG0010176	jg18976	g51693
OG0010178	jg29009	g26986
OG0010179	jg19053	g38103
OG0010180	jg30030	g49940
OG0010182	jg30186, jg30199, jg30163, jg30174	g31666
OG0010184	jg30294	g50014
OG0010185	jg5870	g41411
OG0010186	jg30333	g31751
OG0010187	jg30390	g31798
OG0010189	jg30450	g31829
OG0010190	jg30468	g50086
OG0010191	jg30480	g31859
OG0010192	jg30521	g50112
OG0010193	jg30525	g31891
OG0010194	jg30526	g27447
OG0010195	jg30530	g31892
OG0010196	jg30536	g50116
OG0010197	jg30584	g50141
OG0010198	jg30620	g27468
OG0010199	jg30621	g27469
OG0010200	jg30630	g27474
OG0010201	jg30649	g31964
OG0010203	jg30722	g27492
OG0010204	jg3443	g14076
OG0010205	jg30826	g27526
OG0010206	jg30846	g27535
OG0010207	jg30850	g50264
OG0010209	jg30890	g50281
OG0010210	jg2664	g45860
OG0010211	jg30959	g50307
OG0010212	jg31047	g32128
OG0010213	jg31094	g50361, g32152
OG0010214	jg2502	g44772
OG0010215	jg31125	g32165
OG0010216	jg31147	g32188
OG0010217	jg31160	g32192
OG0010218	jg2382	g41569
OG0010219	jg31197	g32222, g50391
OG0010220	jg31219	g32244
OG0010222	jg31265	g27626
OG0010223	jg10011	g17203
OG0010224	jg9966	g23800
OG0010225	jg9960	g17182
OG0010226	jg9951	g23787
OG0010227	jg9950	g23786
OG0010228	jg9893	g17156
OG0010229	jg17094	g38333
OG0010230	jg16949	g38369
OG0010231	jg16936	g38371, g38375, g38379
OG0010232	jg16898, jg16894	g50976
OG0010233	jg16883	g50973
OG0010234	jg13260	g42712
OG0010234	jg32210	g39184, g40698, g36149, g43130, g47025, g32216
OG0010235	jg16839	g50960
OG0010236	jg16835	g5010, g38422
OG0010239	jg16727, jg28206	g50905
OG0010240	jg16583	g38523, g50878
OG0010241	jg16520	g50854
OG0010242	jg29999	g31576, g49931
OG0010243	jg29991	g27288
OG0010244	jg29957	g49919
OG0010245	jg29919	g49905, g31528
OG0010246	jg29899	g31513
OG0010247	jg29863	g49900, g27251, g31485
OG0010248	jg29797	g31451
OG0010249	jg29798	g27221
OG0010250	jg29779	g31436
OG0010252	jg29556	g27151
OG0010253	jg29530	g49768
OG0010254	jg29511	g31295
OG0010255	jg29500	g31284
OG0010256	jg29468	g49735
OG0010257	jg29438	g49730, g31251
OG0010258	jg29322	g49623
OG0010259	jg29311	g31182
OG0010260	jg29271	g31161
OG0010261	jg29257	g27059
OG0010262	jg29242	g31139
OG0010264	jg29027	g31025
OG0010265	jg28996	g31001
OG0010266	jg20231	g43231
OG0010267	jg28922	g30952
OG0010268	jg28883	g49499
OG0010269	jg28880	g30930, g49496
OG0010270	jg28855	g30916, g49488
OG0010271	jg28854	g30915
OG0010272	jg28806	g30900
OG0010273	jg28801	g30902
OG0010274	jg28768	g30873
OG0010275	jg28752	g30867
OG0010276	jg28720	g49440
OG0010277	jg28716	g49437
OG0010278	jg28675	g26918
OG0010279	jg28695	g30840
OG0010280	jg28700	g49432
OG0010281	jg28646	g30815
OG0010282	jg28614	g30803
OG0010283	jg28574	g30780
OG0010284	jg28551	g49368
OG0010285	jg28555	g49376
OG0010286	jg28478	g49322
OG0010287	jg5209	g29328
OG0010288	jg5241	g29315
OG0010289	jg5296	g5169
OG0010290	jg5385	g29239
OG0010291	jg5370	g29245
OG0010293	jg5498	g45738
OG0010294	jg5497	g5028
OG0010295	jg5505	g5021
OG0010296	jg5548	g4999
OG0010297	jg5557	g29143
OG0010298	jg5599	g4985
OG0010299	jg24257	g12616
OG0010300	jg5674	g41475
OG0010301	jg5752	g4896, g29081
OG0010302	jg5785	g29101
OG0010303	jg9043	g23187
OG0010304	jg6715	g4715
OG0010305	jg6775	g10165
OG0010306	jg6791	g4729, g10168
OG0010307	jg6821	g10175
OG0010308	jg6823	g10177
OG0010309	jg21573	g10191
OG0010311	jg21527	g10213
OG0010312	jg21565	g4639
OG0010313	jg21391, jg21217	g10256
OG0010314	jg24691	g7595, g12444
OG0010315	jg5177	g5256
OG0010316	jg4528	g45468
OG0010317	jg9254	g53940, g53981
OG0010318	jg4423	g29678
OG0010319	jg4415	g29681, g5597
OG0010320	jg4396	g29687
OG0010322	jg4327	g29719
OG0010325	jg4287	g5643
OG0010326	jg4284	g5644
OG0010327	jg4275	g29738
OG0010328	jg4274	g29739
OG0010329	jg4249	g5652
OG0010330	jg4250	g45409, g5650
OG0010331	jg6474	g622
OG0010332	jg6389	g583
OG0010334	jg6310	g10017
OG0010335	jg6318	g18568
OG0010337	jg6252	g514
OG0010338	jg6238	g508
OG0010339	jg6205	g9973
OG0010340	jg6142	g458
OG0010341	jg23035	g9940
OG0010342	jg23089	g421
OG0010343	jg23103	g415
OG0010344	jg23177	g9867
OG0010345	jg23198	g358, g9857
OG0010346	jg23201	g355
OG0010347	jg23224	g338
OG0010348	jg22733	g28696
OG0010349	jg15024	g2477
OG0010351	jg14956	g2541
OG0010352	jg14954	g19343, g2543
OG0010353	jg14904	g19362
OG0010354	jg14821	g2618
OG0010355	jg14750	g11385
OG0010357	jg14679	g19426
OG0010358	jg14671	g19422
OG0010359	jg14664	g2708
OG0010360	jg14635	g19470, g2727
OG0010361	jg14599	g2758
OG0010362	jg14584	g2746
OG0010363	jg14353	g11437
OG0010364	jg14249	g11447
OG0010365	jg14201	g3118, g19603
OG0010366	jg14177	g3131
OG0010367	jg14097	g3435
OG0010368	jg14081	g19613
OG0010370	jg2317	g41628
OG0010371	jg2290	g41685
OG0010372	jg2385	g13637
OG0010373	jg2374	g44870
OG0010374	jg2429	g44826
OG0010375	jg2435	g13636
OG0010376	jg2455	g44803
OG0010377	jg2445	g13635
OG0010378	jg2481	g44783, g45768, g36533
OG0010380	jg2501	g44773
OG0010382	jg2633	g45836
OG0010383	jg2723	g45896
OG0010384	jg2744	g45911
OG0010385	jg2799	g44638, g45944
OG0010386	jg2854	g44617
OG0010387	jg3505	g46437
OG0010388	jg3476	g46406
OG0010390	jg3431	g46376
OG0010391	jg3409	g46352
OG0010392	jg15036	g19307
OG0010393	jg3382, jg3383	g46327
OG0010394	jg3375	g46322
OG0010395	jg30539	g50119, g27450
OG0010396	jg3170	g46186
OG0010398	jg3059	g44547
OG0010399	jg3028	g46101
OG0010400	jg3023	g46096
OG0010401	jg3006	g46081
OG0010402	jg2995	g46068, g44564
OG0010404	jg2945	g44580
OG0010405	jg2937	g46025
OG0010407	jg2936	g46024
OG0010408	jg2869	g44610
OG0010409	jg3596	g46500, g44337
OG0010410	jg3629	g13605
OG0010411	jg3660	g13602
OG0010413	jg3700	g46564
OG0010414	jg3719	g44290
OG0010415	jg3749	g44277
OG0010417	jg22354	g39377
OG0010419	jg25305, jg6419	g12243
OG0010420	jg25346, jg25514	g12235
OG0010421	jg25440	g12191
OG0010423	jg25456	g12178
OG0010425	jg25497	g12162, g7143
OG0010426	jg5871	g701
OG0010427	jg25549	g7105
OG0010428	jg25569	g7093
OG0010430	jg25612	g12115
OG0010431	jg25687	g7015
OG0010435	jg25911	g12029
OG0010436	jg25948	g13305
OG0010437	jg25962, jg26028, jg12062	g6882
OG0010438	jg25970	g6880, g12008
OG0010439	jg25982	g12005
OG0010440	jg25994	g6861
OG0010441	jg26013	g13324
OG0010442	jg26031	g6847
OG0010443	jg26034	g11980, g6845
OG0010444	jg26042	g6834
OG0010446	jg26112, jg937	g6781
OG0010447	jg26114, jg21262, jg21251	g6780
OG0010448	jg26131	g6774
OG0010449	jg26132	g6773, g11947
OG0010450	jg33180	g36444
OG0010451	jg26169	g11933
OG0010452	jg26171	g11925
OG0010453	jg26172	g6753
OG0010454	jg26177	g6749
OG0010455	jg26178	g6748
OG0010456	jg26201	g6724
OG0010459	jg26227	g6711, g6717
OG0010460	jg26281	g6692
OG0010461	jg26342	g11867
OG0010462	jg26371	g6628
OG0010463	jg26386	g13401
OG0010464	jg26394	g11847
OG0010465	jg26428	g6597
OG0010466	jg26513	g11804
OG0010467	jg26737, jg27105	g6458
OG0010468	jg26530	g11780
OG0010469	jg26534	g13447
OG0010470	jg26545	g6556
OG0010471	jg26558	g6549, g11766
OG0010472	jg26570	g6544
OG0010473	jg26600	g13470
OG0010474	jg26667	g6491
OG0010475	jg26674	g11735
OG0010476	jg26739	g13494
OG0010477	jg26890	g6392
OG0010478	jg27271	g6333
OG0010479	jg27505	g14345
OG0010480	jg27576	g14257, g14260
OG0010482	jg27641	g13703
OG0010483	jg27697	g39572, g6387
OG0010484	jg27789	g14060
OG0010485	jg27791	g6120
OG0010486	jg27807, jg27805	g14050
OG0010487	jg27849	g14041
OG0010488	jg28000	g6008
OG0010489	jg28142	g13906
OG0010490	jg28145	g13805
OG0010491	jg28164	g13901
OG0010492	jg28174	g13895
OG0010494	jg28219	g5935
OG0010495	jg9534	g23513
OG0010496	jg28230	g5929
OG0010497	jg28253	g5909
OG0010499	jg28278	g5901
OG0010501	jg33808	g54385
OG0010502	jg33742	g36726
OG0010503	jg11618	g24798
OG0010504	jg33323	g36514
OG0010505	jg15037	g2470
OG0010506	jg33228	g36164
OG0010507	jg33272	g28040
OG0010508	jg33208	g54198
OG0010509	jg33188	g28053
OG0010510	jg33184	g28055
OG0010512	jg33074	g54136
OG0010513	jg32959	g28095
OG0010514	jg32998	g28083
OG0010515	jg32936	g54084
OG0010516	jg32920, jg32917	g54076
OG0010517	jg32890	g54047, g28108
OG0010519	jg11126	g47118
OG0010520	jg18559	g37095, g37076
OG0010521	jg18555	g37079
OG0010522	jg15112	g2437
OG0010523	jg15115	g19279
OG0010524	jg15117	g2432
OG0010525	jg15132	g19272
OG0010526	jg15134	g2417
OG0010527	jg15156	g2412
OG0010528	jg15214	g19216
OG0010530	jg5855	g685
OG0010531	jg15219	g2391
OG0010532	jg15253	g19207
OG0010533	jg15244	g2381
OG0010534	jg15251	g2370
OG0010536	jg15290	g2341
OG0010537	jg15333	g19172
OG0010540	jg15400	g19146
OG0010541	jg15416	g2266
OG0010543	jg15445	g2236
OG0010544	jg15463	g2231
OG0010545	jg15520	g19069
OG0010546	jg15699	g2061, g19007
OG0010547	jg15697	g2062
OG0010549	jg15881	g1982
OG0010550	jg15884	g1983, g18946
OG0010551	jg15899	g11206
OG0010552	jg15940	g18914
OG0010553	jg15372	g2294, g19156
OG0010554	jg16014	g18880
OG0010555	jg16022	g1965
OG0010556	jg16103	g18820
OG0010557	jg16117	g18806
OG0010558	jg16170	g18689
OG0010559	jg16172	g1873
OG0010560	jg16181	g1870
OG0010562	jg16207	g1844
OG0010563	jg16246	g11161
OG0010564	jg16252	g1802
OG0010565	jg16253	g1796
OG0010566	jg16255	g1794
OG0010567	jg16321	g18796
OG0010568	jg16361	g18744
OG0010570	jg16388	g18768
OG0010571	jg16403, jg16411, jg16395	g18773
OG0010572	jg30014	g31587
OG0010575	jg15114	g2434
OG0010577	jg15815	g2051, g45608, g18970
OG0010578	jg19250	g51857
OG0010579	jg19339	g38147
OG0010580	jg9374	g23409
OG0010582	jg28615	g30804
OG0010583	jg28887	g30934
OG0010585	jg29158	g49602
OG0010586	jg29320	g49625
OG0010587	jg29637	g27178
OG0010588	jg17955, jg17951, jg17957, jg17953	g27362
OG0010589	jg30767	g27512
OG0010590	jg2650	g44700
OG0010591	jg2414	g41533
OG0010592	jg2356	g44858
OG0010594	jg13331, jg13332	g1592
OG0010595	jg17736	g37813
OG0010596	jg26767	g13509
OG0010597	jg26425	g6599
OG0010598	jg25871	g12037
OG0010600	jg25375	g7210
OG0010601	jg25227	g12270
OG0010602	jg25211	g7303
OG0010603	jg24866	g12399
OG0010604	jg24820	g7518, g13014
OG0010605	jg24671	g7606
OG0010606	jg24385	g7729
OG0010607	jg17039	g14847
OG0010609	jg4428	g26055, g29676
OG0010611	jg16605	g50885, g36954
OG0010612	jg32418	g22266, g32367, g11785
OG0010613	jg10688	g17450
OG0010615	jg10875	g24264
OG0010616	jg31537	g32422
OG0010617	jg18370	g51319
OG0010618	jg4737, jg33794	g5473
OG0010623	jg6774	g10164
OG0010624	jg9477	g47700
OG0010625	jg14076	g11501
OG0010628	jg6470	g14921, g18551
OG0010629	jg6326	g550
OG0010630	jg23189	g9862
OG0010632	jg29847	g31479
OG0010634	jg32612, jg32632	g36358, g36354
OG0010639	jg21321, jg26703	g6471
OG0010640	jg26916	g50879
OG0010644	jg6874	g4745
OG0010645	jg10893	g24280
OG0010660	jg9615	g17055
OG0010661	jg9603	g47662
OG0010662	jg9570	g23539
OG0010663	jg9500	g23475
OG0010664	jg9386	g23420
OG0010665	jg9339	g23380
OG0010666	jg8277	g18381
OG0010667	jg9293	g47764, g23356
OG0010668	jg9276	g23343
OG0010670	jg9223	g47791
OG0010671	jg9185	g23286
OG0010672	jg9130	g23254
OG0010673	jg9114	g47822
OG0010674	jg9064	g23199
OG0010675	jg9077	g47834, g23208
OG0010676	jg6034	g785
OG0010677	jg8976	g18184
OG0010678	jg18913	g37222, g51648
OG0010679	jg8942, jg21666	g18200
OG0010680	jg8959	g18194
OG0010681	jg8913	g23096
OG0010683	jg8864	g47898
OG0010684	jg8832	g47908
OG0010685	jg5190	g29336
OG0010686	jg31804	g32533
OG0010687	jg31839	g32554
OG0010688	jg10908	g17557
OG0010689	jg10914	g47196, g24302
OG0010690	jg10915	g47195
OG0010691	jg10963	g17575, g24332
OG0010692	jg10983	g17577
OG0010694	jg10998	g17582, g24349
OG0010695	jg11007	g24357
OG0010696	jg11011	g17588
OG0010697	jg1436	g41122
OG0010698	jg15623	g19021
OG0010699	jg1428	g43970
OG0010700	jg1350	g41095
OG0010701	jg1334	g41093
OG0010702	jg1207	g41074
OG0010703	jg1186	g24716
OG0010704	jg1152	g44048
OG0010706	jg1089	g44084
OG0010707	jg1016	g41037, g41039
OG0010708	jg1010	g41043
OG0010709	jg1005	g44103
OG0010710	jg999	g41036
OG0010711	jg989	g41031
OG0010712	jg988	g44111
OG0010713	jg981	g41027
OG0010714	jg970	g41025
OG0010716	jg923	g40998
OG0010717	jg872	g40982
OG0010718	jg843	g44157
OG0010719	jg786	g44188
OG0010720	jg770	g44196
OG0010721	jg755	g40935
OG0010722	jg12905	g10822
OG0010723	jg12981	g10763
OG0010725	jg13052	g16704
OG0010726	jg13059	g10710, g10714
OG0010727	jg13065, jg19827	g10705
OG0010728	jg13073	g10699
OG0010729	jg13080	g10693
OG0010730	jg13139	g10665
OG0010731	jg13228	g1564
OG0010732	jg29801	g31453
OG0010733	jg13280	g10591
OG0010734	jg29780	g49870
OG0010735	jg13296	g10585
OG0010736	jg13309	g10578
OG0010737	jg13323	g1588
OG0010738	jg13513	g10475
OG0010739	jg13519	g10467
OG0010740	jg13564	g10442
OG0010741	jg13599	g10431
OG0010742	jg13835, jg13831	g10335
OG0010743	jg2140	g18050
OG0010744	jg1911	g45083
OG0010745	jg1751	g45128
OG0010746	jg24301	g12795
OG0010747	jg11844	g17890
OG0010748	jg357	g40732
OG0010749	jg360	g40735
OG0010750	jg370	g40748
OG0010753	jg399	g40777
OG0010754	jg426	g40821
OG0010755	jg468	g40804
OG0010756	jg500	g40792
OG0010757	jg625	g44240
OG0010758	jg25205	g12278
OG0010759	jg9834	g23711
OG0010760	jg19401	g51980
OG0010761	jg19369	g37374
OG0010762	jg19374	g37376
OG0010763	jg19328	g51924
OG0010764	jg24819	g13013
OG0010765	jg24830	g13020
OG0010766	jg24870	g7493
OG0010768	jg24956	g7444
OG0010769	jg24957	g7443
OG0010772	jg488	g22915
OG0010773	jg25053	g7397
OG0010774	jg9066	g47838
OG0010775	jg25104	g7375
OG0010777	jg25164	g7332
OG0010779	jg25178	g7320
OG0010780	jg25193	g7313
OG0010781	jg25194	g7312
OG0010782	jg6967	g41148
OG0010783	jg16799	g1475
OG0010784	jg21631	g1481
OG0010785	jg21640	g1461
