Orthogroup	Arabidopsis_arenosa	Brassica_rapa
OG0007471	jg1363	XP_018511564.1, XP_009113380.2
OG0007472	jg4588	XP_009132222.2, XP_009122337.2
OG0007473	jg1178	XP_009113328.1, XP_033133332.1
OG0007475	jg876, jg877	XP_009133297.1
OG0007476	jg857	XP_009104400.1, XP_033143773.1
OG0007477	jg29524	XP_009118201.2, XP_009148445.1
OG0007478	jg795	XP_009124660.2, XP_009124659.2, XP_009123577.1
OG0007479	jg776	XP_009113238.1, XP_009105139.1
OG0007480	jg771	XP_033144393.1, XP_033130774.1
OG0007481	jg12896	XP_009107092.1, XP_009101377.1
OG0007482	jg12908	XP_009101365.3
OG0007483	jg12918	XP_009101355.2, XP_009107128.1
OG0007484	jg12986	XP_033139657.1, XP_009101318.2
OG0007485	jg29958	XP_009148857.1
OG0007486	jg13083	XP_009129114.1
OG0007487	jg13103	XP_009152217.1, XP_033136425.1
OG0007488	jg13117	XP_009152211.1, XP_009114173.1
OG0007489	jg13135	XP_009152200.1, NP_001288910.1
OG0007490	jg13152	XP_009114153.1
OG0007491	jg30446	XP_009149613.1, XP_009110294.1, XP_009117560.1
OG0007492	jg13220	XP_009152129.1, XP_033139884.1
OG0007493	jg13242	XP_009114112.1, XP_009152112.1
OG0007494	jg13264	XP_033128923.1, XP_033139887.1
OG0007495	jg13325	XP_009152062.1, XP_009121525.1
OG0007496	jg13330	XP_009152057.2, XP_009129504.1
OG0007497	jg13376	XP_009152025.1, XP_009129479.1
OG0007498	jg13396	XP_009129463.1, XP_009111540.1
OG0007499	jg13401	XP_009152000.1, XP_009111549.1
OG0007501	jg13425	XP_009129442.1, XP_009151984.1
OG0007502	jg13426	XP_009151982.1, XP_009129439.1
OG0007503	jg13468	XP_009151970.1
OG0007504	jg13527	XP_009129398.2, XP_009151929.1
OG0007506	jg13740	XP_009151794.1, XP_009111786.1
OG0007507	jg12484	XP_033146401.1
OG0007508	jg13805	XP_009151771.1, XP_009129291.1
OG0007509	jg13864	XP_009151753.1, XP_009129678.1, XP_009111806.1
OG0007510	jg2243	XP_009127537.1, XP_009105259.1
OG0007511	jg2217	XP_009127513.1, XP_009105248.1
OG0007512	jg2174	XP_009127490.1, XP_009105233.1
OG0007513	jg2057	XP_009127470.1
OG0007514	jg2052	XP_009127466.1, XP_009105190.1
OG0007515	jg1984	XP_009127455.1, XP_009105163.1
OG0007516	jg1867	XP_009105146.1, XP_009127395.1
OG0007517	jg5616	XP_009121052.1, XP_009131608.1
OG0007518	jg371	XP_009112866.1, XP_009112844.1
OG0007519	jg33666	XP_009147528.1, XP_009106910.1
OG0007520	jg430	XP_009112807.1, XP_009112900.1
OG0007521	jg464	XP_009112905.1, XP_009112789.1
OG0007522	jg505	XP_009112755.1, XP_009112931.2
OG0007523	jg546	XP_009112743.1
OG0007524	jg548, jg551	XP_009112739.2
OG0007525	jg578	XP_033135333.1, XP_033135574.1
OG0007526	jg595	XP_009113027.1, XP_009112720.2
OG0007527	jg677	XP_009112691.1, XP_009113076.1
OG0007528	jg683	XP_009113082.1
OG0007529	jg693	XP_009123379.1, XP_033134581.1
OG0007530	jg25219	XP_009120435.1, XP_009135244.1
OG0007531	jg25217	XP_009146605.1, XP_009120474.1
OG0007532	jg25216	XP_009135241.1, XP_009120492.1
OG0007533	jg25204	XP_009146610.1
OG0007534	jg9635	XP_009137751.1
OG0007535	jg9881	XP_009139574.1, XP_009137557.1
OG0007536	jg9864	XP_009137563.1, XP_009139721.1
OG0007537	jg9853	XP_009137574.1, XP_009139849.1
OG0007538	jg19352	XP_009141945.2, XP_009142709.1
OG0007540	jg19338	XP_009141929.1, XP_009133450.2
OG0007541	jg24837	XP_009146945.1, XP_009135067.1
OG0007542	jg24841	XP_009135074.2, XP_009146955.1
OG0007543	jg24846	XP_009135065.1, XP_009123435.1
OG0007544	jg24878	XP_009146924.1, XP_033146722.1
OG0007545	jg24882	XP_009123319.1, XP_009146922.1
OG0007546	jg24901	XP_009123204.1, XP_009146904.1
OG0007547	jg24910, jg20316	XP_033147856.1, XP_009123163.2
OG0007548	jg4116	XP_033138477.1, XP_009130777.1
OG0007549	jg24933	XP_033147912.1, XP_009135032.1
OG0007550	jg24948	XP_033147911.1, XP_033146331.1
OG0007551	jg24969	XP_009146848.2
OG0007552	jg24989	XP_009146832.1, XP_009122826.1
OG0007553	jg4209	XP_009122579.1, XP_009125571.1
OG0007554	jg25020	XP_009146806.2, XP_009135130.1
OG0007555	jg25068	XP_009146746.1
OG0007556	jg25075	XP_009122287.1, XP_009146740.1
OG0007557	jg25092	XP_009121141.1, XP_009146731.2
OG0007558	jg25105	XP_009135168.1
OG0007559	jg25113	XP_009135176.1, XP_009146697.1
OG0007560	jg25121	XP_009146691.1, XP_009121232.1
OG0007561	jg25126	XP_009135180.1
OG0007562	jg25134	XP_009135184.1, XP_009146681.1
OG0007563	jg9629	XP_009137758.2, XP_009109111.2
OG0007565	jg25147	XP_009146664.1, XP_009135199.1
OG0007566	jg25150	XP_009146656.1, XP_009121004.1
OG0007567	jg25186	XP_009135224.2, XP_009146620.1
OG0007568	jg25188	XP_009146617.1, XP_009135226.1
OG0007569	jg15725, jg15656	XP_009138271.1, XP_009115272.1
OG0007570	jg21639	XP_009134029.1, XP_009127371.1
OG0007571	jg20376	XP_009101481.1
OG0007572	jg32776	XP_009107423.2, XP_009123161.1
OG0007573	jg21730	XP_009134064.1, XP_009127346.1
OG0007574	jg21735	XP_033143895.1, XP_033144860.1
OG0007575	jg21740	XP_009138763.1, XP_009132692.1
OG0007576	jg21743	XP_009132689.1, XP_009127335.2
OG0007577	jg9046	XP_009123198.1, XP_033133552.1
OG0007578	jg21939	XP_009127239.1, XP_018512633.1
OG0007579	jg22054	XP_009119876.1
OG0007581	jg22037	XP_018510958.2, XP_009127193.1
OG0007582	jg22030	XP_009127200.2, XP_018510966.1
OG0007583	jg22027	XP_009119842.1
OG0007584	jg22056	XP_009132481.1, XP_009119879.1
OG0007585	jg22062	XP_009132477.1, XP_009119885.1
OG0007586	jg22192	XP_009127113.1, XP_009119943.1
OG0007587	jg22163	XP_009127127.1, XP_033138219.1
OG0007588	jg22234	XP_009127092.1, XP_009119967.2
OG0007589	jg22282	XP_009132435.1, XP_009119983.1
OG0007590	jg22319	XP_009120019.1, XP_009132418.1
OG0007591	jg22395	XP_009126995.1, XP_009120081.1
OG0007592	jg22425	XP_009120103.1
OG0007593	jg2115, jg22457	XP_009120121.1
OG0007594	jg22467, jg22468	XP_009126959.1, XP_009120134.1
OG0007596	jg22574	XP_033137350.1, XP_009126920.1
OG0007597	jg22591	XP_033141599.1, XP_009120216.1
OG0007598	jg22594	XP_009132155.1, XP_009120221.1
OG0007599	jg22600	XP_009120226.1, XP_009126904.1
OG0007600	jg22637	XP_033137781.1, XP_009126839.1, XP_033141908.1
OG0007601	jg22644	XP_009120264.2, XP_009126837.1
OG0007602	jg22669	XP_009120283.1, NP_001288998.1
OG0007603	jg22683	XP_009126812.1, XP_009120298.1
OG0007604	jg22721	XP_033140244.1, XP_018511004.1
OG0007605	jg6655	XP_009129864.1, XP_009111762.1
OG0007606	jg5152	XP_009121767.2, XP_009125907.2
OG0007607	jg5129	XP_009122877.1, XP_009131320.1
OG0007608	jg5122	XP_009121801.1
OG0007609	jg5114	XP_009121809.2, XP_009131314.1
OG0007610	jg5100	XP_018512588.1, XP_009121826.3
OG0007611	jg5080	XP_009125859.1, XP_009121852.1
OG0007612	jg5070	XP_009125854.2, XP_009125855.2
OG0007613	jg5051	XP_009121878.1, XP_009131257.1
OG0007614	jg5044	XP_009131251.1
OG0007615	jg5032	XP_009131247.1, XP_009121898.2
OG0007616	jg5013	XP_009131230.1, XP_033141926.1, XP_009125830.1
OG0007617	jg4980	XP_009131207.1, XP_009121941.1
OG0007618	jg4978	XP_009125807.1, XP_009121945.1
OG0007619	jg4952	XP_009125797.1, XP_009121972.1
OG0007620	jg4930	XP_009122003.1
OG0007621	jg4893	XP_009122036.1
OG0007622	jg4742	XP_009122503.1, XP_033140963.1
OG0007623	jg4720	XP_009131097.1, XP_009122481.1
OG0007624	jg4710	XP_033140840.1, XP_009131079.2, XP_009122468.1
OG0007626	jg4664	XP_009131041.1, XP_009122428.1
OG0007627	jg4660	XP_009131038.1, XP_033138670.1, XP_033136350.1
OG0007628	jg4631	XP_009131023.1, XP_009125704.1
OG0007629	jg4567	XP_009122353.2, XP_009130987.1
OG0007630	jg4556	XP_009130986.1, XP_009122359.2
OG0007631	jg10878	XP_033144195.1
OG0007632	jg10828	XP_009136877.1, XP_009131074.1
OG0007633	jg10813	XP_009131185.2, XP_009108348.1
OG0007634	jg10806	XP_009131264.1, XP_009136894.1
OG0007635	jg10801	XP_009137641.1, XP_009108350.2, XP_009136901.1
OG0007637	jg7687	XP_009114582.1
OG0007638	jg10700	XP_009132289.1, XP_009136969.2
OG0007639	jg10691	XP_009132407.1
OG0007640	jg10662	XP_009108415.1, XP_009132556.1
OG0007641	jg10640	XP_009137008.1, XP_009132805.1
OG0007642	jg10571	XP_009133332.1
OG0007643	jg20657, jg20658	XP_033136210.1
OG0007644	jg23165	XP_033141555.1
OG0007645	jg10502	XP_009108477.1, XP_009133895.1
OG0007646	jg10480	XP_009108522.1, XP_009134130.1
OG0007647	jg7780	XP_009114500.1, XP_009114499.2
OG0007648	jg10422	XP_009137189.1, XP_009134735.1
OG0007649	jg10394	XP_009137205.2, XP_009135044.1
OG0007650	jg10332	XP_009108544.1, XP_009135558.1
OG0007651	jg10327	XP_009108553.1, XP_009135627.1
OG0007652	jg10308	XP_009135747.2, XP_033144984.1
OG0007653	jg10299	XP_009137253.1, XP_009135796.1
OG0007654	jg10278	XP_009108566.2, XP_009135969.1
OG0007655	jg10270	XP_009136028.1, XP_009108573.1
OG0007656	jg10255	XP_033132936.1
OG0007657	jg10237	XP_033143987.1, XP_009136276.1
OG0007658	jg10222	XP_033143978.1, XP_033144019.1
OG0007659	jg10219	XP_009136658.1
OG0007660	jg10133	XP_009109294.1, XP_009137240.1
OG0007661	jg10117	XP_009137352.1, XP_009137386.1
OG0007662	jg17253, jg10094	XP_009137406.1, XP_009137519.2
OG0007663	jg31974	XP_009123747.1, XP_009107944.1
OG0007664	jg31978	XP_009107942.1, XP_009124380.1
OG0007665	jg31990	XP_009151465.1
OG0007666	jg32070	XP_009114774.1, XP_009107938.1
OG0007667	jg32139	XP_009145144.1, XP_009114729.1
OG0007668	jg32284	XP_009123839.1, XP_009143761.2
OG0007669	jg32645	XP_009123503.1, XP_009107474.1
OG0007670	jg32809	XP_009145029.1, XP_009107414.1
OG0007671	jg32753	XP_009107430.3, XP_009145039.1
OG0007672	jg32815	XP_009145032.1, XP_009107407.2
OG0007673	jg24721	XP_009147049.1, XP_009134986.1
OG0007674	jg31329	XP_033131321.1, XP_009113702.1
OG0007675	jg31352	XP_033135652.1, XP_009102920.1
OG0007676	jg12163, jg17033	XP_009140606.1
OG0007677	jg31371	XP_009113662.1, XP_009109718.1
OG0007678	jg31381	XP_009113648.1, XP_009109707.1
OG0007679	jg31444	XP_009109678.1, XP_009102868.1
OG0007680	jg31557	XP_009109614.1, XP_009115185.1
OG0007681	jg31582	NP_001288888.1, XP_009115162.1
OG0007682	jg31627	XP_009115058.1, XP_009144742.1
OG0007683	jg31629	XP_033135696.1, XP_009102690.1
OG0007684	jg31635	XP_009102687.3, XP_009115049.1
OG0007685	jg8794	XP_009138369.1, XP_009152141.1
OG0007686	jg4056	XP_009122721.2, XP_009130721.1
OG0007687	jg8758	XP_033135883.1, XP_009109265.1
OG0007688	jg8739	XP_009138400.2, XP_009148617.1
OG0007689	jg8735	XP_009138401.1
OG0007690	jg8704	XP_009138417.1, XP_009145510.1
OG0007691	jg8683	XP_009138432.1, XP_009109313.1
OG0007692	jg8681	XP_009143738.1, XP_009109324.1
OG0007693	jg8661	XP_009142233.1, XP_009109341.1
OG0007694	jg8638	XP_009140235.1, XP_009109352.1
OG0007695	jg16806	XP_009117279.1, XP_009140464.1
OG0007696	jg8624	XP_009138469.1, XP_009138768.1
OG0007697	jg8579	XP_009138496.1, XP_009134786.1
OG0007698	jg8567	XP_033144007.1, XP_009133930.1
OG0007699	jg8561	XP_033130933.1, XP_009138527.2
OG0007700	jg8560	XP_009138528.2, XP_009133704.1
OG0007701	jg8549	XP_009138534.1
OG0007702	jg8526	XP_009109415.1
OG0007703	jg8515	XP_009109423.1, XP_009130877.1
OG0007704	jg8489	XP_009128651.1, XP_009138552.1
OG0007705	jg8468	XP_033133095.1, XP_009127014.1
OG0007706	jg8419	XP_009124356.1, XP_033129889.1
OG0007707	jg8315	XP_033129121.1, XP_009109549.1
OG0007708	jg11935	XP_009124279.2, XP_009124296.2
OG0007710	jg12430	XP_009139811.1, XP_033145953.1
OG0007711	jg18615	XP_009143718.2
OG0007712	jg18623	XP_009141420.1, XP_009133009.1
OG0007713	jg18632	XP_009133012.1, XP_009143695.1
OG0007714	jg29394	XP_009144469.1, XP_033129168.1
OG0007715	jg2670, jg31733	XP_009115007.1
OG0007716	jg5647	XP_018511176.1
OG0007717	jg18648	XP_009133019.1, XP_009143686.1
OG0007718	jg18642	XP_009143691.1, XP_033146334.1
OG0007719	jg7277	XP_009134158.1, XP_009113537.2
OG0007720	jg7211	XP_009134115.1
OG0007721	jg7087, jg7154	XP_009134091.1
OG0007722	jg26963, jg31538	XP_009122556.1
OG0007723	jg18519	XP_009143797.1, XP_033147645.1, XP_033146284.1
OG0007725	jg18496	XP_009143823.1, XP_033146283.1
OG0007726	jg18490	XP_033144109.1, XP_009143827.1
OG0007727	jg18489	XP_009132955.2, XP_009143828.1
OG0007728	jg18452	XP_009141327.1, XP_009143846.1
OG0007729	jg18447	XP_009143852.2, XP_033146275.1
OG0007730	jg21005	XP_009114031.1, XP_009101832.1
OG0007731	jg7381	XP_009134191.1, XP_009113605.1
OG0007732	jg7463	XP_009134217.1, XP_009108202.1
OG0007733	jg7490	XP_009134233.1, XP_033135128.1
OG0007734	jg7558	XP_009124795.1, XP_009134244.1
OG0007735	jg7644	XP_033134846.1, XP_033142106.1
OG0007736	jg7669, jg11289	XP_009114605.1
OG0007737	jg7698	XP_009114575.2, NP_001288972.1
OG0007738	jg7750	XP_018510664.2, XP_009134326.1
OG0007739	jg5857	XP_009120841.1, XP_033141980.1
OG0007740	jg7762	XP_009134327.1, XP_009114516.1
OG0007741	jg20670	XP_009123606.1, XP_033128299.1
OG0007742	jg20604	XP_009101624.2, XP_033139914.1
OG0007743	jg20555	XP_009101601.1, XP_009113865.1
OG0007744	jg20527	XP_009101586.1, XP_009128811.1
OG0007745	jg20490	XP_009128825.2
OG0007746	jg20480	XP_009101554.1, XP_009128832.1
OG0007747	jg20463	XP_033136858.1, XP_033128303.1
OG0007748	jg20447	XP_009128849.1, XP_009101532.1
OG0007749	jg20441	XP_009101527.2, XP_009128851.2
OG0007750	jg20414	XP_009114344.1, XP_009128866.1
OG0007751	jg4201	XP_009122589.2, XP_009125562.1
OG0007752	jg20401	XP_009128881.1, XP_009101506.1
OG0007753	jg20395	XP_009101501.1, XP_033136865.1
OG0007754	jg20373	XP_009114317.1, XP_009101472.2
OG0007755	jg11088	XP_009107090.1
OG0007756	jg11958	XP_009108018.1, XP_009124268.1
OG0007757	jg11964	XP_009108012.1, XP_009124261.1
OG0007758	jg11721	XP_009150168.1, XP_009151619.1
OG0007759	jg26846	XP_009136102.1
OG0007760	jg26792	XP_009136080.1
OG0007761	jg11525, jg11523	XP_009107695.1, XP_009139633.1
OG0007762	jg11428	XP_009139583.1, XP_009107502.1
OG0007763	jg11345	XP_009109576.1, XP_009147030.1
OG0007765	jg12724	XP_009125170.1, XP_009140062.1
OG0007766	jg12824	XP_009140127.1, XP_009125200.3
OG0007767	jg12855	XP_009140139.1, XP_009125215.1
OG0007768	jg33045	XP_009106172.1, XP_009104719.1
OG0007769	jg20200	XP_009133833.1, XP_009142498.1
OG0007770	jg20188	XP_009142506.1, XP_009133827.1
OG0007771	jg20182	XP_009142512.1, XP_009118264.2
OG0007772	jg20147	XP_009142545.1, XP_009133809.2
OG0007773	jg20138	NP_001288832.1, NP_001288959.1
OG0007774	jg20130	XP_033147195.1, XP_009118835.1
OG0007775	jg20128	XP_009118865.1, XP_009142557.1
OG0007776	jg20062	XP_009142425.1, XP_009142627.1
OG0007777	jg20056	XP_033143713.1, XP_009142420.1
OG0007778	jg20021	XP_009133765.1, XP_009142678.1
OG0007779	jg20009	XP_033146820.1, XP_033146348.1
OG0007780	jg20007	XP_009142405.1, XP_033146816.1
OG0007781	jg20004	XP_009142403.1, XP_009143207.1
OG0007782	jg20001	XP_009133760.2, XP_009142401.1
OG0007783	jg20000	XP_009133757.1, XP_009142395.2
OG0007784	jg19989	XP_009142380.1, XP_033146972.1
OG0007785	jg19962	XP_009133741.1, XP_009143160.1
OG0007786	jg19932	XP_033146222.1, XP_009143137.1
OG0007787	jg19846	XP_033148375.1, XP_009142287.1
OG0007788	jg19798	XP_009143024.1, XP_033144395.1
OG0007789	jg19760	XP_009142997.1, XP_009133659.1
OG0007791	jg27629	XP_009142978.1
OG0007791	jg19736	XP_009142235.1
OG0007792	jg19613	XP_033148301.1, XP_033144306.1
OG0007793	jg19573	XP_009142074.3, XP_009142851.1
OG0007795	jg19522	XP_009142046.1, XP_009142812.2
OG0007796	jg3855, jg24802	XP_009130642.1
OG0007797	jg3890	XP_009125424.2, XP_033139522.1, XP_033139517.1, XP_009130658.2
OG0007798	jg3904	XP_018510738.2, XP_009147453.1
OG0007799	jg3923	XP_033139515.1, XP_009130668.1, XP_009125432.1
OG0007800	jg3932	XP_009130674.1, XP_033137586.1
OG0007801	jg3973	XP_009122782.2, XP_009130700.2
OG0007802	jg3983	XP_009122776.1, XP_009130706.1
OG0007803	jg3989	XP_009130708.1, XP_009122770.1
OG0007804	jg3990	XP_018512562.1
OG0007805	jg4009	XP_009122757.1, XP_009125461.1
OG0007807	jg4041	XP_009125478.1
OG0007808	jg4125	XP_009122667.2, XP_009130782.2
OG0007809	jg4142	XP_018512290.1, XP_033137434.1
OG0007810	jg4159	XP_009125536.1, XP_009122635.1
OG0007811	jg4165	XP_009122630.1, XP_009125546.1
OG0007812	jg4173	XP_009130805.1
OG0007813	jg4180	XP_009130810.2, XP_033137417.1
OG0007814	jg5799	XP_018512299.1, XP_009120890.1
OG0007815	jg5831	XP_009120866.1, XP_009131748.1
OG0007817	jg5926	XP_033141329.1, XP_009120793.1
OG0007818	jg5939	XP_009131814.1, XP_009120772.1
OG0007819	jg5965	XP_009131831.1, XP_033138592.1
OG0007820	jg5970	XP_009120735.1, XP_009131835.1
OG0007822	jg5979	XP_009126504.1, XP_009120724.1
OG0007823	jg5999	XP_009131847.2, XP_009120696.1
OG0007824	jg6055	XP_033144652.1, XP_009120659.2, XP_009103089.2
OG0007825	jg6101	XP_009131891.1, XP_009120647.1
OG0007826	jg23020	XP_009126126.1, XP_018513393.2
OG0007827	jg23011	XP_009126587.1, XP_009120607.1
OG0007828	jg22992	XP_009131911.1, XP_009120585.1
OG0007829	jg22964	XP_009120538.1, XP_009131942.1
OG0007830	jg22938	XP_009120520.1, XP_033140193.1
OG0007831	jg22907	XP_009131978.1, XP_009126673.1
OG0007833	jg22825	XP_033142718.1, XP_009120409.1
OG0007834	jg22803	XP_009132026.1, XP_009126726.1
OG0007835	jg23282	XP_009150371.1, XP_009112066.2
OG0007836	jg23288	XP_009130244.1
OG0007837	jg23289	XP_009150377.1, XP_009112069.2
OG0007838	jg23319	XP_009150402.1, XP_009112083.1
OG0007839	jg22582	XP_009120207.2, XP_009126916.1
OG0007840	jg23389	XP_009112115.1, XP_009150465.1
OG0007841	jg23394	XP_009150474.2, XP_009130433.1
OG0007842	jg23458	XP_009150536.1
OG0007843	jg23472	XP_009150547.1, XP_009112149.2
OG0007844	jg23488	XP_009112161.1, XP_009150560.1
OG0007846	jg23532	XP_009130502.1, XP_009150605.2
OG0007847	jg23536	XP_009150612.1, XP_018512319.1
OG0007848	jg23541	XP_009130504.1
OG0007849	jg23583	XP_009130523.1, XP_009150657.1
OG0007850	jg23584	XP_009150658.1, XP_033140900.1
OG0007851	jg23598	XP_033135172.1
OG0007852	jg23620	NP_001288995.1, XP_033135193.1
OG0007853	jg23643	XP_009115824.1, XP_009112376.2
OG0007854	jg23650	XP_009103434.1
OG0007855	jg23659	XP_009103443.1, XP_009112365.1
OG0007856	jg23704	XP_009112336.2
OG0007857	jg23747	XP_009112305.2, XP_009103526.2
OG0007858	jg14999	XP_009136591.1, XP_009115791.1
OG0007859	jg23764	XP_009112298.1, XP_009103535.1
OG0007860	jg8170	XP_009134534.1, XP_009111468.1
OG0007861	jg8183	XP_009134543.2, XP_009111474.2
OG0007862	jg8104	XP_009134526.1, XP_009111448.1
OG0007863	jg8128	XP_009111413.1, XP_033142098.1
OG0007864	jg8135	XP_009134500.1, XP_009111407.1
OG0007865	jg8094	XP_009128512.1, XP_009111382.1
OG0007866	jg8071	XP_009111347.1, XP_009134475.1
OG0007867	jg8016	XP_009111317.1, XP_009134446.1
OG0007868	jg7991	XP_009144580.1, XP_033134642.1
OG0007869	jg7988	XP_009111302.1, XP_009144579.1
OG0007870	jg7984	XP_009111296.1, XP_009111297.1
OG0007871	jg7848	XP_018512841.1
OG0007872	jg7858	XP_009111257.2
OG0007873	jg7902	XP_009122234.1, XP_009134378.1
OG0007874	jg7917	XP_009134368.1, XP_009122046.2
OG0007875	jg20774	XP_009123934.1, XP_009101731.1
OG0007876	jg20808	XP_009101753.1
OG0007877	jg20904	XP_009101794.1, XP_009123880.1
OG0007879	jg18438	XP_009141311.1, XP_009143862.1
OG0007880	jg18301	XP_009132835.1, XP_009143966.1
OG0007881	jg18298	XP_009132839.1
OG0007882	jg18296	XP_009132840.1, XP_009143961.1
OG0007883	jg18380, jg12222	XP_009132892.1, XP_009143912.2
OG0007884	jg18305	XP_009132845.1
OG0007885	jg18245	XP_018514509.2, XP_009141191.2
OG0007886	jg18183, jg18179	XP_009141143.1
OG0007887	jg18165	XP_009141133.1, XP_009144251.1
OG0007888	jg18151	XP_009141121.2, XP_033148186.1
OG0007889	jg18149	XP_009141117.2
OG0007890	jg29004	XP_009119050.1
OG0007891	jg18136	XP_009132756.1, XP_009141109.2
OG0007892	jg18093	XP_009132742.1, XP_009144295.1
OG0007893	jg18078	XP_009141061.1, XP_009132728.1
OG0007894	jg18075	XP_009141058.1
OG0007895	jg18063	XP_033142569.1, XP_033148185.1
OG0007896	jg29064	XP_009110959.1
OG0007897	jg18041	XP_009132711.2, XP_009144333.2
OG0007898	jg17858	XP_009140942.1, XP_009103714.1
OG0007899	jg17855	XP_009140941.1, XP_009103713.1
OG0007900	jg17811	XP_009133878.1, XP_009103690.1
OG0007901	jg17804	XP_009103685.1, XP_009140902.1
OG0007902	jg17792	XP_009140893.1, XP_009103672.1
OG0007903	jg17726	XP_009140832.1, XP_009133883.1
OG0007904	jg17569	XP_009103572.1, XP_009140756.1
OG0007905	jg17465	XP_009103556.3, XP_009140749.1
OG0007906	jg4422, jg4508	XP_009122250.1
OG0007907	jg17349	XP_009133939.1, XP_009117012.1
OG0007908	jg17310	XP_009117027.1, XP_009140735.2
OG0007909	jg9711	XP_009143398.1, XP_009137656.2
OG0007910	jg9739	XP_009137638.1, XP_009143098.1
OG0007911	jg5298	XP_009126005.1, XP_009121636.1
OG0007912	jg23941	XP_009134610.1, XP_009147443.1
OG0007913	jg5226	XP_033143152.1, XP_033137834.1
OG0007914	jg12155, jg12154	XP_009133903.1
OG0007915	jg9806	XP_009142368.1, XP_009137599.1
OG0007916	jg23983	XP_009117666.1, XP_009147406.1
OG0007917	jg23989	XP_009147400.1
OG0007918	jg5354	XP_009121588.1, XP_009131456.1
OG0007919	jg24020	XP_009147379.1, XP_033144677.1
OG0007921	jg24085	XP_009134708.1, XP_033139619.1
OG0007922	jg24102	XP_009118592.1
OG0007923	jg24112	XP_009147309.1, XP_009118618.1
OG0007924	jg24139	XP_009119053.1, XP_009130332.2
OG0007925	jg24186	XP_009130365.1, XP_009119259.2
OG0007926	jg24225	XP_009134740.2, XP_009130383.2
OG0007927	jg24272	XP_009130422.1, XP_009125009.1
OG0007928	jg24353	XP_009124189.1, XP_009134781.1
OG0007929	jg24359	XP_009124981.1, NP_001288939.1
OG0007930	jg24379	XP_009124207.1, XP_009134793.1
OG0007931	jg24404	XP_033147774.1, XP_018513427.2
OG0007932	jg24389, jg24390	XP_009147297.2
OG0007933	jg24415	XP_009147269.1
OG0007934	jg24419	XP_009147266.1, XP_009134812.1
OG0007935	jg24433	XP_009124077.1, XP_009147251.1
OG0007936	jg24460	XP_009124019.2, XP_009134828.1
OG0007937	jg24451	XP_009134824.1, XP_009147237.1
OG0007938	jg24487	XP_009124864.1, XP_018512512.1
OG0007939	jg24521	XP_009129617.1, XP_009134861.1
OG0007940	jg24534	XP_009134867.1, XP_009129631.1
OG0007941	jg24544	XP_009134874.1, XP_009129644.1
OG0007942	jg24592	XP_009134901.1, XP_033147482.1
OG0007943	jg24598	XP_033146773.1, XP_009147152.2
OG0007944	jg24600	XP_009124836.1, XP_018514259.1
OG0007945	jg24603	XP_009124811.1, XP_009147149.1
OG0007946	jg24606	XP_009124789.1, XP_009147144.1
OG0007947	jg24607	XP_009147142.1, XP_009124799.1
OG0007948	jg21461	XP_009111858.1, XP_009129752.1
OG0007949	jg24664	XP_009124480.1
OG0007950	jg24685	XP_009147086.1, XP_009134961.2
OG0007951	jg24709	XP_009134979.1, XP_009147063.1
OG0007952	jg24724	XP_009147044.2, XP_033146603.1
OG0007953	jg24733	XP_009147036.1, XP_018512056.2
OG0007954	jg24734	XP_018511772.2
OG0007955	jg24752	XP_009124024.1, XP_009147012.1
OG0007956	jg24765	XP_009147002.1, XP_009135021.1
OG0007957	jg24797	XP_009135088.1, XP_033133401.1
OG0007958	jg19263	XP_009133419.2, XP_033146931.1
OG0007959	jg19259, jg19260	XP_009133414.1
OG0007960	jg19257	XP_009133411.2, XP_009143242.2
OG0007961	jg19230	XP_033146499.1, XP_009143263.1
OG0007962	jg19218	XP_009141846.1, XP_009143277.1
OG0007963	jg19170	XP_009143308.1
OG0007964	jg19066	XP_009141765.1, XP_009133301.1
OG0007965	jg18737	XP_009141557.1, XP_009143619.1
OG0007966	jg18741	XP_033147441.1, XP_033145128.1
OG0007967	jg18753	XP_009141569.1, XP_009143606.1
OG0007968	jg18781	XP_033146125.1, XP_033143079.1
OG0007969	jg18784	XP_009141600.2, XP_009143582.2
OG0007970	jg18806	XP_033146365.1
OG0007971	jg18835	XP_009143545.1, XP_009133104.1
OG0007973	jg18854	XP_018512542.1, XP_009143528.1
OG0007974	jg18868	XP_009141637.1, XP_009143523.2
OG0007975	jg18919	XP_033147985.1
OG0007976	jg18929	XP_009141681.1, XP_009143458.1
OG0007977	jg18937	XP_033146005.1, XP_033146947.1
OG0007978	jg18952	XP_009141693.1, XP_009133213.1
OG0007979	jg18979	XP_009143424.1, XP_009141721.1
OG0007980	jg18994	XP_009133240.1, XP_009143406.2
OG0007981	jg19014	XP_009133250.1, XP_009141735.1
OG0007982	jg18712	XP_009141521.1, XP_009133043.1
OG0007983	jg30026	XP_009117834.1, XP_009148932.1
OG0007984	jg30113	XP_009149061.2, XP_009117770.1
OG0007985	jg30156, jg30167, jg30179	XP_009110443.2
OG0007986	jg30307	XP_009149234.1, XP_009117641.1
OG0007987	jg30353	XP_009110354.1, XP_009117617.1
OG0007988	jg30343	XP_009149267.1, XP_009110358.1
OG0007989	jg30359	XP_009149278.1, XP_009117616.1
OG0007990	jg30361	XP_033136946.1
OG0007991	jg6068, jg30370	XP_033132670.1, XP_009149289.1
