Orthogroup	Arabidopsis_arenosa	Odontarrhena_muralis
OG0006443	jg25420	Om002G058820
OG0006444	jg33535	Om003G093160
OG0006445	jg25585	Om002G060800
OG0006446	jg25601	Om002G061140
OG0006447	jg25629	Om002G061500
OG0006448	jg25664	Om002G062010
OG0006449	jg25791	Om002G063610
OG0006450	jg14757	Om006G260740
OG0006451	jg25846	Om002G064020
OG0006452	jg25851	Om002G064070, Om003G112080
OG0006453	jg25855	Om002G064110
OG0006454	jg25863	Om002G064220
OG0006455	jg25885	Om002G064490
OG0006456	jg25900	Om002G064580
OG0006457	jg25902	Om002G064600
OG0006458	jg25910	Om002G064630
OG0006459	jg25919	Om002G064760
OG0006460	jg11219, jg11223	Om003G101970
OG0006461	jg25943	Om002G065120
OG0006462	jg25974	Om002G065480
OG0006463	jg26014	Om002G065950
OG0006464	jg26017	Om002G065990
OG0006465	jg26097	Om002G066930
OG0006466	jg26151	Om002G067610
OG0006467	jg26189	Om002G068040
OG0006469	jg12323, jg26251	Om002G068710
OG0006470	jg26261	Om002G068900
OG0006471	jg26352	Om002G069640
OG0006472	jg26452	Om002G070540
OG0006473	jg26465	Om002G070630
OG0006474	jg26515	Om002G071140
OG0006475	jg26524	Om002G071260
OG0006476	jg26568	Om002G071820
OG0006477	jg26572	Om002G071870
OG0006478	jg26602	Om002G072460
OG0006479	jg26717	Om002G073360
OG0006480	jg26971	Om002G076130
OG0006481	jg27570	Om002G081660
OG0006482	jg27848	Om002G042140, Om003G099620, Om002G083790
OG0006483	jg27889	Om002G084250
OG0006484	jg27920	Om002G084560
OG0006485	jg28041	Om002G086040
OG0006486	jg28003	Om002G085690, Om006G261250
OG0006487	jg27985	Om002G085550
OG0006488	jg28129	Om002G087020
OG0006491	jg28280	Om002G088400
OG0006493	jg33750	Om005G209640
OG0006493	jg16198	Om001G004000
OG0006494	jg33694	Om003G090570
OG0006495	jg33656	Om003G091240
OG0006496	jg33646	Om003G091380
OG0006497	jg33644	Om003G091470
OG0006498	jg33549	Om003G092870
OG0006499	jg33538	Om003G093120
OG0006500	jg33393	Om003G094890
OG0006501	jg33370	Om003G095240
OG0006502	jg33271, jg33269	Om003G096030
OG0006503	jg33285	Om003G095920
OG0006504	jg33179	Om003G097110
OG0006505	jg33112	Om003G097750
OG0006506	jg33088	Om003G097930, Om003G097920
OG0006507	jg32877	Om003G099950
OG0006508	jg11049	Om003G100340
OG0006509	jg18566	Om008G339850
OG0006510	jg18564	Om008G339870
OG0006511	jg18558	Om008G339940
OG0006512	jg18557	Om008G339960
OG0006513	jg15121	Om006G256470
OG0006515	jg15419	Om006G252780, Om005G213580
OG0006516	jg15483	Om006G251930
OG0006517	jg15484	Om006G251920
OG0006518	jg15551, jg15544	Om006G251200
OG0006519	jg15607	Om006G250480
OG0006520	jg15627	Om003G119500
OG0006521	jg15165, jg15731, jg15650	Om003G120390
OG0006522	jg15900	Om003G122520
OG0006523	jg16070	Om003G124680
OG0006526	jg16237	Om003G127090
OG0006527	jg16260	Om003G127500
OG0006528	jg16367	Om003G128740
OG0006529	jg16409, jg16393	Om003G129060
OG0006530	jg16410, jg16394, jg16402	Om002G066600
OG0006531	jg16442	Om003G129300
OG0006532	jg15120	Om006G256480
OG0006533	jg15042	Om006G257120
OG0006533	jg10630	Om001G016280
OG0006535	jg14137, jg14139	Om008G347130, Om008G347280
OG0006536	jg25729	Om002G062860
OG0006537	jg19716, jg19718	Om008G324630
OG0006538	jg3448	Om004G134260
OG0006539	jg9530	Om001G023730
OG0006540	jg29116	Om005G185430
OG0006541	jg30647	Om005G203250
OG0006542	jg2392	Om005G211090
OG0006543	jg8030	Om004G159260
OG0006544	jg26512	Om002G071100
OG0006549	jg10261	Om001G009360
OG0006551	jg15499	Om005G186670
OG0006555	jg9804	Om002G071150
OG0006556	jg10742	Om001G002450
OG0006570	jg9580	Om001G022810
OG0006572	jg9562	Om001G023250
OG0006574	jg9514	Om001G024010, Om001G024000
OG0006575	jg9512	Om001G024070
OG0006576	jg9461	Om001G024720
OG0006577	jg9426	Om001G025200
OG0006578	jg21350	Om004G176550
OG0006579	jg9366	Om001G026240
OG0006580	jg9283	Om001G027460
OG0006581	jg9270	Om001G027670
OG0006582	jg9259	Om001G027830
OG0006583	jg9199	Om001G028730
OG0006584	jg9170	Om001G029020
OG0006585	jg9132	Om001G029520
OG0006586	jg30398	Om005G200570
OG0006587	jg9121	Om001G029700
OG0006589	jg8995	Om001G031480
OG0006590	jg8975	Om001G031740
OG0006592	jg8884	Om001G033050
OG0006593	jg8867	Om001G033390
OG0006594	jg27760, jg8858	Om001G033590
OG0006595	jg8857	Om001G033600
OG0006596	jg8845	Om001G033740
OG0006597	jg8826	Om001G034250
OG0006598	jg31691	Om007G291740
OG0006599	jg31898	Om007G276820
OG0006600	jg10909	Om007G276490
OG0006601	jg10930	Om007G276260
OG0006602	jg10931	Om007G276250
OG0006603	jg10957	Om007G276020
OG0006604	jg18708	Om008G338150
OG0006605	jg6906	Om003G098950
OG0006606	jg29336	Om005G187910
OG0006607	jg1101	Om005G219630
OG0006608	jg29442	Om005G189090
OG0006609	jg867	Om005G222120
OG0006610	jg29564	Om005G190310
OG0006611	jg29568	Om005G190410
OG0006612	jg29615	Om005G190930
OG0006613	jg29995	Om005G195750
OG0006615	jg12931	Om003G096600
OG0006616	jg12973	Om006G275090, Om008G351110
OG0006617	jg13101	Om006G274260
OG0006618	jg29856	Om005G193840
OG0006619	jg29839	Om005G193710
OG0006620	jg13198	Om006G273510
OG0006621	jg13224	Om006G273310
OG0006622	jg13253	Om006G272900
OG0006624	jg13329	Om006G272490
OG0006625	jg13360	Om006G272140
OG0006626	jg13366	Om006G272100
OG0006629	jg13509	Om006G271140
OG0006630	jg13511	Om006G271120
OG0006631	jg13565	Om006G269840
OG0006632	jg13633	Om008G334190
OG0006633	jg13654	Om004G167380
OG0006634	jg13713	Om006G269520
OG0006635	jg22283	Om003G116210
OG0006636	jg1801	Om005G215510
OG0006637	jg1798	Om005G215570
OG0006638	jg1765	Om005G215600
OG0006639	jg28128	Om002G087180
OG0006640	jg23046	Om003G106420
OG0006641	jg1214	Om005G215810
OG0006642	jg12863	Om006G232080
OG0006643	jg12842	Om007G318450
OG0006644	jg465	Om005G227190
OG0006645	jg554	Om005G225980
OG0006646	jg592	Om005G225620
OG0006647	jg19331	Om008G329330
OG0006648	jg24826	Om002G051570
OG0006649	jg24831	Om002G051620
OG0006650	jg8798	Om001G034740
OG0006651	jg24852	Om002G051800
OG0006652	jg4046	Om004G174710
OG0006653	jg24935	Om002G052870
OG0006654	jg24997, jg27434	Om002G053610
OG0006655	jg25019	Om002G053880
OG0006656	jg25037	Om002G054200
OG0006657	jg25051	Om002G054310
OG0006658	jg25049	Om002G054300
OG0006659	jg25095	Om002G054870
OG0006660	jg25116	Om002G055200
OG0006661	jg25125	Om002G055290
OG0006662	jg25135	Om002G055430
OG0006663	jg25159	Om002G055680
OG0006664	jg25171	Om002G055780
OG0006665	jg25202	Om002G056180
OG0006666	jg21644	Om003G109350
OG0006667	jg19377, jg5868	Om006G241740
OG0006668	jg9975	Om007G285870
OG0006669	jg21768	Om003G112030
OG0006670	jg21794	Om003G112450
OG0006671	jg21937	Om003G113640
OG0006672	jg21951	Om003G113730
OG0006674	jg22035	Om003G114380
OG0006675	jg22060	Om003G114850
OG0006676	jg22202	Om003G115850
OG0006677	jg22147	Om003G115440
OG0006678	jg22249, jg22245	Om002G043340
OG0006679	jg22252	Om003G116100
OG0006680	jg22281	Om003G116180
OG0006681	jg22290	Om003G116340
OG0006682	jg22326	Om003G116780
OG0006684	jg22409	Om003G117780
OG0006685	jg22477	Om003G118550
OG0006686	jg22532	Om003G119160
OG0006687	jg22611	Om006G249660
OG0006688	jg22624, jg22626	Om006G249540
OG0006689	jg22650	Om006G249250
OG0006691	jg21273	Om007G313250
OG0006692	jg5110	Om004G161990
OG0006693	jg5104	Om004G162060
OG0006694	jg5091	Om004G162190
OG0006695	jg5082	Om004G162270
OG0006696	jg4888	Om004G165180, Om004G165200
OG0006697	jg4878	Om004G165370
OG0006698	jg4846	Om004G165860
OG0006699	jg4834	Om004G165960
OG0006700	jg4803	Om004G166310
OG0006701	jg23404	Om006G233320
OG0006702	jg4743	Om004G167010
OG0006703	jg4708	Om004G167350
OG0006704	jg4482, jg4686, jg4467	Om004G167640
OG0006705	jg4674	Om004G167760
OG0006706	jg4652	Om004G168000
OG0006707	jg4610	Om004G168480
OG0006708	jg10896	Om001G000070
OG0006709	jg10889	Om001G000120
OG0006710	jg10853	Om001G000600
OG0006711	jg10849	Om001G000640
OG0006712	jg10807	Om001G001320
OG0006713	jg10804	Om001G001360
OG0006714	jg10782	Om001G001840
OG0006716	jg10689	Om001G003210
OG0006717	jg8174, jg10656	Om001G003750
OG0006718	jg10615	Om001G004570
OG0006719	jg10609	Om001G004660
OG0006720	jg20654	Om008G356910
OG0006721	jg10543	Om001G005750
OG0006722	jg10537	Om001G005840
OG0006723	jg10892	Om003G120900, Om001G000090, Om008G353620
OG0006724	jg10420	Om001G007270
OG0006725	jg10385	Om001G007870
OG0006726	jg10367	Om001G008090
OG0006727	jg10262	Om001G009350
OG0006728	jg10155	Om001G010650
OG0006729	jg10151	Om001G010620
OG0006730	jg10131	Om001G010840
OG0006731	jg10113, jg7473	Om001G011060
OG0006732	jg10107	Om001G011120
OG0006733	jg10090	Om001G011300
OG0006734	jg10085	Om001G011390
OG0006735	jg10084	Om001G011410
OG0006736	jg10070	Om001G011640, Om001G011620
OG0006737	jg10068	Om001G011660
OG0006739	jg32259	Om001G014250
OG0006740	jg30356	Om005G199910
OG0006741	jg11070, jg32602	Om001G015480
OG0006742	jg32538, jg32539	Om001G015820
OG0006743	jg30009	Om005G195900
OG0006744	jg32796	Om007G287110
OG0006745	jg32754	Om007G287330
OG0006746	jg31307	Om007G288170
OG0006747	jg29114	Om005G185400
OG0006748	jg10062	Om001G017120, Om007G302580
OG0006749	jg31294	Om007G287970
OG0006750	jg32728	Om007G287760
OG0006751	jg31300	Om007G288090
OG0006752	jg28217	Om002G087850
OG0006753	jg31380	Om007G288880
OG0006754	jg31425	Om007G289370
OG0006755	jg31427	Om007G289390
OG0006756	jg31437	Om007G289460
OG0006757	jg31458	Om007G289660
OG0006758	jg31517	Om007G290200
OG0006759	jg31550	Om007G290550
OG0006760	jg31579	Om007G290880
OG0006761	jg31589	Om007G291000
OG0006763	jg31661	Om007G291630
OG0006764	jg8771	Om001G035070
OG0006765	jg8708	Om001G035920
OG0006766	jg8675	Om001G036490
OG0006767	jg8664	Om001G036690
OG0006768	jg8625	Om001G037370
OG0006769	jg8617	Om001G037600
OG0006770	jg8573	Om001G038380
OG0006771	jg8569	Om001G038430
OG0006773	jg16688	Om004G154090
OG0006775	jg16540	Om004G156240
OG0006776	jg8357	Om001G041160
OG0006777	jg8327	Om001G041440
OG0006778	jg8302, jg8309	Om001G041660
OG0006779	jg33023	Om003G098480
OG0006781	jg18671	Om008G338730
OG0006782	jg7188, jg7199	Om006G245500
OG0006783	jg32570	Om001G015740
OG0006784	jg18521	Om008G340370
OG0006785	jg18484	Om001G030510, Om001G030010
OG0006786	jg21003	Om007G287720, Om008G341850
OG0006787	jg21011, jg21013	Om008G341870
OG0006788	jg21069	Om003G124830
OG0006789	jg24110	Om002G044250
OG0006790	jg7321	Om008G346280, Om008G346310
OG0006791	jg7491	Om008G351250
OG0006792	jg7549	Om008G351750
OG0006793	jg7567, jg7561, jg7476, jg27439, jg2204	Om008G351850
OG0006794	jg7569	Om004G144520
OG0006795	jg7581	Om008G352810
OG0006796	jg7608	Om008G352130
OG0006797	jg7701	Om008G353930
OG0006798	jg7732	Om008G354320
OG0006799	jg7822	Om008G355720
OG0006800	jg20746	Om008G355900
OG0006801	jg20704	Om008G356220
OG0006802	jg9685	Om001G021000
OG0006803	jg20497	Om008G358880
OG0006804	jg20460	Om008G359550
OG0006805	jg20398	Om008G360970
OG0006806	jg20392	Om008G361200
OG0006807	jg20388	Om008G361430
OG0006808	jg20382	Om008G361490
OG0006809	jg20375	Om008G361580
OG0006810	jg20352	Om008G361910
OG0006811	jg18965	Om008G334640
OG0006812	jg20276	Om008G362750
OG0006813	jg20262	Om007G302850, Om005G212700
OG0006815	jg26933	Om002G075900
OG0006816	jg26852	Om002G074880, Om002G074960
OG0006817	jg26801	Om002G074420
OG0006818	jg11562	Om003G104240
OG0006819	jg11380	Om003G103420
OG0006820	jg26532	Om002G071410
OG0006821	jg11276	Om003G102420
OG0006822	jg11260	Om003G102300
OG0006823	jg11171	Om003G101540
OG0006825	jg11147	Om001G021070
OG0006826	jg12693	Om007G317410
OG0006827	jg11561, jg12704	Om007G317670
OG0006828	jg12857	Om007G318530
OG0006830	jg20224	Om008G318670
OG0006831	jg20220	Om008G318720
OG0006832	jg13342, jg31989	Om003G103940
OG0006833	jg20154	Om007G317160, Om008G319460
OG0006834	jg18553	Om008G340070
OG0006835	jg20088	Om008G320280
OG0006836	jg20073	Om008G320520
OG0006837	jg20040	Om008G320950
OG0006838	jg20032	Om008G321050
OG0006839	jg20002	Om008G321310
OG0006840	jg19997	Om008G321360
OG0006841	jg19980	Om008G321540
OG0006842	jg19963	Om008G321780
OG0006843	jg19961	Om008G321800
OG0006845	jg19844	Om008G322920
OG0006846	jg19667	Om008G325330, Om008G325300
OG0006847	jg19638	Om008G325630
OG0006848	jg19605	Om008G326110
OG0006849	jg19600	Om008G326140
OG0006850	jg19545	Om008G326720
OG0006851	jg19529	Om008G326880
OG0006852	jg19470	Om008G327450
OG0006853	jg19428	Om008G327990
OG0006854	jg3942	Om004G175780
OG0006855	jg3963	Om004G175990
OG0006856	jg3981	Om004G175660
OG0006857	jg3982	Om004G175650
OG0006858	jg4039	Om004G174850
OG0006859	jg4045	Om004G174720
OG0006860	jg4052	Om008G334550, Om008G334490, Om004G174630
OG0006861	jg4064	Om004G174470
OG0006862	jg4133	Om004G173640
OG0006863	jg4136	Om004G173610
OG0006864	jg31401	Om007G289140
OG0006865	jg5830	Om006G241300
OG0006866	jg5852	Om006G241570, Om006G241560
OG0006867	jg5859	Om006G241670
OG0006868	jg5883	Om006G241900
OG0006869	jg5896	Om006G242030
OG0006870	jg5948	Om006G242600
OG0006871	jg5955	Om006G242690
OG0006872	jg5963	Om006G242790
OG0006873	jg5992	Om006G243230
OG0006874	jg6010	Om006G243390
OG0006875	jg6129	Om006G244420
OG0006876	jg23005	Om006G244680
OG0006878	jg22937	Om006G245460
OG0006879	jg22917, jg21624	Om006G245700
OG0006880	jg23287	Om006G234530
OG0006881	jg23356	Om006G233790
OG0006882	jg23357	Om006G233780
OG0006883	jg23391	Om006G233550
OG0006884	jg23399	Om006G233450
OG0006885	jg23415	Om006G233240
OG0006886	jg23421	Om003G099990
OG0006887	jg23446	Om006G233020
OG0006888	jg23447	Om006G232990
OG0006889	jg23486	Om006G232590
OG0006890	jg22815, jg23498	Om006G232430
OG0006891	jg23507	Om006G232310
OG0006892	jg23517	Om006G232180
OG0006893	jg23547	Om006G231880
OG0006894	jg23563	Om006G231670
OG0006895	jg23631	Om006G230900
OG0006896	jg23634	Om006G230870
OG0006897	jg23645	Om006G230740
OG0006899	jg23754	Om006G229470
OG0006900	jg5556	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140
OG0006901	jg23761	Om006G229360
OG0006902	jg8244	Om004G157050
OG0006903	jg8223	Om001G027560
OG0006904	jg8172	Om004G157820
OG0006905	jg8198	Om004G157610
OG0006906	jg8120	Om004G158240
OG0006907	jg8158	Om004G158550
OG0006908	jg28515	Om005G178780
OG0006909	jg8014	Om004G159380
OG0006910	jg7874	Om004G160480
OG0006911	jg7897	Om004G160580
OG0006912	jg7907	Om004G160740
OG0006913	jg7922	Om007G302230
OG0006914	jg28688	Om005G180750
OG0006915	jg20799	Om007G277470
OG0006916	jg20804	Om007G277530
OG0006917	jg20817	Om007G277610
OG0006918	jg18435	Om007G278340
OG0006919	jg18395	Om007G278670
OG0006920	jg18293	Om007G279180
OG0006921	jg18346	Om007G279060
OG0006922	jg18351	Om007G279010
OG0006924	jg18366	Om007G278850
OG0006925	jg18322	Om007G279500
OG0006926	jg18317	Om007G279440
OG0006927	jg18287	Om007G279610
OG0006928	jg18274	Om007G279780
OG0006929	jg18244	Om007G280070
OG0006930	jg18242	Om007G280090
OG0006931	jg18220	Om007G280300
OG0006932	jg18152	Om007G280990
OG0006933	jg18118	Om007G281270
OG0006934	jg18092	Om007G281520
OG0006935	jg18076	Om007G281690
OG0006936	jg29047	Om005G184420
OG0006937	jg18053	Om007G281930
OG0006938	jg18043	Om007G281980
OG0006939	jg17985	Om007G282320
OG0006940	jg17898	Om007G283010
OG0006942	jg17850	Om007G283310
OG0006943	jg17826	Om007G283510
OG0006944	jg17802	Om007G283670
OG0006945	jg17555	Om007G285200
OG0006946	jg17574	Om007G285100
OG0006947	jg17589	Om007G285020
OG0006948	jg17635	Om007G284810
OG0006949	jg17658	Om007G284650
OG0006950	jg17261, jg10823	Om004G150400
OG0006951	jg17228	Om001G030120
OG0006952	jg17199	Om001G006710
OG0006953	jg5208, jg23962	Om002G042850
OG0006954	jg9815	Om001G017800
OG0006955	jg9757	Om001G019200
OG0006956	jg23974	Om002G042930
OG0006957	jg23995	Om002G043160
OG0006958	jg23998	Om002G043210
OG0006959	jg24021	Om002G043440
OG0006960	jg24076	Om002G043880
OG0006961	jg24086	Om002G044000
OG0006962	jg24107	Om002G044230
OG0006963	jg24123	Om002G044390
OG0006964	jg24134	Om002G044510
OG0006965	jg24207	Om002G045130
OG0006966	jg24219	Om002G045270
OG0006967	jg24234	Om002G045380
OG0006968	jg24265	Om002G045730
OG0006969	jg24307	Om002G045960
OG0006970	jg24316	Om002G046200
OG0006971	jg24336	Om002G046310
OG0006972	jg24367	Om002G046610
OG0006973	jg24382	Om002G046810, Om002G046820
OG0006974	jg24434	Om002G047420
OG0006975	jg24455	Om002G047610
OG0006976	jg24528	Om002G048360
OG0006977	jg24529	Om002G048370
OG0006978	jg24539	Om002G048480
OG0006979	jg24556	Om002G048730
OG0006980	jg24559	Om002G048790
OG0006981	jg5695	Om007G295720
OG0006982	jg24627	Om002G049460
OG0006983	jg24629	Om003G096720, Om002G049490
OG0006984	jg24653	Om002G049730
OG0006985	jg24668	Om002G049870
OG0006986	jg24695	Om002G050130
OG0006987	jg24736	Om002G050590
OG0006988	jg24816	Om002G051440
OG0006989	jg19270	Om008G330280
OG0006990	jg19254	Om008G330530
OG0006991	jg19243	Om008G330740
OG0006992	jg19212	Om008G331110
OG0006993	jg19198	Om008G331380
OG0006994	jg19183	Om008G331700
OG0006995	jg19125	Om008G332150
OG0006996	jg19115	Om008G332060
OG0006997	jg19068	Om008G333020
OG0006998	jg19063	Om008G333090, Om008G333150
OG0006999	jg19059	Om008G333190
OG0007000	jg19058	Om008G333210
OG0007001	jg18721	Om008G338020
OG0007002	jg18723	Om008G337990
OG0007003	jg18736	Om008G337730
OG0007004	jg18740	Om008G337700
OG0007005	jg18751	Om008G337560
OG0007006	jg18759	Om008G337440
OG0007007	jg18778	Om008G337120
OG0007008	jg18857	Om008G336090
OG0007009	jg18874	Om008G335910
OG0007010	jg18882	Om008G335810
OG0007011	jg18886	Om008G335770
OG0007012	jg18895	Om008G335690
OG0007013	jg18953	Om008G334810
OG0007014	jg19004, jg18997	Om008G334070
OG0007015	jg19034	Om008G333650, Om008G333620
OG0007016	jg30073	Om005G196610
OG0007017	jg3695	Om005G196690, Om004G130870
OG0007018	jg30119	Om005G197240
OG0007020	jg30203, jg30191	Om005G197830
OG0007021	jg30209, jg30196	Om005G197890
OG0007023	jg2866	Om004G142720
OG0007024	jg30288	Om005G198960
OG0007025	jg30293	Om005G199020
OG0007026	jg30309	Om005G199350
OG0007027	jg30321	Om005G199480
OG0007028	jg30384	Om005G200340
OG0007029	jg30425	Om005G200860
OG0007030	jg30426	Om005G200870
OG0007031	jg30448	Om005G201150
OG0007032	jg30449	Om005G201160
OG0007033	jg13463, jg30482	Om005G201520
OG0007034	jg30495	Om005G201650
OG0007035	jg30605	Om005G202720
OG0007036	jg30634, jg24040	Om006G270700, Om007G286670
OG0007037	jg30687	Om005G203650
OG0007038	jg30739	Om005G204240
OG0007039	jg30745	Om005G204310
OG0007040	jg30766	Om005G204520
OG0007041	jg30771, jg1117	Om005G204550
OG0007043	jg30915, jg32006	Om004G143780
OG0007044	jg30946, jg30947	Om004G144410
OG0007045	jg30962	Om004G144510
OG0007046	jg31011	Om004G144830
OG0007047	jg31158	Om004G146890
OG0007048	jg31217	Om004G147680
OG0007050	jg10049, jg10047	Om006G272670
OG0007051	jg10022	Om004G148330
OG0007052	jg10008	Om007G285590
OG0007053	jg21831	Om003G112800
OG0007054	jg9680	Om001G021060
OG0007055	jg16926	Om004G153320, Om018G373990
OG0007056	jg16815	Om004G152160
OG0007057	jg18967	Om008G334620
OG0007058	jg16708	Om004G154300, Om003G110600
OG0007059	jg16649	Om004G153640
OG0007060	jg16508	Om004G156540
OG0007062	jg29935	Om005G194780, Om005G194770
OG0007063	jg29895	Om005G194310, Om005G194300
OG0007064	jg29859	Om005G193870
OG0007065	jg29781	Om005G192890
OG0007066	jg29760	Om005G192610
OG0007067	jg29753	Om005G192530
OG0007068	jg29688	Om005G191900
OG0007069	jg1304, jg29685	Om005G191830
OG0007070	jg29626	Om005G208960, Om005G191090
OG0007071	jg19648, jg31814	Om005G190790
OG0007072	jg29535	Om005G190010
OG0007073	jg29531	Om005G189980
OG0007074	jg29515	Om005G189850
OG0007075	jg29512	Om005G189810
OG0007076	jg29417	Om005G188860
OG0007077	jg29379	Om005G188480
OG0007078	jg29344	Om005G188020
OG0007079	jg29343	Om005G188010
OG0007080	jg29289	Om005G187350
OG0007081	jg29259	Om005G187020
OG0007082	jg29241	Om005G186840
OG0007083	jg29191	Om005G186230
OG0007084	jg20057	Om006G262020, Om006G262060, Om008G320750
OG0007085	jg29101, jg29102	Om005G185240
OG0007086	jg29085	Om005G184960
OG0007087	jg29083	Om005G184930
OG0007088	jg29039	Om005G184370
OG0007089	jg21747	Om003G111600
OG0007090	jg9072	Om001G030370
OG0007091	jg28971	Om005G183660
OG0007092	jg28956	Om005G183500
OG0007093	jg28917	Om005G183120
OG0007094	jg28818	Om005G182130
OG0007095	jg28798	Om005G181900
OG0007096	jg28788	Om005G181790
OG0007097	jg28779	Om005G181530
OG0007098	jg28774	Om005G181570
OG0007099	jg28745	Om005G181320
OG0007100	jg28713	Om005G180430
OG0007101	jg28703	Om005G180850
OG0007102	jg28613	Om005G179830
OG0007103	jg10967	Om005G179800
OG0007104	jg28604	Om005G179710
OG0007105	jg28601	Om005G179680
OG0007106	jg28473	Om005G178400
OG0007107	jg15038	Om006G257210
OG0007108	jg28412	Om005G177680
OG0007109	jg5255	Om007G301420
OG0007110	jg5252	Om007G301470
OG0007111	jg5250	Om007G301490
OG0007112	jg5236	Om007G301630
OG0007113	jg5304	Om007G300780
OG0007114	jg5362	Om007G299960
OG0007115	jg5344, jg5343	Om007G300220
OG0007116	jg5392	Om007G299500
OG0007117	jg5464	Om007G298370
OG0007118	jg12320	Om007G298100
OG0007119	jg5487	Om007G298090
OG0007120	jg5524	Om002G083960, Om007G297540
OG0007121	jg5553	Om007G297280
OG0007122	jg5576	Om007G297090
OG0007123	jg5715	Om007G295400
OG0007124	jg5779	Om007G294840
OG0007125	jg6542	Om007G294610
OG0007126	jg6551	Om007G294440
OG0007127	jg6604	Om007G294070
OG0007128	jg6656	Om007G293640
OG0007129	jg6862	Om007G303300
OG0007130	jg21578	Om007G303680
OG0007131	jg21479	Om007G304570
OG0007132	jg21464	Om002G065080
OG0007133	jg21372	Om007G308140, Om002G074690
OG0007134	jg21430	Om007G306390, Om009G363540
OG0007135	jg5163	Om004G161330
OG0007136	jg4525	Om004G169590
OG0007137	jg4497	Om004G169930
OG0007138	jg4454, jg4437	Om004G170130
OG0007139	jg5161	Om004G161350
OG0007140	jg5160	Om004G161360
OG0007141	jg4406	Om004G170410
OG0007142	jg4477, jg4312	Om004G171430
OG0007143	jg4258	Om004G172070
OG0007144	jg4236	Om004G172420
OG0007145	jg4243	Om008G335020, Om004G172290
OG0007146	jg4200	Om004G172820
OG0007147	jg5806, jg5805	Om006G240990, Om006G240980
OG0007148	jg6467	Om006G240580
OG0007149	jg6461	Om006G240550
OG0007150	jg6458	Om006G240520
OG0007151	jg6379	Om006G239750
OG0007152	jg6375	Om006G239710
OG0007153	jg6351	Om006G239450
OG0007154	jg6350	Om006G239440
OG0007155	jg6278	Om006G238860
OG0007156	jg6264	Om006G238730
OG0007157	jg6263	Om006G238720
OG0007158	jg14713	Om006G261230
OG0007159	jg6211	Om006G238160
OG0007160	jg6201	Om006G238070
OG0007161	jg6179	Om006G237780
OG0007162	jg6178	Om006G237770
OG0007163	jg23028	Om006G237360
OG0007164	jg23034	Om006G237300
OG0007165	jg23039	Om006G237230
OG0007166	jg23068	Om006G236910
OG0007167	jg23100	Om006G236560
OG0007168	jg23195	Om006G235550
OG0007169	jg23202	Om006G235440
OG0007170	jg23211	Om006G235310
OG0007171	jg23231	Om006G235020
OG0007172	jg14607	Om006G263410, Om006G263400
OG0007173	jg23258	Om006G234820
OG0007174	jg22786	Om006G247400
OG0007175	jg14963	Om006G258130
OG0007176	jg14837	Om006G259740
OG0007177	jg14816	Om006G260200
OG0007178	jg14622	Om007G306780, Om006G263200
OG0007179	jg14597	Om006G235130
OG0007181	jg14490	Om006G266570
OG0007182	jg14382	Om006G245610
OG0007183	jg14273, jg17675	Om004G176350
OG0007185	jg14148	Om006G268790
OG0007186	jg14077	Om006G268620
OG0007187	jg2279	Om005G212360
OG0007188	jg2269	Om005G212410, Om005G212680
OG0007190	jg24804	Om002G051320
OG0007191	jg2522	Om005G209450
OG0007192	jg2544	Om005G209220
OG0007193	jg2379	Om005G211360
OG0007194	jg2588, jg13738	Om005G208510
OG0007195	jg2589	Om005G208500
OG0007196	jg2598	Om005G208410
OG0007197	jg2693	Om005G207120
OG0007198	jg2712	Om005G206940
OG0007199	jg2720	Om005G206840
OG0007200	jg2742	Om005G206620
OG0007201	jg2800	Om005G205970
OG0007202	jg2821	Om004G143290
OG0007204	jg3507	Om004G133410, Om004G138880
OG0007205	jg3439	Om004G134400
OG0007207	jg3401	Om004G134900
OG0007208	jg3391	Om004G135030
OG0007209	jg3338	Om004G135640
OG0007210	jg3304	Om004G136090
OG0007211	jg3285	Om004G136550, Om004G136540
OG0007212	jg3262	Om004G136960
OG0007213	jg3230	Om004G137540
OG0007214	jg3228	Om004G137580
OG0007215	jg3149	Om004G138760
OG0007217	jg3135	Om004G138540
OG0007218	jg3131	Om004G138500
OG0007219	jg3100	Om004G139470
OG0007220	jg3018	Om004G140560
OG0007221	jg2963	Om004G141740
OG0007222	jg20227	Om005G225240, Om008G318630
OG0007223	jg2913	Om004G142170
OG0007224	jg2873	Om004G142640
OG0007225	jg3513	Om004G133300
OG0007226	jg3550	Om004G132840
OG0007227	jg24991	Om002G053480
OG0007228	jg3616	Om004G131960
OG0007229	jg3627	Om004G131830
OG0007230	jg3651	Om004G131480
OG0007231	jg30090	Om005G196910
OG0007231	jg30502	Om004G131210
OG0007232	jg3766	Om004G129910, Om007G302980
OG0007233	jg3678	Om004G131120
OG0007234	jg3683	Om004G131040, Om004G131050, Om004G146080
OG0007235	jg3693	Om004G130910
OG0007236	jg17235, jg3708	Om004G130610
OG0007237	jg30068	Om005G196540
OG0007238	jg30597	Om004G130200, Om001G006300
OG0007239	jg24631	Om002G056200, Om004G130150
OG0007240	jg25264	Om002G056910
OG0007241	jg25270	Om002G056980
OG0007242	jg25343, jg25342	Om002G067980
