Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_NCBI
OG0006617	XP_018468175.1, XP_018454671.1	XP_002865988.1
OG0006618	XP_018482185.1, XP_018482190.1, XP_018470030.1, XP_018470029.1	XP_002868157.1
OG0006620	XP_018487117.1, XP_018437904.1	XP_002885644.1
OG0006621	XP_018444521.1, XP_018469499.1, XP_018444831.1	XP_002888583.1
OG0006622	XP_018456776.1, XP_018443964.1	XP_002887146.1
OG0006623	XP_018446983.1, XP_018443021.1	XP_020891080.1
OG0006624	XP_018453374.1, XP_018453377.1	XP_002887165.2
OG0006625	XP_018457591.1, XP_018444478.1	XP_002887176.1
OG0006626	XP_018478346.1, XP_018453187.1	XP_020871714.1
OG0006627	XP_018434531.1	XP_020886105.1
OG0006628	XP_018492832.1	XP_002884131.1
OG0006629	XP_018434623.1, XP_018492833.1	XP_020889069.1
OG0006630	XP_018455330.1, XP_018455377.1, XP_018489374.1	XP_002884178.1
OG0006631	XP_018435832.1, XP_018441485.1	XP_020886959.1
OG0006632	XP_018435715.1, XP_018482141.1, XP_018482133.1, XP_018465194.1	XP_002875094.1
OG0006633	XP_018434151.1, XP_018452552.1, XP_018452585.1, XP_018452564.1	XP_020888403.1
OG0006634	XP_018489001.1, XP_018436998.1	XP_002884295.1
OG0006635	XP_018434190.1, XP_018456016.1	XP_002883983.1
OG0006636	XP_018436662.1, XP_018458691.1	XP_002883982.1
OG0006637	XP_018440301.1, XP_018440302.1, XP_018456438.1	XP_020889360.1
OG0006638	XP_018472645.1, XP_018481323.1	XP_020883959.1
OG0006639	XP_018462225.1, XP_018478988.1, XP_018476604.1	XP_002879871.1
OG0006640	XP_018479149.1, XP_018482509.1, XP_018436610.1	XP_020885488.1
OG0006641	XP_018482516.1, XP_018458721.1	XP_002881704.1
OG0006642	XP_018477937.1, XP_018475549.1	XP_002879855.1, XP_002862876.2
OG0006643	XP_018433317.1, XP_018477796.1, XP_018479956.1, XP_018477784.1	XP_020884758.1
OG0006644	XP_018440362.1, XP_018466355.1	XP_020871371.1
OG0006645	XP_018476172.1, XP_018434170.1	XP_020883522.1
OG0006646	XP_018483679.1, XP_018464226.1, XP_018475346.1	XP_002879815.1
OG0006647	XP_018436633.1, XP_018472860.1	XP_002881666.1
OG0006648	XP_018486657.1	XP_020868458.1
OG0006649	XP_018439223.1, XP_018472579.1, XP_018484790.1	XP_002879759.1
OG0006650	XP_018441912.1, XP_018476316.1, XP_018475698.1	XP_020882924.1
OG0006651	XP_018476020.1, XP_018485140.1, XP_018433260.1	XP_002879748.2
OG0006652	XP_018473239.1	XP_020882751.1, XP_020873636.1, XP_020884751.1, XP_002862900.2
OG0006653	XP_018436891.1, XP_018474809.1, XP_018477429.1	XP_002879739.1
OG0006654	XP_018441360.1, XP_018485129.1	XP_020883343.1
OG0006655	XP_018475262.1, XP_018482872.1	XP_020883765.1, XP_002862263.1
OG0006656	XP_018484710.1, XP_018482460.1, XP_018457474.1	XP_020879692.1
OG0006657	XP_018440820.1, XP_018485058.1, XP_018472658.1	XP_020883876.1
OG0006658	XP_018433950.1, XP_018483356.1	XP_020884788.1
OG0006659	XP_018437064.1, XP_018475086.1	XP_002881554.1
OG0006660	XP_018481001.1, XP_018480803.1, XP_018437565.1	XP_002881514.1
OG0006661	XP_018479923.1, XP_018473090.1, XP_018436765.1	XP_020882802.1
OG0006662	XP_018475260.1, XP_018433297.1	XP_002881531.2, XP_020882818.1
OG0006663	XP_018474691.1, XP_018439280.1	XP_002879629.2
OG0006664	XP_018450763.1, XP_018452659.1	XP_020877718.1
OG0006665	XP_018457993.1	XP_002874807.1
OG0006666	XP_018462890.1	XP_002874728.1, XP_002874727.1
OG0006667	XP_018458741.1, XP_018452045.1	XP_002874726.1
OG0006668	XP_018442184.1, XP_018472609.1	XP_002871869.1
OG0006669	XP_018433540.1	XP_020884999.1, XP_002880370.1
OG0006670	XP_018472830.1, XP_018472829.1	XP_002878546.2
OG0006671	XP_018477871.1, XP_018438975.1, XP_018467080.1	XP_020884489.1
OG0006672	XP_018477286.1	XP_020883541.1
OG0006673	XP_018482090.1	XP_020883231.1
OG0006674	XP_018483062.1, XP_018438866.1, XP_018438734.1	XP_002878602.1
OG0006675	XP_018480300.1, XP_018480949.1, XP_018437467.1, XP_018464038.1	XP_020882836.1
OG0006676	XP_018489949.1, XP_018489950.1, XP_018483970.1	XP_002880747.1
OG0006677	XP_018476951.1, XP_018476941.1	XP_002878803.1
OG0006678	XP_018453746.1	XP_002869612.1
OG0006679	XP_018465411.1, XP_018484913.1, XP_018472143.1	XP_002867655.1
OG0006680	XP_018460600.1, XP_018447641.1, XP_018438557.1	XP_020870382.1
OG0006681	XP_018486635.1	XP_020868520.1
OG0006682	XP_018440308.1, XP_018487049.1, XP_018459715.1	XP_020868503.1
OG0006683	XP_018478462.1, XP_018472882.1, XP_018467488.1	XP_020878361.1
OG0006684	XP_018465414.1, XP_018473770.1, XP_018452528.1	XP_020878991.1
OG0006685	XP_018492716.1, XP_018447488.1	XP_002894192.1
OG0006686	XP_018476656.1, XP_018457061.1, XP_018457063.1	XP_020877942.1
OG0006687	XP_018459574.1, XP_018476655.1, XP_018457060.1	XP_020877941.1
OG0006688	XP_018440823.1, XP_018483813.1	XP_002874312.1
OG0006689	XP_018483797.1, XP_018456323.1	XP_020876958.1
OG0006690	XP_018469916.1, XP_018447900.1, XP_018484753.1	XP_002869719.1
OG0006691	XP_018436718.1, XP_018440237.1, XP_018454522.1	XP_020876941.1
OG0006692	XP_018434239.1, XP_018434249.1, XP_018452573.1	XP_002872266.2
OG0006693	XP_018456981.1, XP_018477430.1	XP_020876908.1
OG0006694	XP_018455707.1, XP_018461627.1, XP_018478865.1	XP_002874392.1
OG0006695	XP_018437570.1, XP_018464461.1	XP_002883961.1
OG0006696	XP_018440710.1, XP_018454372.1, XP_018433958.1	XP_002883934.1
OG0006697	XP_018438440.1, XP_018452734.1	XP_020887251.1
OG0006698	XP_018452195.1, XP_018462495.1, XP_018439767.1	XP_020888113.1
OG0006700	XP_018481377.1, XP_018433939.1	XP_002882082.1, XP_002882084.1
OG0006701	XP_018478536.1, XP_018473098.1	XP_002880254.1
OG0006702	XP_018477395.1, XP_018472770.1, XP_018437892.1, XP_018434986.1	XP_002880253.1
OG0006703	XP_018480015.1, XP_018480013.1, XP_018441250.1, XP_018441366.1, XP_018461921.1	XP_020883467.1
OG0006704	XP_018465209.1, XP_018473947.1	XP_020882878.1
OG0006705	XP_018466587.1, XP_018437597.1, XP_018437325.1	XP_020884504.1
OG0006706	XP_018480859.1, XP_018479137.1, XP_018436618.1	XP_002882044.1
OG0006707	XP_018479154.1, XP_018480918.1, XP_018439973.1	XP_020883117.1
OG0006708	XP_018434724.1, XP_018434738.1, XP_018475672.1, XP_018475682.1	XP_020884251.1
OG0006709	XP_018473308.1, XP_018475670.1, XP_018484721.1	XP_002882025.1
OG0006710	XP_018481401.1, XP_018463884.1	XP_002880179.1
OG0006711	XP_018472786.1, XP_018440051.1, XP_018480003.1	XP_002882002.1
OG0006712	XP_018459819.1	XP_002881994.1
OG0006713	XP_018439521.1, XP_018485319.1	XP_020882677.1
OG0006714	XP_018434679.1, XP_018473288.1, XP_018480426.1	XP_002880148.1
OG0006715	XP_018474950.1, XP_018434830.1, XP_018483425.1	XP_002881979.1
OG0006716	XP_018476585.1, XP_018482528.1, XP_018438279.1	XP_020885116.1
OG0006717	XP_018476321.1, XP_018477964.1, XP_018477912.1	XP_020885149.1
OG0006718	XP_018484649.1, XP_018441012.1, XP_018476183.1	XP_002880063.1
OG0006719	XP_018484218.1, XP_018472536.1	XP_002880059.1
OG0006720	XP_018472676.1	XP_002881921.1
OG0006721	XP_018474856.1, XP_018481275.1	XP_002881920.1
OG0006722	XP_018434938.1, XP_018476982.1	XP_020883364.1
OG0006723	XP_018465062.1, XP_018474990.1	XP_002881887.2
OG0006724	XP_018483387.1	XP_020884910.1
OG0006725	XP_018482774.1, XP_018485029.1, XP_018476442.1	XP_002881856.1
OG0006726	XP_018436967.1	XP_002862496.1, XP_002881841.1
OG0006727	XP_018480230.1, XP_018434876.1	XP_020885222.1
OG0006728	XP_018476715.1, XP_018439301.1, XP_018466237.1, XP_018478596.1, XP_018478579.1	XP_002879935.1
OG0006729	XP_018484873.1, XP_018472687.1	XP_020883866.1
OG0006730	XP_018480888.1, XP_018436701.1	XP_020884524.1
OG0006731	XP_018439607.1, XP_018439151.1, XP_018474934.1	XP_020885413.1
OG0006732	XP_018441490.1, XP_018435779.1	XP_020885095.1
OG0006733	XP_018459254.1, XP_018451750.1	XP_002869217.1
OG0006734	XP_018488824.1, XP_018493117.1	XP_020886315.1
OG0006735	XP_018460455.1, XP_018458022.1, XP_018470417.1	XP_002866042.1
OG0006736	XP_018492741.1, XP_018440688.1, XP_018466585.1	XP_020886897.1
OG0006737	XP_018439338.1, XP_018432763.1	XP_002884331.1
OG0006738	XP_018491793.1, XP_018491794.1, XP_018493540.1	XP_020889326.1
OG0006739	XP_018464625.1, XP_018488334.1, XP_018489756.1, XP_018493543.1	XP_020889319.1
OG0006740	XP_018436801.1, XP_018434522.1, XP_018488582.1, XP_018488605.1	XP_002884359.1
OG0006741	XP_018442020.1, XP_018492692.1	XP_020888661.1
OG0006742	XP_018485493.1, XP_018492679.1, XP_018487307.1	XP_002884398.1
OG0006743	XP_018491451.1, XP_018492796.1	XP_020887002.1
OG0006744	XP_018441433.1, XP_018441435.1, XP_018486210.1	XP_020887012.1
OG0006745	XP_018486860.1, XP_018486160.1	XP_020886791.1
OG0006746	XP_018437222.1, XP_018463359.1, XP_018490608.1	XP_020888047.1
OG0006747	XP_018487122.1, XP_018434720.1	XP_002884503.1, XP_020888111.1
OG0006748	XP_018486995.1, XP_018440160.1, XP_018440159.1, XP_018438851.1	XP_002882419.1
OG0006749	XP_018492954.1, XP_018490572.1	XP_020887581.1
OG0006750	XP_018464537.1, XP_018450499.1	XP_002893444.1
OG0006751	XP_018491960.1, XP_018489602.1	XP_002882443.1
OG0006752	XP_018437030.1, XP_018491961.1, XP_018488862.1	XP_020888592.1
OG0006753	XP_018486089.1, XP_018492486.1, XP_018492488.1	XP_002882493.1
OG0006754	XP_018489159.1, XP_018437208.1, XP_018489676.1	XP_020886396.1
OG0006755	XP_018438876.1, XP_018461637.1, XP_018490003.1	XP_002862294.2, XP_002884637.2
OG0006756	XP_018493183.1, XP_018432796.1	XP_002884642.1
OG0006757	XP_018492977.1	XP_020887489.1
OG0006758	XP_018487088.1, XP_018489451.1, XP_018486573.1	XP_020888862.1
OG0006759	XP_018491151.1, XP_018489292.1, XP_018462743.1	XP_020888989.1
OG0006760	XP_018489050.1, XP_018466583.1, XP_018493245.1, XP_018462744.1	XP_020888953.1
OG0006761	XP_018486553.1, XP_018486555.1	XP_020888762.1
OG0006762	XP_018434895.1, XP_018492582.1	XP_002882547.1
OG0006763	XP_018465366.1, XP_018438899.1, XP_018485798.1	XP_020887692.1
OG0006764	XP_018465365.1, XP_018438909.1	XP_020887693.1
OG0006765	XP_018433672.1, XP_018438078.1, XP_018491227.1	XP_020887216.1
OG0006766	XP_018491881.1, XP_018438236.1, XP_018466071.1	XP_020888740.1
OG0006767	XP_018492899.1, XP_018489492.1	XP_020889320.1
OG0006768	XP_018439326.1, XP_018438714.1, XP_018492178.1	XP_020886470.1
OG0006769	XP_018438650.1, XP_018490394.1	XP_002882611.1, XP_002862963.1
OG0006770	XP_018485821.1, XP_018490180.1, XP_018462976.1	XP_020888966.1
OG0006771	XP_018441909.1, XP_018462121.1	XP_020888243.1
OG0006772	XP_018485417.1, XP_018460976.1, XP_018433517.1, XP_018433956.1	XP_020887354.1
OG0006773	XP_018486927.1, XP_018436576.1	XP_020888280.1
OG0006774	XP_018486926.1, XP_018462506.1	XP_002884829.1
OG0006775	XP_018441668.1, XP_018493135.1	XP_020888273.1
OG0006776	XP_018488927.1, XP_018489603.1, XP_018455249.1	XP_002882739.2
OG0006777	XP_018489589.1, XP_018493096.1	XP_002884854.2
OG0006778	XP_018487040.1	XP_002884855.1, XP_002862710.1
OG0006779	XP_018491317.1, XP_018491318.1, XP_018491083.1	XP_020888240.1
OG0006780	XP_018489799.1, XP_018491323.1	XP_002884861.1
OG0006781	XP_018491214.1, XP_018440819.1	XP_002884891.1
OG0006782	XP_018490597.1	XP_002884907.1
OG0006783	XP_018488868.1, XP_018463837.1, XP_018440400.1	XP_002884917.1
OG0006784	XP_018437728.1	XP_002884923.1
OG0006785	XP_018489945.1, XP_018437965.1, XP_018490238.1	XP_002882795.1
OG0006786	XP_018491143.1, XP_018488286.1, XP_018485813.1	XP_002884937.2
OG0006787	XP_018463087.1	XP_020884017.1
OG0006788	XP_018490835.1, XP_018492918.1	XP_002882838.1
OG0006789	XP_018433414.1, XP_018487141.1	XP_020872518.1, XP_020888550.1
OG0006790	XP_018432654.1, XP_018459554.1, XP_018489219.1	XP_020888793.1
OG0006791	XP_018448439.1	XP_002872474.1, XP_002872473.1
OG0006792	XP_018490354.1, XP_018490098.1	XP_020887168.1
OG0006793	XP_018490360.1	XP_002882871.1
OG0006794	XP_018492901.1, XP_018485520.1, XP_018440359.1	XP_002885045.1
OG0006795	XP_018486244.1, XP_018491168.1, XP_018491170.1	XP_002882885.2
OG0006796	XP_018488652.1, XP_018435095.1	XP_002885055.1
OG0006797	XP_018441611.1, XP_018493240.1	XP_002882902.1
OG0006798	XP_018492260.1, XP_018493239.1, XP_018433582.1	XP_002882919.1
OG0006799	XP_018459447.1, XP_018490719.1, XP_018490790.1, XP_018489925.1	XP_020888545.1
OG0006800	XP_018492896.1, XP_018437885.1, XP_018437880.1	XP_002882949.1
OG0006801	XP_018493295.1, XP_018493397.1	XP_020887061.1
OG0006802	XP_018492114.1, XP_018440718.1	XP_020886989.1
OG0006803	XP_018434356.1, XP_018434329.1, XP_018493138.1	XP_002885129.1
OG0006804	XP_018437257.1, XP_018441148.1, XP_018466889.1, XP_018492998.1	XP_002885131.1
OG0006805	XP_018487904.1, XP_018436837.1	XP_002889497.1
OG0006806	XP_018464643.1, XP_018437466.1, XP_018485973.1	XP_020889215.1
OG0006807	XP_018465487.1, XP_018439902.1, XP_018493569.1, XP_018490439.1, XP_018490440.1	XP_020889090.1
OG0006808	XP_018433920.1	XP_020889142.1
OG0006809	XP_018490213.1, XP_018463207.1, XP_018489539.1	XP_002885215.1
OG0006810	XP_018466418.1	XP_020876204.1
OG0006812	XP_018488900.1, XP_018440896.1	XP_002883071.1
OG0006813	XP_018489284.1, XP_018492529.1, XP_018437358.1	XP_002885227.1
OG0006814	XP_018466682.1, XP_018486220.1, XP_018460933.1	XP_020889189.1
OG0006815	XP_018487211.1, XP_018434797.1	XP_020889028.1
OG0006816	XP_018462659.1, XP_018441109.1	XP_002883119.1
OG0006817	XP_018492387.1, XP_018438589.1, XP_018463386.1, XP_018489608.1	XP_002885255.1
OG0006818	XP_018442060.1, XP_018485748.1	XP_020888393.1
OG0006819	XP_018439821.1, XP_018489410.1, XP_018491759.1, XP_018492886.1	XP_002885279.1
OG0006820	XP_018493285.1, XP_018492515.1	XP_002883155.1
OG0006821	XP_018451263.1, XP_018451256.1, XP_018435057.1	XP_002893020.1
OG0006822	XP_018489854.1, XP_018489851.1, XP_018485423.1, XP_018433299.1, XP_018433323.1	XP_002883220.1
OG0006823	XP_018461646.1, XP_018487352.1, XP_018486940.1	XP_020889037.1
OG0006824	XP_018439951.1, XP_018439950.1, XP_018490782.1	XP_002885368.1
OG0006825	XP_018490918.1	XP_020889358.1
OG0006826	XP_018490920.1, XP_018436820.1	XP_002885385.1
OG0006827	XP_018438617.1, XP_018490010.1	XP_020887690.1
OG0006828	XP_018432639.1, XP_018458251.1	XP_002883270.1
OG0006829	XP_018487136.1, XP_018491263.1, XP_018491805.1	XP_002883277.1
OG0006830	XP_018485782.1	XP_020886944.1
OG0006831	XP_018486093.1	XP_002883292.1
OG0006832	XP_018433084.1, XP_018488446.1	XP_020868177.1
OG0006834	XP_018481395.1, XP_018482724.1	XP_020875000.1
OG0006835	XP_018484594.1, XP_018454483.1	XP_002865571.1
OG0006836	XP_018456618.1, XP_018483366.1	XP_020882954.1
OG0006837	XP_018439957.1	XP_002883458.1
OG0006838	XP_018435170.1, XP_018489261.1	XP_020886723.1, XP_002862780.1
OG0006839	XP_018435484.1, XP_018435235.1	XP_020886686.1
OG0006840	XP_018488486.1, XP_018462685.1, XP_018458537.1, XP_018458536.1	XP_002885448.1
OG0006841	XP_018450303.1, XP_018470903.1	XP_002867378.1
OG0006842	XP_018450304.1, XP_018472030.1	XP_020874506.1
OG0006843	XP_018445648.1, XP_018488715.1, XP_018451951.1, XP_018470920.1	XP_002888301.1
OG0006844	XP_018471906.1	XP_020890955.1
OG0006845	XP_018472680.1, XP_018446343.1	XP_020878001.1
OG0006846	XP_018474275.1, XP_018476202.1, XP_018445554.1, XP_018445555.1	XP_002871828.1
OG0006847	XP_018458835.1, XP_018464241.1, XP_018463138.1	XP_020878736.1
OG0006848	XP_018473507.1, XP_018468696.1, XP_018442763.1	XP_002873881.1
OG0006849	XP_018441363.1	XP_002865732.1
OG0006850	XP_018484789.1, XP_018436648.1	XP_020878365.1
OG0006851	XP_018483439.1, XP_018440865.1	XP_020878216.1
OG0006852	XP_018485251.1, XP_018485248.1, XP_018484888.1, XP_018484874.1	XP_020881411.1
OG0006853	XP_018459163.1, XP_018459164.1, XP_018442458.1, XP_018438424.1	XP_002877854.1, XP_002877852.1
OG0006854	XP_018438822.1, XP_018439581.1, XP_018458897.1	XP_020881889.1, XP_020880640.1
OG0006855	XP_018434389.1, XP_018438819.1, XP_018461674.1, XP_018482449.1	XP_002877843.1
OG0006856	XP_018483174.1, XP_018436838.1	XP_002877842.1
OG0006857	XP_018482794.1, XP_018433337.1	XP_002885456.1
OG0006858	XP_018441057.1, XP_018440252.1, XP_018447435.1	XP_002877806.1
OG0006859	XP_018433832.1, XP_018465099.1, XP_018458449.1	XP_002877804.1
OG0006860	XP_018439733.1	XP_020879928.1
OG0006861	XP_018471827.1, XP_018478808.1	XP_020879932.1
OG0006862	XP_018482313.1, XP_018475015.1	XP_002889356.1
OG0006863	XP_018436378.1	XP_020869667.1
OG0006864	XP_018476450.1, XP_018485674.1, XP_018487367.1	XP_002889363.1
OG0006865	XP_018486753.1, XP_018488718.1, XP_018463497.1	XP_020866515.1
OG0006866	XP_018489210.1, XP_018492211.1, XP_018455109.1	XP_020868097.1
OG0006867	XP_018486489.1, XP_018469773.1	XP_002889401.1
OG0006868	XP_018481298.1, XP_018447787.1	XP_002892134.2
OG0006869	XP_018447731.1, XP_018487355.1	XP_002889428.1
OG0006870	XP_018487766.1, XP_018465992.1, XP_018490619.1	XP_020867757.1
OG0006871	XP_018466598.1, XP_018449244.1, XP_018449975.1	XP_020866429.1
OG0006872	XP_018486279.1, XP_018486284.1, XP_018479598.1	XP_002892205.1
OG0006873	XP_018491587.1, XP_018491589.1	XP_020887387.1
OG0006874	XP_018489988.1, XP_018463393.1, XP_018443303.1	XP_002892228.1
OG0006875	XP_018448183.1, XP_018471126.1, XP_018489455.1, XP_018489195.1	XP_020866003.1
OG0006876	XP_018490792.1	XP_002892240.1
OG0006877	XP_018441369.1	XP_020881128.1
OG0006878	XP_018447327.1, XP_018491699.1, XP_018487925.1, XP_018487920.1	XP_020870547.1
OG0006879	XP_018439273.1, XP_018451457.1	XP_020869001.1
OG0006880	XP_018479338.1	XP_020868039.1
OG0006881	XP_018448002.1, XP_018448008.1	XP_020867573.1
OG0006882	XP_018489200.1, XP_018485320.1, XP_018482889.1	XP_002889584.1
OG0006883	XP_018451702.1, XP_018483154.1, XP_018490379.1	XP_002892320.1
OG0006884	XP_018492532.1, XP_018472495.1	XP_002889606.1
OG0006885	XP_018472577.1, XP_018447292.1	XP_002889609.1
OG0006886	XP_018432664.1	XP_002889620.1
OG0006887	XP_018436551.1, XP_018462861.1, XP_018451170.1	XP_020866669.1
OG0006888	XP_018489753.1, XP_018486524.1	XP_020870307.1
OG0006889	XP_018449670.1, XP_018471242.1	XP_020873708.1
OG0006890	XP_018482343.1	XP_002892434.1
OG0006892	XP_018438239.1, XP_018432797.1	XP_002892452.1
OG0006893	XP_018432662.1, XP_018443025.1	XP_020870331.1
OG0006894	XP_018490640.1, XP_018447525.1	XP_002889697.1
OG0006895	XP_018461720.1, XP_018450254.1, XP_018441594.1	XP_020868146.1
OG0006896	XP_018450257.1, XP_018485514.1, XP_018471789.1	XP_020867647.1
OG0006897	XP_018465802.1, XP_018491076.1	XP_002889727.1
OG0006898	XP_018451117.1, XP_018451118.1	XP_020867886.1
OG0006899	XP_018448988.1, XP_018451316.1, XP_018488899.1	XP_002889742.1
OG0006900	XP_018475571.1, XP_018471893.1, XP_018460025.1, XP_018450853.1	XP_020868197.1
OG0006901	XP_018469419.1, XP_018432794.1	XP_020868825.1
OG0006902	XP_018459727.1, XP_018437109.1	XP_002892549.1
OG0006903	XP_018469664.1	XP_002886670.1
OG0006904	XP_018434029.1, XP_018472175.1, XP_018437584.1	XP_020868835.1
OG0006905	XP_018438210.1, XP_018489450.1, XP_018485373.1	XP_020866629.1
OG0006906	XP_018436269.1, XP_018450159.1, XP_018484065.1, XP_018461429.1	XP_002892615.1
OG0006907	XP_018481110.1	XP_002889853.1
OG0006908	XP_018447851.1, XP_018447852.1, XP_018490863.1, XP_018489023.1	XP_002892623.1
OG0006909	XP_018486246.1	XP_002892624.1
OG0006910	XP_018485450.1, XP_018490230.1	XP_002889859.1
OG0006911	XP_018476032.1, XP_018450773.1	XP_002889861.1
OG0006912	XP_018450314.1, XP_018458349.1	XP_002889880.1
OG0006913	XP_018458315.1, XP_018458312.1, XP_018490292.1	XP_020870705.1
OG0006914	XP_018449120.1, XP_018470337.1, XP_018492672.1	XP_020868950.1
OG0006916	XP_018464592.1, XP_018451619.1, XP_018439156.1	XP_002889915.1
OG0006917	XP_018449566.1, XP_018451870.1, XP_018432728.1	XP_002892680.1
OG0006918	XP_018487265.1, XP_018487287.1, XP_018468108.1	XP_020868459.1
OG0006919	XP_018452769.1	XP_020876851.1
OG0006920	XP_018463938.1, XP_018449465.1	XP_002889951.2, XP_002889943.1
OG0006921	XP_018437911.1, XP_018450019.1, XP_018450029.1	XP_020866538.1
OG0006922	XP_018434740.1, XP_018468415.1, XP_018468435.1	XP_020867113.1
OG0006923	XP_018491226.1, XP_018437635.1	XP_002892768.1
OG0006924	XP_018460548.1, XP_018450382.1, XP_018460553.1	XP_020869268.1
OG0006925	XP_018440700.1, XP_018483092.1	XP_002892779.1
OG0006926	XP_018433071.1, XP_018438796.1	XP_002890032.1
OG0006927	XP_018433788.1, XP_018433840.1	XP_020870392.1
OG0006929	XP_018493570.1	XP_020873206.1, XP_020870532.1
OG0006930	XP_018451134.1, XP_018449958.1, XP_018480412.1	XP_020870535.1
OG0006931	XP_018466612.1, XP_018434985.1, XP_018434947.1	XP_020870780.1
OG0006932	XP_018479734.1, XP_018479749.1, XP_018449174.1	XP_020866389.1
OG0006933	XP_018465558.1, XP_018483306.1	XP_002890099.1
OG0006934	XP_018464250.1, XP_018449245.1, XP_018466040.1, XP_018440547.1	XP_002892867.1
OG0006935	XP_018450700.1, XP_018492740.1, XP_018440061.1	XP_020866082.1
OG0006936	XP_018440768.1, XP_018441215.1	XP_020868672.1
OG0006937	XP_018488797.1	XP_002893066.1, XP_020867552.1
OG0006938	XP_018439928.1, XP_018447661.1, XP_018450949.1	XP_020867600.1
OG0006939	XP_018440921.1, XP_018464329.1, XP_018452349.1	XP_020881552.1
OG0006940	XP_018484810.1, XP_018455007.1	XP_002892924.1
OG0006941	XP_018447639.1, XP_018465595.1	XP_020867447.1
OG0006942	XP_018449950.1, XP_018449953.1, XP_018479412.1	XP_002890208.1
OG0006943	XP_018488230.1, XP_018450057.1, XP_018450046.1	XP_002890221.2
OG0006944	XP_018461056.1, XP_018449205.1, XP_018481929.1	XP_020869018.1
OG0006945	XP_018461057.1, XP_018449525.1	XP_020867108.1
OG0006946	XP_018469904.1	XP_020866541.1
OG0006947	XP_018466696.1, XP_018434627.1, XP_018434471.1	XP_002892968.1
OG0006948	XP_018447888.1, XP_018441752.1, XP_018432655.1	XP_020866821.1
OG0006949	XP_018449713.1, XP_018437706.1, XP_018437708.1	XP_002890254.1
OG0006950	XP_018447977.1, XP_018483186.1, XP_018464264.1	XP_020869444.1
OG0006951	XP_018439680.1, XP_018439692.1, XP_018447302.1	XP_002890278.1
OG0006952	XP_018449161.1, XP_018449158.1, XP_018461069.1, XP_018451578.1	XP_020869741.1
OG0006953	XP_018447331.1, XP_018464301.1	XP_002890304.1
OG0006954	XP_018435373.1, XP_018450274.1, XP_018451575.1	XP_020870042.1
OG0006955	XP_018436473.1, XP_018464048.1	XP_020870089.1
OG0006956	XP_018432819.1, XP_018432795.1	XP_020870294.1
OG0006957	XP_018484389.1	XP_020869861.1
OG0006958	XP_018434628.1, XP_018451124.1, XP_018458481.1	XP_020866683.1
OG0006959	XP_018433640.1, XP_018467726.1, XP_018448267.1	XP_020870749.1
OG0006960	XP_018464775.1, XP_018464932.1, XP_018434680.1	XP_002890414.1
OG0006961	XP_018447921.1, XP_018470383.1	XP_002890423.2
OG0006962	XP_018450506.1, XP_018440788.1, XP_018440777.1	XP_002890441.1
OG0006963	XP_018447932.1	XP_002893165.1
OG0006964	XP_018461922.1, XP_018490019.1	XP_002893185.1
OG0006965	XP_018448053.1, XP_018448058.1, XP_018447920.1, XP_018473018.1	XP_020869594.1
OG0006966	XP_018450679.1, XP_018449518.1, XP_018449317.1	XP_020870864.1
OG0006967	XP_018449696.1, XP_018462978.1, XP_018482672.1	XP_002890490.1
OG0006968	XP_018485069.1, XP_018434456.1	XP_002863522.1
OG0006969	XP_018486647.1	XP_002870307.1
OG0006970	XP_018446522.1, XP_018446524.1, XP_018452646.1	XP_002888847.2
OG0006971	XP_018454248.1	XP_020889860.1, XP_002887360.2
OG0006972	XP_018470580.1	XP_002887343.1
OG0006973	XP_018468964.1, XP_018454726.1, XP_018465490.1	XP_020890159.1
OG0006974	XP_018481187.1, XP_018472055.1	XP_020873354.1
OG0006975	XP_018477246.1, XP_018477241.1, XP_018469123.1	XP_002869735.1
OG0006976	XP_018469788.1, XP_018482490.1	XP_020888783.1
OG0006977	XP_018457562.1, XP_018452048.1	XP_020865601.1
OG0006978	XP_018455023.1, XP_018454835.1	XP_020865977.1, XP_020871991.1
OG0006979	XP_018455369.1, XP_018456833.1	XP_020865857.1
OG0006980	XP_018470184.1, XP_018456824.1	XP_020890412.1
OG0006981	XP_018465567.1, XP_018435229.1, XP_018452876.1	XP_020890073.1
OG0006982	XP_018463250.1, XP_018436634.1	XP_020890108.1
OG0006983	XP_018447716.1, XP_018436098.1	XP_002893460.1
OG0006984	XP_018456333.1, XP_018438330.1, XP_018435522.1	XP_020890036.1
OG0006985	XP_018473478.1	XP_020890077.1, XP_020890131.1
OG0006986	XP_018439445.1, XP_018456098.1	XP_002888245.1
OG0006987	XP_018454272.1, XP_018456974.1, XP_018456967.1	XP_020890618.1
OG0006988	XP_018455499.1, XP_018455507.1	XP_020865912.1
OG0006989	XP_018455679.1, XP_018457420.1	XP_002887868.1
OG0006990	XP_018460182.1, XP_018446416.1	XP_002870592.1
OG0006991	XP_018437053.1, XP_018461558.1, XP_018481438.1	XP_020870568.1
OG0006992	XP_018434118.1, XP_018452321.1	XP_002865173.1
OG0006993	XP_018478285.1, XP_018478318.1, XP_018462152.1, XP_018459928.1	XP_002863392.1
OG0006994	XP_018436479.1, XP_018485075.1	XP_020888209.1
OG0006995	XP_018456760.1, XP_018456266.1, XP_018439540.1	XP_002865110.1
OG0006996	XP_018439738.1, XP_018439267.1	XP_020887390.1
