Orthogroup	Raphanus_sativus	Arabidopsis_arenosa
OG0005522	XP_018471602.1, XP_018476167.1, XP_018464285.1	jg7966
OG0005523	XP_018462143.1, XP_018475808.1, XP_018457096.1	jg7957
OG0005524	XP_018474788.1, XP_018452131.1, XP_018462140.1	jg7952
OG0005525	XP_018471673.1, XP_018471674.1	jg7851
OG0005526	XP_018472462.1, XP_018475435.1, XP_018460888.1	jg4584
OG0005527	XP_018475191.1, XP_018475653.1, XP_018442761.1, XP_018469027.1	jg4550
OG0005528	XP_018464230.1, XP_018474858.1, XP_018468228.1	jg4501
OG0005529	XP_018444287.1	jg17751, jg4494
OG0005530	XP_018446455.1, XP_018473058.1, XP_018473065.1	jg4416
OG0005531	XP_018475017.1, XP_018469138.1, XP_018444270.1	jg4394
OG0005533	XP_018448073.1	jg11628, jg12413
OG0005534	XP_018473513.1, XP_018445562.1, XP_018458962.1	jg4222
OG0005535	XP_018445617.1, XP_018442289.1, XP_018468230.1	jg4209
OG0005536	XP_018436031.1	jg4169
OG0005537	XP_018447348.1, XP_018444365.1	jg4159
OG0005539	XP_018442702.1, XP_018476363.1, XP_018468082.1	jg4064
OG0005540	XP_018445899.1	jg4014
OG0005541	XP_018444456.1, XP_018475118.1, XP_018468494.1	jg3991
OG0005542	XP_018473433.1, XP_018458410.1, XP_018445674.1	jg3961
OG0005543	XP_018475415.1, XP_018444736.1, XP_018444876.1	jg3942
OG0005544	XP_018447293.1, XP_018444284.1, XP_018467118.1	jg3933
OG0005545	XP_018442448.1, XP_018479451.1, XP_018466898.1	jg3904
OG0005547	XP_018475512.1, XP_018468670.1	jg3890
OG0005548	XP_018434428.1	jg18069
OG0005549	XP_018454752.1, XP_018454525.1	jg819, jg822, jg824
OG0005550	XP_018482897.1, XP_018482898.1, XP_018452043.1	jg20916
OG0005551	XP_018442340.1	jg24631
OG0005552	XP_018454495.1, XP_018461738.1, XP_018468198.1	jg3725
OG0005553	XP_018446637.1, XP_018472247.1, XP_018457551.1	jg3676
OG0005554	XP_018455159.1, XP_018444064.1, XP_018457179.1	jg3632
OG0005555	XP_018459394.1, XP_018456547.1, XP_018443800.1, XP_018443777.1	jg3616
OG0005556	XP_018443795.1, XP_018443567.1, XP_018454512.1	jg3604
OG0005558	XP_018455871.1, XP_018452993.1, XP_018458090.1, XP_018469117.1	jg3542
OG0005559	XP_018458303.1, XP_018481606.1, XP_018455100.1	jg3521
OG0005560	XP_018444925.1, XP_018448550.1, XP_018453324.1	jg3485
OG0005561	XP_018456738.1, XP_018461728.1, XP_018461566.1, XP_018472048.1	jg3481
OG0005562	XP_018457640.1, XP_018459814.1, XP_018443827.1, XP_018452653.1	jg3475
OG0005563	XP_018468899.1, XP_018466900.1, XP_018444051.1	jg3462
OG0005564	XP_018451641.1, XP_018481854.1	jg3403
OG0005565	XP_018490418.1, XP_018490416.1	jg24307
OG0005566	XP_018482216.1, XP_018457415.1	jg21464
OG0005567	XP_018445722.1	jg3346
OG0005568	XP_018463703.1, XP_018443187.1, XP_018454046.1	jg3303
OG0005569	XP_018443825.1, XP_018444096.1	jg3280
OG0005570	XP_018442201.1, XP_018462827.1, XP_018460133.1, XP_018463185.1	jg3224
OG0005571	XP_018447019.1, XP_018442834.1	jg3211
OG0005572	XP_018469522.1, XP_018444504.1, XP_018466344.1	jg3206
OG0005573	XP_018446860.1, XP_018444967.1	jg3198
OG0005574	XP_018490459.1, XP_018469038.1, XP_018463454.1, XP_018467281.1	jg26611
OG0005575	XP_018462790.1, XP_018444142.1, XP_018444147.1, XP_018441464.1	jg3191
OG0005576	XP_018460681.1, XP_018460679.1, XP_018446493.1	jg3170
OG0005577	XP_018464652.1, XP_018464065.1, XP_018469121.1, XP_018468725.1	jg3159
OG0005578	XP_018454511.1, XP_018454520.1	jg8030
OG0005579	XP_018433142.1	jg31090
OG0005581	XP_018491972.1, XP_018466047.1, XP_018434371.1	jg27920
OG0005582	XP_018451912.1, XP_018441344.1	jg33687
OG0005583	XP_018460823.1, XP_018488660.1, XP_018451214.1	jg33656
OG0005584	XP_018439837.1, XP_018490044.1	jg33548
OG0005585	XP_018447146.1, XP_018492220.1	jg33544
OG0005586	XP_018492219.1, XP_018451772.1	jg33538
OG0005587	XP_018473459.1	jg18726
OG0005588	XP_018483481.1, XP_018440384.1	jg18784
OG0005589	XP_018439728.1	jg18785, jg18786
OG0005590	XP_018468239.1	jg22022, jg22015
OG0005591	XP_018455880.1	jg22027
OG0005592	XP_018453051.1, XP_018452560.1, XP_018462463.1, XP_018471313.1	jg22036
OG0005593	XP_018463471.1, XP_018466847.1	jg11262
OG0005594	XP_018457508.1, XP_018463365.1	jg2961
OG0005595	XP_018472446.1, XP_018457507.1, XP_018457628.1	jg2962
OG0005596	XP_018449460.1, XP_018457947.1	jg2983
OG0005597	XP_018442570.1, XP_018442281.1, XP_018437523.1, XP_018442280.1	jg3075
OG0005598	XP_018460376.1, XP_018443535.1, XP_018438843.1	jg3076
OG0005599	XP_018470876.1, XP_018442447.1, XP_018467859.1	jg3077
OG0005600	XP_018452250.1	jg21354
OG0005601	XP_018469524.1	jg3103
OG0005602	XP_018468721.1, XP_018444986.1, XP_018443967.1	jg3114
OG0005603	XP_018443439.1, XP_018443440.1, XP_018444970.1	jg3134
OG0005604	XP_018469126.1	jg2428
OG0005605	XP_018468559.1, XP_018455968.1, XP_018442998.1	jg2434
OG0005606	XP_018461267.1, XP_018444608.1, XP_018452960.1	jg2467
OG0005607	XP_018461142.1, XP_018468380.1, XP_018454539.1	jg2494
OG0005608	XP_018493454.1, XP_018474119.1, XP_018448000.1, XP_018448003.1, XP_018488319.1	jg31282
OG0005609	XP_018446450.1, XP_018442550.1, XP_018452551.1	jg2510
OG0005610	XP_018464604.1	jg9597
OG0005611	XP_018464183.1, XP_018450111.1, XP_018468831.1, XP_018478963.1	jg9579
OG0005612	XP_018467784.1	jg9537
OG0005613	XP_018451420.1, XP_018477750.1, XP_018470191.1	jg9532
OG0005614	XP_018447360.1, XP_018471779.1, XP_018484922.1	jg9524
OG0005615	XP_018470854.1	jg5112
OG0005616	XP_018482613.1, XP_018483511.1, XP_018465361.1, XP_018448410.1, XP_018467552.1	jg9520
OG0005617	XP_018484909.1, XP_018433566.1	jg16540
OG0005618	XP_018453006.1, XP_018455680.1	jg480
OG0005619	XP_018438166.1, XP_018482096.1	jg13560
OG0005620	XP_018455322.1, XP_018484049.1, XP_018439105.1	jg13721
OG0005621	XP_018435179.1, XP_018435181.1, XP_018483523.1, XP_018456848.1	jg13578
OG0005622	XP_018439419.1, XP_018453069.1, XP_018485338.1	jg13520
OG0005623	XP_018441646.1, XP_018441891.1, XP_018483918.1	jg13509
OG0005624	XP_018492058.1, XP_018492092.1	jg27169, jg27166, jg27172
OG0005626	XP_018457869.1, XP_018441301.1, XP_018477121.1	jg13397
OG0005627	XP_018464814.1, XP_018479399.1, XP_018465385.1	jg13294
OG0005628	XP_018454661.1, XP_018436722.1, XP_018480669.1	jg13261
OG0005629	XP_018449256.1, XP_018471072.1, XP_018452844.1	jg2570
OG0005630	XP_018442426.1, XP_018442427.1, XP_018449869.1, XP_018452668.1	jg2561
OG0005631	XP_018451036.1, XP_018462265.1	jg2545
OG0005632	XP_018462517.1, XP_018477086.1	jg20444
OG0005633	XP_018452731.1, XP_018452708.1, XP_018478706.1, XP_018478707.1	jg20445
OG0005634	XP_018483653.1, XP_018434534.1	jg20469
OG0005635	XP_018437852.1, XP_018437832.1	jg20490
OG0005636	XP_018489457.1	jg32242, jg32292
OG0005637	XP_018441026.1	jg20538
OG0005638	XP_018437521.1, XP_018480999.1	jg20559
OG0005639	XP_018486644.1, XP_018477484.1, XP_018486060.1	jg33179
OG0005640	XP_018449336.1, XP_018487046.1	jg33274, jg33275
OG0005641	XP_018481999.1, XP_018465654.1, XP_018491606.1, XP_018460894.1, XP_018449272.1	jg33393
OG0005643	XP_018476189.1, XP_018433104.1	jg18536
OG0005644	XP_018437825.1	jg18541
OG0005645	XP_018438763.1, XP_018472843.1	jg30095
OG0005646	XP_018436726.1	jg14567, jg19893
OG0005647	XP_018485174.1, XP_018441894.1, XP_018459525.1	jg18643
OG0005648	XP_018467523.1, XP_018463998.1, XP_018437887.1, XP_018459523.1	jg18649
OG0005649	XP_018467900.1, XP_018467896.1	jg10636
OG0005650	XP_018452534.1, XP_018478879.1, XP_018467899.1, XP_018467895.1	jg10638
OG0005651	XP_018467898.1	jg10647
OG0005652	XP_018466429.1, XP_018485002.1, XP_018454586.1	jg10701
OG0005653	XP_018458082.1, XP_018480587.1, XP_018481491.1, XP_018447397.1	jg10727
OG0005654	XP_018449592.1, XP_018480383.1, XP_018468553.1	jg10791
OG0005655	XP_018447298.1, XP_018448301.1, XP_018461955.1	jg10859
OG0005656	XP_018475764.1, XP_018450452.1, XP_018465060.1, XP_018464757.1	jg10887
OG0005657	XP_018456683.1, XP_018435782.1, XP_018481874.1	jg20433
OG0005658	XP_018465947.1, XP_018480376.1, XP_018434264.1	jg14998
OG0005659	XP_018477850.1, XP_018436672.1	jg14984
OG0005660	XP_018460374.1, XP_018484939.1, XP_018472312.1	jg10130
OG0005661	XP_018472366.1, XP_018472377.1, XP_018477888.1	jg10158
OG0005662	XP_018475120.1, XP_018457598.1	jg21863, jg22266, jg22275
OG0005663	XP_018467007.1, XP_018467981.1, XP_018467952.1, XP_018454604.1, XP_018453028.1	jg21794
OG0005664	XP_018454507.1, XP_018472906.1	jg21772
OG0005665	XP_018433001.1	jg32831, jg32830
OG0005666	XP_018486049.1, XP_018454460.1, XP_018461394.1	jg27570
OG0005667	XP_018440557.1, XP_018491786.1, XP_018463725.1, XP_018453951.1	jg27792
OG0005668	XP_018462573.1, XP_018447670.1, XP_018484327.1	jg10109
OG0005669	XP_018459196.1, XP_018449961.1, XP_018469294.1	jg10332
OG0005670	XP_018482357.1, XP_018480645.1, XP_018465089.1, XP_018469374.1	jg10343
OG0005671	XP_018450287.1, XP_018471230.1	jg10498
OG0005672	XP_018481728.1, XP_018448489.1, XP_018468619.1	jg10476
OG0005673	XP_018448006.1	jg10459
OG0005676	XP_018473609.1	jg10601, jg10602, jg10603
OG0005677	XP_018449154.1, XP_018449156.1	jg9838
OG0005678	XP_018480989.1, XP_018460251.1, XP_018468486.1	jg11001
OG0005679	XP_018445756.1	jg31241
OG0005680	XP_018468358.1, XP_018480844.1	jg10960
OG0005681	XP_018447186.1, XP_018461575.1, XP_018484803.1	jg10909
OG0005682	XP_018468851.1, XP_018462076.1, XP_018453300.1	jg23760, jg13290
OG0005683	XP_018433264.1	jg23762
OG0005684	XP_018459655.1	jg16448
OG0005685	XP_018459630.1, XP_018489220.1	jg16409, jg16393
OG0005686	XP_018445224.1, XP_018460346.1, XP_018432880.1, XP_018432921.1	jg16356
OG0005687	XP_018462867.1, XP_018478581.1, XP_018491859.1	jg16326
OG0005688	XP_018462787.1, XP_018488609.1	jg16284
OG0005689	XP_018444240.1, XP_018467135.1	jg1867
OG0005690	XP_018444919.1, XP_018460102.1, XP_018460087.1, XP_018462765.1, XP_018482217.1	jg16237
OG0005691	XP_018477183.1, XP_018465834.1, XP_018442635.1	jg16215
OG0005692	XP_018493162.1, XP_018478917.1, XP_018443896.1	jg16202
OG0005693	XP_018485649.1, XP_018485723.1, XP_018477708.1	jg16182
OG0005694	XP_018445186.1, XP_018445187.1, XP_018477896.1	jg16153
OG0005695	XP_018442718.1, XP_018481476.1, XP_018486063.1	jg16139
OG0005696	XP_018489300.1, XP_018489214.1, XP_018482054.1	jg16126
OG0005697	XP_018490048.1, XP_018459090.1, XP_018459099.1, XP_018461323.1, XP_018444866.1, XP_018444952.1	jg16065
OG0005698	XP_018432913.1	jg16009
OG0005699	XP_018485309.1	jg19663
OG0005700	XP_018460831.1, XP_018488034.1, XP_018461495.1, XP_018461207.1	jg15961
OG0005701	XP_018492330.1, XP_018462898.1, XP_018459991.1, XP_018442253.1	jg15952
OG0005704	XP_018489829.1, XP_018466392.1, XP_018444632.1	jg15762
OG0005705	XP_018458788.1	jg15756
OG0005706	XP_018462591.1, XP_018446164.1, XP_018491161.1, XP_018460287.1	jg15679
OG0005707	XP_018492481.1, XP_018458561.1, XP_018446221.1	jg15689
OG0005708	XP_018458571.1, XP_018459891.1, XP_018459893.1, XP_018488014.1, XP_018487376.1	jg15627
OG0005709	XP_018486721.1, XP_018459233.1	jg15607
OG0005710	XP_018461223.1, XP_018443123.1	jg15595
OG0005711	XP_018467565.1, XP_018461219.1, XP_018460791.1	jg15592
OG0005712	XP_018446280.1, XP_018484818.1	jg15616, jg15579
OG0005713	XP_018481998.1, XP_018489923.1, XP_018444453.1	jg15414
OG0005714	XP_018484895.1, XP_018444175.1, XP_018485559.1	jg15408
OG0005715	XP_018450725.1, XP_018479919.1	jg30554
OG0005716	XP_018461882.1, XP_018459329.1, XP_018485549.1	jg15336
OG0005717	XP_018478504.1, XP_018443670.1, XP_018442408.1, XP_018489688.1	jg15307
OG0005718	XP_018479345.1	jg22127, jg11992
OG0005719	XP_018468579.1	jg22044
OG0005720	XP_018452008.1, XP_018468907.1, XP_018475046.1	jg22043
OG0005721	XP_018486631.1, XP_018486382.1	jg26971
OG0005722	XP_018433783.1, XP_018491487.1, XP_018485679.1, XP_018485822.1	jg11926
OG0005723	XP_018434493.1	jg2166
OG0005724	XP_018469145.1	jg2231
OG0005725	XP_018471219.1, XP_018445567.1, XP_018446386.1	jg2255
OG0005726	XP_018443821.1, XP_018470066.1, XP_018442641.1	jg2261
OG0005727	XP_018461899.1, XP_018445683.1, XP_018443482.1	jg2294
OG0005728	XP_018446595.1, XP_018463610.1, XP_018447022.1	jg2307, jg2309
OG0005729	XP_018442982.1, XP_018453217.1, XP_018466831.1	jg2395
OG0005730	XP_018454757.1, XP_018468345.1, XP_018461388.1, XP_018443485.1	jg2396
OG0005731	XP_018468618.1, XP_018444930.1, XP_018455967.1	jg2407
OG0005732	XP_018486842.1, XP_018433599.1	jg27949
OG0005733	XP_018437774.1, XP_018492249.1	jg27985
OG0005734	XP_018441451.1, XP_018488839.1	jg23992
OG0005735	XP_018435018.1, XP_018437397.1	jg28134
OG0005736	XP_018451983.1	jg28128
OG0005738	XP_018474479.1, XP_018484995.1, XP_018441813.1	jg19327
OG0005739	XP_018479949.1, XP_018441083.1	jg19304
OG0005740	XP_018476198.1, XP_018440363.1	jg19242, jg19240
OG0005741	XP_018434302.1, XP_018473108.1	jg19231
OG0005742	XP_018476615.1, XP_018467216.1, XP_018441201.1, XP_018467015.1	jg19197
OG0005743	XP_018433704.1, XP_018483097.1, XP_018474477.1, XP_018466556.1	jg19186
OG0005744	XP_018439852.1, XP_018483660.1	jg19119
OG0005745	XP_018474026.1, XP_018454399.1, XP_018441474.1	jg19122
OG0005746	XP_018472522.1, XP_018458150.1	jg19125
OG0005747	XP_018485391.1	jg27291
OG0005748	XP_018437044.1	jg19095
OG0005749	XP_018441077.1, XP_018441104.1, XP_018481535.1, XP_018473267.1, XP_018473207.1	jg19017
OG0005750	XP_018472783.1, XP_018484208.1	jg19014
OG0005751	XP_018473198.1, XP_018433585.1, XP_018466734.1	jg18977
OG0005752	XP_018487889.1, XP_018460912.1, XP_018483036.1	jg18957
OG0005753	XP_018460910.1, XP_018480719.1	jg18953
OG0005754	XP_018441210.1, XP_018476217.1	jg18921
OG0005755	XP_018479926.1, XP_018437450.1	jg18919
OG0005756	XP_018481366.1, XP_018433298.1	jg18887
OG0005758	XP_018460870.1	jg29846
OG0005759	XP_018457353.1	jg11289, jg7669
OG0005760	XP_018455062.1, XP_018452622.1, XP_018452626.1, XP_018454400.1	jg7687
OG0005762	XP_018452278.1	jg7737
OG0005763	XP_018452361.1	jg7603
OG0005764	XP_018463865.1, XP_018485200.1, XP_018441457.1	jg16677
OG0005765	XP_018485019.1, XP_018485028.1, XP_018438877.1, XP_018438879.1	jg16753
OG0005767	XP_018440593.1, XP_018479402.1, XP_018480964.1, XP_018461121.1	jg16876
OG0005768	XP_018492117.1, XP_018453235.1	jg32536
OG0005769	XP_018493343.1, XP_018486043.1, XP_018460337.1	jg32605
OG0005770	XP_018475279.1	jg32418
OG0005771	XP_018486414.1, XP_018463624.1	jg31990
OG0005772	XP_018442559.1, XP_018476844.1	jg7153, jg7088
OG0005773	XP_018476845.1, XP_018473804.1	jg7087, jg7154
OG0005775	XP_018474581.1, XP_018468132.1, XP_018458779.1	jg7432
OG0005776	XP_018473764.1, XP_018467524.1, XP_018455513.1	jg7463
OG0005777	XP_018476507.1, XP_018471379.1, XP_018461169.1	jg7539
OG0005778	XP_018447003.1, XP_018462872.1, XP_018464282.1	jg7549
OG0005779	XP_018468577.1, XP_018464247.1, XP_018463961.1, XP_018452415.1, XP_018462248.1	jg7571
OG0005780	XP_018471277.1, XP_018446019.1, XP_018472718.1	jg5767
OG0005781	XP_018454307.1, XP_018478059.1	jg6544
OG0005782	XP_018455809.1, XP_018440297.1, XP_018483400.1	jg6716
OG0005783	XP_018438635.1, XP_018438151.1	jg28215
OG0005784	XP_018490960.1	jg5208
OG0005785	XP_018467596.1, XP_018437557.1	jg28280
OG0005786	XP_018476078.1, XP_018439801.1, XP_018478532.1	jg20186
OG0005787	XP_018473927.1, XP_018473915.1, XP_018435146.1	jg20158
OG0005788	XP_018481464.1, XP_018481453.1, XP_018437601.1, XP_018475452.1	jg20140
OG0005789	XP_018474865.1, XP_018434843.1	jg20100
OG0005790	XP_018439014.1, XP_018478290.1, XP_018478268.1, XP_018483142.1	jg20087
OG0005791	XP_018434805.1, XP_018478219.1, XP_018478210.1, XP_018483145.1	jg20085
OG0005792	XP_018480482.1, XP_018437893.1	jg15962, jg20061
OG0005793	XP_018478336.1, XP_018473304.1	jg29943
OG0005794	XP_018436619.1, XP_018478642.1, XP_018479139.1	jg19999
OG0005795	XP_018474905.1	jg20118, jg19993, jg11060
OG0005796	XP_018436455.1, XP_018436454.1	jg19933
OG0005797	XP_018477141.1, XP_018463784.1, XP_018440254.1	jg19927
OG0005798	XP_018480712.1, XP_018476406.1	jg19907
OG0005799	XP_018436631.1, XP_018473414.1, XP_018483429.1	jg19825
OG0005800	XP_018472616.1, XP_018484480.1, XP_018439872.1	jg19772
OG0005801	XP_018483085.1	jg19694, jg2636
OG0005802	XP_018439786.1, XP_018476059.1, XP_018481879.1	jg19642
OG0005803	XP_018483380.1, XP_018477137.1, XP_018434096.1	jg19600
OG0005804	XP_018434034.1, XP_018477345.1	jg19577
OG0005805	XP_018436535.1, XP_018476136.1	jg19574
OG0005806	XP_018438257.1, XP_018482139.1, XP_018473992.1	jg19547
OG0005807	XP_018456436.1	jg2057
OG0005808	XP_018437903.1, XP_018484077.1	jg19538
OG0005809	XP_018473521.1, XP_018434543.1	jg19503
OG0005810	XP_018478935.1, XP_018474920.1, XP_018437464.1	jg19494
OG0005811	XP_018475049.1, XP_018437916.1, XP_018478937.1	jg19490
OG0005812	XP_018437919.1, XP_018466567.1, XP_018482312.1	jg19454
OG0005813	XP_018466514.1, XP_018434144.1, XP_018453923.1, XP_018454286.1	jg20327
OG0005814	XP_018433026.1, XP_018489425.1, XP_018465770.1	jg23984
OG0005815	XP_018486424.1, XP_018485784.1, XP_018487625.1	jg24043, jg26806
OG0005816	XP_018440953.1, XP_018491071.1	jg24074
OG0005817	XP_018491803.1, XP_018489067.1, XP_018440409.1	jg24102
OG0005818	XP_018493196.1, XP_018491800.1, XP_018440407.1	jg24105
OG0005819	XP_018488501.1, XP_018488329.1, XP_018491802.1	jg24123
OG0005820	XP_018485725.1, XP_018490657.1, XP_018436798.1, XP_018436797.1	jg24134
OG0005821	XP_018489599.1, XP_018437829.1, XP_018490269.1	jg24148
OG0005822	XP_018486724.1, XP_018489273.1, XP_018434648.1	jg24309
OG0005823	XP_018493322.1	jg24389, jg24390
OG0005824	XP_018490624.1, XP_018485965.1	jg24419
OG0005825	XP_018465272.1, XP_018488546.1, XP_018491655.1	jg24422
OG0005826	XP_018485787.1, XP_018489145.1, XP_018490578.1	jg24454
OG0005827	XP_018492272.1, XP_018432610.1, XP_018489510.1	jg24515
OG0005828	XP_018492041.1, XP_018486726.1	jg24556
OG0005830	XP_018440489.1, XP_018492151.1, XP_018490398.1, XP_018490399.1	jg24576
OG0005831	XP_018434620.1, XP_018434597.1	jg24604
OG0005832	XP_018437106.1, XP_018437113.1, XP_018486363.1, XP_018486365.1	jg24622
OG0005833	XP_018491532.1, XP_018486348.1, XP_018441939.1	jg24636
OG0005834	XP_018491716.1, XP_018488432.1	jg24641
OG0005835	XP_018486934.1, XP_018433258.1, XP_018491896.1	jg24653
OG0005836	XP_018491704.1, XP_018439557.1, XP_018491118.1	jg24661
OG0005837	XP_018441220.1, XP_018485508.1, XP_018487034.1, XP_018493078.1	jg24690
OG0005839	XP_018487056.1, XP_018487075.1, XP_018435319.1, XP_018437583.1	jg24714
OG0005840	XP_018486650.1, XP_018487215.1, XP_018487184.1	jg24773
OG0005841	XP_018489832.1, XP_018489482.1, XP_018437631.1	jg24847
OG0005842	XP_018491675.1	jg24858
OG0005843	XP_018465946.1, XP_018488592.1	jg25689
OG0005844	XP_018488902.1	jg27434, jg24997
OG0005845	XP_018460974.1, XP_018490784.1	jg25038
OG0005846	XP_018437385.1, XP_018487472.1	jg25049
OG0005847	XP_018488518.1, XP_018465589.1, XP_018492560.1	jg25065
OG0005848	XP_018489587.1, XP_018437940.1, XP_018437943.1	jg25120
OG0005849	XP_018491213.1, XP_018463389.1	jg25171
OG0005850	XP_018490887.1, XP_018490888.1, XP_018492789.1	jg25232
OG0005851	XP_018436994.1, XP_018463983.1, XP_018488726.1	jg25241
OG0005852	XP_018490108.1, XP_018490193.1, XP_018438018.1	jg25243
OG0005854	XP_018433664.1, XP_018489000.1, XP_018488438.1	jg25308
OG0005855	XP_018471146.1, XP_018471148.1	jg11147
OG0005856	XP_018459553.1, XP_018489111.1, XP_018490834.1, XP_018439829.1	jg25362
OG0005857	XP_018488667.1, XP_018489370.1, XP_018459551.1	jg25391
OG0005858	XP_018440771.1, XP_018440811.1, XP_018490093.1	jg25420
OG0005859	XP_018490094.1	jg25423
OG0005860	XP_018440947.1, XP_018441887.1, XP_018490101.1, XP_018466101.1	jg25430
OG0005861	XP_018491515.1, XP_018491538.1, XP_018464608.1	jg25519
OG0005862	XP_018438721.1, XP_018485992.1, XP_018485983.1, XP_018489340.1	jg25523
OG0005863	XP_018467091.1, XP_018466774.1, XP_018493334.1, XP_018488266.1	jg25601
OG0005864	XP_018434654.1, XP_018434841.1, XP_018485915.1	jg25637
OG0005865	XP_018441717.1, XP_018440395.1	jg25649
OG0005866	XP_018487081.1, XP_018492997.1, XP_018442001.1, XP_018441147.1	jg25671
OG0005867	XP_018463819.1, XP_018489472.1, XP_018437159.1	jg25704
OG0005868	XP_018458005.1	jg21127, jg21129
OG0005869	XP_018490016.1, XP_018441786.1, XP_018487150.1	jg25780
OG0005870	XP_018435143.1, XP_018438518.1	jg25815
OG0005871	XP_018486691.1, XP_018461062.1	jg25854
OG0005872	XP_018433123.1, XP_018486353.1	jg25876
OG0005873	XP_018490870.1, XP_018440867.1	jg25900
OG0005874	XP_018492440.1, XP_018489180.1, XP_018489203.1	jg25919
OG0005875	XP_018441130.1, XP_018492982.1	jg25939
OG0005876	XP_018486978.1, XP_018485894.1	jg25941
OG0005877	XP_018434314.1, XP_018481269.1, XP_018459896.1	jg25974
OG0005878	XP_018487514.1, XP_018434307.1	jg26002
OG0005879	XP_018488725.1, XP_018434788.1, XP_018487002.1	jg26010
OG0005880	XP_018486984.1, XP_018437204.1, XP_018490772.1, XP_018464742.1	jg26033
OG0005881	XP_018464739.1, XP_018492011.1, XP_018433421.1	jg26036
OG0005882	XP_018465604.1, XP_018433836.1	jg16402, jg16394, jg16410
OG0005883	XP_018487202.1, XP_018488744.1, XP_018436880.1	jg26073
OG0005884	XP_018458525.1, XP_018487632.1, XP_018490783.1	jg26352
OG0005885	XP_018458861.1, XP_018489881.1, XP_018461329.1, XP_018437988.1, XP_018438327.1, XP_018461328.1	jg26096
OG0005886	XP_018488542.1, XP_018461498.1, XP_018465864.1	jg26140
OG0005887	XP_018485410.1, XP_018435009.1	jg26144
OG0005888	XP_018463216.1, XP_018467008.1, XP_018462347.1	jg26156
OG0005890	XP_018490773.1, XP_018490732.1, XP_018433627.1	jg26184
OG0005891	XP_018490775.1, XP_018437207.1, XP_018488945.1	jg26185
OG0005892	XP_018466225.1, XP_018491364.1, XP_018486840.1, XP_018487607.1	jg26224
OG0005893	XP_018441575.1	jg13761
OG0005894	XP_018458151.1, XP_018446286.1, XP_018461369.1	jg12022
OG0005895	XP_018433667.1, XP_018489622.1	jg26512
OG0005896	XP_018489096.1, XP_018481935.1, XP_018438647.1, XP_018438648.1	jg26614
OG0005897	XP_018441427.1, XP_018441229.1, XP_018485550.1	jg26602
OG0005898	XP_018489555.1	jg26572
OG0005899	XP_018433040.1, XP_018488771.1	jg26568
OG0005900	XP_018488505.1, XP_018489151.1, XP_018437641.1	jg26518
OG0005901	XP_018485499.1, XP_018486091.1	jg26499
OG0005902	XP_018459665.1, XP_018486236.1, XP_018488877.1	jg26492
OG0005903	XP_018492972.1, XP_018459678.1	jg26483
OG0005904	XP_018464229.1, XP_018437559.1, XP_018461532.1, XP_018486664.1	jg26468
OG0005905	XP_018462420.1, XP_018434305.1, XP_018464926.1, XP_018489499.1	jg26443
OG0005906	XP_018466465.1, XP_018449260.1	jg9389
OG0005907	XP_018445027.1, XP_018459503.1	jg2113
OG0005908	XP_018480854.1	jg6800
OG0005909	XP_018480620.1, XP_018457731.1, XP_018461283.1	jg6907
OG0005910	XP_018437168.1, XP_018478968.1, XP_018455102.1	jg21460
OG0005911	XP_018438187.1, XP_018451443.1, XP_018433645.1	jg28187
OG0005913	XP_018478029.1, XP_018460002.1, XP_018433222.1	jg15083
OG0005914	XP_018469805.1, XP_018463317.1, XP_018441238.1	jg15066, jg15059, jg15081
OG0005915	XP_018434887.1	jg8190
OG0005916	XP_018486658.1	jg28452
OG0005917	XP_018492682.1	jg28506
OG0005918	XP_018490493.1, XP_018492271.1, XP_018469948.1	jg28534
OG0005919	XP_018482591.1	jg28541
OG0005920	XP_018448042.1	jg28601
OG0005921	XP_018481388.1, XP_018465192.1, XP_018462683.1	jg28648
OG0005922	XP_018493000.1, XP_018447193.1, XP_018447202.1	jg28724
OG0005923	XP_018447436.1, XP_018461437.1	jg28758
OG0005924	XP_018432612.1, XP_018437503.1, XP_018447258.1	jg28790
OG0005925	XP_018451559.1, XP_018451571.1, XP_018491822.1, XP_018491823.1	jg28917
OG0005926	XP_018489119.1, XP_018491355.1	jg28965
OG0005927	XP_018451792.1, XP_018462860.1, XP_018432866.1, XP_018441552.1	jg29039
OG0005928	XP_018437173.1, XP_018486097.1	jg29060
OG0005929	XP_018489394.1, XP_018493242.1	jg29074
OG0005930	XP_018435805.1, XP_018468374.1	jg29141
OG0005931	XP_018486168.1	jg29102, jg29101
OG0005932	XP_018481527.1, XP_018487014.1	jg29107
OG0005933	XP_018436028.1, XP_018487142.1, XP_018447830.1, XP_018450797.1	jg29127
OG0005934	XP_018449921.1, XP_018491757.1, XP_018465024.1, XP_018485654.1	jg29159
OG0005935	XP_018492489.1	jg29188, jg17582
OG0005936	XP_018432663.1, XP_018450384.1, XP_018448211.1	jg29200
OG0005937	XP_018447602.1, XP_018447254.1, XP_018440793.1	jg29228
OG0005938	XP_018462333.1, XP_018488443.1, XP_018450260.1	jg29243
OG0005939	XP_018435938.1	jg29249
OG0005940	XP_018460012.1, XP_018451221.1, XP_018485602.1	jg29324
OG0005941	XP_018489178.1, XP_018451223.1, XP_018460020.1, XP_018483217.1	jg29326
