Orthogroup	Raphanus_sativus	Cochlearia_excelsa
OG0005601	XP_018464339.1, XP_018444727.1, XP_018469524.1	g44516
OG0005602	XP_018468721.1, XP_018444986.1, XP_018443967.1	g46153
OG0005603	XP_018443439.1, XP_018443440.1, XP_018444970.1	g44499
OG0005604	XP_018442505.1	g44831, g41508
OG0005605	XP_018468559.1, XP_018455968.1, XP_018442998.1	g45754
OG0005606	XP_018461267.1, XP_018444608.1, XP_018452960.1	g44789
OG0005607	XP_018461142.1, XP_018468380.1, XP_018454539.1	g44776
OG0005608	XP_018448000.1, XP_018448003.1	g50417
OG0005609	XP_018446450.1, XP_018442550.1, XP_018452551.1	g45788
OG0005610	XP_018464604.1	g47667
OG0005611	XP_018464183.1, XP_018450111.1, XP_018468831.1, XP_018478963.1	g23545
OG0005612	XP_018467784.1	g23519, g47686
OG0005613	XP_018451420.1, XP_018477750.1, XP_018470191.1	g17021
OG0005614	XP_018484922.1	g23507
OG0005615	XP_018470854.1	g29371
OG0005616	XP_018482613.1, XP_018483511.1, XP_018465361.1, XP_018448410.1, XP_018467552.1	g23501
OG0005617	XP_018484909.1, XP_018433566.1	g38541
OG0005618	XP_018453006.1, XP_018455680.1	g40799
OG0005619	XP_018438166.1, XP_018482096.1	g10443
OG0005620	XP_018455322.1, XP_018484049.1, XP_018439105.1	g10371
OG0005621	XP_018435179.1, XP_018435181.1, XP_018483523.1, XP_018456848.1	g10435
OG0005622	XP_018439419.1, XP_018453069.1, XP_018485338.1	g10466
OG0005623	XP_018441646.1, XP_018441891.1, XP_018483918.1	g10478
OG0005624	XP_018492058.1, XP_018492092.1	g11571
OG0005626	XP_018457869.1, XP_018441301.1, XP_018477121.1	g10532
OG0005627	XP_018464814.1, XP_018479399.1, XP_018465385.1	g10586
OG0005628	XP_018454661.1, XP_018436722.1, XP_018480669.1	g10603
OG0005629	XP_018449256.1, XP_018471072.1, XP_018452844.1	g44726
OG0005630	XP_018442426.1, XP_018442427.1, XP_018449869.1, XP_018452668.1	g44738
OG0005631	XP_018451036.1, XP_018462265.1	g45807
OG0005632	XP_018462517.1, XP_018477086.1, XP_018456846.1	g40610
OG0005633	XP_018452731.1, XP_018452708.1, XP_018478706.1, XP_018478707.1	g40609
OG0005634	XP_018483653.1, XP_018434534.1	g40597
OG0005635	XP_018437852.1, XP_018437832.1	g10963
OG0005637	XP_018441026.1	g16724
OG0005638	XP_018437521.1, XP_018480999.1	g40554
OG0005639	XP_018486644.1, XP_018477484.1, XP_018486060.1	g36443
OG0005640	XP_018449336.1, XP_018487046.1	g28039
OG0005641	XP_018491606.1, XP_018460894.1, XP_018449272.1	g36548
OG0005642	XP_018478859.1, XP_018465582.1, XP_018464022.1, XP_018437758.1	g51397
OG0005643	XP_018476189.1, XP_018433104.1	g18606
OG0005644	XP_018437825.1	g51443
OG0005645	XP_018438763.1, XP_018472843.1	g49957
OG0005646	XP_018436726.1	g19507
OG0005647	XP_018485174.1, XP_018441894.1, XP_018459525.1	g51507
OG0005648	XP_018437887.1, XP_018459523.1	g51513
OG0005649	XP_018478878.1, XP_018452546.1	g24125
OG0005649	XP_018467900.1, XP_018467896.1	g47312
OG0005650	XP_018452534.1, XP_018478879.1, XP_018467899.1, XP_018467895.1	g24126
OG0005651	XP_018467898.1	g47306
OG0005652	XP_018466429.1, XP_018485002.1, XP_018454586.1	g47290
OG0005653	XP_018458082.1, XP_018480587.1, XP_018481491.1, XP_018447397.1	g24174
OG0005654	XP_018449592.1, XP_018480383.1, XP_018468553.1	g47258, g17491
OG0005655	XP_018447298.1, XP_018448301.1, XP_018461955.1	g24250
OG0005656	XP_018475764.1, XP_018450452.1, XP_018465060.1, XP_018464757.1	g24270
OG0005657	XP_018456683.1, XP_018435782.1, XP_018481874.1	g40621
OG0005658	XP_018465947.1, XP_018480376.1	g19324, g11354
OG0005659	XP_018477850.1, XP_018436672.1	g19335, g2509
OG0005660	XP_018460374.1, XP_018484939.1, XP_018472312.1	g47467, g23881
OG0005661	XP_018472366.1, XP_018472377.1, XP_018477888.1	g23889
OG0005662	XP_018475120.1, XP_018457598.1	g1317
OG0005663	XP_018467007.1, XP_018467981.1, XP_018467952.1, XP_018454604.1, XP_018453028.1	g28331
OG0005664	XP_018454507.1, XP_018472906.1	g1341
OG0005665	XP_018433001.1	g36267
OG0005666	XP_018486049.1, XP_018454460.1, XP_018461394.1	g13695
OG0005667	XP_018440557.1, XP_018491786.1, XP_018463725.1, XP_018453951.1	g13718, g14058
OG0005668	XP_018462573.1, XP_018447670.1, XP_018484327.1	g47474, g23871
OG0005669	XP_018459196.1, XP_018449961.1, XP_018469294.1	g17309
OG0005670	XP_018482357.1, XP_018480645.1, XP_018465089.1, XP_018469374.1	g17312
OG0005671	XP_018450287.1, XP_018471230.1	g47347
OG0005671	XP_018485257.1	g24051
OG0005672	XP_018481728.1, XP_018448489.1, XP_018468619.1	g47357
OG0005674	XP_018471733.1, XP_018450492.1, XP_018482077.1	g24031
OG0005675	XP_018447608.1, XP_018447593.1, XP_018449900.1	g24094
OG0005677	XP_018449154.1, XP_018449156.1	g47579, g25029
OG0005678	XP_018480989.1, XP_018460251.1, XP_018468486.1	g17584
OG0005679	XP_018445756.1	g32255
OG0005680	XP_018468358.1, XP_018480844.1	g17569, g24331
OG0005681	XP_018447186.1, XP_018461575.1, XP_018484803.1	g17558, g24293
OG0005683	XP_018463261.1	g11353
OG0005684	XP_018441326.1, XP_018459655.1	g18708
OG0005685	XP_018459630.1, XP_018489220.1	g18772
OG0005686	XP_018445224.1, XP_018460346.1, XP_018432880.1, XP_018432921.1	g18741
OG0005687	XP_018462867.1, XP_018478581.1, XP_018491859.1	g18794
OG0005688	XP_018462787.1, XP_018488609.1	g1773
OG0005689	XP_018444240.1, XP_018467135.1	g45091
OG0005690	XP_018444919.1, XP_018460102.1, XP_018460087.1, XP_018462765.1, XP_018482217.1	g1819
OG0005691	XP_018477183.1, XP_018465834.1, XP_018442635.1	g1838
OG0005692	XP_018493162.1, XP_018478917.1, XP_018443896.1	g1858
OG0005693	XP_018485649.1, XP_018485723.1, XP_018477708.1	g1869
OG0005694	XP_018445186.1, XP_018445187.1, XP_018477896.1	g1883
OG0005695	XP_018442718.1, XP_018481476.1, XP_018486063.1	g1889
OG0005696	XP_018489300.1, XP_018489214.1, XP_018482054.1	g1898
OG0005697	XP_018490048.1, XP_018459090.1, XP_018459099.1, XP_018461323.1, XP_018444866.1, XP_018444952.1	g18864
OG0005698	XP_018432913.1	g2029
OG0005699	XP_018485309.1	g37497
OG0005700	XP_018460831.1, XP_018488034.1, XP_018461495.1, XP_018461207.1	g18903
OG0005701	XP_018492330.1, XP_018462898.1, XP_018459991.1, XP_018442253.1	g2006, g18907
OG0005703	XP_018440755.1, XP_018485189.1, XP_018480737.1	g52040
OG0005704	XP_018489829.1, XP_018466392.1, XP_018444632.1	g18985
OG0005705	XP_018458788.1	g2105
OG0005706	XP_018462591.1, XP_018446164.1, XP_018491161.1, XP_018460287.1	g2072
OG0005707	XP_018492481.1, XP_018458561.1, XP_018446221.1	g2065
OG0005708	XP_018458571.1, XP_018459891.1, XP_018459893.1, XP_018488014.1, XP_018487376.1	g19019
OG0005709	XP_018486721.1, XP_018459233.1	g19029, g2151
OG0005710	XP_018461223.1, XP_018443123.1	g2160
OG0005711	XP_018467565.1, XP_018461219.1, XP_018460791.1	g19038
OG0005712	XP_018446280.1, XP_018484818.1	g11268
OG0005713	XP_018481998.1, XP_018489923.1, XP_018444453.1	g19133, g2268
OG0005714	XP_018484895.1, XP_018444175.1, XP_018485559.1	g11287
OG0005715	XP_018450725.1, XP_018479919.1	g31914
OG0005716	XP_018461882.1, XP_018459329.1, XP_018485549.1	g2319
OG0005717	XP_018478504.1, XP_018443670.1, XP_018442408.1, XP_018489688.1	g19179
OG0005718	XP_018479345.1	g41762, g39446
OG0005719	XP_018468579.1	g28410
OG0005720	XP_018452008.1, XP_018468907.1, XP_018475046.1	g28409
OG0005721	XP_018486631.1, XP_018486382.1	g11653
OG0005722	XP_018433783.1, XP_018491487.1, XP_018485679.1, XP_018485822.1	g27130
OG0005723	XP_018434493.1	g18047, g18048
OG0005724	XP_018469145.1	g44920
OG0005725	XP_018471219.1, XP_018445567.1, XP_018446386.1	g41728
OG0005726	XP_018443821.1, XP_018470066.1, XP_018442641.1	g44908
OG0005727	XP_018461899.1, XP_018445683.1, XP_018443482.1	g41654
OG0005728	XP_018446595.1, XP_018463610.1, XP_018447022.1	g41643
OG0005729	XP_018442982.1, XP_018453217.1, XP_018466831.1	g44846
OG0005731	XP_018468618.1, XP_018444930.1, XP_018455967.1	g41554
OG0005732	XP_018486842.1, XP_018433599.1	g6069, g6029
OG0005733	XP_018437774.1, XP_018492249.1	g13973, g6019, g36032
OG0005734	XP_018441451.1, XP_018488839.1	g7915
OG0005735	XP_018435018.1, XP_018437397.1, XP_018463517.1	g5955, g13911
OG0005736	XP_018451983.1	g18070
OG0005737	XP_018473106.1	g37366
OG0005738	XP_018474479.1, XP_018484995.1, XP_018441813.1	g51923
OG0005739	XP_018479949.1, XP_018441083.1	g38142, g51885
OG0005740	XP_018476198.1, XP_018440363.1	g37344
OG0005741	XP_018434302.1, XP_018473108.1	g37341
OG0005742	XP_018476615.1, XP_018467216.1, XP_018441201.1, XP_018467015.1	g4210, g38132
OG0005743	XP_018433704.1, XP_018483097.1, XP_018474477.1, XP_018466556.1	g37325
OG0005744	XP_018439852.1, XP_018483660.1	g51764
OG0005745	XP_018474026.1, XP_018454399.1, XP_018441474.1	g37316
OG0005746	XP_018472522.1, XP_018458150.1	g37315
OG0005747	XP_018485391.1	g6345
OG0005748	XP_018437044.1	g51753
OG0005749	XP_018441077.1, XP_018441104.1, XP_018481535.1, XP_018473267.1, XP_018473207.1	g51718
OG0005750	XP_018472783.1, XP_018484208.1	g51716
OG0005751	XP_018473198.1, XP_018433585.1, XP_018466734.1	g51694
OG0005752	XP_018487889.1, XP_018460912.1, XP_018483036.1	g51682
OG0005753	XP_018460910.1, XP_018480719.1	g51678
OG0005754	XP_018441210.1, XP_018476217.1	g51659
OG0005755	XP_018479926.1, XP_018437450.1	g38075, g51657
OG0005756	XP_018481366.1, XP_018433298.1	g37210
OG0005758	XP_018460870.1	g31478
OG0005760	XP_018455062.1, XP_018452622.1, XP_018452626.1, XP_018454400.1	g40428, g13150
OG0005761	XP_018452397.1	g40453
OG0005762	XP_018452278.1	g25580
OG0005763	XP_018452361.1	g45143
OG0005764	XP_018463865.1, XP_018485200.1, XP_018441457.1	g50904
OG0005765	XP_018485019.1, XP_018485028.1, XP_018438877.1, XP_018438879.1	g36915
OG0005766	XP_018438883.1, XP_018436638.1	g50941
OG0005767	XP_018440593.1, XP_018479402.1, XP_018480964.1, XP_018461121.1	g38397, g50967
OG0005768	XP_018492117.1	g53741
OG0005768	XP_018453235.1	g28203, g28200
OG0005769	XP_018493343.1, XP_018486043.1, XP_018460337.1	g28151, g53837
OG0005770	XP_018487860.1	g32366, g50709
OG0005770	XP_018475279.1	g22266, g32367, g11785
OG0005771	XP_018486414.1, XP_018463624.1	g32666
OG0005772	XP_018442559.1, XP_018476844.1	g40216
OG0005773	XP_018476845.1, XP_018473804.1	g40215
OG0005775	XP_018474581.1	g25773
OG0005776	XP_018467524.1	g40343
OG0005777	XP_018476507.1, XP_018471379.1, XP_018461169.1	g25710, g25699, g40375
OG0005778	XP_018462872.1, XP_018464282.1	g25693
OG0005779	XP_018468577.1, XP_018464247.1, XP_018463961.1, XP_018452415.1, XP_018462248.1	g25682
OG0005780	XP_018471277.1, XP_018446019.1, XP_018472718.1	g29094
OG0005781	XP_018454307.1, XP_018478059.1	g10103
OG0005782	XP_018455809.1, XP_018440297.1, XP_018483400.1	g4716
OG0005783	XP_018438635.1, XP_018438151.1	g13870, g5937
OG0005784	XP_018490960.1	g47732
OG0005785	XP_018435108.1, XP_018435114.1	g5900
OG0005785	XP_018467596.1, XP_018437557.1	g13848
OG0005786	XP_018476078.1, XP_018439801.1, XP_018478532.1	g37750
OG0005787	XP_018473927.1, XP_018473915.1, XP_018435146.1	g37731
OG0005788	XP_018481464.1, XP_018481453.1, XP_018437601.1, XP_018475452.1	g50819
OG0005789	XP_018474865.1, XP_018434843.1	g37702
OG0005790	XP_018439014.1, XP_018478290.1, XP_018478268.1, XP_018483142.1	g37697
OG0005791	XP_018434805.1, XP_018478219.1, XP_018478210.1, XP_018483145.1	g50798
OG0005792	XP_018480482.1, XP_018437893.1	g50785
OG0005793	XP_018478336.1, XP_018473304.1	g31538, g49910
OG0005794	XP_018436619.1, XP_018478642.1, XP_018479139.1	g37639
OG0005795	XP_018474905.1	g18852
OG0005797	XP_018477141.1, XP_018463784.1, XP_018440254.1	g37604
OG0005798	XP_018480712.1, XP_018476406.1	g52229, g37590
OG0005799	XP_018473414.1, XP_018483429.1	g52190, g38235
OG0005800	XP_018472616.1, XP_018484480.1, XP_018439872.1	g37533, g38227
OG0005801	XP_018483085.1	g37509
OG0005802	XP_018481879.1	g37490
OG0005803	XP_018483380.1, XP_018477137.1	g52083, g37464
OG0005804	XP_018477345.1	g38193
OG0005805	XP_018436535.1, XP_018476136.1	g52063, g52070
OG0005806	XP_018482139.1, XP_018473992.1	g37447
OG0005807	XP_018456436.1	g45018
OG0005808	XP_018437903.1, XP_018484077.1	g38181
OG0005809	XP_018473521.1, XP_018434543.1	g52025
OG0005810	XP_018478935.1, XP_018474920.1, XP_018437464.1	g37421, g52023
OG0005811	XP_018475049.1, XP_018437916.1, XP_018478937.1	g52019
OG0005812	XP_018437919.1, XP_018466567.1	g52002
OG0005813	XP_018466514.1, XP_018434144.1, XP_018453923.1, XP_018454286.1	g10890
OG0005814	XP_018433026.1, XP_018489425.1, XP_018465770.1	g7920
OG0005815	XP_018486424.1, XP_018485784.1, XP_018487625.1	g12688
OG0005816	XP_018440953.1, XP_018491071.1	g7865
OG0005817	XP_018491803.1, XP_018489067.1, XP_018440409.1	g12671
OG0005818	XP_018493196.1, XP_018491800.1, XP_018440407.1	g7854
OG0005819	XP_018488501.1, XP_018488329.1, XP_018491802.1	g12760
OG0005821	XP_018489599.1, XP_018437829.1, XP_018490269.1	g7830
OG0005822	XP_018486724.1, XP_018489273.1, XP_018434648.1	g7780
OG0005823	XP_018493322.1	g7725, g12835, g42578
OG0005824	XP_018490624.1, XP_018485965.1	g12847
OG0005825	XP_018465272.1, XP_018488546.1, XP_018491655.1	g12854, g12562
OG0005826	XP_018485787.1, XP_018489145.1, XP_018490578.1	g12554
OG0005827	XP_018492272.1, XP_018432610.1, XP_018489510.1	g12519
OG0005828	XP_018492041.1, XP_018486726.1	g12498
OG0005829	XP_018490004.1	g7658
OG0005829	XP_018438225.1, XP_018438206.1	g12497
OG0005830	XP_018440489.1, XP_018492151.1, XP_018490398.1, XP_018490399.1	g12491, g7648
OG0005831	XP_018434620.1, XP_018434597.1	g12929
OG0005832	XP_018437106.1, XP_018437113.1	g12942
OG0005833	XP_018491532.1, XP_018486348.1, XP_018441939.1	g12468
OG0005834	XP_018491716.1, XP_018488432.1	g7620
OG0005835	XP_018486934.1, XP_018433258.1, XP_018491896.1	g7613, g12461, g12945
OG0005836	XP_018491704.1, XP_018439557.1, XP_018491118.1	g12950
OG0005837	XP_018441220.1, XP_018485508.1, XP_018487034.1, XP_018493078.1	g7596
OG0005838	XP_018488998.1, XP_018462742.1, XP_018489065.1, XP_018441277.1	g7594
OG0005839	XP_018487056.1, XP_018487075.1, XP_018435319.1, XP_018437583.1	g7580
OG0005840	XP_018486650.1, XP_018487215.1, XP_018487184.1	g7547
OG0005841	XP_018489832.1, XP_018489482.1, XP_018437631.1	g7509
OG0005842	XP_018486791.1	g12400
OG0005842	XP_018491675.1	g13039
OG0005843	XP_018465946.1, XP_018488592.1	g7009, g2156
OG0005844	XP_018488902.1	g12366
OG0005845	XP_018433516.1, XP_018433955.1	g12343
OG0005845	XP_018460974.1, XP_018490784.1	g7403
OG0005846	XP_018437385.1, XP_018487472.1	g7399
OG0005847	XP_018488518.1, XP_018465589.1, XP_018492560.1	g7393, g12333
OG0005848	XP_018489587.1, XP_018437940.1, XP_018437943.1	g12312
OG0005849	XP_018491213.1, XP_018463389.1	g12293
OG0005850	XP_018490887.1, XP_018490888.1, XP_018492789.1	g7285
OG0005851	XP_018436994.1, XP_018463983.1, XP_018488726.1	g7277
OG0005852	XP_018490108.1, XP_018490193.1, XP_018438018.1	g12260
OG0005854	XP_018433664.1, XP_018489000.1, XP_018488438.1	g7250
OG0005855	XP_018471146.1, XP_018471148.1	g24442
OG0005856	XP_018459553.1, XP_018489111.1	g12222
OG0005856	XP_018490834.1, XP_018439829.1	g7220
OG0005857	XP_018489370.1, XP_018459551.1	g13204, g7206
OG0005858	XP_018440771.1, XP_018440811.1, XP_018490093.1	g12200
OG0005860	XP_018440947.1, XP_018441887.1, XP_018490101.1, XP_018466101.1	g7179
OG0005861	XP_018491515.1, XP_018491538.1, XP_018464608.1	g12157
OG0005862	XP_018438721.1, XP_018485992.1, XP_018485983.1, XP_018489340.1	g7123
OG0005863	XP_018467091.1, XP_018466774.1, XP_018493334.1, XP_018488266.1	g7067
OG0005864	XP_018434654.1, XP_018434841.1, XP_018485915.1	g7047
OG0005865	XP_018441717.1, XP_018440395.1	g13250
OG0005866	XP_018487081.1, XP_018492997.1, XP_018442001.1, XP_018441147.1	g7028
OG0005867	XP_018463819.1, XP_018489472.1, XP_018437159.1	g7007
OG0005868	XP_018458005.1	g18451
OG0005869	XP_018490016.1, XP_018441786.1, XP_018487150.1	g13273
OG0005870	XP_018435143.1, XP_018438518.1	g6957
OG0005871	XP_018488799.1, XP_018488778.1, XP_018488427.1	g6940
OG0005872	XP_018433123.1, XP_018486353.1	g6926
OG0005873	XP_018490870.1, XP_018440867.1	g6916, g13294
OG0005874	XP_018492440.1, XP_018489180.1, XP_018489203.1	g6910
OG0005876	XP_018486978.1, XP_018485894.1	g6891
OG0005877	XP_018434314.1, XP_018481269.1, XP_018459896.1	g13307, g916
OG0005878	XP_018487514.1, XP_018434307.1	g6859
OG0005879	XP_018488725.1, XP_018434788.1, XP_018487002.1	g11991
OG0005880	XP_018486984.1, XP_018437204.1, XP_018490772.1, XP_018464742.1	g11981
OG0005881	XP_018464739.1	g13326
OG0005881	XP_018492011.1, XP_018433421.1	g11978
OG0005882	XP_018465604.1, XP_018433836.1	g11968
OG0005883	XP_018487202.1, XP_018488744.1, XP_018436880.1	g11960
OG0005884	XP_018458525.1, XP_018487632.1, XP_018490783.1	g11862, g13393
OG0005885	XP_018458861.1, XP_018489881.1, XP_018461329.1, XP_018437988.1, XP_018438327.1, XP_018461328.1	g13344
OG0005886	XP_018488542.1, XP_018461498.1, XP_018465864.1	g6768
OG0005887	XP_018485410.1, XP_018435009.1	g13352, g11944
OG0005888	XP_018463216.1, XP_018467008.1, XP_018462347.1	g13364
OG0005890	XP_018490773.1, XP_018490732.1	g11923
OG0005890	XP_018433627.1	g6746
OG0005891	XP_018490775.1, XP_018437207.1, XP_018488945.1	g11922
OG0005892	XP_018466225.1, XP_018491364.1, XP_018486840.1, XP_018487607.1	g6713
OG0005893	XP_018441575.1	g10357
OG0005894	XP_018458151.1, XP_018446286.1, XP_018461369.1	g25112
OG0005895	XP_018433667.1, XP_018489622.1	g13440
OG0005896	XP_018489096.1, XP_018481935.1, XP_018438647.1, XP_018438648.1	g6513
OG0005897	XP_018441427.1, XP_018441229.1, XP_018485550.1	g11755
OG0005898	XP_018489555.1	g6543
OG0005899	XP_018433040.1, XP_018488771.1	g6545
OG0005900	XP_018488505.1, XP_018489151.1, XP_018437641.1	g6568
OG0005901	XP_018485499.1, XP_018486091.1	g13432
OG0005902	XP_018459665.1, XP_018486236.1, XP_018488877.1	g6575, g13430
OG0005903	XP_018492972.1, XP_018459678.1	g6580, g11817
OG0005904	XP_018464229.1, XP_018437559.1, XP_018461532.1, XP_018486664.1	g6586
OG0005905	XP_018462420.1, XP_018434305.1, XP_018464926.1, XP_018489499.1	g11835
OG0005906	XP_018466465.1, XP_018449260.1	g23423
OG0005907	XP_018445027.1, XP_018459503.1	g44977
OG0005908	XP_018480854.1	g4730
OG0005909	XP_018480620.1, XP_018457731.1, XP_018461283.1	g4755
OG0005910	XP_018437168.1, XP_018478968.1, XP_018455102.1	g10223
OG0005911	XP_018438187.1, XP_018451443.1, XP_018433645.1	g13876
OG0005912	XP_018458904.1, XP_018439580.1, XP_018438821.1	g19277, g2425
OG0005913	XP_018478029.1, XP_018460002.1, XP_018433222.1	g2453
OG0005914	XP_018469805.1, XP_018463317.1, XP_018441238.1	g2456, g19289
OG0005915	XP_018434887.1	g49303
OG0005916	XP_018486658.1	g49308, g49306
OG0005917	XP_018492682.1	g49345, g51489
OG0005918	XP_018490493.1, XP_018492271.1, XP_018469948.1	g26882
OG0005919	XP_018482591.1	g26888
OG0005919	XP_018487318.1	g49360
OG0005921	XP_018481388.1, XP_018465192.1, XP_018462683.1	g49413
OG0005922	XP_018493000.1, XP_018447193.1, XP_018447202.1	g49443, g30848
OG0005923	XP_018447436.1, XP_018461437.1, XP_018488124.1	g49451
OG0005924	XP_018432612.1, XP_018437503.1, XP_018447258.1	g30885
OG0005925	XP_018451559.1, XP_018451571.1, XP_018491822.1, XP_018491823.1	g30950
OG0005926	XP_018489119.1, XP_018491355.1	g26968
OG0005927	XP_018441552.1	g31031
OG0005928	XP_018437173.1, XP_018486097.1	g31043
OG0005929	XP_018489394.1, XP_018493242.1	g31049
OG0005930	XP_018435805.1, XP_018468374.1	g49596, g27969
OG0005931	XP_018486168.1	g31067
OG0005932	XP_018481527.1, XP_018487014.1	g31070
OG0005933	XP_018436028.1, XP_018487142.1, XP_018447830.1, XP_018450797.1	g49589
OG0005934	XP_018449921.1, XP_018491757.1, XP_018465024.1, XP_018485654.1	g27018
OG0005935	XP_018492489.1	g49615
OG0005936	XP_018432663.1, XP_018450384.1, XP_018448211.1	g31116
OG0005937	XP_018447602.1, XP_018447254.1, XP_018440793.1	g49663, g27034
OG0005938	XP_018462333.1, XP_018488443.1, XP_018450260.1	g31140
OG0005939	XP_018435938.1	g27053
OG0005940	XP_018460012.1, XP_018451221.1, XP_018485602.1	g27090
OG0005941	XP_018489178.1, XP_018451223.1, XP_018460020.1, XP_018483217.1	g31191
OG0005942	XP_018460024.1, XP_018450847.1, XP_018492350.1	g49698
OG0005943	XP_018487840.1, XP_018462754.1, XP_018488494.1, XP_018488479.1	g27097
OG0005944	XP_018433409.1	g27101, g31234
OG0005945	XP_018439010.1, XP_018492483.1	g31242, g27108
OG0005946	XP_018472000.1, XP_018469287.1	g31247
OG0005947	XP_018492817.1, XP_018434091.1, XP_018490079.1	g31279
OG0005948	XP_018434516.1, XP_018490060.1, XP_018486681.1	g49753, g31280
OG0005949	XP_018447217.1	g27147
OG0005949	XP_018458085.1	g40969
OG0005950	XP_018493439.1, XP_018490218.1	g31309
OG0005951	XP_018449103.1, XP_018451402.1, XP_018463032.1, XP_018458357.1	g31345
OG0005952	XP_018449482.1, XP_018451601.1, XP_018492942.1, XP_018463634.1	g31349
OG0005953	XP_018432571.1, XP_018432517.1, XP_018451352.1, XP_018442358.1	g31380
OG0005954	XP_018442050.1, XP_018433098.1, XP_018451431.1	g49832, g49837, g49827
OG0005955	XP_018441617.1, XP_018451133.1, XP_018449956.1	g31556
OG0005956	XP_018448130.1, XP_018447319.1, XP_018490256.1	g27294
OG0005957	XP_018464067.1, XP_018438756.1	g49960
OG0005959	XP_018440279.1	g49975
OG0005960	XP_018459769.1, XP_018451405.1, XP_018442290.1	g27349
OG0005961	XP_018459760.1, XP_018459782.1	g31666
OG0005962	XP_018451187.1, XP_018459792.1, XP_018459772.1	g31667
OG0005963	XP_018437415.1	g49990
OG0005964	XP_018473592.1	g31720
OG0005965	XP_018450239.1, XP_018440632.1	g50031, g31752
OG0005966	XP_018467719.1	g31767
OG0005967	XP_018435172.1, XP_018447708.1, XP_018480558.1	g31788
OG0005968	XP_018485377.1, XP_018448112.1, XP_018448128.1	g31821
OG0005969	XP_018460798.1	g50082, g27431
OG0005970	XP_018476140.1, XP_018447309.1, XP_018491913.1, XP_018491902.1	g31871
OG0005971	XP_018449641.1	g31898
OG0005972	XP_018450816.1, XP_018492520.1	g50204
OG0005973	XP_018482265.1	g50220
OG0005974	XP_018467833.1, XP_018437288.1, XP_018450030.1	g32020, g27513
OG0005975	XP_018450940.1, XP_018446425.1, XP_018437587.1	g50235
OG0005976	XP_018450843.1	g27515, g50240
OG0005977	XP_018489453.1, XP_018434552.1, XP_018447843.1	g50246
OG0005978	XP_018489442.1	g32039
OG0005979	XP_018441938.1	g50255
OG0005980	XP_018445255.1, XP_018468473.1, XP_018453251.1	g44638, g45944
OG0005981	XP_018453134.1	g44652
OG0005982	XP_018472251.1, XP_018456985.1, XP_018442396.1	g44664
OG0005983	XP_018463301.1, XP_018454431.1, XP_018461002.1, XP_018469989.1	g44688, g45874
OG0005984	XP_018488360.1, XP_018451119.1, XP_018451120.1, XP_018450179.1	g27794
OG0005985	XP_018453110.1, XP_018474932.1	g44254
OG0005986	XP_018440082.1, XP_018440079.1	g40977
OG0005987	XP_018451979.1	g41072
OG0005988	XP_018452542.1	g40745
OG0005989	XP_018442813.1, XP_018451474.1, XP_018443084.1	g41635
OG0005990	XP_018452748.1	g10925
OG0005991	XP_018478539.1, XP_018478602.1, XP_018459927.1, XP_018452500.1	g40652
OG0005992	XP_018439050.1, XP_018478509.1, XP_018478501.1, XP_018453260.1	g40710, g10857
OG0005993	XP_018439545.1, XP_018439049.1, XP_018481155.1, XP_018481162.1	g40713
OG0005994	XP_018477235.1, XP_018457618.1, XP_018440509.1	g10842
OG0005995	XP_018453287.1, XP_018453311.1, XP_018475711.1, XP_018462857.1	g25524
OG0005996	XP_018477298.1, XP_018477297.1, XP_018443814.1	g17002, g23459
OG0005997	XP_018463629.1, XP_018464690.1	g54024
OG0005998	XP_018463281.1, XP_018477085.1	g22701
OG0005999	XP_018448532.1	g32283
OG0005999	XP_018451254.1, XP_018450552.1	g50414
OG0006000	XP_018487519.1, XP_018488099.1	g54112
OG0006000	XP_018487692.1	g36373
OG0006001	XP_018490065.1, XP_018490071.1	g36388
OG0006002	XP_018459489.1, XP_018481609.1	g22742
OG0006003	XP_018450037.1, XP_018459828.1	g22759
OG0006004	XP_018454518.1, XP_018450543.1, XP_018485081.1	g22821
OG0006005	XP_018482681.1, XP_018450091.1, XP_018449019.1, XP_018452386.1	g22845
OG0006006	XP_018451248.1, XP_018482969.1	g22873
OG0006007	XP_018469087.1, XP_018449872.1, XP_018481856.1	g22905
OG0006008	XP_018469988.1, XP_018448398.1	g22924
OG0006009	XP_018483833.1, XP_018457877.1	g22928, g18252
OG0006010	XP_018449048.1, XP_018449693.1	g22951
OG0006011	XP_018450391.1, XP_018447318.1, XP_018450402.1	g18232, g18233
OG0006012	XP_018450190.1, XP_018482815.1, XP_018452234.1	g23032
OG0006013	XP_018483705.1	g47902
OG0006014	XP_018477275.1	g23064
OG0006015	XP_018453168.1, XP_018466065.1, XP_018480360.1, XP_018447124.1	g23097
OG0006016	XP_018480784.1	g16911
OG0006017	XP_018472466.1, XP_018459253.1, XP_018487401.1	g18152
OG0006018	XP_018468027.1, XP_018467827.1	g47843, g22370, g22311, g22452, g22397, g33567, g33266
OG0006019	XP_018466006.1, XP_018459421.1, XP_018479039.1	g47844, g23165
OG0006020	XP_018479038.1, XP_018483719.1, XP_018459420.1, XP_018461790.1, XP_018462324.1	g23164
OG0006021	XP_018467864.1, XP_018464219.1, XP_018480249.1, XP_018480250.1	g23290
OG0006022	XP_018447502.1	g23342
OG0006022	XP_018480676.1	g16958
