Orthogroup	Raphanus_sativus	Cardamine_glauca
OG0007307	XP_018435025.1	Cg006G1952100
OG0007308	XP_018447686.1	Cg006G1951300
OG0007309	XP_018487391.1, XP_018486188.1	Cg006G1950500
OG0007310	XP_018486008.1, XP_018442936.1	Cg006G1948600
OG0007311	XP_018441357.1, XP_018492947.1	Cg006G1947800
OG0007312	XP_018440628.1, XP_018483966.1	Cg002G0684000
OG0007313	XP_018481142.1, XP_018437027.1, XP_018436961.1	Cg002G0681300
OG0007314	XP_018455441.1, XP_018454125.1, XP_018481144.1	Cg002G0681100
OG0007315	XP_018456161.1, XP_018483807.1	Cg002G0680300
OG0007316	XP_018477461.1, XP_018441452.1	Cg002G0678100
OG0007317	XP_018457880.1, XP_018457878.1, XP_018459862.1	Cg003G1062200
OG0007318	XP_018456168.1, XP_018438953.1	Cg003G1056700
OG0007319	XP_018434297.1, XP_018454691.1	Cg003G1055300
OG0007320	XP_018434068.1, XP_018440935.1, XP_018454415.1	Cg003G1055100
OG0007321	XP_018472344.1, XP_018477700.1	Cg001G0119500
OG0007322	XP_018452718.1, XP_018466093.1, XP_018455609.1, XP_018439397.1	Cg003G1054100
OG0007323	XP_018492909.1, XP_018456202.1	Cg003G1050200
OG0007324	XP_018486078.1	Cg003G1049000
OG0007325	XP_018486077.1, XP_018434445.1	Cg003G1048900
OG0007326	XP_018435556.1, XP_018464491.1, XP_018488459.1, XP_018493199.1	Cg003G1046800
OG0007327	XP_018454998.1, XP_018438163.1	Cg003G1045500
OG0007328	XP_018441642.1	Cg003G1045100
OG0007329	XP_018488885.1, XP_018437842.1	Cg003G1043100
OG0007330	XP_018493548.1	Cg003G1039900
OG0007331	XP_018438375.1, XP_018455253.1	Cg003G1039600
OG0007332	XP_018486895.1, XP_018452242.1	Cg003G1038300
OG0007333	XP_018489995.1, XP_018489982.1	Cg003G1036900
OG0007335	XP_018437262.1, XP_018490678.1	Cg003G1036000
OG0007336	XP_018432882.1, XP_018434557.1	Cg003G1035900
OG0007337	XP_018492319.1	Cg003G1035400
OG0007338	XP_018486712.1, XP_018485579.1	Cg003G1034700
OG0007339	XP_018488740.1, XP_018456388.1, XP_018459913.1	Cg003G1032000
OG0007340	XP_018441431.1, XP_018488483.1	Cg003G1030700, Cg003G1030600
OG0007341	XP_018467158.1, XP_018486603.1, XP_018456387.1	Cg003G1030400
OG0007342	XP_018456383.1	Cg003G1029600
OG0007343	XP_018491789.1	Cg003G1029000
OG0007344	XP_018491031.1, XP_018439406.1, XP_018439407.1	Cg003G1028600
OG0007345	XP_018492385.1, XP_018456790.1	Cg003G1022800
OG0007346	XP_018432920.1, XP_018458178.1	Cg003G1022600
OG0007347	XP_018488694.1, XP_018455232.1	Cg003G1022300
OG0007348	XP_018454459.1, XP_018490688.1	Cg003G1022200
OG0007349	XP_018492346.1, XP_018454894.1	Cg003G1021800
OG0007350	XP_018486933.1, XP_018486939.1, XP_018454558.1	Cg003G1018100
OG0007351	XP_018454686.1, XP_018488737.1, XP_018489244.1	Cg003G1015200
OG0007352	XP_018436763.1, XP_018439254.1, XP_018490499.1	Cg003G1015100
OG0007353	XP_018432988.1, XP_018435577.1	Cg003G1013400
OG0007354	XP_018492210.1, XP_018439600.1	Cg003G1010300
OG0007355	XP_018478777.1, XP_018482716.1, XP_018458402.1	Cg001G0275700
OG0007356	XP_018463143.1, XP_018454633.1, XP_018481241.1	Cg003G1007300
OG0007357	XP_018483296.1, XP_018455574.1	Cg003G1006700
OG0007358	XP_018439361.1, XP_018461295.1, XP_018485226.1	Cg003G1006400
OG0007359	XP_018484781.1, XP_018457948.1	Cg003G1006100
OG0007360	XP_018453142.1, XP_018483730.1, XP_018460505.1	Cg003G1004000
OG0007361	XP_018457411.1	Cg003G1000900
OG0007362	XP_018490896.1	Cg003G0999800
OG0007363	XP_018457451.1, XP_018433254.1, XP_018493310.1	Cg003G0999700
OG0007364	XP_018484892.1, XP_018484891.1, XP_018452452.1	Cg008G2788200
OG0007365	XP_018482696.1, XP_018482697.1	Cg008G2792500
OG0007366	XP_018455712.1, XP_018477581.1	Cg008G2793600
OG0007367	XP_018483285.1, XP_018454820.1	Cg008G2794100
OG0007368	XP_018457600.1, XP_018485130.1	Cg008G2795400
OG0007369	XP_018478529.1, XP_018463835.1, XP_018478535.1, XP_018435001.1	Cg008G2798400
OG0007370	XP_018482939.1	Cg008G2799100
OG0007371	XP_018433712.1, XP_018481074.1	Cg008G2800000
OG0007372	XP_018452537.1, XP_018484421.1	Cg008G2801400
OG0007374	XP_018483448.1, XP_018439020.1, XP_018439022.1	Cg008G2802600
OG0007375	XP_018483447.1, XP_018457293.1	Cg008G2802700
OG0007376	XP_018482677.1, XP_018457847.1	Cg008G2803100
OG0007377	XP_018467620.1, XP_018477975.1	Cg008G2806100
OG0007378	XP_018484798.1, XP_018454428.1	Cg008G2806300
OG0007379	XP_018484799.1	Cg008G2806400
OG0007380	XP_018434573.1, XP_018481962.1	Cg008G2810100
OG0007381	XP_018480695.1	Cg008G2812000
OG0007382	XP_018438448.1, XP_018478801.1	Cg008G2812500
OG0007383	XP_018477257.1	Cg008G2813800
OG0007384	XP_018470635.1, XP_018443950.1	Cg008G2759200
OG0007385	XP_018442460.1, XP_018476650.1	Cg008G2758200
OG0007386	XP_018472127.1, XP_018442375.1	Cg008G2762200
OG0007387	XP_018446475.1, XP_018476942.1	Cg008G2762300
OG0007388	XP_018474271.1, XP_018469641.1	Cg008G2763100
OG0007389	XP_018445413.1, XP_018475638.1	Cg008G2763700
OG0007390	XP_018445426.1, XP_018443890.1	Cg008G2763800
OG0007391	XP_018446374.1	Cg008G2764700
OG0007392	XP_018475482.1, XP_018475485.1	Cg008G2766100
OG0007393	XP_018473479.1, XP_018473483.1, XP_018473485.1	Cg008G2766600
OG0007394	XP_018445732.1, XP_018471548.1	Cg008G2769800
OG0007395	XP_018474888.1, XP_018464722.1, XP_018442858.1	Cg008G2771900
OG0007396	XP_018442596.1, XP_018470510.1, XP_018453732.1	Cg008G2773400
OG0007397	XP_018471864.1, XP_018470599.1	Cg008G2773800
OG0007398	XP_018470608.1, XP_018461662.1	Cg008G2774100
OG0007399	XP_018471653.1, XP_018446257.1	Cg008G2776000
OG0007400	XP_018442756.1, XP_018453645.1	Cg008G2777100
OG0007401	XP_018476554.1, XP_018445221.1	Cg008G2777600
OG0007402	XP_018445926.1, XP_018474485.1	Cg008G2782600
OG0007404	XP_018476278.1, XP_018474244.1, XP_018469909.1	Cg008G2784500
OG0007405	XP_018472994.1, XP_018442512.1	Cg008G2784900
OG0007406	XP_018475750.1, XP_018442623.1	Cg008G2786600
OG0007407	XP_018475824.1, XP_018475826.1, XP_018492301.1	Cg003G0998200
OG0007408	XP_018445999.1, XP_018471535.1	Cg003G0997500
OG0007409	XP_018444629.1, XP_018476944.1, XP_018460397.1	Cg003G0995800
OG0007410	XP_018492188.1, XP_018450821.1	Cg006G1849000
OG0007411	XP_018473510.1	Cg003G0991800
OG0007412	XP_018462321.1	Cg003G0898300
OG0007413	XP_018455348.1, XP_018455029.1, XP_018469200.1	Cg003G0990500
OG0007414	XP_018462616.1, XP_018457486.1	Cg003G0990200
OG0007415	XP_018483437.1, XP_018440012.1, XP_018459526.1	Cg005G1582700
OG0007416	XP_018471690.1, XP_018476647.1	Cg003G0987500
OG0007419	XP_018452985.1	Cg003G0981000
OG0007420	XP_018452133.1, XP_018476354.1	Cg003G0980100
OG0007421	XP_018472525.1	Cg003G0978700
OG0007422	XP_018456113.1, XP_018468953.1, XP_018468954.1	Cg003G0977800
OG0007423	XP_018466809.1, XP_018473123.1	Cg003G0977200
OG0007424	XP_018473722.1, XP_018473050.1, XP_018457528.1	Cg003G0975100
OG0007425	XP_018457489.1	Cg003G0975000
OG0007426	XP_018457210.1, XP_018475079.1, XP_018473742.1	Cg003G0974400
OG0007427	XP_018469763.1	Cg003G0970000
OG0007428	XP_018475683.1, XP_018464324.1, XP_018468691.1	Cg003G0968400
OG0007429	XP_018476094.1, XP_018476093.1	Cg003G0968200
OG0007430	XP_018452474.1, XP_018445964.1	Cg003G0967900
OG0007431	XP_018449754.1, XP_018452091.1	Cg003G0966600
OG0007432	XP_018469786.1, XP_018456236.1	Cg003G0964500
OG0007433	XP_018475414.1, XP_018469017.1	Cg003G0884500
OG0007434	XP_018456006.1, XP_018468971.1	Cg003G0959500
OG0007435	XP_018457279.1, XP_018457280.1, XP_018472983.1	Cg003G0959800
OG0007436	XP_018471112.1, XP_018457794.1	Cg003G0960700
OG0007437	XP_018453236.1	Cg003G0960800
OG0007438	XP_018464656.1, XP_018460883.1	Cg003G0961500
OG0007439	XP_018456677.1, XP_018471478.1	Cg003G0957800
OG0007440	XP_018453556.1, XP_018453116.1, XP_018452165.1, XP_018445486.1	Cg003G0954500
OG0007441	XP_018471890.1, XP_018452481.1	Cg003G0950300
OG0007442	XP_018469305.1, XP_018455387.1	Cg003G0949400
OG0007443	XP_018456127.1, XP_018456294.1	Cg003G0947800
OG0007444	XP_018469651.1, XP_018469656.1	Cg001G0115300
OG0007445	XP_018455257.1, XP_018466367.1	Cg003G0944800
OG0007446	XP_018453587.1, XP_018474197.1, XP_018466446.1	Cg003G0939300
OG0007447	XP_018465275.1, XP_018475832.1	Cg003G0938800
OG0007448	XP_018476731.1, XP_018455021.1, XP_018456107.1	Cg003G0938000
OG0007449	XP_018486896.1, XP_018440857.1	Cg002G0531900
OG0007450	XP_018439294.1, XP_018439748.1	Cg002G0536200
OG0007451	XP_018432564.1, XP_018433275.1	Cg002G0540300, Cg002G0540100
OG0007452	XP_018454195.1	Cg003G0926300
OG0007453	XP_018457393.1, XP_018485087.1	Cg003G0928200
OG0007454	XP_018477648.1	Cg003G0931200, Cg003G0928300
OG0007455	XP_018448459.1, XP_018464936.1	Cg003G0720400, Cg014G3035200
OG0007456	XP_018452039.1, XP_018455261.1, XP_018465895.1	Cg014G3034800, Cg003G0720800
OG0007457	XP_018457338.1, XP_018451992.1	Cg003G0725500, Cg014G3029100
OG0007458	XP_018473062.1	Cg003G0871300, Cg003G0726600
OG0007459	XP_018446819.1	Cg008G2646700
OG0007460	XP_018472683.1, XP_018442313.1	Cg008G2644900
OG0007461	XP_018446867.1, XP_018477014.1, XP_018464398.1	Cg008G2644400
OG0007462	XP_018446309.1	Cg008G2642400
OG0007463	XP_018472375.1, XP_018445801.1, XP_018476693.1	Cg008G2639000
OG0007464	XP_018443377.1, XP_018469739.1	Cg008G2637200
OG0007465	XP_018464147.1, XP_018445712.1	Cg008G2637000
OG0007466	XP_018469512.1, XP_018469947.1, XP_018443003.1	Cg008G2635400
OG0007467	XP_018442798.1, XP_018468498.1	Cg008G2630200
OG0007468	XP_018445048.1	Cg008G2628000
OG0007469	XP_018446752.1, XP_018467912.1	Cg008G2624700
OG0007470	XP_018444459.1, XP_018472594.1	Cg008G2624400
OG0007471	XP_018465799.1, XP_018445128.1	Cg008G2620200
OG0007472	XP_018475779.1, XP_018471214.1	Cg008G2618100
OG0007473	XP_018473151.1, XP_018443249.1, XP_018444322.1	Cg008G2614800
OG0007474	XP_018451417.1, XP_018444319.1	Cg008G2613200
OG0007475	XP_018467422.1	Cg004G1160900
OG0007476	XP_018442640.1, XP_018456175.1	Cg008G2610800
OG0007477	XP_018474870.1	Cg008G2610000
OG0007478	XP_018476412.1, XP_018475979.1	Cg008G2607000
OG0007479	XP_018472185.1, XP_018442562.1, XP_018443141.1	Cg008G2605300
OG0007480	XP_018447472.1	Cg008G2605200
OG0007482	XP_018443233.1, XP_018453098.1	Cg008G2602800
OG0007483	XP_018442222.1	Cg008G2602500
OG0007484	XP_018457499.1	Cg008G2602000
OG0007485	XP_018444120.1	Cg008G2599000
OG0007486	XP_018472562.1	Cg008G2598500
OG0007487	XP_018472950.1, XP_018446086.1, XP_018446099.1	Cg008G2597100
OG0007488	XP_018473028.1	Cg008G2595800
OG0007489	XP_018475047.1	Cg008G2595900
OG0007490	XP_018468768.1, XP_018472878.1	Cg008G2596000
OG0007491	XP_018476570.1, XP_018446517.1, XP_018446516.1	Cg008G2596400
OG0007493	XP_018475232.1, XP_018449449.1	Cg008G2592100
OG0007494	XP_018469887.1, XP_018442316.1	Cg008G2592000
OG0007495	XP_018475233.1, XP_018462425.1	Cg008G2591000
OG0007496	XP_018462426.1, XP_018475236.1	Cg008G2590500
OG0007497	XP_018473142.1, XP_018475242.1	Cg008G2589300
OG0007498	XP_018467060.1, XP_018465346.1, XP_018469354.1, XP_018475559.1	Cg008G2584500
OG0007499	XP_018477412.1, XP_018443700.1, XP_018444228.1	Cg001G0382900
OG0007500	XP_018442814.1, XP_018478168.1	Cg001G0391200
OG0007501	XP_018445124.1, XP_018478327.1	Cg001G0392300
OG0007502	XP_018484370.1, XP_018458767.1, XP_018464137.1	Cg001G0394000
OG0007503	XP_018446452.1, XP_018457494.1, XP_018462395.1	Cg007G2581200
OG0007504	XP_018445965.1	Cg007G2571900
OG0007505	XP_018470617.1	Cg007G2572600
OG0007506	XP_018470241.1, XP_018456804.1	Cg007G2572800
OG0007507	XP_018445920.1	Cg007G2573600
OG0007508	XP_018442796.1, XP_018455869.1	Cg007G2570700
OG0007509	XP_018457802.1, XP_018445642.1	Cg007G2568600
OG0007510	XP_018452519.1, XP_018444094.1	Cg007G2567700
OG0007511	XP_018466317.1, XP_018480521.1	Cg004G1408100
OG0007512	XP_018443779.1, XP_018443802.1, XP_018454542.1	Cg007G2564100
OG0007513	XP_018456492.1	Cg007G2562800
OG0007514	XP_018456263.1, XP_018456496.1	Cg007G2562000
OG0007516	XP_018457673.1, XP_018442748.1	Cg007G2561600
OG0007517	XP_018461544.1, XP_018456445.1	Cg007G2561400
OG0007518	XP_018456713.1, XP_018456711.1	Cg007G2558700
OG0007519	XP_018472206.1, XP_018472122.1, XP_018442758.1	Cg007G2558200
OG0007520	XP_018457162.1, XP_018472207.1	Cg007G2558100
OG0007521	XP_018455867.1, XP_018452990.1	Cg008G2880800, Cg007G2557200
OG0007522	XP_018445763.1	Cg007G2553500
OG0007523	XP_018452434.1, XP_018443083.1, XP_018443057.1	Cg007G2551700
OG0007524	XP_018466447.1, XP_018472337.1, XP_018452232.1	Cg007G2550900
OG0007525	XP_018471024.1, XP_018468832.1	Cg007G2548900
OG0007526	XP_018464585.1, XP_018459897.1	Cg007G2548600
OG0007527	XP_018468890.1, XP_018455742.1, XP_018455745.1	Cg007G2547000
OG0007528	XP_018442816.1, XP_018468238.1, XP_018466954.1	Cg007G2545600
OG0007529	XP_018443939.1, XP_018457873.1	Cg007G2543500
OG0007530	XP_018459987.1, XP_018462118.1, XP_018465107.1, XP_018455063.1	Cg007G2543100
OG0007531	XP_018455560.1	Cg007G2542800
OG0007532	XP_018444871.1	Cg007G2541800
OG0007533	XP_018484734.1	Cg007G2540000
OG0007534	XP_018482385.1, XP_018444953.1	Cg007G2538600
OG0007535	XP_018445884.1	Cg007G2533900
OG0007536	XP_018443019.1, XP_018464870.1, XP_018469341.1	Cg007G2531800
OG0007537	XP_018445881.1, XP_018460079.1, XP_018464869.1	Cg007G2531600
OG0007538	XP_018446353.1, XP_018444033.1	Cg007G2530900
OG0007539	XP_018471412.1	Cg007G2529000
OG0007540	XP_018463479.1, XP_018471411.1	Cg007G2528900
OG0007541	XP_018462824.1, XP_018442300.1, XP_018470539.1	Cg007G2527500
OG0007542	XP_018453118.1	Cg002G0588400
OG0007542	XP_018482948.1, XP_018482949.1	Cg006G1854100
OG0007543	XP_018442217.1, XP_018460678.1, XP_018446590.1	Cg007G2522700
OG0007544	XP_018446462.1, XP_018446811.1, XP_018446817.1	Cg007G2521400
OG0007545	XP_018441216.1, XP_018457050.1	Cg004G1409600
OG0007546	XP_018437100.1, XP_018487309.1	Cg004G1410200
OG0007547	XP_018433879.1, XP_018457147.1	Cg004G1410400
OG0007548	XP_018433065.1, XP_018486004.1	Cg004G1413600
OG0007549	XP_018481052.1, XP_018481066.1, XP_018436786.1	Cg002G0528600
OG0007550	XP_018469128.1, XP_018481067.1, XP_018481055.1	Cg002G0528700
OG0007551	XP_018441805.1, XP_018471447.1	Cg002G0529100
OG0007552	XP_018474952.1, XP_018454664.1	Cg003G0934000
OG0007553	XP_018469505.1, XP_018469972.1, XP_018452381.1	Cg003G0933600
OG0007554	XP_018485546.1	Cg002G0551400
OG0007555	XP_018439587.1	Cg006G1781100, Cg006G1781200
OG0007556	XP_018447770.1, XP_018489765.1	Cg006G1784400
OG0007557	XP_018461651.1, XP_018441775.1	Cg002G0696200
OG0007558	XP_018448004.1, XP_018448005.1	Cg006G1788900
OG0007559	XP_018450626.1, XP_018433195.1, XP_018436708.1	Cg006G1789800
OG0007560	XP_018447684.1	Cg006G1790200, Cg003G0794300
OG0007561	XP_018443207.1, XP_018488754.1	Cg006G1792700
OG0007562	XP_018449657.1	Cg006G1796100
OG0007563	XP_018487063.1	Cg006G1801300
OG0007564	XP_018486565.1, XP_018451037.1	Cg006G1802300
OG0007565	XP_018469797.1, XP_018447508.1	Cg006G1804900
OG0007566	XP_018481378.1, XP_018437389.1	Cg005G1572600
OG0007567	XP_018434014.1, XP_018483007.1	Cg005G1571000
OG0007568	XP_018476780.1, XP_018476779.1, XP_018434463.1	Cg005G1570200
OG0007569	XP_018433665.1	Cg002G0579300
OG0007570	XP_018433089.1, XP_018433037.1, XP_018433069.1	Cg002G0586400
OG0007571	XP_018457154.1, XP_018459730.1	Cg016G3060000, Cg003G0873100
OG0007572	XP_018457182.1, XP_018460991.1	Cg003G0831100, Cg003G0879700
OG0007573	XP_018452123.1, XP_018455774.1	Cg003G0912000
OG0007574	XP_018444428.1, XP_018464751.1, XP_018452724.1	Cg003G0913500
OG0007575	XP_018449704.1, XP_018462464.1	Cg003G0913600
OG0007576	XP_018453627.1, XP_018452559.1, XP_018471312.1	Cg003G0914200
OG0007577	XP_018460478.1, XP_018457732.1, XP_018471818.1	Cg003G0837500
OG0007578	XP_018459264.1, XP_018473580.1	Cg003G0878100, Cg003G0830000
OG0007579	XP_018460963.1, XP_018444128.1, XP_018445647.1	Cg003G1000800
OG0007581	XP_018448063.1, XP_018458105.1	Cg001G0313200
OG0007582	XP_018478651.1	Cg001G0300400
OG0007583	XP_018447073.1	Cg001G0288400
OG0007584	XP_018448166.1	Cg005G1608200, Cg001G0287200
OG0007585	XP_018484311.1	Cg001G0283400
OG0007586	XP_018472129.1, XP_018463917.1	Cg001G0282400
OG0007587	XP_018451372.1, XP_018450488.1	Cg001G0277200, Cg001G0277000
OG0007588	XP_018451368.1, XP_018483525.1	Cg001G0268900
OG0007589	XP_018451370.1, XP_018483527.1, XP_018466294.1	Cg001G0268800
OG0007590	XP_018475732.1, XP_018475723.1	Cg001G0264600
OG0007591	XP_018457996.1	Cg001G0262000, Cg001G0262100
OG0007592	XP_018470228.1	Cg001G0261700
OG0007593	XP_018463473.1, XP_018448148.1, XP_018469513.1	Cg001G0261100
OG0007594	XP_018450758.1, XP_018442389.1	Cg001G0258300
OG0007595	XP_018481917.1, XP_018479583.1, XP_018467662.1	Cg001G0257400
OG0007597	XP_018490157.1, XP_018479249.1	Cg001G0248600
OG0007598	XP_018444656.1, XP_018457934.1	Cg007G2500200
OG0007599	XP_018469699.1, XP_018455504.1	Cg007G2501200
OG0007600	XP_018443033.1	Cg007G2503600
OG0007601	XP_018445004.1, XP_018457296.1	Cg007G2503700
OG0007602	XP_018452462.1, XP_018445749.1	Cg007G2508000
OG0007603	XP_018443528.1	Cg007G2508200
OG0007604	XP_018460348.1, XP_018460357.1, XP_018446924.1	Cg007G2515600
OG0007605	XP_018469455.1, XP_018461852.1	Cg007G2515900
OG0007606	XP_018445816.1, XP_018469815.1	Cg007G2518000
OG0007607	XP_018443039.1, XP_018459113.1	Cg007G2454200
OG0007608	XP_018457316.1	Cg001G0079300
OG0007609	XP_018457417.1	Cg007G2458800
OG0007610	XP_018456859.1, XP_018472094.1	Cg007G2459500
OG0007611	XP_018444988.1, XP_018477450.1	Cg001G0117000
OG0007612	XP_018469192.1	Cg001G0116500
OG0007613	XP_018450710.1, XP_018447353.1, XP_018469653.1	Cg001G0115400
OG0007614	XP_018449557.1, XP_018468600.1	Cg001G0114300
OG0007615	XP_018478086.1, XP_018460076.1, XP_018471338.1	Cg001G0109800
OG0007616	XP_018467303.1, XP_018466670.1, XP_018466669.1	Cg003G0915300
OG0007617	XP_018481029.1	Cg002G0662600
OG0007618	XP_018436106.1, XP_018479269.1	Cg002G0518000
OG0007619	XP_018453023.1, XP_018453342.1	Cg007G2268100
OG0007620	XP_018454276.1, XP_018454734.1	Cg007G2264800
OG0007621	XP_018477717.1, XP_018477720.1	Cg001G0370400
OG0007622	XP_018446242.1	Cg001G0370500
OG0007623	XP_018440115.1, XP_018484566.1, XP_018458469.1	Cg002G0623500
OG0007624	XP_018454180.1, XP_018467525.1, XP_018489465.1	Cg002G0596200
OG0007625	XP_018437323.1	Cg008G2841600
OG0007626	XP_018482740.1, XP_018482741.1, XP_018482738.1, XP_018457666.1	Cg002G0653900
OG0007627	XP_018462283.1, XP_018452637.1	Cg002G0655300
OG0007628	XP_018438470.1, XP_018461421.1	Cg002G0658800
OG0007629	XP_018453036.1, XP_018439683.1	Cg002G0674500, Cg002G0659800
OG0007630	XP_018434931.1, XP_018483624.1, XP_018483626.1	Cg002G0660100
OG0007631	XP_018480764.1, XP_018477647.1, XP_018477629.1	Cg002G0663300
OG0007632	XP_018433532.1, XP_018481850.1	Cg002G0666000, Cg002G0666100
OG0007633	XP_018455075.1	Cg003G0892200
OG0007634	XP_018444226.1, XP_018444233.1, XP_018454683.1, XP_018467551.1, XP_018468630.1	Cg007G2469700
OG0007635	XP_018471201.1, XP_018464480.1	Cg007G2469000
OG0007636	XP_018472347.1, XP_018452182.1	Cg007G2468600
OG0007637	XP_018468146.1, XP_018454553.1	Cg007G2468200, Cg007G2468300
OG0007638	XP_018467985.1, XP_018452574.1, XP_018456447.1	Cg007G2468100
OG0007639	XP_018485789.1	Cg001G0294900, Cg004G1348800
OG0007641	XP_018462515.1, XP_018434455.1, XP_018440262.1	Cg008G2970900
OG0007642	XP_018435781.1, XP_018480927.1	Cg008G2970400
OG0007643	XP_018478337.1	Cg008G2871900, Cg008G2856400
OG0007644	XP_018453037.1, XP_018453015.1	Cg008G2969500
OG0007645	XP_018433163.1, XP_018483695.1	Cg008G2968500
OG0007646	XP_018483693.1, XP_018460119.1, XP_018483694.1	Cg008G2968400
OG0007647	XP_018456578.1, XP_018480880.1, XP_018461309.1	Cg008G2968100
OG0007649	XP_018457929.1, XP_018478349.1	Cg008G2960500
OG0007650	XP_018449644.1, XP_018458123.1	Cg001G0314600
OG0007651	XP_018477984.1	Cg008G2958700
OG0007652	XP_018450042.1, XP_018437230.1	Cg006G1836500
OG0007653	XP_018453875.1, XP_018488852.1	Cg006G1836400
OG0007654	XP_018468602.1, XP_018481457.1	Cg001G0145100
OG0007655	XP_018451764.1	Cg006G1831500
OG0007656	XP_018451400.1	Cg003G0765200, Cg006G1831000
OG0007657	XP_018458191.1	Cg006G1830200
OG0007658	XP_018485096.1, XP_018490275.1	Cg006G1827700
OG0007659	XP_018436162.1, XP_018485572.1	Cg006G1825400
OG0007660	XP_018488000.1, XP_018478217.1	Cg006G1822200
OG0007661	XP_018483133.1, XP_018491277.1, XP_018449520.1	Cg006G1820800
OG0007663	XP_018466034.1, XP_018449142.1, XP_018491990.1	Cg006G1818400
OG0007664	XP_018440257.1, XP_018492036.1	Cg006G1817500
OG0007666	XP_018451320.1, XP_018440686.1	Cg006G2216800
OG0007667	XP_018450613.1	Cg006G1813600
OG0007668	XP_018436929.1, XP_018451524.1, XP_018460807.1	Cg006G1813300
OG0007669	XP_018466604.1	Cg006G1811700
OG0007670	XP_018442456.1, XP_018442443.1	Cg006G1807700
OG0007671	XP_018468555.1, XP_018490948.1	Cg006G2088400
OG0007672	XP_018456604.1, XP_018457896.1	Cg008G2897000
OG0007673	XP_018440416.1	Cg005G1762600
OG0007674	XP_018475825.1, XP_018436531.1	Cg008G2891400, Cg008G2891200
OG0007675	XP_018454161.1, XP_018484953.1, XP_018484930.1	Cg008G2919900
OG0007676	XP_018484901.1, XP_018441864.1	Cg005G1597800
OG0007677	XP_018433876.1, XP_018478342.1	Cg005G1597300
OG0007678	XP_018467463.1, XP_018473355.1	Cg005G1594300
OG0007679	XP_018442058.1, XP_018474753.1	Cg005G1594200
OG0007680	XP_018441819.1, XP_018460521.1, XP_018484350.1	Cg005G1593400
OG0007681	XP_018438183.1	Cg005G1592600
OG0007682	XP_018478434.1, XP_018439697.1	Cg005G1589000
OG0007684	XP_018476612.1, XP_018476613.1	Cg005G1587500
OG0007685	XP_018462905.1, XP_018460980.1, XP_018479886.1, XP_018441058.1	Cg005G1585000
OG0007686	XP_018454915.1, XP_018466620.1, XP_018454737.1, XP_018483031.1	Cg008G2838800
OG0007687	XP_018482138.1, XP_018434612.1, XP_018434613.1	Cg005G1578500
OG0007688	XP_018467469.1, XP_018474831.1, XP_018480751.1	Cg005G1576300
OG0007689	XP_018492455.1, XP_018479958.1	Cg006G2176700
OG0007690	XP_018441720.1	Cg005G1574600
OG0007691	XP_018474909.1, XP_018483003.1, XP_018482920.1	Cg005G1574400
OG0007692	XP_018467905.1, XP_018482111.1, XP_018468769.1	Cg001G0206600
OG0007693	XP_018447153.1, XP_018462862.1	Cg001G0208600
OG0007694	XP_018469981.1, XP_018469983.1	Cg001G0211700
OG0007695	XP_018449386.1, XP_018470233.1	Cg001G0215600
OG0007696	XP_018469830.1, XP_018469734.1	Cg001G0217100
OG0007697	XP_018462846.1, XP_018453897.1, XP_018454130.1	Cg001G0218400
OG0007698	XP_018451787.1, XP_018477218.1	Cg001G0221100
OG0007699	XP_018471641.1, XP_018477633.1, XP_018460906.1	Cg001G0221600
OG0007700	XP_018470545.1, XP_018451512.1	Cg001G0222300
OG0007701	XP_018467885.1, XP_018467871.1, XP_018483856.1	Cg001G0224100
OG0007702	XP_018481481.1, XP_018469071.1	Cg001G0224300
OG0007703	XP_018477311.1, XP_018456052.1	Cg001G0225400
OG0007704	XP_018448088.1, XP_018448085.1, XP_018453976.1	Cg001G0225600
OG0007705	XP_018482979.1, XP_018452516.1	Cg001G0226300
OG0007706	XP_018470585.1	Cg001G0228900
OG0007707	XP_018455139.1	Cg008G2972300
OG0007708	XP_018482662.1, XP_018480374.1	Cg002G0516800
OG0007709	XP_018480365.1, XP_018480380.1	Cg002G0517200
OG0007710	XP_018478987.1, XP_018480366.1, XP_018468624.1	Cg002G0517300
OG0007711	XP_018437117.1, XP_018459326.1	Cg002G0517900
OG0007712	XP_018433138.1, XP_018480593.1	Cg002G0519900
OG0007713	XP_018464856.1, XP_018482433.1, XP_018436956.1	Cg002G0520100
OG0007714	XP_018447682.1, XP_018450536.1	Cg001G0167700
OG0007715	XP_018444042.1, XP_018485342.1	Cg001G0168900
OG0007716	XP_018457445.1, XP_018474612.1	Cg003G0907400
OG0007717	XP_018452194.1, XP_018467980.1	Cg003G0907200
OG0007718	XP_018468489.1	Cg003G0906500
OG0007719	XP_018459054.1, XP_018454392.1, XP_018454768.1	Cg003G0898800
OG0007720	XP_018457054.1	Cg003G0896300
OG0007722	XP_018474806.1	Cg003G0890400
OG0007723	XP_018476895.1, XP_018470974.1	Cg003G0889000
OG0007724	XP_018493136.1	Cg004G1353000
OG0007725	XP_018452760.1	Cg004G1384300, Cg004G1375500
OG0007726	XP_018461390.1, XP_018452109.1, XP_018440753.1	Cg004G1391700
OG0007727	XP_018485405.1, XP_018440093.1	Cg004G1394600
OG0007728	XP_018441298.1, XP_018491463.1	Cg004G1398100
OG0007729	XP_018438969.1, XP_018455805.1	Cg004G1401100
