Orthogroup	Raphanus_sativus	Cardamine_hirsuta
OG0009561	XP_018472795.1	CARHR134690
OG0009562	XP_018461422.1, XP_018439036.1	CARHR134540
OG0009563	XP_018491171.1	CARHR108980, CARHR148440
OG0009564	XP_018438285.1, XP_018480962.1	CARHR134400
OG0009565	XP_018437958.1, XP_018437957.1	CARHR134360
OG0009566	XP_018434921.1	CARHR134300, CARHR087370
OG0009567	XP_018441188.1, XP_018476212.1	CARHR133980
OG0009568	XP_018478441.1, XP_018442039.1	CARHR133890
OG0009569	XP_018474671.1, XP_018458420.1, XP_018440900.1	CARHR133610
OG0009570	XP_018437981.1, XP_018472838.1	CARHR133500
OG0009571	XP_018472837.1	CARHR125840, CARHR133490
OG0009572	XP_018439226.1, XP_018478311.1	CARHR133420
OG0009573	XP_018476902.1, XP_018476908.1, XP_018484791.1	CARHR133400
OG0009574	XP_018476905.1	CARHR133370
OG0009575	XP_018433090.1, XP_018476761.1	CARHR133280
OG0009576	XP_018433092.1, XP_018476765.1, XP_018476763.1	CARHR133270
OG0009577	XP_018475917.1, XP_018437522.1	CARHR133190
OG0009578	XP_018476019.1	CARHR133170
OG0009579	XP_018474863.1, XP_018465020.1	CARHR132890
OG0009580	XP_018472952.1	CARHR132850
OG0009581	XP_018436525.1, XP_018477767.1	CARHR132690
OG0009582	XP_018476683.1, XP_018440192.1	CARHR132610
OG0009583	XP_018482497.1, XP_018482743.1	CARHR132540
OG0009584	XP_018436420.1, XP_018483019.1	CARHR143900
OG0009585	XP_018441846.1	CARHR132410
OG0009586	XP_018436370.1, XP_018474054.1	CARHR131750
OG0009587	XP_018465120.1, XP_018437483.1	CARHR132160
OG0009588	XP_018433915.1, XP_018473010.1, XP_018466079.1	CARHR132180
OG0009589	XP_018480701.1, XP_018433295.1	CARHR132230
OG0009590	XP_018478180.1, XP_018452847.1	CARHR144680
OG0009591	XP_018478763.1, XP_018478762.1	CARHR132260
OG0009592	XP_018452090.1, XP_018459947.1, XP_018472798.1	CARHR259970
OG0009593	XP_018477599.1, XP_018477319.1, XP_018475703.1	CARHR132340
OG0009594	XP_018472903.1, XP_018478623.1	CARHR131640
OG0009595	XP_018476384.1, XP_018439716.1	CARHR131550
OG0009596	XP_018439283.1, XP_018474619.1	CARHR131400
OG0009597	XP_018475933.1, XP_018483616.1	CARHR131390
OG0009598	XP_018460768.1, XP_018453805.1	CARHR253650
OG0009599	XP_018468812.1, XP_018476930.1, XP_018457020.1	CARHR253590
OG0009600	XP_018472686.1	CARHR253300
OG0009601	XP_018453137.1, XP_018476671.1	CARHR253070
OG0009602	XP_018454627.1	CARHR252900
OG0009603	XP_018433705.1	CARHR144010
OG0009604	XP_018454485.1	CARHR252690
OG0009605	XP_018468564.1, XP_018455786.1	CARHR254160
OG0009606	XP_018458656.1	CARHR253880
OG0009607	XP_018455008.1, XP_018454962.1	CARHR253810
OG0009608	XP_018458657.1, XP_018476769.1	CARHR253780
OG0009610	XP_018484670.1, XP_018441189.1	CARHR112170
OG0009611	XP_018464791.1, XP_018463189.1	CARHR112490
OG0009612	XP_018441547.1	CARHR131230
OG0009613	XP_018481132.1, XP_018466259.1	CARHR112920
OG0009614	XP_018482206.1, XP_018438381.1	CARHR112930
OG0009615	XP_018480295.1, XP_018480296.1	CARHR293090
OG0009616	XP_018436685.1, XP_018481010.1	CARHR184850
OG0009617	XP_018459007.1, XP_018459008.1	CARHR184800
OG0009618	XP_018481712.1	CARHR117780
OG0009619	XP_018478627.1, XP_018441562.1	CARHR116260
OG0009620	XP_018477385.1	CARHR116580
OG0009621	XP_018488853.1, XP_018465798.1, XP_018459053.1	CARHR118390
OG0009622	XP_018492993.1	CARHR118480
OG0009623	XP_018483591.1, XP_018483588.1	CARHR115120
OG0009624	XP_018490160.1, XP_018479797.1	CARHR287840
OG0009625	XP_018469293.1, XP_018469014.1	CARHR232030
OG0009626	XP_018483932.1	CARHR035410
OG0009627	XP_018486075.1, XP_018483305.1	CARHR134910
OG0009628	XP_018483302.1, XP_018486074.1	CARHR106320
OG0009629	XP_018441924.1	CARHR034970
OG0009630	XP_018485398.1	CARHR034240
OG0009631	XP_018489532.1, XP_018464369.1, XP_018447164.1	CARHR034050
OG0009632	XP_018465902.1, XP_018464368.1	CARHR033980
OG0009633	XP_018457892.1	CARHR033810
OG0009634	XP_018459719.1, XP_018490544.1	CARHR033220
OG0009635	XP_018485397.1, XP_018493171.1	CARHR032960
OG0009636	XP_018459454.1, XP_018452164.1	CARHR260740
OG0009637	XP_018476965.1, XP_018447180.1	CARHR260710
OG0009638	XP_018453253.1, XP_018452929.1	CARHR259570
OG0009639	XP_018442352.1	CARHR259460
OG0009640	XP_018450544.1	CARHR256280
OG0009641	XP_018452111.1, XP_018452106.1, XP_018473097.1	CARHR255980
OG0009642	XP_018475139.1	CARHR255940
OG0009643	XP_018455394.1, XP_018467001.1	CARHR255880
OG0009644	XP_018476897.1, XP_018456403.1	CARHR255810
OG0009645	XP_018457083.1, XP_018471867.1	CARHR254520
OG0009646	XP_018468548.1, XP_018443275.1	CARHR193700
OG0009647	XP_018448763.1, XP_018442322.1	CARHR193690
OG0009648	XP_018437001.1, XP_018435616.1, XP_018454692.1	CARHR187070
OG0009649	XP_018440826.1, XP_018435180.1, XP_018457138.1	CARHR187040
OG0009650	XP_018441666.1, XP_018477170.1	CARHR186990
OG0009651	XP_018456923.1	CARHR186900
OG0009652	XP_018478317.1, XP_018462675.1	CARHR186800
OG0009653	XP_018484287.1	CARHR186630
OG0009654	XP_018478887.1, XP_018466511.1	CARHR186520
OG0009655	XP_018446359.1	CARHR057990
OG0009656	XP_018436694.1, XP_018464477.1, XP_018484832.1	CARHR186260
OG0009657	XP_018433097.1, XP_018433094.1, XP_018484151.1	CARHR186140
OG0009658	XP_018441787.1, XP_018457580.1	CARHR186060
OG0009659	XP_018478965.1, XP_018441789.1	CARHR186040
OG0009660	XP_018484251.1, XP_018441967.1	CARHR185090
OG0009661	XP_018467037.1, XP_018438184.1	CARHR110500
OG0009662	XP_018437776.1, XP_018455764.1	CARHR110580
OG0009663	XP_018438191.1, XP_018438188.1	CARHR110680
OG0009664	XP_018454373.1, XP_018454368.1, XP_018434047.1	CARHR110800
OG0009665	XP_018437384.1, XP_018457936.1	CARHR110890
OG0009666	XP_018440427.1, XP_018440481.1	CARHR111020
OG0009667	XP_018438546.1	CARHR046100, CARHR111500
OG0009668	XP_018440336.1	CARHR154660
OG0009669	XP_018434025.1	CARHR154650
OG0009670	XP_018434024.1	CARHR154620
OG0009671	XP_018439576.1, XP_018439182.1, XP_018482862.1	CARHR143440
OG0009672	XP_018441624.1, XP_018439245.1, XP_018440110.1	CARHR143410
OG0009673	XP_018440848.1, XP_018440839.1	CARHR143360
OG0009674	XP_018484148.1, XP_018484094.1	CARHR143330
OG0009675	XP_018484471.1, XP_018484451.1	CARHR143290
OG0009676	XP_018434827.1, XP_018434836.1	CARHR143280
OG0009677	XP_018472662.1, XP_018462049.1, XP_018458607.1	CARHR143210, CARHR143230
OG0009678	XP_018437976.1, XP_018480836.1	CARHR143060
OG0009679	XP_018484925.1, XP_018440366.1	CARHR142080
OG0009680	XP_018484924.1, XP_018440365.1	CARHR142060
OG0009681	XP_018485199.1, XP_018433263.1	CARHR141970
OG0009682	XP_018439865.1, XP_018485202.1	CARHR141840
OG0009683	XP_018472413.1	CARHR234770
OG0009684	XP_018439867.1, XP_018473064.1	CARHR288620, CARHR141830
OG0009685	XP_018484440.1, XP_018476218.1	CARHR141820
OG0009687	XP_018467982.1, XP_018447609.1	CARHR035950
OG0009688	XP_018434750.1, XP_018434757.1	CARHR141520
OG0009689	XP_018441386.1, XP_018441387.1	CARHR141510
OG0009690	XP_018437470.1, XP_018481707.1	CARHR141440
OG0009691	XP_018485232.1, XP_018464999.1	CARHR141340
OG0009692	XP_018475752.1, XP_018482502.1, XP_018479141.1	CARHR141280
OG0009693	XP_018478853.1, XP_018433754.1	CARHR141000
OG0009694	XP_018475671.1, XP_018440977.1	CARHR140980
OG0009695	XP_018475669.1, XP_018475668.1	CARHR140960
OG0009696	XP_018476179.1, XP_018476177.1	CARHR140860
OG0009697	XP_018434154.1, XP_018478861.1	CARHR140690
OG0009698	XP_018478605.1	CARHR140680
OG0009699	XP_018481520.1, XP_018440274.1	CARHR140610
OG0009700	XP_018440033.1	CARHR140480
OG0009701	XP_018476827.1, XP_018441655.1	CARHR140470
OG0009702	XP_018478089.1	CARHR140420
OG0009703	XP_018466162.1, XP_018481625.1	CARHR140360
OG0009704	XP_018436974.1	CARHR140300
OG0009705	XP_018441212.1	CARHR140280
OG0009706	XP_018464254.1, XP_018476963.1	CARHR139940
OG0009707	XP_018464482.1, XP_018437178.1, XP_018437167.1	CARHR139580
OG0009708	XP_018439869.1, XP_018474748.1	CARHR139350
OG0009709	XP_018472775.1, XP_018463097.1, XP_018441686.1	CARHR139310
OG0009710	XP_018473177.1, XP_018440107.1	CARHR138990
OG0009711	XP_018441268.1, XP_018477349.1	CARHR138580
OG0009712	XP_018481577.1, XP_018481608.1, XP_018461148.1	CARHR138450
OG0009713	XP_018472888.1, XP_018485134.1	CARHR138390
OG0009714	XP_018472925.1	CARHR138380
OG0009715	XP_018477906.1, XP_018463279.1	CARHR138120
OG0009716	XP_018475589.1, XP_018466483.1, XP_018439966.1	CARHR138090
OG0009717	XP_018440471.1	CARHR138000
OG0009718	XP_018476972.1	CARHR137960
OG0009719	XP_018464424.1	CARHR174770
OG0009720	XP_018483391.1	CARHR137900
OG0009721	XP_018482780.1, XP_018478624.1, XP_018436549.1, XP_018436550.1	CARHR137710
OG0009722	XP_018482352.1, XP_018482775.1	CARHR137700
OG0009723	XP_018484080.1	CARHR137470
OG0009724	XP_018433046.1	CARHR137460
OG0009725	XP_018435062.1, XP_018484079.1	CARHR137410
OG0009726	XP_018484075.1, XP_018441462.1	CARHR137360
OG0009727	XP_018433278.1	CARHR136810
OG0009728	XP_018440706.1, XP_018482942.1	CARHR136900
OG0009729	XP_018481943.1, XP_018438181.1	CARHR136940
OG0009730	XP_018477900.1, XP_018439306.1	CARHR136590
OG0009732	XP_018456254.1, XP_018483064.1	CARHR174450
OG0009733	XP_018488829.1, XP_018432675.1	CARHR075930
OG0009734	XP_018485688.1, XP_018491348.1	CARHR076140
OG0009735	XP_018490816.1	CARHR076340
OG0009736	XP_018464033.1, XP_018492987.1	CARHR076380
OG0009737	XP_018492744.1, XP_018433202.1	CARHR076550
OG0009738	XP_018485932.1, XP_018492609.1	CARHR076620
OG0009739	XP_018493541.1, XP_018491798.1, XP_018491797.1	CARHR076850
OG0009740	XP_018434565.1, XP_018488972.1	CARHR076940
OG0009741	XP_018433592.1, XP_018492089.1	CARHR077160
OG0009742	XP_018489098.1	CARHR077220
OG0009743	XP_018493353.1, XP_018466903.1	CARHR077240
OG0009744	XP_018434907.1, XP_018487356.1	CARHR077440
OG0009746	XP_018486138.1, XP_018466336.1, XP_018438964.1	CARHR078080
OG0009747	XP_018438968.1, XP_018489808.1	CARHR078180
OG0009748	XP_018491240.1	CARHR078520
OG0009749	XP_018493055.1	CARHR078590
OG0009750	XP_018490374.1	CARHR078750
OG0009751	XP_018433513.1	CARHR078760, CARHR104900
OG0009752	XP_018486261.1, XP_018486450.1	CARHR078840
OG0009753	XP_018493093.1	CARHR185270
OG0009753	XP_018486727.1	CARHR078900
OG0009754	XP_018490119.1	CARHR078930
OG0009755	XP_018467588.1, XP_018439561.1	CARHR078980
OG0009756	XP_018492869.1	CARHR079190
OG0009758	XP_018492429.1	CARHR079400
OG0009759	XP_018435321.1	CARHR079480
OG0009760	XP_018493311.1, XP_018485487.1	CARHR080110
OG0009761	XP_018491645.1	CARHR080550
OG0009762	XP_018488738.1, XP_018487365.1	CARHR080580
OG0009764	XP_018437033.1, XP_018486268.1	CARHR080790
OG0009765	XP_018492040.1, XP_018492054.1	CARHR080780
OG0009766	XP_018490400.1, XP_018493517.1, XP_018488980.1	CARHR080950
OG0009767	XP_018485718.1	CARHR081090
OG0009768	XP_018490181.1, XP_018492196.1	CARHR081200
OG0009769	XP_018486088.1, XP_018436965.1	CARHR081410
OG0009770	XP_018449683.1, XP_018467853.1	CARHR234430
OG0009771	XP_018491720.1, XP_018489647.1	CARHR081510
OG0009772	XP_018437863.1, XP_018491705.1, XP_018486476.1	CARHR081660
OG0009773	XP_018439559.1, XP_018491119.1	CARHR081680
OG0009774	XP_018485586.1, XP_018438100.1, XP_018491709.1	CARHR081720
OG0009775	XP_018490986.1, XP_018485401.1	CARHR081840
OG0009776	XP_018491500.1, XP_018438906.1, XP_018441876.1	CARHR081950
OG0009777	XP_018437987.1, XP_018491503.1	CARHR081960
OG0009778	XP_018487165.1, XP_018434768.1	CARHR082000
OG0009779	XP_018493241.1, XP_018493244.1	CARHR082210
OG0009780	XP_018486346.1, XP_018485661.1	CARHR082330
OG0009781	XP_018434555.1, XP_018486888.1	CARHR082350
OG0009782	XP_018439784.1, XP_018485970.1	CARHR082480
OG0009783	XP_018434018.1, XP_018486315.1	CARHR082680
OG0009784	XP_018433964.1, XP_018486774.1	CARHR082690
OG0009785	XP_018490925.1, XP_018438723.1	CARHR082700
OG0009786	XP_018493188.1, XP_018490353.1	CARHR082710
OG0009787	XP_018480979.1, XP_018469300.1	CARHR235540
OG0009788	XP_018433365.1	CARHR082770
OG0009789	XP_018485411.1, XP_018489309.1	CARHR082800
OG0009790	XP_018486467.1	CARHR082920
OG0009791	XP_018437580.1, XP_018437800.1, XP_018490545.1	CARHR083360
OG0009792	XP_018433605.1, XP_018439327.1	CARHR083460
OG0009793	XP_018490492.1	CARHR083640
OG0009794	XP_018488304.1	CARHR083700
OG0009795	XP_018489843.1, XP_018489592.1	CARHR083790
OG0009796	XP_018489184.1, XP_018438155.1, XP_018433628.1	CARHR084280
OG0009797	XP_018490184.1, XP_018462975.1, XP_018432519.1	CARHR084490
OG0009798	XP_018487193.1	CARHR084610
OG0009799	XP_018492807.1	CARHR084620, CARHR067400
OG0009800	XP_018439651.1, XP_018488623.1	CARHR084830
OG0009801	XP_018441143.1, XP_018466053.1	CARHR085030
OG0009802	XP_018445460.1, XP_018445461.1	CARHR208660
OG0009804	XP_018488914.1	CARHR085260
OG0009805	XP_018485416.1, XP_018435212.1	CARHR085450
OG0009806	XP_018486736.1, XP_018434869.1, XP_018439289.1	CARHR085540
OG0009807	XP_018436571.1	CARHR085620
OG0009808	XP_018462124.1, XP_018488624.1	CARHR085980
OG0009809	XP_018487280.1, XP_018462126.1, XP_018441910.1	CARHR086040
OG0009810	XP_018487112.1, XP_018485567.1	CARHR086420
OG0009811	XP_018491967.1	CARHR086510
OG0009812	XP_018490808.1, XP_018462719.1, XP_018437301.1	CARHR086540
OG0009813	XP_018432839.1	CARHR086620
OG0009814	XP_018486902.1, XP_018458692.1	CARHR086730
OG0009815	XP_018492732.1, XP_018492731.1	CARHR086780
OG0009816	XP_018490425.1, XP_018491886.1, XP_018491885.1	CARHR086840
OG0009817	XP_018435356.1, XP_018492984.1	CARHR086890
OG0009818	XP_018490595.1, XP_018441391.1	CARHR087060
OG0009819	XP_018470879.1, XP_018468183.1, XP_018454465.1	CARHR261140
OG0009820	XP_018434408.1, XP_018489771.1	CARHR087230
OG0009821	XP_018485716.1, XP_018485955.1	CARHR087330
OG0009822	XP_018435360.1, XP_018435359.1	CARHR087350
OG0009823	XP_018438824.1, XP_018491142.1	CARHR087520
OG0009824	XP_018441009.1, XP_018491539.1	CARHR087620
OG0009825	XP_018434186.1, XP_018489620.1	CARHR087640
OG0009826	XP_018432658.1, XP_018492505.1	CARHR087650
OG0009827	XP_018489385.1	CARHR087850
OG0009828	XP_018441337.1, XP_018486695.1	CARHR087890
OG0009829	XP_018488496.1, XP_018440122.1	CARHR087980
OG0009830	XP_018464235.1, XP_018490075.1	CARHR088210
OG0009831	XP_018490556.1, XP_018486386.1	CARHR088320
OG0009832	XP_018487293.1	CARHR088470
OG0009833	XP_018440008.1, XP_018491012.1	CARHR088480
OG0009834	XP_018435174.1, XP_018435191.1, XP_018463108.1	CARHR088930
OG0009835	XP_018434737.1, XP_018437206.1	CARHR089120
OG0009837	XP_018488936.1, XP_018461343.1	CARHR089190
OG0009838	XP_018488935.1, XP_018440431.1	CARHR089200
OG0009839	XP_018444253.1, XP_018441442.1	CARHR284700
OG0009840	XP_018487524.1, XP_018491991.1, XP_018440600.1	CARHR089440
OG0009841	XP_018493026.1, XP_018464678.1	CARHR089340
OG0009842	XP_018485604.1, XP_018461777.1	CARHR089680
OG0009844	XP_018489075.1, XP_018433342.1	CARHR090090
OG0009845	XP_018491250.1, XP_018480869.1	CARHR234350
OG0009846	XP_018490724.1, XP_018459438.1, XP_018490760.1	CARHR090240
OG0009847	XP_018490762.1	CARHR090250
OG0009848	XP_018439141.1, XP_018486941.1	CARHR090280
OG0009849	XP_018490786.1, XP_018466107.1	CARHR090380
OG0009850	XP_018493331.1	CARHR090640
OG0009851	XP_018493301.1, XP_018492474.1	CARHR090930
OG0009852	XP_018435424.1, XP_018486785.1	CARHR091290
OG0009853	XP_018438857.1, XP_018489144.1	CARHR091310
OG0009854	XP_018441773.1, XP_018485882.1	CARHR091330
OG0009855	XP_018489530.1, XP_018487543.1	CARHR091400
OG0009856	XP_018488588.1	CARHR091530
OG0009857	XP_018486822.1	CARHR091580, CARHR091590
OG0009858	XP_018432657.1, XP_018461240.1	CARHR092110
OG0009859	XP_018493413.1, XP_018463462.1	CARHR092120
OG0009860	XP_018435145.1	CARHR092480, CARHR115180
OG0009862	XP_018486132.1, XP_018488263.1, XP_018440209.1	CARHR093160
OG0009863	XP_018492871.1, XP_018435449.1	CARHR093230
OG0009864	XP_018485831.1, XP_018485590.1	CARHR093370
OG0009865	XP_018470666.1	CARHR158500
OG0009866	XP_018489173.1, XP_018439135.1	CARHR093610
OG0009867	XP_018438581.1, XP_018490135.1	CARHR093650
OG0009868	XP_018483416.1, XP_018483414.1	CARHR283560
OG0009869	XP_018489863.1, XP_018438585.1	CARHR093730
OG0009870	XP_018493074.1	CARHR093780
OG0009871	XP_018488554.1, XP_018488572.1	CARHR093880
OG0009872	XP_018463894.1, XP_018436898.1	CARHR093930
OG0009873	XP_018493521.1, XP_018482566.1	CARHR094000
OG0009874	XP_018433053.1	CARHR094040, CARHR283750
OG0009875	XP_018491133.1	CARHR094200
OG0009876	XP_018492012.1	CARHR094380
OG0009877	XP_018486659.1	CARHR094430
OG0009878	XP_018491406.1	CARHR094490
OG0009879	XP_018487584.1	CARHR094520
OG0009880	XP_018438446.1	CARHR094560
OG0009881	XP_018452017.1, XP_018441777.1	CARHR143720
OG0009882	XP_018437822.1, XP_018487094.1	CARHR094920
OG0009883	XP_018486856.1	CARHR094940
OG0009884	XP_018492675.1, XP_018458846.1	CARHR095110
OG0009885	XP_018493598.1, XP_018458852.1	CARHR095130
OG0009886	XP_018466526.1, XP_018464027.1	CARHR095370
OG0009887	XP_018458298.1, XP_018458297.1	CARHR012140
OG0009888	XP_018486299.1, XP_018485830.1	CARHR095500
OG0009889	XP_018438472.1, XP_018490031.1, XP_018490297.1	CARHR095780
OG0009890	XP_018435470.1, XP_018487600.1, XP_018489819.1	CARHR095790
OG0009891	XP_018489155.1, XP_018488859.1, XP_018487601.1, XP_018490734.1	CARHR095870
OG0009892	XP_018490778.1, XP_018439953.1, XP_018439941.1	CARHR095970
OG0009893	XP_018486185.1	CARHR096470
OG0009894	XP_018486739.1, XP_018458256.1	CARHR096760
OG0009895	XP_018481193.1, XP_018481881.1	CARHR263190
OG0009896	XP_018485346.1, XP_018463493.1	CARHR263720
OG0009897	XP_018478184.1	CARHR117540
OG0009898	XP_018443137.1, XP_018459844.1	CARHR262580, CARHR214100
OG0009899	XP_018477934.1, XP_018477561.1	CARHR213930
OG0009900	XP_018483878.1, XP_018463825.1, XP_018459887.1	CARHR214480
OG0009901	XP_018448621.1, XP_018467129.1	CARHR034680
OG0009902	XP_018485186.1	CARHR216220
OG0009903	XP_018483206.1	CARHR216390
OG0009904	XP_018483368.1	CARHR184350
OG0009905	XP_018433748.1, XP_018491702.1	CARHR099390
OG0009906	XP_018491703.1	CARHR099380
OG0009907	XP_018438719.1	CARHR099060
OG0009908	XP_018488891.1, XP_018436816.1, XP_018436819.1	CARHR098880
OG0009909	XP_018441172.1	CARHR111600
OG0009910	XP_018493471.1	CARHR148840, CARHR098620
OG0009911	XP_018486260.1, XP_018486830.1	CARHR098320
OG0009912	XP_018488349.1, XP_018465171.1, XP_018486485.1	CARHR098200
OG0009913	XP_018486567.1, XP_018437103.1	CARHR098160
OG0009914	XP_018435119.1, XP_018489031.1, XP_018487021.1	CARHR097930
OG0009916	XP_018437116.1	CARHR097850
OG0009917	XP_018438218.1	CARHR097840
OG0009918	XP_018491558.1, XP_018491559.1	CARHR097810
OG0009919	XP_018458533.1, XP_018489512.1	CARHR097670
OG0009920	XP_018486157.1	CARHR097430
OG0009921	XP_018489296.1	CARHR097250
OG0009922	XP_018449745.1, XP_018468286.1	CARHR238270
OG0009923	XP_018446826.1, XP_018482103.1	CARHR238230
OG0009924	XP_018456040.1, XP_018454641.1, XP_018453065.1	CARHR264290
OG0009925	XP_018450298.1, XP_018482124.1	CARHR237950
OG0009926	XP_018472029.1, XP_018450297.1	CARHR237860
OG0009927	XP_018453767.1, XP_018442708.1	CARHR058210
OG0009928	XP_018444356.1	CARHR056370
OG0009929	XP_018470699.1, XP_018462715.1, XP_018446066.1	CARHR057100
OG0009930	XP_018464040.1	CARHR055540
OG0009931	XP_018444019.1, XP_018476600.1	CARHR194030
OG0009932	XP_018465276.1, XP_018475374.1	CARHR194110
OG0009933	XP_018461281.1, XP_018457730.1	CARHR185550
OG0009934	XP_018478492.1, XP_018454324.1	CARHR185320
OG0009935	XP_018464918.1, XP_018477740.1	CARHR185330
OG0009936	XP_018452515.1	CARHR185340
OG0009937	XP_018454781.1, XP_018484877.1	CARHR284560
OG0009938	XP_018433281.1	CARHR284570
OG0009939	XP_018459263.1, XP_018474668.1	CARHR258160
OG0009940	XP_018433927.1	CARHR161950
OG0009941	XP_018461675.1, XP_018458902.1	CARHR161840
OG0009942	XP_018482789.1, XP_018433563.1	CARHR161810
OG0009943	XP_018483172.1, XP_018440317.1	CARHR161750
OG0009944	XP_018477721.1, XP_018442022.1	CARHR161530
OG0009945	XP_018468737.1, XP_018463826.1	CARHR161070
OG0009946	XP_018437928.1	CARHR160980
OG0009947	XP_018434569.1, XP_018478309.1, XP_018471826.1	CARHR160860
OG0009948	XP_018437854.1, XP_018481095.1	CARHR160800
OG0009949	XP_018486752.1, XP_018433689.1	CARHR000180
OG0009950	XP_018490665.1	CARHR000250
OG0009951	XP_018489258.1, XP_018439145.1	CARHR000270
OG0009952	XP_018492644.1	CARHR000330, CARHR000320
OG0009953	XP_018485851.1, XP_018436371.1	CARHR000700
OG0009954	XP_018489689.1, XP_018488634.1	CARHR000770
OG0009955	XP_018458913.1	CARHR034820
OG0009956	XP_018489466.1, XP_018433008.1	CARHR001130
OG0009957	XP_018467237.1, XP_018489012.1	CARHR001210
OG0009958	XP_018486716.1	CARHR001280
OG0009959	XP_018432765.1, XP_018492711.1	CARHR001340
OG0009960	XP_018490458.1	CARHR001420
OG0009961	XP_018468351.1	CARHR001720
OG0009962	XP_018489052.1, XP_018443120.1	CARHR001780
OG0009963	XP_018462080.1, XP_018486506.1	CARHR002040
OG0009964	XP_018486522.1, XP_018463860.1	CARHR002050
OG0009965	XP_018470147.1, XP_018487162.1	CARHR002130
OG0009966	XP_018486935.1, XP_018466088.1	CARHR002350
OG0009967	XP_018485380.1, XP_018489649.1	CARHR002360
OG0009968	XP_018490842.1, XP_018433553.1	CARHR002430
OG0009970	XP_018451349.1	CARHR002530
OG0009971	XP_018479553.1, XP_018470395.1	CARHR002840
OG0009972	XP_018490500.1	CARHR002890
OG0009973	XP_018447346.1, XP_018478466.1	CARHR002960
OG0009974	XP_018447342.1, XP_018477724.1	CARHR002970
OG0009975	XP_018490519.1, XP_018447905.1	CARHR003170
OG0009976	XP_018490381.1, XP_018490380.1, XP_018490273.1	CARHR003210
OG0009977	XP_018449724.1, XP_018447308.1, XP_018449285.1, XP_018448178.1	CARHR003290
OG0009978	XP_018451881.1, XP_018466522.1	CARHR003350
OG0009979	XP_018479593.1, XP_018447750.1	CARHR003640
OG0009980	XP_018487915.1, XP_018461435.1	CARHR003840
OG0009981	XP_018489866.1, XP_018471106.1	CARHR003880
OG0009982	XP_018435553.1, XP_018447574.1	CARHR004030
OG0009983	XP_018489196.1, XP_018487403.1	CARHR004050
OG0009984	XP_018489646.1	CARHR004080
OG0009985	XP_018450935.1, XP_018490781.1	CARHR004170
OG0009986	XP_018465447.1, XP_018435970.1	CARHR004180
OG0009987	XP_018492522.1, XP_018440511.1	CARHR004670
OG0009988	XP_018492525.1	CARHR004680
OG0009989	XP_018489254.1, XP_018483990.1	CARHR004910
OG0009990	XP_018490171.1, XP_018435791.1	CARHR004940
OG0009991	XP_018442035.1	CARHR004980, CARHR221140
OG0009992	XP_018463015.1, XP_018487864.1	CARHR005070
OG0009993	XP_018449707.1, XP_018486355.1	CARHR005530
OG0009994	XP_018451540.1	CARHR005580
OG0009996	XP_018449852.1, XP_018490366.1	CARHR005860
OG0009997	XP_018486997.1, XP_018487013.1	CARHR005990
OG0010000	XP_018451141.1, XP_018472588.1	CARHR006330
OG0010001	XP_018492569.1, XP_018492557.1	CARHR006980
OG0010002	XP_018487337.1, XP_018487333.1, XP_018467352.1, XP_018490395.1	CARHR007170
OG0010003	XP_018450570.1, XP_018470159.1	CARHR007410
OG0010004	XP_018480040.1, XP_018489427.1	CARHR007760
OG0010005	XP_018491719.1, XP_018471672.1, XP_018448201.1	CARHR007800
OG0010006	XP_018471729.1, XP_018471706.1, XP_018461842.1, XP_018490103.1	CARHR007950
OG0010007	XP_018447169.1	CARHR008050
OG0010008	XP_018462878.1, XP_018490143.1	CARHR008210
OG0010009	XP_018464082.1, XP_018481738.1, XP_018466384.1	CARHR008220
OG0010010	XP_018447162.1, XP_018491497.1	CARHR008330
OG0010011	XP_018489785.1, XP_018449614.1	CARHR008390
OG0010012	XP_018491799.1, XP_018493424.1	CARHR008470
OG0010013	XP_018481414.1, XP_018493425.1	CARHR008480
OG0010014	XP_018433339.1, XP_018451127.1	CARHR008530
OG0010015	XP_018436089.1	CARHR026870
OG0010016	XP_018485926.1	CARHR008590
OG0010017	XP_018492409.1, XP_018440625.1	CARHR008620
OG0010018	XP_018433657.1	CARHR008700
OG0010019	XP_018446415.1	CARHR057080
OG0010020	XP_018486007.1, XP_018435956.1	CARHR008750
OG0010021	XP_018435944.1, XP_018486799.1	CARHR008770
OG0010022	XP_018451336.1, XP_018466081.1	CARHR008950
OG0010023	XP_018438380.1	CARHR034380
OG0010024	XP_018489014.1, XP_018485729.1	CARHR009280
OG0010025	XP_018461997.1, XP_018467268.1	CARHR009330
OG0010026	XP_018457322.1	CARHR009370
OG0010027	XP_018443444.1, XP_018485406.1	CARHR009500
OG0010028	XP_018449721.1, XP_018481404.1	CARHR009510
OG0010029	XP_018441129.1, XP_018437595.1	CARHR010640
OG0010030	XP_018437515.1, XP_018433518.1	CARHR010820
OG0010031	XP_018438114.1, XP_018481536.1, XP_018437535.1	CARHR010830
OG0010032	XP_018437525.1, XP_018467759.1, XP_018442073.1	CARHR010840
OG0010033	XP_018435082.1, XP_018487085.1	CARHR010930
OG0010034	XP_018491981.1, XP_018440005.1	CARHR010980
OG0010035	XP_018438545.1, XP_018436272.1, XP_018436271.1	CARHR151850
OG0010036	XP_018432997.1	CARHR011110, CARHR051920
OG0010037	XP_018439743.1	CARHR290530
OG0010038	XP_018462299.1, XP_018480817.1	CARHR011330
