Orthogroup	Raphanus_sativus	Conringia_planisiliqua
OG0006495	XP_018451470.1, XP_018489311.1	CP1_g38118_DN3_SP0_c.t1
OG0006496	XP_018448009.1, XP_018434433.1	CP1_g38102_DN3_SP4_c.t1
OG0006497	XP_018442081.1, XP_018485727.1	CP1_g38069_DN3_SP8_c.t1
OG0006498	XP_018471311.1	CP8_g53183_DN3_SP4_c.t1
OG0006499	XP_018449138.1, XP_018465467.1, XP_018441582.1	CP1_g37969_DN3_SP8_c.t1
OG0006500	XP_018442928.1	CP1_g37967_DN3_SP8_c.t1
OG0006501	XP_018443398.1, XP_018460895.1, XP_018491602.1	CP1_g37898_DN3_SP8_c.t1
OG0006502	XP_018442941.1, XP_018485511.1	CP1_g37883_DN3_SP0_c.t1
OG0006503	XP_018452777.1	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0006504	XP_018476255.1, XP_018434776.1	CP4_g25335_DN3_SP2_c.t1
OG0006505	XP_018433843.1	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1
OG0006506	XP_018436832.1	CP4_g25284_DN3_SP2_c.t1
OG0006507	XP_018461503.1, XP_018481574.1, XP_018438716.1, XP_018466426.1	CP4_g25280_DN1_SP0_c.t1
OG0006508	XP_018475070.1, XP_018434049.1	CP4_g25261_DN3_SP0_c.t1
OG0006509	XP_018482248.1, XP_018434156.1, XP_018436357.1	CP4_g25250_DN3_SP0_c.t1
OG0006510	XP_018459511.1, XP_018477872.1	CP4_g25224_DN3_SP8_c.t1
OG0006511	XP_018441610.1, XP_018477516.1, XP_018477479.1	CP4_g25184_DN3_SP8_c.t1
OG0006512	XP_018478133.1, XP_018463148.1	CP4_g25175_DN3_SP3_c.t1
OG0006513	XP_018474629.1, XP_018480448.1, XP_018464074.1	CP4_g25164_DN3_SP3_c.t1
OG0006516	XP_018451662.1, XP_018484602.1	CP6_g6883_DN3_SP8_c.t1
OG0006517	XP_018451490.1	CP6_g6886_DN3_SP7_c.t1
OG0006518	XP_018467892.1, XP_018447100.1	CP6_g6892_DN3_SP1_c.t1
OG0006519	XP_018483971.1, XP_018451683.1, XP_018471247.1	CP6_g6897_DN3_SP8_c.t1
OG0006520	XP_018450736.1	CP6_g6923_DN1_SP0_c.t1
OG0006521	XP_018462296.1, XP_018449231.1	CP6_g6934_DN3_SP0_c.t1
OG0006522	XP_018468523.1, XP_018460170.1, XP_018460171.1, XP_018450004.1	CP6_g6970_DN3_SP0_c.t1
OG0006523	XP_018439103.1, XP_018452706.1, XP_018483900.1, XP_018458458.1	CP13_g19127_DN3_SP7_c.t1
OG0006524	XP_018464472.1, XP_018464474.1, XP_018456703.1, XP_018456693.1	CP6_g6974_DN3_SP0_c.t1
OG0006525	XP_018444729.1, XP_018454152.1, XP_018477459.1	CP6_g6997_DN3_SP4_c.t1
OG0006526	XP_018478959.1, XP_018457962.1	CP6_g7006_DN3_SP7_c.t1
OG0006527	XP_018472425.1, XP_018472426.1	CP6_g7024_DN3_SP7_c.t1
OG0006528	XP_018462661.1, XP_018482327.1, XP_018470547.1	CP6_g7031_DN3_SP0_c.t1
OG0006529	XP_018448839.1, XP_018480743.1, XP_018462657.1	CP6_g7037_DN3_SP8_c.t1
OG0006530	XP_018482717.1, XP_018478181.1, XP_018468159.1	CP6_g7063_DN3_SP2_c.t1
OG0006531	XP_018480890.1, XP_018463744.1, XP_018447533.1	CP6_g7085_DN3_SP1_c.t1
OG0006532	XP_018471540.1, XP_018462551.1, XP_018451178.1	CP6_g7114_DN3_SP0_c.t1
OG0006533	XP_018461577.1, XP_018482456.1	CP6_g7118_DN1_SP1_c.t1
OG0006534	XP_018468627.1, XP_018437405.1	CP3_g14259_DN3_SP3_c.t1
OG0006535	XP_018452033.1, XP_018477849.1	CP3_g14265_DN3_SP2_c.t1
OG0006536	XP_018433597.1, XP_018484492.1	CP3_g14284_DN3_SP2_c.t1
OG0006537	XP_018437537.1, XP_018469186.1, XP_018482143.1, XP_018479270.1	CP3_g14288_DN3_SP2_c.t1
OG0006538	XP_018478368.1, XP_018434956.1	CP3_g14336_DN3_SP0_c.t1
OG0006539	XP_018460547.1, XP_018465911.1	CP20_g4322_DN3_SP1_c.t1
OG0006539	XP_018471491.1	CP19_g18293_DN3_SP8_c.t1
OG0006540	XP_018471463.1, XP_018471476.1, XP_018484489.1	CP19_g18315_DN3_SP4_c.t1
OG0006541	XP_018452002.1, XP_018472116.1, XP_018470559.1	CP8_g53206_DN3_SP6_c.t1
OG0006542	XP_018470978.1, XP_018470977.1, XP_018457319.1, XP_018457320.1	CP8_g52964_DN2_SP8_c.t1
OG0006543	XP_018476912.1, XP_018457678.1, XP_018457680.1	CP8_g52993_DN3_SP0_c.t1
OG0006544	XP_018472737.1, XP_018468777.1, XP_018468538.1	CP8_g53008_DN3_SP1_c.t1
OG0006545	XP_018457875.1, XP_018432821.1, XP_018432867.1, XP_018492555.1	CP15_g35833_DN3_SP3_c.t1
OG0006546	XP_018434719.1, XP_018454919.1, XP_018457094.1	CP17_g5004_DN3_SP7_c.t1
OG0006547	XP_018433697.1, XP_018457093.1	CP17_g4849_DN3_SP6_c.t1
OG0006548	XP_018465476.1	CP10_g43996_DN3_SP0_c.t1
OG0006549	XP_018479046.1, XP_018433577.1, XP_018492395.1	CP10_g43843_DN3_SP0_c.t1
OG0006550	XP_018469935.1	CP19_g18250_DN3_SP8_c.t1
OG0006551	XP_018469943.1	CP19_g18251_DN3_SP7_c.t1
OG0006552	XP_018467003.1, XP_018470326.1	CP19_g18273_DN3_SP8_c.t1
OG0006553	XP_018470324.1	CP19_g18281_DN3_SP5_c.t1
OG0006554	XP_018477539.1	CP19_g18407_DN3_SP0_c.t1
OG0006555	XP_018448875.1	CP22_g17375_DN1_SP0_c.t1
OG0006556	XP_018472163.1	CP19_g18414_DN2_SP3_c.t1
OG0006557	XP_018472162.1	CP19_g18415_DN3_SP7_c.t1
OG0006558	XP_018483114.1, XP_018483116.1, XP_018448711.1	CP19_g18451_DN3_SP4_c.t1
OG0006559	XP_018434432.1	CP2_g49847_DN3_SP0_c.t1
OG0006560	XP_018457697.1	CP2_g48951_DN3_SP0_c.t1
OG0006561	XP_018467957.1, XP_018477059.1	CP6_g6799_DN3_SP8_c.t1
OG0006562	XP_018437335.1	CP10_g43121_DN1_SP0_c.t1
OG0006563	XP_018451398.1, XP_018471358.1	CP6_g6764_DN3_SP8_c.t1
OG0006564	XP_018469770.1, XP_018450207.1	CP6_g6759_DN3_SP3_c.t1
OG0006565	XP_018473455.1	CP8_g53220_DN3_SP4_c.t1
OG0006566	XP_018485011.1, XP_018469994.1	CP6_g6744_DN3_SP6_c.t1
OG0006567	XP_018471734.1	CP6_g6737_DN3_SP2_c.t1
OG0006568	XP_018484115.1, XP_018479187.1, XP_018460843.1	CP6_g6711_DN3_SP0_c.t1
OG0006569	XP_018468659.1, XP_018481927.1, XP_018481926.1	CP6_g6709_DN3_SP1_c.t1
OG0006570	XP_018481928.1, XP_018481931.1, XP_018449335.1, XP_018450882.1	CP6_g6688_DN1_SP0_c.t1
OG0006572	XP_018471213.1, XP_018459199.1, XP_018447963.1	CP19_g18497_DN3_SP3_c.t1
OG0006573	XP_018443769.1	CP6_g6836_DN3_SP5_c.t1
OG0006574	XP_018467700.1	CP6_g6846_DN3_SP2_c.t1
OG0006575	XP_018451536.1	CP6_g7208_DN3_SP0_c.t1
OG0006576	XP_018479233.1, XP_018470266.1	CP6_g7174_DN3_SP0_c.t1
OG0006577	XP_018481901.1, XP_018469636.1, XP_018460060.1, XP_018460058.1	CP6_g7152_DN3_SP0_c.t1
OG0006578	XP_018481905.1	CP6_g7138_DN3_SP3_c.t1
OG0006579	XP_018433790.1, XP_018452941.1	CP2_g47583_DN3_SP4_c.t1
OG0006579	XP_018433800.1	CP12_g30985_DN2_SP0_c.t1
OG0006580	XP_018454869.1, XP_018437896.1, XP_018433793.1	CP2_g47581_DN2_SP0_c.t1
OG0006581	XP_018453363.1	CP2_g47552_DN3_SP8_c.t1
OG0006582	XP_018459646.1, XP_018445761.1	CP3_g13053_DN3_SP8_c.t1
OG0006583	XP_018459628.1	CP3_g13081_DN3_SP5_c.t1
OG0006584	XP_018477335.1, XP_018490267.1, XP_018490376.1	CP3_g13111_DN3_SP8_c.t1
OG0006585	XP_018490129.1	CP5_g1793_DN3_SP0_c.t1
OG0006586	XP_018465460.1, XP_018486191.1, XP_018478847.1	CP3_g13188_DN3_SP7_c.t1
OG0006587	XP_018488940.1, XP_018465284.1	CP3_g13193_DN3_SP0_c.t1
OG0006588	XP_018460098.1, XP_018460100.1, XP_018444662.1	CP3_g13222_DN3_SP6_c.t1
OG0006589	XP_018460088.1, XP_018446169.1, XP_018492418.1	CP3_g13224_DN3_SP2_c.t1
OG0006590	XP_018492401.1, XP_018492412.1, XP_018478915.1, XP_018481585.1	CP3_g13267_DN3_SP7_c.t1
OG0006591	XP_018491665.1, XP_018491593.1, XP_018481450.1	CP3_g13274_DN3_SP3_c.t1
OG0006592	XP_018445193.1, XP_018445195.1	CP3_g13295_DN3_SP8_c.t1
OG0006593	XP_018490504.1, XP_018490502.1, XP_018481082.1, XP_018461535.1	CP3_g13321_DN3_SP7_c.t1
OG0006594	XP_018482411.1, XP_018490880.1, XP_018463120.1, XP_018446735.1	CP3_g13366_DN3_SP6_c.t1
OG0006595	XP_018491571.1, XP_018478389.1, XP_018459604.1	CP3_g13408_DN3_SP5_c.t1
OG0006596	XP_018477231.1, XP_018485580.1	CP3_g13483_DN3_SP0_c.t1
OG0006597	XP_018443621.1, XP_018442739.1, XP_018492881.1	CP3_g13487_DN3_SP8_c.t1
OG0006598	XP_018487224.1, XP_018477847.1, XP_018482924.1	CP3_g13489_DN3_SP8_c.t1
OG0006599	XP_018474580.1, XP_018474583.1	CP8_g52950_DN2_SP0_c.t1
OG0006600	XP_018467301.1, XP_018459950.1, XP_018486395.1	CP3_g13591_DN3_SP0_c.t1
OG0006601	XP_018488800.1	CP3_g13597_DN2_SP0_c.t1
OG0006602	XP_018493293.1, XP_018493265.1, XP_018458774.1, XP_018463793.1	CP3_g13619_DN3_SP8_c.t1
OG0006603	XP_018486087.1, XP_018488383.1	CP3_g13667_DN3_SP8_c.t1
OG0006604	XP_018458569.1, XP_018460406.1, XP_018432543.1, XP_018486125.1	CP3_g13698_DN3_SP8_c.t1
OG0006605	XP_018461232.1, XP_018478394.1	CP3_g13729_DN3_SP8_c.t1
OG0006607	XP_018444477.1	CP3_g13760_DN3_SP0_c.t1
OG0006609	XP_018483404.1, XP_018477597.1	CP3_g13805_DN3_SP8_c.t1
OG0006610	XP_018489845.1, XP_018489846.1	CP3_g13833_DN3_SP0_c.t1
OG0006611	XP_018486108.1, XP_018443054.1, XP_018461005.1	CP3_g13859_DN3_SP8_c.t1
OG0006612	XP_018444449.1, XP_018486558.1	CP3_g13867_DN3_SP0_c.t1
OG0006613	XP_018485556.1, XP_018478256.1	CP3_g13991_DN1_SP0_c.t1
OG0006615	XP_018448047.1, XP_018445779.1, XP_018452971.1, XP_018447236.1	CP8_g53352_DN3_SP8_c.t1
OG0006616	XP_018455906.1, XP_018457669.1, XP_018462447.1	CP8_g53344_DN3_SP3_c.t1
OG0006617	XP_018468175.1, XP_018454671.1	CP8_g53341_DN3_SP0_c.t1
OG0006618	XP_018482185.1, XP_018482190.1, XP_018470030.1, XP_018470029.1	CP6_g7237_DN3_SP0_c.t1
OG0006619	XP_018462450.1, XP_018432911.1	CP6_g8653_DN3_SP4_c.t1
OG0006620	XP_018437904.1	CP12_g30829_DN3_SP6_c.t1
OG0006621	XP_018444521.1, XP_018469499.1, XP_018444831.1	CP9_g28268_DN3_SP0_c.t1
OG0006622	XP_018456776.1, XP_018443964.1	CP9_g28352_DN1_SP0_c.t1
OG0006623	XP_018446983.1	CP9_g28356_DN3_SP8_c.t1
OG0006624	XP_018453374.1, XP_018453377.1	CP9_g28391_DN1_SP0_c.t1
OG0006625	XP_018457591.1, XP_018444478.1	CP9_g28407_DN3_SP6_c.t1
OG0006626	XP_018478346.1, XP_018453187.1	CP2_g48754_DN3_SP3_c.t1
OG0006627	XP_018434531.1	CP10_g43701_DN3_SP6_c.t1
OG0006628	XP_018492832.1	CP1_g39402_DN3_SP8_c.t1
OG0006629	XP_018434623.1, XP_018492833.1	CP10_g43674_DN3_SP0_c.t1
OG0006630	XP_018455330.1, XP_018455377.1, XP_018489374.1	CP10_g43618_DN3_SP0_c.t1
OG0006631	XP_018435832.1, XP_018441485.1	CP10_g43602_DN3_SP0_c.t1
OG0006632	XP_018435715.1, XP_018482141.1, XP_018482133.1, XP_018465194.1	CP13_g19632_DN3_SP0_c.t1
OG0006633	XP_018434151.1, XP_018452552.1, XP_018452585.1, XP_018452564.1	CP10_g43582_DN3_SP8_c.t1
OG0006634	XP_018489001.1, XP_018436998.1	CP10_g42193_DN3_SP0_c.t1
OG0006635	XP_018434190.1, XP_018456016.1	CP10_g43569_DN2_SP8_c.t1
OG0006636	XP_018436662.1, XP_018458691.1	CP10_g43568_DN3_SP3_c.t1
OG0006637	XP_018440301.1, XP_018440302.1, XP_018456438.1	CP10_g43545_DN3_SP0_c.t1
OG0006638	XP_018472645.1	CP4_g24653_DN3_SP6_c.t1
OG0006640	XP_018479149.1, XP_018482509.1, XP_018436610.1	CP4_g24118_DN3_SP0_c.t1
OG0006641	XP_018482516.1, XP_018458721.1	CP4_g24695_DN3_SP1_c.t1
OG0006642	XP_018477937.1, XP_018475549.1	CP4_g24699_DN3_SP1_c.t1
OG0006643	XP_018433317.1, XP_018477796.1, XP_018479956.1, XP_018477784.1	CP4_g24707_DN3_SP8_c.t1
OG0006644	XP_018476197.1, XP_018440362.1, XP_018466355.1	CP4_g24718_DN3_SP8_c.t1
OG0006645	XP_018476172.1, XP_018434170.1	CP4_g24742_DN3_SP8_c.t1
OG0006646	XP_018483679.1, XP_018464226.1, XP_018475346.1	CP4_g24748_DN3_SP0_c.t1
OG0006647	XP_018436633.1, XP_018472860.1	CP4_g24764_DN3_SP5_c.t1
OG0006648	XP_018486657.1	CP1_g37042_DN3_SP5_c.t1
OG0006649	XP_018439223.1, XP_018472579.1, XP_018484790.1	CP4_g24858_DN3_SP8_c.t1
OG0006650	XP_018441912.1, XP_018476316.1, XP_018475698.1	CP4_g24866_DN3_SP2_c.t1
OG0006651	XP_018476020.1, XP_018485140.1, XP_018433260.1	CP4_g24876_DN3_SP6_c.t1
OG0006652	XP_018473239.1	CP4_g24890_DN3_SP8_c.t1
OG0006653	XP_018436891.1	CP4_g24892_DN3_SP0_c.t1
OG0006654	XP_018441360.1, XP_018485129.1	CP4_g24900_DN3_SP8_c.t1
OG0006655	XP_018475262.1, XP_018482872.1	CP4_g24903_DN3_SP3_c.t1
OG0006656	XP_018484710.1, XP_018482460.1, XP_018457474.1	CP13_g19185_DN3_SP0_c.t1
OG0006657	XP_018440820.1, XP_018485058.1, XP_018472658.1	CP4_g24913_DN3_SP8_c.t1
OG0006658	XP_018433950.1, XP_018483356.1	CP4_g24924_DN3_SP8_c.t1
OG0006659	XP_018437064.1, XP_018475086.1	CP4_g24931_DN3_SP1_c.t1
OG0006660	XP_018481001.1, XP_018480803.1, XP_018437565.1	CP4_g24980_DN3_SP4_c.t1
OG0006661	XP_018479923.1, XP_018473090.1, XP_018436765.1	CP4_g24991_DN3_SP6_c.t1
OG0006662	XP_018475260.1, XP_018433297.1	CP4_g25000_DN2_SP0_c.t1
OG0006663	XP_018474691.1, XP_018439280.1	CP4_g25053_DN3_SP3_c.t1
OG0006664	XP_018450763.1	CP19_g18450_DN3_SP2_c.t1
OG0006665	XP_018457993.1	CP11_g31862_DN2_SP0_c.t1
OG0006666	XP_018462890.1	CP20_g4391_DN3_SP8_c.t1
OG0006667	XP_018458741.1, XP_018452045.1	CP20_g4390_DN3_SP8_c.t1
OG0006668	XP_018442184.1, XP_018472609.1	CP8_g54416_DN3_SP5_c.t1
OG0006669	XP_018433540.1	CP16_g54753_DN3_SP8_c.t1, CP6_g8277_DN3_SP0_c.t1
OG0006670	XP_018439374.1, XP_018472830.1, XP_018472829.1	CP16_g54760_DN3_SP8_c.t1
OG0006671	XP_018477871.1, XP_018438975.1, XP_018467080.1	CP16_g54786_DN3_SP0_c.t1
OG0006672	XP_018477286.1	CP16_g54816_DN3_SP4_c.t1
OG0006673	XP_018482090.1	CP16_g54827_DN3_SP0_c.t1
OG0006674	XP_018483062.1, XP_018438866.1, XP_018438734.1	CP16_g54845_DN3_SP0_c.t1
OG0006676	XP_018489949.1, XP_018489950.1, XP_018483970.1	CP18_g12478_DN3_SP8_c.t1
OG0006677	XP_018476951.1, XP_018476941.1	CP16_g55178_DN3_SP8_c.t1
OG0006678	XP_018453746.1	CP19_g18002_DN3_SP7_c.t1
OG0006679	XP_018465411.1, XP_018484913.1, XP_018472143.1	CP19_g18188_DN3_SP8_c.t1
OG0006680	XP_018460600.1, XP_018447641.1, XP_018438557.1	CP7_g44463_DN3_SP2_c.t1
OG0006681	XP_018436431.1	CP7_g44500_DN1_SP0_c.t1
OG0006682	XP_018440308.1	CP7_g44504_DN3_SP2_c.t1
OG0006683	XP_018478462.1, XP_018472882.1, XP_018467488.1	CP20_g4079_DN3_SP0_c.t1
OG0006684	XP_018452528.1	CP20_g4142_DN3_SP7_c.t1
OG0006685	XP_018492716.1, XP_018447488.1	CP1_g38162_DN3_SP4_c.t1
OG0006686	XP_018476656.1, XP_018457061.1, XP_018457063.1	CP20_g4325_DN3_SP8_c.t1
OG0006687	XP_018459574.1, XP_018476655.1, XP_018457060.1	CP20_g4326_DN3_SP7_c.t1
OG0006688	XP_018440823.1, XP_018483813.1	CP2_g48530_DN3_SP8_c.t1
OG0006689	XP_018483797.1, XP_018456323.1	CP2_g48580_DN3_SP2_c.t1
OG0006690	XP_018469916.1, XP_018447900.1, XP_018484753.1	CP19_g18209_DN3_SP7_c.t1
OG0006691	XP_018436718.1, XP_018440237.1, XP_018454522.1	CP2_g48595_DN3_SP6_c.t1
OG0006692	XP_018434239.1, XP_018434249.1, XP_018452573.1	CP2_g48599_DN3_SP5_c.t1
OG0006693	XP_018456981.1, XP_018477430.1	CP2_g48612_DN3_SP5_c.t1
OG0006694	XP_018455707.1, XP_018461627.1, XP_018478865.1	CP2_g48623_DN3_SP0_c.t1
OG0006695	XP_018437570.1, XP_018464461.1	CP10_g43531_DN3_SP0_c.t1
OG0006696	XP_018440710.1, XP_018454372.1, XP_018433958.1	CP12_g29870_DN3_SP8_c.t1
OG0006697	XP_018438440.1, XP_018452734.1	CP12_g29858_DN3_SP0_c.t1
OG0006698	XP_018452195.1, XP_018462495.1, XP_018439767.1	CP12_g29857_DN3_SP8_c.t1
OG0006699	XP_018458514.1, XP_018442435.1	CP5_g1814_DN3_SP0_c.t1
OG0006700	XP_018481377.1, XP_018433939.1	CP4_g24051_DN3_SP1_c.t1
OG0006701	XP_018478536.1, XP_018473098.1	CP4_g24058_DN3_SP0_c.t1
OG0006702	XP_018477395.1, XP_018472770.1, XP_018437892.1, XP_018434986.1	CP4_g24059_DN1_SP5_c.t1
OG0006703	XP_018480015.1, XP_018480013.1, XP_018441250.1, XP_018441366.1, XP_018461921.1	CP4_g24082_DN3_SP0_c.t1
OG0006704	XP_018465209.1, XP_018473947.1	CP4_g24093_DN2_SP0_c.t1
OG0006705	XP_018466587.1, XP_018437597.1, XP_018437325.1	CP4_g24101_DN3_SP1_c.t1
OG0006706	XP_018480859.1, XP_018479137.1, XP_018436618.1	CP4_g24123_DN3_SP2_c.t1
OG0006707	XP_018479154.1, XP_018480918.1, XP_018439973.1	CP4_g24142_DN3_SP8_c.t1
OG0006708	XP_018434724.1, XP_018434738.1, XP_018475672.1, XP_018475682.1	CP4_g24156_DN3_SP4_c.t1
OG0006709	XP_018473308.1, XP_018475670.1, XP_018484721.1	CP4_g24158_DN3_SP4_c.t1
OG0006710	XP_018481401.1, XP_018463884.1	CP4_g24187_DN3_SP0_c.t1
OG0006712	XP_018459819.1	CP4_g24224_DN3_SP1_c.t1
OG0006713	XP_018439521.1, XP_018485319.1	CP4_g24232_DN3_SP8_c.t1
OG0006716	XP_018476585.1, XP_018482528.1, XP_018438279.1	CP4_g24296_DN1_SP0_c.t1
OG0006717	XP_018476321.1, XP_018477964.1, XP_018477912.1	CP4_g24331_DN3_SP3_c.t1
OG0006718	XP_018484649.1, XP_018441012.1, XP_018476183.1	CP4_g24357_DN3_SP8_c.t1
OG0006719	XP_018484218.1, XP_018472536.1	CP4_g24359_DN3_SP1_c.t1
OG0006720	XP_018472676.1	CP4_g24364_DN3_SP5_c.t1
OG0006722	XP_018434938.1, XP_018476982.1	CP4_g24396_DN3_SP4_c.t1
OG0006723	XP_018433807.1	CP4_g24414_DN2_SP8_c.t1, CP14_g23163_DN2_SP0_c.t1
OG0006724	XP_018435192.1	CP4_g24445_DN3_SP4_c.t1
OG0006725	XP_018482774.1, XP_018485029.1, XP_018476442.1	CP4_g24477_DN3_SP8_c.t1
OG0006726	XP_018436967.1	CP4_g24487_DN3_SP4_c.t1
OG0006727	XP_018480230.1, XP_018434876.1	CP4_g24497_DN3_SP5_c.t1
OG0006729	XP_018484873.1, XP_018472687.1	CP4_g24577_DN3_SP5_c.t1
OG0006730	XP_018480888.1, XP_018436701.1	CP4_g24589_DN3_SP7_c.t1
OG0006731	XP_018439607.1, XP_018439151.1, XP_018474934.1	CP4_g24592_DN3_SP1_c.t1
OG0006732	XP_018441490.1, XP_018435779.1	CP13_g19786_DN3_SP5_c.t1
OG0006733	XP_018459254.1, XP_018451750.1	CP5_g680_DN3_SP5_c.t1
OG0006734	XP_018488824.1, XP_018493117.1	CP10_g42189_DN3_SP8_c.t1
OG0006735	XP_018460455.1, XP_018458022.1, XP_018470417.1	CP8_g53414_DN3_SP8_c.t1
OG0006736	XP_018492741.1, XP_018440688.1, XP_018466585.1	CP10_g42232_DN3_SP8_c.t1
OG0006737	XP_018439338.1, XP_018432763.1	CP10_g42260_DN2_SP0_c.t1
OG0006738	XP_018491793.1, XP_018491794.1, XP_018493540.1	CP10_g42277_DN3_SP8_c.t1
OG0006739	XP_018464625.1, XP_018488334.1, XP_018489756.1	CP10_g42279_DN3_SP8_c.t1
OG0006741	XP_018442020.1, XP_018492692.1	CP10_g42333_DN3_SP8_c.t1
OG0006742	XP_018485493.1, XP_018492679.1, XP_018487307.1	CP10_g42353_DN2_SP0_c.t1
OG0006743	XP_018491451.1, XP_018492796.1	CP10_g42369_DN3_SP8_c.t1
OG0006744	XP_018441433.1, XP_018441435.1, XP_018486210.1	CP10_g42376_DN3_SP8_c.t1
OG0006745	XP_018486860.1, XP_018486160.1	CP10_g42430_DN3_SP1_c.t1
OG0006746	XP_018437222.1, XP_018463359.1, XP_018490608.1	CP10_g42521_DN3_SP0_c.t1
OG0006747	XP_018487122.1, XP_018434720.1	CP10_g42523_DN3_SP3_c.t1
OG0006748	XP_018486995.1, XP_018440160.1, XP_018440159.1, XP_018438851.1	CP10_g42540_DN3_SP8_c.t1
OG0006749	XP_018492954.1, XP_018490572.1	CP10_g42544_DN3_SP6_c.t1
OG0006750	XP_018464537.1, XP_018450499.1	CP7_g45183_DN3_SP0_c.t1
OG0006751	XP_018491960.1, XP_018489602.1	CP10_g42601_DN3_SP0_c.t1
OG0006752	XP_018437030.1, XP_018491961.1, XP_018488862.1	CP10_g42602_DN3_SP2_c.t1
OG0006753	XP_018486089.1, XP_018492486.1, XP_018492488.1	CP10_g42686_DN1_SP0_c.t1
OG0006755	XP_018438876.1, XP_018461637.1, XP_018490003.1	CP10_g42732_DN3_SP0_c.t1
OG0006756	XP_018432796.1	CP10_g42740_DN3_SP6_c.t1
OG0006758	XP_018487088.1, XP_018489451.1, XP_018486573.1	CP10_g42746_DN3_SP3_c.t1
OG0006759	XP_018491151.1, XP_018489292.1, XP_018462743.1	CP10_g42749_DN3_SP0_c.t1
OG0006760	XP_018489050.1, XP_018466583.1, XP_018493245.1, XP_018462744.1	CP10_g42758_DN2_SP2_c.t1
OG0006761	XP_018486553.1, XP_018486555.1	CP10_g42772_DN3_SP0_c.t1
OG0006762	XP_018434895.1, XP_018492582.1	CP10_g42786_DN3_SP8_c.t1
OG0006763	XP_018465366.1, XP_018438899.1, XP_018485798.1	CP10_g42790_DN3_SP0_c.t1
OG0006764	XP_018465365.1, XP_018438909.1	CP10_g42791_DN3_SP7_c.t1
OG0006765	XP_018433672.1, XP_018438078.1	CP2_g49223_DN3_SP1_c.t1
OG0006765	XP_018491227.1	CP10_g42844_DN3_SP3_c.t1
OG0006766	XP_018438236.1, XP_018466071.1	CP10_g42865_DN3_SP3_c.t1
OG0006767	XP_018492899.1, XP_018489492.1	CP10_g42883_DN3_SP2_c.t1
OG0006768	XP_018439326.1, XP_018438714.1, XP_018492178.1	CP10_g42875_DN3_SP6_c.t1
OG0006769	XP_018438650.1, XP_018490394.1	CP10_g42894_DN3_SP0_c.t1
OG0006770	XP_018485821.1, XP_018490180.1, XP_018462976.1	CP10_g42968_DN1_SP0_c.t1
OG0006771	XP_018441909.1, XP_018462121.1	CP10_g43103_DN3_SP0_c.t1
OG0006772	XP_018485417.1, XP_018460976.1, XP_018433517.1, XP_018433956.1	CP10_g43058_DN3_SP4_c.t1
OG0006773	XP_018486927.1, XP_018436576.1	CP10_g43070_DN3_SP0_c.t1
OG0006774	XP_018486926.1, XP_018462506.1	CP10_g43071_DN3_SP8_c.t1
OG0006775	XP_018441668.1, XP_018493135.1	CP10_g43100_DN3_SP5_c.t1
OG0006776	XP_018488927.1, XP_018489603.1, XP_018455249.1	CP10_g43122_DN3_SP0_c.t1
OG0006777	XP_018493096.1	CP10_g43123_DN3_SP3_c.t1
OG0006778	XP_018487040.1	CP10_g43126_DN3_SP0_c.t1
OG0006779	XP_018491317.1, XP_018491318.1, XP_018491083.1	CP10_g43134_DN3_SP0_c.t1
OG0006780	XP_018436915.1, XP_018436916.1, XP_018489799.1, XP_018491323.1	CP10_g43136_DN3_SP8_c.t1
OG0006782	XP_018490597.1	CP10_g43205_DN3_SP0_c.t1, CP10_g43206_DN2_SP7_c.t1
OG0006783	XP_018488868.1, XP_018463837.1, XP_018440400.1	CP10_g43225_DN3_SP8_c.t1
OG0006784	XP_018489034.1	CP10_g43231_DN3_SP6_c.t1
OG0006785	XP_018489945.1, XP_018437965.1, XP_018490238.1	CP10_g43247_DN3_SP6_c.t1
OG0006786	XP_018491143.1, XP_018488286.1, XP_018485813.1	CP10_g43257_DN3_SP8_c.t1
OG0006787	XP_018460847.1, XP_018481614.1	CP4_g25625_DN3_SP6_c.t1
OG0006787	XP_018463087.1	CP10_g43258_DN3_SP0_c.t1
OG0006788	XP_018490835.1, XP_018492918.1	CP10_g43328_DN3_SP8_c.t1
OG0006789	XP_018433414.1, XP_018487141.1	CP10_g43333_DN3_SP8_c.t1
OG0006790	XP_018432654.1, XP_018459554.1, XP_018489219.1	CP10_g43359_DN3_SP8_c.t1
OG0006792	XP_018490354.1, XP_018490098.1	CP10_g43385_DN3_SP0_c.t1
OG0006793	XP_018490360.1	CP10_g43388_DN3_SP2_c.t1
OG0006794	XP_018492901.1, XP_018485520.1, XP_018440359.1	CP10_g43421_DN3_SP0_c.t1
OG0006796	XP_018488652.1, XP_018435095.1	CP10_g43445_DN3_SP6_c.t1
OG0006797	XP_018441611.1, XP_018493240.1	CP10_g43459_DN3_SP0_c.t1
OG0006798	XP_018492260.1, XP_018493239.1, XP_018433582.1	CP10_g43486_DN3_SP7_c.t1
OG0006799	XP_018490790.1, XP_018489925.1	CP12_g29874_DN3_SP8_c.t1
