Orthogroup	Raphanus_sativus	Arabidopsis_thaliana
OG0009194	XP_018450968.1, XP_018435630.1	AT1G53730.2
OG0009196	XP_018492077.1, XP_018491588.1	AT1G53510.1
OG0009197	XP_018492078.1, XP_018438292.1	AT1G53490.1
OG0009198	XP_018447649.1	AT1G53460.1
OG0009199	XP_018452040.1	AT1G68470.1
OG0009200	XP_018493115.1, XP_018470007.1	AT1G53190.1
OG0009201	XP_018478238.1, XP_018478222.1	AT2G36000.1
OG0009202	XP_018461271.1, XP_018481200.1, XP_018437498.1	AT2G36050.1
OG0009203	XP_018441407.1, XP_018484911.1	AT2G36200.2
OG0009204	XP_018473052.1, XP_018441528.1	AT2G36230.1
OG0009205	XP_018438178.1, XP_018479913.1, XP_018475280.1	AT2G36450.1
OG0009206	XP_018448344.1	AT4G26220.1
OG0009207	XP_018439469.1	AT2G36850.1
OG0009208	XP_018437334.1, XP_018456416.1	AT3G45330.1, AT3G45390.1
OG0009209	XP_018441621.1	AT3G44990.1
OG0009210	XP_018434438.1	AT3G44680.1
OG0009211	XP_018481288.1, XP_018463892.1	AT3G28970.1
OG0009212	XP_018473531.1, XP_018452281.1	AT4G06634.1
OG0009213	XP_018466818.1, XP_018474453.1	AT5G50180.1
OG0009214	XP_018468482.1, XP_018455066.1	AT5G53030.1
OG0009215	XP_018445488.1, XP_018443692.1	AT5G35910.1
OG0009216	XP_018474106.1, XP_018466687.1, XP_018434501.1	AT5G35080.1
OG0009217	XP_018451685.1, XP_018458121.1	AT5G35630.1
OG0009219	XP_018485266.1, XP_018447607.1	AT4G12800.2
OG0009220	XP_018478510.1	AT4G13400.1
OG0009221	XP_018451282.1	AT4G14200.1
OG0009222	XP_018447310.1, XP_018477228.1	AT4G14210.1
OG0009223	XP_018471430.1, XP_018471432.1	AT4G38050.1
OG0009224	XP_018450386.1, XP_018469303.1	AT4G14750.3
OG0009225	XP_018444558.1, XP_018444511.1	AT4G14780.1
OG0009227	XP_018451537.1	AT4G15210.1
OG0009228	XP_018450805.1	AT4G15470.1
OG0009229	XP_018471239.1, XP_018477495.1	AT4G15530.5
OG0009230	XP_018452860.1, XP_018464234.1	AT1G73010.1
OG0009231	XP_018470254.1, XP_018470252.1	AT1G73050.1
OG0009232	XP_018456525.1, XP_018433320.1, XP_018433276.1, XP_018442145.1	AT1G73100.1
OG0009233	XP_018472050.1	AT1G73170.3
OG0009234	XP_018457734.1, XP_018446862.1	AT1G73480.1
OG0009235	XP_018450879.1, XP_018457736.1	AT1G73540.1
OG0009236	XP_018447034.1, XP_018454618.1, XP_018456158.1	AT1G73680.2
OG0009237	XP_018452364.1, XP_018442658.1	AT1G73840.1
OG0009238	XP_018457805.1	AT1G73920.1
OG0009239	XP_018442624.1, XP_018448684.1, XP_018468280.1	AT1G74100.1
OG0009240	XP_018445074.1	AT1G74110.1
OG0009241	XP_018438118.1	AT5G49150.2
OG0009242	XP_018445082.1	AT1G74260.1
OG0009243	XP_018445135.1, XP_018445182.1, XP_018443536.1	AT1G74370.1
OG0009244	XP_018442315.1, XP_018470082.1	AT1G68585.1
OG0009245	XP_018453071.1, XP_018468456.1	AT1G68810.1
OG0009246	XP_018446680.1, XP_018451958.1	AT1G68920.1
OG0009247	XP_018453348.1, XP_018446893.1	AT1G69040.2
OG0009248	XP_018443014.1, XP_018456111.1	AT1G69260.1
OG0009249	XP_018481908.1, XP_018471970.1	AT4G28500.1
OG0009250	XP_018469657.1	AT4G28640.2
OG0009251	XP_018467855.1, XP_018478883.1	AT4G28660.2
OG0009252	XP_018449065.1, XP_018463994.1, XP_018484281.1	AT4G28730.1
OG0009253	XP_018470933.1, XP_018460042.1, XP_018465739.1	AT4G28830.1
OG0009254	XP_018451421.1, XP_018470192.1	AT4G29000.1
OG0009255	XP_018472026.1	AT5G53170.1
OG0009256	XP_018455673.1, XP_018455674.1	AT1G63850.1
OG0009257	XP_018456066.1	AT1G63855.4
OG0009258	XP_018455366.1, XP_018454283.1	AT1G64000.1
OG0009259	XP_018458823.1, XP_018442965.1	AT5G39970.1
OG0009260	XP_018480981.1, XP_018478345.1	AT2G04700.1
OG0009261	XP_018481251.1, XP_018442856.1	AT5G40250.1
OG0009262	XP_018481722.1	AT5G40260.1
OG0009263	XP_018478009.1	AT5G40290.1, AT5G40270.1
OG0009264	XP_018473201.1, XP_018453669.1, XP_018466167.1	AT5G50860.1
OG0009265	XP_018452825.1	AT3G29760.2
OG0009266	XP_018463684.1, XP_018454766.1	AT3G27810.1
OG0009267	XP_018440701.1, XP_018483500.1	AT3G27700.1
OG0009268	XP_018480654.1, XP_018454607.1	AT3G27640.1
OG0009269	XP_018481452.1, XP_018438809.1	AT2G47190.1
OG0009270	XP_018477391.1, XP_018433158.1	AT3G27570.1
OG0009271	XP_018439073.1, XP_018480910.1, XP_018462451.1	AT3G27340.1
OG0009272	XP_018484560.1, XP_018456598.1	AT3G27000.1
OG0009274	XP_018456597.1, XP_018484622.1	AT3G26990.1
OG0009275	XP_018465162.1, XP_018438687.1, XP_018481391.1	AT3G26940.1
OG0009276	XP_018456115.1, XP_018437339.1	AT3G26932.1
OG0009277	XP_018441964.1, XP_018483088.1	AT3G26910.3
OG0009278	XP_018483086.1	AT3G26890.1
OG0009280	XP_018483056.1	AT3G26670.1
OG0009281	XP_018461337.1, XP_018467398.1	AT3G26430.1
OG0009282	XP_018480762.1, XP_018433267.1	AT3G26420.1
OG0009283	XP_018480760.1, XP_018434637.1	AT3G26410.1
OG0009284	XP_018466024.1, XP_018442062.1, XP_018481518.1	AT3G25930.1
OG0009285	XP_018484486.1, XP_018452632.1	AT3G25920.1
OG0009286	XP_018456430.1, XP_018483301.1	AT3G25840.1
OG0009287	XP_018475417.1, XP_018465733.1	AT5G50175.1
OG0009288	XP_018433533.1, XP_018460865.1	AT3G25710.1
OG0009289	XP_018476643.1	AT5G50780.1
OG0009290	XP_018445318.1, XP_018452015.1	AT1G69490.1
OG0009291	XP_018457776.1, XP_018444520.1, XP_018462360.1	AT1G69370.1
OG0009292	XP_018477698.1	AT5G42250.1
OG0009293	XP_018436733.1	AT5G45970.1
OG0009294	XP_018433547.1, XP_018459606.1	AT5G45840.1
OG0009295	XP_018484431.1	AT5G48520.2
OG0009296	XP_018460942.1, XP_018452291.1	AT5G45720.1
OG0009297	XP_018452172.1	AT5G45710.1
OG0009298	XP_018434460.1, XP_018452879.1	AT5G45330.1
OG0009299	XP_018446658.1, XP_018446655.1	AT1G65032.1
OG0009300	XP_018483948.1, XP_018464161.1, XP_018439315.1	AT5G45110.1
OG0009301	XP_018433172.1	AT5G45040.1
OG0009302	XP_018447275.1, XP_018467836.1	AT1G49740.1
OG0009303	XP_018432973.1	AT1G50200.2
OG0009304	XP_018466859.1, XP_018447669.1	AT1G50300.1
OG0009305	XP_018481307.1, XP_018486019.1, XP_018440190.1	AT1G50380.2
OG0009306	XP_018488639.1, XP_018477406.1, XP_018477419.1	AT1G50430.1
OG0009307	XP_018451475.1	AT1G15280.2
OG0009308	XP_018485289.1, XP_018447827.1	AT1G51410.1
OG0009309	XP_018449146.1, XP_018487206.1	AT1G51700.1
OG0009310	XP_018492039.1, XP_018449144.1	AT1G51730.1
OG0009311	XP_018447055.1, XP_018453799.1	AT1G51940.1
OG0009312	XP_018469584.1	AT1G52565.1
OG0009313	XP_018486948.1	AT1G52580.1
OG0009314	XP_018486426.1, XP_018490305.1	AT1G52680.1
OG0009315	XP_018447796.1, XP_018487183.1	AT1G53000.2
OG0009316	XP_018477607.1, XP_018460394.1	AT5G42970.1
OG0009317	XP_018466686.1, XP_018474919.1, XP_018485025.1	AT2G33585.1
OG0009318	XP_018436341.1, XP_018467212.1, XP_018485116.1	AT2G33710.2
OG0009319	XP_018477123.1	AT2G33800.1
OG0009320	XP_018434051.1	AT2G33990.1
OG0009321	XP_018434434.1	AT2G34050.1
OG0009322	XP_018437555.1, XP_018481299.1, XP_018459898.1	AT2G34180.1
OG0009323	YP_006665988.1, XP_018434712.1	AT2G34520.1
OG0009324	XP_018438003.1	AT2G34555.1
OG0009325	XP_018463017.1, XP_018476386.1	AT2G34630.2
OG0009326	XP_018461502.1, XP_018438639.1	AT2G34650.1
OG0009327	XP_018462946.1, XP_018462945.1, XP_018474088.1	AT2G34730.1
OG0009328	XP_018481188.1, XP_018439076.1	AT2G34830.2
OG0009329	XP_018482473.1	AT2G34860.1
OG0009330	XP_018482489.1, XP_018438464.1	AT2G34910.1
OG0009331	XP_018459527.1, XP_018441111.1	AT2G35155.1
OG0009332	XP_018434598.1	AT2G35260.1
OG0009333	XP_018477998.1, XP_018438000.1	AT2G35420.1
OG0009335	XP_018464745.1, XP_018476793.1	AT2G35650.1
OG0009336	XP_018479898.1, XP_018464073.1, XP_018475557.1	AT2G35765.1
OG0009337	XP_018480423.1, XP_018459733.1	AT2G35790.1
OG0009338	XP_018484530.1, XP_018476035.1	AT2G35800.1
OG0009339	XP_018449895.1, XP_018467901.1	AT4G19420.4
OG0009340	XP_018477456.1	AT2G39780.1
OG0009341	XP_018477757.1, XP_018471682.1	AT4G19140.1
OG0009342	XP_018478305.1, XP_018446313.1	AT4G18890.1
OG0009343	XP_018481568.1, XP_018468871.1	AT4G18990.1
OG0009344	XP_018458967.1	AT4G19003.1
OG0009345	XP_018447623.1, XP_018456396.1	AT4G18040.1
OG0009346	XP_018451513.1, XP_018470548.1	AT4G17940.1
OG0009347	XP_018480755.1, XP_018481102.1	AT4G17800.1
OG0009348	XP_018453264.1, XP_018481196.1	AT4G17790.1
OG0009349	XP_018471498.1	AT4G17650.1
OG0009350	XP_018481974.1, XP_018477778.1, XP_018468995.1	AT4G17260.1
OG0009351	XP_018469042.1, XP_018444778.1	AT4G17240.1
OG0009352	XP_018480396.1, XP_018448660.1	AT4G17220.1
OG0009353	XP_018437423.1	AT3G42960.1
OG0009354	XP_018439842.1	AT3G50950.1
OG0009355	XP_018437112.1, XP_018468772.1	AT3G50900.1
OG0009356	XP_018472990.1, XP_018466395.1	AT1G17240.2
OG0009357	XP_018441465.1	AT2G24692.1, AT3G50780.1
OG0009358	XP_018437608.1	AT3G50660.1
OG0009359	XP_018434504.1, XP_018468364.1	AT3G50560.1
OG0009360	XP_018441091.1, XP_018448468.1	AT3G50530.2
OG0009361	XP_018478822.1	AT3G50440.1
OG0009362	XP_018478367.1	AT3G50420.1
OG0009363	XP_018471475.1, XP_018471462.1, XP_018484488.1	AT4G23490.1
OG0009364	XP_018459723.1, XP_018457155.1	AT5G50230.1
OG0009365	XP_018473284.1	AT5G52380.1
OG0009367	XP_018473075.1	AT5G51840.1
OG0009368	XP_018469328.1, XP_018452707.1	AT5G51400.1
OG0009369	XP_018490231.1, XP_018438727.1	AT3G42880.1
OG0009370	XP_018486359.1, XP_018453031.1	AT2G11910.1
OG0009371	XP_018457932.1	AT2G14170.1
OG0009372	XP_018438657.1	AT2G15560.1
OG0009373	XP_018491590.1, XP_018490571.1, XP_018433506.1	AT2G15695.1
OG0009374	XP_018454562.1, XP_018437199.1	AT2G15760.1
OG0009375	XP_018493421.1, XP_018441581.1	AT2G16250.1
OG0009376	XP_018433199.1	AT2G16750.1
OG0009377	XP_018432531.1	AT3G62330.1
OG0009378	XP_018452747.1, XP_018433432.1	AT2G17220.1
OG0009379	XP_018452793.1, XP_018439297.1	AT2G17250.1
OG0009380	XP_018445692.1, XP_018446033.1	AT4G24090.1
OG0009381	XP_018469942.1, XP_018482586.1	AT4G24050.1
OG0009382	XP_018479121.1, XP_018470097.1	AT4G23885.1
OG0009383	XP_018470092.1	AT4G23910.1
OG0009384	XP_018477197.1, XP_018468695.1	AT4G23010.3
OG0009385	XP_018448927.1, XP_018458809.1	AT4G22980.1
OG0009386	XP_018478292.1, XP_018447522.1	AT4G22750.1
OG0009387	XP_018482082.1, XP_018468808.1	AT4G22620.1
OG0009388	XP_018480952.1, XP_018455587.1	AT4G22320.1
OG0009389	XP_018450762.1, XP_018468429.1	AT4G22130.1
OG0009390	XP_018480390.1	AT5G41880.1
OG0009391	XP_018484110.1	AT4G21920.1
OG0009392	XP_018460641.1, XP_018478257.1	AT5G41760.1
OG0009393	XP_018449994.1, XP_018469143.1, XP_018465044.1	AT4G20000.1
OG0009394	XP_018448511.1, XP_018469227.1	AT4G20190.1
OG0009395	XP_018455922.1	AT4G20280.1
OG0009396	XP_018447136.1, XP_018467953.1	AT4G20400.1
OG0009397	XP_018467963.1	AT4G20410.2
OG0009400	XP_018482988.1, XP_018458907.1	AT1G16970.1
OG0009401	XP_018449796.1, XP_018447573.1	AT4G21070.1
OG0009402	XP_018449291.1	AT4G21192.1
OG0009403	XP_018468643.1	AT4G21330.1
OG0009404	XP_018463735.1, XP_018481106.1, XP_018434316.1	AT2G03350.1
OG0009405	XP_018455735.1	AT4G21530.1
OG0009406	XP_018440721.1, XP_018435252.1, XP_018435254.1	AT2G20760.1
OG0009407	XP_018463594.1, XP_018477496.1	AT5G42120.1
OG0009408	XP_018470657.1, XP_018453437.1	AT4G16330.2
OG0009409	XP_018457677.1, XP_018478465.1	AT4G16450.1
OG0009410	XP_018480407.1, XP_018478173.1	AT4G16535.1
OG0009411	XP_018471493.1	AT4G16580.1
OG0009412	XP_018472315.1	AT4G16660.2
OG0009413	XP_018471873.1	AT4G16710.1
OG0009414	XP_018481903.1, XP_018447091.1	AT4G17040.1
OG0009415	XP_018451182.1, XP_018451949.1	AT4G17070.1
OG0009416	XP_018438894.1, XP_018491628.1	AT3G01790.1
OG0009417	XP_018491985.1, XP_018492019.1	AT3G01670.2
OG0009418	XP_018491986.1, XP_018432711.1, XP_018465216.1	AT3G01650.1
OG0009419	XP_018485946.1, XP_018466173.1	AT3G01480.1
OG0009421	XP_018456771.1, XP_018433311.1	AT5G66680.1
OG0009422	XP_018441002.1	AT5G66470.1
OG0009423	XP_018457965.1, XP_018441000.1	AT5G66460.1
OG0009424	XP_018436249.1, XP_018457964.1	AT3G47840.1
OG0009425	XP_018437090.1, XP_018455608.1	AT5G66440.1
OG0009426	XP_018456207.1, XP_018440129.1	AT5G66210.1
OG0009427	XP_018438940.1	AT5G66170.2
OG0009428	XP_018432949.1, XP_018459633.1	AT3G63260.1
OG0009429	XP_018490964.1	AT3G63240.1
OG0009430	XP_018481158.1, XP_018488663.1	AT3G63110.1
OG0009431	XP_018446812.1, XP_018492925.1, XP_018484009.1	AT3G62980.1
OG0009432	XP_018487228.1, XP_018487214.1, XP_018481045.1	AT3G62920.1
OG0009433	XP_018445940.1, XP_018485761.1, XP_018466607.1	AT3G62410.1
OG0009434	XP_018491340.1	AT3G62390.1
OG0009435	XP_018446225.1, XP_018444351.1	AT3G62280.1
OG0009436	XP_018485700.1, XP_018447026.1	AT3G61960.1
OG0009437	XP_018490241.1, XP_018490246.1	AT3G61930.1
OG0009439	XP_018484385.1, XP_018492511.1	AT3G61850.4
OG0009440	XP_018492510.1	AT3G61830.1
OG0009441	XP_018467448.1, XP_018490840.1, XP_018491000.1	AT3G61670.1
OG0009442	XP_018492411.1, XP_018492400.1	AT3G61360.1
OG0009443	XP_018436342.1	AT2G34100.1
OG0009444	XP_018478635.1, XP_018478619.1	AT3G61200.1
OG0009445	XP_018484570.1, XP_018492877.1	AT3G61130.1
OG0009446	XP_018465152.1, XP_018478556.1, XP_018478654.1	AT3G61060.2
OG0009447	XP_018488999.1, XP_018489010.1	AT3G60660.1
OG0009448	XP_018485143.1, XP_018490062.1	AT3G60590.3
OG0009449	XP_018487237.1, XP_018444168.1	AT3G60530.1
OG0009450	XP_018444198.1, XP_018432803.1	AT3G60520.1
OG0009451	XP_018489033.1	AT3G60480.3
OG0009452	XP_018493179.1	AT3G60460.1
OG0009453	XP_018477976.1, XP_018462700.1	AT3G59950.1
OG0009454	XP_018488775.1	AT3G59490.2
OG0009455	XP_018442925.1, XP_018487129.1	AT3G59470.2
OG0009456	XP_018460700.1, XP_018492131.1, XP_018442129.1	AT3G59350.6
OG0009457	XP_018486548.1, XP_018486527.1	AT3G59300.3
OG0009458	XP_018444803.1, XP_018490215.1, XP_018460832.1	AT3G59260.1
OG0009459	XP_018432854.1	AT3G58970.1
OG0009460	XP_018492763.1, XP_018446596.1	AT3G58790.1
OG0009461	XP_018442430.1, XP_018485908.1	AT3G58720.3
OG0009462	XP_018493313.1, XP_018445501.1	AT3G58640.1
OG0009463	XP_018481018.1, XP_018445001.1	AT3G58550.1
OG0009464	XP_018443622.1	AT3G58450.1
OG0009465	XP_018461781.1, XP_018480145.1, XP_018490092.1	AT3G58190.1
OG0009466	XP_018486052.1, XP_018445165.1	AT3G58140.1
OG0009467	XP_018481757.1, XP_018490237.1	AT3G58000.1
OG0009468	XP_018487254.1, XP_018462483.1	AT3G57860.1
OG0009470	XP_018486154.1	AT3G57120.1
OG0009471	XP_018493410.1	AT3G57060.2
OG0009472	XP_018492480.1, XP_018446220.1	AT3G56940.1
OG0009473	XP_018492478.1, XP_018492482.1, XP_018445833.1	AT3G56930.1
OG0009474	XP_018486124.1, XP_018432542.1	AT3G56510.1
OG0009475	XP_018487252.1, XP_018462538.1	AT3G56290.1
OG0009476	XP_018490677.1, XP_018489659.1	AT3G55970.1
OG0009477	XP_018478199.1	AT3G55850.5
OG0009478	XP_018444940.1, XP_018481418.1, XP_018481386.1	AT3G55550.1
OG0009479	XP_018480625.1, XP_018487316.1	AT3G55420.1
OG0009480	XP_018477452.1, XP_018486435.1	AT3G55370.3
OG0009482	XP_018478000.1	AT3G55250.1
OG0009483	XP_018443165.1, XP_018432553.1	AT3G54950.1
OG0009484	XP_018492496.1, XP_018445863.1	AT3G54920.1
OG0009485	XP_018487325.1, XP_018464743.1	AT3G54750.3
OG0009486	XP_018493408.1	AT3G54720.1
OG0009487	XP_018443131.1, XP_018446131.1	AT3G54680.1
OG0009488	XP_018485512.1, XP_018445915.1	AT3G54360.1
OG0009489	XP_018445917.1	AT3G54350.1
OG0009491	XP_018480119.1, XP_018432923.1	AT3G54220.1
OG0009492	XP_018443873.1, XP_018491306.1	AT3G54170.1
OG0009493	XP_018486350.1, XP_018481560.1	AT3G54150.1
OG0009494	XP_018492709.1, XP_018459337.1	AT3G54120.1
OG0009495	XP_018473493.1, XP_018436861.1	AT1G20890.1
OG0009496	XP_018458885.1, XP_018485847.1	AT3G54050.1
OG0009497	XP_018464827.1, XP_018481182.1	AT3G53850.1
OG0009498	XP_018463623.1, XP_018464021.1, XP_018446433.1	AT3G53490.1
OG0009500	XP_018448912.1, XP_018490352.1	AT3G53200.1
OG0009501	XP_018450837.1, XP_018485995.1	AT3G53190.1
OG0009502	XP_018461241.1, XP_018486797.1, XP_018461245.1, XP_018489728.1	AT3G53150.1
OG0009503	XP_018458102.1, XP_018477923.1	AT3G52870.1
OG0009504	XP_018492775.1	AT3G52860.1
OG0009505	XP_018459759.1, XP_018459773.1	AT3G52570.1
OG0009506	XP_018453303.1, XP_018462448.1	AT5G53800.1
OG0009507	XP_018468365.1	AT5G53660.1
OG0009508	XP_018466548.1, XP_018457033.1	AT5G53570.2
OG0009509	XP_018457035.1, XP_018469902.1, XP_018456842.1	AT5G53560.1
OG0009510	XP_018468223.1, XP_018464561.1	AT5G53486.4
OG0009511	XP_018474408.1, XP_018474182.1	AT5G53460.1
OG0009512	XP_018456555.1, XP_018474181.1	AT5G53350.1
OG0009515	XP_018490084.1	AT3G24515.3
OG0009516	XP_018487007.1, XP_018486457.1	AT3G24570.1
OG0009517	XP_018491019.1	AT3G25180.1
OG0009518	XP_018434583.1, XP_018485922.1	AT2G05830.1
OG0009519	XP_018492550.1	AT3G23920.1
OG0009520	XP_018486177.1	AT3G24315.1
OG0009521	XP_018460359.1, XP_018446882.1, XP_018460360.1	AT1G66680.1
OG0009522	XP_018466581.1, XP_018443090.1, XP_018472221.1	AT1G67170.1
OG0009523	XP_018442891.1, XP_018442555.1	AT1G67325.2
OG0009524	XP_018472060.1, XP_018443155.1	AT1G67350.1
OG0009525	XP_018472059.1, XP_018442490.1	AT1G67360.1
OG0009526	XP_018445953.1, XP_018471741.1	AT1G67560.1
OG0009527	XP_018446000.1, XP_018445765.1	AT1G67690.1
OG0009528	XP_018447007.1, XP_018446228.1	AT1G67950.2
OG0009529	XP_018447006.1, XP_018446227.1, XP_018445736.1, XP_018463419.1	AT1G67970.1
OG0009530	XP_018468726.1, XP_018452801.1	AT1G68110.1
OG0009531	XP_018445099.1, XP_018452684.1	AT1G68130.1
OG0009532	XP_018444832.1	AT1G68190.2
OG0009533	XP_018468706.1, XP_018451980.1	AT1G68230.2
OG0009534	XP_018453331.1, XP_018448182.1	AT1G68440.1
OG0009535	XP_018450688.1, XP_018451773.1	AT5G36210.1
OG0009536	XP_018458160.1	AT5G36250.2
OG0009537	XP_018463019.1	AT5G48830.2
OG0009538	XP_018437556.1	AT2G18000.2
OG0009539	XP_018454770.1, XP_018434532.1	AT3G46120.1, AT2G18130.1
OG0009540	XP_018440909.1, XP_018454669.1	AT2G18630.1
OG0009541	XP_018455751.1	AT2G19000.1
OG0009542	XP_018462596.1, XP_018434518.1	AT2G19530.1
OG0009543	XP_018456620.1	AT2G19540.1
OG0009544	XP_018454902.1, XP_018464874.1	AT2G19690.2
OG0009545	XP_018483310.1	AT2G41220.1
OG0009546	XP_018482198.1, XP_018441837.1	AT2G40990.1
OG0009547	XP_018433135.1, XP_018477184.1, XP_018478115.1	AT2G40820.4
OG0009548	XP_018484427.1, XP_018484456.1	AT2G40770.1
OG0009549	XP_018475020.1, XP_018482000.1	AT2G40740.3
OG0009550	XP_018476491.1	AT2G40640.1
OG0009551	XP_018478573.1, XP_018461155.1	AT2G40490.1
OG0009552	XP_018476455.1, XP_018478750.1	AT2G40480.1
OG0009553	XP_018464840.1, XP_018458718.1	AT2G40370.1
OG0009554	XP_018478227.1, XP_018458716.1	AT2G40320.1
OG0009555	XP_018475565.1, XP_018458714.1	AT2G40220.1
OG0009556	XP_018481532.1, XP_018459966.1, XP_018438379.1, XP_018474019.1	AT2G40113.1
OG0009557	XP_018475721.1, XP_018477569.1	AT2G40095.1
OG0009558	XP_018477146.1, XP_018433762.1	AT2G39870.1
OG0009560	XP_018483975.1	AT2G39810.1
OG0009561	XP_018472795.1	AT2G39805.2
OG0009562	XP_018461422.1, XP_018439036.1	AT2G39705.1
OG0009563	XP_018491171.1	AT3G43610.2
OG0009564	XP_018438285.1, XP_018480962.1	AT2G39510.1
OG0009565	XP_018437958.1, XP_018437957.1	AT2G39490.1
OG0009566	XP_018434921.1	AT2G39440.1
OG0009567	XP_018441188.1, XP_018476212.1	AT2G39220.1
OG0009568	XP_018478441.1, XP_018442039.1	AT2G39130.1
OG0009569	XP_018474671.1, XP_018458420.1, XP_018440900.1	AT2G38880.11
OG0009570	XP_018437981.1, XP_018472838.1	AT2G38790.1
OG0009571	XP_018472837.1	AT2G38780.6
OG0009572	XP_018439226.1, XP_018478311.1	AT2G38730.1
OG0009573	XP_018476902.1, XP_018476908.1, XP_018484791.1	AT2G38710.1
OG0009574	XP_018476905.1	AT2G38695.3
OG0009575	XP_018433090.1, XP_018476761.1	AT2G38610.1
OG0009576	XP_018433092.1, XP_018476765.1, XP_018476763.1	AT2G38600.1
OG0009577	XP_018475917.1, XP_018437522.1	AT2G38490.1
OG0009578	XP_018485141.1, XP_018476019.1	AT2G38480.1
OG0009579	XP_018474863.1, XP_018465020.1	AT2G38320.1
OG0009580	XP_018472952.1	AT2G38270.1
OG0009581	XP_018436525.1, XP_018477767.1	AT2G38110.1
OG0009582	XP_018476683.1, XP_018440192.1	AT2G38040.1
OG0009583	XP_018482497.1, XP_018482743.1	AT2G37980.1
OG0009584	XP_018436420.1, XP_018483019.1	AT2G01360.1
OG0009585	XP_018441846.1	AT2G37860.3
OG0009586	XP_018436370.1, XP_018474054.1	AT2G37780.1
OG0009587	XP_018465120.1, XP_018437483.1	AT2G37430.1
OG0009588	XP_018433915.1, XP_018473010.1, XP_018466079.1	AT2G37410.1
OG0009589	XP_018480701.1, XP_018433295.1	AT2G37370.1
OG0009590	XP_018478180.1, XP_018452847.1	AT2G02050.1
OG0009591	XP_018478763.1, XP_018478762.1	AT2G37330.1
OG0009592	XP_018452090.1, XP_018459947.1, XP_018472798.1	AT4G08960.1
OG0009593	XP_018477599.1, XP_018477319.1, XP_018475703.1	AT2G37250.1
OG0009594	XP_018472903.1, XP_018478623.1	AT2G37130.1
OG0009595	XP_018476384.1, XP_018439716.1	AT2G37050.3
OG0009596	XP_018439283.1, XP_018474619.1	AT2G36930.1
OG0009597	XP_018475933.1, XP_018483616.1	AT2G36910.1
OG0009598	XP_018460768.1, XP_018453805.1	AT4G12540.1
OG0009599	XP_018468812.1, XP_018476930.1, XP_018457020.1	AT4G12580.1
OG0009600	XP_018472686.1	AT4G04210.1
OG0009601	XP_018453137.1, XP_018476671.1	AT4G04360.1
OG0009602	XP_018454627.1	AT4G04630.1
OG0009603	XP_018433705.1	AT2G01490.1
OG0009604	XP_018454485.1	AT4G04880.2
OG0009605	XP_018468564.1, XP_018455786.1	AT4G12070.1
OG0009606	XP_018458656.1	AT4G12360.1
OG0009607	XP_018455008.1, XP_018454962.1	AT4G12390.1
OG0009608	XP_018458657.1, XP_018476769.1	AT4G12420.1
OG0009609	XP_018477278.1, XP_018436220.1	AT2G21230.3
OG0009610	XP_018484670.1, XP_018441189.1	AT2G21300.1
OG0009611	XP_018464791.1, XP_018463189.1	AT2G21550.1
OG0009613	XP_018481132.1, XP_018466259.1	AT2G21880.1
OG0009614	XP_018482206.1, XP_018438381.1	AT2G21900.1
OG0009615	XP_018480295.1, XP_018480296.1	AT2G23450.1
OG0009616	XP_018436685.1, XP_018481010.1	AT2G23820.2
OG0009617	XP_018459007.1, XP_018459008.1	AT2G23770.1
OG0009618	XP_018481712.1	AT2G24310.1
OG0009619	XP_018478627.1, XP_018441562.1	AT2G25280.1
OG0009620	XP_018477385.1	AT2G25110.1
OG0009621	XP_018488853.1, XP_018465798.1, XP_018459053.1	AT2G26410.1
OG0009622	XP_018492993.1	AT2G26330.1
OG0009623	XP_018483591.1, XP_018483588.1	AT2G26280.1
OG0009624	XP_018490160.1, XP_018479797.1	AT2G26490.1
OG0009625	XP_018469293.1, XP_018469014.1	AT4G24640.1
OG0009626	XP_018483932.1	AT1G43850.1
OG0009627	XP_018486075.1, XP_018483305.1	AT2G25720.1
OG0009628	XP_018483302.1, XP_018486074.1	AT1G60360.1
OG0009629	XP_018441924.1	AT1G36310.1
OG0009630	XP_018485398.1	AT1G35470.2
OG0009631	XP_018489532.1, XP_018464369.1, XP_018447164.1	AT1G34780.1
OG0009632	XP_018465902.1, XP_018464368.1	AT1G34750.1
OG0009633	XP_018457892.1	AT1G34355.1
OG0009634	XP_018459719.1, XP_018490544.1	AT1G33811.1
OG0009635	XP_018485397.1, XP_018493171.1	AT1G33520.1
OG0009636	XP_018459454.1, XP_018452164.1	AT4G09750.1
OG0009637	XP_018476965.1, XP_018447180.1	AT4G09730.1
OG0009638	XP_018453253.1, XP_018452929.1	AT4G08540.1
OG0009639	XP_018442352.1	AT4G08390.1
OG0009640	XP_018450544.1	AT4G10360.1
OG0009641	XP_018452111.1, XP_018452106.1, XP_018473097.1	AT4G10610.1
OG0009642	XP_018475139.1	AT4G10640.1
OG0009643	XP_018455394.1, XP_018467001.1	AT4G10720.1
OG0009644	XP_018476897.1, XP_018456403.1	AT4G10790.1
OG0009645	XP_018457083.1, XP_018471867.1	AT4G11790.1
OG0009646	XP_018468548.1, XP_018443275.1	AT5G19260.1
OG0009647	XP_018448763.1, XP_018442322.1	AT5G19280.2
OG0009648	XP_018437001.1, XP_018435616.1, XP_018454692.1	AT5G26330.1
OG0009649	XP_018440826.1, XP_018435180.1, XP_018457138.1	AT5G26570.1
