Orthogroup	Raphanus_sativus	Capsella_rubella
OG0009913	XP_018486567.1, XP_018437103.1	XP_006298421.1
OG0009914	XP_018435119.1, XP_018489031.1, XP_018487021.1	XP_006298660.1
OG0009915	XP_018491189.1, XP_018489515.1, XP_018486418.1	XP_023638087.1, XP_006299193.1
OG0009916	XP_018437116.1	XP_006299664.1
OG0009917	XP_018438218.1	XP_006300206.1
OG0009918	XP_018491558.1, XP_018491559.1	XP_006297502.2
OG0009919	XP_018458533.1, XP_018489512.1	XP_006298954.1
OG0009920	XP_018486157.1	XP_006299392.1
OG0009921	XP_018489296.1	XP_006297948.1
OG0009922	XP_018449745.1, XP_018468286.1	XP_006284626.1
OG0009923	XP_018446826.1, XP_018482103.1	XP_006286031.1
OG0009924	XP_018456040.1, XP_018454641.1, XP_018453065.1	XP_006281208.1
OG0009925	XP_018450298.1, XP_018482124.1	XP_006285860.1
OG0009926	XP_018472029.1, XP_018450297.1	XP_023635338.1
OG0009927	XP_018453767.1, XP_018442708.1	XP_006301298.1
OG0009928	XP_018444356.1	XP_006302492.1
OG0009929	XP_018470699.1, XP_018462715.1, XP_018446066.1	XP_006300644.2
OG0009930	XP_018464040.1	XP_023643593.1
OG0009931	XP_018444019.1, XP_018476600.1	XP_006288788.1
OG0009932	XP_018465276.1, XP_018475374.1	XP_006289793.1
OG0009933	XP_018461281.1, XP_018457730.1	XP_006279348.1
OG0009934	XP_018478492.1, XP_018454324.1	XP_006288854.1
OG0009935	XP_018464918.1, XP_018477740.1	XP_023636533.1
OG0009936	XP_018452515.1	XP_006288166.1
OG0009937	XP_018454781.1, XP_018484877.1	XP_006280770.1
OG0009938	XP_018433281.1	XP_006280165.1
OG0009939	XP_018459263.1, XP_018474668.1	XP_023639983.1
OG0009940	XP_018433927.1	XP_006292187.1
OG0009941	XP_018461675.1, XP_018458902.1	XP_023638001.1
OG0009942	XP_018482789.1, XP_018433563.1	XP_006290689.1
OG0009943	XP_018483172.1, XP_018440317.1	XP_006291403.1
OG0009944	XP_018477721.1, XP_018442022.1	XP_006290679.2
OG0009945	XP_018468737.1, XP_018463826.1	XP_023638170.1
OG0009946	XP_018437928.1	XP_006292094.1
OG0009947	XP_018434569.1, XP_018478309.1, XP_018471826.1	XP_006290347.1
OG0009948	XP_018437854.1, XP_018481095.1	XP_006291894.1
OG0009949	XP_018486752.1, XP_018433689.1	XP_006306188.1
OG0009950	XP_018490665.1	XP_023645988.1
OG0009951	XP_018489258.1, XP_018439145.1	XP_023632849.1
OG0009952	XP_018492644.1	XP_006306995.2
OG0009953	XP_018485851.1, XP_018436371.1	XP_006303940.2
OG0009954	XP_018489689.1, XP_018488634.1	XP_006306887.1
OG0009955	XP_018458913.1	XP_006285988.1
OG0009956	XP_018489466.1, XP_018433008.1	XP_006303868.1
OG0009957	XP_018467237.1, XP_018489012.1	XP_006305645.1
OG0009958	XP_018486716.1	XP_006307157.2
OG0009959	XP_018432765.1, XP_018492711.1	XP_006306361.1
OG0009960	XP_018490458.1	XP_006306976.1
OG0009961	XP_018468351.1	XP_006303177.1
OG0009962	XP_018489052.1, XP_018443120.1	XP_006303966.2
OG0009963	XP_018462080.1, XP_018486506.1	XP_023644625.1
OG0009964	XP_018486522.1, XP_018463860.1	XP_006305589.1
OG0009965	XP_018470147.1, XP_018487162.1	XP_006305628.2
OG0009966	XP_018486935.1, XP_018466088.1	XP_006307014.2
OG0009967	XP_018485380.1	XP_006303520.1
OG0009968	XP_018490842.1, XP_018433553.1	XP_006303883.1
OG0009970	XP_018451349.1	XP_023632817.1
OG0009971	XP_018479553.1, XP_018470395.1	XP_006305426.2
OG0009972	XP_018490500.1	XP_006306794.1
OG0009973	XP_018478466.1	XP_023645835.1
OG0009974	XP_018447342.1, XP_018477724.1	XP_006307715.1
OG0009975	XP_018490519.1, XP_018447905.1	XP_006307283.1
OG0009976	XP_018490381.1, XP_018490380.1, XP_018490273.1	XP_006306303.1
OG0009977	XP_018449724.1, XP_018447308.1, XP_018449285.1, XP_018448178.1	XP_006305614.1
OG0009978	XP_018451881.1, XP_018466522.1	XP_006304640.1
OG0009979	XP_018479593.1, XP_018447750.1	XP_006306986.1
OG0009980	XP_018487915.1, XP_018461435.1	XP_006305045.1
OG0009981	XP_018489866.1, XP_018471106.1	XP_006303752.1
OG0009982	XP_018435553.1, XP_018447574.1	XP_006306681.1
OG0009983	XP_018489196.1, XP_018487403.1	XP_006304784.1
OG0009984	XP_018489646.1	XP_006303648.1
OG0009985	XP_018450935.1, XP_018490781.1	XP_023645011.1
OG0009986	XP_018465447.1, XP_018435970.1	XP_006307005.1
OG0009987	XP_018492522.1, XP_018440511.1	XP_006303896.2
OG0009988	XP_018492525.1	XP_006304334.2
OG0009989	XP_018489254.1, XP_018483990.1	XP_006304374.1
OG0009990	XP_018490171.1, XP_018435791.1	XP_006304385.1
OG0009991	XP_018442035.1	XP_023633220.1
OG0009992	XP_018463015.1, XP_018487864.1	XP_006306148.1
OG0009993	XP_018449707.1, XP_018486355.1	XP_006303458.2
OG0009994	XP_018451540.1	XP_023645256.1
OG0009995	XP_018461807.1, XP_018435582.1, XP_018447158.1	XP_006306316.1
OG0009996	XP_018449852.1, XP_018490366.1	XP_006304620.1
OG0009997	XP_018486997.1, XP_018487013.1	XP_006306227.1
OG0009998	XP_018472716.1	XP_006304025.1
OG0009999	XP_018472622.1, XP_018493479.1	XP_006307507.1
OG0010000	XP_018451141.1, XP_018472588.1	XP_023632861.1
OG0010001	XP_018492569.1, XP_018492557.1	XP_006307398.1
OG0010002	XP_018487337.1, XP_018487333.1, XP_018467352.1, XP_018490395.1	XP_006307527.1
OG0010003	XP_018450570.1, XP_018470159.1	XP_006307115.1
OG0010004	XP_018480040.1, XP_018489427.1	XP_023645785.1
OG0010005	XP_018491719.1, XP_018471672.1, XP_018448201.1	XP_006304005.2
OG0010006	XP_018471729.1, XP_018471706.1, XP_018461842.1, XP_018490103.1	XP_006304761.1
OG0010007	XP_018447169.1	XP_006304092.1
OG0010008	XP_018462878.1, XP_018490143.1	XP_006303631.1
OG0010009	XP_018464082.1, XP_018481738.1, XP_018466384.1	XP_006305122.2
OG0010010	XP_018447162.1, XP_018491497.1	XP_023645182.1
OG0010011	XP_018489785.1, XP_018449614.1	XP_006304165.1
OG0010012	XP_018491799.1, XP_018493424.1	XP_006305501.1
OG0010013	XP_018481414.1, XP_018493425.1	XP_006303435.1
OG0010014	XP_018433339.1, XP_018451127.1	XP_006303885.1
OG0010015	XP_018436089.1	XP_006306500.1
OG0010016	XP_018485926.1	XP_006307415.1
OG0010017	XP_018492409.1, XP_018440625.1	XP_006307432.1
OG0010018	XP_018433657.1	XP_006305732.2
OG0010019	XP_018446415.1	XP_006301973.1
OG0010020	XP_018435956.1	XP_006305743.1
OG0010021	XP_018435944.1, XP_018486799.1	XP_006305667.1
OG0010022	XP_018451336.1, XP_018466081.1	XP_006304670.2
OG0010023	XP_018438380.1	XP_006304548.2, XP_023644433.1
OG0010024	XP_018489014.1, XP_018485729.1	XP_006307268.1
OG0010025	XP_018461997.1, XP_018467268.1	XP_006305693.1
OG0010026	XP_018457322.1	XP_006301656.1
OG0010027	XP_018443444.1, XP_018485406.1	XP_006303172.1
OG0010028	XP_018449721.1, XP_018481404.1	XP_006305129.1
OG0010029	XP_018441129.1, XP_018437595.1	XP_006303185.1
OG0010030	XP_018437515.1, XP_018433518.1	XP_006305283.1
OG0010031	XP_018438114.1, XP_018481536.1, XP_018437535.1	XP_006304323.1
OG0010032	XP_018437525.1, XP_018467759.1, XP_018442073.1	XP_006304028.1
OG0010033	XP_018435082.1, XP_018487085.1	XP_006307406.1
OG0010034	XP_018491981.1, XP_018440005.1	XP_023644825.1
OG0010035	XP_018438545.1, XP_018436272.1, XP_018436271.1	XP_023645858.1
OG0010036	XP_018432997.1	XP_023644713.1
OG0010037	XP_018439743.1	XP_023634892.1, XP_023635521.1
OG0010038	XP_018462299.1, XP_018480817.1	XP_006305525.1
OG0010039	XP_018490857.1, XP_018490854.1	XP_023645552.1
OG0010040	XP_018485592.1, XP_018435134.1	XP_006303929.1
OG0010041	XP_018448149.1, XP_018435144.1	XP_006305573.1
OG0010042	XP_018463326.1, XP_018465991.1, XP_018458287.1	XP_006304310.1
OG0010043	XP_018449631.1	XP_006307441.2
OG0010044	XP_018456877.1	XP_006301049.2
OG0010045	XP_018451317.1	XP_006304473.1
OG0010046	XP_018458290.1, XP_018458288.1, XP_018449102.1	XP_023645913.1
OG0010047	XP_018449116.1, XP_018472128.1	XP_023632554.1
OG0010048	XP_018449672.1, XP_018449115.1, XP_018462886.1, XP_018482232.1	XP_006305332.1
OG0010049	XP_018487114.1, XP_018449528.1	XP_006303536.1
OG0010050	XP_018493562.1, XP_018480039.1	XP_006306027.1
OG0010051	XP_018449547.1, XP_018449553.1	XP_006307313.1
OG0010052	XP_018489120.1, XP_018489384.1	XP_006304429.1
OG0010053	XP_018441579.1	XP_006307212.1
OG0010054	XP_018447873.1, XP_018447874.1	XP_006305128.1
OG0010055	XP_018450416.1, XP_018450413.1, XP_018450417.1	XP_006307668.1
OG0010056	XP_018470098.1, XP_018440583.1	XP_006305186.1
OG0010057	XP_018434354.1	XP_006305452.1
OG0010058	XP_018438255.1, XP_018451085.1	XP_006303724.1
OG0010059	XP_018433228.1	XP_006306673.1
OG0010060	XP_018442097.1, XP_018433842.1	XP_006303818.1
OG0010061	XP_018449838.1, XP_018449913.1	XP_006303725.1
OG0010062	XP_018468787.1, XP_018449353.1, XP_018449350.1	XP_006306018.2
OG0010063	XP_018467946.1, XP_018477875.1	XP_006294176.2
OG0010064	XP_018436897.1, XP_018435307.1, XP_018483526.1	XP_023632778.1
OG0010065	XP_018441596.1, XP_018491103.1	XP_006307153.1
OG0010066	XP_018491126.1, XP_018441597.1	XP_006304251.2
OG0010067	XP_018472427.1, XP_018447860.1	XP_006305736.1
OG0010068	XP_018437549.1, XP_018492097.1	XP_006303664.1
OG0010069	XP_018479785.1, XP_018472471.1	XP_006306663.1
OG0010070	XP_018448239.1, XP_018440558.1	XP_006304971.1
OG0010071	XP_018438957.1, XP_018451694.1	XP_006306731.1
OG0010072	XP_018438498.1, XP_018479445.1	XP_006305164.1
OG0010073	XP_018469716.1, XP_018439370.1	XP_006305168.1
OG0010074	XP_018438760.1, XP_018447314.1	XP_006305230.1
OG0010075	XP_018438764.1, XP_018487545.1	XP_006304304.1
OG0010076	XP_018433469.1, XP_018449266.1	XP_023645480.1
OG0010077	XP_018458476.1, XP_018470462.1	XP_006303214.1
OG0010078	XP_018449559.1	XP_006304573.1
OG0010079	XP_018439237.1	XP_006305887.1
OG0010080	XP_018463606.1	XP_006303462.2
OG0010082	XP_018438686.1	XP_006305477.1
OG0010083	XP_018437409.1, XP_018450946.1, XP_018451549.1	XP_006306123.1
OG0010084	XP_018479365.1, XP_018466496.1, XP_018465080.1	XP_006304326.1
OG0010085	XP_018448243.1	XP_006303246.2
OG0010087	XP_018480199.1	XP_023644816.1
OG0010089	XP_018454234.1	XP_023632537.1
OG0010090	XP_018470236.1, XP_018447372.1	XP_006304212.1
OG0010091	XP_018451519.1	XP_023644650.1
OG0010092	XP_018468257.1, XP_018449165.1, XP_018447099.1	XP_006303955.1
OG0010093	XP_018439972.1, XP_018449301.1, XP_018449171.1	XP_023633016.1
OG0010094	XP_018441903.1, XP_018449153.1, XP_018451785.1	XP_006306905.1
OG0010095	XP_018435901.1, XP_018439455.1	XP_006305065.1
OG0010096	XP_018468163.1, XP_018441022.1	XP_006307186.1
OG0010097	XP_018435384.1, XP_018449740.1, XP_018449728.1	XP_006306071.1
OG0010098	XP_018487191.1, XP_018450585.1	XP_023645904.1
OG0010099	XP_018493186.1, XP_018440215.1	XP_006305448.1
OG0010100	XP_018493175.1, XP_018440213.1	XP_006304681.1
OG0010101	XP_018438195.1, XP_018447444.1	XP_006304420.1
OG0010102	XP_018469974.1, XP_018449678.1	XP_006305037.1
OG0010103	XP_018490607.1, XP_018481347.1	XP_006307208.1
OG0010104	XP_018437697.1, XP_018450528.1	XP_006305219.1
OG0010105	XP_018449496.1, XP_018442616.1	XP_006307376.1
OG0010106	XP_018438599.1, XP_018449346.1	XP_023632615.1
OG0010107	XP_018433848.1, XP_018447989.1	XP_023645706.1
OG0010108	XP_018462560.1, XP_018479456.1, XP_018479676.1	XP_006305349.2
OG0010109	XP_018449765.1	XP_006305029.1
OG0010110	XP_018439312.1	XP_006305548.1
OG0010111	XP_018438023.1	XP_006306759.1
OG0010112	XP_018447497.1	XP_006305193.1
OG0010113	XP_018449793.1	XP_006304545.2
OG0010114	XP_018437568.1	XP_006305380.1
OG0010115	XP_018437516.1, XP_018467286.1	XP_006304145.1
OG0010116	XP_018448278.1	XP_006304002.1
OG0010117	XP_018450347.1, XP_018468587.1	XP_006305285.1
OG0010118	XP_018437369.1, XP_018442571.1, XP_018483669.1	XP_023632666.1
OG0010119	XP_018439850.1, XP_018481470.1	XP_006291589.1
OG0010120	XP_018437927.1, XP_018483714.1	XP_006305636.1
OG0010121	XP_018451340.1, XP_018440321.1	XP_006304850.1
OG0010122	XP_018441265.1, XP_018433922.1	XP_006304056.1
OG0010123	XP_018441704.1, XP_018434057.1	XP_006307270.1
OG0010124	XP_018493024.1, XP_018491868.1	XP_006305199.1
OG0010125	XP_018433798.1, XP_018435771.1	XP_006306275.1
OG0010126	XP_018454697.1, XP_018462524.1	XP_006302544.1
OG0010127	XP_018469045.1, XP_018453259.1	XP_006302154.1
OG0010128	XP_018455476.1, XP_018455480.1	XP_006301717.1
OG0010129	XP_018468908.1, XP_018444256.1	XP_006300552.1
OG0010130	XP_018456148.1, XP_018452830.1	XP_006300531.2
OG0010132	XP_018458108.1, XP_018455048.1	XP_023643554.1
OG0010133	XP_018452900.1, XP_018471528.1	XP_023644117.1
OG0010134	XP_018465526.1	XP_006302647.1
OG0010135	XP_018452259.1, XP_018469441.1	XP_023643768.1
OG0010136	XP_018456739.1, XP_018459185.1	XP_006300881.1
OG0010137	XP_018459177.1, XP_018457513.1	XP_023644011.1
OG0010138	XP_018452171.1, XP_018459187.1, XP_018459186.1	XP_023643393.1
OG0010139	XP_018456275.1, XP_018442597.1	XP_006302702.1
OG0010140	XP_018438652.1, XP_018447113.1	XP_023645590.1
OG0010141	XP_018441724.1	XP_006290897.1
OG0010142	XP_018484416.1	XP_006279471.1
OG0010144	XP_018452613.1	XP_006302394.1
OG0010145	XP_018452283.1	XP_023643709.1
OG0010146	XP_018457514.1, XP_018457336.1	XP_006301231.1
OG0010147	XP_018454453.1	XP_006302334.1
OG0010148	XP_018452300.1	XP_006300401.1
OG0010149	XP_018461716.1	XP_023645554.1
OG0010150	XP_018452285.1, XP_018433350.1	XP_023643194.1
OG0010151	XP_018434943.1, XP_018458075.1	XP_006300732.1
OG0010152	XP_018464023.1, XP_018437068.1, XP_018454960.1	XP_006302292.1
OG0010153	XP_018458049.1, XP_018439489.1	XP_006302767.2
OG0010154	XP_018455113.1	XP_006300529.1
OG0010155	XP_018453013.1, XP_018441454.1	XP_006301321.1
OG0010156	XP_018456057.1, XP_018463707.1, XP_018442048.1	XP_006302304.1
OG0010157	XP_018438088.1, XP_018457368.1	XP_006302724.1
OG0010158	XP_018436653.1	XP_023643249.1
OG0010159	XP_018440731.1	XP_006300742.1
OG0010160	XP_018436935.1, XP_018453316.1	XP_006302397.1
OG0010161	XP_018433539.1	XP_006300335.1
OG0010162	XP_018446497.1, XP_018440574.1	XP_006300434.1
OG0010163	XP_018456300.1, XP_018454178.1	XP_006302153.1
OG0010164	XP_018454294.1	XP_006300976.1
OG0010165	XP_018463361.1, XP_018454177.1	XP_023643620.1
OG0010166	XP_018453551.1, XP_018455628.1, XP_018455195.1, XP_018473132.1, XP_018473370.1, XP_018474212.1, XP_018473135.1, XP_018473136.1	XP_023645166.1
OG0010167	XP_018453905.1, XP_018453907.1	XP_023637474.1
OG0010168	XP_018457351.1, XP_018461255.1	XP_023642975.1
OG0010169	XP_018455108.1, XP_018435150.1	XP_006301429.1
OG0010170	XP_018437771.1, XP_018454171.1, XP_018455234.1, XP_018455229.1	XP_006302295.1
OG0010171	XP_018469771.1, XP_018450802.1	XP_006285869.1
OG0010172	XP_018451994.1, XP_018454281.1	XP_006302727.1
OG0010173	XP_018453312.1, XP_018452046.1	XP_006302524.1
OG0010174	XP_018456625.1	XP_006300830.1
OG0010175	XP_018473471.1, XP_018474936.1	XP_006288921.1
OG0010176	XP_018466934.1, XP_018455696.1	XP_006282002.1
OG0010177	XP_018477801.1, XP_018459929.1	XP_006280942.2
OG0010178	XP_018459932.1	XP_006279749.1
OG0010179	XP_018456259.1	XP_006282352.1
OG0010180	XP_018439838.1, XP_018464925.1	XP_023643032.1
OG0010181	XP_018457976.1, XP_018483842.1	XP_006281440.1
OG0010182	XP_018439032.1, XP_018482052.1	XP_006279730.1
OG0010183	XP_018485020.1	XP_006280516.1
OG0010184	XP_018436947.1, XP_018480685.1	XP_006281139.1
OG0010185	XP_018455641.1, XP_018481166.1	XP_023644020.1
OG0010186	XP_018468862.1, XP_018482360.1	XP_006282476.1
OG0010187	XP_018455212.1	XP_006287054.1
OG0010188	XP_018450973.1, XP_018470640.1	XP_006285688.1
OG0010189	XP_018471913.1	XP_006285006.1
OG0010190	XP_018451166.1	XP_006294529.2
OG0010191	XP_018471121.1, XP_018467838.1, XP_018471120.1	XP_006285846.2
OG0010192	XP_018469297.1, XP_018463021.1	XP_006304549.1
OG0010193	XP_018464744.1, XP_018488098.1	XP_006306550.1
OG0010194	XP_018458038.1, XP_018488158.1	XP_006306473.1
OG0010195	XP_018489584.1, XP_018489531.1, XP_018458037.1	XP_006305410.1
OG0010196	XP_018487076.1	XP_006305107.1
OG0010197	XP_018445150.1, XP_018445149.1, XP_018461951.1	XP_006302729.1
OG0010198	XP_018464094.1, XP_018443056.1, XP_018445404.1	XP_006302833.1
OG0010199	XP_018483960.1, XP_018484301.1, XP_018466433.1	XP_023633796.1
OG0010200	XP_018477147.1, XP_018483265.1, XP_018466432.1, XP_018472276.1	XP_006285345.1
OG0010201	XP_018493586.1, XP_018493555.1	XP_023634625.1
OG0010202	XP_018480215.1, XP_018450231.1	XP_006282642.1
OG0010203	XP_018447628.1	XP_006284260.1
OG0010204	XP_018480218.1, XP_018447271.1	XP_006283911.1
OG0010205	XP_018450575.1, XP_018449394.1, XP_018483853.1	XP_006284600.1
OG0010206	XP_018450458.1, XP_018451518.1, XP_018484168.1	XP_006284338.1
OG0010207	XP_018444443.1, XP_018450461.1	XP_023635436.1
OG0010209	XP_018477695.1, XP_018459475.1	XP_006284058.1
OG0010210	XP_018449295.1, XP_018465842.1	XP_006284291.1
OG0010211	XP_018481834.1, XP_018459490.1, XP_018469318.1	XP_006284748.1
OG0010212	XP_018471773.1, XP_018450437.1	XP_006283685.1
OG0010213	XP_018480429.1, XP_018472226.1	XP_023633771.1
OG0010214	XP_018469094.1, XP_018459829.1, XP_018449517.1	XP_006286045.1
OG0010215	XP_018447144.1	XP_023634603.1
OG0010216	XP_018451319.1	XP_006284714.1
OG0010217	XP_018451318.1, XP_018471431.1	XP_006283782.1
OG0010218	XP_018469587.1, XP_018449698.1	XP_023635534.1
OG0010219	XP_018453535.1, XP_018480866.1	XP_006286269.2
OG0010220	XP_018485262.1	XP_006285742.1
OG0010221	XP_018444530.1, XP_018444269.1	XP_006283495.1
OG0010222	XP_018447405.1, XP_018449011.1	XP_006283655.1
OG0010223	XP_018452375.1, XP_018480946.1	XP_006284634.1
OG0010224	XP_018449607.1, XP_018449596.1, XP_018468644.1	XP_006283942.1
OG0010225	XP_018449992.1, XP_018484536.1	XP_006283771.1
OG0010226	XP_018471941.1, XP_018471942.1	XP_006286070.1
OG0010227	XP_018459222.1, XP_018471401.1	XP_006285754.1
OG0010228	XP_018451011.1, XP_018481512.1, XP_018469839.1, XP_018469852.1	XP_006282757.2
OG0010229	XP_018451013.1, XP_018477855.1	XP_006284188.1
OG0010230	XP_018470279.1, XP_018483965.1	XP_006283101.1
OG0010231	XP_018451496.1, XP_018467205.1, XP_018470634.1	XP_006284196.1
OG0010232	XP_018470491.1, XP_018449127.1	XP_006282990.1
OG0010233	XP_018450397.1, XP_018450399.1, XP_018467834.1, XP_018471957.1	XP_023635448.1
OG0010234	XP_018463778.1, XP_018472024.1	XP_006284955.1
OG0010235	XP_018449549.1, XP_018468638.1	XP_006284478.1
OG0010236	XP_018449255.1	XP_006284680.1
OG0010237	XP_018469072.1, XP_018450164.1	XP_006286240.1
OG0010238	XP_018470601.1	XP_023634593.1
OG0010239	XP_018471130.1, XP_018449242.1	XP_006283938.1
OG0010240	XP_018452964.1, XP_018469632.1, XP_018469562.1	XP_006283943.2
OG0010241	XP_018450581.1	XP_006286091.1
OG0010242	XP_018468010.1, XP_018480344.1, XP_018480345.1	XP_023634775.1
OG0010243	XP_018468006.1, XP_018451802.1	XP_006283074.1
OG0010244	XP_018474040.1	XP_023632983.1
OG0010245	XP_018469622.1, XP_018450350.1	XP_006282497.1
OG0010246	XP_018446879.1, XP_018468797.1	XP_006282588.1
OG0010247	XP_018448072.1, XP_018471990.1	XP_006283708.1
OG0010248	XP_018481190.1, XP_018459210.1	XP_023635651.1
OG0010249	XP_018451898.1, XP_018471221.1	XP_023634212.1
OG0010250	XP_018471357.1, XP_018478039.1	XP_006284646.1
OG0010251	XP_018478038.1	XP_006284094.1
OG0010252	XP_018468789.1, XP_018468783.1	XP_006283447.2
OG0010253	XP_018468791.1, XP_018470263.1, XP_018481011.1	XP_006284010.1
OG0010254	XP_018462200.1	XP_006284121.2
OG0010255	XP_018458095.1, XP_018459243.1	XP_006283368.1
OG0010256	XP_018477532.1, XP_018459252.1	XP_006285119.1
OG0010257	XP_018450160.1, XP_018477296.1	XP_006283948.1
OG0010258	XP_018470812.1, XP_018483754.1	XP_006282673.1
OG0010259	XP_018483753.1, XP_018465086.1	XP_006283667.1
OG0010260	XP_018470816.1, XP_018448445.1, XP_018459258.1	XP_006285386.1
OG0010261	XP_018461795.1	XP_023640531.1, XP_023635130.1
OG0010262	XP_018472300.1, XP_018462050.1	XP_006280983.1
OG0010263	XP_018465843.1, XP_018471136.1	XP_006283988.1
OG0010264	XP_018450922.1, XP_018465433.1, XP_018483648.1	XP_006284949.1
OG0010265	XP_018463103.1, XP_018449393.1, XP_018465742.1	XP_006283875.1
OG0010266	XP_018469720.1	XP_006284964.1
OG0010267	XP_018451893.1, XP_018471843.1	XP_006286334.2
OG0010268	XP_018480922.1, XP_018458029.1	XP_006282745.1
OG0010269	XP_018480623.1, XP_018468607.1	XP_006284685.2
OG0010270	XP_018451801.1, XP_018472036.1	XP_006282567.1
OG0010271	XP_018478864.1	XP_006284070.1
OG0010272	XP_018447448.1, XP_018451542.1	XP_006285518.1
OG0010273	XP_018449899.1, XP_018481434.1	XP_006286247.1
OG0010274	XP_018460693.1, XP_018450249.1, XP_018467810.1	XP_023635282.1
OG0010275	XP_018452504.1, XP_018483602.1	XP_023634189.1
OG0010276	XP_018492599.1	XP_006299118.1
OG0010277	XP_018434280.1, XP_018461770.1, XP_018460853.1	XP_023641708.1
OG0010278	XP_018469631.1, XP_018457248.1	XP_006302957.1
OG0010279	XP_018469343.1, XP_018457406.1, XP_018462928.1	XP_006302822.1
OG0010280	XP_018457121.1, XP_018457125.1, XP_018453817.1	XP_023643186.1
OG0010281	XP_018469986.1, XP_018454612.1	XP_006302895.1
OG0010282	XP_018454727.1, XP_018468692.1	XP_006302268.1
OG0010283	XP_018452536.1	XP_006301234.1
OG0010284	XP_018446245.1, XP_018444200.1	XP_006301547.2
OG0010285	XP_018452475.1, XP_018442404.1	XP_006302677.1
OG0010286	XP_018438269.1	XP_006307259.1
OG0010287	XP_018450979.1, XP_018492834.1	XP_023645359.1
OG0010288	XP_018436860.1, XP_018448160.1	XP_006304180.1
OG0010289	XP_018472912.1, XP_018435047.1	XP_006305648.1
OG0010290	XP_018484274.1, XP_018434906.1	XP_006303400.2
OG0010291	XP_018447325.1	XP_006304745.1
OG0010292	XP_018437366.1	XP_006305852.1
OG0010293	XP_018472159.1, XP_018475463.1	XP_006289757.1
OG0010294	XP_018463324.1, XP_018472160.1, XP_018457519.1	XP_023635721.1
OG0010295	XP_018453458.1, XP_018471008.1	XP_006289855.1
OG0010296	XP_018455982.1, XP_018455985.1	XP_006288220.1
OG0010297	XP_018465869.1	XP_006289789.1
OG0010298	XP_018472747.1, XP_018473612.1	XP_006286902.1
OG0010299	XP_018475957.1	XP_006287157.1
OG0010300	XP_018454500.1, XP_018454499.1	XP_006287099.1
OG0010301	XP_018461671.1, XP_018456484.1	XP_006290184.1
OG0010302	XP_018481015.1, XP_018437613.1	XP_006292885.1
OG0010304	XP_018452544.1	XP_006286822.1
OG0010305	XP_018453088.1	XP_006288230.1
OG0010306	XP_018453011.1	XP_023637197.1
OG0010307	XP_018474367.1, XP_018474383.1	XP_023636325.1
OG0010308	XP_018453027.1, XP_018462388.1	XP_006288206.2
OG0010309	XP_018456206.1	XP_006288476.1
OG0010310	XP_018475318.1	XP_006286484.1
OG0010311	XP_018456216.1	XP_006290091.1
OG0010312	XP_018476565.1, XP_018456211.1	XP_006287568.1
OG0010313	XP_018457498.1, XP_018457502.1	XP_006287871.1
OG0010314	XP_018452606.1, XP_018452616.1	XP_006287654.1
OG0010315	XP_018464597.1, XP_018456140.1	XP_023636933.1
OG0010316	XP_018460265.1, XP_018468998.1	XP_006289824.1
OG0010317	XP_018453304.1	XP_006283851.1
OG0010318	XP_018440491.1	XP_006295681.1
OG0010319	XP_018484987.1, XP_018478789.1	XP_023642591.1, XP_023640246.1
OG0010320	XP_018433761.1	XP_023644675.1
OG0010321	XP_018447387.1, XP_018479203.1	XP_006307543.1
OG0010322	XP_018435706.1, XP_018448146.1	XP_006307409.1
OG0010323	XP_018441300.1, XP_018477401.1	XP_006306602.2
OG0010324	XP_018472263.1	XP_006284202.1
OG0010325	XP_018449380.1, XP_018445987.1	XP_006284523.2
OG0010326	XP_018451427.1	XP_006283068.1
OG0010327	XP_018447516.1, XP_018450909.1, XP_018484612.1	XP_023634642.1
OG0010328	XP_018482197.1, XP_018469400.1	XP_006285000.1
OG0010329	XP_018468980.1	XP_006284633.1
OG0010330	XP_018468985.1, XP_018451092.1	XP_006284409.1
OG0010331	XP_018449584.1, XP_018481697.1	XP_006283803.1
OG0010332	XP_018484983.1, XP_018471551.1	XP_006283946.1
OG0010333	XP_018482283.1, XP_018469517.1, XP_018472186.1	XP_006285230.1
OG0010334	XP_018451745.1	XP_006282569.1
OG0010335	XP_018464786.1, XP_018451344.1, XP_018451345.1	XP_006283541.1
OG0010336	XP_018455150.1, XP_018461620.1, XP_018450051.1	XP_006284867.1
OG0010337	XP_018482592.1, XP_018455802.1	XP_006292771.2
OG0010338	XP_018477315.1, XP_018435168.1, XP_018464838.1	XP_006291103.1
OG0010339	XP_018467396.1, XP_018458397.1, XP_018455715.1, XP_018438663.1	XP_006292460.1
OG0010340	XP_018460567.1, XP_018480668.1, XP_018436839.1	XP_006291968.1
OG0010341	XP_018465303.1, XP_018465493.1	XP_023632870.1
OG0010343	XP_018450086.1	XP_006305812.1
OG0010344	XP_018479982.1, XP_018491482.1, XP_018434884.1, XP_018451294.1	XP_006307673.1
OG0010345	XP_018473771.1	XP_006304568.1, XP_023632755.1
OG0010346	XP_018489577.1, XP_018462297.1, XP_018480014.1	XP_006305785.1
OG0010347	XP_018482205.1, XP_018450340.1	XP_006305059.1
OG0010349	XP_018467405.1, XP_018453560.1, XP_018453561.1	XP_006292642.2
OG0010350	XP_018467444.1	XP_006306545.1
OG0010351	XP_018493468.1	XP_006299303.1
OG0010352	XP_018478892.1, XP_018490124.1	XP_006307522.1
