Orthogroup	Raphanus_sativus	Brassica_oleracea
OG0006447	XP_018452916.1	XP_013616210.1
OG0006448	XP_018445760.1, XP_018445759.1, XP_018460050.1	XP_013589489.1
OG0006448	XP_018453170.1	XP_013591911.1
OG0006449	XP_018455240.1	XP_013590712.1
OG0006449	XP_018445097.1	XP_013590575.1
OG0006450	XP_018444091.1, XP_018444173.1	XP_013620980.1
OG0006450	XP_018446923.1	XP_013591812.1
OG0006451	XP_018446957.1	XP_013592714.1
OG0006451	XP_018445544.1, XP_018445563.1, XP_018465528.1	XP_013589732.1
OG0006452	XP_018460247.1, XP_018472432.1	XP_013619062.1
OG0006452	XP_018445545.1, XP_018445564.1	XP_013589742.1
OG0006453	XP_018456577.1	XP_013588487.1, XP_013590908.1
OG0006454	XP_018454555.1	XP_013590670.1
OG0006454	XP_018467990.1	XP_013619309.1
OG0006455	XP_018471209.1	XP_013618366.1
OG0006456	XP_018482539.1	XP_013597626.1
OG0006456	XP_018450706.1	XP_013604851.1
OG0006457	XP_018478546.1	XP_013594246.1
OG0006457	XP_018468703.1, XP_018468693.1	XP_013588990.1
OG0006458	XP_018455962.1, XP_018465942.1, XP_018489149.1	XP_013617263.1
OG0006459	XP_018468400.1, XP_018468407.1	XP_013583465.1
OG0006459	XP_018482329.1, XP_018460044.1	XP_013598904.1
OG0006460	XP_018478553.1	XP_013598905.1
OG0006460	XP_018467783.1, XP_018470963.1	XP_013605451.1
OG0006461	XP_018458180.1	XP_013609760.1
OG0006461	XP_018460077.1, XP_018481126.1	XP_013594184.1
OG0006462	XP_018454735.1	XP_013608952.1, XP_013608881.1
OG0006463	XP_018473292.1, XP_018473526.1	XP_013622791.1
OG0006463	XP_018464200.1, XP_018468049.1	XP_013618314.1
OG0006464	XP_018456047.1	XP_013607003.1
OG0006464	XP_018477575.1	XP_013599406.1
OG0006465	XP_018439107.1	XP_013616382.1
OG0006465	XP_018466801.1, XP_018458457.1	XP_013595360.1
OG0006466	XP_018452732.1	XP_013609592.1
OG0006466	XP_018480796.1	XP_013596925.1
OG0006467	XP_018462693.1, XP_018465961.1	XP_013618117.1
OG0006467	XP_018453087.1, XP_018457396.1	XP_013613302.1
OG0006468	XP_018489725.1	XP_013626854.1
OG0006468	XP_018433898.1	XP_013626798.1
OG0006469	XP_018485149.1, XP_018434288.1	XP_013614364.1
OG0006470	XP_018478189.1	XP_013593221.1
OG0006470	XP_018434355.1, XP_018434370.1	XP_013616584.1
OG0006471	XP_018437361.1, XP_018466097.1	XP_013621542.1
OG0006471	XP_018477483.1, XP_018458733.1	XP_013597825.1
OG0006472	XP_018480857.1, XP_018458731.1	XP_013593801.1
OG0006472	XP_018441907.1	XP_013618139.1
OG0006473	XP_018438444.1	XP_013615984.1
OG0006473	XP_018466754.1	XP_013599378.1
OG0006474	XP_018485152.1	XP_013621078.1, XP_013612175.1, XP_013598166.1
OG0006475	XP_018436779.1, XP_018460539.1	XP_013618578.1
OG0006475	XP_018481724.1, XP_018480765.1	XP_013596002.1
OG0006476	XP_018437589.1, XP_018460542.1	XP_013619200.1
OG0006476	XP_018481833.1, XP_018480766.1	XP_013596498.1
OG0006477	XP_018464813.1	XP_013615850.1
OG0006477	XP_018484665.1	XP_013598662.1
OG0006478	XP_018458055.1	XP_013607403.1
OG0006478	XP_018449741.1	XP_013603517.1
OG0006479	XP_018483330.1, XP_018463592.1	XP_013598276.1
OG0006479	XP_018452235.1	XP_013614746.1, XP_013610880.1
OG0006480	XP_018481774.1, XP_018481772.1	XP_013597996.1
OG0006480	XP_018456984.1, XP_018464594.1	XP_013612057.1
OG0006481	XP_018437141.1	XP_013619125.1
OG0006481	XP_018460921.1	XP_013596100.1
OG0006482	XP_018457371.1	XP_013590110.1
OG0006482	XP_018471199.1	XP_013615895.1
OG0006483	XP_018445619.1, XP_018442138.1, XP_018445618.1	XP_013587856.1
OG0006483	XP_018471200.1	XP_013615896.1
OG0006484	XP_018455264.1	XP_013591035.1
OG0006484	XP_018469330.1	XP_013619325.1
OG0006484	XP_018444648.1	XP_013591116.1
OG0006485	XP_018442840.1, XP_018442819.1	XP_013588706.1
OG0006485	XP_018456083.1, XP_018456086.1	XP_013588756.1
OG0006486	XP_018454643.1, XP_018462190.1	XP_013588492.1
OG0006487	XP_018457777.1	XP_013588505.1
OG0006487	XP_018461477.1, XP_018470262.1	XP_013614645.1
OG0006488	XP_018456581.1	XP_013611720.1
OG0006488	XP_018483652.1	XP_013598099.1
OG0006489	XP_018433160.1	XP_013620300.1
OG0006490	XP_018436770.1	XP_013616627.1
OG0006490	XP_018466623.1, XP_018480940.1	XP_013596088.1
OG0006491	XP_018492291.1	XP_013586384.1
OG0006492	XP_018466965.1, XP_018467094.1	XP_013618514.1, XP_013592222.1, XP_013609702.1
OG0006493	XP_018483121.1, XP_018491205.1, XP_018434296.1, XP_018487815.1, XP_018473759.1	XP_013589857.1
OG0006494	XP_018447386.1	XP_013599649.1
OG0006494	XP_018476952.1	XP_013587920.1
OG0006495	XP_018451470.1	XP_013602682.1
OG0006495	XP_018489311.1	XP_013587396.1
OG0006496	XP_018448009.1	XP_013628374.1
OG0006496	XP_018434433.1	XP_013589852.1
OG0006497	XP_018442081.1	XP_013587770.1
OG0006497	XP_018485727.1	XP_013638211.1
OG0006498	XP_018471311.1	XP_013620851.1
OG0006499	XP_018449138.1	XP_013629321.1
OG0006499	XP_018465467.1, XP_018441582.1	XP_013592185.1
OG0006500	XP_018489978.1	XP_013590865.1
OG0006500	XP_018442928.1	XP_013588325.1
OG0006501	XP_018443398.1	XP_013592400.1
OG0006501	XP_018460895.1, XP_018491602.1	XP_013592582.1
OG0006502	XP_018442941.1	XP_013588238.1
OG0006502	XP_018485511.1	XP_013592781.1
OG0006503	XP_018452777.1	XP_013608953.1
OG0006504	XP_018476255.1	XP_013634589.1, XP_013622387.1
OG0006504	XP_018434776.1	XP_013634353.1
OG0006505	XP_018433843.1	XP_013631841.1
OG0006505	XP_018476609.1, XP_018476611.1	XP_013622440.1
OG0006506	XP_018436832.1	XP_013637465.1
OG0006507	XP_018461503.1, XP_018481574.1	XP_013635400.1
OG0006507	XP_018438716.1, XP_018466426.1	XP_013635326.1
OG0006508	XP_018475070.1	XP_013628261.1, XP_013628268.1, XP_013615393.1
OG0006508	XP_018434049.1	XP_013637172.1
OG0006509	XP_018482248.1	XP_013635933.1
OG0006509	XP_018434156.1, XP_018436357.1	XP_013632140.1
OG0006510	XP_018459511.1	XP_013631985.1, XP_013629584.1
OG0006510	XP_018477872.1	XP_013634295.1
OG0006511	XP_018441610.1	XP_013637587.1
OG0006511	XP_018477516.1, XP_018477479.1	XP_013637609.1
OG0006512	XP_018478133.1, XP_018463148.1	XP_013636527.1
OG0006513	XP_018474629.1	XP_013625754.1
OG0006513	XP_018480448.1, XP_018464074.1	XP_013633730.1
OG0006515	XP_018467692.1	XP_013624352.1
OG0006516	XP_018471820.1	XP_013605877.1
OG0006516	XP_018451662.1, XP_018484602.1	XP_013598714.1
OG0006517	XP_018446648.1	XP_013611771.1
OG0006517	XP_018451490.1	XP_013629673.1
OG0006518	XP_018467892.1	XP_013604963.1
OG0006518	XP_018447100.1	XP_013622155.1
OG0006519	XP_018483971.1	XP_013598261.1
OG0006519	XP_018451683.1	XP_013630306.1
OG0006519	XP_018471247.1	XP_013601989.1
OG0006520	XP_018481315.1	XP_013626329.1, XP_013596270.1
OG0006520	XP_018450736.1	XP_013607499.1
OG0006521	XP_018462296.1, XP_018449231.1	XP_013623126.1
OG0006521	XP_018470775.1	XP_013597049.1
OG0006522	XP_018468523.1	XP_013587690.1
OG0006522	XP_018460170.1, XP_018460171.1, XP_018450004.1	XP_013627495.1
OG0006523	XP_018439103.1, XP_018452706.1	XP_013607090.1
OG0006523	XP_018483900.1, XP_018458458.1	XP_013593750.1
OG0006524	XP_018464472.1, XP_018464474.1	XP_013599182.1
OG0006524	XP_018456703.1, XP_018456693.1	XP_013607827.1
OG0006525	XP_018444729.1, XP_018454152.1	XP_013615757.1
OG0006525	XP_018477459.1	XP_013593051.1
OG0006526	XP_018478959.1	XP_013593315.1
OG0006526	XP_018457962.1	XP_013637664.1
OG0006527	XP_018477988.1, XP_018460903.1	XP_013593155.1
OG0006527	XP_018472425.1, XP_018472426.1	XP_013597562.1
OG0006528	XP_018462661.1, XP_018482327.1	XP_013597019.1
OG0006528	XP_018470547.1	XP_013589095.1
OG0006529	XP_018448839.1	XP_013607299.1
OG0006529	XP_018480743.1, XP_018462657.1	XP_013597537.1
OG0006530	XP_018482717.1, XP_018478181.1	XP_013595578.1
OG0006530	XP_018468159.1	XP_013584554.1
OG0006531	XP_018480890.1, XP_018463744.1	XP_013596516.1
OG0006531	XP_018447533.1	XP_013603476.1
OG0006532	XP_018471540.1	XP_013602599.1
OG0006532	XP_018462551.1, XP_018451178.1	XP_013604917.1
OG0006533	XP_018462552.1	XP_013604919.1
OG0006533	XP_018461577.1, XP_018482456.1	XP_013595438.1
OG0006534	XP_018468627.1	XP_013592914.1
OG0006534	XP_018437405.1	XP_013602805.1
OG0006535	XP_018452033.1	XP_013635692.1
OG0006535	XP_018477849.1	XP_013594161.1
OG0006536	XP_018433597.1	XP_013605897.1
OG0006536	XP_018484492.1	XP_013593555.1
OG0006537	XP_018437537.1	XP_013603273.1
OG0006537	XP_018469186.1, XP_018482143.1, XP_018479270.1	XP_013596593.1
OG0006538	XP_018478368.1	XP_013593582.1
OG0006538	XP_018434956.1	XP_013591242.1, XP_013602377.1
OG0006539	XP_018471491.1	XP_013599073.1
OG0006540	XP_018471463.1, XP_018471476.1	XP_013603310.1
OG0006540	XP_018484489.1	XP_013598847.1
OG0006541	XP_018472116.1, XP_018470559.1	XP_013614676.1
OG0006542	XP_018470978.1, XP_018470977.1	XP_013616408.1
OG0006542	XP_018457319.1, XP_018457320.1	XP_013612224.1
OG0006543	XP_018476912.1	XP_013629499.1
OG0006543	XP_018457678.1, XP_018457680.1	XP_013606319.1
OG0006544	XP_018472737.1	XP_013622421.1
OG0006544	XP_018468777.1, XP_018468538.1	XP_013613704.1
OG0006545	XP_018457875.1	XP_013606256.1
OG0006545	XP_018432821.1, XP_018432867.1, XP_018492555.1	XP_013622308.1
OG0006546	XP_018434719.1	XP_013593597.1
OG0006546	XP_018454919.1, XP_018457094.1	XP_013607184.1
OG0006547	XP_018433697.1	XP_013593672.1
OG0006547	XP_018457093.1	XP_013608700.1
OG0006548	XP_018465476.1	XP_013609973.1
OG0006549	XP_018479046.1, XP_018433577.1	XP_013593789.1
OG0006549	XP_018492395.1	XP_013623132.1
OG0006550	XP_018482574.1	XP_013595230.1
OG0006550	XP_018469935.1	XP_013599767.1
OG0006551	XP_018482587.1	XP_013595238.1
OG0006551	XP_018469943.1	XP_013639493.1
OG0006552	XP_018467003.1, XP_018470326.1	XP_013599207.1
OG0006552	XP_018483659.1	XP_013597883.1
OG0006553	XP_018483561.1	XP_013598126.1
OG0006553	XP_018470324.1	XP_013602836.1
OG0006554	XP_018477539.1	XP_013625198.1, XP_013593596.1
OG0006554	XP_018469137.1	XP_013614831.1
OG0006555	XP_018448875.1	XP_013617569.1
OG0006556	XP_018472163.1	XP_013596589.1, XP_013627209.1, XP_013586436.1
OG0006557	XP_018460970.1, XP_018460968.1, XP_018448934.1	XP_013622301.1
OG0006558	XP_018483114.1, XP_018483116.1	XP_013593270.1
OG0006558	XP_018448711.1	XP_013598646.1
OG0006559	XP_018451969.1	XP_013635060.1, XP_013612961.1
OG0006560	XP_018457697.1	XP_013613902.1
OG0006561	XP_018467957.1	XP_013608613.1
OG0006562	XP_018437335.1	XP_013589339.1
OG0006563	XP_018451398.1	XP_013628404.1
OG0006563	XP_018471358.1	XP_013608064.1, XP_013608216.1
OG0006564	XP_018469770.1	XP_013614740.1
OG0006565	XP_018473455.1	XP_013635908.1, XP_013625362.1
OG0006566	XP_018485011.1	XP_013599197.1
OG0006566	XP_018469994.1	XP_013598343.1
OG0006567	XP_018481210.1	XP_013595828.1
OG0006567	XP_018471734.1	XP_013636386.1
OG0006568	XP_018484115.1, XP_018479187.1	XP_013599308.1
OG0006568	XP_018460843.1	XP_013607763.1
OG0006569	XP_018468659.1	XP_013638797.1
OG0006569	XP_018481927.1, XP_018481926.1	XP_013615438.1, XP_013595929.1
OG0006570	XP_018481928.1, XP_018481931.1	XP_013599270.1
OG0006570	XP_018449335.1, XP_018450882.1	XP_013625837.1
OG0006571	XP_018481896.1	XP_013596355.1
OG0006572	XP_018471213.1	XP_013611449.1
OG0006572	XP_018459199.1, XP_018447963.1	XP_013627428.1
OG0006573	XP_018443769.1	XP_013597658.1, XP_013597733.1
OG0006574	XP_018467700.1	XP_013589315.1
OG0006574	XP_018481946.1	XP_013596704.1
OG0006575	XP_018451536.1	XP_013595050.1
OG0006576	XP_018479233.1	XP_013596617.1
OG0006576	XP_018470266.1	XP_013589261.1
OG0006577	XP_018481901.1	XP_013596625.1
OG0006577	XP_018469636.1, XP_018460060.1, XP_018460058.1	XP_013593481.1
OG0006578	XP_018468974.1	XP_013586002.1
OG0006578	XP_018481905.1	XP_013596220.1, XP_013596310.1
OG0006579	XP_018433790.1, XP_018452941.1	XP_013612759.1
OG0006579	XP_018433800.1	XP_013593008.1
OG0006580	XP_018454869.1	XP_013609804.1
OG0006580	XP_018437896.1	XP_013596739.1
OG0006581	XP_018441257.1	XP_013621655.1
OG0006581	XP_018453363.1	XP_013607110.1
OG0006582	XP_018459646.1	XP_013636172.1
OG0006582	XP_018445761.1	XP_013604674.1, XP_013591687.1
OG0006583	XP_018459628.1	XP_013631282.1
OG0006584	XP_018477335.1	XP_013637476.1
OG0006584	XP_018490267.1, XP_018490376.1	XP_013600743.1
OG0006585	XP_018490129.1	XP_013603444.1
OG0006586	XP_018486191.1	XP_013605925.1
OG0006586	XP_018478847.1	XP_013631362.1
OG0006587	XP_018488940.1	XP_013600770.1
OG0006587	XP_018465284.1	XP_013633974.1
OG0006588	XP_018460098.1, XP_018460100.1, XP_018444662.1	XP_013588917.1
OG0006589	XP_018460088.1, XP_018446169.1	XP_013588907.1
OG0006589	XP_018492418.1	XP_013604577.1
OG0006590	XP_018492401.1, XP_018492412.1	XP_013605889.1
OG0006590	XP_018478915.1, XP_018481585.1	XP_013636667.1
OG0006591	XP_018491665.1, XP_018491593.1	XP_013605766.1
OG0006591	XP_018481450.1	XP_013591018.1
OG0006592	XP_018445193.1, XP_018445195.1	XP_013591977.1
OG0006592	XP_018478560.1	XP_013631506.1
OG0006593	XP_018490504.1, XP_018490502.1	XP_013603429.1
OG0006593	XP_018481082.1, XP_018461535.1	XP_013634135.1
OG0006594	XP_018446735.1	XP_013587903.1
OG0006595	XP_018491571.1	XP_013636187.1
OG0006595	XP_018478389.1, XP_018459604.1	XP_013636184.1
OG0006596	XP_018477231.1	XP_013631584.1
OG0006596	XP_018485580.1	XP_013604795.1
OG0006597	XP_018443621.1, XP_018442739.1	XP_013590012.1
OG0006597	XP_018492881.1	XP_013600058.1
OG0006598	XP_018487224.1	XP_013602328.1
OG0006598	XP_018477847.1, XP_018482924.1	XP_013633660.1
OG0006599	XP_018469235.1	XP_013590968.1
OG0006599	XP_018474580.1, XP_018474583.1	XP_013626227.1
OG0006600	XP_018467301.1, XP_018459950.1	XP_013631984.1
OG0006600	XP_018486395.1	XP_013600089.1
OG0006601	XP_018488800.1	XP_013603419.1
OG0006601	XP_018444568.1	XP_013591093.1
OG0006602	XP_018493293.1, XP_018493265.1	XP_013605194.1
OG0006602	XP_018458774.1, XP_018463793.1	XP_013631031.1
OG0006603	XP_018486087.1, XP_018488383.1	XP_013587795.1, XP_013631588.1, XP_013605050.1
OG0006604	XP_018458569.1, XP_018460406.1, XP_018432543.1	XP_013633773.1
OG0006604	XP_018486125.1	XP_013601986.1
OG0006605	XP_018461232.1	XP_013600081.1
OG0006606	XP_018486536.1	XP_013600502.1
OG0006607	XP_018444477.1	XP_013603395.1, XP_013590978.1
OG0006608	XP_018487513.1	XP_013602480.1
OG0006608	XP_018483405.1, XP_018481621.1	XP_013635449.1
OG0006609	XP_018483404.1, XP_018477597.1	XP_013636629.1
OG0006610	XP_018484866.1	XP_013630979.1
OG0006610	XP_018489845.1, XP_018489846.1	XP_013603269.1
OG0006611	XP_018486108.1	XP_013605310.1
OG0006611	XP_018443054.1, XP_018461005.1	XP_013592874.1
OG0006612	XP_018444449.1	XP_013590500.1
OG0006612	XP_018486558.1	XP_013602319.1
OG0006613	XP_018485556.1	XP_013605052.1
OG0006613	XP_018478256.1	XP_013636202.1
OG0006614	XP_018491812.1	XP_013604757.1
OG0006615	XP_018448047.1, XP_018445779.1	XP_013615858.1
OG0006615	XP_018452971.1, XP_018447236.1	XP_013611313.1
OG0006616	XP_018455906.1, XP_018457669.1, XP_018462447.1	XP_013606485.1
OG0006617	XP_018468175.1	XP_013616650.1
OG0006617	XP_018454671.1	XP_013608770.1
OG0006618	XP_018482185.1, XP_018482190.1	XP_013597249.1
OG0006618	XP_018470030.1, XP_018470029.1	XP_013594351.1
OG0006619	XP_018462450.1, XP_018432911.1	XP_013630547.1
OG0006620	XP_018487117.1	XP_013592959.1
OG0006620	XP_018437904.1	XP_013617359.1
OG0006621	XP_018444521.1	XP_013590902.1
OG0006621	XP_018469499.1	XP_013619496.1
OG0006621	XP_018444831.1	XP_013590528.1
OG0006622	XP_018456776.1	XP_013616183.1
OG0006622	XP_018443964.1	XP_013591459.1, XP_013590068.1
OG0006623	XP_018446983.1	XP_013616122.1
OG0006623	XP_018443021.1	XP_013589888.1
OG0006624	XP_018453374.1, XP_018453377.1	XP_013591083.1
OG0006625	XP_018457591.1	XP_013590572.1
OG0006625	XP_018444478.1	XP_013590797.1
OG0006626	XP_018478346.1	XP_013594051.1
OG0006626	XP_018453187.1	XP_013609195.1
OG0006627	XP_018434531.1	XP_013615564.1, XP_013596217.1, XP_013596295.1
OG0006628	XP_018492832.1	XP_013622854.1, XP_013593475.1
OG0006629	XP_018434623.1, XP_018492833.1	XP_013593480.1, XP_013622856.1
OG0006630	XP_018455330.1, XP_018455377.1	XP_013609963.1
OG0006630	XP_018489374.1	XP_013626609.1
OG0006631	XP_018435832.1, XP_018441485.1	XP_013606372.1, XP_013615456.1
OG0006632	XP_018435715.1, XP_018482141.1, XP_018482133.1, XP_018465194.1	XP_013596441.1
OG0006633	XP_018434151.1	XP_013593589.1
OG0006633	XP_018452552.1, XP_018452585.1, XP_018452564.1	XP_013606585.1
OG0006634	XP_018489001.1	XP_013587342.1
OG0006634	XP_018436998.1	XP_013589673.1
OG0006635	XP_018434190.1	XP_013604301.1
OG0006635	XP_018456016.1	XP_013609644.1
OG0006636	XP_018436662.1	XP_013604300.1
OG0006636	XP_018458691.1	XP_013615142.1
OG0006637	XP_018440301.1, XP_018440302.1	XP_013599949.1
OG0006637	XP_018456438.1	XP_013608947.1
OG0006638	XP_018481323.1	XP_013632148.1
OG0006639	XP_018478988.1	XP_013636302.1
OG0006639	XP_018476604.1	XP_013630225.1
OG0006640	XP_018479149.1, XP_018482509.1	XP_013633715.1
OG0006640	XP_018436610.1	XP_013631094.1
OG0006641	XP_018482516.1	XP_013623973.1, XP_013633932.1
OG0006641	XP_018458721.1	XP_013634612.1
OG0006642	XP_018477937.1	XP_013633919.1
OG0006642	XP_018475549.1	XP_013626148.1
OG0006643	XP_018433317.1	XP_013633753.1
OG0006643	XP_018477796.1, XP_018479956.1, XP_018477784.1	XP_013633782.1
OG0006644	XP_018476197.1	XP_013629120.1
OG0006644	XP_018440362.1, XP_018466355.1	XP_013636865.1
OG0006645	XP_018476172.1	XP_013623700.1
OG0006645	XP_018434170.1	XP_013633688.1
OG0006646	XP_018483679.1	XP_013631286.1
OG0006646	XP_018464226.1, XP_018475346.1	XP_013622183.1
OG0006647	XP_018436633.1	XP_013634095.1
OG0006647	XP_018472860.1	XP_013625334.1
OG0006648	XP_018486657.1	XP_013600447.1
OG0006648	XP_018450568.1	XP_013600912.1, XP_013603277.1
OG0006649	XP_018439223.1	XP_013631934.1
OG0006649	XP_018472579.1	XP_013630090.1
OG0006649	XP_018484790.1	XP_013637537.1
OG0006650	XP_018441912.1	XP_013631211.1
OG0006650	XP_018476316.1, XP_018475698.1	XP_013625087.1
OG0006651	XP_018476020.1	XP_013625082.1
OG0006651	XP_018485140.1	XP_013637529.1
OG0006651	XP_018433260.1	XP_013631647.1
OG0006652	XP_018473239.1	XP_013629726.1
OG0006653	XP_018436891.1	XP_013636638.1
OG0006653	XP_018474809.1	XP_013625666.1
OG0006653	XP_018477429.1	XP_013631809.1
OG0006654	XP_018441360.1	XP_013637128.1
OG0006654	XP_018485129.1	XP_013637438.1
OG0006655	XP_018475262.1	XP_013629944.1
OG0006655	XP_018482872.1	XP_013634822.1
OG0006656	XP_018484710.1, XP_018482460.1	XP_013593649.1
OG0006656	XP_018457474.1	XP_013612962.1
OG0006657	XP_018440820.1	XP_013636734.1
OG0006657	XP_018485058.1	XP_013637514.1
OG0006657	XP_018472658.1	XP_013622060.1
OG0006658	XP_018433950.1	XP_013632309.1
OG0006658	XP_018483356.1	XP_013636387.1
OG0006659	XP_018437064.1	XP_013632233.1
OG0006659	XP_018475086.1	XP_013623553.1
OG0006660	XP_018481001.1, XP_018480803.1	XP_013607180.1
OG0006660	XP_018437565.1	XP_013634248.1
OG0006661	XP_018479923.1	XP_013634698.1
OG0006661	XP_018436765.1	XP_013634050.1
OG0006662	XP_018475260.1	XP_013622926.1
OG0006662	XP_018433297.1	XP_013634500.1
OG0006663	XP_018474691.1	XP_013634786.1, XP_013626334.1
OG0006663	XP_018439280.1	XP_013634283.1
OG0006664	XP_018450763.1	XP_013625848.1
OG0006664	XP_018452659.1	XP_013608863.1
OG0006665	XP_018457993.1	XP_013629639.1, XP_013621162.1, XP_013612523.1
OG0006666	XP_018462890.1	XP_013611906.1
OG0006667	XP_018458741.1	XP_013612501.1
OG0006667	XP_018452045.1	XP_013606454.1
OG0006668	XP_018442184.1	XP_013606054.1
OG0006668	XP_018472609.1	XP_013630358.1
OG0006669	XP_018433540.1	XP_013600186.1
OG0006670	XP_018439374.1	XP_013599694.1
OG0006670	XP_018472830.1, XP_018472829.1	XP_013630717.1
OG0006671	XP_018477871.1	XP_013633893.1
OG0006671	XP_018438975.1, XP_018467080.1	XP_013600666.1
OG0006672	XP_018477286.1	XP_013631354.1
OG0006673	XP_018482090.1	XP_013635554.1
OG0006673	XP_018437955.1, XP_018437934.1	XP_013603400.1
OG0006674	XP_018483062.1	XP_013635342.1
OG0006674	XP_018438866.1, XP_018438734.1	XP_013604016.1
OG0006675	XP_018480300.1, XP_018480949.1	XP_013634422.1
OG0006675	XP_018437467.1, XP_018464038.1	XP_013602701.1
OG0006676	XP_018489949.1, XP_018489950.1	XP_013604286.1
OG0006676	XP_018483970.1	XP_013636649.1
OG0006677	XP_018476951.1, XP_018476941.1	XP_013629506.1
OG0006678	XP_018478329.1	XP_013593587.1
OG0006678	XP_018453746.1	XP_013635834.1
OG0006679	XP_018484913.1	XP_013599007.1
OG0006679	XP_018472143.1	XP_013618315.1
OG0006680	XP_018460600.1, XP_018447641.1	XP_013600526.1
OG0006680	XP_018438557.1	XP_013588719.1
OG0006681	XP_018486635.1	XP_013586074.1
OG0006681	XP_018436431.1	XP_013591477.1
OG0006682	XP_018440308.1	XP_013592553.1
OG0006682	XP_018487049.1, XP_018459715.1	XP_013638550.1
OG0006683	XP_018478462.1, XP_018472882.1	XP_013630814.1
OG0006683	XP_018467488.1	XP_013606417.1
OG0006684	XP_018465414.1	XP_013614409.1
OG0006684	XP_018452528.1	XP_013626799.1, XP_013612518.1
OG0006685	XP_018492716.1	XP_013638010.1
OG0006685	XP_018447488.1	XP_013604041.1
OG0006686	XP_018476656.1	XP_013630142.1
OG0006686	XP_018457061.1, XP_018457063.1	XP_013611963.1
OG0006687	XP_018476655.1	XP_013630140.1
OG0006687	XP_018457060.1	XP_013611961.1
OG0006688	XP_018440823.1	XP_013608677.1, XP_013616080.1
OG0006688	XP_018483813.1	XP_013597897.1
OG0006689	XP_018483797.1	XP_013598187.1
OG0006689	XP_018456323.1	XP_013613179.1, XP_013619608.1
OG0006690	XP_018469916.1	XP_013584643.1
OG0006690	XP_018447900.1	XP_013602552.1
OG0006690	XP_018484753.1	XP_013595957.1
OG0006691	XP_018436718.1, XP_018440237.1	XP_013618207.1
OG0006691	XP_018454522.1	XP_013608823.1
OG0006692	XP_018434239.1, XP_018434249.1	XP_013616688.1
OG0006692	XP_018452573.1	XP_013606725.1
OG0006693	XP_018456981.1	XP_013612938.1
OG0006693	XP_018477430.1	XP_013593104.1
OG0006694	XP_018455707.1, XP_018461627.1	XP_013610577.1
OG0006694	XP_018478865.1	XP_013599011.1
OG0006695	XP_018437570.1, XP_018464461.1	XP_013596963.1
OG0006696	XP_018440710.1	XP_013593709.1
OG0006696	XP_018454372.1	XP_013600548.1
OG0006697	XP_018438440.1	XP_013595966.1
OG0006697	XP_018452734.1	XP_013608868.1
OG0006698	XP_018452195.1, XP_018462495.1	XP_013608607.1
OG0006698	XP_018439767.1	XP_013593105.1
OG0006699	XP_018458514.1, XP_018442435.1	XP_013587841.1
OG0006700	XP_018481377.1	XP_013633906.1
OG0006700	XP_018433939.1	XP_013631726.1
OG0006701	XP_018478536.1	XP_013631794.1
OG0006701	XP_018473098.1	XP_013626099.1
OG0006702	XP_018477395.1	XP_013631610.1
OG0006702	XP_018472770.1	XP_013621963.1
OG0006702	XP_018437892.1, XP_018434986.1	XP_013633551.1
OG0006703	XP_018441250.1, XP_018441366.1	XP_013637136.1
OG0006703	XP_018461921.1	XP_013626447.1
OG0006704	XP_018465209.1, XP_018473947.1	XP_013627004.1
OG0006704	XP_018438126.1, XP_018438124.1	XP_013634948.1
OG0006705	XP_018466587.1, XP_018437597.1	XP_013625395.1
OG0006705	XP_018437325.1	XP_013614730.1
OG0006706	XP_018480859.1, XP_018479137.1	XP_013633593.1
OG0006706	XP_018436618.1	XP_013631890.1
OG0006707	XP_018479154.1, XP_018480918.1	XP_013636404.1
OG0006707	XP_018439973.1	XP_013635227.1
OG0006708	XP_018434724.1, XP_018434738.1, XP_018475672.1, XP_018475682.1	XP_013632041.1, XP_013628909.1
OG0006709	XP_018473308.1, XP_018475670.1	XP_013622463.1
OG0006709	XP_018484721.1	XP_013596105.1, XP_013631253.1
OG0006710	XP_018440276.1	XP_013634415.1
OG0006710	XP_018481401.1, XP_018463884.1	XP_013634379.1
OG0006711	XP_018472786.1	XP_013623642.1
OG0006711	XP_018440051.1, XP_018480003.1	XP_013634923.1
OG0006712	XP_018459819.1	XP_013621967.1, XP_013632158.1
OG0006713	XP_018439521.1	XP_013637574.1
OG0006713	XP_018485319.1	XP_013637218.1
OG0006714	XP_018434679.1	XP_013634052.1
OG0006714	XP_018473288.1	XP_013626007.1
OG0006714	XP_018480426.1	XP_013634433.1
OG0006715	XP_018474950.1	XP_013627332.1
OG0006715	XP_018434830.1	XP_013634634.1
OG0006715	XP_018483425.1	XP_013635084.1
OG0006716	XP_018476585.1	XP_013627944.1
OG0006716	XP_018482528.1	XP_013635433.1
OG0006716	XP_018438279.1	XP_013635567.1, XP_013635381.1
OG0006717	XP_018476321.1	XP_013628876.1
OG0006717	XP_018477964.1, XP_018477912.1	XP_013631534.1
OG0006718	XP_018441012.1	XP_013636821.1
OG0006718	XP_018476183.1	XP_013629970.1
OG0006719	XP_018484218.1	XP_013637104.1
OG0006719	XP_018472536.1	XP_013628496.1
OG0006720	XP_018472676.1	XP_013628501.1
OG0006721	XP_018474856.1	XP_013626883.1
OG0006721	XP_018481275.1	XP_013634671.1
OG0006722	XP_018434938.1	XP_013634241.1, XP_013633605.1
OG0006722	XP_018476982.1	XP_013622191.1
