Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_Rawat
OG0006399	XP_018437495.1, XP_018449327.1, XP_018472321.1, XP_018472322.1	AL5G29770
OG0006400	XP_018465666.1, XP_018463075.1, XP_018476940.1	AL8G30030
OG0006401	XP_018485548.1, XP_018439616.1	AL5G26940
OG0006402	XP_018485491.1, XP_018490522.1	AL3G17510
OG0006403	XP_018440546.1, XP_018450690.1, XP_018450689.1	AL1G64040
OG0006404	XP_018448908.1, XP_018448911.1, XP_018438628.1	AL1G63890
OG0006405	XP_018450306.1, XP_018450840.1, XP_018467099.1, XP_018438778.1, XP_018489565.1	AL1G63880
OG0006406	XP_018448881.1, XP_018448903.1, XP_018464268.1	AL1G63600
OG0006407	XP_018441019.1, XP_018478160.1	AL5G13590, AL3G42500
OG0006408	XP_018447811.1, XP_018460269.1	AL1G63390
OG0006409	XP_018451556.1	AL1G63080
OG0006410	XP_018442683.1, XP_018489439.1	AL1G62880
OG0006411	XP_018451622.1, XP_018478921.1, XP_018489578.1	AL1G62840
OG0006412	XP_018489202.1, XP_018450665.1, XP_018450666.1	AL1G62730
OG0006413	XP_018486402.1, XP_018458828.1	AL1G62320
OG0006414	XP_018446107.1, XP_018447867.1	AL1G62170
OG0006415	XP_018482915.1, XP_018487078.1	AL1G61430
OG0006416	XP_018451035.1, XP_018491611.1	AL1G61410
OG0006417	XP_018476369.1, XP_018440077.1, XP_018483627.1	AL4G32040
OG0006418	XP_018437289.1, XP_018481683.1, XP_018481692.1	AL4G32130, AL110U10020
OG0006419	XP_018442033.1	AL1G39000, AL1G38990
OG0006420	XP_018464016.1, XP_018445125.1, XP_018478514.1, XP_018460603.1	AL7G35790
OG0006421	XP_018442057.1, XP_018432793.1, XP_018491632.1	AL5G22480
OG0006422	XP_018434450.1	AL5G22530
OG0006423	XP_018438769.1	AL5G20150
OG0006424	XP_018451789.1	AL7G43750
OG0006425	XP_018473153.1, XP_018454298.1, XP_018464977.1	AL8G27680
OG0006426	XP_018462466.1, XP_018468391.1, XP_018454724.1	AL8G27760
OG0006427	XP_018467035.1, XP_018461567.1, XP_018455804.1, XP_018466523.1	AL8G23890
OG0006428	XP_018459721.1, XP_018454566.1	AL664U10010, AL8G24390
OG0006429	XP_018447300.1, XP_018447111.1, XP_018478207.1, XP_018483534.1	AL9U10660
OG0006430	XP_018451482.1	AL9U10310
OG0006431	XP_018481883.1, XP_018450108.1	AL9U10100
OG0006432	XP_018480449.1, XP_018448580.1, XP_018483908.1	AL7G42780, AL5G12130
OG0006433	XP_018464187.1, XP_018449791.1, XP_018443978.1	nbis-gene-1868
OG0006434	XP_018480882.1	AL7G41860
OG0006435	XP_018446889.1, XP_018446556.1	AL2G34390
OG0006436	XP_018471765.1, XP_018450801.1	AL7G40120
OG0006437	XP_018477344.1, XP_018477331.1	AL7G40070
OG0006438	XP_018482323.1, XP_018448556.1	AL7G39780
OG0006439	XP_018478435.1, XP_018454987.1, XP_018462774.1	AL7G39540
OG0006440	XP_018457887.1, XP_018483689.1	AL7G39340
OG0006441	XP_018442945.1, XP_018458595.1, XP_018467515.1, XP_018456023.1	AL2G32470
OG0006442	XP_018453094.1, XP_018453224.1, XP_018468410.1	AL2G32980
OG0006443	XP_018443995.1	AL2G33280
OG0006445	XP_018460141.1, XP_018445748.1, XP_018456872.1	AL2G33530
OG0006446	XP_018445750.1, XP_018456638.1	AL2G33570
OG0006447	XP_018442878.1, XP_018452916.1	AL2G33720
OG0006448	XP_018445760.1, XP_018445759.1, XP_018460050.1, XP_018453170.1	AL2G33770
OG0006449	XP_018455240.1, XP_018445097.1	AL2G38710
OG0006450	XP_018444091.1, XP_018444173.1, XP_018446923.1	AL2G34350
OG0006451	XP_018446957.1, XP_018445544.1, XP_018445563.1, XP_018465528.1	AL2G34680
OG0006452	XP_018460247.1, XP_018472432.1, XP_018445545.1, XP_018445564.1	AL2G34720
OG0006453	XP_018465630.1, XP_018470943.1, XP_018456577.1	AL2G27650
OG0006454	XP_018454555.1, XP_018467990.1	AL2G27840
OG0006455	XP_018471209.1	AL2G28320
OG0006456	XP_018482539.1, XP_018472443.1, XP_018482536.1, XP_018450706.1	AL7G24010
OG0006457	XP_018478546.1, XP_018468703.1, XP_018468693.1	AL7G23830
OG0006458	XP_018455962.1, XP_018465942.1, XP_018489149.1	AL7G23670
OG0006459	XP_018468400.1, XP_018468407.1, XP_018482329.1, XP_018460044.1	AL7G23600
OG0006460	XP_018478553.1, XP_018467783.1, XP_018470963.1	AL7G23580
OG0006461	XP_018458180.1	AL7G23230
OG0006462	XP_018454735.1	AL2G11140
OG0006463	XP_018473292.1, XP_018473526.1, XP_018464200.1, XP_018468049.1	AL8G25010
OG0006464	XP_018456047.1, XP_018477575.1	AL5G13600
OG0006465	XP_018439107.1, XP_018466801.1, XP_018458457.1	AL5G19260
OG0006466	XP_018452732.1, XP_018480796.1	AL5G20010
OG0006467	XP_018462693.1, XP_018465961.1	AL5G18320
OG0006468	XP_018489725.1, XP_018433898.1	AL5G21900
OG0006469	XP_018485149.1, XP_018434288.1	AL4G46770
OG0006470	XP_018478189.1	AL5G16970
OG0006471	XP_018437361.1, XP_018466097.1, XP_018477483.1, XP_018458733.1	AL5G16720
OG0006472	XP_018480857.1, XP_018458731.1, XP_018441907.1	AL5G16680
OG0006473	XP_018438444.1, XP_018466754.1	AL5G16320
OG0006474	XP_018485152.1	AL5G16220
OG0006475	XP_018436779.1, XP_018460539.1, XP_018481724.1, XP_018480765.1	AL5G15130
OG0006476	XP_018437589.1, XP_018460542.1, XP_018481833.1, XP_018480766.1	AL5G15120
OG0006477	XP_018452531.1, XP_018464813.1, XP_018484665.1	AL5G14810
OG0006478	XP_018458055.1, XP_018449741.1	AL7G28910
OG0006479	XP_018483330.1, XP_018463592.1, XP_018452235.1	AL5G14500
OG0006480	XP_018481774.1, XP_018481772.1	AL5G17560
OG0006481	XP_018437141.1, XP_018460921.1	AL5G14160
OG0006482	XP_018457371.1, XP_018471199.1	AL22U10080
OG0006483	XP_018445619.1, XP_018442138.1, XP_018445618.1, XP_018471200.1	AL22U10090
OG0006485	XP_018442840.1, XP_018442819.1, XP_018456083.1, XP_018456086.1	AL2G28710
OG0006486	XP_018454643.1, XP_018462190.1	AL2G28570
OG0006488	XP_018456581.1, XP_018483652.1	AL8G12440
OG0006489	XP_018433160.1	AL8G12650
OG0006490	XP_018436770.1, XP_018466623.1, XP_018480940.1	AL8G13090
OG0006491	XP_018492291.1	AL1G11440
OG0006492	XP_018466965.1, XP_018467094.1	AL8G14140
OG0006493	XP_018483121.1, XP_018491205.1, XP_018434296.1, XP_018487815.1, XP_018473759.1	AL1G56960
OG0006494	XP_018447386.1, XP_018476952.1	AL1G57080
OG0006495	XP_018451470.1, XP_018489311.1	AL2G15740, AL1G57390
OG0006496	XP_018448009.1, XP_018434433.1	AL1G57590
OG0006497	XP_018442081.1, XP_018485727.1	AL1G58100
OG0006498	XP_018471311.1	AL271U10010, AL8G26670
OG0006499	XP_018449138.1, XP_018465467.1, XP_018441582.1	nbis-gene-287
OG0006500	XP_018489978.1, XP_018442928.1	AL1G59520
OG0006501	XP_018443398.1, XP_018460895.1, XP_018491602.1	AL1G60410
OG0006502	XP_018442941.1, XP_018485511.1	AL1G60630
OG0006503	XP_018452777.1	AL8G30180
OG0006505	XP_018433843.1, XP_018476609.1, XP_018476611.1	AL4G30530
OG0006506	XP_018436832.1	AL4G30550
OG0006507	XP_018461503.1, XP_018481574.1, XP_018438716.1, XP_018466426.1	AL270U10020, AL4G30590
OG0006508	XP_018475070.1, XP_018434049.1	AL4G30790
OG0006509	XP_018482248.1, XP_018434156.1, XP_018436357.1	AL4G30930
OG0006510	XP_018459511.1, XP_018477872.1	AL4G31200
OG0006511	XP_018441610.1, XP_018477516.1, XP_018477479.1	AL4G31650
OG0006512	XP_018478133.1, XP_018463148.1	AL4G24500, AL4G31740
OG0006513	XP_018474629.1, XP_018480448.1, XP_018464074.1	AL4G31860
OG0006515	XP_018467692.1	AL7G34820
OG0006516	XP_018471820.1, XP_018451662.1, XP_018484602.1	AL486U10010
OG0006517	XP_018446648.1, XP_018451490.1	AL7G34870
OG0006518	XP_018467892.1, XP_018447100.1	AL7G34930
OG0006519	XP_018483971.1, XP_018451683.1, XP_018471247.1	AL7G34970
OG0006520	XP_018450736.1	AL7G35390
OG0006521	XP_018462296.1, XP_018449231.1	AL7G35490
OG0006522	XP_018468523.1, XP_018460170.1, XP_018460171.1, XP_018450004.1	nbis-gene-1818, AL7G35870
OG0006523	XP_018439103.1, XP_018452706.1, XP_018483900.1, XP_018458458.1	AL5G19120
OG0006524	XP_018464472.1, XP_018464474.1, XP_018456703.1, XP_018456693.1	AL7G35970
OG0006525	XP_018444729.1, XP_018454152.1, XP_018477459.1	AL7G36180
OG0006526	XP_018478959.1, XP_018457962.1	AL7G36260
OG0006527	XP_018477988.1, XP_018460903.1, XP_018472425.1, XP_018472426.1	AL7G36440
OG0006528	XP_018462661.1, XP_018482327.1, XP_018470547.1	AL7G36580
OG0006529	XP_018448839.1, XP_018480743.1, XP_018462657.1	AL7G36640
OG0006530	XP_018482717.1, XP_018478181.1, XP_018468159.1	AL7G36920
OG0006531	XP_018480890.1, XP_018463744.1, XP_018447533.1	AL7G37170
OG0006532	XP_018471540.1, XP_018462551.1, XP_018451178.1	AL7G37480
OG0006533	XP_018462552.1, XP_018461577.1, XP_018482456.1	AL7G37520
OG0006534	XP_018468627.1, XP_018437405.1	AL5G31480
OG0006535	XP_018452033.1, XP_018477849.1	AL5G31420
OG0006536	XP_018433597.1, XP_018484492.1	AL5G31270
OG0006537	XP_018437537.1, XP_018469186.1, XP_018482143.1, XP_018479270.1	AL5G31220
OG0006538	XP_018478368.1, XP_018434956.1	AL5G30560
OG0006539	XP_018471491.1	AL7G29720
OG0006540	XP_018471463.1, XP_018471476.1, XP_018484489.1	AL7G29990
OG0006541	XP_018452002.1, XP_018472116.1, XP_018470559.1	AL8G27000
OG0006542	XP_018470978.1, XP_018470977.1, XP_018457319.1, XP_018457320.1	AL8G25080
OG0006543	XP_018476912.1, XP_018457678.1, XP_018457680.1	AL8G25340
OG0006544	XP_018472737.1, XP_018468777.1, XP_018468538.1	AL8G25390
OG0006545	XP_018457875.1, XP_018432821.1, XP_018432867.1, XP_018492555.1	AL3G44830
OG0006546	XP_018434719.1, XP_018454919.1, XP_018457094.1	nbis-gene-852
OG0006547	XP_018433697.1, XP_018457093.1	AL3G47010
OG0006549	XP_018479046.1, XP_018433577.1, XP_018492395.1	AL3G49970
OG0006550	XP_018482574.1, XP_018469935.1	AL7G29270
OG0006551	XP_018482587.1, XP_018469943.1	AL7G29290
OG0006552	XP_018467003.1, XP_018470326.1, XP_018483659.1	AL7G29530
OG0006553	XP_018483561.1, XP_018470324.1	AL7G29610
OG0006554	XP_018469137.1	AL7G30850
OG0006555	XP_018448875.1	AL3G53390, AL7G30880
OG0006556	XP_018472163.1	AL7G30910
OG0006557	XP_018460970.1, XP_018460968.1, XP_018448934.1, XP_018472162.1	AL7G30920
OG0006558	XP_018483114.1, XP_018483116.1, XP_018448711.1	AL7G31350
OG0006559	XP_018434432.1	AL1G66470
OG0006560	XP_018457697.1	AL2G12040, AL2G12140
OG0006561	XP_018467957.1, XP_018477059.1	AL7G33580
OG0006563	XP_018451398.1, XP_018471358.1	AL7G33210
OG0006564	XP_018469770.1, XP_018450207.1	AL7G33130
OG0006565	XP_018473455.1	AL4G17680
OG0006566	XP_018485011.1, XP_018469994.1	AL7G32970
OG0006567	XP_018481210.1, XP_018471734.1	AL7G32890
OG0006568	XP_018484115.1, XP_018479187.1, XP_018460843.1	AL7G32650
OG0006569	XP_018468659.1, XP_018481927.1, XP_018481926.1	AL7G32620
OG0006570	XP_018481928.1, XP_018481931.1, XP_018449335.1, XP_018450882.1	AL7G32380
OG0006572	XP_018471213.1, XP_018459199.1, XP_018447963.1	AL7G32030
OG0006573	XP_018443769.1	AL7G34220
OG0006574	XP_018467700.1, XP_018481946.1	AL7G34360
OG0006575	XP_018451536.1	AL7G38610
OG0006576	XP_018479233.1, XP_018470266.1	AL7G38110
OG0006577	XP_018481901.1, XP_018469636.1, XP_018460060.1, XP_018460058.1	AL7G37820
OG0006578	XP_018468974.1, XP_018481905.1	AL7G37690
OG0006579	XP_018433790.1, XP_018452941.1	AL8G44910
OG0006580	XP_018454869.1, XP_018437896.1, XP_018433793.1	AL8G44930
OG0006581	XP_018441257.1, XP_018453363.1	AL8G45150
OG0006582	XP_018459646.1, XP_018445761.1	AL5G46320
OG0006583	XP_018459628.1	AL5G46030
OG0006584	XP_018477335.1, XP_018490267.1, XP_018490376.1	AL5G45690
OG0006585	XP_018490129.1	AL5G45420
OG0006586	XP_018465460.1, XP_018486191.1, XP_018478847.1	AL5G44680
OG0006587	XP_018488940.1, XP_018465284.1	AL5G44580
OG0006588	XP_018460098.1, XP_018460100.1, XP_018444662.1	AL5G44220
OG0006589	XP_018460088.1, XP_018446169.1, XP_018492418.1	AL5G44190
OG0006590	XP_018492401.1, XP_018492412.1, XP_018478915.1, XP_018481585.1	AL5G43590
OG0006591	XP_018491665.1, XP_018491593.1, XP_018481450.1	AL5G43520
OG0006592	XP_018445193.1, XP_018445195.1	AL5G43280
OG0006593	XP_018490504.1, XP_018490502.1, XP_018481082.1, XP_018461535.1	AL5G43020
OG0006594	XP_018482411.1, XP_018490880.1, XP_018463120.1, XP_018446735.1	AL8G18800
OG0006595	XP_018491571.1, XP_018478389.1, XP_018459604.1	AL5G41920
OG0006596	XP_018477231.1, XP_018485580.1	AL5G40500
OG0006597	XP_018443621.1, XP_018442739.1, XP_018492881.1	AL5G40460
OG0006598	XP_018487224.1, XP_018477847.1, XP_018482924.1	AL5G40430
OG0006599	XP_018469235.1, XP_018474580.1, XP_018474583.1	AL8G24980
OG0006600	XP_018467301.1, XP_018459950.1, XP_018486395.1	AL5G39140
OG0006601	XP_018488800.1, XP_018444568.1	AL5G39080
OG0006602	XP_018493293.1, XP_018493265.1, XP_018458774.1, XP_018463793.1	AL5G38830
OG0006603	XP_018486087.1, XP_018488383.1	AL5G38230
OG0006604	XP_018458569.1, XP_018460406.1, XP_018432543.1, XP_018486125.1	AL5G37840
OG0006605	XP_018461232.1	AL5G37510
OG0006606	XP_018486536.1	AL5G37290
OG0006607	XP_018444477.1	AL5G37180
OG0006608	XP_018487513.1, XP_018483405.1, XP_018481621.1	AL5G36620
OG0006609	XP_018483404.1, XP_018477597.1	AL5G36590
OG0006610	XP_018484866.1, XP_018489845.1, XP_018489846.1	AL5G36270
OG0006611	XP_018486108.1, XP_018443054.1, XP_018461005.1	AL5G36000
OG0006612	XP_018444449.1, XP_018486558.1	AL5G35910
OG0006613	XP_018485556.1, XP_018478256.1	AL5G34580
OG0006614	XP_018483993.1, XP_018491812.1	AL5G33660
OG0006615	XP_018452971.1, XP_018447236.1	AL8G28910
OG0006616	XP_018455906.1, XP_018457669.1, XP_018462447.1	AL8G28710
OG0006617	XP_018468175.1, XP_018454671.1	AL8G28640
OG0006618	XP_018482185.1, XP_018482190.1, XP_018470030.1, XP_018470029.1	AL7G38990
OG0006620	XP_018487117.1, XP_018437904.1	AL3G39850
OG0006621	XP_018444521.1, XP_018469499.1, XP_018444831.1	AL2G25770
OG0006622	XP_018456776.1, XP_018443964.1	AL2G26560
OG0006623	XP_018446983.1, XP_018443021.1	AL2G26600
OG0006624	XP_018453374.1, XP_018453377.1	AL2G27000
OG0006625	XP_018457591.1, XP_018444478.1	AL2G27150
OG0006626	XP_018478346.1, XP_018453187.1	AL8G21800
OG0006627	XP_018434531.1	AL3G51340
OG0006628	XP_018492832.1	AL3G51670
OG0006629	XP_018434623.1, XP_018492833.1	AL3G51680
OG0006630	XP_018455330.1, XP_018455377.1, XP_018489374.1	AL3G52850
OG0006631	XP_018435832.1, XP_018441485.1	AL3G49030
OG0006632	XP_018435715.1, XP_018482141.1, XP_018482133.1, XP_018465194.1	AL5G10920
OG0006633	XP_018434151.1, XP_018452552.1, XP_018452585.1, XP_018452564.1	AL3G48800
OG0006634	XP_018489001.1, XP_018436998.1	AL3G11190
OG0006635	XP_018434190.1, XP_018456016.1	AL3G48660
OG0006636	XP_018436662.1, XP_018458691.1	AL3G48650
OG0006637	XP_018440301.1, XP_018440302.1, XP_018456438.1	AL3G48450
OG0006638	XP_018472645.1, XP_018481323.1	AL4G38520
OG0006639	XP_018462225.1, XP_018478988.1, XP_018476604.1	AL4G38300
OG0006640	XP_018479149.1, XP_018482509.1, XP_018436610.1	AL4G45260
OG0006641	XP_018482516.1, XP_018458721.1	AL4G37980
OG0006642	XP_018477937.1, XP_018475549.1	AL4G37930, AL108U10010
OG0006643	XP_018433317.1, XP_018477796.1, XP_018479956.1, XP_018477784.1	AL4G37820
OG0006645	XP_018476172.1, XP_018434170.1	AL4G37380
OG0006646	XP_018483679.1, XP_018464226.1, XP_018475346.1	AL4G37230
OG0006647	XP_018436633.1, XP_018472860.1	AL4G37040
OG0006648	XP_018486657.1	AL1G17800
OG0006649	XP_018439223.1, XP_018472579.1, XP_018484790.1	AL4G35950
OG0006650	XP_018441912.1, XP_018476316.1, XP_018475698.1	AL4G35840
OG0006651	XP_018476020.1, XP_018485140.1, XP_018433260.1	AL4G35750
OG0006652	XP_018473239.1	AL4G35520, AL96U10060, AL4G35560
OG0006653	XP_018436891.1, XP_018474809.1, XP_018477429.1	AL4G35500
OG0006654	XP_018441360.1, XP_018485129.1	AL4G35320
OG0006655	XP_018475262.1, XP_018482872.1	AL4G35240, AL811U10010
OG0006656	XP_018484710.1, XP_018482460.1, XP_018457474.1	AL5G18230
OG0006657	XP_018440820.1, XP_018485058.1, XP_018472658.1	AL4G35120
OG0006658	XP_018433950.1, XP_018483356.1	AL4G34990
OG0006659	XP_018437064.1, XP_018475086.1	AL4G34920
OG0006660	XP_018481001.1, XP_018480803.1, XP_018437565.1	AL4G34030
OG0006661	XP_018479923.1, XP_018473090.1, XP_018436765.1	AL4G33870
OG0006662	XP_018475260.1, XP_018433297.1	AL4G34370, AL4G33760
OG0006663	XP_018474691.1, XP_018439280.1	AL4G33110
OG0006664	XP_018450763.1, XP_018452659.1	nbis-gene-1648
OG0006665	XP_018457993.1	AL6G48110
OG0006666	XP_018462890.1	AL6G46550, AL6G46540
OG0006667	XP_018458741.1, XP_018452045.1	AL6G46530
OG0006668	XP_018442184.1, XP_018472609.1	AL6G30630
OG0006669	XP_018433540.1	AL4G10400, AL4G10390
OG0006670	XP_018472830.1, XP_018472829.1	AL4G10510
OG0006671	XP_018477871.1, XP_018438975.1, XP_018467080.1	AL4G10750
OG0006672	XP_018477286.1	AL4G11170
OG0006673	XP_018482090.1	AL4G11320
OG0006674	XP_018483062.1, XP_018438866.1, XP_018438734.1	AL4G11660
OG0006675	XP_018480300.1, XP_018480949.1, XP_018437467.1, XP_018464038.1	AL4G13530
OG0006676	XP_018489949.1, XP_018489950.1, XP_018483970.1	AL4G18380
OG0006677	XP_018476951.1, XP_018476941.1	AL4G15860
OG0006678	XP_018453746.1	AL7G26550
OG0006679	XP_018465411.1, XP_018484913.1, XP_018472143.1	AL7G28580
OG0006680	XP_018460600.1, XP_018447641.1, XP_018438557.1	AL1G48890
OG0006681	XP_018486635.1	AL1G48450
OG0006682	XP_018440308.1, XP_018487049.1, XP_018459715.1	AL1G48410
OG0006683	XP_018478462.1, XP_018472882.1, XP_018467488.1	AL6G43270
OG0006684	XP_018465414.1, XP_018473770.1, XP_018452528.1	AL6G43650
OG0006685	XP_018492716.1, XP_018447488.1	AL1G56820
OG0006686	XP_018476656.1, XP_018457061.1, XP_018457063.1	AL6G45460
OG0006687	XP_018459574.1, XP_018476655.1, XP_018457060.1	AL6G45470
OG0006688	XP_018440823.1, XP_018483813.1	AL6G38380
OG0006689	XP_018483797.1, XP_018456323.1	AL6G39110
OG0006690	XP_018469916.1, XP_018447900.1, XP_018484753.1	AL7G28780
OG0006691	XP_018436718.1, XP_018440237.1, XP_018454522.1	AL6G39410
OG0006692	XP_018434239.1, XP_018434249.1, XP_018452573.1	AL6G39460
OG0006693	XP_018456981.1, XP_018477430.1	AL6G39640
OG0006694	XP_018455707.1, XP_018461627.1, XP_018478865.1	AL6G39860
OG0006695	XP_018437570.1, XP_018464461.1	AL3G48240
OG0006696	XP_018440710.1, XP_018454372.1, XP_018433958.1	AL3G47810
OG0006697	XP_018438440.1, XP_018452734.1	AL3G53370
OG0006698	XP_018452195.1, XP_018462495.1, XP_018439767.1	AL3G53400
OG0006700	XP_018481377.1, XP_018433939.1	AL4G46110, AL4G46130
OG0006701	XP_018478536.1, XP_018473098.1	AL4G46030
OG0006702	XP_018477395.1, XP_018472770.1, XP_018437892.1, XP_018434986.1	AL4G46020
OG0006703	XP_018480015.1, XP_018480013.1, XP_018441250.1, XP_018441366.1, XP_018461921.1	AL4G45700
OG0006704	XP_018465209.1, XP_018473947.1	AL4G45600
OG0006705	XP_018466587.1, XP_018437597.1, XP_018437325.1	AL4G45480
OG0006706	XP_018480859.1, XP_018479137.1, XP_018436618.1	AL4G45210
OG0006707	XP_018479154.1, XP_018480918.1, XP_018439973.1	AL4G45010
OG0006708	XP_018434724.1, XP_018434738.1, XP_018475672.1, XP_018475682.1	AL4G44860
OG0006709	XP_018473308.1, XP_018475670.1, XP_018484721.1	AL4G44840
OG0006710	XP_018481401.1, XP_018463884.1	AL4G44600
OG0006711	XP_018472786.1, XP_018440051.1, XP_018480003.1	AL4G44340
OG0006712	XP_018459819.1	AL4G44150
OG0006713	XP_018439521.1, XP_018485319.1	AL4G44060
OG0006714	XP_018434679.1, XP_018473288.1, XP_018480426.1	AL4G44050
OG0006715	XP_018474950.1, XP_018434830.1, XP_018483425.1	AL4G43820
OG0006716	XP_018476585.1, XP_018482528.1, XP_018438279.1	AL4G43320
OG0006717	XP_018476321.1, XP_018477964.1, XP_018477912.1	nbis-gene-1156
OG0006718	XP_018484649.1, XP_018441012.1, XP_018476183.1	AL4G42540
OG0006719	XP_018484218.1, XP_018472536.1	AL4G42500
OG0006720	XP_018472676.1	AL4G42440
OG0006721	XP_018474856.1, XP_018481275.1	AL4G42430
OG0006722	XP_018434938.1, XP_018476982.1	AL4G42020
OG0006723	XP_018433807.1, XP_018465062.1, XP_018474990.1	AL4G41790
OG0006724	XP_018483387.1	AL4G41450
OG0006725	XP_018482774.1, XP_018485029.1, XP_018476442.1	AL4G41030
OG0006726	XP_018436967.1	AL409U10010, AL4G40810
OG0006727	XP_018480230.1, XP_018434876.1	AL4G40640
OG0006728	XP_018476715.1, XP_018439301.1, XP_018466237.1, XP_018478596.1, XP_018478579.1	AL4G39600
OG0006729	XP_018484873.1, XP_018472687.1	AL4G39510
OG0006730	XP_018480888.1, XP_018436701.1	AL4G39290
OG0006731	XP_018439607.1, XP_018439151.1, XP_018474934.1	AL4G39270
OG0006732	XP_018441490.1, XP_018435779.1	AL8G11150
OG0006733	XP_018459254.1, XP_018451750.1	AL7G18190
OG0006734	XP_018488824.1, XP_018493117.1	AL3G11150
OG0006735	XP_018460455.1, XP_018458022.1, XP_018470417.1	AL8G29790
OG0006736	XP_018492741.1, XP_018440688.1, XP_018466585.1	AL3G11650
OG0006737	XP_018439338.1, XP_018432763.1	AL3G12040
OG0006738	XP_018491793.1, XP_018491794.1, XP_018493540.1	AL3G12270
OG0006739	XP_018464625.1, XP_018488334.1, XP_018489756.1, XP_018493543.1	AL3G12290
OG0006740	XP_018436801.1, XP_018434522.1, XP_018488582.1, XP_018488605.1	AL3G12700
OG0006741	XP_018442020.1, XP_018492692.1	AL3G13060
OG0006742	XP_018485493.1, XP_018492679.1, XP_018487307.1	AL3G13370
OG0006743	XP_018491451.1, XP_018492796.1	AL3G13580
OG0006744	XP_018441433.1, XP_018441435.1, XP_018486210.1	AL3G13670
OG0006745	XP_018486860.1, XP_018486160.1	AL3G14380
OG0006746	XP_018437222.1, XP_018463359.1, XP_018490608.1	AL3G15760
OG0006747	XP_018487122.1, XP_018434720.1	AL3G15780
OG0006748	XP_018486995.1, XP_018440160.1, XP_018440159.1, XP_018438851.1	AL3G16100
OG0006749	XP_018492954.1, XP_018490572.1	AL3G16160
OG0006750	XP_018464537.1, XP_018450499.1	AL1G40410
OG0006751	XP_018491960.1, XP_018489602.1	AL3G16790
OG0006752	XP_018437030.1, XP_018491961.1, XP_018488862.1	AL3G16800
OG0006753	XP_018486089.1, XP_018492486.1, XP_018492488.1	AL3G17910
OG0006754	XP_018489159.1, XP_018437208.1, XP_018489676.1	AL3G18000
OG0006755	XP_018438876.1, XP_018461637.1, XP_018490003.1	AL759U10010, AL3G18550
OG0006756	XP_018493183.1, XP_018432796.1	AL3G18620
OG0006757	XP_018492977.1	AL3G18630
OG0006758	XP_018487088.1, XP_018489451.1, XP_018486573.1	AL3G18670
OG0006759	XP_018491151.1, XP_018489292.1, XP_018462743.1	AL3G18720
OG0006760	XP_018489050.1, XP_018466583.1, XP_018493245.1, XP_018462744.1	AL3G18830
OG0006761	XP_018486553.1, XP_018486555.1	AL3G18940
OG0006762	XP_018434895.1, XP_018492582.1	AL3G19110
OG0006763	XP_018465366.1, XP_018438899.1, XP_018485798.1	AL3G19160
OG0006764	XP_018465365.1, XP_018438909.1	AL3G19170
OG0006765	XP_018433672.1, XP_018438078.1, XP_018491227.1	AL3G19830
OG0006766	XP_018491881.1, XP_018438236.1, XP_018466071.1	AL3G20000
OG0006767	XP_018492899.1, XP_018489492.1	AL3G20230
OG0006768	XP_018439326.1, XP_018438714.1, XP_018492178.1	AL3G20110
OG0006769	XP_018438650.1, XP_018490394.1	AL70U10010, AL3G20420
OG0006770	XP_018485821.1, XP_018490180.1, XP_018462976.1	AL3G21370
OG0006771	XP_018441909.1, XP_018462121.1	AL3G22980
OG0006772	XP_018485417.1, XP_018460976.1, XP_018433517.1, XP_018433956.1	AL3G22450
OG0006773	XP_018486927.1, XP_018436576.1	AL3G22570
OG0006774	XP_018486926.1, XP_018462506.1	AL3G22580, AL467U10020
OG0006775	XP_018441668.1, XP_018493135.1	AL3G22940
OG0006776	XP_018488927.1, XP_018489603.1, XP_018455249.1	AL3G23160
OG0006777	XP_018489589.1, XP_018493096.1	AL3G23170
OG0006778	XP_018487040.1	AL3G23200, AL222U10010
OG0006779	XP_018491317.1, XP_018491318.1, XP_018491083.1	AL3G23280
OG0006780	XP_018489799.1, XP_018491323.1	AL3G23290
OG0006781	XP_018491214.1, XP_018440819.1, XP_018489633.1	AL3G23840
OG0006782	XP_018490597.1	AL3G24130
OG0006783	XP_018488868.1, XP_018463837.1, XP_018440400.1	AL3G24340
OG0006784	XP_018437728.1	AL3G24410
OG0006785	XP_018489945.1, XP_018437965.1, XP_018490238.1	AL3G24580
OG0006786	XP_018491143.1, XP_018488286.1, XP_018485813.1	AL3G24720
OG0006787	XP_018463087.1	AL4G26460
OG0006788	XP_018490835.1, XP_018492918.1	AL3G25630
OG0006789	XP_018433414.1, XP_018487141.1	AL180U10020, AL3G25780
OG0006790	XP_018432654.1, XP_018459554.1, XP_018489219.1	AL3G26110
OG0006791	XP_018448439.1	AL6G43580, AL6G43570
OG0006792	XP_018490354.1, XP_018490098.1	AL3G26410
OG0006793	XP_018490360.1	AL3G26440
OG0006794	XP_018492901.1, XP_018485520.1, XP_018440359.1	AL3G26820
OG0006795	XP_018486244.1, XP_018491168.1, XP_018491170.1	AL3G26930
OG0006796	XP_018488652.1, XP_018435095.1	AL3G27080
OG0006797	XP_018441611.1, XP_018493240.1	AL3G27240
OG0006798	XP_018492260.1, XP_018493239.1, XP_018433582.1	AL3G27580
OG0006799	XP_018459447.1, XP_018490719.1, XP_018490790.1, XP_018489925.1	AL3G27870
