Orthogroup	Raphanus_sativus	Noccaea_praecox
OG0007638	XP_018452574.1, XP_018456447.1	Np002G0863400
OG0007639	XP_018485789.1	Np007G3896000
OG0007641	XP_018462515.1, XP_018434455.1, XP_018440262.1	Np001G0357100
OG0007642	XP_018435781.1, XP_018480927.1	Np001G0358300
OG0007643	XP_018478337.1	Np001G0175700
OG0007644	XP_018453037.1, XP_018453015.1	Np001G0359700
OG0007645	XP_018433163.1, XP_018483695.1	Np001G0360900
OG0007646	XP_018483693.1, XP_018460119.1, XP_018483694.1	Np001G0361000
OG0007647	XP_018456578.1, XP_018480880.1, XP_018461309.1	Np001G0361500
OG0007649	XP_018457929.1, XP_018478349.1	Np001G0373600
OG0007650	XP_018449644.1, XP_018458123.1	Np005G3104300
OG0007651	XP_018477984.1	Np001G0377400
OG0007652	XP_018450042.1, XP_018437230.1	Np004G1981300
OG0007653	XP_018453875.1, XP_018488852.1	Np004G1981000
OG0007654	XP_018468602.1, XP_018481457.1	Np005G2801700
OG0007655	XP_018451764.1	Np004G1969700
OG0007656	XP_018451400.1	Np004G1969100
OG0007657	XP_018458191.1	Np004G1968200
OG0007658	XP_018485096.1, XP_018490275.1	Np004G1965300
OG0007659	XP_018436162.1, XP_018485572.1	Np004G1962400
OG0007660	XP_018488000.1, XP_018478217.1	Np004G1958200
OG0007661	XP_018483133.1, XP_018491277.1, XP_018449520.1	Np004G1956700
OG0007663	XP_018466034.1, XP_018449142.1, XP_018491990.1	Np004G1953600
OG0007664	XP_018440257.1, XP_018492036.1	Np004G1952300
OG0007665	XP_018449392.1, XP_018443652.1, XP_018486761.1	Np004G1949900
OG0007666	XP_018451320.1, XP_018440686.1	Np004G2552400
OG0007667	XP_018450613.1	Np004G1949100
OG0007668	XP_018436929.1, XP_018451524.1, XP_018460807.1	Np004G1948200
OG0007669	XP_018466604.1	Np004G1944900
OG0007670	XP_018442456.1, XP_018442443.1	Np004G1940800
OG0007671	XP_018490948.1	Np004G2383700
OG0007672	XP_018456604.1, XP_018457896.1	Np001G0423400
OG0007673	XP_018440416.1	Np006G3686400
OG0007674	XP_018475825.1, XP_018436531.1	Np001G0422000
OG0007675	XP_018454161.1, XP_018484953.1, XP_018484930.1	Np001G0421600
OG0007676	XP_018484901.1, XP_018441864.1	Np009G4320900, Np006G3450700
OG0007677	XP_018433876.1, XP_018478342.1	Np006G3448300, Np009G4325500
OG0007678	XP_018433651.1, XP_018467463.1, XP_018473355.1	Np006G3433300
OG0007679	XP_018442058.1, XP_018474753.1	Np006G3433200
OG0007680	XP_018441819.1, XP_018460521.1, XP_018484350.1	Np006G3431900
OG0007681	XP_018464114.1, XP_018479881.1, XP_018438183.1	Np006G3430800
OG0007682	XP_018478434.1, XP_018439697.1	Np006G3423200, Np006G3422600, Np006G3422100, Np006G3421300
OG0007683	XP_018483128.1	Np006G3420500
OG0007684	XP_018476612.1, XP_018476613.1	Np006G3419000
OG0007685	XP_018462905.1, XP_018460980.1, XP_018479886.1, XP_018441058.1	Np006G3414400
OG0007686	XP_018466620.1, XP_018454737.1, XP_018483031.1	Np001G0162400
OG0007687	XP_018482138.1, XP_018434612.1, XP_018434613.1	Np006G3405700
OG0007688	XP_018467469.1, XP_018474831.1, XP_018480751.1	Np006G3401100
OG0007689	XP_018492455.1, XP_018479958.1	Np004G2505500
OG0007690	XP_018476888.1	Np006G3374100, Np006G3398900
OG0007691	XP_018474909.1, XP_018483003.1, XP_018482920.1	Np006G3398700
OG0007692	XP_018467905.1, XP_018482111.1, XP_018468769.1	Np005G2899200
OG0007693	XP_018447153.1, XP_018462862.1	Np005G2902100
OG0007694	XP_018469981.1, XP_018469983.1	Np005G2906300
OG0007695	XP_018449386.1, XP_018470233.1	Np005G2914700
OG0007696	XP_018469830.1, XP_018469734.1	Np005G2821300
OG0007697	XP_018462846.1, XP_018453897.1, XP_018454130.1	Np005G2918900
OG0007699	XP_018471641.1, XP_018477633.1, XP_018460906.1	Np005G2927200
OG0007700	XP_018470545.1, XP_018451512.1	Np005G2928900
OG0007701	XP_018467885.1, XP_018467871.1, XP_018483856.1	Np005G2933800
OG0007702	XP_018481481.1, XP_018469071.1	Np005G2934300
OG0007703	XP_018477311.1, XP_018456052.1	Np005G2937000
OG0007704	XP_018448088.1, XP_018448085.1, XP_018453976.1	Np005G2937300
OG0007705	XP_018482979.1, XP_018452516.1	Np005G2939300
OG0007706	XP_018470585.1	Np005G2953900
OG0007707	XP_018455139.1	Np001G0354000
OG0007708	XP_018482662.1, XP_018480374.1	Np001G0528600
OG0007709	XP_018480365.1, XP_018480380.1	Np001G0528300
OG0007710	XP_018478987.1, XP_018480366.1	Np001G0528200
OG0007711	XP_018437117.1, XP_018459326.1	Np001G0527200
OG0007712	XP_018480593.1	Np001G0524600
OG0007713	XP_018464856.1, XP_018482433.1, XP_018436956.1	Np001G0524400
OG0007714	XP_018447682.1, XP_018450536.1	Np005G2834500
OG0007715	XP_018444042.1, XP_018485342.1	Np005G2836000
OG0007716	XP_018474612.1	Np003G1659200
OG0007717	XP_018452194.1, XP_018467980.1	Np003G1659400
OG0007718	XP_018468489.1	Np003G1660400
OG0007719	XP_018459054.1, XP_018454392.1, XP_018454768.1	Np004G2035800
OG0007720	XP_018457054.1	Np003G1845700
OG0007722	XP_018474806.1	Np003G1710400
OG0007723	XP_018476895.1, XP_018470974.1	Np003G1715700
OG0007725	XP_018452760.1	Np007G3785700
OG0007726	XP_018461390.1, XP_018452109.1, XP_018440753.1	Np007G3781000
OG0007727	XP_018485405.1, XP_018440093.1	Np007G3778900
OG0007728	XP_018441298.1, XP_018491463.1	Np007G3774500
OG0007729	XP_018438969.1, XP_018455805.1	Np007G3770700
OG0007730	XP_018492422.1, XP_018437310.1	Np007G3766200
OG0007731	XP_018464588.1	Np007G3764500
OG0007732	XP_018435233.1, XP_018488702.1	Np007G3761500
OG0007733	XP_018471525.1, XP_018472374.1, XP_018464771.1	Np005G2828300
OG0007734	XP_018470459.1	Np005G2830500
OG0007735	XP_018469940.1, XP_018482581.1	Np005G2830200
OG0007736	XP_018483565.1, XP_018472130.1	Np005G2832800
OG0007737	XP_018468540.1, XP_018448953.1, XP_018451937.1, XP_018448950.1	Np005G2835700
OG0007738	XP_018478478.1, XP_018478464.1, XP_018444479.1	Np005G2846200
OG0007739	XP_018477962.1, XP_018472441.1	Np005G2846700
OG0007740	XP_018447534.1	Np005G2848200
OG0007741	XP_018461286.1, XP_018463995.1, XP_018470986.1	Np005G2852400
OG0007742	XP_018478503.1	Np005G2856000
OG0007743	XP_018480971.1	Np005G2857200
OG0007744	XP_018452343.1	Np002G1246700
OG0007745	XP_018449916.1, XP_018469266.1	Np005G2888400
OG0007746	XP_018458512.1, XP_018470428.1	Np005G2887400
OG0007747	XP_018447126.1, XP_018480503.1	Np005G2886200
OG0007748	XP_018484533.1, XP_018451302.1, XP_018471945.1	Np005G2885000
OG0007749	XP_018464030.1, XP_018473434.1	Np003G1861500
OG0007750	XP_018480807.1, XP_018467964.1	Np005G2884300
OG0007751	XP_018449914.1, XP_018443861.1	Np005G2882400
OG0007752	XP_018471658.1, XP_018447263.1	Np005G2880700
OG0007754	XP_018469535.1	Np005G2864900, Np005G2865500, Np005G2865700
OG0007755	XP_018476115.1, XP_018445559.1	Np004G2310100
OG0007756	XP_018437154.1, XP_018454972.1	Np001G0009900
OG0007757	XP_018473276.1, XP_018473306.1, XP_018473232.1, XP_018473245.1	Np003G1770400
OG0007758	XP_018447735.1, XP_018448159.1	Np001G0429800, Np001G0430100
OG0007759	XP_018458086.1	Np001G0424900
OG0007760	XP_018469637.1	Np005G3000300
OG0007761	XP_018449082.1	Np005G2991600
OG0007762	XP_018481906.1, XP_018450005.1, XP_018457809.1	Np005G2985800
OG0007763	XP_018449086.1, XP_018452951.1, XP_018460061.1	Np005G2980800
OG0007764	XP_018457312.1, XP_018460064.1, XP_018449078.1, XP_018464854.1	Np005G2973900
OG0007765	XP_018440181.1, XP_018486595.1	Np007G4168500
OG0007766	XP_018438070.1	Np007G4253200
OG0007767	XP_018489878.1, XP_018490235.1	Np007G4248500
OG0007768	XP_018439172.1, XP_018436452.1, XP_018453925.1, XP_018488766.1, XP_018461474.1	Np007G4247600
OG0007769	XP_018439170.1	Np007G4247500
OG0007770	XP_018461471.1, XP_018465434.1	Np007G4247300
OG0007772	XP_018467062.1, XP_018452983.1	Np001G0004600
OG0007773	XP_018444819.1	Np001G0005800
OG0007774	XP_018437505.1, XP_018463817.1	Np001G0006100
OG0007775	XP_018433830.1, XP_018458444.1	Np001G0531600
OG0007776	XP_018459636.1	Np001G0697300
OG0007777	XP_018459659.1	Np001G0696500
OG0007778	XP_018462960.1, XP_018480203.1, XP_018483466.1	Np001G0696200
OG0007779	XP_018486197.1, XP_018486240.1, XP_018478402.1	Np001G0693300
OG0007781	XP_018445939.1	Np001G0687100
OG0007782	XP_018463298.1, XP_018489612.1	Np001G0684300
OG0007783	XP_018445440.1, XP_018491082.1, XP_018463299.1	Np001G0684200
OG0007784	XP_018488408.1, XP_018446964.1	Np001G0683300
OG0007785	XP_018493593.1	Np001G0682900
OG0007786	XP_018488796.1, XP_018488805.1	Np001G0680700
OG0007787	XP_018465477.1, XP_018444922.1, XP_018489278.1	Np001G0678200
OG0007788	XP_018460097.1, XP_018460086.1, XP_018444911.1	Np001G0677500
OG0007789	XP_018492823.1, XP_018446195.1	Np001G0675000
OG0007790	XP_018445584.1, XP_018466981.1, XP_018459064.1	Np001G0673900
OG0007791	XP_018477240.1	Np001G0673300
OG0007792	XP_018477706.1, XP_018485644.1, XP_018485719.1	Np001G0670900
OG0007793	XP_018443600.1, XP_018491591.1, XP_018491663.1	Np001G0670600
OG0007794	XP_018478633.1, XP_018478618.1, XP_018491597.1, XP_018491668.1	Np001G0670100
OG0007795	XP_018489981.1, XP_018489985.1, XP_018465352.1, XP_018482608.1	Np001G0664700
OG0007796	XP_018482269.1	Np001G0663300
OG0007797	XP_018444890.1, XP_018488326.1, XP_018460388.1	Np001G0661300
OG0007798	XP_018491416.1, XP_018476781.1	Np001G0656500
OG0007799	XP_018487154.1, XP_018461319.1, XP_018459094.1	Np001G0655000
OG0007800	XP_018440513.1	Np006G3264700
OG0007801	XP_018489948.1, XP_018444780.1	Np001G0649800
OG0007802	XP_018444823.1, XP_018485750.1	Np001G0649100
OG0007803	XP_018460705.1	Np001G0647800
OG0007804	XP_018442143.1	Np001G0647500
OG0007805	XP_018492107.1, XP_018446978.1	Np001G0646600
OG0007806	XP_018434089.1, XP_018475326.1	Np006G3270800
OG0007807	XP_018459986.1, XP_018486274.1	Np001G0643600
OG0007808	XP_018460419.1, XP_018484182.1	Np001G0642600
OG0007809	XP_018466785.1, XP_018466594.1, XP_018489517.1	Np001G0640800
OG0007811	XP_018486242.1, XP_018464595.1, XP_018480576.1	Np001G0637000
OG0007812	XP_018485906.1, XP_018481277.1, XP_018481436.1	Np001G0636600
OG0007813	XP_018488434.1, XP_018445504.1	Np001G0635700
OG0007814	XP_018484512.1, XP_018461789.1, XP_018461782.1, XP_018446267.1	Np001G0630000
OG0007815	XP_018459261.1, XP_018459262.1, XP_018473008.1	Np003G1730900
OG0007816	XP_018480970.1	Np001G0624900
OG0007817	XP_018442326.1, XP_018491618.1	Np001G0624400
OG0007818	XP_018464974.1, XP_018489369.1	Np001G0623700
OG0007819	XP_018443895.1, XP_018490194.1	Np001G0616700
OG0007820	XP_018491158.1	Np002G0742700, Np001G0064500, Np001G0615000
OG0007821	XP_018491157.1, XP_018445265.1	Np001G0614900
OG0007822	XP_018446235.1, XP_018463766.1, XP_018432539.1	Np001G0606500
OG0007823	XP_018461229.1, XP_018461230.1	Np001G0602300
OG0007824	XP_018483969.1, XP_018461202.1, XP_018439709.1	Np001G0177800
OG0007825	XP_018488491.1, XP_018462839.1	Np001G0592900
OG0007826	XP_018491343.1, XP_018485003.1	Np001G0600500
OG0007828	XP_018483402.1, XP_018478360.1, XP_018485997.1	Np001G0591900
OG0007829	XP_018491893.1	Np001G0577900
OG0007830	XP_018446979.1, XP_018491964.1	Np001G0577500
OG0007831	XP_018477092.1, XP_018486309.1, XP_018489709.1	Np001G0575500
OG0007832	XP_018489708.1, XP_018486308.1	Np001G0575300
OG0007833	XP_018484437.1, XP_018491554.1	Np001G0574900
OG0007834	XP_018488892.1, XP_018480988.1	Np001G0574300
OG0007835	XP_018486700.1, XP_018443867.1	Np001G0574200
OG0007836	XP_018490434.1	Np001G0574100
OG0007837	XP_018490977.1, XP_018480418.1	Np001G0573800, Np007G3929800
OG0007838	XP_018458881.1, XP_018458882.1, XP_018492708.1	Np001G0572100
OG0007839	XP_018437315.1, XP_018451244.1	Np004G2453300
OG0007840	XP_018446381.1, XP_018458833.1, XP_018488669.1	Np001G0568000
OG0007841	XP_018486428.1, XP_018478846.1, XP_018464153.1	Np001G0566100
OG0007842	XP_018486530.1, XP_018478229.1	Np001G0564700
OG0007843	XP_018491491.1, XP_018446580.1	Np001G0563700
OG0007844	XP_018442532.1	Np001G0558800, Np001G0555000, Np001G0556300
OG0007845	XP_018485642.1, XP_018477799.1, XP_018482842.1	Np010G4348800, Np001G0552600
OG0007846	XP_018488982.1, XP_018481290.1	Np001G0549500
OG0007847	XP_018469361.1, XP_018449846.1	Np003G1620000
OG0007848	XP_018448710.1	Np003G1618200, Np003G1619100, Np003G1619500, Np003G1618500
OG0007849	XP_018468972.1, XP_018457459.1	Np003G1637200
OG0007850	XP_018453073.1, XP_018457552.1	Np003G1637900
OG0007851	XP_018476119.1	Np003G1638800
OG0007852	XP_018472883.1, XP_018454741.1, XP_018453010.1	Np003G1639000
OG0007853	XP_018474690.1, XP_018468106.1	Np003G1642300
OG0007854	XP_018452843.1, XP_018476587.1	Np003G1642400
OG0007856	XP_018487209.1, XP_018490603.1	Np007G3871600
OG0007857	XP_018486597.1, XP_018486876.1	Np007G3873500
OG0007858	XP_018455412.1, XP_018489892.1, XP_018489935.1	Np007G3873600
OG0007859	XP_018492356.1, XP_018491509.1	Np007G3878200
OG0007860	XP_018486400.1	Np007G3885200
OG0007861	XP_018489168.1	Np007G3888100
OG0007862	XP_018432646.1, XP_018432647.1	Np007G3898200
OG0007863	XP_018469946.1	Np002G0939700
OG0007864	XP_018468714.1, XP_018445078.1, XP_018444658.1	Np002G0939300
OG0007865	XP_018469873.1, XP_018469874.1, XP_018442833.1	Np002G0934600
OG0007866	XP_018445434.1	Np002G0928400
OG0007867	XP_018470345.1	Np002G0926100
OG0007868	XP_018445592.1, XP_018445547.1	Np002G0926000
OG0007869	XP_018444900.1, XP_018459237.1	Np002G0920500
OG0007871	XP_018437725.1, XP_018481333.1, XP_018465745.1	Np001G0140700
OG0007872	XP_018461683.1, XP_018445126.1	Np002G0919500
OG0007873	XP_018443999.1, XP_018471345.1	Np002G0919200
OG0007874	XP_018443052.1, XP_018461680.1, XP_018443164.1	Np002G0919100
OG0007875	XP_018442270.1, XP_018442382.1, XP_018472297.1	Np002G0917700
OG0007876	XP_018461898.1, XP_018445684.1	Np002G0913100
OG0007877	XP_018445766.1, XP_018446001.1	Np002G0911700
OG0007878	XP_018446638.1, XP_018446636.1, XP_018465566.1	Np002G0911300
OG0007879	XP_018468134.1, XP_018462377.1, XP_018444009.1, XP_018444669.1, XP_018444003.1	Np002G0909200
OG0007880	XP_018442521.1	Np002G0906100
OG0007881	XP_018456189.1, XP_018442125.1	Np002G0902400
OG0007882	XP_018457596.1	Np002G0896200, Np002G0896100
OG0007883	XP_018453322.1, XP_018444928.1, XP_018444438.1	Np002G0895200
OG0007884	XP_018470120.1, XP_018466213.1, XP_018454758.1	Np002G0894600
OG0007885	XP_018491776.1, XP_018437049.1	Np007G3744400
OG0007886	XP_018454942.1, XP_018483585.1	Np001G0388300
OG0007887	XP_018464792.1	Np007G3742200
OG0007888	XP_018492462.1, XP_018457683.1	Np007G3741100
OG0007889	XP_018456143.1, XP_018434007.1	Np007G3737300
OG0007890	XP_018434666.1, XP_018433755.1	Np001G0255200
OG0007891	XP_018441622.1, XP_018433220.1, XP_018439241.1	Np002G0921000
OG0007892	XP_018441762.1, XP_018441796.1, XP_018441390.1	Np007G3731300
OG0007893	XP_018482009.1	Np006G3305200
OG0007894	XP_018437313.1, XP_018439610.1, XP_018474784.1	Np006G3305800
OG0007895	XP_018474832.1	Np006G3306400
OG0007896	XP_018483469.1, XP_018436883.1	Np006G3306800
OG0007897	XP_018433324.1	Np001G0535500
OG0007898	XP_018437898.1	Np006G3310900
OG0007899	XP_018476350.1, XP_018484509.1	Np006G3311500
OG0007900	XP_018461162.1, XP_018477554.1, XP_018440528.1	Np006G3314500
OG0007901	XP_018438046.1	Np006G3315700
OG0007902	XP_018459957.1, XP_018474957.1	Np006G3320800
OG0007903	XP_018472599.1	Np006G3321400
OG0007904	XP_018476901.1, XP_018462981.1, XP_018459970.1	Np006G3321600
OG0007905	XP_018473398.1, XP_018434893.1	Np006G3324400
OG0007906	XP_018434505.1, XP_018461648.1, XP_018478204.1	Np006G3327200
OG0007907	XP_018468348.1	Np002G0975000
OG0007908	XP_018436866.1, XP_018480735.1	Np006G3336200, Np006G3335800
OG0007909	XP_018439500.1, XP_018439492.1	Np006G3337200
OG0007911	XP_018481828.1, XP_018438784.1	Np006G3338900
OG0007912	XP_018472935.1	Np006G3344900
OG0007913	XP_018434900.1, XP_018434770.1	Np007G4166200
OG0007914	XP_018476934.1, XP_018477518.1, XP_018484975.1	Np006G3347200
OG0007915	XP_018484981.1, XP_018479940.1, XP_018473181.1	Np006G3348600
OG0007916	XP_018439730.1	Np006G3349000
OG0007917	XP_018474739.1, XP_018480532.1	Np006G3349200
OG0007918	XP_018482166.1, XP_018473440.1	Np006G3349400, Np007G3915900
OG0007919	XP_018474576.1	Np006G3349500, Np006G3349600
OG0007920	XP_018439225.1	Np006G3350700
OG0007921	XP_018448306.1	Np004G2096000
OG0007922	XP_018480722.1, XP_018441899.1	Np006G3356600
OG0007923	XP_018436632.1	Np006G3358000
OG0007924	XP_018483357.1, XP_018473208.1	Np006G3362200
OG0007925	XP_018475146.1, XP_018481752.1, XP_018460911.1	Np006G3365200
OG0007927	XP_018459361.1, XP_018481827.1, XP_018437174.1	Np006G3367700
OG0007928	XP_018482438.1, XP_018459362.1, XP_018437707.1	Np006G3367800
OG0007929	XP_018435029.1	Np006G3368600
OG0007930	XP_018483445.1, XP_018483446.1	Np006G3373700, Np006G3373800, Np006G3373900
OG0007931	XP_018482444.1, XP_018439647.1, XP_018439900.1	Np006G3376800
OG0007932	XP_018472989.1, XP_018461238.1, XP_018477293.1	Np006G3377900
OG0007933	XP_018476823.1, XP_018439720.1	Np006G3378500
OG0007934	XP_018433465.1	Np006G3381100
OG0007935	XP_018475478.1	Np003G1572300, Np003G1826300
OG0007936	XP_018453803.1, XP_018455547.1, XP_018476583.1	Np003G1827400
OG0007937	XP_018440009.1, XP_018484339.1	Np001G0277500, Np006G3395600
OG0007938	XP_018455064.1, XP_018462370.1, XP_018473199.1	Np003G1833200
OG0007939	XP_018475308.1, XP_018455710.1, XP_018462164.1	Np003G1833600
OG0007940	XP_018475502.1, XP_018475501.1	Np003G1836100
OG0007941	XP_018455054.1, XP_018474953.1	Np003G1823700
OG0007942	XP_018478467.1, XP_018463934.1, XP_018441793.1	Np006G3705700
OG0007943	XP_018478163.1, XP_018441908.1	Np006G3703300
OG0007944	XP_018482688.1, XP_018438836.1	Np006G3693000
OG0007945	XP_018484800.1, XP_018484787.1, XP_018441419.1	Np006G3689800
OG0007946	XP_018484701.1, XP_018485055.1, XP_018433810.1	Np006G3687500
OG0007947	XP_018441709.1, XP_018481639.1, XP_018481654.1	Np006G3686500
OG0007948	XP_018460818.1, XP_018483540.1, XP_018441318.1	Np006G3684800
OG0007949	XP_018432876.1	Np004G2099400
OG0007950	XP_018440234.1, XP_018480991.1	Np006G3683900
OG0007951	XP_018483161.1, XP_018478823.1	Np006G3681100
OG0007952	XP_018439160.1, XP_018438062.1	Np006G3681000
OG0007953	XP_018482671.1, XP_018482668.1, XP_018462926.1, XP_018440828.1	Np006G3677600
OG0007954	XP_018477990.1	Np006G3675000
OG0007955	XP_018480293.1, XP_018441944.1, XP_018437823.1	Np006G3674300
OG0007956	XP_018460421.1, XP_018459567.1, XP_018433017.1	Np006G3666700
OG0007957	XP_018438231.1, XP_018482316.1	Np006G3665200
OG0007958	XP_018441336.1, XP_018441308.1, XP_018485230.1	Np006G3663700
OG0007959	XP_018440125.1, XP_018483519.1	Np006G3631000
OG0007960	XP_018477332.1, XP_018436181.1	Np006G3637900, Np001G0219100
OG0007961	XP_018486265.1, XP_018489952.1, XP_018485104.1	Np006G3628000
OG0007962	XP_018481176.1, XP_018437172.1, XP_018437752.1	Np006G3657200
OG0007963	XP_018434160.1, XP_018475712.1, XP_018463278.1	Np006G3633400
OG0007964	XP_018477726.1, XP_018461365.1, XP_018470663.1	Np005G2820600
OG0007965	XP_018470664.1, XP_018447656.1	Np005G2820700
OG0007966	XP_018449042.1, XP_018472246.1	Np005G2825100
OG0007967	XP_018437240.1	Np004G2031500
OG0007968	XP_018491362.1	Np004G2030000
OG0007969	XP_018487235.1, XP_018447783.1	Np004G2028800
OG0007970	XP_018460069.1, XP_018460838.1	Np004G2024900
OG0007971	XP_018469484.1, XP_018462564.1	Np004G2024000
OG0007972	XP_018447148.1, XP_018492765.1	Np004G2046500
OG0007973	XP_018434273.1, XP_018467516.1, XP_018446481.1, XP_018488967.1	Np004G2045900
OG0007974	XP_018487262.1, XP_018447615.1	Np004G2043500
OG0007975	XP_018487082.1, XP_018458428.1	Np004G2245300
OG0007976	XP_018451704.1	Np004G2086400
OG0007977	XP_018434789.1	Np004G2085000, Np004G2084900
OG0007978	XP_018490591.1, XP_018436447.1	Np004G2083600
OG0007979	XP_018459720.1, XP_018490491.1, XP_018463049.1	Np004G2068800
OG0007980	XP_018439458.1, XP_018489069.1	Np004G2068500
OG0007981	XP_018458877.1, XP_018459683.1	Np003G1775200
OG0007982	XP_018458879.1, XP_018466648.1	Np003G1775100
OG0007983	XP_018468813.1	Np003G1780200
OG0007984	XP_018473373.1	Np003G1781800
OG0007985	XP_018468846.1, XP_018467254.1, XP_018452977.1	Np003G1788700
OG0007986	XP_018488992.1	Np005G3113600
OG0007987	XP_018456504.1, XP_018477009.1, XP_018477011.1	Np003G1811600
OG0007988	XP_018452562.1, XP_018461043.1, XP_018474966.1, XP_018474914.1	Np003G1818500
OG0007989	XP_018443153.1	Np003G1469300
OG0007990	XP_018471576.1, XP_018446479.1	Np003G1469800
OG0007991	XP_018462328.1, XP_018446751.1, XP_018473139.1	Np003G1470100
OG0007993	XP_018475296.1, XP_018444219.1	Np003G1473000
OG0007994	XP_018454955.1, XP_018454961.1, XP_018479315.1	Np001G0138500
OG0007995	XP_018452422.1	Np001G0139500
OG0007996	XP_018471902.1, XP_018456685.1	Np001G0143800
OG0007997	XP_018434108.1	Np007G3723600
OG0007998	XP_018439878.1, XP_018454360.1	Np007G3722200
OG0007999	XP_018440484.1, XP_018454696.1, XP_018440430.1	Np007G3720300
OG0008000	XP_018481088.1	Np003G1778400
OG0008001	XP_018434503.1, XP_018434538.1	Np006G3205800
OG0008002	XP_018441444.1	Np006G3207900
OG0008003	XP_018475542.1, XP_018456855.1, XP_018456850.1	Np003G1783600
OG0008004	XP_018474833.1, XP_018433397.1	Np006G3213700
OG0008005	XP_018461796.1, XP_018473100.1, XP_018434187.1, XP_018466790.1	Np006G3214500
OG0008006	XP_018434279.1, XP_018434303.1, XP_018478508.1	Np006G3215400
OG0008007	XP_018464998.1, XP_018480452.1	Np006G3232900
OG0008008	XP_018464997.1, XP_018480785.1, XP_018433988.1	Np006G3233100
OG0008009	XP_018441544.1, XP_018482507.1, XP_018479147.1	Np006G3233200
OG0008010	XP_018479152.1, XP_018482511.1, XP_018475754.1	Np006G3233500
OG0008011	XP_018473902.1	Np006G3234900, Np006G3235000
OG0008012	XP_018436609.1, XP_018484256.1, XP_018479132.1	Np006G3235300
OG0008013	XP_018479126.1, XP_018478178.1, XP_018436460.1	Np006G3236200
OG0008014	XP_018434269.1, XP_018434255.1	Np006G3239300
OG0008015	XP_018481043.1, XP_018466942.1, XP_018436971.1	Np006G3244200
OG0008016	XP_018437343.1, XP_018478704.1	Np006G3251300
OG0008017	XP_018440713.1	Np006G3251500
OG0008018	XP_018480921.1, XP_018440449.1	Np006G3254300
OG0008019	XP_018467273.1, XP_018433763.1, XP_018472750.1	Np006G3257200
OG0008020	XP_018475948.1, XP_018484030.1, XP_018484375.1	Np006G3260600
OG0008021	XP_018484378.1, XP_018484031.1, XP_018475951.1	Np006G3260700, Np005G2793300
OG0008022	XP_018473419.1, XP_018478962.1, XP_018478971.1	Np006G3260800
OG0008025	XP_018439969.1, XP_018485151.1	Np006G3276100
OG0008026	XP_018440680.1, XP_018465143.1, XP_018473221.1	Np006G3278700
OG0008027	XP_018433730.1, XP_018478659.1, XP_018478746.1	Np006G3288800
OG0008028	XP_018480606.1, XP_018480628.1, XP_018480672.1	Np006G3289700
OG0008029	XP_018474595.1	Np006G3291500
OG0008030	XP_018436444.1, XP_018481916.1, XP_018479953.1	Np006G3296100
OG0008031	XP_018477884.1	Np006G3302000
OG0008032	XP_018462469.1	Np006G3303100, Np006G3303500
OG0008033	XP_018455882.1, XP_018482944.1	Np001G0338300
OG0008035	XP_018463323.1, XP_018433418.1	Np001G0335100
OG0008036	XP_018488811.1, XP_018492790.1	Np007G4245200
OG0008037	XP_018489269.1, XP_018444431.1	Np007G4245000
OG0008038	XP_018433025.1, XP_018486617.1	Np007G4244300
OG0008039	XP_018488828.1, XP_018485961.1, XP_018433503.1	Np007G4241700
OG0008040	XP_018462868.1, XP_018489321.1	Np007G4238400
OG0008041	XP_018445842.1, XP_018470677.1, XP_018470682.1	Np003G1404200
OG0008042	XP_018493260.1, XP_018440951.1, XP_018441410.1	Np007G4232400
OG0008043	XP_018493004.1, XP_018440406.1	Np007G4229100
OG0008044	XP_018436799.1, XP_018490660.1, XP_018485726.1	Np007G4226300
OG0008045	XP_018492091.1	Np007G4225700
OG0008046	XP_018486057.1, XP_018439818.1	Np007G4221300
OG0008047	XP_018489179.1	Np007G4217400
OG0008048	XP_018432749.1	Np007G4216600
OG0008049	XP_018493483.1	Np007G4212500
OG0008050	XP_018432890.1	Np007G4212200
OG0008051	XP_018490471.1, XP_018434651.1	Np007G4210200, Np007G4210900
OG0008052	XP_018486215.1, XP_018440914.1	Np007G4209800
OG0008053	XP_018493288.1	Np007G4205200
OG0008054	XP_018439563.1, XP_018439562.1, XP_018493254.1	Np007G4200500
OG0008055	XP_018491333.1, XP_018491337.1, XP_018464605.1, XP_018490486.1	Np007G4195800
OG0008056	XP_018492427.1, XP_018493274.1	Np007G4193600
OG0008057	XP_018489610.1, XP_018466602.1, XP_018490037.1	Np007G4192900
OG0008058	XP_018489419.1, XP_018436882.1	Np007G4190100, Np003G1889900
OG0008059	XP_018439567.1, XP_018441176.1, XP_018493164.1	Np007G4189300
OG0008060	XP_018489549.1, XP_018490580.1, XP_018492642.1	Np007G4188000
OG0008061	XP_018440158.1, XP_018438849.1, XP_018490575.1, XP_018492957.1	Np007G4187200
OG0008062	XP_018488963.1, XP_018492934.1	Np007G4178600
OG0008063	XP_018491959.1, XP_018492931.1, XP_018486073.1	Np007G4177800
OG0008064	XP_018488817.1, XP_018464769.1	Np007G4176900
OG0008065	XP_018491100.1, XP_018462366.1, XP_018487334.1	Np007G4175000
OG0008066	XP_018484433.1	Np001G0175900
OG0008067	XP_018489809.1, XP_018440175.1, XP_018440199.1	Np007G4167600
OG0008068	XP_018492810.1, XP_018440179.1, XP_018440202.1	Np007G4167500
