Orthogroup	Capsella_rubella	Rorippa_islandica
OG0007710	XP_006290377.1	Roisl.0046s1061.1.p
OG0007711	XP_006292776.1	Roisl.0046s1055.1.p
OG0007712	XP_006291865.1	Roisl.0046s1036.1.p
OG0007713	XP_006291985.1	Roisl.0046s1034.1.p
OG0007714	XP_006284373.1	Roisl.0008s0169.1.p
OG0007715	XP_006283603.1	Roisl.0008s0150.1.p
OG0007716	XP_006279826.1	Roisl.0031s0002.1.p
OG0007717	XP_006282311.1	Roisl.0189s0114.1.p
OG0007718	XP_006280174.1	Roisl.0189s0125.1.p
OG0007719	XP_023640639.1	Roisl.0189s0204.1.p
OG0007720	XP_006280007.1	Roisl.0027s0061.1.p, Roisl.0189s0234.1.p
OG0007722	XP_006281278.1	Roisl.0012s0023.1.p
OG0007723	XP_006280262.1	Roisl.0012s0028.1.p, Roisl.0010s0143.1.p
OG0007724	XP_023641295.1	Roisl.0038s0007.1.p
OG0007725	XP_023642665.1	Roisl.0047s0032.1.p
OG0007726	XP_006297287.1	Roisl.0045s0048.1.p
OG0007727	XP_006297462.1	Roisl.0045s0023.1.p
OG0007728	XP_006297630.1	Roisl.0065s0008.1.p
OG0007729	XP_006298069.1	Roisl.0066s0318.1.p
OG0007730	XP_006300017.1	Roisl.0066s0262.1.p
OG0007731	XP_006297442.2, XP_006279156.2	Roisl.0066s0247.1.p
OG0007732	XP_006298800.1	Roisl.0066s0219.1.p
OG0007733	XP_006282779.2	Roisl.0008s0222.1.p
OG0007734	XP_006284583.1	Roisl.0008s0204.1.p
OG0007735	XP_023634150.1	Roisl.0008s0207.1.p
OG0007736	XP_006284175.1	Roisl.0008s0183.1.p
OG0007737	XP_023635289.1	Roisl.0008s0148.1.p
OG0007738	XP_006305083.1, XP_023634794.1	Roisl.0091s0026.1.p
OG0007739	XP_006283819.1	Roisl.0091s0032.1.p
OG0007740	XP_023635128.1, XP_023635127.1	Roisl.0091s0048.1.p
OG0007741	XP_023633650.1	Roisl.0091s0069.1.p
OG0007742	XP_006285154.1	Roisl.0091s0089.1.p
OG0007743	XP_006284541.1	Roisl.0091s0096.1.p
OG0007744	XP_006300843.1	Roisl.0050s0019.1.p
OG0007745	XP_006284762.1	Roisl.0091s0309.1.p
OG0007746	XP_006284687.1	Roisl.0091s0302.1.p
OG0007747	XP_023634029.1	Roisl.0091s0289.1.p
OG0007748	XP_006283067.1	Roisl.0091s0280.1.p
OG0007749	XP_023636140.1, XP_006287747.1	Roisl.0082s0396.1.p
OG0007750	XP_006284288.1	Roisl.0091s0275.1.p
OG0007751	XP_006283838.1	Roisl.0091s0262.1.p
OG0007752	XP_006284004.2	Roisl.0091s0186.1.p
OG0007753	XP_006283396.1	Roisl.0091s0161.1.p
OG0007754	XP_006284907.1	Roisl.0091s0148.1.p
OG0007755	XP_006286889.1	Roisl.0214s0053.1.p
OG0007756	XP_006280388.1	Roisl.0024s0607.1.p
OG0007757	XP_006287566.2	Roisl.0060s0013.1.p
OG0007758	XP_006280831.1	Roisl.0075s0015.1.p
OG0007759	XP_023632609.1	Roisl.0036s0110.1.p
OG0007760	XP_006282729.1	Roisl.0002s0019.1.p
OG0007761	XP_006286159.1	Roisl.0091s0686.1.p
OG0007762	XP_006282732.1	Roisl.0091s0665.1.p
OG0007763	XP_006282590.1	Roisl.0091s0672.1.p
OG0007764	XP_023634046.1	Roisl.0091s0677.1.p
OG0007765	XP_023642192.1	Roisl.0079s0038.1.p
OG0007766	XP_006297859.1	Roisl.0213s0410.1.p, Roisl.0185s0092.1.p, Roisl.0016s0023.1.p
OG0007767	XP_006300020.1	Roisl.0016s0060.1.p
OG0007768	XP_006299626.1	Roisl.0016s0071.1.p
OG0007769	XP_006296811.1	Roisl.0016s0072.1.p
OG0007770	XP_006298510.1	Roisl.0016s0074.1.p
OG0007771	XP_006279638.1	Roisl.0024s0610.1.p
OG0007772	XP_006281171.1	Roisl.0024s0639.1.p
OG0007773	XP_006280758.1	Roisl.0024s0645.1.p
OG0007774	XP_023645753.1	Roisl.0024s0648.1.p
OG0007775	XP_006291443.1	Roisl.0046s1089.1.p
OG0007776	XP_006292277.1	Roisl.0018s0468.1.p
OG0007777	XP_006291308.1	Roisl.0018s0462.1.p
OG0007778	XP_006291652.1	Roisl.0018s0458.1.p
OG0007779	XP_006290368.1	Roisl.0018s0432.1.p
OG0007781	XP_023638055.1	Roisl.0018s0380.1.p
OG0007782	XP_006292461.1	Roisl.0018s0348.1.p
OG0007783	XP_006293116.1	Roisl.0018s0347.1.p
OG0007784	XP_006291055.1	Roisl.0018s0341.1.p
OG0007785	XP_006291194.1	Roisl.0018s0338.1.p
OG0007786	XP_006291903.1	Roisl.0018s0322.1.p
OG0007787	XP_006291605.1	Roisl.0018s0304.1.p
OG0007788	XP_006290256.2	Roisl.0018s0301.1.p
OG0007789	XP_006291512.1	Roisl.0070s0005.1.p, Roisl.0018s0284.1.p
OG0007790	XP_006292416.1	Roisl.0018s0275.1.p
OG0007791	XP_006291716.1	Roisl.0018s0268.1.p
OG0007792	XP_006292178.1	Roisl.0018s0248.1.p
OG0007793	XP_006292623.1	Roisl.0018s0243.1.p
OG0007794	XP_006292212.1	Roisl.0018s0239.1.p
OG0007795	XP_006292865.2	Roisl.0018s0187.1.p
OG0007796	XP_023639069.1	Roisl.0018s0176.1.p
OG0007797	XP_006285975.1	Roisl.0018s0152.1.p
OG0007798	XP_006291545.1	Roisl.0018s0131.1.p
OG0007799	XP_006290704.1	Roisl.0018s0121.1.p
OG0007800	XP_006295468.1	Roisl.0028s0216.1.p
OG0007801	XP_023639244.1	Roisl.0018s0082.1.p
OG0007802	XP_006293224.1	Roisl.0018s0077.1.p
OG0007803	XP_006291212.1	Roisl.0018s0066.1.p
OG0007804	XP_006290416.1	Roisl.0018s0064.1.p
OG0007805	XP_006292282.1	Roisl.0018s0054.1.p
OG0007806	XP_006294408.1	Roisl.0028s0272.1.p
OG0007807	XP_006291237.2	Roisl.0018s0027.1.p
OG0007808	XP_023638009.1	Roisl.0018s0018.1.p
OG0007809	XP_023638203.1	Roisl.0018s0005.1.p
OG0007810	XP_006291508.1	Roisl.0018s0004.1.p
OG0007811	XP_006293106.1	Roisl.0026s0009.1.p
OG0007812	XP_006291660.1	Roisl.0026s0015.1.p
OG0007813	XP_023638760.1	Roisl.0026s0024.1.p
OG0007814	XP_023639303.1	Roisl.0026s0071.1.p
OG0007815	XP_006280250.1	Roisl.0214s0187.1.p
OG0007816	XP_023638426.1	Roisl.0026s0124.1.p
OG0007817	XP_006290488.1	Roisl.0026s0129.1.p
OG0007818	XP_006291644.1	Roisl.0026s0134.1.p
OG0007819	XP_006292732.1	Roisl.0026s0181.1.p
OG0007820	XP_023638522.1	Roisl.0026s0199.1.p
OG0007821	XP_006290655.1	Roisl.0026s0200.1.p
OG0007822	XP_006290430.2	Roisl.0046s1650.1.p
OG0007823	XP_006290350.1	Roisl.0046s1623.1.p
OG0007824	XP_006280190.1	Roisl.0014s0036.1.p
OG0007825	XP_023638437.1	Roisl.0046s1541.1.p
OG0007826	XP_006292571.1	Roisl.0046s1605.1.p
OG0007827	XP_006291276.1	Roisl.0046s1573.1.p
OG0007828	XP_023637786.1	Roisl.0046s1535.1.p
OG0007829	XP_023637979.1	Roisl.0046s1452.1.p, Roisl.0005s0361.1.p
OG0007830	XP_006293084.1	Roisl.0046s1448.1.p
OG0007831	XP_006291043.1	Roisl.0046s1430.1.p
OG0007832	XP_006292507.2	Roisl.0046s1428.1.p
OG0007833	XP_006291188.1	Roisl.0046s1424.1.p
OG0007834	XP_006292594.1	Roisl.0046s1419.1.p
OG0007835	XP_023637759.1	Roisl.0046s1418.1.p
OG0007836	XP_023637760.1	Roisl.0046s1417.1.p
OG0007837	XP_006291407.1	Roisl.0046s1415.1.p
OG0007838	XP_006292719.1	Roisl.0046s1389.1.p
OG0007839	XP_006306684.1	Roisl.0021s0338.1.p
OG0007840	XP_023638489.1	Roisl.0046s1366.1.p
OG0007841	XP_006291268.1	Roisl.0046s1354.1.p
OG0007842	XP_006291827.1	Roisl.0046s1341.1.p
OG0007843	XP_006291758.2	Roisl.0046s1331.1.p
OG0007844	XP_023638222.1	Roisl.0046s1289.1.p
OG0007845	XP_006291790.1	Roisl.0046s1272.1.p
OG0007846	XP_006293211.1	Roisl.0046s1241.1.p
OG0007847	XP_006282084.1	Roisl.0184s0121.1.p
OG0007848	XP_006279801.1	Roisl.0184s0117.1.p
OG0007849	XP_006281523.1	Roisl.0031s0131.1.p
OG0007850	XP_006280149.1	Roisl.0031s0123.1.p
OG0007851	XP_023643324.1	Roisl.0031s0116.1.p
OG0007852	XP_006280958.1	Roisl.0031s0114.1.p
OG0007853	XP_006280717.1	Roisl.0031s0103.1.p
OG0007854	XP_006279677.1	Roisl.0031s0102.1.p
OG0007855	XP_006283871.1	Roisl.0002s0066.1.p
OG0007856	XP_006296716.1	Roisl.0053s0222.1.p
OG0007857	XP_006298341.1	Roisl.0053s0206.1.p
OG0007858	XP_006299616.1	Roisl.0053s0205.1.p
OG0007859	XP_006297348.1	Roisl.0053s0162.1.p
OG0007860	XP_006298708.1	Roisl.0049s0030.1.p
OG0007861	XP_023641750.1	Roisl.0213s0745.1.p
OG0007862	XP_006298491.1	Roisl.0038s0026.1.p, Roisl.0082s0024.1.p
OG0007863	XP_023643876.1	Roisl.0024s0047.1.p
OG0007864	XP_006300368.1	Roisl.0024s0050.1.p
OG0007865	XP_006300743.1	Roisl.0024s0089.1.p
OG0007866	XP_006301498.1	Roisl.0024s0100.1.p
OG0007867	XP_023642838.1	Roisl.0058s0086.1.p, Roisl.0024s0107.1.p
OG0007868	XP_006300299.1	Roisl.0024s0108.1.p
OG0007869	XP_006301418.1	Roisl.0019s0844.1.p
OG0007871	XP_023637040.1	Roisl.0046s0317.1.p
OG0007872	XP_023643716.1	Roisl.0209s0660.1.p, Roisl.0019s0838.1.p
OG0007873	XP_006302174.2	Roisl.0019s0836.1.p
OG0007874	XP_023644114.1	Roisl.0019s0835.1.p
OG0007875	XP_006302407.1	Roisl.0019s0827.1.p
OG0007876	XP_006302470.1	Roisl.0019s0811.1.p
OG0007877	XP_006302128.1	Roisl.0019s0798.1.p
OG0007878	XP_006302399.2	Roisl.0019s0795.1.p
OG0007879	XP_023643957.1	Roisl.0019s0787.1.p
OG0007880	XP_006303478.1	Roisl.0015s0061.1.p
OG0007881	XP_006301917.2	Roisl.0019s0760.1.p
OG0007882	XP_006301618.1	Roisl.0082s0494.1.p, Roisl.0019s0405.1.p, Roisl.0019s0729.1.p
OG0007883	XP_006301738.1	Roisl.0019s0722.1.p
OG0007884	XP_006302341.1	Roisl.0019s0717.1.p
OG0007885	XP_006298137.1	Roisl.0066s0297.1.p, Roisl.0066s0048.1.p
OG0007886	XP_023635382.1	Roisl.0012s0341.1.p
OG0007887	XP_006298812.1	Roisl.0066s0035.1.p
OG0007888	XP_006297211.1	Roisl.0066s0026.1.p
OG0007889	XP_023641620.1	Roisl.0206s0027.1.p
OG0007890	XP_006291510.1	Roisl.0011s0142.1.p, Roisl.0011s0141.1.p
OG0007891	XP_006293028.1	Roisl.0025s0067.1.p
OG0007892	XP_006300293.2	Roisl.0214s0360.1.p
OG0007893	XP_006294890.1	Roisl.0028s0497.1.p
OG0007894	XP_006295195.1	Roisl.0028s0504.1.p
OG0007895	XP_006294851.1	Roisl.0028s0509.1.p
OG0007896	XP_006294842.1	Roisl.0028s0514.1.p
OG0007897	XP_006290349.2	Roisl.0046s1118.1.p, Roisl.0046s1131.1.p
OG0007898	XP_006295098.1	Roisl.0028s0546.1.p
OG0007899	XP_006293704.1	Roisl.0028s0552.1.p
OG0007900	XP_006295545.1	Roisl.0028s0577.1.p
OG0007901	XP_006294938.1	Roisl.0028s0585.1.p
OG0007902	XP_006294355.1	Roisl.0017s0411.1.p
OG0007903	XP_006295728.1	Roisl.0017s0408.1.p
OG0007904	XP_006293648.1	Roisl.0017s0406.1.p
OG0007905	XP_006293965.1	Roisl.0017s0398.1.p
OG0007906	XP_006295818.1	Roisl.0017s0384.1.p
OG0007907	XP_006300574.1	Roisl.0209s0023.1.p
OG0007908	XP_006295819.1	Roisl.0017s0332.1.p
OG0007910	XP_023640564.1	Roisl.0017s0311.1.p
OG0007911	XP_006296100.1	Roisl.0017s0309.1.p
OG0007912	XP_006294913.1	Roisl.0017s0274.1.p
OG0007913	XP_023641627.1	Roisl.0079s0052.1.p
OG0007914	XP_023640693.1	Roisl.0017s0254.1.p
OG0007915	XP_006294631.1	Roisl.0017s0251.1.p
OG0007916	XP_006293560.1	Roisl.0017s0246.1.p, Roisl.0017s0266.1.p
OG0007917	XP_023640214.1	Roisl.0017s0242.1.p
OG0007918	XP_006293497.2	Roisl.0017s0241.1.p
OG0007919	XP_006294866.1	Roisl.0017s0240.1.p
OG0007920	XP_006295035.1	Roisl.0017s0234.1.p
OG0007921	XP_006305289.2	Roisl.0191s0463.1.p
OG0007922	XP_006295108.1	Roisl.0017s0192.1.p
OG0007923	XP_023640291.1	Roisl.0017s0186.1.p
OG0007924	XP_006294617.1	Roisl.0017s0158.1.p
OG0007925	XP_006295903.1	Roisl.0017s0145.1.p
OG0007926	XP_006296678.1	Roisl.0074s1023.1.p
OG0007927	XP_006295343.1	Roisl.0017s0125.1.p
OG0007928	XP_006296475.1	Roisl.0017s0123.1.p
OG0007929	XP_006295025.2	Roisl.0017s0116.1.p
OG0007930	XP_023639901.1	Roisl.0017s0082.1.p
OG0007931	XP_006295079.1	Roisl.0017s0059.1.p
OG0007932	XP_006294887.1	Roisl.0017s0050.1.p
OG0007933	XP_006293893.1	Roisl.0017s0047.1.p
OG0007934	XP_006296293.2	Roisl.0017s0032.1.p
OG0007935	XP_006289154.1	Roisl.0082s0151.1.p, Roisl.0082s0150.1.p
OG0007936	XP_006290188.2	Roisl.0082s0163.1.p
OG0007937	XP_006292412.1	Roisl.0011s0037.1.p
OG0007938	XP_006287494.1	Roisl.0082s0200.1.p
OG0007939	XP_006287881.1	Roisl.0082s0203.1.p
OG0007940	XP_006286991.1	Roisl.0082s0219.1.p
OG0007941	XP_006289429.1	Roisl.0209s0239.1.p
OG0007942	XP_006293831.1	Roisl.0082s0135.1.p
OG0007943	XP_006294766.2	Roisl.0046s0653.1.p
OG0007944	XP_006293551.1	Roisl.0046s0623.1.p
OG0007945	XP_006295667.1	Roisl.0046s0599.1.p
OG0007946	XP_023640030.1	Roisl.0046s0583.1.p
OG0007947	XP_023640929.1	Roisl.0046s0576.1.p
OG0007948	XP_023640798.1	Roisl.0046s0563.1.p
OG0007949	XP_006282862.1, XP_006303162.1	Roisl.0015s0083.1.p
OG0007950	XP_006294574.1	Roisl.0046s0557.1.p
OG0007951	XP_006294685.1	Roisl.0046s0541.1.p
OG0007952	XP_006295757.1	Roisl.0046s0540.1.p
OG0007953	XP_006293682.1	Roisl.0046s0505.1.p
OG0007954	XP_006294990.1	Roisl.0006s0595.1.p
OG0007955	XP_023640057.1	Roisl.0006s0590.1.p
OG0007956	XP_006294776.1	Roisl.0021s0566.1.p
OG0007957	XP_006295798.1	Roisl.0021s0584.1.p
OG0007958	XP_006296121.1	Roisl.0021s0599.1.p
OG0007959	XP_006293830.1	Roisl.0082s0513.1.p
OG0007960	XP_006293760.1	Roisl.0023s0097.1.p
OG0007961	XP_006293899.2	Roisl.0043s0042.1.p
OG0007962	XP_006296338.1	Roisl.0051s0016.1.p
OG0007963	XP_006293919.2	Roisl.0078s0003.1.p
OG0007964	XP_023635593.1	Roisl.0022s0102.1.p
OG0007965	XP_006283726.1	Roisl.0022s0101.1.p
OG0007966	XP_006283365.1	Roisl.0008s0246.1.p
OG0007967	XP_006307521.1	Roisl.0185s0003.1.p
OG0007968	XP_023645326.1	Roisl.0179s0102.1.p
OG0007969	XP_006307397.1	Roisl.0179s0080.1.p
OG0007970	XP_006305116.1	Roisl.0179s0042.1.p
OG0007971	XP_006305434.1	Roisl.0179s0037.1.p
OG0007972	XP_006305394.1	Roisl.0210s2121.1.p
OG0007973	XP_023633002.1	Roisl.0210s2104.1.p
OG0007974	XP_006303282.1	Roisl.0046s0065.1.p
OG0007975	XP_006303971.2	Roisl.0056s0009.1.p
OG0007976	XP_006303943.1	Roisl.0056s0031.1.p
OG0007977	XP_006306856.1	Roisl.0082s0531.1.p
OG0007978	XP_006305703.1	Roisl.0193s0011.1.p
OG0007979	XP_006305458.1	Roisl.0040s0051.1.p
OG0007980	XP_006307022.1	Roisl.0040s0054.1.p
OG0007981	XP_006288727.1	Roisl.0053s0032.1.p
OG0007982	XP_023636553.1	Roisl.0053s0031.1.p
OG0007983	XP_006288526.1	Roisl.0020s0086.1.p
OG0007984	XP_006286584.2	Roisl.0020s0110.1.p
OG0007985	XP_006289826.1	Roisl.0057s0034.1.p
OG0007986	XP_023634789.1, XP_006284615.1	Roisl.0210s2189.1.p
OG0007987	XP_006287969.1	Roisl.0213s0552.1.p
OG0007988	XP_006287228.1	Roisl.0209s0213.1.p
OG0007989	XP_006286855.1	Roisl.0210s1617.1.p
OG0007990	XP_006287336.1	Roisl.0210s1622.1.p
OG0007991	XP_006289450.1	Roisl.0210s1631.1.p
OG0007992	XP_023636211.1	Roisl.0210s1645.1.p
OG0007993	XP_006286419.1	Roisl.0210s1651.1.p
OG0007994	XP_006288080.1	Roisl.0046s0299.1.p
OG0007995	XP_006287497.1	Roisl.0046s0305.1.p
OG0007996	XP_023636212.1	Roisl.0046s0343.1.p
OG0007997	XP_006300089.1	Roisl.0214s0423.1.p
OG0007998	XP_006299260.1	Roisl.0214s0435.1.p
OG0007999	XP_023642273.1	Roisl.0214s0455.1.p
OG0008000	XP_006300273.2, XP_006295530.2	Roisl.0067s0004.1.p
OG0008001	XP_006294213.1	Roisl.0067s0014.1.p
OG0008002	XP_006294141.1	Roisl.0067s0033.1.p
OG0008003	XP_006290194.1	Roisl.0020s0121.1.p
OG0008004	XP_006285366.1, XP_006296482.1	Roisl.0067s0076.1.p
OG0008005	XP_006294109.1	Roisl.0067s0083.1.p
OG0008006	XP_006293500.1	Roisl.0035s0010.1.p
OG0008007	XP_006295978.1	Roisl.0035s0140.1.p
OG0008008	XP_006295877.2	Roisl.0035s0142.1.p
OG0008009	XP_006293673.2	Roisl.0035s0143.1.p
OG0008010	XP_006295060.1	Roisl.0035s0146.1.p
OG0008012	XP_006293676.1	Roisl.0035s0156.1.p
OG0008013	XP_006296393.1	Roisl.0035s0164.1.p
OG0008014	XP_006295876.1	Roisl.0035s0183.1.p
OG0008015	XP_006294463.1	Roisl.0028s0043.1.p
OG0008016	XP_006294915.1	Roisl.0028s0100.1.p
OG0008017	XP_006293727.1	Roisl.0028s0102.1.p
OG0008018	XP_006293394.1	Roisl.0028s0123.1.p
OG0008019	XP_006294265.1	Roisl.0028s0145.1.p
OG0008020	XP_023639790.1	Roisl.0028s0184.1.p
OG0008021	XP_023639499.1	Roisl.0028s0185.1.p
OG0008022	XP_006294506.1	Roisl.0028s0186.1.p
OG0008023	XP_006296295.1	Roisl.0028s0199.1.p
OG0008024	XP_006295328.1	Roisl.0028s0251.1.p
OG0008025	XP_006294098.1	Roisl.0028s0311.1.p
OG0008026	XP_023639668.1	Roisl.0028s0327.1.p
OG0008027	XP_006294465.1	Roisl.0028s0400.1.p
OG0008028	XP_023640548.1	Roisl.0028s0406.1.p
OG0008029	XP_023639912.1	Roisl.0028s0421.1.p
OG0008030	XP_006294452.1	Roisl.0028s0439.1.p
OG0008031	XP_006294798.1	Roisl.0028s0482.1.p, Roisl.0028s0481.1.p
OG0008032	XP_006296485.1	Roisl.0028s0486.1.p
OG0008033	XP_006281890.1	Roisl.0005s0101.1.p
OG0008034	XP_006282206.1	Roisl.0005s0052.1.p
OG0008035	XP_006282104.1	Roisl.0005s0087.1.p
OG0008036	XP_006298265.1	Roisl.0016s0093.1.p
OG0008037	XP_006299938.1	Roisl.0016s0095.1.p
OG0008038	XP_006297923.1	Roisl.0016s0103.1.p
OG0008039	XP_006299569.1	Roisl.0016s0115.1.p
OG0008040	XP_006299473.1	Roisl.0016s0138.1.p
OG0008041	XP_006286922.1	Roisl.0210s1054.1.p
OG0008042	XP_006296709.1	Roisl.0016s0190.1.p
OG0008043	XP_006297231.1	Roisl.0016s0220.1.p
OG0008044	XP_006298755.2	Roisl.0016s0242.1.p
OG0008045	XP_006298826.1	Roisl.0016s0250.1.p
OG0008046	XP_006297811.1	Roisl.0016s0280.1.p
OG0008047	XP_006299961.1	Roisl.0016s0303.1.p
OG0008048	XP_006299967.1	Roisl.0016s0309.1.p
OG0008049	XP_006296725.1	Roisl.0016s0340.1.p
OG0008050	XP_023642559.1	Roisl.0016s0345.1.p
OG0008051	XP_006297959.1	Roisl.0016s0349.1.p
OG0008052	XP_006298440.1	Roisl.0016s0351.1.p
OG0008055	XP_023641799.1	Roisl.0039s0011.1.p
OG0008056	XP_006297044.1	Roisl.0039s0031.1.p
OG0008057	XP_006300215.2	Roisl.0039s0036.1.p
OG0008058	XP_006298431.1	Roisl.0039s0056.1.p
OG0008059	XP_006296886.1	Roisl.0039s0062.1.p
OG0008060	XP_006296949.1	Roisl.0039s0069.1.p
OG0008061	XP_023642026.1	Roisl.0039s0074.1.p
OG0008062	XP_006300146.1	Roisl.0039s0131.1.p
OG0008063	XP_023642229.1	Roisl.0039s0136.1.p
OG0008064	XP_006298092.2	Roisl.0039s0142.1.p
OG0008065	XP_006297632.1	Roisl.0039s0160.1.p
OG0008066	XP_006298397.1	Roisl.0079s0137.1.p
OG0008067	XP_006298618.1	Roisl.0079s0042.1.p
OG0008068	XP_006298844.1	Roisl.0079s0043.1.p
OG0008069	XP_006298270.1	Roisl.0079s0053.1.p
OG0008070	XP_006298475.1	Roisl.0079s0067.1.p
OG0008071	XP_023642689.1	Roisl.0079s0177.1.p
OG0008072	XP_023642678.1	Roisl.0079s0217.1.p
OG0008073	XP_023641837.1	Roisl.0079s0247.1.p
OG0008074	XP_006299014.1	Roisl.0079s0258.1.p
OG0008075	XP_006297513.2	Roisl.0079s0274.1.p
OG0008076	XP_006299294.1	Roisl.0079s0267.1.p
OG0008077	XP_023641399.1	Roisl.0079s0270.1.p
OG0008078	XP_006297844.1	Roisl.0079s0279.1.p
OG0008079	XP_006297189.1	Roisl.0079s0307.1.p
OG0008080	XP_006296961.1	Roisl.0079s0311.1.p
OG0008081	XP_006296729.1	Roisl.0079s0331.1.p
OG0008082	XP_006299999.1	Roisl.0074s1022.1.p
OG0008083	XP_006281180.1	Roisl.0074s1014.1.p
OG0008084	XP_006299482.1	Roisl.0074s0987.1.p
OG0008085	XP_006284160.1	Roisl.0091s0349.1.p
OG0008086	XP_023642484.1	Roisl.0074s0962.1.p
OG0008087	XP_006298091.1	Roisl.0074s0937.1.p
OG0008088	XP_006298102.1	Roisl.0074s0936.1.p
OG0008089	XP_006298090.1	Roisl.0074s0922.1.p
OG0008090	XP_006300021.2	Roisl.0074s0910.1.p
OG0008091	XP_006298380.1	Roisl.0074s0886.1.p
OG0008092	XP_023641495.1	Roisl.0074s0879.1.p
OG0008093	XP_006297904.1	Roisl.0074s0860.1.p
OG0008095	XP_023641595.1	Roisl.0074s0854.1.p
OG0008096	XP_006296618.1	Roisl.0074s0836.1.p
OG0008097	XP_006297639.1	Roisl.0074s0835.1.p
OG0008098	XP_006298425.1	Roisl.0074s0824.1.p
OG0008099	XP_023642119.1	Roisl.0074s0821.1.p
OG0008100	XP_006297768.2	Roisl.0074s0811.1.p
OG0008101	XP_006297385.1	Roisl.0074s0810.1.p
OG0008102	XP_006299462.1	Roisl.0074s0796.1.p
OG0008103	XP_006296688.1	Roisl.0074s0777.1.p
OG0008104	XP_023641654.1	Roisl.0074s0773.1.p
OG0008105	XP_006300016.1	Roisl.0074s0762.1.p
OG0008106	XP_023641078.1	Roisl.0074s0745.1.p
OG0008107	XP_023641396.1	Roisl.0074s0743.1.p
OG0008108	XP_006299890.1	Roisl.0074s0742.1.p
OG0008109	XP_006299067.1	Roisl.0074s0737.1.p
OG0008110	XP_006299970.1	Roisl.0074s0703.1.p
OG0008111	XP_006299899.1	Roisl.0074s0696.1.p
OG0008112	XP_006298149.1	Roisl.0074s0677.1.p
OG0008113	XP_006298924.1	Roisl.0021s0521.1.p
OG0008114	XP_006288537.1, XP_006298419.1	Roisl.0074s0647.1.p
OG0008115	XP_006298101.1	Roisl.0074s0595.1.p
OG0008116	XP_006299589.1	Roisl.0074s0590.1.p
OG0008117	XP_023641293.1	Roisl.0074s0580.1.p
OG0008118	XP_006299792.1	Roisl.0074s0573.1.p
OG0008118	XP_023641290.1	Roisl.0074s0572.1.p
OG0008119	XP_006298170.1	Roisl.0074s0561.1.p
OG0008120	XP_006297883.1	Roisl.0074s0542.1.p
OG0008121	XP_006299971.1	Roisl.0074s0534.1.p
OG0008122	XP_006297156.1	Roisl.0074s0522.1.p
OG0008123	XP_023642082.1	Roisl.0074s0486.1.p
OG0008124	XP_023641103.1	Roisl.0074s0478.1.p
OG0008125	XP_006297964.1	Roisl.0074s0457.1.p
OG0008126	XP_006299372.1	Roisl.0074s0456.1.p
OG0008127	XP_006298161.1	Roisl.0074s0405.1.p
OG0008128	XP_006298689.1	Roisl.0074s0383.1.p
OG0008129	XP_006298699.1	Roisl.0074s0381.1.p
OG0008130	XP_006298791.1	Roisl.0074s0375.1.p
OG0008131	XP_006298512.1	Roisl.0074s0370.1.p
OG0008132	XP_006297115.1	Roisl.0074s0340.1.p
OG0008133	XP_006297268.1	Roisl.0074s0327.1.p
OG0008134	XP_006299175.1	Roisl.0074s0315.1.p
OG0008135	XP_023641538.1	Roisl.0074s0298.1.p
OG0008135	XP_006296757.1	Roisl.0074s0299.1.p
OG0008136	XP_006299431.1	Roisl.0074s0292.1.p
OG0008137	XP_006297124.1	Roisl.0074s0271.1.p
OG0008138	XP_006299552.2	Roisl.0074s0235.1.p
OG0008139	XP_006298881.1	Roisl.0074s0212.1.p
OG0008140	XP_006298441.1	Roisl.0074s0205.1.p
OG0008141	XP_006298577.1	Roisl.0074s0197.1.p
OG0008142	XP_006298145.1	Roisl.0074s0196.1.p
OG0008143	XP_006298110.1	Roisl.0074s0159.1.p
OG0008144	XP_006297794.1	Roisl.0074s0158.1.p
OG0008146	XP_006298549.1	Roisl.0074s0142.1.p
OG0008148	XP_006303819.1	Roisl.0006s0468.1.p
OG0008149	XP_023641415.1	Roisl.0074s0095.1.p
OG0008150	XP_006298499.1	Roisl.0074s0074.1.p
OG0008151	XP_023642321.1	Roisl.0074s0064.1.p
OG0008152	XP_006283519.1	Roisl.0003s0270.1.p
OG0008153	XP_006299410.1	Roisl.0074s0057.1.p
OG0008154	XP_006297395.1	Roisl.0074s0048.1.p
OG0008155	XP_006297926.1	Roisl.0074s0045.1.p
OG0008156	XP_006298564.1	Roisl.0074s0019.1.p
OG0008157	XP_006297417.2	Roisl.0074s0007.1.p
OG0008158	XP_006298597.1	Roisl.0028s0013.1.p
OG0008159	XP_006297212.2	Roisl.0028s0015.1.p
OG0008160	XP_006297570.1	Roisl.0115s0263.1.p
OG0008161	XP_023634605.1	Roisl.0001s0320.1.p
OG0008162	XP_023634458.1	Roisl.0200s0015.1.p
OG0008163	XP_006296794.1	Roisl.0115s0341.1.p
OG0008164	XP_006285173.1	Roisl.0091s0644.1.p
OG0008165	XP_023641572.1	Roisl.0115s0371.1.p
OG0008166	XP_023635443.1	Roisl.0008s0359.1.p
OG0008167	XP_023642727.1	Roisl.0115s0423.1.p
OG0008168	XP_006297362.1	Roisl.0115s0440.1.p
OG0008169	XP_006297313.1	Roisl.0115s0453.1.p
OG0008170	XP_006297757.1	Roisl.0115s0457.1.p
OG0008171	XP_006280617.1	Roisl.0031s0051.1.p
