Orthogroup	Capsella_rubella	Cardamine_hirsuta
OG0008702	XP_006289625.1	CARHR199880
OG0008703	XP_006288520.2	CARHR200100
OG0008704	XP_023636491.1	CARHR200160
OG0008705	XP_006286470.1	CARHR200320
OG0008706	XP_006288301.2	CARHR200330
OG0008707	XP_023635912.1	CARHR200370
OG0008708	XP_006288748.1	CARHR200400
OG0008709	XP_006287114.2	CARHR200410
OG0008711	XP_006289580.1	CARHR200670
OG0008712	XP_023637004.1	CARHR200780
OG0008713	XP_023637026.1	CARHR200790
OG0008714	XP_023637449.1	CARHR200840
OG0008715	XP_006290134.1	CARHR200930
OG0008716	XP_006287382.1	CARHR201150
OG0008717	XP_006287999.2	CARHR201170
OG0008718	XP_006288247.2	CARHR201250
OG0008719	XP_006288699.1	CARHR201260
OG0008720	XP_006287037.1	CARHR201310
OG0008721	XP_006287000.1	CARHR201660
OG0008722	XP_006286661.1	CARHR201950
OG0008723	XP_006281884.1	CARHR268480
OG0008724	XP_006289990.1	CARHR202170
OG0008725	XP_006289029.1	CARHR202290
OG0008726	XP_006286600.1	CARHR202300
OG0008727	XP_006288148.2	CARHR202590
OG0008728	XP_006287358.1	CARHR202660
OG0008729	XP_023636026.1	CARHR202810
OG0008730	XP_006287841.1	CARHR203140
OG0008731	XP_023637284.1	CARHR203280
OG0008732	XP_023635812.1	CARHR203460
OG0008733	XP_006294981.1, XP_006281092.1	CARHR203710
OG0008734	XP_006287905.1	CARHR204060
OG0008735	XP_006288823.2	CARHR204090
OG0008736	XP_006288995.1	CARHR204200
OG0008737	XP_006286619.1	CARHR204380
OG0008738	XP_006287344.1	CARHR204410
OG0008739	XP_006290723.1	CARHR151710
OG0008740	XP_006281470.1	CARHR258140
OG0008741	XP_023635876.1	CARHR204620
OG0008742	XP_006288486.1	CARHR204930
OG0008743	XP_006288832.2	CARHR205120
OG0008744	XP_006286671.1	CARHR205240
OG0008745	XP_023636227.1	CARHR205280
OG0008746	XP_006287366.1	CARHR205360
OG0008747	XP_006288681.1	CARHR205570
OG0008748	XP_006290238.2	CARHR251180
OG0008749	XP_006289771.1	CARHR251200
OG0008750	XP_023636316.1	CARHR251540
OG0008751	XP_023636980.1	CARHR251550
OG0008752	XP_006288579.1	CARHR251730
OG0008753	XP_006282692.2	CARHR232490
OG0008754	XP_006280951.1	CARHR257170
OG0008755	XP_006282891.1	CARHR232310
OG0008756	XP_023634778.1	CARHR232300
OG0008757	XP_023635898.1	CARHR249440
OG0008758	XP_006294759.1	CARHR118570
OG0008759	XP_023640220.1	CARHR118720
OG0008760	XP_006294144.1	CARHR118980
OG0008761	XP_006295470.1	CARHR119070
OG0008762	XP_006293814.1	CARHR119730
OG0008763	XP_006295039.1	CARHR119830
OG0008764	XP_006295919.1	CARHR119940
OG0008765	XP_006295716.1	CARHR119950
OG0008766	XP_006294344.2	CARHR121470
OG0008768	XP_006295096.1	CARHR120440
OG0008769	XP_006294958.1	CARHR120490
OG0008770	XP_006293456.1	CARHR120510
OG0008771	XP_006296291.1	CARHR120570
OG0008772	XP_006293606.1	CARHR120690
OG0008773	XP_006296363.1	CARHR120830
OG0008774	XP_006294207.1	CARHR120880
OG0008775	XP_023639861.1	CARHR120960
OG0008776	XP_006294226.1	CARHR121330
OG0008777	XP_006295281.2	CARHR121380
OG0008778	XP_006296151.1	CARHR121620
OG0008779	XP_006294126.1	CARHR121740
OG0008780	XP_006293705.1	CARHR121900
OG0008781	XP_006294865.1	CARHR121930
OG0008782	XP_006294177.1	CARHR121940
OG0008783	XP_006295153.1	CARHR122020
OG0008784	XP_006296496.1	CARHR122030
OG0008786	XP_023639734.1	CARHR122290
OG0008787	XP_023639895.1	CARHR122680
OG0008788	XP_023640181.1	CARHR122690
OG0008789	XP_006294335.1	CARHR123260
OG0008790	XP_006293768.1	CARHR123370
OG0008791	XP_023639708.1	CARHR123410
OG0008792	XP_006296371.1	CARHR123450
OG0008793	XP_006280685.1	CARHR123600
OG0008794	XP_006295686.1	CARHR123730
OG0008795	XP_006293884.1	CARHR123970
OG0008796	XP_006294422.1	CARHR123980
OG0008797	XP_006294232.1	CARHR124210
OG0008798	XP_006293809.1	CARHR124590
OG0008799	XP_006295721.1	CARHR124690
OG0008800	XP_006294476.1	CARHR124700
OG0008801	XP_023640558.1	CARHR124790
OG0008802	XP_006293670.1	CARHR124850
OG0008803	XP_006293452.1	CARHR124870
OG0008804	XP_006294655.1	CARHR124990
OG0008805	XP_006295020.1	CARHR125040
OG0008806	XP_006294187.1	CARHR125440
OG0008807	XP_023640585.1	CARHR125510
OG0008809	XP_006294903.1	CARHR125900
OG0008810	XP_006295854.1	CARHR126340
OG0008811	XP_006295920.1	CARHR126130
OG0008812	XP_006284109.1	CARHR218470
OG0008814	XP_006296364.2	CARHR126750
OG0008815	XP_006295125.1	CARHR127160
OG0008816	XP_006295661.1	CARHR127260
OG0008817	XP_023640799.1	CARHR127310
OG0008818	XP_006293875.1	CARHR127320
OG0008819	XP_023639758.1	CARHR127350
OG0008820	XP_006295303.1	CARHR127400
OG0008821	XP_023637053.1	CARHR180420
OG0008822	XP_006282017.1	CARHR180090
OG0008823	XP_006281612.1	CARHR006300
OG0008824	XP_006281002.2	CARHR179730
OG0008825	XP_006281163.1	CARHR179590
OG0008826	XP_023639888.1	CARHR179560, CARHR216610
OG0008827	XP_023634676.1	CARHR231890
OG0008828	XP_006280675.1	CARHR178950
OG0008830	XP_006285532.1	CARHR232560
OG0008831	XP_023635453.1	CARHR232590
OG0008832	XP_006283679.1	CARHR232750
OG0008833	XP_023632978.1, XP_006303465.1, XP_006305800.1	CARHR037420
OG0008834	XP_023645824.1	CARHR037350
OG0008835	XP_006303973.1	CARHR037300
OG0008836	XP_006303222.1	CARHR037230
OG0008837	XP_006305305.1	CARHR037080
OG0008838	XP_006304153.1	CARHR037030
OG0008839	XP_006304899.2	CARHR036270
OG0008840	XP_006305179.2	CARHR036570
OG0008841	XP_006305686.1	CARHR036740
OG0008842	XP_006305558.1	CARHR027240
OG0008843	XP_006304065.1	CARHR027360
OG0008844	XP_006303429.1	CARHR027620
OG0008845	XP_006298252.2	CARHR101480
OG0008846	XP_006304381.1	CARHR027790
OG0008847	XP_006305292.1	CARHR027910
OG0008848	XP_006305057.1	CARHR028270
OG0008849	XP_006305267.1	CARHR028550
OG0008850	XP_006307011.1	CARHR028560
OG0008851	XP_006304099.1	CARHR028600
OG0008852	XP_006305157.1	CARHR029020
OG0008853	XP_006281794.1	CARHR182370, CARHR182330
OG0008854	XP_006304465.2	CARHR029120
OG0008855	XP_023633093.1	CARHR029500
OG0008856	XP_006305775.1	CARHR029400
OG0008857	XP_006306714.1	CARHR029710
OG0008858	XP_006307568.1	CARHR030130
OG0008859	XP_006307148.1	CARHR030160
OG0008860	XP_006304418.1	CARHR030220, CARHR054980
OG0008861	XP_023645795.1	CARHR030290
OG0008862	XP_006306855.1	CARHR030350
OG0008863	XP_023633241.1	CARHR258260, CARHR030480
OG0008864	XP_006305545.2	CARHR030510
OG0008865	XP_006303745.1	CARHR158120, CARHR030720
OG0008866	XP_006305502.1	CARHR030760
OG0008867	XP_006281706.1	CARHR258010
OG0008868	XP_023645373.1	CARHR287040
OG0008869	XP_006305412.1	CARHR031150
OG0008870	XP_006307193.1	CARHR031300
OG0008871	XP_006306899.2	CARHR031710
OG0008872	XP_006303359.1	CARHR032000
OG0008873	XP_006295968.1	CARHR129450
OG0008874	XP_023637910.1	CARHR145020
OG0008875	XP_006292005.2	CARHR145280
OG0008876	XP_023639035.1	CARHR145730
OG0008877	XP_006290508.1	CARHR172360
OG0008878	XP_006280049.1	CARHR280950
OG0008879	XP_006281688.1	CARHR280920
OG0008880	XP_006279796.1	CARHR280900
OG0008881	XP_006281085.1	CARHR280750
OG0008882	XP_006282078.1	CARHR280730
OG0008883	XP_023632897.1	CARHR280710
OG0008884	XP_006280131.1	CARHR036590, CARHR280630
OG0008885	XP_006282286.1	CARHR280540
OG0008886	XP_006279673.2	CARHR280350
OG0008887	XP_006279745.1	CARHR280310
OG0008888	XP_006279973.1	CARHR280120
OG0008889	XP_006280319.1	CARHR280040
OG0008890	XP_006281233.1	CARHR279940
OG0008891	XP_006280087.1	CARHR279640
OG0008892	XP_006280645.2	CARHR279610
OG0008893	XP_006280200.1	CARHR279520
OG0008894	XP_006280879.1	CARHR279200
OG0008895	XP_006280660.1	CARHR279050
OG0008896	XP_006280928.1	CARHR279040
OG0008897	XP_006279585.1	CARHR279020
OG0008898	XP_006279651.1	CARHR293750
OG0008899	XP_006280248.1	CARHR293840
OG0008900	XP_006282168.1	CARHR278830
OG0008901	XP_006280216.1	CARHR278610
OG0008902	XP_023635098.1	CARHR278260
OG0008903	XP_006280766.1	CARHR278150
OG0008904	XP_006280680.1	CARHR277970
OG0008905	XP_006279577.1	CARHR277850
OG0008906	XP_023640806.1	CARHR277790
OG0008907	XP_006282368.1	CARHR277710
OG0008908	XP_023632564.1	CARHR277550
OG0008909	XP_006281191.1	CARHR277330
OG0008910	XP_006282325.1	CARHR277190
OG0008911	XP_006281506.1	CARHR277070
OG0008912	XP_006280650.1	CARHR276750
OG0008913	XP_006281223.1	CARHR276660
OG0008914	XP_006279839.2	CARHR276600
OG0008915	XP_006280820.2	CARHR276530
OG0008916	XP_006280313.1	CARHR276450
OG0008917	XP_006280255.1	CARHR276340
OG0008918	XP_006281617.1	CARHR276300
OG0008919	XP_006282124.1	CARHR276210
OG0008920	XP_006281048.1	CARHR276140
OG0008921	XP_006281039.1	CARHR276070
OG0008922	XP_006281367.1	CARHR275920
OG0008923	XP_006280517.1	CARHR275840
OG0008924	XP_006280765.2	CARHR275810
OG0008925	XP_006280012.1	CARHR275780
OG0008926	XP_023645628.1	CARHR275620
OG0008927	XP_023639280.1	CARHR275530
OG0008928	XP_006280989.1	CARHR275200
OG0008929	XP_006280178.1	CARHR274840
OG0008930	XP_006288494.1	CARHR190490
OG0008931	XP_006286897.1	CARHR190380
OG0008932	XP_006286797.1	CARHR190350
OG0008933	XP_023637717.1	CARHR190230
OG0008934	XP_006287878.1	CARHR190200
OG0008935	XP_006286452.1	CARHR190060
OG0008936	XP_006287150.1	CARHR190030
OG0008937	XP_006286666.1	CARHR189940
OG0008938	XP_006287648.1	CARHR189620
OG0008939	XP_006289963.2	CARHR189310
OG0008940	XP_006289354.1	CARHR189020
OG0008942	XP_006288246.2	CARHR188870
OG0008943	XP_006288538.1	CARHR188850
OG0008944	XP_006286796.1	CARHR188770
OG0008945	XP_006287997.1	CARHR188510
OG0008946	XP_023637549.1	CARHR188480, CARHR150640, CARHR188460
OG0008947	XP_006286673.1	CARHR188340
OG0008948	XP_006288624.1	CARHR188320
OG0008949	XP_006289043.1	CARHR188220
OG0008950	XP_006286840.1	CARHR188060
OG0008951	XP_006287605.2	CARHR187630
OG0008952	XP_006290207.1	CARHR187560
OG0008953	XP_006288626.1	CARHR187150
OG0008954	XP_006289461.2	CARHR193340
OG0008955	XP_006288582.1	CARHR193260
OG0008956	XP_006290114.1	CARHR064710
OG0008957	XP_006286463.2	CARHR193300
OG0008958	XP_006288841.1	CARHR193310
OG0008959	XP_006289269.1	CARHR193330
OG0008960	XP_006287923.1	CARHR193170
OG0008961	XP_006289406.2	CARHR193160
OG0008962	XP_006289636.1	CARHR233770, CARHR193150
OG0008963	XP_006290154.1	CARHR192970
OG0008964	XP_006287221.1	CARHR192940
OG0008965	XP_006286390.1	CARHR192700
OG0008966	XP_023636031.1	CARHR192660
OG0008967	XP_006289959.1	CARHR192620
OG0008968	XP_023635867.1	CARHR192580
OG0008969	XP_023636298.1	CARHR192310
OG0008970	XP_006288533.1	CARHR192110
OG0008971	XP_006288113.1	CARHR192000
OG0008972	XP_006287555.1	CARHR191980
OG0008973	XP_006286473.1	CARHR191890
OG0008974	XP_006286361.1	CARHR191860
OG0008975	XP_006289655.1	CARHR191820
OG0008976	XP_023637138.1	CARHR191800
OG0008977	XP_006288523.1	CARHR191620
OG0008978	XP_006287048.1	CARHR191500
OG0008979	XP_006289607.2	CARHR191360
OG0008980	XP_006290047.1	CARHR191190
OG0008981	XP_006288668.1	CARHR191140
OG0008982	XP_006289712.1	CARHR190950
OG0008983	XP_006281795.1	CARHR267210
OG0008984	XP_006287602.1	CARHR190720
OG0008985	XP_006286724.1	CARHR190530
OG0008986	XP_006279968.1	CARHR274380
OG0008987	XP_023642097.1	CARHR274010
OG0008988	XP_006290831.1, XP_023645188.1	CARHR118670, CARHR273890
OG0008989	XP_006293773.1	CARHR273620
OG0008990	XP_023634992.1	CARHR273580
OG0008991	XP_006280519.1	CARHR273370
OG0008992	XP_023638254.1	CARHR273470
OG0008993	XP_006281031.1	CARHR273340
OG0008994	XP_023641139.1	CARHR285400
OG0008995	XP_006281196.1	CARHR285370
OG0008996	XP_006280372.1	CARHR285240
OG0008997	XP_006279671.1	CARHR285200
OG0008998	XP_006279615.1	CARHR272880
OG0008999	XP_023643525.1	CARHR272510
OG0009000	XP_023635520.1	CARHR272240
OG0009001	XP_023636738.1	CARHR272110
OG0009002	XP_006279902.1	CARHR271970
OG0009003	XP_006306592.1	CARHR021430
OG0009004	XP_023635942.1	CARHR271850
OG0009005	XP_006301182.1	CARHR072010
OG0009006	XP_023642862.1	CARHR271660
OG0009007	XP_006281936.1	CARHR271390
OG0009008	XP_006279674.1	CARHR271320
OG0009009	XP_006281056.1	CARHR271170
OG0009010	XP_006280913.1	CARHR271100
OG0009011	XP_006280906.1	CARHR271080
OG0009012	XP_006279508.1	CARHR270990
OG0009013	XP_006280489.1	CARHR270970
OG0009014	XP_023637192.1	CARHR270960
OG0009015	XP_006279738.1	CARHR270720
OG0009016	XP_006280310.1	CARHR270710
OG0009017	XP_006279744.1	CARHR270630
OG0009018	XP_006280948.2	CARHR270590
OG0009019	XP_006280137.1	CARHR270540
OG0009020	XP_006280735.1	CARHR270500
OG0009021	XP_006280707.1	CARHR270270
OG0009022	XP_006281190.1	CARHR270230
OG0009023	XP_006281822.1	CARHR269800
OG0009024	XP_006279491.1	CARHR269780
OG0009025	XP_023641740.1	CARHR269620
OG0009026	XP_023639322.1	CARHR269690
OG0009027	XP_006280769.1	CARHR269340
OG0009028	XP_006280160.1	CARHR269330
OG0009029	XP_006280158.1	CARHR269240
OG0009030	XP_006279709.2	CARHR268930
OG0009031	XP_006280801.1	CARHR268920
OG0009032	XP_023639392.1	CARHR268860
OG0009033	XP_006280497.1	CARHR268850
OG0009034	XP_006281212.1	CARHR268570
OG0009035	XP_006282076.1	CARHR268490
OG0009036	XP_006280426.1	CARHR268470
OG0009037	XP_006280143.1	CARHR268410
OG0009038	XP_006281148.1	CARHR268320
OG0009039	XP_006292653.1	CARHR158550
OG0009040	XP_006291064.1	CARHR158130
OG0009041	XP_006290719.1	CARHR158100
OG0009042	XP_006292100.1	CARHR157930
OG0009043	XP_006291032.1	CARHR157850
OG0009044	XP_023639246.1	CARHR157710
OG0009045	XP_023637923.1	CARHR157530
OG0009046	XP_006279997.1	CARHR267420
OG0009047	XP_006280962.1	CARHR267560
OG0009048	XP_023636023.1	CARHR250540, CARHR034320
OG0009049	XP_006289666.1	CARHR251150
OG0009050	XP_006294138.1	CARHR115500
OG0009051	XP_006289810.1	CARHR205740
OG0009052	XP_023634306.1	CARHR217830, CARHR217820
OG0009053	XP_006302082.2	CARHR046320
OG0009054	XP_023637538.1	CARHR206330
OG0009055	XP_006289455.1	CARHR206520
OG0009056	XP_006287604.1	CARHR206750, CARHR206760
OG0009057	XP_006286714.1	CARHR207160
OG0009058	XP_006288840.1	CARHR207010
OG0009059	XP_006288431.1	CARHR206950
OG0009060	XP_006287478.1	CARHR194530
OG0009061	XP_006287560.1	CARHR194540
OG0009062	XP_006305965.2	CARHR026320
OG0009063	XP_006289430.1	CARHR206770
OG0009064	XP_006307219.2	CARHR026460
OG0009065	XP_006288491.1	CARHR207220
OG0009066	XP_006286388.1	CARHR207210
OG0009067	XP_006290162.1	CARHR207490
OG0009068	XP_006287674.1	CARHR207590
OG0009069	XP_023636172.1	CARHR034480
OG0009070	XP_006287194.1	CARHR207790
OG0009071	XP_006287390.1	CARHR207840
OG0009072	XP_006289507.1	CARHR207950
OG0009073	XP_006287452.1	CARHR208040
OG0009074	XP_006289555.1	CARHR208070
OG0009075	XP_006293385.2	CARHR137850
OG0009076	XP_006290160.1	CARHR208200
OG0009077	XP_006287668.1	CARHR208270
OG0009078	XP_023636663.1	CARHR208280
OG0009079	XP_006288713.1	CARHR208450
OG0009080	XP_006288505.1	CARHR208820
OG0009081	XP_023636592.1	CARHR208960
OG0009082	XP_006288103.1	CARHR209030
OG0009083	XP_006288211.1	CARHR209060
OG0009084	XP_023636564.1	CARHR248490
OG0009085	XP_023636192.1	CARHR209260
OG0009086	XP_006290048.1	CARHR209330
OG0009087	XP_006287909.1	CARHR209390
OG0009088	XP_006287392.2	CARHR209470
OG0009089	XP_006287469.1	CARHR209540
OG0009090	XP_023636205.1	CARHR209570
OG0009091	XP_006282380.1	CARHR257380
OG0009092	XP_006287496.1	CARHR209630
OG0009093	XP_006287255.1	CARHR209810, CARHR209800
OG0009094	XP_006289737.1	CARHR209820
OG0009095	XP_006287832.1	CARHR210020
OG0009096	XP_006288791.1	CARHR210120
OG0009097	XP_006286413.1	CARHR210180
OG0009098	XP_023635896.1	CARHR210440
OG0009099	XP_006303418.2	CARHR035480
OG0009100	XP_023635849.1	CARHR210840
OG0009101	XP_006287066.1	CARHR211020
OG0009102	XP_006288408.1	CARHR211140
OG0009103	XP_006286728.1	CARHR211230
OG0009104	XP_006288842.1	CARHR211340
OG0009105	XP_006287499.1	CARHR211940
OG0009106	XP_006286631.1	CARHR212000
OG0009107	XP_006286518.2	CARHR212060
OG0009108	XP_006289888.1	CARHR212120
OG0009109	XP_006288609.1	CARHR229670
OG0009110	XP_006288717.2	CARHR212150
OG0009111	XP_006300110.1, XP_023633461.1	CARHR212340
OG0009112	XP_006283863.1	CARHR261350
OG0009113	XP_023635414.1	CARHR213690
OG0009114	XP_023634758.1	CARHR213670
OG0009116	XP_006282744.1	CARHR213320
OG0009117	XP_006283939.1	CARHR213290
OG0009118	XP_023635074.1	CARHR213270
OG0009119	XP_006297652.1	CARHR082660
OG0009120	XP_006282949.2	CARHR212590
OG0009121	XP_006302956.1	CARHR074500
OG0009122	XP_006301537.1	CARHR074540
OG0009123	XP_006302429.1	CARHR074580
OG0009124	XP_006301046.1	CARHR074660
OG0009125	XP_006300358.1	CARHR074440
OG0009126	XP_023643437.1	CARHR074390
OG0009127	XP_006302602.1	CARHR074370
OG0009128	XP_006302357.1	CARHR074340
OG0009129	XP_023637896.1, XP_023642929.1	CARHR074290
OG0009130	XP_006301335.1	CARHR074250
OG0009131	XP_006302138.1	CARHR074160
OG0009132	XP_023643758.1	CARHR074060
OG0009133	XP_006301662.1	CARHR073930
OG0009134	XP_023642970.1	CARHR073890
OG0009135	XP_006302289.1	CARHR073880
OG0009136	XP_006301140.1	CARHR073710
OG0009137	XP_006302564.1	CARHR073620
OG0009138	XP_023642914.1	CARHR073510
OG0009139	XP_006302129.2	CARHR073490
OG0009140	XP_023642902.1	CARHR073460
OG0009141	XP_023643711.1	CARHR073140
OG0009142	XP_023643575.1	CARHR072760
OG0009143	XP_023643969.1	CARHR072550
OG0009144	XP_006301760.2	CARHR072340
OG0009145	XP_006301170.1	CARHR072240
OG0009146	XP_006302566.1	CARHR072080
OG0009147	XP_006302337.1	CARHR071940
OG0009148	XP_006302015.2	CARHR071900
OG0009149	XP_006302801.1	CARHR071880
OG0009150	XP_006302534.1	CARHR071560
OG0009151	XP_006301942.1, XP_006300771.1	CARHR071510
OG0009152	XP_006302016.2	CARHR071330
OG0009153	XP_023638557.1, XP_006293319.2	CARHR049880
OG0009154	XP_006302950.1	CARHR071260
OG0009155	XP_006300460.1	CARHR071200
OG0009156	XP_006302756.1	CARHR070880
OG0009157	XP_006302208.2	CARHR070870
OG0009158	XP_023643017.1	CARHR070770
OG0009159	XP_023642875.1	CARHR256330, CARHR070690
OG0009161	XP_023643124.1	CARHR070530
OG0009162	XP_006301556.1	CARHR070450
OG0009163	XP_006302046.1	CARHR070040
OG0009164	XP_006302835.2	CARHR070000
OG0009165	XP_006300320.1	CARHR069870
OG0009166	XP_006301553.1	CARHR069690
OG0009167	XP_006304422.1	CARHR034210
OG0009168	XP_006297702.1	CARHR088750
OG0009169	XP_006302577.1	CARHR069540
OG0009170	XP_006300997.1, XP_023644096.1	CARHR069480
OG0009171	XP_006302949.1	CARHR069090
OG0009172	XP_006298565.1	CARHR105000
OG0009173	XP_006301893.1	CARHR068690
OG0009174	XP_006303004.2	CARHR068580
OG0009175	XP_006300634.1	CARHR068540
OG0009176	XP_006299875.1	CARHR107770
OG0009177	XP_006297733.1	CARHR107810
OG0009178	XP_006298508.1	CARHR107960
OG0009179	XP_006297310.1	CARHR108390
OG0009180	XP_006290911.1	CARHR158980
OG0009181	XP_006281141.1	CARHR267890
OG0009182	XP_023639470.1	CARHR267880
OG0009183	XP_023644639.1	CARHR267850
OG0009184	XP_006303229.1	CARHR046000
OG0009185	XP_006304022.1	CARHR045730
OG0009186	XP_023632616.1	CARHR045630
OG0009187	XP_023632661.1	CARHR045560
OG0009188	XP_006307003.1	CARHR045370
OG0009189	XP_023645892.1	CARHR044980
OG0009190	XP_023645694.1	CARHR044910
OG0009191	XP_006303393.1	CARHR044380
OG0009192	XP_006307089.1	CARHR044090
OG0009193	XP_006303266.1	CARHR044070
OG0009194	XP_006304699.1	CARHR044040
OG0009196	XP_006307019.1	CARHR043740
OG0009197	XP_023645145.1	CARHR043720
OG0009198	XP_006304815.1	CARHR043680
OG0009199	XP_006302249.1	CARHR070940, CARHR061250
OG0009200	XP_006305990.1	CARHR043420
OG0009201	XP_023640776.1	CARHR130260
OG0009203	XP_006295719.1	CARHR130440
OG0009204	XP_006294667.1	CARHR130470
OG0009205	XP_006295828.1	CARHR130750
OG0009206	XP_006282704.1	CARHR233750
OG0009207	XP_006293554.1	CARHR131240, CARHR131250, CARHR131310
OG0009208	XP_006290326.1	CARHR150500, CARHR150490
OG0009209	XP_006291596.1	CARHR150990
OG0009210	XP_006279377.1	CARHR151500
OG0009211	XP_006291578.1	CARHR152070
OG0009212	XP_006287922.1	CARHR260070
OG0009213	XP_006280738.2	CARHR258440
OG0009214	XP_006281005.1	CARHR266040
OG0009215	XP_006285759.1	CARHR216730
OG0009216	XP_023634544.1	CARHR217140, CARHR217150
OG0009217	XP_006282617.1	CARHR217810
OG0009218	XP_006283038.1	CARHR218110
OG0009219	XP_006282464.1	CARHR218150
OG0009220	XP_023634797.1	CARHR218970
OG0009221	XP_023635500.1	CARHR220270
OG0009222	XP_006283428.1	CARHR220290
OG0009223	XP_006283225.1	CARHR246460
OG0009224	XP_006283879.1	CARHR221250
OG0009225	XP_006285018.1	CARHR221330
OG0009226	XP_006284221.1	CARHR221870
OG0009227	XP_023635533.1	CARHR221930
OG0009228	XP_006284243.2	CARHR222220
OG0009229	XP_023635616.1	CARHR222330
OG0009230	XP_023643754.1	CARHR065980
OG0009231	XP_006302030.2	CARHR066020
OG0009232	XP_006301095.1	CARHR066070
OG0009233	XP_006300819.2	CARHR066150
OG0009234	XP_006302218.1	CARHR066510
OG0009235	XP_006302706.2	CARHR066540
OG0009236	XP_006300865.1	CARHR066750
OG0009237	XP_006302372.1	CARHR066930
OG0009238	XP_006301608.1	CARHR067030
OG0009239	XP_006302516.1	CARHR067260
OG0009240	XP_006301501.1	CARHR067270
OG0009241	XP_006279985.2	CARHR186440, CARHR286000
OG0009242	XP_006300588.1	CARHR067520
OG0009243	XP_023643322.1	CARHR067630
OG0009244	XP_006301071.1	CARHR061380
OG0009245	XP_006302435.1	CARHR061640
OG0009246	XP_006302168.1	CARHR061790
OG0009247	XP_006302244.1	CARHR061910
OG0009248	XP_006302500.1	CARHR062150
OG0009249	XP_006282981.2	CARHR236280
OG0009250	XP_023633988.1	CARHR236420
OG0009251	XP_023634208.1	CARHR236440
OG0009252	XP_006282737.1	CARHR236520
OG0009253	XP_006284536.1	CARHR236620
OG0009254	XP_006285877.1	CARHR236730
OG0009255	XP_023642593.1	CARHR266240
OG0009256	XP_006302105.1	CARHR047320
OG0009257	XP_006302791.1	CARHR047280, CARHR047310
OG0009258	XP_006301676.1	CARHR046980
OG0009259	XP_006285085.1	CARHR262180
OG0009260	XP_006298752.1	CARHR102650
OG0009261	XP_006286129.1	CARHR261850
OG0009262	XP_006286151.1	CARHR261830, CARHR261840
OG0009263	XP_023634765.1	CARHR261820
OG0009264	XP_006280224.1	CARHR257390
OG0009265	XP_006290837.1	CARHR153160
OG0009266	XP_006292470.1	CARHR149240
OG0009267	XP_006290572.1	CARHR149170
OG0009268	XP_006290874.2	CARHR149060
OG0009269	XP_006294780.1	CARHR142580
OG0009270	XP_006291293.1	CARHR148950
OG0009271	XP_006292017.1	CARHR148660
OG0009272	XP_023638267.1	CARHR148190
OG0009273	XP_006292058.1	CARHR148150
OG0009274	XP_006290924.1	CARHR148140
OG0009275	XP_023638058.1	CARHR148100
OG0009276	XP_023637924.1	CARHR148080
OG0009277	XP_023637921.1	CARHR148000
OG0009278	XP_006290731.1	CARHR147980
OG0009279	XP_006291556.1	CARHR147840
OG0009280	XP_006290458.1	CARHR147680
OG0009281	XP_006291234.2	CARHR147450
OG0009282	XP_023638036.1	CARHR147440
OG0009283	XP_006291018.1	CARHR147430
OG0009284	XP_006290413.2	CARHR146920
OG0009285	XP_006291665.1	CARHR146910
OG0009286	XP_023638180.1	CARHR146790
OG0009287	XP_006279875.1	CARHR258450
OG0009288	XP_006291336.2	CARHR146640
OG0009289	XP_023633380.1, XP_006280042.1, XP_023633326.1	CARHR257520
OG0009290	XP_006302669.1	CARHR062420
OG0009291	XP_023644113.1	CARHR062250
OG0009292	XP_006280555.2	CARHR285010, CARHR184470
OG0009293	XP_006281127.1	CARHR175960
OG0009294	XP_006280105.1	CARHR176130
OG0009295	XP_023639346.1	CARHR183510
OG0009296	XP_023643810.1	CARHR176250
OG0009297	XP_006280755.1	CARHR176260
OG0009298	XP_006280242.1	CARHR176750
OG0009300	XP_023637075.1	CARHR177470
OG0009301	XP_006279704.1	CARHR177680
OG0009302	XP_006305174.1	CARHR039780
OG0009303	XP_006305941.1	CARHR040290
OG0009304	XP_006305094.1	CARHR040350
OG0009305	XP_023633232.1	CARHR040400
OG0009306	XP_006307567.1	CARHR040440
OG0009307	XP_023645163.1	CARHR015810
OG0009308	XP_006306213.1	CARHR041570
OG0009309	XP_006304010.1	CARHR041860
OG0009310	XP_006303644.1	CARHR041890
OG0009311	XP_006303923.1	CARHR042090
OG0009312	XP_006303701.1	CARHR042690
OG0009313	XP_006304887.1	CARHR042710
OG0009314	XP_006306051.1	CARHR042810
OG0009315	XP_006305471.1	CARHR043220
OG0009316	XP_006280587.1	CARHR181050
OG0009317	XP_023640461.1	CARHR127610
OG0009318	XP_006296339.1	CARHR127730
OG0009319	XP_006294552.2	CARHR127910
OG0009320	XP_023640250.1	CARHR128060
OG0009321	XP_006294871.1	CARHR128130
OG0009322	XP_006295844.1	CARHR128270
OG0009323	XP_006295127.1	CARHR128610
OG0009324	XP_006295512.1	CARHR128640
OG0009325	XP_006293470.1	CARHR128730
OG0009326	XP_006294230.1	CARHR128750
OG0009327	XP_006293685.1	CARHR128890
OG0009328	XP_006294231.1	CARHR128990
OG0009329	XP_006295058.1	CARHR129020
OG0009330	XP_006296459.1	CARHR129060
OG0009331	XP_023640767.1	CARHR129300
OG0009332	XP_006293483.1	CARHR129420
OG0009333	XP_006296355.1	CARHR129580
OG0009334	XP_006296349.1	CARHR129850
OG0009335	XP_023640891.1	CARHR129890
