Orthogroup	Capsella_rubella	Cochlearia_excelsa
OG0010352	XP_006307522.1	g49904, g36669
OG0010354	XP_006301870.1	g44127
OG0010356	XP_023640979.1	g37503, g52119
OG0010360	XP_023644293.1	g41568
OG0010361	XP_006302712.1	g44605
OG0010362	XP_023643675.1	g46081
OG0010363	XP_006296980.1	g12978
OG0010364	XP_006296626.1	g12278
OG0010365	XP_006298859.1	g7202
OG0010369	XP_006295215.1	g50898
OG0010371	XP_006294856.1	g38369
OG0010372	XP_006293367.1	g50996, g38362
OG0010376	XP_023640161.1	g50527, g35976, g51308
OG0010377	XP_006294959.1	g51554
OG0010381	XP_023639685.1	g37704
OG0010382	XP_006292014.2	g10742
OG0010383	XP_006291959.1	g10605
OG0010384	XP_006293022.1	g10465
OG0010385	XP_006291154.1	g10399
OG0010386	XP_006292435.1	g19428
OG0010387	XP_006291079.1	g2595, g19370
OG0010388	XP_006293276.2	g11316
OG0010389	XP_006291780.1	g18201, g47872
OG0010391	XP_006290040.1	g818, g41341
OG0010392	XP_006287842.1	g4745
OG0010395	XP_023634091.1	g47562
OG0010396	XP_006284025.1	g47496
OG0010399	XP_006285958.2	g24123
OG0010400	XP_006285661.1	g24280
OG0010401	XP_006285756.1	g24569
OG0010402	XP_006283452.1	g17726
OG0010405	XP_006282952.1	g46646
OG0010406	XP_006284079.1	g50169
OG0010407	XP_006281025.1	g37052
OG0010408	XP_006281988.1	g18464, g36982, g36981
OG0010411	XP_023633365.1	g10204, g4784
OG0010412	XP_006280725.1	g4640, g10199
OG0010413	XP_006281844.1	g41149
OG0010414	XP_006280628.1	g41164
OG0010415	XP_006281628.1	g28357, g41198, g41182
OG0010416	XP_006280138.1	g28374, g41225
OG0010417	XP_023638211.1	g41247
OG0010419	XP_023643146.1, XP_023640825.1	g19644
OG0010422	XP_006304739.2	g27627
OG0010424	XP_023635370.1	g23093, g23089
OG0010426	XP_006291898.1	g10380
OG0010437	XP_023634724.1	g23393
OG0010438	XP_006282454.1	g23390
OG0010440	XP_006283996.1	g23389
OG0010441	XP_006282769.1	g23383
OG0010442	XP_023635389.1	g47755
OG0010443	XP_006294868.1	g38311
OG0010444	XP_006283533.1	g47452
OG0010445	XP_023638461.1	g19545
OG0010446	XP_006290899.1	g19426
OG0010447	XP_006291189.1	g19422
OG0010448	XP_006290545.1	g19419
OG0010449	XP_006291299.1	g19464, g19465
OG0010450	XP_006293069.1	g2758
OG0010451	XP_023638264.1	g19485
OG0010452	XP_023639170.1	g2728
OG0010453	XP_023638007.1	g2746
OG0010454	XP_023638294.1	g10822
OG0010455	XP_006291506.1	g10765
OG0010456	XP_006292801.1	g10724, g13694
OG0010457	XP_006290522.1	g1510
OG0010458	XP_006290535.1	g10756
OG0010459	XP_006285613.1	g46673
OG0010460	XP_006284798.1	g46677, g16844
OG0010461	XP_006287398.1	g41491
OG0010462	XP_006288731.2	g32267, g4955, g4953
OG0010463	XP_023636846.1	g29012
OG0010464	XP_006286681.1	g28991
OG0010465	XP_006287303.1	g28988
OG0010466	XP_006289966.1	g29129
OG0010467	XP_006288298.1	g29136
OG0010468	XP_006289937.1	g29141
OG0010469	XP_006289224.1	g4999
OG0010470	XP_006305908.1	g26993
OG0010472	XP_023637405.1	g45738
OG0010473	XP_023636270.1	g45735
OG0010474	XP_006287232.1	g45734, g5043
OG0010475	XP_006288706.1	g5047
OG0010476	XP_006287146.2	g45721
OG0010477	XP_023636406.1	g5061
OG0010478	XP_006286611.1, XP_006279211.1	g45717
OG0010479	XP_006295921.2	g51469
OG0010480	XP_006287005.1	g29245
OG0010481	XP_006289177.1	g5114
OG0010482	XP_023636959.1	g45681
OG0010483	XP_023637724.1	g38328
OG0010485	XP_006288442.1	g5169
OG0010486	XP_006287978.1	g29292, g5175
OG0010487	XP_006287862.1	g29300, g5178
OG0010488	XP_006283161.1	g24577
OG0010489	XP_006292935.1	g5193
OG0010490	XP_023637719.1	g29330
OG0010491	XP_006288432.1	g29335
OG0010492	XP_006287629.1	g29336
OG0010493	XP_023636657.1	g5242
OG0010494	XP_023637169.1	g5253
OG0010495	XP_006287537.1	g5257
OG0010496	XP_006287291.1	g29348
OG0010497	XP_006287758.1	g29353
OG0010498	XP_023637713.1	g29370, g53780
OG0010499	XP_006288880.1	g5286
OG0010500	XP_023637499.1	g5295
OG0010501	XP_006290068.2	g29389
OG0010502	XP_023634057.1	g50577
OG0010503	XP_006286367.1	g5302
OG0010504	XP_006281574.1	g45859
OG0010505	XP_006287316.1	g5314
OG0010506	XP_006288920.1	g5317
OG0010507	XP_023636610.1	g29406
OG0010508	XP_006287082.2	g5327
OG0010509	XP_006289727.1	g5345
OG0010510	XP_006290206.1	g5347
OG0010511	XP_023636303.1	g45574
OG0010512	XP_006289615.1	g29438
OG0010513	XP_006287007.1	g5369
OG0010514	XP_006288109.1	g5372, g45568, g29445
OG0010515	XP_006288722.1	g5385
OG0010517	XP_006287517.1	g29473, g45556
OG0010518	XP_006287216.2	g5395
OG0010519	XP_006288266.1	g45538
OG0010520	XP_006287980.1	g29500
OG0010521	XP_023636341.1	g5418
OG0010522	XP_023636599.1	g5428
OG0010523	XP_006287029.1	g5445
OG0010524	XP_006290209.2	g29548
OG0010525	XP_006297121.1	g45518, g5451
OG0010526	XP_006289146.1	g29558
OG0010527	XP_006286476.1	g5456
OG0010528	XP_006288444.1	g29564
OG0010529	XP_006299002.1	g13533
OG0010530	XP_006296587.2, XP_006279193.2	g6626
OG0010531	XP_023637484.1	g29580
OG0010532	XP_006286937.1	g29582
OG0010533	XP_006287409.1	g5499
OG0010534	XP_023636012.1	g45500
OG0010535	XP_023636010.1	g29587
OG0010538	XP_006287698.1	g29609
OG0010539	XP_006289670.1	g29619, g29620
OG0010540	XP_006287839.1	g39623
OG0010541	XP_006287389.1	g39626, g25492
OG0010542	XP_006290007.1	g39628
OG0010543	XP_006289846.2	g25503
OG0010544	XP_006288323.1	g45194
OG0010545	XP_006288764.1	g25507
OG0010546	XP_006287352.1	g39636
OG0010547	XP_006288328.1	g39642
OG0010548	XP_006288394.1	g25515
OG0010549	XP_006283769.1	g23796
OG0010550	XP_006282460.1	g23800
OG0010551	XP_006296441.2, XP_006295879.2, XP_023640283.1	g36808
OG0010552	XP_006283098.1	g47523
OG0010553	XP_006299197.1	g40150
OG0010554	XP_006294946.1	g40148
OG0010555	XP_006295066.1	g40142
OG0010556	XP_023640973.1	g40122
OG0010557	XP_006294697.1	g40108
OG0010558	XP_006296128.1	g37803
OG0010559	XP_006294149.1	g37810
OG0010560	XP_023639993.1	g40085
OG0010561	XP_006295016.1	g40082
OG0010562	XP_023640567.1	g40078
OG0010563	XP_023639937.1	g40059
OG0010564	XP_006294310.2	g40057
OG0010565	XP_006293709.1	g43769
OG0010566	XP_006293437.2	g40032
OG0010567	XP_006294914.1	g39976
OG0010568	XP_006295178.1	g40010, g51114
OG0010569	XP_006295110.1	g37870
OG0010570	XP_006293680.1	g40018
OG0010571	XP_006294130.1	g39969
OG0010572	XP_006294331.1	g39961
OG0010574	XP_023640721.1	g39912
OG0010575	XP_006296395.1	g39897
OG0010576	XP_006295754.1	g50891
OG0010577	XP_023640921.1	g51230
OG0010578	XP_006296398.2	g51231
OG0010579	XP_006294392.2	g39876
OG0010581	XP_006294262.2	g39858
OG0010582	XP_023639924.1	g39836
OG0010583	XP_006295163.1	g51264
OG0010584	XP_023639990.1	g37915
OG0010586	XP_006296168.2	g51278
OG0010587	XP_006294714.1	g39815
OG0010588	XP_006294860.2	g38282
OG0010590	XP_006293810.1	g51305, g35972
OG0010591	XP_023639720.1	g39797
OG0010593	XP_006295421.1	g39794
OG0010594	XP_023639631.1	g51315
OG0010595	XP_006296512.1	g51319
OG0010596	XP_023640041.1	g39763
OG0010597	XP_006293986.1	g39759
OG0010598	XP_006294883.2	g39742
OG0010599	XP_023633325.1	g46867
OG0010600	XP_006282429.1	g18344
OG0010601	XP_006280398.1	g46869
OG0010602	XP_006279983.1	g39703
OG0010603	XP_006281737.1	g39678
OG0010604	XP_006287141.1	g39668
OG0010605	XP_006288774.2	g3053
OG0010606	XP_006288534.1	g39650
OG0010607	XP_023633490.1, XP_006286979.1	g7745
OG0010608	XP_006287333.1	g39647
OG0010609	XP_023645181.1	g36268
OG0010610	XP_006304132.1	g28113
OG0010611	XP_006304116.1	g36264
OG0010612	XP_006307540.1	g53987
OG0010613	XP_006305392.1	g32291, g50420
OG0010614	XP_023645436.1	g36194
OG0010615	XP_006303253.1	g50430
OG0010616	XP_006307190.1	g32313
OG0010617	XP_006305796.1	g50456
OG0010618	XP_006303715.1	g50467
OG0010619	XP_023646001.1	g32353
OG0010620	XP_006304922.1	g50488
OG0010621	XP_023632909.1	g32373
OG0010622	XP_006306858.1	g32404
OG0010623	XP_006307132.1	g32410, g27688
OG0010624	XP_006304076.1	g27691
OG0010625	XP_006303619.1	g32422
OG0010626	XP_006303170.1	g32430
OG0010627	XP_006307061.1	g32443, g50523
OG0010630	XP_006304331.1	g32451
OG0010631	XP_006304825.1	g50531
OG0010632	XP_006303548.1	g27703
OG0010633	XP_006305071.1	g32470
OG0010634	XP_006283481.1	g16766
OG0010636	XP_006304042.1	g50567
OG0010637	XP_006307462.2	g32509
OG0010638	XP_006305190.1	g50571, g24905
OG0010639	XP_006304027.1	g27757
OG0010640	XP_023633193.1	g27756
OG0010641	XP_006305246.1	g27735
OG0010642	XP_006306542.1	g32533
OG0010645	XP_006307062.1	g50615
OG0010646	XP_006303381.1	g50618, g32548
OG0010649	XP_006305028.1	g50634
OG0010650	XP_006304564.1	g17521, g50648
OG0010651	XP_006306402.1	g50656
OG0010652	XP_006304295.1	g32631
OG0010653	XP_006305626.1	g32633
OG0010655	XP_006291104.1	g10695
OG0010656	XP_006291006.1	g10693
OG0010657	XP_006294528.1	g37461
OG0010658	XP_006291657.2	g1526
OG0010659	XP_006290321.1	g1529
OG0010660	XP_006291183.1	g10661
OG0010661	XP_006280658.1	g40
OG0010663	XP_023637062.1	g9652
OG0010664	XP_006279753.1	g9661
OG0010665	XP_006281717.1	g60
OG0010666	XP_006281049.1	g67
OG0010667	XP_006279808.1	g72
OG0010668	XP_006280127.1	g73
OG0010669	XP_006281625.1	g75
OG0010670	XP_006280202.1	g88
OG0010672	XP_006282183.1	g103
OG0010673	XP_006288529.1	g25854
OG0010674	XP_006280916.2	g9692
OG0010675	XP_006280309.1	g130
OG0010676	XP_006279667.1	g132
OG0010677	XP_006279648.1	g9700
OG0010679	XP_006280144.2	g9710
OG0010680	XP_006281202.1	g9722
OG0010681	XP_006281347.1	g187
OG0010682	XP_006281397.1	g9746
OG0010683	XP_006281935.1	g208
OG0010684	XP_006280417.1	g215
OG0010685	XP_006282150.1	g236
OG0010686	XP_006280257.1	g9774
OG0010687	XP_006279670.1	g246
OG0010688	XP_006281242.1	g9781
OG0010689	XP_006281931.1	g9790
OG0010690	XP_023636364.1	g260
OG0010691	XP_023637913.1	g268
OG0010692	XP_006280564.1	g271
OG0010693	XP_006280065.1	g9800
OG0010694	XP_006279576.1	g9801
OG0010695	XP_006281225.1	g297, g9815
OG0010696	XP_006280996.1	g302
OG0010697	XP_006285513.1	g14048
OG0010698	XP_006280999.1	g9844
OG0010699	XP_006280920.1	g345
OG0010700	XP_006279602.2	g354, g9853
OG0010701	XP_006282202.1	g9867, g368
OG0010702	XP_006282196.1	g9870
OG0010703	XP_006280873.1	g9885
OG0010704	XP_006281993.1	g408
OG0010705	XP_023635270.1	g424
OG0010706	XP_006280544.1	g453, g9950
OG0010707	XP_006287889.1	g469
OG0010709	XP_006286752.1	g471
OG0010710	XP_006281906.1	g18634
OG0010711	XP_006287340.1	g9961, g488
OG0010712	XP_006287292.1	g18586
OG0010713	XP_006287676.1	g29723
OG0010714	XP_006286847.1	g508
OG0010715	XP_006289265.1	g513
OG0010716	XP_006287257.1	g514
OG0010718	XP_006289578.1	g18573
OG0010719	XP_006286396.1	g9998
OG0010720	XP_023637562.1	g10014
OG0010721	XP_006289195.1	g10017
OG0010722	XP_006288115.1	g18568
OG0010724	XP_006287790.2	g35793, g18566
OG0010725	XP_006289462.1	g10027, g568
OG0010726	XP_006289060.1	g604
OG0010727	XP_006287849.1	g607
OG0010728	XP_006287097.1	g10065, g608
OG0010729	XP_006297824.1	g13536
OG0010730	XP_006288766.1	g622
OG0010731	XP_023636409.1	g10086, g623
OG0010732	XP_006289198.1	g29120
OG0010733	XP_006288340.1	g29110
OG0010734	XP_006288539.2	g28982
OG0010737	XP_006286497.1	g41412
OG0010738	XP_006288411.2	g41411
OG0010739	XP_006287773.1	g701
OG0010741	XP_006286416.1	g28949
OG0010742	XP_023636188.1	g715
OG0010743	XP_006289532.1	g28927
OG0010744	XP_006290165.1	g28922
OG0010745	XP_023636474.1	g28919
OG0010746	XP_023636167.1	g41381
OG0010747	XP_006287375.1, XP_006289913.1	g755
OG0010748	XP_006286444.1	g760
OG0010749	XP_006287493.1	g763
OG0010750	XP_023636446.1	g41369, g28898
OG0010751	XP_006288274.1	g28895
OG0010752	XP_023635834.1	g768
OG0010753	XP_006288125.1	g28877
OG0010754	XP_006289533.1	g790, g43749
OG0010755	XP_006288782.1	g796
OG0010756	XP_023637036.1	g28867, g41356
OG0010757	XP_006287277.1	g800
OG0010758	XP_006287672.1, XP_006279136.1	g802
OG0010759	XP_006288937.1	g41353
OG0010760	XP_006287001.1	g41351
OG0010761	XP_023639858.1	g28849
OG0010762	XP_006279682.1	g844
OG0010763	XP_006280031.1	g846
OG0010764	XP_023641327.1	g41321
OG0010765	XP_023639683.1	g51884
OG0010766	XP_023633603.1	g1276
OG0010767	XP_006280937.1	g28746
OG0010768	XP_006280925.1	g28742
OG0010769	XP_006281016.1	g28741
OG0010770	XP_023638986.1	g39236, g1273, g28732
OG0010771	XP_006280446.1	g39237, g1270
OG0010772	XP_023644710.1	g28708
OG0010773	XP_006280011.2	g39255
OG0010774	XP_006281690.1	g1235
OG0010775	XP_006281108.1	g1224
OG0010776	XP_006281241.1	g28715
OG0010777	XP_006280710.1	g28716
OG0010778	XP_006281461.2	g1163
OG0010779	XP_006279871.1	g28696
OG0010780	XP_006281105.1	g28695
OG0010781	XP_006282287.1	g28694
OG0010782	XP_023632873.1	g28689
OG0010783	XP_006280397.1	g28685
OG0010784	XP_006281337.1	g28677
OG0010785	XP_006281144.1	g28680
OG0010786	XP_006281450.1	g28679
OG0010788	XP_006281816.1	g28667
OG0010789	XP_006281520.1, XP_006282118.1	g28661
OG0010790	XP_006281107.1	g1136
OG0010791	XP_006282050.1	g1134
OG0010792	XP_006279472.1	g28655
OG0010793	XP_006280166.1	g39304
OG0010794	XP_023633229.1	g28625
OG0010795	XP_006280089.2	g39331
OG0010796	XP_006280841.1	g1083
OG0010797	XP_006280419.1	g39338
OG0010800	XP_006279613.1	g39355
OG0010801	XP_006282164.1	g28544
OG0010802	XP_006282376.1	g1043
OG0010803	XP_006279784.1	g28527
OG0010804	XP_006280293.1	g39365
OG0010805	XP_006280139.1	g39366
OG0010806	XP_006301646.1	g45997
OG0010807	XP_006293267.1	g2542
OG0010808	XP_006279466.2	g1012
OG0010809	XP_006279788.1	g998
OG0010810	XP_006281866.1	g28505
OG0010812	XP_006280063.1	g28495, g983
OG0010813	XP_006293152.1	g2647
OG0010814	XP_006292021.1	g2676, g19456, g19444
OG0010815	XP_023638352.1	g19438
OG0010816	XP_006280556.1	g28449
OG0010817	XP_023635613.1	g946
OG0010818	XP_006280352.1	g39432
OG0010819	XP_006279999.1	g955
OG0010820	XP_006287087.1	g39556
OG0010821	XP_023636407.1	g41148
OG0010822	XP_006287017.1	g25469
OG0010823	XP_006288287.1	g39590
OG0010824	XP_023636982.1	g39591
OG0010825	XP_006287035.1	g39601
OG0010826	XP_006286918.1	g25479
OG0010827	XP_006288757.2	g39605
OG0010828	XP_006287529.1	g29639
OG0010829	XP_023637690.1	g45474
OG0010830	XP_006306211.1	g32211
OG0010831	XP_006286550.1	g45468
OG0010832	XP_006288446.1	g45466
OG0010833	XP_006289500.1	g5576
OG0010834	XP_006279168.1, XP_006289309.1	g5580
OG0010835	XP_006287140.1	g45462, g29655
OG0010836	XP_006287323.2	g29669
OG0010837	XP_006287755.2	g29690
OG0010838	XP_006288811.1	g45449
OG0010839	XP_006288259.1	g45446
OG0010840	XP_006286954.1	g5613
OG0010842	XP_006289713.1	g29724
OG0010843	XP_006289413.2	g29725
OG0010844	XP_023637208.1	g5639
OG0010845	XP_006288738.1	g5643
OG0010847	XP_006288264.1	g29757
OG0010848	XP_006289941.1	g5656
OG0010849	XP_023637331.1	g45414, g40769
OG0010850	XP_006296083.1	g38396
OG0010851	XP_006286965.1	g5684
OG0010852	XP_023645027.1	g27583
OG0010853	XP_006288578.1	g45395, g5693
OG0010855	XP_006287729.1	g29820
OG0010856	XP_006288331.1	g29821
OG0010857	XP_006287785.1	g5720
OG0010858	XP_023636027.1	g5733
OG0010860	XP_006286691.1	g29839
OG0010861	XP_006289491.2	g5756
OG0010862	XP_023637420.1	g45341
OG0010863	XP_006288557.2	g45337
OG0010864	XP_006288973.1	g45329
OG0010865	XP_006288165.1	g45317
OG0010866	XP_023636562.1	g5793
OG0010868	XP_023635907.1	g5797
OG0010869	XP_006287417.1	g45302, g5801
OG0010871	XP_006288012.1	g45300
OG0010872	XP_006287118.1	g5818
OG0010873	XP_023637636.1	g45290
OG0010874	XP_006287739.1	g5845
OG0010875	XP_006306935.1	g5863
OG0010876	XP_006279334.1	g3249
OG0010877	XP_023633482.1	g39333, g45282
OG0010878	XP_006285188.2	g16836
OG0010879	XP_023635140.1	g16834
OG0010880	XP_006284558.1	g46657, g16808
OG0010881	XP_006282540.1	g16800
OG0010882	XP_023635495.1	g16787
OG0010883	XP_006283321.1	g16784
OG0010884	XP_023634878.1	g16779, g16781
OG0010885	XP_006299074.1	g23993
OG0010886	XP_006283359.1	g46621
OG0010887	XP_006300390.1	g44269
OG0010888	XP_006302614.1	g13829
OG0010889	XP_023642874.1	g44264
OG0010890	XP_006301978.1	g13598
OG0010891	XP_006302432.1	g46581
OG0010892	XP_006302777.1	g46560
OG0010893	XP_006302528.1	g46548
OG0010894	XP_023644382.1	g44312
OG0010895	XP_006301897.1	g46518
OG0010896	XP_006300979.1	g44343
OG0010897	XP_006292833.1	g2873, g19551
OG0010898	XP_006302116.2	g44354
OG0010899	XP_006282858.1	g18286
OG0010900	XP_006301427.1	g46450
OG0010901	XP_023642856.1	g46436
OG0010902	XP_023644360.1	g46431
OG0010903	XP_006302406.1	g46417
OG0010905	XP_006302667.2	g46393
OG0010906	XP_006300758.1	g14076
OG0010907	XP_023643712.1	g46374
OG0010908	XP_006302396.1	g44363
OG0010909	XP_006302269.1	g46353
OG0010910	XP_006301565.1	g46337
OG0010911	XP_006302708.1	g46322
OG0010914	XP_006290561.1	g11548
OG0010915	XP_023643984.1	g44407
OG0010916	XP_006293378.1, XP_006294060.1	g38395
OG0010918	XP_006306322.1	g26900
OG0010919	XP_023644143.1	g46229
OG0010920	XP_006301043.1	g44468, g46193
OG0010921	XP_006301759.1	g44479
OG0010922	XP_006301734.1	g46182
OG0010923	XP_006299821.1	g14024, g6086
OG0010924	XP_006300156.1	g14023
OG0010925	XP_006296693.1, XP_006296691.1, XP_023642630.1	g14008
OG0010926	XP_023641137.1	g6814
OG0010927	XP_006281782.1	g28483
OG0010928	XP_006291231.1	g2729
OG0010929	XP_006291602.1	g19513, g2731
OG0010930	XP_006303737.1, XP_006303767.1, XP_006307576.1	g27970, g5
OG0010931	XP_006304094.1	g54382, g54377, g54381
OG0010932	XP_023645808.1	g27984
OG0010933	XP_023645369.1	g36683
OG0010934	XP_006306707.1	g28143
OG0010935	XP_006303984.1	g28000
OG0010936	XP_006307233.1	g36659
OG0010937	XP_006305475.1	g54298
OG0010938	XP_006306740.1	g54296, g36633
OG0010939	XP_006305184.1	g36610
OG0010940	XP_023640004.1	g38281
OG0010942	XP_006296281.1	g37149
OG0010943	XP_006296508.1	g37156
OG0010944	XP_006294791.1	g38029
OG0010946	XP_023640147.1	g51587
OG0010947	XP_006294211.2	g51599
OG0010948	XP_006291978.1	g19594
OG0010949	XP_006291875.1	g11449
OG0010950	XP_023638487.1	g3138
OG0010952	XP_006283298.2	g17890
OG0010953	XP_006283683.1	g13527, g46864
OG0010954	XP_006279963.1	g41249
OG0010955	XP_006279567.1	g1421
OG0010956	XP_023634763.1	g1455
OG0010957	XP_006283529.1	g17920
OG0010958	XP_023634500.1	g46977
OG0010959	XP_006283788.1	g24705
OG0010960	XP_006285017.1	g47002
OG0010961	XP_006284794.1	g24579
OG0010962	XP_006284718.2	g17777
OG0010963	XP_006298748.1	g13596
OG0010964	XP_006286184.1	g17756
OG0010965	XP_006285122.1	g24539
OG0010966	XP_023634781.1	g47038
OG0010967	XP_006285600.1	g47057
OG0010968	XP_006283425.1	g47078
OG0010969	XP_023634118.1	g46714
OG0010970	XP_006284159.1	g47083
OG0010971	XP_023638225.1	g1594
OG0010972	XP_006282528.1	g47092
OG0010973	XP_023634097.1	g24466
OG0010974	XP_006283602.1	g24457
OG0010975	XP_006284566.1	g17647
OG0010976	XP_006304141.1	g27499
OG0010977	XP_006279960.1	g1461
OG0010978	XP_006283008.1	g24407
OG0010979	XP_006284494.1	g24403
OG0010980	XP_023634017.1	g24410
OG0010981	XP_006302041.1	g46025
OG0010984	XP_006300692.1	g44572
OG0010986	XP_006300977.2	g44564, g46068
OG0010987	XP_006300880.1	g46076
OG0010988	XP_006301309.1	g46083
OG0010989	XP_006296146.1	g51550
OG0010990	XP_006302252.2	g46095
OG0010991	XP_006302692.1	g46098
OG0010992	XP_023643537.1	g46101
OG0010993	XP_006301546.1	g44555
OG0010994	XP_006300750.1	g46109
OG0010995	XP_006302087.1	g44544
OG0010996	XP_006302425.1	g46131
OG0010997	XP_023642962.1	g44532
OG0010998	XP_006301350.1	g17987
OG0010999	XP_006302424.1	g44520
OG0011001	XP_006300609.1	g44497
OG0011002	XP_006302380.1	g46169
OG0011003	XP_006302589.1	g46170
OG0011004	XP_023643527.1	g44826
OG0011005	XP_006302940.1	g44821
OG0011006	XP_023643054.1	g45770
OG0011007	XP_023642974.1	g45776
OG0011009	XP_006300725.1	g44773
OG0011010	XP_006282608.1	g36055
OG0011011	XP_023633623.1	g23532, g17026
OG0011012	XP_006285831.1	g23524
OG0011013	XP_006285072.1	g23523, g23522
OG0011014	XP_023634187.1	g23513
OG0011015	XP_006282541.1	g23509
OG0011016	XP_006284313.1	g17016
OG0011017	XP_006298815.1	g11645
OG0011019	XP_006300713.1	g40792
OG0011020	XP_006302430.1	g50758, g40793
OG0011021	XP_006300536.2	g44261
OG0011022	XP_006301440.1	g40803
OG0011023	XP_006302177.1	g40804
OG0011024	XP_023643214.1	g1737, g43525
OG0011025	XP_006285793.1	g16871
OG0011026	XP_006297038.1	g16859
OG0011027	XP_006298542.1	g16855
OG0011028	XP_006283472.1	g16852
OG0011029	XP_023634857.1	g16853
OG0011030	XP_006283387.1	g16850
OG0011031	XP_006284071.1, XP_006285899.2	g4318
OG0011032	XP_023634452.1	g18099
OG0011033	XP_006291885.2	g10359
OG0011035	XP_006290709.2	g10415
OG0011036	XP_006290507.1	g3435
OG0011037	XP_006290994.1	g10458
OG0011038	XP_023638329.1	g10498
OG0011040	XP_006290367.1	g10527
OG0011041	XP_006290983.1	g10551
OG0011042	XP_006291116.1	g10558
OG0011043	XP_006292751.2	g10567
OG0011045	XP_006291088.1	g10588
OG0011046	XP_006291428.1	g10602
OG0011047	XP_006292037.2	g1579
OG0011049	XP_006291121.1	g1572
OG0011050	XP_006290457.1	g10621
OG0011051	XP_023643144.1	g44735, g44730
OG0011053	XP_006303988.2	g44747
OG0011054	XP_006302745.1	g45809
OG0011055	XP_023644134.1	g45805
OG0011056	XP_006300796.1	g44762
OG0011057	XP_023643775.1	g45791
OG0011060	XP_006280736.1	g10956
OG0011061	XP_006289520.1	g40228
OG0011062	XP_006282229.1	g40598
OG0011063	XP_006289454.2	g40205
OG0011065	XP_006281007.1	g40589
OG0011066	XP_006279541.1	g40581
OG0011067	XP_006282135.1	g40574
OG0011068	XP_023633491.1	g10978, g40570
OG0011071	XP_006279656.2	g40556
OG0011072	XP_006280098.1	g10984
OG0011073	XP_006280623.1	g10985
OG0011074	XP_006301983.1	g45083
OG0011076	XP_006291883.1	g2030
OG0011077	XP_006305034.1	g54148
OG0011078	XP_006304839.1	g36410, g54152
OG0011079	XP_006305627.2	g36413
OG0011080	XP_006305046.1	g28064
OG0011081	XP_006306569.1	g36428, g28062
OG0011082	XP_006306988.1	g28055
OG0011083	XP_023645260.1	g28053
OG0011084	XP_006306875.1	g54199
OG0011085	XP_006303353.1	g36460
OG0011086	XP_006305844.1	g54198
OG0011087	XP_023646048.1	g28049
OG0011088	XP_006306326.1	g36164
OG0011089	XP_006305286.1	g36482
OG0011090	XP_006307701.1	g36487
OG0011091	XP_006304254.1	g36489
OG0011092	XP_006307321.1, XP_023639025.1	g28040
OG0011093	XP_006304135.2	g28034
OG0011094	XP_006303168.2	g54216
OG0011095	XP_006306960.1	g36514
OG0011096	XP_023645419.1	g54230
OG0011097	XP_023645517.1	g28027
OG0011098	XP_006306443.1	g54249
OG0011099	XP_006305541.1	g54262
OG0011101	XP_006306942.1	g36571
OG0011102	XP_023646008.1	g37030
OG0011103	XP_006281101.1	g49150
OG0011104	XP_006281803.2	g37033
OG0011105	XP_006296066.1	g37960
OG0011106	XP_006294354.1	g51367
OG0011107	XP_006294085.1	g51368
OG0011108	XP_023639376.1	g51391
OG0011109	XP_006295275.1	g51394, g37074, g37967
OG0011110	XP_006296285.1	g37075
OG0011111	XP_006294729.2	g51404
OG0011112	XP_023640264.1	g51406
OG0011113	XP_006294491.1	g23749, g37087
OG0011114	XP_006294758.2	g37079
OG0011115	XP_006294731.1	g37078
OG0011116	XP_006295340.1	g51455
OG0011117	XP_006294677.1	g51457
OG0011119	XP_006295021.1	g37983
OG0011121	XP_006295250.1	g38000
OG0011122	XP_006294519.2	g37132
OG0011123	XP_023638732.1	g1506
OG0011124	XP_006283058.1	g24124
OG0011126	XP_023642373.1	g13844
OG0011127	XP_006282457.1	g24154
OG0011128	XP_006301938.1	g43837
OG0011129	XP_006285967.2	g17465
OG0011130	XP_006285408.1	g47277
OG0011131	XP_006283342.1	g24179
OG0011132	XP_006282876.1	g47274, g44156
OG0011134	XP_006284810.1	g24185
OG0011135	XP_006283236.1	g24193
OG0011136	XP_006285196.2	g52221
OG0011137	XP_006285445.1	g24235
OG0011138	XP_006294295.1	g24281
OG0011139	XP_006284323.1	g47212
OG0011140	XP_006284270.1	g24264
OG0011141	XP_006285199.1	g24277
OG0011142	XP_006284709.1	g17554
OG0011146	XP_006292459.1	g19343
OG0011147	XP_006302558.1	g41569
OG0011148	XP_023643458.1	g11602
OG0011149	XP_023638346.1	g19358
OG0011150	XP_006292709.2	g2553
OG0011151	XP_006297705.1	g7812
OG0011152	XP_006292247.2	g19362
OG0011153	XP_023634537.1	g47461
OG0011154	XP_006284275.1	g23898
OG0011155	XP_006290510.1	g10397
OG0011156	XP_006280487.1	g41223
OG0011157	XP_006280779.1	g1301, g28359
OG0011158	XP_006280621.1	g28351, g1319
OG0011159	XP_006280095.1	g1330
OG0011160	XP_023636460.1	g28332
OG0011161	XP_006279672.1	g28313
OG0011162	XP_006280292.1	g28321
OG0011163	XP_006280978.2	g28316
OG0011164	XP_006280700.1	g28323, g1340
OG0011165	XP_006296803.1	g14691
OG0011166	XP_006297832.1	g6245
OG0011167	XP_023634119.1	g6338
OG0011168	XP_006290903.2	g18893
OG0011169	XP_006300066.1	g6254
OG0011170	XP_023645127.1	g13668
OG0011171	XP_006298760.1	g6191
