Orthogroup	Capsella_rubella	Brassica_rapa
OG0008108	XP_006299890.1	XP_009146603.1, XP_009135243.1
OG0008109	XP_006299067.1	XP_009120393.1, XP_009146597.1
OG0008110	XP_006299970.1	XP_009146564.1
OG0008111	XP_006299899.1	XP_009135279.1, XP_009124704.1
OG0008112	XP_006298149.1	XP_009146545.1
OG0008113	XP_006298924.1	XP_033148263.1
OG0008114	XP_006288537.1, XP_006298419.1	XP_033147503.1, XP_033143254.1, XP_033132888.1
OG0008115	XP_006298101.1	XP_009117399.2, XP_033147817.1
OG0008116	XP_006299589.1	XP_009146436.1, XP_009117379.1
OG0008118	XP_006299792.1, XP_023641290.1	XP_009146421.3
OG0008119	XP_006298170.1	XP_009146413.1, XP_009135358.1
OG0008120	XP_006297883.1	XP_033141166.1, XP_009146390.1
OG0008121	XP_006299971.1	XP_033146340.1
OG0008122	XP_006297156.1	XP_009146372.1
OG0008123	XP_023642082.1	XP_009135395.1
OG0008124	XP_023641103.1	XP_009146310.3
OG0008125	XP_006297964.1	XP_009135425.1, XP_009146288.2
OG0008126	XP_006299372.1	XP_009146287.1
OG0008127	XP_006298161.1	XP_009115498.1, XP_009146239.1
OG0008128	XP_006298689.1	XP_009146213.1, XP_009115348.1
OG0008129	XP_006298699.1	XP_009115315.1, NP_001288943.1
OG0008130	XP_006298791.1	XP_009115275.1, XP_009146199.1
OG0008131	XP_006298512.1	XP_009135456.1, XP_009146197.1
OG0008132	XP_006297115.1	XP_009115031.1, XP_009146175.2
OG0008134	XP_006299175.1	XP_009146151.1
OG0008137	XP_006297124.1	XP_009146064.1, XP_033136361.1
OG0008138	XP_006299552.2	XP_009135518.1, XP_009146044.2
OG0008139	XP_006298881.1	XP_009114136.1, XP_009135525.1
OG0008140	XP_006298441.1	XP_009114089.1, XP_009135524.1
OG0008141	XP_006298577.1	XP_009113999.1
OG0008142	XP_006298145.1	XP_009113949.1, XP_009146010.1
OG0008143	XP_006298110.1	XP_009113741.2, XP_009145976.1
OG0008144	XP_006297794.1	XP_009145975.2, XP_009135549.1
OG0008146	XP_006298549.1	XP_009135556.1, XP_009113593.1
OG0008147	XP_023641577.1	XP_009145936.1
OG0008148	XP_006303819.1	XP_033128363.1
OG0008149	XP_023641415.1	XP_009112813.1
OG0008150	XP_006298499.1	XP_009112632.1, XP_009145880.1
OG0008151	XP_023642321.1	XP_009145867.1, XP_009135591.1
OG0008152	XP_006283519.1	XP_009108872.1, XP_009125905.1
OG0008153	XP_006299410.1	XP_009135594.1, XP_009145863.1
OG0008154	XP_006297395.1	XP_009135601.1, XP_009112300.1
OG0008155	XP_006297926.1	XP_033147538.1, XP_009112271.1
OG0008156	XP_006298564.1	XP_009135618.1, XP_009145824.2
OG0008157	XP_006297417.2	XP_009145810.1, XP_009135623.1
OG0008158	XP_006298597.1	XP_009135637.1, XP_009145784.1
OG0008159	XP_006297212.2	XP_009135635.2, XP_009145783.1
OG0008160	XP_006297570.1	XP_009145774.1, XP_009111708.1
OG0008161	XP_023634605.1	XP_009139953.1
OG0008162	XP_023634458.1	XP_009125215.1, XP_009140139.1
OG0008163	XP_006296794.1	XP_009135672.1, XP_009145658.1
OG0008164	XP_006285173.1	XP_009145288.1
OG0008166	XP_023635443.1	XP_009117384.2
OG0008167	XP_023642727.1	XP_009145537.2, XP_009135711.1
OG0008168	XP_006297362.1	XP_009109937.1
OG0008169	XP_006297313.1	XP_009145514.2, XP_009135734.1
OG0008170	XP_006297757.1	XP_009109756.2, XP_009145509.1
OG0008171	XP_006280617.1	XP_009127208.1, XP_009119827.1
OG0008172	XP_006282345.2	XP_009127225.1, XP_009132523.1
OG0008173	XP_023639638.1	XP_009132518.1, XP_009119808.1
OG0008174	XP_006285608.1	XP_009125113.1, XP_009140223.2, XP_009139912.1
OG0008175	XP_006283142.1	XP_018515396.1
OG0008177	XP_006279397.1	XP_009129697.2, XP_009151593.2
OG0008178	XP_006297936.1	XP_009102591.1, XP_009106418.1
OG0008179	XP_006298134.1	XP_009102597.2, XP_009106554.1
OG0008180	XP_006298691.1	XP_009102611.1
OG0008181	XP_006298606.1	XP_009102637.1
OG0008182	XP_006297933.2	XP_009145235.1, XP_033142203.1
OG0008183	XP_006298653.1	XP_009107790.1, XP_009148451.1
OG0008184	XP_023642765.1	XP_009145252.2, XP_009108561.1
OG0008185	XP_006298057.1	XP_009108592.2
OG0008186	XP_023642485.1	XP_009108716.1, XP_009145271.1
OG0008187	XP_006298746.1	XP_009145327.1, XP_009135810.1
OG0008188	XP_006298022.1	XP_009145388.1, XP_009135803.1
OG0008189	XP_006293233.1, XP_023641356.1	XP_009108935.1
OG0008190	XP_006298614.1	XP_009124773.1, XP_009109189.1
OG0008191	XP_023641622.1	XP_009145425.1, XP_009109171.2
OG0008192	XP_023642659.1	XP_009145431.1
OG0008193	XP_006292770.1	XP_009114225.1, XP_033139707.1
OG0008194	XP_006296594.1	XP_009145475.1
OG0008195	XP_006297976.1	XP_009145479.1, XP_009109588.1
OG0008196	XP_006298617.1	XP_009145481.2, XP_009135748.1
OG0008197	XP_006284097.1	XP_009127969.1
OG0008198	XP_006284349.1	XP_033148470.1, XP_009137905.1
OG0008199	XP_006283218.1	XP_009108999.1, XP_009127990.1
OG0008200	XP_006284662.1	XP_033132561.1, XP_033129019.1
OG0008201	XP_006283080.1	XP_033143092.1, XP_009128090.1
OG0008202	XP_023635190.1	XP_009128129.1, XP_009137888.2
OG0008203	XP_006282765.1	XP_009109012.1, XP_009137880.1
OG0008204	XP_006283055.1	XP_009109016.1
OG0008205	XP_023644057.1	XP_009105212.1
OG0008206	XP_006302327.1	XP_009105173.2, XP_009127460.1, XP_009124158.1
OG0008207	XP_006301644.1	XP_009127455.1, XP_009105163.1
OG0008208	XP_006279425.1	XP_009128462.1
OG0008209	XP_006300856.1	XP_009112865.1, XP_009112846.1
OG0008210	XP_006302501.1	XP_009134284.1, XP_033137224.1
OG0008211	XP_006293748.1	XP_009113422.2
OG0008212	XP_006302622.1	XP_033145325.1
OG0008213	XP_023643201.1	XP_009119468.1, XP_033135260.1
OG0008214	XP_006288171.1	XP_009126292.1, XP_009120925.1
OG0008215	XP_023636416.1	XP_009126287.1, XP_033137452.1
OG0008216	XP_006287641.1	XP_009131677.2, XP_009126269.1, XP_009120960.1
OG0008217	XP_023635873.1	XP_009131671.1, XP_009126257.2, XP_009120967.1
OG0008218	XP_006280872.1, XP_023636577.1	XP_018511133.1, XP_009131659.1
OG0008219	XP_023636230.1	XP_009131642.2, XP_009120998.1
OG0008221	XP_006283898.1	XP_009124236.1
OG0008223	XP_006279691.2	XP_009151644.1, XP_009111843.1
OG0008224	XP_006290607.1	XP_009139450.1, XP_009115949.1, XP_009136682.1
OG0008225	XP_006292182.1	XP_009136674.1, XP_009139461.2
OG0008226	XP_006292558.1	XP_009115939.1, XP_033145329.1
OG0008227	XP_006291291.1	XP_033144778.1
OG0008228	XP_006292260.1	XP_033144815.1, XP_009115917.1
OG0008229	XP_006291208.1	XP_009115896.1, XP_033145723.1
OG0008230	XP_006292370.1	XP_009136633.1, XP_009123762.1
OG0008231	XP_006293287.1	XP_009136631.1, XP_009115874.1
OG0008232	XP_006292079.1	XP_009115853.1, XP_009136624.1
OG0008233	XP_006290290.1	XP_009148943.1, XP_033144789.1
OG0008234	XP_023637869.1	XP_009136598.2, XP_033136969.1
OG0008235	XP_006303364.2	XP_009119756.1, XP_009118861.2
OG0008236	XP_006307506.1	XP_009118794.1, XP_009119673.1
OG0008237	XP_006306020.2	XP_009119631.3, XP_009118770.1
OG0008238	XP_006305772.2	XP_033134977.1, XP_009119780.2, XP_033138358.1
OG0008239	XP_006305500.1	XP_033138346.1
OG0008240	XP_006305276.1	XP_009119604.1, XP_033134971.1
OG0008241	XP_006306600.1	XP_033138366.1, XP_018510283.2, XP_033134959.1
OG0008242	XP_006307604.1	XP_009118712.1, XP_009111168.1
OG0008243	XP_023644693.1	XP_009111163.1, XP_009119569.1
OG0008244	XP_006307322.1	XP_009119566.3, XP_009118703.1
OG0008245	XP_006303226.1	XP_009111157.1, XP_009119555.1
OG0008246	XP_006307489.1	XP_009111155.1, XP_009119551.1
OG0008247	XP_006306523.1	XP_033138343.1
OG0008248	XP_006307439.1	XP_009111151.1, XP_009119530.1
OG0008249	XP_006305712.1	XP_009119529.1, XP_009111150.1
OG0008250	XP_006306864.1	XP_009148214.2, XP_009119368.2, XP_009118694.1
OG0008251	XP_006304520.2	XP_009111141.1, XP_009119361.1
OG0008252	XP_006304565.1	XP_009119346.1
OG0008253	XP_023645530.1	XP_009118676.2, XP_009119342.1
OG0008255	XP_006283629.1	XP_009137434.1, XP_009137855.1
OG0008256	XP_006305986.1	XP_009111104.1, XP_009119300.1
OG0008257	XP_006304286.1	XP_033132353.1, XP_009119281.1, XP_009118873.1
OG0008258	XP_006306448.1	XP_009118632.1, XP_009119280.1
OG0008259	XP_006303497.2	XP_009118619.1
OG0008260	XP_006306965.1	XP_009111068.2, XP_009119213.2
OG0008261	XP_006303761.1	XP_033138186.1, XP_009118596.3
OG0008262	XP_023645167.1	XP_009119162.1, XP_009118591.1
OG0008263	XP_006307581.1	XP_033138070.1, XP_009118589.1
OG0008264	XP_023632544.1	XP_009119156.1
OG0008265	XP_023633266.1	XP_009119152.1, XP_033132327.1
OG0008266	XP_006303598.1	XP_009111029.1
OG0008267	XP_023633111.1	XP_009119116.2, XP_009111027.2
OG0008268	XP_006305373.1	XP_009119113.1, NP_001288894.1
OG0008269	XP_023644997.1	XP_009111020.1, XP_009119111.1
OG0008270	XP_006304386.1	XP_033135618.1, XP_009111014.1
OG0008271	XP_023645254.1	XP_009111007.1, XP_009119093.1
OG0008272	XP_006305076.1	XP_009118551.2, XP_033132334.1
OG0008273	XP_006306755.1	XP_009119065.1, XP_009110992.2
OG0008274	XP_006307661.1	XP_009110981.1, XP_009119058.1
OG0008275	XP_006307063.1	XP_033137783.1, XP_009118479.1
OG0008276	XP_006305915.1	XP_009110973.1, XP_033136482.1
OG0008277	XP_006305953.1	XP_009110963.1, XP_009119001.1
OG0008278	XP_006306685.1	XP_009118459.1, XP_009118983.1
OG0008279	XP_006307276.1	XP_009118981.1, XP_009118458.1
OG0008280	XP_023645703.1	XP_009118449.1, XP_018510938.1
OG0008281	XP_023633268.1	XP_009118446.1, XP_009118971.2
OG0008282	XP_006306385.1	XP_009118422.1, XP_009148013.2
OG0008283	XP_006306352.1	XP_009148225.2, XP_009118390.1
OG0008284	XP_006307476.1	XP_009110901.1
OG0008285	XP_006307126.1	XP_009148109.1, XP_009110886.2
OG0008286	XP_006306373.1	XP_009148111.1, XP_009110885.1
OG0008287	XP_006304461.1	XP_033135438.1, XP_018515509.1
OG0008288	XP_006303594.1	XP_009148230.1, XP_033132320.1
OG0008289	XP_006306703.1	XP_009110861.1, XP_009148155.2
OG0008290	XP_023645314.1	XP_009110854.1
OG0008291	XP_006304709.1	XP_009110840.2, XP_009148181.2
OG0008292	XP_006280151.2	XP_009117058.1
OG0008293	XP_006305461.1	XP_009148265.1, XP_009110811.1
OG0008294	XP_006306034.1	XP_033133419.1, XP_009148279.1
OG0008295	XP_023633235.1	XP_009148306.1, XP_009110792.1
OG0008296	XP_006306176.1	XP_009118280.1, XP_009148318.1
OG0008297	XP_006307457.1	XP_009144481.1, XP_009148322.1
OG0008298	XP_023645735.1	XP_009144480.1
OG0008299	XP_006306697.2	XP_009118267.1, XP_009148335.1
OG0008300	XP_023645860.1	XP_009144469.1, XP_033129168.1
OG0008301	XP_006304225.1	XP_009144466.1
OG0008302	XP_006303228.1	XP_009144461.1, XP_009148352.1
OG0008303	XP_023646005.1	XP_009148366.1, XP_009118257.1
OG0008304	XP_006306313.1	XP_009148403.1, XP_033135548.1
OG0008305	XP_006285906.1	XP_009137563.1, XP_009139721.1
OG0008306	XP_023644819.1	XP_009148439.1, XP_033135918.1
OG0008307	XP_006306832.1	XP_009118201.2, XP_009148445.1
OG0008308	XP_006304167.1	XP_009110725.1, XP_009148480.1
OG0008309	XP_006305141.1	XP_009148481.1
OG0008310	XP_023633245.1	XP_009148485.1
OG0008312	XP_006307610.2	XP_009110691.2, XP_009118169.2
OG0008313	XP_006304804.1	XP_009110688.1, XP_009118167.1
OG0008314	XP_006305062.1	XP_033135724.1, XP_009110684.1
OG0008315	XP_006307537.1	XP_009110649.1, XP_009148593.1
OG0008316	XP_006303251.1	XP_009110643.2, XP_009118079.1, XP_009148590.1
OG0008317	XP_006305183.1	XP_009148584.1
OG0008318	XP_006303822.1	XP_009118077.1, XP_009148583.1
OG0008319	XP_023632593.1	XP_009118067.2, XP_018515337.1
OG0008320	XP_006305015.1	XP_009110608.1, XP_009148554.1
OG0008321	XP_006304861.1	XP_033133759.1, XP_009148549.1
OG0008322	XP_006303574.1	XP_009110604.1, XP_009148548.1
OG0008323	XP_023644843.1	XP_009148539.1, XP_009118016.1
OG0008324	XP_006306205.1	XP_009148525.1
OG0008325	XP_006303717.1	XP_033134932.1
OG0008326	XP_006307549.1	XP_009117948.1, XP_018515368.2
OG0008327	XP_006303979.1	XP_009148676.1, XP_009117950.1
OG0008328	XP_006305210.1	XP_018509595.1, XP_009148698.1
OG0008329	XP_006307508.1	XP_009148717.1, XP_009117911.1
OG0008330	XP_006306515.1	XP_009148818.1, XP_009110541.1, XP_009117903.1
OG0008331	XP_006304526.1	XP_009117902.1, XP_033128054.1
OG0008332	XP_006305840.1	XP_033135599.1, XP_009148834.1
OG0008333	XP_006303284.1	XP_009117890.1, XP_033128036.1
OG0008335	XP_006306862.1	XP_009148857.1
OG0008336	XP_006293203.2	XP_009109931.1
OG0008337	XP_006306970.2	XP_009117874.1, XP_009148867.1
OG0008338	XP_006306014.1	XP_009148911.1, XP_009117839.1
OG0008339	XP_006305566.2	XP_009148876.2, XP_009110513.2
OG0008341	XP_006307523.1	XP_009148887.1
OG0008342	XP_006307139.2	XP_009117856.1, XP_009148889.1
OG0008343	XP_023632949.1	XP_033135635.1, XP_009148896.1
OG0008344	XP_006305911.1	XP_009148928.1, XP_009117833.2
OG0008345	XP_006304401.1	XP_009148932.1, XP_009117834.1
OG0008346	XP_023644737.1	XP_009149013.1, XP_009117801.1
OG0008347	XP_006303890.1	XP_009117770.1, XP_009149061.2
OG0008348	XP_006305777.1	XP_009110443.2
OG0008349	XP_006303354.2	XP_009117740.1, XP_009149118.1
OG0008350	XP_006302499.1	XP_009105293.1, XP_033139581.1
OG0008351	XP_006303573.1	XP_009149226.1, XP_009110395.1, XP_009117646.1
OG0008352	XP_006303188.1	XP_009110358.1
OG0008353	XP_023632809.1	XP_033128155.1, XP_009110356.1, XP_009117618.1
OG0008354	XP_006305717.1	XP_009110354.1, XP_009117617.1
OG0008355	XP_006303901.1	XP_009117616.1, XP_009149278.1
OG0008356	XP_006303925.1	XP_033136946.1
OG0008357	XP_023633012.1	XP_009110333.2, XP_009117603.1
OG0008359	XP_006307360.1	XP_009117604.1, XP_009149355.2
OG0008360	XP_006307358.2	XP_009110313.2, XP_009117582.1, XP_033128968.1
OG0008361	XP_006306072.1	XP_009117572.1, XP_009149381.2
OG0008362	XP_023644829.1	XP_009117571.1, XP_009110306.1
OG0008363	XP_006304206.1	XP_009149383.1, XP_009110302.1
OG0008364	XP_006304867.1	XP_009110284.2, XP_009149405.1
OG0008365	XP_006306683.2	XP_009110259.1, XP_009149470.1
OG0008366	XP_006307667.1	XP_033132467.1
OG0008367	XP_006303154.1	XP_009110253.1, XP_009149481.1
OG0008368	XP_006307252.1	XP_009103373.1
OG0008369	XP_006307043.1	XP_009110240.1
OG0008370	XP_006303317.1	XP_009103346.1, XP_033128067.1
OG0008371	XP_006307295.1	XP_009149523.1, XP_033131306.1
OG0008372	XP_006306922.2	XP_009110217.1, XP_009149547.1
OG0008373	XP_006306658.1	XP_009103329.2, XP_009149556.1
OG0008374	XP_006306869.1	XP_009110209.1, XP_009149562.1
OG0008375	XP_006303575.2	XP_009149585.1, XP_018509361.1
OG0008376	XP_006306088.2	XP_033131457.1, XP_009149653.2
OG0008377	XP_006307071.1	XP_009103294.1, XP_009149661.2
OG0008378	XP_006304297.1	XP_009103293.1, XP_009149667.1
OG0008379	XP_006303607.1	XP_009110181.1, XP_033128553.1
OG0008380	XP_006303211.1	XP_009149675.1, XP_009110180.1
OG0008381	XP_006307189.1	XP_009149683.1, XP_009103287.2
OG0008382	XP_023643873.1, XP_023645193.1	XP_009149690.1, XP_009110173.1
OG0008383	XP_006304198.1	XP_009110165.1
OG0008384	XP_006305058.1	XP_009110151.1, XP_033137044.1
OG0008385	XP_006304067.1	XP_009103243.1, XP_009145348.1
OG0008386	XP_006305765.1	XP_009115566.1, XP_009103204.1
OG0008387	XP_006287133.1	XP_009128682.1, XP_033142033.1
OG0008388	XP_006303687.1	XP_009110119.1, XP_009110122.2
OG0008389	XP_006300777.1	XP_009105840.1, XP_009104892.1
OG0008390	XP_006300829.1	XP_009105819.1, XP_033130511.1, XP_009127863.1
OG0008391	XP_006302043.1	XP_009105799.1, XP_033130516.1
OG0008392	XP_023641022.1, XP_023643284.1	XP_009104918.1
OG0008393	XP_006300960.1	XP_009127854.1, XP_018508288.1
OG0008394	XP_006300424.1	XP_009104926.2, XP_009127852.1
OG0008395	XP_006302853.1	XP_009127842.2, XP_009105772.1
OG0008396	XP_023643747.1	XP_009105768.1, XP_009127841.1
OG0008397	XP_023643546.1	XP_009105759.1, XP_009127836.1
OG0008398	XP_006302873.1	NP_001288871.1
OG0008399	XP_006300899.1	XP_009127796.1, XP_009105707.1
OG0008400	XP_006303034.1	XP_009104954.1, XP_009127789.1
OG0008401	XP_023643397.1	XP_009127776.2, XP_009104966.1
OG0008402	XP_006300446.1	XP_009105692.1, XP_009127775.1
OG0008403	XP_006284668.1	XP_009137419.2, XP_009137720.1
OG0008404	XP_006304185.1	XP_009114843.1
OG0008405	XP_006305115.1	XP_009107942.1, XP_009124380.1
OG0008406	XP_006300370.1	XP_033135377.1
OG0008407	XP_006302684.2	XP_009112745.1
OG0008408	XP_006302696.1	XP_009112963.1
OG0008409	XP_023643226.1	XP_009112743.1
OG0008410	XP_006302563.1	XP_009113019.1, XP_009112976.1
OG0008411	XP_006302629.1	XP_009112719.1, XP_009113030.2
OG0008412	XP_006303863.1	XP_009109806.1, XP_033130349.1
OG0008413	XP_006302349.1	XP_009113082.1, XP_009112690.1
OG0008414	XP_023645511.1	XP_033135415.1, XP_009109727.1
OG0008415	XP_006300326.1	XP_033130774.1, XP_033144393.1
OG0008416	XP_006301587.1	XP_009113238.1, XP_009105139.1
OG0008417	XP_006302148.1	XP_018511285.1
OG0008418	XP_006300546.1	XP_009104420.1
OG0008420	XP_006302027.2	XP_009103743.1
OG0008421	XP_006302316.1	XP_009113260.1
OG0008422	XP_006301836.1	XP_033135476.1, XP_009103021.1
OG0008423	XP_006300736.1	XP_009113296.1
OG0008424	XP_006302570.1	XP_009102805.1
OG0008425	XP_006302042.1	XP_009102588.1
OG0008426	XP_006302446.1	XP_009113340.1, XP_009102548.2
OG0008427	XP_006304358.1	XP_009109869.1
OG0008428	XP_006302966.1	XP_009112884.1, XP_009112831.1
OG0008429	XP_006300890.1	XP_009112877.1, XP_009112832.2
OG0008430	XP_006300553.1	XP_009112871.1, XP_009124663.2
OG0008431	XP_006301812.1	XP_009112844.1, XP_009112866.1
OG0008432	XP_006301683.1	XP_009117378.1
OG0008433	XP_006282004.1	XP_009101511.2
OG0008434	XP_023641145.1	XP_009101510.1
OG0008435	XP_006280954.1	XP_009101480.1, XP_009128908.1
OG0008436	XP_023641201.1	XP_009128909.2, XP_009114312.1
OG0008437	XP_006281218.1	XP_009128994.1, XP_009101389.1
OG0008438	XP_006282304.1	XP_009101387.1, XP_009128998.1
OG0008439	XP_006281843.1	XP_009113909.1, XP_009123602.1, XP_009101702.1
OG0008440	XP_023642815.1	XP_009101704.1
OG0008441	XP_023643720.1	XP_009113924.1, XP_033128309.1, XP_009123592.1
OG0008442	XP_006279512.1	XP_009123942.1, XP_009113928.1
OG0008444	XP_006287750.1	XP_033136423.1, XP_009144519.1
OG0008445	XP_006288769.1	XP_009134327.1, XP_009114516.1
OG0008446	XP_006287620.1	XP_018510664.2, XP_009134326.1
OG0008447	XP_006285614.1	XP_009137872.1
OG0008448	XP_023634881.1	XP_009136750.2, XP_018509642.1
OG0008449	XP_006283974.1	XP_009146338.1, XP_009136751.1
OG0008450	XP_023645297.1	XP_033132750.1, XP_033128618.1, XP_009147999.2
OG0008451	XP_006303585.1	XP_009144794.2, XP_009145023.1
OG0008452	XP_006303387.1	XP_009147973.1, XP_009107366.1, XP_009145011.1, XP_009129432.1
OG0008453	XP_006303438.1	XP_033133219.1, XP_009141077.1
OG0008454	XP_006307560.1	XP_009144998.1, XP_009107334.1
OG0008455	XP_006305976.1	XP_009147913.1, XP_009107312.1
OG0008456	XP_006302797.1	XP_009104736.1, XP_009106150.1
OG0008457	XP_006283960.1	XP_009124356.1, XP_033129889.1
OG0008458	XP_006285621.1	XP_033133095.1, XP_009127014.1
OG0008459	XP_006283901.1	XP_033143637.1
OG0008460	XP_006283532.1	XP_009129472.2
OG0008461	XP_006283990.1	XP_009109423.1, XP_009130877.1
OG0008462	XP_006285120.1	XP_009131941.1, XP_033133098.1
OG0008463	XP_006283269.1	XP_009138534.1, XP_009132424.2
OG0008464	XP_006284822.1	XP_009132836.1, XP_009109396.2
OG0008465	XP_006283492.1	XP_009133704.1, XP_009138528.2
OG0008467	XP_006283903.1	XP_009133930.1, XP_033144007.1
OG0008468	XP_006285964.2	XP_009137358.1, XP_033133160.1, XP_009138488.1
OG0008469	XP_006286095.1	XP_009137661.1, XP_009109365.1
OG0008470	XP_006284246.1	XP_009138469.1, XP_009138768.1
OG0008471	XP_006283606.1	XP_009109352.1, XP_009140235.1
OG0008472	XP_023634772.1	XP_009109344.2, XP_009141155.1
OG0008473	XP_006285193.1	XP_009142233.1, XP_009109341.1
OG0008474	XP_006286076.2	XP_009109327.1, XP_009143303.1, XP_018513001.1
OG0008475	XP_006283005.1, XP_006290550.1	XP_009144043.1
OG0008476	XP_006284108.1	XP_009138417.1, XP_009145510.1
OG0008477	XP_006284061.1	XP_009138400.2, XP_009148617.1
OG0008478	XP_006283590.2	XP_009150864.1, XP_009109280.2
OG0008479	XP_023634155.1	XP_033142174.1, XP_009138364.1
OG0008480	XP_023634716.1	XP_033142688.1, XP_033135410.1
OG0008481	XP_006284702.1	XP_009102917.1
OG0008483	XP_006284672.2	XP_033145006.1, XP_009107450.1
OG0008484	XP_006285956.1	XP_009108697.1, XP_009108194.1, XP_009138330.2
OG0008485	XP_006286142.1	XP_009111282.2, XP_009108722.1
OG0008486	XP_006284498.1	XP_009111625.1, XP_009138300.1
OG0008487	XP_006285233.1	XP_033142455.1, XP_033132786.1
OG0008488	XP_006284005.1	XP_009115174.1, XP_009138274.1
OG0008489	XP_006283905.1	XP_009108745.1, XP_009116335.2, XP_009138263.1
OG0008490	XP_006285689.1	XP_009108886.1, XP_009126288.2
OG0008491	XP_006282661.1	XP_009108888.1, XP_009138071.1
OG0008492	XP_006284420.1	XP_009126243.1, XP_009138073.1
OG0008493	XP_006283914.1	XP_009126222.1, XP_009138074.1
OG0008494	XP_006286020.1	XP_009108870.1, XP_009125871.1
OG0008495	XP_006284289.1	XP_009108862.2, XP_009125616.1
OG0008496	XP_006283680.1	XP_018513609.1, XP_033141679.1
OG0008497	XP_006285283.1	XP_009108813.1, XP_009124998.1
OG0008498	XP_006283815.1	XP_018512647.1, XP_009124566.2
OG0008499	XP_006283426.2	XP_009123745.2
OG0008500	XP_023635183.1	XP_009122233.1, XP_009138192.1
OG0008501	XP_006284537.1	XP_009138246.1, XP_009119341.1
OG0008502	XP_006284635.2	XP_009108762.1
OG0008503	XP_006285691.1	XP_009108760.1, XP_009138257.1
OG0008504	XP_006284297.2	XP_009108759.2, XP_009138259.1
OG0008505	XP_006282554.1	XP_009126332.1, XP_009108890.1
OG0008506	XP_006283209.1	XP_009126325.1
OG0008507	XP_023633932.1	XP_009126573.1, XP_009138048.2
OG0008508	XP_006284466.1	XP_009105415.1, XP_009108923.1, XP_009138017.1
OG0008509	XP_023634069.1	XP_009127004.1, XP_009108930.1
OG0008510	XP_006284065.1	XP_009108931.1, XP_009138008.1
OG0008511	XP_006284480.1	XP_009108936.2, XP_009127116.1
OG0008512	XP_006283637.1	XP_009127212.1, XP_009137993.1
OG0008513	XP_006294420.1	XP_009117235.1
OG0008514	XP_023641123.1	XP_009102571.1
OG0008515	XP_006297507.1	XP_009135878.1, NP_001288954.1
OG0008516	XP_023641504.1	XP_009135872.1, XP_009106163.1
OG0008517	XP_023641505.1	XP_009106153.1, XP_009102544.2
OG0008518	XP_006297247.1	XP_009102531.1, XP_009106030.1
OG0008519	XP_023643580.1	XP_009105924.1, XP_009105586.2
OG0008520	XP_023643659.1	XP_009104853.1
OG0008521	XP_006302918.1	XP_009127938.1, XP_009105913.1
OG0008522	XP_023643149.1	XP_009127929.1, XP_033131727.1
OG0008523	XP_006302551.1	XP_009105892.1, XP_009127926.1
OG0008524	XP_023643818.1	XP_009105884.1, XP_009127915.1
OG0008525	XP_006302881.2	XP_033140723.1, XP_009105883.1
OG0008526	XP_006301744.2	XP_009104867.1
OG0008527	XP_006300302.1	XP_009104866.1, XP_009105878.1
OG0008528	XP_006302172.1	XP_009104870.1, XP_009127906.1
OG0008529	XP_006306219.1	XP_009103189.1, XP_009115553.1
OG0008530	XP_006307417.1	XP_009110104.1, XP_009115540.1
OG0008531	XP_006305600.1	XP_018508274.1, XP_018510322.2
OG0008532	XP_006303932.1	XP_009110066.1, XP_009115456.1
OG0008533	XP_006307636.1	XP_009110060.2, XP_009115436.1
OG0008534	XP_006307269.1	XP_009110017.1, XP_009115373.1
OG0008535	XP_006306992.1	XP_009109913.1, XP_009115351.1
OG0008537	XP_006285129.1	XP_009138101.1, XP_009137449.2
OG0008538	XP_006286487.2	XP_009134446.1, XP_009111317.1
OG0008539	XP_006281172.1	XP_033144860.1, XP_033143895.1
OG0008540	XP_006286549.1	XP_009111347.1, XP_009134475.1
OG0008541	XP_006288567.2	XP_009111353.1
OG0008542	XP_006288081.1	XP_033135577.1
OG0008543	XP_006288590.1	XP_009111383.1, XP_009134485.1
OG0008544	XP_006287840.1	XP_009111407.1
OG0008545	XP_023636324.1	XP_033136162.1
OG0008546	XP_006286665.1	XP_009111413.1, XP_033142098.1
OG0008547	XP_023636291.1	XP_009134526.1
OG0008548	XP_006289072.1	XP_009134534.1, XP_009111468.1
OG0008549	XP_006287312.1	XP_009134543.2, XP_009111474.2
OG0008550	XP_006286877.1	XP_009134551.1, XP_009111484.2
OG0008551	XP_023633665.1	XP_009137603.1, XP_009142514.1
OG0008552	XP_006294110.1	XP_009117443.1, XP_009134011.2
OG0008553	XP_006305832.1	XP_009113806.2
OG0008554	XP_006304969.1	XP_009115307.1, XP_009109874.1
OG0008555	XP_023645470.1	XP_009115336.2, XP_009109890.1
OG0008556	XP_006307460.1	XP_033130308.1, XP_009115341.2
OG0008557	XP_006305408.1	XP_009109896.2, XP_009115342.1
OG0008558	XP_006285834.1	XP_009142368.1, XP_009137599.1
OG0008559	XP_023634960.1	XP_009109161.1
OG0008560	XP_006286036.1	XP_009137658.1, XP_009143407.1
OG0008561	XP_006284199.1	XP_009143398.1, XP_009137656.2
OG0008562	XP_006282698.1	XP_009137662.1, XP_009143488.1
OG0008563	XP_006284998.1	XP_009143609.1, XP_009137672.1
OG0008564	XP_006283929.1	XP_009137676.1
OG0008565	XP_006283816.1	XP_009109120.1, XP_009144053.2
OG0008566	XP_006305744.1	XP_033132180.1, XP_033135159.1
OG0008567	XP_006284669.1	XP_009137751.1
