Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0006727	XP_006294481.1	AT2G42280.3
OG0006728	XP_006293839.1	AT2G41510.2
OG0006729	XP_006295150.1, XP_006295145.1	AT2G41430.1
OG0006730	XP_006294950.1	AT2G41310.1, AT2G07440.1
OG0006731	XP_006294436.1	AT2G41290.1
OG0006732	XP_006280541.1	AT5G47070.1
OG0006733	XP_006286258.1	AT4G33380.1
OG0006734	XP_006299849.1	AT3G01100.4
OG0006735	XP_006279901.1	AT5G54440.1
OG0006736	XP_023641768.1	AT3G02350.1
OG0006737	XP_006297370.2	AT3G02660.1
OG0006738	XP_006296988.1	AT3G02850.1
OG0006739	XP_023642022.1	AT3G02870.1
OG0006740	XP_006298717.1	AT3G03100.1
OG0006741	XP_006296875.1	AT3G03380.1
OG0006742	XP_006298513.1	AT3G03600.1
OG0006743	XP_023641709.1	AT3G03770.1
OG0006744	XP_006297167.1	AT3G03810.1
OG0006745	XP_023641442.1	AT3G04380.1
OG0006746	XP_006297638.1	AT3G05320.1
OG0006747	XP_006297554.1	AT3G05330.1
OG0006748	XP_006298408.1	AT3G05500.1
OG0006749	XP_006297722.1	AT3G05545.1
OG0006750	XP_006303524.1	AT1G24530.1
OG0006751	XP_006299758.1	AT3G05980.1
OG0006752	XP_006297437.1	AT3G05990.1
OG0006753	XP_006299066.1	AT3G06780.1
OG0006754	XP_006299713.1	AT3G06868.1
OG0006755	XP_023642449.1	AT3G07255.1
OG0006756	XP_006297636.1	AT3G07320.1
OG0006757	XP_006297120.1	AT3G07330.1
OG0006758	XP_006298287.1	AT3G07370.1
OG0006759	XP_006297192.1	AT3G07420.1
OG0006760	XP_006299539.2	AT3G07510.3
OG0006761	XP_006298757.1	AT3G07580.1
OG0006762	XP_006298255.1	AT3G07750.1
OG0006763	XP_006297465.1	AT3G07790.1
OG0006764	XP_006298445.1	AT3G07800.1
OG0006765	XP_006299559.1	AT3G08840.7
OG0006766	XP_023641404.1	AT3G08980.1
OG0006767	XP_006298117.1	AT3G09150.2
OG0006768	XP_023641497.1	AT3G09050.1
OG0006769	XP_006298988.1	AT3G09290.1
OG0006770	XP_006299896.1	AT3G10040.1
OG0006771	XP_006297374.1	AT3G11440.1
OG0006772	XP_006298486.1	AT3G10915.7
OG0006773	XP_023642166.1	AT3G11020.1
OG0006774	XP_006297667.1	AT3G11030.1
OG0006775	XP_006297848.1	AT3G11410.1
OG0006776	XP_006296745.1	AT3G11600.1
OG0006777	XP_006299102.2	AT3G11620.1
OG0006778	XP_006299547.1	AT3G11650.1
OG0006779	XP_023641701.1	AT3G11720.3
OG0006780	XP_006298573.1	AT3G11730.1
OG0006781	XP_006298501.1	AT3G12160.1
OG0006782	XP_006298138.1	AT3G12500.1
OG0006783	XP_006297280.1	AT3G12670.1
OG0006784	XP_006298455.1	AT3G12730.1
OG0006785	XP_006296721.1	AT3G12910.1
OG0006786	XP_006300100.2	AT3G13000.2
OG0006787	XP_006293850.1	AT2G31240.1
OG0006788	XP_006297084.1	AT3G13670.1
OG0006789	XP_006297518.1	AT3G13730.1
OG0006790	XP_006299984.1	AT3G13930.1
OG0006792	XP_006296843.1	AT3G14172.1
OG0006793	XP_006298639.1	AT3G14190.1
OG0006794	XP_006297265.1	AT3G14440.1
OG0006795	XP_023642351.1	AT3G14595.1
OG0006796	XP_006298454.1	AT3G14770.1
OG0006797	XP_023642518.1	AT3G14920.1
OG0006798	XP_006298594.1	AT3G15190.1
OG0006799	XP_006298390.1	AT3G15370.2
OG0006800	XP_006300207.1	AT3G15518.1
OG0006801	XP_006297956.1	AT3G15850.1
OG0006802	XP_006296854.2	AT3G15880.2
OG0006803	XP_006297618.2	AT3G16200.1
OG0006804	XP_006298569.1	AT3G16250.1
OG0006805	XP_023632912.1	AT1G04210.1
OG0006806	XP_006298463.1	AT3G17100.1
OG0006807	XP_006296888.1	AT3G17205.1
OG0006808	XP_006297612.1	AT3G17420.1
OG0006809	XP_006299106.1	AT3G17520.1
OG0006811	XP_023642063.1	AT3G17609.2
OG0006812	XP_006298093.1	AT3G17611.1
OG0006813	XP_006299384.1	AT3G17720.1, AT3G17760.1
OG0006814	XP_006296614.1	AT3G17860.1
OG0006815	XP_006298386.1	AT3G18165.1
OG0006816	XP_006298426.1	AT3G18215.1
OG0006817	XP_006299794.1	AT3G18400.1
OG0006818	XP_006297109.1	AT3G18480.1
OG0006819	XP_006297199.1	AT3G18770.1
OG0006820	XP_023641340.1	AT3G18860.1
OG0006821	XP_006307111.1	AT1G18840.1
OG0006822	XP_006297736.1	AT3G19990.2
OG0006823	XP_006297715.1	AT3G20020.3
OG0006824	XP_006298848.1	AT3G20340.1
OG0006826	XP_006298570.1	AT3G20570.1
OG0006827	XP_006299310.1	AT3G20580.1
OG0006828	XP_006298942.2	AT3G20820.1
OG0006829	XP_023641434.1	AT3G20910.1
OG0006830	XP_006297241.1	AT3G21100.3
OG0006831	XP_006298157.1	AT3G21200.1
OG0006832	XP_006307232.1	AT1G09830.1
OG0006834	XP_006286311.2	AT5G37478.1
OG0006835	XP_023637014.1	AT5G47870.1
OG0006836	XP_023635478.1	AT5G47820.1
OG0006837	XP_006296979.1, XP_006296927.1	AT3G23750.1
OG0006838	XP_006299744.1	AT3G22800.1
OG0006839	XP_006296682.1	AT3G22400.1
OG0006840	XP_006300191.1	AT3G21550.1
OG0006841	XP_006284250.1	AT4G29960.1
OG0006843	XP_023643439.1	AT1G65020.1
OG0006844	XP_023638878.1, XP_006302711.1	AT1G64980.2
OG0006845	XP_006286901.1	AT5G18700.1, AT1G33940.1
OG0006846	XP_006287474.1	AT5G18670.1
OG0006847	XP_006287778.1	AT5G18460.1
OG0006848	XP_006286525.1	AT5G18270.1
OG0006849	XP_006280043.1	AT5G49360.1
OG0006850	XP_006287954.1	AT5G28840.1
OG0006851	XP_023636600.1	AT5G48385.1
OG0006852	XP_006291053.1	AT3G52500.1
OG0006853	XP_006292564.1	AT3G52270.1
OG0006854	XP_006291251.2	AT3G52180.1
OG0006855	XP_006291350.1	AT3G52110.1
OG0006856	XP_006292069.1	AT3G52090.2
OG0006857	XP_006297966.1	AT3G21640.1
OG0006858	XP_006292791.1	AT3G51470.1
OG0006859	XP_006290414.1	AT3G51400.1
OG0006860	XP_006290733.1	AT3G51290.2
OG0006861	XP_006291098.1	AT3G51270.1
OG0006862	XP_006305388.1	AT1G01680.1
OG0006863	XP_006307571.1	AT1G01670.1
OG0006864	XP_023645957.1	AT1G01490.4
OG0006865	XP_006305651.1	AT1G01160.2
OG0006866	XP_006307364.1	AT1G02270.1
OG0006867	XP_006305482.1	AT1G02410.1
OG0006868	XP_006304742.1, XP_006279280.2	AT1G02900.1
OG0006869	XP_006307347.1	AT1G02970.1
OG0006870	XP_006307040.1	AT1G03050.1
OG0006871	XP_006305751.2	AT1G03850.1
OG0006872	XP_006306530.1	AT1G04280.1
OG0006873	XP_006299551.1	AT2G15690.1
OG0006874	XP_006304991.2	AT1G04590.2
OG0006875	XP_023645916.1	AT1G04660.1
OG0006876	XP_006305438.1	AT1G04770.1
OG0006877	XP_006292041.1	AT3G45020.1
OG0006878	XP_023644965.1	AT1G04945.3
OG0006879	XP_006306927.1	AT1G05090.1, AT4G20720.1
OG0006880	XP_006305430.2	AT1G05260.1
OG0006881	XP_006305378.1	AT1G05620.1
OG0006882	XP_006306294.1	AT1G06080.1
OG0006883	XP_006306469.1	AT1G06110.1
OG0006884	XP_023644927.1	AT1G06490.1
OG0006885	XP_006306182.1	AT1G06560.1
OG0006886	XP_006304582.1	AT1G06830.1
OG0006887	XP_006306669.1	AT1G06950.1
OG0006888	XP_006306409.1	AT1G06980.1
OG0006889	XP_006285371.1	AT4G24380.3
OG0006890	XP_006303231.1	AT1G08080.1
OG0006891	XP_006307337.2	AT1G08210.3
OG0006892	XP_006305247.1	AT1G08290.1
OG0006893	XP_006305148.1	AT1G08370.1
OG0006894	XP_006304289.1	AT1G08480.1
OG0006895	XP_023644669.1	AT1G08800.1
OG0006896	XP_006306754.2	AT1G08910.1
OG0006897	XP_023644972.1, XP_023644973.1	AT1G08980.1
OG0006898	XP_006303256.1	AT1G09155.1
OG0006899	XP_006305687.1	AT1G09310.1
OG0006900	XP_006305720.1	AT1G09740.1
OG0006901	XP_006307275.1	AT1G09960.1
OG0006902	XP_006304245.1	AT1G10140.1
OG0006903	XP_006302693.1	AT1G59640.2
OG0006904	XP_023644774.1	AT1G10510.1
OG0006905	XP_006304259.1	AT1G10770.1
OG0006906	XP_006303554.1	AT1G11040.1
OG0006907	XP_006307556.1	AT1G11170.1
OG0006908	XP_006304047.1	AT1G11190.1
OG0006909	XP_006305358.1	AT1G11210.1
OG0006910	XP_006307247.1	AT1G11260.1
OG0006911	XP_006304884.2	AT1G11300.1
OG0006912	XP_006307273.1	AT1G11600.1
OG0006913	XP_006306217.1	AT1G11655.1
OG0006914	XP_006304774.1	AT1G11755.1
OG0006915	XP_006304957.1	AT1G11765.1
OG0006916	XP_006307075.1	AT1G12110.1
OG0006917	XP_006305002.1	AT1G12260.1
OG0006918	XP_006305499.1	AT1G12410.1
OG0006919	XP_006286453.1	AT4G00230.1
OG0006920	XP_023633148.1	AT1G12630.1
OG0006921	XP_006306102.1	AT1G12950.1
OG0006922	XP_006303934.1	AT1G13030.1
OG0006923	XP_006307257.1	AT1G13710.1
OG0006924	XP_006307639.1	AT1G13880.2
OG0006925	XP_006306963.1	AT1G13900.1
OG0006926	XP_006303969.1	AT1G13960.1
OG0006927	XP_006307552.1	AT1G14370.1
OG0006928	XP_006307428.1	AT1G14570.1
OG0006929	XP_006306626.1	AT1G14790.1
OG0006930	XP_006307707.2	AT1G14810.1
OG0006931	XP_006303368.1	AT1G15100.1
OG0006932	XP_006305733.1	AT1G15220.1
OG0006933	XP_006305625.1	AT1G15360.1
OG0006934	XP_006304045.2	AT1G15420.1
OG0006935	XP_006306593.1	AT1G15780.2
OG0006936	XP_006303285.1	AT1G15820.1
OG0006937	XP_006306900.2	AT1G15990.1
OG0006938	XP_006307669.1	AT1G16180.1
OG0006939	XP_023638072.1, XP_023638724.1	AT3G28050.1
OG0006940	XP_006305740.1	AT1G16850.1
OG0006941	XP_006307037.2	AT1G16900.1
OG0006942	XP_006305593.1	AT1G17180.1
OG0006943	XP_006305861.1	AT1G17345.1
OG0006944	XP_006304112.1	AT1G17620.1
OG0006945	XP_006304882.1	AT1G17690.1
OG0006946	XP_006304496.1	AT1G17800.1
OG0006947	XP_006306770.1	AT1G17820.1
OG0006948	XP_006306902.1	AT1G17840.1
OG0006949	XP_006303242.1	AT1G17950.1
OG0006950	XP_006305456.1	AT1G18340.1
OG0006951	XP_006291271.1	AT1G18480.1
OG0006952	XP_023632786.1	AT1G18610.1
OG0006953	XP_006304758.1	AT1G18880.1
OG0006954	XP_006306645.1	AT1G19220.1
OG0006955	XP_006304325.1	AT1G19510.1
OG0006956	XP_006306267.1	AT1G19540.1
OG0006957	XP_006304433.1	AT1G20132.1
OG0006958	XP_006306495.1	AT1G20620.6
OG0006959	XP_023645538.1	AT1G20823.1
OG0006960	XP_006305382.1	AT1G20900.1
OG0006961	XP_006305547.1	AT1G21050.2
OG0006962	XP_006307400.1	AT5G34780.1, AT1G21400.5
OG0006963	XP_006307452.1	AT1G21480.1
OG0006964	XP_006304209.1	AT1G21830.1
OG0006965	XP_006307634.1	AT1G21880.2
OG0006966	XP_006303331.1	AT1G21910.1
OG0006967	XP_023632744.1	AT1G22065.1
OG0006968	XP_006279912.1	AT5G45140.1
OG0006969	XP_006285415.1	AT4G14540.1
OG0006970	XP_006302855.1	AT1G71780.1
OG0006971	XP_023642977.1	AT1G71270.1
OG0006971	XP_006301610.2	AT1G71300.1
OG0006972	XP_006300583.1	AT1G71010.1
OG0006973	XP_006303019.1	AT1G69970.1
OG0006974	XP_006283265.1	AT4G24120.1
OG0006975	XP_023634790.1	AT4G24150.1
OG0006976	XP_006299270.2	AT2G17305.1
OG0006977	XP_006300849.1	AT1G63100.2
OG0006979	XP_006301856.1	AT1G62450.1
OG0006980	XP_006301659.2	AT1G62310.1
OG0006981	XP_006300468.1	AT1G61740.1
OG0006982	XP_006302586.1	AT1G61620.1
OG0006983	XP_006305784.1	AT1G27310.1
OG0006984	XP_023643862.1	AT1G61080.5
OG0006985	XP_006302267.1, XP_023643182.1	AT1G61000.1
OG0006986	XP_023643805.1	AT1G58250.2
OG0006987	XP_006300405.1	AT1G64140.1
OG0006988	XP_006300425.1	AT1G64195.1, AT1G69825.1, AT1G69818.1
OG0006989	XP_006302733.1	AT1G64680.1
OG0006990	XP_006282859.1	AT5G42090.1
OG0006991	XP_006282042.1	AT5G46590.1
OG0006992	XP_006281627.1	AT5G46630.2
OG0006993	XP_006282214.1	AT5G46740.1
OG0006994	XP_006281644.1	AT5G47560.1
OG0006995	XP_006282223.1	AT5G47640.1
OG0006996	XP_023637083.1	AT5G47780.1
OG0006997	XP_006281837.1	AT5G44660.1
OG0006998	XP_006287564.1	AT4G05410.1
OG0006999	XP_006284173.1	AT4G29520.1
OG0007000	XP_006284462.1	AT4G29670.2
OG0007001	XP_006306405.1	AT1G48020.1
OG0007002	XP_006303468.1	AT1G48140.1
OG0007003	XP_023642833.1	AT1G75020.1
OG0007004	XP_006300328.1	AT1G74970.1
OG0007005	XP_006300491.1	AT1G74910.1
OG0007006	XP_023634407.1	AT4G38470.1
OG0007007	XP_006283456.1	AT4G38900.1
OG0007008	XP_006285580.1	AT4G39140.1
OG0007009	XP_006282536.1	AT4G39400.1
OG0007010	XP_006284053.2	AT4G39410.1
OG0007011	XP_006284157.1	AT4G40070.1
OG0007012	XP_006284261.1	AT4G37790.1
OG0007013	XP_023634614.1	AT4G37610.1
OG0007014	XP_006286073.1	AT4G37400.1
OG0007015	XP_006283961.1	AT4G36930.1
OG0007016	XP_006282585.2	AT4G37210.1
OG0007017	XP_006284152.1	AT4G36730.1
OG0007018	XP_023634546.1	AT4G36720.1
OG0007019	XP_023634462.1	AT4G36220.1
OG0007020	XP_006283732.1	AT4G35985.1
OG0007021	XP_023635449.1	AT4G35750.1
OG0007022	XP_006284101.1	AT4G35720.1
OG0007023	XP_006282468.1	AT4G35530.1
OG0007024	XP_006302674.1	AT1G61520.1
OG0007025	XP_006286414.1, XP_006283890.1	AT4G35110.3
OG0007027	XP_006284274.1	AT4G34990.1
OG0007028	XP_006283418.1	AT4G34860.1
OG0007029	XP_006282478.1	AT4G34770.1
OG0007030	XP_006284292.2	AT4G34680.1
OG0007031	XP_006283157.1	AT4G32190.1
OG0007032	XP_006283357.1	AT4G32250.1
OG0007033	XP_006284395.2	AT4G32295.1
OG0007034	XP_023634921.1	AT4G32551.2
OG0007035	XP_006283989.1	AT4G32570.1
OG0007036	XP_006283764.1	AT4G32720.1
OG0007037	XP_006282817.1	AT4G32800.1
OG0007038	XP_006293522.1	AT2G33793.1
OG0007039	XP_006293368.1	AT2G25930.1
OG0007040	XP_006286081.1	AT4G33090.1
OG0007041	XP_006284473.1	AT4G33250.1
OG0007042	XP_006284796.1	AT4G33550.1
OG0007043	XP_006300115.1	AT2G12400.1
OG0007044	XP_006284113.1	AT4G33670.1
OG0007045	XP_006283689.1	AT4G33740.1
OG0007046	XP_006283921.1	AT4G33920.1
OG0007047	XP_023633721.1	AT4G33940.1
OG0007048	XP_023634395.1	AT4G33960.1
OG0007049	XP_006283036.1	AT4G34100.1
OG0007050	XP_006284441.1	AT4G34120.1
OG0007051	XP_006282718.1	AT4G32020.1
OG0007052	XP_006283713.1	AT4G31990.3
OG0007053	XP_006284442.1	AT4G31330.1
OG0007054	XP_006285612.1	AT4G31320.1
OG0007055	XP_006282988.1	AT4G31160.1
OG0007056	XP_006285718.1	AT4G31120.1
OG0007057	XP_006285443.1	AT4G30960.1
OG0007058	XP_023634240.1	AT4G30930.1
OG0007059	XP_006286217.1	AT4G30810.1
OG0007060	XP_006297629.1	AT3G23820.1
OG0007061	XP_006297061.1	AT3G23980.1
OG0007062	XP_006301468.2	AT1G72540.1
OG0007063	XP_006302701.1	AT1G72360.2
OG0007064	XP_006301256.1	AT1G72200.1
OG0007065	XP_006304946.1	AT1G23420.2
OG0007066	XP_006306890.1	AT1G23540.1
OG0007067	XP_006307102.1	AT1G27200.1
OG0007068	XP_006294756.1	AT2G25920.1
OG0007069	XP_006287451.1	AT4G01950.2
OG0007070	XP_006288169.1	AT4G01500.1
OG0007071	XP_006288366.1	AT4G00840.1
OG0007072	XP_006287527.1	AT4G00980.1
OG0007073	XP_006289538.2	AT4G01110.1
OG0007074	XP_006286999.1	AT4G01290.1
OG0007075	XP_023636202.1	AT4G00700.1
OG0007076	XP_006288584.1	AT4G00220.1
OG0007077	XP_006288414.1	AT4G00026.1
OG0007078	XP_006296024.1	AT2G23240.1
OG0007078	XP_006296064.2	AT2G42000.2
OG0007079	XP_023633237.1	AT1G24460.1
OG0007080	XP_006283057.1	AT4G24200.1
OG0007081	XP_006282662.2	AT4G28140.1
OG0007082	XP_023645619.1	AT1G02580.1
OG0007083	XP_006306757.2	AT1G13800.1
OG0007084	XP_006306493.1	AT1G16950.1
OG0007085	XP_006305422.2	AT1G17400.1
OG0007086	XP_023633054.1	AT1G23450.1
OG0007087	XP_023632863.1, XP_006307570.1	AT1G26590.2
OG0007088	XP_006303472.1	AT1G24575.1
OG0007089	XP_006305552.1	AT1G24440.1
OG0007090	XP_023645443.1	AT1G24260.2
OG0007093	XP_006302634.1	AT1G72490.3
OG0007095	XP_023641966.1	AT2G20070.1
OG0007095	XP_023640840.1	AT2G25295.1
OG0007096	XP_023638019.1	AT2G01240.1
OG0007097	XP_006292736.1	AT3G25790.1
OG0007098	XP_006291705.1	AT3G29030.1
OG0007099	XP_006292203.1	AT3G30260.1
OG0007100	XP_006292907.1	AT3G44170.1
OG0007101	XP_023638993.1	AT3G46850.1, AT3G46840.1
OG0007102	XP_023639224.1	AT3G52105.2
OG0007103	XP_023638546.1	AT3G53180.1
OG0007105	XP_006287665.1	AT5G18550.1
OG0007106	XP_006289762.1	AT5G26805.1
OG0007107	XP_006289428.1	AT4G09610.1
OG0007107	XP_023637439.1	AT4G09600.1
OG0007108	XP_006286766.1	AT4G11780.1
OG0007110	XP_006283906.1	AT4G26050.1
OG0007111	XP_023632697.1, XP_023635134.1	AT4G10210.1, AT4G23080.1
OG0007112	XP_023633847.1	AT4G18960.1
OG0007114	XP_023633566.1	AT5G46380.2
OG0007115	XP_006281967.1	AT5G48250.1
OG0007116	XP_006280509.1	AT5G49220.1
OG0007119	XP_023644662.1	AT5G50620.1, AT5G50510.1
OG0007128	XP_006292742.2	AT3G63230.2
OG0007129	XP_006285853.1	AT4G23070.1
OG0007130	XP_006280648.1	AT5G54390.1
OG0007131	XP_006281023.1	AT5G63310.1
OG0007132	XP_006291232.1	AT3G48460.1
OG0007133	XP_006291423.2	AT3G48420.1
OG0007134	XP_006291469.2	AT3G48210.1
OG0007135	XP_006291383.1	AT3G47940.1
OG0007136	XP_006292170.1	AT3G47870.1
OG0007137	XP_006291708.1	AT2G01100.1
OG0007138	XP_023638132.1	AT2G01275.3
OG0007139	XP_006286015.1	AT4G29560.1
OG0007140	XP_006291072.1	AT2G01720.1
OG0007141	XP_006290683.1	AT2G02160.1
OG0007142	XP_006295228.2	AT2G37870.1
OG0007143	XP_006279629.1	AT5G46750.1
OG0007144	XP_023643765.1	AT1G78140.1
OG0007145	XP_006288204.1	AT5G17710.2
OG0007146	XP_006286395.1	AT5G17650.1
OG0007147	XP_006286597.1	AT5G17450.1
OG0007148	XP_023636878.1	AT5G17430.1
OG0007149	XP_006290189.1	AT5G17260.1
OG0007150	XP_006288645.1	AT5G17210.1
OG0007151	XP_006287246.1	AT5G16930.1
OG0007152	XP_006286654.1	AT5G16770.1
OG0007153	XP_006288141.1	AT5G16600.1
OG0007154	XP_006287270.1	AT5G16590.1
OG0007155	XP_006288060.1	AT5G16530.1
OG0007156	XP_006289384.1	AT5G16460.1
OG0007157	XP_006288145.1	AT5G16310.1
OG0007158	XP_023636472.1, XP_023643809.1	AT5G16120.4
OG0007159	XP_006294200.1	AT2G36430.1
OG0007160	XP_023637264.1	AT5G15810.1
OG0007161	XP_006293389.1, XP_006288753.1	AT5G15750.1
OG0007162	XP_023636219.1	AT5G15540.1
OG0007163	XP_023636222.1	AT5G15530.1
OG0007164	XP_006288945.1	AT5G15230.1
OG0007165	XP_023637570.1	AT5G15020.1
OG0007166	XP_006286932.1	AT5G14950.1
OG0007167	XP_006287415.1	AT5G14940.1
OG0007168	XP_006286392.1	AT5G14910.1
OG0007169	XP_006288419.1	AT5G14800.1
OG0007170	XP_006288682.1	AT5G14750.1
OG0007172	XP_006289408.1	AT4G10600.1
OG0007173	XP_006286546.1	AT5G14240.1
OG0007174	XP_006287122.1	AT5G14230.1
OG0007175	XP_006287113.1	AT5G14210.2
OG0007176	XP_006289000.1	AT5G14105.1
OG0007177	XP_006287422.1	AT5G14050.1
OG0007178	XP_006286842.1	AT5G14020.1
OG0007179	XP_006288429.2	AT5G14000.3
OG0007180	XP_006289410.1	AT5G13980.1
OG0007181	XP_023633385.1, XP_006287619.1	AT5G13960.1
OG0007182	XP_006287010.1	AT5G13950.3
OG0007183	XP_006287370.1	AT5G13760.1
OG0007184	XP_006288473.1	AT5G13720.1
OG0007185	XP_006289185.1	AT5G13710.1
OG0007186	XP_023636987.1	AT5G13650.2
OG0007187	XP_006286627.1	AT5G13640.1
OG0007188	XP_006281889.2	AT5G49050.1
OG0007189	XP_006288001.1	AT5G13570.2
OG0007190	XP_006289952.1	AT5G13510.1
OG0007191	XP_006288037.1	AT5G13500.1
OG0007192	XP_006286938.1	AT5G13390.2
OG0007193	XP_023637729.1	AT5G13300.1
OG0007194	XP_023638928.1	AT5G55820.1
OG0007195	XP_006286397.1	AT5G13080.1
OG0007196	XP_006287265.1	AT5G13030.1
OG0007197	XP_006288792.1	AT5G12390.1
OG0007198	XP_006287315.1	AT5G12120.1
OG0007199	XP_023636307.1	AT5G12040.1
OG0007200	XP_006289173.1	AT5G11930.1
OG0007201	XP_023638995.1	AT3G29340.1
OG0007202	XP_006288828.1	AT5G11760.1
OG0007203	XP_006288237.1	AT5G11480.1
OG0007204	XP_006289739.1	AT5G11440.1
OG0007205	XP_023633958.1	AT4G24230.6
OG0007206	XP_006288806.1	AT5G11340.1
OG0007207	XP_006289898.1	AT5G10660.2
OG0007208	XP_006289080.1	AT5G10580.3
OG0007209	XP_006281224.1	AT5G48170.1
OG0007210	XP_006289477.1	AT5G10490.1
OG0007211	XP_006286402.1	AT5G10310.2
OG0007212	XP_006288625.1	AT5G10160.1
OG0007213	XP_006288804.2	AT5G10130.1
OG0007214	XP_023636208.1	AT5G10060.1
OG0007215	XP_006288046.1	AT5G09850.1
OG0007216	XP_006289683.1	AT5G09550.1
OG0007217	XP_006288927.1	AT5G09270.1
OG0007218	XP_023637235.1	AT5G08630.1
OG0007219	XP_023635989.1	AT5G08540.1
OG0007220	XP_006288561.1	AT5G08330.1
OG0007221	XP_006287925.1	AT5G08170.1
OG0007222	XP_023636353.1	AT5G08139.1
OG0007223	XP_006289808.1	AT5G07910.1
OG0007224	XP_006287436.1	AT4G02880.2
OG0007225	XP_006286760.1	AT4G03080.1
OG0007226	XP_006287030.2	AT4G03090.1
OG0007227	XP_006288367.1	AT4G03210.1
OG0007228	XP_006284729.1	AT4G25050.2
OG0007229	XP_006283812.1	AT4G24880.1
OG0007230	XP_023635579.1	AT4G24680.1
OG0007231	XP_006293818.1	AT2G26730.1
OG0007232	XP_023640225.1	AT2G26960.1
OG0007233	XP_006294834.2	AT2G27140.1
OG0007234	XP_006294532.1	AT2G27300.1
OG0007235	XP_023640674.1	AT2G27389.1
OG0007236	XP_006294358.1	AT2G27500.1
OG0007237	XP_006295271.1	AT2G27730.1
OG0007238	XP_006295762.1	AT2G27900.1
OG0007239	XP_006294505.2	AT2G28315.1
OG0007240	XP_006295257.1	AT2G28410.1
OG0007241	XP_006296187.1	AT2G28470.1
OG0007242	XP_006295654.1	AT2G28610.1
OG0007243	XP_006294186.1	AT2G28840.1
OG0007244	XP_006294561.1	AT2G28910.1
OG0007245	XP_006295222.1	AT2G29020.1
OG0007246	XP_006296014.2	AT2G29040.1
OG0007247	XP_006294390.1	AT2G29660.1
OG0007248	XP_006293938.1	AT2G29670.1
OG0007249	XP_006294159.1	AT2G30040.1
OG0007250	XP_006296397.1	AT2G30090.1
OG0007251	XP_006286633.1	AT5G22570.1
OG0007252	XP_006295663.1	AT2G30370.1
OG0007253	XP_023639373.1	AT2G30505.1
OG0007254	XP_006293862.1	AT2G30990.1
OG0007255	XP_006293717.1	AT2G31010.1
OG0007256	XP_023640914.1	AT2G31130.1
OG0007257	XP_006296307.1	AT2G31380.1
OG0007258	XP_023640657.1	AT2G31450.1
OG0007259	XP_006296107.1	AT2G32020.1
OG0007260	XP_006296077.2	AT2G32460.1
OG0007261	XP_023640688.1	AT2G32360.1
OG0007262	XP_006295126.1	AT2G32280.1
OG0007263	XP_023639632.1	AT2G32700.7
OG0007265	XP_006293722.2	AT2G32900.1
OG0007266	XP_023640946.1	AT2G32940.1
OG0007267	XP_023640272.1	AT2G32970.2
OG0007268	XP_006293609.1	AT2G33100.1
OG0007269	XP_006293864.1	AT2G33360.1
OG0007270	XP_023640589.1	AT2G33385.2
OG0007271	XP_006280646.2	AT5G43910.2
OG0007272	XP_006279640.1	AT5G44190.1
OG0007273	XP_006285766.1	AT4G25200.1
OG0007274	XP_006283834.1	AT4G25320.1
OG0007275	XP_006283622.1	AT4G25640.2
OG0007276	XP_006284146.1	AT4G25720.1
OG0007277	XP_006303444.2	AT1G47278.2
OG0007278	XP_006304043.2	AT1G47260.1
OG0007279	XP_006304997.2	AT1G45688.1
OG0007280	XP_023644988.1	AT1G47230.2
OG0007281	XP_006307222.1	AT1G47240.1
OG0007282	XP_023633097.1	AT1G27710.1
OG0007283	XP_006304864.2	AT1G27980.1
OG0007284	XP_023644745.1	AT1G28100.4
OG0007285	XP_006304607.1	AT1G28370.2
OG0007286	XP_006307426.2, XP_023640936.1	AT1G28560.3
OG0007287	XP_023645783.1	AT1G29120.5
OG0007288	XP_006307623.1	AT1G29150.1
OG0007289	XP_023645588.1	AT1G29240.1
OG0007290	XP_023645719.1	AT1G29300.1
OG0007291	XP_023632917.1	AT1G29480.1
OG0007292	XP_006305258.1	AT1G30040.1
OG0007293	XP_006306777.1	AT1G30240.2
OG0007294	XP_023644924.1	AT1G30300.1
OG0007295	XP_006306879.1	AT1G30360.1
OG0007296	XP_006306671.2	AT1G30450.1
OG0007297	XP_006306764.1	AT1G30490.1
OG0007298	XP_006306030.1	AT1G34575.1
OG0007298	XP_006306380.1	AT1G30710.1
OG0007299	XP_006307230.1	AT1G30760.2
OG0007300	XP_006303512.1	AT1G30870.1
OG0007301	XP_006303442.1	AT1G30880.1
OG0007302	XP_006303652.1	AT1G31040.1
OG0007303	XP_006305838.2	AT1G31290.1
OG0007303	XP_006306664.1	AT1G31280.1
OG0007304	XP_006305056.1	AT1G31350.2
OG0007305	XP_023645562.1	AT1G31500.7
OG0007306	XP_023632928.1	AT1G32120.1
OG0007307	XP_006303981.1	AT1G32130.1
OG0007308	XP_006303176.1	AT1G32170.1
OG0007310	XP_006305496.1	AT1G32400.1
OG0007311	XP_006307023.1	AT1G32450.1
OG0007312	XP_006290253.1	AT2G02560.1
OG0007313	XP_006291795.1	AT2G02990.1
OG0007314	XP_023637839.1	AT2G03060.2
OG0007315	XP_006291078.1	AT2G03200.1
OG0007316	XP_006290926.1	AT2G03340.1
OG0007317	XP_006280348.1	AT5G66730.1
OG0007318	XP_006280438.2	AT5G67220.1
OG0007319	XP_006280866.1	AT5G67350.1
