Orthogroup	Capsella_rubella	Arabis_alpina
OG0007583	XP_006284212.1	Aa_G311110.h1.t1
OG0007584	XP_006284538.2	Aa_G183920.h1.t1
OG0007585	XP_006283246.1	Aa_G66710.h1.t1
OG0007586	XP_006283302.1	Aa_G67540.h1.t1
OG0007587	XP_006283531.2	Aa_G79790.h1.t1
OG0007588	XP_006282443.1	Aa_G574810.h1.t1
OG0007589	XP_006283701.1	Aa_G574800.h1.t1
OG0007590	XP_006285669.2	Aa_G498450.h1.t1
OG0007591	XP_023634954.1	Aa_G206380.h1.t1, Aa_G562240.h1.t1
OG0007592	XP_006282514.1	Aa_G31030.h1.t1
OG0007593	XP_006285217.1	Aa_G31120.h1.t1
OG0007594	XP_006285268.1, XP_006279096.1	Aa_G346180.h1.t1
OG0007595	XP_023635013.1	Aa_G482200.h1.t1
OG0007598	XP_006300826.1	Aa_G341730.h1.t1, Aa_G147300.h1.t1
OG0007599	XP_006303029.1	Aa_G341830.h1.t1
OG0007600	XP_006302810.1	Aa_G303430.h1.t1, Aa_G303370.h1.t1
OG0007601	XP_006301097.1	Aa_G303420.h1.t1, Aa_G303440.h1.t1
OG0007602	XP_006302251.1	Aa_G567780.h1.t1
OG0007603	XP_006300550.2	Aa_G567760.h1.t1
OG0007605	XP_006302897.1	Aa_G547160.h1.t1
OG0007606	XP_006302742.2	Aa_G64550.h1.t1
OG0007607	XP_006302328.1	Aa_G110390.h1.t1, Aa_G998130.h1.t1
OG0007608	XP_006283639.1	Aa_G949150.h1.t1, Aa_G616590.h1.t1, Aa_G616560.h1.t1
OG0007609	XP_006300869.1	Aa_G277820.h1.t1
OG0007610	XP_006302571.1	Aa_G305320.h1.t1
OG0007611	XP_023633694.1	Aa_G644720.h1.t1
OG0007613	XP_023635659.1	Aa_G339360.h1.t1
OG0007614	XP_006285300.1	Aa_G182790.h1.t1
OG0007615	XP_006283327.1	Aa_G69560.h1.t1
OG0007616	XP_023645995.1, XP_023640900.1	Aa_G94200.h1.t1
OG0007617	XP_006291140.2	Aa_G276860.h1.t1, Aa_G276850.h1.t1
OG0007619	XP_006300873.2	Aa_G234510.h1.t1
OG0007620	XP_006301318.1	Aa_G361540.h1.t1
OG0007621	XP_006282843.1	Aa_G157280.h1.t1, Aa_G313700.h1.t1, Aa_G592980.h1.t1
OG0007622	XP_006284753.1	Aa_G151590.h1.t1, Aa_G157260.h1.t1
OG0007623	XP_023638261.1	Aa_G247740.h1.t1
OG0007624	XP_023639032.1	Aa_G337670.h1.t1, Aa_G301090.h1.t1
OG0007625	XP_006281215.2	Aa_G619000.h1.t1
OG0007626	XP_006290601.1	Aa_G424630.h1.t1
OG0007627	XP_006290382.1	Aa_G508070.h1.t1
OG0007628	XP_006293066.1	Aa_G541890.h1.t1
OG0007629	XP_006292029.1	Aa_G25550.h1.t1
OG0007630	XP_023638373.1	Aa_G25580.h1.t1
OG0007631	XP_006290838.1	Aa_G276790.h1.t1
OG0007633	XP_006281168.1	Aa_G153050.h1.t1
OG0007634	XP_006301524.1	Aa_G555370.h1.t1
OG0007635	XP_006302005.1	Aa_G144560.h1.t1
OG0007636	XP_006302641.1	Aa_G529220.h1.t1
OG0007637	XP_006301936.1	Aa_G623850.h1.t1
OG0007638	XP_006302260.1	Aa_G636730.h1.t1
OG0007639	XP_023642319.1	Aa_G116270.h1.t1
OG0007641	XP_023637149.1	Aa_G206370.h1.t1
OG0007642	XP_006280347.2	Aa_G58300.h1.t1
OG0007643	XP_006281137.1	Aa_G28490.h1.t1
OG0007644	XP_006281117.2	Aa_G822590.h1.t1
OG0007645	XP_006280560.1	Aa_G58170.h1.t1
OG0007646	XP_006279616.1	Aa_G58130.h1.t1
OG0007649	XP_023639323.1	Aa_G290920.h1.t1
OG0007650	XP_006285336.1	Aa_G246590.h1.t1
OG0007651	XP_006280245.1	Aa_G357850.h1.t1
OG0007652	XP_006279513.1	Aa_G513290.h1.t1, Aa_G12400.h1.t1
OG0007653	XP_023645453.1	Aa_G513310.h1.t1
OG0007654	XP_006285002.1	Aa_G720.h1.t1
OG0007655	XP_006306237.1	Aa_G574960.h1.t1
OG0007656	XP_006306595.1	Aa_G440630.h1.t1
OG0007657	XP_006304231.1	Aa_G334800.h1.t1
OG0007658	XP_006304574.1	Aa_G36820.h1.t1
OG0007659	XP_006304507.1	Aa_G410610.h1.t1
OG0007660	XP_006306296.1	Aa_G584120.h1.t1, Aa_G584150.h1.t1
OG0007661	XP_006307335.1	Aa_G582110.h1.t1
OG0007663	XP_006304800.1	Aa_G611050.h1.t1
OG0007664	XP_006304889.1	Aa_G166340.h1.t1
OG0007665	XP_006305524.1	Aa_G677550.h1.t1
OG0007666	XP_006307177.1	Aa_G286290.h1.t1
OG0007667	XP_006307107.1	Aa_G219780.h1.t1
OG0007668	XP_006306297.1	Aa_G219750.h1.t1
OG0007669	XP_006304343.1	Aa_G256010.h1.t1
OG0007670	XP_006305362.1, XP_006306194.1	Aa_G173600.h1.t1
OG0007671	XP_006304958.1	Aa_G278360.h1.t1
OG0007672	XP_006281946.1	Aa_G150490.h1.t1
OG0007673	XP_006293595.1	Aa_G311540.h1.t1
OG0007674	XP_006280430.2	Aa_G150360.h1.t1
OG0007675	XP_006279965.1	Aa_G581130.h1.t1
OG0007676	XP_023639507.1	Aa_G332150.h1.t1
OG0007677	XP_006294638.1	Aa_G440080.h1.t1
OG0007678	XP_006295284.1	Aa_G438760.h1.t1
OG0007679	XP_006293825.2	Aa_G438730.h1.t1
OG0007680	XP_006296039.1	Aa_G305810.h1.t1
OG0007682	XP_023640554.1, XP_006307028.1	Aa_G12080.h1.t1
OG0007683	XP_006295160.1	Aa_G12130.h1.t1
OG0007684	XP_006294696.2	Aa_G291620.h1.t1
OG0007686	XP_006281348.1	Aa_G576480.h1.t1
OG0007687	XP_006295109.1	Aa_G11080.h1.t1
OG0007688	XP_006295043.1	Aa_G24710.h1.t1
OG0007689	XP_006304035.1	Aa_G80810.h1.t1
OG0007690	XP_006295617.1	Aa_G286480.h1.t1
OG0007691	XP_006295062.1	Aa_G286500.h1.t1
OG0007692	XP_006282736.2	Aa_G455360.h1.t1
OG0007693	XP_006282800.1	Aa_G78200.h1.t1
OG0007694	XP_006282471.1, XP_006285745.1	Aa_G203420.h1.t1
OG0007695	XP_006282609.1	Aa_G339910.h1.t1
OG0007697	XP_023635261.1	Aa_G45870.h1.t1, Aa_G155370.h1.t1
OG0007698	XP_023634532.1	Aa_G758940.h1.t1
OG0007699	XP_006283488.1	Aa_G287460.h1.t1
OG0007700	XP_006283799.1	Aa_G575630.h1.t1
OG0007701	XP_006283775.1	Aa_G152280.h1.t1
OG0007702	XP_006285463.1	Aa_G152300.h1.t1
OG0007703	XP_006284139.1	Aa_G267170.h1.t1
OG0007704	XP_006284129.1	Aa_G604440.h1.t1
OG0007705	XP_006283484.1	Aa_G520170.h1.t1
OG0007707	XP_006279620.1	Aa_G524860.h1.t1, Aa_G113340.h1.t1
OG0007708	XP_023638341.1	Aa_G326330.h1.t1
OG0007709	XP_006291860.1	Aa_G451320.h1.t1
OG0007710	XP_006290377.1	Aa_G451310.h1.t1
OG0007711	XP_006292776.1	Aa_G309410.h1.t1
OG0007712	XP_006291865.1	Aa_G113220.h1.t1
OG0007713	XP_006291985.1	Aa_G620590.h1.t1
OG0007714	XP_006284373.1	Aa_G240840.h1.t1
OG0007715	XP_006283603.1	Aa_G55690.h1.t1
OG0007716	XP_006279826.1	Aa_G312620.h1.t1
OG0007717	XP_006282311.1	Aa_G629820.h1.t1
OG0007718	XP_006280174.1	Aa_G396880.h1.t1, Aa_G491480.h1.t1, Aa_G66060.h1.t1, Aa_G372050.h1.t1
OG0007719	XP_023640639.1	Aa_G101860.h1.t1
OG0007720	XP_006280007.1	Aa_G466560.h1.t1
OG0007722	XP_006281278.1	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1
OG0007723	XP_006280262.1	Aa_G124220.h1.t1
OG0007724	XP_023641295.1	Aa_G194480.h1.t1
OG0007725	XP_023642665.1	Aa_G269070.h1.t1
OG0007726	XP_006297287.1	Aa_G384620.h1.t1
OG0007727	XP_006297462.1	Aa_G347030.h1.t1
OG0007728	XP_006297630.1	Aa_G110290.h1.t1
OG0007729	XP_006298069.1	Aa_G313520.h1.t1
OG0007730	XP_006300017.1	Aa_G544700.h1.t1
OG0007731	XP_006297442.2, XP_006279156.2	Aa_G548920.h1.t1
OG0007732	XP_006298800.1	Aa_G421710.h1.t1, Aa_G306380.h1.t1
OG0007733	XP_006282779.2	Aa_G186960.h1.t1
OG0007734	XP_006284583.1	Aa_G500530.h1.t1
OG0007735	XP_023634150.1	Aa_G226790.h1.t1
OG0007736	XP_006284175.1	Aa_G417310.h1.t1
OG0007737	XP_023635289.1	Aa_G55670.h1.t1
OG0007738	XP_006305083.1, XP_023634794.1	Aa_G19980.h1.t1
OG0007739	XP_006283819.1	Aa_G19930.h1.t1
OG0007740	XP_023635128.1, XP_023635127.1	Aa_G585490.h1.t1
OG0007741	XP_023633650.1	Aa_G736900.h1.t1
OG0007742	XP_006285154.1	Aa_G419820.h1.t1
OG0007743	XP_006284541.1	Aa_G517270.h1.t1
OG0007744	XP_006300843.1	Aa_G277410.h1.t1
OG0007745	XP_006284762.1	Aa_G204100.h1.t1
OG0007746	XP_006284687.1	Aa_G204030.h1.t1
OG0007748	XP_006283067.1	Aa_G201460.h1.t1
OG0007749	XP_023636140.1, XP_006287747.1	Aa_G909660.h2.t1, Aa_G909660.h1.t1, Aa_G909660.h3.t1, Aa_G7160.h1.t1, Aa_G188840.h1.t1
OG0007750	XP_006284288.1	Aa_G221230.h1.t1
OG0007751	XP_006283838.1	Aa_G581680.h1.t1
OG0007752	XP_006284004.2	Aa_G318040.h1.t1
OG0007753	XP_006283396.1	Aa_G472160.h1.t1
OG0007754	XP_006284907.1	Aa_G298550.h1.t1
OG0007755	XP_006286889.1	Aa_G70400.h1.t1
OG0007756	XP_006280388.1	Aa_G147010.h1.t1
OG0007757	XP_006287566.2	Aa_G184600.h1.t1
OG0007758	XP_006280831.1	Aa_G243310.h1.t1
OG0007759	XP_023632609.1	Aa_G612970.h1.t1
OG0007760	XP_006282729.1	Aa_G49440.h1.t1
OG0007761	XP_006286159.1	Aa_G49220.h1.t1, Aa_G253020.h1.t1
OG0007762	XP_006282732.1	Aa_G296090.h1.t1
OG0007763	XP_006282590.1	Aa_G296030.h1.t1
OG0007764	XP_023634046.1	Aa_G295980.h1.t1
OG0007765	XP_023642192.1	Aa_G50040.h1.t1
OG0007766	XP_006297859.1	Aa_G52500.h1.t1
OG0007767	XP_006300020.1	Aa_G553350.h1.t1
OG0007768	XP_006299626.1	Aa_G327020.h1.t1
OG0007769	XP_006296811.1	Aa_G327010.h1.t1
OG0007770	XP_006298510.1	Aa_G326990.h1.t1
OG0007772	XP_006281171.1	Aa_G43900.h1.t1
OG0007773	XP_006280758.1	Aa_G44020.h1.t1
OG0007774	XP_023645753.1	Aa_G44060.h1.t1
OG0007775	XP_006291443.1	Aa_G122680.h1.t1
OG0007776	XP_006292277.1	Aa_G272960.h1.t1
OG0007777	XP_006291308.1	Aa_G336780.h1.t1
OG0007778	XP_006291652.1	Aa_G336740.h1.t1
OG0007779	XP_006290368.1	Aa_G364400.h1.t1
OG0007781	XP_023638055.1	Aa_G167740.h1.t1
OG0007782	XP_006292461.1	Aa_G2530.h1.t1
OG0007783	XP_006293116.1	Aa_G2520.h1.t1
OG0007784	XP_006291055.1	Aa_G2460.h1.t1
OG0007785	XP_006291194.1	Aa_G2430.h1.t1
OG0007786	XP_006291903.1	Aa_G2270.h1.t1
OG0007787	XP_006291605.1	Aa_G33540.h1.t1
OG0007788	XP_006290256.2	Aa_G33510.h1.t1
OG0007789	XP_006291512.1	Aa_G128040.h1.t1
OG0007790	XP_006292416.1	Aa_G572540.h1.t1
OG0007791	XP_006291716.1	Aa_G81010.h1.t1
OG0007792	XP_006292178.1	Aa_G81160.h1.t1
OG0007793	XP_006292623.1	Aa_G81180.h1.t1
OG0007794	XP_006292212.1	Aa_G57830.h1.t1
OG0007796	XP_023639069.1	Aa_G354040.h1.t1
OG0007797	XP_006285975.1	Aa_G77340.h1.t1
OG0007798	XP_006291545.1	Aa_G103370.h1.t1
OG0007799	XP_006290704.1	Aa_G218950.h1.t1
OG0007800	XP_006295468.1	Aa_G445410.h1.t1
OG0007801	XP_023639244.1	Aa_G322930.h1.t1
OG0007802	XP_006293224.1	Aa_G322980.h1.t1
OG0007803	XP_006291212.1	Aa_G686840.h1.t1
OG0007804	XP_006290416.1	Aa_G686870.h1.t1
OG0007805	XP_006292282.1	Aa_G340590.h1.t1
OG0007806	XP_006294408.1	Aa_G125400.h1.t1
OG0007807	XP_006291237.2	Aa_G262230.h1.t1
OG0007808	XP_023638009.1	Aa_G262310.h1.t1
OG0007809	XP_023638203.1	Aa_G114310.h1.t1
OG0007810	XP_006291508.1	Aa_G114300.h1.t1
OG0007811	XP_006293106.1	Aa_G114230.h1.t1
OG0007812	XP_006291660.1	Aa_G114180.h1.t1
OG0007813	XP_023638760.1	Aa_G114100.h1.t1
OG0007814	XP_023639303.1	Aa_G98520.h1.t1
OG0007815	XP_006280250.1	Aa_G142860.h1.t1
OG0007817	XP_006290488.1	Aa_G114720.h1.t1
OG0007818	XP_006291644.1	Aa_G114810.h1.t1
OG0007819	XP_006292732.1	Aa_G370550.h1.t1
OG0007820	XP_023638522.1	Aa_G513080.h1.t1
OG0007821	XP_006290655.1	Aa_G513090.h1.t1
OG0007822	XP_006290430.2	Aa_G171090.h1.t1
OG0007823	XP_006290350.1	Aa_G268570.h1.t1, Aa_G268580.h1.t1
OG0007824	XP_006280190.1	Aa_G102130.h1.t1
OG0007825	XP_023638437.1	Aa_G359130.h1.t1
OG0007826	XP_006292571.1	Aa_G287270.h1.t1
OG0007827	XP_006291276.1	Aa_G386990.h1.t1
OG0007828	XP_023637786.1	Aa_G462060.h1.t1
OG0007829	XP_023637979.1	Aa_G665380.h1.t1
OG0007830	XP_006293084.1	Aa_G511030.h1.t1
OG0007831	XP_006291043.1	Aa_G318980.h1.t1
OG0007832	XP_006292507.2	Aa_G416680.h1.t1
OG0007833	XP_006291188.1	Aa_G300560.h1.t1
OG0007834	XP_006292594.1	Aa_G300500.h1.t1
OG0007835	XP_023637759.1	Aa_G300490.h1.t1
OG0007836	XP_023637762.1, XP_023637760.1	Aa_G300480.h1.t1
OG0007837	XP_006291407.1	Aa_G277000.h1.t1
OG0007838	XP_006292719.1	Aa_G348550.h1.t1
OG0007839	XP_006306684.1	Aa_G10810.h1.t1
OG0007840	XP_023638489.1	Aa_G393770.h1.t1
OG0007841	XP_006291268.1	Aa_G297370.h1.t1
OG0007842	XP_006291827.1	Aa_G744990.h1.t1
OG0007843	XP_006291758.2	Aa_G402250.h1.t1
OG0007844	XP_023638222.1	Aa_G211610.h1.t1
OG0007845	XP_006291790.1	Aa_G395680.h1.t1
OG0007846	XP_006293211.1	Aa_G698160.h1.t1
OG0007847	XP_006282084.1	Aa_G141220.h1.t1
OG0007849	XP_006281523.1	Aa_G372310.h1.t1
OG0007850	XP_006280149.1	Aa_G349230.h1.t1
OG0007851	XP_023643324.1	Aa_G198250.h1.t1
OG0007852	XP_006280958.1	Aa_G198230.h1.t1
OG0007853	XP_006280717.1	Aa_G517980.h1.t1
OG0007854	XP_006279677.1	Aa_G517990.h1.t1
OG0007855	XP_006283871.1	Aa_G468240.h1.t1, Aa_G468230.h1.t1
OG0007856	XP_006296716.1	Aa_G491200.h1.t1
OG0007858	XP_006299616.1	Aa_G378050.h1.t1
OG0007859	XP_006297348.1	Aa_G77000.h1.t1
OG0007860	XP_006298708.1	Aa_G80.h1.t1, Aa_G80.h2.t1
OG0007861	XP_023641750.1	Aa_G330.h1.t1
OG0007862	XP_006298491.1	Aa_G116400.h1.t1
OG0007863	XP_023643876.1	Aa_G3650.h1.t1
OG0007864	XP_006300368.1	Aa_G3780.h1.t1
OG0007865	XP_006300743.1	Aa_G63780.h1.t1
OG0007866	XP_006301498.1	Aa_G220830.h1.t1
OG0007867	XP_023642838.1	Aa_G303710.h1.t1
OG0007868	XP_006300299.1	Aa_G303720.h1.t1
OG0007869	XP_006301418.1	Aa_G29240.h1.t1
OG0007871	XP_023637040.1	Aa_G40970.h1.t1
OG0007872	XP_023643716.1	Aa_G553530.h1.t1
OG0007873	XP_006302174.2	Aa_G39330.h1.t1
OG0007874	XP_023644114.1	Aa_G335140.h1.t1
OG0007875	XP_006302407.1	Aa_G449640.h1.t1
OG0007876	XP_006302470.1	Aa_G7130.h1.t1
OG0007877	XP_006302128.1	Aa_G282880.h1.t1
OG0007878	XP_006302399.2	Aa_G282900.h1.t1
OG0007879	XP_023643957.1	Aa_G156830.h1.t1
OG0007880	XP_006303478.1	Aa_G285630.h1.t1
OG0007881	XP_006301917.2	Aa_G545250.h2.t1, Aa_G545250.h1.t1
OG0007882	XP_006301618.1	Aa_G286660.h1.t1
OG0007883	XP_006301738.1	Aa_G141430.h1.t1
OG0007884	XP_006302341.1	Aa_G283930.h1.t1
OG0007885	XP_006298137.1	Aa_G688040.h1.t1
OG0007886	XP_023635382.1	Aa_G123660.h1.t1
OG0007887	XP_006298812.1	Aa_G426610.h1.t1
OG0007888	XP_006297211.1	Aa_G185910.h1.t1, Aa_G63040.h1.t1
OG0007889	XP_023641620.1	Aa_G484140.h1.t1
OG0007890	XP_006291510.1	Aa_G323140.h1.t1
OG0007891	XP_006293028.1	Aa_G244890.h1.t1
OG0007892	XP_006300293.2	Aa_G230170.h1.t1
OG0007894	XP_006295195.1	Aa_G88460.h1.t1
OG0007895	XP_006294851.1	Aa_G88510.h1.t1
OG0007896	XP_006294842.1	Aa_G718940.h1.t1
OG0007897	XP_006290349.2	Aa_G178560.h1.t1
OG0007898	XP_006295098.1	Aa_G281290.h1.t1
OG0007899	XP_006293704.1	Aa_G401800.h1.t1
OG0007900	XP_006295545.1	Aa_G677910.h1.t1
OG0007901	XP_006294938.1	Aa_G518440.h1.t1
OG0007902	XP_006294355.1	Aa_G494600.h1.t1
OG0007903	XP_006295728.1	Aa_G499630.h1.t1, Aa_G499640.h1.t1
OG0007904	XP_006293648.1	Aa_G677200.h1.t1
OG0007905	XP_006293965.1	Aa_G224220.h1.t1
OG0007906	XP_006295818.1	Aa_G292290.h1.t1
OG0007907	XP_006300574.1	Aa_G807960.h1.t1
OG0007908	XP_006295819.1	Aa_G461880.h1.t1
OG0007909	XP_023639351.1	Aa_G357570.h1.t1
OG0007910	XP_023640564.1	Aa_G661230.h1.t1
OG0007911	XP_006296100.1	Aa_G745890.h1.t1
OG0007912	XP_006294913.1	Aa_G216810.h2.t1, Aa_G216810.h1.t1
OG0007913	XP_023641627.1	Aa_G47260.h1.t1
OG0007914	XP_023640693.1	Aa_G269520.h1.t1
OG0007915	XP_006294631.1	Aa_G269490.h1.t1
OG0007916	XP_006293560.1	Aa_G594380.h1.t1
OG0007917	XP_023640214.1	Aa_G594400.h1.t1
OG0007918	XP_006293497.2	Aa_G594410.h1.t1
OG0007919	XP_006294866.1	Aa_G594420.h1.t1
OG0007920	XP_006295035.1	Aa_G820050.h1.t1
OG0007921	XP_006305289.2	Aa_G431870.h1.t1
OG0007922	XP_006295108.1	Aa_G471900.h1.t1
OG0007923	XP_023640291.1	Aa_G66280.h1.t1
OG0007924	XP_006294617.1	Aa_G150840.h1.t1
OG0007925	XP_006295903.1	Aa_G115290.h1.t1
OG0007926	XP_006296678.1	Aa_G616430.h1.t1
OG0007927	XP_006295343.1	Aa_G272450.h1.t1
OG0007929	XP_006295025.2	Aa_G617070.h1.t1, Aa_G617070.h2.t1
OG0007930	XP_023639901.1	Aa_G249250.h1.t1
OG0007931	XP_006295079.1	Aa_G457200.h1.t1
OG0007932	XP_006294887.1	Aa_G548160.h1.t1
OG0007933	XP_006293893.1	Aa_G531190.h1.t1
OG0007934	XP_006296293.2	Aa_G135740.h1.t1, Aa_G135720.h1.t1
OG0007935	XP_006289154.1	Aa_G93590.h1.t1
OG0007936	XP_006290188.2	Aa_G300060.h1.t1
OG0007937	XP_006292412.1	Aa_G278040.h1.t1
OG0007938	XP_006287494.1	Aa_G320570.h1.t1
OG0007939	XP_006287881.1	Aa_G320620.h1.t1
OG0007940	XP_006286991.1	Aa_G476480.h1.t1
OG0007941	XP_006289429.1	Aa_G94120.h1.t1
OG0007942	XP_006293831.1	Aa_G50390.h1.t1
OG0007943	XP_006294766.2	Aa_G651750.h1.t1
OG0007944	XP_006293551.1	Aa_G100200.h1.t1
OG0007945	XP_006295667.1	Aa_G407240.h1.t1
OG0007946	XP_023640030.1	Aa_G311490.h1.t1
OG0007947	XP_023640929.1	Aa_G311530.h1.t1
OG0007948	XP_023640798.1	Aa_G224810.h1.t1
OG0007949	XP_006282862.1, XP_006303162.1	Aa_G61790.h1.t1
OG0007950	XP_006294574.1	Aa_G540290.h1.t1
OG0007951	XP_006294685.1	Aa_G428720.h1.t1
OG0007952	XP_006295757.1	Aa_G428710.h1.t1
OG0007953	XP_006293682.1	Aa_G288620.h1.t1
OG0007955	XP_023640057.1	Aa_G253060.h1.t1
OG0007956	XP_006294776.1	Aa_G312600.h1.t1
OG0007957	XP_006295798.1	Aa_G166800.h1.t1
OG0007958	XP_006296121.1	Aa_G655240.h1.t1
OG0007959	XP_006293830.1	Aa_G480880.h1.t1
OG0007960	XP_006293760.1	Aa_G269890.h1.t1
OG0007961	XP_006293899.2	Aa_G734340.h1.t1
OG0007962	XP_006296338.1	Aa_G310010.h1.t1
OG0007963	XP_006293919.2	Aa_G35750.h1.t1
OG0007964	XP_023635593.1	Aa_G92180.h1.t1
OG0007965	XP_006283726.1	Aa_G92170.h1.t1
OG0007966	XP_006283365.1	Aa_G92250.h1.t1
OG0007967	XP_006307521.1	Aa_G301320.h1.t1
OG0007968	XP_023645326.1	Aa_G605330.h1.t1
OG0007970	XP_006305116.1	Aa_G82580.h1.t1
OG0007971	XP_006305434.1	Aa_G458990.h1.t1
OG0007972	XP_006305394.1	Aa_G529520.h1.t1
OG0007973	XP_023633002.1	Aa_G260100.h1.t1
OG0007974	XP_006303282.1	Aa_G322430.h1.t1
OG0007975	XP_006303971.2	Aa_G372580.h1.t1
OG0007976	XP_006303943.1	Aa_G377010.h1.t1
OG0007977	XP_006306856.1	Aa_G377090.h1.t1, Aa_G25310.h1.t1
OG0007978	XP_006305703.1	Aa_G57230.h1.t1
OG0007979	XP_006305458.1	Aa_G433780.h1.t1
OG0007980	XP_006307022.1	Aa_G433820.h1.t1
OG0007981	XP_006288727.1	Aa_G390530.h1.t1
OG0007982	XP_023636553.1	Aa_G390510.h1.t1
OG0007983	XP_006288526.1	Aa_G154400.h1.t1
OG0007984	XP_006286584.2	Aa_G1075680.h2.t1, Aa_G1075680.h1.t1
OG0007985	XP_006289826.1	Aa_G107460.h1.t1
OG0007986	XP_023634789.1, XP_006284615.1	Aa_G442310.h1.t1
OG0007987	XP_006287969.1	Aa_G452370.h1.t1
OG0007988	XP_006287228.1	Aa_G35070.h1.t1
OG0007989	XP_006286855.1	Aa_G516130.h1.t1
OG0007990	XP_006287336.1	Aa_G120360.h1.t1
OG0007991	XP_006289450.1	Aa_G128880.h1.t1
OG0007992	XP_023636211.1	Aa_G362820.h1.t1, Aa_G362840.h1.t1
OG0007993	XP_006286419.1	Aa_G95650.h1.t1
OG0007994	XP_006288080.1	Aa_G95630.h1.t1
OG0007995	XP_006287497.1	Aa_G112610.h1.t1
OG0007996	XP_023636212.1	Aa_G122200.h1.t1
OG0007997	XP_006300089.1	Aa_G212220.h1.t1
OG0007998	XP_006299260.1	Aa_G639380.h1.t1
OG0007999	XP_023642273.1	Aa_G194820.h1.t1
OG0008000	XP_006300273.2, XP_006295530.2	Aa_G13260.h1.t1
OG0008001	XP_006294213.1	Aa_G13100.h1.t1
OG0008002	XP_006294141.1	Aa_G12920.h1.t1
OG0008003	XP_006290194.1	Aa_G425060.h1.t1
OG0008004	XP_006296482.1	Aa_G226190.h1.t1
OG0008005	XP_006294109.1	Aa_G226110.h1.t1
OG0008006	XP_006293500.1	Aa_G249850.h1.t1
OG0008007	XP_006295978.1	Aa_G16880.h1.t1
OG0008008	XP_006295877.2	Aa_G16900.h1.t1
OG0008009	XP_006293673.2	Aa_G16910.h1.t1
OG0008010	XP_006295060.1	Aa_G16940.h1.t1
OG0008012	XP_006293676.1	Aa_G17070.h1.t1
OG0008013	XP_006296393.1	Aa_G17150.h1.t1
OG0008014	XP_006295876.1	Aa_G15950.h1.t1
OG0008015	XP_006294463.1	Aa_G16270.h1.t1
OG0008016	XP_006294915.1	Aa_G467070.h1.t1
OG0008017	XP_006293727.1	Aa_G467090.h1.t1
OG0008018	XP_006293394.1	Aa_G265070.h1.t1
OG0008019	XP_006294265.1	Aa_G288460.h1.t1
OG0008020	XP_023639790.1	Aa_G595240.h1.t1
OG0008021	XP_023639499.1	Aa_G595230.h1.t1
OG0008022	XP_006294506.1	Aa_G595220.h1.t1
OG0008023	XP_006296295.1	Aa_G360650.h1.t1
OG0008024	XP_006295328.1	Aa_G581340.h1.t1, Aa_G581340.h2.t1
OG0008025	XP_006294098.1	Aa_G734120.h1.t1
OG0008026	XP_023639668.1	Aa_G200020.h1.t1
OG0008027	XP_006294465.1	Aa_G230760.h1.t1
OG0008028	XP_023640548.1	Aa_G67380.h1.t1
OG0008029	XP_023639912.1	Aa_G67240.h1.t1
OG0008030	XP_006294452.1	Aa_G145730.h1.t1
OG0008031	XP_006294798.1	Aa_G188520.h1.t1
OG0008032	XP_006296485.1, XP_023639540.1	Aa_G124070.h1.t1
OG0008033	XP_006281890.1	Aa_G115050.h1.t1
OG0008034	XP_006282206.1	Aa_G156660.h1.t1
OG0008035	XP_006282104.1	Aa_G41300.h1.t1
OG0008036	XP_006298265.1	Aa_G14810.h1.t1
OG0008037	XP_006299938.1	Aa_G14790.h1.t1
OG0008038	XP_006297923.1	Aa_G14720.h1.t1
OG0008039	XP_006299569.1	Aa_G14600.h1.t1
OG0008040	XP_006299473.1	Aa_G71680.h1.t1
OG0008041	XP_006286922.1	Aa_G526400.h1.t1, Aa_G526380.h1.t1
OG0008043	XP_006297231.1	Aa_G250260.h1.t1
OG0008044	XP_006298755.2	Aa_G111760.h1.t1
OG0008045	XP_006298826.1	Aa_G111670.h1.t1
OG0008046	XP_006297811.1	Aa_G47620.h1.t1
OG0008047	XP_006299961.1	Aa_G44980.h1.t1
OG0008048	XP_006299967.1	Aa_G45030.h1.t1
OG0008049	XP_006296725.1	Aa_G185690.h1.t1
OG0008050	XP_023642559.1	Aa_G618750.h1.t1
OG0008051	XP_006297959.1	Aa_G553050.h1.t1
OG0008052	XP_006298440.1	Aa_G553070.h1.t1
OG0008054	XP_006298299.1	Aa_G4490.h1.t1
OG0008055	XP_023641799.1	Aa_G4630.h1.t1
OG0008056	XP_006297044.1	Aa_G4860.h1.t1
OG0008057	XP_006300215.2	Aa_G4910.h1.t1
OG0008058	XP_006298431.1	Aa_G75530.h1.t1
OG0008059	XP_006296886.1	Aa_G75580.h1.t1
OG0008060	XP_006296949.1	Aa_G75720.h1.t1
OG0008061	XP_023642026.1	Aa_G75790.h1.t1
OG0008062	XP_006300146.1	Aa_G205820.h1.t1
OG0008063	XP_023642229.1	Aa_G205870.h1.t1
OG0008064	XP_006298092.2	Aa_G205930.h1.t1
OG0008065	XP_006297632.1	Aa_G163080.h1.t1
OG0008066	XP_006298397.1	Aa_G28510.h1.t1
OG0008068	XP_006298844.1	Aa_G47370.h1.t1
OG0008069	XP_006298270.1	Aa_G47270.h1.t1
OG0008070	XP_006298475.1	Aa_G47110.h1.t1
