Orthogroup	Capsella_rubella	Euclidium_syriacum
OG0007276	XP_006284146.1	ESY7_g16215_DN3_SP0_c0.t1
OG0007277	XP_006303444.2	ESY4_g22048_DN2_SP3_c0.t1
OG0007278	XP_006304043.2	ESY4_g21964_DN3_SP2_c0.t1
OG0007279	XP_006304997.2	ESY4_g22236_DN3_SP2_c0.t1
OG0007280	XP_023644988.1	ESY4_g22421_DN3_SP1_c0.t1
OG0007281	XP_006307222.1	ESY4_g22422_DN3_SP8_c0.t1
OG0007282	XP_023633097.1	ESY2_g35209_DN2_SP0_c0.t1
OG0007283	XP_006304864.2	ESY4_g22889_DN3_SP8_c0.t1
OG0007284	XP_023644745.1	ESY4_g22632_DN3_SP3_c0.t1
OG0007286	XP_006307426.2, XP_023640936.1	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1
OG0007287	XP_023645783.1	ESY4_g23043_DN3_SP8_c0.t1
OG0007288	XP_006307623.1	ESY4_g23045_DN2_SP0_c0.t1
OG0007289	XP_023645588.1	ESY4_g23079_DN3_SP0_c0.t1
OG0007290	XP_023645719.1	ESY3_g31537_DN3_SP0_c0.t1
OG0007292	XP_006305258.1	ESY7_g17761_DN2_SP2_c0.t1
OG0007293	XP_006306777.1	ESY4_g23555_DN3_SP0_c0.t1
OG0007294	XP_023644924.1	ESY4_g23575_DN3_SP8_c0.t1
OG0007295	XP_006306879.1	ESY4_g23638_DN3_SP0_c0.t1
OG0007296	XP_006306671.2	ESY4_g23658_DN3_SP8_c0.t1
OG0007297	XP_006306764.1	ESY9_g45599_DN3_SP8_c0.t1
OG0007298	XP_006306030.1, XP_006306380.1	ESY9_g43242_DN3_SP0_c0.t1
OG0007299	XP_006307230.1	ESY16_g62221_DN3_SP8_c0.t1, ESY4_g23779_DN3_SP0_c0.t1
OG0007300	XP_006303512.1	ESY16_g62041_DN3_SP0_c0.t1
OG0007301	XP_006303442.1	ESY16_g62040_DN2_SP0_c0.t1
OG0007302	XP_006303652.1	ESY16_g62016_DN2_SP4_c0.t1
OG0007303	XP_006305838.2, XP_006306664.1	ESY16_g61957_DN3_SP0_c0.t1
OG0007304	XP_006305056.1	ESY16_g61927_DN3_SP0_c0.t1
OG0007305	XP_023645562.1	ESY16_g61905_DN3_SP0_c0.t1
OG0007306	XP_023632928.1	ESY16_g61765_DN3_SP0_c0.t1
OG0007307	XP_006303981.1	ESY16_g61763_DN3_SP7_c0.t1
OG0007308	XP_006303176.1	ESY16_g61758_DN3_SP8_c0.t1
OG0007309	XP_006307698.1	ESY16_g61743_DN3_SP6_c0.t1
OG0007310	XP_006305496.1	ESY16_g61703_DN3_SP7_c0.t1
OG0007311	XP_006307023.1	ESY16_g61691_DN3_SP8_c0.t1
OG0007312	XP_006290253.1	ESY10_g14372_DN3_SP8_c0.t1
OG0007313	XP_006291795.1	ESY10_g14316_DN3_SP8_c0.t1
OG0007314	XP_023637839.1	ESY10_g14309_DN3_SP1_c0.t1
OG0007315	XP_006291078.1	ESY10_g14294_DN3_SP0_c0.t1
OG0007316	XP_006290926.1	ESY10_g14229_DN3_SP3_c0.t1
OG0007317	XP_006280348.1	ESY6_g50317_DN3_SP8_c0.t1
OG0007318	XP_006280438.2	ESY6_g50379_DN3_SP8_c0.t1
OG0007319	XP_006280866.1	ESY6_g50400_DN3_SP0_c0.t1
OG0007320	XP_023636839.1	ESY6_g50402_DN3_SP8_c0.t1
OG0007321	XP_006284345.1	ESY4_g23940_DN2_SP7_c0.t1
OG0007323	XP_006279944.1	ESY6_g50452_DN3_SP0_c22.t1
OG0007324	XP_006280337.2	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1
OG0007325	XP_006279483.1	ESY6_g50466_DN3_SP8_c0.t1
OG0007326	XP_023645010.1	ESY6_g50496_DN3_SP8_c0.t1
OG0007327	XP_006282319.1	ESY6_g50510_DN2_SP0_c0.t1
OG0007328	XP_006280072.1	ESY6_g50515_DN3_SP8_c0.t1
OG0007329	XP_006280422.2	ESY6_g50554_DN3_SP8_c0.t1
OG0007330	XP_006280757.1	ESY6_g50613_DN3_SP8_c0.t1
OG0007331	XP_006281667.1	ESY6_g50615_DN3_SP6_c0.t1
OG0007332	XP_006280921.1	ESY6_g50632_DN3_SP8_c0.t1
OG0007333	XP_006282086.1	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1
OG0007335	XP_006279853.1	ESY6_g50678_DN3_SP0_c0.t1
OG0007336	XP_006279847.1	ESY6_g50680_DN3_SP0_c0.t1
OG0007337	XP_006279993.1	ESY6_g50689_DN3_SP0_c0.t1
OG0007338	XP_023637322.1	ESY6_g50695_DN3_SP0_c0.t1
OG0007339	XP_006281329.1	ESY6_g50722_DN3_SP8_c0.t1
OG0007340	XP_006281488.1	ESY6_g50738_DN3_SP0_c0.t1
OG0007341	XP_006279637.1	ESY6_g49595_DN3_SP8_c0.t1
OG0007342	XP_006282266.1	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1
OG0007343	XP_006279958.2	ESY6_g49619_DN3_SP8_c0.t1
OG0007344	XP_006280952.1	ESY6_g49623_DN3_SP7_c0.t1
OG0007345	XP_006280553.1	ESY6_g49726_DN3_SP7_c0.t1
OG0007346	XP_006280654.1	ESY6_g49728_DN3_SP2_c0.t1
OG0007347	XP_006281376.1	ESY6_g49744_DN3_SP8_c0.t1
OG0007348	XP_006281149.1	ESY6_g49745_DN3_SP0_c0.t1
OG0007349	XP_006282142.1	ESY6_g49750_DN3_SP0_c0.t1
OG0007350	XP_006280949.1	ESY6_g49822_DN3_SP0_c0.t1
OG0007351	XP_006281035.2	ESY6_g49361_DN3_SP0_c0.t1
OG0007352	XP_006280864.1	ESY6_g49362_DN3_SP0_c0.t1
OG0007353	XP_006280610.1	ESY6_g49379_DN3_SP5_c11.t1
OG0007354	XP_023635731.1	ESY6_g49425_DN3_SP2_c0.t1, ESY6_g49489_DN2_SP0_c0.t1
OG0007355	XP_006284542.1	ESY27_g13584_DN3_SP0_c0.t1
OG0007356	XP_006281764.1	ESY6_g49470_DN3_SP0_c0.t1
OG0007357	XP_006281687.2	ESY6_g49477_DN3_SP0_c0.t1
OG0007358	XP_006280030.1	ESY6_g49482_DN3_SP0_c0.t1
OG0007359	XP_023632559.1	ESY24_g32911_DN2_SP0_c0.t1
OG0007360	XP_006280822.1	ESY6_g49521_DN2_SP0_c0.t1
OG0007361	XP_023637329.1	ESY6_g49565_DN3_SP0_c0.t1
OG0007362	XP_023633535.1	ESY6_g49580_DN3_SP3_c0.t1
OG0007363	XP_006280281.2	ESY6_g49582_DN3_SP8_c0.t1
OG0007364	XP_006288391.1	ESY6_g50204_DN3_SP0_c0.t1
OG0007365	XP_006288359.1	ESY7_g19082_DN3_SP0_c0.t1, ESY6_g50153_DN3_SP0_c0.t1, ESY7_g19083_DN3_SP0_c0.t1
OG0007366	XP_006286557.1	ESY6_g50142_DN3_SP0_c0.t1
OG0007367	XP_006288585.1	ESY6_g50136_DN3_SP7_c0.t1
OG0007368	XP_023635927.1	ESY6_g50125_DN3_SP0_c0.t1
OG0007369	XP_006289001.1	ESY6_g50096_DN3_SP2_c0.t1
OG0007370	XP_006288613.1	ESY6_g50089_DN3_SP6_c0.t1
OG0007371	XP_006288072.1	ESY6_g50072_DN3_SP3_c0.t1
OG0007372	XP_006287394.1	ESY6_g50055_DN3_SP1_c0.t1
OG0007374	XP_023637708.1	ESY6_g50040_DN3_SP0_c0.t1
OG0007375	XP_023637707.1	ESY22_g40786_DN3_SP0_c0.t1, ESY6_g50038_DN3_SP0_c0.t1
OG0007376	XP_023635958.1	ESY6_g50033_DN3_SP0_c10.t1
OG0007378	XP_006288628.1	ESY6_g49998_DN1_SP0_c0.t1, ESY6_g49997_DN3_SP0_c0.t1
OG0007379	XP_006288745.1	ESY6_g49996_DN3_SP0_c0.t1
OG0007380	XP_006287080.1	ESY6_g49968_DN3_SP0_c0.t1
OG0007381	XP_006288767.1	ESY6_g49955_DN2_SP0_c0.t1
OG0007382	XP_006286384.1	ESY6_g49950_DN3_SP1_c0.t1
OG0007383	XP_006288826.1	ESY6_g49933_DN3_SP8_c0.t1
OG0007384	XP_023635832.1	ESY6_g49874_DN3_SP0_c0.t1
OG0007385	XP_006287675.2	ESY6_g49868_DN3_SP5_c0.t1
OG0007386	XP_006288189.1	ESY6_g49849_DN3_SP8_c0.t1
OG0007387	XP_006287100.1	ESY6_g49848_DN3_SP8_c0.t1
OG0007390	XP_006289623.2	ESY6_g49288_DN3_SP0_c0.t1
OG0007391	XP_006288554.1	ESY6_g49277_DN3_SP7_c0.t1
OG0007392	XP_006290058.1	ESY6_g49249_DN3_SP0_c0.t1
OG0007393	XP_006288232.2	ESY6_g49243_DN3_SP7_c0.t1
OG0007394	XP_023637303.1	ESY6_g49194_DN3_SP8_c0.t1
OG0007395	XP_006288672.1	ESY6_g49170_DN3_SP0_c0.t1
OG0007396	XP_006288695.1	ESY6_g49156_DN3_SP0_c0.t1
OG0007397	XP_023636170.1	ESY6_g49152_DN3_SP4_c0.t1
OG0007398	XP_006286896.1	ESY6_g49148_DN3_SP0_c0.t1
OG0007399	XP_006286832.1	ESY6_g49126_DN3_SP0_c0.t1
OG0007400	XP_006288462.1	ESY6_g49108_DN3_SP1_c0.t1
OG0007401	XP_006287376.1	ESY6_g49086_DN3_SP7_c0.t1
OG0007402	XP_023636153.1	ESY6_g49025_DN3_SP2_c0.t1
OG0007403	XP_006290167.1, XP_006289732.1	ESY6_g49014_DN3_SP0_c0.t1
OG0007404	XP_006289692.1	ESY6_g49001_DN3_SP0_c4.t1
OG0007405	XP_006287779.1	ESY6_g48997_DN3_SP6_c0.t1
OG0007406	XP_023637354.1	ESY6_g48971_DN3_SP3_c0.t1
OG0007407	XP_006280175.2	ESY6_g48959_DN3_SP8_c0.t1
OG0007408	XP_023639542.1	ESY6_g48951_DN2_SP0_c0.t1
OG0007409	XP_006281551.1	ESY6_g48932_DN3_SP0_c0.t1, ESY6_g48933_DN3_SP1_c0.t1
OG0007410	XP_023644589.1	ESY2_g38023_DN3_SP8_c0.t1
OG0007411	XP_006281434.2	ESY6_g48866_DN3_SP0_c0.t1
OG0007412	XP_006282172.1	ESY6_g46452_DN3_SP8_c0.t1
OG0007413	XP_006280933.2	ESY6_g48857_DN3_SP2_c0.t1
OG0007414	XP_006280985.1	ESY6_g48854_DN3_SP8_c0.t1
OG0007415	XP_023640944.1	ESY9_g43862_DN3_SP0_c0.t1
OG0007416	XP_023640880.1	ESY6_g48814_DN3_SP8_c0.t1
OG0007417	XP_006282087.1	ESY6_g48711_DN2_SP0_c0.t1
OG0007419	XP_006279627.1	ESY6_g48678_DN3_SP1_c0.t1
OG0007420	XP_023645705.1	ESY6_g48664_DN3_SP0_c0.t1
OG0007421	XP_006280320.1	ESY6_g48650_DN3_SP8_c0.t1
OG0007422	XP_006280863.1	ESY6_g48639_DN3_SP4_c0.t1
OG0007423	XP_006281118.1	ESY6_g48632_DN3_SP8_c0.t1
OG0007424	XP_006279957.1	ESY6_g48598_DN3_SP4_c0.t1
OG0007425	XP_006281173.1	ESY6_g48597_DN3_SP0_c0.t1
OG0007426	XP_006284632.1	ESY6_g48590_DN3_SP7_c0.t1
OG0007427	XP_006282219.1	ESY6_g48541_DN3_SP5_c0.t1
OG0007428	XP_006281381.1	ESY6_g48519_DN3_SP7_c0.t1
OG0007429	XP_006280408.2	ESY6_g48517_DN3_SP0_c0.t1
OG0007430	XP_006279741.1	ESY6_g48513_DN3_SP1_c0.t1
OG0007431	XP_006280689.1	ESY6_g48480_DN2_SP4_c0.t1
OG0007432	XP_006281929.1	ESY6_g48434_DN1_SP2_c0.t1
OG0007433	XP_006282100.1	ESY11_g54649_DN3_SP0_c0.t1
OG0007434	XP_006280349.1	ESY8_g58143_DN3_SP0_c0.t1, ESY6_g48364_DN3_SP3_c0.t1
OG0007435	XP_006280298.1	ESY6_g48367_DN3_SP7_c0.t1
OG0007436	XP_023635075.1	ESY6_g48381_DN3_SP8_c0.t1
OG0007437	XP_006280860.1	ESY6_g48382_DN3_SP0_c0.t1
OG0007438	XP_023645056.1	ESY6_g48397_DN3_SP5_c0.t1
OG0007439	XP_006279916.1	ESY4_g22208_DN1_SP0_c0.t1, ESY6_g48330_DN3_SP0_c6.t1
OG0007440	XP_006279626.1	ESY6_g48263_DN3_SP8_c0.t1
OG0007441	XP_023637306.1	ESY6_g48169_DN3_SP8_c0.t1
OG0007442	XP_006281519.1	ESY6_g48161_DN3_SP7_c0.t1
OG0007443	XP_006281106.1	ESY6_g48110_DN3_SP8_c6.t1
OG0007444	XP_006285528.1	ESY4_g24130_DN3_SP0_c14.t1
OG0007445	XP_006282268.1	ESY6_g48066_DN3_SP0_c0.t1
OG0007446	XP_023633407.1	ESY6_g47982_DN2_SP0_c0.t1
OG0007447	XP_006279592.2	ESY6_g47973_DN3_SP1_c0.t1
OG0007448	XP_023640493.1	ESY6_g47966_DN3_SP0_c0.t1
OG0007449	XP_006292916.1	ESY1_g9690_DN3_SP2_c0.t1
OG0007451	XP_006291034.1	ESY1_g9304_DN3_SP4_c0.t1
OG0007452	XP_006280953.1	ESY6_g47601_DN3_SP7_c0.t1
OG0007453	XP_023641170.1	ESY6_g47625_DN3_SP8_c0.t1
OG0007454	XP_023645845.1	ESY6_g47626_DN3_SP8_c0.t1
OG0007455	XP_006287533.1	ESY20_g13218_DN3_SP8_c0.t1
OG0007456	XP_006288215.1	ESY20_g13221_DN3_SP4_c10.t1
OG0007457	XP_006288678.1	ESY20_g13296_DN3_SP0_c0.t1
OG0007458	XP_006287974.1	ESY20_g13313_DN3_SP7_c0.t1, ESY3_g28745_DN2_SP0_c0.t1
OG0007459	XP_006288596.1, XP_006286566.1	ESY7_g18545_DN3_SP6_c0.t1
OG0007460	XP_023636279.1	ESY7_g18517_DN3_SP7_c0.t1
OG0007461	XP_006287883.1	ESY7_g18510_DN3_SP0_c0.t1
OG0007462	XP_006287717.1	ESY7_g18481_DN3_SP8_c17.t1
OG0007463	XP_006287297.1	ESY7_g18716_DN3_SP3_c0.t1
OG0007464	XP_006290100.1	ESY7_g18748_DN2_SP0_c0.t1
OG0007465	XP_006290093.1	ESY7_g18751_DN1_SP0_c0.t1
OG0007466	XP_006288643.1	ESY7_g18771_DN3_SP8_c13.t1
OG0007467	XP_006288654.1	ESY7_g18854_DN3_SP4_c0.t1
OG0007468	XP_006287622.1	ESY7_g18886_DN3_SP0_c0.t1
OG0007469	XP_006286489.1	ESY7_g18948_DN3_SP0_c0.t1
OG0007470	XP_006287970.1	ESY7_g18952_DN3_SP0_c0.t1
OG0007471	XP_006288265.2	ESY7_g19020_DN3_SP0_c0.t1
OG0007472	XP_006286481.1	ESY7_g19073_DN3_SP0_c0.t1
OG0007473	XP_006287516.1	ESY7_g19111_DN3_SP6_c0.t1
OG0007474	XP_006286833.1	ESY7_g19154_DN3_SP0_c0.t1
OG0007475	XP_006288691.2, XP_006296622.1	ESY3_g31052_DN3_SP0_c0.t1
OG0007476	XP_006289149.1	ESY7_g19203_DN3_SP5_c0.t1
OG0007477	XP_006289547.1	ESY7_g19215_DN2_SP7_c0.t1, ESY12_g51687_DN3_SP1_c0.t1
OG0007478	XP_006289785.1	ESY7_g19276_DN3_SP0_c0.t1, ESY5_g3485_DN3_SP0_c0.t1
OG0007479	XP_023636453.1	ESY7_g19318_DN3_SP8_c0.t1
OG0007480	XP_006290989.1	ESY7_g19320_DN3_SP7_c0.t1
OG0007482	XP_006287667.1	ESY7_g19375_DN3_SP0_c0.t1
OG0007483	XP_006287634.1	ESY7_g19377_DN3_SP4_c0.t1
OG0007484	XP_006288605.1	ESY7_g19394_DN3_SP0_c0.t1
OG0007485	XP_006288341.2	ESY7_g19446_DN2_SP0_c0.t1
OG0007486	XP_023641544.1	ESY3_g30960_DN3_SP0_c0.t1
OG0007487	XP_023635850.1	ESY7_g19471_DN3_SP2_c0.t1
OG0007488	XP_006287552.1	ESY7_g19492_DN3_SP0_c0.t1
OG0007489	XP_023637182.1	ESY7_g19491_DN3_SP0_c0.t1
OG0007490	XP_023636751.1	ESY7_g19489_DN3_SP5_c0.t1
OG0007491	XP_023635974.1	ESY7_g19483_DN1_SP0_c0.t1
OG0007492	XP_006289002.1	ESY7_g19522_DN3_SP0_c0.t1
OG0007493	XP_006288058.1	ESY7_g19558_DN1_SP0_c0.t1
OG0007494	XP_006287256.1	ESY1_g11192_DN2_SP0_c0.t1, ESY7_g19559_DN3_SP2_c0.t1
OG0007495	XP_006287534.1	ESY7_g19576_DN3_SP8_c0.t1
OG0007496	XP_006287885.1	ESY7_g19581_DN3_SP0_c0.t1
OG0007497	XP_006288271.1	ESY7_g19593_DN3_SP8_c0.t1
OG0007498	XP_006279345.1	ESY7_g19657_DN3_SP0_c0.t1
OG0007499	XP_006283644.2	ESY8_g60149_DN3_SP8_c0.t1
OG0007500	XP_006283718.1	ESY8_g60021_DN3_SP7_c0.t1
OG0007501	XP_006283614.2	ESY8_g60003_DN3_SP0_c0.t1
OG0007502	XP_006284002.1	ESY8_g59982_DN3_SP8_c0.t1
OG0007503	XP_006300949.1	ESY2_g36482_DN3_SP6_c0.t1
OG0007504	XP_006302052.2	ESY18_g63338_DN3_SP0_c0.t1, ESY2_g36592_DN3_SP0_c0.t1
OG0007505	XP_006302189.2	ESY18_g63333_DN1_SP0_c0.t1, ESY2_g36598_DN2_SP0_c0.t1
OG0007506	XP_006302240.1	ESY2_g36606_DN3_SP8_c0.t1
OG0007507	XP_006300673.1	ESY5_g2977_DN3_SP0_c0.t1
OG0007508	XP_023643632.1	ESY2_g36624_DN3_SP4_c0.t1, ESY5_g2982_DN3_SP0_c22.t1
OG0007509	XP_006300498.1	ESY2_g36653_DN3_SP7_c11.t1
OG0007510	XP_006300815.1	ESY2_g36665_DN3_SP8_c0.t1
OG0007511	XP_006298318.1	ESY2_g35015_DN2_SP0_c0.t1
OG0007512	XP_023643056.1	ESY2_g36754_DN3_SP0_c0.t1
OG0007513	XP_006302502.1	ESY2_g36779_DN3_SP2_c0.t1
OG0007514	XP_023644153.1	ESY2_g36784_DN3_SP0_c0.t1
OG0007515	XP_006301561.1	ESY2_g36795_DN3_SP8_c0.t1
OG0007516	XP_023643035.1	ESY2_g36798_DN3_SP0_c0.t1
OG0007517	XP_006301292.1	ESY2_g36800_DN3_SP7_c0.t1
OG0007518	XP_006302731.2	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1
OG0007519	XP_006302567.1	ESY2_g36137_DN3_SP1_c0.t1
OG0007520	XP_006301840.1	ESY2_g36136_DN3_SP1_c0.t1
OG0007521	XP_006302525.1	ESY2_g36123_DN3_SP7_c0.t1
OG0007522	XP_006302488.1	ESY2_g35023_DN3_SP5_c0.t1
OG0007523	XP_006302124.1	ESY2_g35040_DN3_SP0_c0.t1
OG0007524	XP_006302909.1	ESY2_g35052_DN3_SP0_c0.t1
OG0007525	XP_023643424.1	ESY2_g35078_DN3_SP0_c0.t1
OG0007526	XP_006301166.2	ESY2_g35084_DN1_SP0_c0.t1
OG0007527	XP_006300594.1	ESY2_g34599_DN3_SP0_c0.t1
OG0007528	XP_006302393.1	ESY2_g34614_DN3_SP7_c0.t1
OG0007529	XP_006302133.1	ESY2_g34640_DN3_SP0_c9.t1
OG0007530	XP_006300367.1	ESY2_g34647_DN3_SP0_c0.t1
OG0007531	XP_006302710.1	ESY2_g34650_DN3_SP0_c0.t1
OG0007532	XP_006301250.1	ESY2_g34657_DN3_SP0_c0.t1, ESY4_g24741_DN3_SP0_c0.t1, ESY2_g34660_DN3_SP0_c0.t1, ESY10_g15477_DN2_SP0_c0.t1
OG0007533	XP_006302213.1	ESY2_g34684_DN3_SP8_c0.t1
OG0007534	XP_006301259.1	ESY2_g34697_DN3_SP0_c0.t1
OG0007535	XP_006301451.1	ESY2_g34765_DN3_SP0_c0.t1
OG0007536	XP_006302690.1	ESY2_g34794_DN3_SP0_c0.t1
OG0007537	XP_006301363.1	ESY2_g34796_DN3_SP0_c0.t1
OG0007538	XP_006291987.1, XP_006302754.1	ESY2_g34808_DN3_SP2_c0.t1
OG0007539	XP_006301599.1	ESY2_g34826_DN1_SP0_c0.t1
OG0007540	XP_006301887.1	ESY2_g34827_DN3_SP4_c0.t1
OG0007541	XP_006302134.1	ESY2_g36077_DN3_SP0_c0.t1
OG0007542	XP_006290511.1	ESY2_g34535_DN3_SP4_c0.t1
OG0007543	XP_006300630.1	ESY2_g35996_DN3_SP7_c0.t1
OG0007544	XP_006302529.1	ESY2_g35975_DN3_SP8_c0.t1
OG0007545	XP_006296985.1	ESY11_g54025_DN3_SP1_c0.t1
OG0007546	XP_006298646.1	ESY11_g54044_DN3_SP0_c0.t1
OG0007547	XP_006299646.1	ESY11_g54045_DN3_SP5_c0.t1
OG0007548	XP_006299902.1	ESY11_g54112_DN3_SP7_c0.t1
OG0007549	XP_006291765.1	ESY1_g9820_DN3_SP5_c0.t1
OG0007550	XP_006291812.1	ESY1_g9817_DN3_SP0_c0.t1
OG0007551	XP_006293131.1	ESY1_g9808_DN3_SP2_c0.t1
OG0007552	XP_006281306.1	ESY6_g47888_DN2_SP0_c0.t1
OG0007553	XP_006280901.1	ESY6_g47881_DN3_SP0_c0.t1
OG0007554	XP_006291760.1	ESY1_g8599_DN3_SP6_c0.t1, ESY6_g49356_DN3_SP0_c0.t1
OG0007556	XP_006305348.1	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0007557	XP_023638260.1	ESY16_g62463_DN3_SP3_c0.t1, ESY10_g14657_DN3_SP5_c0.t1
OG0007558	XP_006307597.2	ESY2_g36274_DN3_SP0_c0.t1
OG0007559	XP_006305837.1	ESY2_g36262_DN3_SP0_c0.t1
OG0007560	XP_006304226.1	ESY2_g36255_DN3_SP0_c0.t1
OG0007561	XP_006307069.2	ESY2_g36225_DN3_SP0_c0.t1
OG0007562	XP_006303363.2	ESY2_g36196_DN3_SP0_c0.t1
OG0007563	XP_006304315.1	ESY2_g36903_DN3_SP7_c0.t1
OG0007564	XP_006306910.1	ESY2_g36911_DN3_SP4_c0.t1
OG0007565	XP_006307191.1	ESY2_g36971_DN3_SP4_c0.t1
OG0007566	XP_006294872.1	ESY9_g44170_DN3_SP4_c0.t1
OG0007567	XP_006296104.1	ESY9_g44270_DN3_SP0_c0.t1
OG0007568	XP_023639835.1	ESY9_g44324_DN3_SP8_c0.t1
OG0007569	XP_006290826.1	ESY1_g7585_DN3_SP8_c0.t1
OG0007570	XP_006290745.1, XP_006279395.2	ESY1_g6949_DN3_SP8_c0.t1
OG0007571	XP_023641416.1	ESY9_g44379_DN2_SP0_c0.t1, ESY15_g65317_DN3_SP6_c0.t1
OG0007572	XP_023634813.1	ESY24_g33019_DN3_SP0_c0.t1, ESY9_g42980_DN3_SP0_c0.t1
OG0007573	XP_006279561.1	ESY6_g47168_DN3_SP0_c7.t1
OG0007574	XP_006279485.1	ESY6_g47192_DN3_SP0_c0.t1
OG0007575	XP_023635118.1	ESY6_g47202_DN3_SP5_c0.t1
OG0007576	XP_006280090.1	ESY6_g47218_DN3_SP8_c0.t1
OG0007577	XP_006280044.1	ESY15_g65183_DN3_SP8_c0.t1
OG0007578	XP_006280184.1	ESY24_g33123_DN3_SP0_c0.t1
OG0007579	XP_006280367.1	ESY2_g34311_DN3_SP0_c0.t1
OG0007580	XP_006306789.2, XP_006282564.1	ESY4_g26146_DN3_SP0_c0.t1, ESY17_g39819_DN3_SP0_c0.t1
OG0007581	XP_006284506.2	ESY17_g39839_DN3_SP6_c0.t1
OG0007582	XP_006282600.2	ESY17_g39808_DN3_SP0_c0.t1
OG0007583	XP_006284212.1	ESY3_g30550_DN2_SP0_c0.t1, ESY17_g39141_DN2_SP0_c0.t1
OG0007584	XP_006284538.2	ESY17_g39948_DN3_SP1_c0.t1
OG0007586	XP_006283302.1	ESY5_g2772_DN3_SP0_c0.t1
OG0007587	XP_006283531.2	ESY7_g19106_DN3_SP0_c0.t1
OG0007588	XP_006282443.1	ESY28_g55051_DN3_SP0_c0.t1
OG0007589	XP_006283701.1	ESY28_g55052_DN3_SP8_c0.t1
OG0007590	XP_006285669.2	ESY7_g18343_DN3_SP0_c0.t1
OG0007591	XP_023634954.1	ESY22_g40797_DN3_SP0_c0.t1
OG0007592	XP_006282514.1	ESY22_g40826_DN3_SP2_c0.t1
OG0007593	XP_006285217.1	ESY22_g40866_DN2_SP0_c0.t1
OG0007594	XP_006285268.1, XP_006279096.1	ESY22_g41054_DN3_SP2_c0.t1
OG0007595	XP_023635013.1	ESY22_g41123_DN2_SP0_c0.t1
OG0007598	XP_006300826.1	ESY2_g35878_DN3_SP8_c0.t1
OG0007599	XP_006303029.1	ESY2_g35888_DN3_SP7_c0.t1
OG0007600	XP_006302810.1	ESY2_g35924_DN3_SP6_c0.t1
OG0007601	XP_006301097.1	ESY2_g35925_DN3_SP4_c0.t1
OG0007602	XP_006302251.1	ESY2_g34882_DN3_SP0_c0.t1
OG0007603	XP_006300550.2	ESY2_g34885_DN3_SP8_c0.t1
OG0007604	XP_006301143.1	ESY2_g34974_DN3_SP0_c0.t1
OG0007605	XP_006302897.1	ESY2_g34979_DN3_SP8_c0.t1
OG0007606	XP_006302742.2	ESY2_g35003_DN3_SP2_c0.t1
OG0007607	XP_006302328.1	ESY2_g34451_DN3_SP0_c8.t1
OG0007608	XP_006283639.1	ESY4_g25249_DN3_SP0_c0.t1
OG0007609	XP_006300869.1	ESY2_g34392_DN3_SP0_c0.t1
OG0007610	XP_006302571.1	ESY2_g35353_DN3_SP0_c0.t1
OG0007611	XP_023633694.1	ESY5_g5173_DN3_SP1_c0.t1, ESY4_g24016_DN3_SP0_c0.t1
OG0007612	XP_006282820.1	ESY7_g19302_DN3_SP0_c0.t1, ESY7_g19236_DN3_SP0_c0.t1, ESY4_g24022_DN3_SP0_c6.t1
OG0007613	XP_023635659.1	ESY4_g24127_DN3_SP2_c0.t1
OG0007614	XP_006285300.1	ESY4_g24165_DN3_SP8_c0.t1
OG0007615	XP_006283327.1	ESY4_g24303_DN3_SP0_c18.t1
OG0007616	XP_023645995.1, XP_023640900.1	ESY6_g47228_DN2_SP0_c0.t1
OG0007617	XP_006291140.2	ESY10_g13928_DN3_SP6_c0.t1
OG0007618	XP_006292560.1	ESY1_g10100_DN3_SP5_c0.t1
OG0007619	XP_006300873.2	ESY2_g33448_DN3_SP4_c0.t1
OG0007620	XP_006301318.1	ESY2_g33361_DN3_SP0_c0.t1
OG0007621	XP_006282843.1	ESY8_g60515_DN3_SP1_c0.t1
OG0007622	XP_006284753.1	ESY8_g60509_DN3_SP0_c0.t1
OG0007623	XP_023638261.1	ESY2_g34581_DN3_SP8_c0.t1
OG0007624	XP_023639032.1	ESY1_g6212_DN1_SP0_c0.t1, ESY1_g6219_DN2_SP0_c0.t1
OG0007625	XP_006281215.2	ESY12_g51322_DN3_SP6_c0.t1
OG0007626	XP_006290601.1	ESY10_g13724_DN3_SP1_c0.t1
OG0007627	XP_006290382.1	ESY10_g13763_DN3_SP7_c0.t1
OG0007628	XP_006293066.1	ESY10_g13877_DN3_SP4_c0.t1
OG0007629	XP_006292029.1	ESY10_g13860_DN2_SP0_c0.t1
OG0007630	XP_023638373.1	ESY10_g13842_DN3_SP4_c0.t1
OG0007631	XP_006290838.1	ESY10_g13943_DN3_SP8_c0.t1
OG0007633	XP_006281168.1	ESY11_g52348_DN3_SP0_c0.t1
OG0007635	XP_006302005.1	ESY2_g35471_DN3_SP3_c0.t1
