Orthogroup	Capsella_rubella	Camelina_sativa
OG0008616	XP_006282989.1	XP_010432657.1, XP_010447338.1, XP_010437850.1
OG0008617	XP_006286239.1	XP_019087112.1, XP_019086219.1, XP_019088951.1
OG0008618	XP_006285527.2	XP_010433802.1, XP_010439071.1, XP_010448595.1
OG0008619	XP_023634400.1	XP_010439075.1, XP_010433804.1, XP_010448598.1
OG0008620	XP_006282847.1	XP_010436472.1, XP_010451345.1, XP_019087381.1
OG0008621	XP_006306442.2, XP_023641264.1	XP_010468125.1, XP_010418838.1
OG0008622	XP_023644065.1	XP_010442063.1, XP_010494285.1, XP_010495632.2, XP_010495631.1, XP_010481899.1
OG0008623	XP_006281372.1	XP_010493672.1, XP_010493673.1, XP_010482097.1, XP_010442271.2
OG0008624	XP_006280361.1	XP_010442232.1, XP_010493620.1, XP_010482060.1
OG0008625	XP_006279706.1	XP_010482108.1, XP_010493688.1, XP_010442283.1
OG0008626	XP_006281529.2	XP_019085933.1, XP_019087980.1
OG0008627	XP_006281276.1	XP_010482194.1, XP_010442365.1, XP_010440169.1
OG0008628	XP_006280669.1	XP_010482367.1, XP_010442225.1, XP_010442543.1
OG0008629	XP_006282349.1	XP_010482729.1, XP_010445768.1, XP_010442900.1, XP_010445765.1
OG0008630	XP_006281836.1	XP_010482760.1, XP_010442933.1, XP_010496585.1
OG0008631	XP_006290199.1	XP_010423074.1, XP_010491487.1, XP_010452849.1
OG0008632	XP_006285438.1	XP_010450072.1, XP_010450073.1, XP_010497033.1, XP_019087725.1
OG0008649	XP_006284621.1	XP_010438182.1, XP_010432989.1, XP_010447721.1
OG0008650	XP_006282616.1	XP_010438178.1, XP_010447717.1, XP_010432987.1
OG0008651	XP_023634182.1	XP_010448781.1, XP_010433948.1, XP_010439238.1
OG0008652	XP_006283777.1	XP_010448785.1, XP_010439242.1, XP_010433953.1
OG0008653	XP_006291468.1	XP_010514989.1, XP_010426103.1, XP_010503278.1
OG0008654	XP_006292737.1	XP_010426121.1, XP_010515000.1, XP_010503295.1
OG0008655	XP_006290291.1	XP_010426355.1, XP_010515178.1
OG0008656	XP_006291957.1	XP_010426352.1, XP_010503495.1, XP_010515175.1
OG0008657	XP_006307644.2	XP_010475903.1, XP_010458388.1, XP_010491102.1
OG0008658	XP_023638656.1	XP_010503478.1, XP_010426343.1, XP_010515165.1
OG0008659	XP_006290873.1	XP_010515110.1, XP_010503421.1, XP_010426271.1
OG0008660	XP_006290817.1	XP_010426283.1, XP_010503437.1, XP_010515126.1
OG0008661	XP_006293299.1	XP_019084803.1, XP_019102280.1, XP_010503440.1
OG0008662	XP_006291618.1	XP_010502053.1, XP_010424838.1
OG0008663	XP_006290562.1	XP_010424954.1, XP_010502174.1, XP_010513910.1
OG0008664	XP_006286079.1	XP_010435974.1, XP_010451771.1
OG0008665	XP_006288371.1	XP_010420551.1, XP_010454033.1, XP_010492808.1
OG0008666	XP_023636765.1	XP_010492752.1, XP_010420515.1
OG0008667	XP_006287410.1	XP_010492751.1, XP_010453988.1, XP_010424152.1
OG0008668	XP_006290217.1	XP_010453970.2, XP_010492729.1, XP_019084199.1
OG0008669	XP_006297234.2	XP_010487112.1, XP_010500662.1, XP_010465191.1
OG0008670	XP_006287994.2	XP_010420436.1, XP_010420442.1, XP_010453912.1, XP_010492674.1
OG0008671	XP_006288234.1	XP_010453843.1, XP_010492601.1, XP_010420378.1
OG0008672	XP_006287043.1	XP_010420376.1, XP_010492600.1, XP_010453841.1
OG0008673	XP_006288493.1	XP_010420373.1, XP_010492591.1, XP_010453834.1
OG0008674	XP_006287135.1	XP_010492584.1, XP_010420371.1, XP_010453832.1
OG0008675	XP_006286588.1	XP_010420368.1, XP_010453829.1, XP_010492580.1
OG0008676	XP_023637316.1	XP_010492574.1, XP_010453825.1, XP_010420360.1
OG0008677	XP_006288816.1	XP_010420343.1, XP_010453808.1, XP_010492557.1
OG0008678	XP_006287669.1	XP_010492516.1, XP_019097359.1, XP_010420319.1, XP_010453791.1
OG0008679	XP_006293481.1	XP_010506381.2, XP_010518055.1, XP_010508283.1
OG0008680	XP_006287611.1	XP_010492506.1, XP_010420307.1, XP_010453779.1
OG0008681	XP_006290178.1	XP_010453769.1, XP_010420296.1, XP_010492496.1
OG0008682	XP_006290174.2	XP_010453764.1, XP_010492490.1
OG0008683	XP_023636345.1	XP_010492454.1
OG0008684	XP_023637160.1	XP_010420257.1, XP_010492429.1, XP_010453728.1
OG0008685	XP_006288594.1	XP_010453724.1, XP_010492427.1, XP_010420255.1, XP_010424024.1
OG0008686	XP_006287924.1	XP_010492425.1, XP_010453723.1, XP_010420252.1
OG0008687	XP_023641657.1	XP_010467120.1, XP_010412917.1, XP_019097008.1
OG0008688	XP_006288208.1	XP_010492406.1, XP_010453701.1
OG0008689	XP_006288895.1	XP_019097684.1, XP_010453696.1, XP_010420229.1
OG0008691	XP_006287327.1	XP_010453658.1, XP_010492356.1, XP_010424102.1
OG0008692	XP_006293803.1	XP_010413940.1, XP_010509956.1, XP_010469538.1
OG0008693	XP_006287781.1	XP_010453635.1, XP_010492328.1, XP_010420154.1
OG0008694	XP_006305064.1	XP_010484341.1, XP_010457546.1, XP_010475154.1
OG0008695	XP_006296948.1	XP_010487372.1, XP_010503009.1, XP_010465516.1
OG0008696	XP_023636005.1	XP_010492227.1, XP_010492229.1, XP_010453544.1, XP_010420056.1
OG0008697	XP_006286780.1	XP_010420045.1, XP_010453536.1, XP_010492217.1
OG0008698	XP_006287906.2	XP_010453496.1, XP_010420003.1, XP_010492175.1
OG0008699	XP_006288357.1	XP_010453490.1, XP_010492168.1, XP_010419998.1
OG0008700	XP_006280279.1	XP_010443181.1, XP_010449706.1, XP_010482996.1
OG0008701	XP_006289509.1	XP_010419959.1, XP_010453454.1, XP_010492134.1
OG0008702	XP_006289625.1	XP_010492116.1, XP_010419941.1, XP_010453434.1
OG0008703	XP_006288520.2	XP_010453398.1, XP_010492082.1, XP_010419910.1
OG0008704	XP_023636491.1	XP_010419903.1, XP_010492075.1, XP_010453390.1
OG0008705	XP_006286470.1	XP_010453371.1, XP_010419880.1, XP_010424075.1
OG0008706	XP_006288301.2	XP_010492060.1, XP_010419879.1
OG0008707	XP_023635912.1	XP_010492052.1, XP_010492054.1, XP_010419875.1, XP_010453366.1
OG0008708	XP_006288748.1	XP_010492048.1, XP_010453362.1, XP_010419870.1
OG0008709	XP_006287114.2	XP_010456513.1, XP_010492047.1, XP_010456512.2, XP_010419869.1
OG0008711	XP_006289580.1	XP_010453321.1, XP_010419833.1, XP_010492005.1
OG0008712	XP_023637004.1	XP_010419822.1, XP_010491993.1, XP_010453299.1
OG0008713	XP_023637026.1	XP_010453297.1, XP_010419821.1, XP_010491990.1
OG0008714	XP_023637449.1	XP_010453292.1, XP_010491984.1, XP_010419816.1
OG0008715	XP_006290134.1	XP_010419807.1, XP_010491974.1, XP_010453281.1
OG0008716	XP_006287382.1	XP_010419782.1, XP_010453261.1, XP_010491954.1
OG0008717	XP_006287999.2	XP_010419780.1, XP_010491950.1
OG0008718	XP_006288247.2	XP_010453252.1, XP_019098055.1, XP_010419772.1
OG0008719	XP_006288699.1	XP_010419771.1, XP_010491940.1, XP_010453251.1
OG0008720	XP_006287037.1	XP_010419767.1, XP_010491934.1, XP_010453242.1
OG0008721	XP_006287000.1	XP_010419729.1, XP_010453205.1, XP_010491889.1
OG0008722	XP_006286661.1	XP_010453176.1, XP_010419689.1, XP_010491852.1
OG0008723	XP_006281884.1	XP_010449117.1, XP_010449095.1, XP_010482933.1, XP_010443120.1
OG0008724	XP_006289990.1	XP_010491808.1, XP_010419667.1, XP_010453152.1
OG0008725	XP_006289029.1	XP_010491790.1, XP_010419653.1, XP_010453134.1
OG0008726	XP_006286600.1	XP_010419652.1, XP_010491789.1, XP_010453133.1
OG0008727	XP_006288148.2	XP_010422816.1, XP_010491750.1
OG0008728	XP_006287358.1	XP_010422822.1, XP_010456473.1, XP_010491743.1
OG0008729	XP_023636026.1	XP_010491719.1, XP_010453074.1, XP_010422838.1
OG0008730	XP_006287841.1	XP_010422884.1, XP_010453039.1, XP_010491669.1
OG0008731	XP_023637284.1	XP_010453021.1, XP_010422904.1, XP_010491653.1
OG0008732	XP_023635812.1	XP_010422929.1, XP_010491632.1, XP_010452992.1
OG0008733	XP_006294981.1, XP_006281092.1	XP_010491607.1, XP_010452968.1, XP_010422954.1
OG0008734	XP_006287905.1	XP_010491550.1, XP_010423012.1, XP_010452910.1
OG0008735	XP_006288823.2	XP_010423014.1, XP_010452908.1, XP_010491548.1
OG0008736	XP_006288995.1	XP_019090409.1, XP_019084511.1, XP_019097632.1
OG0008737	XP_006286619.1	XP_010491505.1, XP_010423050.1, XP_010452869.1
OG0008738	XP_006287344.1	XP_010491500.1, XP_010423053.1
OG0008739	XP_006290723.1	XP_010514584.1, XP_010502944.1
OG0008740	XP_006281470.1	XP_010442023.1, XP_010442519.1, XP_010482348.1
OG0008741	XP_023635876.1	XP_010452831.1
OG0008742	XP_006288486.1	XP_010423122.1, XP_010491449.1, XP_010452804.1
OG0008743	XP_006288832.2	XP_010452779.1, XP_010423141.1
OG0008744	XP_006286671.1	XP_010491412.1, XP_010452766.1
OG0008745	XP_023636227.1	XP_010491411.1, XP_010452760.1, XP_010423157.1
OG0008746	XP_006287366.1	XP_010452748.1, XP_010491399.1, XP_010423169.1
OG0008747	XP_006288681.1	XP_010491377.1, XP_010423192.1, XP_010452727.1
OG0008748	XP_006290238.2	XP_010455928.1, XP_010430400.1, XP_010422533.1
OG0008749	XP_006289771.1	XP_010430421.1, XP_010422529.1, XP_010455930.1
OG0008750	XP_023636316.1	XP_019084154.1, XP_010430712.1
OG0008751	XP_023636980.1	XP_010422500.1, XP_010455972.1, XP_010430702.1
OG0008752	XP_006288579.1	XP_010430912.1, XP_010422478.1
OG0008753	XP_006282692.2	XP_010448478.1, XP_010438938.2, XP_010433687.1
OG0008754	XP_006280951.1	XP_010442581.1, XP_010442907.1, XP_010482427.1
OG0008755	XP_006282891.1	XP_010448503.1, XP_010438956.1, XP_010433710.1
OG0008756	XP_023634778.1	XP_010433714.1, XP_010438957.1, XP_010448504.1
OG0008757	XP_023635898.1	XP_010456181.1, XP_010422741.1, XP_010428059.1
OG0008758	XP_006294759.1	XP_010510880.1, XP_010419401.1, XP_010474524.2
OG0008759	XP_023640220.1	XP_010417814.1, XP_010473052.1, XP_010510873.1
OG0008760	XP_006294144.1	XP_010510859.1, XP_010417824.1, XP_010473063.1
OG0008761	XP_006295470.1	XP_019093475.1, XP_010417835.2, XP_010510841.2
OG0008762	XP_006293814.1	XP_010417875.1, XP_010473116.1, XP_010510793.1
OG0008763	XP_006295039.1	XP_010417880.1, XP_010510789.1, XP_010473119.1
OG0008764	XP_006295919.1	XP_019083610.1, XP_010510781.1, XP_010473136.1
OG0008765	XP_006295716.1	XP_010510780.1, XP_010417897.1, XP_010473135.1
OG0008766	XP_006294344.2	XP_010417910.1, XP_010510758.1, XP_010473151.1
OG0008767	XP_006292872.2	XP_019098766.1
OG0008768	XP_006295096.1	XP_010417923.1, XP_010473166.1, XP_010510736.1
OG0008769	XP_006294958.1	XP_010510724.1, XP_010417928.1
OG0008770	XP_006293456.1	XP_010510723.1, XP_010417931.1, XP_010473179.1
OG0008771	XP_006296291.1	XP_010510717.1, XP_010417939.1, XP_010473185.1, XP_010490899.1, XP_010435959.1
OG0008772	XP_006293606.1	XP_010510707.1, XP_010473195.1, XP_010417950.1
OG0008773	XP_006296363.1	XP_010510696.1, XP_010470156.1, XP_010474014.1, XP_010414607.1
OG0008774	XP_006294207.1	XP_010473197.1, XP_010417952.1, XP_010510691.1
OG0008775	XP_023639861.1	XP_010510684.1, XP_010414589.1, XP_010470138.1
OG0008776	XP_006294226.1	XP_010414533.1, XP_010510628.1, XP_010470087.1
OG0008777	XP_006295281.2	XP_019101479.1, XP_019093462.1, XP_019083101.1
OG0008778	XP_006296151.1	XP_010510608.1, XP_010470063.1, XP_010414501.1
OG0008779	XP_006294126.1	XP_010510599.1, XP_010470059.1
OG0008780	XP_006293705.1	XP_010470050.1, XP_010414485.1, XP_010510581.1
OG0008781	XP_006294865.1	XP_010510580.1, XP_010470049.1, XP_010414484.1
OG0008782	XP_006294177.1	XP_019094090.1, XP_010414482.1, XP_010510579.1
OG0008783	XP_006295153.1	XP_010510568.1, XP_010470036.1, XP_010414470.1
OG0008784	XP_006296496.1	XP_010510567.1, XP_010470033.1, XP_019083086.1
OG0008785	XP_006294844.1	XP_010414459.1, XP_010470018.1, XP_010510558.1
OG0008786	XP_023639734.1	XP_010510543.1, XP_010470002.1, XP_010414448.1
OG0008787	XP_023639895.1	XP_019083062.1, XP_010510495.1, XP_010469957.1
OG0008788	XP_023640181.1	XP_010414387.1, XP_010469956.1, XP_010510493.1
OG0008789	XP_006294335.1	XP_010510419.1, XP_010469905.1, XP_010414324.1
OG0008790	XP_006293768.1	XP_010414317.1, XP_010469900.1, XP_010510414.1
OG0008791	XP_023639708.1	XP_010469895.1, XP_010510411.1, XP_010414314.1
OG0008792	XP_006296371.1	XP_010510404.1, XP_010469890.1, XP_010414305.1
OG0008793	XP_006280685.1	XP_010469875.1, XP_010510384.1, XP_010442279.1, XP_010493680.1, XP_010482103.1
OG0008794	XP_006295686.1	XP_010469861.1, XP_010414273.1, XP_010510369.1
OG0008795	XP_006293884.1	XP_010469847.1, XP_010510344.1
OG0008796	XP_006294422.1	XP_010510343.1, XP_010414256.1, XP_010469844.1
OG0008797	XP_006294232.1	XP_010510298.1, XP_010414228.1, XP_010469808.1
OG0008798	XP_006293809.1	XP_010510247.1, XP_010469768.1
OG0008799	XP_006295721.1	XP_010469763.1, XP_010414181.1, XP_010510242.1
OG0008800	XP_006294476.1	XP_010469762.1, XP_010414182.1, XP_010510241.1
OG0008801	XP_023640558.1	XP_010510227.1, XP_010414169.1, XP_010469750.1
OG0008802	XP_006293670.1	XP_019101377.1, XP_010414154.1, XP_010469742.1
OG0008803	XP_006293452.1	XP_010414147.1, XP_010469739.1, XP_010510217.1
OG0008804	XP_006294655.1	XP_019101391.1
OG0008805	XP_006295020.1	XP_010469707.1, XP_010414130.1, XP_010510199.1
OG0008806	XP_006294187.1	XP_010469679.1, XP_010510162.1, XP_010414087.1
OG0008807	XP_023640585.1	XP_010414079.1, XP_010510146.1, XP_010469665.1
OG0008809	XP_006294903.1	XP_010414032.1, XP_010510098.1, XP_010469629.1
OG0008810	XP_006295854.1	XP_010469578.1, XP_010413987.1, XP_019101351.1
OG0008811	XP_006295920.1	XP_010510046.1, XP_010469615.1, XP_010414015.1
OG0008812	XP_006284109.1	XP_010435311.1, XP_010450272.1, XP_010440645.1
OG0008814	XP_006296364.2	XP_010413942.1, XP_010469542.1, XP_010509960.1
OG0008815	XP_006295125.1	XP_010469511.1, XP_010413905.1, XP_010509920.1
OG0008816	XP_006295661.1	XP_010469501.2, XP_010413895.2, XP_010509912.1
OG0008817	XP_023640799.1	XP_010469494.1, XP_010413890.1, XP_019085954.1, XP_010509906.1
OG0008818	XP_006293875.1	XP_010509905.1, XP_010413889.1, XP_010469493.1
OG0008819	XP_023639758.1	XP_010413883.1, XP_010469486.1, XP_019101330.1
OG0008820	XP_006295303.1	XP_010413870.1, XP_010469480.1, XP_010509895.1
OG0008821	XP_023637053.1	XP_010442037.1, XP_010484868.1, XP_010494311.1
OG0008822	XP_006282017.1	XP_010494335.1, XP_010442011.1, XP_010481851.1
OG0008823	XP_006281612.1	XP_010442004.1, XP_010494343.1, XP_010481841.1
OG0008824	XP_006281002.2	XP_010494352.1, XP_010481830.1, XP_010441991.1
OG0008825	XP_006281163.1	XP_010441978.1, XP_010481817.1, XP_010494368.1
OG0008826	XP_023639888.1	XP_010441973.1, XP_010481815.1, XP_010494370.1
OG0008827	XP_023634676.1	XP_010439021.1, XP_010448556.1, XP_010433761.1
OG0008828	XP_006280675.1	XP_010451167.1, XP_010481761.1, XP_010441910.1, XP_010494430.1
OG0008830	XP_006285532.1	XP_010448467.1, XP_010445139.1, XP_010433678.1
OG0008831	XP_023635453.1	XP_019086537.1, XP_019088047.1, XP_010448464.1
OG0008832	XP_006283679.1	XP_010448446.1, XP_010433653.1, XP_010438892.1
OG0008833	XP_023632978.1, XP_006303465.1, XP_006305800.1	XP_010461579.1, XP_010479185.1, XP_010500298.1
OG0008834	XP_023645824.1	XP_010461571.1, XP_010479175.1, XP_010462528.1
OG0008835	XP_006303973.1	XP_010461567.1, XP_010500291.1, XP_010479167.1
OG0008836	XP_006303222.1	XP_019099419.1, XP_010461559.1
OG0008837	XP_006305305.1	XP_010479154.1, XP_010500275.1, XP_010461548.1
OG0008838	XP_006304153.1	XP_010500268.1, XP_010461543.1, XP_019094544.1
OG0008839	XP_006304899.2	XP_010500194.1, XP_010479079.1, XP_010461481.1
OG0008840	XP_006305179.2	XP_010479104.1, XP_010461504.1
OG0008841	XP_006305686.1	XP_010500238.1, XP_010461513.1, XP_010479117.1
OG0008842	XP_006305558.1	XP_010460533.1, XP_010478125.1, XP_010499266.1
OG0008843	XP_006304065.1	XP_010460559.1, XP_010478142.1, XP_010499283.1
OG0008844	XP_006303429.1	XP_010499314.1, XP_010478180.1, XP_010460590.1, XP_010460589.1
OG0008845	XP_006298252.2	XP_010466936.1, XP_010488627.1
OG0008846	XP_006304381.1	XP_010499344.1, XP_010478197.1, XP_010460616.1
OG0008847	XP_006305292.1	XP_010460635.1, XP_010478215.1, XP_010499369.1
OG0008848	XP_006305057.1	XP_010460674.1, XP_010499424.1, XP_010480710.1
OG0008849	XP_006305267.1	XP_010478288.1, XP_010499442.1, XP_010460703.1
OG0008850	XP_006307011.1	XP_010499443.1, XP_010460702.1, XP_010478287.1
OG0008851	XP_006304099.1	XP_010460704.1, XP_010499444.1, XP_010478290.1
OG0008852	XP_006305157.1	XP_010499477.1
OG0008853	XP_006281794.1	XP_010440388.1, XP_010442387.1, XP_010482205.1
OG0008854	XP_006304465.2	XP_010478344.1, XP_019091314.1, XP_010499492.1
OG0008855	XP_023633093.1	XP_010478367.1, XP_010460770.1, XP_010499511.1
OG0008856	XP_006305775.1	XP_010460778.1, XP_010499519.1, XP_010478374.1
OG0008857	XP_006306714.1	XP_010478417.1, XP_010499561.1
OG0008858	XP_006307568.1	XP_010478495.1, XP_010460874.1, XP_010499609.1
OG0008859	XP_006307148.1	XP_010499612.1, XP_010460876.1, XP_010478499.1
OG0008860	XP_006304418.1	XP_010460882.1, XP_010499623.1, XP_010478509.1
OG0008861	XP_023645795.1	XP_010499631.1, XP_010478522.1, XP_010460897.1
OG0008862	XP_006306855.1	XP_010499640.1, XP_010460903.1, XP_010478528.1
OG0008863	XP_023633241.1	XP_010460908.1, XP_010499646.1, XP_010478533.1
OG0008864	XP_006305545.2	XP_010460925.1, XP_010478540.1
OG0008865	XP_006303745.1	XP_010478564.1, XP_010499672.1, XP_010460944.1
OG0008866	XP_006305502.1	XP_010460955.1, XP_010478577.1, XP_010499679.1
OG0008867	XP_006281706.1	XP_010442527.1, XP_010442083.1, XP_010482353.1
OG0008868	XP_023645373.1	XP_010478898.1, XP_010460975.1, XP_010499699.1
OG0008869	XP_006305412.1	XP_010499728.1, XP_010461002.1, XP_010478599.1
OG0008870	XP_006307193.1	XP_010499748.1, XP_010478619.1, XP_010461023.1
OG0008871	XP_006306899.2	XP_010461052.1, XP_010478657.1
OG0008872	XP_006303359.1	XP_010461079.1, XP_010499804.1, XP_010478677.1
OG0008873	XP_006295968.1	XP_010516704.1, XP_010505032.1, XP_010509633.1
OG0008874	XP_023637910.1	XP_010514020.1, XP_010502262.1, XP_010425027.1
OG0008875	XP_006292005.2	XP_010514055.1, XP_010502294.1, XP_010425055.1
OG0008876	XP_023639035.1	XP_010502352.1, XP_019102163.1, XP_010425124.1
OG0008877	XP_006290508.1	XP_010413319.1, XP_010512582.1
OG0008878	XP_006280049.1	XP_010484592.1, XP_010444738.1, XP_010464936.1
OG0008879	XP_006281688.1	XP_010484591.1, XP_010484587.1, XP_010464881.1, XP_010444731.1
OG0008880	XP_006279796.1	XP_010484586.1, XP_010464858.1, XP_010444729.1
OG0008881	XP_006281085.1	XP_010444709.1, XP_010484568.1, XP_010464727.1
OG0008882	XP_006282078.1	XP_010464653.1, XP_010484564.1
OG0008883	XP_023632897.1	XP_010446288.1, XP_010485329.1, XP_010478635.1
OG0008884	XP_006280131.1	XP_010484561.1
OG0008885	XP_006282286.1	XP_010444695.1, XP_010484550.1, XP_010464528.1
OG0008886	XP_006279673.2	XP_010444673.1, XP_019096046.1, XP_010464277.1
OG0008887	XP_006279745.1	XP_010464243.1, XP_010484518.1, XP_010444669.1
OG0008888	XP_006279973.1	XP_010463998.1, XP_010444642.1, XP_010484489.1
OG0008889	XP_006280319.1	XP_010444630.1, XP_010484480.1, XP_010463908.1
OG0008890	XP_006281233.1	XP_019094449.1, XP_010484447.1, XP_010444616.1
OG0008891	XP_006280087.1	XP_010463463.1, XP_010484403.1, XP_010444577.1
OG0008892	XP_006280645.2	XP_010484399.1, XP_010463438.1
OG0008893	XP_006280200.1	XP_010484344.1, XP_010444511.1, XP_010462961.1
OG0008894	XP_006280879.1	XP_010463266.1, XP_010444548.1, XP_010484392.1
OG0008895	XP_006280660.1	XP_010444490.1, XP_010462232.1, XP_010484318.1
OG0008896	XP_006280928.1	XP_010444489.1, XP_010484316.1, XP_010462245.1
OG0008897	XP_006279585.1	XP_010484314.1, XP_010444485.1, XP_010462257.1
OG0008898	XP_006279651.1	XP_010484307.1, XP_010462444.1, XP_010444468.1
OG0008899	XP_006280248.1	XP_010462552.1, XP_010444453.1, XP_010484292.1
OG0008900	XP_006282168.1	XP_010462684.1, XP_010444436.1, XP_010484277.1
OG0008901	XP_006280216.1	XP_010462916.1, XP_010444403.1, XP_010484252.1
OG0008902	XP_023635098.1	XP_010484212.1, XP_010461672.1
OG0008903	XP_006280766.1	XP_010444356.1, XP_010461545.1, XP_010484194.1
OG0008904	XP_006280680.1	XP_010446263.1, XP_010485308.1, XP_010444332.1, XP_010461360.1
OG0008905	XP_006279577.1	XP_010461177.1, XP_010444315.1, XP_010484157.1
OG0008906	XP_023640806.1	XP_010461119.1, XP_010444311.1
OG0008907	XP_006282368.1	XP_010484137.1, XP_010444300.1, XP_010461014.1
OG0008909	XP_006281191.1	XP_010444248.1, XP_010460524.1, XP_010484084.1
OG0008910	XP_006282325.1	XP_010460146.1, XP_010444219.1, XP_010484063.1
OG0008911	XP_006281506.1	XP_010444204.1, XP_010484045.1, XP_010459974.1
OG0008912	XP_006280650.1	XP_010444159.1, XP_010484008.1, XP_010459469.1
OG0008913	XP_006281223.1	XP_010483999.1, XP_010444141.1, XP_010459398.1
OG0008914	XP_006279839.2	XP_010459356.1, XP_010444135.1, XP_010483995.1
OG0008915	XP_006280820.2	XP_010444126.1, XP_010483986.1, XP_010459268.1
OG0008916	XP_006280313.1	XP_010459186.1, XP_010483978.1, XP_019088363.1
OG0008917	XP_006280255.1	XP_010444105.1, XP_010459032.1, XP_010483970.1
OG0008918	XP_006281617.1	XP_010444100.1, XP_010483966.1, XP_010458988.1
OG0008919	XP_006282124.1	XP_010444090.1, XP_010458904.1, XP_010483954.1
OG0008920	XP_006281048.1	XP_010458855.1, XP_010444081.1, XP_010483948.1
OG0008921	XP_006281039.1	XP_010458497.1, XP_010444047.1, XP_010483906.1
OG0008922	XP_006281367.1	XP_010458310.1, XP_010444068.1, XP_010483929.1
OG0008923	XP_006280517.1	XP_010458195.1, XP_010483945.1, XP_010444079.1
OG0008924	XP_006280765.2	XP_010483895.1, XP_010444038.1, XP_010458062.1
OG0008925	XP_006280012.1	XP_010457997.1, XP_010444033.1, XP_010483891.1
OG0008926	XP_023645628.1	XP_010444020.1, XP_010457875.1
OG0008927	XP_023639280.1	XP_010444000.1, XP_010483856.1, XP_010457702.1
OG0008928	XP_006280989.1	XP_010483812.1, XP_010443965.1, XP_010457338.2
OG0008929	XP_006280178.1	XP_010443932.1, XP_010483779.1, XP_010457002.1
OG0008930	XP_006288494.1	XP_010454584.1, XP_010421103.1, XP_010493415.1
OG0008931	XP_006286897.1	XP_010454596.1, XP_019097410.1
OG0008932	XP_006286797.1	XP_010493430.1, XP_010421118.1, XP_010454600.1
OG0008933	XP_023637717.1	XP_010421131.1, XP_010493451.1, XP_010454614.1
OG0008934	XP_006287878.1	XP_010454612.1, XP_010493455.1
OG0008935	XP_006286452.1	XP_010493467.1, XP_010454632.1
OG0008936	XP_006287150.1	XP_010421153.1, XP_010454636.1, XP_010493470.1
OG0008937	XP_006286666.1	XP_010421162.1, XP_010454645.1, XP_010493477.1
OG0008938	XP_006287648.1	XP_010454680.1, XP_010421201.1, XP_019098053.1
OG0008939	XP_006289963.2	XP_010421240.1, XP_010454717.1, XP_010493566.1
OG0008940	XP_006289354.1	XP_010493596.1, XP_010424272.2, XP_010454750.1
OG0008941	XP_006286783.1	XP_010493604.1, XP_010454755.1, XP_010492682.1
OG0008942	XP_006288246.2	XP_010421283.1, XP_010454778.1, XP_010493708.1
OG0008943	XP_006288538.1	XP_010454780.1, XP_010421287.1, XP_010493710.1
OG0008944	XP_006286796.1	XP_010421309.1, XP_010454796.1
OG0008945	XP_006287997.1	XP_010421344.1, XP_010493742.1, XP_010454822.1
OG0008946	XP_023637549.1	XP_010454825.1, XP_010421348.1, XP_010493749.1
OG0008947	XP_006286673.1	XP_010493762.1, XP_010454835.1
OG0008948	XP_006288624.1	XP_010454838.1, XP_010421363.1, XP_010493765.1
OG0008949	XP_006289043.1	XP_010421376.1, XP_010454848.1, XP_010493776.1
OG0008950	XP_006286840.1	XP_010454860.1, XP_010421386.1, XP_010493790.1
OG0008951	XP_006287605.2	XP_010421437.1, XP_010454918.1, XP_010493834.1
OG0008952	XP_006290207.1	XP_010493841.1, XP_010454926.1
OG0008953	XP_006288626.1	XP_010454971.1, XP_010421493.1, XP_010493882.1
OG0008954	XP_006289461.2	XP_010420762.1, XP_019090302.1, XP_010493029.1
OG0008955	XP_006288582.1	XP_010493041.1, XP_010420776.1
OG0008956	XP_006290114.1	XP_010493037.1, XP_010454245.1, XP_010420771.1
OG0008957	XP_006286463.2	XP_010454244.1, XP_010493036.1
OG0008958	XP_006288841.1	XP_010493034.1, XP_010420769.1, XP_010454241.1
OG0008959	XP_006289269.1	XP_010493031.1, XP_010493032.1, XP_010454239.1, XP_010420766.1, XP_010420767.1, XP_010420768.1
OG0008960	XP_006287923.1	XP_010420786.1, XP_010493050.1, XP_010454257.1
OG0008961	XP_006289406.2	XP_010420791.1, XP_010493051.1
OG0008962	XP_006289636.1	XP_010420790.1, XP_010454259.1, XP_010493055.1
OG0008963	XP_006290154.1	XP_010454279.1, XP_010420808.1, XP_010493079.1
OG0008964	XP_006287221.1	XP_010493082.1, XP_010454282.1, XP_010420812.1
OG0008965	XP_006286390.1	XP_010454316.1, XP_010420852.1, XP_010493120.1
OG0008966	XP_023636031.1	XP_010493124.1
OG0008967	XP_006289959.1	XP_010493129.1, XP_010454325.1, XP_010420860.1
OG0008968	XP_023635867.1	XP_019090540.1, XP_010420865.1, XP_010493135.1
OG0008969	XP_023636298.1	XP_010420888.1, XP_010454355.1, XP_010493155.1
OG0008970	XP_006288533.1	XP_010493181.1, XP_010454376.1, XP_010420915.1
OG0008971	XP_006288113.1	XP_010454394.1, XP_010420930.1, XP_010493197.1
OG0008972	XP_006287555.1	XP_010454396.1, XP_010493199.1, XP_010420932.1
OG0008973	XP_006286473.1	XP_010493212.1, XP_019084755.1, XP_019090077.1
OG0008974	XP_006286361.1	XP_010493215.1, XP_010420946.1, XP_010454415.1
OG0008975	XP_006289655.1	XP_010420952.1, XP_010456617.1, XP_010493221.1
