Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0007025	XP_006286414.1, XP_006283890.1	XP_006412150.1
OG0007027	XP_006284274.1	XP_006412165.1
OG0007028	XP_006283418.1	XP_006412178.1
OG0007029	XP_006282478.1	XP_006412186.1
OG0007030	XP_006284292.2	XP_024005886.1
OG0007031	XP_006283157.1	XP_006412504.1
OG0007032	XP_006283357.1	XP_006412503.1
OG0007033	XP_006284395.2	XP_006412493.1
OG0007034	XP_023634921.1	XP_006412457.1
OG0007035	XP_006283989.1	XP_006412455.1
OG0007036	XP_006283764.1	XP_006412437.1
OG0007037	XP_006282817.1	XP_006412430.1
OG0007038	XP_006293522.1	XP_006410526.1
OG0007039	XP_006293368.1	XP_024015987.1
OG0007040	XP_006286081.1	XP_006412393.1
OG0007041	XP_006284473.1	XP_006412374.1
OG0007042	XP_006284796.1	XP_006412343.1
OG0007043	XP_006300115.1	XP_006409707.1
OG0007044	XP_006284113.1	XP_006412326.1, XP_006412325.2
OG0007045	XP_006283689.1	XP_006412316.1
OG0007046	XP_006283921.1	XP_006412299.1
OG0007047	XP_023633721.1	XP_006412295.1
OG0007048	XP_023634395.1	XP_024004533.1
OG0007049	XP_006283036.1	XP_006412278.1
OG0007050	XP_006284441.1	XP_024004447.1
OG0007052	XP_006283713.1	XP_006412532.1
OG0007053	XP_006284442.1	XP_006412605.1
OG0007054	XP_006285612.1	XP_006412606.1
OG0007055	XP_006282988.1	XP_024004362.1
OG0007056	XP_006285718.1	XP_006412630.1
OG0007057	XP_006285443.1	XP_006412646.1
OG0007058	XP_023634240.1	XP_006412654.1
OG0007059	XP_006286217.1	XP_006412667.1
OG0007060	XP_006297629.1	XP_006418833.1
OG0007061	XP_006297061.1	XP_006418779.2
OG0007062	XP_006301468.2	XP_006390647.1
OG0007063	XP_006302701.1	XP_006390669.1
OG0007064	XP_006301256.1	XP_006390687.1
OG0007065	XP_006304946.1	XP_006416084.2
OG0007066	XP_006306890.1	XP_006416074.1
OG0007067	XP_006307102.1	XP_006416012.1
OG0007068	XP_006294756.1	XP_006396412.1
OG0007069	XP_006287451.1	XP_006396392.1
OG0007070	XP_006288169.1	XP_006396350.2
OG0007071	XP_006288366.1	XP_006396329.1
OG0007072	XP_006287527.1	XP_006396318.1
OG0007073	XP_006289538.2	XP_006396299.1
OG0007074	XP_006286999.1	XP_006396281.1
OG0007075	XP_023636202.1	XP_006396265.1
OG0007076	XP_006288584.1	XP_006396221.1
OG0007077	XP_006288414.1	XP_006396199.1
OG0007078	XP_006296024.1, XP_006296064.2	XP_006404531.1
OG0007079	XP_023633237.1	XP_024009020.1
OG0007081	XP_006282662.2	XP_006412990.1
OG0007082	XP_023645619.1	XP_024008106.1
OG0007084	XP_006306493.1	XP_006416756.1
OG0007085	XP_006305422.2	XP_006416708.1
OG0007086	XP_023633054.1	XP_024008856.1
OG0007086	XP_023632769.1	XP_024008036.1
OG0007087	XP_023632863.1, XP_006307570.1	XP_006415935.1
OG0007088	XP_006303472.1	XP_006415820.1
OG0007089	XP_006305552.1	XP_024008670.1
OG0007090	XP_023645443.1	XP_024008380.1
OG0007093	XP_006302634.1	XP_006390651.1
OG0007095	XP_023641966.1	XP_024006407.1
OG0007096	XP_023638019.1	XP_024011139.1
OG0007097	XP_006292736.1	XP_006395625.1
OG0007098	XP_006291705.1	XP_006395313.1
OG0007099	XP_006292203.1	XP_006395258.1
OG0007100	XP_006292907.1	XP_006404512.1
OG0007101	XP_023638993.1	XP_006404449.1
OG0007102	XP_023639224.1	XP_024013839.1
OG0007103	XP_023638546.1	XP_006403717.1
OG0007105	XP_006287665.1	XP_006400404.1
OG0007106	XP_006289762.1	XP_006394909.1
OG0007107	XP_006289428.1, XP_023637439.1	XP_006397177.1
OG0007108	XP_006286766.1	XP_006396853.1
OG0007109	XP_006285694.2	XP_006413176.2
OG0007110	XP_006283906.1	XP_006413239.1
OG0007111	XP_023632697.1, XP_023635134.1	XP_006413581.1
OG0007112	XP_023633847.1	XP_024005545.1
OG0007115	XP_006281967.1	XP_006395204.1
OG0007116	XP_006280509.1	XP_006395082.1
OG0007128	XP_006292742.2	XP_024012905.1
OG0007129	XP_006285853.1	XP_006413582.1
OG0007130	XP_006280648.1	XP_024011466.1
OG0007131	XP_006281023.1	XP_006394290.1
OG0007132	XP_006291232.1	XP_006404256.1
OG0007133	XP_006291423.2	XP_006404264.1
OG0007134	XP_006291469.2	XP_006404285.1, XP_024013737.1
OG0007135	XP_006291383.1	XP_006404314.1
OG0007136	XP_006292170.1	XP_006404319.1
OG0007137	XP_006291708.1	XP_006398495.1
OG0007138	XP_023638132.1	XP_006398516.1
OG0007139	XP_006286015.1	XP_006412825.1
OG0007140	XP_006291072.1	XP_006395859.1
OG0007141	XP_006290683.1	XP_006395804.1
OG0007142	XP_006295228.2	XP_006410985.1
OG0007143	XP_006279629.1	XP_006398370.1
OG0007144	XP_023643765.1	XP_006390018.1
OG0007145	XP_006288204.1	XP_006400314.1
OG0007146	XP_006286395.1	XP_006400307.1
OG0007147	XP_006286597.1	XP_024012049.1
OG0007148	XP_023636878.1	XP_024012144.1
OG0007149	XP_006290189.1	XP_006400258.1
OG0007150	XP_006288645.1	XP_006400251.1
OG0007151	XP_006287246.1	XP_006400236.1
OG0007152	XP_006286654.1	XP_006400219.1
OG0007153	XP_006288141.1	XP_006400198.1
OG0007154	XP_006287270.1	XP_006400197.1
OG0007155	XP_006288060.1	XP_006400192.1
OG0007156	XP_006289384.1	XP_006400184.1
OG0007157	XP_006288145.1	XP_006400167.1
OG0007158	XP_023636472.1, XP_023643809.1	XP_024011914.1
OG0007159	XP_006294200.1	XP_006410820.1
OG0007160	XP_023637264.1	XP_006400107.1
OG0007161	XP_006293389.1, XP_006288753.1	XP_006400097.1
OG0007162	XP_023636219.1	XP_006400074.1
OG0007163	XP_023636222.1	XP_006400073.1
OG0007164	XP_006288945.1	XP_006400040.1
OG0007165	XP_023637570.1	XP_024012455.1
OG0007166	XP_006286932.1	XP_006400016.1
OG0007167	XP_006287415.1	XP_006400015.1
OG0007168	XP_006286392.1	XP_006400010.1
OG0007169	XP_006288419.1	XP_006399997.1
OG0007170	XP_006288682.1	XP_006399992.1
OG0007172	XP_006289408.1	XP_006397031.2
OG0007173	XP_006286546.1	XP_006399934.1
OG0007174	XP_006287122.1	XP_006399933.1
OG0007175	XP_006287113.1	XP_024011569.1
OG0007176	XP_006289000.1	XP_024012340.1
OG0007178	XP_006286842.1	XP_006399907.1
OG0007179	XP_006288429.2	XP_006399904.1
OG0007180	XP_006289410.1	XP_006399902.1
OG0007181	XP_023633385.1, XP_006287619.1	XP_024011156.1
OG0007182	XP_006287010.1	XP_006399898.1
OG0007183	XP_006287370.1	XP_024012581.1
OG0007184	XP_006288473.1	XP_024012126.1
OG0007185	XP_006289185.1	XP_006399868.1
OG0007186	XP_023636987.1	XP_006399860.1
OG0007187	XP_006286627.1	XP_006399859.1
OG0007188	XP_006281889.2	XP_024006846.1
OG0007189	XP_006288001.1	XP_006399851.1
OG0007190	XP_006289952.1	XP_006399846.1
OG0007191	XP_006288037.1	XP_006399844.1
OG0007192	XP_006286938.1	XP_006399830.1
OG0007193	XP_023637729.1	XP_006399821.1
OG0007194	XP_023638928.1	XP_024011160.1
OG0007195	XP_006286397.1	XP_006399794.1
OG0007196	XP_006287265.1	XP_006399788.1
OG0007197	XP_006288792.1	XP_006399756.1
OG0007198	XP_006287315.1	XP_006399729.1
OG0007199	XP_023636307.1	XP_006399721.1
OG0007200	XP_006289173.1	XP_006399711.1
OG0007201	XP_023638995.1	XP_024006854.1
OG0007202	XP_006288828.1	XP_024012181.1
OG0007203	XP_006288237.1	XP_006399654.1
OG0007204	XP_006289739.1	XP_006399649.1
OG0007205	XP_023633958.1	XP_006413459.1
OG0007206	XP_006288806.1	XP_006399636.1
OG0007208	XP_006289080.1	XP_024012375.1
OG0007209	XP_006281224.1	XP_006395210.1
OG0007210	XP_006289477.1	XP_006399547.1
OG0007211	XP_006286402.1	XP_006399525.1
OG0007212	XP_006288625.1	XP_024011738.1
OG0007213	XP_006288804.2	XP_006399503.1
OG0007214	XP_023636208.1	XP_006399495.1
OG0007215	XP_006288046.1	XP_024011813.1
OG0007216	XP_006289683.1	XP_006399435.1
OG0007217	XP_006288927.1	XP_024011520.1
OG0007218	XP_023637235.1	XP_024011656.1
OG0007219	XP_023635989.1	XP_006399355.1
OG0007220	XP_006288561.1	XP_024012628.1
OG0007221	XP_006287925.1	XP_006399303.1
OG0007222	XP_023636353.1	XP_006399301.1
OG0007223	XP_006289808.1	XP_006399273.1
OG0007224	XP_006287436.1	XP_024010153.1
OG0007225	XP_006286760.1	XP_006396534.1
OG0007226	XP_006287030.2	XP_006396535.1
OG0007227	XP_006288367.1	XP_006396551.1
OG0007228	XP_006284729.1	XP_006413350.1
OG0007229	XP_006283812.1	XP_006413375.1
OG0007230	XP_023635579.1	XP_024004475.1, XP_024004464.1
OG0007231	XP_006293818.1	XP_006397367.1
OG0007232	XP_023640225.1	XP_006408602.2
OG0007233	XP_006294834.2	XP_006408647.1
OG0007234	XP_006294532.1	XP_024016083.1, XP_006408702.1
OG0007235	XP_023640674.1	XP_024016067.1
OG0007236	XP_006294358.1	XP_006409774.2
OG0007237	XP_006295271.1	XP_006409781.1
OG0007238	XP_006295762.1	XP_024016769.1
OG0007239	XP_006294505.2	XP_006409855.1
OG0007240	XP_006295257.1	XP_006409866.1
OG0007241	XP_006296187.1	XP_006409871.1
OG0007242	XP_006295654.1	XP_006409891.1
OG0007243	XP_006294186.1	XP_006409919.1
OG0007244	XP_006294561.1	XP_024003738.1
OG0007245	XP_006295222.1	XP_006409943.1
OG0007246	XP_006296014.2	XP_006409944.2
OG0007247	XP_006294390.1	XP_006410025.1
OG0007248	XP_006293938.1	XP_006410030.1
OG0007249	XP_006294159.1	XP_006410055.2
OG0007250	XP_006296397.1	XP_006410062.1
OG0007251	XP_006286633.1	XP_006400762.2
OG0007252	XP_006295663.1	XP_006410118.1
OG0007253	XP_023639373.1	XP_024004097.1
OG0007254	XP_006293862.1	XP_006410215.1
OG0007255	XP_006293717.1	XP_006410217.1
OG0007256	XP_023640914.1	XP_006410239.1
OG0007257	XP_006296307.1	XP_006410272.1
OG0007258	XP_023640657.1	XP_006410282.1
OG0007259	XP_006296107.1	XP_006410339.1
OG0007260	XP_006296077.2	XP_006410379.1
OG0007261	XP_023640688.1	XP_024004109.1
OG0007262	XP_006295126.1	XP_006410361.1
OG0007263	XP_023639632.1	XP_006410398.2
OG0007265	XP_006293722.2	XP_006410428.1
OG0007266	XP_023640946.1	XP_006410431.1
OG0007267	XP_023640272.1	XP_006410435.1
OG0007268	XP_006293609.1	XP_006410449.1
OG0007269	XP_006293864.1	XP_006410475.1
OG0007270	XP_023640589.1	XP_024003828.1
OG0007271	XP_006280646.2	XP_006403165.2
OG0007272	XP_006279640.1	XP_006403130.1
OG0007273	XP_006285766.1	XP_006413330.1
OG0007274	XP_006283834.1	XP_006413318.1
OG0007275	XP_006283622.1	XP_006413287.1
OG0007276	XP_006284146.1	XP_006413279.1
OG0007277	XP_006303444.2	XP_006393595.1
OG0007278	XP_006304043.2	XP_006393603.1
OG0007279	XP_006304997.2	XP_006393635.1
OG0007280	XP_023644988.1	XP_006393613.1
OG0007281	XP_006307222.1	XP_006393611.1
OG0007282	XP_023633097.1	XP_024009161.1
OG0007283	XP_006304864.2	XP_024008692.1
OG0007284	XP_023644745.1	XP_006415696.1
OG0007285	XP_006304607.1	XP_024009152.1
OG0007286	XP_006307426.2, XP_023640936.1	XP_024008416.1
OG0007287	XP_023645783.1	XP_006415611.2
OG0007288	XP_006307623.1	XP_006415609.1
OG0007289	XP_023645588.1	XP_006415600.1
OG0007290	XP_023645719.1	XP_006415589.1
OG0007292	XP_006305258.1	XP_006415520.1
OG0007293	XP_006306777.1	XP_006415498.1
OG0007294	XP_023644924.1	XP_006415488.1
OG0007295	XP_006306879.1	XP_006415483.1
OG0007296	XP_006306671.2	XP_006415472.1
OG0007297	XP_006306764.1	XP_006415465.2
OG0007299	XP_006307230.1	XP_006415426.1
OG0007300	XP_006303512.1	XP_006415398.1
OG0007301	XP_006303442.1	XP_006415397.1
OG0007302	XP_006303652.1	XP_006415378.1
OG0007303	XP_006305838.2, XP_006306664.1	XP_006415349.1
OG0007304	XP_006305056.1	XP_006415336.1
OG0007305	XP_023645562.1	XP_006415321.1
OG0007306	XP_023632928.1	XP_006410713.2
OG0007307	XP_006303981.1	XP_006415249.1
OG0007308	XP_006303176.1	XP_006415244.1
OG0007309	XP_006307698.1	XP_006415234.1
OG0007310	XP_006305496.1	XP_006415200.1
OG0007311	XP_006307023.1	XP_006415196.1
OG0007312	XP_006290253.1	XP_006395775.1
OG0007313	XP_006291795.1	XP_006395743.1
OG0007314	XP_023637839.1	XP_006395741.1
OG0007315	XP_006291078.1	XP_006395734.1
OG0007316	XP_006290926.1	XP_006395712.1
OG0007317	XP_006280348.1	XP_006393866.1
OG0007318	XP_006280438.2	XP_024007489.1
OG0007319	XP_006280866.1	XP_006393932.1
OG0007320	XP_023636839.1	XP_006393935.1
OG0007321	XP_006284345.1	XP_006412979.1
OG0007322	XP_023644482.1	XP_006393947.1
OG0007323	XP_006279944.1	XP_006393988.1
OG0007324	XP_006280337.2	XP_006393997.1
OG0007325	XP_006279483.1	XP_006393998.1
OG0007326	XP_023645010.1	XP_006394027.1
OG0007327	XP_006282319.1	XP_006394045.1
OG0007328	XP_006280072.1	XP_006394051.1
OG0007329	XP_006280422.2	XP_006394079.2
OG0007330	XP_006280757.1	XP_006394109.1
OG0007331	XP_006281667.1	XP_006394112.1
OG0007332	XP_006280921.1	XP_006394126.1
OG0007333	XP_006282086.1	XP_024006793.1
OG0007335	XP_006279853.1	XP_006410843.1, XP_006394153.1
OG0007336	XP_006279847.1	XP_006394154.1
OG0007337	XP_006279993.1	XP_006394158.1
OG0007338	XP_023637322.1	XP_006394163.1
OG0007339	XP_006281329.1	XP_006394196.1
OG0007340	XP_006281488.1	XP_006394215.1
OG0007341	XP_006279637.1	XP_006394218.2
OG0007342	XP_006282266.1	XP_006394230.1
OG0007343	XP_006279958.2	XP_006394238.1
OG0007344	XP_006280952.1	XP_006394242.1
OG0007345	XP_006280553.1	XP_024007142.1
OG0007346	XP_006280654.1	XP_006394307.1
OG0007347	XP_006281376.1	XP_024004573.1
OG0007348	XP_006281149.1	XP_006394311.1
OG0007349	XP_006282142.1	XP_006394316.1
OG0007350	XP_006280949.1	XP_006394352.1
OG0007351	XP_006281035.2	XP_024006786.1
OG0007352	XP_006280864.1	XP_006394394.1
OG0007353	XP_006280610.1	XP_006394414.1
OG0007354	XP_023635731.1	XP_006394448.1
OG0007355	XP_006284542.1	XP_006414851.1
OG0007356	XP_006281764.1	XP_006394482.1
OG0007357	XP_006281687.2	XP_006394489.2
OG0007358	XP_006280030.1	XP_024006739.1
OG0007360	XP_006280822.1	XP_006394517.2
OG0007361	XP_023637329.1	XP_024007325.1
OG0007362	XP_023633535.1	XP_024007600.1
OG0007363	XP_006280281.2	XP_006394554.1
OG0007364	XP_006288391.1	XP_006394578.1
OG0007365	XP_006288359.1	XP_006394623.1
OG0007366	XP_006286557.1	XP_006394632.1
OG0007367	XP_006288585.1	XP_024007451.1
OG0007368	XP_023635927.1	XP_006394652.2
OG0007369	XP_006289001.1	XP_006394674.1
OG0007370	XP_006288613.1	XP_006394680.1
OG0007371	XP_006288072.1	XP_006394691.1
OG0007372	XP_006287394.1	XP_006394703.1
OG0007374	XP_023637708.1	XP_006394718.1
OG0007375	XP_023637707.1	XP_006394719.1
OG0007376	XP_023635958.1	XP_006394722.1
OG0007377	XP_006287981.1, XP_006289494.1	XP_006394753.1
OG0007378	XP_006288628.1	XP_006394755.1
OG0007379	XP_006288745.1	XP_006394754.1
OG0007380	XP_006287080.1	XP_006394788.1, XP_024007411.1
OG0007381	XP_006288767.1	XP_006394802.1
OG0007382	XP_006286384.1	XP_006394806.1
OG0007383	XP_006288826.1	XP_006394825.1
OG0007384	XP_023635832.1	XP_006400499.1
OG0007385	XP_006287675.2	XP_006400492.1
OG0007386	XP_006288189.1	XP_006400530.1
OG0007387	XP_006287100.1	XP_024011773.1
OG0007388	XP_006289267.1	XP_006400539.1
OG0007389	XP_006289190.1	XP_024011437.1
OG0007390	XP_006289623.2	XP_024011438.1
OG0007391	XP_006288554.1	XP_006400558.1
OG0007392	XP_006290058.1	XP_006400577.1
OG0007393	XP_006288232.2	XP_006400582.1
OG0007394	XP_023637303.1	XP_006400615.1
OG0007395	XP_006288672.1	XP_024011494.1
OG0007396	XP_006288695.1	XP_024011495.1
OG0007397	XP_023636170.1	XP_006400662.1
OG0007398	XP_006286896.1	XP_006400668.1
OG0007399	XP_006286832.1	XP_006400686.1
OG0007400	XP_006288462.1	XP_006400699.1
OG0007401	XP_006287376.1	XP_006400704.1
OG0007402	XP_023636153.1	XP_006400751.1
OG0007403	XP_006290167.1	XP_024005716.1
OG0007404	XP_006289692.1	XP_006400779.1
OG0007405	XP_006287779.1	XP_006400783.1
OG0007406	XP_023637354.1	XP_006400803.1
OG0007407	XP_006280175.2	XP_024011517.1
OG0007408	XP_023639542.1	XP_024011577.1
OG0007409	XP_006281551.1	XP_006400840.1
OG0007410	XP_023644589.1	XP_006393417.1
OG0007411	XP_006281434.2	XP_006400886.1
OG0007412	XP_006282172.1	XP_006401932.1
OG0007413	XP_006280933.2	XP_006400892.1
OG0007414	XP_006280985.1	XP_006400895.1
OG0007415	XP_023640944.1	XP_006410663.1
OG0007416	XP_023640880.1	XP_006400926.1
OG0007417	XP_006282087.1	XP_006400972.1
OG0007419	XP_006279627.1	XP_006401003.1
OG0007420	XP_023645705.1	XP_006401014.1
OG0007421	XP_006280320.1	XP_006401031.2
OG0007422	XP_006280863.1	XP_006401043.1
OG0007423	XP_006281118.1	XP_006401051.1
OG0007424	XP_006279957.1	XP_006401073.1
OG0007425	XP_006281173.1	XP_006401075.1
OG0007426	XP_006284632.1	XP_006401078.1
OG0007427	XP_006282219.1	XP_006401139.1
OG0007428	XP_006281381.1	XP_006401159.1
OG0007429	XP_006280408.2	XP_006401163.1
OG0007430	XP_006279741.1	XP_006401166.1
OG0007431	XP_006280689.1	XP_006401182.1
OG0007432	XP_006281929.1	XP_006401206.1
OG0007433	XP_006282100.1	XP_006402075.1
OG0007434	XP_006280349.1	XP_006401256.1
OG0007435	XP_006280298.1	XP_006401252.1
OG0007436	XP_023635075.1	XP_006401244.1
OG0007437	XP_006280860.1	XP_024012697.1
OG0007438	XP_023645056.1	XP_024012563.1
OG0007439	XP_006279916.1	XP_006401272.2
OG0007440	XP_006279626.1	XP_006401311.1
OG0007441	XP_023637306.1	XP_006401366.1
OG0007442	XP_006281519.1	XP_006401377.1
OG0007443	XP_006281106.1	XP_006401398.1
OG0007444	XP_006285528.1	XP_006412929.1
OG0007445	XP_006282268.1	XP_006401435.1
OG0007446	XP_023633407.1	XP_024011188.1
OG0007447	XP_006279592.2	XP_006401500.1
OG0007448	XP_023640493.1	XP_006401508.1
OG0007449	XP_006292916.1	XP_006404125.1
OG0007451	XP_006291034.1	XP_006404219.1
OG0007452	XP_006280953.1	XP_006401626.1
OG0007453	XP_023641170.1	XP_006401592.1
OG0007454	XP_023645845.1	XP_024011912.1
OG0007455	XP_006287533.1	XP_006396437.1
OG0007456	XP_006288215.1	XP_006396441.1
OG0007457	XP_006288678.1	XP_006396485.1
OG0007458	XP_006287974.1	XP_006396503.1, XP_024016624.1
OG0007459	XP_006288596.1, XP_006286566.1	XP_006399228.1
OG0007460	XP_023636279.1	XP_006399212.2
OG0007461	XP_006287883.1	XP_006399207.1
OG0007462	XP_006287717.1	XP_006399181.1
OG0007463	XP_006287297.1	XP_006399144.1
OG0007464	XP_006290100.1	XP_006399122.1
OG0007465	XP_006290093.1	XP_006399120.1
OG0007466	XP_006288643.1	XP_006399100.1
OG0007467	XP_006288654.1	XP_006399044.1
OG0007468	XP_006287622.1	XP_006399022.1
OG0007469	XP_006286489.1	XP_006398986.1
OG0007470	XP_006287970.1	XP_006398983.1
OG0007471	XP_006288265.2	XP_006398934.1
OG0007472	XP_006286481.1	XP_024011657.1
OG0007473	XP_006287516.1	XP_024011775.1
OG0007474	XP_006286833.1	XP_006398874.1
OG0007475	XP_006296622.1	XP_006407598.1
OG0007476	XP_006289149.1	XP_006398850.1
OG0007477	XP_006289547.1	XP_024009640.1, XP_006398842.1
OG0007478	XP_006289785.1	XP_024011570.1
OG0007479	XP_023636453.1	XP_006398790.1
OG0007480	XP_006290989.1	XP_006402113.1
OG0007482	XP_006287667.1	XP_006398765.1
OG0007483	XP_006287634.1	XP_006398763.1
OG0007484	XP_006288605.1	XP_006398758.2
OG0007485	XP_006288341.2	XP_006398728.1
OG0007487	XP_023635850.1	XP_006398711.1
OG0007488	XP_006287552.1	XP_006398701.1
OG0007489	XP_023637182.1	XP_006398702.1
OG0007490	XP_023636751.1	XP_006398703.1
OG0007491	XP_023635974.1	XP_006398707.1
OG0007492	XP_006289002.1	XP_006398685.1
OG0007493	XP_006288058.1	XP_006398654.1
OG0007494	XP_006287256.1	XP_006398653.1
OG0007495	XP_006287534.1	XP_006398643.1
OG0007496	XP_006287885.1	XP_006398636.2
OG0007497	XP_006288271.1	XP_006398629.1
OG0007498	XP_006279345.1	XP_006398573.1
OG0007499	XP_006283644.2	XP_006405403.1
OG0007500	XP_006283718.1	XP_006405306.1
OG0007501	XP_006283614.2	XP_006405296.1
OG0007502	XP_006284002.1	XP_006405279.1
OG0007503	XP_006300949.1	XP_006389715.1
OG0007504	XP_006302052.2	XP_006389807.1
OG0007506	XP_006302240.1	XP_006389814.1, XP_006405081.2
OG0007507	XP_006300673.1	XP_006389822.1
OG0007508	XP_023643632.1	XP_006389831.1
OG0007509	XP_006300498.1	XP_006389853.1
OG0007510	XP_006300815.1	XP_024006710.1
OG0007511	XP_006298318.1	XP_006402248.1
OG0007512	XP_023643056.1	XP_006389902.1
OG0007513	XP_006302502.1	XP_006389921.1
OG0007514	XP_023644153.1	XP_006389925.1
OG0007515	XP_006301561.1	XP_024008051.1
OG0007516	XP_023643035.1	XP_006389930.1
OG0007517	XP_006301292.1	XP_006389932.1
OG0007518	XP_006302731.2	XP_024011267.1
OG0007519	XP_006302567.1	XP_006389963.1
OG0007520	XP_006301840.1	XP_006389964.1
OG0007522	XP_006302488.1	XP_006390000.1
OG0007523	XP_006302124.1	XP_006390019.1
OG0007524	XP_006302909.1	XP_006390031.1
OG0007525	XP_023643424.1	XP_024007482.1
OG0007526	XP_006301166.2	XP_006390055.1
OG0007527	XP_006300594.1	XP_006390073.1
OG0007528	XP_006302393.1	XP_006390087.1
OG0007529	XP_006302133.1	XP_006390109.1
OG0007530	XP_006300367.1	XP_006390115.1
OG0007531	XP_006302710.1	XP_006390119.1
OG0007532	XP_006301250.1	XP_006390125.1
OG0007533	XP_006302213.1	XP_006390146.1
OG0007534	XP_006301259.1	XP_006390158.1
OG0007535	XP_006301451.1	XP_006390218.1
OG0007536	XP_006302690.1	XP_006390241.1
OG0007537	XP_006301363.1	XP_006390243.1
OG0007538	XP_006291987.1, XP_006302754.1	XP_024008392.1
OG0007539	XP_006301599.1	XP_024010392.1
OG0007540	XP_006301887.1	XP_006390271.1
OG0007541	XP_006302134.1	XP_006390284.1
OG0007542	XP_006290511.1	XP_006395325.1
OG0007543	XP_006300630.1	XP_006390336.2
OG0007544	XP_006302529.1	XP_006390354.1
OG0007545	XP_006296985.1	XP_006409312.1
OG0007546	XP_006298646.1	XP_006409305.1
OG0007547	XP_006299646.1	XP_006409301.1
OG0007548	XP_006299902.1	XP_006409248.1
OG0007549	XP_006291765.1	XP_006404087.1
OG0007550	XP_006291812.1	XP_006404088.1
OG0007551	XP_006293131.1	XP_006404093.1
OG0007552	XP_006281306.1	XP_006401558.1
OG0007553	XP_006280901.1	XP_006401561.1
OG0007554	XP_006291760.1	XP_006404356.1
OG0007555	XP_006306665.1	XP_006392561.2
OG0007556	XP_006305348.1	XP_006392597.1
OG0007557	XP_023638260.1	XP_006398501.1
OG0007558	XP_006307597.2	XP_006392662.1
OG0007559	XP_006305837.1	XP_006392675.1
OG0007560	XP_006304226.1	XP_006392680.1
OG0007561	XP_006307069.2	XP_006392709.1
OG0007562	XP_006303363.2	XP_006392739.1
OG0007563	XP_006304315.1	XP_006392791.1
OG0007564	XP_006306910.1	XP_006392803.1
OG0007565	XP_006307191.1	XP_006392838.1
OG0007566	XP_006294872.1	XP_006410779.1
OG0007567	XP_006296104.1	XP_006410798.1
OG0007568	XP_023639835.1	XP_006410804.1
OG0007569	XP_006290826.1	XP_006419077.1
OG0007570	XP_006290745.1, XP_006279395.2	XP_006419120.1
OG0007571	XP_023641416.1	XP_006402165.1
OG0007572	XP_023634813.1	XP_006402114.1
OG0007573	XP_006279561.1	XP_006401764.1, XP_024009650.1
OG0007574	XP_006279485.1	XP_006401750.1
OG0007575	XP_023635118.1	XP_006401748.1
OG0007576	XP_006280090.1	XP_006401742.1
OG0007577	XP_006280044.1	XP_006402220.1
OG0007578	XP_006280184.1	XP_006402127.1
OG0007579	XP_006280367.1	XP_006397414.1
OG0007580	XP_006306789.2, XP_006282564.1	XP_006403088.1
OG0007581	XP_006284506.2	XP_006395958.1
OG0007582	XP_006282600.2	XP_024005034.1
OG0007583	XP_006284212.1	XP_006414963.1
OG0007584	XP_006284538.2	XP_006414949.1
OG0007585	XP_006283246.1	XP_006414920.1
OG0007586	XP_006283302.1	XP_006414898.2
OG0007587	XP_006283531.2	XP_006414863.2
OG0007588	XP_006282443.1	XP_006414737.1
OG0007589	XP_006283701.1	XP_006414736.1
OG0007590	XP_006285669.2	XP_024005091.1, XP_006410619.1
OG0007591	XP_023634954.1	XP_024005187.1
OG0007592	XP_006282514.1	XP_024016513.1, XP_006414644.1
OG0007593	XP_006285217.1	XP_006414635.1
OG0007594	XP_006285268.1, XP_006279096.1	XP_006414565.1
OG0007595	XP_023635013.1	XP_006414556.1
OG0007598	XP_006300826.1	XP_006390602.1
OG0007599	XP_006303029.1	XP_006390592.1
OG0007600	XP_006302810.1	XP_024007146.1
OG0007601	XP_006301097.1	XP_006390565.1
OG0007602	XP_006302251.1	XP_006390506.1
OG0007603	XP_006300550.2	XP_024008509.1
OG0007604	XP_006301143.1	XP_006390420.1
OG0007605	XP_006302897.1	XP_006390414.1
OG0007606	XP_006302742.2	XP_006390394.1
OG0007607	XP_006302328.1	XP_006391130.1
OG0007608	XP_006283639.1	XP_006402043.1
OG0007610	XP_006302571.1	XP_006391066.1
OG0007611	XP_023633694.1	XP_024005894.1
OG0007612	XP_006282820.1	XP_024010080.1, XP_006412944.1
OG0007613	XP_023635659.1	XP_006412933.1
OG0007614	XP_006285300.1	XP_006412918.1
OG0007615	XP_006283327.1	XP_006412863.2
OG0007616	XP_023645995.1, XP_023640900.1	XP_006403563.1
OG0007617	XP_006291140.2	XP_024007066.1
OG0007619	XP_006300873.2	XP_006391734.1
OG0007620	XP_006301318.1	XP_006391689.1
OG0007621	XP_006282843.1	XP_024014575.1
OG0007622	XP_006284753.1	XP_024014606.1
OG0007623	XP_023638261.1	XP_006395284.1
OG0007625	XP_006281215.2	XP_006395065.1
OG0007626	XP_006290601.1	XP_006395464.1
OG0007627	XP_006290382.1	XP_006395478.1
OG0007628	XP_006293066.1	XP_006395520.1
OG0007629	XP_006292029.1	XP_006395528.1
OG0007630	XP_023638373.1	XP_006395531.1
OG0007631	XP_006290838.1	XP_006395561.1
OG0007632	XP_006292902.2	XP_006395580.1
OG0007633	XP_006281168.1	XP_006402032.1
OG0007634	XP_006301524.1	XP_006390945.1
