Orthogroup	Capsella_rubella	Alyssum_gmelinii
OG0006827	XP_006299310.1	Ag014G2162800
OG0006828	XP_006298942.2	Ag014G2168800, Ag027G3072300
OG0006829	XP_023641434.1	Ag027G3070600, Ag014G2170600
OG0006830	XP_006297241.1	Ag014G2173200, Ag027G3068300
OG0006831	XP_006298157.1	Ag027G3065600, Ag014G2175200
OG0006832	XP_006307232.1	Ag034G3777900, Ag026G3003100
OG0006833	XP_006283908.1	Ag061G5031400
OG0006834	XP_006286311.2	Ag061G5041900
OG0006835	XP_023637014.1	Ag061G5049600
OG0006836	XP_023635478.1	Ag061G5050600
OG0006837	XP_006296979.1, XP_006296927.1	Ag027G3005800, Ag064G5101200
OG0006838	XP_006299744.1	Ag027G3030600
OG0006840	XP_006300191.1	Ag027G3058200
OG0006841	XP_006284250.1	Ag068G5231100
OG0006842	XP_006285089.1	Ag068G5232200
OG0006843	XP_023643439.1	Ag036G4112700
OG0006844	XP_023638878.1, XP_006302711.1	Ag036G4113100
OG0006845	XP_006286901.1	Ag060G5003600, Ag060G5004400
OG0006846	XP_006287474.1	Ag060G5005300
OG0006847	XP_006287778.1	Ag060G5010200
OG0006848	XP_006286525.1	Ag060G5014300
OG0006849	XP_006280043.1	Ag043G4437600
OG0006850	XP_006287954.1	Ag043G4453600
OG0006851	XP_023636600.1	Ag043G4458100
OG0006852	XP_006291053.1	Ag017G2405400
OG0006853	XP_006292564.1	Ag017G2413200
OG0006854	XP_006291251.2	Ag017G2414900
OG0006855	XP_006291350.1	Ag017G2415900
OG0006856	XP_006292069.1	Ag017G2416100
OG0006857	XP_006297966.1	Ag017G2416300
OG0006858	XP_006292791.1	Ag017G2430200
OG0006859	XP_006290414.1	Ag017G2431800
OG0006860	XP_006290733.1	Ag017G2433700
OG0006861	XP_006291098.1	Ag017G2433900
OG0006862	XP_006305388.1	Ag034G3656100
OG0006863	XP_006307571.1	Ag034G3656600
OG0006864	XP_023645957.1	Ag034G3659100
OG0006865	XP_006305651.1	Ag034G3663300
OG0006866	XP_006307364.1	Ag034G3667000
OG0006867	XP_006305482.1	Ag034G3668800
OG0006868	XP_006304742.1, XP_006279280.2	Ag034G3675600
OG0006869	XP_006307347.1	Ag034G3676100
OG0006870	XP_006307040.1	Ag034G3677500
OG0006871	XP_006305751.2	Ag034G3690900
OG0006872	XP_006306530.1	Ag034G3696400
OG0006873	XP_006299551.1	Ag034G3697700
OG0006874	XP_006304991.2	Ag034G3700200
OG0006875	XP_023645916.1	Ag034G3701700
OG0006876	XP_006305438.1	Ag034G3703100
OG0006877	XP_006292041.1	Ag034G3705000
OG0006878	XP_023644965.1	Ag034G3705500
OG0006879	XP_006306927.1	Ag034G3707800
OG0006880	XP_006305430.2	Ag034G3711000
OG0006882	XP_006306294.1	Ag034G3723700
OG0006883	XP_006306469.1	Ag034G3723900
OG0006884	XP_023644927.1	Ag034G3728200
OG0006885	XP_006306182.1	Ag034G3729000
OG0006886	XP_006304582.1	Ag034G3731800
OG0006887	XP_006306669.1	Ag034G3732900
OG0006888	XP_006306409.1	Ag034G3733200
OG0006889	XP_006285371.1	Ag034G3741100
OG0006890	XP_006303231.1	Ag034G3751400
OG0006891	XP_006307337.2	Ag034G3753300
OG0006892	XP_006305247.1	Ag034G3754200
OG0006893	XP_006305148.1	Ag034G3755400
OG0006894	XP_006304289.1	Ag034G3756900
OG0006895	XP_023644669.1	Ag034G3760700
OG0006896	XP_006306754.2	Ag034G3762000
OG0006897	XP_023644972.1, XP_023644973.1	Ag034G3762900
OG0006898	XP_006303256.1	Ag034G3764600
OG0006899	XP_006305687.1	Ag034G3768800
OG0006900	XP_006305720.1	Ag034G3776200
OG0006901	XP_006307275.1	Ag034G3779900
OG0006902	XP_006304245.1	Ag034G3782300
OG0006903	XP_006302693.1	Ag034G3787800
OG0006904	XP_023644774.1	Ag034G3789200
OG0006905	XP_006304259.1	Ag034G3794700
OG0006906	XP_006303554.1	Ag034G3798700
OG0006907	XP_006307556.1	Ag034G3801300
OG0006908	XP_006304047.1	Ag034G3801600
OG0006909	XP_006305358.1	Ag034G3801900, Ag034G3802000, Ag034G3802100
OG0006910	XP_006307247.1	Ag034G3803200
OG0006911	XP_006304884.2	Ag034G3804000
OG0006912	XP_006307273.1	Ag034G3810000
OG0006913	XP_006306217.1	Ag034G3811200
OG0006914	XP_006304774.1	Ag034G3813400
OG0006915	XP_006304957.1	Ag034G3813600, Ag034G3813700
OG0006916	XP_006307075.1	Ag034G3819900
OG0006917	XP_006305002.1	Ag034G3821500
OG0006918	XP_006305499.1	Ag034G3823200
OG0006919	XP_006286453.1	Ag019G2539500, Ag034G3825700, Ag019G2513800, Ag034G4018400, Ag034G4018100
OG0006920	XP_023633148.1	Ag034G3827200
OG0006921	XP_006306102.1	Ag034G3834800
OG0006922	XP_006303934.1	Ag034G3835400
OG0006923	XP_006307257.1	Ag034G3847500
OG0006924	XP_006307639.1	Ag034G3851100
OG0006925	XP_006306963.1	Ag034G3851300
OG0006926	XP_006303969.1	Ag034G3853400
OG0006927	XP_006307552.1	Ag034G3862400
OG0006928	XP_006307428.1	Ag034G3866200
OG0006929	XP_006306626.1	Ag034G3871300
OG0006930	XP_006307707.2	Ag034G3871400
OG0006931	XP_006303368.1	Ag034G3879100
OG0006932	XP_006305733.1	Ag034G3881000
OG0006933	XP_006305625.1	Ag034G3882700
OG0006934	XP_006304045.2	Ag034G3883600
OG0006935	XP_006306593.1	Ag034G3890000
OG0006936	XP_006303285.1	Ag034G3891300
OG0006937	XP_006306900.2	Ag034G3896800
OG0006938	XP_006307669.1	Ag034G3898900
OG0006939	XP_023638072.1, XP_023638724.1	Ag034G3905300
OG0006940	XP_006305740.1	Ag034G3907400
OG0006941	XP_006307037.2	Ag034G3908100
OG0006942	XP_006305593.1	Ag034G3915300
OG0006943	XP_006305861.1	Ag034G3920500
OG0006944	XP_006304112.1	Ag034G3928300
OG0006945	XP_006304882.1	Ag034G3929100
OG0006946	XP_006304496.1	Ag034G3932200, Ag034G3932300
OG0006947	XP_006306770.1	Ag034G3933000
OG0006948	XP_006306902.1	Ag034G3933500
OG0006949	XP_006303242.1	Ag034G3935100
OG0006950	XP_006305456.1	Ag034G3942700
OG0006951	XP_006291271.1	Ag034G3944700
OG0006952	XP_023632786.1	Ag034G3948000
OG0006953	XP_006304758.1	Ag034G3955300
OG0006954	XP_006306645.1	Ag034G3961000
OG0006955	XP_006304325.1	Ag034G3964500
OG0006956	XP_006306267.1	Ag034G3964900
OG0006957	XP_006304433.1	Ag034G3976300, Ag034G3976500, Ag034G3976600
OG0006958	XP_006306495.1	Ag034G3984700
OG0006959	XP_023645538.1	Ag034G3988700
OG0006960	XP_006305382.1	Ag034G3990300
OG0006961	XP_006305547.1	Ag034G3995300
OG0006962	XP_006307400.1	Ag034G4002000
OG0006963	XP_006307452.1	Ag034G4003800
OG0006964	XP_006304209.1	Ag034G4010800
OG0006965	XP_006307634.1	Ag034G4011100
OG0006966	XP_006303331.1	Ag034G4011500
OG0006967	XP_023632744.1	Ag034G4014200
OG0006968	XP_006279912.1	Ag034G4015500, Ag025G2927700
OG0006969	XP_006285415.1	Ag034G4027000
OG0006970	XP_006302855.1	Ag034G4041500
OG0006971	XP_023642977.1, XP_006301610.2	Ag034G4047300
OG0006972	XP_023632730.1, XP_006300583.1	Ag034G4052400
OG0006973	XP_006303019.1	Ag034G4073000
OG0006974	XP_006283265.1	Ag052G4849400
OG0006975	XP_023634790.1	Ag052G4850500
OG0006976	XP_006299270.2, XP_006299582.1	Ag002G0154000, Ag011G1176400
OG0006977	XP_006300849.1	Ag002G0158000
OG0006978	XP_006301753.1	Ag002G0161600, Ag002G0162100
OG0006979	XP_006301856.1	Ag002G0180600
OG0006981	XP_006300468.1	Ag002G0198200
OG0006982	XP_006302586.1	Ag002G0202400
OG0006983	XP_006305784.1	Ag010G0984300, Ag002G0214000
OG0006984	XP_023643862.1	Ag002G0217900
OG0006985	XP_006302267.1, XP_023643182.1	Ag002G0219700
OG0006986	XP_023643805.1	Ag002G0256200
OG0006987	XP_006300405.1	Ag024G2863300
OG0006988	XP_006300425.1	Ag024G2867900
OG0006989	XP_006302733.1	Ag024G2898400
OG0006990	XP_006282859.1	Ag024G2898500, Ag024G2898600
OG0006991	XP_006282042.1	Ag016G2294300
OG0006992	XP_006281627.1	Ag016G2298900
OG0006993	XP_006282214.1	Ag016G2309200
OG0006994	XP_006281644.1	Ag016G2332400
OG0006995	XP_006282223.1	Ag016G2333400
OG0006996	XP_023637083.1	Ag016G2335200
OG0006997	XP_006281837.1	Ag016G2345300
OG0006998	XP_006287564.1	Ag016G2376200
OG0006999	XP_006284173.1	Ag065G5121900
OG0007000	XP_006284462.1	Ag065G5123600
OG0007001	XP_006306405.1	Ag025G2921500
OG0007002	XP_006303468.1	Ag025G2926000
OG0007003	XP_023642833.1	Ag072G5252000
OG0007004	XP_006300328.1	Ag072G5253100
OG0007005	XP_006300491.1	Ag072G5255300
OG0007006	XP_023634407.1	Ag011G1029100
OG0007007	XP_006283456.1	Ag011G1035500
OG0007008	XP_006285580.1	Ag011G1041200
OG0007009	XP_006282536.1	Ag011G1046000
OG0007010	XP_006284053.2	Ag011G1046200
OG0007011	XP_006284157.1	Ag011G1063900
OG0007012	XP_006284261.1	Ag011G1071000
OG0007013	XP_023634614.1	Ag011G1075100
OG0007014	XP_006286073.1	Ag011G1078900
OG0007015	XP_006283961.1	Ag011G1082200
OG0007016	XP_006282585.2	Ag011G1091100
OG0007017	XP_006284152.1	Ag011G1094200
OG0007018	XP_023634546.1	Ag011G1094300
OG0007020	XP_006283732.1	Ag011G1110500, Ag011G1108400, Ag011G1108500
OG0007021	XP_023635449.1	Ag011G1116000
OG0007022	XP_006284101.1	Ag011G1118900
OG0007023	XP_006282468.1	Ag011G1122700
OG0007025	XP_006286414.1, XP_006283890.1	Ag011G1140100
OG0007027	XP_006284274.1	Ag011G1143500
OG0007028	XP_006283418.1	Ag011G1146000
OG0007029	XP_006282478.1	Ag011G1146600
OG0007030	XP_006284292.2	Ag011G1148800
OG0007031	XP_006283157.1	Ag011G1168200
OG0007032	XP_006283357.1	Ag011G1168500
OG0007033	XP_006284395.2	Ag011G1171000
OG0007034	XP_023634921.1	Ag011G1177000
OG0007035	XP_006283989.1	Ag011G1177200
OG0007036	XP_006283764.1	Ag011G1182000
OG0007037	XP_006282817.1	Ag011G1183000
OG0007038	XP_006293522.1	Ag011G1185400, Ag011G1194400
OG0007039	XP_006293368.1	Ag011G1186000
OG0007040	XP_006286081.1	Ag011G1190800
OG0007041	XP_006284473.1	Ag011G1195200
OG0007042	XP_006284796.1	Ag011G1202700
OG0007043	XP_006300115.1	Ag011G1206900
OG0007044	XP_006284113.1	Ag011G1207400
OG0007045	XP_006283689.1	Ag011G1212700
OG0007046	XP_006283921.1	Ag011G1217500
OG0007047	XP_023633721.1	Ag011G1217800
OG0007048	XP_023634395.1	Ag011G1218800
OG0007049	XP_006283036.1	Ag011G1220900
OG0007050	XP_006284441.1	Ag011G1221300
OG0007051	XP_006282718.1	Ag011G1230900
OG0007052	XP_006283713.1	Ag011G1231600
OG0007053	XP_006284442.1	Ag011G1259200
OG0007054	XP_006285612.1	Ag011G1259800
OG0007055	XP_006282988.1	Ag011G1261900
OG0007056	XP_006285718.1	Ag011G1263000
OG0007057	XP_006285443.1	Ag011G1268000
OG0007058	XP_023634240.1	Ag011G1268700
OG0007059	XP_006286217.1	Ag011G1271300
OG0007060	XP_006297629.1	Ag064G5102500
OG0007061	XP_006297061.1	Ag064G5110500
OG0007062	XP_006301468.2	Ag018G2437700
OG0007063	XP_006302701.1	Ag018G2442100
OG0007064	XP_006301256.1	Ag018G2445600
OG0007065	XP_006304946.1	Ag018G2458100
OG0007066	XP_006306890.1	Ag018G2459100
OG0007067	XP_006307102.1	Ag018G2467800
OG0007068	XP_006294756.1	Ag019G2493200
OG0007069	XP_006287451.1	Ag019G2497600
OG0007070	XP_006288169.1	Ag019G2508200
OG0007071	XP_006288366.1	Ag019G2513100
OG0007073	XP_006289538.2	Ag019G2519500
OG0007074	XP_006286999.1	Ag019G2525300
OG0007075	XP_023636202.1	Ag019G2529400
OG0007076	XP_006288584.1	Ag019G2540600
OG0007077	XP_006288414.1	Ag019G2545500
OG0007078	XP_006296024.1, XP_006296064.2	Ag019G2549300
OG0007079	XP_023633237.1	Ag010G0983600
OG0007080	XP_006283057.1	Ag010G1001400
OG0007081	XP_006282662.2	Ag010G1022700
OG0007128	XP_006292742.2	Ag031G3171700, Ag033G3499500, Ag093G5459800, Ag019G2508800
OG0007129	XP_006285853.1	Ag025G2910700, Ag033G3502800, Ag093G5462500, Ag093G5462300, Ag025G2910800
OG0007130	XP_006280648.1	Ag055G4912200
OG0007131	XP_006281023.1	Ag004G0470800, Ag014G2120300, Ag055G4917600
OG0007132	XP_006291232.1	Ag055G4918600
OG0007133	XP_006291423.2	Ag055G4919700
OG0007134	XP_006291469.2	Ag055G4922600
OG0007135	XP_006291383.1	Ag055G4923800
OG0007136	XP_006292170.1	Ag055G4930300
OG0007137	XP_006291708.1	Ag035G4081200, Ag074G5267200
OG0007138	XP_023638132.1	Ag074G5268000, Ag035G4080400
OG0007139	XP_006286015.1	Ag035G4079400, Ag074G5269100
OG0007140	XP_006291072.1	Ag035G4075600, Ag074G5271200
OG0007141	XP_006290683.1	Ag074G5271500, Ag035G4074900
OG0007142	XP_006295228.2	Ag047G4543600, Ag039G4296000
OG0007143	XP_006279629.1	Ag047G4545600, Ag016G2309300
OG0007144	XP_023643765.1	Ag048G4618300, Ag047G4546100
OG0007145	XP_006288204.1	Ag013G1352400
OG0007146	XP_006286395.1	Ag013G1355800
OG0007147	XP_006286597.1	Ag013G1363700
OG0007148	XP_023636878.1	Ag013G1364400
OG0007149	XP_006290189.1	Ag013G1368800
OG0007150	XP_006288645.1	Ag013G1369500, Ag022G2780700
OG0007151	XP_006287246.1	Ag013G1374200
OG0007152	XP_006286654.1	Ag013G1378600
OG0007153	XP_006288141.1	Ag013G1383900
OG0007154	XP_006287270.1	Ag013G1384000
OG0007155	XP_006288060.1	Ag013G1386000
OG0007156	XP_006289384.1	Ag013G1387700
OG0007157	XP_006288145.1	Ag013G1392100
OG0007158	XP_023636472.1, XP_023643809.1	Ag013G1396400
OG0007159	XP_006294200.1	Ag054G4888500, Ag013G1403200
OG0007160	XP_023637264.1	Ag013G1404800
OG0007161	XP_006293389.1, XP_006288753.1	Ag013G1406100
OG0007162	XP_023636219.1	Ag013G1411500
OG0007163	XP_023636222.1	Ag013G1411600, Ag013G1411700
OG0007164	XP_006288945.1	Ag013G1419100
OG0007165	XP_023637570.1	Ag013G1424900
OG0007166	XP_006286932.1	Ag013G1427000
OG0007167	XP_006287415.1	Ag013G1427300
OG0007168	XP_006286392.1	Ag013G1429500
OG0007169	XP_006288419.1	Ag013G1433300
OG0007170	XP_006288682.1	Ag013G1435200
OG0007172	XP_006289408.1	Ag013G1442600, Ag014G1990400, Ag014G1903000
OG0007173	XP_006286546.1	Ag013G1449800
OG0007174	XP_006287122.1	Ag013G1449900
OG0007175	XP_006287113.1	Ag013G1450400
OG0007176	XP_006289000.1	Ag013G1452400
OG0007178	XP_006286842.1	Ag013G1453800
OG0007179	XP_006288429.2	Ag013G1454400
OG0007180	XP_006289410.1	Ag013G1454700
OG0007182	XP_006287010.1	Ag013G1455000, Ag023G2832900
OG0007183	XP_006287370.1	Ag013G1459700
OG0007184	XP_006288473.1	Ag013G1461500
OG0007185	XP_006289185.1	Ag013G1461600
OG0007186	XP_023636987.1	Ag013G1462800
OG0007187	XP_006286627.1	Ag013G1462900
OG0007188	XP_006281889.2	Ag013G1463000
OG0007189	XP_006288001.1	Ag013G1463900
OG0007190	XP_006289952.1	Ag013G1465600
OG0007191	XP_006288037.1	Ag013G1465700
OG0007192	XP_006286938.1	Ag013G1467200
OG0007193	XP_023637729.1	Ag013G1469300
OG0007194	XP_023638928.1	Ag003G0307800, Ag013G1475300
OG0007195	XP_006286397.1	Ag013G1478100
OG0007196	XP_006287265.1	Ag013G1479400
OG0007197	XP_006288792.1	Ag013G1486100
OG0007198	XP_006287315.1	Ag013G1489800
OG0007199	XP_023636307.1	Ag013G1490900
OG0007200	XP_006289173.1	Ag013G1492000
OG0007201	XP_023638995.1	Ag013G1497300
OG0007202	XP_006288828.1	Ag013G1497700
OG0007203	XP_006288237.1	Ag013G1502300
OG0007204	XP_006289739.1	Ag013G1502800
OG0007205	XP_023633958.1	Ag013G1503000
OG0007206	XP_006288806.1	Ag013G1505000
OG0007207	XP_006289898.1	Ag013G1519700
OG0007208	XP_006289080.1	Ag013G1522100
OG0007209	XP_006281224.1	Ag081G5399700, Ag013G1523500
OG0007210	XP_006289477.1	Ag013G1523800
OG0007211	XP_006286402.1	Ag013G1527500
OG0007212	XP_006288625.1	Ag013G1529600
OG0007213	XP_006288804.2	Ag013G1530300
OG0007214	XP_023636208.1	Ag013G1531600
OG0007215	XP_006288046.1	Ag013G1537500
OG0007216	XP_006289683.1	Ag013G1544100
OG0007217	XP_006288927.1	Ag013G1548000
OG0007218	XP_023637235.1	Ag013G1551000
OG0007219	XP_023635989.1	Ag013G1552700
OG0007220	XP_006288561.1	Ag013G1557100
OG0007221	XP_006287925.1	Ag013G1560000
OG0007222	XP_023636353.1	Ag013G1560300
OG0007223	XP_006289808.1	Ag013G1563300
OG0007224	XP_006287436.1	Ag013G1571500
OG0007225	XP_006286760.1	Ag013G1573600
OG0007226	XP_006287030.2	Ag013G1573700
OG0007227	XP_006288367.1	Ag013G1575100
OG0007228	XP_006284729.1	Ag013G1578700
OG0007229	XP_006283812.1	Ag013G1580500
OG0007230	XP_023635579.1	Ag013G1582600
OG0007231	XP_006293818.1	Ag013G1585600
OG0007232	XP_023640225.1	Ag013G1587800
OG0007233	XP_006294834.2	Ag013G1590300
OG0007234	XP_006294532.1	Ag013G1593100
OG0007235	XP_023640674.1	Ag013G1594000, Ag013G1593900
OG0007236	XP_006294358.1	Ag013G1595000
OG0007237	XP_006295271.1	Ag013G1597200
OG0007238	XP_006295762.1	Ag013G1599000
OG0007239	XP_006294505.2	Ag013G1604300
OG0007240	XP_006295257.1	Ag013G1605700
OG0007241	XP_006296187.1	Ag013G1606300
OG0007242	XP_006295654.1	Ag013G1608000
OG0007243	XP_006294186.1	Ag013G1611300
OG0007244	XP_006294561.1	Ag013G1611800
OG0007245	XP_006295222.1	Ag013G1613300
OG0007246	XP_006296014.2	Ag013G1613400
OG0007247	XP_006294390.1	Ag013G1622200
OG0007248	XP_006293938.1	Ag013G1622600
OG0007249	XP_006294159.1	Ag013G1625300
OG0007250	XP_006296397.1	Ag013G1625800
OG0007251	XP_006286633.1	Ag004G0597800, Ag013G1633200, Ag004G0597600
OG0007252	XP_006295663.1	Ag013G1634000, Ag013G1634100
OG0007253	XP_023639373.1	Ag013G1635900
OG0007254	XP_006293862.1	Ag013G1641300
OG0007255	XP_006293717.1	Ag013G1641400
OG0007256	XP_023640914.1	Ag013G1643000
OG0007257	XP_006296307.1	Ag013G1646600
OG0007258	XP_023640657.1	Ag013G1648000
OG0007259	XP_006296107.1	Ag013G1658100
OG0007260	XP_006296077.2	Ag013G1661800
OG0007261	XP_023640688.1	Ag013G1663300
OG0007262	XP_006295126.1	Ag013G1664600
OG0007263	XP_023639632.1	Ag013G1666900
OG0007265	XP_006293722.2	Ag013G1670100
OG0007266	XP_023640946.1	Ag013G1670400
OG0007268	XP_006293609.1	Ag013G1671600
OG0007269	XP_006293864.1	Ag013G1674800
OG0007270	XP_023640589.1	Ag013G1675100
OG0007271	XP_006280646.2	Ag013G1684500, Ag013G1684400
OG0007272	XP_006279640.1	Ag013G1688800
OG0007273	XP_006285766.1	Ag013G1693400
OG0007274	XP_006283834.1	Ag013G1694600
OG0007275	XP_006283622.1	Ag013G1699800
OG0007276	XP_006284146.1	Ag014G2161600, Ag013G1700500
OG0007277	XP_006303444.2	Ag013G1705900
OG0007278	XP_006304043.2	Ag013G1706200
OG0007279	XP_006304997.2	Ag013G1710300
OG0007280	XP_023644988.1	Ag013G1712000
OG0007281	XP_006307222.1	Ag013G1712100
OG0007282	XP_023633097.1	Ag013G1712700
OG0007283	XP_006304864.2	Ag013G1715200
OG0007284	XP_023644745.1	Ag013G1716700
OG0007285	XP_006304607.1	Ag013G1720600
OG0007286	XP_006307426.2, XP_023640936.1	Ag013G1722700
OG0007287	XP_023645783.1	Ag014G1949100, Ag013G1727300
OG0007288	XP_006307623.1	Ag013G1727500
OG0007289	XP_023645588.1	Ag013G1728400
OG0007290	XP_023645719.1	Ag013G1729600
OG0007291	XP_023632917.1	Ag013G1731700
OG0007292	XP_006305258.1	Ag013G1740800
OG0007293	XP_006306777.1	Ag013G1742600
OG0007294	XP_023644924.1	Ag013G1743100
OG0007295	XP_006306879.1	Ag013G1743900
OG0007296	XP_006306671.2	Ag013G1744900
OG0007297	XP_006306764.1	Ag013G1745500
OG0007298	XP_006306380.1	Ag015G2263200
OG0007299	XP_006307230.1	Ag013G1750100
OG0007300	XP_006303512.1	Ag013G1752600
OG0007301	XP_006303442.1	Ag013G1752700, Ag058G4991700
OG0007302	XP_006303652.1	Ag013G1753800
OG0007303	XP_006305838.2, XP_006306664.1	Ag013G1756600
OG0007304	XP_006305056.1	Ag013G1757500
OG0007305	XP_023645562.1	Ag013G1759200
OG0007306	XP_023632928.1	Ag013G1764700
OG0007307	XP_006303981.1	Ag013G1764900
OG0007308	XP_006303176.1	Ag013G1765200
OG0007309	XP_006307698.1	Ag013G1766400
OG0007310	XP_006305496.1	Ag013G1767900
OG0007311	XP_006307023.1	Ag013G1768300
OG0007312	XP_006290253.1	Ag062G5051500
OG0007313	XP_006291795.1	Ag062G5056800
OG0007314	XP_023637839.1	Ag062G5057400
OG0007315	XP_006291078.1	Ag062G5059300
OG0007316	XP_006290926.1	Ag062G5060700
OG0007317	XP_006280348.1	Ag004G0417300, Ag004G0417200
OG0007318	XP_006280438.2	Ag004G0423300
OG0007319	XP_006280866.1	Ag004G0424900
OG0007320	XP_023636839.1	Ag004G0425400
OG0007321	XP_006284345.1	Ag004G0425500
OG0007322	XP_023644482.1	Ag004G0426400
OG0007323	XP_006279944.1	Ag004G0431300
OG0007324	XP_006280337.2	Ag004G0432700, Ag002G0101600, Ag034G3875300
OG0007325	XP_006279483.1	Ag004G0432800, Ag004G0432900
OG0007326	XP_023645010.1	Ag004G0436000
OG0007327	XP_006282319.1	Ag004G0438700
OG0007328	XP_006280072.1	Ag004G0439600
OG0007329	XP_006280422.2	Ag004G0442300
OG0007330	XP_006280757.1	Ag004G0447500
OG0007331	XP_006281667.1	Ag004G0447700
OG0007332	XP_006280921.1	Ag004G0449500
OG0007333	XP_006282086.1	Ag004G0451300
OG0007335	XP_006279853.1	Ag004G0452800
OG0007336	XP_006279847.1	Ag004G0452900
OG0007337	XP_006279993.1	Ag004G0453700
OG0007338	XP_023637322.1	Ag004G0454300
OG0007339	XP_006281329.1	Ag004G0457100
OG0007340	XP_006281488.1	Ag004G0459200
OG0007341	XP_006279637.1	Ag004G0459400
OG0007342	XP_006282266.1	Ag003G0371300, Ag004G0460600
OG0007343	XP_006279958.2	Ag004G0461900
OG0007344	XP_006280952.1	Ag004G0462300
OG0007345	XP_006280553.1	Ag004G0472000
OG0007346	XP_006280654.1	Ag004G0472200
OG0007347	XP_006281376.1	Ag004G0472600
OG0007348	XP_006281149.1	Ag004G0472700
OG0007349	XP_006282142.1	Ag004G0473300
OG0007350	XP_006280949.1	Ag004G0478700
OG0007351	XP_006281035.2	Ag004G0483800
OG0007352	XP_006280864.1	Ag004G0483900
OG0007353	XP_006280610.1	Ag004G0486600
OG0007354	XP_023635731.1	Ag004G0490200
OG0007355	XP_006284542.1	Ag004G0491500
OG0007356	XP_006281764.1	Ag004G0495400
OG0007357	XP_006281687.2	Ag004G0496100
OG0007358	XP_006280030.1	Ag004G0496400
OG0007359	XP_023632559.1	Ag004G0496700
OG0007360	XP_006280822.1	Ag004G0499700
OG0007361	XP_023637329.1	Ag004G0504900
OG0007362	XP_023633535.1	Ag004G0506200
OG0007363	XP_006280281.2	Ag004G0506300
OG0007364	XP_006288391.1	Ag004G0510500
OG0007365	XP_006288359.1	Ag004G0517000, Ag022G2715200
OG0007366	XP_006286557.1	Ag004G0518200
OG0007367	XP_006288585.1	Ag004G0519200
OG0007368	XP_023635927.1	Ag004G0520900
OG0007369	XP_006289001.1	Ag004G0525600
OG0007370	XP_006288613.1	Ag004G0526500
OG0007371	XP_006288072.1	Ag004G0528100
OG0007372	XP_006287394.1	Ag004G0529700
OG0007374	XP_023637708.1	Ag004G0532900
OG0007375	XP_023637707.1	Ag004G0533000
OG0007376	XP_023635958.1	Ag004G0533400
OG0007377	XP_006287981.1, XP_006289494.1	Ag004G0537800
OG0007378	XP_006288628.1	Ag004G0538000
OG0007379	XP_006288745.1	Ag004G0538100
OG0007380	XP_006287080.1	Ag004G0542100
OG0007381	XP_006288767.1	Ag004G0545200
OG0007382	XP_006286384.1	Ag004G0545700
OG0007383	XP_006288826.1	Ag004G0547100
OG0007384	XP_023635832.1	Ag004G0553800
OG0007385	XP_006287675.2	Ag004G0554300
OG0007386	XP_006288189.1	Ag004G0556700
OG0007387	XP_006287100.1	Ag004G0556800
OG0007388	XP_006289267.1	Ag004G0557600
OG0007389	XP_006289190.1	Ag004G0558300
OG0007390	XP_006289623.2	Ag004G0558400
OG0007391	XP_006288554.1	Ag004G0560100
OG0007392	XP_006290058.1	Ag004G0563300
OG0007393	XP_006288232.2	Ag004G0564600
OG0007394	XP_023637303.1	Ag004G0570800
OG0007395	XP_006288672.1	Ag004G0574900
OG0007396	XP_006288695.1	Ag004G0579000
OG0007397	XP_023636170.1	Ag004G0579400
OG0007398	XP_006286896.1	Ag004G0580600
OG0007399	XP_006286832.1	Ag004G0583000
OG0007400	XP_006288462.1	Ag004G0584000
OG0007401	XP_006287376.1	Ag004G0585100
OG0007402	XP_023636153.1	Ag004G0595600
OG0007403	XP_006290167.1	Ag004G0597700
OG0007403	XP_006289732.1	Ag004G0597200
OG0007404	XP_006289692.1	Ag004G0600800
OG0007405	XP_006287779.1	Ag004G0601100
OG0007406	XP_023637354.1	Ag004G0608000
OG0007407	XP_006280175.2	Ag004G0610400
OG0007408	XP_023639542.1	Ag004G0612300
OG0007409	XP_006281551.1	Ag004G0615300
OG0007410	XP_023644589.1	Ag004G0626300, Ag025G2934700
OG0007411	XP_006281434.2	Ag004G0628500
OG0007412	XP_006282172.1	Ag051G4814700, Ag004G0628900
OG0007413	XP_006280933.2	Ag004G0629700
OG0007414	XP_006280985.1	Ag004G0630000
OG0007415	XP_023640944.1	Ag004G0630600
OG0007416	XP_023640880.1	Ag004G0636700
OG0007417	XP_006282087.1	Ag004G0644700
OG0007419	XP_006279627.1	Ag004G0652000
OG0007420	XP_023645705.1	Ag004G0653600
OG0007421	XP_006280320.1	Ag004G0657400
OG0007422	XP_006280863.1	Ag004G0659600
OG0007423	XP_006281118.1	Ag004G0661500
OG0007424	XP_006279957.1	Ag004G0665200
OG0007425	XP_006281173.1	Ag004G0665400
OG0007426	XP_006284632.1	Ag004G0665900
OG0007427	XP_006282219.1	Ag004G0672200
OG0007428	XP_006281381.1	Ag004G0678000
OG0007429	XP_006280408.2	Ag004G0678200
OG0007430	XP_006279741.1	Ag004G0678700
OG0007431	XP_006280689.1	Ag004G0682000
OG0007432	XP_006281929.1	Ag004G0690900
OG0007433	XP_006282100.1	Ag004G0693800
OG0007434	XP_006280349.1	Ag004G0697600
OG0007435	XP_006280298.1	Ag004G0698300
OG0007436	XP_023635075.1	Ag004G0699700, Ag016G2296600
