Orthogroup	Capsella_rubella	Arabidopsis_arenosa
OG0006514	XP_023639812.1	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482
OG0006516	XP_006286029.1	jg10655
OG0006517	XP_006284627.1	jg8174, jg10656
OG0006518	XP_023634413.1	jg10662
OG0006519	XP_006282955.1	jg10666
OG0006520	XP_006283967.1	jg10705
OG0006521	XP_006283762.1	jg10712
OG0006522	XP_006284515.1	jg10751
OG0006523	XP_006291449.1	jg13740
OG0006524	XP_006283886.1	jg10754
OG0006525	XP_023640304.1, XP_023635671.1	jg10782
OG0006526	XP_006283544.2	jg10792
OG0006527	XP_006286242.1	jg10807
OG0006528	XP_006285789.1	jg10815
OG0006529	XP_006283833.1	jg10821, jg6349
OG0006530	XP_006284649.1	jg10849
OG0006531	XP_006282773.1	jg10872
OG0006532	XP_006283515.1	jg10896
OG0006533	XP_006285627.1	jg10899
OG0006534	XP_006291335.1	jg14989
OG0006535	XP_006291410.2	jg14983
OG0006536	XP_006291031.1	jg14968
OG0006537	XP_006291611.1	jg14963
OG0006538	XP_006293003.1	jg14906
OG0006539	XP_006282914.1	jg10131
OG0006540	XP_006284386.1	jg10155
OG0006541	XP_023638562.1	jg21951
OG0006542	XP_006280561.1	jg21747
OG0006543	XP_006280181.2	jg21768
OG0006544	XP_006279785.2	jg21773
OG0006545	XP_006297461.1	jg27356
OG0006546	XP_006296617.2	jg27552
OG0006547	XP_006298230.1	jg27558
OG0006548	XP_006304833.1, XP_006305873.1	jg27654, jg27658, jg27656, jg27653
OG0006549	XP_006298034.1	jg27833
OG0006550	XP_006282537.1	jg10084
OG0006551	XP_006284643.1	jg10085
OG0006552	XP_006283738.1	jg10107
OG0006553	XP_023634262.1	jg10116
OG0006554	XP_023634502.1	jg10255
OG0006555	XP_006284014.1	jg28258, jg10258
OG0006556	XP_006284312.1	jg10261
OG0006557	XP_023634828.1	jg10262
OG0006558	XP_006283721.1	jg10306
OG0006559	XP_006302926.1	jg1363
OG0006560	XP_006302039.1	jg548, jg551
OG0006561	XP_006283377.1	jg10538
OG0006563	XP_023633787.1	jg10480
OG0006564	XP_006285638.1	jg10472
OG0006565	XP_006294326.1	jg17199
OG0006566	XP_006283242.1	jg10453
OG0006567	XP_006282720.1	jg10444
OG0006568	XP_023634853.1	jg10422
OG0006569	XP_006284699.1	jg10420
OG0006570	XP_006286024.1	jg10400
OG0006571	XP_006284671.1	jg10385
OG0006572	XP_006284735.1	jg10367
OG0006573	XP_006285946.1	jg10594
OG0006574	XP_023635242.1	jg10609
OG0006575	XP_023635201.1	jg11010
OG0006576	XP_006283956.1	jg10957
OG0006577	XP_006282944.1	jg10931
OG0006578	XP_006284415.1	jg10917
OG0006579	XP_006280199.1	jg23734
OG0006580	XP_006281247.1	jg23736
OG0006581	XP_023642785.1	jg23756
OG0006582	XP_023637774.1	jg16442
OG0006583	XP_023639073.1	jg16406, jg16397, jg16390
OG0006584	XP_006291197.1	jg16360
OG0006585	XP_023638977.1	jg16334
OG0006586	XP_006290277.1	jg16271
OG0006587	XP_006291541.1	jg16260
OG0006588	XP_006297440.1, XP_006293127.1	jg16233
OG0006589	XP_006290506.1	jg16231
OG0006590	XP_006291217.1	jg16183
OG0006591	XP_006292176.1	jg16177
OG0006592	XP_006290379.1	jg16155
OG0006593	XP_006291587.2	jg16129
OG0006594	XP_006280751.1	jg21069
OG0006595	XP_023637741.1	jg16030
OG0006596	XP_023638479.1	jg15900
OG0006597	XP_006292621.1	jg15896
OG0006598	XP_006291768.1	jg15894
OG0006599	XP_006281366.2	jg21740
OG0006600	XP_006292876.1	jg15768
OG0006601	XP_006292867.1	jg15761
OG0006602	XP_006291150.1	jg15740
OG0006603	XP_023638030.1	jg15701
OG0006604	XP_006292006.1	jg15621
OG0006605	XP_006292721.1	jg15588
OG0006606	XP_006291873.1	jg15570
OG0006607	XP_006292054.1	jg15551, jg15544
OG0006608	XP_006291982.1	jg15485
OG0006609	XP_006291722.1	jg15483
OG0006610	XP_006293038.1	jg15453
OG0006611	XP_006291772.1	jg15426
OG0006612	XP_006292193.1	jg15419
OG0006613	XP_006291884.1	jg15298
OG0006614	XP_006290564.1	jg15212
OG0006615	XP_023645121.1	jg22147
OG0006616	XP_006280286.1	jg22136
OG0006617	XP_006282207.1	jg22131
OG0006618	XP_006284818.1	jg11049
OG0006619	XP_006297130.2	jg26801
OG0006620	XP_006298308.1	jg26748
OG0006621	XP_023644287.1	jg2247
OG0006622	XP_006301511.1	jg2326
OG0006623	XP_006300986.1	jg2335, jg2330
OG0006624	XP_006302734.2	jg2379
OG0006625	XP_006301020.1	jg2392
OG0006626	XP_023633465.1	jg21439
OG0006627	XP_006296673.2, XP_006299700.2	jg27962
OG0006628	XP_006298651.1	jg28002
OG0006629	XP_006298862.1	jg28003
OG0006630	XP_006296658.1	jg28090
OG0006631	XP_023641516.1	jg28113
OG0006632	XP_006293073.1	jg12985
OG0006633	XP_006299296.1	jg28129
OG0006634	XP_006298678.1	jg24000
OG0006635	XP_006298321.1	jg28148
OG0006636	XP_006298182.1	jg28149
OG0006637	XP_006299675.1	jg28173
OG0006638	XP_023640053.1	jg19331
OG0006639	XP_006293896.1	jg19309
OG0006640	XP_023640863.1	jg20002
OG0006641	XP_006294294.1	jg19276
OG0006642	XP_006294672.2	jg19270
OG0006643	XP_006293879.1	jg19254
OG0006644	XP_006293855.1	jg19243
OG0006645	XP_006293994.1	jg19212
OG0006646	XP_006294342.1	jg19198
OG0006647	XP_006293498.1	jg19183
OG0006648	XP_006307351.1	jg29114
OG0006649	XP_006293474.1	jg19047
OG0006650	XP_023640082.1	jg19040
OG0006651	XP_006293466.1	jg19031
OG0006652	XP_023640810.1	jg19010
OG0006653	XP_006296155.1	jg19008
OG0006654	XP_006295634.1	jg19004, jg18997
OG0006655	XP_006294411.2	jg18993
OG0006656	XP_006292928.1	jg13633
OG0006657	XP_006293379.1	jg18980
OG0006658	XP_006296084.1	jg18967
OG0006659	XP_023640561.1	jg18961
OG0006660	XP_006294503.2	jg18911
OG0006661	XP_006294104.1	jg18899
OG0006662	XP_006294615.1	jg18886
OG0006663	XP_006294706.1	jg18829
OG0006664	XP_006288514.1	jg7675
OG0006665	XP_006290012.1	jg7718
OG0006666	XP_023636522.1	jg7583, jg7582
OG0006667	XP_006287702.1	jg7581
OG0006668	XP_006287742.1	jg5779
OG0006670	XP_006293930.1	jg16547
OG0006671	XP_023640012.1	jg16574
OG0006672	XP_006294013.1	jg16602
OG0006673	XP_006295285.1	jg16626
OG0006674	XP_006293421.1	jg16649
OG0006675	XP_006294399.1	jg16815
OG0006676	XP_023639554.1	jg10823, jg17261
OG0006677	XP_006293906.2	jg17015
OG0006678	XP_006284348.1	jg9815
OG0006679	XP_006283347.1	jg10016
OG0006680	XP_023645684.1	jg32113
OG0006681	XP_006305634.1	jg32071
OG0006682	XP_006304524.1	jg32067
OG0006683	XP_023637427.1	jg7277
OG0006684	XP_006286826.2	jg7328
OG0006685	XP_006305572.1	jg33069
OG0006686	XP_006289598.1	jg7490
OG0006687	XP_006288031.1	jg7491
OG0006688	XP_006290010.1	jg6545
OG0006689	XP_006288318.1	jg6612
OG0006691	XP_023636645.1	jg6642
OG0006692	XP_023637497.1	jg6647
OG0006693	XP_006286490.1	jg6664
OG0006694	XP_023636730.1	jg6687
OG0006695	XP_006299779.1	jg28196
OG0006696	XP_006297939.1	jg28239
OG0006697	XP_023641974.1	jg28256
OG0006698	XP_006297759.1	jg28259
OG0006699	XP_006283249.1	jg12665
OG0006700	XP_006294845.1	jg20073
OG0006701	XP_006295720.1	jg20067
OG0006702	XP_006294447.1	jg20066
OG0006703	XP_006294543.1	jg20040
OG0006704	XP_006295826.2	jg20032
OG0006705	XP_006294923.1	jg20021
OG0006706	XP_006294818.1	jg19997
OG0006707	XP_006296425.1	jg19977
OG0006708	XP_023640626.1	jg19963
OG0006709	XP_023640103.1	jg19961
OG0006710	XP_006296351.1	jg19935
OG0006711	XP_006293950.2	jg19910
OG0006712	XP_006294796.1	jg19873
OG0006713	XP_006296400.1	jg19862
OG0006714	XP_023640073.1	jg19861
OG0006715	XP_006294932.2	jg19835
OG0006716	XP_006295424.1	jg19784
OG0006717	XP_006294356.2	jg19743
OG0006718	XP_006293480.1	jg19714
OG0006719	XP_023640204.1	jg19709
OG0006720	XP_006294749.1	jg19702, jg19703
OG0006721	XP_006296125.1	jg19701
OG0006722	XP_006295063.1	jg19664
OG0006723	XP_006294977.1	jg19638
OG0006724	XP_006294534.2	jg19605
OG0006725	XP_006293724.1	jg19565
OG0006726	XP_006294933.2	jg19543
OG0006727	XP_006294481.1	jg19529
OG0006728	XP_006293839.1	jg19437
OG0006729	XP_006295150.1, XP_006295145.1	jg19428
OG0006730	XP_006294950.1	jg19411
OG0006731	XP_006294436.1	jg19407, jg19409
OG0006732	XP_006280541.1	jg20351
OG0006733	XP_006286258.1	jg9046
OG0006734	XP_006299849.1	jg23995
OG0006735	XP_006279901.1	jg22245, jg22249
OG0006736	XP_023641768.1	jg24050
OG0006737	XP_006297370.2	jg24086
OG0006738	XP_006296988.1	jg24107
OG0006739	XP_023642022.1	jg24110
OG0006740	XP_006298717.1	jg24139
OG0006741	XP_006296875.1	jg24180
OG0006742	XP_006298513.1	jg24207
OG0006743	XP_023641709.1	jg24225
OG0006744	XP_006297167.1	jg24234
OG0006745	XP_023641442.1	jg24316
OG0006746	XP_006297638.1	jg24431
OG0006747	XP_006297554.1	jg24434
OG0006748	XP_006298408.1	jg24455
OG0006749	XP_006297722.1	jg24464
OG0006750	XP_006303524.1	jg31223
OG0006751	XP_006299758.1	jg24528
OG0006752	XP_006297437.1	jg24529
OG0006753	XP_006299066.1	jg24628
OG0006754	XP_006299713.1	jg24637
OG0006755	XP_023642449.1	jg24678
OG0006756	XP_006297636.1	jg24685
OG0006757	XP_006297120.1	jg24687
OG0006758	XP_006298287.1	jg24691
OG0006759	XP_006297192.1	jg24695
OG0006760	XP_006299539.2	jg24706
OG0006761	XP_006298757.1	jg24715
OG0006762	XP_006298255.1	jg24733
OG0006763	XP_006297465.1	jg24736
OG0006764	XP_006298445.1	jg24737
OG0006765	XP_006299559.1	jg24797
OG0006766	XP_023641404.1	jg24816
OG0006767	XP_006298117.1	jg24837
OG0006768	XP_023641497.1	jg24826
OG0006769	XP_006298988.1	jg24852
OG0006770	XP_006299896.1	jg24935
OG0006771	XP_006297374.1	jg25095
OG0006772	XP_006298486.1	jg25037
OG0006773	XP_023642166.1	jg25051
OG0006774	XP_006297667.1	jg25052
OG0006775	XP_006297848.1	jg25092
OG0006776	XP_006296745.1	jg25112
OG0006777	XP_006299102.2	jg25113
OG0006778	XP_006299547.1	jg25116
OG0006779	XP_023641701.1	jg25125
OG0006780	XP_006298573.1	jg25126
OG0006781	XP_006298501.1	jg25175
OG0006782	XP_006298138.1	jg25204
OG0006783	XP_006297280.1	jg25222
OG0006784	XP_006298455.1	jg25229
OG0006785	XP_006296721.1	jg25246
OG0006786	XP_006300100.2	jg25264
OG0006787	XP_006293850.1	jg18179, jg18183
OG0006788	XP_006297084.1	jg25355
OG0006789	XP_006297518.1	jg25366
OG0006790	XP_006299984.1	jg25397
OG0006791	XP_006286709.2	jg7314, jg7312
OG0006792	XP_006296843.1	jg25425
OG0006793	XP_006298639.1	jg25427
OG0006794	XP_006297265.1	jg25457
OG0006795	XP_023642351.1	jg25475
OG0006796	XP_006298454.1	jg25493
OG0006797	XP_023642518.1	jg25509
OG0006798	XP_006298594.1	jg25543
OG0006799	XP_006298390.1	jg25575
OG0006800	XP_006300207.1	jg25597
OG0006801	XP_006297956.1	jg25629
OG0006802	XP_006296854.2	jg25632
OG0006803	XP_006297618.2	jg25666
OG0006804	XP_006298569.1	jg25672
OG0006805	XP_023632912.1	jg28738
OG0006806	XP_006298463.1	jg25791
OG0006807	XP_006296888.1	jg25813
OG0006808	XP_006297612.1	jg25846
OG0006809	XP_006299106.1	jg25855
OG0006811	XP_023642063.1	jg25862
OG0006812	XP_006298093.1	jg25863
OG0006813	XP_006299384.1	jg25885
OG0006814	XP_006296614.1	jg25902
OG0006815	XP_006298386.1	jg25936
OG0006816	XP_006298426.1	jg25943
OG0006817	XP_006299794.1	jg25971
OG0006818	XP_006297109.1	jg25978
OG0006819	XP_006297199.1	jg26009
OG0006820	XP_023641340.1	jg26022
OG0006821	XP_006307111.1	jg30412
OG0006822	XP_006297736.1	jg26148
OG0006823	XP_006297715.1	jg26151
OG0006824	XP_006298848.1	jg26189
OG0006826	XP_006298570.1	jg26216
OG0006827	XP_006299310.1	jg26217
OG0006828	XP_006298942.2	jg26251, jg12323
OG0006829	XP_023641434.1	jg26261
OG0006830	XP_006297241.1	jg26284
OG0006831	XP_006298157.1	jg26301
OG0006832	XP_006307232.1	jg29357
OG0006835	XP_023637014.1	jg21273
OG0006836	XP_023635478.1	jg21244
OG0006837	XP_006296979.1, XP_006296927.1	jg26638
OG0006838	XP_006299744.1	jg26515
OG0006839	XP_006296682.1	jg26467
OG0006840	XP_006300191.1	jg26351
OG0006841	XP_006284250.1	jg9423
OG0006843	XP_023643439.1	jg1798
OG0006844	XP_023638878.1, XP_006302711.1	jg1765
OG0006845	XP_006286901.1	jg5718
OG0006846	XP_006287474.1	jg5715
OG0006847	XP_006287778.1	jg5690
OG0006848	XP_006286525.1	jg5671
OG0006849	XP_006280043.1	jg21569
OG0006850	XP_006287954.1	jg6862
OG0006851	XP_023636600.1	jg21374
OG0006852	XP_006291053.1	jg15168
OG0006853	XP_006292564.1	jg15135
OG0006854	XP_006291251.2	jg15126
OG0006855	XP_006291350.1	jg15121
OG0006856	XP_006292069.1	jg15118
OG0006857	XP_006297966.1	jg26361
OG0006858	XP_006292791.1	jg15033
OG0006859	XP_006290414.1	jg15026
OG0006860	XP_006290733.1	jg15012
OG0006861	XP_006291098.1	jg15010
OG0006862	XP_006305388.1	jg28453
OG0006864	XP_023645957.1	jg28473
OG0006865	XP_006305651.1	jg28511
OG0006866	XP_006307364.1	jg28533
OG0006867	XP_006305482.1	jg28550
OG0006868	XP_006304742.1, XP_006279280.2	jg28604
OG0006869	XP_006307347.1	jg10967
OG0006870	XP_006307040.1	jg28619
OG0006871	XP_006305751.2	jg28703
OG0006872	XP_006306530.1	jg28745
OG0006873	XP_006299551.1	jg27600
OG0006874	XP_006304991.2	jg28779
OG0006875	XP_023645916.1	jg28788
OG0006876	XP_006305438.1	jg28798
OG0006877	XP_006292041.1	jg14254
OG0006878	XP_023644965.1	jg28818
OG0006879	XP_006306927.1	jg28844
OG0006880	XP_006305430.2	jg28861
OG0006881	XP_006305378.1	jg28903
OG0006882	XP_006306294.1	jg28956
OG0006883	XP_006306469.1	jg28959
OG0006884	XP_023644927.1	jg28999
OG0006885	XP_006306182.1	jg29007
OG0006886	XP_006304582.1	jg29030
OG0006887	XP_006306669.1	jg29047
OG0006888	XP_006306409.1	jg29051
OG0006889	XP_006285371.1	jg10041, jg10039
OG0006890	XP_006303231.1	jg29170
OG0006891	XP_006307337.2	jg29183
OG0006892	XP_006305247.1	jg29191
OG0006893	XP_006305148.1	jg29199
OG0006894	XP_006304289.1	jg29211
OG0006895	XP_023644669.1	jg29241
OG0006896	XP_006306754.2	jg29251
OG0006897	XP_023644972.1, XP_023644973.1	jg29256
OG0006898	XP_006303256.1	jg29272
OG0006899	XP_006305687.1	jg29293
OG0006900	XP_006305720.1	jg29344
OG0006901	XP_006307275.1	jg29373
OG0006902	XP_006304245.1	jg29391
OG0006903	XP_006302693.1	jg1091
OG0006904	XP_023644774.1	jg29442
OG0006905	XP_006304259.1	jg29481
OG0006906	XP_006303554.1	jg29512
OG0006907	XP_006307556.1	jg29531
OG0006908	XP_006304047.1	jg29535
OG0006909	XP_006305358.1	jg29537
OG0006910	XP_006307247.1	jg29542, jg29544
OG0006911	XP_006304884.2	jg29553
OG0006912	XP_006307273.1	jg29599
OG0006913	XP_006306217.1	jg29605
OG0006914	XP_006304774.1	jg29615
OG0006915	XP_006304957.1	jg29617
OG0006916	XP_006307075.1	jg29654
OG0006917	XP_006305002.1	jg29669
OG0006918	XP_006305499.1	jg29685
OG0006919	XP_006286453.1	jg8223
OG0006920	XP_023633148.1	jg29713
OG0006921	XP_006306102.1	jg29753
OG0006922	XP_006303934.1	jg29760
OG0006923	XP_006307257.1	jg29837
OG0006924	XP_006307639.1	jg29857
OG0006925	XP_006306963.1	jg29859
OG0006926	XP_006303969.1	jg29865
OG0006927	XP_006307552.1	jg29912
OG0006928	XP_006307428.1	jg29937
OG0006929	XP_006306626.1	jg29965
OG0006930	XP_006307707.2	jg29966
OG0006931	XP_006303368.1	jg29995
OG0006932	XP_006305733.1	jg30009
OG0006933	XP_006305625.1	jg30022
OG0006934	XP_006304045.2	jg30031
OG0006935	XP_006306593.1	jg30068
OG0006936	XP_006303285.1	jg30072
OG0006937	XP_006306900.2	jg30090
OG0006938	XP_006307669.1	jg30107
OG0006939	XP_023638072.1, XP_023638724.1	jg13566
OG0006940	XP_006305740.1	jg30203, jg30191
OG0006941	XP_006307037.2	jg30209
OG0006942	XP_006305593.1	jg30242
OG0006943	XP_006305861.1	jg30259
OG0006944	XP_006304112.1	jg30288
OG0006945	XP_006304882.1	jg30294
OG0006946	XP_006304496.1	jg30305
OG0006947	XP_006306770.1	jg30307
OG0006948	XP_006306902.1	jg30309
OG0006949	XP_006303242.1	jg30321
OG0006950	XP_006305456.1	jg30356
OG0006951	XP_006291271.1	jg6068, jg30370
OG0006952	XP_023632786.1	jg30384
OG0006953	XP_006304758.1	jg30416
OG0006954	XP_006306645.1	jg30449
OG0006955	XP_006304325.1	jg30479
OG0006956	XP_006306267.1	jg13463, jg30482
OG0006958	XP_006306495.1	jg30601
OG0006959	XP_023645538.1	jg30627
OG0006960	XP_006305382.1	jg30635
OG0006961	XP_006305547.1	jg30647
OG0006962	XP_006307400.1	jg30687
OG0006963	XP_006307452.1	jg30695
OG0006964	XP_006304209.1	jg30735
OG0006965	XP_006307634.1	jg30739
OG0006966	XP_006303331.1	jg30742
OG0006967	XP_023632744.1	jg30766
OG0006968	XP_006279912.1	jg20600
OG0006969	XP_006285415.1	jg11312
OG0006970	XP_006302855.1	jg2800
OG0006971	XP_023642977.1	jg2751
OG0006971	XP_006301610.2	jg2753
OG0006972	XP_006300583.1	jg2720
OG0006973	XP_006303019.1	jg2598
OG0006974	XP_006283265.1	jg10071
OG0006975	XP_023634790.1	jg10068
OG0006976	XP_006299270.2	jg27856
OG0006976	XP_006299582.1	jg27099
OG0006977	XP_006300849.1	jg578
OG0006978	XP_006301753.1	jg592
OG0006979	XP_006301856.1	jg677
OG0006980	XP_006301659.2	jg693
OG0006981	XP_006300468.1	jg773
OG0006982	XP_006302586.1	jg794
OG0006983	XP_006305784.1	jg31258
OG0006984	XP_023643862.1	jg867
OG0006985	XP_006302267.1, XP_023643182.1	jg877, jg876
OG0006986	XP_023643805.1	jg1178
OG0006987	XP_006300405.1	jg430
OG0006988	XP_006300425.1	jg2578, jg2576
OG0006989	XP_006302733.1	jg361
OG0006990	XP_006282859.1	jg12863
OG0006991	XP_006282042.1	jg20401
OG0006992	XP_006281627.1	jg20397
OG0006993	XP_006282214.1	jg20388
OG0006994	XP_006281644.1	jg20282
OG0006995	XP_006282223.1	jg20272
OG0006996	XP_023637083.1	jg8249, jg25371
OG0006997	XP_006281837.1	jg20670
OG0006998	XP_006287564.1	jg7805
OG0006999	XP_006284173.1	jg9484
OG0007000	XP_006284462.1	jg9461
OG0007001	XP_006306405.1	jg32877
OG0007002	XP_006303468.1	jg32891
OG0007003	XP_023642833.1	jg3153
OG0007004	XP_006300328.1	jg3149
OG0007006	XP_023634407.1	jg8302, jg8309
OG0007007	XP_006283456.1	jg8357
OG0007008	XP_006285580.1	jg8384
OG0007009	XP_006282536.1	jg8410
OG0007010	XP_006284053.2	jg8411
OG0007011	XP_006284157.1	jg8514
OG0007012	XP_006284261.1	jg8555
OG0007013	XP_023634614.1	jg8573
OG0007014	XP_006286073.1	jg8596
OG0007015	XP_006283961.1	jg8617
OG0007016	XP_006282585.2	jg8646
OG0007017	XP_006284152.1	jg8664
OG0007018	XP_023634546.1	jg8665
OG0007019	XP_023634462.1	jg8708
OG0007020	XP_006283732.1	jg8735
OG0007021	XP_023635449.1	jg8764
OG0007022	XP_006284101.1	jg8771
OG0007023	XP_006282468.1	jg8794
OG0007024	XP_006302674.1	jg813
OG0007025	XP_006286414.1, XP_006283890.1	jg8845
OG0007027	XP_006284274.1	jg8857
OG0007028	XP_006283418.1	jg8867
OG0007029	XP_006282478.1	jg8874
OG0007030	XP_006284292.2	jg8882
OG0007031	XP_006283157.1	jg9171
OG0007032	XP_006283357.1	jg9170
OG0007033	XP_006284395.2	jg9164
OG0007034	XP_023634921.1	jg9134
OG0007035	XP_006283989.1	jg9132
OG0007036	XP_006283764.1	jg9116
OG0007037	XP_006282817.1	jg9109
OG0007038	XP_006293522.1	jg18484
OG0007039	XP_006293368.1	jg17228
OG0007040	XP_006286081.1	jg9074
OG0007041	XP_006284473.1	jg9059
OG0007042	XP_006284796.1	jg9020
OG0007043	XP_006300115.1	jg27363
OG0007044	XP_006284113.1	jg9005
OG0007045	XP_006283689.1	jg8995
OG0007046	XP_006283921.1	jg8975
OG0007047	XP_023633721.1	jg8972
OG0007049	XP_006283036.1	jg8958
OG0007050	XP_006284441.1	jg8955
OG0007051	XP_006282718.1	jg9197
OG0007053	XP_006284442.1	jg9270
OG0007054	XP_006285612.1	jg9271
OG0007055	XP_006282988.1	jg9283
OG0007056	XP_006285718.1	jg9287
OG0007057	XP_006285443.1	jg9303
OG0007058	XP_023634240.1	jg9307
OG0007059	XP_006286217.1	jg9329
OG0007060	XP_006297629.1	jg26651
OG0007061	XP_006297061.1	jg26717
OG0007062	XP_006301468.2	jg2888
OG0007063	XP_006302701.1	jg2871
OG0007064	XP_006301256.1	jg2855
OG0007065	XP_006304946.1	jg30915, jg32006
OG0007066	XP_006306890.1	jg30926
OG0007067	XP_006307102.1	jg31012
OG0007068	XP_006294756.1	jg17227
OG0007069	XP_006287451.1	jg8043
OG0007070	XP_006288169.1	jg8089
OG0007071	XP_006288366.1	jg8158
OG0007072	XP_006287527.1	jg8137
OG0007073	XP_006289538.2	jg8120
OG0007074	XP_006286999.1	jg8106
OG0007075	XP_023636202.1	jg8172
OG0007076	XP_006288584.1	jg8224
OG0007077	XP_006288414.1	jg8244
OG0007078	XP_006296024.1	jg16780
OG0007078	XP_006296064.2	jg19498
OG0007079	XP_023633237.1	jg31231
OG0007080	XP_006283057.1	jg10062
OG0007081	XP_006282662.2	jg9622
OG0007082	XP_023645619.1	jg28566
OG0007083	XP_006306757.2	jg29847
OG0007084	XP_006306493.1	jg30218
OG0007085	XP_006305422.2	jg30264
OG0007086	XP_023633054.1	jg30918
OG0007087	XP_023632863.1, XP_006307570.1	jg31097
OG0007088	XP_006303472.1	jg31217
OG0007089	XP_006305552.1	jg31233, jg31234
OG0007090	XP_023645443.1	jg31253
OG0007093	XP_006302634.1	jg2883
OG0007095	XP_023641966.1	jg28218
OG0007095	XP_023640840.1	jg17089
OG0007096	XP_023638019.1	jg12914
OG0007097	XP_006292736.1	jg13242
OG0007098	XP_006291705.1	jg13707
OG0007099	XP_006292203.1	jg13856
OG0007100	XP_006292907.1	jg14122
OG0007101	XP_023638993.1	jg14475, jg14472, jg14471
OG0007102	XP_023639224.1	jg15120
OG0007103	XP_023638546.1	jg15249
OG0007105	XP_006287665.1	jg5701
OG0007106	XP_006289762.1	jg6579
OG0007107	XP_006289428.1	jg7271
OG0007108	XP_006286766.1	jg7577
OG0007109	XP_006285694.2	jg9804
OG0007110	XP_006283906.1	jg9853
OG0007111	XP_023632697.1, XP_023635134.1	jg10214, jg10215
OG0007112	XP_023633847.1	jg10693
OG0007113	XP_023638912.1, XP_023639023.1, XP_023638801.1	jg12310
OG0007114	XP_023633568.1	jg20430
OG0007114	XP_023633566.1	jg20429
OG0007115	XP_006281967.1	jg21358
OG0007116	XP_006280509.1	jg21547
OG0007128	XP_006292742.2	jg16403, jg16395, jg16411
OG0007129	XP_006285853.1	jg10218
OG0007130	XP_006280648.1	jg22234
OG0007131	XP_006281023.1	jg23305
OG0007132	XP_006291232.1	jg14662
OG0007133	XP_006291423.2	jg14656
OG0007134	XP_006291469.2	jg14635
OG0007135	XP_006291383.1	jg14596
OG0007136	XP_006292170.1	jg14592
OG0007137	XP_006291708.1	jg12902
OG0007138	XP_023638132.1	jg12918
OG0007139	XP_006286015.1	jg9477
OG0007140	XP_006291072.1	jg12973
OG0007141	XP_006290683.1	jg13032
OG0007142	XP_006295228.2	jg18951
OG0007143	XP_006279629.1	jg20387
OG0007144	XP_023643765.1	jg3488
OG0007145	XP_006288204.1	jg5605
OG0007146	XP_006286395.1	jg5599
OG0007147	XP_006286597.1	jg5578
OG0007148	XP_023636878.1	jg5576
OG0007149	XP_006290189.1	jg5553
OG0007150	XP_006288645.1	jg5547
OG0007151	XP_006287246.1	jg5522
OG0007152	XP_006286654.1	jg5507
OG0007153	XP_006288141.1	jg5487
OG0007154	XP_006287270.1	jg12320
OG0007155	XP_006288060.1	jg5481
OG0007156	XP_006289384.1	jg5471
OG0007157	XP_006288145.1	jg5454
OG0007158	XP_023636472.1, XP_023643809.1	jg5437
OG0007159	XP_006294200.1	jg18778
OG0007160	XP_023637264.1	jg5406
OG0007161	XP_006293389.1, XP_006288753.1	jg5398
OG0007162	XP_023636219.1	jg5380
OG0007163	XP_023636222.1	jg5379
OG0007164	XP_006288945.1	jg5349
OG0007165	XP_023637570.1	jg5326
OG0007166	XP_006286932.1	jg5317
OG0007167	XP_006287415.1	jg5316
OG0007168	XP_006286392.1	jg5312
OG0007169	XP_006288419.1	jg5304
OG0007170	XP_006288682.1	jg5298
OG0007172	XP_006289408.1	jg7409
OG0007173	XP_006286546.1	jg5240
OG0007174	XP_006287122.1	jg5239
OG0007175	XP_006287113.1	jg5236
OG0007176	XP_006289000.1	jg5225
OG0007177	XP_006287422.1	jg5219, jg14219
OG0007178	XP_006286842.1	jg5216
OG0007179	XP_006288429.2	jg5214
OG0007180	XP_006289410.1	jg5212
OG0007181	XP_023633385.1, XP_006287619.1	jg5210
OG0007182	XP_006287010.1	jg5209
OG0007183	XP_006287370.1	jg5186
OG0007184	XP_006288473.1	jg5182
OG0007185	XP_006289185.1	jg5181
OG0007186	XP_023636987.1	jg5176
OG0007187	XP_006286627.1	jg5175
OG0007188	XP_006281889.2	jg21511
OG0007189	XP_006288001.1	jg5169
OG0007190	XP_006289952.1	jg5164
OG0007191	XP_006288037.1	jg5163
OG0007192	XP_006286938.1	jg5152
OG0007193	XP_023637729.1	jg5144
OG0007194	XP_023638928.1	jg22420
OG0007195	XP_006286397.1	jg5122
OG0007196	XP_006287265.1	jg5114
OG0007197	XP_006288792.1	jg5080
OG0007198	XP_006287315.1	jg5051
OG0007199	XP_023636307.1	jg5044
OG0007200	XP_006289173.1	jg5032
OG0007201	XP_023638995.1	jg13769
OG0007202	XP_006288828.1	jg5010
OG0007203	XP_006288237.1	jg4980
OG0007204	XP_006289739.1	jg4976
OG0007205	XP_023633958.1	jg10058
OG0007206	XP_006288806.1	jg4965
OG0007207	XP_006289898.1	jg4897
OG0007208	XP_006289080.1	jg4888
OG0007209	XP_006281224.1	jg21349
OG0007210	XP_006289477.1	jg4878
OG0007211	XP_006286402.1	jg4861
OG0007212	XP_006288625.1	jg4846
OG0007213	XP_006288804.2	jg4840, jg4837
OG0007214	XP_023636208.1	jg4830
OG0007215	XP_006288046.1	jg4803
OG0007216	XP_006289683.1	jg4771
OG0007217	XP_006288927.1	jg4742
OG0007218	XP_023637235.1	jg4720
