Orthogroup	Capsella_rubella	Noccaea_praecox
OG0008162	XP_023634458.1	Np005G3202700
OG0008163	XP_006296794.1	Np007G3991500
OG0008164	XP_006285173.1	Np005G3193800
OG0008166	XP_023635443.1	Np007G4242100
OG0008167	XP_023642727.1	Np007G3806400
OG0008168	XP_006297362.1	Np007G3808200
OG0008169	XP_006297313.1	Np007G3809600
OG0008170	XP_006297757.1	Np007G3810800
OG0008171	XP_006280617.1	Np003G1649500
OG0008172	XP_006282345.2	Np003G1652900
OG0008173	XP_023639638.1	Np003G1652200
OG0008174	XP_006285608.1	Np005G3158500
OG0008177	XP_006279397.1	Np001G0181800
OG0008178	XP_006297936.1	Np007G3852500
OG0008179	XP_006298134.1	Np007G3850000
OG0008180	XP_006298691.1	Np007G3848000
OG0008181	XP_006298606.1	Np007G3844800
OG0008182	XP_006297933.2	Np007G3840500
OG0008183	XP_006298653.1	Np005G3045700, Np007G3839100
OG0008184	XP_023642765.1	Np007G3838500
OG0008185	XP_006298057.1	Np007G3837800
OG0008186	XP_023642485.1	Np007G3835800
OG0008187	XP_006298746.1	Np007G3832800
OG0008188	XP_006298022.1	Np007G3830800
OG0008189	XP_006293233.1, XP_023641356.1	Np007G3830700, Np003G1380600
OG0008190	XP_006298614.1	Np007G3827200
OG0008191	XP_023641622.1	Np007G3827300
OG0008192	XP_023642659.1	Np002G0966400
OG0008193	XP_006292770.1	Np001G0270200
OG0008194	XP_006296594.1	Np007G3815300
OG0008195	XP_006297976.1	Np007G3814700
OG0008196	XP_006298617.1	Np007G3814500
OG0008197	XP_006284097.1	Np005G2738000, Np005G2735500
OG0008198	XP_006284349.1	Np005G2738600
OG0008199	XP_006283218.1	Np005G2739100
OG0008200	XP_006284662.1	Np005G2740600
OG0008201	XP_006283080.1	Np005G2742100
OG0008202	XP_023635190.1	Np005G2742500
OG0008203	XP_006282765.1	Np005G2744300
OG0008204	XP_006283055.1	Np005G2745200
OG0008205	XP_023644057.1	Np002G0946900
OG0008206	XP_006302327.1	Np002G0968600
OG0008207	XP_006301644.1	Np002G0973500
OG0008208	XP_006279425.1	Np002G1023300
OG0008209	XP_006300856.1	Np007G3924000
OG0008210	XP_006302501.1	Np007G3766000
OG0008211	XP_006293748.1	Np002G1055700
OG0008212	XP_006302622.1	Np002G1051300
OG0008213	XP_023643201.1	Np002G1057000
OG0008214	XP_006288171.1	Np003G1469100
OG0008215	XP_023636416.1	Np003G1466900
OG0008216	XP_006287641.1	Np003G1464100
OG0008217	XP_023635873.1	Np003G1463400
OG0008218	XP_006280872.1, XP_023636577.1	Np003G1459600
OG0008219	XP_023636230.1	Np003G1457800
OG0008221	XP_006283898.1	Np002G1000300, Np005G3107300
OG0008222	XP_006279717.1	Np001G0170700
OG0008223	XP_006279691.2	Np001G0176300
OG0008224	XP_006290607.1	Np001G0546200
OG0008225	XP_006292182.1	Np001G0544700
OG0008226	XP_006292558.1	Np001G0543700
OG0008227	XP_006291291.1	Np001G0542700
OG0008228	XP_006292260.1	Np001G0540800
OG0008229	XP_006291208.1	Np001G0538200
OG0008230	XP_006292370.1	Np001G0536000
OG0008231	XP_006293287.1	Np001G0535600
OG0008232	XP_006292079.1	Np001G0534800
OG0008233	XP_006290290.1	Np001G0533200
OG0008234	XP_023637869.1	Np001G0528900
OG0008235	XP_006303364.2	Np004G2598800
OG0008236	XP_006307506.1	Np004G2585400
OG0008237	XP_006306020.2	Np004G2579800
OG0008238	XP_006305772.2	Np004G2579700
OG0008239	XP_006305500.1	Np004G2578600
OG0008240	XP_006305276.1	Np004G2575700
OG0008241	XP_006306600.1	Np004G2574300
OG0008242	XP_006307604.1	Np004G2572900
OG0008243	XP_023644693.1	Np004G2572100
OG0008244	XP_006307322.1	Np004G2571400
OG0008245	XP_006303226.1	Np004G2571100
OG0008246	XP_006307489.1	Np004G2570700
OG0008247	XP_006306523.1	Np004G2568500
OG0008248	XP_006307439.1	Np004G2568300
OG0008249	XP_006305712.1	Np004G2568200
OG0008250	XP_006306864.1	Np004G2566700
OG0008251	XP_006304520.2	Np004G2565600
OG0008252	XP_006304565.1	Np004G2563700
OG0008253	XP_023645530.1	Np004G2563200
OG0008255	XP_006283629.1	Np005G2826100
OG0008256	XP_006305986.1	Np004G2558800
OG0008257	XP_006304286.1	Np004G2557300
OG0008258	XP_006306448.1	Np004G2557200
OG0008259	XP_006303497.2	Np004G2553200
OG0008260	XP_006306965.1	Np004G2550800
OG0008261	XP_006303761.1	Np004G2547500
OG0008262	XP_023645167.1	Np004G2546000
OG0008263	XP_006307581.1	Np004G2545700
OG0008264	XP_023632544.1	Np004G2545200
OG0008265	XP_023633266.1	Np004G2544700
OG0008266	XP_006303598.1	Np004G2541400, Np004G2572600, Np004G2541000, Np004G2541300, Np004G2572700
OG0008267	XP_023633111.1	Np004G2539700
OG0008268	XP_006305373.1	Np004G2538900
OG0008269	XP_023644997.1	Np004G2538800
OG0008271	XP_023645254.1	Np004G2536900
OG0008272	XP_006305076.1	Np004G2535600
OG0008273	XP_006306755.1	Np004G2533400
OG0008274	XP_006307661.1	Np004G2532700
OG0008275	XP_006307063.1	Np004G2529500
OG0008276	XP_006305915.1	Np005G3139000, Np004G2529300
OG0008277	XP_006305953.1	Np004G2525900
OG0008278	XP_006306685.1	Np004G2523700
OG0008279	XP_006307276.1	Np004G2523500
OG0008280	XP_023645703.1	Np004G2522800
OG0008281	XP_023633268.1	Np004G2522500
OG0008282	XP_006306385.1	Np004G2518300
OG0008283	XP_006306352.1	Np004G2512100
OG0008284	XP_006307476.1	Np004G2511100, Np004G2332200
OG0008285	XP_006307126.1	Np004G2507600
OG0008286	XP_006306373.1	Np004G2507400
OG0008287	XP_006304461.1	Np004G2506800
OG0008288	XP_006303594.1	Np004G2504600
OG0008289	XP_006306703.1	Np004G2502300
OG0008290	XP_023645314.1	Np004G2501100
OG0008291	XP_006304709.1	Np004G2498800
OG0008292	XP_006280151.2	Np005G3098900, Np005G3098700
OG0008293	XP_006305461.1	Np004G2494600
OG0008294	XP_006306034.1	Np004G2492900
OG0008295	XP_023633235.1	Np004G2491000
OG0008296	XP_006306176.1	Np004G2489200
OG0008297	XP_006307457.1	Np004G2488900
OG0008298	XP_023645735.1	Np004G2488600
OG0008299	XP_006306697.2	Np004G2487600
OG0008300	XP_023645860.1	Np004G2487100
OG0008301	XP_006304225.1	Np004G2486800
OG0008302	XP_006303228.1	Np004G2486200
OG0008303	XP_023646005.1	Np004G2484100
OG0008304	XP_006306313.1	Np004G2481100
OG0008305	XP_006285906.1	Np005G2799400
OG0008306	XP_023644819.1	Np004G2475700
OG0008307	XP_006306832.1	Np004G2474600
OG0008308	XP_006304167.1	Np004G2469500
OG0008309	XP_006305141.1	Np004G2469300
OG0008310	XP_023633245.1	Np004G2468700
OG0008311	XP_006300892.1	Np002G1193700
OG0008312	XP_006307610.2	Np004G2462600
OG0008313	XP_006304804.1	Np004G2462300
OG0008314	XP_006305062.1	Np004G2460500
OG0008315	XP_006307537.1	Np004G2454400
OG0008316	XP_006303251.1	Np004G2454100
OG0008317	XP_006305183.1	Np004G2453100
OG0008318	XP_006303822.1	Np004G2452700
OG0008319	XP_023632594.1, XP_023632593.1	Np004G2450500, Np004G2449600
OG0008320	XP_006305015.1	Np004G2445100
OG0008321	XP_006304861.1	Np004G2444700
OG0008322	XP_006303574.1	Np004G2444600
OG0008323	XP_023644843.1	Np004G2441500
OG0008324	XP_006306205.1	Np004G2437700, Np004G2439600, Np004G2438400
OG0008325	XP_006303717.1	Np004G2433900
OG0008326	XP_006307549.1	Np004G2428400
OG0008327	XP_006303979.1	Np004G2428700
OG0008328	XP_006305210.1	Np004G2426300
OG0008329	XP_006307508.1	Np004G2424000
OG0008330	XP_006306515.1	Np004G2422900
OG0008331	XP_006304526.1	Np004G2422800
OG0008332	XP_006305840.1	Np004G2421200
OG0008333	XP_006303284.1	Np004G2420400
OG0008334	XP_023632727.1	Np004G2418700
OG0008335	XP_006306862.1	Np004G2417400
OG0008336	XP_006293203.2	Np001G0591400, Np001G0591200
OG0008337	XP_006306970.2	Np004G2416800
OG0008338	XP_006306014.1	Np004G2411100
OG0008339	XP_006305566.2	Np004G2415500
OG0008341	XP_006307523.1	Np004G2414100
OG0008342	XP_006307139.2	Np004G2413900
OG0008344	XP_006305911.1	Np004G2409400
OG0008345	XP_006304401.1	Np004G2409300
OG0008346	XP_023644737.1	Np004G2404900
OG0008347	XP_006303890.1	Np004G2400200
OG0008348	XP_006305777.1	Np004G2394600
OG0008349	XP_006303354.2	Np004G2393700
OG0008350	XP_006302499.1	Np002G0916500
OG0008351	XP_006303573.1	Np004G2383000
OG0008352	XP_006303188.1	Np004G2376800
OG0008353	XP_023632809.1	Np004G2376000
OG0008354	XP_006305717.1	Np004G2375800
OG0008355	XP_006303901.1	Np004G2375300
OG0008357	XP_023633012.1	Np004G2371300
OG0008358	XP_023633020.1	Np004G2371000
OG0008359	XP_006307360.1	Np004G2370700
OG0008360	XP_006307358.2	Np004G2368100
OG0008361	XP_006306072.1	Np004G2366900
OG0008362	XP_023644829.1	Np004G2366800
OG0008363	XP_006304206.1	Np004G2366400
OG0008364	XP_006304867.1	Np004G2363600
OG0008365	XP_006306683.2	Np004G2357000
OG0008366	XP_006307667.1	Np004G2356500
OG0008367	XP_006303154.1	Np004G2356300
OG0008368	XP_006307252.1	Np004G2355700
OG0008369	XP_006307043.1	Np004G2353900
OG0008370	XP_006303317.1	Np004G2352100
OG0008371	XP_006307295.1	Np004G2351000
OG0008372	XP_006306922.2	Np004G2348400
OG0008373	XP_006306658.1	Np004G2347400
OG0008374	XP_006306869.1	Np004G2346100
OG0008375	XP_006303575.2	Np004G2343100
OG0008376	XP_006306088.2	Np004G2341200
OG0008377	XP_006307071.1	Np004G2339800
OG0008378	XP_006304297.1	Np004G2339200
OG0008379	XP_006303607.1	Np004G2337900
OG0008380	XP_006303211.1	Np004G2337800
OG0008381	XP_006307189.1	Np004G2336300
OG0008382	XP_023643873.1, XP_023645193.1	Np004G2335300
OG0008383	XP_006304198.1	Np004G2332800
OG0008384	XP_006305058.1	Np004G2327400
OG0008385	XP_006304067.1	Np004G2324700
OG0008386	XP_006305765.1	Np004G2310600
OG0008387	XP_006287133.1	Np003G1801800
OG0008388	XP_006303687.1	Np004G2308700, Np004G2309400
OG0008389	XP_006300777.1	Np002G0834000
OG0008390	XP_006300829.1	Np002G0836000
OG0008391	XP_006302043.1	Np002G0837600
OG0008392	XP_023641022.1, XP_023643284.1	Np002G0838100
OG0008393	XP_006300960.1	Np002G0839200
OG0008394	XP_006300424.1	Np002G0839500
OG0008395	XP_006302853.1	Np002G0841600
OG0008396	XP_023643747.1	Np002G0841800, Np002G0841900
OG0008397	XP_023643546.1	Np002G0843600
OG0008399	XP_006300899.1	Np002G0853700
OG0008400	XP_006303034.1	Np002G0854400
OG0008401	XP_023643397.1	Np002G0857000
OG0008402	XP_006300446.1	Np002G0857300
OG0008403	XP_006284668.1	Np005G2827900
OG0008404	XP_006304185.1	Np004G2058500
OG0008405	XP_006305115.1	Np004G2061800
OG0008406	XP_006300370.1	Np002G1237100
OG0008407	XP_006302684.2	Np002G1222600
OG0008408	XP_006302696.1	Np002G1222500
OG0008409	XP_023643226.1	Np002G1222300
OG0008410	XP_006302563.1	Np002G1215500
OG0008411	XP_006302629.1	Np002G1213100
OG0008412	XP_006303863.1	Np004G2102400
OG0008413	XP_006302349.1	Np002G1199400
OG0008414	XP_023645511.1	Np004G2113600
OG0008415	XP_006300326.1	Np002G1187100
OG0008416	XP_006301587.1	Np002G1186700
OG0008417	XP_006302148.1	Np002G1186400
OG0008418	XP_006300546.1	Np002G1176000
OG0008420	XP_006302027.2	Np002G1159700, Np002G1159600
OG0008421	XP_006302316.1	Np002G1152700
OG0008422	XP_006301836.1	Np002G1142600
OG0008423	XP_006300736.1	Np002G1142200
OG0008424	XP_006302570.1	Np002G1133500
OG0008425	XP_006302042.1	Np002G1127500
OG0008426	XP_006302446.1	Np002G1125300
OG0008427	XP_006304358.1	Np004G2094200
OG0008428	XP_006302966.1	Np002G1241900
OG0008429	XP_006300890.1	Np002G1242900
OG0008430	XP_006300553.1	Np002G1244100
OG0008431	XP_006301812.1	Np002G1246500
OG0008432	XP_006301683.1	Np002G1248200
OG0008433	XP_006282004.1	Np001G0352900, Np001G0346700
OG0008434	XP_023641145.1	Np001G0349800, Np001G0349700
OG0008435	XP_006280954.1	Np001G0340400
OG0008436	XP_023641201.1	Np001G0338000
OG0008437	XP_006281218.1	Np001G0326000
OG0008438	XP_006282304.1	Np001G0326400
OG0008439	XP_006281843.1	Np001G0395900
OG0008440	XP_023642815.1	Np001G0396100
OG0008441	XP_023643720.1	Np001G0399200
OG0008442	XP_006279512.1	Np001G0399700
OG0008443	XP_023635476.1	Np003G1847700
OG0008444	XP_006287750.1	Np003G1846900
OG0008445	XP_006288769.1	Np003G1841000
OG0008446	XP_006287620.1	Np003G1839200
OG0008447	XP_006285614.1	Np005G2745800
OG0008448	XP_023634881.1	Np005G3009600
OG0008449	XP_006283974.1	Np005G3009200, Np005G3009500
OG0008450	XP_023645297.1	Np004G1999900
OG0008451	XP_006303585.1	Np004G1998800
OG0008452	XP_006303387.1	Np004G1996700
OG0008453	XP_006303438.1	Np004G1990700
OG0008454	XP_006307560.1	Np004G1989300, Np002G0809200
OG0008455	XP_006305976.1	Np004G1984500
OG0008456	XP_006302797.1	Np002G0786500
OG0008457	XP_006283960.1	Np005G2616800
OG0008458	XP_006285621.1	Np005G2619000
OG0008459	XP_006283901.1	Np005G2620900
OG0008460	XP_006283532.1	Np005G2622700
OG0008461	XP_006283990.1	Np005G2624600
OG0008462	XP_006285120.1	Np005G2626900
OG0008463	XP_006283269.1	Np005G2698900
OG0008464	XP_006284822.1	Np005G2698300
OG0008465	XP_006283492.1	Np005G2697200
OG0008467	XP_006283903.1	Np005G2696500
OG0008468	XP_006285964.2	Np005G2691300
OG0008469	XP_006286095.1	Np005G2691000
OG0008470	XP_006284246.1	Np005G2688500
OG0008471	XP_006283606.1	Np005G2686900
OG0008472	XP_023634772.1	Np005G2685900
OG0008473	XP_006285193.1	Np005G2684700
OG0008474	XP_006286076.2	Np005G2682800
OG0008475	XP_006283005.1, XP_006290550.1	Np005G2681800
OG0008476	XP_006284108.1	Np005G2679500
OG0008477	XP_006284061.1	Np005G2675200
OG0008478	XP_006283590.2	Np005G2672000
OG0008479	XP_023634155.1	Np005G2665300
OG0008480	XP_023634716.1	Np005G2661400
OG0008481	XP_006284702.1	Np007G3980400, Np005G2662400
OG0008482	XP_006286192.1	Np005G2663100
OG0008483	XP_006284672.2	Np005G2656400
OG0008484	XP_006285956.1	Np005G2654800
OG0008485	XP_006286142.1	Np005G2649600
OG0008486	XP_006284498.1	Np005G2649100
OG0008487	XP_006285233.1	Np005G2647900, Np005G2648200
OG0008488	XP_006284005.1	Np005G2645100
OG0008489	XP_006283905.1	Np005G2644100
OG0008490	XP_006285689.1	Np005G2705700
OG0008491	XP_006282661.1	Np005G2705600
OG0008492	XP_006284420.1	Np005G2705500
OG0008493	XP_006283914.1	Np005G2705300
OG0008494	XP_006286020.1	Np005G2701300
OG0008495	XP_006284289.1	Np005G2699400
OG0008496	XP_006283680.1	Np005G2631100
OG0008497	XP_006285283.1	Np005G2632300
OG0008498	XP_006283815.1	Np005G2633000
OG0008499	XP_006283426.2	Np005G2633500
OG0008501	XP_006284537.1	Np005G2640000
OG0008502	XP_006284635.2	Np005G2642100
OG0008503	XP_006285691.1	Np005G2642600
OG0008504	XP_006284297.2	Np005G2642800
OG0008505	XP_006282554.1	Np005G2706100
OG0008506	XP_006283209.1	Np005G2707800
OG0008507	XP_023633932.1	Np005G2712100
OG0008508	XP_006284466.1	Np005G2717100, Np005G2737700, Np005G2736800
OG0008509	XP_023634069.1	Np005G2718100
OG0008510	XP_006284065.1	Np005G2718200
OG0008511	XP_006284480.1	Np005G2721700
OG0008512	XP_006283637.1	Np005G2723100
OG0008513	XP_006294420.1	Np006G3662300, Np006G3661500
OG0008514	XP_023641123.1	Np007G3856200
OG0008515	XP_006297507.1	Np007G3859200
OG0008516	XP_023641504.1	Np007G3860400
OG0008517	XP_023641505.1	Np007G3860500
OG0008518	XP_006297247.1	Np007G3863300
OG0008519	XP_023643580.1	Np002G0821200
OG0008520	XP_023643659.1	Np002G0822600
OG0008521	XP_006302918.1	Np002G0824000
OG0008522	XP_023643149.1	Np002G0825500
OG0008523	XP_006302551.1	Np002G0826300
OG0008524	XP_023643818.1	Np002G0827100
OG0008525	XP_006302881.2	Np002G0827200
OG0008526	XP_006301744.2	Np002G0827900
OG0008528	XP_006302172.1	Np002G0828300
OG0008529	XP_006306219.1	Np004G2306600
OG0008530	XP_006307417.1	Np004G2304500
OG0008531	XP_006305600.1	Np004G2302000
OG0008532	XP_006303932.1	Np004G2285400
OG0008533	XP_006307636.1	Np004G2279400
OG0008534	XP_006307269.1	Np004G2258900
OG0008536	XP_006303401.1	Np004G2101400
OG0008537	XP_006285129.1	Np005G2822300
OG0008538	XP_006286487.2	Np003G1870900
OG0008539	XP_006281172.1	Np003G1721100
OG0008540	XP_006286549.1	Np003G1876900
OG0008541	XP_006288567.2	Np003G1877600
OG0008542	XP_006288081.1	Np003G1878200
OG0008543	XP_006288590.1	Np003G1880700
OG0008544	XP_006287840.1	Np003G1883600
OG0008545	XP_023636324.1	Np003G1884100
OG0008546	XP_006286665.1	Np003G1884300
OG0008548	XP_006289072.1	Np003G1891000
OG0008549	XP_006287312.1	Np003G1891900
OG0008550	XP_006286877.1	Np003G1893100
OG0008552	XP_006294110.1	Np006G3712200
OG0008553	XP_006305832.1	Np004G2097600
OG0008554	XP_006304969.1	Np004G2092500
OG0008555	XP_023645470.1	Np004G2090600
OG0008556	XP_006307460.1	Np004G2089800
OG0008557	XP_006305408.1	Np004G2089600
OG0008558	XP_006285834.1	Np005G2791900
OG0008559	XP_023634960.1	Np005G2786500
OG0008560	XP_006286036.1	Np005G2780300
OG0008561	XP_006284199.1	Np005G2780400
OG0008562	XP_006282698.1	Np005G2779600
OG0008563	XP_006284998.1	Np005G2775100
OG0008564	XP_006283929.1	Np005G2774600
OG0008565	XP_006283816.1	Np005G2770700
OG0008566	XP_006305744.1	Np004G2262500
OG0008567	XP_006284669.1	Np005G2769500
OG0008568	XP_006286280.1, XP_006283985.1	Np005G2769300
OG0008569	XP_006285537.1	Np005G2769100
OG0008570	XP_006285510.1	Np005G2768700
OG0008571	XP_006284665.1	Np005G2765900
OG0008572	XP_006304456.1	Np003G1800300
OG0008573	XP_006306774.1	Np004G2475600
OG0008574	XP_006303938.1	Np004G2416300
OG0008575	XP_023645578.1	Np004G2294400
OG0008576	XP_006306753.1	Np004G2260000
OG0008577	XP_006307606.1	Np004G2091600
OG0008580	XP_006294272.1	Np004G1924800
OG0008581	XP_006303534.1	Np004G2028300
OG0008582	XP_006306152.1	Np004G2026300
OG0008583	XP_023642533.1	Np007G4054700
OG0008584	XP_006300810.1	Np002G1228600
OG0008585	XP_006301572.1	Np002G1157900
OG0008586	XP_006301038.1	Np002G0896800
OG0008587	XP_006300685.1	Np002G0876700
OG0008588	XP_023644331.1	Np002G0744400
OG0008593	XP_006299734.1, XP_006299784.2	Np007G3733000
OG0008594	XP_023641177.1	Np007G3840200
OG0008596	XP_006295251.1	Np006G3702200
OG0008597	XP_006296112.1	Np006G3694100
OG0008598	XP_006295655.1	Np001G0366100, Np006G3684300, Np006G3684200
OG0008599	XP_006294623.1	Np006G3683600
OG0008600	XP_006295403.1	Np006G3674600
OG0008601	XP_023640140.1	Np006G3663300
OG0008602	XP_006294501.1	Np006G3660200
OG0008603	XP_006294596.1	Np006G3635600, Np006G3635900, Np006G3635100
OG0008604	XP_023640185.1	Np006G3469300, Np006G3539400
OG0008605	XP_006294894.1	Np006G3427000
OG0008606	XP_023634248.1	Np001G0506000
OG0008607	XP_023638059.1	Np001G0216300
OG0008609	XP_023638774.1	Np001G0187300
OG0008610	XP_006287131.1	Np003G1755500, Np003G1755800
OG0008611	XP_006288042.1	Np003G1409800
OG0008612	XP_006288955.1	Np003G1441500
OG0008613	XP_006289749.1	Np001G0113300
OG0008615	XP_023636296.1	Np003G1815400, Np003G1815300
OG0008616	XP_023642017.1, XP_006282989.1	Np005G2629100
OG0008617	XP_006286239.1	Np005G2792400
OG0008618	XP_006285527.2	Np005G2826800
OG0008619	XP_023634400.1	Np005G2827200
OG0008620	XP_006282847.1	Np001G0390500
OG0008622	XP_023644065.1	Np001G0417400
OG0008623	XP_006281372.1	Np001G0176200
OG0008624	XP_006280361.1	Np001G0180100
OG0008625	XP_006279706.1	Np001G0174400
OG0008626	XP_006281529.2	Np006G3512700, Np002G0971000, Np001G0169800
OG0008627	XP_006281276.1	Np001G0167200
OG0008628	XP_006280669.1	Np003G1724900
OG0008629	XP_006282349.1	Np003G1639200
OG0008630	XP_006281836.1	Np003G1635400
OG0008631	XP_006290199.1	Np003G1348700
OG0008649	XP_006284621.1	Np005G2733400
OG0008650	XP_006282616.1	Np005G2732800
OG0008651	XP_023634182.1	Np005G2844100
OG0008652	XP_006283777.1	Np005G2844300
OG0008653	XP_006291468.1	Np001G0463900
OG0008654	XP_006292737.1	Np001G0465300
OG0008655	XP_006290291.1	Np001G0491800
OG0008656	XP_006291957.1	Np001G0491400
OG0008657	XP_006307644.2	Np004G2483700
OG0008658	XP_023638656.1	Np001G0487800
OG0008659	XP_006290873.1	Np001G0479500
OG0008660	XP_006290817.1	Np001G0480900
OG0008661	XP_006293299.1	Np001G0481600
OG0008662	XP_006291618.1	Np001G0328500
OG0008663	XP_006290562.1	Np001G0265800
OG0008664	XP_006286079.1	Np005G3177500
OG0008665	XP_006288371.1	Np003G1456000
OG0008666	XP_023636765.1	Np003G1452500
OG0008667	XP_006287410.1	Np003G1452400
OG0008668	XP_006290217.1	Np003G1450400
OG0008669	XP_006297234.2	Np007G4074800
OG0008670	XP_006287994.2	Np003G1444900
OG0008671	XP_006288234.1	Np003G1439300
OG0008672	XP_006287043.1	Np003G1439200
OG0008673	XP_006288493.1	Np003G1438600
OG0008674	XP_006287135.1	Np003G1438200
OG0008675	XP_006286588.1	Np003G1438000
OG0008676	XP_023637316.1	Np003G1437500
OG0008677	XP_006288816.1	Np003G1435800
OG0008678	XP_006287669.1	Np003G1434000
OG0008679	XP_006293481.1	Np006G3255600
OG0008681	XP_006290178.1	Np003G1431800
OG0008682	XP_006290174.2	Np003G1431400
OG0008683	XP_023636345.1	Np003G1429600
OG0008684	XP_023637160.1	Np003G1427400
OG0008685	XP_006288594.1	Np003G1427200
OG0008686	XP_006287924.1	Np003G1427100
OG0008687	XP_023641657.1	Np007G3897200
OG0008688	XP_006288208.1	Np003G1425700
OG0008689	XP_006288895.1	Np003G1425400
OG0008691	XP_006287327.1	Np003G1422000
OG0008692	XP_006293803.1	Np006G3574400
OG0008693	XP_006287781.1	Np003G1419300
OG0008694	XP_006305064.1	Np003G1627400, Np007G4203100
OG0008695	XP_006296948.1	Np007G4036700
OG0008696	XP_023636005.1	Np003G1411500
OG0008697	XP_006286780.1	Np003G1410700
OG0008698	XP_006287906.2	Np003G1408000
OG0008699	XP_006288357.1	Np003G1407400
OG0008700	XP_006280279.1	Np003G1596300
OG0008701	XP_006289509.1	Np003G1405100
OG0008702	XP_006289625.1	Np003G1403800
OG0008703	XP_006288520.2	Np003G1400900
OG0008704	XP_023636491.1	Np003G1400200
OG0008705	XP_006286470.1	Np003G1398300
OG0008706	XP_006288301.2	Np003G1398200
OG0008707	XP_023635912.1	Np003G1397800
OG0008708	XP_006288748.1	Np003G1397400
OG0008709	XP_006287114.2	Np003G1397300
OG0008711	XP_006289580.1	Np003G1393000
OG0008712	XP_023637004.1	Np003G1391900
OG0008713	XP_023637026.1	Np003G1391700
OG0008714	XP_023637449.1	Np003G1391200
OG0008715	XP_006290134.1	Np003G1390400
OG0008716	XP_006287382.1	Np003G1387500, Np003G1388100
OG0008717	XP_006287999.2	Np003G1386900
OG0008718	XP_006288247.2	Np003G1386100
OG0008719	XP_006288699.1	Np003G1386000
OG0008720	XP_006287037.1	Np003G1385500
OG0008721	XP_006287000.1	Np003G1382100
OG0008722	XP_006286661.1	Np003G1379000
OG0008723	XP_006281884.1	Np003G1605600
OG0008724	XP_006289990.1	Np003G1377100
OG0008725	XP_006289029.1	Np003G1374300
OG0008726	XP_006286600.1	Np003G1374200
OG0008727	XP_006288148.2	Np003G1370900
OG0008728	XP_006287358.1	Np003G1370100
OG0008729	XP_023636026.1	Np003G1368200
OG0008730	XP_006287841.1	Np003G1364500
OG0008731	XP_023637284.1	Np003G1362900
OG0008732	XP_023635812.1	Np003G1361500
OG0008733	XP_006294981.1, XP_006281092.1	Np003G1359400
OG0008734	XP_006287905.1	Np003G1354500
OG0008735	XP_006288823.2	Np003G1354200
OG0008736	XP_006288995.1	Np003G1353200, Np001G0052900
OG0008737	XP_006286619.1	Np003G1350800
OG0008738	XP_006287344.1	Np003G1350000
OG0008739	XP_006290723.1	Np001G0196100
OG0008740	XP_006281470.1	Np003G1729600
OG0008742	XP_006288486.1	Np003G1344200
OG0008743	XP_006288832.2	Np003G1342300
OG0008744	XP_006286671.1	Np003G1341000
OG0008745	XP_023636227.1	Np003G1340600
OG0008746	XP_006287366.1	Np003G1338400
OG0008747	XP_006288681.1	Np003G1335500
OG0008748	XP_006290238.2	Np003G1860100
OG0008749	XP_006289771.1	Np003G1859900
OG0008750	XP_023636316.1	Np003G1856400
OG0008751	XP_023636980.1	Np003G1856200
OG0008752	XP_006288579.1	Np003G1853900
OG0008753	XP_006282692.2	Np005G2812100, Np004G2253700
OG0008754	XP_006280951.1	Np005G2812400
OG0008755	XP_006282891.1	Np005G2815000
OG0008756	XP_023634778.1	Np005G2815100
OG0008757	XP_023635898.1	Np003G1882600
OG0008758	XP_006294759.1	Np006G3622300
OG0008759	XP_023640220.1	Np006G3621200, Np007G3961100
OG0008760	XP_006294144.1	Np006G3618500
OG0008762	XP_006293814.1	Np006G3611300
OG0008763	XP_006295039.1	Np006G3610400
OG0008764	XP_006295919.1	Np006G3609100
OG0008765	XP_006295716.1	Np006G3609000
OG0008766	XP_006294344.2	Np006G3580200
OG0008767	XP_006292872.2	Np004G2030500
OG0008768	XP_006295096.1	Np006G3581400
OG0008769	XP_006294958.1	Np005G3168900, Np006G3582800, Np005G3169500
OG0008770	XP_006293456.1	Np005G3169200, Np006G3583800
OG0008771	XP_006296291.1	Np006G3584700, Np003G1321700
OG0008772	XP_006293606.1	Np006G3586300
OG0008773	XP_006296363.1	Np006G3704400, Np006G3697200
OG0008774	XP_006294207.1	Np006G3588500
OG0008775	XP_023639861.1	Np006G3588700
OG0008776	XP_006294226.1	Np006G3591900
OG0008777	XP_006295281.2	Np006G3593000
OG0008778	XP_006296151.1	Np006G3595800
OG0008779	XP_006294126.1	Np006G3596200
OG0008780	XP_006293705.1	Np006G3598700
OG0008781	XP_006294865.1	Np006G3599000
OG0008782	XP_006294177.1	Np006G3599100
OG0008784	XP_006296496.1	Np006G3599900
OG0008785	XP_006294844.1	Np006G3600600
OG0008786	XP_023639734.1	Np006G3601500
OG0008787	XP_023639895.1	Np006G3605900
OG0008788	XP_023640181.1	Np006G3424200
OG0008789	XP_006294335.1	Np006G3520200
OG0008790	XP_006293768.1	Np006G3517000
OG0008791	XP_023639708.1	Np006G3514300
OG0008792	XP_006296371.1	Np006G3523900
OG0008793	XP_006280685.1	Np006G3526300
OG0008794	XP_006295686.1	Np006G3530800, Np006G3477400
OG0008795	XP_006293884.1	Np006G3534200, Np006G3473100
OG0008796	XP_006294422.1	Np006G3534300, Np006G3472900
