Orthogroup	Capsella_rubella	Cardamine_glauca
OG0006947	XP_006306770.1	Cg008G2881600, Cg006G2086700
OG0006948	XP_006306902.1	Cg006G2086500
OG0006949	XP_006303242.1	Cg006G2085600
OG0006950	XP_006305456.1	Cg005G1499300, Cg006G2082400
OG0006951	XP_006291271.1	Cg006G2080900
OG0006952	XP_023632786.1	Cg006G2079500
OG0006953	XP_006304758.1	Cg006G2076200
OG0006954	XP_006306645.1	Cg006G2073400
OG0006955	XP_006304325.1	Cg006G2070500
OG0006956	XP_006306267.1	Cg006G2070100
OG0006958	XP_006306495.1	Cg006G2060500
OG0006959	XP_023645538.1	Cg006G2058400
OG0006960	XP_006305382.1	Cg006G2057500
OG0006961	XP_006305547.1	Cg006G2056200
OG0006962	XP_006307400.1	Cg006G2052700
OG0006963	XP_006307452.1	Cg006G2052000
OG0006964	XP_006304209.1	Cg006G2048300
OG0006965	XP_006307634.1	Cg006G2047900
OG0006966	XP_006303331.1	Cg006G2047600
OG0006967	XP_023632744.1	Cg006G2046000
OG0006968	XP_006279912.1	Cg004G1438000
OG0006969	XP_006285415.1	Cg001G0265400
OG0006970	XP_006302855.1	Cg007G2486800
OG0006971	XP_023642977.1, XP_006301610.2	Cg007G2483400
OG0006972	XP_006300583.1	Cg007G2480400
OG0006973	XP_006303019.1	Cg007G2470100
OG0006974	XP_006283265.1	Cg001G0162900
OG0006975	XP_023634790.1	Cg001G0162500
OG0006976	XP_006299270.2, XP_006299582.1	Cg003G0911200
OG0006977	XP_006300849.1	Cg007G2272500
OG0006978	XP_006301753.1	Cg007G2273300
OG0006979	XP_006301856.1	Cg007G2279000
OG0006980	XP_006301659.2	Cg003G0807400, Cg003G0808600
OG0006981	XP_006300468.1	Cg007G2287200
OG0006982	XP_006302586.1	Cg007G2288400
OG0006983	XP_006305784.1	Cg006G2002200
OG0006984	XP_023643862.1	Cg007G2301100
OG0006985	XP_006302267.1, XP_023643182.1	Cg007G2300300
OG0006986	XP_023643805.1	Cg007G2317300
OG0006987	XP_006300405.1	Cg007G2263300
OG0006989	XP_006302733.1	Cg007G2257200
OG0006990	XP_006282859.1	Cg001G0394400
OG0006991	XP_006282042.1	Cg008G2974600
OG0006992	XP_006281627.1	Cg008G2975500
OG0006993	XP_006282214.1	Cg008G2976800
OG0006994	XP_006281644.1	Cg008G2985000
OG0006995	XP_006282223.1	Cg008G2985900
OG0006996	XP_023637083.1	Cg008G2987300
OG0006997	XP_006281837.1	Cg008G2948800
OG0006998	XP_006287564.1	Cg003G0735300, Cg003G0863100
OG0006999	XP_006284173.1	Cg001G0107100
OG0007000	XP_006284462.1	Cg001G0106300
OG0007001	XP_006306405.1	Cg006G1852300
OG0007002	XP_006303468.1	Cg006G1851400
OG0007003	XP_023642833.1	Cg007G2520700
OG0007004	XP_006300328.1	Cg007G2520300
OG0007005	XP_006300491.1	Cg007G2519700
OG0007006	XP_023634407.1	Cg001G0003300
OG0007007	XP_006283456.1	Cg001G0007200
OG0007008	XP_006285580.1	Cg001G0009600
OG0007009	XP_006282536.1	Cg001G0012900
OG0007010	XP_006284053.2	Cg001G0013000
OG0007011	XP_006284157.1	Cg001G0019500
OG0007012	XP_006284261.1	Cg001G0023800
OG0007013	XP_023634614.1	Cg001G0025700
OG0007014	XP_006286073.1	Cg007G2514700, Cg007G2514600, Cg001G0027600
OG0007015	XP_006283961.1	Cg001G0029400
OG0007016	XP_006282585.2	Cg001G0032200
OG0007017	XP_006284152.1	Cg001G0034000
OG0007018	XP_023634546.1	Cg001G0034100
OG0007019	XP_023634462.1	Cg001G0038200
OG0007020	XP_006283732.1	Cg001G0040200
OG0007021	XP_023635449.1	Cg001G0043600
OG0007022	XP_006284101.1	Cg001G0044200
OG0007023	XP_006282468.1	Cg001G0045700
OG0007024	XP_006302674.1	Cg007G2289600
OG0007025	XP_006286414.1, XP_006283890.1	Cg001G0050000
OG0007027	XP_006284274.1	Cg001G0051300
OG0007028	XP_006283418.1	Cg001G0052600
OG0007029	XP_006282478.1	Cg001G0053300
OG0007030	XP_006284292.2	Cg001G0054100
OG0007031	XP_006283157.1	Cg001G0080800
OG0007032	XP_006283357.1	Cg001G0080700
OG0007033	XP_006284395.2	Cg001G0080000
OG0007034	XP_023634921.1	Cg001G0076500
OG0007035	XP_006283989.1	Cg001G0076300
OG0007036	XP_006283764.1	Cg001G0074500
OG0007037	XP_006282817.1	Cg001G0073800
OG0007038	XP_006293522.1	Cg005G1594700
OG0007039	XP_006293368.1	Cg005G1716400
OG0007040	XP_006286081.1	Cg001G0070700
OG0007041	XP_006284473.1	Cg001G0069300
OG0007042	XP_006284796.1	Cg001G0066400
OG0007043	XP_006300115.1	Cg004G1358500
OG0007044	XP_006284113.1	Cg001G0065200
OG0007045	XP_006283689.1	Cg001G0064200
OG0007046	XP_006283921.1	Cg001G0062500
OG0007047	XP_023633721.1	Cg001G0062200
OG0007048	XP_023634395.1	Cg001G0061900
OG0007049	XP_006283036.1	Cg001G0060600
OG0007050	XP_006284441.1	Cg001G0060400
OG0007051	XP_006282718.1	Cg001G0082700
OG0007052	XP_006283713.1	Cg001G0083100
OG0007053	XP_006284442.1	Cg001G0090000
OG0007054	XP_006285612.1	Cg001G0090100
OG0007055	XP_006282988.1	Cg001G0091300
OG0007056	XP_006285718.1	Cg001G0091700
OG0007057	XP_006285443.1	Cg001G0093200
OG0007058	XP_023634240.1	Cg001G0093600
OG0007059	XP_006286217.1	Cg001G0094900
OG0007060	XP_006297629.1	Cg004G1307700
OG0007061	XP_006297061.1	Cg004G1311100
OG0007062	XP_006301468.2	Cg007G2495700
OG0007063	XP_006302701.1	Cg007G2493500
OG0007064	XP_006301256.1	Cg007G2491800
OG0007065	XP_006304946.1	Cg006G2031900
OG0007066	XP_006306890.1	Cg006G2030900
OG0007067	XP_006307102.1	Cg006G2024400
OG0007068	XP_006294756.1	Cg005G1716700
OG0007069	XP_006287451.1	Cg014G3042700, Cg003G0713200
OG0007070	XP_006288169.1	Cg003G0717100, Cg014G3038500
OG0007071	XP_006288366.1	Cg003G0711000, Cg014G3044800
OG0007072	XP_006287527.1	Cg014G3046200, Cg003G0709600
OG0007073	XP_006289538.2	Cg003G0707900, Cg014G3047600
OG0007074	XP_006286999.1	Cg003G0706500, Cg014G3049000
OG0007075	XP_023636202.1	Cg014G3050900, Cg003G0704700
OG0007076	XP_006288584.1	Cg003G0700200
OG0007077	XP_006288414.1	Cg003G0698100
OG0007079	XP_023633237.1	Cg006G2004300
OG0007080	XP_006283057.1	Cg001G0161900
OG0007081	XP_006282662.2	Cg001G0120900
OG0007085	XP_006305422.2	Cg006G2090700
OG0007086	XP_023633054.1	Cg006G2031700
OG0007087	XP_023632863.1, XP_006307570.1	Cg006G2016600
OG0007088	XP_006303472.1	Cg006G2005700
OG0007089	XP_006305552.1	Cg006G2004100
OG0007090	XP_023645443.1	Cg006G2002500
OG0007096	XP_023638019.1	Cg002G0695600
OG0007097	XP_006292736.1	Cg002G0670500, Cg002G0670300
OG0007098	XP_006291705.1	Cg002G0643900
OG0007099	XP_006292203.1	Cg002G0605500
OG0007101	XP_023638993.1	Cg002G0558900
OG0007102	XP_023639224.1	Cg002G0507500
OG0007103	XP_023638546.1	Cg002G0495500
OG0007105	XP_006287665.1	Cg008G2749600
OG0007107	XP_006289428.1, XP_023637439.1	Cg003G0785800
OG0007108	XP_006286766.1	Cg003G0755400
OG0007109	XP_006285694.2	Cg001G0298000, Cg001G0298600, Cg001G0298400, Cg001G0298200
OG0007110	XP_006283906.1	Cg001G0142700
OG0007111	XP_023632697.1, XP_023635134.1	Cg001G0173000
OG0007113	XP_023638912.1, XP_023639023.1, XP_023638801.1	Cg001G0347800
OG0007114	XP_023633568.1, XP_023633566.1	Cg008G2972400, Cg008G2972500
OG0007115	XP_006281967.1	Cg008G2879100
OG0007116	XP_006280509.1	Cg008G2860300, Cg008G2845400
OG0007119	XP_023644662.1	Cg003G0830400, Cg003G0879100, Cg003G0879000, Cg003G0879600, Cg003G0831000, Cg003G0879400, Cg003G0830700, Cg003G0879200, Cg003G0879300, Cg003G0830900
OG0007129	XP_006285853.1	Cg001G0173500
OG0007130	XP_006280648.1	Cg003G0932300
OG0007131	XP_006281023.1	Cg003G1024000
OG0007132	XP_006291232.1	Cg002G0543100
OG0007133	XP_006291423.2	Cg002G0543700
OG0007134	XP_006291469.2	Cg002G0545200
OG0007135	XP_006291383.1	Cg002G0548000
OG0007136	XP_006292170.1	Cg002G0548400
OG0007137	XP_006291708.1	Cg002G0696800
OG0007138	XP_023638132.1	Cg002G0695100
OG0007139	XP_006286015.1	Cg001G0106800
OG0007140	XP_006291072.1	Cg002G0690500
OG0007141	XP_006290683.1	Cg002G0685900
OG0007142	XP_006295228.2	Cg005G1554500
OG0007143	XP_006279629.1	Cg008G2976900
OG0007144	XP_023643765.1	Cg007G2551900
OG0007145	XP_006288204.1	Cg008G2741000
OG0007146	XP_006286395.1	Cg008G2740300
OG0007147	XP_006286597.1	Cg008G2738200
OG0007148	XP_023636878.1	Cg008G2738000
OG0007149	XP_006290189.1	Cg008G2736400
OG0007150	XP_006288645.1	Cg008G2735900
OG0007151	XP_006287246.1	Cg008G2733300
OG0007152	XP_006286654.1	Cg008G2731700
OG0007153	XP_006288141.1	Cg008G2730000
OG0007154	XP_006287270.1	Cg008G2729900
OG0007155	XP_006288060.1	Cg008G2729500
OG0007156	XP_006289384.1	Cg008G2728700
OG0007157	XP_006288145.1	Cg008G2727500
OG0007158	XP_023636472.1, XP_023643809.1	Cg008G2725600
OG0007159	XP_006294200.1	Cg005G1568900
OG0007160	XP_023637264.1	Cg008G2722600
OG0007161	XP_006293389.1, XP_006288753.1	Cg008G2721900
OG0007162	XP_023636219.1	Cg008G2719900
OG0007163	XP_023636222.1	Cg008G2719700
OG0007164	XP_006288945.1	Cg008G2716600
OG0007165	XP_023637570.1	Cg008G2714300
OG0007166	XP_006286932.1	Cg008G2713600
OG0007167	XP_006287415.1	Cg008G2713500
OG0007168	XP_006286392.1	Cg008G2713100
OG0007169	XP_006288419.1	Cg008G2712300
OG0007170	XP_006288682.1	Cg008G2711800
OG0007172	XP_006289408.1	Cg003G0770200
OG0007173	XP_006286546.1	Cg008G2706300
OG0007174	XP_006287122.1	Cg008G2706200
OG0007175	XP_006287113.1	Cg008G2706000
OG0007176	XP_006289000.1	Cg008G2705000
OG0007177	XP_006287422.1	Cg008G2704300
OG0007178	XP_006286842.1	Cg008G2703900
OG0007179	XP_006288429.2	Cg008G2703700
OG0007180	XP_006289410.1	Cg008G2703500
OG0007181	XP_023633385.1	Cg008G2703300
OG0007182	XP_006287010.1	Cg008G2703200
OG0007183	XP_006287370.1	Cg008G2701300
OG0007184	XP_006288473.1	Cg008G2700900
OG0007185	XP_006289185.1	Cg008G2700800
OG0007186	XP_023636987.1	Cg008G2700200
OG0007188	XP_006281889.2	Cg008G2862600, Cg008G2848200
OG0007189	XP_006288001.1	Cg008G2699400
OG0007190	XP_006289952.1	Cg008G2698900
OG0007191	XP_006288037.1	Cg008G2698800
OG0007192	XP_006286938.1	Cg008G2697800
OG0007193	XP_023637729.1	Cg008G2697000
OG0007194	XP_023638928.1	Cg003G0946800
OG0007195	XP_006286397.1	Cg008G2694300
OG0007196	XP_006287265.1	Cg008G2693900
OG0007197	XP_006288792.1	Cg008G2690800
OG0007198	XP_006287315.1	Cg008G2688100
OG0007199	XP_023636307.1	Cg008G2687400
OG0007200	XP_006289173.1	Cg008G2686400
OG0007201	XP_023638995.1	Cg002G0623300
OG0007202	XP_006288828.1	Cg008G2684700
OG0007203	XP_006288237.1	Cg008G2681800
OG0007204	XP_006289739.1	Cg008G2681400
OG0007205	XP_023633958.1	Cg001G0161500
OG0007206	XP_006288806.1	Cg008G2680500
OG0007207	XP_006289898.1	Cg008G2674000
OG0007208	XP_006289080.1	Cg008G2673400
OG0007209	XP_006281224.1	Cg008G2880900
OG0007210	XP_006289477.1	Cg008G2672300
OG0007211	XP_006286402.1	Cg008G2670000
OG0007212	XP_006288625.1	Cg008G2668500
OG0007213	XP_006288804.2	Cg008G2668200
OG0007214	XP_023636208.1	Cg008G2667600
OG0007215	XP_006288046.1	Cg008G2665200
OG0007216	XP_006289683.1	Cg008G2662600
OG0007217	XP_006288927.1	Cg008G2660100
OG0007218	XP_023637235.1	Cg008G2658500
OG0007219	XP_023635989.1	Cg008G2657700
OG0007220	XP_006288561.1	Cg008G2655100
OG0007221	XP_006287925.1	Cg008G2653600
OG0007222	XP_023636353.1	Cg008G2653300
OG0007223	XP_006289808.1	Cg008G2650800
OG0007224	XP_006287436.1	Cg003G0727500, Cg003G0870400
OG0007225	XP_006286760.1	Cg003G0729400, Cg003G0868800
OG0007226	XP_006287030.2	Cg003G0729500, Cg003G0868700
OG0007227	XP_006288367.1	Cg003G0867600, Cg003G0730700
OG0007228	XP_006284729.1	Cg001G0153300
OG0007229	XP_006283812.1	Cg001G0155100
OG0007230	XP_023635579.1	Cg001G0157100
OG0007231	XP_006293818.1	Cg005G1687000
OG0007232	XP_023640225.1	Cg005G1682700
OG0007233	XP_006294834.2	Cg005G1678300
OG0007234	XP_006294532.1	Cg005G1672300
OG0007235	XP_023640674.1	Cg005G1669900
OG0007236	XP_006294358.1	Cg005G1666700
OG0007237	XP_006295271.1	Cg005G1660000
OG0007238	XP_006295762.1	Cg005G1658600
OG0007239	XP_006294505.2	Cg005G1653300
OG0007240	XP_006295257.1	Cg005G1652000
OG0007241	XP_006296187.1	Cg005G1651500
OG0007242	XP_006295654.1	Cg005G1649600
OG0007243	XP_006294186.1	Cg005G1646000
OG0007244	XP_006294561.1	Cg005G1645400
OG0007245	XP_006295222.1	Cg005G1643400
OG0007246	XP_006296014.2	Cg005G1643300
OG0007247	XP_006294390.1	Cg005G1637200
OG0007248	XP_006293938.1	Cg005G1637100
OG0007249	XP_006294159.1	Cg005G1633200
OG0007250	XP_006296397.1	Cg005G1632700
OG0007251	XP_006286633.1	Cg008G2783200
OG0007252	XP_006295663.1	Cg005G1629100
OG0007253	XP_023639373.1	Cg005G1627400
OG0007254	XP_006293862.1	Cg005G1622800
OG0007255	XP_006293717.1	Cg005G1622700
OG0007256	XP_023640914.1	Cg005G1621300
OG0007257	XP_006296307.1	Cg005G1618400
OG0007259	XP_006296107.1	Cg005G1612100
OG0007260	XP_006296077.2	Cg005G1608300
OG0007261	XP_023640688.1	Cg005G1609300
OG0007262	XP_006295126.1	Cg005G1609900
OG0007263	XP_023639632.1	Cg005G1606100
OG0007265	XP_006293722.2	Cg005G1603900
OG0007266	XP_023640946.1	Cg005G1603500, Cg005G1610500
OG0007267	XP_023640272.1	Cg005G1603200
OG0007268	XP_006293609.1	Cg005G1602200
OG0007269	XP_006293864.1	Cg005G1599200
OG0007270	XP_023640589.1	Cg005G1598900
OG0007271	XP_006280646.2	Cg008G2936500
OG0007272	XP_006279640.1	Cg008G2941700
OG0007273	XP_006285766.1	Cg001G0151800
OG0007274	XP_006283834.1	Cg001G0150500
OG0007275	XP_006283622.1	Cg001G0147100
OG0007276	XP_006284146.1	Cg001G0146100
OG0007277	XP_006303444.2	Cg006G1860700
OG0007278	XP_006304043.2	Cg006G1861300
OG0007279	XP_006304997.2	Cg006G1864400
OG0007280	XP_023644988.1	Cg006G1861500
OG0007281	XP_006307222.1	Cg005G1726400, Cg005G1726500, Cg006G1861600
OG0007282	XP_023633097.1	Cg006G1998600
OG0007283	XP_006304864.2	Cg006G1996600
OG0007284	XP_023644745.1	Cg006G1995200
OG0007285	XP_006304607.1	Cg006G1991400
OG0007286	XP_006307426.2, XP_023640936.1	Cg006G1989300
OG0007287	XP_023645783.1	Cg006G1986100
OG0007288	XP_006307623.1	Cg006G1985900
OG0007289	XP_023645588.1	Cg006G1984900
OG0007290	XP_023645719.1	Cg006G1983700
OG0007292	XP_006305258.1	Cg006G1973700
OG0007293	XP_006306777.1	Cg006G1972200
OG0007294	XP_023644924.1	Cg006G1971400
OG0007295	XP_006306879.1	Cg006G1971000
OG0007296	XP_006306671.2	Cg006G1970300
OG0007297	XP_006306764.1	Cg006G1969500
OG0007299	XP_006307230.1	Cg006G1967000
OG0007300	XP_006303512.1	Cg006G1964300
OG0007301	XP_006303442.1	Cg006G1964200
OG0007302	XP_006303652.1	Cg006G1962900
OG0007303	XP_006305838.2, XP_006306664.1	Cg006G1961100
OG0007304	XP_006305056.1	Cg006G1960000
OG0007305	XP_023645562.1	Cg006G1957900
OG0007306	XP_023632928.1	Cg006G1952400
OG0007307	XP_006303981.1	Cg006G1952100
OG0007308	XP_006303176.1	Cg006G1951300
OG0007309	XP_006307698.1	Cg006G1950500
OG0007310	XP_006305496.1	Cg006G1948600
OG0007311	XP_006307023.1	Cg006G1947800
OG0007312	XP_006290253.1	Cg002G0684000
OG0007313	XP_006291795.1	Cg002G0681300
OG0007314	XP_023637839.1	Cg002G0681100
OG0007315	XP_006291078.1	Cg002G0680300
OG0007316	XP_006290926.1	Cg002G0678100
OG0007317	XP_006280348.1	Cg003G1062200
OG0007318	XP_006280438.2	Cg003G1056700
OG0007319	XP_006280866.1	Cg003G1055300
OG0007320	XP_023636839.1	Cg003G1055100
OG0007321	XP_006284345.1	Cg001G0119500
OG0007322	XP_023644482.1	Cg003G1054100
OG0007323	XP_006279944.1	Cg003G1050200
OG0007324	XP_006280337.2	Cg003G1049000
OG0007325	XP_006279483.1	Cg003G1048900
OG0007326	XP_023645010.1	Cg003G1046800
OG0007327	XP_006282319.1	Cg003G1045500
OG0007328	XP_006280072.1	Cg003G1045100
OG0007329	XP_006280422.2	Cg003G1043100
OG0007330	XP_006280757.1	Cg003G1039900
OG0007331	XP_006281667.1	Cg003G1039600
OG0007332	XP_006280921.1	Cg003G1038300
OG0007333	XP_006282086.1	Cg003G1036900
OG0007335	XP_006279853.1	Cg003G1036000
OG0007336	XP_006279847.1	Cg003G1035900
OG0007337	XP_006279993.1	Cg003G1035400
OG0007338	XP_023637322.1	Cg003G1034700
OG0007339	XP_006281329.1	Cg003G1032000
OG0007340	XP_006281488.1	Cg003G1030700, Cg003G1030600
OG0007341	XP_006279637.1	Cg003G1030400
OG0007342	XP_006282266.1	Cg003G1029600
OG0007343	XP_006279958.2	Cg003G1029000
OG0007344	XP_006280952.1	Cg003G1028600
OG0007345	XP_006280553.1	Cg003G1022800
OG0007346	XP_006280654.1	Cg003G1022600
OG0007347	XP_006281376.1	Cg003G1022300
OG0007348	XP_006281149.1	Cg003G1022200
OG0007349	XP_006282142.1	Cg003G1021800
OG0007350	XP_006280949.1	Cg003G1018100
OG0007351	XP_006281035.2	Cg003G1015200
OG0007352	XP_006280864.1	Cg003G1015100
OG0007353	XP_006280610.1	Cg003G1013400
OG0007354	XP_023635731.1	Cg003G1010300
OG0007355	XP_006284542.1	Cg001G0275700
OG0007356	XP_006281764.1	Cg003G1007300
OG0007357	XP_006281687.2	Cg003G1006700
OG0007358	XP_006280030.1	Cg003G1006400
OG0007359	XP_023632559.1	Cg003G1006100
OG0007360	XP_006280822.1	Cg003G1004000
OG0007361	XP_023637329.1	Cg003G1000900
OG0007362	XP_023633535.1	Cg003G0999800
OG0007363	XP_006280281.2	Cg003G0999700
OG0007364	XP_006288391.1	Cg008G2788200
OG0007365	XP_006288359.1	Cg008G2792500
OG0007366	XP_006286557.1	Cg008G2793600
OG0007367	XP_006288585.1	Cg008G2794100
OG0007368	XP_023635927.1	Cg008G2795400
OG0007369	XP_006289001.1	Cg008G2798400
OG0007370	XP_006288613.1	Cg008G2799100
OG0007371	XP_006288072.1	Cg008G2800000
OG0007372	XP_006287394.1	Cg008G2801400
OG0007374	XP_023637708.1	Cg008G2802600
OG0007375	XP_023637707.1	Cg008G2802700
OG0007376	XP_023635958.1	Cg008G2803100
OG0007377	XP_006287981.1, XP_006289494.1	Cg008G2806100
OG0007378	XP_006288628.1	Cg008G2806300
OG0007379	XP_006288745.1	Cg008G2806400
OG0007380	XP_006287080.1	Cg008G2810100
OG0007381	XP_006288767.1	Cg008G2812000
OG0007382	XP_006286384.1	Cg008G2812500
OG0007383	XP_006288826.1	Cg008G2813800
OG0007384	XP_023635832.1	Cg008G2759200
OG0007385	XP_006287675.2	Cg008G2758200
OG0007386	XP_006288189.1	Cg008G2762200
OG0007387	XP_006287100.1	Cg008G2762300
OG0007388	XP_006289267.1	Cg008G2763100
OG0007389	XP_006289190.1	Cg008G2763700
OG0007390	XP_006289623.2	Cg008G2763800
OG0007391	XP_006288554.1	Cg008G2764700
OG0007392	XP_006290058.1	Cg008G2766100
OG0007393	XP_006288232.2	Cg008G2766600
OG0007394	XP_023637303.1	Cg008G2769800
OG0007395	XP_006288672.1	Cg008G2771900
OG0007396	XP_006288695.1	Cg008G2773400
OG0007397	XP_023636170.1	Cg008G2773800
OG0007398	XP_006286896.1	Cg008G2774100
OG0007399	XP_006286832.1	Cg008G2776000
OG0007400	XP_006288462.1	Cg008G2777100
OG0007401	XP_006287376.1	Cg008G2777600
OG0007402	XP_023636153.1	Cg008G2782600
OG0007404	XP_006289692.1	Cg008G2784500
OG0007405	XP_006287779.1	Cg008G2784900
OG0007406	XP_023637354.1	Cg008G2786600
OG0007407	XP_006280175.2	Cg003G0998200
OG0007408	XP_023639542.1	Cg003G0997500
OG0007409	XP_006281551.1	Cg003G0995800
OG0007410	XP_023644589.1	Cg006G1849000
OG0007411	XP_006281434.2	Cg003G0991800
OG0007412	XP_006282172.1	Cg003G0898300
OG0007413	XP_006280933.2	Cg003G0990500
OG0007414	XP_006280985.1	Cg003G0990200
OG0007415	XP_023640944.1	Cg005G1582700
OG0007416	XP_023640880.1	Cg003G0987500
OG0007417	XP_006282087.1	Cg003G0983600
OG0007419	XP_006279627.1	Cg003G0981000
OG0007420	XP_023645705.1	Cg003G0980100
OG0007421	XP_006280320.1	Cg003G0978700
OG0007422	XP_006280863.1	Cg003G0977800
OG0007423	XP_006281118.1	Cg003G0977200
OG0007424	XP_006279957.1	Cg003G0975100
OG0007425	XP_006281173.1	Cg003G0975000
OG0007426	XP_006284632.1	Cg003G0974400
OG0007427	XP_006282219.1	Cg003G0970000
OG0007428	XP_006281381.1	Cg003G0968400
OG0007429	XP_006280408.2	Cg003G0968200
OG0007430	XP_006279741.1	Cg003G0967900
OG0007431	XP_006280689.1	Cg003G0966600
OG0007432	XP_006281929.1	Cg003G0964500
OG0007433	XP_006282100.1	Cg003G0884500
OG0007434	XP_006280349.1	Cg003G0959500
OG0007435	XP_006280298.1	Cg003G0959800
OG0007436	XP_023635075.1	Cg003G0960700
OG0007437	XP_006280860.1	Cg003G0960800
OG0007438	XP_023645056.1	Cg003G0961500
OG0007439	XP_006279916.1	Cg003G0957800
OG0007440	XP_006279626.1	Cg003G0954500
OG0007441	XP_023637306.1	Cg003G0950300
OG0007442	XP_006281519.1	Cg003G0949400
OG0007443	XP_006281106.1	Cg003G0947800
OG0007444	XP_006285528.1	Cg001G0115300
OG0007445	XP_006282268.1	Cg003G0944800
OG0007446	XP_023633407.1	Cg003G0939300
OG0007447	XP_006279592.2	Cg003G0938800
OG0007448	XP_023640493.1	Cg003G0938000
OG0007449	XP_006292916.1	Cg002G0531900
OG0007451	XP_006291034.1	Cg002G0540300, Cg002G0540100
OG0007452	XP_006280953.1	Cg003G0926300
OG0007453	XP_023641170.1	Cg003G0928200
OG0007454	XP_023645845.1	Cg003G0931200, Cg003G0928300
OG0007455	XP_006287533.1	Cg003G0720400, Cg014G3035200
OG0007456	XP_006288215.1	Cg014G3034800, Cg003G0720800
OG0007457	XP_006288678.1	Cg003G0725500, Cg014G3029100
OG0007458	XP_006287974.1	Cg003G0871300, Cg003G0726600
OG0007459	XP_006288596.1, XP_006286566.1	Cg008G2646700
OG0007460	XP_023636279.1	Cg008G2644900
OG0007461	XP_006287883.1	Cg008G2644400
OG0007462	XP_006287717.1	Cg008G2642400
OG0007463	XP_006287297.1	Cg008G2639000
OG0007464	XP_006290100.1	Cg008G2637200
OG0007465	XP_006290093.1	Cg008G2637000
OG0007466	XP_006288643.1	Cg008G2635400
OG0007467	XP_006288654.1	Cg008G2630200
OG0007468	XP_006287622.1	Cg008G2628000
OG0007469	XP_006286489.1	Cg008G2624700
OG0007470	XP_006287970.1	Cg008G2624400
OG0007471	XP_006288265.2	Cg008G2620200
OG0007472	XP_006286481.1	Cg008G2618100
OG0007473	XP_006287516.1	Cg008G2614800
OG0007474	XP_006286833.1	Cg008G2613200
OG0007475	XP_006296622.1	Cg004G1160900
OG0007476	XP_006289149.1	Cg008G2610800
OG0007477	XP_006289547.1	Cg008G2610000
OG0007478	XP_006289785.1	Cg008G2607000
OG0007479	XP_023636453.1	Cg008G2605300
OG0007480	XP_006290989.1	Cg008G2605200
OG0007482	XP_006287667.1	Cg008G2602800
OG0007483	XP_006287634.1	Cg008G2602500
OG0007484	XP_006288605.1	Cg008G2602000
OG0007485	XP_006288341.2	Cg008G2599000
OG0007487	XP_023635850.1	Cg008G2597100
OG0007488	XP_006287552.1	Cg008G2595800
OG0007489	XP_023637182.1	Cg008G2595900
OG0007490	XP_023636751.1	Cg008G2596000
OG0007491	XP_023635974.1	Cg008G2596400
OG0007493	XP_006288058.1	Cg008G2592100
OG0007494	XP_006287256.1	Cg008G2592000
OG0007495	XP_006287534.1	Cg008G2591000
OG0007496	XP_006287885.1	Cg008G2590500
OG0007497	XP_006288271.1	Cg008G2589300
OG0007498	XP_006279345.1	Cg008G2584500
OG0007499	XP_006283644.2	Cg001G0382900
OG0007500	XP_006283718.1	Cg001G0391200
OG0007501	XP_006283614.2	Cg001G0392300
OG0007502	XP_006284002.1	Cg001G0394000
OG0007503	XP_006300949.1	Cg007G2581200
OG0007504	XP_006302052.2	Cg007G2571900
OG0007505	XP_006302189.2	Cg007G2572600
OG0007506	XP_006302240.1	Cg007G2572800
OG0007507	XP_006300673.1	Cg007G2573600
OG0007508	XP_023643632.1	Cg007G2570700
OG0007509	XP_006300498.1	Cg007G2568600
OG0007510	XP_006300815.1	Cg007G2567700
OG0007511	XP_006298318.1	Cg004G1408100
OG0007512	XP_023643056.1	Cg007G2564100
OG0007513	XP_006302502.1	Cg007G2562800
OG0007514	XP_023644153.1	Cg007G2562000
OG0007515	XP_006301561.1	Cg007G2561900
OG0007516	XP_023643035.1	Cg007G2561600
OG0007517	XP_006301292.1	Cg007G2561400
OG0007518	XP_006302731.2	Cg007G2558700
OG0007519	XP_006302567.1	Cg007G2558200
OG0007520	XP_006301840.1	Cg007G2558100
OG0007521	XP_006302525.1	Cg007G2557200
OG0007522	XP_006302488.1	Cg007G2553500
OG0007523	XP_006302124.1	Cg007G2551700
OG0007524	XP_006302909.1	Cg007G2550900
OG0007525	XP_023643424.1	Cg007G2548900
OG0007526	XP_006301166.2	Cg007G2548600
OG0007527	XP_006300594.1	Cg007G2547000
OG0007528	XP_006302393.1	Cg007G2545600
OG0007529	XP_006302133.1	Cg007G2543500
OG0007530	XP_006300367.1	Cg007G2543100
OG0007531	XP_006302710.1	Cg007G2542800
OG0007532	XP_006301250.1	Cg007G2541800
OG0007533	XP_006302213.1	Cg007G2540000
OG0007534	XP_006301259.1	Cg007G2538600
OG0007535	XP_006301451.1	Cg007G2533900
OG0007536	XP_006302690.1	Cg007G2531800
OG0007537	XP_006301363.1	Cg007G2531600
OG0007538	XP_006302754.1	Cg007G2530900
OG0007539	XP_006301599.1	Cg007G2529000
OG0007540	XP_006301887.1	Cg007G2528900
OG0007541	XP_006302134.1	Cg007G2527500
OG0007542	XP_006290511.1	Cg006G1854100
OG0007543	XP_006300630.1	Cg007G2522700
OG0007544	XP_006302529.1	Cg007G2521400
OG0007545	XP_006296985.1	Cg004G1409600
OG0007546	XP_006298646.1	Cg004G1410200
OG0007547	XP_006299646.1	Cg004G1410400
