Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0010425	XP_002885057.1	Ag005G465060
OG0010426	XP_020878816.1	Ag008G718500
OG0010427	XP_020887184.1	Ag005G464260
OG0010428	XP_002885083.1	Ag005G463910
OG0010429	XP_020887162.1	Ag005G463440
OG0010430	XP_020888139.1	Ag005G462930
OG0010431	XP_002883002.2	Ag005G461300
OG0010432	XP_002870183.1	Ag001G029850, Ag001G031080
OG0010433	XP_002883056.1	Ag005G458080
OG0010434	XP_002885218.1	Ag005G457550
OG0010435	XP_002883096.1	Ag005G456540
OG0010436	XP_020886620.1	Ag005G455360
OG0010437	XP_002883125.1	Ag005G454910
OG0010438	XP_002883129.1	Ag005G454830
OG0010439	XP_020889438.1	Ag005G454610, Ag005G454660
OG0010440	XP_020887094.1	Ag005G453500
OG0010441	XP_020887505.1	Ag004G399360, Ag004G328800, Ag005G453080
OG0010442	XP_020886741.1	Ag005G452610
OG0010443	XP_020887460.1	Ag005G452420
OG0010444	XP_020887643.1	Ag005G451820
OG0010445	XP_020866744.1	Ag001G019670, Ag011G740780
OG0010446	XP_002883196.1	Ag005G448790
OG0010447	XP_020887626.1	Ag005G448680
OG0010448	XP_002883208.1	Ag005G448370
OG0010449	XP_002885336.1	Ag005G448360
OG0010450	XP_020867278.1	Ag001G015120
OG0010452	XP_020888190.1	Ag005G446570
OG0010453	XP_020888189.1	Ag005G446560
OG0010454	XP_020888885.1	Ag005G446520
OG0010455	XP_020888887.1	Ag005G446510
OG0010456	XP_020887511.1	Ag005G446010
OG0010458	XP_002883257.1	Ag005G445120
OG0010459	XP_002885393.1	Ag005G444740
OG0010460	XP_002862673.1, XP_020886038.1	Ag005G442760, Ag005G443990
OG0010461	XP_002862350.2, XP_020886755.1	Ag005G441510
OG0010462	XP_002885461.1	Ag005G440780
OG0010463	XP_002885468.1	Ag005G440430
OG0010464	XP_002885475.2, XP_020888026.1	Ag005G440320
OG0010465	XP_020886186.1	Ag005G439510, Ag005G437210
OG0010466	XP_020886693.1	Ag005G437440
OG0010467	XP_002885639.1	Ag005G430790, Ag005G430070
OG0010468	XP_002883385.1	Ag005G436710
OG0010469	XP_020887194.1	Ag005G436690
OG0010470	XP_002863007.2, XP_002885540.1	Ag005G436330
OG0010471	XP_002883405.1	Ag005G435890
OG0010472	XP_020889077.1	Ag005G435700
OG0010473	XP_020871968.1, XP_020886006.1	Ag013G741730, Ag005G434790
OG0010474	XP_002885606.2	Ag005G431870
OG0010475	XP_002883477.1	Ag005G431760
OG0010476	XP_020887401.1	Ag005G430080, Ag005G430780
OG0010477	XP_002883618.1	Ag005G426850
OG0010478	XP_020889552.1	Ag006G565680
OG0010479	XP_020888469.1	Ag005G419780
OG0010480	XP_020888072.1	Ag005G419270
OG0010481	XP_020886988.1	Ag005G470980
OG0010483	XP_020886223.1	Ag005G418000
OG0010484	XP_020888122.1	Ag005G417240
OG0010485	XP_020889371.1	Ag005G417220
OG0010486	XP_020887822.1, XP_020888417.1	Ag005G416960
OG0010487	XP_020889279.1	Ag005G416340
OG0010488	XP_002886168.1	Ag005G410940
OG0010489	XP_020886456.1	Ag005G406000
OG0010490	XP_020886454.1	Ag005G405730
OG0010491	XP_020885899.1	Ag005G405410
OG0010492	XP_020889302.1	Ag005G404860
OG0010494	XP_020888825.1	Ag005G402560
OG0010495	XP_020874785.1	Ag003G256060
OG0010496	XP_002883939.1	Ag005G402930
OG0010497	XP_020886975.1	Ag005G403390
OG0010498	XP_002886288.1	Ag005G403700
OG0010499	XP_020888082.1	Ag005G403740
OG0010500	XP_002894566.1	Ag001G000080
OG0010501	XP_020867920.1	Ag001G000210
OG0010502	XP_020868867.1	Ag001G001170
OG0010503	XP_002863185.1	Ag007G589210
OG0010504	XP_002894327.1	Ag001G010640
OG0010505	XP_002876091.1	Ag001G067000
OG0010506	XP_020870232.1	Ag001G012320
OG0010507	XP_020868770.1	Ag001G011590
OG0010508	XP_020868766.1	Ag001G013370
OG0010509	XP_002891579.1	Ag001G014610
OG0010510	XP_020867277.1	Ag001G014980
OG0010511	XP_002894247.1, XP_002862239.2	Ag001G015310
OG0010512	XP_020866700.1	Ag011G740790, Ag001G019660
OG0010513	XP_002894133.1	Ag001G024290
OG0010515	XP_020870765.1	Ag001G024890
OG0010516	XP_020868385.1, XP_002894110.1	Ag001G025580
OG0010517	XP_020868389.1	Ag001G026840
OG0010518	XP_020875321.1, XP_020872320.1	Ag008G733370
OG0010520	XP_020882795.1	Ag002G160850
OG0010521	XP_002881342.2	Ag002G160760
OG0010522	XP_002877839.1	Ag001G064680
OG0010523	XP_002876122.2	Ag001G064650
OG0010524	XP_020881279.1	Ag001G064630
OG0010525	XP_002877850.1	Ag001G064310
OG0010526	XP_020879658.1	Ag001G064290
OG0010527	XP_002876145.1	Ag001G068680
OG0010528	XP_002876173.1	Ag001G070670
OG0010529	XP_020881388.1	Ag001G070680
OG0010530	XP_020878783.1	Ag008G718830
OG0010531	XP_002877894.1	Ag001G070780
OG0010532	XP_020882275.1	Ag001G071830
OG0010533	XP_020881160.1	Ag001G071690
OG0010534	XP_020881976.1	Ag001G071820
OG0010535	XP_002877922.1	Ag001G072700
OG0010536	XP_002877927.1	Ag001G072900
OG0010537	XP_020881463.1	Ag001G073700
OG0010538	XP_020881528.1	Ag001G065610
OG0010539	XP_020880993.1	Ag001G075010
OG0010540	XP_002877993.1	Ag001G075830
OG0010541	XP_020880471.1	Ag001G076180
OG0010542	XP_002878013.1	Ag001G076820
OG0010543	XP_002876284.1	Ag001G076840
OG0010544	XP_002876290.1	Ag001G077440
OG0010545	XP_002876325.1	Ag001G079360
OG0010546	XP_002876383.1	Ag001G082990, Ag005G409140
OG0010547	XP_020881114.1	Ag001G083000
OG0010548	XP_020881755.1	Ag001G083160
OG0010549	XP_002878226.1	Ag001G088050
OG0010550	XP_020880496.1	Ag001G088070
OG0010551	XP_020880594.1	Ag001G088610
OG0010552	XP_002878254.1	Ag001G089540
OG0010553	XP_002877971.1	Ag001G075000
OG0010554	XP_020880264.1	Ag001G091210
OG0010555	XP_002878289.1	Ag001G091460
OG0010556	XP_002878335.2	Ag001G092920
OG0010557	XP_002876569.1	Ag001G093270
OG0010558	XP_020882508.1	Ag001G094120
OG0010559	XP_020881578.1	Ag001G094200
OG0010561	XP_020881569.1, XP_020869452.1	Ag001G094420
OG0010562	XP_002878387.2	Ag001G094880
OG0010563	XP_020880820.1	Ag001G095730
OG0010564	XP_020880817.1	Ag001G096030
OG0010565	XP_020880841.1	Ag001G096060
OG0010566	XP_002878422.2	Ag001G096170
OG0010568	XP_020879778.1	Ag001G098220
OG0010569	XP_020866845.1	Ag001G098420, Ag007G580580
OG0010570	XP_020880693.1	Ag001G098560
OG0010571	XP_002876714.1	Ag006G549460, Ag006G547290, Ag006G514370, Ag001G098680
OG0010572	XP_020866385.1	Ag001G013440, Ag001G013420, Ag004G322800
OG0010573	XP_002862163.2	Ag003G212390
OG0010573	XP_020883462.1	Ag003G212310
OG0010575	XP_020882542.1	Ag001G064660
OG0010576	XP_020879621.1	Ag001G075190
OG0010577	XP_002876447.1	Ag001G085790
OG0010578	XP_020883885.1	Ag002G185080
OG0010579	XP_002879888.1	Ag002G188020
OG0010580	XP_002867352.1	Ag003G261900
OG0010581	XP_002866840.1	Ag003G295090
OG0010582	XP_002889431.2	Ag004G300130
OG0010583	XP_020866808.1	Ag004G304150
OG0010584	XP_020870238.1, XP_002894615.2	Ag004G307410, Ag007G617100
OG0010585	XP_020870250.1	Ag004G307790
OG0010586	XP_002892509.2	Ag004G310350
OG0010587	XP_002892665.1	Ag004G315060
OG0010588	XP_020885441.1, XP_020879913.1	Ag004G326220
OG0010589	XP_020869353.1	Ag004G338530
OG0010590	XP_020865903.1	Ag004G345260
OG0010591	XP_002887184.1	Ag004G352330
OG0010592	XP_020891777.1	Ag004G354140
OG0010593	XP_020888783.1	Ag004G383460
OG0010594	XP_002875320.2	Ag004G383550, Ag008G666430
OG0010595	XP_020883782.1	Ag005G419050, Ag007G596340
OG0010596	XP_020889494.1	Ag005G429650
OG0010597	XP_002885479.1	Ag005G439590
OG0010598	XP_002883076.2	Ag005G457360
OG0010599	XP_020888655.1, XP_002885027.1	Ag005G466130
OG0010600	XP_020888832.1	Ag005G468280
OG0010601	XP_020887931.1	Ag005G470700
OG0010602	XP_020888232.1	Ag005G471120
OG0010603	XP_002884733.1	Ag005G477200
OG0010604	XP_002882599.1	Ag005G478200
OG0010605	XP_002882516.1	Ag005G480320
OG0010606	XP_020886528.1, XP_020889337.1, XP_002885554.1, XP_002884479.1	Ag005G484690
OG0010607	XP_002878820.1	Ag006G494830
OG0010608	XP_002871136.1	Ag006G499750
OG0010609	XP_002873260.1	Ag006G504570
OG0010610	XP_002881814.1, XP_002880489.1	Ag006G518410
OG0010611	XP_002880404.1	Ag006G522120
OG0010612	XP_020866348.1	Ag006G537410
OG0010613	XP_020874526.1	Ag006G572920
OG0010614	XP_002870029.1	Ag006G574120
OG0010615	XP_002870101.1	Ag006G577610
OG0010616	XP_020868544.1	Ag007G581400
OG0010617	XP_002881251.1	Ag007G588730
OG0010618	XP_002873388.1	Ag007G602050
OG0010619	XP_020875884.1, XP_020877326.1	Ag007G623060, Ag007G602680
OG0010620	XP_002893031.1, XP_002865923.1	Ag007G610020
OG0010621	XP_020877838.1	Ag007G612920
OG0010623	XP_002874422.1	Ag007G637940
OG0010624	XP_020875255.1	Ag012G740950, Ag008G658220
OG0010625	XP_020879868.1	Ag008G671930
OG0010626	XP_002874059.1	Ag008G715500
OG0010627	XP_002862713.2	Ag008G717560
OG0010628	XP_002874284.1	Ag008G720210
OG0010629	XP_002874210.1	Ag008G722060
OG0010630	XP_002864788.1	Ag008G727240
OG0010660	XP_002869515.1	Ag003G253720
OG0010661	XP_002867454.1	Ag003G253920
OG0010662	XP_020872609.1	Ag003G254810
OG0010663	XP_002867412.2	Ag003G257730
OG0010664	XP_020872199.1	Ag003G261430
OG0010666	XP_002868836.1	Ag003G297110
OG0010667	XP_002867316.1	Ag003G267840
OG0010668	XP_020873033.1	Ag003G268300
OG0010669	XP_002867301.1	Ag003G269050
OG0010670	XP_002867279.1	Ag003G271070
OG0010671	XP_020873160.1	Ag003G273160
OG0010672	XP_020875743.1	Ag003G278720
OG0010673	XP_002867228.1	Ag003G278190
OG0010674	XP_020875429.1	Ag003G276720
OG0010675	XP_020873186.1	Ag003G279090, Ag003G277290
OG0010676	XP_020876299.1	Ag008G715570
OG0010677	XP_020875450.1	Ag003G273990
OG0010678	XP_002879682.1	Ag002G172740, Ag001G024740
OG0010679	XP_002867130.1	Ag003G280900
OG0010680	XP_002867136.1	Ag003G273520
OG0010681	XP_020875119.1	Ag003G281650
OG0010682	XP_020889599.1	Ag004G356290
OG0010683	XP_020874610.1	Ag003G282960
OG0010684	XP_002869102.1	Ag003G284490
OG0010685	XP_002873628.1	Ag007G612520
OG0010687	XP_002893697.1	Ag007G578590
OG0010688	XP_020874547.1	Ag001G101170
OG0010689	XP_002868087.2	Ag001G101250
OG0010690	XP_020873205.1	Ag001G101320
OG0010691	XP_020873975.1	Ag001G101850
OG0010692	XP_020873981.1, XP_020873982.1	Ag001G101900
OG0010694	XP_020873986.1	Ag001G101980
OG0010695	XP_020873971.1	Ag001G102030
OG0010696	XP_002870161.1	Ag001G102040
OG0010697	XP_020868314.1	Ag004G366130
OG0010698	XP_020881349.1	Ag001G081640
OG0010699	XP_002891950.2	Ag004G366360
OG0010700	XP_020869077.1	Ag004G310090
OG0010701	XP_020869189.1	Ag004G367140
OG0010702	XP_020891093.1	Ag004G367730
OG0010703	XP_020890560.1	Ag004G368070
OG0010704	XP_020865585.1	Ag004G368900
OG0010705	XP_002886664.2	Ag004G369520
OG0010706	XP_020890294.1	Ag004G369280
OG0010707	XP_002886651.1	Ag004G370030
OG0010708	XP_002886649.1	Ag004G370120
OG0010709	XP_020890648.1	Ag004G370310
OG0010710	XP_020890168.1	Ag004G370420
OG0010711	XP_002886635.1	Ag004G371170
OG0010712	XP_002886634.1	Ag004G371180
OG0010713	XP_002886633.1	Ag004G371230
OG0010714	XP_020865632.1	Ag004G371540
OG0010716	XP_002886602.1	Ag004G372540
OG0010717	XP_020890060.1	Ag004G374010
OG0010718	XP_020890081.1	Ag004G375110
OG0010719	XP_002888076.1	Ag004G376950
OG0010720	XP_020891340.1	Ag004G377310
OG0010721	XP_020891335.1	Ag004G377920
OG0010722	XP_002876732.1	Ag012G741180, Ag008G658430
OG0010723	XP_002876777.2	Ag006G516990
OG0010724	XP_020880651.1	Ag006G498260, Ag004G399650, Ag005G475500
OG0010725	XP_020881090.1	Ag005G407610
OG0010726	XP_020881070.1	Ag008G660770
OG0010727	XP_002875137.1	Ag008G660810
OG0010728	XP_002876827.1	Ag003G271180, Ag003G271210
OG0010729	XP_020881040.1	Ag008G661000
OG0010730	XP_002876884.2, XP_002876881.1	Ag008G662290
OG0010731	XP_020881481.1	Ag004G347930, Ag008G663830
OG0010733	XP_020879846.1	Ag008G665610
OG0010734	XP_020869890.1	Ag004G317520, Ag004G317530
OG0010736	XP_002876954.1	Ag008G666180
OG0010737	XP_020881155.1	Ag008G666330
OG0010738	XP_020880902.1	Ag008G669930
OG0010739	XP_020879782.1	Ag008G670560
OG0010740	XP_020880955.1	Ag008G674070
OG0010743	XP_020891491.1	Ag004G358350
OG0010744	XP_002886918.1	Ag002G102460, Ag002G124240
OG0010745	XP_020890907.1	Ag004G363610
OG0010746	XP_002884434.1	Ag005G485910
OG0010747	XP_002870398.1	Ag001G044880, Ag001G047540
OG0010748	XP_020865663.1, XP_020891654.1	Ag004G402060
OG0010749	XP_002887867.1	Ag004G402040
OG0010750	XP_002887871.1	Ag006G506470, Ag004G401720
OG0010751	XP_002887889.2	Ag004G400300
OG0010752	XP_020889951.1	Ag004G400290
OG0010753	XP_002887895.1	Ag004G400140
OG0010754	XP_020890603.1	Ag004G397210
OG0010755	XP_002887930.2	Ag004G395300, Ag004G390470
OG0010756	XP_020891432.1	Ag004G389010, Ag004G393950
OG0010757	XP_020890419.1	Ag004G381390
OG0010760	XP_002881764.2	Ag002G190000
OG0010761	XP_020885386.1	Ag002G188660
OG0010762	XP_002879899.1	Ag002G188720
OG0010763	XP_002881732.1	Ag002G187800
OG0010764	XP_002882598.1	Ag005G478210
OG0010765	XP_002882604.1	Ag005G477430, Ag005G478050
OG0010766	XP_020887258.1	Ag005G477180
OG0010767	XP_020887295.1	Ag005G475910
OG0010768	XP_002884783.1	Ag005G475850
OG0010769	XP_002882657.1	Ag005G475840
OG0010770	XP_002869942.1	Ag006G560820, Ag007G646110
OG0010771	XP_020885975.1	Ag005G474490
OG0010772	XP_020891515.1	Ag003G289010
OG0010773	XP_020890125.1, XP_020888217.1	Ag005G474110
OG0010774	XP_002867196.1	Ag003G276920, Ag003G276930
OG0010775	XP_020888271.1	Ag005G472860, Ag005G472850
OG0010777	XP_002884881.1	Ag005G471730
OG0010778	XP_002882769.1	Ag005G471570
OG0010779	XP_020888238.1	Ag005G471560, Ag008G717340, Ag006G570940
OG0010780	XP_002884899.1	Ag005G471320
OG0010781	XP_002884900.1	Ag005G471310
OG0010782	XP_002874481.1	Ag004G373950, Ag006G511150
OG0010783	XP_020884085.1	Ag001G039760
OG0010784	XP_020887802.1	Ag001G041360
OG0010785	XP_002865763.1	Ag001G032640
OG0010786	XP_002865798.1	Ag007G579230
OG0010787	XP_020886604.1	Ag001G064160, Ag001G066750
OG0010788	XP_002863001.2, XP_002865789.1	Ag007G601370
OG0010789	XP_002865800.1	Ag003G275240
OG0010790	XP_002864076.2	Ag004G347280
OG0010791	XP_002865836.1	Ag007G598760
OG0010792	XP_020877578.1	Ag008G676380
OG0010793	XP_020883629.1	Ag008G679840
OG0010794	XP_020874284.1, XP_002864115.1	Ag003G260340
OG0010795	XP_020887770.1	Ag008G680280, Ag008G710600
OG0010797	XP_002864158.1	Ag008G681640
OG0010799	XP_020889610.1	Ag008G682960
OG0010800	XP_002864244.1	Ag008G686370
OG0010801	XP_002864265.1	Ag008G687230
OG0010802	XP_020871510.1	Ag008G688490, Ag008G689950
OG0010803	XP_002864290.2	Ag003G286440, Ag008G687960, Ag008G687950
OG0010804	XP_002864283.1	Ag008G687570
OG0010805	XP_002866055.1	Ag008G693580
OG0010806	XP_002867522.2	Ag003G251170
OG0010807	XP_002866067.1	Ag008G694210
OG0010808	XP_020871595.1	Ag008G695760
OG0010809	XP_002866112.1	Ag008G696400
OG0010810	XP_020874772.1, XP_002864418.1	Ag008G696860
OG0010811	XP_002864442.1, XP_020872433.1	Ag008G698090
OG0010812	XP_020889017.1	Ag008G701580
OG0010813	XP_002866189.1	Ag008G701810
OG0010815	XP_002866220.1	Ag008G703850
OG0010816	XP_020889678.1	Ag008G704520
OG0010817	XP_020888187.1	Ag008G705170
OG0010818	XP_002873600.1	Ag007G610660
OG0010819	XP_020879381.1	Ag006G545210, Ag007G609540
OG0010820	XP_020876517.1	Ag007G609060
OG0010821	XP_002873531.1	Ag007G608200
OG0010822	XP_020878543.1	Ag007G607900
OG0010823	XP_020877004.1	Ag007G607830
OG0010824	XP_020879573.1	Ag007G607660
OG0010825	XP_020876532.1	Ag007G607610
OG0010826	XP_020879499.1	Ag007G606600
OG0010827	XP_002871458.2	Ag007G606480
OG0010828	XP_002873490.1	Ag007G606160
OG0010829	XP_020876739.1	Ag007G606070
OG0010830	XP_020876715.1	Ag007G605460
OG0010831	XP_002864962.1	Ag008G733150
OG0010833	XP_002873437.1	Ag007G604120
OG0010834	XP_020879333.1	Ag007G604110, Ag007G612820
OG0010835	XP_020878812.1	Ag007G603190
OG0010836	XP_002871379.1	Ag007G602630
OG0010837	XP_020869949.1	Ag008G730870
OG0010838	XP_020878141.1	Ag007G601390
OG0010839	XP_020882837.1	Ag002G196510, Ag002G206770
OG0010840	XP_002873307.2	Ag006G508180
OG0010841	XP_002868076.1	Ag006G577780
OG0010842	XP_020873200.1	Ag006G577120
OG0010844	XP_020873918.1	Ag006G575020
OG0010845	XP_002867987.1	Ag006G574460, Ag006G574470
OG0010846	XP_020873059.1	Ag006G574360
OG0010847	XP_020875453.1	Ag006G574210
OG0010848	XP_020874544.1	Ag006G572700
OG0010849	XP_020874542.1	Ag006G572140
OG0010853	XP_002867875.1	Ag006G561590
OG0010854	XP_020872370.1	Ag006G562190
OG0010855	XP_020872911.1	Ag006G564470
OG0010856	XP_020873289.1	Ag006G565750
OG0010857	XP_020873649.1	Ag006G565800
OG0010858	XP_002869869.1	Ag006G566640
OG0010859	XP_002867461.1	Ag003G253710
OG0010860	XP_020873583.1	Ag006G541820, Ag006G546740, Ag006G548110
OG0010861	XP_002869739.1	Ag006G543760, Ag006G541700
OG0010862	XP_020866631.1	Ag006G537980, Ag006G538180, Ag006G540200
OG0010863	XP_020866351.1	Ag006G539890, Ag006G537420
OG0010864	XP_020867036.1	Ag006G537050, Ag006G539620
OG0010865	XP_020868512.1	Ag006G536960, Ag006G539490
OG0010866	XP_020868806.1	Ag006G535660
OG0010867	XP_002893857.1	Ag006G535480
OG0010868	XP_002880700.1	Ag006G533250
OG0010869	XP_020869082.1	Ag006G532400
OG0010870	XP_002891274.1	Ag006G493500
OG0010871	XP_002891265.1	Ag006G531770
OG0010872	XP_002891344.1	Ag007G584850
OG0010873	XP_002890758.2	Ag007G583730
OG0010874	XP_002890766.1	Ag007G583500
OG0010875	XP_002890777.1	Ag007G583080
OG0010876	XP_020870351.1	Ag007G583060
OG0010877	XP_020868887.1	Ag007G583010
OG0010878	XP_020867308.1	Ag007G582600
OG0010879	XP_020867406.1	Ag007G580910
OG0010880	XP_020866844.1	Ag007G580560
OG0010881	XP_020869406.1	Ag007G580380
OG0010882	XP_020869147.1	Ag007G580110, Ag007G580190
OG0010883	XP_020868619.1	Ag007G579760
OG0010884	XP_002869072.1	Ag003G286040
OG0010885	XP_020874034.1	Ag003G287840
OG0010886	XP_020873208.1	Ag003G288510
OG0010887	XP_020887199.1	Ag005G411250
OG0010889	XP_020872480.1	Ag003G289240
OG0010890	XP_020874667.1	Ag003G291220
OG0010891	XP_020881400.1, XP_020872732.1	Ag003G291300
OG0010892	XP_020873032.1, XP_020888677.1	Ag003G292430
OG0010893	XP_002866899.1	Ag003G293300
OG0010894	XP_002866884.1	Ag003G293550
OG0010895	XP_020872779.1	Ag003G295050, Ag008G702220
OG0010896	XP_020872126.1	Ag003G295570
OG0010897	XP_002868851.1	Ag003G296630
OG0010898	XP_020875570.1	Ag003G296690
OG0010899	XP_002880352.1	Ag006G518290
OG0010900	XP_002878525.1	Ag006G518310
OG0010901	XP_020872525.1	Ag003G297030
OG0010902	XP_002866793.1	Ag003G296970
OG0010903	XP_020874960.1	Ag003G296900
OG0010904	XP_020874959.1	Ag003G296890
OG0010905	XP_020872839.1	Ag003G297140
OG0010906	XP_002870472.2	Ag007G643420
OG0010907	XP_020874235.1	Ag007G644880
OG0010908	XP_002870515.1	Ag007G645500
OG0010909	XP_020886737.1	Ag005G437570
OG0010910	XP_020875185.1	Ag007G646120
OG0010911	XP_002868760.1	Ag007G647310
OG0010912	XP_020872190.1	Ag007G647370
OG0010913	XP_002870814.1	Ag007G647740
OG0010914	XP_020872927.1	Ag001G034760, Ag007G647950
OG0010915	XP_002870770.1	Ag007G648940
OG0010916	XP_002881369.1	Ag002G162190
OG0010917	XP_020883013.1	Ag002G162310
OG0010919	XP_020866842.1	Ag007G577940
OG0010920	XP_020879097.1	Ag002G153650, Ag002G156190
OG0010921	XP_020890901.1	Ag003G219760, Ag005G438910
OG0010922	XP_020877467.1	Ag002G151330, Ag009G736180
OG0010923	XP_020877532.1	Ag004G401660
OG0010924	XP_020877477.1	Ag009G735800, Ag002G150220
OG0010925	XP_020882689.1	Ag002G160410
OG0010926	XP_002881320.1	Ag002G167960
OG0010928	XP_020884020.1	Ag002G159260
OG0010930	XP_002865484.1	Ag002G157330
OG0010931	XP_020871193.1	Ag002G126250
OG0010932	XP_020878400.1	Ag002G157150
OG0010933	XP_020871542.1	Ag002G154600, Ag002G157070
OG0010934	XP_002865515.1	Ag002G156770, Ag002G154340
OG0010935	XP_002872493.1	Ag002G148500
OG0010936	XP_020876689.1	Ag002G147270
OG0010937	XP_002872570.1	Ag002G146120
OG0010939	XP_002874797.1	Ag002G140300
OG0010940	XP_002874817.1	Ag002G137800, Ag002G138310
OG0010941	XP_020876346.1	Ag002G137960, Ag002G138010, Ag002G134480
OG0010942	XP_020876396.1	Ag002G133330
OG0010943	XP_020876360.1	Ag002G132440
OG0010944	XP_002863568.1	Ag002G126860
OG0010945	XP_002888639.2	Ag004G354230
OG0010946	XP_020879184.1, XP_002863471.1	Ag002G104510
OG0010947	XP_020871281.1	Ag004G400810, Ag004G400830, Ag004G400840, Ag004G400860, Ag002G105650
OG0010948	XP_020885905.1	Ag002G106140, Ag002G106100
OG0010949	XP_020881096.1	Ag002G116530, Ag002G116440
OG0010950	XP_002865169.1	Ag002G119200
OG0010951	XP_002865145.1	Ag002G121270, Ag002G115020
OG0010952	XP_020871669.1	Ag002G123680
OG0010953	XP_002865122.1	Ag002G122970, Ag002G114770
OG0010954	XP_020887411.1	Ag008G720260, Ag005G426250
OG0010955	XP_002883635.1	Ag002G134370, Ag007G601800, Ag005G426430
OG0010957	XP_002883629.1	Ag005G426590
OG0010959	XP_002879817.1	Ag006G571380
OG0010960	XP_020877133.1	Ag001G038930
OG0010961	XP_020874748.1	Ag001G038060
OG0010962	XP_020874690.1	Ag001G038040
OG0010963	XP_002868324.1	Ag007G614450
OG0010964	XP_002868321.1	Ag001G037850
OG0010965	XP_020890002.1	Ag004G308490
OG0010966	XP_020872584.1	Ag001G036230
OG0010967	XP_020872795.1	Ag001G033710
OG0010968	XP_002870740.1	Ag007G649940
OG0010969	XP_020872949.1	Ag007G650190
OG0010970	XP_020888391.1	Ag007G650440
OG0010971	XP_020889283.1	Ag007G650660, Ag007G650670
OG0010972	XP_002883656.1	Ag007G650680
OG0010973	XP_002870724.1	Ag007G650760
OG0010974	XP_020874719.1	Ag007G652760
OG0010975	XP_020868269.1, XP_020874699.1	Ag007G652350
OG0010976	XP_020875146.1	Ag007G653620
OG0010977	XP_020873040.1	Ag007G654090, Ag007G653970
OG0010978	XP_002870621.1	Ag006G559160
OG0010979	XP_002868562.2	Ag008G728720
OG0010980	XP_020874876.1, XP_020884406.1	Ag002G206480
OG0010981	XP_020882912.1	Ag002G206390
OG0010982	XP_020882692.1	Ag002G206380
OG0010983	XP_002880305.1	Ag002G205920
OG0010984	XP_002882118.2	Ag002G205780
OG0010986	XP_020883922.1	Ag002G204890, Ag008G670180
OG0010987	XP_002880261.2	Ag002G204120
OG0010988	XP_020882838.1	Ag002G203000
OG0010989	XP_020883898.1	Ag002G202220
OG0010990	XP_020884706.1	Ag002G202110
OG0010991	XP_002882023.1	Ag002G202040
OG0010992	XP_020885615.1	Ag002G201460
OG0010993	XP_002880152.1	Ag002G200960
OG0010994	XP_020884829.1	Ag002G199830
OG0010995	XP_002880127.1	Ag002G199820
OG0010996	XP_002880124.1	Ag007G621730, Ag002G199570
OG0010997	XP_002880111.1	Ag002G199380
OG0010999	XP_002888666.1	Ag001G006310
OG0011000	XP_020885409.1	Ag002G195840
OG0011001	XP_002881875.1	Ag002G195560
OG0011002	XP_002879997.1	Ag002G194900, Ag002G153120
OG0011004	XP_020884029.1	Ag002G191990
OG0011005	XP_002881795.1	Ag002G192280
OG0011006	XP_002879948.1	Ag002G192590
OG0011007	XP_020884178.1	Ag002G192630
OG0011008	XP_020885525.1	Ag002G191150, Ag002G191300
OG0011009	XP_020884162.1	Ag002G191120
OG0011010	XP_020878915.1, XP_020871318.1	Ag006G491160
OG0011011	XP_020877106.1	Ag006G491250
OG0011012	XP_002870903.1	Ag006G491260
OG0011013	XP_002870908.1	Ag006G491350
OG0011014	XP_020876631.1	Ag006G491370
OG0011015	XP_002873003.1	Ag006G491430
OG0011016	XP_020876351.1	Ag007G586460
OG0011017	XP_002873041.2	Ag006G492910
OG0011018	XP_002870977.1	Ag006G493390
OG0011019	XP_002873063.1	Ag006G493530
OG0011020	XP_002873064.1	Ag006G493590
OG0011021	XP_020879558.1	Ag006G494090
OG0011022	XP_002873086.1	Ag006G495180
OG0011023	XP_002877454.2, XP_002871031.1	Ag006G495490
OG0011024	XP_020878879.1	Ag006G496900
OG0011026	XP_002874305.1	Ag008G719730
OG0011028	XP_002866779.1	Ag001G099150
OG0011029	XP_002874005.1	Ag008G717700
OG0011030	XP_020879050.1	Ag008G717480
OG0011031	XP_020877548.1	Ag008G716780
OG0011032	XP_002871968.2	Ag008G716460
OG0011033	XP_020878556.1	Ag008G716220
OG0011034	XP_020877823.1	Ag008G716180
OG0011035	XP_002872004.1	Ag008G714780
OG0011036	XP_020877230.1	Ag008G714760
OG0011037	XP_002866388.1	Ag008G712570
OG0011038	XP_002866385.1	Ag008G712410
OG0011039	XP_020871538.1	Ag008G712250
OG0011040	XP_020889184.1	Ag008G712000
OG0011041	XP_020868192.1	Ag008G708530
OG0011042	XP_020881164.1	Ag008G708970
OG0011043	XP_020886064.1, XP_020871703.1, XP_002862813.1	Ag008G707060
OG0011044	XP_020889449.1	Ag008G729750
OG0011045	XP_020880340.1, XP_020871140.1	Ag008G730310
OG0011046	XP_020871287.1	Ag008G730820
OG0011047	XP_020871284.1	Ag008G730830
OG0011048	XP_020883582.1, XP_020871562.1	Ag008G730890, Ag005G465650
OG0011049	XP_020885850.1	Ag008G731560
OG0011050	XP_020879768.1	Ag001G061580
OG0011051	XP_002866743.2	Ag008G735080
OG0011052	XP_020889922.1	Ag008G735090
OG0011053	XP_020890776.1	Ag001G099900
