Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_amara
OG0008058	XP_020883928.1	evm.model.RL_6.24
OG0008060	XP_002892845.1	evm.model.RL_5.1355
OG0008061	XP_002890082.1	evm.model.RL_5.1353
OG0008062	XP_020869340.1	evm.model.RL_5.1342
OG0008063	XP_020870534.1	evm.model.RL_5.1331
OG0008064	XP_020866304.1	evm.model.RL_5.1308
OG0008065	XP_002890054.1	evm.model.RL_5.1286
OG0008066	XP_020869725.1	evm.model.RL_5.1250
OG0008067	XP_020868249.1	evm.model.RL_5.1243
OG0008069	XP_002889989.1	evm.model.RL_5.1167
OG0008070	XP_002889981.1	evm.model.RL_5.1161
OG0008071	XP_002889980.1	evm.model.RL_5.1160
OG0008072	XP_002889951.2, XP_002889943.1	evm.model.RL_5.1123
OG0008073	XP_002892692.1	evm.model.RL_5.1113
OG0008074	XP_020870193.1	evm.model.RL_5.1105
OG0008075	XP_020867843.1	evm.model.RL_5.1073
OG0008076	XP_020866976.1	evm.model.RL_5.1054
OG0008077	XP_002889897.2	evm.model.RL_5.1052
OG0008078	XP_002889880.1	evm.model.RL_5.1027
OG0008079	XP_020866364.1	evm.model.RL_5.1014
OG0008080	XP_002889868.1	evm.model.RL_5.1010
OG0008081	XP_020870794.1	evm.model.RL_5.925
OG0008082	XP_020866470.1	evm.model.RL_5.903.5.687c88b0
OG0008083	XP_020869998.1	evm.model.RL_5.881
OG0008084	XP_002889791.1	evm.model.RL_5.874
OG0008085	XP_020868180.1	evm.model.RL_5.837
OG0008086	XP_002877980.1	evm.model.RL_7.933
OG0008087	XP_020868148.1	evm.model.RL_5.739
OG0008088	XP_020868665.1	evm.model.RL_5.715
OG0008089	XP_002892462.1	evm.model.RL_5.717
OG0008090	XP_002892405.1	evm.model.RL_5.607
OG0008091	XP_002892388.1	evm.model.RL_5.573
OG0008092	XP_020867297.1	evm.model.RL_5.555
OG0008093	XP_002892349.1	evm.model.RL_5.514
OG0008094	XP_020868596.1	evm.model.RL_5.531
OG0008095	XP_002892352.1	evm.model.RL_5.518
OG0008096	XP_002889609.1	evm.model.RL_5.513
OG0008097	XP_020867817.1	evm.model.RL_5.507
OG0008098	XP_002889606.1	evm.model.RL_5.505
OG0008099	XP_002892335.1	evm.model.RL_5.491
OG0008100	XP_002892320.1	evm.model.RL_5.468
OG0008101	XP_020867688.1	evm.model.RL_5.444
OG0008102	XP_020867573.1	evm.model.RL_5.423
OG0008103	XP_002892260.1	evm.model.RL_5.359
OG0008104	XP_020877242.1	evm.model.RL_4.2254
OG0008105	XP_002889515.1	evm.model.RL_5.308
OG0008106	XP_020870357.1	evm.model.RL_5.298
OG0008107	XP_020867603.1	evm.model.RL_5.295
OG0008108	XP_002889497.1	evm.model.RL_5.274.7.687c88ab
OG0008109	XP_020869776.1	evm.model.RL_5.212
OG0008110	XP_002892170.1	evm.model.RL_5.215
OG0008111	XP_020869877.1	evm.model.RL_5.216
OG0008112	XP_002889465.1	evm.model.RL_5.219
OG0008113	XP_002892181.1	evm.model.RL_5.237
OG0008114	XP_020870316.1	evm.model.RL_5.187
OG0008115	XP_002889441.2	evm.model.RL_5.178
OG0008116	XP_002889437.1	evm.model.RL_5.173
OG0008117	XP_020868245.1	evm.model.RL_5.143
OG0008118	XP_002889400.1	evm.model.RL_5.93
OG0008119	XP_020869088.1	evm.model.RL_5.97
OG0008120	XP_002892108.2	evm.model.RL_5.99
OG0008121	XP_002892102.2	evm.model.RL_5.86
OG0008122	XP_020866513.1	evm.model.RL_5.62
OG0008123	XP_020866657.1	evm.model.RL_8.2871
OG0008124	XP_002872976.2	evm.model.RL_8.3, evm.model.RL_8.9
OG0008125	XP_002889330.1	evm.model.RL_8.2922
OG0008126	XP_020879039.1	evm.model.RL_4.2180
OG0008127	XP_020878248.1	evm.model.RL_4.2203
OG0008128	XP_002871627.1	evm.model.RL_4.2158
OG0008129	XP_020877426.1	evm.model.RL_4.2157
OG0008130	XP_020877087.1	evm.model.RL_4.2150.2.687c86d7
OG0008131	XP_020876568.1	evm.model.RL_4.2078
OG0008132	XP_002873731.1	evm.model.RL_4.2083
OG0008133	XP_002871669.1	evm.model.RL_4.2084
OG0008134	XP_020878877.1	evm.model.RL_4.2028
OG0008135	XP_020878626.1	evm.model.RL_4.1993
OG0008136	XP_002873779.1	evm.model.RL_4.1990
OG0008137	XP_002871722.1	evm.model.RL_4.1985
OG0008138	XP_002871727.1	evm.model.RL_4.1978
OG0008139	XP_002871744.1	evm.model.RL_4.1947
OG0008140	XP_002871767.1	evm.model.RL_4.1899
OG0008141	XP_002873846.1	evm.model.RL_4.1872
OG0008142	XP_020877815.1	evm.model.RL_4.1858
OG0008143	XP_002873859.1	evm.model.RL_4.1857
OG0008144	XP_020867418.1	evm.model.RL_4.1851
OG0008145	XP_020879004.1	evm.model.RL_4.1826.1.687c86d6
OG0008146	XP_020879127.1	evm.model.RL_4.1810
OG0008147	XP_020878736.1	evm.model.RL_4.1808
OG0008148	XP_020878766.1	evm.model.RL_4.1798
OG0008149	XP_020878001.1	evm.model.RL_4.1781
OG0008150	XP_020878235.1	evm.model.RL_4.1771
OG0008151	XP_002873926.1	evm.model.RL_4.1750
OG0008152	XP_020879015.1	evm.model.RL_4.1749
OG0008153	XP_020878367.1	evm.model.RL_4.1745
OG0008154	XP_002873934.1	evm.model.RL_4.1738
OG0008155	XP_002873942.2	evm.model.RL_4.1718
OG0008156	XP_002874307.1	evm.model.RL_4.1133
OG0008157	XP_020876088.1	evm.model.RL_4.1128
OG0008158	XP_020878278.1	evm.model.RL_4.1127
OG0008159	XP_020878691.1	evm.model.RL_4.1120
OG0008160	XP_020878872.1	evm.model.RL_4.1088
OG0008162	XP_020876942.1	evm.model.RL_4.1061
OG0008163	XP_020876875.1	evm.model.RL_4.1049
OG0008164	XP_020876908.1	evm.model.RL_4.1031
OG0008165	XP_002874473.1	evm.model.RL_4.951
OG0008166	XP_002862777.1, XP_002865710.1	evm.model.RL_4.892
OG0008167	XP_002863975.1	evm.model.RL_4.907
OG0008168	XP_002865682.1	evm.model.RL_4.859
OG0008169	XP_002865656.1	evm.model.RL_4.835
OG0008170	XP_020879552.1	evm.model.RL_4.2251
OG0008171	XP_020867823.1	evm.model.RL_4.818
OG0008172	XP_002871578.1	evm.model.RL_4.2262
OG0008173	XP_020879227.1	evm.model.RL_4.2268
OG0008174	XP_002871572.1	evm.model.RL_4.2273
OG0008175	XP_002873291.1	evm.model.RL_4.2847
OG0008177	XP_020877974.1	evm.model.RL_4.2892
OG0008178	XP_002873258.1	evm.model.RL_4.2896
OG0008179	XP_002873247.1	evm.model.RL_4.2913
OG0008180	XP_020875986.1	evm.model.RL_4.3021
OG0008181	XP_002873156.1	evm.model.RL_4.3076
OG0008182	XP_020878726.1	evm.model.RL_4.3078
OG0008183	XP_020876322.1	evm.model.RL_4.1717
OG0008184	XP_002874254.1	evm.model.RL_4.1202
OG0008185	XP_020879144.1	evm.model.RL_4.1227
OG0008186	XP_002874216.1	evm.model.RL_4.1257
OG0008187	XP_020877090.1	evm.model.RL_4.1261
OG0008188	XP_002874211.2	evm.model.RL_4.1264
OG0008189	XP_020878567.1	evm.model.RL_4.1291
OG0008190	XP_002872094.1	evm.model.RL_4.1311
OG0008191	XP_020878036.1	evm.model.RL_4.1352
OG0008192	XP_002874144.1	evm.model.RL_4.1357
OG0008193	XP_020877040.1	evm.model.RL_4.1379
OG0008194	XP_020890542.1	evm.model.RL_3.1176
OG0008195	XP_002874114.1	evm.model.RL_4.1405
OG0008196	XP_002872035.1	evm.model.RL_4.1413
OG0008197	XP_002874111.1	evm.model.RL_4.1415
OG0008198	XP_020878503.1	evm.model.RL_8.2164
OG0008199	XP_020871237.1	evm.model.RL_8.2211
OG0008200	XP_002862354.1	evm.model.RL_8.2243
OG0008201	XP_002864757.1	evm.model.RL_8.2259
OG0008202	XP_020891149.1	evm.model.RL_8.2299
OG0008203	XP_020886232.1	evm.model.RL_8.2301
OG0008204	XP_002866486.1	evm.model.RL_8.2310
OG0008205	XP_020889253.1	evm.model.RL_8.2322
OG0008206	XP_020871222.1	evm.model.RL_8.2327
OG0008207	XP_020886496.1	evm.model.RL_8.2344
OG0008208	XP_002866523.1	evm.model.RL_8.2369
OG0008209	XP_002866533.1	evm.model.RL_8.2386
OG0008210	XP_020884463.1	evm.model.RL_8.1925
OG0008211	XP_002866271.1	evm.model.RL_8.1924
OG0008212	XP_002868500.1	evm.model.RL_8.1919
OG0008213	XP_020880216.1	evm.model.RL_7.1271.1.687c84b8
OG0008215	XP_002877787.2	evm.model.RL_7.1276
OG0008216	XP_002877776.1	evm.model.RL_7.1301
OG0008217	XP_002877750.1	evm.model.RL_7.1330
OG0008218	XP_002877724.1	evm.model.RL_7.1388
OG0008219	XP_002875971.1	evm.model.RL_7.1443.2.687c84b9
OG0008220	XP_002877683.1	evm.model.RL_7.1444
OG0008221	XP_002875957.1	evm.model.RL_7.1468
OG0008222	XP_020880375.1	evm.model.RL_7.1540
OG0008223	XP_020879898.1	evm.model.RL_7.1698, evm.model.RL_7.1701
OG0008224	XP_002875675.1	evm.model.RL_7.1873
OG0008226	XP_002887140.1	evm.model.RL_3.1150
OG0008227	XP_002888617.1	evm.model.RL_3.1148
OG0008228	XP_020890573.1	evm.model.RL_3.1146
OG0008229	XP_002887137.1	evm.model.RL_3.1144
OG0008230	XP_020891579.1	evm.model.RL_3.1138
OG0008231	XP_020890661.1	evm.model.RL_3.1134
OG0008232	XP_020884734.1	evm.model.RL_6.1575
OG0008233	XP_002888596.1	evm.model.RL_3.1117
OG0008234	XP_020891080.1	evm.model.RL_3.1161
OG0008235	XP_002887113.1	evm.model.RL_3.1112.1.687c84bb
OG0008236	XP_020865836.1	evm.model.RL_3.1281.4.687c84bc
OG0008237	XP_020891421.1	evm.model.RL_3.1282
OG0008238	XP_020890489.1	evm.model.RL_3.1287
OG0008239	XP_002888742.1	evm.model.RL_3.1376
OG0008240	XP_002890619.1	evm.model.RL_5.3351
OG0008241	XP_002885464.1	evm.model.RL_1.2101
OG0008242	XP_020890265.1	evm.model.RL_3.1409
OG0008243	XP_020891317.1	evm.model.RL_3.1411
OG0008244	XP_002887288.1	evm.model.RL_3.1420
OG0008245	XP_002888770.1	evm.model.RL_3.1429
OG0008246	XP_020891125.1	evm.model.RL_3.1434
OG0008247	XP_002888813.1	evm.model.RL_3.1505
OG0008248	XP_002887360.2	evm.model.RL_3.1538, evm.model.RL_3.1536
OG0008249	XP_020865926.1	evm.model.RL_3.1574
OG0008250	XP_020889936.1	evm.model.RL_3.1611
OG0008251	XP_020890356.1	evm.model.RL_3.2211.1.687c84bd
OG0008252	XP_002889175.1	evm.model.RL_3.2209
OG0008253	XP_020891408.1	evm.model.RL_3.2207
OG0008254	XP_020891389.1	evm.model.RL_3.2184
OG0008255	XP_020889669.1	evm.model.RL_3.2181
OG0008256	XP_020891160.1	evm.model.RL_3.2151
OG0008257	XP_002889129.1	evm.model.RL_3.2124
OG0008258	XP_002889123.1	evm.model.RL_3.2113
OG0008259	XP_020891063.1	evm.model.RL_3.2096
OG0008260	XP_002887642.2	evm.model.RL_3.2059.1.687c84bd
OG0008261	XP_020890532.1	evm.model.RL_3.2017
OG0008262	XP_020891364.1	evm.model.RL_3.2007
OG0008263	XP_020891601.1	evm.model.RL_3.1993
OG0008264	XP_002887611.1	evm.model.RL_3.1992
OG0008265	XP_002889037.1	evm.model.RL_3.1979
OG0008267	XP_002889029.1	evm.model.RL_3.1967
OG0008268	XP_002889015.1	evm.model.RL_3.1933
OG0008269	XP_002887567.1	evm.model.RL_3.1907
OG0008270	XP_020865800.1	evm.model.RL_3.1886
OG0008271	XP_020890839.1	evm.model.RL_3.1851
OG0008272	XP_002888964.1	evm.model.RL_3.1828
OG0008273	XP_020865790.1	evm.model.RL_3.1805
OG0008274	XP_020891646.1	evm.model.RL_3.1793
OG0008275	XP_002888946.1	evm.model.RL_3.1788
OG0008276	XP_002888940.1	evm.model.RL_3.1775
OG0008277	XP_002887484.1	evm.model.RL_3.1748
OG0008278	XP_020890987.1	evm.model.RL_3.1738
OG0008279	XP_020889764.1	evm.model.RL_3.1714
OG0008280	XP_020891650.1	evm.model.RL_3.1704
OG0008281	XP_020891596.1	evm.model.RL_3.1643
OG0008282	XP_020891695.1	evm.model.RL_3.1618
OG0008283	XP_020891757.1	evm.model.RL_3.2310
OG0008284	XP_020889666.1	evm.model.RL_3.2349
OG0008285	XP_002889261.1	evm.model.RL_3.2364.4.687c84be
OG0008286	XP_020889625.1	evm.model.RL_3.2377
OG0008287	XP_002889274.1	evm.model.RL_3.2396
OG0008288	XP_020890867.1	evm.model.RL_3.2408
OG0008289	XP_002887824.1	evm.model.RL_3.2423
OG0008290	XP_002887834.1	evm.model.RL_3.2442
OG0008292	XP_002887845.1	evm.model.RL_3.2462.1.687c84be
OG0008293	XP_002889322.1	evm.model.RL_3.2494
OG0008294	XP_020886403.1	evm.model.RL_1.1168
OG0008295	XP_002882803.1	evm.model.RL_1.1206
OG0008296	XP_020889349.1	evm.model.RL_5.2693, evm.model.RL_1.1210
OG0008297	XP_020887694.1	evm.model.RL_1.1236
OG0008298	XP_002882825.1	evm.model.RL_1.1252
OG0008299	XP_020888037.1	evm.model.RL_1.1308
OG0008300	XP_002885900.1, XP_002872181.1	evm.model.RL_4.1172
OG0008301	XP_020888695.1	evm.model.RL_1.1310
OG0008302	XP_002884998.1	evm.model.RL_1.1313
OG0008303	XP_002884999.1	evm.model.RL_1.1316
OG0008304	XP_020886612.1	evm.model.RL_1.1332
OG0008305	XP_020886607.1, XP_020886595.1	evm.model.RL_1.1336
OG0008306	XP_002882871.1	evm.model.RL_1.1341
OG0008307	XP_002885024.1	evm.model.RL_1.1348
OG0008308	XP_020888802.1	evm.model.RL_1.1408
OG0008309	XP_020888077.1	evm.model.RL_1.1426
OG0008310	XP_020887186.1	evm.model.RL_1.1444
OG0008311	XP_002885078.2	evm.model.RL_1.1447
OG0008312	XP_002891714.1	evm.model.RL_5.3737
OG0008313	XP_020886989.1	evm.model.RL_1.1512
OG0008314	XP_002885131.1	evm.model.RL_1.1557
OG0008315	XP_002885133.1	evm.model.RL_1.1562
OG0008316	XP_002885164.1	evm.model.RL_1.1600
OG0008317	XP_002885193.2	evm.model.RL_1.1646
OG0008318	XP_002885207.1	evm.model.RL_1.1660
OG0008319	XP_020889156.1	evm.model.RL_1.1697
OG0008320	XP_002883098.1	evm.model.RL_1.1708
OG0008321	XP_002883123.1	evm.model.RL_1.1742
OG0008322	XP_020888702.1	evm.model.RL_1.1778
OG0008323	XP_002883143.1, XP_002883144.1	evm.model.RL_1.1780
OG0008324	XP_002885278.1	evm.model.RL_1.1786
OG0008325	XP_002883162.1	evm.model.RL_1.1816
OG0008326	XP_002883184.1	evm.model.RL_1.1850
OG0008327	XP_002885311.1	evm.model.RL_1.1853
OG0008328	XP_020886675.1	evm.model.RL_1.1931
OG0008329	XP_020881311.1	evm.model.RL_7.915
OG0008330	XP_020887690.1	evm.model.RL_1.1981
OG0008331	XP_020875427.1	evm.model.RL_2.1045
OG0008332	XP_002883363.2	evm.model.RL_1.2149
OG0008333	XP_020889464.1	evm.model.RL_1.2205
OG0008334	XP_002883419.1	evm.model.RL_1.2229
OG0008335	XP_020887971.1	evm.model.RL_1.2307
OG0008336	XP_002885627.1	evm.model.RL_1.2322
OG0008337	XP_002885683.1	evm.model.RL_1.2406
OG0008338	XP_002865922.1	evm.model.RL_8.1358
OG0008339	XP_020887498.1	evm.model.RL_1.3006
OG0008340	XP_020888694.1	evm.model.RL_1.2740
OG0008341	XP_002883906.1	evm.model.RL_1.2769
OG0008342	XP_020888194.1	evm.model.RL_1.2783
OG0008343	XP_020887679.1	evm.model.RL_1.2813
OG0008344	XP_002884010.1	evm.model.RL_1.2835
OG0008345	XP_002884023.2	evm.model.RL_1.2867
OG0008346	XP_020888423.1	evm.model.RL_1.2879
OG0008347	XP_020887586.1	evm.model.RL_1.2926
OG0008348	XP_020889265.1	evm.model.RL_1.2930
OG0008349	XP_020889257.1	evm.model.RL_1.2932
OG0008350	XP_020886205.1, XP_020886201.1	evm.model.RL_1.2957
OG0008351	XP_002884146.1	evm.model.RL_1.3043
OG0008352	XP_002886182.2	evm.model.RL_1.3037
OG0008353	XP_002886266.1	evm.model.RL_1.3057.1.687c87f1
OG0008354	XP_002877107.1	evm.model.RL_7.2201
OG0008355	XP_002886030.1	evm.model.RL_1.3141
OG0008356	XP_020887251.1	evm.model.RL_1.3212
OG0008357	XP_002891861.1	evm.model.RL_5.3974
OG0008358	XP_002891855.1	evm.model.RL_5.3964
OG0008359	XP_020866478.1	evm.model.RL_5.3917
OG0008360	XP_002865106.1	evm.model.RL_4.14
OG0008361	XP_002891826.2	evm.model.RL_5.3910
OG0008362	XP_002891779.1	evm.model.RL_5.3853
OG0008363	XP_020866324.1	evm.model.RL_5.3850
OG0008364	XP_020867190.1	evm.model.RL_5.3813
OG0008365	XP_002891754.2	evm.model.RL_5.3804
OG0008366	XP_002891746.2	evm.model.RL_5.3795
OG0008367	XP_002891736.2	evm.model.RL_5.3781.4.687c88c5
OG0008368	XP_020867173.1	evm.model.RL_5.3780
OG0008369	XP_002891730.1	evm.model.RL_5.3774
OG0008370	XP_002894423.1	evm.model.RL_5.3764
OG0008371	XP_020867267.1	evm.model.RL_5.1874
OG0008372	XP_020869290.1	evm.model.RL_5.1883
OG0008373	XP_020868162.1	evm.model.RL_5.1903
OG0008374	XP_020870845.1	evm.model.RL_5.1928
OG0008375	XP_002891583.1	evm.model.RL_5.1985
OG0008376	XP_020870394.1	evm.model.RL_5.2014
OG0008377	XP_002894237.2	evm.model.RL_5.2019
OG0008378	XP_020866183.1	evm.model.RL_5.2097
OG0008379	XP_002894152.1	evm.model.RL_5.2115
OG0008380	XP_020874392.1	evm.model.RL_2.1166
OG0008381	XP_002870182.1	evm.model.RL_2.1151
OG0008382	XP_002879524.1	evm.model.RL_6.1579
OG0008383	XP_020883018.1	evm.model.RL_6.1573
OG0008384	XP_002881357.1	evm.model.RL_6.1570
OG0008385	XP_020882150.1	evm.model.RL_7.1196
OG0008386	XP_002877844.1	evm.model.RL_7.1173
OG0008387	XP_002877854.1, XP_002877852.1	evm.model.RL_7.1158
OG0008388	XP_002876141.1	evm.model.RL_7.1149
OG0008389	XP_002877881.1	evm.model.RL_7.1113
OG0008390	XP_020881373.1	evm.model.RL_7.1098
OG0008391	XP_020880624.1	evm.model.RL_7.1032
OG0008392	XP_020882300.1	evm.model.RL_7.1022
OG0008393	XP_002877941.1	evm.model.RL_7.1003
OG0008394	XP_002877946.1	evm.model.RL_7.991
OG0008395	XP_002877956.1	evm.model.RL_7.971
OG0008396	XP_002877820.1	evm.model.RL_7.1217
OG0008397	XP_020880907.1	evm.model.RL_7.945
OG0008398	XP_020879680.1	evm.model.RL_7.944
OG0008399	XP_020881252.1	evm.model.RL_7.906.1.687c84b6
OG0008400	XP_020882450.1	evm.model.RL_7.948
OG0008401	XP_002876265.1	evm.model.RL_3.634, evm.model.RL_7.909
OG0008402	XP_020881680.1	evm.model.RL_7.881
OG0008403	XP_020880023.1	evm.model.RL_7.821
OG0008404	XP_020882173.1	evm.model.RL_7.809
OG0008405	XP_020880897.1	evm.model.RL_7.758
OG0008406	XP_002878087.1	evm.model.RL_7.721
OG0008407	XP_020879809.1	evm.model.RL_7.668
OG0008408	XP_002876426.1	evm.model.RL_7.602
OG0008409	XP_002876459.1	evm.model.RL_7.536
OG0008410	XP_002876463.1	evm.model.RL_7.518
OG0008411	XP_020880580.1	evm.model.RL_7.499
OG0008412	XP_002878231.1	evm.model.RL_7.498
OG0008413	XP_002876476.1	evm.model.RL_7.491
OG0008414	XP_020880543.1	evm.model.RL_7.485
OG0008415	XP_020880574.1	evm.model.RL_7.474
OG0008416	XP_020880614.1	evm.model.RL_7.473
OG0008417	XP_020884060.1	evm.model.RL_6.2414
OG0008418	XP_020888051.1	evm.model.RL_2.212
OG0008419	XP_002878269.2	evm.model.RL_7.417
OG0008420	XP_002878275.1	evm.model.RL_7.408
OG0008421	XP_002876509.1	evm.model.RL_7.406
OG0008422	XP_020881634.1	evm.model.RL_7.394
OG0008423	XP_020880123.1	evm.model.RL_7.391
OG0008424	XP_020880942.1	evm.model.RL_7.382
OG0008425	XP_002876536.1	evm.model.RL_7.353
OG0008426	XP_002876540.1	evm.model.RL_7.344
OG0008427	XP_002878332.1	evm.model.RL_7.325
OG0008428	XP_002876567.1	evm.model.RL_7.310
OG0008429	XP_002876573.2	evm.model.RL_7.300
OG0008430	XP_002876638.1	evm.model.RL_7.193
OG0008431	XP_020880851.1	evm.model.RL_7.175
OG0008432	XP_002878423.1	evm.model.RL_7.172
OG0008433	XP_002878438.1, XP_020881996.1, XP_002877692.2	evm.model.RL_7.156
OG0008434	XP_002878441.2	evm.model.RL_7.146
OG0008435	XP_002878434.1	evm.model.RL_7.150
OG0008436	XP_020868901.1	evm.model.RL_5.3629
OG0008437	XP_002878486.1	evm.model.RL_7.74
OG0008438	XP_020879773.1	evm.model.RL_7.71
OG0008440	XP_020879987.1	evm.model.RL_7.37
OG0008441	XP_020869246.1	evm.model.RL_5.3877.1.687c88c5
OG0008442	XP_002891776.1, XP_020869962.1	evm.model.RL_5.3851
OG0008443	XP_020875634.1	evm.model.RL_2.2479
OG0008445	XP_002863448.1	evm.model.RL_4.242
OG0008446	XP_020877741.1	evm.model.RL_8.549
OG0008447	XP_020883765.1, XP_002862263.1	evm.model.RL_6.1930
OG0008449	XP_002889111.1	evm.model.RL_3.2101, evm.model.RL_3.889
OG0008450	XP_020890571.1	evm.model.RL_3.1630
OG0008452	XP_002869507.1	evm.model.RL_2.2354, evm.model.RL_2.2353
OG0008453	XP_002869304.1, XP_002869302.1	evm.model.RL_2.2706
OG0008454	XP_020874337.1	evm.model.RL_2.2876
OG0008455	XP_002869285.1	evm.model.RL_2.2735
OG0008456	XP_002889620.1	evm.model.RL_5.535
OG0008457	XP_002892440.1	evm.model.RL_5.668, evm.model.RL_5.667
OG0008458	XP_002889746.2	evm.model.RL_5.797
OG0008459	XP_020868472.1	evm.model.RL_5.969
OG0008460	XP_020877478.1, XP_020877475.1	evm.model.RL_8.885
OG0008461	XP_020880920.1	evm.model.RL_7.2694
OG0008464	XP_020889609.1	evm.model.RL_3.1222
OG0008465	XP_002888657.1	evm.model.RL_3.1217
OG0008466	XP_020865921.1	evm.model.RL_3.1052
OG0008468	XP_020888267.1	evm.model.RL_1.1024
OG0008469	XP_020877439.1	evm.model.RL_4.3224
OG0008471	XP_002879163.1	evm.model.RL_6.959
OG0008472	XP_020874918.1	evm.model.RL_4.550
OG0008473	XP_020867487.1	evm.model.RL_8.2021
OG0008474	XP_020881651.1	evm.model.RL_7.2489
OG0008475	XP_002865937.1	evm.model.RL_8.1381
OG0008476	XP_020889695.1	evm.model.RL_8.1860
OG0008477	XP_002872016.1	evm.model.RL_4.1452
OG0008478	XP_002872142.1	evm.model.RL_4.1221
OG0008479	XP_002866490.1	evm.model.RL_8.2315
OG0008480	XP_002864983.1, XP_002862566.1	evm.model.RL_8.2679
OG0008481	XP_020881960.1, XP_002877300.2	evm.model.RL_6.863, evm.model.RL_6.1002, evm.model.RL_6.865, evm.model.RL_6.853
OG0008481	XP_020870187.1	evm.model.RL_6.1810, evm.model.RL_2.42, evm.model.RL_6.1914, evm.model.RL_8.2901
OG0008482	XP_002893394.1	evm.model.RL_5.3291
OG0008486	XP_002865810.1	evm.model.RL_8.1162
OG0008487	XP_020885630.1	evm.model.RL_6.1646
OG0008489	XP_020883259.1, XP_002867771.1, XP_002862356.1	evm.model.RL_2.1744
OG0008490	XP_002863427.1	evm.model.RL_4.212
OG0008490	XP_020877706.1	evm.model.RL_4.211
OG0008491	XP_020871395.1, XP_002865623.1	evm.model.RL_4.779
OG0008492	XP_020882979.1	evm.model.RL_6.286
OG0008492	XP_020883476.1	evm.model.RL_6.287
OG0008504	XP_020874474.1	evm.model.RL_2.2338
OG0008505	XP_020873170.1	evm.model.RL_2.2380
OG0008506	XP_002869471.1	evm.model.RL_2.2403
OG0008507	XP_020874783.1	evm.model.RL_2.2416
OG0008508	XP_020875095.1	evm.model.RL_2.2425
OG0008509	XP_020872501.1	evm.model.RL_2.2510
OG0008510	XP_002867380.1	evm.model.RL_2.2511
OG0008511	XP_020875440.1	evm.model.RL_2.2515
OG0008512	XP_002867379.1	evm.model.RL_2.2517
OG0008513	XP_020875195.1	evm.model.RL_2.2525
OG0008514	XP_002869385.1	evm.model.RL_2.2542
OG0008515	XP_002869382.2	evm.model.RL_2.2547
OG0008517	XP_002867348.1	evm.model.RL_2.2558
OG0008518	XP_002873968.1	evm.model.RL_4.1662
OG0008519	XP_020872117.1	evm.model.RL_2.2592
OG0008520	XP_020872120.1	evm.model.RL_2.2595
OG0008521	XP_002869328.1	evm.model.RL_2.2653
OG0008522	XP_020871143.1	evm.model.RL_2.2667
OG0008523	XP_020872059.1	evm.model.RL_2.2686
OG0008524	XP_002867277.1	evm.model.RL_2.2696
OG0008525	XP_020873921.1	evm.model.RL_2.2700
OG0008526	XP_020874315.1	evm.model.RL_2.2726
OG0008527	XP_020872421.1	evm.model.RL_2.2732.1.687c86e7
OG0008528	XP_002867248.1	evm.model.RL_2.2734
OG0008529	XP_020872745.1	evm.model.RL_2.2779
OG0008530	XP_002867218.1	evm.model.RL_2.2810
OG0008531	XP_002867220.1	evm.model.RL_2.2807
OG0008532	XP_002869232.1	evm.model.RL_2.2808
OG0008533	XP_020875432.1	evm.model.RL_2.2833
OG0008534	XP_002869254.1	evm.model.RL_2.2784
OG0008535	XP_002867186.2	evm.model.RL_2.2844
OG0008536	XP_020875466.1	evm.model.RL_2.2845.4.687c86e7
OG0008537	XP_002869218.1	evm.model.RL_2.2846
OG0008538	XP_002869214.1	evm.model.RL_2.2851
OG0008540	XP_020875583.1	evm.model.RL_2.2946
OG0008541	XP_002869176.1	evm.model.RL_2.2923
OG0008542	XP_002869183.1	evm.model.RL_7.1337, evm.model.RL_2.2910
OG0008543	XP_020875244.1	evm.model.RL_2.2965
OG0008544	XP_020873110.1	evm.model.RL_2.2968
OG0008545	XP_002869141.1	evm.model.RL_2.2977
OG0008546	XP_020872645.1	evm.model.RL_2.2998
OG0008547	XP_002869116.1	evm.model.RL_2.3015
OG0008548	XP_020868808.1	evm.model.RL_5.2811
OG0008549	XP_020868760.1	evm.model.RL_5.2784
OG0008550	XP_002893690.1, XP_002877336.1	evm.model.RL_5.2777
OG0008551	XP_002890959.1	evm.model.RL_5.2762
OG0008552	XP_020870518.1	evm.model.RL_5.2741
OG0008553	XP_020869390.1	evm.model.RL_5.2718
OG0008554	XP_002868086.1	evm.model.RL_2.1263
OG0008555	XP_002868088.1	evm.model.RL_2.1257
OG0008556	XP_020872071.1	evm.model.RL_2.1223
OG0008557	XP_002892677.1	evm.model.RL_5.1085
OG0008558	XP_020885801.1	evm.model.RL_3.752
OG0008559	XP_002870786.2, XP_002891907.1	evm.model.RL_3.750
OG0008560	XP_020868287.1	evm.model.RL_3.674
OG0008561	XP_020874519.1	evm.model.RL_2.2819
OG0008562	XP_020890872.1	evm.model.RL_3.571
OG0008563	XP_002892532.2	evm.model.RL_5.849
OG0008564	XP_002888216.2	evm.model.RL_3.557
OG0008565	XP_002886640.1	evm.model.RL_3.487
OG0008566	XP_020890497.1	evm.model.RL_3.484.2.687c84ba
OG0008567	XP_002886593.1	evm.model.RL_3.383
OG0008568	XP_002888126.1	evm.model.RL_3.373.1.687c84ba
OG0008569	XP_020887633.1	evm.model.RL_1.2303
OG0008570	XP_020890116.1	evm.model.RL_3.362
OG0008571	XP_002886553.1	evm.model.RL_3.350
