Orthogroup	Arabidopsis_lyrata_NCBI	Erysimum_linariifolium
OG0006909	XP_020878397.1	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	XP_020876390.1	El001G003550
OG0006911	XP_002872802.1	El001G003660
OG0006912	XP_020876416.1	El001G003780
OG0006913	XP_020876382.1	El001G003980
OG0006914	XP_002892177.2	El002G085540
OG0006915	XP_020871100.1	El007G359920
OG0006916	XP_020871711.1	El007G359860
OG0006917	XP_020889040.1	El007G359750
OG0006918	XP_002879447.1	El006G298590
OG0006919	XP_020883975.1	El006G298950
OG0006920	XP_002881217.1	El006G300030
OG0006921	XP_020883646.1	El006G299410
OG0006922	XP_002879411.1	El006G299350
OG0006923	XP_020884319.1	El006G299340
OG0006924	XP_002879420.1	El006G299190
OG0006925	XP_002881231.2	El006G299610
OG0006926	XP_020885840.1	El006G299750
OG0006927	XP_002879368.2	El006G300070
OG0006928	XP_002881211.1	El006G300230
OG0006929	XP_020884471.1	El006G300530
OG0006930	XP_002879343.1	El006G300550
OG0006931	XP_002881181.1, XP_002862292.1	El006G300790
OG0006932	XP_020883090.1	El006G301530
OG0006933	XP_020884476.1	El006G301920
OG0006934	XP_020883065.1	El006G302150
OG0006935	XP_020885697.1	El006G302340
OG0006936	XP_020866669.1	El002G089350
OG0006937	XP_020884863.1	El006G302670
OG0006938	XP_002881084.1	El006G302790
OG0006939	XP_020884702.1	El006G303200
OG0006940	XP_020872910.1, XP_020885746.1	El006G304200
OG0006941	XP_020884412.1	El006G304420
OG0006942	XP_002879181.1	El006G304730
OG0006943	XP_020884607.1	El006G305010
OG0006944	XP_020884860.1	El006G305290
OG0006945	XP_020885094.1	El006G308370
OG0006946	XP_020885705.1, XP_020883305.1	El006G308190
OG0006947	XP_002880882.1	El006G308050
OG0006948	XP_002880905.1	El006G307270
OG0006949	XP_020883386.1	El006G306720
OG0006950	XP_002880747.1	El006G312830
OG0006951	XP_020883194.1	El006G313390
OG0006952	XP_020883618.1	El006G313650
OG0006953	XP_020886964.1	El005G235710
OG0006954	XP_002869612.1	El003G158070
OG0006955	XP_020873520.1	El003G157410
OG0006956	XP_020887569.1	El005G235840
OG0006957	XP_020886315.1	El005G236070
OG0006958	XP_020888684.1	El005G236100
OG0006959	XP_020886906.1	El005G236300
OG0006960	XP_020887146.1	El005G236750
OG0006961	XP_002884331.1	El005G236900
OG0006962	XP_020889326.1	El005G237110
OG0006963	XP_002884349.2	El005G237260
OG0006964	XP_020887941.1	El005G237340
OG0006965	XP_002884398.1	El005G237990
OG0006966	XP_002882303.1	El005G238140
OG0006967	XP_020887012.1	El005G238290
OG0006968	XP_002884424.1	El005G238600, El003G179570
OG0006969	XP_020888788.1	El005G238880
OG0006970	XP_020886791.1	El005G238990
OG0006971	XP_002882363.1	El005G239160
OG0006972	XP_002882374.1	El005G239560
OG0006973	XP_020886434.1	El005G239720
OG0006974	XP_020888111.1, XP_002884503.1	El005G240220
OG0006975	XP_002882419.1	El005G240410
OG0006976	XP_002882443.1	El005G241080
OG0006977	XP_020888592.1	El005G241090
OG0006978	XP_002884557.2	El005G241210
OG0006979	XP_020889519.1	El005G241410
OG0006980	XP_002882459.1	El005G241450
OG0006981	XP_002871819.1	El001G062150
OG0006982	XP_002862415.1, XP_002884609.1	El005G242080
OG0006983	XP_020888898.1	El005G242100
OG0006984	XP_002884620.1	El005G242290
OG0006985	XP_020886979.1	El005G242430
OG0006986	XP_020888989.1	El005G242700
OG0006987	XP_020887692.1	El005G243250
OG0006988	XP_020888740.1	El005G244120
OG0006989	XP_002879855.1, XP_002862876.2	El006G289400
OG0006990	XP_020884758.1	El006G289550
OG0006991	XP_020884620.1	El006G289690
OG0006992	XP_020883522.1	El006G289990
OG0006993	XP_002879815.1	El006G290060
OG0006994	XP_002881666.1	El006G290240
OG0006995	XP_020879747.1, XP_002879790.1	El006G290700
OG0006996	XP_020884010.1	El006G290590
OG0006998	XP_020885330.1	El006G291340
OG0006999	XP_020884583.1	El006G291380
OG0007000	XP_020884582.1	El008G368950, El006G291390
OG0007001	XP_002881415.1	El006G295080
OG0007002	XP_002881417.1	El005G243050, El006G295050
OG0007003	XP_002862872.1, XP_002879590.1	El006G294830
OG0007004	XP_002881426.2	El006G294780
OG0007005	XP_020883697.1	El006G294660
OG0007006	XP_002881435.1	El006G294580
OG0007007	XP_002879612.1	El006G294300
OG0007008	XP_002879652.1	El006G293420
OG0007009	XP_002879658.1	El006G293220
OG0007010	XP_002879662.1	El006G293140
OG0007011	XP_020882818.1, XP_002881531.2	El006G293090
OG0007012	XP_020884875.1	El006G292990
OG0007013	XP_020885598.1	El006G292390
OG0007014	XP_020883343.1	El006G291950
OG0007015	XP_020882855.1	El006G291690
OG0007016	XP_020869583.1	El002G099900, El006G290980
OG0007017	XP_002889279.1	El004G233700
OG0007018	XP_020869372.1	El008G369740, El002G100320
OG0007019	XP_002884923.1	El005G248540
OG0007020	XP_002892924.1	El002G100840
OG0007021	XP_020867447.1	El002G100890
OG0007022	XP_020867096.1	El002G101190
OG0007023	XP_020889689.1	El004G224350
OG0007024	XP_020869018.1	El002G101760
OG0007025	XP_020867105.1	El001G023230, El003G181780, El002G101820
OG0007026	XP_020866821.1	El002G101980
OG0007027	XP_002890254.1	El002G102080
OG0007028	XP_020869741.1	El002G102790
OG0007029	XP_020870012.1	El002G103220
OG0007030	XP_020870014.1	El002G103230
OG0007031	XP_002893033.1	El002G103490
OG0007032	XP_020870042.1	El002G103500
OG0007033	XP_020879687.1	El002G103850
OG0007033	XP_020870294.1	El002G103840
OG0007034	XP_020870163.1	El002G103990, El037G374520
OG0007035	XP_020869264.1	El002G105020
OG0007036	XP_002893137.1	El003G192280, El002G105250
OG0007037	XP_002890441.1	El002G105850
OG0007038	XP_020869594.1	El002G106350
OG0007039	XP_002890472.1, XP_002890479.1	El002G106400, El004G203550
OG0007040	XP_002890490.1	El002G106540
OG0007041	XP_002893210.1	El002G106600
OG0007042	XP_002887395.1	El004G223650
OG0007043	XP_020869495.1	El002G108760
OG0007044	XP_002893305.2	El002G109180
OG0007044	XP_020869231.1	El002G109190
OG0007045	XP_020870851.1	El002G109320
OG0007046	XP_002890614.1	El002G109470, El002G109680
OG0007047	XP_020868418.1	El002G111910
OG0007048	XP_020870569.1	El002G112520
OG0007049	XP_002893450.1	El002G112680
OG0007050	XP_020873739.1	El003G160460
OG0007051	XP_002869712.1	El003G160160
OG0007052	XP_020873225.1	El003G160040
OG0007053	XP_020871626.1	El007G342250
OG0007054	XP_020872218.1	El003G156490
OG0007055	XP_002880583.2	El006G316930
OG0007056	XP_020882836.1	El006G318380
OG0007057	XP_020884788.1	El006G292260
OG0007058	XP_002878634.1	El006G319380
OG0007059	XP_002878602.1	El006G320150
OG0007060	XP_002878531.1	El006G321650
OG0007061	XP_002865612.1	El007G349880
OG0007062	XP_002892816.1	El002G098560
OG0007063	XP_002892796.1	El002G098120
OG0007064	XP_002892779.1	El002G097540
OG0007065	XP_020869892.1	El002G096810
OG0007066	XP_020867113.1	El002G096590
OG0007067	XP_020866538.1	El002G096530
OG0007068	XP_020867627.1	El002G095920
OG0007069	XP_020868459.1	El002G095880
OG0007070	XP_020866968.1	El002G095250
OG0007072	XP_002892623.1	El002G094350
OG0007073	XP_002889853.1	El002G094240
OG0007074	XP_020868471.1	El002G094130
OG0007075	XP_002892615.1	El002G094080
OG0007076	XP_002889801.1	El002G093290
OG0007077	XP_002892543.1	El002G093000
OG0007078	XP_020868197.1	El002G092540
OG0007079	XP_020868165.1	El002G092530
OG0007080	XP_002889740.1	El002G092050
OG0007081	XP_020867394.1	El002G091750, El002G124750
OG0007082	XP_020868146.1	El002G091550
OG0007083	XP_002892452.1	El002G091010
OG0007084	XP_002882072.1	El006G281470
OG0007085	XP_002889650.1	El002G090030, El002G090040
OG0007086	XP_020866492.1	El002G089810
OG0007087	XP_020866078.1	El002G089780
OG0007088	XP_002892364.2	El002G089270
OG0007089	XP_002864082.1	El007G343290
OG0007090	XP_002869223.1	El003G149580
OG0007091	XP_002889591.1	El002G088610
OG0007092	XP_002889584.1	El002G088460
OG0007093	XP_020869170.1	El002G087990
OG0007094	XP_020870547.1	El002G087040
OG0007095	XP_002892240.1	El002G086820
OG0007096	XP_020866003.1	El002G086710
OG0007097	XP_002892228.1	El002G086620
OG0007098	XP_020869409.1	El002G086570
OG0007099	XP_002892205.1	El002G086210
OG0007100	XP_020869240.1, XP_020868859.1	El002G085330
OG0007101	XP_020866429.1	El002G085660
OG0007102	XP_002892141.1	El002G084780
OG0007103	XP_002889428.1	El002G084760
OG0007104	XP_002892134.2	El002G084660
OG0007105	XP_020870423.1	El002G084640
OG0007106	XP_002889363.1	El002G083330
OG0007107	XP_002876092.1	El001G021780
OG0007108	XP_020869823.1	El002G082550
OG0007109	XP_002871615.1	El001G067150
OG0007111	XP_020876224.1	El001G067190
OG0007112	XP_020876332.1	El001G067330
OG0007113	XP_002873692.1	El003G179700, El001G066670
OG0007114	XP_002873721.1	El001G066070
OG0007115	XP_002871653.1, XP_002871652.1	El001G066300
OG0007116	XP_002873736.1	El001G065710
OG0007117	XP_002873773.1	El001G064630
OG0007118	XP_002868800.1	El001G064380
OG0007119	XP_002871726.1	El001G064370
OG0007120	XP_002871745.1	El001G064000
OG0007121	XP_020876528.1	El001G063710
OG0007122	XP_002873828.1	El001G063530
OG0007123	XP_002871828.1	El001G061970
OG0007124	XP_002871869.1	El001G061200
OG0007125	XP_020876781.1	El001G051430
OG0007126	XP_002872223.1	El001G051300
OG0007127	XP_002872252.1	El001G050400
OG0007128	XP_020876935.1	El001G049440
OG0007129	XP_020878365.1	El001G047450
OG0007130	XP_020871920.1	El007G345430
OG0007131	XP_020889885.1	El007G346810
OG0007132	XP_002863926.1	El007G346970
OG0007133	XP_020871585.1	El007G349070
OG0007134	XP_002865659.1	El007G347680
OG0007135	XP_020876670.1	El001G068160
OG0007136	XP_020878775.1	El001G074840
OG0007137	XP_002873277.1	El001G075130
OG0007138	XP_002873267.1	El001G075340
OG0007139	XP_020877371.1	El001G068230
OG0007140	XP_002871569.1	El001G068240
OG0007141	XP_002873248.1	El001G075610
OG0007142	XP_020872356.1, XP_020875904.1	El001G076740
OG0007143	XP_020876025.1	El001G077270
OG0007144	XP_020875935.1	El001G077620
OG0007145	XP_002871124.1	El001G077450
OG0007146	XP_002871097.1	El001G078030
OG0007147	XP_020879403.1	El007G328930
OG0007147	XP_020879400.1	El001G060860
OG0007148	XP_020877868.1	El001G052320
OG0007149	XP_020877872.1	El001G052370
OG0007150	XP_020877845.1	El001G052400
OG0007151	XP_002874239.1	El001G054050
OG0007152	XP_020876678.1	El001G054100
OG0007153	XP_002874225.1	El001G054530
OG0007154	XP_002872127.1	El001G054560
OG0007155	XP_002874180.1	El001G055670
OG0007156	XP_002874170.1	El001G055820
OG0007157	XP_020879306.1	El001G055830
OG0007158	XP_020880789.1	El001G018550
OG0007159	XP_020876249.1	El001G056420
OG0007160	XP_020879171.1	El001G056510
OG0007161	XP_002874123.1	El001G056760
OG0007162	XP_002872049.1	El001G056770
OG0007163	XP_002866400.1	El007G330050
OG0007164	XP_020889023.1	El007G329980
OG0007165	XP_020878514.1	El007G329930
OG0007166	XP_020871209.1	El007G329630
OG0007167	XP_020888823.1	El007G329270
OG0007168	XP_002864795.1	El007G328250
OG0007169	XP_020871833.1	El007G328160
OG0007170	XP_020877884.1	El007G328070
OG0007171	XP_020871594.1	El007G327840
OG0007172	XP_020880385.1	El001G017540
OG0007173	XP_002864828.1	El007G327660
OG0007174	XP_020889210.1	El007G332720
OG0007175	XP_002876050.1	El001G021090
OG0007176	XP_002875996.1	El001G019710
OG0007177	XP_020882141.1	El001G019530
OG0007178	XP_020880362.1	El001G017690
OG0007179	XP_002864812.1	El007G327980
OG0007180	XP_020880467.1	El001G017160
OG0007181	XP_002877532.2	El001G016280
OG0007182	XP_002877450.1	El001G015120
OG0007183	XP_020882262.1	El006G306600
OG0007184	XP_020881049.1	El001G013880
OG0007185	XP_002875659.1	El001G012640
OG0007186	XP_002875629.1	El001G012150
OG0007187	XP_002887123.1	El004G217720
OG0007188	XP_002887120.1	El004G217570
OG0007189	XP_002876615.1	El001G033480
OG0007190	XP_020887192.1	El005G244000
OG0007191	XP_002887232.1	El004G220480
OG0007192	XP_020891323.1	El004G220750
OG0007193	XP_002887165.2	El004G218810
OG0007194	XP_002863106.1	El004G221210
OG0007195	XP_020875235.1	El004G221220
OG0007196	XP_020890159.1	El004G221350
OG0007197	XP_002887328.1	El004G222460
OG0007198	XP_020889607.1	El004G222690
OG0007199	XP_002887343.1	El004G222840
OG0007200	XP_002887353.1, XP_020889941.1	El004G223090
OG0007201	XP_002888847.2	El004G223570
OG0007202	XP_020891236.1	El004G223780
OG0007203	XP_002873967.1	El001G060310
OG0007204	XP_020890612.1	El006G310070, El004G231660
OG0007205	XP_020865682.1	El004G230790
OG0007207	XP_020890503.1	El004G230390
OG0007208	XP_020890262.1	El004G230310
OG0007209	XP_002887655.1	El004G229730
OG0007210	XP_002889081.1	El004G229320
OG0007211	XP_002889071.1	El004G229070
OG0007212	XP_020890402.1	El004G228860
OG0007213	XP_020891402.1	El004G228370
OG0007214	XP_002887608.1	El004G228340
OG0007215	XP_002889003.1	El004G227510
OG0007216	XP_002888999.1	El004G227450
OG0007217	XP_020891423.1	El004G227370
OG0007218	XP_002888991.1	El004G227340
OG0007219	XP_020889960.1	El004G227030
OG0007220	XP_020891780.1	El004G226140
OG0007221	XP_020865615.1	El004G225340
OG0007222	XP_020883658.1	El006G279680
OG0007223	XP_020891519.1	El004G224890
OG0007224	XP_020890564.1	El004G224430
OG0007225	XP_020890024.1	El004G231720
OG0007226	XP_020890471.1	El004G232070
OG0007227	XP_002882679.1	El003G150760, El005G245920
OG0007228	XP_020891289.1	El004G232780
OG0007229	XP_020890242.1	El004G232880
OG0007230	XP_002889257.1	El004G233190
OG0007231	XP_020867552.1	El002G100060
OG0007231	XP_002893066.1	El002G104080, El037G374610
OG0007232	XP_020889728.1	El004G234490, El004G199300
OG0007233	XP_020865878.1	El004G233520
OG0007234	XP_020891170.1	El004G233580
OG0007235	XP_020891056.1	El004G233670
OG0007236	XP_002878916.1, XP_020890381.1	El004G233850
OG0007237	XP_020866082.1	El002G099840
OG0007238	XP_020866955.1	El002G104930
OG0007239	XP_020891035.1, XP_020888897.1	El004G234300
OG0007240	XP_002884937.2	El005G248880
OG0007241	XP_020886314.1	El005G248940
OG0007243	XP_020888550.1, XP_020872518.1	El005G249710
OG0007244	XP_002882855.1	El005G249920
OG0007245	XP_020887168.1	El005G250330
OG0007246	XP_020886171.1	El005G250390
OG0007247	XP_002882885.2	El005G250910
OG0007248	XP_020888545.1	El005G251930
OG0007249	XP_002882949.1	El005G252110
OG0007250	XP_002882952.1	El005G252190
OG0007251	XP_002882960.1	El005G252430
OG0007252	XP_002885109.1	El005G252480
OG0007253	XP_020876099.1, XP_002885122.2	El002G097570, El005G252750
OG0007254	XP_002882975.1	El005G252760
OG0007255	XP_020889011.1	El005G252880
OG0007256	XP_002885129.1	El005G252940
OG0007257	XP_020889005.1	El005G255510, El007G352080
OG0007258	XP_002885186.1	El005G253930
OG0007259	XP_020889090.1	El005G254120
OG0007260	XP_002885212.1	El005G254390
OG0007261	XP_002883087.1	El005G254700
OG0007262	XP_020889154.1	El005G254720
OG0007263	XP_020889188.1	El005G254880
OG0007264	XP_002883108.1	El005G259980, El004G202490, El005G255200
OG0007265	XP_020889028.1	El005G255300
OG0007266	XP_020888393.1	El005G255770
OG0007267	XP_002885279.1	El005G256070
OG0007268	XP_002885282.1	El005G256260
OG0007269	XP_020889547.1	El005G256690
OG0007270	XP_002883175.1	El005G256890
OG0007271	XP_020887476.1	El005G256920
OG0007272	XP_002885310.1	El005G256980
OG0007273	XP_020887916.1	El005G257230
OG0007274	XP_002883220.1	El005G257600
OG0007275	XP_002883238.1	El005G257990
OG0007276	XP_020889078.1	El005G258890
OG0007277	XP_002883292.1	El005G259290
OG0007278	XP_002885448.1	El005G259800
OG0007279	XP_002883305.1	El005G259640
OG0007280	XP_002885437.1	El005G259620
OG0007281	XP_020889299.1	El005G259470
OG0007282	XP_002885485.1	El005G260960
OG0007283	XP_020886687.1	El005G260970
OG0007284	XP_020886711.1	El005G261120
OG0007285	XP_002883353.1	El005G261130
OG0007286	XP_002883370.1	El005G261370
OG0007287	XP_002885515.1	El005G261560
OG0007288	XP_002885523.1	El005G261780
OG0007289	XP_002883441.1	El005G265280
OG0007290	XP_020887229.1	El005G265590, El005G265470
OG0007291	XP_002883458.1	El005G265610, El005G265660
OG0007292	XP_002883479.1	El005G266890
OG0007293	XP_002865600.2	El005G267090
OG0007293	XP_020887265.1, XP_020871382.1	El002G084520
OG0007294	XP_002885644.1	El005G267610
OG0007295	XP_020889030.1	El005G267810
OG0007296	XP_002885852.1	El005G271590
OG0007297	XP_020883809.1	El006G305530
OG0007298	XP_020886994.1	El005G271520
OG0007299	XP_002885951.1	El005G272700
OG0007300	XP_002886232.2	El005G273710
OG0007301	XP_002884040.1	El005G274700
OG0007302	XP_002886111.1	El005G274760
OG0007303	XP_020887859.1	El005G275250
OG0007304	XP_020886105.1	El005G276280
OG0007305	XP_002884186.1	El005G277350
OG0007306	XP_020886959.1	El005G277700
OG0007307	XP_002883982.1	El005G278050
OG0007308	XP_020888113.1	El005G278860
OG0007309	XP_002884917.1	El005G248470
OG0007310	XP_020869477.1	El002G140610
OG0007311	XP_020868917.1	El002G140300
OG0007312	XP_002891819.1	El002G140140
OG0007313	XP_020868938.1	El002G139360
OG0007314	XP_020868988.1	El002G137440
OG0007315	XP_002894368.2	El002G136910
OG0007316	XP_020868586.1	El002G136760
OG0007317	XP_020870960.1	El002G136260
OG0007318	XP_002891647.1	El002G135990
OG0007319	XP_002894227.1	El002G134250
OG0007320	XP_020870906.1, XP_020866186.1	El002G133330
OG0007321	XP_020868767.1	El002G132520
OG0007322	XP_020868445.1	El002G132750
OG0007323	XP_020868366.1	El002G131980
OG0007324	XP_002894102.1	El002G131710
OG0007325	XP_002894085.2	El002G131340
OG0007326	XP_002862414.2, XP_002870171.1	El003G171440
OG0007327	XP_002870174.1	El003G171460
OG0007328	XP_020874335.1	El003G172040
OG0007329	XP_002879516.2	El006G296360
OG0007330	XP_002879515.1	El005G275920
OG0007331	XP_002885456.1	El005G259990
OG0007332	XP_002877842.1	El001G022430
OG0007333	XP_002876138.1	El001G022710
OG0007334	XP_020881616.1	El001G022910
OG0007335	XP_020881411.1	El001G022920
OG0007336	XP_020881135.1	El001G023780
OG0007337	XP_002877826.1	El001G022140
OG0007338	XP_002876101.1	El001G022000
OG0007339	XP_002877976.1	El001G025150
OG0007340	XP_020881310.1	El001G025400
OG0007341	XP_002878004.1	El001G025740
OG0007342	XP_002876305.1	El001G026470
OG0007343	XP_020872660.1	El003G150390
OG0007344	XP_002876336.1	El001G027030
OG0007345	XP_020881352.1	El001G027830
OG0007346	XP_002878113.1	El001G028200
OG0007347	XP_020880600.1	El001G030310
OG0007348	XP_020880562.1	El001G030330
OG0007349	XP_020882073.1, XP_020882323.1	El001G031200
OG0007350	XP_020881697.1	El001G032370
OG0007351	XP_020882453.1	El001G032580
OG0007352	XP_002876606.1	El001G033220
OG0007353	XP_002876654.2	El001G034300
OG0007354	XP_020882476.1, XP_020881991.1	El001G034390
OG0007355	XP_002878502.1	El001G035520
OG0007356	XP_020872582.1, XP_002878690.2, XP_002894376.1	El002G137140
OG0007357	XP_020883463.1	El006G291110
OG0007358	XP_002866044.1	El007G337950
OG0007360	XP_020882210.1	El001G034440
OG0007361	XP_002863324.1	El007G366920
OG0007363	XP_020883006.1	El006G296900
OG0007364	XP_002881344.2	El006G296710
OG0007365	XP_020885623.1	El006G296190
OG0007366	XP_020872654.1	El003G171830, El003G171780, El003G171740
OG0007366	XP_020882927.1, XP_020882982.1	El006G282280
OG0007367	XP_002883438.2	El005G265230
OG0007368	XP_020890670.1	El004G227910
OG0007370	XP_002869296.2	El003G150820
OG0007372	XP_020870674.1	El002G086450
OG0007373	XP_020866036.1	El002G095800
OG0007374	XP_002883079.1	El005G254620
OG0007376	XP_020889490.1	El005G252650
OG0007377	XP_002881012.2	El006G304480
OG0007379	XP_020878740.1	El001G068600
OG0007380	XP_020873270.1	El003G163950
OG0007380	XP_020873667.1	El003G163970
OG0007382	XP_002870064.1	El003G168540
OG0007383	XP_020883003.1	El006G296930
OG0007384	XP_002879085.1	El007G349360, El001G009060, El001G009070
OG0007385	XP_020878208.1	El001G063840
OG0007386	XP_002872312.1	El001G048190
OG0007387	XP_002864457.1	El007G335470
OG0007387	XP_020870215.1	El002G119690
OG0007388	XP_020887064.1	El007G334390
OG0007389	XP_002875795.1	El001G015880
OG0007393	XP_020886135.1	El005G276990
OG0007393	XP_002884144.2	El005G277000
OG0007395	XP_020885127.1	El006G307510
OG0007396	XP_020880422.1	El001G038910, El001G038930, El001G038900
OG0007397	XP_020870957.1	El006G288450, El005G268360, El006G318630, El001G040580, El005G250930, El001G035860, El001G000390
OG0007398	XP_002877480.2	El001G015530
OG0007398	XP_020880171.1	El001G015520
OG0007400	XP_002865890.1	El007G341660, El007G341650
OG0007402	XP_020871416.1, XP_020887909.1	El001G057900, El004G207760, El004G207800
OG0007413	XP_002867458.1	El003G155690
OG0007414	XP_002867447.1	El003G155400
OG0007415	XP_002869497.1	El003G155380
OG0007416	XP_002869488.1	El003G155210
OG0007417	XP_020872111.1	El003G155120
OG0007418	XP_020873897.1	El003G154990
OG0007419	XP_002867403.1	El003G153850, El003G153980
OG0007420	XP_020874723.1	El003G153610
OG0007421	XP_002869408.1	El003G153350
OG0007422	XP_020874303.1	El003G153140
OG0007423	XP_002867369.1	El003G153060
OG0007424	XP_002867358.1	El003G152810
OG0007425	XP_020873914.1	El003G152420
OG0007426	XP_002869343.1	El003G151800
OG0007427	XP_020874009.1	El003G151690
OG0007428	XP_020874759.1	El003G151590
OG0007429	XP_002869327.1	El003G151550
OG0007430	XP_002867298.1	El003G151440
OG0007431	XP_020873892.1	El003G151420
OG0007432	XP_002869316.1	El003G151200
OG0007433	XP_002869525.1	El003G155970
OG0007434	XP_020873103.1	El003G150660
OG0007435	XP_002869288.1	El003G150650
OG0007436	XP_020872422.1	El003G150610
OG0007437	XP_020872064.1	El003G150590
OG0007438	XP_002869280.1	El003G150480
OG0007439	XP_002869265.2	El003G150210
OG0007440	XP_020872497.1	El003G149990
OG0007441	XP_002869219.1	El003G149450
OG0007442	XP_002867201.1	El003G149570
OG0007443	XP_002867181.1	El003G149250
OG0007444	XP_002869213.1	El003G149260
OG0007445	XP_020875097.1	El003G148860
OG0007446	XP_002867126.1	El003G148270
OG0007448	XP_002869178.1	El003G148480
OG0007449	XP_020874466.1	El003G148500
OG0007450	XP_002867140.1	El003G148560
OG0007451	XP_002869145.1	El003G148000
OG0007452	XP_020875514.1	El003G147950
OG0007453	XP_002869138.2	El003G147860
OG0007454	XP_002869137.1	El003G147840
OG0007455	XP_002869127.1	El003G147650
OG0007456	XP_020874644.1	El003G147480
OG0007458	XP_020868637.1	El002G118760
OG0007459	XP_020870440.1	El002G118780
OG0007460	XP_020868438.1	El002G119140
OG0007461	XP_002890968.1	El002G119470
OG0007462	XP_020870373.1	El002G119530
OG0007463	XP_020866628.1	El002G119620
OG0007464	XP_020875352.1	El003G170460
OG0007465	XP_002868110.1	El003G170730
OG0007466	XP_020873987.1	El003G171200
OG0007467	XP_002870164.2	El003G171310
OG0007468	XP_002894583.1	El004G210720
OG0007469	XP_020868131.1	El004G209200
OG0007470	XP_020872068.1	El003G172810
OG0007471	XP_002894658.1	El004G206920
OG0007472	XP_002873309.1	El001G074310
OG0007473	XP_002888245.1	El004G204530
OG0007474	XP_002886670.1	El004G202480
OG0007475	XP_020890131.1, XP_020890077.1	El004G200130
OG0007476	XP_020890026.1	El004G199870
OG0007477	XP_002889850.1	El002G094210
OG0007478	XP_002888080.1	El004G199340
OG0007479	XP_002886514.1	El004G199180
OG0007480	XP_002886509.1	El004G199140
OG0007481	XP_020879975.1	El001G035980
OG0007482	XP_020881344.1	El001G036080
OG0007483	XP_020882525.1	El001G036170
OG0007484	XP_020880417.1	El001G036790
OG0007485	XP_002892826.1	El002G098790
OG0007486	XP_020880979.1	El001G037950
OG0007487	XP_020880220.1	El001G038080
OG0007488	XP_002876869.1	El001G038190
OG0007489	XP_020880320.1	El001G038430
OG0007490	XP_020881752.1	El001G038600
OG0007491	XP_002890324.1	El002G103450
OG0007492	XP_020882206.1	El001G039410
OG0007493	XP_002875280.1	El001G039800
OG0007494	XP_002876938.1	El001G040040
OG0007495	XP_020881154.1	El001G040740
OG0007496	XP_002875318.1	El001G040810
OG0007497	XP_002876992.1	El001G041290
OG0007498	XP_020881058.1	El001G041560
OG0007499	XP_020881959.1	El001G041650
OG0007500	XP_002877012.2	El001G041690
OG0007501	XP_020879644.1	El001G041890
OG0007502	XP_002877027.1	El001G041900
OG0007503	XP_002875379.1	El001G042250
OG0007504	XP_020880938.1	El001G042670
OG0007505	XP_002877160.1	El001G045020
OG0007506	XP_002877163.1	El001G045070
OG0007507	XP_002875516.1	El001G045490
OG0007507	XP_002868736.2	El003G188970
OG0007508	XP_020881405.1	El001G045630
OG0007509	XP_002875539.1	El001G046260
OG0007510	XP_020890358.1	El004G217290
OG0007511	XP_020891751.1	El004G217070
OG0007512	XP_002887079.1	El004G216310
OG0007513	XP_002888484.1	El004G215300
OG0007514	XP_020865642.1	El004G215210
OG0007515	XP_020891388.1	El004G214250
OG0007516	XP_020890970.1	El004G212700
OG0007517	XP_002873854.1	El001G063040, El001G064650
OG0007518	XP_020890980.1	El004G193960
OG0007519	XP_020867643.1	El002G140000
OG0007520	XP_020890618.1	El004G194740
OG0007521	XP_020891602.1	El004G195110
OG0007522	XP_020865783.1	El004G195780
OG0007523	XP_020890359.1, XP_020889810.1	El004G196260
OG0007524	XP_020889812.1, XP_020889815.1	El004G196350, El008G369180
OG0007525	XP_020865601.1	El004G196720
OG0007526	XP_020890578.1	El004G196980
OG0007527	XP_020865857.1	El004G198050
OG0007528	XP_020889606.1	El004G198130
OG0007529	XP_020890412.1	El004G198270
OG0007530	XP_002882784.1	El005G248440
OG0007531	XP_020886408.1	El005G248420
OG0007532	XP_002884914.1	El005G248410
OG0007533	XP_002884907.1	El005G248270
OG0007534	XP_020873015.1	El003G155950
OG0007535	XP_002869652.1	El003G158660
OG0007536	XP_002867586.1	El003G158520
OG0007537	XP_002869631.1	El003G158430
OG0007538	XP_020883147.1	El006G288650
OG0007539	XP_020885564.1	El006G288740
OG0007540	XP_002881735.1	El006G288780
OG0007541	XP_020889320.1	El005G244340
OG0007542	XP_002882608.1	El005G244350
OG0007543	XP_002882609.1	El005G244400
OG0007544	XP_002882622.1	El005G244680
OG0007545	XP_002884741.1	El005G244720
OG0007546	XP_002882636.1	El005G244940
OG0007547	XP_020888370.1	El005G245040
OG0007548	XP_020879120.1	El001G078930
OG0007549	XP_002884771.1	El005G245300
OG0007550	XP_020888603.1	El005G245420
OG0007551	XP_020888890.1	El005G245690
OG0007552	XP_002884795.1	El005G245890
OG0007553	XP_002871104.1	El001G077950
OG0007554	XP_002884813.1	El005G246170
OG0007555	XP_020888300.1	El005G246680
OG0007556	XP_002884839.1	El005G246740
OG0007557	XP_020888273.1	El005G246950
OG0007558	XP_020888330.1	El005G247080
OG0007559	XP_002884854.2	El005G247280
OG0007560	XP_020888301.1	El005G247380
OG0007561	XP_002884861.1	El005G247420
OG0007562	XP_020888303.1	El005G247540
OG0007563	XP_020872771.1	El003G155890
OG0007564	XP_002884874.1	El005G247720
OG0007565	XP_002884875.1	El005G247730
OG0007566	XP_020888231.1	El005G247770
