Orthogroup	Arabidopsis_lyrata_NCBI	Noccaea_praecox
OG0010324	XP_002871156.1	Np003G130420
OG0010326	XP_002871148.1	Np003G130270
OG0010327	XP_020875957.1	Np003G130010
OG0010328	XP_020875945.1	Np003G130000
OG0010329	XP_002873179.1	Np003G129720
OG0010330	XP_002873180.1	Np003G129730
OG0010331	XP_020876142.1	Np001G013510
OG0010332	XP_002872143.1	Np001G012520
OG0010333	XP_002874207.1	Np001G011880
OG0010334	XP_020876771.1	Np001G011800
OG0010335	XP_002872117.1	Np001G011860
OG0010336	XP_002872092.1	Np001G011250
OG0010337	XP_020876101.1	Np001G011190
OG0010338	XP_002872081.1	Np001G011010
OG0010339	XP_020877423.1	Np001G010690
OG0010340	XP_020879049.1	Np001G010020
OG0010341	XP_020878461.1	Np001G009810
OG0010342	XP_020884104.1	Np001G009210
OG0010343	XP_020867448.1	Np001G008950
OG0010344	XP_002864778.1	Np001G007590
OG0010345	XP_020871108.1	Np001G007330
OG0010346	XP_002864797.1	Np001G007280
OG0010347	XP_002864814.1	Np001G007030
OG0010348	XP_002864559.1	Np003G154730
OG0010349	XP_002877803.1	Np001G053150
OG0010350	XP_002876060.1	Np001G052630
OG0010351	XP_020882600.1	Np001G052440
OG0010352	XP_002877772.1	Np001G052410
OG0010353	XP_020879914.1	Np001G051810
OG0010354	XP_002877689.1	Np001G050680
OG0010355	XP_020881665.1	Np001G050070
OG0010356	XP_002877643.1	Np001G049920
OG0010357	XP_002877621.1	Np001G049210
OG0010358	XP_002875911.1	Np001G049050
OG0010359	XP_020880376.1	Np001G048780
OG0010360	XP_002875887.1	Np001G048240
OG0010361	XP_020881712.1	Np001G047930
OG0010362	XP_002877575.1	Np001G047660
OG0010364	XP_020882371.1	Np001G044700
OG0010365	XP_020880271.1, XP_020880269.1	Np001G044290
OG0010366	XP_020881178.1	Np001G044210
OG0010367	XP_020882052.1	Np001G043720
OG0010368	XP_020880391.1	Np001G043680
OG0010369	XP_020881675.1	Np001G043570
OG0010370	XP_020890756.1	Np002G091090
OG0010372	XP_002887172.2	Np002G089700
OG0010373	XP_002887161.1	Np002G090370
OG0010374	XP_020889957.1	Np002G088880
OG0010375	XP_020889622.1	Np002G088830
OG0010376	XP_020889996.1	Np002G088340
OG0010377	XP_002887202.1	Np002G088500, Np002G088530
OG0010378	XP_020890576.1	Np002G087670
OG0010379	XP_002887224.1	Np002G087530
OG0010380	XP_020889979.1	Np002G087400
OG0010381	XP_020891193.1	Np002G087230
OG0010382	XP_002887287.2	Np002G085640
OG0010383	XP_020890812.1	Np002G084160
OG0010384	XP_020889945.1	Np002G083920
OG0010385	XP_002888846.1	Np002G083460
OG0010386	XP_020889938.1	Np002G082790
OG0010387	XP_020874391.1, XP_002889183.1	Np002G073550
OG0010388	XP_002889170.1, XP_002887714.1	Np002G073940
OG0010389	XP_002889161.2, XP_020880773.1, XP_020891393.1	Np002G074440
OG0010390	XP_002862810.1, XP_002889151.1	Np002G074710
OG0010391	XP_020891586.1	Np002G075010
OG0010392	XP_020880081.1	Np001G053300
OG0010393	XP_020891372.1	Np002G075300
OG0010394	XP_002889122.2	Np002G075430
OG0010395	XP_020870468.1	Np004G235380
OG0010396	XP_020890408.1	Np002G078270
OG0010397	XP_002888965.1	Np002G079660
OG0010398	XP_020890176.1	Np002G079720
OG0010399	XP_020891440.1	Np002G080180
OG0010400	XP_002888948.1	Np002G080230
OG0010401	XP_020891508.1	Np002G080830
OG0010402	XP_002888934.1	Np002G081010
OG0010403	XP_002887483.1	Np002G081120
OG0010404	XP_020889759.1	Np002G081590
OG0010405	XP_002887465.1	Np002G081680
OG0010407	XP_020889952.1	Np002G081690
OG0010408	XP_002887431.1	Np002G082590
OG0010409	XP_002889231.1	Np002G072610
OG0010410	XP_002887784.1	Np002G072200
OG0010411	XP_020890544.1	Np002G071680
OG0010412	XP_020890869.1	Np002G071210
OG0010413	XP_020891661.1	Np002G071140
OG0010414	XP_020889877.1	Np002G070940
OG0010415	XP_020891036.1	Np002G070660
OG0010416	XP_002889310.1	Np002G070520
OG0010417	XP_002866084.1	Np003G160320
OG0010418	XP_002884946.1	Np007G408010
OG0010419	XP_020887697.1	Np007G407820
OG0010420	XP_002884975.1	Np007G407260
OG0010421	XP_020889366.1	Np007G405790
OG0010422	XP_002882878.2	Np007G405600
OG0010423	XP_002885044.1	Np007G405560
OG0010424	XP_020889446.1	Np007G405470
OG0010425	XP_002885057.1	Np007G405050
OG0010426	XP_020878816.1	Np003G148300
OG0010427	XP_020887184.1	Np007G404470
OG0010428	XP_002885083.1	Np007G404140, Np007G404080
OG0010429	XP_020887162.1	Np007G403530
OG0010430	XP_020888139.1	Np007G402860
OG0010431	XP_002883002.2	Np007G390710
OG0010432	XP_002870183.1	Np005G301300
OG0010433	XP_002883056.1	Np007G392500
OG0010434	XP_002885218.1	Np007G392780
OG0010435	XP_002883096.1	Np007G393290
OG0010436	XP_020886620.1	Np007G394070
OG0010437	XP_002883125.1	Np001G038880, Np007G394250
OG0010438	XP_002883129.1	Np007G394300
OG0010439	XP_020889438.1	Np007G394510
OG0010440	XP_020887094.1	Np007G394690
OG0010441	XP_020887505.1	Np007G395040
OG0010442	XP_020886741.1	Np007G395260
OG0010443	XP_020887460.1	Np007G395370
OG0010444	XP_020887643.1	Np007G395580
OG0010445	XP_020866744.1	Np004G198140
OG0010446	XP_002883196.1	Np007G396960
OG0010447	XP_020887626.1	Np007G397020
OG0010448	XP_002883208.1	Np007G397570
OG0010449	XP_002885336.1	Np007G397580
OG0010450	XP_020867278.1	Np004G196720, Np007G398300
OG0010451	XP_002883233.1	Np007G398850
OG0010452	XP_020888190.1	Np007G398890
OG0010453	XP_020888189.1	Np007G398920
OG0010454	XP_020888885.1	Np007G399150
OG0010455	XP_020888887.1	Np007G399160
OG0010456	XP_020887511.1	Np007G400200
OG0010457	XP_002883253.1	Np012G436880, Np011G436200
OG0010459	XP_002885393.1	Np007G380330
OG0010460	XP_002862673.1, XP_020886038.1	Np007G380810
OG0010461	XP_002862350.2, XP_020886755.1	Np007G381520
OG0010462	XP_002885461.1	Np007G382050
OG0010463	XP_002885468.1	Np007G382340, Np007G382280
OG0010464	XP_002885475.2, XP_020888026.1	Np007G382390
OG0010465	XP_020886186.1	Np007G382590
OG0010466	XP_020886693.1	Np007G383590
OG0010467	XP_002885639.1	Np007G386820
OG0010468	XP_002883385.1	Np007G383890
OG0010469	XP_020887194.1	Np007G383910
OG0010470	XP_002863007.2, XP_002885540.1	Np007G383980
OG0010471	XP_002883405.1	Np007G384110
OG0010472	XP_020889077.1	Np007G384310
OG0010473	XP_020871968.1, XP_020886006.1	Np007G384790
OG0010474	XP_002885606.2	Np007G385690
OG0010475	XP_002883477.1	Np007G385880
OG0010476	XP_020887401.1	Np007G386830
OG0010477	XP_002883618.1	Np007G388120
OG0010478	XP_020889552.1	Np007G389950
OG0010479	XP_020888469.1	Np007G379040
OG0010480	XP_020888072.1	Np007G378150
OG0010481	XP_020886988.1	Np007G377730
OG0010483	XP_020886223.1	Np007G377370
OG0010484	XP_020888122.1	Np007G376620
OG0010485	XP_020889371.1	Np007G376600
OG0010486	XP_020887822.1, XP_020888417.1	Np007G376440
OG0010487	XP_020889279.1	Np007G376130
OG0010488	XP_002886168.1	Np007G374590
OG0010489	XP_020886456.1	Np007G373270
OG0010490	XP_020886454.1	Np007G373240
OG0010491	XP_020885899.1	Np007G373030
OG0010492	XP_020889302.1	Np007G372850
OG0010494	XP_020888825.1	Np007G372470
OG0010495	XP_020874785.1	Np005G275700
OG0010496	XP_002883939.1	Np007G372380
OG0010497	XP_020886975.1	Np007G372130
OG0010498	XP_002886288.1	Np007G371930
OG0010499	XP_020888082.1	Np007G371900
OG0010500	XP_002894566.1	Np004G190100
OG0010501	XP_020867920.1	Np004G190180
OG0010502	XP_020868867.1	Np004G190760
OG0010503	XP_002863185.1	Np005G307940
OG0010504	XP_002894327.1	Np004G195380
OG0010505	XP_002876091.1	Np001G053310
OG0010506	XP_020870232.1	Np004G196220
OG0010507	XP_020868770.1	Np004G195750
OG0010508	XP_020868766.1	Np004G196380
OG0010509	XP_002891579.1	Np004G196620
OG0010510	XP_020867277.1	Np004G196650
OG0010511	XP_002894247.1, XP_002862239.2	Np004G196810
OG0010512	XP_020866700.1	Np004G198120
OG0010513	XP_002894133.1	Np004G198990
OG0010514	XP_002891474.1	Np004G198580
OG0010515	XP_020870765.1	Np004G199300
OG0010516	XP_020868385.1, XP_002894110.1	Np004G199590, Np004G199580
OG0010517	XP_020868389.1	Np004G199870
OG0010520	XP_020882795.1	Np006G341890
OG0010521	XP_002881342.2	Np006G341940
OG0010522	XP_002877839.1	Np001G053920
OG0010523	XP_002876122.2	Np001G053950
OG0010524	XP_020881279.1	Np001G053970
OG0010525	XP_002877850.1	Np001G054250
OG0010526	XP_020879658.1	Np001G054270
OG0010527	XP_002876145.1	Np001G054580
OG0010528	XP_002876173.1	Np001G055130
OG0010529	XP_020881388.1	Np001G055140
OG0010530	XP_020878783.1	Np003G148120
OG0010531	XP_002877894.1	Np001G055210
OG0010532	XP_020882275.1	Np001G055990
OG0010533	XP_020881160.1	Np001G055630, Np001G055500, Np001G055880
OG0010534	XP_020881976.1	Np001G055980
OG0010535	XP_002877922.1	Np001G056340
OG0010536	XP_002877927.1	Np001G056400
OG0010537	XP_020881463.1	Np001G056890
OG0010538	XP_020881528.1	Np001G053750
OG0010539	XP_020880993.1	Np001G057450
OG0010540	XP_002877993.1	Np001G057770
OG0010541	XP_020880471.1	Np001G058060
OG0010542	XP_002878013.1	Np001G058580
OG0010543	XP_002876284.1	Np001G058630
OG0010544	XP_002876290.1	Np001G058830
OG0010546	XP_002876383.1	Np001G061350
OG0010547	XP_020881114.1	Np001G061340
OG0010548	XP_020881755.1	Np001G061400
OG0010549	XP_002878226.1	Np001G063430
OG0010550	XP_020880496.1	Np001G063460
OG0010551	XP_020880594.1	Np001G063670, Np006G334750
OG0010552	XP_002878254.1	Np001G064240
OG0010553	XP_002877971.1	Np001G057440
OG0010554	XP_020880264.1	Np001G064900
OG0010555	XP_002878289.1	Np001G065040
OG0010556	XP_002878335.2	Np001G066220
OG0010557	XP_002876569.1	Np001G066350
OG0010558	XP_020882508.1	Np001G066960
OG0010559	XP_020881578.1	Np001G066970
OG0010560	XP_002876605.2	Np001G067090
OG0010562	XP_002878387.2	Np001G067390
OG0010563	XP_020880820.1	Np001G067900
OG0010564	XP_020880817.1	Np001G067960
OG0010565	XP_020880841.1	Np001G067970
OG0010566	XP_002878422.2	Np001G068070
OG0010567	XP_020882444.1	Np001G068800
OG0010568	XP_020879778.1	Np001G069310
OG0010569	XP_020866845.1	Np004G213870
OG0010570	XP_020880693.1	Np001G069620
OG0010571	XP_002876714.1	Np001G069700
OG0010572	XP_020866385.1	Np004G241070
OG0010573	XP_002862163.2	Np007G374780
OG0010575	XP_020882542.1	Np001G053940
OG0010576	XP_020879621.1	Np001G057510
OG0010577	XP_002876447.1	Np001G062760
OG0010578	XP_020883885.1	Np006G332360
OG0010579	XP_002879888.1	Np006G331130
OG0010580	XP_002867352.1	Np005G273380
OG0010581	XP_002866840.1	Np005G261400
OG0010582	XP_002889431.2	Np004G257400
OG0010583	XP_020866808.1	Np004G254440
OG0010584	XP_020870238.1, XP_002894615.2	Np004G251770
OG0010585	XP_020870250.1	Np004G251430
OG0010586	XP_002892509.2	Np004G249610, Np004G249620
OG0010587	XP_002892665.1	Np004G246040
OG0010588	XP_020885441.1, XP_020879913.1	Np004G194310
OG0010589	XP_020869353.1	Np004G232730
OG0010591	XP_002887184.1	Np002G089030
OG0010592	XP_020891777.1	Np002G089890
OG0010593	XP_020888783.1	Np005G264410
OG0010594	XP_002875320.2	Np001G022560
OG0010595	XP_020883782.1	Np006G358620
OG0010596	XP_020889494.1	Np007G387130
OG0010597	XP_002885479.1	Np007G382470
OG0010598	XP_002883076.2	Np007G392850
OG0010599	XP_020888655.1, XP_002885027.1	Np007G405810
OG0010601	XP_020887931.1	Np007G408660
OG0010602	XP_020888232.1	Np007G408870
OG0010603	XP_002884733.1	Np007G413450
OG0010604	XP_002882599.1	Np007G412290, Np007G413880
OG0010605	XP_002882516.1	Np007G415860
OG0010607	XP_002878820.1	Np006G364640, Np004G202670
OG0010607	XP_020882880.1	Np003G175460
OG0010608	XP_002871136.1	Np003G129870
OG0010609	XP_002873260.1	Np003G132050
OG0010610	XP_002881814.1, XP_002880489.1	Np006G371400
OG0010611	XP_002880404.1	Np006G369600
OG0010612	XP_020866348.1	Np004G206600, Np004G206570, Np004G206640
OG0010613	XP_020874526.1	Np005G290470, Np005G302680
OG0010614	XP_002870029.1	Np005G291160
OG0010615	XP_002870101.1	Np005G294890
OG0010616	XP_020868544.1	Np004G213150
OG0010617	XP_002881251.1	Np006G357500
OG0010618	XP_002873388.1	Np003G135310, Np001G005290
OG0010620	XP_002893031.1, XP_002865923.1	Np003G141820
OG0010621	XP_020877838.1	Np003G140730
OG0010623	XP_002874422.1	Np001G015610
OG0010624	XP_020875255.1	Np005G274940, Np005G274980
OG0010625	XP_020879868.1	Np001G043650
OG0010626	XP_002874059.1	Np003G150300
OG0010628	XP_002874284.1	Np001G013490
OG0010629	XP_002874210.1	Np001G011910
OG0010630	XP_002864788.1	Np001G007500
OG0010632	XP_002892774.1	Np004G244930, Np004G243070
OG0010633	XP_002873703.2, XP_020866398.1	Np005G293390
OG0010634	XP_002891288.1	Np004G202620
OG0010635	XP_020878913.1, XP_020884395.1, XP_020887730.1, XP_020876421.1, XP_020881904.1, XP_002878150.2, XP_020865737.1	Np004G225660, Np002G094920
OG0010636	XP_020880083.1	Np003G157690
OG0010638	XP_020891726.1	Np002G081430
OG0010640	XP_020888791.1, XP_002885905.1	Np006G370110
OG0010644	XP_020877765.1	Np001G015900
OG0010645	XP_002870114.2	Np005G295870
OG0010660	XP_002869515.1	Np005G276720
OG0010661	XP_002867454.1	Np005G276580
OG0010662	XP_020872609.1	Np005G276160
OG0010663	XP_002867412.2	Np005G275220
OG0010664	XP_020872199.1	Np005G273550, Np005G273530
OG0010665	XP_002867333.1	Np005G272870
OG0010666	XP_002868836.1	Np005G260020
OG0010667	XP_002867316.1	Np005G272420
OG0010668	XP_020873033.1	Np005G272180
OG0010669	XP_002867301.1	Np005G271750
OG0010670	XP_002867279.1	Np005G271370
OG0010671	XP_020873160.1	Np005G270800
OG0010672	XP_020875743.1	Np005G270030
OG0010673	XP_002867228.1	Np005G262780
OG0010674	XP_020875429.1	Np005G263320
OG0010675	XP_020873186.1	Np005G263180
OG0010676	XP_020876299.1	Np003G150270
OG0010677	XP_020875450.1	Np005G264110
OG0010678	XP_002879682.1	Np006G337010
OG0010679	XP_002867130.1	Np005G264450
OG0010680	XP_002867136.1	Np005G264290
OG0010681	XP_020875119.1	Np005G264720
OG0010682	XP_020889599.1	Np002G092110
OG0010683	XP_020874610.1	Np005G265520
OG0010684	XP_002869102.1	Np005G266020
OG0010685	XP_002873628.1	Np003G140650
OG0010686	XP_002893683.1	Np004G216670, Np004G216780
OG0010687	XP_002893697.1	Np004G217910
OG0010688	XP_020874547.1	Np005G296130
OG0010689	XP_002868087.2	Np002G090520
OG0010690	XP_020873205.1	Np005G296270
OG0010691	XP_020873975.1	Np005G299390
OG0010692	XP_020873981.1, XP_020873982.1	Np005G299480
OG0010693	XP_002881411.1	Np006G340050
OG0010694	XP_020873986.1	Np005G299760
OG0010695	XP_020873971.1	Np005G300150
OG0010696	XP_002870161.1	Np005G300190
OG0010697	XP_020868314.1	Np002G107490
OG0010698	XP_020881349.1	Np001G060690
OG0010699	XP_002891950.2	Np002G107700
OG0010700	XP_020868945.1	Np002G111500
OG0010701	XP_020869189.1	Np002G111730
OG0010702	XP_020891093.1	Np002G112900
OG0010703	XP_020890560.1	Np002G113140
OG0010704	XP_020865585.1	Np002G113600
OG0010705	XP_002886664.2	Np002G114680
OG0010706	XP_020890294.1	Np002G114430
OG0010707	XP_002886651.1	Np002G114970, Np005G301650
OG0010708	XP_002886649.1	Np002G115030
OG0010709	XP_020890648.1	Np002G115170, Np002G115190
OG0010710	XP_020890168.1	Np002G115370
OG0010711	XP_002886635.1	Np002G115680
OG0010712	XP_002886634.1	Np002G115690
OG0010713	XP_002886633.1	Np002G115710
OG0010714	XP_020865632.1	Np002G115900, Np002G115850
OG0010715	XP_002886618.1	Np002G116030, Np002G116020
OG0010716	XP_002886602.1	Np002G116450
OG0010717	XP_020890060.1	Np002G117290
OG0010718	XP_020890081.1	Np002G117750
OG0010719	XP_002888076.1	Np002G118550
OG0010720	XP_020891340.1	Np002G118710
OG0010721	XP_020891335.1	Np002G118900
OG0010722	XP_002876732.1	Np001G029790
OG0010723	XP_002876777.2	Np001G026620
OG0010724	XP_020880651.1	Np001G026020
OG0010725	XP_020881090.1	Np001G025520
OG0010726	XP_020881070.1	Np001G025420
OG0010727	XP_002875137.1	Np001G025300
OG0010728	XP_002876827.1	Np001G025200
OG0010729	XP_020881040.1	Np001G025130
OG0010730	XP_002876884.2, XP_002876881.1	Np001G024660
OG0010731	XP_020881481.1	Np001G023590
OG0010733	XP_020879846.1	Np001G023060
OG0010734	XP_020869890.1	Np004G244150
OG0010736	XP_002876954.1	Np001G022800
OG0010737	XP_020881155.1	Np001G022630
OG0010738	XP_020880902.1	Np001G020620
OG0010739	XP_020879782.1	Np001G020560
OG0010740	XP_020880955.1	Np001G020170
OG0010741	XP_002877098.1	Np001G019980
OG0010742	XP_020882071.1	Np001G018620
OG0010743	XP_020891491.1	Np002G101410, Np002G094440
OG0010744	XP_002886918.1	Np002G098510
OG0010745	XP_020890907.1	Np002G101220
OG0010746	XP_002884434.1	Np007G420870
OG0010747	XP_002870398.1	Np005G309430
OG0010748	XP_020865663.1, XP_020891654.1	Np002G124810
OG0010749	XP_002887867.1	Np002G123240
OG0010750	XP_002887871.1	Np002G124650
OG0010751	XP_002887889.2	Np002G124300
OG0010752	XP_020889951.1	Np002G124290
OG0010753	XP_002887895.1	Np002G124120
OG0010754	XP_020890603.1	Np002G123850
OG0010755	XP_002887930.2	Np002G123410
OG0010756	XP_020891432.1	Np002G122880
OG0010757	XP_020890419.1	Np002G120990
OG0010758	XP_020888322.1	Np007G408930
OG0010759	XP_020873473.1	Np005G279630
OG0010760	XP_002881764.2	Np006G330500
OG0010761	XP_020885386.1	Np006G330800
OG0010762	XP_002879899.1	Np006G330750
OG0010763	XP_002881732.1	Np006G331270
OG0010765	XP_002882604.1	Np007G413740
OG0010766	XP_020887258.1	Np007G413430
OG0010767	XP_020887295.1	Np007G412190
OG0010768	XP_002884783.1	Np007G412100
OG0010769	XP_002882657.1	Np007G412090
OG0010770	XP_002869942.1	Np005G288480
OG0010771	XP_020885975.1	Np007G411230
OG0010772	XP_020891515.1	Np005G268280
OG0010773	XP_020890125.1, XP_020888217.1	Np007G410920
OG0010774	XP_002867196.1	Np005G263300
OG0010775	XP_020888271.1	Np004G218660, Np007G410280
OG0010776	XP_020888229.1	Np007G409670
OG0010777	XP_002884881.1	Np007G409360
OG0010778	XP_002882769.1	Np007G409250
OG0010779	XP_020888238.1	Np007G409230
OG0010780	XP_002884899.1	Np007G409040
OG0010781	XP_002884900.1	Np007G409030
OG0010782	XP_002874481.1	Np003G175140
OG0010783	XP_020884085.1	Np003G174680
OG0010784	XP_020887802.1	Np003G174740
OG0010785	XP_002865763.1	Np003G174570
OG0010786	XP_002865798.1	Np003G172830
OG0010787	XP_020886604.1	Np003G172990
OG0010788	XP_002863001.2, XP_002865789.1	Np003G172950
OG0010789	XP_002865800.1	Np003G172780
OG0010790	XP_002864076.2	Np003G172050
OG0010791	XP_002865836.1	Np005G281230
OG0010792	XP_020877578.1	Np003G184410
OG0010793	XP_020883629.1	Np003G184550
OG0010794	XP_020874284.1, XP_002864115.1	Np004G225400
OG0010795	XP_020887770.1	Np003G168040
OG0010796	XP_002864135.2	Np003G167450
OG0010797	XP_002864158.1	Np003G166220, Np003G166400
OG0010798	XP_002864235.1	Np003G164160
OG0010799	XP_020889610.1	Np003G164440
OG0010800	XP_002864244.1	Np003G163840
OG0010802	XP_020871510.1	Np003G162380
OG0010803	XP_002864290.2	Np003G161950, Np003G161810, Np003G161940, Np003G161900, Np003G161840
OG0010804	XP_002864283.1	Np003G161620
OG0010805	XP_002866055.1	Np003G163390
OG0010806	XP_002867522.2	Np005G278450
OG0010807	XP_002866067.1	Np003G160790
OG0010808	XP_020871595.1	Np003G159530
OG0010809	XP_002866112.1	Np003G159230
OG0010810	XP_020874772.1, XP_002864418.1	Np003G158610
OG0010811	XP_002864442.1, XP_020872433.1	Np003G158200
OG0010812	XP_020889017.1	Np003G156530
OG0010813	XP_002866189.1	Np003G156350
OG0010814	XP_002864506.1	Np003G156250
OG0010815	XP_002866220.1	Np003G155750
OG0010816	XP_020889678.1	Np003G155240
OG0010817	XP_020888187.1	Np003G155050
OG0010818	XP_002873600.1	Np003G139810
OG0010819	XP_020879381.1	Np003G139290
OG0010820	XP_020876517.1	Np003G138950
OG0010821	XP_002873531.1	Np003G138520
OG0010822	XP_020878543.1	Np003G138400
OG0010823	XP_020877004.1	Np003G138310
OG0010824	XP_020879573.1	Np003G138240
OG0010825	XP_020876532.1	Np003G138190
OG0010826	XP_020879499.1	Np003G137720
OG0010827	XP_002871458.2	Np003G137700
OG0010828	XP_002873490.1	Np003G137420
OG0010830	XP_020876715.1	Np003G136990
OG0010831	XP_002864962.1	Np001G002910
OG0010832	XP_020876736.1	Np003G136850
OG0010833	XP_002873437.1	Np003G136340
OG0010834	XP_020879333.1	Np003G136330
OG0010835	XP_020878812.1	Np003G135970
OG0010836	XP_002871379.1	Np003G135830
OG0010837	XP_020869949.1	Np001G004820
OG0010838	XP_020878141.1	Np003G134800
OG0010839	XP_020882837.1	Np003G177820
OG0010840	XP_002873307.2	Np003G133330
OG0010841	XP_002868076.1	Np005G295910
OG0010842	XP_020873200.1	Np005G293620
OG0010843	XP_020874762.1	Np005G292850
OG0010844	XP_020873918.1	Np005G291730
OG0010845	XP_002867987.1	Np005G291490
OG0010846	XP_020873059.1	Np005G291390
OG0010847	XP_020875453.1	Np005G291220
OG0010848	XP_020874544.1	Np005G290620
OG0010849	XP_020874542.1	Np005G290350
OG0010850	XP_002867945.1	Np005G290090
OG0010851	XP_020872406.1	Np005G289690
OG0010852	XP_020875675.1	Np005G289230
OG0010853	XP_002867875.1	Np005G288100
OG0010854	XP_020872370.1	Np005G287060
OG0010857	XP_020873649.1	Np005G286860
OG0010858	XP_002869869.1	Np005G286700
OG0010860	XP_020873583.1	Np005G283470
OG0010861	XP_002869739.1	Np005G282830
OG0010862	XP_020866631.1	Np004G206280
OG0010863	XP_020866351.1	Np004G206450
OG0010864	XP_020867036.1	Np004G206780
OG0010865	XP_020868512.1	Np004G206850
OG0010866	XP_020868806.1	Np004G204040
OG0010867	XP_002893857.1	Np004G204110
OG0010868	XP_002880700.1	Np003G157680
OG0010869	XP_020869082.1	Np004G202570
OG0010871	XP_002891265.1	Np004G203190
OG0010872	XP_002891344.1	Np001G037810, Np007G393990, Np001G013050, Np004G200910
OG0010873	XP_002890758.2	Np004G210880
OG0010874	XP_002890766.1	Np004G211090, Np002G096390
OG0010875	XP_002890777.1	Np004G211430
OG0010876	XP_020870351.1	Np004G211440
OG0010877	XP_020868887.1	Np004G211520
OG0010878	XP_020867308.1	Np004G211790
OG0010879	XP_020867406.1	Np004G213430
OG0010880	XP_020866844.1	Np004G213890
OG0010881	XP_020869406.1	Np004G214110
OG0010882	XP_020869147.1	Np004G214410
OG0010883	XP_020868619.1	Np004G201200
OG0010884	XP_002869072.1	Np005G267080
OG0010885	XP_020874034.1	Np005G267660
OG0010886	XP_020873208.1	Np005G267980
OG0010887	XP_020887199.1	Np007G374690
OG0010889	XP_020872480.1	Np005G268400
OG0010890	XP_020874667.1	Np005G269340
OG0010891	XP_020881400.1, XP_020872732.1	Np005G269460
OG0010892	XP_020873032.1, XP_020888677.1	Np005G262700
OG0010893	XP_002866899.1	Np006G369030, Np005G262220
OG0010894	XP_002866884.1	Np005G262010
OG0010896	XP_020872126.1	Np005G261090
OG0010897	XP_002868851.1	Np005G260500
OG0010898	XP_020875570.1	Np005G260430
OG0010899	XP_002880352.1	Np006G371310
OG0010900	XP_002878525.1	Np006G371330
OG0010901	XP_020872525.1	Np005G260090
OG0010902	XP_002866793.1	Np005G260150
OG0010903	XP_020874960.1	Np005G260250
OG0010904	XP_020874959.1	Np005G260260
OG0010905	XP_020872839.1	Np005G259990
OG0010906	XP_002870472.2	Np005G310770
OG0010907	XP_020874235.1	Np005G310930
OG0010908	XP_002870515.1	Np005G311370
OG0010909	XP_020886737.1	Np007G383540
OG0010910	XP_020875185.1	Np005G312510
OG0010911	XP_002868760.1	Np005G313870
OG0010912	XP_020872190.1	Np005G314090
OG0010913	XP_002870814.1	Np005G314410
OG0010914	XP_020872927.1	Np005G314660
OG0010915	XP_002870770.1	Np005G315830
OG0010916	XP_002881369.1	Np006G341020
OG0010917	XP_020883013.1	Np006G340970
OG0010918	XP_002881387.1	Np006G340710
OG0010919	XP_020866842.1	Np004G205530
OG0010920	XP_020879097.1	Np003G177260
OG0010921	XP_020890901.1	Np003G177070
OG0010922	XP_020877467.1	Np003G175780
OG0010923	XP_020877532.1	Np003G175350, Np003G184610
OG0010924	XP_020877477.1	Np003G175470
OG0010925	XP_020882689.1	Np006G342580
OG0010926	XP_002881320.1	Np006G342780
OG0010927	XP_020882697.1	Np006G343290
OG0010928	XP_020884020.1	Np006G343350
OG0010929	XP_002863667.1	Np001G041540
OG0010930	XP_002865484.1	Np001G042280
OG0010931	XP_020871193.1	Np001G042360
OG0010932	XP_020878400.1	Np001G042370
OG0010933	XP_020871542.1	Np003G171250
OG0010934	XP_002865515.1	Np001G042640
OG0010935	XP_002872493.1	Np003G178040
OG0010936	XP_020876689.1	Np003G178860
OG0010937	XP_002872570.1	Np003G180310
OG0010939	XP_002874797.1	Np003G183290
OG0010940	XP_002874817.1	Np003G183800
OG0010941	XP_020876346.1	Np003G183940
OG0010942	XP_020876396.1	Np003G183960
OG0010943	XP_020876360.1	Np003G184020
OG0010944	XP_002863568.1	Np001G039610
OG0010945	XP_002888639.2	Np002G089940
OG0010946	XP_020879184.1, XP_002863471.1	Np001G037110
OG0010947	XP_020871281.1	Np001G036860
OG0010948	XP_020885905.1	Np001G036710
OG0010949	XP_020881096.1	Np001G035310
OG0010950	XP_002865169.1	Np001G034470
OG0010951	XP_002865145.1	Np006G364970, Np001G033210
OG0010952	XP_020871669.1	Np001G032660
OG0010953	XP_002865122.1	Np001G031070
OG0010954	XP_020887411.1	Np007G388600
OG0010955	XP_002883635.1	Np007G388570
OG0010956	XP_002868444.2	Np005G310600
OG0010957	XP_002883629.1	Np007G388440
OG0010958	XP_020877018.1	Np005G307430
OG0010959	XP_002879817.1	Np005G307510
OG0010960	XP_020877133.1	Np005G308880
OG0010961	XP_020874748.1	Np005G306800
OG0010962	XP_020874690.1	Np005G306700
OG0010963	XP_002868324.1	Np005G306620
OG0010964	XP_002868321.1	Np005G306390
OG0010965	XP_020890002.1	Np007G385780
OG0010966	XP_020872584.1	Np005G304540
OG0010967	XP_020872795.1	Np005G302880
OG0010968	XP_002870740.1	Np005G316430
OG0010969	XP_020872949.1	Np005G316450
OG0010970	XP_020888391.1	Np005G316570
OG0010971	XP_020889283.1	Np005G316690
OG0010972	XP_002883656.1	Np006G341560
OG0010973	XP_002870724.1	Np006G341570
OG0010974	XP_020874719.1	Np005G317620
OG0010975	XP_020868269.1, XP_020874699.1	Np005G317740
OG0010976	XP_020875146.1	Np005G317940
OG0010977	XP_020873040.1	Np005G318070
OG0010978	XP_002870621.1	Np005G319980
