Orthogroup	Arabidopsis_lyrata_NCBI	Cochlearia_excelsa
OG0008889	XP_002873955.1	g29127
OG0008890	XP_002873958.2	g653, g28980
OG0008891	XP_002871903.1	g28975
OG0008892	XP_002871924.1	g704
OG0008893	XP_002871925.1	g705
OG0008894	XP_002871905.1	g664
OG0008895	XP_002874000.1	g41401, g28929
OG0008896	XP_002866399.2	g448
OG0008897	XP_002871962.2	g28909
OG0008898	XP_020877927.1	g743
OG0008899	XP_020877224.1	g28901
OG0008900	XP_002871976.1	g763
OG0008901	XP_002874035.2	g28897
OG0008902	XP_020877824.1	g770
OG0008903	XP_002874065.1	g28873
OG0008904	XP_020875807.1	g28871
OG0008905	XP_002874096.1	g816
OG0008906	XP_002872028.1	g41333
OG0008907	XP_002866391.2	g831
OG0008908	XP_020887607.1	g28805
OG0008909	XP_002866581.1	g266
OG0008910	XP_020884068.1	g1295
OG0008911	XP_020884083.1	g28783
OG0008912	XP_020884140.1, XP_002862718.1	g41303
OG0008913	XP_020871499.1	g28763
OG0008914	XP_002866346.1	g28761
OG0008915	XP_002864612.1, XP_002863037.1	g39245
OG0008916	XP_020874688.1, XP_020871089.1	g1245, g39248
OG0008917	XP_002866338.1	g28746
OG0008918	XP_020870133.1	g1257
OG0008919	XP_020885125.1	g1240
OG0008920	XP_020871705.1	g1236
OG0008921	XP_020871288.1, XP_020872986.1	g1232
OG0008922	XP_020869831.1	g274
OG0008923	XP_002864871.1	g9799, g270
OG0008924	XP_020870699.1	g49612
OG0008925	XP_002864878.1	g9796
OG0008927	XP_020879555.1	g9770, g240
OG0008928	XP_002864912.1	g9753
OG0008929	XP_020871889.1	g9746
OG0008930	XP_020884850.1	g197
OG0008931	XP_002864940.1	g177
OG0008932	XP_002866651.1	g9724
OG0008933	XP_002864987.2	g117, g9687
OG0008934	XP_002864994.1	g107
OG0008935	XP_002866705.1	g88
OG0008936	XP_020882263.1	g9669
OG0008937	XP_020871940.1	g9660
OG0008938	XP_020866132.1	g9644
OG0008939	XP_020883213.1	g19653
OG0008940	XP_002865052.1	g19647, g38
OG0008941	XP_020889340.1	g19644
OG0008942	XP_002865067.1	g27
OG0008945	XP_020883935.1	g14, g9626
OG0008947	XP_020878086.1	g45269
OG0008948	XP_002892043.1	g26863
OG0008949	XP_002872956.2	g25358
OG0008950	XP_020878834.1	g25351
OG0008951	XP_020876519.1	g39452
OG0008952	XP_002872896.1	g45255
OG0008953	XP_020882440.1, XP_020879669.1	g45263
OG0008954	XP_020878933.1	g39492
OG0008955	XP_002874943.1	g39536, g25449
OG0008956	XP_002880726.1	g39540
OG0008957	XP_020879162.1	g39555
OG0008958	XP_020878174.1	g39605
OG0008959	XP_020879176.1	g39611
OG0008960	XP_020876356.1	g25496
OG0008961	XP_020876403.1	g39634
OG0008962	XP_020882947.1	g51348
OG0008963	XP_002863628.1	g39704
OG0008964	XP_020871619.1	g39706
OG0008965	XP_020871090.1	g46869
OG0008966	XP_002865417.1	g39723, g11107
OG0008967	XP_020884400.1	g51341, g39748
OG0008968	XP_020885627.1, XP_020886883.1	g51335
OG0008969	XP_002879442.1	g39750
OG0008970	XP_020884312.1	g39767
OG0008971	XP_020884464.1	g51321
OG0008973	XP_002879396.1	g39807
OG0008974	XP_002881230.1	g51304
OG0008975	XP_002894568.1	g27970, g49271, g5
OG0008976	XP_002865329.1, XP_002862935.1, XP_002879354.1	g37920, g37919
OG0008977	XP_002881174.1	g51251
OG0008978	XP_020883393.1	g39850
OG0008979	XP_002881157.1	g39869
OG0008980	XP_020884623.1	g39884, g37902
OG0008981	XP_002879276.1	g39897
OG0008982	XP_002881097.1	g51194
OG0008984	XP_020883963.1	g51139
OG0008985	XP_020882830.1	g40015
OG0008986	XP_002881026.2, XP_002862801.2	g51120
OG0008987	XP_020885601.1	g37849
OG0008988	XP_020885054.1	g40003
OG0008989	XP_002880999.1	g37845, g39981
OG0008990	XP_002879170.1	g51090
OG0008991	XP_020884453.1	g40038
OG0008992	XP_020884515.1	g40048
OG0008993	XP_002880951.1	g53382
OG0008994	XP_002880971.1	g40089
OG0008995	XP_002879140.1	g40090
OG0008996	XP_020884278.1	g40125
OG0008997	XP_002880904.2	g40119, g53543
OG0008998	XP_002880911.1	g40115
OG0008999	XP_002880921.1	g40102
OG0009001	XP_020882815.1	g38272
OG0009002	XP_020883367.1	g51068
OG0009003	XP_020885042.1	g36847
OG0009004	XP_020874347.1	g23632
OG0009005	XP_002867503.1	g17086
OG0009006	XP_002869580.1	g23658
OG0009007	XP_020887381.1	g49985
OG0009008	XP_002884279.1	g7929
OG0009009	XP_020886095.1	g7930
OG0009010	XP_020887863.1	g7942
OG0009011	XP_020886882.1	g7941
OG0009012	XP_020887817.1	g7946
OG0009013	XP_002867567.1	g23704
OG0009014	XP_020873765.1	g47613
OG0009015	XP_020873835.1	g47605
OG0009016	XP_020886317.1	g7914
OG0009017	XP_002884306.1	g7896
OG0009018	XP_020887334.1	g7866
OG0009019	XP_020886871.1	g7862
OG0009020	XP_002882254.1	g7852
OG0009021	XP_020887905.1	g7842
OG0009022	XP_002884353.1	g12662
OG0009023	XP_020887187.1	g7833
OG0009024	XP_002884361.1	g7832
OG0009025	XP_020888670.1	g12635
OG0009026	XP_020888931.1	g12780
OG0009027	XP_020887037.1	g7797, g12801
OG0009028	XP_002884425.1	g7793
OG0009029	XP_020887019.1	g7792
OG0009030	XP_020888614.1	g7781
OG0009031	XP_020886790.1	g7772, g7763
OG0009032	XP_020888471.1	g7749
OG0009033	XP_020888964.1	g12592
OG0009034	XP_020888960.1	g12591
OG0009035	XP_002882379.1	g12582
OG0009036	XP_020886887.1	g12844
OG0009038	XP_020887072.1	g12875
OG0009039	XP_020887063.1	g7686
OG0009041	XP_020886810.1	g7656
OG0009042	XP_020886774.1	g7642
OG0009043	XP_020887671.1	g12935, g12482
OG0009044	XP_020885978.1	g7622
OG0009045	XP_002884625.1	g7610
OG0009047	XP_020886553.1	g7600
OG0009048	XP_020887489.1	g7597
OG0009049	XP_020889414.1	g12965
OG0009050	XP_002882558.2	g25028
OG0009051	XP_020884429.1	g38281
OG0009052	XP_002883470.1	g26908
OG0009053	XP_020887426.1	g7552, g12992
OG0009054	XP_020889252.1	g12420
OG0009055	XP_020869974.1	g53945
OG0009056	XP_020883495.1	g51915
OG0009057	XP_020885047.1	g51909
OG0009058	XP_020882684.1	g51886
OG0009059	XP_002881718.1	g51880
OG0009060	XP_002879865.1	g51468
OG0009061	XP_020884759.1	g37351
OG0009062	XP_020885493.1	g51800
OG0009063	XP_002879812.2	g51793
OG0009064	XP_002881660.1	g38128
OG0009065	XP_002881637.1	g51763
OG0009066	XP_020883756.1	g51774
OG0009067	XP_002881631.1	g51756
OG0009068	XP_020885243.1	g51737
OG0009069	XP_002888638.1	g44860
OG0009070	XP_020883841.1	g51735
OG0009071	XP_002879594.1	g37149
OG0009072	XP_020883028.1	g38028, g37156
OG0009073	XP_002881432.1	g37160
OG0009075	XP_020885071.1	g51587
OG0009076	XP_002881457.1	g51599
OG0009077	XP_002879630.2	g51613
OG0009078	XP_020884272.1	g51623
OG0009079	XP_020882859.1	g51634
OG0009080	XP_002879711.1	g51675
OG0009081	XP_002879712.1	g51676
OG0009082	XP_020885084.1	g37287, g51728
OG0009083	XP_002879756.2	g51727
OG0009084	XP_020884790.1	g51692
OG0009085	XP_002881599.1	g37278
OG0009086	XP_002862900.2, XP_020873636.1, XP_020884751.1, XP_020882751.1	g37269
OG0009087	XP_020882676.1	g51714
OG0009088	XP_020883698.1	g51547
OG0009089	XP_020866383.1	g31585
OG0009090	XP_002890096.1	g31586
OG0009091	XP_002890102.1	g31596, g27302
OG0009092	XP_002892868.1	g49942
OG0009093	XP_002892873.1	g31610
OG0009094	XP_020870107.1	g31614, g49946
OG0009095	XP_020867563.1	g31628
OG0009096	XP_020867226.1	g49960
OG0009097	XP_020869706.1	g49970
OG0009098	XP_020866011.1	g27345, g31653
OG0009099	XP_020869105.1	g31654
OG0009100	XP_020867454.1	g27357
OG0009101	XP_002890212.1	g49994
OG0009102	XP_020869688.1	g31699
OG0009103	XP_002892948.1	g31702
OG0009104	XP_020867668.1	g50012
OG0009105	XP_020869031.1	g31754
OG0009106	XP_002890286.1	g27412
OG0009107	XP_020873240.1	g47579, g25029
OG0009110	XP_002893028.1	g31816
OG0009111	XP_020867392.1	g31889
OG0009112	XP_002893081.1	g31890
OG0009113	XP_020869773.1	g50126
OG0009114	XP_020868896.1	g50163
OG0009115	XP_020870759.1	g50166
OG0009116	XP_002877962.1	g19162
OG0009117	XP_002893188.1	g50211
OG0009118	XP_002893207.1	g50225
OG0009119	XP_020867952.1	g32019
OG0009120	XP_020870983.1	g27527
OG0009121	XP_002893246.2	g50251, g27528
OG0009122	XP_020869169.1	g32047
OG0009123	XP_002893279.1	g50291
OG0009124	XP_020870127.1	g32100
OG0009125	XP_002890592.1	g27554
OG0009126	XP_002893358.1	g50335
OG0009127	XP_002893370.1	g27580
OG0009128	XP_020868966.1	g50349, g32146
OG0009130	XP_020889918.1	g45791
OG0009131	XP_020869573.1	g32161
OG0009132	XP_020867481.1	g32170
OG0009133	XP_020869083.1	g27597
OG0009134	XP_002890671.1	g32180
OG0009135	XP_020868537.1	g32200, g27607
OG0009137	XP_002893431.2	g27616
OG0009138	XP_020866088.1	g32225
OG0009139	XP_020870683.1	g50398
OG0009140	XP_002890723.1	g50407, g32279
OG0009141	XP_002869728.2	g47500
OG0009142	XP_002864007.1	g1500
OG0009143	XP_002869714.1	g23833
OG0009144	XP_002869704.2	g47523
OG0009145	XP_002867637.1	g17188
OG0009146	XP_002880669.1	g51038
OG0009148	XP_002880649.1	g38345
OG0009149	XP_002878825.1	g38340
OG0009150	XP_020884357.1	g50993
OG0009151	XP_020883583.1	g38391
OG0009152	XP_020885728.1	g38401, g27289
OG0009153	XP_002880528.1	g38411
OG0009154	XP_002878680.1	g38437, g50952
OG0009155	XP_002880484.2	g36914
OG0009156	XP_020880074.1	g19308
OG0009157	XP_020884197.1	g38485
OG0009158	XP_020885636.1	g50898
OG0009159	XP_020883541.1	g36955
OG0009162	XP_002890083.1	g31570
OG0009163	XP_002892828.1	g31551
OG0009164	XP_020868994.1	g31541
OG0009165	XP_002892794.1	g31508
OG0009166	XP_020870646.1	g31506
OG0009167	XP_020868567.1	g31486
OG0009168	XP_002889997.1	g31447
OG0009169	XP_002889999.1	g31449
OG0009170	XP_002889978.1	g31420
OG0009171	XP_002889930.1	g31378
OG0009172	XP_002889896.1	g49781
OG0009173	XP_002889891.2	g31331
OG0009174	XP_020866057.1	g49773
OG0009175	XP_002892597.1	g31275, g27127
OG0009176	XP_002892595.1	g49745
OG0009177	XP_002889823.1	g31269
OG0009178	XP_002892557.1	g31243
OG0009179	XP_020868177.1	g31221
OG0009180	XP_020868195.1	g31226, g49713
OG0009181	XP_020869902.1	g49626
OG0009182	XP_002892499.1	g49637, g27069
OG0009184	XP_002892483.1	g49638
OG0009185	XP_002889727.1	g31152
OG0009186	XP_002873970.1	g674, g28965
OG0009187	XP_002889716.1	g31141
OG0009188	XP_020867231.1	g49658
OG0009189	XP_020868473.1	g49670
OG0009190	XP_002892463.1	g27030
OG0009191	XP_020866309.1	g31128
OG0009192	XP_020866312.1	g27032, g31129
OG0009193	XP_020866923.1	g49675
OG0009194	XP_002892457.1	g27026
OG0009196	XP_020870852.1	g49694
OG0009197	XP_002892412.1	g49583
OG0009199	XP_002892387.1	g27001
OG0009200	XP_002889605.1	g31003
OG0009201	XP_020868466.1	g30997, g26975
OG0009202	XP_002892332.1	g30991
OG0009203	XP_020868982.1	g30990
OG0009205	XP_020869328.1	g49515
OG0009206	XP_020866405.1	g30927, g49493
OG0009207	XP_020870008.1	g49492
OG0009208	XP_020868039.1	g30923
OG0009209	XP_020891037.1	g32231
OG0009210	XP_002892254.1	g30893
OG0009211	XP_020867336.1	g49465
OG0009212	XP_020867675.1	g49464
OG0009213	XP_002889512.1	g30876
OG0009214	XP_002892208.1	g30865
OG0009215	XP_020869778.1	g30845
OG0009216	XP_020867706.1	g26906
OG0009217	XP_002892147.1	g49399
OG0009218	XP_002892143.1	g30805
OG0009219	XP_020868979.1	g30794
OG0009220	XP_020870586.1, XP_020869410.1	g49378
OG0009221	XP_002892109.1	g30773
OG0009222	XP_020868097.1	g49358
OG0009223	XP_020870149.1	g49356
OG0009224	XP_002889386.1	g49350
OG0009225	XP_002889377.1	g30762
OG0009226	XP_002889375.1	g49341
OG0009227	XP_002892072.1	g26875
OG0009228	XP_002892053.1	g30737
OG0009229	XP_002872947.1, XP_020870082.1	g49303
OG0009231	XP_020866291.1	g30721
OG0009233	XP_020877908.1	g5223
OG0009234	XP_020878247.1	g5203
OG0009235	XP_020877069.1	g45637
OG0009236	XP_020879130.1	g45673
OG0009237	XP_020878025.1	g29278
OG0009238	XP_020876792.1	g5142
OG0009239	XP_002871676.1	g5093, g29238
OG0009240	XP_020876565.1	g45692
OG0009241	XP_020878765.1	g5128
OG0009242	XP_020876595.1	g29220
OG0009243	XP_002871705.1	g5062
OG0009244	XP_002873764.1	g45723
OG0009245	XP_020879457.1	g29178
OG0009246	XP_020876704.1	g45739
OG0009247	XP_020878392.1	g5004
OG0009248	XP_020878886.1	g5000
OG0009249	XP_020877287.1	g4987, g3922, g4018, g3921
OG0009250	XP_002871802.1	g29031
OG0009251	XP_002873918.1	g29075, g4901
OG0009252	XP_002873921.1	g29078
OG0009253	XP_002871876.1	g4877
OG0009254	XP_002871877.1	g29106, g4872
OG0009255	XP_002874373.1	g10150
OG0009256	XP_020877010.1	g10176
OG0009257	XP_020877397.1	g4115, g4116, g22330, g35991
OG0009258	XP_020866081.1	g10184
OG0009259	XP_020890504.1, XP_002863949.1	g10216
OG0009260	XP_002863934.1	g10232
OG0009261	XP_002863930.1	g5770, g5771, g10230
OG0009262	XP_020876535.1	g45626
OG0009263	XP_002873618.1	g45623
OG0009264	XP_002871232.1	g45462, g29655
OG0009265	XP_020878979.1	g29653
OG0009267	XP_020879431.1	g5241, g45627
OG0009268	XP_020879096.1	g29662
OG0009269	XP_020878472.1	g5589
OG0009270	XP_002873608.1	g50766, g13773
OG0009271	XP_002871207.1	g29691, g45450
OG0009272	XP_020876020.1	g5607
OG0009273	XP_020876035.1	g29696
OG0009274	XP_002873233.1	g29699
OG0009275	XP_002871182.1	g45436, g5621
OG0009276	XP_020876046.1	g29731
OG0009277	XP_020875958.1	g29735
OG0009278	XP_020875999.1	g29737
OG0009279	XP_020876012.1	g29757
OG0009280	XP_002871116.1	g29767, g5662
OG0009281	XP_020878348.1	g10071
OG0009283	XP_020876236.1	g604
OG0009284	XP_002872158.1	g10058
OG0009285	XP_002874247.1	g10049
OG0009286	XP_002872141.1	g581
OG0009287	XP_020878463.1	g578
OG0009288	XP_020878031.1	g577, g10033
OG0009289	XP_020878330.1	g10024
OG0009290	XP_020877099.1	g551
OG0009291	XP_020879815.1	g19135
OG0009292	XP_020879242.1	g549
OG0009293	XP_020878792.1	g10016, g10013
OG0009294	XP_002874154.1	g511
OG0009295	XP_020879566.1	g492
OG0009296	XP_002872056.1	g9961, g488
OG0009297	XP_002872053.1	g483
OG0009298	XP_020876798.1	g9959
OG0009299	XP_020876213.1	g465
OG0009300	XP_020871859.1	g9920
OG0009301	XP_020871767.1	g399
OG0009302	XP_020883725.1	g390
OG0009303	XP_020871852.1	g331
OG0009304	XP_020880368.1	g19485
OG0009305	XP_002864831.1	g51953
OG0009306	XP_002864588.2	g1221
OG0009307	XP_020871899.1	g1177
OG0009308	XP_020879928.1	g19317
OG0009309	XP_002876075.1	g2489
OG0009310	XP_020881649.1	g11352
OG0009311	XP_002877785.1	g2508
OG0009312	XP_002876055.2	g19337, g2516
OG0009313	XP_002877758.1	g19353
OG0009314	XP_020881437.1	g2563
OG0009315	XP_020879668.1	g19379
OG0009316	XP_002877710.1	g11367
OG0009317	XP_002876002.1	g19383
OG0009318	XP_020882144.1	g2620
OG0009319	XP_020881478.1	g2631
OG0009320	XP_002875940.1	g2644
OG0009321	XP_002875924.1	g2689
OG0009322	XP_020880939.1	g2704
OG0009323	XP_002875905.1	g19461
OG0009324	XP_002877609.2	g19465, g19464
OG0009325	XP_020880972.1	g19496
OG0009326	XP_002877582.1	g2752, g19491
OG0009327	XP_020881273.1	g11405, g11398
OG0009328	XP_020881497.1	g19609
OG0009329	XP_002875592.1	g11522, g19620
OG0009330	XP_020872316.1	g23206
OG0009331	XP_020880456.1	g10308
OG0009332	XP_020890717.1	g41728
OG0009333	XP_020891343.1	g44915
OG0009334	XP_020889959.1	g41505
OG0009335	XP_020891060.1	g44801
OG0009336	XP_002888678.1	g44813
OG0009337	XP_002887219.1	g44781
OG0009338	XP_002887227.1	g44767
OG0009339	XP_020891678.1	g45789
OG0009340	XP_002887238.1	g45800
OG0009341	XP_020883867.1	g40188
OG0009342	XP_020891410.1	g44724
OG0009343	XP_002888739.1	g45817
OG0009344	XP_020891771.1	g44708
OG0009345	XP_020891150.1	g45853, g44701
OG0009346	XP_020865957.1	g44689
OG0009347	XP_002888823.1	g44662
OG0009348	XP_002889448.1, XP_020889861.1	g44656, g45917
OG0009349	XP_020891536.1	g44647
OG0009350	XP_002888851.1	g45991
OG0009351	XP_002887401.1	g45976
OG0009352	XP_002888860.1	g45963
OG0009353	XP_002888863.1	g45956
OG0009354	XP_002887423.1	g45955
OG0009355	XP_002887424.2	g18007
OG0009356	XP_020865941.1	g46431
OG0009357	XP_020889752.1	g46339
OG0009358	XP_002887672.1	g46336
OG0009359	XP_020890620.1	g44367
OG0009360	XP_002885432.1	g6682, g11874
OG0009361	XP_020890487.1	g44375
OG0009362	XP_002889107.1	g44382, g46310
OG0009363	XP_002889038.1	g46228
OG0009364	XP_002887578.1	g46189
OG0009366	XP_020891094.1	g44491
OG0009367	XP_020889775.1	g46145
OG0009369	XP_002888978.1	g44520
OG0009370	XP_020889683.1	g46098
OG0009371	XP_002887490.1	g46076
OG0009372	XP_002890268.1	g31765
OG0009373	XP_002888931.1	g44565
OG0009374	XP_002887487.1	g44566
OG0009375	XP_020891484.1	g44574
OG0009376	XP_020889262.1	g28801
OG0009377	XP_020891632.1	g44583, g46026
OG0009378	XP_020865945.1	g46008
OG0009379	XP_002888885.1	g44601
OG0009381	XP_020890976.1	g44605
OG0009382	XP_002888867.1	g45953, g44612
OG0009383	XP_020891183.1	g18501
OG0009385	XP_002887736.1	g46452
OG0009386	XP_002887746.1	g46463, g44356
OG0009387	XP_020890469.1	g46466
OG0009388	XP_002887749.1	g44354
OG0009389	XP_002889209.1	g46476
OG0009390	XP_002889221.2	g44349, g46492
OG0009391	XP_002887768.1	g46501
OG0009392	XP_002889266.1	g44307
OG0009393	XP_020889627.1	g46540
OG0009395	XP_020891524.1	g44292, g46571
OG0009396	XP_002887838.1	g46593
OG0009397	XP_002889307.1	g44276
OG0009398	XP_002889316.1	g46604
OG0009399	XP_002887851.1	g46605
OG0009400	XP_020891644.1	g39222
OG0009402	XP_002882800.1	g7268
OG0009403	XP_020889344.1	g7263
OG0009404	XP_020889348.1	g7262
OG0009405	XP_020888530.1	g12247, g7254
OG0009406	XP_002884963.1	g13166
OG0009407	XP_002882830.1	g7232
OG0009408	XP_002882842.1	g7216
OG0009409	XP_020886985.1	g7170
OG0009410	XP_020889365.1	g12192
OG0009411	XP_020886672.1	g12183
OG0009412	XP_020886081.1	g12180, g7163
OG0009413	XP_002882882.1	g12176, g13220
OG0009414	XP_020886334.1	g12166
OG0009415	XP_002885053.1	g7144
OG0009416	XP_020887448.1	g7120
OG0009417	XP_002882914.1	g7118, g12150
OG0009418	XP_020886654.1	g7116
OG0009419	XP_020889433.1	g7063, g13244
OG0009421	XP_002882964.1	g7058
OG0009422	XP_002885111.1	g7055
OG0009423	XP_002885112.1	g7053
OG0009424	XP_020887887.1	g13255
OG0009425	XP_002882983.1	g12098
OG0009426	XP_002885130.1	g17949
OG0009427	XP_020889185.1	g6991
OG0009428	XP_020889145.1	g6988
OG0009429	XP_020889118.1	g6987
OG0009430	XP_002883054.1	g13278
OG0009431	XP_002883055.1	g6954
OG0009432	XP_020889112.1	g6953
OG0009433	XP_020879298.1	g25373
OG0009434	XP_020889165.1	g12039
OG0009435	XP_002883104.1	g6908
OG0009436	XP_020888581.1	g12015
OG0009437	XP_002885254.1	g12009
OG0009438	XP_002885264.1	g13310
OG0009439	XP_020887093.1	g13313
OG0009440	XP_020889370.1	g6846
OG0009441	XP_020886333.1	g11959
OG0009442	XP_002885312.1	g13339
OG0009443	XP_020888181.1	g6797
OG0009444	XP_020888116.1	g13351
OG0009445	XP_020887414.1	g6760
OG0009446	XP_002885366.1	g6744
OG0009447	XP_002885374.1	g36449
OG0009448	XP_020889522.1	g6719, g25984
OG0009449	XP_020889358.1	g6716
OG0009450	XP_002885409.1	g11889, g6698
OG0009452	XP_002885459.1	g6635
OG0009453	XP_002885495.1	g11826
OG0009454	XP_002883366.2	g13424
OG0009456	XP_020887662.1	g6531, g13467
OG0009457	XP_020887661.1	g6530
OG0009459	XP_020885632.1	g41163
OG0009460	XP_020889548.1	g6338
OG0009461	XP_020889550.1	g6585
OG0009462	XP_002885847.1	g6302
OG0009463	XP_002885870.1	g6254
OG0009464	XP_020886779.1	g6245
OG0009465	XP_002885881.1	g14691
OG0009466	XP_002873537.1	g29422
OG0009467	XP_020887387.1	g13698
OG0009468	XP_002885975.1	g13699
OG0009469	XP_020886008.1	g6153
OG0009470	XP_002885981.1	g13700
OG0009471	XP_020887617.1	g13724, g14043
OG0009472	XP_020889259.1	g14028
OG0009473	XP_020889263.1	g14024, g6086
OG0009474	XP_002886135.1	g13992
OG0009475	XP_020886144.1	g6002
OG0009476	XP_020887857.1	g5976
OG0009477	XP_020886453.1	g5953, g13905
OG0009478	XP_002886273.1	g5916
OG0009479	XP_020889323.1	g5915, g13860
OG0009480	XP_020887675.1	g13857
OG0009481	XP_002886281.1	g13823
OG0009482	XP_002884227.1	g13841
OG0009483	XP_020868865.1	g54370
OG0009484	XP_002894498.2	g36707
OG0009485	XP_002891815.1	g36696
OG0009486	XP_002891786.1	g27994
OG0009487	XP_002894460.1	g54305
OG0009488	XP_020870407.1	g36662
OG0009489	XP_020867142.1	g35868
OG0009491	XP_002894417.1	g36597
OG0009492	XP_002894410.1	g28008
OG0009494	XP_002886795.1, XP_020867440.1	g36471
OG0009495	XP_002891620.1	g36489
OG0009496	XP_002891571.2	g54166
OG0009497	XP_002891556.1	g28059
OG0009498	XP_020866690.1	g28062, g36428
OG0009499	XP_020877241.1	g5251
OG0009500	XP_020866726.1	g54149
OG0009501	XP_020866741.1	g28076
OG0009502	XP_020866729.1	g54138
OG0009503	XP_002878470.1	g18788
OG0009504	XP_002891472.1	g54111
OG0009505	XP_020866597.1	g54110
OG0009506	XP_020868359.1	g36371
OG0009507	XP_002881348.1	g51460
OG0009510	XP_002877831.1	g2443
OG0009511	XP_002876124.1	g2430
OG0009512	XP_020881888.1	g2424
OG0009513	XP_020881381.1	g2404
OG0009514	XP_020882285.1	g2371
OG0009515	XP_002877903.2	g2377
OG0009516	XP_020880625.1	g2347
OG0009517	XP_020881326.1	g2328
OG0009518	XP_002876238.1	g19170
OG0009519	XP_020882512.1	g11303
OG0009520	XP_002877960.1	g11301
OG0009521	XP_002877816.1	g2462
OG0009522	XP_020882385.1	g12979
OG0009524	XP_020882037.1	g19140
OG0009525	XP_020882034.1	g19141
OG0009526	XP_002879771.1	g51741
OG0009527	XP_002878000.1	g19134
OG0009528	XP_002876277.1	g2251
OG0009529	XP_020882421.1	g2214
OG0009530	XP_002878055.1	g2176
OG0009531	XP_002876345.1	g2174
OG0009532	XP_002876354.1	g11265
OG0009533	XP_002878077.2	g19035
OG0009534	XP_002876389.1	g19003
OG0009535	XP_020879810.1	g19002, g2071
OG0009536	XP_020881248.1	g36131, g19000
OG0009537	XP_002876449.1	g18968
OG0009538	XP_002878190.1	g18960
OG0009539	XP_020882013.1	g2033
OG0009540	XP_002878240.1	g18927
OG0009541	XP_020880480.1	g2003, g18913
OG0009542	XP_020881019.1	g2013
OG0009543	XP_020882000.1	g2022
OG0009544	XP_002874140.1	g497
OG0009545	XP_002878340.1	g18816
OG0009546	XP_020880430.1	g18809
OG0009547	XP_020882513.1	g18800, g1896
OG0009548	XP_020880000.1	g1878
OG0009549	XP_002876601.1	g1872
OG0009550	XP_002876602.1	g1871
OG0009551	XP_020882196.1	g1836
OG0009554	XP_002878496.1	g18763
OG0009555	XP_002876713.1	g18771
OG0009556	XP_020879986.1	g18776
OG0009557	XP_020880474.1	g1888
OG0009561	XP_002894192.1	g36397, g54134
OG0009563	XP_002876399.1	g2081
OG0009565	XP_002863549.1	g11036
OG0009566	YP_009357308.1, YP_009357330.1	g19743, g19719, g19696, g19767
OG0009567	XP_020873702.1	g23709
OG0009568	XP_002879715.1	g51682
OG0009569	XP_020868306.1	g37264
OG0009570	XP_020885739.1	g51977
OG0009571	XP_020891119.1	g24321, g37666
OG0009572	XP_002888889.1	g46013
OG0009573	XP_002867471.1	g23581
OG0009574	XP_020874428.1	g23144
OG0009575	XP_002869221.1	g23201, g47837
OG0009577	XP_020867654.1	g27053
OG0009577	XP_020867657.1	g27056
OG0009579	XP_002892536.1	g49714
OG0009580	XP_020870799.1	g27124, g31268
OG0009581	XP_020869800.1	g31347
OG0009582	XP_002892673.1	g27183
OG0009583	XP_002890125.1	g31618
OG0009584	XP_020888606.1	g27390, g27393
OG0009585	XP_020891622.1	g45921
OG0009586	XP_002888669.1	g41530
OG0009587	XP_002886248.2	g13800
OG0009588	XP_002894073.1	g36267
OG0009589	XP_002885764.1, XP_002882313.1	g18455
OG0009591	XP_002873619.1	g5261
OG0009594	XP_020876183.1	g50494
OG0009595	XP_002868061.1	g47210
OG0009596	XP_002890810.1, XP_002890812.1, XP_002894281.1	g19608
OG0009597	XP_020867385.1, XP_020867387.1	g28123
OG0009598	XP_020868954.1	g28113
OG0009600	XP_002881236.2	g50527, g35976, g51308
OG0009601	XP_020883610.1	g51245
OG0009603	XP_002871595.1	g5225
OG0009604	XP_002873698.1	g29277
OG0009605	XP_020877608.1	g29262
OG0009606	XP_020876583.1	g5114
OG0009607	XP_020879326.1	g5020, g45740
OG0009609	XP_002868642.1	g16832
OG0009610	XP_002870609.1	g46624
OG0009611	XP_002864562.1	g28698
OG0009612	XP_002874268.1	g605, g10068
OG0009613	XP_020882399.1	g412
OG0009614	XP_002866447.1	g9889, g408
OG0009615	XP_020868027.1	g19654, g9654
OG0009621	XP_020884374.1	g39892
OG0009622	XP_020882321.1	g19295
OG0009625	XP_002865653.1, XP_002863043.1	g1662
OG0009628	XP_002893463.2	g27627
OG0009635	XP_002886302.1	g13842, g5887
OG0009636	XP_020875457.1	g52221
OG0009637	XP_002869432.1	g23473
OG0009639	XP_020873162.1	g47708
OG0009640	XP_002869406.1	g16995
OG0009641	XP_002869394.1	g47730
OG0009642	XP_020873913.1	g23411
OG0009643	XP_020874796.1	g16981, g48901
OG0009644	XP_002873972.1	g41416
OG0009645	XP_020872122.1	g23378
OG0009646	XP_002869347.1	g16964
OG0009647	XP_020869982.1	g36265
OG0009648	XP_020875177.1	g23310
OG0009649	XP_020872658.1	g23268
OG0009650	XP_020874560.1	g23235
OG0009651	XP_020872697.1	g23239
OG0009652	XP_002869222.1	g23203
OG0009653	XP_020872153.1	g18159
OG0009654	XP_020879124.1	g28898, g41369
OG0009655	XP_002867161.1	g23157
OG0009656	XP_020874998.1	g23154
OG0009657	XP_020874468.1	g23139
OG0009658	XP_020889059.1	g6152
OG0009659	XP_002867122.1	g18206
OG0009661	XP_002867093.1	g23033
OG0009662	XP_002874093.1	g41351
OG0009663	XP_020874502.1	g47911
